0.0034825+9.486e-05i,0.0023943-0.00080115i,0.0013564-0.0030164i,-0.0021127-0.0028664i,-0.0046234-0.0021624i,-0.0042022-0.0004145i,-0.0023957+0.0015901i,-0.00057948+0.0014162i,0.00067768+0.00038407i,0.00077665-0.00070342i,0.00044269-0.00086972i,0.00080683-0.00040681i,0.0003325+0.00045827i,-0.00072686+0.000786i,-0.0016044+0.00028249i,-0.00089289-4.2033e-05i,-0.00010327-5.0105e-05i,0.00023165+0.00050789i,-1.4654e-05+0.00069334i,-0.00074254+0.00039005i,-0.00030684-0.0001476i,-1.3829e-05-0.00013442i,-0.00068967-3.4173e-06i
-0.0013798+0.0015246i,-0.0018418+0.00094395i,-0.0009051+0.0005905i,0.00081694+0.00025541i,0.0018564+0.0001549i,0.001397-9.18e-05i,0.00053779-0.00035457i,0.00036571+0.00013795i,0.00042985+0.0004231i,-4.4624e-05+0.00012766i,-0.00071053-0.00017618i,-0.0003536+0.00025891i,4.1529e-05-0.00012966i,-0.00052722-0.00035009i,-0.0007708+0.00014249i,-0.00057764+0.00045437i,-0.00036072+0.00095147i,-0.00024675+0.00057554i,0.00031769+0.00030016i,0.00063693+0.00083646i,-0.00010593+0.00094245i,-0.00036732+0.00058098i,-0.00040086+0.00017472i
0.0008409+0.00047481i,0.00048721-0.00058643i,0.0013953-0.00044421i,0.0020047-0.00087971i,0.0018923-0.00063927i,0.0013171-0.00077636i,0.00041155-0.0015681i,0.00017884-0.00045816i,6.542e-05+0.00018395i,0.00011346-7.0446e-05i,-0.00013691-0.00032365i,-0.0012918-0.00059272i,-0.0011334-0.00096673i,-7.8999e-06-0.0014173i,-0.0003123-0.0012369i,-0.00071696-0.0007521i,-0.00060846-0.00072017i,-0.0010057-0.00073411i,-0.00068127-0.00041487i,0.00018188-0.00045837i,0.000338-0.00017129i,0.00012922-0.00018554i,1.4198e-05-0.00071308i
-0.0011594+0.00068932i,-0.0015407+0.00059674i,-0.0020355+0.0015425i,-0.00049938+0.0024468i,0.00076302+0.0016753i,0.00022434+3.8516e-05i,1.5843e-05-0.00048438i,0.00033528-0.00035847i,0.00035001+0.00057716i,0.00079374+0.0006194i,0.0008635+1.5628e-05i,-6.6168e-05-0.00041573i,-0.0011978-0.00079571i,-0.0010264-0.0013271i,-0.00034777-0.00073047i,-9.0411e-05+3.8928e-05i,0.00016353+0.00042652i,-0.00031785+0.0010341i,-0.0008784+0.00052239i,-0.00056325+0.0001964i,0.00063762+0.00023186i,0.0012626+0.00018078i,0.00055452+0.0002568i
0.0025642-0.0012825i,0.0019315-0.001118i,0.0015016-0.0011951i,-0.00011218-0.00018487i,-0.0013877-0.0002244i,-0.0013667-0.00060273i,-0.00098023-0.00037146i,-0.00052246-0.0008294i,-2.6996e-06-0.0010264i,-3.0066e-05-0.00097867i,-0.00035622-0.00019564i,-0.00019353+0.00053854i,-2.3107e-05+0.001013i,-0.0006401+0.0010951i,-0.0021747+0.00070147i,-0.0016781-0.00026012i,7.5906e-05-0.00078953i,0.00072727-0.00065832i,0.00059573-0.00078091i,0.00028482-0.00046645i,0.00039355+0.00080241i,0.00061987+0.001449i,0.00063613+0.00064887i
-0.0020418-0.0006744i,-0.0013292+6.9139e-06i,-0.00055123+0.00028805i,-8.1452e-05+0.00045796i,-0.0010826+0.00067321i,-0.0012238+0.0007855i,-0.00017936+0.0018651i,-0.00019463+0.0012154i,-0.00076141+0.00011638i,-0.00049059-1.0266e-07i,0.00021716-0.0004288i,0.00079106-0.00091279i,0.00065135-0.00025491i,6.2373e-05-0.00010491i,-0.00011079-0.00016633i,-4.7899e-05+7.6468e-05i,0.0001027-0.00030433i,0.0002074-0.00031081i,-0.00017022-2.3922e-05i,-0.00081064+0.00014628i,-0.00047661+0.00039376i,-0.00034337+0.00062404i,-0.00057412+0.0001654i
0.00076606-0.0018202i,0.00075917-0.0026357i,0.00062412-0.0028271i,-0.00081943-0.000815i,-0.0011313+0.0011415i,-0.0003797+0.0013165i,3.5911e-06+0.00038584i,-2.5568e-06-0.00046972i,-0.00085319-0.00027217i,-0.0012121-0.00027737i,-0.00030422-8.9673e-05i,0.00022978+0.00011719i,0.0002549+4.382e-05i,0.00012222-0.00036059i,0.00026458-0.00034171i,0.00031135+3.7851e-07i,-0.00025368-0.00068971i,-0.00059898-0.000824i,-0.00025038-5.4114e-06i,-1.2858e-05+0.00063912i,5.9653e-05+0.00062504i,-0.00024972-0.00015381i,-0.0002465-0.00073724i
0.0015708-0.00041329i,0.0011356-0.00021998i,0.00021517-7.2079e-06i,2.5865e-05+5.3918e-05i,-0.0001856+0.000129i,0.00013404+0.00032031i,0.00044731+3.2019e-05i,0.00073636-0.00056741i,0.0011592-0.00084243i,0.00067265-0.00050841i,3.6313e-05+0.00021118i,0.00011213+0.00054698i,0.00080774+0.00040469i,0.00079129+0.00025554i,0.0005032+0.00018942i,0.00043452+0.00054488i,-0.00017821+0.0011313i,-0.00020204+0.00076263i,0.00040703-0.00020816i,0.00031813-0.00040011i,0.00012514-0.00043144i,3.8437e-07+6.4385e-05i,0.0003626+0.00015474i
0.0013153-0.00077539i,0.00081643-0.0018778i,2.056e-05-0.003056i,-0.0010174-0.00239i,-0.002127-0.0011772i,-0.00084559-0.001071i,0.00087162-0.0013315i,0.00053383-0.00087595i,0.00030691-7.489e-05i,0.00020745+0.00022203i,-0.00041564-0.00011851i,-0.00071916-0.00068785i,-3.9929e-05-0.00012797i,0.00045179+0.00045792i,0.000395+0.0001824i,0.00049927+6.3868e-05i,0.00019426-0.00026844i,-0.00033234+0.00022843i,-0.00078294+0.0010407i,-4.5501e-05+0.0004901i,0.0006073-0.00022134i,0.00040859+4.5611e-05i,0.0005225+0.00066745i
-0.0025941-0.0023619i,-0.0025499-0.0020703i,-0.0016359-0.0003446i,-0.00050656+0.0011586i,6.444e-05+0.0017127i,0.00047436+0.00074026i,0.00048436-0.00047415i,0.00022026-0.00074197i,-5.4683e-05-0.00070046i,0.00017886-0.00074432i,0.00049306-0.00058798i,0.00025629-0.00034625i,-0.00031456-0.00018908i,2.6195e-05-0.00050271i,0.00018958-0.00013336i,-0.00073709+0.00078742i,-0.0014153+0.0012055i,-0.0009102+0.00063975i,0.0001093-4.9843e-05i,0.00053106+0.0004611i,0.00031671+0.00067106i,0.00024615+0.00023492i,0.00025702-3.2643e-05i
0.0011311-0.00012867i,0.0015133-0.00091859i,0.0014419-0.001546i,0.00022185-0.00050721i,-0.0010651-0.00049104i,-0.00031077-0.0004872i,-0.0001248-0.00042789i,-0.00070679-0.00040756i,-0.0006289-0.00032866i,-0.00023387-0.0005301i,0.00029625-6.3647e-05i,0.00056803+3.994e-05i,0.00082873-0.00058536i,0.00087317-0.0010345i,0.00020286-0.00068791i,-9.419e-05-0.00036253i,-0.00020139+8.4527e-05i,2.2062e-05+0.00053571i,0.00032782+0.00063574i,0.00054393+0.00080322i,0.00032428+0.00078555i,0.00035745+0.001279i,-0.00017297+0.0014551i
-0.0016129-0.00091943i,-0.0025259-0.00059192i,-0.0021758-0.00080207i,-0.0015952-0.00036284i,-0.00095629+0.00071942i,-0.00042582+0.00065963i,-0.00018007-0.00022552i,-7.3556e-05-0.00010482i,-0.00038748-0.00029607i,0.00042726-0.00017755i,0.0016695+0.00020138i,0.0012425-6.501e-05i,0.00047451-0.00061102i,0.00064085-0.0011428i,0.00080124-0.00087708i,4.8891e-05-0.0007373i,-0.00037517-0.00035869i,-0.00068877+1.9905e-05i,-0.0012062-0.001021i,-0.00090101-0.0014846i,-0.00031219-0.0011459i,-0.00016487-0.00068722i,-1.2207e-05-0.00013614i
0.0015037+0.0024069i,0.0018299+0.0025711i,0.0024464+0.003149i,0.0020248+0.0011775i,0.0012585-0.00038644i,0.00039523-0.00072896i,0.00060566-0.0007838i,0.00082411-0.0010424i,0.00044912-0.00044801i,0.00012355+0.00053159i,-0.00014546-0.0004777i,-0.00061741-0.0011218i,-0.0009484-0.0004444i,-0.00072105+0.00015934i,-0.00053894+0.00014042i,-0.00043312+0.00034286i,-0.00041486+0.00021357i,0.00013973-0.00068222i,0.00043024-0.00086922i,0.00079149-0.00020193i,0.0014115+0.00047666i,0.00079625-3.3677e-05i,-0.00017448-0.00040987i
0.0014386+0.00057992i,0.0019887+0.00040433i,0.002939+0.00011538i,0.002388-0.0010831i,0.0017808-0.0013345i,0.0015846-0.00092872i,0.00078755-0.00031179i,-0.00072451-0.00015614i,-0.00058259-0.0009118i,0.00044141-0.00082847i,0.00044733-0.00016773i,0.00030331+0.00056429i,4.1104e-05+0.0004212i,-0.00061465-0.00043828i,-0.00058818-0.00075172i,-2.4858e-05-0.0003534i,0.00011231-0.00049979i,0.00043657-0.00056293i,0.00049478+0.00041449i,0.00023534+4.2409e-05i,0.00059403-0.00060188i,0.00082558-0.00050274i,0.00022937-0.00021612i
0.0024488+0.0037505i,0.0024898+0.0028102i,0.0036084+0.0018827i,0.003106-0.00046486i,0.0011542-0.0012302i,-0.00081685-0.00032699i,-0.0009732-0.00075148i,-0.00080003-0.00082766i,-0.00055674-0.0001638i,0.00083076-0.00048185i,0.00162-0.00039309i,0.0011897+0.00028815i,-0.00024086+0.00040736i,-0.0011925+0.00025761i,-0.00075868+0.00054815i,-4.148e-05+0.00060174i,0.00033133-5.0008e-06i,0.00097077+0.00011882i,0.0010854+0.0010539i,0.00011565+0.00092781i,0.00024868+0.00021529i,0.0011282+0.00021712i,0.00041943+0.00023098i
-0.00037395-0.0012916i,-0.0010786-0.0006509i,-0.0022431+1.7172e-05i,-0.0020794+0.00053634i,-0.00095726+0.00038317i,4.8739e-05+0.00051142i,0.00060528+0.00037881i,0.0013264-0.0001893i,0.00089799+0.00013005i,-0.00010975+2.8856e-05i,-6.9112e-05-0.00010296i,0.00058609+0.00017291i,0.00093192+0.00024566i,0.00033336+0.00085401i,0.00048392+0.0010526i,0.00020962+0.00053705i,-0.00054342+0.00057135i,-0.000556+0.00097108i,-7.8897e-05+0.0007091i,0.00080996+0.00053355i,0.00065199+0.00039309i,1.3053e-05+0.00015109i,0.00031814+2.9083e-05i
0.00026327+0.00057001i,0.0015884-2.0204e-05i,0.0015976-0.00031637i,0.00080998-0.00025938i,0.00037361-0.00058787i,0.00026349-0.00036086i,0.00056111-5.016e-05i,0.00057582-0.00024991i,0.0001322+2.2267e-05i,-0.00045097+0.00012424i,-0.00040285+0.00017905i,0.00025207+0.00016853i,4.9394e-05+0.00061368i,0.00015283+0.0005817i,0.00048908+0.00021163i,-1.6448e-06-4.5136e-06i,-0.00050511-0.00046529i,-0.000183+2.8557e-05i,0.00014836+0.00031784i,0.00015578-0.00023887i,-0.0001903+8.2678e-05i,-0.00081554+0.0002974i,-0.0008115-0.00011371i
0.00076983-0.0022396i,0.00015817-0.0021908i,8.2337e-05-0.0022687i,-0.00051551-0.0016353i,-0.0010274-0.00083684i,-0.0011664-0.0001666i,-0.0011743+0.00036552i,-0.00024101+0.00039443i,0.00035318+0.0001956i,0.00052304-0.00024119i,0.00081336-0.00044868i,0.00035426-0.00042676i,0.00026658+0.00018888i,0.00064093+0.00034214i,0.00052252+0.00021375i,-0.00011906+0.00056801i,-0.00049672+0.00031136i,-0.00024847+0.00012949i,-0.00024008-6.8379e-05i,-0.00012996-0.00058867i,1.7779e-06-0.00080687i,-0.00021478-0.00032378i,2.2531e-05-5.6746e-06i
-0.00016224+0.0011965i,0.0012017+0.0010785i,0.0011889+7.5003e-05i,0.00038085-0.0010092i,0.00017506-0.0010034i,0.00014879-0.0003092i,0.0001305-0.00069123i,0.00062393-0.0007836i,0.00082189-0.00059245i,0.00073673-0.00078124i,0.0002216-0.00097722i,0.00023134-0.00080182i,0.00076334-0.00087368i,0.00061464-0.00053796i,0.00015983-0.00032042i,-0.00025743-0.00038077i,0.00023944+4.6232e-05i,0.00091269+1.3107e-05i,0.00051134-0.00069663i,0.00062575-0.00059625i,0.00044767-0.00025311i,-0.00031707-0.00041775i,-8.0331e-05-0.00054096i
-0.00050098-0.0016174i,-0.00047856-0.0031818i,-0.0014706-0.0023933i,-0.001547-0.00029858i,-0.00068824+0.0007717i,0.00027286+0.00020196i,0.00037723-0.00035408i,0.00026105-7.6133e-05i,0.00022786-0.00021654i,-1.202e-05-7.0338e-05i,0.00010919+2.0755e-05i,0.00050884-0.00012845i,-8.4115e-05+0.00043136i,-0.00023486+0.00068123i,-3.8543e-05+0.00054798i,5.4184e-05+0.00075668i,-5.228e-05+0.00059108i,-4.6493e-05+0.00013859i,-0.0002778+0.00016667i,-0.0010552-0.00046071i,-0.00025896-0.00048022i,-1.4163e-05+0.00030372i,-0.00035834+0.00061623i
-0.0001792+0.0035336i,4.607e-05+0.0025504i,0.0014107+0.0016706i,0.002008+0.0013339i,0.0011319+0.00047037i,-0.00035505-0.00024562i,-0.00033477-0.00031456i,0.00072946-0.00037905i,0.00064134-0.00042395i,0.00035315+0.00016093i,0.0005774+0.00028861i,0.00032548-0.00013318i,-0.00077266-7.8748e-05i,-0.0012221-0.0006006i,-0.0011949-0.0014898i,-0.00024108-0.0014227i,0.00035772-0.00063313i,-0.00057242-0.00051554i,-0.0012114-0.00082896i,-0.00093133-0.0010539i,-0.00078103-0.00092398i,-0.00038157-0.00054871i,-6.8379e-05-2.8067e-05i
-0.0018648+2.9419e-05i,-0.0015185-0.00098079i,0.00015606+0.00020935i,0.0013159+0.0009698i,0.0026106-9.7265e-05i,0.0030621-0.001917i,0.0014375-0.0018454i,-0.0002064-0.0010684i,-0.0002484-0.00089835i,0.00012268+2.3789e-05i,0.0005192+0.00057798i,0.00048859+0.00036688i,-1.2959e-05-8.1154e-05i,-0.00015668-0.00021926i,0.00031344-0.00015379i,0.00049066-0.00012i,0.00041944+0.00019625i,0.00053902+0.00041095i,0.0001836+0.00017292i,-0.00045287+0.00042427i,-0.0010981+8.2655e-05i,-0.00095877-0.001037i,-0.00030018-0.00050309i
-0.00011712+0.0013973i,0.00058813+0.0014466i,0.00060329+0.00068546i,-0.0001831+0.00053693i,-0.00040124-0.00046451i,-0.00023382-0.0012361i,5.4037e-05-0.001864i,0.00049371-0.0012281i,0.00057132-0.00036251i,0.0010993-5.8949e-05i,0.00085759+0.00085932i,0.00017277+0.00048841i,-6.5582e-05-0.00013451i,0.0002463-8.6371e-05i,0.00048051-0.00018072i,0.00041627+0.00030304i,-6.6074e-05+0.00053255i,-0.00067338+9.3738e-05i,-0.00047996+0.00024503i,-0.00042893+0.00032394i,-0.00063544-0.00034589i,-0.00015319-0.00037977i,-5.7816e-05+0.00029954i
-0.00064966-0.0002647i,0.00061325-0.00079419i,0.0008379-8.5816e-05i,-6.0778e-05+0.00092386i,0.00014444+0.00020879i,0.00068323-0.00064427i,0.00023869-0.00077648i,-0.0004865+0.00015358i,-0.00023016+0.00055956i,0.00047025+0.00040385i,0.00050598+0.0001258i,-4.0004e-06-0.00035521i,-0.00021761-0.0015731i,9.2724e-05-0.0017514i,0.0005968-0.00075202i,0.00035577+0.00017457i,0.00030481+0.00092307i,0.0004064+0.0012332i,-0.00036875+0.00056303i,-0.00065306+0.00019934i,-0.00057692-0.00016619i,-0.00031859-0.00027574i,0.00043553+0.00016012i
-0.00066388-0.0013672i,-0.0019878-0.0015466i,-0.0014247-0.00074764i,-0.00069214-0.00015786i,-0.00026157+0.00010954i,0.00058494+0.00078804i,3.6482e-05-2.8208e-07i,-0.00063108-0.00061429i,-0.00078867-0.0001996i,-0.00047372-0.00012615i,-0.00038904-0.00064124i,-7.6315e-05-0.00056834i,0.00056344-0.00016044i,0.000612+0.00013525i,0.00026198+0.00055011i,-0.00030054+0.00053997i,-0.00025188+6.6832e-05i,0.00021418-0.00043491i,0.00015701-0.00085367i,0.00036364-0.00033239i,-6.4636e-05+0.00018221i,-0.00032388-9.0657e-05i,-3.5515e-05-0.00017553i
-0.0002864+0.00035264i,0.0003639+0.00053941i,-3.8637e-05+0.0015463i,-0.00081987+0.0010578i,-0.00078637-0.00018332i,-3.0138e-05-0.00018067i,0.00019126-0.00075505i,0.0002438-0.00077832i,-0.00010583+0.00053189i,-0.00025225+0.00083268i,-0.00037796+0.00011828i,-0.00046256+5.6496e-05i,-6.2286e-05+0.00039811i,0.00055064+0.00071645i,0.0003696+0.00051445i,0.00073464-5.6289e-05i,0.0010334+0.00071507i,0.00032894+0.001298i,0.00016182+0.00057214i,0.00036417-7.3611e-05i,-0.00016751+0.0004559i,0.00012054+0.00073838i,0.00049624+0.00046794i
0.0017649-0.0022909i,0.0018208-0.0023296i,0.00090604-0.0019111i,0.00045166-0.0012057i,0.00044769-0.00096179i,-2.7979e-05-0.00047087i,-0.00010609+0.00041731i,0.00026733-0.00027522i,0.00034151-0.00051898i,-0.00059935-0.00019399i,-0.0009828-0.00049559i,-0.00025476-0.00056077i,-0.00011651-0.00049877i,-0.00026535-9.1355e-05i,0.00011121+0.00014406i,0.00062605-0.00011888i,-1.2578e-05-0.00035986i,-0.00085105-0.00051745i,-0.0008504-0.0002658i,-0.00050364-6.7886e-06i,0.00023658+0.0001593i,0.00040052+0.0004135i,-0.00035863+0.00045578i
0.0011727+0.0030375i,0.0018835+0.0020127i,0.0025023+0.0017872i,0.0027759+0.00077554i,0.0016425-0.00088138i,0.0003086-0.0013399i,0.00015165-0.001589i,0.0006553-0.001391i,0.00083553-0.00036725i,0.0010757+0.00011513i,0.0010098-0.00010932i,0.00028447-0.0008965i,0.00017801-0.00098573i,0.00016703+0.00030073i,-0.00012818+0.0003853i,0.00015239+0.00010363i,0.00047202+0.00060404i,0.00045376+0.00050242i,-1.9678e-05-9.8096e-05i,-7.8007e-05-5.7608e-05i,0.00062661+0.00017288i,0.00050753-0.00019415i,0.00016237-8.3752e-05i
-0.0016482-0.0030439i,-0.0016884-0.0039824i,-0.0015206-0.0020808i,-0.0019285+0.00035631i,-0.0010264+0.00083897i,0.00053229+0.00098804i,0.0009517+0.00062663i,-0.00016081-0.00026698i,-0.000797-0.00037982i,-0.00041363+0.00010272i,-0.00012921+0.00072694i,-7.8729e-05+0.00055859i,7.2513e-05+0.0006612i,-0.00015847+0.00073721i,-0.00043053-5.5049e-05i,-0.0003977-0.00039932i,-0.0004821+5.616e-05i,-0.00049847+0.00041416i,-0.000976-0.00032684i,-0.0015055-0.00021389i,-0.00061991+0.00034951i,0.00012373-0.00035712i,0.00047767-0.00035832i
0.0019051-0.00044155i,0.0026633-0.00078531i,0.0022409-0.00055909i,0.0011323-0.00073847i,0.00048832-0.00067458i,8.9328e-05-0.00031226i,0.00047871-5.2214e-05i,0.00070953+0.0002135i,0.00066047+0.00031299i,0.00047809-6.9942e-05i,-0.0007614+0.00053414i,-0.0012073+0.00076003i,-0.00068499+0.00071889i,-0.00033112+0.00034696i,9.9285e-05-0.00023731i,0.00042979-0.00044044i,0.00049511-0.00061149i,0.00045722-0.0011938i,0.00017201-0.00081892i,-0.00025109-0.00054648i,-0.0005233-0.00025075i,-0.0003373-7.8777e-05i,-0.00022188+0.00014997i
-0.00085186-0.0004378i,-0.0014166-0.0009767i,-0.00088354-0.00072453i,-0.00071425-0.00016803i,-0.00031489+0.00027899i,0.00069734+0.0007176i,0.00080219-0.00021015i,0.00019322-0.00021942i,9.334e-05+0.00021042i,3.6499e-05-0.00024264i,0.00029273-0.00043463i,0.00027786-0.00030238i,0.00016784-0.00014642i,-2.7712e-05+0.00057201i,-0.00036149+0.0010414i,-3.9001e-05+0.0004537i,0.00027625-0.00028482i,-2.3726e-05-0.0012372i,-0.00025993-0.00066163i,-0.0004026+0.00019615i,-0.00094801+0.00041052i,-0.00095022+0.00041215i,-0.00056111-0.00015394i
0.00074858+0.00016761i,0.0010235+0.00039939i,0.0021845-0.00064185i,0.0017269-0.0003537i,0.00025354+0.00024591i,-0.00018403+0.00022063i,0.00043001+0.00038938i,0.00069033-0.00051016i,0.00015889-0.0009728i,-0.0001477-0.00060222i,-0.00046347-0.00066642i,-0.00081592-0.001078i,-0.00052403-0.0008483i,-0.0011632-0.00049151i,-0.0016655-0.0005598i,-0.00023198+2.1484e-05i,0.0004144+8.7734e-05i,1.0606e-05-0.00022351i,-0.00010725-0.00019105i,-0.0006426-0.00021438i,-0.00051637-0.00034277i,9.0888e-05+0.0003361i,9.4862e-05+0.00031797i
-0.0019514-0.0014353i,-0.0018033-0.00078005i,-0.0015064+0.0003563i,-0.001556+0.00061086i,-0.00032359+8.8895e-05i,0.00069266-0.0008753i,0.00080084-0.00055116i,0.00030576+0.00031135i,-0.00026339+0.00046508i,-0.00017257+0.00032627i,-0.00018599+0.00019761i,-5.2895e-05+0.00034428i,0.0002989+0.00055251i,0.00063037-0.00012768i,0.0010811-0.0008282i,0.00083587-0.00049948i,0.00083694+7.0144e-05i,0.00044716+0.00022712i,0.00029657-0.00040214i,7.5324e-05-0.000685i,-0.00047279-0.00037132i,-0.00029614+3.6891e-05i,8.926e-05+0.0004085i
0.0013102-0.0012845i,0.0020301-0.0016034i,0.00075442-0.0019567i,-0.0010663-0.0016769i,-0.001765-0.00080694i,-0.0009487-3.0522e-05i,0.00024254-0.00037658i,0.00075526-0.00049675i,0.0005614-0.00019872i,0.00023683-0.00015685i,0.00039598-0.00011163i,0.0006749+0.00019905i,0.00059623+0.00043406i,0.00024954+0.0012102i,0.00031357+0.0013358i,0.00040449+0.00048358i,0.00031946+8.2789e-05i,-0.00046927-1.9425e-05i,-0.00075665+0.00049386i,4.1846e-05+0.00010017i,0.00074777-0.00047886i,0.00053004+0.00061183i,-0.00031536+0.00025341i
0.00041177-0.0023889i,0.00013903-0.0021647i,-0.0014779-0.002303i,-0.0022628-0.00093908i,-0.0023113+0.00083381i,-0.00098938+0.00045945i,0.00063158-0.00017716i,0.0010388-0.0001801i,0.0006797-0.00056887i,0.00054173-0.00066997i,0.00053695-0.00074262i,0.00037236-0.00056838i,0.00036303-0.00035904i,0.00049945+0.00056263i,0.00035268+0.00081069i,0.00078854+0.00031545i,0.00097839+0.00067026i,0.00041352+0.0005539i,-0.00056306+0.00032093i,-0.00078147+5.0384e-05i,0.000302-8.1699e-05i,0.0011502-3.5876e-05i,0.00025584+0.00026375i
0.0016892-0.0014454i,0.00061549-0.00074827i,-0.0011234-0.00092864i,-0.0012595-0.0013861i,-0.00076002-0.00040249i,-0.00048126+0.0011175i,-3.2988e-06+0.00086589i,0.0003918+3.6324e-05i,0.00049641-0.00037542i,-5.4761e-05-0.00071767i,-0.00021738-0.00067773i,-0.00023736-0.0005107i,-0.00056935-8.6713e-05i,-0.00064031-0.00042433i,-0.00055257-0.0010461i,-0.00076352-0.00038383i,-0.00098032-0.00096708i,-0.00054118-0.001834i,0.0002042-0.00073674i,0.00024651+6.6539e-05i,1.287e-05+0.0001913i,0.00016669+0.00028546i,0.00047097-0.00050428i
0.00023426+0.00096635i,0.0013475-0.00029769i,0.0017266-0.0004801i,0.0017227-0.00047842i,0.00094961-0.00054372i,0.00016052-0.00067108i,0.000332-0.00063235i,0.00023315-0.0011033i,-0.00031266-0.0011751i,-8.5527e-05-0.00051121i,0.00046383+3.2082e-05i,0.00049796+0.00050412i,5.284e-05+0.00031087i,0.0005992+0.0002197i,0.00042511+0.0004063i,-0.00018047+0.00028178i,-0.00047814-7.6184e-05i,-0.00046629-0.00019717i,0.00040606+0.00030595i,0.00078511+0.00074998i,0.00099518+9.1079e-05i,0.00065174-0.00046919i,-0.00058184-0.0001919i
-0.00041319+0.001212i,-4.4306e-05+0.00055577i,0.00018988+0.00074096i,0.00018719-0.00013407i,0.00054423-0.0013866i,0.00029446-0.0014247i,-0.00051022-0.00028104i,-0.0008295+0.00050929i,-0.00042632+7.8306e-05i,3.8792e-05-0.00049345i,0.00028466-0.00040898i,0.00058765-0.00020451i,0.00069549-0.00059256i,-1.702e-05-0.0011302i,-0.00038298-0.0012642i,-0.00056918-0.0009383i,-0.0011895-0.00014196i,-0.00097345+0.00061111i,-0.00038284+0.00037031i,-0.00032209+4.6862e-05i,-0.0007906-0.00014802i,-0.00044839-0.00025114i,0.00042008-0.00018613i
0.0012292-0.00026101i,0.00090619-0.00054806i,-8.4081e-05-0.00023747i,-0.00039562+0.00044266i,0.00046787+0.00073187i,0.00065507+0.00094281i,-5.5056e-05+0.00044471i,-0.00020609-0.00039302i,-0.00039764-7.7572e-05i,-0.00013524+0.00015668i,0.000332-0.00014834i,0.00013486+0.00019778i,-9.7636e-05+0.0009858i,0.00014075+0.00068837i,0.00021199-0.00046653i,0.00044242-0.00041076i,-0.00041837+0.00013503i,-0.00084268-0.00030564i,-9.3833e-05-0.00054388i,0.00034029+2.514e-05i,-3.4902e-06+0.00018769i,0.00035139-7.0538e-05i,0.00028877-0.00035547i
-0.00069825-0.0002721i,-0.00094478-0.0010942i,-0.00043148-0.00032555i,0.00019435+0.00089277i,0.00083175+0.00050783i,0.0010833-0.00014471i,0.00036094-0.00011646i,3.657e-05-7.4162e-05i,0.00042109+1.2719e-06i,0.00038976+0.00065827i,0.00031085+0.001214i,0.00043788+0.0010128i,6.5282e-05+0.00078008i,0.00075491+0.00071597i,0.0019293+6.5482e-05i,0.0013769-0.00020523i,2.4328e-05-0.00086482i,-9.8174e-05-0.001008i,-0.00018327-0.00024974i,0.00012588+0.00061172i,0.00039491+0.00055779i,0.00055121-0.00034555i,0.00078019-0.00017277i
-0.0013556+0.0016065i,-0.00076223+0.001073i,0.00073673+0.00045756i,0.00065356-0.00094317i,0.00076678-0.0013626i,0.0013428-0.000469i,0.0011719+0.00035904i,5.1969e-05+0.00029365i,-0.00036614-1.5704e-05i,0.00035341+0.00015012i,0.00076369-0.00010669i,0.00068086-2.8536e-05i,0.00069726+0.00050436i,0.0010551+0.0001945i,0.0013245-0.00092414i,0.0013419-0.0012167i,0.00049093-0.00077853i,-7.9282e-05-0.00038838i,0.00058599+0.00017253i,0.001014+0.00013278i,0.00018553-0.00010681i,-0.00016001+2.0091e-05i,0.00044117-0.00019688i
0.0017748-0.00084274i,0.0017392-0.00093545i,0.001754-0.0020114i,0.00062477-0.0020056i,-0.00040962-0.00087614i,-0.00099312+0.00017077i,-0.00091489+0.00073027i,-0.00010764+0.00077938i,0.00019993+0.0010168i,-0.00024172+0.00030143i,-0.00081553-0.00055636i,-0.00050283-0.00028965i,-0.0006769-4.741e-05i,-0.0010335-0.00075696i,-0.00063632-0.0008594i,-0.00071455-0.00077987i,-0.0011538-0.0011111i,-0.00073583-0.00084171i,-0.00029301-0.00084331i,-0.00013126-0.00014559i,0.00052314+0.00017401i,0.00071835-0.00019215i,0.00020277+0.00020542i
4.113e-05+0.0018749i,-0.00017331+0.00087993i,0.0010248+0.00068454i,0.0019973+0.0006915i,0.0017786-0.00078495i,0.00087423-0.0014935i,0.00067956-0.00037782i,0.00060639+0.00051401i,-0.00010771+0.00034563i,-0.00080411-0.00020814i,-0.00057543+0.00025641i,-0.00026335+0.00053561i,1.2135e-05-0.00027387i,0.00021034-0.00041407i,-8.5851e-05+4.9439e-05i,0.00012972+0.00016129i,0.00029007-0.0001829i,0.00017607-0.0001561i,-8.6883e-05-3.0008e-05i,-0.00041769-0.00037107i,-0.0004056-0.00038034i,-5.2231e-05-0.00060682i,-0.00051796-0.0004848i
-0.00040571+0.00062292i,0.00013161+0.0014977i,0.00026927+0.0019606i,-0.00016829+0.00014674i,0.00086911-0.0014601i,0.00148-0.0011614i,0.001451-0.00060891i,0.0011994+3.0735e-05i,0.00041917-0.00030559i,-0.00049196-0.00038806i,-0.00042621+0.00053497i,-5.0867e-06+0.0007743i,0.00011633-0.00027136i,0.0002934-0.0012451i,0.00039817-0.0010473i,-0.0001605-0.00064615i,-0.00051315+0.00020126i,-2.667e-05+0.00039459i,0.00025632-0.00061367i,0.0003577-0.00034847i,0.00019299+0.00039093i,0.00052431-0.00037138i,0.00081992-0.00087732i
