-0.0015467+0.0022153i,-0.00055436+0.00079707i,-0.0012163+0.00038284i,-0.0014491+0.0020474i,-0.00076455+0.0042593i,-0.00042214+0.0043659i,0.00036545+0.0029868i,0.0014299+0.0018701i,0.0016051+0.00033753i,0.0011691-0.0012605i,0.0012298-0.0018175i,0.0011166-0.0012548i,0.00010379-0.00080189i,-0.00094246-0.0012223i,-0.0015152-0.00094852i,-0.0011126-0.00029155i,-0.0012921+0.00027851i,-0.0011003+0.00020059i,-0.00022622+0.00049i,-0.00036072+0.00024856i,-0.0002288-0.00045367i,0.00078773-0.00079983i,0.00061898-0.00059107i
0.064047-0.086451i,0.17313-0.1058i,0.28112-0.086101i,0.28454-0.05838i,0.22147-0.080643i,0.18-0.17999i,0.094048-0.33454i,-0.073913-0.39244i,-0.15752-0.27296i,-0.11132-0.11724i,-0.059978-0.029408i,-0.04175+0.011356i,-0.033625+0.032854i,-0.039628+0.044379i,-0.055153+0.05642i,-0.052937+0.072619i,-0.0074366+0.081341i,0.069979+0.058119i,0.12632+0.01989i,0.13293+0.004365i,0.11927-0.005459i,0.1048-0.03494i,0.085976-0.067188i
-0.093492-0.013213i,-0.24943-0.021078i,-0.35711+0.048312i,-0.20521+0.19639i,0.06696+0.3022i,0.11741+0.31498i,-0.025637+0.32201i,-0.13392+0.31978i,-0.16617+0.24284i,-0.14261+0.1329i,-0.095773+0.052947i,-0.062299+0.013988i,-0.018803+0.00080467i,0.035824-0.0073796i,0.064551-0.0078102i,0.060856-0.0045587i,0.019528-0.019874i,-0.052015-0.040422i,-0.087693-0.043379i,-0.054578-0.044399i,-0.016678-0.04239i,-0.012745-0.023053i,-0.023728-0.0070337i
0.088041-0.080203i,0.20853-0.29653i,0.238-0.619i,0.017838-0.81445i,-0.2657-0.71931i,-0.31576-0.49639i,-0.15287-0.36759i,0.031149-0.30848i,0.11187-0.22478i,0.092292-0.12189i,0.051255-0.040741i,0.026529-0.0027157i,0.00055529+0.0028231i,-0.02677+0.0092057i,-0.031023+0.014502i,-0.013575+0.01264i,0.01356+0.018318i,0.046818+0.029281i,0.057882+0.021328i,0.017865-0.010811i,-0.030861-0.031092i,-0.044513-0.021576i,-0.041214+0.004802i
-0.065829+0.15046i,-0.10944+0.44619i,-0.053019+0.79104i,0.11814+0.88988i,0.23459+0.67355i,0.18385+0.43084i,0.05312+0.34904i,-0.042896+0.29313i,-0.05954+0.15777i,-0.043711+0.032351i,-0.033794-0.015331i,-0.030918-0.026852i,-0.041195-0.028707i,-0.047782-0.015478i,-0.042465+0.0041669i,-0.038255+0.0040103i,-0.045998-0.024336i,-0.061455-0.058007i,-0.065235-0.053395i,-0.039901+0.0042346i,0.0064391+0.05058i,0.045114+0.043332i,0.068196+0.018228i
-0.045394-0.10486i,-0.14019-0.28175i,-0.23272-0.47345i,-0.24182-0.52516i,-0.18764-0.39924i,-0.10952-0.21897i,0.020371-0.12534i,0.11342-0.1088i,0.078582-0.050476i,0.031919+0.030317i,0.025929+0.045161i,0.017445+0.040427i,0.025192+0.063437i,0.049622+0.080898i,0.064018+0.072094i,0.05882+0.056712i,0.04563+0.058895i,0.034574+0.069431i,0.024371+0.060754i,0.030272+0.024814i,0.036019-0.021945i,0.011234-0.051916i,-0.023604-0.056803i
0.15105-0.029539i,0.28944-0.056674i,0.34572-0.050147i,0.2744+0.030124i,0.2172+0.075628i,0.20364-0.015206i,0.12002-0.12392i,0.030479-0.14246i,0.0084812-0.12629i,-0.014391-0.090314i,-0.033977-0.026071i,-0.016961+0.0074501i,0.019967-0.0080438i,0.045291-0.04518i,0.034928-0.079036i,0.010279-0.094706i,-0.0023133-0.10684i,-0.006044-0.11232i,-0.0060657-0.084945i,-0.015222-0.041061i,-0.033591-0.0030663i,-0.034332+0.031852i,-0.014211+0.055779i
-0.007783-0.014011i,-0.015848-0.023999i,-0.013618-0.028767i,0.011553-0.017505i,0.020308+0.047913i,-0.021664+0.14875i,-0.080579+0.18589i,-0.14689+0.13742i,-0.18155+0.076711i,-0.13172+0.036551i,-0.051804+0.001106i,-0.011837-0.033184i,-0.033424-0.057148i,-0.079175-0.045807i,-0.091981+0.011261i,-0.071406+0.075059i,-0.055796+0.11607i,-0.050787+0.13025i,-0.031933+0.10453i,0.0013293+0.052675i,0.024048+0.014462i,0.031013-0.0050606i,0.033553-0.023423i
-0.041388-0.002432i,-0.086801+0.030248i,-0.12312+0.099639i,-0.11523+0.15593i,-0.046518+0.12699i,0.044309+0.020196i,0.12691-0.057054i,0.20282-0.053012i,0.21764-0.021579i,0.15094+0.0018105i,0.069775+0.021871i,0.0064767+0.045495i,-0.021595+0.084467i,0.0027776+0.10709i,0.053745+0.077056i,0.10122+0.021021i,0.14181-0.024084i,0.16543-0.043223i,0.13824-0.03646i,0.071196-0.022375i,0.023911-0.019429i,0.0027114-0.027355i,-0.024222-0.028949i
-0.057801-0.08601i,-0.12809-0.17865i,-0.11837-0.23124i,0.025266-0.19863i,0.12985-0.1374i,0.07749-0.090856i,-0.040348-0.08382i,-0.13938-0.11858i,-0.16426-0.1279i,-0.10991-0.10668i,-0.062282-0.080255i,-0.028109-0.039159i,0.022618-0.015733i,0.050138-0.023574i,0.032227-0.046798i,-0.0242-0.07869i,-0.093911-0.10392i,-0.13165-0.12022i,-0.11268-0.11127i,-0.060373-0.06568i,-0.022869-0.021456i,-0.01267+0.0054596i,6.8536e-05+0.029469i
0.13469-0.0070957i,0.28393-0.057628i,0.26527-0.1263i,-0.028283-0.1234i,-0.27986-0.046715i,-0.26374+0.011074i,-0.15801+0.047907i,-0.087947+0.1094i,-0.041108+0.12874i,-0.031988+0.094994i,-0.022722+0.050146i,0.00046928-0.011226i,-0.0043085-0.059398i,-0.034249-0.061924i,-0.071956-0.013266i,-0.088385+0.069668i,-0.07114+0.13895i,-0.054715+0.17609i,-0.041401+0.17023i,-0.017851+0.11498i,0.00047818+0.059964i,0.015199+0.031645i,0.028289+0.0052211i
-0.091424+0.15031i,-0.1612+0.37489i,-0.045365+0.51584i,0.27251+0.33797i,0.44803+0.028855i,0.34962-0.076895i,0.26359-0.037269i,0.24275-0.059092i,0.14966-0.08247i,0.053982-0.030903i,0.014673+0.017089i,-0.024866+0.026661i,-0.062885+0.029909i,-0.057364+0.040483i,0.0013433+0.047766i,0.075107+0.027748i,0.11896-0.019471i,0.13329-0.064117i,0.11792-0.080357i,0.077403-0.062783i,0.048541-0.041616i,0.030376-0.03974i,0.0037684-0.038555i
-0.049053-0.22206i,-0.19984-0.51293i,-0.43872-0.65604i,-0.57773-0.37861i,-0.45953+0.010392i,-0.26407+0.090213i,-0.23359+0.0020929i,-0.24531-0.011042i,-0.15995-0.0021828i,-0.06071-0.026336i,-0.010036-0.029838i,0.025985+0.0075651i,0.068588+0.05065i,0.094558+0.055928i,0.080021+0.0087913i,0.032765-0.048968i,-0.022001-0.079036i,-0.068894-0.084932i,-0.089126-0.066424i,-0.073407-0.035314i,-0.050543-0.012467i,-0.039462+0.0093799i,-0.02575+0.031593i
0.2086+0.073367i,0.53261+0.17511i,0.83969+0.20773i,0.83339+0.076684i,0.54802-0.050824i,0.31669-0.0098134i,0.28515+0.066673i,0.28405+0.064332i,0.19817+0.035293i,0.094832+0.032771i,0.040847+0.033935i,0.025059+0.0049917i,0.014538-0.038529i,-0.0014994-0.059451i,-0.021342-0.043464i,-0.03535-0.0039122i,-0.030057+0.044184i,-0.0054955+0.08444i,0.020647+0.086886i,0.026819+0.053582i,0.018234+0.021053i,0.018726+0.00052959i,0.028349-0.014376i
-0.14669+0.056118i,-0.40463+0.12872i,-0.69186+0.2017i,-0.74652+0.24703i,-0.53342+0.23341i,-0.30697+0.11836i,-0.24088-0.051205i,-0.25505-0.1543i,-0.21335-0.14507i,-0.12323-0.10297i,-0.066365-0.074533i,-0.056619-0.0413i,-0.060097-0.011192i,-0.060026+0.0062625i,-0.049258+0.029132i,-0.023218+0.048752i,0.009264+0.039343i,0.031978+0.0070753i,0.037307-0.015394i,0.03383-0.016487i,0.029039-0.016422i,0.0093012-0.020453i,-0.017995-0.020844i
0.0222-0.11197i,0.12853-0.25216i,0.33292-0.37309i,0.49115-0.39967i,0.43609-0.3412i,0.26241-0.18651i,0.16881+0.032437i,0.14242+0.16028i,0.077981+0.15095i,0.0047012+0.10985i,-0.019489+0.080078i,-0.018491+0.049848i,-0.023746+0.035754i,-0.018002+0.041145i,0.010502+0.034492i,0.028976+0.0075615i,0.012029-0.014444i,-0.022099-0.012842i,-0.041166+0.0012154i,-0.037188+0.0092197i,-0.022607+0.01331i,-0.0033924+0.018626i,0.0077226+0.022861i
0.01393-0.0013333i,-0.03436+0.026484i,-0.18307+0.12398i,-0.31546+0.25996i,-0.24559+0.29594i,-0.082307+0.15131i,-0.017504-0.059831i,0.00043031-0.15271i,0.050296-0.11829i,0.08754-0.075328i,0.076287-0.059684i,0.056635-0.042623i,0.065537-0.026071i,0.072704-0.027837i,0.047769-0.044084i,0.014998-0.059079i,0.0041182-0.067211i,0.010101-0.068318i,0.013232-0.053699i,0.0054984-0.025852i,-0.0040967-0.0038973i,-0.0055994+0.0042421i,0.0052709+0.0037083i
0.059211+0.030827i,0.16578+0.034349i,0.32778-0.051001i,0.38614-0.2178i,0.21601-0.2967i,-0.021524-0.192i,-0.12627-0.020444i,-0.13445+0.056563i,-0.12972+0.02812i,-0.11565+0.0028896i,-0.073085+0.014184i,-0.027329+0.0084258i,-0.016568-0.021186i,-0.028364-0.032696i,-0.043312-0.0087066i,-0.053961+0.031455i,-0.058353+0.062103i,-0.055851+0.073117i,-0.036204+0.063661i,-0.0019516+0.040336i,0.025163+0.016496i,0.029919-0.0016072i,0.017481-0.012693i
-0.11404+0.017702i,-0.2939+0.072376i,-0.46225+0.17978i,-0.42032+0.28496i,-0.15614+0.28925i,0.11059+0.19988i,0.22579+0.10831i,0.22119+0.061686i,0.1573+0.047891i,0.08302+0.03303i,0.02445+0.013184i,-0.022481+0.014512i,-0.046789+0.04076i,-0.034459+0.063627i,0.010494+0.064218i,0.063225+0.047942i,0.10121+0.02664i,0.11887+0.003512i,0.10185-0.022091i,0.054309-0.04123i,0.0088636-0.042608i,-0.015514-0.026638i,-0.019641-0.0058308i
0.084114-0.12284i,0.21308-0.29806i,0.32616-0.4553i,0.28246-0.42966i,0.08876-0.25421i,-0.10294-0.12724i,-0.18925-0.11659i,-0.18352-0.1476i,-0.1373-0.14006i,-0.078511-0.081107i,-0.027395-0.022437i,0.0076451+0.0064508i,0.030593+0.0098412i,0.034081-0.0030711i,0.013307-0.025384i,-0.023668-0.047869i,-0.065676-0.059454i,-0.095443-0.058396i,-0.091308-0.038576i,-0.05712-0.0075128i,-0.024258+0.010026i,-0.0069224+0.009536i,0.00025271+0.0015856i
0.039056+0.12397i,0.055923+0.30873i,0.032877+0.45358i,-0.010409+0.38436i,0.015092+0.18408i,0.094786+0.064369i,0.1336+0.061756i,0.10428+0.1106i,0.057039+0.13095i,0.023477+0.092595i,0.0039517+0.039826i,-0.005075+0.0027188i,-0.0091633-0.014799i,-0.0057078-0.014034i,-0.00044079-0.0034416i,-0.00057966+0.012771i,0.0023927+0.037133i,0.0079955+0.063157i,0.0075784+0.067824i,0.0051553+0.043366i,0.0068121+0.01489i,0.0084578-0.00017795i,0.0063648-0.0074738i
-0.092138-0.085733i,-0.20715-0.20269i,-0.25253-0.28267i,-0.13818-0.20885i,-0.024072-0.062949i,-0.034319+0.0065259i,-0.058456-0.016857i,-0.027776-0.09021i,0.0026398-0.13112i,0.017934-0.10882i,0.021704-0.072908i,0.013729-0.045866i,0.0072734-0.033553i,-0.0032388-0.029242i,-0.015993-0.014665i,-0.0099869-0.002984i,0.01065-0.019153i,0.022877-0.047506i,0.019695-0.046104i,0.012079-0.013945i,0.012947+0.011717i,0.017083+0.017858i,0.013172+0.01916i
0.088255-0.017646i,0.20451-0.030099i,0.24669-0.028552i,0.12297-0.02278i,-0.0024074-0.03026i,0.00044264-0.027461i,0.0092237+0.012212i,-0.030606+0.071661i,-0.054181+0.092508i,-0.057359+0.075894i,-0.044796+0.061429i,-0.026862+0.051548i,-0.023534+0.050625i,-0.015714+0.052749i,0.0056341+0.042898i,0.017926+0.031721i,0.014801+0.031501i,0.0098444+0.031801i,0.011312+0.014205i,0.0098519-0.015023i,-0.0041551-0.031488i,-0.013644-0.028838i,-0.0059488-0.020853i
-0.049861+0.027877i,-0.11704+0.083123i,-0.12813+0.12843i,-0.014734+0.11471i,0.093272+0.069727i,0.086539+0.032763i,0.066211-0.001017i,0.074364-0.027853i,0.066189-0.023928i,0.05111-0.0089389i,0.0348-0.011014i,0.026952-0.018011i,0.039621-0.026405i,0.04336-0.0336i,0.02643-0.032512i,0.010013-0.032234i,0.00026372-0.036023i,-0.0038887-0.033532i,-0.00056094-0.018202i,0.007322+0.0016392i,0.012327+0.01313i,0.0053655+0.011317i,-0.0075375+0.0042162i
0.024019-0.037739i,0.048327-0.11345i,0.026845-0.1882i,-0.068782-0.18372i,-0.13502-0.1235i,-0.11173-0.086446i,-0.076675-0.077604i,-0.056434-0.078675i,-0.041634-0.085848i,-0.039106-0.067528i,-0.029672-0.024626i,-0.028157+0.002059i,-0.045818+0.015125i,-0.046758+0.026858i,-0.029814+0.026899i,-0.024679+0.022217i,-0.032334+0.025367i,-0.039753+0.028632i,-0.039679+0.018205i,-0.029312-0.0022868i,-0.015443-0.013269i,-0.0059462-0.005617i,0.002561+0.008634i
-0.018481+0.033371i,-0.026045+0.097576i,0.029214+0.18016i,0.15774+0.19485i,0.22689+0.13853i,0.16627+0.10081i,0.07261+0.10407i,0.0063396+0.11093i,-0.015204+0.10548i,0.00082648+0.06789i,0.0038349+0.012179i,-0.0019167-0.015293i,0.0051697-0.020537i,0.0076739-0.019579i,0.006705-0.0090086i,0.020167-0.00066975i,0.043043-0.0042608i,0.05506-0.011344i,0.045854-0.0049104i,0.026024+0.011578i,0.018125+0.016604i,0.025043+0.0026589i,0.02805-0.017407i
0.029675-0.057082i,0.030298-0.14817i,-0.050413-0.24027i,-0.20411-0.21584i,-0.27029-0.10114i,-0.16754-0.046631i,-0.020539-0.084677i,0.067131-0.13396i,0.069734-0.14306i,0.027157-0.094584i,0.0094931-0.02919i,0.0084031+0.0021274i,0.0033442+0.014786i,0.0062216+0.016879i,0.0036058+0.0015226i,-0.016863-0.0099841i,-0.040028-0.004402i,-0.047116+0.0048439i,-0.033787+0.0045842i,-0.013629-0.0019242i,-0.0085615-0.0097142i,-0.021643-0.012955i,-0.034613-0.0090079i
0.0013805+0.061583i,0.033255+0.17253i,0.14544+0.2626i,0.29226+0.20489i,0.31288+0.062165i,0.16444+0.012824i,-0.011001+0.073334i,-0.11099+0.13729i,-0.12033+0.14923i,-0.077625+0.10693i,-0.043692+0.056037i,-0.018408+0.031273i,0.0069563+0.010475i,0.012495-0.0029772i,0.011869+0.0059573i,0.024401+0.013688i,0.038952+0.0041172i,0.040355-0.010132i,0.027324-0.013586i,0.0095967-0.0050948i,-0.00077298+0.0081362i,-0.00076239+0.022738i,0.0056194+0.034829i
-0.027791-0.082107i,-0.11644-0.21431i,-0.28012-0.30041i,-0.40453-0.19533i,-0.34375-0.015213i,-0.16232+0.0295i,-0.0028627-0.035197i,0.093234-0.095493i,0.10992-0.1098i,0.077452-0.073931i,0.047251-0.036992i,0.016304-0.023809i,-0.011055-0.0088131i,-0.013506+0.0017783i,-0.010319-0.0028796i,-0.019513-0.0053752i,-0.028324+0.00097704i,-0.025834+0.003933i,-0.013791-0.00069887i,0.0016713-0.0079673i,0.013945-0.014533i,0.019452-0.019692i,0.021456-0.023934i
0.065669+0.045808i,0.21059+0.12538i,0.41333+0.16761i,0.51406+0.068598i,0.40844-0.076848i,0.21502-0.10798i,0.060393-0.066237i,-0.046367-0.025542i,-0.080853+0.0015541i,-0.062907-0.00033627i,-0.041406-0.0031144i,-0.01458+0.0028938i,0.0031004-0.0027482i,-0.00323-0.0031502i,-0.0043391+0.011347i,0.014139+0.02128i,0.030108+0.014985i,0.026161+0.0050219i,0.013233+0.0053984i,0.0047495+0.010077i,-0.00085319+0.0082933i,-0.0033519+0.00078941i,-0.0058424-0.0093023i
-0.086585-0.027248i,-0.25299-0.063865i,-0.4605-0.049968i,-0.5184+0.065684i,-0.36378+0.18751i,-0.16127+0.21203i,-0.024585+0.18592i,0.055479+0.14206i,0.065681+0.080558i,0.04178+0.043301i,0.03027+0.020121i,0.012238-0.0015613i,0.0010089-0.00086329i,0.011957-0.00063469i,0.013162-0.019498i,-0.010862-0.035286i,-0.038174-0.028656i,-0.044039-0.0075659i,-0.027806+0.0052682i,-0.010268+0.0032846i,-0.0032103-0.0030053i,-0.0081911-0.0038267i,-0.017877+0.007593i
0.08404-0.012546i,0.24217-0.034816i,0.43818-0.097803i,0.47832-0.20249i,0.30833-0.27975i,0.10838-0.29678i,-0.0058819-0.28831i,-0.0492-0.24894i,-0.041863-0.17079i,-0.026237-0.0987i,-0.025737-0.043871i,-0.017038-0.0061358i,-0.010158+0.0025678i,-0.016478+0.011087i,-0.009904+0.030889i,0.016286+0.037426i,0.038852+0.020683i,0.041086-0.0041275i,0.024132-0.016964i,0.0041976-0.011925i,-0.0037386+0.0032768i,0.0041202+0.017769i,0.020115+0.020773i
-0.063545+0.017515i,-0.21484+0.066598i,-0.40372+0.1625i,-0.42802+0.27644i,-0.23674+0.33279i,-0.0411+0.32392i,0.03534+0.29847i,0.030107+0.24772i,-0.0035051+0.17298i,-0.012203+0.11029i,0.0034994+0.056356i,0.0015594+0.018039i,-0.0053622+0.010035i,0.0013775+0.0035686i,-0.0013263-0.013287i,-0.022562-0.01923i,-0.041106-0.0037642i,-0.040047+0.015898i,-0.022547+0.020033i,-0.0010689+0.012235i,0.015303-0.00064955i,0.020832-0.023651i,0.014905-0.048808i
0.058378-0.038329i,0.19493-0.1207i,0.3587-0.24667i,0.37138-0.33979i,0.18981-0.337i,0.0083013-0.28763i,-0.04997-0.24961i,-0.020998-0.19559i,0.025288-0.13808i,0.029103-0.10272i,0.0046677-0.060643i,0.0040077-0.02575i,0.016125-0.018681i,0.013859-0.014732i,0.010117+0.00051884i,0.023495+0.01274i,0.045095+0.0022846i,0.047831-0.01788i,0.030658-0.021129i,0.010533-0.012542i,-0.011451-0.0056554i,-0.033811+0.0092597i,-0.04544+0.033777i
-0.041268+0.043871i,-0.14846+0.14717i,-0.27684+0.29519i,-0.27289+0.37573i,-0.11601+0.32824i,0.018413+0.24746i,0.032717+0.19841i,-0.026396+0.13844i,-0.084703+0.089464i,-0.080959+0.076851i,-0.037726+0.053071i,-0.020531+0.025173i,-0.018836+0.020866i,-0.0044218+0.0186i,0.0042225+0.002963i,-0.013153-0.011393i,-0.039562-0.0049042i,-0.044619+0.012159i,-0.027075+0.015647i,-0.0076739+0.0081612i,0.0069393+0.00385i,0.021056+0.0018396i,0.032611+2.0067e-05i
0.027028-0.073833i,0.096871-0.21011i,0.17654-0.38129i,0.16802-0.43648i,0.061629-0.33248i,-0.0084563-0.219i,0.024252-0.16367i,0.10133-0.11443i,0.1447-0.079071i,0.11256-0.066299i,0.052747-0.040667i,0.03085-0.014438i,0.023621-0.014313i,0.0039441-0.01115i,-0.003304+0.0083527i,0.017357+0.020917i,0.042342+0.011877i,0.045782-0.0061557i,0.029937-0.01118i,0.014346-0.0032637i,0.0056334+0.0056152i,-0.00039432+0.0099547i,-0.0018995+0.0038873i
-0.00045577+0.060859i,-0.02526+0.19051i,-0.05745+0.36141i,-0.041241+0.42265i,0.033477+0.32415i,0.067093+0.20641i,0.0072854+0.1375i,-0.088571+0.078624i,-0.13853+0.041019i,-0.10988+0.033147i,-0.059864+0.022084i,-0.044071+0.0091645i,-0.039762+0.008746i,-0.024071+0.0025494i,-0.016378-0.013555i,-0.032224-0.022363i,-0.056518-0.014127i,-0.063332+0.0012481i,-0.045357+0.0068213i,-0.020097-5.2532e-08i,-0.0019897-0.012833i,0.0088635-0.027289i,0.0052941-0.035947i
-0.016714-0.0615i,-0.031531-0.18422i,-0.038063-0.33225i,-0.047159-0.36456i,-0.075532-0.25833i,-0.087662-0.15604i,-0.042482-0.10839i,0.039631-0.06059i,0.091715-0.024306i,0.084737-0.016302i,0.060886-0.013728i,0.052192-0.013006i,0.046901-0.012863i,0.03526-0.0026899i,0.026716+0.012289i,0.037194+0.018442i,0.060449+0.0070922i,0.064089-0.0088348i,0.040704-0.0096663i,0.013331-0.00041411i,-0.00765+0.010448i,-0.023351+0.025773i,-0.026115+0.045525i
0.023977+0.036897i,0.058406+0.12971i,0.085599+0.249i,0.088651+0.27598i,0.090581+0.18204i,0.097978+0.094514i,0.071468+0.059647i,0.0034205+0.026158i,-0.057427+0.0050815i,-0.073293+0.010825i,-0.064416+0.01811i,-0.060063+0.020042i,-0.055651+0.018684i,-0.043569+0.010656i,-0.031335-0.0011533i,-0.034584-0.0095367i,-0.049576-0.0054835i,-0.046063+0.0044086i,-0.02278+0.0030119i,-0.0027666-0.0034159i,0.011474-0.0064644i,0.029854-0.013322i,0.047053-0.027834i
-0.02345-0.02793i,-0.068374-0.10496i,-0.10637-0.20897i,-0.10265-0.23285i,-0.088844-0.14342i,-0.1037-0.058473i,-0.10737-0.026544i,-0.066469-0.013684i,-0.014586-0.011907i,0.014224-0.017278i,0.027389-0.020387i,0.039656-0.018328i,0.047823-0.013655i,0.044275-0.0062899i,0.034421+0.0065802i,0.036484+0.019989i,0.045521+0.024198i,0.040539+0.019639i,0.023232+0.016411i,0.011302+0.014108i,0.0043662+0.0079977i,-0.014087+0.0031259i,-0.03721+0.0027831i
0.036071+0.011649i,0.098184+0.061729i,0.14909+0.13725i,0.14013+0.16317i,0.11588+0.095402i,0.12833+0.013852i,0.14223-0.020561i,0.12284-0.025875i,0.08642-0.024735i,0.046402-0.020913i,0.0065879-0.0098303i,-0.023671+0.0034917i,-0.03696+0.013054i,-0.03334+0.014586i,-0.026286+0.0027725i,-0.034401-0.015795i,-0.051533-0.028131i,-0.053931-0.030077i,-0.038004-0.024381i,-0.018227-0.018723i,-0.0050555-0.015984i,0.0058127-0.011436i,0.013518-0.0031222i
-0.035619-0.0074349i,-0.09788-0.036844i,-0.15295-0.082656i,-0.13186-0.093616i,-0.078256-0.035164i,-0.081188+0.042895i,-0.10981+0.077713i,-0.11411+0.067633i,-0.098441+0.05044i,-0.065509+0.042915i,-0.019796+0.031616i,0.016476+0.010104i,0.030103-0.0082054i,0.025149-0.012166i,0.017698-0.0018225i,0.027298+0.011458i,0.046052+0.015636i,0.04912+0.013616i,0.033929+0.010663i,0.013658+0.011405i,-0.001479+0.015662i,-0.007994+0.017978i,-0.0043054+0.01724i
0.038628-0.02103i,0.089059-0.032097i,0.13488-0.013812i,0.11236+0.02318i,0.05303+0.012823i,0.049238-0.047503i,0.071424-0.092679i,0.067949-0.080617i,0.057425-0.047459i,0.037964-0.034261i,0.00158-0.027843i,-0.026881-0.012836i,-0.032035+6.8087e-05i,-0.020507+0.00073296i,-0.0090912-0.0054357i,-0.012584-0.0099945i,-0.021937-0.0099465i,-0.020566-0.0070484i,-0.010819-0.0041534i,2.0856e-05-0.0042315i,0.010317-0.0078963i,0.019952-0.013265i,0.024331-0.021366i
-0.02422+0.014353i,-0.060283+0.038098i,-0.090445+0.036302i,-0.067433-0.0015311i,-0.025-0.010105i,-0.022235+0.033477i,-0.029538+0.058949i,-0.024467+0.019202i,-0.042996-0.025955i,-0.051706-0.017233i,-0.016707+0.0058855i,0.018032+0.0045697i,0.026387-0.0016631i,0.019619+0.0020439i,0.0083507+0.011324i,0.0032254+0.020162i,0.00233+0.025088i,-0.0025226+0.02356i,-0.0050736+0.01519i,-0.0023934+0.0053635i,-0.0040773-0.001729i,-0.017099-0.0042107i,-0.032953+4.9916e-05i
0.0068081-0.023018i,0.02091-0.056469i,0.02945-0.069085i,0.014243-0.031793i,0.0034294-0.0026453i,0.01579-0.022796i,0.018981-0.021702i,0.022874+0.033885i,0.054907+0.070345i,0.067591+0.041889i,0.030097+0.0040825i,-0.012126-0.00046183i,-0.029256+0.007584i,-0.027602+0.0082629i,-0.016244-0.002337i,-0.0081685-0.02067i,-0.0061969-0.035994i,-0.0031941-0.038658i,-0.0026167-0.026572i,-0.0050118-0.0087015i,-0.0025004+0.003766i,0.0081307+0.012354i,0.022434+0.019745i
0.0066991+0.012867i,0.012659+0.034061i,0.022898+0.036647i,0.040907-0.00039741i,0.042037-0.026605i,0.0047385-0.0061261i,-0.027712-0.0088698i,-0.049279-0.064939i,-0.079013-0.092296i,-0.081015-0.053257i,-0.039411-0.011062i,0.003914-0.0036986i,0.02323-0.01019i,0.022947-0.010807i,0.013998-0.00035188i,0.011471+0.01664i,0.014788+0.028338i,0.015736+0.028153i,0.014892+0.017535i,0.01162+0.0049972i,0.0059581-0.0021544i,0.00050982-0.0090481i,-0.004672-0.019654i
-0.0091296-0.015685i,-0.025016-0.038025i,-0.04963-0.027966i,-0.05936+0.034384i,-0.029963+0.068002i,0.029373+0.022155i,0.064581-0.013607i,0.069286+0.029341i,0.078934+0.067324i,0.073744+0.04376i,0.036175+0.013117i,-0.0019963+0.011466i,-0.018438+0.022398i,-0.013717+0.026707i,-0.0023539+0.020654i,-0.00066028+0.0072276i,-0.0054799-0.0037145i,-0.0093505-0.0056032i,-0.010834+0.00061548i,-0.0059504+0.005131i,0.0021122+0.0030009i,0.0051821+0.0020545i,0.0019632+0.0046989i
0.023964+0.0068132i,0.050889+0.010276i,0.079662-0.010753i,0.076349-0.062508i,0.033735-0.070393i,-0.016603+0.0037719i,-0.035288+0.060718i,-0.030083+0.024046i,-0.042366-0.03523i,-0.052385-0.037977i,-0.034064-0.017236i,-0.0071171-0.017607i,0.010357-0.028103i,0.0092094-0.030684i,-0.0039157-0.023542i,-0.011684-0.011903i,-0.012706-0.0062328i,-0.0094814-0.0079471i,-0.00059678-0.01059i,0.0040209-0.011318i,0.00052451-0.011691i,-0.0038481-0.011461i,-0.0032746-0.0055299i
-0.023146-0.010324i,-0.061307-0.0096797i,-0.096609+0.016062i,-0.088225+0.068473i,-0.047662+0.079672i,-0.0213+0.012277i,-0.024901-0.049022i,-0.030791-0.039063i,-0.015961+0.0060748i,0.0069354+0.024559i,0.013929+0.015263i,0.0033797+0.012866i,-0.0063939+0.020051i,-0.0022471+0.023046i,0.011787+0.017271i,0.021717+0.0066828i,0.023402+0.00058064i,0.017977+0.0018034i,0.0047963+0.0045532i,-0.0057784+0.0090608i,-0.0050061+0.016047i,0.003332+0.020879i,0.012407+0.020103i
0.020565-0.01161i,0.059877-0.034279i,0.097983-0.076758i,0.093816-0.12569i,0.058546-0.1306i,0.038865-0.070588i,0.050425-0.0085616i,0.06098-0.0017543i,0.042777-0.029387i,0.0074961-0.036141i,-0.0093829-0.018084i,-0.0002831-0.0087783i,0.0098552-0.013289i,0.0066524-0.014878i,-0.0060477-0.0091413i,-0.016273+0.00024273i,-0.017864+0.0078362i,-0.010468+0.0072848i,0.0022557-3.5179e-05i,0.010027-0.0084607i,0.006436-0.01527i,-0.0036167-0.02008i,-0.012273-0.025356i
-0.015419+0.012305i,-0.045638+0.044497i,-0.071406+0.10083i,-0.049601+0.15228i,0.0028607+0.14691i,0.02163+0.082518i,-0.010216+0.022998i,-0.046324+0.011095i,-0.044621+0.026121i,-0.016187+0.027739i,-0.002486+0.016602i,-0.014174+0.013534i,-0.027055+0.015476i,-0.025115+0.014942i,-0.013163+0.01234i,-0.001984+0.0052279i,0.0014048-0.00088411i,-0.0044047+4.0389e-06i,-0.010695+0.0041568i,-0.0076421+0.0076984i,0.0013958+0.0080237i,0.0059241+0.0078955i,0.0052805+0.013347i
