-0.0029172+0.00016245i,-0.0026526+0.0007785i,-0.0023427+0.00092084i,-0.0021753+0.00093462i,-0.0022312+0.0019695i,-0.0011609+0.0023728i,0.00031539+0.0016635i,0.00053027+0.0013923i,0.00065091+0.00031596i,0.0010023-0.00079666i,0.00047094-0.0012685i,0.00011551-0.0016768i,0.00061068-0.001127i,0.00093013-0.001189i,0.0012654-0.0012081i,0.0014343-0.00041311i,0.00068724-9.4717e-05i,4.0916e-05+0.00020174i,-0.00031725+0.00016345i,-0.00081473+9.3454e-05i,-0.00099451+0.00031358i,-0.00054829+0.00069289i,-0.00014+0.00041552i
0.0040375+0.0030909i,0.0045339+0.001297i,0.0039942-0.00027924i,0.00166-0.00081982i,-0.00077148-0.00030226i,-0.001712+0.0011457i,-0.001741+0.0019325i,-0.00078001+0.0012921i,-9.5608e-06+2.92e-05i,-0.00030209-0.00078468i,-0.00049639-0.00095721i,-0.0010279-0.0002328i,-0.0013738+0.00063991i,-0.0011304+0.0007041i,-0.001174+0.00060581i,-0.0014763+0.00073071i,-0.00077442+0.0010149i,-2.4414e-05+0.00049948i,-3.7207e-05+0.00039371i,0.00024639+7.4187e-05i,0.00036935-0.0002643i,-0.00015547+6.0716e-05i,-0.0002401+0.00050482i
0.00048768+0.00098023i,0.00063043+0.00058979i,0.0017816+0.0011386i,0.0018748+0.0019306i,0.0014928+0.0020231i,0.00064929+0.0019679i,0.00031573+0.0012359i,0.00078308+0.00068968i,0.0006193+0.00026915i,0.00011595-0.0002401i,-5.2187e-05+6.5737e-05i,0.00025172+0.00027104i,-0.00030737+0.0006187i,-0.0013968+0.00085065i,-0.0014825+0.00048721i,-0.0010762-6.2947e-05i,-0.00025392-6.6327e-05i,0.0007701+0.00056832i,0.00055727+0.0007339i,-0.00025516+0.00070953i,-0.00061096+0.00022792i,-0.00067646-0.00056525i,-0.00062773-0.00081795i
0.0023637+0.00038105i,0.0016782-0.00055259i,0.0013517-0.0014951i,0.0016866-0.0014342i,0.00084261-0.0010006i,-0.00056415-8.3016e-05i,-0.00050646+0.00071033i,-0.00016404+0.00072846i,-0.00050808+0.00079243i,0.00017459+0.00052383i,0.00073197+0.0002425i,0.00041513+0.00027425i,0.00010807-0.00020596i,-5.554e-05-0.00078336i,0.0001593-0.00077485i,0.00047344-0.00065088i,0.00079817-0.0010808i,9.5119e-05-0.0012145i,-0.00057501-0.00037555i,-0.00073119-0.00013032i,-0.00098259-0.00037065i,-0.00057864-0.0006455i,-0.00039344-0.00072294i
-0.0028663+0.0008404i,-0.00161+0.0018537i,-0.001657+0.0029069i,-0.00048905+0.0044036i,0.00059983+0.0045509i,0.00098734+0.0028778i,0.0012107+0.0014947i,0.0010285+0.0010284i,0.0010528+0.0002803i,0.0010001-0.00028405i,0.0011005-0.00052528i,0.001358-0.00026993i,0.0015524-0.00014121i,0.0015458+0.00011538i,0.0013643+0.00069143i,0.0015725+0.00030023i,0.0014855-0.00041188i,-8.4131e-05-0.00040573i,-0.00039232-0.00022129i,-9.8591e-05-0.00065882i,-0.00045509-0.000961i,-0.0005499-0.0005075i,-0.00024807-2.906e-06i
-0.0013249+0.00056318i,-0.00087659+0.0011306i,0.0010224+0.0014437i,0.0024304+0.0020971i,0.0022883+0.0021817i,0.0010029+0.0015961i,0.0001821+0.0012604i,-0.00011641+0.0008054i,-0.00044881-0.0006495i,-0.00028951-0.001465i,0.00035164-0.0013032i,0.00073007-0.001273i,-0.00015727-0.0012266i,-0.00069975-0.00067609i,-0.00074178+0.00028758i,-0.00028789+0.00047481i,-0.00025186+0.00020982i,-0.00061124+0.00080507i,-0.00053147+0.00068732i,-0.00063174-0.00038685i,-0.00024692-0.0011948i,0.00031059-0.0004552i,-0.00013036+0.0001043i
0.0010786+1.5759e-05i,0.0013253-0.00030894i,0.0017598-0.00015639i,0.0017845+0.0016417i,0.00063022+0.0024375i,0.00034972+0.0021306i,-7.532e-05+0.00095968i,-0.00053472-0.00025628i,-0.0010148-0.0011405i,-0.001165-0.0013027i,-0.0010728-0.0010529i,-0.0010233-0.00096894i,-0.000365-0.00045476i,-0.00025561+0.00045891i,-0.00045058+0.00053743i,-0.00042217+0.00041096i,-0.00036511+0.00041365i,-0.00035544-0.0002593i,-8.574e-05-0.00077622i,0.00020813-5.6234e-05i,-0.00018982+0.00081656i,-0.00076031+0.00056191i,-0.00067143-0.00011671i
0.00016897-0.0014404i,0.00025788-0.00087851i,-7.0775e-05-0.00034181i,-0.00056828-1.623e-05i,-0.0012547+0.00031553i,-0.0018234+0.00021812i,-0.0010032+0.0005254i,-0.00011313+0.00094673i,-0.00030455+0.00052743i,-0.00085148-0.00029339i,-0.00093331-0.00075224i,-0.00092264-0.00045582i,-0.00090577-0.00043652i,0.00039494-0.00084254i,0.0018905-0.0012652i,0.0023334-0.0009511i,0.0015195-0.00016389i,0.00079841+4.7542e-05i,-1.3849e-05-5.9896e-05i,-0.0010153-0.00014578i,-0.0008899-7.3339e-05i,-0.0006304+1.5486e-05i,-0.00041074+0.00044418i
-0.0002733-0.0013195i,0.00048998-0.0014588i,0.0013175+0.00031842i,0.0012909+0.0023662i,0.00013962+0.0040055i,-0.00020775+0.0045375i,6.9045e-05+0.0037187i,0.00029705+0.0024495i,0.0011821+0.0015689i,0.00095327+0.00066518i,0.00048422+0.00018856i,0.0010842+0.00011286i,0.0017145-5.4667e-05i,0.0010456+0.00055251i,0.00030078+0.0012853i,0.00030518+0.00052577i,0.00014367-0.0011439i,-9.6065e-05-0.0012307i,-0.00027397-0.0009267i,-7.6555e-05-0.00080075i,0.00040404-0.00062278i,0.00058268-0.00027373i,0.00014074+0.00016341i
-0.00043416+0.001945i,0.00091115+0.0014441i,0.0021764+0.0014206i,0.0025435+0.0008388i,0.0030753+6.5937e-05i,0.0018311-0.00017686i,0.00062124+0.0002426i,0.00032932+0.00051692i,0.0002333+4.5985e-05i,0.00070204-0.00055089i,0.0013812-0.00061619i,0.0012379-0.00085975i,0.00012196-0.00098518i,-0.0017306-0.00099732i,-0.0021275-0.00095862i,-0.0012971-0.00059778i,-0.00014996+0.00022859i,0.00023466+0.00074733i,0.00046173+0.0007272i,0.0004922+0.00048053i,0.00046672-4.2807e-05i,5.2008e-05-0.00026263i,-0.00038966+0.00041381i
0.002341+0.0026169i,0.0028298+0.0021863i,0.0023469+0.0010501i,0.0013482-0.0001164i,-0.000206-0.00057481i,-0.0010915-0.00024156i,-0.0011827+0.00055169i,-0.00025866+0.000639i,0.00074255+0.00045909i,0.0008568-0.00014182i,0.00090535-0.00057023i,0.0006201-0.00042872i,-0.00048998-0.00043314i,-0.0017767-0.00032915i,-0.0019765-0.00050219i,-0.001031-0.0012521i,-0.00039149-0.00067435i,0.00021662+2.4758e-05i,0.00045993-4.0828e-05i,0.00013004-0.00010358i,0.00061845-0.00023924i,0.0004615-2.2921e-05i,-0.00061594-0.00025862i
0.0012316-0.00062941i,0.0001744-0.0013105i,0.00038917-0.00059629i,0.00029402+0.00091184i,-0.00091963+0.0015229i,-0.0016641+0.0018513i,-0.0017824+0.0015885i,-0.0012453+0.0014862i,-0.00059439+0.0011555i,-0.00025117+0.00056056i,-0.00084435+0.00044649i,-0.00092053+0.00052664i,-0.00019523+0.00037081i,0.00047465+0.00019208i,0.0010075+0.000616i,0.0014068+0.00033806i,0.00079814+0.00032465i,0.00059352+9.0269e-05i,0.00097573-0.00040581i,0.00090831-0.00045029i,0.0012064-0.00046244i,0.00083762-0.00085763i,-8.9467e-05-0.0010516i
0.0011501+0.00096214i,0.0016462+0.0013658i,0.002484+0.0017038i,0.0023647+0.0016766i,0.0013806+0.0015131i,0.00022383+0.0017448i,-0.0010049+0.0015976i,-0.0014029+0.0018543i,-0.00089876+0.0018041i,-0.00034458+0.00082126i,-0.00020226+0.0003316i,-0.00021362+0.00040758i,-9.7377e-05+0.00071888i,-0.00010901+0.0014085i,-0.00035039+0.00081894i,-7.397e-05-0.00021096i,0.00032626-0.0006254i,0.00023404-0.00080277i,-0.00020551-8.9241e-05i,-0.00050054+0.00023241i,-0.00029273-2.7037e-06i,-0.0004695-0.00019255i,-0.00026745+4.1895e-05i
-0.001348-0.00061289i,-0.0018653-0.00048931i,-0.0016669-0.00022469i,-0.00027972+0.00023144i,0.0007382+0.0014658i,0.0013411+0.0018715i,0.0012572+0.0010234i,0.00043429+0.00089404i,3.4372e-05+0.0011385i,0.00061421+0.0013741i,0.0010172+0.00055953i,0.0010315-0.00025912i,0.00065729-0.0004231i,-0.0003018-0.00070998i,-0.00052775-0.00030735i,-0.0002492+0.00050235i,9.4639e-05-1.6493e-05i,0.00022638-0.0006232i,-0.00036585-0.00037947i,-0.00029798-0.00014526i,0.00034426-0.00023459i,0.0008491+0.00010401i,0.00042336+0.00032808i
-0.0015983+0.0026736i,-0.0010738+0.0032751i,3.526e-05+0.0032929i,5.2856e-06+0.0024559i,-0.00099029+0.0014975i,-0.00064706+6.4999e-05i,-0.00021598-0.00054117i,-0.00010408-0.00027063i,0.00039857-0.00053151i,0.0010431-0.00092465i,0.001206-0.00063583i,0.00070585-0.00036717i,-8.3931e-05-0.0007579i,-0.00014618-0.0017648i,-0.00011036-0.0017433i,-1.9869e-05-0.0015605i,0.00040588-0.0010886i,2.4055e-05-0.00026247i,-7.3527e-06-0.00063571i,5.3798e-05-0.0010312i,-0.00087536-0.00019006i,-0.00038358+0.00055248i,0.00066966+0.00056828i
0.00077962+0.00060308i,0.00048522+0.00081889i,0.00044685+0.00088951i,0.00074305+0.0016135i,0.00025903+0.002036i,3.7137e-05+0.0015745i,0.00065575+0.00038148i,0.00055048-0.00032824i,-0.00070902-0.00057551i,-0.0010806-0.00093869i,-0.0003044-0.0010081i,0.00013715-0.0010077i,0.00062156-0.00041245i,0.0010282+0.0002859i,0.0007183+0.0010168i,0.00032391+0.00098796i,0.00043212-0.00039874i,0.001019-0.0010971i,0.00073698-0.00038842i,-0.00021508+0.00038157i,-0.00028574+0.00066789i,0.00035843+0.00025781i,0.00042572-0.00032749i
0.0016831-0.00095777i,0.00052252+0.00062601i,-0.0004093+0.0015311i,0.00062555+0.0010973i,0.0013768+0.0013827i,0.00087025+0.0023467i,-0.00015997+0.0019325i,-0.00074682+0.00062954i,-0.0013481+0.00020908i,-0.0017729+0.00022626i,-0.00032189-2.4932e-05i,0.00078448-0.00020901i,0.00022823-0.00011581i,-0.00075731+0.00074908i,-0.0004139+0.0012099i,0.00080138+0.00048232i,0.0010968-4.7722e-05i,0.0010135-0.00016217i,0.00036144-2.7042e-05i,0.00013131-2.0184e-05i,0.00040562-0.00023771i,-8.8191e-05-0.00013135i,-0.00028493-8.7397e-05i
-0.00067784+0.0019286i,-0.00074061+0.001152i,-1.0475e-05+0.00022825i,-0.00010384+0.00062355i,-0.00057862+0.0012281i,-0.00055708+0.0013051i,-7.6524e-05+0.0009081i,0.00023755+0.00077244i,0.00014863+0.00089464i,0.00026447+0.00075127i,-7.4469e-05+0.0011588i,-0.00037662+0.0013143i,-0.0003828+0.00055501i,-0.00061811-0.00068715i,-0.00062051-0.0017647i,-1.8483e-05-0.0013916i,0.00068468-5.1084e-05i,0.00031521+0.00046735i,0.00021817+1.6349e-05i,0.00098468-0.00011541i,0.00038404-0.00029608i,-0.00019196-0.00062566i,0.00044573-0.00041078i
-0.0016087-0.00065261i,-0.0010964+0.00037731i,-0.0010245+0.0015818i,-0.0012094+0.0030266i,-0.0014924+0.0043789i,-0.00062841+0.0033655i,-0.0002447+0.0018035i,-0.00038831+0.001224i,0.00086573+0.00033087i,0.0012181+0.0002736i,0.00076865+0.00017674i,0.00074121-0.00029985i,0.0012724+0.00028894i,0.0017643+0.00037805i,0.0016834+0.00030446i,0.0012024+0.00029963i,0.00013967+0.00013367i,-0.00040532-0.00020382i,0.00015019-0.00043711i,0.00021436-0.00066327i,-0.00010698-0.00027577i,-0.00044531-0.00023985i,-0.00068944-0.00064389i
0.0028843+0.0012107i,0.0027296+0.0010604i,0.0032325+0.00093756i,0.0042309+0.00045466i,0.0033795+0.0011318i,0.0012153+0.002232i,-4.8622e-05+0.0019491i,0.00011478+0.00063485i,0.0010354-0.0010024i,0.0010364-0.0016801i,-7.5004e-05-0.0016098i,0.00021191-0.0009719i,0.0014039+8.8666e-05i,0.001069+0.0013139i,7.4476e-05+0.0015681i,0.00031909+0.0010375i,0.00079255+0.0001798i,0.00056834-8.98e-05i,6.7878e-05+0.0001839i,-6.2829e-05+0.00014171i,-0.00019951-0.00032857i,-3.8304e-05-0.00074024i,0.00039315-0.00028029i
-0.00018602-0.00019053i,0.0002193+9.4369e-05i,0.00039882+0.00036874i,5.6835e-05-0.00011559i,-0.00051853-0.00024363i,-0.0012615+0.00036878i,-0.0010309-0.00022126i,-0.00059505-0.0012391i,-0.00058296-0.0018189i,-0.00084905-0.0012817i,-0.00099291-0.00030179i,-0.0003156+0.0004313i,-0.00032401+0.00094042i,-0.00081375+0.00098069i,-0.00030958+0.00083829i,0.00084507+0.00079368i,0.0013967+0.0013111i,0.00067765+0.0014963i,3.2389e-05+0.00066775i,2.3376e-05+0.00035986i,0.00035633+0.00026905i,7.0529e-05-5.7002e-05i,0.00021507+0.00013485i
0.0014548-0.00092839i,0.00041785-0.0019182i,-0.00082856-0.001551i,-0.0012165-0.00015486i,-0.00092562+0.0012586i,-0.00011575+0.0018304i,-0.00017931+0.0023675i,-7.1474e-05+0.0018433i,-0.00022189+0.00055227i,-0.0011909+0.00032366i,-0.00095825+0.0013079i,-0.0011304+0.0010742i,-0.0015483-0.00068434i,-0.0004815-0.0015628i,0.00083931-0.0012186i,6.768e-05-0.00095902i,-0.0010648-0.00096717i,-0.0012549-0.00057846i,-0.00052559-0.00032258i,0.00062088-0.00044228i,4.5477e-05-0.00028744i,-0.001051-0.00053348i,-0.00083664-0.0010169i
0.00066188+0.00066031i,0.00044932+0.00090099i,0.00075177+0.0014155i,0.0010016+0.0028138i,0.00090541+0.0028189i,0.00057844+0.0014089i,-8.6444e-05+0.00099911i,0.00016525+0.0018427i,0.00052364+0.0018284i,0.00071574+0.0013395i,0.00067385+0.00044645i,0.00032071+0.00048083i,0.00064442+0.00090925i,0.0011997+0.00087521i,0.000763+0.00078942i,-0.00026869+0.00025811i,-0.00091832-0.00064447i,-0.00048005-0.00081035i,0.00029494-0.00079406i,0.00034571-0.0005387i,0.00037038+2.0982e-05i,4.1097e-05+0.00023495i,-0.00027069-7.3887e-05i
-0.0023668-0.00053251i,-0.0019754+0.0012385i,-0.00068711+0.0012773i,0.0018635+0.00076283i,0.0027424+0.0016614i,0.0020207+0.0021258i,0.0021216+0.0018991i,0.0024193+0.00066634i,0.0022659-0.0010445i,0.0025877-0.0013889i,0.0034303-0.00057088i,0.0027648-0.00046818i,0.0015866-0.00037388i,0.0012557+0.00046699i,0.00086767+0.00071684i,0.00044918+0.00049083i,0.00070996+0.00038666i,0.00068776+0.00020653i,0.00044162+0.00011377i,0.00040034-9.3989e-05i,0.00060095-0.00052382i,0.001095-6.3954e-05i,0.0013091+1.269e-05i
0.0019392+0.0012124i,0.0016397+0.0011707i,0.00068949+0.00069272i,-0.00022778+0.00053024i,-0.0010377-0.0003398i,-0.0013538+0.00039208i,-0.0010105+0.0011013i,-0.00061393-0.00017191i,-0.00042577-0.0018816i,-0.00023188-0.0021755i,-0.00014747-0.00090922i,-0.00071704+0.0003665i,-0.0014162+0.00038286i,-0.0017528+0.00046055i,-0.0011884+0.00029464i,-0.00036675+0.00072157i,-0.00043571+0.0013458i,-0.00077857+0.00078966i,-0.0013892+1.9636e-05i,-0.00073132-0.00060582i,0.00033526-0.00069733i,3.2706e-05+0.00025842i,0.00019203+0.00098454i
-0.0013198-0.00083067i,-0.00020584+0.00093486i,-0.00019198+0.002784i,0.00015049+0.0041187i,0.00094439+0.0042348i,0.0010009+0.0032307i,0.00046378+0.0022348i,-0.00019586+0.0016426i,-0.0015009+0.0013889i,-0.0024458+0.0010889i,-0.0016794-0.00012075i,-1.0819e-05-0.0011787i,0.00068637-0.0014763i,0.0016527-0.0020775i,0.0022385-0.0016844i,0.001161-0.00061019i,-0.00021097-0.0006092i,-0.00094345-0.0007877i,-0.00088178-0.0012356i,-0.00057381-0.0013933i,-0.00057602-0.0006969i,-6.5698e-05-6.7948e-05i,0.00070501-0.00013742i
0.0004309-0.00026826i,0.00017173-0.00082397i,0.00067274-0.00072566i,0.0010776+0.00081137i,0.00027702+0.0018844i,-0.00023312+0.0018387i,-0.0013218+0.0020732i,-0.0018835+0.0021216i,-0.00093866+0.0014427i,-0.00034026+0.0019008i,-0.00039765+0.0020145i,-2.9798e-06+0.0012827i,0.00083636+0.0019786i,0.0014158+0.0027043i,0.00090702+0.0019454i,0.00046473+0.00029053i,0.00097758-0.00086464i,0.00076132-0.0007678i,0.00057707-0.00079509i,0.0011614-0.00036943i,0.0011066+0.00053915i,0.00053157+0.00046254i,-4.0717e-05-0.00051268i
0.00097994+0.00027354i,0.0012608+0.00035768i,0.00067992+0.00035311i,9.7739e-05+0.00035278i,-0.00018261+0.00096469i,-0.0010376+0.0018831i,-0.00065551+0.001664i,0.00027231+0.00032917i,0.0016738-6.483e-05i,0.0021403-0.00022296i,0.0018174-0.00026592i,0.00064061+0.001305i,-0.0010459+0.0020531i,-0.0018405+0.0024405i,-0.0014881+0.0030193i,-0.00048651+0.0025025i,0.00025731+0.0018051i,0.0003023+0.0014949i,5.9931e-05+0.00060554i,-4.127e-05+0.00012272i,0.00010947+0.0010565i,-0.00038568+0.0010993i,-0.00028274+9.0007e-05i
-0.00080635-0.00027548i,0.00095868+8.3232e-05i,0.0019745+0.00051788i,0.0022041+0.00087865i,0.001602+0.0010427i,0.0014879+0.00078761i,0.0012386-1.3367e-05i,0.00086863-0.00059115i,0.00046653-0.00096375i,0.00038977-0.0010018i,0.00067051-0.00020706i,5.6891e-05-0.00016713i,-0.00046551-0.0012803i,0.00026466-0.0022608i,0.00081453-0.0025486i,0.00018212-0.0013191i,-0.00070753+0.00014923i,-0.0012943+2.4042e-06i,-0.0012517-0.00094398i,-1.9635e-05-0.00086386i,0.00029658+6.5762e-05i,-0.00031417+0.0004688i,-4.8917e-05+3.9943e-05i
-0.00030048-0.00071376i,-0.00013385-0.00054998i,-0.00037478+0.00034204i,-0.00044936+0.0030775i,2.2194e-05+0.0043533i,0.0001336+0.0033792i,-0.00078559+0.0014992i,-0.00086112+0.00025288i,-3.2687e-05-0.0009395i,-0.00035324-0.0020826i,-0.00065596-0.0018347i,0.00044991-0.0012001i,0.0012724-0.0010491i,0.0022543-0.0018065i,0.0022746-0.0025958i,0.0013183-0.00251i,0.00059112-0.0016109i,-0.00016925-0.0012994i,-0.00034125-0.001275i,-0.00028564-0.00030994i,-0.00020759+0.0002704i,-0.00025073+0.00069759i,-0.00013897+0.00096707i
-0.0019483+0.001389i,-0.0017836+0.0016647i,0.00019923+0.0023557i,0.00068951+0.0031439i,0.00025413+0.0025112i,-0.00027588+0.0013893i,-0.0010176+0.00082895i,-0.0019554-0.00018846i,-0.0021207-0.00048179i,-0.0014174+0.00028325i,-0.00068164+0.00097194i,-0.00044277+0.0011533i,0.00047212+0.0015901i,0.0011792+0.0021193i,0.00099766+0.00092659i,0.0010693+0.00033636i,0.00096551+0.00073493i,0.00081009+0.00056553i,0.00059272-3.2623e-05i,0.00018372-0.00044654i,7.9523e-05+0.00048449i,0.00085977+0.0010995i,0.0014498+0.00093657i
-0.00045585-0.0017445i,-0.00021934-0.00083694i,-0.00050229-0.0010565i,-0.00045-0.0014817i,0.00070859-0.00084229i,0.00070634+0.00037694i,-0.00013366+0.0014514i,-0.0001876+0.001503i,0.00019169+0.0018284i,-3.6292e-06+0.0023408i,-0.00061126+0.0022744i,-0.00068289+0.0021767i,-0.0011812+0.0015019i,-0.0021489+0.00021759i,-0.0022314-0.00020862i,-0.0017711+0.00038023i,-0.0010362+0.00080757i,-0.0005077+0.0010236i,-0.00041093+0.00065602i,-0.00051219-0.00015554i,-0.00055407-0.00067584i,-0.00040335-0.00059032i,1.3218e-05+0.00017695i
0.0028769-0.00068843i,0.0031773-0.00041292i,0.003038+0.00064055i,0.0016492+0.00080481i,-0.00017732+0.0017894i,-0.0002325+0.0028761i,0.00060845+0.0024207i,0.0011896+0.001038i,0.0015954-0.0002831i,0.00088517-0.0006746i,0.00071035-0.0011056i,0.0012473-0.0014041i,0.00081923-0.0016003i,0.00022671-0.0017156i,0.00017883-0.0015116i,0.00053971-0.0014456i,9.0892e-05-0.0010398i,-0.00066842-0.00011696i,-0.00088536+0.00017658i,-0.00055092+0.00029928i,-0.0004685+0.00095062i,-0.00083437+0.00095092i,-0.0010336+0.00029755i
-0.002905-0.0005433i,-0.0029661+0.00089037i,-0.0021353+0.0018023i,-0.00039227+0.002763i,0.0011239+0.0040859i,0.001576+0.0035912i,0.0010233+0.0014779i,0.0014259-0.00070351i,0.00088244-0.0017648i,0.00055952-0.0016739i,0.0018113-0.0014118i,0.0026513-0.0014022i,0.0028745-0.0003721i,0.0039478+0.00056359i,0.003958+0.00042555i,0.0026349+0.00033566i,0.0014654+9.6381e-05i,0.00059953-0.00017596i,0.00039848-0.00012547i,0.00065962-0.00058912i,5.553e-06-0.0010049i,-0.00017419-0.000494i,0.00060277+0.00015446i
-0.00079364-0.0016021i,-0.00098115-0.00022482i,-0.00097055+0.00065052i,-0.00031392+0.0013753i,-5.2296e-05+0.0014791i,-0.00044168+0.00024185i,-0.00088755-0.00028838i,-0.0013306-0.00027219i,-0.0017863-0.00083926i,-0.0016406+0.0001335i,-0.0014192+0.0013873i,-0.0011772+0.0022768i,-0.00052048+0.0025444i,-0.00049259+0.0018606i,-0.0009315+0.0014626i,-0.00034999+0.0012304i,0.0012776+0.0011465i,0.0019104+0.00072765i,0.001405+0.00049613i,0.0012304+0.00031021i,0.0012654-0.00014087i,0.0007812-0.0006221i,5.4289e-06-0.00028902i
0.0027752+0.00249i,0.004113+0.0014105i,0.0050428-7.5525e-05i,0.0035792+0.00034728i,-3.707e-05+0.0014923i,-0.0017491+0.0026782i,-0.0016315+0.0026993i,-0.0016785+0.0021963i,-0.001007+0.001241i,-0.00015993-0.00027006i,-0.00039868-0.00084956i,-0.00094848-0.0011531i,-0.0021068-0.0019016i,-0.0029342-0.0024165i,-0.0028725-0.0012427i,-0.0027046-0.00027816i,-0.002062-0.00054464i,-0.0011182-0.00029891i,6.1409e-05+1.0031e-06i,0.00087168+0.00021775i,0.00091595+0.00026897i,0.0010112+7.3292e-06i,0.00064532-0.00029103i
0.0021224+0.00086034i,0.0019508+0.00016768i,0.0013537-0.00094866i,-0.00042684-0.00079722i,-0.0021518+0.00032039i,-0.00184+0.0011838i,-0.00077583+0.0015001i,-0.00039132+0.0021393i,3.9763e-05+0.00099668i,0.00057002-0.00024863i,0.0010615-0.00054593i,0.0018068-0.00083627i,0.0017698-1.4945e-05i,0.0015324+0.00062804i,0.00175+8.2025e-05i,0.0014329-0.00065446i,0.00092028-0.00040972i,0.00090214-0.00059749i,0.0012414-0.00094818i,0.0011302-0.00091275i,0.00035105-0.00097352i,-0.00062435-0.00050976i,-0.00057548+0.00035592i
0.0010726-0.0018433i,-0.00065891-0.0025699i,-0.0014605-0.0008535i,-3.0827e-05+0.0015553i,0.00078789+0.0016752i,-0.00052165+0.00062505i,-0.0014259+0.0012209i,-0.00038093+0.0011163i,0.0010053-0.00017482i,0.0011224-0.00035461i,0.00029584+0.00057697i,-0.00012016+0.00077771i,0.00068464+0.0019542i,0.00079873+0.002801i,0.00041743+0.0027432i,0.00060459+0.0025871i,0.001015+0.0018027i,0.001137+0.0008349i,0.00088798+0.00013382i,0.00097753+0.00031581i,0.00085723+0.00056515i,0.00013041+0.00033393i,-0.00038004+0.00043546i
0.0001431+0.0028823i,0.0012029+0.0038271i,0.0019162+0.0044086i,0.0024629+0.0038013i,0.0023729+0.0023455i,0.00096813+0.0017672i,-0.00023272+0.00059794i,-0.00043766-0.0005954i,-2.42e-05-0.00067765i,-8.551e-05-0.00079806i,-0.00080771-0.0008487i,-0.002443-0.00068922i,-0.0034424-0.00092037i,-0.0033045-0.0010804i,-0.0033559-0.00055945i,-0.0027559-2.5362e-05i,-0.001704+0.00063902i,-0.00088062+0.0010973i,0.00028606+0.00047536i,0.00071443+0.00015074i,0.00035912+0.00028407i,-6.2941e-05+0.00047021i,9.367e-05+0.00051545i
0.0017717-0.00044966i,0.0031453+0.00092803i,0.0035322+0.0019786i,0.0025576+0.0022569i,0.00057797+0.001878i,-0.00073996+0.002047i,-0.0009151+0.0011192i,-0.00047278-6.8503e-05i,-0.00012228-7.9242e-05i,-3.155e-05+0.00021608i,0.0004603+3.9691e-05i,0.0022393-0.0013107i,0.0023137-0.0023024i,0.0008093-0.0026319i,0.00014671-0.0025176i,-0.00010429-0.0015994i,-2.5318e-05-0.00084534i,0.0003432-0.00093703i,-0.00022246-0.0011709i,-0.00059842-0.00087012i,0.00048207-0.00097882i,0.0010402-0.00082138i,0.00021487-0.00018484i
0.00037515+0.00027323i,-3.3068e-05-0.0011949i,-0.00098513-0.0024757i,-0.00073505-0.0023392i,-0.00023342-0.0012814i,-0.00084356-0.00025854i,-0.0010869+0.00032186i,-0.0010187+0.00011658i,-0.00025724-0.0002655i,0.00087207+0.00024987i,0.0018172+0.001281i,0.0021982+0.001188i,0.0022694+0.0010767i,0.0023368+0.00096101i,0.0026501+0.00047394i,0.0022185+0.00011624i,0.0016566-0.00072181i,0.0012278-0.0016688i,0.00023785-0.0021681i,0.00048458-0.0017703i,0.00079701-0.00075078i,0.00020559+0.0005429i,-0.00061078+0.0010218i
0.0010812+0.00098654i,0.00070941+0.0016319i,0.00098985+0.0020112i,0.00088499+0.0025648i,0.00036243+0.0027524i,-0.00094424+0.0021127i,-0.0021359+0.0017239i,-0.0017692+0.0018052i,-0.00074146+0.00080343i,-0.00090253-0.00050459i,-0.001403-0.00019426i,-0.0026929+0.0011364i,-0.003547+0.0018646i,-0.0024726+0.0015667i,-0.0010915+0.0013715i,7.7793e-05+0.0010637i,-0.0006513+0.00040228i,-0.0012885+0.00084824i,-0.00054143+0.0015526i,-0.00020919+0.00089413i,-0.00036252+0.00048666i,-0.00052631+0.00053661i,3.7128e-06+0.00010242i
0.0013726+5.7155e-06i,0.0021174+0.0016148i,0.0019171+0.0018565i,0.00081008+0.00143i,-0.00043792+0.00089725i,-0.0014217+0.0020807i,-0.00061744+0.0029952i,0.00054272+0.0026725i,0.0002745+0.0020722i,-0.00084364+0.00075846i,-0.0010276-0.00020004i,-0.00076939-0.00097459i,-0.0009004-0.0020762i,-0.00086264-0.0020888i,-0.0012647-0.0010693i,-0.001644-0.00019604i,-0.00092752+0.00017816i,-0.00071111+0.00013882i,-0.00067511-0.00022303i,-0.0003875-0.0002565i,0.00012773-0.00023418i,0.00038874-0.00035306i,0.00063078-0.00073325i
-0.00092079+0.0016982i,0.00040009+0.0010286i,0.00066946+0.00071267i,0.00029536+0.0017858i,0.00048686+0.0017342i,0.00030716+0.00021562i,-4.324e-05-0.00037797i,0.00071317-0.0005861i,0.0012569-0.00036455i,0.0011169+0.00042824i,0.0013163+0.0010367i,0.0017393+0.00069871i,0.0015822-0.00033452i,0.0013098-0.0016001i,0.0013573-0.0022589i,0.0014066-0.0018664i,0.001085-0.001328i,0.0006453-0.00066977i,0.0002251-0.00078919i,-0.0003068-0.00044465i,-0.00026124-0.00039075i,0.00020336-0.00037398i,-0.0002268-5.513e-05i
