-0.0023073+9.9363e-05i,-0.0021852-0.00020469i,-0.0026204+0.00035892i,-0.0015167+0.0013358i,3.8135e-05+0.0023578i,-0.00011181+0.0019289i,-0.00020776+0.0011261i,0.00065605+0.00055583i,0.00091694+0.0004898i,0.00022623+0.00019588i,0.00036556-0.00049891i,0.00021607+0.00013484i,-0.00047964+0.00049613i,-0.00047149+0.00011964i,-0.0004855+0.00040376i,-0.00049456+0.00027933i,-7.4957e-05-0.00020475i,9.521e-05+2.2831e-05i,-1.0811e-05+2.6875e-05i,-4.6268e-06-0.00021463i,-0.00012175+0.0002175i,-0.00097937-0.00011895i,-0.0014423-0.00055406i
-0.00080676+0.0016738i,-9.1462e-05+0.002117i,-2.0353e-05+0.0028844i,0.00095309+0.0031455i,0.0023837+0.0023936i,0.0024275+0.0010543i,0.0014455+0.00079315i,1.8597e-05+0.00063577i,-0.00010164-0.000255i,0.00029407+0.00032241i,0.00020048+0.00072522i,0.00014127+5.4309e-05i,-0.00017612-0.00058018i,-0.0004906-0.0013883i,-0.0004867-0.0015762i,-0.00060309-0.0015865i,-0.00067131-0.0014048i,-0.00045199-0.0004018i,9.2393e-05-0.00020142i,0.00063796-0.00041247i,0.00043865-2.5007e-06i,-0.00010767-0.00027688i,-0.0002351-0.00066978i
-0.0006928+0.0016455i,-7.8862e-06+0.0019455i,-0.00018086+0.0026816i,-0.00022765+0.002492i,0.0011179+0.0017392i,0.0017631+0.0014487i,0.00095877+0.00068464i,0.00057879-0.00012115i,-6.6637e-05+0.00030504i,-0.00085885+0.00045818i,-0.00091849+4.2979e-05i,-0.00032711-0.00093054i,-0.0002625-0.00051191i,-0.00054705+0.0001996i,-0.00044525+2.3639e-05i,0.0004748-0.00047591i,0.0011265-0.00051026i,0.00079981+7.7613e-05i,0.00062015+0.00038648i,0.00033848+0.00035577i,-0.00018377-0.00018809i,6.3619e-05-0.00025587i,-0.00023197-9.2675e-05i
0.00063005-0.002744i,0.00059964-0.0029267i,0.00011951-0.0037542i,-0.0012799-0.002504i,-0.0013121+0.00035084i,0.00061183+0.0016862i,0.0010607+0.0014101i,5.933e-05+0.00083912i,-0.00024236+0.00034024i,-0.00023927-0.00049586i,-0.0012422-0.00099563i,-0.0019816-0.00065728i,-0.0011864-0.00048612i,-0.00045646-0.00017285i,-0.00020641+0.00051703i,-0.00030606+0.0009719i,0.000148+0.00052198i,0.00078565+0.00037355i,8.5682e-05+0.00025153i,-0.00075516-0.0005835i,-0.00060006-0.00041856i,-0.00067531+0.00024791i,-0.00060198-3.4976e-05i
-1.9629e-05+0.0027071i,0.00028855+0.0037106i,0.0011135+0.0040293i,0.001399+0.0027516i,0.00078443+0.0017611i,0.00031516+0.0013839i,-0.00042964+0.00026589i,-0.00057284-0.00063239i,0.00015559-0.00013101i,-0.00042661+0.00019459i,-0.00044467+0.00035295i,-0.00080244+0.0007442i,-0.0011915-5.4086e-05i,-0.00056623-0.00030971i,-0.00053395+0.00016722i,-0.00049064-0.00018744i,-0.00022133-0.00023669i,0.00014883-0.00036808i,0.00017119-0.00026513i,0.00025639-0.00024279i,0.00045046-0.00012973i,-0.00046373-0.00024334i,-0.0010059-0.00078255i
2.8101e-05-0.00070459i,-0.00012442-0.00024176i,-0.00033691-0.00071331i,-0.00049267-0.00065694i,-0.00050026+0.00061043i,-0.00012954+0.0012263i,0.00063307+0.0015113i,0.00056174+0.0015621i,-0.00024422+0.00075102i,-0.00093741-0.00047826i,-0.00074064+0.00025996i,-0.00064112+0.0012737i,-0.00044635-0.00023611i,-0.00032067-0.00089983i,-0.00062672-0.00046355i,-0.00040382-0.00040427i,1.9727e-05-0.00084113i,-4.3119e-05-0.00049323i,-0.00053947+0.00023232i,-0.0010526+2.1079e-05i,-0.00042748-0.00025569i,0.00011598+0.00025324i,0.00056996+0.00049215i
0.00039938-0.00032631i,0.00015802-0.00033829i,-0.0005235+0.00048131i,-0.00044925+0.0015595i,-0.0002338+0.002215i,0.000218+0.0020019i,0.0014189+0.00050683i,0.0021246-0.00026427i,0.00094042+8.7783e-05i,-0.00029906+0.00037901i,-0.0012538+0.00013506i,-0.0015864-0.00047516i,-0.00092546-0.00020246i,-0.00041693+0.00032277i,-1.4995e-05+0.00033205i,9.447e-05+0.0002238i,-0.00050126+0.00027566i,-0.00072145+0.00035574i,-0.00025617+0.00012543i,0.00023221+6.4502e-05i,7.4945e-05+0.00028907i,-0.00046216+0.00026984i,-0.00043158+0.00032905i
0.00033855+0.001992i,0.00089417+0.0018832i,0.001557+0.0019527i,0.0011544+0.00085425i,0.001028+0.00095323i,0.0014853+0.0017216i,0.0015884+0.0015482i,0.0011743+0.0010921i,0.0011075+0.0010107i,0.00051789+0.0011562i,-7.9507e-05+0.00050229i,-0.00026278-0.00015911i,-0.0011306-0.00016014i,-0.0012985+0.00015852i,-0.00083446-0.00033666i,-0.00084287-0.00062269i,-0.00030731-9.5328e-05i,-0.00029181+2.8138e-05i,-0.00075203-9.8437e-05i,-0.00033276+0.00082821i,-0.00028904+0.00067386i,-7.4713e-05-2.9373e-05i,0.00015339+0.00032023i
0.00038555+0.0012975i,6.3045e-05+0.0007218i,-0.00051747+0.002046i,3.8668e-05+0.0023153i,0.0016483+0.0019906i,0.0022209+0.0018193i,0.0023537+0.00020123i,0.0017117-0.00021437i,0.00087298+0.00088656i,0.00038115+0.00095753i,-0.00070774+0.0004288i,-0.0005266-4.8806e-05i,-0.00031937-0.00042687i,-0.00077118-0.0012073i,-0.00025118-0.0013679i,0.00010501-0.00086177i,-0.00061673-0.00051685i,-0.00070345-0.00020723i,-0.00048306-0.00056306i,-0.00050625-0.00072592i,1.8383e-05-0.00011638i,-0.00022395-0.00019976i,-0.00040365-0.00057622i
-0.00094643+0.0017163i,-0.0010757+0.00050743i,0.00075056-0.00016434i,0.0015742+0.00037867i,0.0016664+0.00082375i,0.0011629+0.00078555i,-4.3911e-05+0.0010525i,-0.00051139+0.0011185i,-0.00038888+0.00055705i,-0.00063366+0.00034325i,-0.001092+0.00027797i,-0.001521+0.00053401i,-0.0012506+0.00017556i,-0.00056357-0.00028524i,-0.00074805-3.8938e-05i,-0.00059013+0.00048644i,-0.00018231+3.1444e-05i,-0.00035877-0.00092008i,-0.0003514-0.0011222i,0.0007411-0.00061725i,0.0014882-0.00012603i,0.0009537-0.00075458i,0.00062606-0.001179i
0.00024586-0.0035309i,-0.0003016-0.0022899i,-0.001001-0.00097611i,-0.0017383-6.229e-05i,-0.0014679+0.0014097i,4.2027e-05+0.0026087i,0.00059392+0.0017032i,0.00017904+0.00070152i,-0.00053196+0.00085457i,-0.00083699+0.00068386i,-0.00076395+0.00060926i,-0.00022422+0.00085239i,0.00045437+0.00021286i,-0.00045363+1.1676e-05i,-0.00069697-0.0005942i,0.00066751-0.00064375i,0.00061933-0.00050757i,9.4948e-05-0.0010188i,0.00057871-0.00044228i,0.00073546+0.00024743i,0.00091067+0.00016091i,0.00077971-5.3757e-05i,0.00066854-0.00045763i
-0.0014459+0.0017708i,-0.0016254+0.0025516i,-0.0017379+0.0031556i,-0.0013149+0.0030374i,0.00027112+0.0027378i,0.0013729+0.0016513i,0.0020172+0.00026861i,0.001713+0.00044235i,0.00044625+0.00067553i,-0.00089916+0.00033809i,-0.0010809-6.9356e-05i,-0.00076135-0.00026603i,-0.00074192+0.00013408i,-0.00072998+0.00037122i,-0.0003548+0.00033331i,-0.00018505+0.00014599i,-0.00052292-2.3532e-05i,-0.00030393+0.0004343i,-2.2724e-05+0.00032154i,-9.3833e-05+0.00026732i,0.00050545+0.00078829i,0.00016667+0.00047527i,0.00011305+0.00010264i
0.0027503+0.00018862i,0.0019535-0.0005427i,0.0015071-0.00054073i,0.00062685-0.00046837i,-0.00053405-0.00045726i,-0.00092245-0.00010652i,7.9875e-05-1.3517e-05i,0.0011424+0.00059174i,0.00022397+0.00079805i,-0.0013223-0.00067237i,-0.001233-0.0017933i,-0.0001568-0.0013139i,-0.00011933-0.00062903i,-0.00068096-0.0003143i,-0.00047092+0.00033827i,-0.00018193+0.00027709i,-6.7604e-05-0.0004265i,0.00037322+2.7328e-05i,0.00043658+0.00076197i,0.00060955+0.00024012i,0.00028401-0.00044867i,-0.00066686-0.00075494i,-0.00032235-0.00070697i
4.2625e-05+0.0008941i,0.0006416+0.0004485i,0.00064172+0.00012038i,0.0002748+0.00066441i,8.7527e-05+0.0013357i,0.00030016+0.0018752i,0.00052344+0.0016806i,0.00025238+0.00061232i,-7.1599e-05+9.6551e-05i,-0.000438-0.00013242i,-0.0011027-0.00020487i,-0.00056293-0.00018352i,0.00026643+0.0002405i,-0.00054091+0.00071754i,-0.00053739+0.00055625i,-1.8878e-05+0.00034829i,0.00023539+0.0001795i,0.00035327+0.00070013i,-0.00025445+0.00080743i,-0.00064858+0.00040582i,-0.00027251+0.00021316i,0.00013207+0.00039885i,0.00010155+0.00033489i
0.0027815-0.00043794i,0.002825-0.0002696i,0.0020455+0.00091473i,0.0021417+0.00078296i,0.0021189+6.6724e-05i,0.0018498-0.00053993i,0.0016332-0.00095666i,0.0012679-0.00091576i,0.00035929-0.00051172i,-0.00037591-0.00095738i,-0.0007112-0.00048587i,-0.00078913+0.00055913i,-0.00096481+0.00071593i,-0.001657+0.00020504i,-0.0011315-0.00031123i,-0.0012625-6.5663e-05i,-0.0019262+9.9347e-06i,-0.00066484-5.3993e-05i,0.00029532+0.00068502i,-0.00039312+0.00045566i,-0.0010192-0.00074356i,-0.00043482-0.0013304i,-0.00015283-0.00088619i
-0.0031477+0.00083101i,-0.003685+0.00051051i,-0.0034909+0.0012761i,-0.0020405+0.0026924i,-0.00028031+0.0022704i,0.00075735+0.00092189i,0.00070233+0.00078231i,0.00047138+0.0010343i,-3.7047e-05+0.0012242i,-0.00032401+0.0012297i,0.00029526+0.00076628i,-6.7534e-05+0.00075493i,-0.00059929-7.8795e-06i,-0.00029857-0.00089125i,-0.00029691-0.00081099i,-0.00030708+0.00014899i,2.0195e-05+0.00078652i,0.00039675+0.00035968i,0.00079263+0.00013886i,0.001055+0.00039206i,0.0015912+0.00045686i,0.0017392+0.00019688i,0.00080438+1.0122e-05i
-0.0017854-0.0011375i,-0.0013302-0.0013986i,0.00037757-0.00026242i,0.0015724+0.00070497i,0.0013271+0.0017451i,0.0011338+0.0019662i,0.0012136+0.0012669i,0.00103+0.00055208i,0.00035811+0.00035018i,-0.00056729+0.00078719i,-0.0011579+0.00027447i,-0.0013022-0.00095989i,-0.0011459-0.00099296i,-0.0010878-0.00080458i,-0.00071181-0.0006555i,-0.00040673+0.00039191i,-0.00027671+0.0013315i,8.696e-05+0.002099i,0.0002322+0.0016495i,-0.00034663+0.00042524i,-0.000416-0.00034411i,5.3954e-05-0.00067924i,0.00051268+0.00024361i
0.00057048+0.0033469i,3.7609e-05+0.003917i,-0.00039542+0.0027212i,-4.4889e-05+0.0024277i,0.00087956+0.00212i,0.0014896+0.00093089i,0.001662+0.00045581i,0.00092406+2.7021e-05i,0.00016504-0.00033568i,-0.00044453+0.00018274i,-0.00058568+0.00022705i,-0.00027469-0.00036665i,-6.3428e-05-6.4288e-05i,0.00012808+0.00032398i,-0.00016904+0.00048607i,-0.00017775-0.00014514i,0.00013061-0.00040835i,7.1669e-05-4.2128e-05i,-0.00026148+0.00037975i,-0.00018788+0.000385i,-0.00051477+0.00059411i,-0.00079117-9.5837e-05i,-0.00082305-0.00062052i
-0.00090841-0.0022081i,-0.0016709-0.0025985i,-0.001474-0.0017211i,-0.0005834+0.0003972i,-0.00025993+0.0018047i,3.1378e-05+0.001864i,-0.00022311+0.0011186i,-0.0006744+0.00066611i,-4.072e-05+0.00084646i,0.00015396+0.00076816i,-0.00067534+0.00083682i,-0.00073272+0.00049219i,-0.00046022+9.4542e-05i,-0.00021273+0.00017507i,-0.00054917-0.00047534i,-0.0008177-0.001311i,-0.001303-0.00070947i,-0.001264-1.6639e-05i,-0.00011554+0.0001021i,0.00060709+0.00098805i,0.00036947+0.0010273i,0.0002239+0.00067753i,7.5393e-05+0.00048556i
-0.00058514-0.00055626i,-0.0003364+0.00016075i,-0.00072803+0.00093916i,-0.0010921+0.0018729i,-0.00034073+0.002649i,0.00054053+0.0021866i,0.00053889+0.0011657i,0.00049063+0.00036821i,0.00055752-0.00035723i,0.00016692-0.00048448i,-0.00083536-0.00034416i,-0.00083887-0.00046907i,-0.00031378-0.00089563i,-0.00056716-2.0155e-05i,-0.00068588+0.00052652i,-0.00072669+0.00083801i,-0.00054971+0.0011918i,-0.00091798+0.00076139i,-0.00063658-6.583e-05i,1.0997e-05-0.00029244i,0.00022042+0.00016482i,3.4662e-06+0.00032132i,-0.00012199+0.00011882i
0.00069966+0.0024527i,0.00039788+0.002796i,0.0020648+0.0020069i,0.0030144+0.0013397i,0.002123+0.00020108i,0.0016993-5.2384e-05i,0.0013233+0.0008063i,0.00079746+0.0012738i,0.00060628+0.0015724i,0.00081097+0.0012255i,0.00082661-2.2795e-06i,-5.8081e-05-0.0013826i,-0.00061596-0.0013257i,-0.00078582-0.00027435i,-0.00084773+0.00015235i,-0.00093359+0.0005686i,-0.00091088+0.00037473i,-0.00047711+5.4282e-05i,-0.00076135+0.00025827i,-0.00093577+0.00012574i,-0.00075271-0.0002084i,-0.00053952-0.00013777i,-0.00034686-0.00020951i
0.001511+0.001324i,9.1793e-05+0.00083239i,-0.00036303-0.0004917i,-0.00029907-0.00069859i,-0.00071158-0.00038593i,-0.00040039-0.00027977i,-0.00011193+3.8792e-05i,-0.00024354+0.00065599i,-0.00010149+0.0010248i,-0.00010697+0.0003236i,-0.00016024-0.00051927i,-0.00093765+1.3845e-06i,-0.00078823+0.00045249i,-0.00024491-0.00055835i,-0.00055935-0.00063965i,-0.00081837-0.00012253i,-0.00026701+0.00018123i,2.7955e-05+0.00069193i,-0.00045224+0.00038865i,-0.00072484-0.00059293i,-3.6933e-05-0.00079764i,0.00025801+0.00014154i,-5.0583e-05+0.00059328i
-0.00074517+0.00080594i,-0.00065899-0.00050053i,-0.00019225-0.00068604i,0.00014523+0.00062618i,0.0012699+0.0014259i,0.0018311+0.0011312i,0.0010688+0.00096981i,0.00013601+0.00069158i,-0.00029018+0.00089917i,-0.00093755+0.0008997i,-0.0015079+0.00023745i,-0.00086327-8.707e-05i,-0.00024265+3.4577e-06i,-0.00063228+0.00014574i,-0.00083312-0.0003065i,-0.00019491-0.00080098i,0.0006802-0.00027573i,0.00040275+0.00023584i,-0.00070353+0.00061105i,-0.00084118+0.00082168i,1.8359e-05+0.00031185i,-1.4997e-05-3.665e-05i,-0.000144-8.4424e-05i
-0.0013348+0.00024624i,0.00023967-6.8525e-05i,0.00037935+0.00090018i,0.00026806+0.0018444i,0.0008272+0.0018618i,0.0012615+0.00064594i,0.0012523-0.001317i,0.00036391-0.0021382i,-8.875e-05-0.001688i,-0.00018786-0.00021786i,-0.00055087+7.9281e-05i,-0.0005044-0.00070487i,-0.00058979-0.0013639i,-0.0007311-0.00081682i,-0.0011497-0.00039671i,-0.00055949-0.0003863i,-0.00019563-2.261e-05i,-0.00075851-1.8282e-05i,-0.0006119-0.0002195i,-0.00072374-0.00050404i,-0.00077369-0.0005175i,-0.00020993-0.00010706i,-0.00040358-0.00015937i
-0.00093452-0.00033884i,-0.0003974+0.00020073i,-0.00066005+5.3523e-05i,-0.00071944+0.00098836i,-0.00090103+0.0021806i,-0.00038206+0.0020429i,0.00086187+0.00058938i,0.00095469-6.6773e-05i,2.9127e-05+0.00053603i,-0.0010669+0.00092912i,-0.0016952+0.00051543i,-0.0012279+0.00032874i,-0.00062902-0.00015299i,-0.00054888-0.00041229i,-0.00030958+0.00057153i,0.00047279+0.00099073i,0.00035105+0.00025118i,-0.000563+0.00017821i,-0.00098065+0.00078592i,-0.00012599+0.00070891i,0.00031577+0.00063225i,5.533e-05+0.00045489i,-2.2964e-05+0.00029713i
0.00063881-0.0010172i,0.0011975-0.0018297i,0.0012685-0.0012594i,0.0013106+0.00016461i,0.0011722+0.0010471i,0.0010723+0.0018102i,0.00079875+0.0012116i,0.00064198-0.00022874i,0.00065974-0.00049325i,0.00029333+0.00027065i,-0.00029884+0.00059384i,-0.00042928+0.00038481i,-0.00043303+0.00073859i,-0.00090703+8.4483e-05i,-0.00026262-0.00094797i,0.000359-0.00063908i,0.00039362-1.3894e-05i,0.00021703-0.00011655i,0.00012133-0.00068804i,0.00028559-0.00078171i,0.00047683+9.5769e-05i,0.00012014+0.00072385i,-0.00018156+0.00010423i
0.00051093+0.0023702i,0.00052006+0.0017477i,0.0018255+0.0015706i,0.0021152+0.0012813i,0.0014421+0.001495i,0.0017304+0.00093955i,0.0016379+0.00070394i,0.00080409+0.00025697i,0.00010042+0.00015705i,-0.00028872+0.00034926i,-0.00053422+0.00027844i,-0.0011824-3.1012e-05i,-0.0011445+7.6374e-05i,-0.00051695-0.00011728i,-0.0004299-0.00050995i,-0.0011908-0.00015883i,-0.0010681+0.00024128i,-0.00079281+0.00071935i,-0.00050632+0.00017491i,0.00039481-0.0010245i,0.0009964-0.00086615i,0.00068231-0.00045698i,-4.5633e-05-0.00038606i
0.0011613+0.00027426i,0.0017843+0.00029226i,0.0012122+0.0007056i,-0.00038125+0.0006506i,-0.00022566+0.00063565i,0.00067051+0.0010155i,0.00051027+0.00027303i,0.00014569-0.00066528i,-0.00017596-0.0005436i,-0.00055702-0.00049804i,-0.00090807-0.0006571i,-0.00065736-0.00079822i,-0.00034832-0.00023453i,-0.0010147+0.00027472i,-0.0006222+0.00019611i,-0.00019904-9.0704e-05i,-1.1751e-05+0.00042003i,-0.00037187+0.0018884i,-0.00044939+0.0010745i,2.5341e-06-0.00035811i,0.0002841-0.00013696i,0.00066598-0.00032439i,0.00044188-0.0004708i
0.0014483+0.0017846i,0.0025872+0.0018709i,0.001825+0.00075784i,0.00082358+4.6252e-05i,-0.0003602+0.00026176i,-0.00075285+0.00088405i,-0.00078556+0.00086109i,-0.00019643-3.5599e-05i,0.00015093-0.00031146i,-0.00033302-0.00017181i,0.00013628-0.00059651i,-4.4696e-05-0.00037908i,-0.00080501-0.00047949i,-0.00087029-0.00084805i,-0.00083967-0.00079464i,-0.00035428+0.00014181i,-0.00035761+0.00031347i,-0.0010566-0.00010749i,-0.00070638+0.00032291i,-0.0004718+0.00045188i,-0.00055223+0.00030896i,-0.00015132+3.9299e-05i,0.00043236-0.00019797i
0.00019113+0.00024116i,0.00022224-0.00070176i,0.0012225+0.00032055i,0.0013224+0.0013515i,0.00061305+0.0011271i,0.00021651+0.00059634i,-0.0004886+0.00072542i,-0.0007768+0.0007712i,0.0004738+0.00030742i,0.0015475-0.00016727i,0.0013491-0.0006649i,1.7571e-06-0.00079344i,-0.0011974-0.00020356i,-0.00053636+6.3988e-05i,0.00010405-0.00045991i,0.0003081-0.0009782i,-0.00021425-0.0003423i,-0.00073744+0.00062517i,6.5985e-05+0.00043102i,0.00072621-0.00026081i,0.00064123-0.00062252i,0.00061782-0.00037405i,-3.1339e-05+9.1868e-07i
0.0019849+0.0016694i,0.0025092+0.0016773i,0.0024667+0.0014178i,0.002362+0.001159i,0.0024782+0.00080672i,0.0023817+0.00092471i,0.0012618+0.0012429i,0.000121+0.00088727i,0.00011463+0.00043213i,-0.00016491+0.00030242i,-0.001075-0.00014505i,-0.0010854-0.00066419i,-0.00059478-0.001076i,-0.001041-0.00098103i,-0.0017778-0.0012463i,-0.00087046-0.0018407i,-0.00050002-0.0013791i,-0.00025586-0.00070123i,0.00040309-0.00040802i,0.00064955+0.00020287i,0.00051785-0.00011383i,-0.00022822-0.00086299i,-0.00084811-2.844e-05i
-0.0019052+0.0022475i,-0.0032898+0.0027778i,-0.0026282+0.002391i,-0.00098135+0.0017024i,0.00016669+0.0020363i,-0.00025695+0.0018702i,-0.00036084+0.00041763i,0.00035233-0.00055561i,0.00025238-0.00081973i,7.6133e-05-0.00074954i,-0.00014761-7.7689e-05i,-0.0002348-0.00088649i,-5.1385e-05-0.0012846i,-0.00070816-0.00074399i,-0.00091441-0.0015392i,-0.0014135-0.001495i,-0.0014781-0.00045999i,-0.00080236-8.0894e-06i,-0.0002759+0.00050757i,-8.9477e-05+0.00067637i,0.0006834+6.5526e-05i,0.0011288-0.00025213i,0.00077728+0.00014649i
0.0017839-0.00031319i,0.0026921-0.00029258i,0.0019674-0.00054221i,0.0013096-0.00050495i,0.0013864+0.0002211i,0.0015565+0.0011575i,0.0014839+0.00088604i,0.0009491+0.0001621i,0.00027013+0.00094313i,-0.00018495+0.0005938i,-0.00025769-0.0004231i,-0.00087226-0.00050713i,-0.0012831-0.00023857i,-0.0011339-0.00011897i,-0.0015077+0.00025617i,-0.0013896+0.00042293i,-0.00040689+0.00064764i,0.00023445+0.0005969i,-0.00026264+0.00012449i,-0.00055729-0.00051012i,-0.00014232-0.00057959i,-0.00044405-0.0001543i,-0.00089745-6.9175e-05i
0.0014666-0.001945i,0.0012465-0.0014499i,3.5152e-05-0.0020228i,-0.0015473-0.0014514i,-0.001698+6.7086e-05i,-0.00072245+0.00076665i,0.00049742+0.00091409i,0.0011739+0.00083373i,0.00040893+0.00043572i,-0.00097716-0.00022221i,-0.0017391-0.00066782i,-0.0015794+9.7355e-05i,-0.001185+0.00046009i,-0.00071976+0.00033194i,-0.00029566+0.00028039i,-0.00031693-0.00041174i,-0.00093613-9.8826e-05i,-0.0016537+0.0005921i,-0.0011657+0.00053252i,-0.00051786+0.00038402i,-0.00095128+0.00023527i,-0.0011567+0.00023943i,-0.00063259+0.00031921i
0.0011947+0.0010717i,0.00095419-0.00012302i,0.0015388-0.00013371i,0.0013461+0.00069602i,0.0015606+0.00051772i,0.0014467+0.00055543i,0.0010105+0.0011834i,0.0006056+0.0013919i,0.00011059+0.0011063i,-0.00046404+0.00017877i,-0.00065919+8.8336e-05i,-0.0010605+0.00065638i,-0.0017596+0.00026627i,-0.0019976+4.8214e-05i,-0.0014601-0.0004212i,-0.0010496-0.00062208i,-0.0012976-0.0001016i,-0.00076158+0.00027678i,0.00018827-0.00010554i,0.00074958-0.00053172i,0.00046966-0.00022583i,0.00032685+4.3015e-05i,0.0005407-0.00014647i
0.00052386-0.00059294i,7.0886e-05-0.0008322i,-0.00097902-0.0014496i,-0.0012336+2.1138e-06i,-0.00092087+0.0013044i,0.00068834+0.0013656i,0.0010606+0.00056433i,0.0011906-0.00025605i,0.00088756+7.4257e-05i,-0.00027667-0.00027173i,-3.6171e-05-0.00010503i,0.00043521+0.00049712i,-7.8069e-05+0.00041142i,-0.00059892+3.6092e-05i,-0.00035355+6.0154e-05i,0.00022326+0.00045004i,0.00025994+1.9255e-05i,-3.7066e-05-0.00041444i,0.00017733+6.9859e-05i,-0.00027185+0.0012636i,-0.0009798+0.0016019i,-0.00065776+0.00037514i,2.3787e-05-0.00017704i
-3.1015e-06-0.0021958i,-0.00036725-0.002335i,-0.00051549-0.0012498i,-0.00073901-0.00019i,-0.00096868+0.0012651i,-0.00032543+0.0018434i,0.0011064+0.00082498i,0.0011561-0.00018896i,0.00022668-0.00029928i,-0.00023694+0.00013296i,-0.00059449+0.00010013i,-0.00075389-0.00034696i,-0.00085705-0.00016505i,-0.00082641+0.00038347i,-0.00034426+0.00050182i,0.00026679-0.00023389i,0.00096752-0.00021403i,0.00067267-8.7748e-05i,0.00013957-0.00083573i,0.00060071-0.0010035i,0.00058693-0.000624i,0.00050966+7.0897e-06i,0.00026128+0.00047362i
0.0033244-9.5391e-05i,0.0029976+5.361e-05i,0.0021124-0.0010296i,0.00053769-0.001111i,-0.00072755+0.00052401i,-0.0005236+0.0017989i,0.0001274+0.0013785i,4.7618e-05+0.00010031i,-0.00067199-0.00048798i,-0.0010498-0.00082211i,-0.0013502-0.001262i,-0.0015566-0.0010975i,-0.0014886-0.00042896i,-0.0014459+0.00025439i,-0.00083271+0.00064693i,-0.00055734+0.00033784i,-0.0011797-0.00043399i,-0.0011432-0.00034412i,-0.00024599-0.00015036i,0.00027579-0.00059531i,0.00046139-0.00056429i,0.0010493-0.00053571i,0.0015552-0.00013207i
-0.0021031-0.0021819i,-0.002564-0.0014751i,-0.0027245-0.00065785i,-0.0020932+0.00038383i,-0.0010974+0.0022754i,0.00023505+0.0030048i,0.00067688+0.0013894i,0.00030523-0.00012927i,-0.00020446+0.00053902i,-0.00065698+0.0011961i,-0.00080299+0.0013061i,-0.00050135+0.00093417i,1.6138e-05-2.9897e-06i,-0.00031048-5.6461e-05i,-0.00053695-0.00010343i,0.00011521-0.00040497i,0.00096148-0.00086535i,0.00066246-0.00038239i,-0.0004271+0.0001075i,-0.00093295-0.00024612i,-0.00016488-8.4307e-05i,0.00053335-2.1115e-05i,0.00044408-0.00033847i
-0.0018256+0.00035893i,-0.0024533+0.00012079i,-0.0017976+0.0011029i,-0.00076661+0.0024202i,3.5294e-05+0.0021368i,0.00051281+0.0013292i,0.00075299+0.0013455i,0.00042416+0.00084047i,-0.00020775-0.00020472i,-0.0001306-0.00024837i,-0.00011316-0.00034503i,-0.00090714-0.00093299i,-0.0016332-0.0011411i,-0.00080203-0.0015651i,-0.00013133-0.0012986i,-0.00077692-0.00022449i,-0.00054047+0.0002003i,-0.00015666+0.00075697i,-0.00069149+0.00037466i,-0.00010201-0.00019557i,0.00059153-8.2019e-05i,0.00015094-3.8182e-06i,-0.00027749-1.4553e-05i
0.0014745+0.0021623i,0.0011783+0.0015846i,0.00096159+0.00015048i,0.00091592-0.00030294i,0.00045102+0.00025004i,0.00082517+0.001195i,0.0013814+0.0014524i,0.00072855+0.00022844i,-0.00056704-0.00051769i,-0.0014271-0.00048354i,-0.0012635-0.00067682i,-0.0009212-0.00083279i,-0.00098284-0.00056115i,-0.00048134+0.00033971i,-0.00039152+0.00079369i,-0.00099085-0.00045778i,-0.00099747-0.00093388i,-0.0012875-0.00083272i,-0.0010317-0.00037835i,0.00023985-3.0723e-05i,0.00048555-0.00023896i,2.9643e-05-0.00050584i,-0.00026505-0.00042603i
-0.00044071-0.00066658i,-0.00027236+9.2933e-05i,-0.00098843+0.0015476i,-0.0005297+0.0025918i,0.00092411+0.0027507i,0.0014579+0.0018958i,0.00083666-1.2488e-05i,0.00020661-0.00024921i,-0.00048801+0.00093064i,-0.00031678+0.0010954i,0.00028912+0.00030129i,0.00065824-0.00077241i,0.00040923-0.0010146i,-0.00021595-0.0014019i,-0.00033818-0.00067418i,-2.7973e-05+0.00051485i,-0.00018999+0.0007792i,-0.000474+0.00018746i,-0.00033682+0.00012852i,-0.00030943+0.0007537i,-0.00044142+0.00015501i,-0.0002566-0.00073642i,-0.00030841-0.00035528i
-0.0010831+0.0010624i,-0.00030648+0.0010717i,0.00045149+0.0011048i,0.00069203+0.001345i,0.00036497+0.0011303i,7.0715e-07+0.00029021i,6.4059e-05-0.00031704i,4.5999e-05-0.00067554i,0.0002696-0.00027618i,0.00037314+1.2998e-05i,-0.00024692-0.00024415i,-0.00081824-0.000156i,-0.0014001-0.0001921i,-0.0012476-8.9036e-05i,-0.00022269-0.00047584i,0.00013383-0.00037621i,-0.00016121+0.00031397i,-0.00038734+0.00026566i,1.0548e-05-0.0002909i,0.00037574-0.00029913i,-4.2573e-05-0.0003187i,-0.00036691+0.00012863i,-0.00052995+0.00062011i
