-0.003318+2.1578e-05i,-0.0022411-0.00065778i,-0.0035109+0.00065361i,-0.003782+0.0016704i,-0.0020971+0.0022668i,-0.00057232+0.0015796i,-6.238e-05+0.00069171i,0.00049021+0.0002225i,0.0010895+0.00014391i,0.0017823-0.00022179i,0.001725-0.00030104i,0.0011063-0.00049478i,0.0010474-0.00071071i,0.00045536+0.00013237i,-0.00057756-0.00010012i,-0.00036873-0.00036189i,9.7988e-05+0.00041976i,0.00023669+0.00091089i,0.00049427+0.00078229i,0.00085768+0.00064809i,0.0011212+0.00071173i,0.0011534+0.00025184i,0.00098933+0.00021514i
-0.00046057+0.00073909i,-0.00020413+0.00075334i,0.00021592+0.0012837i,0.00054844+0.00083556i,0.00053406+0.00039104i,1.8648e-05+0.00046693i,0.00011798+0.00011225i,0.00020047-1.8139e-05i,0.00036319+3.2476e-05i,0.00085574+0.00058217i,-0.0002552+0.0011825i,-0.0012002+0.0010201i,-0.00030163+0.00021157i,-0.00011484-0.00030166i,0.0001528+0.00030624i,0.0010154+0.00058385i,0.00063516+0.00077876i,-3.8615e-05+0.0010826i,0.00038185+0.00063103i,0.00061425+0.00034781i,0.00020103+0.00024361i,0.00034232-0.00041276i,0.00040527-0.00020979i
0.00097843-0.001311i,0.00021087-0.0013185i,-0.00060912-0.0005933i,-0.0011813+1.1382e-05i,-0.00083061+0.0014164i,-0.00050841+0.0018529i,-1.2594e-06+0.00062896i,-0.0002461-1.8092e-07i,-0.0010406-9.3501e-05i,-0.0013021+0.00012668i,-0.00061263+0.00067897i,0.00049854+0.0010582i,0.00076394+0.00075776i,0.0006527+0.00012578i,0.0011442-0.0002639i,0.00094795-0.00057282i,0.00032239-0.00028006i,-2.7103e-05+0.00030901i,5.6598e-05+0.00011174i,-0.00054881+6.8921e-05i,-0.0010115+0.0001489i,-0.00039537+0.00019634i,-0.00072996-0.00014915i
0.00078251-0.00026254i,-0.00010366-0.00015772i,-0.00098295-0.00052976i,-0.00073234-0.00068693i,0.00018684+0.00018941i,0.00059315+0.00078104i,0.00034869+0.00057486i,0.00010412-3.0934e-05i,0.00022892-0.0007845i,-0.00043576-0.00058284i,-0.00073128-0.00020179i,-0.00030634+9.0355e-06i,-0.00077424+0.00087848i,-0.00073947+0.001243i,0.000367+0.0012239i,0.0010754+0.0011038i,0.00089659+0.0010918i,0.00022196+0.0011229i,0.00011173+0.00081265i,0.000296+0.0011997i,0.00016361+0.0014968i,0.00022129+0.0010228i,7.2906e-06-0.00038768i
0.0015578+0.00021062i,0.0013332+0.00012173i,0.0020972+0.00030727i,0.0020023-0.00074438i,-2.3601e-05-0.00047023i,-0.00055952+0.00016937i,0.00013167-2.4586e-05i,-6.1604e-05+9.1903e-05i,-0.00025228+0.00032071i,0.00030573+0.00071238i,0.0011562+0.00058749i,0.0019677+0.00070081i,0.00082322+0.00069446i,-0.00055433+0.00029087i,-0.00025117+0.00034138i,0.00039739-0.0002774i,0.00066161-0.0007544i,0.00029777-0.0001376i,0.00032613+0.00074572i,0.00056458+0.0012033i,0.00069369+0.0011429i,0.00035353+0.00089083i,-0.0002265+0.00088367i
-0.0013295+0.00018277i,-0.00044311+0.00025274i,-0.00024507+0.0015439i,-0.00028532+0.002352i,0.00014979+0.0025586i,0.00072529+0.0021358i,0.00042814+0.0014392i,-0.00062742+0.00055623i,-0.00058718+0.00027527i,0.00015343+0.00026505i,9.4502e-05-0.0002425i,5.3975e-05-2.4624e-05i,4.4031e-05-0.00029744i,-0.00030639-0.00092521i,0.00069219-0.00089053i,0.001476-0.00069161i,0.0013111-0.00053613i,0.001634-0.000425i,0.00085771-2.0563e-05i,7.7918e-05+0.00070805i,0.00047846+0.00088179i,0.00058857-0.00028944i,0.00059682-0.00046046i
0.00047563-0.00060384i,-0.00054811-0.00015544i,-0.0027629+0.00055367i,-0.002637+0.0014617i,-0.0013439+0.0012817i,-0.00021785+0.00095173i,-6.4586e-06+0.00013085i,-0.00035593-0.00034038i,9.1691e-05-0.00052185i,0.00040053-0.00036126i,0.00042062-0.00014716i,0.001032+0.00038873i,0.0007122+0.00015215i,-0.00052671-0.00079501i,-0.0004302-0.00077674i,0.0003334-0.00022458i,0.00071101+0.00073827i,0.00015743+0.0015254i,-0.00027156+0.0014426i,-7.6375e-06+0.0012159i,0.00019357+0.00082416i,5.4892e-05+0.00062474i,-0.00014967-3.3683e-06i
0.00092993+7.6932e-05i,0.0012048+0.0011193i,0.0013823+0.00092998i,0.0014296+0.00040997i,0.0015862+0.00053363i,0.0016494+0.00044795i,0.00093146+0.00037607i,-0.00042652+0.00052264i,-0.0011956+0.0003015i,-0.00099808-0.000827i,-0.00061884-0.0010114i,-0.00043805-0.0010544i,6.7964e-05-0.0016024i,0.0007174-0.00031509i,0.0007666+0.00059998i,0.00095063+6.1485e-05i,0.00082982+0.00013964i,0.00057996+0.0003629i,0.0014231+0.0001981i,0.0011158-9.2692e-05i,-0.00035947-0.0010619i,-0.00082499-0.0010446i,-0.0002212-0.00043624i
0.00035231-0.0013713i,0.00039237-0.0011176i,-2.8464e-05-0.00094654i,-4.9656e-05+2.7248e-05i,-0.00020996+0.0006765i,0.00036354+0.00022994i,0.00067647-0.00078334i,0.00011842-0.00066046i,-0.00039119+0.00017255i,-0.00048405+0.00064282i,-0.0010501+0.00054393i,-0.0012182+0.00029851i,-0.00039907+0.00062486i,-0.00017214+0.00028913i,-0.00039686-0.00030615i,-0.00013732-0.00025848i,-0.00032829+2.1892e-06i,-0.00066221+3.4088e-05i,-0.00083924+8.009e-05i,-0.00025596+0.00064263i,0.00020671+0.00082026i,-7.4676e-05+5.3739e-05i,-0.00032474-0.00031941i
-0.00139-0.00094074i,-0.00079264-0.00068205i,-0.0018116-0.00012884i,-0.0024722+0.00028574i,-0.0012334+0.00092582i,0.00010987+0.0010163i,0.0013367-9.4129e-05i,0.00046425-0.00016809i,-0.00079172+0.00098367i,-0.00094472+0.00092798i,-0.00044744+0.0014484i,0.00031022+0.0020459i,0.00097541+0.0011455i,0.00071903+0.00026622i,0.00042689-0.00024529i,0.00063436-0.00042728i,0.00058609+0.00062556i,0.00030209+0.0017274i,-0.00015034+0.0014624i,-0.00086316+0.00095544i,-0.0009136+0.00040243i,-0.00013514-0.00022135i,0.0004562+5.9205e-05i
0.00081232-0.00019666i,0.0016339+9.9511e-05i,0.0013257+0.00046879i,-0.00050719+0.00077416i,-0.00013686+0.00063407i,0.0013667+0.0002763i,0.0011257-0.00022231i,0.00016303-0.00073295i,-0.00089497-0.00037038i,-0.0017749+0.0011762i,-0.00088543+0.0015781i,0.00022729+0.00095935i,1.3664e-05+0.0010173i,-0.00055293+0.00026603i,-0.00026014-0.00042122i,0.00017701-0.0004813i,-0.00018597-0.0011393i,-0.00055097-0.00060453i,-0.00053667+0.00068912i,0.00011147+0.0010552i,0.00093744+0.00066047i,0.00084967+0.0005193i,0.0011759+0.00057258i
0.00035932+0.00042089i,-0.0003609+0.0012709i,-0.0010124+0.0020497i,-0.00068962+0.0017814i,-0.00028976+0.0014553i,5.7033e-05+0.00021309i,0.0011013-0.00073054i,0.0017608-0.00019696i,0.0013784+0.00049988i,0.0013247+0.0012368i,0.0019052+0.0010362i,0.0017379+0.00033349i,0.0012193+0.00049498i,0.0011725+0.0007717i,0.0005458+0.00037087i,0.00029257+0.00034687i,0.00025227-0.00010857i,0.00032622-0.00059882i,0.00011481-0.00013435i,-0.00080527+0.00057219i,-0.00042271+0.00031027i,0.00011418-0.00031703i,-7.327e-05-0.00012336i
-0.0017807+0.00049076i,-0.0010115+0.0011732i,-0.00177+0.0021487i,-0.00074551+0.0026907i,4.0025e-05+0.0027468i,-0.0001496+0.0020778i,0.00016056+0.00090574i,-0.00026518-0.00021049i,0.00012317+0.00026802i,0.00055911+0.00076231i,0.00026957-0.00015263i,0.00088689-0.00070706i,0.00070583-0.00066102i,-8.3854e-05-0.000654i,0.00038057-0.00018244i,0.0010187+0.00022552i,0.00061315-4.1193e-05i,0.00013073-0.00034294i,0.00045784-0.00025443i,0.0004858-0.00065301i,0.00014789-0.00035955i,0.00025859+0.00025122i,0.00045208-2.2766e-05i
0.001913-0.00070726i,0.0012962-0.00086738i,0.0016407-0.00011811i,0.00071413+0.00051839i,-2.8695e-05+0.00060704i,0.00056647+0.0011888i,0.0007651+0.0003213i,0.00054916-0.00023767i,0.00092597+0.00045622i,0.00088951-2.3762e-05i,0.00046124-9.9171e-05i,0.00027026+0.00037724i,-0.00028647-9.867e-05i,-0.00035296+0.00050671i,0.00050029+0.00088784i,0.00097826+0.00064314i,0.00085952+0.0003062i,0.0002751+0.0005482i,-0.00068849+0.00046863i,-0.00076053-0.00013307i,-0.00025222-0.00096617i,0.00017254-0.0011896i,-6.8153e-05-0.00029576i
0.0009038+0.00026538i,0.00044926-3.3022e-05i,0.00040822-0.00047362i,8.1652e-05-0.00063493i,-0.00019763-3.7569e-05i,0.00025729+0.00038079i,0.00049264-0.00010113i,0.00035923-0.00032369i,-0.00031662-0.00016226i,-0.0009923-0.00045114i,-0.0011096-0.00017214i,-0.00099977+0.00064795i,-0.00012663+0.00071428i,0.00062112+0.00077678i,0.0012182+0.0008578i,0.0019095+0.00042073i,0.0016385+0.00042381i,0.0008749+0.00090092i,0.00069274+0.0015231i,0.0004077+0.0018805i,-8.5564e-06+0.001191i,-0.0005637+0.00017966i,-0.0010086+9.036e-05i
-8.2224e-05-0.00040339i,0.00017413+0.0003373i,-0.00010583+0.0011624i,-0.00065558+0.0010915i,0.00011074+0.0012164i,0.00067924+0.0010452i,0.00047999+0.00054977i,7.8074e-05+3.0615e-05i,-0.00067809+4.2242e-05i,-0.0014239+0.00070593i,-0.0018604+0.0006233i,-0.001027-4.4726e-05i,0.00071242-0.00025761i,0.0016909-0.00052392i,0.0013072-0.0010356i,0.00059967-0.0011865i,-0.00013783-0.00063331i,-0.00037398-0.00043085i,3.8243e-05-0.00072904i,0.00029024-0.00066326i,0.000382-0.0010695i,0.00059957-0.00056807i,6.2193e-05+0.00090934i
0.00066164-7.9474e-05i,0.0013768-4.909e-05i,0.00069806+0.00076105i,-6.7423e-05+0.0012365i,0.00035716+0.0012382i,0.00092073+0.0012467i,0.00033068+0.00086757i,-0.0010094+0.00047007i,-0.00086148+0.00092981i,-0.00084246+0.0016746i,-0.00088245+0.0018431i,-7.9776e-05+0.0010556i,-3.1039e-06-0.00019076i,-6.7825e-06-0.00028443i,0.00071012+0.00027114i,0.00014168-0.00015443i,-0.00030955-0.00083073i,5.8266e-05-0.00050899i,0.00031732+0.00052729i,0.00057814+0.00082768i,0.00018314+0.00045983i,-2.5847e-05+0.00080193i,-2.7617e-05+0.00054105i
-0.0004478-0.0010311i,-0.00049405-0.0014065i,-0.0003427-0.0012853i,-0.0007072-0.00072054i,-0.0004818+0.00055989i,0.00040871+0.0010908i,0.00054627+0.00019572i,0.00023418-3.4667e-06i,-0.00054027+0.00054011i,-0.00071936+0.001415i,0.00043732+0.002117i,0.00051004+0.0015779i,-0.00019144+0.00047496i,-0.00011789-0.0006822i,0.00061644-0.00076483i,0.00027763-0.00022034i,0.00017305-0.0008586i,0.00041865-0.00097072i,0.00039819-0.00019051i,0.00095552+0.0002731i,0.00090202+0.00019156i,0.0010409+9.4313e-05i,0.0014324+0.00054372i
-0.00011739+0.00178i,-0.0012836+0.0010617i,-0.00039599+0.00083308i,8.2845e-05+0.00088556i,8.1485e-06+0.00044274i,-4.58e-05+0.00020649i,0.00015417-0.00029451i,0.0005636-0.00016652i,-5.4015e-05+0.00099452i,0.00037742+0.001264i,0.00096125+0.00074411i,4.9918e-05+0.00049529i,-0.00030221+0.00057557i,0.00027691+0.00024133i,0.00051782-6.0024e-05i,0.00018102+0.00030765i,-0.00047312+0.00064682i,-0.0010463+0.0010889i,3.7314e-05+0.00090942i,0.00077863+0.00030511i,0.00020782+0.00021906i,-0.00051125+0.00026603i,-0.00067218-3.7479e-05i
-0.00014147-0.0018218i,-2.1479e-05-0.00092981i,-0.0009296-0.00014031i,-0.00084163+0.0011487i,0.00020398+0.0013551i,0.0013606+0.00037055i,0.0013962+1.2122e-05i,0.00065523+4.3897e-05i,0.0003537+0.00011643i,0.0003561+3.1514e-05i,0.00064467-0.00075289i,0.0010809-0.001416i,0.00061094-0.00094233i,-7.4095e-05+0.00024076i,-0.0001147+0.0016048i,-0.00012041+0.0013376i,-0.0003567+4.2894e-05i,-0.00070042-0.00043538i,-0.00079945-0.00010671i,-0.00053338+0.0007275i,-0.00064+0.0011884i,-0.0005297+0.00028243i,-0.00039732-0.00019957i
-0.0016118+0.00059301i,-0.00061483+0.00058281i,-0.00032223+0.00099894i,-0.00014703+0.0011724i,0.00063961+0.0018092i,0.00047587+0.0019163i,2.6547e-05+0.0011035i,0.00017615+0.00024513i,0.00036177-0.00012954i,6.7048e-05-0.00095787i,-0.00024328-0.0010003i,-0.00033977-0.00093545i,-5.6701e-05-0.0010047i,0.00056405-0.00089792i,0.00080058-0.0011716i,0.00085281-0.0015391i,0.0004922-0.00094878i,0.00013939+0.00038333i,-0.0002066+0.00091882i,-0.00042834+0.00034189i,6.0578e-05+0.00018247i,0.00043149+0.00034408i,0.00010123+0.00070142i
-0.0003755+0.0018426i,2.4439e-05+0.0014163i,0.00035844+0.001969i,-1.0033e-05+0.0017145i,0.00015619+0.0010088i,0.0011068+0.00049245i,0.0015384-0.00025842i,0.0013305-0.00043223i,0.00055861+0.00015732i,0.00061698-0.00030953i,-0.00035335-0.00026783i,-0.0012129+0.00042761i,-3.7906e-05+0.00040764i,0.00060884-0.00055351i,-0.00019149-0.0005264i,-0.00066059-0.00059615i,-0.0003408-0.0013326i,5.1547e-05-0.00046695i,0.00011836+0.00036749i,0.00012366+0.00033893i,0.00011556+0.00030996i,-5.3673e-05+0.00067892i,0.00035751+0.00076864i
-0.001002-0.00081407i,0.00018772-0.0013979i,0.0004996-0.00050611i,-0.00070116+0.00086145i,-0.0016179+0.0015848i,-0.00097322+0.0011051i,-0.00038846-0.00030947i,-0.0010274-0.00076087i,-0.0014254-0.00041343i,-0.0011943-0.00024571i,-0.00093834+4.0196e-05i,-0.00086049-0.00018583i,-0.00077212+0.0001456i,-0.00047252+0.00062015i,-0.00032791-0.00024002i,0.00026471-0.00079382i,0.00019303+0.0001743i,-0.00018492+0.0012331i,0.00016726+0.0010313i,0.00058923+0.00029236i,0.00022592-4.9527e-05i,-0.00072514-4.1408e-05i,-0.00062767+0.00057977i
-0.0013435-0.0013972i,-0.0012878-0.0013612i,-0.0015556-0.0014598i,-0.0020966-0.0005136i,-0.0023352+0.0012861i,-0.001003+0.0019939i,5.024e-05+0.0001589i,5.9394e-05-0.00018952i,-0.00012051+0.0016823i,-0.00020695+0.0032071i,-0.00033814+0.0028488i,0.00064284+0.0016912i,0.0010261+0.00052151i,0.00017435+0.00013576i,-0.00038844-0.00060597i,-0.00032332-0.00069548i,1.2355e-07-0.00045985i,-0.0005302-0.00013748i,-0.0011152+0.00077348i,-0.00052391+0.0010516i,0.00018609+0.00043521i,0.00045736+1.089e-05i,0.00025844-0.00024888i
2.8217e-05+0.0006073i,-0.00050092-7.1904e-06i,-0.0010621-0.00016981i,-0.00068953+0.00069219i,-0.00012381+0.0010989i,8.9753e-05+0.00077859i,8.1519e-05+0.00032217i,-0.00042296+0.00026355i,-0.00031304+0.00052745i,1.9564e-05+0.0012648i,0.00015341+0.0014903i,0.00051052+0.0010941i,0.00022745+0.00079256i,-0.00027299+0.00057739i,-0.00016033+0.00071135i,-6.9924e-05+0.00015699i,7.5426e-05-0.00072753i,-0.00035919-0.00087552i,-0.0011372-0.00059668i,-0.0015506-0.00034485i,-0.0010885-0.00025511i,-0.00067907+0.00030599i,-0.00079835+0.00035552i
-0.0011192+0.0021364i,-0.00039235+0.0016096i,0.00059767+0.00090236i,0.00055103+0.0008949i,0.00025831+0.0017845i,0.00034795+0.0015539i,0.00029873+0.00077915i,0.00043579+0.00079487i,0.00056073+0.00077136i,0.00064049+0.00055247i,0.0010898-4.3723e-05i,0.0013612-0.00031387i,0.00055566+0.00055558i,0.00017621+0.00098043i,0.00063345+0.00043013i,9.4572e-05-6.9159e-05i,-0.0010936-0.00044844i,-0.0016986+0.00013602i,-0.0013392+0.00028707i,-0.00023557+0.00049828i,0.00017488+0.001222i,-0.00040427+0.0010482i,-0.00028862+0.000628i
-0.00045126+0.0013141i,-0.00065396+0.00089187i,-0.00098118+0.0003896i,0.00060177+4.9841e-05i,0.0021114+0.00014455i,0.0017547+0.00080841i,0.00064147+0.00037199i,0.0011651-7.8964e-05i,0.0016173+0.00013507i,0.001329-0.00020508i,0.0010816-0.00046745i,0.0011518-0.0015215i,0.0016434-0.00061822i,0.0013605+0.00063932i,0.0014025+0.00022082i,0.001197+0.00031142i,0.00062275+0.00035337i,0.00094433+0.00033054i,0.0011311+0.00057667i,0.00083402+0.00097239i,0.00033404+0.00074448i,-0.00026442+0.0006257i,-0.00019119+0.00050438i
-0.00021489+0.002005i,-0.00015189+0.0013661i,0.00037174+0.0019778i,0.00090597+0.0013797i,0.001697+0.00025739i,0.0015995-0.00013578i,0.00063878-0.00057154i,0.00036657-0.0012101i,0.00063614-0.001535i,0.0010823-0.0018287i,0.00062652-0.0014504i,-0.00016647-0.00077956i,-0.00028466-0.00090759i,0.00033826-0.001178i,0.00074192-0.0010543i,-0.00014049-0.00041083i,-0.00079587+9.3396e-05i,-0.00022696+0.00057457i,0.00072545+0.00085096i,0.00079988+0.00076778i,5.2341e-05+0.00020168i,-0.00095355-2.4845e-05i,-0.00095121-0.00021523i
0.0015123-0.0010139i,0.001206-0.0012916i,0.00098951-0.0012887i,0.00091628-0.0010029i,7.1092e-05-0.00056554i,-0.00036421-0.00098886i,-0.00015742-0.0018475i,-0.00029538-0.0018648i,-0.00049532-0.0013364i,-0.00076684-0.0011718i,-0.000297-0.0013688i,0.00016639-0.00083314i,-7.3443e-05-0.00032253i,-0.00028756-0.00026095i,-0.00070917+0.00035547i,-0.0014952+0.00041028i,-0.00077578+0.0001529i,0.00019552+0.00022471i,0.001259+0.00043672i,0.0014666+0.00054901i,0.00029165+0.00060377i,5.8211e-05+0.00079506i,0.0008008+0.00053053i
0.00093984-0.0022303i,0.0011434-0.0020105i,-7.0602e-05-0.0015693i,-0.0016146-0.00087267i,-0.001642+0.00065993i,-0.0012064+0.0020163i,-0.00040891+0.0015037i,-0.0007521+0.00057022i,-0.0019323+0.00034056i,-0.0016158-0.00019382i,-0.00078533+0.00044492i,-0.00075996+0.0013027i,0.00026696+0.00087644i,0.00081626+0.0002306i,-0.00057433+0.0003334i,-0.0013462+0.00013389i,-0.00063843-0.00032342i,0.00015954+0.00025138i,9.6092e-05+0.00032287i,-0.00039985+9.7001e-05i,-2.6314e-05+0.0004657i,0.00065248+0.00068696i,0.00057567+0.0006311i
-0.00062222-0.00076346i,-0.00038772-0.00030929i,0.00040278-0.00050866i,0.00029733-0.00037211i,-0.00010994+2.8544e-05i,0.00042106+0.00056327i,0.00070615+0.00063679i,-0.00013397-0.00075196i,-0.0011674-7.9581e-06i,-0.0013563+0.0016595i,-0.0011262+0.0015374i,-0.00071231+0.00083358i,6.5888e-06+0.00034832i,-0.00020287+0.00024004i,-0.00025899+0.00065699i,0.00019696+0.00044843i,0.00033382-0.00018865i,0.00036433-0.00076076i,-3.3382e-05-0.00060806i,-0.00023815+0.00022464i,-0.00021816+0.00073398i,0.00010968+0.00062016i,-0.0002341+0.00063122i
0.0005607-0.00054181i,-5.3093e-05-8.3086e-05i,-0.00011618+0.00034493i,-0.00024589+0.0011057i,0.00045293+0.0020555i,0.0010117+0.0019462i,0.00058302+0.00044655i,0.00057485-0.00011535i,0.00052581+0.00092195i,-9.3099e-05+0.0010869i,0.000321+0.00064758i,0.00091984+0.00082751i,0.00073929+0.0014017i,0.00047248+0.0013739i,0.00085592+0.00059085i,0.001352+0.00015752i,0.00099558+0.00021199i,-7.5032e-05+4.2445e-05i,-0.00027609+7.2126e-06i,0.00023653+6.5553e-05i,0.00080731-0.00023928i,0.00090688+1.0182e-05i,0.00060313+0.00051375i
0.0015513-0.0016009i,0.0014538-0.0027137i,0.0010158-0.0021176i,0.00031145-0.00063371i,-0.00014969+0.00046269i,-0.00052319+0.00082064i,-0.00014507+0.00058559i,0.00029125+0.0007918i,0.00032443+0.00086579i,0.0010211+0.00046925i,0.00072253+0.00032102i,0.00017263+8.9685e-05i,-0.00015303+0.00025943i,-0.00045025+0.00076714i,4.5926e-05+0.0014691i,0.00017628+0.0013794i,-0.00031632+0.00077427i,-7.3987e-06+0.0010072i,0.00047587+0.00083306i,0.00031844+7.7831e-05i,-0.00010946-0.0002071i,8.3534e-05-0.00076976i,1.1529e-06-0.00089304i
-0.0020747+0.001824i,-0.0016033+0.00068873i,-0.0011189+0.00209i,-0.00035745+0.0028294i,0.00080438+0.0022788i,0.0015207+0.0011109i,0.0011619-0.00040614i,0.00024331-0.0004051i,-0.00021807+2.1477e-05i,0.0003789-0.00027619i,0.00065985-0.00044177i,0.00086873-3.2096e-05i,0.001302-0.00037309i,0.001389-0.0010952i,0.00090718-0.0014934i,-0.00026246-0.0012494i,0.00019571+0.00021033i,0.00061192+0.00063445i,-2.3531e-05+0.00012624i,-0.0003174+0.00029865i,-0.00030822+3.7571e-05i,-0.00020346-0.00037183i,-0.0001913-0.00044646i
-0.0009635+4.4963e-05i,-0.00081491-0.00028355i,-0.0011903-0.00029686i,-0.00064125-0.00051368i,-0.00025192-0.00057541i,-0.0002202-0.00052393i,0.00019333-0.00074614i,0.00023978-0.0011645i,-0.00021378-0.0012287i,-0.0001593-0.00065092i,-0.00020593-6.4211e-05i,0.00031089-0.00022302i,0.00089019-0.00081495i,0.0012347-0.00065222i,0.00082481-0.00063608i,-0.00016876-0.00036058i,-0.00059383+0.00040521i,-0.00011326+0.00075831i,0.0004141+0.00062719i,0.00010737+9.7468e-05i,-0.00034096-0.00010984i,-3.0496e-05-0.00017201i,0.00049774-0.00058385i
0.00086993-0.0013865i,0.0006978-0.0009786i,-0.00019068-0.00088223i,-0.0014122-0.00041388i,-0.0019127+0.00029245i,-0.00063795+0.00040978i,0.00050304+0.00018638i,0.00051965-9.5445e-05i,0.00034738-0.00038929i,0.00017137-0.00026718i,-4.5632e-06-0.00024824i,-0.00063437-0.00021081i,-0.00047513-0.00018234i,0.00025529-4.5154e-05i,-0.00012046+0.00091199i,-0.00045092+0.00084631i,-6.5318e-05+7.9641e-05i,-0.00017148+2.6789e-05i,-0.00032796+5.1873e-05i,-0.00070244+0.00025244i,-0.00049138+0.00096127i,-0.00027078+0.00052791i,-0.00044638-1.3735e-05i
0.0011823-0.00045349i,0.0008059-0.001173i,-0.00023631-0.0023151i,-0.00039271-0.0018792i,-0.00087008-0.00034915i,-0.0011108-5.3435e-06i,-0.00022267-0.00091903i,-0.00051728-0.00081505i,-0.0013057+0.00012222i,-0.00095662+0.00066979i,-0.0006613+0.0012105i,-0.00092477+0.0012086i,-0.0011511+0.00089031i,-0.00095576+0.00055956i,-0.00056284+0.00054016i,-0.00047236+0.00097214i,-0.00043832+0.00043879i,-0.00051277-0.00043955i,-0.0001359-9.2165e-05i,0.00015017+0.00094997i,0.00020066+0.001522i,-0.00020014+0.00068484i,0.00033036-9.8825e-05i
-0.00096225-0.0014872i,-0.0013992-0.0013516i,-0.0018213-0.00068853i,-0.0015491+0.00075073i,-0.00073469+0.0016957i,2.866e-05+0.0014931i,-7.9885e-05+0.00039324i,-0.00051775-0.00018459i,-0.00093527+0.00024465i,-0.0012297+0.0013326i,-0.00087577+0.0017481i,-9.5883e-05+0.0018303i,0.00027603+0.0016351i,-0.00010507+0.0011947i,-0.00011192+0.0004175i,0.00021769-0.0002151i,0.00050013+0.00010331i,0.00074592+0.00059973i,-0.00010805+0.00049162i,-0.00083179-0.00024607i,-0.00034441-0.00037052i,0.00043738+0.00067983i,0.00084858+0.0011529i
0.00015803-0.0010136i,7.7781e-05-0.0010585i,0.00029375-0.00080125i,0.0013961+0.00031156i,0.0011824+0.0015728i,0.00052507+0.0022544i,0.00015213+0.0014507i,-0.00044449+0.00035766i,-0.00046816+0.00059111i,1.785e-05+0.0016321i,0.00049338+0.0019619i,0.00022263+0.0013203i,-3.1746e-05+0.0012082i,0.00018346+0.0014224i,0.00017907+0.0011811i,0.00028618+0.0010743i,0.00018462+0.00082376i,-0.00021669+0.00070053i,-0.00040756+0.00052916i,-0.00051627-4.6932e-05i,-0.00076876-0.00041622i,-0.00063454-0.00031997i,0.00054364+8.4565e-05i
0.00097654+0.0014447i,0.0022231+0.0014932i,0.0023358+0.00070388i,0.0010597-0.00034369i,0.00079483+0.00030074i,0.00054405+0.00018674i,0.00069054-0.00014927i,0.00048954+0.00016442i,0.00016654+0.00019562i,0.0013868-2.7996e-05i,0.0020278-0.00013855i,0.0016021-7.1856e-05i,0.00051311-0.00038771i,-0.00022229-0.00067461i,-3.3537e-05+4.7217e-05i,0.00019666+0.00055116i,3.6037e-05+0.00016593i,0.00067372-0.00010384i,0.00056907+0.00098192i,0.00012773+0.0015317i,0.0003164+0.00072349i,0.00039332+0.0001029i,-9.8556e-05+0.00022277i
-0.00020528-0.00074212i,-0.00017688-0.00037957i,-0.000524-0.00091518i,-0.00045583-0.00061477i,-0.00064025+0.00073446i,-9.0982e-05+0.00099169i,0.0012165+0.00034767i,0.0021274-0.00070764i,0.001846-0.00079767i,0.00091456-0.00039454i,0.00059625-0.00027709i,0.0010926+6.8327e-06i,0.00042846-0.00040724i,0.00020844-0.00083754i,0.00095031-0.001087i,0.00041893-0.0008997i,0.00013987-0.00032124i,0.00027122+0.00022662i,0.00026262+0.00062576i,0.00029506+0.00051207i,0.00048292+0.00039604i,0.00070311+4.7344e-05i,-0.00019162-0.0010175i
-0.00019982-0.00018051i,0.00059515+0.00036114i,0.0001499+0.00062893i,-0.00025359+0.0014072i,0.00032767+0.0015905i,0.00078792+0.0011531i,0.00045285+0.00049702i,-8.8657e-05-0.00012573i,-0.00044913-0.0008133i,-0.00018062-0.0010578i,6.6864e-05-0.0010101i,0.00062393-0.00035571i,0.00060302+0.0001771i,0.00044312-0.00021304i,0.0007468-0.00045372i,0.00054729-0.00044869i,-0.00010511-0.00027708i,-0.00025357-0.00016689i,-0.00036132-0.0004132i,-0.00011169-6.6982e-05i,0.00034605+0.00011983i,0.00068051-5.09e-05i,0.00052568-0.00014428i
-0.00036017+0.00016906i,-0.0013166+0.00053686i,-0.0014828+0.00010788i,-0.00084244+1.9161e-05i,-0.00069941+0.000473i,-0.0011764+0.00030247i,-0.00097077-0.00066485i,-0.0011958-0.00081355i,-0.0016274-0.000434i,-0.0016103-0.00052838i,-0.00057734-0.00041793i,-4.2885e-05-0.00052224i,-0.00036644-0.00087788i,-0.00030457-0.00032104i,-0.00012963-2.0853e-05i,0.00019462-0.00011142i,0.00022775-0.00056673i,1.1425e-05-0.00078987i,-0.00020682-0.0009908i,-1.9841e-05-0.00044852i,0.00050187+0.00054653i,0.00019205+0.0010235i,0.00010194+0.00072841i
-0.0018059-0.0015249i,-0.0029934-0.0013093i,-0.0028815-0.00014715i,-0.002036+0.0012986i,-0.00086389+0.0019254i,0.0014268+0.0022934i,0.0023395+0.0012649i,0.001245+0.00026781i,-0.00058945+0.00058423i,-0.0017058+0.0009294i,-0.0014131+0.0016861i,-0.00015059+0.0023683i,0.00049444+0.0018493i,0.00026486+0.0006803i,0.00063131+0.00050315i,0.00027025+0.00012235i,4.5879e-05-0.00022728i,0.00052074-0.0005828i,0.00061868-0.000305i,0.00073796+0.00074853i,0.0007478+0.0006714i,0.00035577-0.00060812i,0.00022596-0.0011174i
