-0.00042503+0.00012941i,-0.00025173+0.0001082i,-0.0012228+0.00057444i,-0.002197+0.00087141i,-0.0030201+0.0021488i,-0.0029738+0.0039537i,-0.0017447+0.0042662i,-0.0010705+0.0029682i,-0.00057888+0.00092102i,0.00028466+9.7563e-05i,0.00053827-0.00050952i,0.00032471-0.00067137i,0.00022181-0.0001641i,5.747e-05-0.00033291i,9.8654e-05+2.8923e-05i,-0.00015079+0.00085512i,9.6433e-05+0.00043888i,0.00025631-0.00023926i,0.00031398+0.00051365i,0.00083577+0.00066503i,0.00090186+0.00074146i,0.00022181+0.00052005i,-0.00015061+0.00021354i
0.0026057-0.00042516i,0.0021347-0.00037878i,0.0012216+0.00062137i,-0.00018099+0.0011148i,-1.1644e-05+0.002394i,0.0022795+0.0044513i,0.0049655+0.0048159i,0.0064903+0.0028662i,0.0047962+0.00079714i,0.0012981+0.00030672i,-0.00068017+0.0012286i,-0.0018743+0.0022454i,-0.0029553+0.0031083i,-0.0026331+0.0035024i,-0.0019551+0.0039912i,-0.0017011+0.0042089i,-0.0001289+0.0024094i,0.000744+1.3952e-05i,-0.00054582-0.00019923i,-0.0028375+0.0007576i,-0.0029653+0.0011801i,-0.0016949+0.00076955i,6.3122e-05+0.00027342i
-0.0014656+0.00049649i,-0.0029072+0.0026839i,-0.0017736+0.0033896i,0.00062524+0.0034723i,0.0021713+0.0040803i,0.0027566+0.0039169i,0.0029908+0.0038724i,0.0024285+0.0040273i,0.0018213+0.0022686i,0.0011024-0.0006969i,0.0004369-0.0034222i,0.00045589-0.005195i,0.0015845-0.0056364i,0.0033113-0.0040734i,0.0034702-0.0038639i,0.0022775-0.0045499i,0.0005818-0.0029941i,0.00039506-0.00083655i,0.0013657+0.00017651i,0.0019924+0.00025388i,0.0022434+0.00027261i,0.0012298+0.0010299i,0.00051138+0.0015532i
-0.002214-0.0047996i,-0.0025405-0.004391i,-0.0042252-0.0029266i,-0.0046223+2.9264e-05i,-0.0021944+0.003617i,0.0019384+0.0054344i,0.002999+0.0042469i,0.0014106+0.0016083i,-2.499e-05-0.00024404i,0.00082272+0.00033268i,0.0020505+0.0018737i,0.0020019+0.0035985i,0.0018802+0.0043958i,0.00086722+0.0041848i,-0.00037517+0.0047817i,-0.00093403+0.0050204i,-0.00058254+0.0038074i,0.00060063+0.0023289i,0.00055731+0.0015121i,6.3259e-05+0.00038808i,0.00055663-0.00066781i,0.00032324-0.00026993i,-0.00019738+0.00036041i
-0.00035598-0.00077033i,-0.0015962+0.0019983i,-0.0026283+0.0043288i,-0.0017233+0.0067642i,4.9876e-05+0.0073923i,0.001382+0.0055312i,0.0029646+0.0046599i,0.0037994+0.0033908i,0.0016234+0.0021794i,-0.0002464+0.0014763i,-0.0001158-0.0014478i,-0.00039136-0.0046933i,-0.00021073-0.0052349i,0.00078471-0.0047421i,0.0012146-0.005449i,0.00098336-0.0062911i,0.00050344-0.0053976i,-0.00041616-0.0037898i,-0.00064385-0.0021955i,-4.1167e-05-0.00025938i,0.00096509+0.001115i,0.0014085+0.0014818i,0.0011498+0.0011933i
-0.00044136+0.0019949i,-0.0020152+0.00082218i,-0.0024908+0.00062921i,0.00012714+0.0014116i,0.0023065+0.0020095i,0.002135+0.0037599i,0.0012879+0.0049043i,0.00039044+0.0046424i,0.00027068+0.00249i,-4.3267e-05-0.00020258i,-0.00049665+0.00026141i,4.3408e-05+0.0020805i,0.00095633+0.0033607i,0.001267+0.0035293i,0.0015125+0.0042876i,0.0012859+0.0058247i,0.00062097+0.0054267i,-1.7424e-05+0.0038921i,-0.0002059+0.0019099i,-0.00023439+0.00027259i,-0.00052863-0.00021203i,-0.00037321+0.00039522i,0.00052755+0.00032217i
0.00074343-0.0010039i,0.0025402-0.0015883i,0.0040747-0.00024077i,0.0020997+0.0018099i,0.00031232+0.002974i,0.0024424+0.0040409i,0.0041079+0.0035019i,0.0037242+5.1421e-05i,0.0030713-0.0025145i,0.003096-0.0035691i,0.0024321-0.0053661i,0.00091165-0.0056292i,-3.8774e-05-0.004239i,-0.00021933-0.0027259i,-0.00064656-0.0029323i,-0.0015921-0.0047073i,-0.0014891-0.0041897i,-0.0012559-0.0025564i,-0.00069752-0.00095802i,0.00017984+7.9678e-05i,-0.00016446-0.00040881i,0.00019112-0.0012603i,0.0012467-0.00079581i
-0.0012988-0.0014448i,-0.0030103-0.00012497i,-0.0050602-0.00020034i,-0.0041511+0.00039953i,-0.0013003+0.0025834i,0.0018904+0.0044603i,0.0036645+0.005135i,0.0037281+0.004736i,0.0025774+0.0037476i,0.0015664+0.0039077i,0.00098351+0.0043794i,-0.00013565+0.0040392i,-0.00088782+0.0033542i,-0.00029264+0.0020752i,4.3596e-05+0.002793i,-1.8173e-05+0.0041817i,0.00077704+0.0035791i,0.0012572+0.001754i,0.0010501+0.00043828i,0.00080714+0.00025537i,0.00090638+0.00028553i,0.00095061+0.00106i,0.00087824+0.0014262i
-0.0017184+0.0018255i,-0.0027608+0.0016784i,-0.0027891+0.0024264i,-0.00032763+0.0036644i,0.0025308+0.0038208i,0.0028531+0.0031151i,0.0009109+0.0032071i,-0.00081256+0.0028268i,-0.0028268+0.00093327i,-0.0037765-0.0017015i,-0.0022063-0.0034859i,-1.0799e-05-0.004155i,0.00090088-0.0038471i,0.0013855-0.0037614i,0.0015499-0.0052048i,0.00075191-0.0059176i,6.3139e-05-0.0041958i,-0.00012411-0.0019234i,-2.2481e-05-0.00034935i,0.00015546+0.00029053i,0.00040459-0.00021941i,0.0008915-0.00031963i,0.00053441+0.00021798i
0.0012758-0.0016097i,0.0017129-0.0028494i,0.0013884-0.0017232i,0.0024591-0.00021719i,0.0038437+0.0016189i,0.0036127+0.0038696i,0.0037288+0.0047451i,0.0045016+0.0023304i,0.0041077-0.00076037i,0.0030052-0.0018351i,0.0015342-0.00079932i,-0.00026207+0.0017897i,-0.00090973+0.0040771i,-0.00121+0.0045573i,-0.0010724+0.0050311i,-0.00087311+0.0057927i,-0.00067337+0.0049979i,1.5956e-05+0.002239i,0.00013176-0.00032123i,0.00028077-0.0003793i,0.0011358+0.0010229i,0.00061414+0.0018569i,1.3014e-05+0.0012848i
-0.0022227+0.0003922i,-0.0041599+0.0029134i,-0.0055641+0.0043952i,-0.0037451+0.0045669i,-6.6311e-05+0.0051649i,0.0032662+0.0067343i,0.0047097+0.0065644i,0.0041826+0.0045684i,0.0028287+0.0031676i,0.0021244+0.0021021i,0.002512-0.00054502i,0.0020811-0.0047821i,0.0015052-0.0064572i,0.0014857-0.0052182i,0.0011637-0.0046246i,0.0008906-0.005314i,0.0010057-0.0051662i,0.00058903-0.0038405i,-0.00046488-0.0024968i,-0.0014423-0.001458i,-0.0020915-0.00071544i,-0.00059148+0.00012634i,0.00055596+0.0001869i
-0.0022277-0.00059486i,-0.0021327-0.0007486i,-0.0014349-0.00042888i,-0.00020936+0.0012055i,0.0012462+0.0041953i,0.0022489+0.0055515i,0.0011759+0.0047322i,-0.0011619+0.0036223i,-0.0030868+0.0028478i,-0.0037024+0.00197i,-0.0024613+0.0021851i,-0.00078031+0.0037823i,0.00039378+0.0045516i,0.0017323+0.0040097i,0.00091384+0.0040396i,-0.00054488+0.0056423i,-7.1461e-05+0.0059243i,0.00065107+0.0039836i,0.0012217+0.0019769i,0.0018896+0.00078526i,0.0013823+0.00030813i,0.00019669-5.416e-05i,0.00048308+0.00019472i
0.0041709-0.00036954i,0.0039926-0.0014724i,0.0017976-0.00099772i,-0.00019703+0.00039401i,9.1791e-05+0.0017522i,0.0014174+0.0029091i,0.0027542+0.0034241i,0.0040239+0.0013201i,0.0037974-0.0022704i,0.0022804-0.0049115i,0.00087124-0.0060094i,-0.00023326-0.0054932i,-0.00048967-0.0038767i,-0.0001669-0.0023165i,3.643e-05-0.002653i,0.00052044-0.0044945i,0.00095606-0.0049158i,0.00012454-0.002981i,-0.0016625-0.00091492i,-0.0029488-0.00012223i,-0.0023946-0.0005512i,-0.0004366-0.00072996i,0.0014955-0.00026775i
-0.0022684+0.00088959i,-0.0023191+0.0021161i,-0.0022275+0.0024323i,-0.0005212+0.0038201i,0.0035799+0.0063918i,0.005988+0.0074691i,0.0050208+0.0068437i,0.0039578+0.0056496i,0.004181+0.0046133i,0.0042672+0.0035469i,0.0027402+0.0022963i,0.00038386+0.0027403i,-0.00079068+0.0035436i,-0.00012016+0.0025149i,0.00078312+0.003164i,0.00082151+0.0059238i,0.00099039+0.0069496i,0.00093248+0.0053963i,0.0002341+0.0031721i,0.00034776+0.0021961i,0.00072666+0.00155i,0.00012569+0.00059953i,-0.00051535+0.00027585i
-0.0023883-0.0019658i,-0.0038556-0.001587i,-0.0035988+0.00022213i,-0.0018812+0.0013324i,-0.00074269+0.0017638i,0.00021849+0.0029954i,0.00033409+0.0030449i,-0.0012837+0.00099414i,-0.0033854-0.00019324i,-0.0039431-0.00019275i,-0.0021821-0.0016472i,0.00047633-0.0033062i,0.0025071-0.0042044i,0.0021393-0.0039986i,0.0005288-0.0040025i,-3.765e-05-0.0060199i,-4.6705e-05-0.0063371i,-0.00020869-0.0050177i,-0.00074964-0.0036927i,-0.000416-0.0016258i,0.00046852-0.00077669i,0.0001334-9.147e-06i,-4.1068e-05+0.000384i
0.00034797-0.00054598i,0.00071605+0.00081628i,0.0012246+0.0011615i,0.0012287+0.00093464i,0.0018933+0.0022525i,0.0029267+0.0041364i,0.0035142+0.0030746i,0.0037404+2.5736e-05i,0.0030424-0.0027341i,0.0015946-0.0034763i,-0.00066384-0.001788i,-0.0028415+0.0015008i,-0.0027051+0.0033863i,-0.00088337+0.003519i,0.0002432+0.0039593i,0.0005065+0.0051046i,0.00010468+0.0063784i,0.00016076+0.0048613i,0.0010144+0.0031212i,0.0011399+0.0025082i,0.00048416+0.0020986i,-0.00036678+0.0019906i,-0.00055715+0.0015474i
-0.001617+0.0034857i,-0.0018504+0.0040811i,-0.0019185+0.004561i,-0.00063329+0.0045645i,0.0007016+0.0049805i,0.0022498+0.0053629i,0.0034275+0.006333i,0.0040865+0.0061864i,0.0048589+0.0047393i,0.0054348+0.0019233i,0.0048803-0.0015859i,0.0038645-0.0046408i,0.0028202-0.0061341i,0.0015027-0.0057337i,0.00066408-0.0048162i,0.0013079-0.0045387i,0.0017808-0.0051272i,0.00018513-0.0050345i,-0.00099236-0.0039262i,-0.0007752-0.0027698i,-0.00046293-0.0017259i,0.00029868-0.00056426i,0.00030659+0.00028305i
0.0011783-0.0023976i,0.00010137-0.0037208i,-0.0020505-0.0031819i,-0.0031191-0.00051511i,-0.0014634+0.002443i,0.00032939+0.004667i,0.00016008+0.0051243i,-0.0016645+0.0035157i,-0.0033454+0.002213i,-0.0033502+0.0025439i,-0.0016749+0.0030739i,-0.00095187+0.0040714i,-0.00084354+0.0049526i,-0.00019941+0.0050294i,0.00033282+0.0048563i,-0.00086583+0.0047497i,-0.0028558+0.0045078i,-0.0021527+0.0039748i,0.0005075+0.0031578i,0.0013714+0.0021891i,0.00038179+0.0015391i,-0.00048772+0.0014146i,-0.00088533+0.00062128i
-0.00010161+0.00077066i,-0.00061285+0.0014692i,-0.0014093+0.0028315i,-0.00019427+0.0039623i,0.0028223+0.0033079i,0.0048253+0.0032955i,0.00483+0.0031091i,0.0038391+0.00018129i,0.0019821-0.0029122i,0.00031582-0.0042852i,0.00048492-0.00449i,0.0014552-0.0051393i,0.0021344-0.0056916i,0.0016004-0.0054021i,0.00069491-0.0049975i,0.0020265-0.005645i,0.0037969-0.0061959i,0.0034236-0.0046474i,0.0019249-0.0029747i,0.00083807-0.0027439i,0.00021772-0.0025112i,-0.00024106-0.001245i,-0.00030931-0.00035552i
3.1419e-05+0.0013652i,-0.00075531+0.0025735i,-0.00036391+0.0034777i,0.00054742+0.0035953i,0.0001931+0.0039018i,0.0011649+0.0058941i,0.0032183+0.0062802i,0.0044277+0.0045322i,0.0041673+0.0026096i,0.0034131+0.00090481i,0.0027191-0.00039765i,0.00074016+0.00034414i,-0.00081987+0.0024939i,-5.7719e-05+0.0041159i,0.00058216+0.004876i,-0.00088419+0.0055011i,-0.0023834+0.0059314i,-0.002456+0.0052379i,-0.0024251+0.0044885i,-0.0021153+0.0036592i,-0.0012773+0.0027823i,-0.00059509+0.0017466i,6.1167e-05+0.00086263i
0.0010559-0.0013041i,0.00062124-0.0025869i,-0.00028836-0.0025727i,0.00030692-0.00047628i,0.002231+0.00149i,0.0029663+0.0030244i,0.0017365+0.0042176i,-0.00042515+0.0045807i,-0.0022392+0.0041804i,-0.0019456+0.0025181i,0.00015937-9.2977e-05i,0.0016242-0.001986i,0.0023337-0.0030996i,0.002518-0.0036353i,0.0011924-0.0039601i,0.0018964-0.0045007i,0.0042764-0.0049012i,0.004148-0.0048061i,0.0021153-0.0035523i,0.0011449-0.00192i,0.0011307-0.00095789i,0.001037-0.00054907i,0.0013037-0.00028542i
0.00016809+6.1942e-05i,-0.00049125+0.00096404i,-0.0020159+0.0016701i,-0.0028627+0.0015817i,-0.0009849+0.0035006i,0.0019727+0.004755i,0.0018835+0.0030215i,0.00018139+0.0011795i,1.6944e-06-0.00075805i,0.00012771-0.0018349i,-0.00043488-0.0017364i,-0.0016933+0.00016816i,-0.0023658+0.002927i,-0.0024091+0.0038629i,-0.0021187+0.0042341i,-0.0030953+0.0044442i,-0.0045148+0.0035915i,-0.0039983+0.0027045i,-0.0025791+0.0025152i,-0.0010693+0.0021472i,-4.1073e-05+0.0013937i,-0.00011958+0.00091066i,-0.00017941-6.6865e-05i
-0.00033113+0.00010832i,-0.0010974-8.9441e-05i,-0.0013006+0.00085138i,-0.00036161+0.00071907i,0.00043968+0.00071342i,0.0015386+0.0026309i,0.0027092+0.0043334i,0.0036377+0.0029711i,0.0037845+0.00040007i,0.0038504-0.0013164i,0.0047779-0.0026876i,0.0048876-0.0035998i,0.0050374-0.0041076i,0.0047191-0.0041333i,0.0034281-0.0044592i,0.003964-0.0032327i,0.0047596-0.001971i,0.0039435-0.0015165i,0.0026173-0.00089328i,0.001527-0.00024842i,0.0007573+0.00024089i,0.00052678-0.00037196i,0.0010838-0.00068875i
0.0019715+0.00095213i,0.0025408+4.7325e-05i,0.0035982-0.000442i,0.0033062+0.00029858i,0.0029636+0.0017159i,0.0036602+0.0031206i,0.0036143+0.0039811i,0.0019578+0.0039327i,0.00045338+0.0029741i,-0.00067172+0.0018861i,-0.00099821+0.0015795i,-0.0027407+0.0019567i,-0.0049641+0.0032582i,-0.0051159+0.0041392i,-0.0048058+0.0035859i,-0.0051367+0.0022432i,-0.0050678+0.00076749i,-0.0043498+8.3483e-05i,-0.0031105-0.00019255i,-0.0014717+0.00011437i,-0.00050431+0.001084i,-0.00046731+0.0011647i,-0.00046434+0.0007268i
-0.00080089-0.00017763i,-0.0014556+0.00081278i,-0.0020441+0.002524i,-0.0018344+0.0038203i,-0.00042637+0.0048667i,0.0013341+0.005147i,0.0020123+0.0036248i,0.0013529+0.0015214i,-0.00017804+0.00037372i,-0.00097257-0.00057678i,-0.00069209-0.0011121i,0.00053283-0.0019397i,0.0030767-0.0033431i,0.0048375-0.0036682i,0.004919-0.0033157i,0.0043883-0.0022441i,0.0043503-0.00019112i,0.0043408+0.00086626i,0.0033856+0.00073545i,0.0017758-0.00011067i,0.00093351-0.00058653i,0.0011879-0.00028641i,0.0016392-5.4713e-05i
-0.00062937-0.00066216i,-0.0021486-0.00071533i,-0.0022033-0.00010668i,-0.00034892+0.0014862i,0.0016006+0.0022719i,0.0017293+0.0012763i,0.00089487+0.0014698i,0.0010057+0.0016158i,0.0010305+0.00018682i,0.00039915+0.0003644i,1.9272e-05+0.00089337i,-0.001093+0.00089677i,-0.0022942+0.0016003i,-0.002992+0.0019657i,-0.0038376+0.0010666i,-0.0041479+0.00063217i,-0.0037339+0.00030065i,-0.0034861-0.00071448i,-0.0030828-0.00047182i,-0.0012812+0.0012621i,-0.00031117+0.0024852i,-0.00011545+0.0017049i,-5.5359e-06+0.00072787i
0.0011287+0.0010734i,0.0032475+0.0023358i,0.0030045+0.0024762i,0.00096944+0.0025311i,0.0012787+0.0033561i,0.0029991+0.0049148i,0.0028855+0.0049942i,0.0022771+0.0035357i,0.0015217+0.0018067i,0.00072802+0.00073203i,0.0012376+0.0004483i,0.0027487-0.00017427i,0.0042711-0.00095193i,0.0051298-0.00079726i,0.0054879-0.00076361i,0.0055568-0.00098302i,0.0044422-0.00040012i,0.0028565+0.00030509i,0.0017548+0.00035357i,0.0011431+8.8608e-05i,0.00084822-0.0003913i,0.0012074-0.00076065i,0.0015705-0.00048523i
-0.002858+0.00089831i,-0.0029185+0.001479i,-0.0029645+0.0021892i,-0.0014465+0.0023616i,0.00029087+0.0029813i,0.00089179+0.0032561i,0.0017513+0.0035133i,0.0019458+0.0027794i,0.0010737+0.0014516i,0.00015984-0.00064469i,0.00037345-0.0020609i,-0.00050478-0.001682i,-0.003186-0.0015025i,-0.0043825-0.0020358i,-0.0045365-0.0012352i,-0.0036082-0.00021939i,-0.0024039-0.0011257i,-0.0021222-0.0020842i,-0.0015659-0.0014228i,-0.00044501-9.8432e-05i,0.00041907+0.0010927i,-0.00019496+0.0014011i,-0.0003086+0.00059035i
-0.00077083+9.9552e-05i,-0.00039674-0.0010879i,0.0007236+0.00026793i,0.0026239+0.0017893i,0.0046285+0.0022065i,0.0046631+0.0025403i,0.0023887+0.0026701i,0.00052389+0.0013442i,0.00017429+0.00016616i,0.00095981-0.00014401i,0.0021888-0.00058066i,0.0025221-0.00065923i,0.0030917+0.00026167i,0.0043724+0.0015306i,0.0035458+0.0012777i,0.0023932+0.00058094i,0.0022283+0.0013441i,0.0013043+0.0019816i,-0.00026356+0.0018355i,-0.00078432+0.00099596i,0.00051667-7.8377e-05i,0.0011504+0.0002011i,0.0004356+0.00055512i
-0.0010221+0.0024991i,-0.0017352+0.0045711i,-0.0015594+0.0048929i,-0.00092273+0.0045943i,0.00036274+0.0043309i,0.002189+0.0035213i,0.0025065+0.0031789i,0.0014984+0.0016918i,0.00021259+7.6681e-05i,-7.4555e-05-0.000445i,-0.00016413-0.0009561i,-0.00168-0.0017094i,-0.0035737-0.0019001i,-0.0036687-0.0023491i,-0.0024778-0.0026573i,-0.0017379-0.0025838i,-0.0010082-0.0030547i,-8.5479e-05-0.0030165i,0.00063913-0.0017058i,0.00084758-0.00019605i,0.00019223+0.00069598i,-0.00010749+0.0011265i,0.00064102+0.0012339i
-0.00072314-0.0017484i,-0.0029661-0.0025932i,-0.0029769-0.0020653i,-0.0011936-0.00088012i,0.00073345+0.0010505i,0.0022109+0.0027204i,0.0033321+0.0025967i,0.0040308+0.0017586i,0.0034599+0.00024364i,0.0017122-0.001019i,0.00074021-0.00094113i,0.0010495-0.00018098i,0.0030969+0.00095896i,0.0042554+0.0028805i,0.0033212+0.0034532i,0.0016623+0.0022308i,0.001064+0.0021321i,0.00056241+0.0023884i,-0.00014918+0.0019121i,6.4513e-05+0.00069934i,-5.0082e-05-1.437e-05i,0.00012801+0.00097771i,0.00048041+0.0017127i
-0.0010273-0.0010482i,-0.0011224+0.0014557i,-0.0027805+0.0043124i,-0.0022416+0.0061237i,0.001076+0.0056712i,0.003043+0.0038912i,0.0012225+0.0022051i,-0.0015112+0.0013723i,-0.0018429+0.0019812i,-4.9039e-05+0.0019607i,0.00031743+0.0010981i,0.0001712+0.00017426i,-0.00040634-0.00068959i,-0.0017978-0.0024906i,-0.0013031-0.0044668i,-0.0011966-0.0037169i,-0.00078577-0.0024481i,0.00052695-0.0023643i,0.00010485-0.0016092i,-0.00062412-0.00046644i,-0.00078026+0.00024905i,-0.00054726-0.00015775i,-0.00020646-0.0004065i
-0.0046164+0.0039843i,-0.0038513+0.0045173i,-0.0008258+0.0052375i,0.0021811+0.0033224i,0.0028522+0.0010858i,0.0028452+0.0005926i,0.0023996+0.0005305i,0.001979-0.00060459i,0.00064158-0.0014521i,-0.00073064-0.00067496i,-0.00022906-0.00018404i,0.00076533+8.3533e-05i,0.0011175+0.0011158i,0.00090586+0.0019154i,0.0005575+0.0018255i,0.00054225+0.00066543i,0.0010732+0.00021151i,0.00026026+0.00015745i,-0.0012098-0.00039097i,-0.00060858-0.00094681i,0.00087734-0.0012532i,0.0012274-0.00039253i,0.00023056+0.0004431i
-0.0031571+0.00099984i,-0.0023431+0.0014i,-0.00095659+0.0044663i,0.0015315+0.0064802i,0.0043879+0.0061391i,0.0043839+0.0043352i,0.0022999+0.003113i,0.0011123+0.0020947i,0.0016293+0.00053395i,0.0026358-0.00074222i,0.0017516-0.0023452i,6.0245e-05-0.004495i,-4.4226e-05-0.0054933i,0.0014868-0.0059393i,0.0022126-0.0054577i,0.0016278-0.003306i,0.00073224-0.0011367i,0.00064175-0.00072106i,0.00063919-0.0005579i,8.9246e-05-9.341e-06i,-0.00023982+0.00033965i,0.00023087+0.00053693i,0.00061881+0.00012808i
-0.021389+0.012828i,-0.01709+0.020854i,-0.010342+0.030542i,-0.00014791+0.026462i,0.011119+0.018308i,0.014256+0.0070706i,0.0073646+0.0013595i,0.0021791+0.00070966i,0.00021213+0.0018942i,0.0028485+0.0038041i,0.0065781+0.0013969i,0.0058353-0.0021429i,0.0040176-0.0040817i,0.0044828-0.0073349i,0.005441-0.0095638i,0.0043155-0.0061113i,0.0015012-0.00065791i,-0.00094084+0.00033969i,-0.002962-0.0020213i,-0.0038583-0.0025987i,-0.0023756-0.00040194i,0.00058499+0.0019829i,0.0027703+0.0024838i
0.007037-0.0057937i,0.003553-0.0086218i,-7.6139e-05-0.011305i,-0.0029963-0.0076961i,-0.0052669-0.00084082i,-0.0055881+0.0064896i,-0.0026505+0.009734i,-2.3876e-05+0.0074668i,0.0004062+0.003347i,-0.00095307+1.0673e-05i,-0.0012176-0.0023308i,-0.00039673-0.0028363i,-0.00066294-0.0010857i,-2.8916e-05+0.0013668i,0.00043826+0.0026543i,-0.00060635+0.0021131i,-0.00096524+0.00062557i,0.00060437-5.4978e-05i,0.0023828+0.00057938i,0.0018264+0.0010794i,0.00039657+0.00046207i,-0.00092353-0.00017559i,-0.0015067-0.0001233i
0.0032487-0.0026746i,0.002274-0.0034656i,-0.001078-0.0021832i,-0.0042066+0.0015068i,-0.0026874+0.0055403i,0.00037209+0.0076952i,0.0017498+0.0056242i,0.0013893+0.0023445i,0.00040845+5.5252e-05i,1.6475e-05-0.0014734i,-0.00035898-0.00049621i,8.5009e-05+0.00078314i,0.00055109+0.0026221i,-0.0006358+0.003919i,-0.0021277+0.003187i,-0.0018935+0.001822i,-0.00046886+0.00074059i,0.00032936+0.00041702i,0.00043935+0.00044949i,0.00080563+0.00064277i,0.00098553+0.0002686i,0.00053407+0.0001066i,0.00047684-5.2961e-05i
-0.00084119-0.00048596i,-0.0021612-0.00028454i,-0.0029549-0.00060265i,-0.0024588+0.00072101i,-0.0015597+0.0029963i,-1.1951e-05+0.0054684i,0.0028634+0.0062196i,0.0041074+0.0050414i,0.0025111+0.0028864i,0.00088682+0.0006249i,0.00021597-0.00074738i,-0.00014588-0.0012951i,-0.00022274-0.00097649i,0.0010379+0.00032594i,0.0014749+0.001669i,0.00055914+0.0012785i,2.2254e-05+0.00058641i,9.9072e-05+0.00068668i,0.00029682+0.00121i,-0.00048095+0.00081657i,-0.0010639-0.00039668i,-0.00046019-0.00028682i,0.00021428-5.7475e-05i
0.0023251+0.00071559i,0.0038261+0.00063799i,0.0032407+0.00093773i,0.0015879+0.0011138i,0.0016279+0.0016732i,0.0016286+0.0036487i,0.00040524+0.0044282i,-0.00016611+0.0036621i,-0.00016965+0.0027885i,0.00025986+0.0019015i,0.0009712-0.00043494i,0.0011339-0.0017399i,-0.00012087-0.00053945i,-0.001856-0.00023172i,-0.0017909-0.000312i,-0.0010079-2.8489e-05i,-0.0008016+0.00085597i,-0.00095788+0.0015154i,-0.00089908+0.00075948i,-0.00020008+0.0001491i,0.00079164-0.00016703i,0.00121-0.00084979i,0.0011659-0.0012233i
0.0015844+0.0008343i,6.7003e-05+0.0012237i,-0.0014098+0.0002649i,-0.00077513+0.0011818i,0.001085+0.0038486i,0.0018098+0.0052302i,0.001508+0.0047679i,0.00083305+0.0025643i,0.00027702+0.00027153i,0.00032586-0.00057823i,2.7395e-05-0.0011026i,0.000966-0.0010405i,0.0026488-0.00033222i,0.0028216+0.00024761i,0.0017129+0.0010993i,-0.00055951+0.0015939i,-0.0010064+0.00094302i,-0.00024144+0.00059737i,-4.3751e-05+0.0005571i,-3.4451e-05+0.00029866i,-0.00046641+0.00063467i,-0.00058749-0.00013363i,-0.00061128-0.00042347i
0.00049961-0.0012283i,-0.00030981-0.0021037i,-0.00021355-0.0013754i,0.00053096+0.00053747i,0.0015456+0.0021459i,0.0023962+0.0044361i,0.0030449+0.0047778i,0.0038899+0.0030338i,0.0036952+0.00082799i,0.0024902-0.0011817i,0.0013051-0.0011517i,-0.00054526+0.00030235i,-0.001297+0.0012722i,-0.00080938+0.00054792i,-0.00014611-0.00031187i,0.00053614-0.00038682i,1.9584e-05-0.00023493i,-0.00037468-0.00058409i,-0.0001103-0.00098598i,0.00022668-0.0012404i,0.0011007-0.0011743i,0.0010633-0.000185i,0.00070077+0.00016423i
-0.00065642-0.00044967i,-0.0011082-0.00080069i,-0.0012771-0.00097755i,-0.0010345+0.00024711i,-0.00062627+0.0015133i,0.00066736+0.0033369i,0.0021929+0.0043021i,0.0012995+0.0034165i,0.0005253+0.0028681i,0.0017117+0.0024304i,0.001724+0.00055865i,0.0012739-0.0013538i,0.0012753-0.00092776i,0.0011389+3.8886e-05i,0.00044829+0.00062679i,-0.0006285+0.00064476i,-0.0011111+7.4616e-05i,-0.0012196-4.4365e-05i,-0.0011428+0.0004463i,-0.00066934+0.00095791i,-0.00056242+0.00043374i,-0.00070729-0.00014715i,-0.00039444-0.00013148i
-0.0013109-0.0010168i,-0.0010634-6.1453e-05i,-0.0019972+0.00031938i,-0.0022553+0.0013287i,-0.00098688+0.0032357i,-1.556e-05+0.0044081i,-0.00040374+0.0040783i,-0.00056868+0.0028791i,6.7701e-06+0.0010999i,-0.00014168+0.00038073i,4.3552e-05+0.00038384i,0.00066678-0.00031984i,0.00068054-0.00043584i,0.00071878-0.00055438i,0.0012118-0.00099284i,0.0011965-0.00047257i,0.000742+0.00017302i,0.00044326+0.00011291i,8.7447e-05-0.00032299i,-3.1636e-05-0.00055333i,0.00042638-0.0012179i,0.00059884-0.0008526i,0.00011522+0.00049412i
0.0028052+0.00090156i,0.0024982+0.00075807i,0.0017665+0.00020054i,0.0015237-3.2653e-05i,0.0022861+0.0012677i,0.0030077+0.0029313i,0.0024515+0.0038486i,0.0014224+0.0024427i,0.001398-0.00044381i,0.0013391-0.0017283i,0.00037302-0.0018105i,0.00096373-0.0017147i,0.0021406-0.00082038i,0.0012075-0.00039278i,-3.2781e-05-0.0002674i,-0.00012571-0.0003894i,0.00016482-0.00074395i,-0.00012995-5.3074e-05i,-0.00020231+0.00092043i,-0.00051581+0.00034327i,-0.00057173-0.00014772i,-0.00038036+3.282e-05i,-0.00039877-0.00051198i
-0.0023607-0.001245i,-0.0031812-0.0013782i,-0.0036335-0.001706i,-0.0025862-0.00017839i,-0.00085406+0.0016981i,0.0012612+0.0029772i,0.0028418+0.0042861i,0.0035161+0.0042011i,0.0030651+0.0027111i,0.0023719+0.0017631i,0.0015371+0.00096633i,-4.0846e-05-0.00030661i,-0.00017719-0.0011986i,0.00090057-0.00085065i,0.0015749+0.00065176i,0.0018986+0.0019086i,0.0010384+0.0013532i,0.00032899+0.00035298i,0.00062249+0.00052776i,0.00073487+0.00050442i,0.00026463-0.00015742i,-0.0004319+0.00032352i,-0.00027323+0.00098199i
