-0.0010673+0.00054111i,-0.00068373+0.00014042i,-0.00091616-7.8487e-05i,-0.00090246-0.00094227i,-0.00091272-0.00076899i,-0.0014403+0.00023172i,-0.0012923+0.0010587i,-0.00028354+0.0012454i,0.0012576+0.0015134i,0.0014442+0.00070454i,0.00069155-0.00071081i,0.00023578-0.00096146i,1.7885e-05-0.00017271i,-0.0005478+0.00027309i,-0.00033523+0.00056432i,-0.0001261+0.00075255i,0.0004944+0.00046733i,0.0011307+0.00024243i,0.00071073+0.00062154i,8.4771e-05+0.00046375i,0.0003458+0.00023709i,0.00084496-0.00043189i,0.0005159-0.00079661i
-0.024504+0.031559i,-0.083022+0.072917i,-0.16245+0.10352i,-0.18746+0.085888i,-0.13085+0.034624i,-0.070783+0.0047545i,-0.048152+0.005883i,-0.031373+0.010591i,-0.01364+0.0076393i,-0.0053891+0.0044704i,0.00026543+0.0030317i,0.0057198-0.00080107i,0.0075526-0.0036342i,0.0071534-0.0042208i,0.0065385-0.0045958i,0.0054628-0.0043919i,0.002957-0.0034369i,0.00079945-0.0027685i,-5.5072e-05-0.0036842i,-0.0024838-0.0073143i,-0.0063103-0.010819i,-0.0088402-0.0097854i,-0.0065742-0.0055419i
0.025906-0.021369i,0.089821-0.045786i,0.17061-0.054316i,0.19099-0.028608i,0.12843+0.0060326i,0.064126+0.017157i,0.041158+0.0073581i,0.027627-0.0054193i,0.013258-0.0099473i,0.0055611-0.0078689i,-0.0014044-0.0050781i,-0.0088857-0.0020272i,-0.011989+0.00097756i,-0.011328+0.0025134i,-0.0091148+0.0025538i,-0.0055096+0.0022591i,-0.00045385+0.0024968i,0.0026796+0.0024211i,0.0021758+0.0025577i,0.00019939+0.0060772i,8.681e-05+0.010969i,0.0018587+0.011603i,0.0011486+0.0073673i
-0.031416+0.01789i,-0.092573+0.028009i,-0.16623+0.017426i,-0.17662-0.013357i,-0.10887-0.034481i,-0.045767-0.033125i,-0.025405-0.019492i,-0.015037-0.0025243i,-0.0040729+0.0056948i,0.0011665+0.0047014i,0.005302+0.0039195i,0.011138+0.0024995i,0.013394+0.0011449i,0.010677+0.00080632i,0.0076689+0.0010298i,0.0063431+0.0012618i,0.003686+6.8454e-06i,0.0004696-0.00093661i,-0.00033002-0.002673i,0.0016353-0.0068544i,0.0034623-0.011494i,0.0032889-0.012888i,0.002543-0.0082252i
0.02817-0.0076489i,0.085252-0.0020471i,0.15033+0.027112i,0.15715+0.062183i,0.095792+0.06969i,0.035932+0.054067i,0.011786+0.033984i,0.0033299+0.01096i,-0.0014699-0.0029401i,-0.0037025-0.0033909i,-0.0071694-0.0013278i,-0.011133-0.00086474i,-0.011591-0.00016213i,-0.0081364+0.00053109i,-0.0048033-0.00067204i,-0.0045136-0.0011015i,-0.0033225-3.3998e-05i,-0.00041042+0.00018075i,-0.00062592+0.00073825i,-0.0050778+0.0033699i,-0.0090502+0.0068919i,-0.0078093+0.0083853i,-0.003982+0.0056345i
-0.027696+0.0045316i,-0.076011-0.011298i,-0.12698-0.052925i,-0.12408-0.090351i,-0.065414-0.086538i,-0.014834-0.061293i,0.0032426-0.038394i,0.0060914-0.016816i,0.0054335-0.0049263i,0.0033782-0.0032168i,0.0035404-0.0017363i,0.0063709+0.0012128i,0.0069547+0.0024497i,0.0047626+0.0034786i,0.0034566+0.005086i,0.0033484+0.0045902i,0.0026631+0.00204i,0.00096538+0.00043494i,0.00074349+0.00051469i,0.0050837-0.00046011i,0.0097782-0.0032483i,0.0081456-0.0051209i,0.0026581-0.0039492i
0.023599+0.0039008i,0.063652+0.029129i,0.099799+0.078957i,0.089996+0.1126i,0.0409+0.094981i,0.0013506+0.060491i,-0.012151+0.036883i,-0.011985+0.016865i,-0.0069737+0.0039891i,-0.0025359+0.00154i,-0.00034579+0.0013248i,-0.00022115-0.00028439i,-0.00050888-0.0018201i,0.0005392-0.0034997i,0.0007423-0.0046031i,-0.0012176-0.0034062i,-0.0014742-0.001569i,0.00019629-0.00067847i,-0.00065428-0.0022097i,-0.0054805-0.0037955i,-0.010059-0.0028519i,-0.0084578-0.0012504i,-0.0024942-0.00070891i
-0.019813-0.0055735i,-0.049241-0.036721i,-0.069103-0.089657i,-0.048339-0.11685i,-0.0038073-0.089646i,0.022376-0.050364i,0.024404-0.0272i,0.016081-0.011993i,0.0059683-0.0038664i,-0.0011802-0.0020601i,-0.0039487+0.00031769i,-0.0044038+0.0034566i,-0.0041017+0.0058752i,-0.003341+0.0075257i,-0.001908+0.0075553i,0.00039559+0.0072064i,0.0020551+0.0051258i,0.0022427+0.0017892i,0.0031347+0.0017346i,0.0058407+0.0042603i,0.0079023+0.0051716i,0.006111+0.003649i,0.00092824+0.0022255i
0.01571+0.012991i,0.035087+0.048911i,0.041538+0.10082i,0.017662+0.12076i,-0.016843+0.087224i,-0.034457+0.043297i,-0.031982+0.018508i,-0.016296+0.006933i,-0.0025072+0.00066001i,0.0025578-0.0032172i,0.0042824-0.0051569i,0.0056818-0.0049698i,0.0055182-0.0043804i,0.0039866-0.0032566i,0.0023832-0.0021054i,0.00039831-0.001473i,-0.00024677-0.00042995i,8.6471e-05+0.0013001i,-0.0011024-0.00028389i,-0.0039524-0.0051981i,-0.0062064-0.0072017i,-0.0044798-0.0044292i,0.00029652-0.0010445i
-0.012885-0.013281i,-0.022003-0.047758i,-0.013867-0.096443i,0.016528-0.10943i,0.043624-0.071307i,0.049144-0.028163i,0.035061-0.0071437i,0.013654-0.0012763i,0.0011936-9.7934e-05i,-0.0014221+0.00077539i,-0.0027614+0.0026402i,-0.0043111+0.0048538i,-0.0039053+0.0052488i,-0.0018371+0.003392i,-0.00062965+0.0018595i,5.0378e-05+0.0023895i,0.00045309+0.0020392i,9.453e-05-0.00094806i,-0.0003916-0.0019999i,-0.00048051+0.0016039i,-0.00017356+0.0051904i,-0.00073912+0.0035775i,-0.0026495-0.00023859i
0.0081902+0.015185i,0.01046+0.049831i,-0.0070626+0.09035i,-0.03739+0.093938i,-0.052664+0.054472i,-0.04713+0.013831i,-0.027129-0.0064765i,-0.004623-0.011348i,0.004014-0.0088527i,0.00098666-0.003963i,0.0003777-0.00083512i,0.0029873-0.0010542i,0.0031491+0.00042258i,0.0026217+0.0034885i,0.0024984+0.003233i,0.0017175+0.00022736i,0.0014283-0.00095663i,0.001617+0.00053819i,0.0026867-0.00032578i,0.004298-0.004411i,0.0051389-0.0062653i,0.0049177-0.0037921i,0.0041515+0.000285i
-0.0060796-0.014207i,-0.00011097-0.044136i,0.02582-0.075204i,0.056535-0.070119i,0.062416-0.029544i,0.04475+0.0075097i,0.019726+0.022977i,0.0018154+0.021419i,-0.0027652+0.010683i,-0.0018674+0.0015087i,-0.0028168-0.0012984i,-0.0033656-0.0014069i,-0.0022671-0.0022916i,-0.0018489-0.0027728i,-0.0013751-0.00057887i,-0.00058976+0.0030663i,-8.2934e-05+0.0037799i,-0.00095683+0.0016657i,-0.0038613+0.0011916i,-0.0066149+0.0031661i,-0.0074888+0.0038923i,-0.0059667+0.0012338i,-0.0043913-0.002836i
0.0015858+0.01454i,-0.010134+0.038648i,-0.039294+0.059306i,-0.064779+0.047569i,-0.059038+0.0089882i,-0.036196-0.02347i,-0.014555-0.033909i,-0.00079104-0.026613i,0.0023025-0.013963i,0.0028535-0.0038731i,0.0045965+0.0015644i,0.0037143+0.0043986i,0.0023195+0.0063925i,0.001982+0.0064365i,0.0013344+0.0030062i,0.001375-0.0015945i,0.00074905-0.0034175i,-8.4999e-05-0.0025389i,0.0020977-0.0026237i,0.0052085-0.0039928i,0.0053256-0.0034437i,0.0031712-0.0003672i,0.00066034+0.0036572i
0.0025761-0.014215i,0.016632-0.03216i,0.0465-0.04366i,0.066287-0.025409i,0.053793+0.010217i,0.028731+0.0353i,0.011471+0.037045i,0.0036791+0.021378i,-0.00021889+0.0061983i,-0.0037622+0.00068513i,-0.0045295-0.00011658i,-0.0016464-0.0010983i,-0.00062734-0.0027574i,0.000853-0.0014906i,0.0022149+0.0016419i,0.001601+0.0030489i,0.0022678+0.0033595i,0.0026+0.0021748i,-0.00021287+0.00079612i,-0.0038772-0.00029735i,-0.0042053-0.0012301i,-0.0013983-0.0032381i,0.00067715-0.0060879i
-0.0036542+0.011501i,-0.021635+0.024137i,-0.051135+0.026942i,-0.065364+0.005956i,-0.046735-0.023181i,-0.019011-0.036809i,-0.0022154-0.028158i,0.0039252-0.011697i,0.004799-0.004262i,0.0037149-0.0042392i,0.00070594-0.0016347i,-0.002036+0.0033538i,-0.0018228+0.0048662i,-0.00062099+0.0028337i,-0.00082609+0.00093071i,-6.8228e-06-0.0006355i,0.00044851-0.0018353i,-0.00010882-0.00092902i,0.00076403+0.00085935i,0.0017663+0.0030253i,0.0016282+0.0042216i,-0.0001676+0.0046058i,-0.0032573+0.0055316i
0.0069243-0.0081397i,0.024402-0.014134i,0.0533-0.0087415i,0.062385+0.014487i,0.038559+0.034584i,0.0076235+0.035241i,-0.010048+0.018848i,-0.011739+0.0023631i,-0.0067073-0.0011905i,-0.0020939+0.00075153i,0.0015357-0.00086404i,0.0029567-0.0043483i,0.003217-0.0031931i,0.0032201+0.00060534i,0.0012067+0.0022449i,-0.0015619+0.0027051i,-0.001986+0.002208i,-0.00042928+0.00032915i,0.00025358-0.0024115i,-0.00072489-0.0049511i,7.8971e-05-0.0062132i,0.0030697-0.0062344i,0.0045505-0.0065691i
-0.006995+0.0063034i,-0.024127+0.0088836i,-0.045726-0.0020331i,-0.046465-0.025189i,-0.020193-0.037527i,0.0068659-0.029589i,0.018798-0.012128i,0.017276-0.00065943i,0.0070449-0.00032934i,-0.001938-0.0018952i,-0.0039624+0.0020665i,-0.0040304+0.0056521i,-0.0049923+0.0035254i,-0.0044037+0.00042592i,-0.001628-0.00059514i,0.0014469-0.00071214i,0.0032151-0.0011236i,0.0023896-0.0012423i,0.00075233+0.00032201i,-6.5273e-05+0.0030955i,-0.0013204+0.003805i,-0.0033638+0.0032213i,-0.0057204+0.0029393i
0.0075898-0.004225i,0.02307-0.0012459i,0.039005+0.013616i,0.033942+0.033967i,0.0073627+0.038011i,-0.015925+0.025179i,-0.021965+0.0087549i,-0.014006-0.0020084i,-0.0028209-0.004333i,0.0027156-0.0046448i,0.0021003-0.0050421i,0.0016047-0.0031153i,0.003946+9.2749e-05i,0.004696+0.0031763i,0.0026487+0.0049472i,-0.00057967+0.00494i,-0.002151+0.0037952i,-0.0015015+0.0019581i,-0.00071139-0.001045i,0.00017451-0.0034076i,0.0015298-0.003566i,0.0035905-0.002602i,0.005583-0.0013995i
-0.008517+0.0032242i,-0.021933-0.0012282i,-0.030993-0.016775i,-0.018898-0.03271i,0.0070996-0.030732i,0.023376-0.015994i,0.021873-0.0021996i,0.010919+0.0040295i,0.0025992+0.0049523i,-0.00038363+0.005089i,-0.00094688+0.0046097i,-0.0022166+0.0026256i,-0.0041496+7.1763e-06i,-0.0036813-0.0013526i,-0.0011713-0.0018654i,0.0017497-0.00212i,0.0032178-0.0023247i,0.0020812-0.0012327i,1.6712e-05+0.0006019i,-0.0013057+0.0015035i,-0.0026363+0.00051816i,-0.0038491-0.0017403i,-0.0052391-0.0030307i
0.0086768+0.00036524i,0.019981+0.0073814i,0.025225+0.023508i,0.011124+0.034942i,-0.011435+0.027857i,-0.022807+0.010461i,-0.018645-0.0045293i,-0.0080276-0.010998i,-0.0029219-0.010765i,-0.0041781-0.0081249i,-0.0037183-0.0032774i,6.2208e-05+0.0011159i,0.0032645+0.0024852i,0.0029983+0.0024189i,0.00098173+0.0029677i,-0.00031075+0.0028149i,-0.00090463+0.0023188i,-0.0002054+0.0014767i,0.0010003-0.0001149i,0.0014466-0.00074971i,0.0022809+0.0012189i,0.0043363+0.0038033i,0.0052968+0.0042108i
-0.0069031-3.5066e-05i,-0.014481-0.0083855i,-0.013774-0.022727i,0.0028708-0.030453i,0.020765-0.020872i,0.024314-0.0033163i,0.015737+0.0080693i,0.0079596+0.0086664i,0.0075794+0.0046224i,0.007494+0.0005754i,0.0035301-0.0023584i,-0.00031917-0.0025093i,-0.00077725-0.00122i,0.0011702-0.00021508i,0.0028949-0.00030546i,0.0030471-0.0004116i,0.002429-1.6777e-05i,0.0014764+0.00033182i,0.00010326+4.0629e-05i,-0.0010225-0.0016685i,-0.0020606-0.0039678i,-0.0026037-0.0061336i,-0.0031536-0.0059653i
0.0034666+0.00082145i,0.007766+0.0092694i,0.0042646+0.024245i,-0.0091489+0.029796i,-0.019103+0.017003i,-0.017408+0.00026939i,-0.0092106-0.0074144i,-0.0038145-0.0053309i,-0.0048471-0.00085239i,-0.0052212+0.0027832i,-0.0018113+0.0051098i,0.0011868+0.0042083i,0.00091305+0.0029779i,-0.0012298+0.0031971i,-0.0035697+0.0027402i,-0.0043504+0.0017749i,-0.0031474+0.00082765i,-0.00099445-0.00040359i,0.00031891-0.0014301i,0.0010699-0.00025761i,0.0015829+0.0025828i,0.0014125+0.0041305i,0.0020267+0.0041811i
-0.0056963+0.00021177i,-0.0073644-0.0062747i,-0.00054986-0.015457i,0.013574-0.015205i,0.019484-0.0038061i,0.011992+0.0072992i,0.0012692+0.0090023i,-0.0032911+0.0023919i,-0.002-0.0041971i,-0.0018451-0.0057701i,-0.0043502-0.0035606i,-0.0039736-0.00081104i,-0.0005295-0.00067678i,0.0022675-0.0012161i,0.0040369-0.00040539i,0.0054193-4.6675e-05i,0.0052934+0.00014698i,0.0030779+0.00029908i,0.0005912-0.00065652i,-0.00053027-0.001489i,-0.000797-0.0024112i,-0.00025714-0.0043924i,-0.00033382-0.0055423i
0.0014649+0.0039287i,0.0019048+0.0099776i,-0.0047225+0.016966i,-0.01342+0.013127i,-0.012767-0.0011792i,-0.0040644-0.011489i,0.0054464-0.010818i,0.0093931-0.0037702i,0.0085145+0.00074632i,0.0070021+0.00047172i,0.0056531-0.001016i,0.0032726-0.0012265i,0.00050384+0.00069986i,-0.0014278+0.0030272i,-0.0034781+0.0028397i,-0.004776+0.0017449i,-0.0037473+0.0014139i,-0.0017057+0.00014834i,-0.00031828-0.0015829i,-0.0010339-0.00087462i,-0.00276+0.00099757i,-0.0032186+0.0027366i,-0.0031135+0.0040103i
-0.0019637+0.00010476i,0.0014352-0.0049292i,0.010062-0.0093992i,0.018933-0.0053879i,0.018137+0.0071563i,0.0084546+0.015152i,-0.0029961+0.012245i,-0.0074238+0.0059181i,-0.0058775+0.0027436i,-0.0043936+0.0029105i,-0.0027771+0.0046804i,-0.0011969+0.0047775i,-0.0014907+0.0015845i,-0.00091527-0.00098247i,0.0024906-0.00072433i,0.0056965+0.00025717i,0.0052626-0.00015816i,0.0023506-0.00086909i,0.00073518-0.0008835i,0.0012109-0.00035686i,0.0026095-0.00090254i,0.0029938-0.0029428i,0.0017725-0.0045623i
0.00095559+0.0020452i,-0.0033292+0.0068981i,-0.010883+0.00939i,-0.015837+0.0027555i,-0.011536-0.008163i,-0.0043076-0.012308i,0.00068919-0.0099382i,0.0032069-0.0070821i,0.00222-0.0071634i,-0.00066457-0.007475i,-0.0018715-0.0057732i,-0.00074405-0.0032558i,0.0014122-0.00034319i,0.0023277+0.0014589i,4.0898e-05+0.0012536i,-0.0026838+0.00092329i,-0.0027683+0.00075645i,-0.00058374+0.00022699i,0.00039483-0.00064688i,-0.0016723-0.00080693i,-0.0041557+2.2854e-05i,-0.0050776+0.001256i,-0.0046067+0.0029587i
-0.00049817-0.0027352i,0.0034012-0.0050689i,0.0106-0.0042589i,0.015332+0.0034849i,0.010473+0.0090954i,0.0024467+0.0084368i,-0.00035729+0.004613i,0.00088734+0.00096753i,0.0030699+0.00075573i,0.0046811+0.0022754i,0.0041529+0.0024938i,0.0011963+0.0022085i,-0.0011697+0.0020053i,-0.0016333+0.0020566i,-0.00028192+0.0026438i,0.0019061+0.0023295i,0.002778+0.0010807i,0.0016916-0.00032497i,0.00059593-0.0010412i,0.0013678-0.00017244i,0.003366-0.00017997i,0.0048392-0.0018039i,0.0038334-0.0033206i
-0.00095426+0.0010489i,-0.0045547+0.0036573i,-0.010858+0.0031955i,-0.011714-0.0031014i,-0.003703-0.0060126i,0.0029718-0.0026287i,0.0040437+0.0013022i,0.00054323+0.0018284i,-0.003221+9.7335e-05i,-0.0043954-0.00023453i,-0.0031103+0.00022574i,-0.00052682+0.00046789i,0.00062004+0.0007424i,0.00086132+0.00017821i,0.00048969-0.0010273i,-0.0010727-0.001487i,-0.0015589-0.00086568i,0.00038532-0.00021291i,0.0016485-0.00083605i,-0.00021836-0.00099584i,-0.0022762-0.00047503i,-0.0036861-0.00015213i,-0.0045271+0.00075472i
0.00075962+0.00080651i,0.003955+6.7357e-05i,0.010015+0.0030207i,0.010032+0.0088793i,0.0018066+0.0099972i,-0.0057327+0.0048001i,-0.006073-0.0013674i,-0.0013768-0.0036655i,0.0019523-0.0036304i,0.0014757-0.0031489i,-0.00051461-0.002102i,-0.0014174-0.00079664i,-0.00088551+0.00023336i,-0.00011875+0.0013405i,0.0011125+0.0027908i,0.0019051+0.0033315i,0.0016263+0.0030252i,0.00059853+0.0019258i,-0.0005479+0.0010801i,-0.00038777+0.0013855i,0.00066562+0.0019875i,0.001225+0.00069389i,0.0022649-0.00090721i
-0.0013179+0.0035059i,-0.0025797+0.0034689i,-0.0047567+0.00038097i,-0.0028854-0.0055925i,0.0041592-0.0064262i,0.0072498-0.003367i,0.0048363-0.00059181i,0.0023721+0.0013975i,0.0018516+0.0011918i,0.002162+0.00059284i,0.0029961+0.0013692i,0.0029034+0.0024242i,0.0013026+0.0039289i,-0.0012603+0.0042159i,-0.0027166+0.0014671i,-0.0024621-0.0010864i,-0.0014124-0.0019308i,-0.0001397-0.0016031i,0.00033783-0.0014271i,-0.0002982-0.002306i,-0.001077-0.0028984i,-0.0024107-0.002085i,-0.0040433-0.00050872i
-0.0014422+0.00033564i,0.00053487+0.0027858i,0.0025518+0.0073167i,0.0025008+0.010838i,-0.00027906+0.0093936i,-0.0021353+0.0057262i,-0.0020701+0.0019663i,-0.00039292+0.00012037i,9.7037e-05-0.00052598i,-0.0013344-0.00093218i,-0.0018518-0.00023971i,-0.0017072-0.0010314i,-0.00048863-0.0027851i,0.00091201-0.0028482i,0.0020085+1.7698e-05i,0.0025354+0.0032672i,0.0027375+0.0036581i,0.0016443+0.0024051i,-0.00023335+0.0017188i,-0.0010305+0.0017662i,-0.0011596+0.0019673i,0.00027558+0.0017393i,0.0024036+0.001462i
-0.0017347-0.00054193i,-0.0011516-0.00059307i,-0.0026401-0.0028996i,-0.0012062-0.0050003i,0.0026217-0.0025786i,0.0041046+5.2994e-05i,0.00277+0.00017849i,0.00068803-0.0013845i,0.00037213-0.0024302i,0.00082869-0.0011381i,0.0013903+0.00029033i,0.0023218+0.0019325i,0.0014347+0.0035076i,-0.00011346+0.0035342i,-0.00056182+0.0018697i,-0.0011058+0.00027831i,-0.0010078-7.0194e-05i,0.00010487+6.8341e-05i,0.001598+7.2213e-06i,0.0020683-0.0010986i,0.0016162-0.0025188i,-0.00039276-0.002644i,-0.0027367-0.0018871i
-0.0016935+0.0013385i,-0.0017647+0.0028934i,-0.0011566+0.0051041i,-0.0025293+0.0066095i,-0.0041152+0.0034306i,-0.0037069+0.00038937i,-0.0023428-0.00022279i,-0.00025586-0.00034586i,0.00060311-0.0015037i,0.00021435-0.0017602i,-0.0014165-0.00068713i,-0.0018707-0.00055826i,-0.00011109-0.0013661i,0.0017693-0.0012593i,0.0018435+0.00026115i,0.00091782+0.00154i,0.0015852+0.0013277i,0.0014267+0.00049725i,-0.0012863-0.00030668i,-0.0034196-0.00013093i,-0.002421+0.001289i,0.00039546+0.0026128i,0.0024597+0.0027652i
0.0009728+0.0012299i,0.0031819-0.0011402i,0.0050478-0.0027497i,0.0073387-0.0024962i,0.0096177+0.00073193i,0.0078543+0.0016514i,0.002952+0.00057989i,0.00028831+0.00057531i,0.00092452+0.00024623i,0.0013861-0.00073258i,0.0011158-0.00083709i,-0.00019902+0.00041783i,-0.0016883+0.0017083i,-0.0025097+0.00055609i,-0.0020554-0.0010012i,-0.00043965-0.0010323i,0.00061542+2.5789e-05i,0.00093081+0.00094862i,0.0012518+7.6683e-05i,0.002367-0.0011541i,0.002623-0.0016812i,0.0006978-0.0023748i,-0.0018742-0.0032029i
-0.0026098+0.0036081i,-0.0022261+0.0079087i,-0.0018664+0.0096796i,-0.0014606+0.0078918i,-0.00064886+0.0040502i,-0.00028975+0.0008107i,4.0523e-05-0.00045456i,-0.00022946-0.00065363i,-0.0015142-0.00087651i,-0.0012468-0.00041161i,0.00060829-0.00028395i,0.0023324-0.0011719i,0.0033992-0.00075097i,0.0042685+0.00077911i,0.0036719+0.0018398i,0.0017132+0.0016787i,0.00091142+0.00075726i,0.00034107-0.0007215i,-0.0018093-0.0023469i,-0.0039856-0.0019762i,-0.0037325-0.00024743i,-0.0019069+0.0014976i,-0.00051323+0.0022521i
-0.0010805-0.0027487i,-0.0012212-0.0046303i,-0.00011145-0.0062576i,0.0013665-0.0054341i,0.0015748-0.0032989i,0.00061686+0.00010345i,0.00016905+0.002557i,0.0010663+0.0010093i,0.0010919-0.0020199i,-0.0011639-0.0019726i,-0.0032534+0.00029574i,-0.0038484+0.0013696i,-0.004395+0.00067389i,-0.0046846+0.0005351i,-0.0029944+0.00064151i,-0.00050766+3.8829e-05i,0.0011195+0.00081084i,0.0023491+0.0026723i,0.0028793+0.0032757i,0.00236+0.0021057i,0.0015654+0.00092506i,0.00052413-0.00096082i,-0.00066232-0.0028409i
0.0021702+0.0033654i,0.0018935+0.0066605i,-0.00022673+0.0066638i,-0.002352+0.0044638i,-0.0023108+0.0027485i,-0.00099206+0.0012538i,0.00033503-0.00044435i,0.00061699+9.1927e-05i,0.0010249+0.00039851i,0.0022396-0.0005324i,0.002732-0.0017653i,0.0032055-0.0020338i,0.0046094-0.00057127i,0.0046731+0.0014102i,0.0021749+0.0022928i,-0.0003702+0.002054i,-0.00049125+0.0013127i,-0.0001341-0.0006736i,-0.00080732-0.0029944i,-0.0013149-0.0037184i,-0.0019331-0.0025286i,-0.0018213-0.0010028i,-0.0010571+0.00077342i
-0.0028034+6.4281e-05i,-0.0022313-0.0015873i,0.002071-0.0002238i,0.0057843+0.0021947i,0.0070465+0.0028999i,0.0049747+0.0019308i,0.0019053+0.00069497i,0.00018153-0.00079081i,-0.00051437-0.0013289i,-0.00075608-0.00053034i,-0.00048476+0.00052166i,-0.00071899+0.0011787i,-0.0021845+0.0013376i,-0.0024938+0.00051339i,-0.0010077-0.00070142i,0.0002064-0.001512i,0.00097586-0.0011831i,0.00075828+0.0010967i,-0.00018216+0.0027741i,-0.00036407+0.0023156i,0.0011672+0.0016037i,0.002329+0.00015815i,0.0013-0.0016447i
0.0011209+0.0034567i,0.001173+0.0038941i,0.00045832+0.0021755i,0.00058446-0.0003935i,7.9518e-05-0.001779i,-0.0012197-0.0014122i,-0.00044824-0.00050009i,0.0024918-0.00054408i,0.0031786-0.0024256i,0.0013995-0.003638i,-0.00016459-0.0019931i,-0.00031297+0.00081958i,0.00019475+0.0025638i,7.9006e-05+0.0036491i,6.9238e-05+0.0043035i,0.00086227+0.0033926i,0.0014844+0.001446i,0.0010053-0.0013997i,0.0010107-0.004632i,-0.00020358-0.0047269i,-0.0019666-0.0035528i,-0.0025384-0.0017497i,-0.0029916+0.00064619i
-0.0017991+0.00084909i,-0.0015014+0.00057698i,0.001049+0.00081693i,0.0023152+0.0023143i,0.0022639+0.0028476i,0.0010322+0.0016611i,-0.00066349+0.0004026i,-0.00030462+0.00010489i,0.00091839+0.00032757i,0.00093619-0.0002604i,0.00045954-0.00068045i,0.00075036-0.0010096i,0.00091011-0.0011248i,-0.00015707-0.0017425i,-0.00087246-0.0017762i,-0.00046163-0.0014432i,-0.00099666-0.00086439i,-0.002223+0.00076212i,-0.0033554+0.0024577i,-0.0025215+0.0036452i,0.00023113+0.003082i,0.0016566+0.00067699i,0.0016638-0.00097972i
-0.0006241+0.00082724i,-0.00084331+0.003334i,-0.0025776+0.0033107i,-0.0025946+0.0017323i,-0.00092159+0.00055125i,0.00041763-0.00018592i,0.00052456-0.00096655i,-0.00083635-0.0015806i,-0.0016307-0.0018984i,-0.001943-0.0008903i,-0.0015118+0.0016112i,-2.1466e-05+0.0037652i,0.00069651+0.0049164i,0.0012199+0.0053109i,0.0010685+0.0042491i,0.00041231+0.0021027i,0.0012015+0.00057616i,0.0031951-0.00053412i,0.0041674-0.0022861i,0.0039582-0.0036023i,0.0023272-0.0038356i,0.00029946-0.0025032i,-0.00062408-0.00090841i
-0.0017375-0.0010647i,-0.0010226-0.0017096i,0.00018777-0.00023452i,0.00076623+0.0021727i,0.00021328+0.0033984i,-0.00095284+0.0041283i,-0.0015121+0.0027056i,0.00074439-0.00010385i,0.0029484-0.0020538i,0.0017879-0.0025163i,-0.0002876-0.0017883i,-0.00086128-0.0019253i,-0.00080254-0.0024746i,-0.0011332-0.0021422i,-0.0014319-0.00061611i,-0.00088949+0.00027393i,-0.00070447-0.00035285i,-0.0020327-0.00015294i,-0.0035764+0.0015593i,-0.0034363+0.0033006i,-0.0020469+0.0035327i,-0.00050904+0.0022891i,0.00030865+0.00053307i
0.00095104+0.00095505i,0.0025735+0.0025234i,0.0017521+0.0022548i,-0.0004652+3.9444e-05i,-0.00016076-0.0014778i,0.0024286-0.00067208i,0.0028528+0.00088568i,0.001391+0.0026653i,0.00070246+0.0028873i,0.0012957+0.0017708i,0.001477+0.0013652i,0.001899+0.0023034i,0.0020306+0.0037906i,0.0015459+0.0036228i,0.0013059+0.0023196i,0.0011171+0.0014341i,0.0021736+0.00080672i,0.0038257-0.00016669i,0.0047729-0.00098233i,0.0043328-0.0022394i,0.0025802-0.0029598i,0.00024457-0.0022418i,-0.0011285-0.00095614i
-0.0048152+0.00023407i,-0.0059977-0.0016424i,-0.0054047+0.0011156i,-0.0021865+0.0055835i,0.00063196+0.0055423i,5.0056e-05+0.0027224i,-0.0013997-0.00020818i,-0.0010546-0.0025321i,-0.0010996-0.0036743i,-0.0022271-0.0025097i,-0.0021868-0.00016925i,-0.00079405-0.00024948i,0.00012116-0.0019314i,0.00064303-0.0019597i,0.00034158-0.00026667i,-1.4732e-05+0.00087118i,-0.00057915+0.00012782i,-0.0022892-0.00091313i,-0.0037724-0.00093694i,-0.0042782-0.00010408i,-0.003751+0.00060978i,-0.0011814+0.00029814i,0.001141-0.00036952i
0.0014236-0.00076247i,0.003783+0.00088609i,0.0023333+0.0019259i,0.0017238+0.0023471i,0.0037891+0.0026433i,0.0053668+0.0018975i,0.0046252+0.00062986i,0.0033923-0.0001258i,0.0025678-0.0014586i,0.0012517-0.0019522i,0.00013691-0.0007406i,-0.00052472+2.1077e-05i,-0.00083339+0.00062309i,-0.0005626+0.0015692i,0.00048229+0.0014257i,0.0011778+0.00071178i,0.0017561+0.0011836i,0.003349+0.0018446i,0.0047287+0.0017611i,0.0041806+0.00096822i,0.0035769-0.00017784i,0.0022959-0.00046973i,0.00036492-1.3024e-05i
-0.0039675+0.0010056i,-0.006907+0.0018999i,-0.0078405+0.0027134i,-0.0047107+0.002915i,-0.0022191+0.00096093i,-0.0017955+0.00033138i,-0.0018502+0.00071319i,-0.0016942+0.00085522i,-0.0020583+0.00086513i,-0.002192+0.0013297i,-0.00079709+0.0022087i,0.0010001+0.0020581i,0.0020359+0.00024001i,0.0023026-0.001182i,0.0014585-0.00072201i,0.0011038-0.00026033i,0.00014226-0.00054636i,-0.0021637-0.0012655i,-0.0037671-0.0023513i,-0.0047267-0.0026608i,-0.0048899-0.0019766i,-0.0034156-0.0012963i,-0.0010902-0.0014032i
