-0.001756+0.00059967i,-0.00062217-0.0011639i,-0.0015819-0.0011777i,-0.001931-0.0016225i,-0.0012571-0.00087424i,-0.00010525+0.00080258i,0.0011056+0.00035702i,0.0017349-0.00014698i,0.0014479+0.00044042i,0.0011878+7.9517e-05i,0.0012729-0.00069978i,0.0012142-0.00061717i,0.0010066-0.00015194i,0.00074278+0.00033934i,0.00053224+0.00047831i,0.00012538-1.5816e-06i,0.00028636-1.1502e-05i,0.00052909+0.00055168i,0.00075394+0.00081459i,0.0011311+0.00016245i,0.00085419-0.00062587i,0.00010719-0.00015406i,0.00026011+0.00021068i
4.5838e-05+0.00062434i,0.00049119+0.00079326i,0.0020098+0.00093537i,0.0025708+0.0010628i,0.0020196+0.0014306i,0.00068981+0.0022761i,0.00070359+0.0035715i,0.00087835+0.0035322i,3.9804e-05+0.0020797i,-5.2588e-05+0.0014981i,0.0003189+0.002002i,0.0002637+0.0015563i,0.00061176+7.072e-05i,0.00049731-0.00058798i,0.00011909-9.8965e-05i,3.7083e-05+0.00016973i,-0.00069775-5.662e-06i,-0.00094864-8.7077e-05i,-0.00034188+0.0003078i,0.0001503+0.00060778i,0.00023492+0.00017682i,0.00030386+0.00027754i,0.00063674+0.00077577i
0.0027843-0.0010715i,0.0056752-0.00042599i,0.0060035-0.0005218i,0.003755-0.00089178i,0.0012235-0.00021752i,0.00030568+0.0022434i,0.00069132+0.0029402i,0.0011194+0.0018253i,0.00080625+0.0010633i,0.00043469+0.0010409i,0.000198+0.001303i,0.00029558+0.0013688i,0.00079775+0.00093078i,0.001126+0.00032756i,0.00086592+3.6903e-05i,0.00052562+7.2813e-05i,0.00094642+0.00030177i,0.00078893+0.00076853i,-0.00033595+0.00067828i,-0.00077064+0.00014767i,-0.00087357-0.00022039i,-0.00044966-0.00012287i,-0.00013336-0.00035162i
-9.2286e-05+0.0013091i,0.00046987+0.0022342i,0.0021919+0.002747i,0.0022571+0.0013191i,0.0009278-0.00031337i,0.00081517-0.00020997i,0.0017831+0.00065486i,0.0024954+0.00088023i,0.0018684+0.00074434i,0.00059076+0.0010383i,0.00068776+0.0011625i,0.00079144+0.0012312i,2.8088e-05+0.00070947i,-0.00056086-0.00025692i,-0.00028556+0.00028567i,9.6157e-05+0.00082811i,0.00017777+0.00048263i,0.00021535+0.00020324i,-0.00046546-0.00017919i,-0.00037183-0.00060202i,9.3463e-05-0.00032664i,-0.00021632+5.0734e-05i,-0.00028365-0.00013875i
-1.1362e-05-0.0014471i,0.0011248-0.0015561i,0.0019468-0.00081169i,0.0033889-6.3597e-05i,0.0020518-0.00030306i,0.00027195-0.00025992i,0.00073634+0.00047444i,0.0015882+2.1696e-05i,0.0018881-0.00068532i,0.0016348-0.00051769i,0.0013778+0.00021417i,0.00061747-0.00016918i,-0.00017156-0.00058885i,-0.00010841-0.00066223i,0.00015482-0.00080655i,0.00076687-0.00033643i,0.0011701+0.00027776i,0.00097852+2.7428e-05i,0.00066771-0.00010069i,0.00038488-1.6924e-05i,0.00012092+9.6586e-05i,6.1749e-05+4.9665e-05i,3.3865e-05-0.00027866i
0.0023092+0.0020513i,0.004432+0.0018469i,0.005851+0.0012063i,0.0046703-0.00021521i,0.00089537-0.00079382i,-0.0011327+0.00089733i,-0.00024604+0.0014557i,0.00099637+0.00073721i,0.0011936-0.00041075i,0.00016534-0.0007861i,0.00017727-0.00045304i,0.0010094-0.00010941i,0.0009673+0.0011281i,0.0001479+0.0018475i,7.4308e-05+0.00097689i,0.00013279-0.00026415i,0.00029194-0.00061372i,0.00065585-0.00076001i,0.0010649-0.00090659i,0.00094378-0.00013073i,0.00034692-7.3614e-05i,7.459e-05-0.00021266i,-5.4143e-06+9.3817e-06i
0.00024934+0.0013462i,0.00076515+0.0022418i,0.0022708+0.0020031i,0.0027343+0.00097663i,0.0012684+0.00040742i,4.6381e-05+0.0002118i,0.00010608+0.00075188i,-0.00027299+0.00093706i,-0.0012186+9.9354e-05i,-0.0011363-3.0973e-05i,-0.0011135-0.00037633i,-0.00072519-0.00084008i,-0.00023729-0.00063666i,-0.00013609-2.8711e-05i,6.0705e-05+0.00051515i,-0.00054065+0.00054238i,-0.00040568+0.00085452i,0.00013097+0.00043109i,0.00075326+0.00051477i,0.00085593+0.00031921i,0.00032172-0.00072589i,-0.00025273-0.001054i,-0.00078543-0.00073537i
-3.0935e-06+0.0005492i,0.00078125+0.00018892i,0.00133-0.00051248i,0.0015122-0.00073341i,0.000849-0.00015826i,-0.00011602+0.0011099i,-0.00057892+0.0018964i,-0.00063101+0.0018017i,-0.00067215+0.0011101i,-0.00089706+0.0009204i,-0.000932+0.00076416i,-0.00080556+0.00042295i,-0.00038995-0.00014997i,0.00023747-0.00071693i,0.00036892-0.0002959i,0.0001844+0.00045572i,0.00045907+0.00088266i,0.00041146+3.9113e-05i,0.00044038-0.00070371i,0.00046556-6.7218e-05i,0.00034304-0.00041971i,0.00050281-0.00056374i,-0.00011728-0.00010586i
0.0016638-0.00071774i,0.0049145-0.00034605i,0.0064133-3.1277e-05i,0.0047928-0.00047124i,0.0026479-0.00081129i,0.0019582+0.00067544i,0.0018995+0.0024303i,0.0013688+0.0027984i,-0.00029899+0.003255i,-0.00079978+0.0036544i,0.00030601+0.0025784i,0.00016568+0.0012117i,-0.00067836+8.8608e-05i,-0.00085291-0.00079533i,-0.00032009-3.9094e-05i,0.00035302+0.00048421i,0.00096345-0.00050394i,0.0012308-0.00037842i,0.00147+0.00044086i,0.0013491+0.00032131i,0.00052726+0.00026183i,-6.8197e-05+3.1888e-05i,-0.00040893-0.00024642i
0.0013122+0.0010658i,0.0017717+0.0019288i,0.0028726+0.0009531i,0.002169+0.00020438i,-0.00021348+0.00088367i,-0.00043593+0.0023616i,0.0018004+0.0026485i,0.0037649+0.0019289i,0.0037007+0.0023218i,0.0025415+0.0030751i,0.001774+0.0022261i,0.0013788+0.0011363i,0.0008998+0.00097072i,0.00067084+0.00080065i,0.00055823+0.00071185i,0.00040644+0.00032329i,0.00043834-4.7086e-05i,-2.3639e-05-0.00018727i,-0.00033646+2.1029e-05i,-0.00013241+0.00024298i,2.1123e-05-0.00036352i,-0.00040683-0.00061402i,-0.00048604-0.00074135i
0.0021015+0.0013827i,0.0028205+0.0015256i,0.0038022+0.00011653i,0.00347-0.0010771i,0.0016028-0.0001691i,0.00066281+0.00038507i,0.0013246+0.00023938i,0.0020982+0.00029288i,0.0021573-0.00054921i,0.0016058-0.00066748i,0.0009681-0.00028266i,0.00050004+0.00018378i,0.0006465+0.00094393i,0.0008976+0.0007371i,0.00096085+0.00054661i,0.00045636+0.00090045i,-0.0005347+0.00068473i,-0.00070961+0.00016859i,-0.00011042-0.00027225i,0.00038914-0.00087694i,0.00026577-0.0011702i,5.6123e-05-0.00077468i,-0.00011471-0.00036358i
0.0019499-0.00060143i,0.0028176-8.1172e-05i,0.0031204-4.7309e-05i,0.0022796-0.00064983i,0.0010046+9.8314e-06i,0.00044053+0.0015535i,0.0011512+0.0015683i,0.0017462-3.8778e-06i,0.00046356-0.00092579i,-0.00076237-0.00093992i,-0.0005724-0.00049465i,-0.0001041+0.00037656i,0.00078819+0.0003338i,0.0010877-0.00022392i,0.00083319-2.7171e-05i,0.0012119+0.00041917i,0.0012639+0.0006849i,0.00016073+0.00096417i,-0.00055104+0.00040065i,0.00056796-6.9172e-05i,0.00095165-0.00033664i,0.00028671-0.0001708i,6.5285e-05+0.00015603i
-0.00097115+0.0017174i,0.00052601+0.0018522i,0.0023146+0.001001i,0.0024847-0.00017267i,0.00082725-0.00080927i,-0.00077606+0.00030441i,-0.0010124+0.0016308i,-0.0010829+0.001318i,-0.0013559+0.00080742i,-0.0014171+9.7427e-05i,-0.0013523-4.6442e-05i,-0.00049069+0.00036248i,0.0006281+0.00038557i,0.0012257+0.00096893i,0.00072113+0.0016943i,-0.00019625+0.0012659i,0.00014854+0.00060925i,-0.00015954+0.0001912i,-0.00092037-6.1897e-05i,-0.00077873+0.00015373i,-0.00022593-0.00010938i,-0.00034405-0.00023208i,0.00037652-7.7034e-05i
0.0011715+0.0010239i,0.0028218+0.0011431i,0.0043772+0.0017644i,0.0036904+0.0015815i,0.0010966+0.0013291i,-0.00071386+0.0019544i,-0.00047416+0.0024871i,-0.00085106+0.0013095i,-0.0014876+0.00047589i,-0.0016241+0.00098549i,-0.0012297+0.0012632i,4.3473e-05+0.0015153i,0.00051604+0.0010728i,0.00027242+0.000496i,-1.6792e-05+0.0011238i,-0.00012746+0.00072837i,-6.4166e-05+0.00031613i,-0.00044356+0.00055559i,0.0001557+0.00047963i,0.00074259+0.00012072i,0.00015609-0.00027055i,-0.00016387-0.00036572i,6.8867e-05-0.0004715i
0.0012977-0.00072489i,0.0013624+4.119e-05i,0.00094995-0.00075482i,0.00051203-0.00077868i,0.00056614-0.00028451i,0.0010965+0.0016524i,0.0025092+0.0031446i,0.00261+0.0029459i,0.0012735+0.0017854i,0.00044736+0.0021232i,0.0001325+0.0023248i,0.0005774+0.00088753i,0.0010693-0.00022016i,0.0013424-0.00040985i,0.0010704-0.00010135i,0.00089234+9.8358e-05i,0.0013677+0.00026559i,0.00094532+0.00086757i,5.6082e-05+0.00074071i,4.3968e-06+0.0010131i,-0.00028361+0.001193i,-0.00072999+0.00072306i,0.00044856+0.00062124i
0.00159-0.00030738i,0.0030603-0.000673i,0.0036618-0.00084717i,0.002307-0.00065674i,-0.0005069-0.00067234i,-0.0010245+0.00058836i,0.00090898+0.0018645i,0.0026529+0.0020061i,0.002488+0.0021824i,0.001194+0.0020695i,0.00069291+0.0014849i,0.00062995+0.00024554i,0.00026451+0.00016414i,0.00011244+0.00059668i,0.00031319-0.00012273i,0.00036128-0.0012891i,0.00023574-0.0022902i,0.0002663-0.0019535i,0.00042359-0.00046735i,-1.5789e-05+0.00018061i,8.4446e-05+0.000166i,0.00047375+0.00026722i,-0.00023472+0.00014774i
0.0015243-0.00062208i,0.0031249+0.00073771i,0.0041559+0.00032413i,0.0029255+2.2674e-05i,0.00049497+0.0010136i,-0.00048011+0.0029243i,0.0009568+0.0037579i,0.0017656+0.0019106i,0.0015775+6.9714e-06i,0.0011069-0.00032286i,0.00068919-0.00010957i,0.00067759+0.00051612i,0.00070223+0.00051053i,0.00024978+0.00071715i,-0.00040818+0.00067807i,-0.0005687+0.00019281i,-0.0012-0.00013098i,-0.0011063+0.00031453i,-0.00048293+0.00076085i,-0.00011465+7.9959e-06i,0.00011598-0.00020245i,2.4309e-05+2.7694e-05i,-0.00030754+4.8685e-05i
1.1987e-05+8.3676e-05i,0.00095942+0.00092293i,0.0010861+0.00099034i,0.0012163+0.00046112i,0.00072873+0.0011541i,0.0011968+0.0024253i,0.0027785+0.0031757i,0.0030845+0.001878i,0.0020098-0.00048286i,0.00094346-0.00062523i,0.00059866-0.00041834i,0.00053815-0.00039832i,0.000516+7.4319e-05i,0.00043834-0.00010841i,0.00022834-0.00012055i,1.322e-05+2.3599e-05i,-0.00015787+0.00021006i,-0.00056412+0.0004312i,0.00018519+0.00052952i,0.00067071+0.00031824i,-2.5145e-05-0.00032216i,-0.00014081-0.00083301i,-0.00061286-0.00073669i
0.00167-0.001571i,0.0021707-0.0012193i,0.0043093-0.001417i,0.0054786-0.0020209i,0.0039591-0.0019157i,0.0017887-0.00041908i,0.0015578+0.00066583i,0.0024548-0.00025339i,0.0014525-0.0011684i,-0.00012767-0.0008589i,-0.00053203-0.00031614i,-0.00042575-0.00026735i,0.00038978+8.734e-07i,0.00046749+0.00047015i,4.6332e-05+0.001024i,0.00010655+0.00055554i,0.00023091-0.00022145i,-0.00030275-0.00037829i,-0.0012007-3.3703e-05i,-0.00088628+0.00029051i,0.00032728+0.00043317i,0.00056088+0.00045911i,0.00056968-0.00026086i
-0.0012594+0.0017555i,-0.00023705+0.0018396i,0.0013533+0.0013084i,0.0017837+0.00046759i,0.0006569+0.00020335i,0.00011772+0.00038903i,-0.00029496+0.00012241i,-0.001494-0.00062183i,-0.0022743-0.00038299i,-0.002405+0.00093873i,-0.0012438+0.0016182i,-0.00019355+0.00096755i,-0.00012979+0.0002625i,-0.000542-9.8729e-05i,-0.001114+0.00022055i,-0.00015561+0.00011703i,0.00071518-0.00071574i,0.00044949-0.00028862i,0.00028758+0.00048455i,0.00026175+4.8973e-05i,0.00051903-0.00086434i,0.00033465-0.00077397i,-4.5079e-05+0.00019629i
0.00091157-0.00034931i,0.0023757-0.00019203i,0.0030769+0.00050702i,0.0026039+0.00027842i,0.0013146+0.00039292i,5.2421e-05+0.0020073i,-0.00058138+0.0026713i,-0.00066701+0.0022899i,-0.00020112+0.0021683i,-2.3497e-05+0.0025771i,-0.00032914+0.0019763i,-0.00042311+0.0012292i,-3.0038e-05+0.0010827i,-0.00014613+0.00046829i,-0.00076744+0.00022976i,-0.00068608+0.0006398i,-0.00031271+0.00066604i,-0.00037204+0.0014642i,-0.00017502+0.001054i,0.00025432-9.4346e-05i,0.0005247-0.00061006i,0.00060361-0.0003288i,0.00056627+0.00028576i
0.0017004+0.0008429i,0.0033657+0.00084985i,0.0048317+0.00083913i,0.0038999+0.00068358i,0.00082446+0.00096109i,-0.00047303+0.0022153i,0.00087772+0.0026868i,0.001406+0.0022414i,0.0011051+0.0011559i,0.0011803+0.00084077i,0.00070084+0.0014832i,-2.8556e-06+0.0014122i,-0.00010306+0.0012312i,-2.5542e-05+0.00035347i,0.00049553-8.148e-05i,0.0011338+0.00032591i,0.00035589+0.00038625i,-0.00034876+0.00021902i,0.00013005-7.7233e-05i,0.00022182-0.00054458i,3.9062e-05-0.0010013i,0.00035295-0.00082349i,0.00027683-0.00057041i
0.00024939+0.00018363i,0.0012697+0.00081116i,0.0022195+0.0013141i,0.0029375+0.0007066i,0.0028219-0.00013755i,0.0019322+0.00034403i,0.0021291+0.0016138i,0.0028161+0.0013856i,0.0024164+0.00064457i,0.001461+0.00022987i,0.00099086-9.809e-05i,0.0012241-8.7857e-05i,0.00071744+0.00022958i,-7.837e-05+0.00011096i,-0.00027006-7.4142e-05i,-0.00033878+0.00028611i,-0.00015757+0.00023711i,-0.00036861+0.00021591i,-0.0010543-0.00020391i,-0.00048041-0.00083765i,3.5872e-05-0.0013222i,-0.00016303-0.0013464i,-0.00022439-0.00052633i
0.0019719+9.8961e-05i,0.0034616+0.0011602i,0.0057544-0.00014379i,0.00523-0.0017201i,0.0013347-0.0014862i,-0.0008346-7.6706e-05i,0.00012429+0.001911i,0.0013687+0.0021212i,0.001194+0.00045451i,0.00047289-0.00011739i,0.00036003-0.00020213i,0.00021179-0.00010098i,0.00057354-8.0185e-06i,0.001052-7.7907e-05i,0.00089938-0.00062026i,0.00063736-0.00060532i,0.00014481-9.6313e-05i,-0.00050197-3.7935e-05i,-0.00083111+0.00011373i,-0.00038546-0.00035089i,-0.00011552-0.0011608i,0.00037317-0.00044466i,0.00075254-1.111e-05i
0.00085509+0.00048155i,0.0015265+0.0013585i,0.0019567+0.0010053i,0.0018047+0.00028153i,0.00041188+0.00048102i,-0.00028076+0.001847i,0.0017094+0.0026556i,0.0024113+0.0013545i,0.0008366-0.00060573i,-1.6493e-05-0.00055897i,-0.00034419+0.00013011i,-0.0011518+0.00040559i,-0.0014356+0.00054212i,-0.00079955+0.00027743i,-0.00010961-0.00031719i,0.00016257-0.00037219i,-8.1266e-05+0.00018799i,-8.4397e-05+0.00074808i,-0.00022163+0.00087416i,7.5069e-05+0.0012882i,0.00039865+0.00074764i,0.00016549-1.053e-05i,-0.00070906+2.2974e-06i
0.0011308+0.0022251i,0.0024684+0.0021622i,0.0055793+0.0016821i,0.0057787+0.0017946i,0.0027499+0.00098649i,0.00029432-0.00019425i,0.00031137+0.00046186i,0.0010118+0.00095527i,0.00051749+0.00018173i,0.00017559+0.0009196i,0.00013019+0.0013815i,0.0002343+0.00028651i,0.00054425-0.00024737i,0.00025122+0.00027401i,0.00013787+0.00093008i,0.00011757+0.0010958i,-0.00044247+0.00051051i,-0.00090296+0.00018888i,-0.00015046+0.0005593i,0.00042759+0.0011793i,0.00064372+0.00095205i,0.00069772-3.9831e-05i,-0.00017163-0.00020957i
0.00086248+0.00024351i,0.0013083+0.00044576i,0.0025905-0.00015056i,0.0026045-0.00089999i,0.0014608-0.0010932i,0.00099731-8.5729e-05i,0.0016225+0.0017409i,0.0020938+0.001743i,0.0014487-0.0001265i,0.0003049-0.00047276i,7.4212e-05+0.0010539i,0.0011866+0.0015132i,0.0019186+0.00064632i,0.0015609-0.00033809i,0.0007866-0.00074701i,-0.00033409-0.00034166i,-0.00044251-0.00022588i,0.00018151+0.00024556i,0.00051619+0.00059122i,0.00096096-0.00016282i,0.0010543-0.001371i,0.00014759-0.0016144i,0.00026607-0.00074166i
0.0027626+0.0010518i,0.0044+0.0011499i,0.0040618+0.00079576i,0.0015927-0.0004109i,-0.00079249-0.0011708i,-0.00084057+0.00054364i,0.00048212+0.0020113i,0.00089309+0.0013618i,0.000213+0.00059037i,-0.00037937+0.00075822i,-6.7718e-05+0.00085024i,0.0013347-0.00010143i,0.0014433-0.0002764i,0.00054252+0.00022622i,-0.00080094+0.00045591i,-0.00088381+0.00050686i,-0.00013375-0.00030429i,-0.00021638-0.00032114i,-0.00031306+0.00023644i,0.0003688-0.00035596i,0.00073467-0.00048061i,-0.00044521-0.00024217i,-8.4413e-05-8.4113e-06i
0.0013349+0.0011049i,0.0022125+0.00091808i,0.0028596+0.00039306i,0.0022613-0.00073747i,0.0002561-0.0014285i,-0.0011434-0.00060633i,2.1668e-05+0.00097271i,0.0010113+0.0021354i,0.00040222+0.0010106i,0.00015941-0.00041253i,0.00030321-0.00033203i,-0.00065985-0.0011037i,-0.0011871-0.00097578i,-0.00058534-4.8343e-05i,8.4791e-06+0.00067417i,0.00018917+0.00069805i,-0.00067695+0.00016657i,-0.0014055-0.0002756i,-0.0013038-0.00059488i,-0.00044732-0.00037073i,0.00069288+0.00041624i,0.00020373+0.00051264i,-0.00040386+0.00095812i
0.00047092+0.00043923i,0.0020772+0.0014243i,0.003735+0.0026657i,0.0043799+0.0022686i,0.0029245+0.001924i,0.00034037+0.0017337i,0.00033612+0.0020699i,0.00098646+0.0029369i,-0.00026004+0.002152i,-0.0011773+0.00074258i,-0.0011683+0.00066731i,-0.0012623+0.0010384i,-0.00078521+0.00049091i,0.00061112+0.00078606i,0.00088401+0.00076284i,0.00036042+0.00022726i,0.00059887+0.00032469i,0.00061957+0.00023092i,0.00018595+0.00075807i,-0.00031818+0.0012205i,-0.00027354+0.00079556i,-6.8813e-05+0.00045203i,2.9678e-05+7.2854e-05i
-0.00070088+0.00042293i,0.00074919+0.00047158i,0.002034+0.0015193i,0.0031821+0.00091048i,0.003206+2.8625e-06i,0.0021504+0.00070302i,0.001592+0.0018948i,0.0014252+0.0023769i,0.00065737+0.001856i,-8.9456e-05+0.0021626i,-0.00032557+0.0025428i,-0.0001964+0.0025732i,0.00015398+0.0022973i,0.00027145+0.0013646i,7.7981e-05-0.00020045i,0.00016914-0.0005846i,-0.00012884-0.00024971i,-0.00086359-0.00026753i,-0.00088268+3.6109e-05i,-0.00040529-0.00027108i,-0.0001288-0.00027816i,-0.00043908+0.00060046i,-0.00049531+0.00058613i
0.0019724+4.1582e-05i,0.0020225-0.00070126i,0.003241-0.00050997i,0.0030366-0.00089166i,0.00071399-0.00051582i,0.00013039+0.0016317i,0.0011757+0.0024473i,0.0019343+0.0012615i,0.0016184+0.00080956i,0.00024109+0.0013418i,-0.00013267+0.0011428i,0.00063957+0.0012819i,0.0012186+0.0010601i,0.0011164-0.0003299i,0.00058493-0.00040592i,-3.9604e-05+0.00012557i,-0.00064179+0.00016737i,-0.00021466-8.3461e-05i,0.00044337-0.00013425i,0.00022721+0.00033934i,0.0004559+0.00048762i,0.00060852+2.2014e-05i,0.00076268-0.00050055i
0.00062197+0.00055872i,0.0024628+0.00016744i,0.0029832+0.0010352i,0.0021173+0.00066218i,0.0019642+0.00014585i,0.0012505+0.001279i,0.0016892+0.0017596i,0.002856+0.00051983i,0.0024814-0.00088554i,0.0014879-0.00089938i,0.0014652-0.00016796i,0.001112-0.00031829i,0.00085281-0.0016709i,0.00059891-0.0019391i,1.9756e-05-0.00063342i,0.00022424+0.00016927i,0.00050738-0.0003666i,0.00022034-0.00062522i,8.5158e-05-0.00050501i,0.00037201-0.00066526i,0.0010302-0.00099463i,0.0012976-0.0017467i,0.0015956-0.0023947i
-0.00037153+0.00036764i,0.0010714-0.00010643i,0.00324-0.00086343i,0.0045845-0.0016875i,0.0028241-0.00096854i,0.00081689+0.00097765i,0.00066605+0.0013403i,0.00065121-7.6661e-05i,-0.00050744-0.00066328i,-0.0011829-0.00037162i,-0.00042445+0.00040655i,-1.8362e-05+0.00014592i,-0.0001328-0.00075377i,-0.00019567+7.7735e-05i,-0.00049627+0.00084605i,-0.00016293+0.00080186i,0.00061503+0.00026551i,0.00056523-0.00051041i,7.1408e-05-0.00087771i,-1.1029e-05-0.0011967i,0.00067552-0.00135i,0.0012411-0.00086328i,0.000768-0.000458i
0.0009026-0.00013507i,0.00090246+0.00076063i,0.0013547+0.00022354i,0.00060763-0.00073126i,-0.00015745+0.00025596i,-1.0776e-05+0.0024026i,0.00080536+0.0035262i,-3.3226e-06+0.00349i,-0.0014334+0.0021508i,-0.0017786+0.0010158i,-0.0019091+0.00088733i,-0.0014136+0.00070488i,-0.00038256+0.00066561i,-6.2545e-05+0.0006582i,-0.00027515+0.00047556i,-0.00040858+0.0003634i,-0.00060259+0.00052942i,-0.00068236+0.0010416i,-0.00017954+0.00034073i,0.00051816-0.00070195i,0.00031553-0.00089139i,-0.0001817-0.00045196i,5.7441e-05+0.00028032i
0.0012406-0.00070369i,0.0025587+0.00017572i,0.0037969-0.00040898i,0.0037763-0.00060345i,0.0026557-0.0004501i,0.0011795+0.00067375i,0.00062221+0.0018559i,0.0010546+0.0022063i,0.00099377+0.0022709i,-0.00048606+0.0021907i,-0.0013543+0.002035i,-0.00086524+0.0021238i,0.00039053+0.0023047i,0.0017272+0.0013747i,0.0010393+0.00048249i,0.00014612+0.0003373i,0.00034235+0.00087503i,0.00065576+0.0012707i,0.0014326+0.00058645i,0.0014112+3.344e-05i,0.0011972+0.00034541i,0.0013502+0.0006798i,0.001747+0.00052044i
0.00038381+0.0014452i,0.00099565+0.0005787i,0.0037722-0.0011622i,0.0035545-0.0027227i,0.00044716-0.002373i,-0.0010565-0.0003249i,0.00038223+0.0016343i,0.0026419+0.0026596i,0.0036331+0.0022302i,0.0031351+0.0013708i,0.0020491+0.00096801i,0.0018765+0.001038i,0.0014527+0.0016469i,0.00088548+0.0012478i,0.00016525+0.00028323i,-0.00071557-0.00018384i,-0.00059129-0.0002793i,0.00026797-0.00015726i,0.00062347-0.0004726i,0.00050334-0.0012902i,0.00078578-0.00073935i,0.00081992-0.00016335i,0.00024346-0.00064628i
0.0017799-0.0010805i,0.0035201-0.0001878i,0.0041809-0.00042834i,0.0025985-0.00016595i,0.00060379+0.0015559i,0.00014532+0.0031366i,0.0022723+0.0031844i,0.0042466+0.0015965i,0.0036277-0.00053912i,0.0023166-0.00098909i,0.0017518-0.00027659i,0.0015384+2.142e-05i,0.0016818-0.00044032i,0.0015204-0.0010389i,0.0010108-0.00060676i,-0.00016064-0.00024308i,-0.0004284-0.00060709i,-0.00023506-0.00091461i,-0.00059548-0.00073876i,-0.00073965-0.00020836i,-0.0003332-0.00034604i,-0.00061928-0.0002643i,-0.00071323-1.8987e-05i
0.0015277-0.00073138i,0.0028652+6.4808e-05i,0.0037982-4.1117e-05i,0.0033369-0.00067524i,0.00081336+5.895e-05i,1.6621e-05+0.0016194i,0.0013261+0.0015394i,0.0021014-0.00033333i,0.0013317-0.0020835i,-0.00034164-0.0017484i,-0.00083875-0.00085674i,1.082e-05-0.00044891i,-1.3988e-05+0.00019285i,-0.00049633+0.00075361i,-0.00014889+0.00089647i,0.00056032+0.0012403i,0.00055865+0.00091569i,0.00037086-0.00027677i,0.00025707-0.0008678i,0.00024877-0.00021393i,-0.00026549+0.00072613i,-0.0011148+0.00078335i,-0.00050909+2.4824e-07i
0.0013996-0.00036649i,0.0021129-0.00017085i,0.0018936-0.00050916i,0.00113-0.0011963i,-0.0001692-0.00040576i,-0.0010089+0.0010291i,-0.00074019+0.0013534i,-0.00073205+0.00075573i,-0.0013729-0.00012403i,-0.0017874-0.0001679i,-0.0018563+0.00036771i,-0.0024162+0.00022975i,-0.0021579+0.00016605i,-0.0011223+0.00095153i,-0.00024404+0.0010276i,0.00030173+0.00047741i,0.00072359+0.00043285i,0.0011148+0.00021645i,0.00033413+0.00010167i,-0.00091296+0.0001606i,-0.0012536+0.00022854i,-0.00073441+0.00017251i,0.00024072+1.752e-05i
0.00052168+5.0693e-05i,0.0014748+0.0009147i,0.0021769+0.0028053i,0.0018759+0.0022819i,0.00088463+0.0012056i,0.00069939+0.0014325i,0.00091388+0.0020759i,0.00093305+0.0025409i,0.00052816+0.0026961i,-0.00078577+0.0029828i,-0.00066042+0.0033166i,-0.00023769+0.0029252i,-0.00018221+0.0022002i,0.00098584+0.0013163i,0.0015153+0.0001699i,0.0010821-0.00084815i,0.0010336-0.0010263i,0.00069222+8.0715e-05i,-5.0926e-06+0.0010008i,-0.00037016+0.00051716i,-0.00019715-0.00063439i,-0.0001344-0.00098547i,-0.00012235+3.2153e-05i
-0.0008469-6.8996e-05i,0.0010805+0.00063163i,0.0027716+0.00074648i,0.00334+0.00085457i,0.0019949+0.0016806i,0.0012859+0.0031003i,0.0018723+0.0030221i,0.0022998+0.0010614i,0.0012419+0.00078285i,0.00082715+0.0021767i,0.0018968+0.0020325i,0.0024542+0.0017013i,0.0018448+0.0023702i,0.0013885+0.00189i,0.0005288+0.00071834i,-0.00018053+0.00082659i,0.00028683+0.00047429i,2.8163e-05-0.00010022i,-0.00052776+9.1092e-05i,3.444e-05-0.00029772i,0.00095113-0.001398i,0.0012446-0.0016874i,0.00077285-0.00094857i
-0.0019053-0.00085548i,0.0003849+1.1007e-05i,0.001889-0.00048273i,0.0022752-0.00064059i,0.001679+0.00054323i,0.0015445+0.0014663i,0.002501+0.0002181i,0.0024529-0.0015187i,0.002251-0.0018832i,0.0020493-0.0010074i,0.0023508-0.00017822i,0.0024269+0.00016811i,0.001536+6.1588e-05i,0.00066574-0.00010359i,0.00034896-0.00034758i,-0.00012651+0.0003637i,-0.0001332+0.0017542i,0.0003367+0.002038i,0.00076225+0.00071939i,0.00070868-0.00073899i,0.00018407-0.0012632i,-0.00071195-0.0014623i,-0.0010896-0.0009966i
0.0019434-0.00020672i,0.0046486+0.00038887i,0.0057297+0.00020568i,0.0035021+4.1536e-06i,0.00087088+5.5346e-05i,-0.00099594+0.0011679i,-0.00073359+0.0024149i,0.0003138+0.0024654i,0.00030165+0.00097098i,-1.2128e-05-0.00080596i,8.1346e-05-0.0012928i,0.00060863-0.0017152i,0.0005086-0.0019642i,0.00041799-0.0013455i,0.00020857-0.00019055i,-0.00021629-0.00021555i,0.00028078-0.00072505i,0.00083256-0.00069171i,0.00076876-0.00063632i,0.00068544-0.00021444i,0.00015098+0.00022514i,-0.00037357+0.00028912i,-0.00081891+7.6207e-05i
