-0.0028165+4.6682e-05i,-0.0036127-0.00098215i,-0.0046922-0.0011209i,-0.0037538+0.00021169i,-0.0029176+0.00083891i,-0.0029698+0.0013284i,-0.0022298+0.0014312i,-5.8163e-05+0.0016194i,0.001183+0.0013545i,0.0017883+0.00035247i,0.0023042-0.00021193i,0.00085116-0.00030069i,-9.731e-05-0.00068237i,9.4585e-05-0.00010643i,-0.00032306-0.00011618i,-0.0010972-0.00031619i,-0.001852-9.0995e-05i,-0.0011157-0.00018291i,-4.8774e-05-0.00043929i,-5.2431e-05-9.2471e-05i,-0.0001865-0.00010962i,-0.00035904-0.00018854i,-8.7191e-05+8.8136e-05i
-0.00070759+0.00025671i,-0.00061436+0.0015789i,-0.00094075+0.0014582i,-0.00062726+3.2608e-05i,-0.000209-0.0017365i,-0.00014915-0.0022639i,-0.00035036-0.0015531i,-0.00043291-0.00096977i,0.00027025-0.00079154i,0.0010493+0.00058825i,0.0012333+0.00091728i,0.0010265-0.00059332i,0.00045334-0.0014902i,0.00037864-0.0016305i,0.00052624-0.0008969i,0.00065077+0.00049807i,0.0010018+0.0014717i,0.0011528+0.0015067i,0.001051+0.0002513i,0.00091713-0.00053743i,0.00050307+0.00025883i,5.5013e-05+3.0512e-05i,-0.00027093+0.00037233i
-0.002173-8.4124e-05i,-0.0022685-0.00062686i,-0.0017547-0.00092865i,-0.0010685-0.0014708i,-0.00062665-0.0024855i,-0.0011428-0.0034836i,-0.00094855-0.002946i,-0.00041038-0.00069506i,-0.0003853+0.0011348i,-6.3627e-05+0.0019618i,0.00012367+0.0022754i,0.0007731+0.0015604i,0.0012305+0.00091626i,0.0012961+0.00066927i,0.0013981-2.8075e-05i,0.001713-0.00034245i,0.0018442-0.0003278i,0.00098434-0.00079543i,0.00043451-0.00078323i,0.00055399-0.00059672i,0.00031771-6.2817e-05i,0.00031627+0.00028377i,0.00073395+0.0001136i
-0.0027034-0.0039128i,-0.0024143-0.0027931i,-0.0024495-0.0021295i,-0.0025196-0.0016087i,-0.0026931-0.0018889i,-0.0018833-0.0011494i,-0.0016913-0.00045138i,-0.0014998-0.00024687i,-0.00044479-0.0001852i,-0.00025246-0.00041691i,-6.8264e-05-0.00053563i,0.00066062+0.00015006i,0.00050305+0.00094321i,0.00025368+0.00041698i,0.00031025-2.0421e-06i,0.00039265-0.0010251i,0.00029099-0.0016411i,-0.00041498-0.0015242i,-0.00075193-0.0011415i,-0.00095031+9.0629e-06i,-0.00075063+0.00040118i,-0.00063491+0.00034068i,-0.00028984+0.00036159i
0.00023035+0.0014529i,-0.00099434+0.0016413i,-0.00163+0.0012526i,-0.0014834-9.5847e-05i,-0.00079784-0.0026045i,-7.6889e-05-0.0039498i,-0.00041367-0.0023938i,-0.00071536-0.0006296i,8.8761e-05-0.00025199i,0.0011446-0.0004959i,0.0010821-0.00016704i,0.00057932-0.00066598i,0.00073935-0.0024345i,0.00066165-0.0029993i,-0.00012195-0.0020832i,-0.0012063-0.0007902i,-0.0021937-0.00047166i,-0.0019314-0.00034963i,-0.00068998-0.00015157i,0.00027952+0.00043949i,-0.0001856+0.0005348i,-0.00068152+9.736e-05i,-0.00027085+0.00082919i
-0.0015652+0.0011254i,-0.00021826+0.00086358i,-0.000204+0.0013293i,0.00038571+0.00059476i,0.00061702-0.0017606i,-0.00057762-0.0029191i,-0.0015877-0.0022991i,-0.0012063-0.0010579i,-0.00095616-0.00027874i,-0.00029449+0.00025368i,0.00091445-0.00010727i,0.0014741-0.0011099i,0.0013512-0.0011233i,0.0010934-0.0011474i,0.00059943-0.0010994i,-1.7194e-05-0.0003526i,-0.00059196+0.0006965i,-0.00037058+0.001453i,0.00059465+0.0015173i,0.00075812+0.0010131i,0.00087363+0.00031365i,0.0015888+0.00026057i,0.0014338-1.8581e-05i
0.00011596-0.0017084i,-0.00035154-0.0011228i,-0.00104-0.0011357i,-0.0022304-0.0017138i,-0.0019979-0.0026431i,-0.0017024-0.0029366i,-0.0017823-0.0015592i,-0.0011539-0.00047195i,-0.00082215-0.00069621i,-0.00085487-0.0010091i,-0.00047141-0.00066739i,-0.00029744-0.000516i,-0.00044541-0.00015496i,-0.00052864+0.00095256i,-0.00050037+0.0018519i,0.00038578+0.0020432i,0.00085813+0.0014911i,0.0013107+0.0012746i,0.0013656+0.0013623i,7.8904e-05+0.00065909i,-0.0009282-0.00015187i,-0.0004229+0.00023727i,0.00013756+0.0002629i
0.00010641+4.8334e-05i,8.77e-05-8.8768e-05i,0.00073049+0.00045368i,0.00048162-0.0003228i,-0.00033842-0.0032867i,-0.001822-0.0042047i,-0.0023604-0.0022341i,-0.00088842-0.00049511i,-0.00026668+0.00031032i,-0.0001448+0.00080296i,-0.0001243+0.00016801i,-0.00033754-0.00067586i,-0.00015059-0.00033054i,-0.00045039+0.00062374i,-0.0006975+0.00059211i,9.2603e-05-0.00025677i,0.00085639-0.001246i,0.00052174-0.0016549i,-0.00055858-0.00097786i,-0.0011887-0.0011428i,-0.00049382-0.0013926i,0.00010187-0.0007094i,-0.00011138-0.00037834i
-0.00085413-0.0004024i,-0.00099271-0.00067617i,-0.0015371-0.0014875i,-0.0016918-0.0013664i,-0.0014807-0.0017453i,-0.0019176-0.0021344i,-0.0017686-0.001184i,-0.0011596-0.00040984i,-0.0011655+0.00028783i,-8.0151e-06+0.0011878i,0.0012775+0.0018977i,0.0015459+0.0014823i,0.0014452+0.00039953i,0.00081252-0.00034235i,0.00089799-0.00080856i,0.00030581-0.0010714i,-0.0007884-0.0010255i,-0.00059737-0.00073116i,-0.00018242+0.00084404i,0.00013694+0.0015196i,0.00050618+0.00031321i,0.00074747-1.3659e-05i,0.00064955+0.00057636i
0.0007861+0.0021988i,0.0020334+0.0021416i,0.0020283+0.00057972i,0.00096988-0.0022055i,0.00012513-0.0039888i,-0.00058903-0.0035957i,-0.0010844-0.0016622i,-0.00091087-0.00010805i,-0.00066766-2.8679e-05i,0.00067413-1.5888e-05i,0.00053556-7.9806e-05i,-0.0010653-0.00042288i,-0.00098294+0.00023061i,-0.0001045+2.6908e-05i,-1.6902e-05-0.0005161i,-0.00086101+7.5677e-06i,-0.0013526+0.00065749i,-0.0015699+0.0010583i,-0.0011187+0.00098512i,-6.2033e-06+0.00070559i,0.00030535+0.00028166i,0.00010098-0.00017135i,2.991e-05-0.00075497i
0.0003432+2.6351e-05i,0.00086491+0.00036474i,0.0013725+0.00086546i,0.0006083-0.00040089i,-0.00080814-0.0034364i,-0.0017364-0.0034228i,-0.001568-0.001067i,-0.0018709+0.00026502i,-0.0011234+0.00065243i,0.0013348+0.0001737i,0.0023758+8.1131e-05i,0.0010937-0.00098749i,-8.3495e-05-0.0024497i,-0.00077193-0.0014273i,-0.0013463+0.0004632i,-0.002351+0.0013317i,-0.0015444+0.0010978i,7.2327e-05+0.00079069i,0.001187-0.00010163i,0.0018092-0.00078254i,0.00085631-0.0004092i,-0.00019379-8.9153e-05i,-0.00063781-2.8273e-05i
0.0021869+0.0012382i,0.0023942+0.00022266i,0.0020197-0.0011477i,0.0014663-0.0012835i,0.00043436-0.0022869i,-0.0010275-0.0035575i,-0.0022914-0.0022597i,-0.0016454-0.00098539i,-7.0059e-05-0.00058183i,0.00019988+0.00017272i,0.00062481-0.00012787i,0.0015078-0.0011367i,0.0012799-0.0011431i,0.00032888-0.0010498i,-0.00067584-0.00024792i,-0.00050661+0.0015746i,0.00058724+0.0018969i,0.0017866+0.00051985i,0.0012949-0.00055757i,0.00066794-0.00080934i,0.00040578-9.9243e-05i,-0.00014535-5.3875e-05i,-0.00058547-0.00017652i
-0.0023862+0.00010946i,-0.0020206+0.0013088i,-0.0015631+0.0018281i,-0.0010605-3.9994e-05i,-0.0011684-0.0026338i,-0.0010906-0.0033226i,-0.00023874-0.002164i,0.00036074-0.0016326i,0.00044377-0.00097489i,-0.00012166-0.0002204i,-0.00064088-0.00012614i,-0.00083226+0.00013765i,-0.00056663+0.00023509i,0.00034385+8.2932e-06i,0.001158-0.0003305i,0.0011947-0.00039504i,0.0011159-0.00021597i,0.00046908-0.00010907i,-0.00076849-0.0003456i,-0.00074644-0.00043875i,-0.00013254-0.00056165i,-0.00030455-0.00039668i,-0.00016916+9.2112e-05i
-0.0012479-0.00080896i,-0.0017739-0.00024568i,-0.0024099+0.00045644i,-0.00094264-0.00018225i,0.00013413-0.0014248i,-0.00071234-0.002387i,-0.0015996-0.001311i,-0.0013725+0.00054618i,-0.0015537+0.00055851i,-0.00052273+0.0004364i,0.00038073-3.7257e-05i,-0.00027637-0.0012439i,-0.0001672-0.00047846i,0.00026542+0.00059356i,8.8809e-05-0.00018155i,-0.00047743-0.001506i,-0.0013849-0.001617i,-0.0012641-0.00071297i,-0.00043887+0.0004023i,-0.00017257+0.00075389i,-0.00061478+0.00074125i,-0.0014705+0.0013086i,-0.0010898+0.0016055i
-0.00055818+0.0023375i,0.00016627+0.0016895i,0.0017491+0.00045376i,0.0016505-0.0013707i,0.00097481-0.003152i,0.00011256-0.0034267i,-0.0013167-0.0020612i,-0.0015306-0.00074599i,-0.00042423-2.4434e-06i,0.00031101+0.00024374i,0.00067428-0.000398i,0.00043995-0.0012702i,0.00012415-0.0014101i,-0.00013635-0.0010828i,-0.0011586-0.0011243i,-0.0025127-0.0011012i,-0.0028384-0.0010027i,-0.0017997-0.00031598i,0.00015126+0.00026227i,0.00092762+0.00034441i,3.1816e-05+0.0001443i,-8.6266e-05+0.00022375i,0.00060926+0.00047913i
-7.6933e-05-0.00073418i,0.00026243-0.0011603i,-0.00028667-0.0016531i,-0.0020293-0.0025567i,-0.0019359-0.0028098i,-0.0012312-0.0017331i,-0.0016-0.00056757i,-0.0014762-5.7274e-05i,-0.00086936+0.00084745i,-9.3352e-05+0.0020379i,0.00020016+0.0021082i,-9.1694e-05+0.0016608i,-0.00058409+0.0015041i,-0.00017047+0.00037462i,-0.00031542-0.0014135i,-0.0012653-0.001311i,-0.0010974+0.00039036i,-0.00091462+0.00079631i,-0.0010439-8.3137e-05i,-0.0003969-0.00064864i,0.00014269-0.00029307i,-0.00011314+0.00049326i,-4.1995e-06+0.0010052i
-0.0025586+0.0036662i,-0.0026024+0.0028123i,-0.001677+0.0023075i,0.00040755+0.0013442i,0.0015312-0.0013755i,0.00097913-0.0028851i,-0.00069924-0.0019142i,-0.0012714-0.00060381i,0.00013834+8.5368e-07i,0.0014886+0.000537i,0.0016961+0.0003765i,0.0011659-0.0004736i,0.00042204-0.00038829i,-0.00044895+0.00046649i,-0.0010614+0.00085535i,-0.00076252+0.00032295i,1.9838e-05+0.00027192i,-0.00022965+0.00072091i,-0.0010374-0.0001587i,-0.0007159-0.00036532i,-0.00011645+0.00012024i,-0.00032539-0.0006025i,-0.00051297-0.00053884i
-0.0016382-0.0015498i,-0.00092733-0.0017901i,-0.0011799-0.0022615i,-0.0010189-0.0024899i,-0.0009755-0.0035805i,-0.0020965-0.004319i,-0.0022314-0.0025414i,-0.0012458-0.00078303i,-8.9332e-05-0.00057862i,0.00059203-0.0003873i,0.0012623-5.3739e-05i,0.0024115-0.00075326i,0.0021461-0.00072269i,0.00058463+0.00025051i,0.00030149+0.00091555i,0.00062477+0.0011339i,-0.00011838+0.00028673i,-0.00086521-0.00020825i,-0.00015079-0.00047489i,0.00065802-0.00064221i,0.00044105+0.00012872i,-9.48e-05+0.00039816i,-0.00030741+0.0006622i
0.0022882+0.00020588i,0.0018828+0.00057664i,0.00094659-7.3176e-05i,0.00059441-0.0019712i,-0.00034307-0.0036621i,-0.0015183-0.0030205i,-0.0011793-0.00029108i,-0.00068628+9.1002e-05i,-0.00039806-0.00041538i,-0.00058526-0.00076882i,-0.00093373-0.00066124i,-0.00063654+0.00034822i,-0.00015948+0.0006815i,-0.00037036-5.7064e-05i,-0.00027269-0.00086636i,0.00038407-0.00052364i,-7.841e-05-0.00025719i,-0.00067844+7.0565e-05i,-0.00072937+0.0010589i,5.0214e-06+0.00083478i,-3.3116e-05+0.00057725i,-0.00057766+0.00048757i,-0.00077898+0.00071613i
-0.00069581+0.0022932i,-0.0003627+0.0019332i,0.00088832+0.001893i,0.0020226-5.6454e-05i,0.0012137-0.0023002i,-0.00049455-0.0034398i,-0.00070069-0.0025245i,-0.00044075-0.00086399i,-0.00013086-4.1377e-05i,0.00052726-0.000209i,8.3871e-05-0.00064843i,1.9189e-05-0.0014629i,0.00012236-0.0021665i,0.00034371-0.0020961i,0.00066909-0.0019298i,0.00076056-0.0011454i,0.00033549-0.00048095i,1.0802e-05-0.00017517i,0.00019289+4.8887e-07i,0.00030273+0.00031973i,0.00043955+0.00030006i,0.00023189-0.0003488i,2.2384e-05-0.00033614i
0.0016797-0.0015709i,0.001407-0.0015744i,-0.0001875-0.001416i,-0.00047716-0.0024208i,-0.00044529-0.0032951i,-0.0014636-0.0026175i,-0.0023082-0.0008155i,-0.0023687+0.0010592i,-0.0022121+0.0016331i,-0.001538+0.0013676i,0.00033738+0.0010724i,0.00099619+9.9417e-05i,0.00025243-0.00025902i,-4.096e-06-0.00060377i,5.668e-05-0.00067539i,-0.00024017+0.000881i,-0.0003553+0.0019191i,-9.3705e-05+0.00070357i,-6.492e-05-0.00060749i,-0.00019332-0.00087599i,-0.00015707-0.00053929i,-0.00015937-0.00036676i,-5.577e-05+3.3408e-05i
0.0012585+0.0016197i,0.0011542+0.00074483i,0.00043094-0.00082482i,0.00070312-0.0034614i,-0.00031774-0.0049743i,-0.0017871-0.0047916i,-0.0021919-0.0025355i,-0.0013535-0.00041668i,-0.00069322-4.1826e-05i,-0.0002594+0.0001808i,-0.00045332+0.00063648i,-0.00087717+0.0011402i,-0.0010871+0.0013052i,-0.0020456+0.0010025i,-0.0028488+0.00045501i,-0.002078-4.5614e-05i,-0.00037453-0.00053397i,0.00024914-0.00083899i,-0.00036675-0.0010568i,-6.1031e-05-0.00053507i,9.8574e-05-0.00045161i,-0.00065194-0.00044705i,-0.00096816-0.00023442i
-0.0018071-0.0026499i,-0.0016368-0.0023285i,-0.0017315-0.0017655i,-0.0013218-0.0013722i,-0.0012498-0.0026657i,-0.0011236-0.0028998i,-0.00046076-0.00095544i,0.00056996+0.00052479i,0.00079322+0.0012003i,0.00077138+0.0020903i,0.0013118+0.0019218i,0.00093429+0.00069324i,0.00014495+0.00055435i,-0.00024451+0.00061467i,0.00070544+0.00049111i,0.0014909+0.00046536i,0.0010813+0.00028348i,0.00010867+0.00019738i,0.00016472+0.00039887i,0.00045785+0.00022747i,9.9908e-05-0.00029172i,-0.00030153-0.00034i,-0.00015425+0.0002848i
0.00064014+0.00010594i,0.00017352-0.00022779i,0.0010102-0.00056262i,0.00070086-0.0019635i,0.00033906-0.0043862i,4.9843e-05-0.0044889i,0.00021984-0.0022323i,0.00059211-0.00062374i,-6.0463e-05-0.00051346i,-0.00021453-0.0014983i,4.8801e-05-0.0021308i,-0.00016299-0.0019466i,0.00042267-0.00055017i,0.0012359+0.0011075i,0.001654+0.0017438i,0.0013293+0.0014253i,-0.00019157+0.00042876i,-0.00067453+0.00011488i,1.9238e-05+0.00068178i,-7.9533e-06+0.0009518i,-0.00049827+0.00046169i,-0.00017435+0.000295i,0.00010173+0.00016074i
0.00040225+0.00030789i,0.001127-0.00095942i,0.0010071-0.001241i,0.00048651-0.0019405i,-0.00068313-0.0032088i,-0.0019675-0.0038262i,-0.002619-0.0031553i,-0.0020052-0.0014441i,-0.00051978-0.00027473i,-0.00049179-0.00044243i,-0.0012059-0.0011686i,-0.0011006-0.0014404i,-0.00096552-0.0010531i,-0.00093669-0.00096216i,-0.00044691-0.00085692i,-0.00045456-8.5733e-05i,-0.00026091+1.9734e-06i,0.00018614+0.00031607i,0.0008168-5.9371e-05i,0.0013085-0.00073391i,0.00077462-0.00055541i,0.00066833-1.5233e-05i,0.00046165+0.00015456i
0.000243+0.0019139i,0.00083666+0.0021155i,0.0013424+0.0022632i,0.0014126+0.0011511i,0.0012086-0.0021597i,0.00011734-0.0044096i,-0.0011351-0.0022785i,-0.00085627-0.00011728i,-0.00045941+7.4579e-05i,1.9365e-05+0.00020151i,0.00028582+0.00023782i,-0.00029026-0.0010836i,-0.00076254-0.0023666i,-0.00062001-0.0025781i,-0.00086429-0.0027902i,-0.0019104-0.0019267i,-0.00085098-0.00048667i,0.00033366-0.00034139i,-6.4751e-05-0.00051709i,0.00038186-0.00044195i,0.00061488-0.00021402i,0.00050319+0.00043372i,0.00078971-0.00019079i
-0.0019072+0.0025728i,-0.0020528+0.00263i,-0.00088059+0.0023007i,0.0010927+0.00034038i,0.0016687-0.002841i,0.00013577-0.003622i,-0.00081521-0.0017812i,-0.0005484-0.00020014i,-0.00087147+0.00053016i,-0.00056498+0.00080166i,0.00025001+0.0010365i,-7.4461e-05+0.00049197i,-0.001067-0.00022233i,-0.0016644-0.00030605i,-0.001135+0.00021093i,-0.00010218+0.00049152i,0.00030498+0.0003908i,-0.00018318-0.00029517i,-0.0011782-0.00089135i,-0.0016632-5.0266e-05i,-0.00098286+0.00042205i,-2.4345e-05-0.0004944i,0.00020462-0.0011069i
0.00052007-0.0031934i,0.00069406-0.0032254i,-0.00061172-0.003022i,-0.0014986-0.0036495i,-0.00093166-0.004031i,-0.00076856-0.0032533i,-0.0010594-0.00066514i,-0.0005385+0.0012321i,-0.00016715+0.0013374i,-0.000555+0.00096629i,-0.00078358+0.001002i,-0.0011877+0.00097399i,-0.0013642+0.0010055i,-0.0013378+0.0012596i,-0.0011353+0.0017349i,-0.00042568+0.0014957i,-0.00041044+0.00069901i,-0.0014054+4.3868e-05i,-0.0013134-0.00034102i,-0.0010016-0.00035931i,-0.0011717-0.00044286i,-0.00066242+0.00073126i,-0.00054254+0.0013949i
0.0021168+0.0014963i,0.00084091+0.00095656i,0.0013705-0.00040628i,0.00081146-0.0026495i,-0.00038475-0.004704i,-0.00062454-0.0044402i,-0.00035553-0.0019753i,-0.00012822-0.00041716i,-0.00030853-0.00034753i,-7.7176e-06-0.00062983i,6.0932e-07-0.0008001i,-0.00036176-0.00087226i,-0.00033912-0.00099181i,3.7011e-05-0.00072101i,0.00074618-8.3042e-05i,0.00085527+9.0777e-05i,-0.00076749-3.7285e-05i,-0.001858+5.6427e-05i,-0.00097192+0.00020949i,-0.00078092-2.395e-05i,-0.0013369-0.00058206i,-0.0014277-0.00012515i,-0.00094352+0.00020694i
0.001697-0.0023485i,0.00084482-0.0031754i,0.00025038-0.0034348i,-0.000335-0.0043378i,-0.0015187-0.004873i,-0.0019704-0.0038065i,-0.0019258-0.0021467i,-0.0020822-0.0011113i,-0.0012681-0.00052401i,-0.00044065+0.00027701i,-4.8721e-05+0.00043716i,0.00055168+0.00023715i,0.0014983+0.0007272i,0.0021971+0.00039181i,0.0024456-0.00047536i,0.00099725-0.00026769i,-0.00033654+0.00080897i,0.00058297+0.0009789i,0.0015172+0.0008723i,0.00088832+0.0011256i,1.3008e-05+0.00027003i,-0.00065403+0.00047063i,-0.00082352+0.0016603i
-4.8311e-05+0.00011768i,-0.00083179-5.2283e-05i,-0.0013833-0.0013005i,-0.0011357-0.0016348i,-0.0015025-0.0019846i,-0.0025166-0.0017948i,-0.0024826-0.00040354i,-0.0013438+0.000673i,-0.00078315+0.00023818i,-0.0003294+0.00030935i,-0.00023606+0.00065923i,0.00010523-0.00044807i,0.00057583-0.0010995i,-0.00016501-0.00065375i,-0.0012135-0.00041503i,-0.00054892+0.00023062i,0.00069024+0.00028611i,0.0017435-0.00025521i,0.0019652-0.00044071i,0.0011285+5.6143e-05i,3.9512e-07+0.00086445i,-0.00044626+0.0010679i,-0.0002323+0.00030481i
-0.002714-0.003026i,-0.0028736-0.0028719i,-0.0030527-0.0026272i,-0.0022697-0.002477i,-0.00065386-0.0024768i,0.00020134-0.0018756i,0.0002197-0.0013538i,-0.00017152-0.00091306i,-0.00036139+5.768e-06i,-4.7659e-05+0.00086868i,0.00058206+0.0013641i,0.000816+0.00073588i,0.00061143-0.00037212i,0.00027849-0.001098i,-0.00023233-0.0018473i,-0.00021409-0.0012651i,0.00047936-0.0001556i,0.00029172-0.00080027i,-0.0013817-0.0015373i,-0.0020869-0.0011989i,-0.0013919-0.00085935i,-0.00032842-0.00062102i,-0.00023778+0.00022336i
0.0011567+0.00084032i,0.00074513+0.00041452i,0.00057558+7.1485e-06i,0.00017609-0.0017599i,0.00036128-0.0044458i,0.00035006-0.0046475i,-0.0011938-0.0020448i,-0.001002+7.6638e-05i,0.00012881+0.00077604i,0.00087899+0.00018858i,0.0022249-0.00098838i,0.0025242-0.00073021i,0.001756+0.00059583i,0.00075661+0.0009058i,-0.00044857-0.00012522i,-0.0011126-0.00097486i,-0.00080576-0.0011413i,-0.00067643-0.00073963i,-0.00068292-0.00010418i,-0.00052063-0.00031828i,-0.00049272-0.00074432i,-0.00014091-0.00047282i,-0.0002662+0.00022233i
-0.0026631+0.00080971i,-0.0017237+0.00068274i,0.00013533+0.001426i,0.0010685-0.0002335i,0.0012088-0.0030507i,0.00047964-0.0035481i,-0.00079614-0.0025328i,-0.00099689-0.0017022i,-0.00084356-0.00033755i,-0.00077864-0.00036571i,0.0003789-0.0015713i,0.00091845-0.0012714i,-0.00034354-0.00047445i,-0.0012471-0.0002523i,-0.00094672+0.0012029i,-0.00055698+0.0022065i,-0.000657+0.0013008i,-0.00035871+0.0012941i,-0.0004166+0.0020423i,-0.0011863+0.0016623i,-0.0015912+0.0010726i,-0.0009358+0.00088954i,-0.00031245+0.00034426i
-0.00075006-0.00013364i,-0.0010253-0.00022324i,-0.0013081-0.0001396i,-0.0011261-0.00087756i,-0.00095255-0.0024695i,-0.0010929-0.0036075i,-0.0021595-0.0033251i,-0.0023304-0.0015701i,-0.0017011-0.0002615i,-0.00086019+0.00035484i,-0.0011505+0.0001776i,-0.0013479-0.00075009i,-0.00032236-0.00046057i,0.00010588-0.0003997i,-0.00030928-0.00082532i,-0.0005558-0.00053556i,-0.0012489-0.00010531i,-0.00146+0.00038805i,-0.00052744+0.00039844i,-0.00072833+0.0010396i,-0.00041142+0.0016629i,-3.9248e-05+0.00098738i,-0.00015513+0.00021247i
-0.0018608-0.0011953i,-0.0016887-0.0021897i,-0.0020463-0.0033296i,-0.0023175-0.0029115i,-0.0022858-0.002924i,-0.001425-0.0023937i,-0.0013368-0.0008i,-0.0016327+5.5759e-05i,-0.00097458+0.00030677i,-0.00070756+0.00064321i,-0.0010744+0.0021241i,-0.0015219+0.0025471i,-0.00035301+0.0014945i,0.0013949+0.00040563i,0.0010302-0.00077892i,6.0111e-06-0.0016086i,0.00036064-0.001455i,0.0009418-0.0016211i,0.00044705-0.0018471i,0.00056497-0.00099626i,0.00036499-0.00054857i,-0.00043919-0.0005366i,-0.00023679-0.00016924i
0.0018167-0.00037908i,0.00094128+0.00037601i,0.0009523-0.00078399i,0.00090498-0.0023424i,0.0011345-0.0029694i,0.00050878-0.0026954i,-0.0011537-0.00095958i,-0.0011484+0.00024141i,0.00079154+0.00061307i,0.0017164+0.0015439i,0.0013623+0.0020531i,0.0014252+0.0021492i,0.0011777+0.0017824i,0.00079527+0.0010432i,-0.00017228+0.00072783i,-0.00050551+0.00023015i,0.00023275-0.00074702i,0.00064898-0.0012896i,0.00085593-0.0010103i,0.0010178-0.00064187i,0.0013045-0.00064336i,0.00094433-1.4516e-05i,-0.00027177+0.00064121i
0.00062812-5.8721e-05i,-4.97e-05-0.00084103i,0.00030787-0.0014235i,0.00036065-0.0022234i,-0.00010919-0.003212i,-0.00035127-0.0026518i,-0.00072254-0.0012594i,0.00038279-0.00034981i,0.0018128-0.00022641i,0.0023744-5.1054e-05i,0.0036132-6.3807e-05i,0.003498-0.00014888i,0.0020813-0.00041061i,0.0002509-0.00026316i,-0.0011722+0.00073544i,-0.0017818+0.0019556i,-0.0018261+0.0016614i,-0.0020274+0.00087778i,-0.0022107+0.0004003i,-0.0018507+0.00025828i,-0.0014179+0.00055231i,-0.00062776+0.00028128i,-4.7541e-05+6.7403e-05i
-0.0021344-0.00051987i,-0.0017808-0.00055612i,-0.0023138+0.00029736i,-0.0022763-0.00074167i,-0.0016479-0.0030004i,-0.0012639-0.0044013i,-0.00064513-0.0042866i,0.00015847-0.0023368i,-0.00016293-0.00086279i,-6.4581e-05-0.0012771i,0.0010206-0.002504i,0.0016935-0.0038896i,0.0011592-0.003305i,0.00046899-0.0017601i,-9.0028e-05-0.0013621i,-0.00015692-0.0012342i,1.1916e-05-0.00042554i,-0.00057419+0.00075296i,-0.00089558+0.0012344i,-0.001198+0.0006363i,-0.00099615+5.0521e-05i,-0.0002074+0.00057399i,0.00012313+0.00076088i
0.0010546+0.0039738i,0.00068283+0.0037947i,0.00081913+0.0014701i,0.0013629-0.0011419i,0.00046046-0.0048884i,-0.0012105-0.0063783i,-0.0025854-0.0035451i,-0.0029374-0.0010266i,-0.0021702-0.00045476i,-0.0017158-0.0011075i,-0.0019916-0.0024457i,-0.0025981-0.0035034i,-0.0021633-0.0025487i,-0.0012262-0.00074977i,-0.00025528+0.00067612i,0.00097908+0.0016808i,0.0013203+0.0017317i,0.00098642+0.0012207i,0.0010173-0.00018733i,0.00114+0.00017966i,0.00080455+0.0012398i,0.00032945+0.001111i,-0.00043716+0.00047413i
-0.0029006-0.00086259i,-0.0031797-0.00076438i,-0.0031211-0.00048754i,-0.0024957-0.00084748i,-0.0025246-0.0018784i,-0.0028512-0.0022227i,-0.0032797-0.0014586i,-0.0024863-0.00018067i,-0.00098176+0.00074822i,-0.0005342+0.0019624i,-0.0020334+0.0021955i,-0.0032989+0.00070608i,-0.0026697-0.00019349i,-0.00071392-0.0004679i,6.1003e-05+0.00010043i,0.00036247+0.00073823i,0.00070421+0.00090151i,3.534e-05+0.00048167i,-0.00057669-0.00028059i,-0.00068274-0.00086501i,-0.0010294-0.0009284i,-0.00137-0.0013229i,-0.00068378-0.0010572i
-0.00035602-0.001554i,-0.0016718-0.0016609i,-0.0023745-0.0023371i,-0.0017141-0.0023712i,-0.00072742-0.00283i,-0.00046395-0.0031128i,-0.00095992-0.0016719i,-0.0015492-0.00013962i,-0.00080715+0.00049241i,0.00043315+0.0023373i,0.0010951+0.0045841i,0.0010882+0.004853i,0.00091923+0.0038408i,0.0020249+0.0014565i,0.0023436-0.0012098i,0.00040041-0.0013784i,-0.00099067-0.0013476i,-0.001519-0.001524i,-0.0013617-0.0012153i,-0.0006405-0.0014857i,-0.00029309-0.00076097i,0.00037859+0.00053428i,0.00051648+0.00095844i
-0.00013994+0.0039089i,0.00045775+0.003095i,0.0012458+0.0016796i,0.0023567-0.00057423i,0.0027488-0.0031891i,0.001945-0.0042405i,0.0013052-0.001919i,0.0014513-0.00036913i,0.0021308+0.00026666i,0.0037632+0.00054217i,0.0051985+0.00060806i,0.0043929+0.0003748i,0.0037515-0.00068552i,0.0027811-0.00067443i,0.00061418-0.00090764i,-0.00032932-0.0011727i,-0.00024859-0.00064019i,-0.00067462-0.00057842i,-0.0012037-0.00063859i,-0.00057922-7.7481e-05i,-0.00022368+0.0011266i,-6.6258e-05+0.0010117i,-2.244e-05+0.00013005i
-0.0018837-0.0012804i,-0.002292-0.00099308i,-0.0020539+7.6514e-06i,-0.00078654-0.00074225i,-0.00024652-0.0031666i,-0.00078936-0.0045167i,-0.0019801-0.003112i,-0.0024099-0.00081288i,-0.0014055-2.3865e-05i,0.00042876-0.00021468i,0.0019742-0.0016361i,0.0028739-0.0038106i,0.002223-0.0045949i,0.00073719-0.003738i,-0.00084745-0.0012254i,-0.0020873+0.0014879i,-0.0016138+0.0020981i,-0.00057705+0.0019348i,1.9931e-05+0.0018997i,0.00043003+0.0012489i,0.0015299+0.00019797i,0.0018446-0.00054624i,0.00084971-0.00088156i
