-0.0023237+0.0020711i,-0.00079769+0.00064334i,-0.00085291+2.6814e-05i,9.5922e-05+4.5707e-05i,0.00072816+0.0016143i,0.00073512+0.0018204i,0.00067962+0.00069589i,0.0013116+0.00012098i,0.0013102+0.0001276i,0.0003934-8.4757e-05i,3.2432e-05-0.00082883i,-0.00018205-0.0017259i,-0.0006855-0.0020021i,-0.00079879-0.0017976i,-0.00014881-0.00091086i,6.4917e-05-0.00017194i,0.00042858-7.7262e-06i,0.00037578-0.00012005i,0.00028055-0.00079306i,0.00026996-0.0010844i,0.00053698-0.00076415i,0.00058993-0.00034261i,0.00023027-4.4839e-05i
0.0003-0.0001281i,-0.00083354+0.0007964i,-0.0012319+0.0018587i,-0.0010028+0.00050825i,-0.00095594-0.0019619i,-0.0008377-0.0026351i,0.00061397-0.0027155i,0.0032669-0.0032394i,0.0052204-0.0029557i,0.0042984-0.0019099i,0.0021166-0.00049496i,0.0012358+0.00081205i,0.0005757+0.0014442i,-0.00014102+0.00089636i,-0.00028548-0.0004277i,-0.00038721-0.00092448i,-0.0007828-0.00020577i,-0.00062848+0.00037433i,-0.0003342-5.5025e-06i,-0.00034838-0.00048974i,0.00045518-0.0011709i,0.00096668-0.001025i,0.00024552-0.00085976i
-0.0029435+0.00072888i,-0.0033977+0.0023593i,-0.0033956+0.0032037i,-0.0020817+0.0029193i,-0.0012409+0.0017834i,-0.00058677-0.0002659i,0.00045158-0.003422i,0.00094032-0.0058294i,0.0012272-0.006419i,0.0010774-0.0053645i,0.0012175-0.00229i,0.0020687+0.00012007i,0.0012447-0.00043843i,-0.0001959-0.0016076i,-0.00070338-0.0016713i,-0.00053185-0.00055919i,-3.8595e-05+0.00012454i,-0.00015905+0.00060774i,-0.0006677+0.00062381i,-0.00016339+0.00038314i,1.4261e-05+0.0010173i,-5.382e-05+0.0015052i,-4.0181e-05+0.00093458i
0.0015633+0.0024733i,0.0024629+0.0019616i,0.0035963+0.0024004i,0.0033847+0.0022087i,0.0019904+0.00096992i,0.00078119-0.00020605i,-0.00096989-0.0006605i,-0.0037803-0.0023513i,-0.0049963-0.0042644i,-0.0034593-0.0040005i,-0.0014739-0.0027547i,-8.7511e-05-0.0017408i,-0.00063686-0.002011i,-0.001563-0.0014962i,-0.0014314-0.00027675i,-0.0011209-0.00019062i,-0.00047384-0.00023102i,0.00012458+0.00018194i,0.00038597-0.00019267i,0.00027211-0.00051747i,-0.0002869-0.00012097i,0.0001015+0.00024077i,0.0006625-0.0001431i
0.00098682-0.00072166i,2.6733e-05-0.00090225i,-0.0016077-0.0011865i,-0.0014709-0.00087066i,-0.00067114-0.0005517i,-0.0011311+1.0354e-05i,-0.0024684+0.0021927i,-0.0047974+0.0025445i,-0.0060546+0.0012286i,-0.0051215+6.9834e-05i,-0.0034052-0.0011988i,-0.0018065-0.0017652i,-0.0014893-0.0017645i,-0.00092403-0.0011978i,0.00035741-0.00037613i,0.00031759+0.00021049i,-0.00010388+7.5605e-05i,0.00029213-0.00075686i,-0.00015779-0.0010464i,-0.00091068-0.00046727i,-0.00028991-0.00015691i,0.00031635+0.00010046i,-0.00016119-0.00026937i
-0.002731+6.0148e-05i,-0.0031305+0.0014859i,-0.0028353+0.0016469i,-0.0014111+0.0013782i,0.0014038+0.0012855i,0.0039705+0.0019664i,0.0039227+0.0034111i,0.0020836+0.0051783i,0.00035676+0.006423i,-0.00067322+0.0052188i,-0.0017697+0.0026449i,-0.0026997+0.0010089i,-0.0010985+0.00044624i,0.00063313-6.0277e-05i,0.00011949-0.00030408i,-0.00073511-0.00068466i,-0.00081885-0.00087708i,-0.00098496+6.1344e-05i,-0.00083841+0.00085167i,-0.00046569+0.0012973i,-0.00058958+0.001494i,-0.00093709+0.0014216i,-0.00072861+0.00053714i
0.0010606+0.0018917i,0.00015764+0.0018453i,0.00028239+0.0013174i,0.00019656-0.00033516i,0.00062772-0.0019561i,0.0023016-0.0019329i,0.0041929-0.0016551i,0.0054838-0.00062701i,0.0045305+0.00074779i,0.0022169+0.001167i,0.00082219+0.00063899i,-0.00031961+0.00080701i,-0.00077643+0.00073169i,9.2562e-05+0.0002614i,-0.00048606+0.00022948i,-0.0011148+8.8888e-05i,-0.00060384+0.00047042i,-0.00018247+0.0014637i,0.00015015+0.0018216i,0.00041959+0.00070994i,0.00054575-0.00065969i,0.00026527-0.00061993i,-6.3038e-05+0.0006591i
0.00034146-0.0010279i,-0.00026217+0.001005i,-0.0011041+0.0022581i,-0.0012211+0.00096803i,-0.0016059-0.0014398i,-0.0016165-0.0033469i,0.00019159-0.0038074i,0.0026315-0.0039938i,0.0033612-0.0041965i,0.0023246-0.0030235i,0.0013516-0.00032724i,0.0010095+0.0017193i,0.0013194+0.0018134i,0.00069065+0.0010987i,-0.0005348+0.00039531i,-0.00056094+0.00033626i,-8.1275e-05+0.00074936i,0.00035424+0.00051136i,0.00058862+0.0001276i,0.00059967-0.00044039i,0.00078079-0.00069281i,0.0017097+0.00038787i,0.001805+0.00076779i
-0.0037967+0.0023062i,-0.00088487+0.0032622i,0.0013254+0.004562i,0.0024163+0.0042675i,0.0024759+0.0022009i,0.0015211-0.0015875i,-0.00035644-0.0042571i,-0.001297-0.0043078i,-0.00079864-0.0040641i,-0.00063528-0.0039304i,0.0001976-0.0024746i,0.0013536-0.0012592i,0.00028356-0.0015478i,-0.00032132-0.0015711i,-0.00037231-7.3168e-05i,-0.00050141+0.00089933i,0.00077701+0.0010594i,0.0016093+0.00093923i,0.0010023-0.00029896i,0.00088552-0.0014377i,0.0010032-0.0019182i,0.00091281-0.0014695i,-0.0001175-0.0011509i
0.0025441-0.00053964i,0.0018928-0.00055041i,0.0012868-0.0018271i,0.0011862-0.0026569i,-0.00030362-0.0015481i,-0.0028064+0.00073866i,-0.0029818+0.00040635i,-0.0035983-0.0016195i,-0.0045379-0.0025057i,-0.0034634-0.0031027i,-0.0011755-0.0035465i,-6.8862e-05-0.0033655i,-5.2026e-05-0.0023779i,2.4912e-05-0.00071728i,0.00059783+5.9539e-05i,0.00070117-0.0006115i,0.00072483-0.0013447i,0.00050732-0.0010086i,-0.0010392-0.00078687i,-0.0020833-0.00079994i,-0.0017106-0.0007192i,-0.0012368-0.00096871i,-0.00045611-0.00074254i
-0.0011359-0.0011602i,-0.0039612-0.00014983i,-0.0047084+0.001112i,-0.0043118+0.0020545i,-0.0033548+0.0020215i,-0.0016591+0.002353i,-0.0016481+0.0034551i,-0.0022093+0.0040888i,-0.0028336+0.0028641i,-0.0027187+0.0013721i,-0.0018273-0.000327i,-0.0011609-0.0014603i,-0.00048198-0.00064854i,0.00040549+0.00027484i,0.00034566-0.00075624i,-0.00087474-0.0016745i,-0.0016285-0.00052237i,-0.0012713+0.00063253i,-0.0011248+0.0010547i,-0.0013621+0.0010623i,-0.0016305+0.001343i,-0.0011948+0.0015324i,-0.00024302+0.0013149i
-7.7925e-05+0.0011615i,-0.00079721+0.0018428i,0.00010474+0.0027873i,0.0014311+0.0022692i,0.0027928+0.0014859i,0.003707+0.0017713i,0.0038722+0.003153i,0.0033026+0.0038793i,0.0017323+0.0033473i,-0.00030022+0.0019504i,-0.0020699+0.00095767i,-0.0031521+0.0010001i,-0.0022629+0.0010208i,-0.00076636+0.00098663i,-0.00044143+0.0014592i,-0.0011974+0.0015348i,-0.0012255+0.0012669i,0.00011293+0.0013553i,0.00093527+0.0014711i,0.00055193+0.0018231i,0.00013729+0.0020113i,0.00087721+0.0012864i,0.00046601+0.001364i
0.00083318+0.0013652i,-0.0012089+0.00062562i,-0.0015782+0.00033609i,-0.00037727-0.0011751i,0.00061253-0.0020319i,0.0021977-0.0018982i,0.0044072-0.0023944i,0.0046329-0.0023372i,0.0025403-0.0021299i,0.00040819-0.001002i,-0.0010221+0.00057421i,-0.00069914+0.0020465i,0.00050378+0.0020766i,0.00039129-0.00012072i,0.00016764-0.00078957i,-2.0344e-05+0.00048397i,-9.8633e-05+0.00065513i,0.00054454+0.00075975i,0.00092942+0.0012874i,0.00125+0.0011429i,0.0015896+0.0010821i,0.0012651+0.00067019i,0.00090433-0.00010098i
-0.0017364+0.00053884i,-0.0027542+0.00066742i,-0.0017438+0.0020274i,-0.00017822+0.0026346i,0.00071173+0.0014217i,0.0010354-0.00061549i,0.0011567-0.0027739i,0.00074253-0.0030165i,-0.00041941-0.0016317i,-0.0003929+8.3624e-05i,0.0010912+0.0014965i,0.0018099+0.0012163i,0.0013261-0.00015106i,0.0010424-0.00057715i,0.00061827-0.0001214i,0.00097035-8.1312e-06i,0.0012717-0.00011431i,0.0008475+0.00040723i,0.00087047+0.0005974i,0.00035022-0.00018186i,-0.00034796-0.00043908i,0.0003447+0.00016212i,0.00094716+0.00010168i
-0.0017214+0.0007849i,-0.0024757+0.0020276i,-0.0013123+0.002524i,-0.00018143+0.00053347i,0.00016406-0.0012266i,-9.8492e-05-0.0020187i,-0.0012527-0.0032943i,-0.0011476-0.0038348i,-0.0005802-0.0024386i,0.00050507-0.0015093i,0.0020459-0.0017557i,0.0022087-0.0024802i,0.0013943-0.0017621i,0.00057208-0.00015038i,0.0011717+0.0004216i,0.0022743-0.00041364i,0.0016362-0.00099935i,0.00043052-0.0017891i,-0.0006352-0.0021423i,-0.0017282-0.0015371i,-0.0015599-0.00080367i,-0.00073537-0.00067114i,-0.0009633-0.0011921i
-0.00021453-0.0021317i,-0.0020639-0.0014019i,-0.0019956-0.00077946i,-0.0017196+0.00021259i,-0.0025976+0.00034558i,-0.0031561-4.0684e-05i,-0.0038582-0.00045697i,-0.0035639-0.0017063i,-0.0016564-0.0021408i,0.00061504-0.0023057i,0.00095045-0.0033025i,-0.00051918-0.0031452i,-0.0010609-0.0012755i,0.00032339+1.129e-06i,0.0011463-0.00087563i,0.00013262-0.0019106i,-0.0012349-0.0014774i,-0.0019215-0.00065096i,-0.0017231+8.5741e-05i,-0.00068236+0.00085312i,-0.00045863+0.00145i,-0.00075626+0.0013945i,-0.0007456+0.0004553i
-0.0027124-0.0024027i,-0.0037208-0.00050816i,-0.0045524+0.0015656i,-0.0033198+0.0028994i,-0.0021168+0.0033084i,-0.0013422+0.0039738i,-0.0018666+0.0048071i,-0.0032005+0.0031557i,-0.0033534-0.0010365i,-0.0029806-0.0036445i,-0.0029882-0.0025715i,-0.0028191-0.00042879i,-0.0017078+0.0009306i,-0.0001013+0.00054122i,0.00051671-0.00023294i,-3.9857e-05+0.00033063i,-0.00095085+0.0010048i,-0.00077468+0.0011717i,-0.00026424+0.0012033i,-0.00077633+0.00093656i,-0.00044313+0.0015105i,0.00030355+0.0027379i,0.00057315+0.0026613i
-0.0013789+0.0021139i,-0.0020691+0.0025432i,-0.0011134+0.0032691i,0.0013044+0.0017668i,0.002134-0.00028696i,0.0012437-0.00026697i,0.0017594+0.0012135i,0.0024647+0.0012739i,0.00063136-0.00017634i,-0.0021279-0.0011327i,-0.0037786-0.00021237i,-0.003363+0.0011739i,-0.0018889+0.00097108i,-0.00046871-0.00010611i,-0.00054549-0.00049349i,-0.00079975+0.00029727i,0.00026937+0.0010726i,0.0013265+0.00051775i,0.0014171+0.00045178i,0.0016776+0.00059888i,0.0016578+0.00075791i,0.00067578+0.00095683i,0.00037321+0.00078017i
-0.00029903-0.00079182i,-0.00074672-0.00032093i,-0.0017859+0.0004907i,-0.0023932+0.00045247i,-0.00089818+0.00012179i,0.0022997+0.00019099i,0.0049086-0.00010705i,0.0037429+0.00062916i,-8.4333e-05+0.0024142i,-0.0021779+0.0037726i,-0.0018656+0.004387i,-4.9967e-05+0.0036609i,0.00059199+0.0013882i,7.3401e-05-0.00061312i,-0.0002202-0.00057866i,0.00038748-9.9526e-05i,0.00067306-0.00013621i,-0.00020856-0.0003434i,-0.00031323+7.2108e-05i,0.00025873+0.0001355i,0.00045172+0.00020545i,0.0006849-0.00036687i,0.00067959-0.0012882i
-0.0016744+0.00066147i,-0.003088+0.0043265i,-0.004075+0.0063521i,-0.003184+0.0061565i,-0.0005858+0.0028009i,0.001727-0.00071596i,0.0028864-0.0028853i,0.0025465-0.0025625i,0.0023155+0.0004975i,0.0018955+0.0026659i,0.0023198+0.0027274i,0.0023806+0.0025637i,0.00085177+0.0018424i,-0.00012843+0.0011189i,-0.00076174+0.00057156i,-0.00044341+0.00011568i,0.00067729-0.00025812i,0.00039596-0.00025665i,-0.00043336-0.00057621i,-0.00070762-0.00069983i,-0.00016831-0.00060162i,0.00068973-0.0009683i,0.0003072-0.0012522i
0.0014511-0.0013299i,0.00058606-0.0012254i,-0.00028602-0.0015795i,0.0003627-0.0014406i,0.0011937-0.0014435i,-0.00066037-0.0022806i,-0.0020832-0.0031487i,3.0961e-06-0.0034543i,0.0023344-0.0028965i,0.0037926-0.0017461i,0.0042699-0.0015574i,0.003455-0.0022722i,0.0022512-0.0012501i,0.0014786+0.00072807i,0.00078224+0.0006695i,0.00059825-0.00072803i,0.00056769-0.00061327i,-5.2094e-06+0.00050726i,-0.00044828+0.001005i,-0.00094507+0.00055027i,-0.0013951-0.00027946i,-0.0014984-0.00032001i,-0.0016271-0.00024201i
0.0007795-0.0015274i,-0.00053758-7.8753e-05i,-0.0018219+0.00076226i,-0.0021103+0.0003204i,-0.0016836-0.00012981i,-0.0018899-5.1859e-05i,-0.0020625-0.00058927i,-0.0017007-0.0026287i,-0.00071451-0.0044151i,0.00011807-0.0051237i,-0.00076553-0.005345i,-0.001481-0.0037865i,0.00028819-0.00066613i,0.0021041+0.00025026i,0.0016001-0.00063587i,7.9237e-05-0.00065509i,-0.00057277+0.00059404i,-0.00044664+0.0014628i,-0.00033836+0.0010692i,-0.00060223+5.433e-05i,-0.00060006-0.00014575i,-0.00084045+0.00053164i,-0.0012844+0.0010567i
-0.0036594+0.0017315i,-0.0030476+0.0032337i,-0.0021823+0.0041699i,0.00039708+0.0031487i,0.0021383+0.0013877i,0.0014432+3.1066e-06i,-0.00057706-0.00021515i,-0.0032076-0.00057339i,-0.0037834-0.0018699i,-0.0036214-0.0031834i,-0.0045676-0.0025558i,-0.004314-0.00087332i,-0.0028028-0.0010648i,-0.0012786-0.0028547i,-0.00012671-0.0028441i,0.00052582-0.00084924i,0.0005662+0.00077732i,0.00054685+0.0018829i,0.00078867+0.0015311i,0.00073347+0.00075906i,0.0010678+0.0010273i,0.00073613+0.0017224i,-0.00013439+0.0020728i
-0.0011116-0.00075084i,-0.002401+0.0003587i,-0.0029332+0.0019707i,-0.003227+0.0018919i,-0.0027738-0.00025316i,-0.0012751-0.00067749i,0.00032876+0.0015671i,7.0955e-05+0.0030858i,-0.0014402+0.0017708i,-0.0035708+0.001458i,-0.0048242+0.0034831i,-0.0033651+0.0037194i,-0.0017499+0.00063226i,-0.0012082-0.0013591i,-0.00043618-0.00056969i,0.001606-0.0002892i,0.0022067-0.00085044i,0.0013147-0.00016375i,0.00074318-0.00021124i,0.00061949-0.00041664i,0.00040948+0.00015915i,0.00053176+0.00034108i,0.00060695+0.00010168i
0.0011539-0.0016679i,-0.00084048-0.001388i,-0.0026411-0.00093097i,-0.0028516+0.00032073i,-0.0016632+0.0013754i,-0.0011659+0.0016206i,0.00040278+0.0019194i,0.0024558+0.0022534i,0.0016077+0.0027535i,-0.00018403+0.0041154i,0.00068025+0.0047026i,0.0023195+0.0037447i,0.0015944+0.0023188i,-0.00020368+0.0018198i,-0.00092128+0.00087575i,-0.00062497-0.00037582i,-0.00061305-0.0011787i,-0.0009956-0.0011337i,-0.0010944-0.00012163i,-0.0010153-0.00049447i,-0.001223-0.0017635i,-0.0002887-0.0014297i,0.0014744-0.0012635i
-0.00050939-0.00039746i,-0.00018132+0.0011438i,-0.00030948+0.0036876i,0.00084809+0.0038577i,0.00084775+0.002486i,0.00082077+0.00098672i,0.002358-0.00043656i,0.0038916-0.0020882i,0.0035445-0.0022513i,0.0026582-0.0010834i,0.0034732-0.0010965i,0.0038919-0.0012664i,0.001852+0.00061383i,-0.00021072+0.002422i,-0.00071274+0.0015458i,-0.001514-0.00058705i,-0.0019493-0.00060966i,-0.0015453+0.00054663i,-0.0017668+0.00069478i,-0.0017897+0.00035849i,-0.0011284-0.00018817i,-0.00019077-0.0004635i,-0.00016954-0.00023695i
-0.0012422-0.00108i,-0.003389+0.00012704i,-0.0028752+0.0013877i,0.00017574+0.0012421i,0.0027987+0.001885i,0.0027506+0.0026207i,0.001406-0.00021324i,0.00094369-0.0037639i,0.00069014-0.0039702i,0.0011846-0.0034268i,0.0021247-0.0045396i,0.0017846-0.0041929i,0.0020155-0.0020699i,0.0027389-0.00028269i,0.0018855+0.00015641i,0.00090254-0.00058766i,0.00010077-0.00083746i,-1.3958e-05+0.00030668i,0.00011234+0.0018357i,-0.00043332+0.0022014i,-0.0010654+0.0014701i,-0.00095456+0.00041389i,5.9002e-05-0.00043682i
-0.0025482+0.0004983i,-0.0025644+0.00057249i,-0.0042707+0.0018778i,-0.0033673+0.00084572i,0.00027206-0.00089923i,0.0020814-0.0025061i,0.00042622-0.0037312i,-0.0022732-0.0042073i,-0.0035817-0.0040867i,-0.0037728-0.0033225i,-0.003878-0.0030059i,-0.0032437-0.0024774i,-0.0018042-0.0014692i,0.00030593-0.0011444i,0.0014034-0.0013129i,0.0013757-0.0012987i,0.00091881-0.00053551i,0.00091841+6.6684e-05i,0.0010207+0.00013716i,0.0011714+0.00051573i,0.0011435+0.001156i,0.00090601+0.0011766i,0.00067766+0.00054634i
-0.0018278-0.00073112i,-0.0026488+0.00072616i,-0.0035199+0.0014318i,-0.0029628+0.0005403i,-0.0011357-0.001703i,0.00048625-0.001871i,0.00014398+0.00054919i,-0.0014618+0.0024113i,-0.0023336+0.0029061i,-0.002648+0.00247i,-0.0035773+0.0024234i,-0.0029329+0.0026142i,-0.0018769+0.00049822i,-0.0016557-0.0022369i,-0.0011094-0.0029507i,-0.00033926-0.0022809i,0.00083346-0.0012245i,0.0016136-0.00049479i,0.0012018-0.00042188i,0.0008876-5.1179e-05i,0.0012641+0.00074103i,0.0009306+0.00013477i,0.00011613-0.00089139i
-0.004425-0.0036016i,-0.0059442-0.0017966i,-0.008304+0.0022628i,-0.0068794+0.0058418i,-0.0044789+0.0059819i,-0.0016442+0.003693i,0.00066412+0.001653i,0.001174+0.0020473i,0.00041352+0.0023037i,-0.00030761+0.0023147i,0.00035612+0.0033635i,0.0012759+0.0027838i,7.282e-05+0.0011628i,-0.0015831+0.00022019i,-0.0020844+0.00023226i,-0.0015288-0.00028163i,-0.00046265-0.00098819i,-0.00058785-0.00078609i,-0.0012576-0.00015153i,-0.00079775-0.00019584i,-0.00038398-0.00044802i,-0.00035342-0.00069203i,2.8431e-05-0.00069551i
0.012182+0.016362i,0.014926+0.011783i,0.024811+0.0031335i,0.021678-0.0052812i,0.012304-0.011738i,0.0001781-0.014103i,-0.0029177-0.0085322i,0.0024599-0.004056i,0.0057323-0.0023574i,0.0056677-0.0028558i,0.0028025-0.0037762i,-0.00054588-0.0020571i,-0.0031502+0.00068847i,-0.0045734+0.0030193i,-0.0030798+0.0049115i,-0.0010095+0.0051159i,-0.0016876+0.0038838i,-0.0028474+0.0030413i,-0.0021534+0.0015036i,-0.0010347-0.00075363i,-0.00056135-0.0019207i,-0.00049108-0.0014872i,-0.00029524-0.0005519i
-0.00090999+0.0061543i,0.00095695+0.0042849i,0.0033275+0.002606i,0.0055808+0.0022678i,0.0055456+0.0025786i,0.0022953+0.0010228i,-0.00054926-0.0019143i,-0.0009371-0.0038258i,0.00047922-0.0035007i,4.6728e-05-0.0031749i,-0.0017425-0.003559i,-0.0024585-0.0035555i,-0.0016491-0.0027968i,-0.00022127-0.0013494i,0.00047805-0.00030372i,0.00039459-9.8496e-05i,-0.00025724+0.00083026i,-0.00060699+0.0018213i,-0.00024475+0.0011042i,3.4703e-05+0.00037304i,0.00033774+0.00069387i,0.00083843+0.00055036i,0.00079933+0.00050271i
-0.00028434+0.0016121i,0.00031681+0.0037708i,0.00069767+0.0049069i,0.0011395+0.0056186i,0.0021425+0.0062576i,0.0025318+0.005339i,0.00033585+0.0036316i,-0.0030513-0.00017528i,-0.0043712-0.0025878i,-0.0037977-0.0017354i,-0.0028436-0.001273i,-0.0019472-0.0021742i,-0.0012294-0.0027045i,-0.0001014-0.0025009i,-0.00031406-0.002373i,-0.00048961-0.0016077i,-0.00011833+6.2649e-05i,0.0003916+0.0010421i,0.0013161+0.00071253i,0.00065764-5.5485e-05i,0.00040948-0.00028251i,0.00084568-0.00022282i,0.0012903-0.00043004i
0.00030135+0.00078034i,0.00041065-0.0014775i,0.0010883-0.002677i,0.0016356-0.003053i,0.0027307-0.0043048i,0.0030031-0.0033907i,0.0020809+0.00013689i,-0.00062724+0.0024365i,-0.0023125+0.0027149i,-0.0015523+0.0026689i,-0.00074741+0.00271i,-0.0014146+0.0023395i,-0.0016646+0.0011773i,-0.0017232-0.00040901i,-0.0017062-0.0011306i,-0.00088814-0.00085351i,0.00027616-0.0011418i,0.0008788-0.0018208i,0.00039595-0.0019213i,-0.00020953-0.0012885i,-0.00016134-0.00053277i,-0.00034806-0.00039759i,-0.00017359-0.00078823i
-0.00031207+0.0017611i,0.0011726+0.0030314i,0.0017747+0.0041819i,0.0013504+0.0026891i,0.0014957+0.000299i,0.0032356-0.0012547i,0.0054005-0.00028823i,0.0045892+0.0029583i,0.0023933+0.0040705i,0.0021469+0.0023348i,0.0022057+0.0014164i,0.0013934+0.00065731i,0.00047752+0.00076781i,-0.00061684+0.001317i,-0.0015545+0.0011603i,-0.0013204+0.0007557i,-0.00086043+7.3708e-05i,-0.00093437-0.00044161i,-0.00045538+0.00019757i,1.8985e-05+0.0012059i,-8.8453e-05+0.0016624i,-0.0006578+0.0014244i,-0.0010864+0.00065928i
-0.0011965+0.0017044i,-0.0025069+0.00066623i,-0.0015045+0.00197i,-0.00098851+0.0044136i,-0.0012452+0.0021299i,-0.00087862-0.0028065i,0.0011423-0.0055292i,0.0043681-0.0043994i,0.0053948-0.0016675i,0.0032414-0.0022564i,0.0017099-0.0029889i,0.0020602-0.0014678i,0.0016171-0.00023379i,0.00040588+0.00065513i,-9.1742e-06+0.0018935i,0.00021082+0.0020127i,-0.00039964+0.0012602i,-0.00050148+0.0012041i,0.00059925+0.0015442i,0.0013797+0.0013341i,0.001122+0.0010172i,0.00093152+0.00026909i,0.00041031+0.00036653i
0.00078669-0.0011681i,0.0020912-0.0012507i,0.0035808-0.0025411i,0.003206-0.0023106i,0.0001982-0.00091714i,-0.0023189-0.0011437i,-0.00262-0.0041105i,-0.0002471-0.0073282i,0.0011604-0.0073671i,-0.00049723-0.0056072i,-0.0014597-0.003299i,-0.00054077-0.0020504i,0.00038909-0.0017621i,0.0014434-0.0013651i,0.002321-0.001306i,0.0018811-0.0012563i,0.00057386-0.00061539i,0.00027795-0.00020441i,0.0010864-0.00068794i,0.0010346-0.0005994i,0.00012418-0.0004385i,-0.00026049+0.00015458i,-5.5973e-05+0.00091845i
-0.0011137+0.0002577i,-0.0011282+0.0018564i,-0.00087652+0.0028421i,-2.4343e-05+0.0032288i,0.00015504+0.0035578i,-0.0022603+0.004121i,-0.0055607+0.0026902i,-0.008097-0.0016997i,-0.0076502-0.004282i,-0.0050344-0.0022401i,-0.0033303-0.00090921i,-0.0024938-0.0020948i,-0.0021345-0.0024759i,-0.0021693-0.0023753i,-0.0015915-0.0023426i,-0.0015498-0.0011081i,-0.0017857-0.00010546i,-0.0014447-0.00026593i,-0.0010973-0.00015193i,-0.0007581+5.679e-06i,-3.7681e-05-0.00044774i,0.00067291+1.1477e-05i,0.0012028+0.00096058i
-0.0005005+0.0003584i,-0.0025546-0.00094176i,-0.0030683-0.00098741i,-8.4404e-05-0.00031705i,0.0037707+0.00036067i,0.0037557+0.0028636i,0.00036229+0.0065478i,-0.0033942+0.0075547i,-0.0046556+0.004489i,-0.0024774+0.0022702i,-0.00098061+0.0017096i,-0.0023774-4.066e-05i,-0.0038123-0.00035325i,-0.0035373+0.00046276i,-0.0026264+0.00018657i,-0.0016335-0.0008179i,-0.00086376-0.0011277i,-0.0009855-0.00026426i,-0.0018721+0.0012307i,-0.0020612+0.0018885i,-0.0017253+0.0017497i,-0.0013711+0.00092632i,-0.00035599-0.00025265i
-0.00048182+0.00058889i,-7.0129e-05+0.0020393i,0.0018583+0.0022257i,0.00071424+3.0589e-05i,-0.00076978-0.001602i,0.0020778-0.00060033i,0.0057668+0.0031326i,0.0051183+0.0080538i,0.0013441+0.008746i,-0.00047324+0.0048324i,-0.00043381+0.0017162i,-0.00080455+0.0019462i,-0.0013157+0.0026711i,-0.00053294+0.0016496i,-7.4429e-06+0.0015762i,-0.00051573+0.0016853i,0.00019054+0.00079539i,0.0011557+0.0010032i,0.00019822+0.00094752i,-0.00078705+0.0004985i,-0.00010449+0.0012922i,-0.00070279+0.001914i,-0.0010668+0.0012474i
-0.002629-0.00011828i,-0.0051273+0.00047061i,-0.0053044+0.0024493i,-0.0039682+0.0039065i,-0.00098726+0.0021558i,0.0030614-0.0022528i,0.0082933-0.004932i,0.011694-0.0030213i,0.008821+0.00061981i,0.0042021+0.00087886i,0.0013462+0.00035312i,0.00042895+0.0012787i,0.0018102+0.0012372i,0.0025666+0.00059086i,0.0028475+0.00036716i,0.0026297+4.933e-05i,0.001717-0.00014818i,0.00074655+0.0010566i,0.00078463+0.0019965i,0.0016485+0.0016879i,0.0023388+0.001039i,0.0024056+0.0011763i,0.0012408+0.0006057i
-0.00043971+0.0012617i,-0.0004992+0.0016698i,0.0016571+0.00093097i,0.0037501-0.00051176i,0.0035015-0.0018656i,0.0016501-0.0048498i,0.00037047-0.010652i,0.0028248-0.01332i,0.0058071-0.009239i,0.0043314-0.0035139i,0.0022789-0.00041915i,0.0027305-0.00014043i,0.0033197-0.0015108i,0.0022198-0.0024861i,0.0009858-0.0016953i,0.0011149-0.00060685i,0.0012433+0.00033525i,0.00088842+6.8594e-05i,0.00076707-0.0012848i,-7.8272e-05-0.0015627i,-0.00040261-0.00034808i,0.0007445+0.00075525i,0.00094483+0.00077147i
0.00036906+0.00096436i,-0.00092322+0.0014067i,-0.001693+0.0018532i,-0.00052291+0.001105i,-4.5896e-05+0.00046503i,-0.0037249+0.00050031i,-0.009482-0.0013131i,-0.011377-0.0052771i,-0.00696-0.0078354i,-0.001911-0.0056199i,0.00039918-0.0024514i,0.0015872-0.0021919i,0.0011751-0.0026728i,0.0004584-0.002861i,-4.2215e-05-0.0023377i,-0.0014119-0.0013789i,-0.0014907-0.0013605i,-0.0011391-0.00206i,-0.0013518-0.0017408i,-0.0012654-0.00090241i,-0.00035004-0.00059077i,-8.3797e-05-0.00047045i,-2.7456e-05-0.00030731i
-1.3042e-05+0.0044479i,-0.00026947+0.0031746i,0.0020388+0.0028322i,0.0035695+0.00038579i,0.0033836-0.0029391i,0.0011629-0.0010575i,-0.004838+0.0043435i,-0.0099305+0.0054616i,-0.0094141+0.0019844i,-0.0048336-0.0008024i,-0.0013109-0.0031086i,-0.0012438-0.0047285i,-0.0032456-0.0031009i,-0.0044865-0.00051211i,-0.003954+0.0009136i,-0.0034513+0.0011678i,-0.0034295+0.0014753i,-0.0035771+0.0021245i,-0.003029+0.0024037i,-0.0022599+0.0019867i,-0.0016813+0.0012392i,-0.00080889+0.00051107i,-0.0005006+0.00029846i
