0.002117+0.00045403i,0.003096-0.0012332i,0.0013688-0.0031609i,-0.00077808-0.0029082i,-0.0018645-0.000743i,-0.0032484+0.0018794i,-0.0025025+0.0024387i,-0.00054123+0.0014765i,0.0003932+0.00021741i,0.0013465-0.00091946i,0.0018068-0.00061779i,0.00086211-0.00018558i,-0.00066793+0.00010391i,-0.00080491+0.00042689i,-9.5238e-05+5.2141e-05i,-0.00016333-0.00013343i,-0.00070314-0.0003439i,-0.00069564-0.00051465i,-0.0007239-0.00035398i,-0.001669-0.00032528i,-0.0017657-0.00057146i,-0.00043787-0.00040221i,0.00053146+0.00044843i
-0.00034783+0.0022943i,0.0011994+0.0023155i,0.0019437+0.0029723i,0.0016822+0.0017266i,0.00068156+7.0633e-05i,-0.00058567-0.00065475i,-0.0013587-0.00069798i,-0.0014019-0.00057755i,-0.0013997+0.00037859i,-0.00042011+0.00028595i,0.00080608-0.00022599i,0.0011348+0.000337i,0.00057459-5.8708e-05i,-0.00014092+9.4956e-05i,-0.00099306+0.00092531i,-0.0012301+0.00036811i,0.00029143-0.00049975i,0.0010021-0.0005325i,0.00041141-0.00089403i,-0.00013561-0.00043435i,-0.00035849+0.00052526i,-0.00018867+0.0006728i,0.00031447+0.00061078i
6.9719e-05+0.00018785i,-0.00043726-0.000325i,-0.00065293+0.00048725i,-0.00021687+0.00086724i,-0.00018132+0.00077725i,7.7667e-05+0.00077172i,-5.9555e-05-7.3345e-05i,-0.00045662-1.6801e-05i,1.1485e-05+0.00082197i,0.0010815+0.00059551i,0.0009718-0.00047464i,0.00036481-0.00044441i,0.00011342-8.4746e-05i,0.00023274-4.3975e-05i,-8.7629e-05+0.0005728i,-0.00013805+0.00046851i,0.00055056-0.00042352i,0.00036547-0.0003866i,-0.00011414+3.1497e-06i,0.00013432-0.00028502i,0.00024276+0.00012587i,-4.9335e-05+0.00035582i,0.00029222-0.00034206i
0.0013772+0.00048796i,0.0030074+0.0013714i,0.0029276+0.0012226i,0.0014228+0.00057535i,-0.00022711-0.00013108i,-0.0011851+0.00022142i,-0.0011318+0.00029022i,-0.00084451+3.9364e-05i,-0.00059143-0.00030103i,-0.00046256+0.00025272i,-8.4733e-05+0.00045708i,-0.00018437-0.00016059i,-0.00042704+0.00041499i,-0.00044057+0.00039137i,-0.00034122-0.000324i,0.00010207-0.00031547i,-7.7951e-05+0.00011748i,-0.00052382-0.00035492i,0.00019472-0.0012589i,0.00038582-0.00063332i,-0.00052511+0.00019959i,-0.00042782-2.9016e-05i,0.00024931+0.00053511i
0.00065938-0.00024259i,0.00074364-0.00097431i,0.00090724-0.000798i,0.00081883+0.00035661i,0.00038493+0.00027435i,-0.00044963+0.00022129i,-0.00090159+0.00050174i,-0.0013564+0.00030185i,-0.001242+0.00058943i,-0.0011796+0.00082949i,-0.0012374+0.00038553i,-0.00078313-0.00015091i,-0.0004632+3.9481e-05i,-0.00078323+0.0001222i,-0.00083396-0.00064667i,-0.00055683-0.00041173i,-0.0004535+0.00047926i,0.00050551+0.00046537i,0.0011564-0.00050446i,0.00085179-0.0010096i,0.00028622-0.0008698i,0.00030758-0.00034059i,1.17e-05+0.00012556i
-0.0014538+0.0014084i,-0.001497+0.001165i,-0.0010531-7.8298e-05i,-0.00051003-0.00046705i,-0.0010195-0.00092397i,-0.0020864-0.0001393i,-0.0021107+0.00018179i,-0.0010597-1.771e-05i,-0.00098034+0.00077092i,-0.00088154+0.00081636i,0.00012145+0.00052851i,-0.00012953-1.2947e-05i,-0.00018241-0.00049799i,0.00023176-0.00024848i,-0.00041902-9.0353e-06i,-0.00034126-0.00064011i,-8.5113e-05-0.00036943i,-0.00031828-4.5137e-05i,-0.00016298+0.00012837i,0.00065543+6.8424e-05i,0.001509+0.00050571i,0.0014085+0.00060379i,0.00074635+0.00048769i
0.0001647+0.00064078i,0.0011092-5.9161e-05i,0.0011723+0.00048688i,0.00041958+0.00044279i,-9.8624e-05+0.0002865i,-0.00015914+1.7042e-05i,-0.00010296-6.387e-06i,0.00024372-0.00031i,0.00049003-0.00022317i,0.00084476+0.00046564i,0.00033348+0.00079616i,-0.00066933+0.00081954i,-0.00064178+0.0005373i,-0.00020535+0.00092042i,0.00016152+0.00090022i,-0.0001457+0.00015893i,-3.024e-05-4.7773e-05i,0.00065391-9.5713e-05i,0.0004427+0.00013483i,-0.00053102+0.00020391i,-0.00066356-0.00020292i,0.00013755+1.1242e-05i,-6.8475e-05+0.00036187i
0.0019546+0.0012331i,0.0023434+0.0011991i,0.0016206+0.00073855i,0.00038205-0.00011898i,-0.00078372-0.00078544i,-0.0012631-0.00079615i,-0.0012465-0.00059633i,-0.00074231-0.00029753i,0.00029627+5.011e-05i,0.00064896+0.00048539i,4.2287e-05+0.00057449i,-9.4739e-05-0.00038118i,-7.417e-05-0.0005353i,0.00015105-0.00012604i,0.00027887-0.00017733i,0.0007099-0.00083257i,0.00052143-0.00061758i,-0.00056604-0.00023818i,-0.00082544+0.00011379i,-0.00053071+0.00065133i,-0.00030361+7.7268e-05i,-0.00030995-0.000215i,0.00021988-0.00022198i
0.0014442+0.001156i,0.0017697+0.00052638i,0.0024028+8.1533e-05i,0.0028636-0.00059143i,0.0014088-0.0002649i,-0.00014081-3.0617e-07i,-0.00028883+0.00035939i,-0.00026684+0.00030239i,0.00072582+9.3776e-05i,0.0017068-1.6774e-06i,0.00097604+0.00016725i,0.00082096+8.868e-05i,0.001824+8.1428e-05i,0.0014623+0.00068766i,0.00036721+0.00051095i,6.1044e-05-4.0762e-05i,0.00054534-0.00029024i,0.0011187-0.00058056i,0.00011841-0.00086151i,-0.00058355-0.00062246i,-8.2935e-05-0.00052694i,6.8418e-05-0.00014592i,4.6241e-05+0.00075313i
0.00016546+0.0029385i,0.0005463+0.002457i,0.0015062+0.0014516i,0.001803+0.0010188i,0.00134+0.00094068i,0.00072229+0.00012163i,-1.5358e-05-6.438e-05i,-0.00057205-0.00030605i,-0.00097293-0.00095917i,-0.00061721-0.00059901i,-0.00069254-0.00012214i,-0.0017106-0.00067736i,-0.0019696-0.00062969i,-0.0010947-0.00019609i,-0.0011271-0.00044994i,-0.0011695-0.00053662i,-0.00030277-0.00063202i,1.4818e-05-0.00060425i,0.00028905-0.00020513i,0.0003878-0.00059485i,8.8721e-05-0.00072284i,0.00023535+0.00041632i,0.00063442+0.0006899i
0.0013429+0.00037258i,0.0015583-0.00061254i,0.0013484-0.00083513i,0.00070259-0.0012235i,0.00056963-0.0013473i,0.00011441-0.0011874i,0.00036914-0.00089649i,0.00047443-0.00037499i,0.00014621-0.000499i,-0.00024279-0.00051078i,-0.00091011-0.00016577i,-0.0004743-0.00016297i,-0.0001059-7.2349e-05i,-0.00036035+0.00029551i,-0.00048823+0.00051086i,0.00041157+0.00031904i,0.0006997+0.00031255i,7.0742e-05+0.00013741i,-0.00017568-0.00052306i,0.00010563+0.00039054i,5.2843e-05+0.00064532i,-0.00010448+2.3274e-07i,1.9135e-05+0.00042973i
0.0036417+0.0019157i,0.0024419+0.0021771i,0.0012453+0.00087719i,-0.00019299+0.00021822i,-0.001105-0.00035108i,-0.0013796-0.00094476i,-0.00073694-0.00050894i,-0.00062343-1.3376e-06i,-0.0014055+0.00047369i,-0.0012121+0.00028017i,1.126e-05+0.00080479i,-3.3129e-05+0.00081592i,-0.00021115-4.5737e-05i,-0.00013988+0.00062194i,-0.00055578+0.00093499i,-0.00051629+0.00022009i,-0.00029588-0.00011456i,-0.000633-7.4453e-05i,-0.00065444-0.00025509i,5.7487e-05-0.00021288i,0.00087169-0.00024623i,0.0011826-0.00068043i,0.0010453-0.00074284i
0.00058946+0.0019325i,0.0012698+0.00055826i,0.0014015+0.00031185i,0.0014142+0.00097596i,0.00052186+0.0013035i,-0.00095399+0.0013146i,-0.001314+0.00090406i,-0.0010975+0.00086347i,-0.0004889+0.00070496i,-0.00010685+0.00039201i,-3.6736e-05-5.0939e-05i,0.00027079-0.00030054i,0.00055756+0.00040141i,-0.00024138+0.00070956i,-0.00075316+0.00022598i,0.00032234+4.2884e-05i,0.00021563+0.00079876i,-0.00051574+0.00057961i,-0.0004311-1.5887e-06i,-0.00048791-0.00010458i,-0.00057052-0.00042384i,-0.00028964+1.5787e-05i,0.00040971+0.00086556i
0.00051639-6.0815e-05i,-0.00030921+0.0010701i,0.00014485+0.0014687i,0.0013924+0.0010713i,0.0011174+0.0009893i,0.00098516+0.00048097i,0.00077479-3.1918e-05i,-7.2466e-05+0.00037292i,0.00027319+0.00070219i,0.0004483-8.108e-05i,0.00045391-0.00067034i,0.00068218-0.00033597i,0.00039396+3.4125e-05i,-0.00062526-0.00026311i,-0.00080772-0.00097916i,6.2465e-06-0.00091729i,-2.0243e-07-0.00066159i,-0.00084153-0.00046448i,-0.0012987-0.00035917i,-0.00086086-0.00013734i,-0.00041746+0.00046234i,9.5705e-05+0.00069646i,0.00016197+0.00050438i
0.0016115-0.00030317i,0.0018321-4.5822e-05i,0.0014573-0.00064216i,0.00031767-0.001623i,-0.0011094-0.0018135i,-0.0018074-0.0011591i,-0.000876-0.00058091i,-5.2564e-05-0.00036596i,0.00062962+2.5958e-05i,0.0012065+5.0995e-05i,0.0014029-0.00056476i,0.0020241-0.0012599i,0.0013753-0.0013576i,0.00048334-0.00069029i,0.00083279-0.00042617i,0.00068361-0.00047912i,0.00073068-4.5679e-08i,0.00054415+0.0005583i,-0.00019841+9.9321e-05i,-0.00054661-0.00050253i,-8.1681e-05-0.00065648i,0.00085068-0.00031565i,0.00082635-0.00016464i
0.0013063+0.0001703i,0.00062614+0.00056429i,-0.00021428+0.00080947i,-0.0008862+0.00049584i,-0.00052748+0.00020799i,-0.00044624-6.0284e-05i,-2.0258e-05-0.00032404i,-9.9404e-05-0.00083134i,-0.0011199-0.00095723i,-0.00067466-0.00061651i,-0.000344-0.00086983i,-0.00061662-0.00095442i,0.00034068-0.00073013i,0.0010399+8.1302e-05i,0.0003492+0.00074596i,-0.00065423+0.00057382i,-0.00066396+0.00031198i,-0.00030152-0.00037988i,-3.245e-06-0.00048801i,0.00061963+0.00038011i,0.0012856+0.0007792i,0.00085778+0.00064225i,-7.5037e-05+0.0007722i
0.0015483-0.00033112i,0.0025117+0.00030498i,0.0030929+0.00061966i,0.0021297-0.00047256i,0.00052807-0.0012654i,-0.00016657-0.00066644i,-0.00081442+0.00021795i,-0.0011147+0.0010634i,-0.00052812+0.0010245i,-0.00029859+0.0004761i,-0.00070885+1.9387e-05i,-0.00049287+0.00018182i,-0.00043191+0.00032492i,-7.0178e-05+0.00047075i,0.00085456+0.00096517i,0.00066949+0.00076148i,-6.7101e-05+0.00014159i,-0.00062818-0.00046765i,-0.00030485-0.00085268i,0.00012393+4.2037e-05i,0.00012625+0.00067079i,0.00026833-0.00020797i,0.0002304-0.00044898i
0.0014866+0.00064993i,0.0011686+0.0011089i,0.0012418+0.00035544i,0.00054116-0.00058023i,-0.00072671-0.00054482i,-0.0014439+6.9528e-05i,-0.0018139+0.00013633i,-0.0011271-6.491e-06i,0.00044233+0.00026978i,0.0010791+0.0001496i,0.00028959-0.00027588i,-0.00095315-0.00035789i,-0.0013409+0.00026349i,-0.00047959+0.0011516i,8.8233e-05+0.0012867i,-0.00034198+0.00057983i,-0.00030157-0.00035214i,-0.00010184-0.00088056i,-0.00030609-6.9302e-05i,0.00029418+0.00041041i,0.00052596-0.00024922i,0.00024587-0.00022855i,0.00056946+0.00033556i
0.0012442+0.00040153i,0.0023118+0.00054009i,0.0020374-0.00052128i,0.0015055-0.0026517i,0.00011398-0.0028119i,-0.00089181-0.00089211i,-0.00062121+0.00026208i,-0.00031345+0.0001567i,0.00033114-9.0862e-05i,0.00067094+6.1705e-05i,0.00038532+0.00066786i,0.00015456+0.0010193i,0.00023371+0.00079854i,0.00054518+0.00092107i,0.00024668+0.00054195i,0.00045699-0.00034934i,0.001204-0.00064431i,0.0015971-0.00058291i,0.00086235-0.00085696i,-0.00077409-0.00052792i,-0.0013787+0.00024033i,-0.00062476-8.1799e-05i,0.00033062-0.00050568i
4.2056e-05+0.0025104i,0.00013662+0.0021092i,0.00062889+0.0013322i,-0.00026457+0.00029081i,-0.00087099-0.00062659i,-0.00063153-0.0010403i,-0.001067-0.00045509i,-0.00019936+0.00026108i,0.0011922-0.00029582i,0.0013204-0.00085141i,0.0013316-0.0012027i,0.0015819-0.0018224i,0.00090611-0.001609i,-6.7336e-05-0.00028837i,-0.00019666+0.00039375i,-0.00017423+0.0004284i,-0.00062342+0.00056783i,-0.00065661+0.00058185i,-0.00013432-3.3237e-06i,0.00018258-0.00024642i,0.00048486+0.00065297i,0.00024981+0.00050642i,-0.00060776-0.00028761i
-0.0006523+0.0024148i,-0.00060633+0.0024234i,-7.5471e-05+0.0021512i,0.0010689+0.0018512i,0.00071101+0.0016705i,-0.00023508+0.00079016i,-0.00050773-0.00051922i,-0.00077473-0.00042966i,-0.0010748-0.00032051i,-0.0011681-0.00015228i,-0.00095847-0.00022607i,-0.00040362-0.00056182i,-0.00021076-0.00042325i,-0.00026534-0.00025711i,-0.00016408-0.00044202i,-0.0004578-0.00021424i,-0.00088476-0.00015573i,-0.00097478-3.2545e-06i,-0.0007847+0.00029831i,-0.00034057+0.0004642i,-5.532e-05+0.00064619i,0.00067616-0.00022305i,0.0010187-0.00072277i
0.0003998+0.0020683i,0.0011096+0.0015784i,0.0019355+0.00095044i,0.0018383-1.673e-05i,0.0015627-0.00046066i,0.0006995-0.00026035i,-0.00083343-3.9307e-05i,-0.00034565+0.00024532i,0.0003736-4.5999e-06i,0.0001027-0.00040755i,-0.00074701+1.004e-05i,-0.0012777+0.00019909i,-0.0011828-0.00032637i,-0.00068913-0.00054732i,-0.00071694+0.00086445i,-0.0010195+0.0011582i,-0.00036681+0.00054494i,2.1289e-05+2.0566e-10i,-0.00030986-0.00050486i,4.1275e-05-0.00023975i,9.2537e-05-0.00028252i,-0.00044318-9.5688e-05i,-0.00057088-0.00019114i
5.0452e-05+0.0036389i,-2.8341e-05+0.0041535i,0.0016436+0.0043062i,0.002561+0.0029683i,0.0018179+0.0013374i,0.00078075-4.5203e-05i,0.00024536-0.00059571i,-0.00094069+3.0841e-05i,-0.00047453+0.00061195i,0.00038303+0.00033318i,0.00013635-0.00025764i,0.00013215-0.00013289i,-0.0011719+0.00057603i,-0.0022849+0.00067238i,-0.0015066+0.00053318i,-0.00038243+0.00055909i,0.00021395+0.0010815i,-0.00022263+0.0013742i,-0.00075947+0.00084631i,-0.0001879+0.00035111i,0.00016149+0.00050704i,6.0699e-05+0.00048714i,0.00024689+0.00081583i
0.0012456+0.00075039i,0.0023238+0.001245i,0.0034881+0.0016326i,0.0023681-0.00033137i,0.00018196-0.001538i,-0.00092934-0.0010535i,-0.00068852-0.0004027i,-0.00074983-0.0004147i,-0.00089044-0.00010316i,-0.0002409-8.3934e-05i,0.00064674+0.00049308i,0.0015679+0.0009784i,0.0013586+0.00070948i,0.00055882+0.00049105i,0.00057694+1.3075e-05i,0.00012644-0.00086432i,-0.00048285-0.00049532i,-0.00013977+0.00050521i,0.00056361+0.0004925i,0.00067148+0.00011715i,0.00040126-0.00056373i,0.00021527-0.00036579i,0.00039646-0.00022249i
0.00083762+0.0018324i,0.00088098+0.0023252i,0.0017301+0.0025536i,0.00078613+0.0010888i,-0.00048028-9.5224e-05i,-0.0015547-0.00037102i,-0.0017841+0.00032533i,-0.00095973+0.00045735i,-0.0002219+0.00077926i,0.00024084+0.0010377i,0.00058471+0.00069271i,0.0010718+8.9693e-05i,0.0011667+0.00021397i,0.00051292+0.00021726i,-0.00050917-0.00050133i,-0.00084116-0.00081235i,-0.00045479-0.0006433i,0.0003309-0.00068485i,0.00039444-0.00092265i,0.00018636-0.00030652i,-0.00012832+0.00010361i,0.00029911-0.00027258i,0.00095131-3.0611e-05i
-0.00092719+0.0015481i,-0.00040324+0.00030805i,0.00061284-0.00013431i,0.00064823+1.317e-05i,0.00090544+0.00022162i,0.0013473+0.00044357i,0.00065599-6.2537e-06i,-0.00051178+0.00021589i,-0.0002285+0.00087825i,0.00056356+0.00020825i,0.00066564-0.00025468i,0.00063511+0.00016594i,-0.0001839+0.00012169i,-0.00032737-0.00030991i,-0.00026771-0.00059179i,-0.00019006-0.00063261i,0.00066167-0.0005151i,0.0005578+0.00017373i,0.00010646+0.00062684i,-0.00012937+0.00089173i,-0.0002656+0.00061074i,-3.9828e-05+0.00048557i,-0.00011673+0.00075283i
0.00082622-0.0017141i,0.00026829-0.0016492i,-0.00051027-0.0020032i,-0.0017635-0.001288i,-0.0027108-0.00076969i,-0.0023958-0.00096498i,-0.0011331-0.00034741i,-0.00029564+0.00026146i,-0.00013031-8.3782e-05i,-0.0002154-0.00014324i,-0.0010399-0.00010022i,-0.00088038+0.00013238i,-0.00051168+0.00028689i,-0.00018773-0.00028521i,0.0003093-7.3165e-05i,0.00042599-0.00012747i,0.00090813-0.0002429i,0.0011031+0.00026706i,0.00097427+7.3748e-05i,0.00037289-0.00050111i,-0.00035982-0.0005425i,-0.00025891+0.00038166i,3.4829e-05+0.00088083i
0.0034439+0.0012426i,0.003434+0.0024858i,0.0039758+0.0015568i,0.0028075-0.00025131i,-0.00036087-0.001327i,-0.0014154-0.0011922i,-0.00046754-0.00045388i,0.00062698-0.00054464i,0.0012305-0.00065443i,0.00027747-0.0007132i,-0.00078634-0.00069369i,-0.00044018+0.00061842i,-0.00026251+0.0017973i,-0.00012315+0.00062964i,0.00048594-1.7376e-05i,0.00088652-0.00015743i,0.00064857-0.00040696i,0.00029856-0.00021954i,0.00024098-0.00018036i,-0.00045876+0.00035159i,-1.8079e-07+0.00033205i,0.00040632+0.00020752i,0.00053578+4.0949e-06i
0.00055822-0.0024491i,0.00035026-0.0026132i,-0.00015719-0.0030384i,-0.0012958-0.0020707i,-0.0022804-0.00057253i,-0.0013073-0.00022363i,0.00028684-0.00018682i,0.001041-0.0012393i,0.00096148-0.0018157i,0.00055919-0.00092673i,0.00010966+0.00026801i,-9.8056e-05+0.00029376i,-8.8472e-05-0.00021818i,4.5676e-05-0.001242i,0.00049559-0.0018282i,0.00080904-0.00064234i,0.00055823-6.8744e-05i,0.00080715-0.00042244i,0.00074115-0.00059628i,0.00072597-0.00048054i,0.00063795+0.0001005i,0.00031173+0.00076872i,0.00048011+0.001027i
0.0015331-0.0017394i,0.00061898-0.0011261i,6.9313e-05-0.0007108i,-0.0004007-0.00040173i,-0.0020078-1.3671e-05i,-0.0023604+6.4218e-05i,-0.0011491-0.00031206i,-0.00038282-0.0008977i,-0.00036951-0.0013982i,-0.0003676-0.00066798i,-0.00035763+0.00047555i,-0.00014844+0.00087351i,-0.0002346+0.0011339i,0.00012239+0.00020819i,0.00034455-0.00071622i,0.00025105-0.0008434i,-0.00019152-0.00013382i,0.00011693-0.00034786i,-6.9618e-06-0.00087914i,-0.0002704-0.0006655i,0.00023217-0.00013404i,0.00032296+0.00012698i,0.00031387+5.7566e-06i
0.0011344+8.4847e-05i,0.00094127+0.00011577i,0.00052427-0.0010113i,0.00071781-0.0017724i,0.00047773-0.0011529i,-0.00021846+0.00057775i,-0.00059678+0.0010625i,-0.00043535+0.00012113i,-0.00053331-0.00051122i,-0.00089195-0.00038488i,-0.00046113+0.00027899i,0.00011555+0.00017641i,0.0009302-8.2785e-05i,0.00088905-0.00063605i,0.00016258-0.00085i,0.0002126-0.00065224i,0.00057036-0.00021981i,0.00027474+0.00069868i,5.4566e-05+0.00083688i,-0.00028927+0.00020217i,-0.00066976-0.00049682i,-7.0971e-05-0.00056085i,0.0011322-0.000576i
-0.0004621+0.00033052i,-0.0019338+0.00071764i,-0.0024925+0.0018568i,-0.0018275+0.0016377i,-0.0013477+0.00085259i,-0.001619+0.00040351i,-0.0013077-0.00019893i,-0.00094019+0.00021248i,-0.0012575+0.00050032i,-0.00059059+0.00029702i,0.00011474+0.00010952i,0.00037652-0.00075192i,7.8132e-05-0.0016983i,-0.0006701-0.0013742i,-0.0004974-0.00065522i,0.00022556-0.00011232i,0.00026575+0.00019961i,-0.00044364-2.2139e-05i,-0.00067733+0.00010892i,4.7859e-05+0.00013467i,0.00039225-0.0008615i,0.00046932-0.0010759i,-1.6949e-05-0.00098995i
-0.00041416+0.0018652i,0.0010546+0.0025124i,0.0026838+0.003042i,0.0029648+0.002171i,0.0016594+0.0012224i,-9.0587e-05+0.00091098i,-0.00028889+0.00085893i,-0.0001265+0.00052508i,3.3237e-05+0.0011329i,0.00062125+0.0019558i,0.00042372+0.0017625i,0.00017191+0.0010104i,0.00011522+4.6223e-05i,-0.0002671-0.00059495i,-0.00096339-0.00052128i,-0.0011368-0.00087283i,-0.00083346-0.00071277i,-0.0001652+0.00084109i,0.00025638+0.0012477i,0.00014145+6.5376e-06i,-0.00050547-0.00065669i,-0.00022979-0.0002797i,0.00041849-0.00035036i
0.0011493+0.0009323i,0.00030719-0.00027195i,0.00032283-0.00078088i,0.00017087-0.0012338i,-0.00043266-0.0014919i,-0.00059512-0.00038956i,-0.0003677-0.00039182i,0.00044759-0.00079739i,0.0013588-0.00050452i,0.0014353-0.00019324i,0.00085894+0.0001542i,6.015e-05+0.00050003i,0.000188+0.00085739i,0.00065254+0.00048117i,0.00044249+7.9631e-05i,-2.0308e-05+0.00038119i,0.00037436+0.00081189i,0.00067978+0.00030551i,0.00012543-0.00034174i,-0.00086994-0.00061528i,-0.0010894-0.00034497i,-7.2168e-05+0.00019265i,0.00019694+0.00048506i
0.0033961+0.0026248i,0.0038955+0.0026194i,0.0049196+0.0014333i,0.002863+0.00072561i,-0.00043553-0.0001205i,-0.00092205-0.0015019i,-0.0002267-0.0012333i,0.000231-0.00067434i,0.0003901-0.00071357i,0.0006699-0.00082942i,0.00083351-0.00059375i,0.00083235-0.00040624i,0.00025058+8.2663e-05i,-0.00037981+0.00063117i,-0.00054476+0.00069366i,-0.0006589+0.00045821i,-0.00053615+0.0003035i,-0.00011721-0.00056208i,-0.00018777-0.00075507i,-0.00018699-0.00012868i,0.00029015-0.00011025i,0.00011412-0.00017735i,-0.00013436-0.00051821i
-0.00047573+0.0020072i,0.00063728+0.0021969i,0.0019609+0.00086055i,0.0016351-0.0013491i,0.00067782-0.0022114i,-0.00045438-0.0016138i,-4.2156e-06-0.00079424i,0.0010911-4.9027e-06i,0.00074886+0.00052856i,0.00052269+0.00062845i,0.00061106+0.00044036i,0.00069489-0.00021i,0.00081293-0.00057519i,0.0010045-0.00057719i,0.00067834-0.00047736i,8.6763e-05-0.00077839i,-5.8161e-05-0.00014446i,0.00019953+0.00056565i,0.00044458+0.00030688i,0.0011822-0.00020813i,0.00060064-7.3009e-05i,-0.00027338+0.00028616i,-0.00048851+0.00072013i
0.0038842+0.0017684i,0.0038434+0.0025705i,0.003225+0.0035048i,0.0011591+0.00074891i,-0.00044148-0.0015624i,-0.00080891-0.00071197i,-0.0009621+0.00051059i,-0.001333+0.00072635i,-0.0011724+0.00064955i,-0.00084197+0.00041699i,-0.00060435-0.00020347i,-0.00025264-0.00026879i,-0.00013782+0.00067539i,0.00079803+0.0014758i,0.0007573+0.0021512i,-0.00076595+0.0016524i,-0.0015669+0.00039562i,-0.0010068-0.00010954i,-0.00033766-0.0002892i,0.00041128-0.00054318i,0.00079437-8.3524e-07i,0.00011026+0.00063i,-0.0005087+0.0010803i
0.0021925+0.0018404i,0.0018839+0.0011028i,0.002506-0.00081776i,0.0022976-0.0022173i,0.0005355-0.0015421i,-0.0004492-0.00051884i,-9.9914e-05+0.00011979i,9.2765e-05+0.0014468i,0.00016218+0.0014854i,0.00032079+0.00040889i,-3.9532e-05+6.7262e-05i,-0.00013067+0.00056742i,-0.00015195+0.0010084i,-0.00025141+0.00041742i,-0.00034627-0.00019497i,-0.00018187-0.00042861i,0.00014026-0.00029358i,-1.951e-06-0.0003542i,0.0006731-0.00036872i,0.00082192+0.00054863i,0.00053424+0.00046718i,0.00087748-0.00039796i,0.00096161-0.00028621i
0.0012532-0.00053975i,0.00094021-0.00044173i,-0.00011375-0.00053912i,-6.1858e-05-0.00085047i,0.00054631-0.00041783i,0.00022743+0.00073629i,-0.00086543+0.00097667i,-0.0010793+0.0012423i,-0.00081656+0.00046978i,-0.00041451-0.00019837i,-0.00024705+0.00044315i,-0.00040881+0.00055434i,-0.00043372+0.00014883i,-8.0129e-06-0.00051853i,0.00036158-0.00070564i,-0.00023748-0.00038089i,-0.00045137-7.7295e-05i,0.00034509+0.00060701i,0.00040975+0.00069328i,-7.5459e-06+0.00029693i,-6.3585e-05+0.00026624i,-0.00019386-7.1987e-05i,9.2995e-05+0.000197i
0.00069052+0.0027237i,0.00036454+0.0028791i,0.00067777+0.0013551i,0.00097049-0.0009772i,0.00038555-0.0028391i,-0.00077563-0.002118i,-0.0005484-0.00026889i,0.00073384-0.00021388i,0.0013644-0.00011776i,0.0018242+0.00043746i,0.0014621+0.00017482i,0.00097497+0.00014684i,0.00086759+0.00020874i,0.00059678+0.00064317i,-1.928e-05+0.00095485i,-0.00096345+0.00075259i,-0.00055137+0.00037865i,0.00063401-0.00033244i,0.00099938-0.00087097i,0.00090002-0.00076483i,0.00019309-0.00045788i,-0.0002792-0.00077809i,-8.368e-05-0.00057199i
0.00051655+0.00071343i,0.00034766+0.0013312i,-0.00097263+0.00019645i,-0.0016603-0.00077399i,-0.0017892-0.00086406i,-0.0017632-0.00046858i,-0.0012338-0.00044998i,-0.00067913-0.0011414i,0.00085672-0.0019646i,0.0016447-0.0019471i,0.00083427-0.00055427i,0.00073426+0.00082971i,0.00071903+0.00072755i,0.0006185+0.00016625i,0.00063474-0.00024638i,0.00043265-8.2947e-05i,0.00050005+0.00027469i,0.00031964-0.00033564i,-0.00064096-0.00073547i,-0.0014077-0.00079516i,-0.0011881-0.00018115i,-0.00053515+0.0010525i,0.00015055+0.00078514i
0.0015406+0.00072713i,0.0022903+0.0016064i,0.0022734+0.0023248i,0.0010471+0.0018294i,-0.00082587+0.00072i,-0.001343+0.00069292i,-0.0011237+0.00061291i,-0.001738-7.7501e-05i,-0.0023759-0.0010135i,-0.0015971-0.001378i,-4.2767e-05-0.00089958i,0.00083221-0.00058154i,0.00075692+0.00023824i,0.00098464-0.00073771i,0.0011649-0.0011386i,0.00081527+0.00045239i,-0.00025121+0.0008762i,-0.0011479-0.00039838i,-0.00094653-0.00083837i,-0.00081556+0.00048694i,-0.0010035+0.00082835i,-0.00091238+0.00063848i,0.00033563+0.0006319i
8.5242e-05+0.0023124i,0.00066391+0.0010685i,0.0012891+0.00036578i,0.0016939-7.4807e-05i,0.0012336-0.00067592i,0.00070324-0.00033956i,-0.00017869+0.00024411i,-0.00088669+0.00052119i,-0.00047542+0.00023686i,-0.00015814-0.00025941i,-6.5486e-05+6.89e-05i,-0.00015275+0.00035592i,-0.00063802+3.7466e-05i,-0.00074659-7.3812e-05i,-0.00084818-0.00010005i,-0.0010091+8.1319e-05i,-0.00047728+0.00036384i,-0.00012928+0.00089203i,0.00010971+0.0010898i,0.00071167+0.00080993i,0.00014763+0.00060838i,0.00017034+0.00041937i,0.00089348-3.7724e-05i
0.0011104-0.00023421i,0.00099138-0.00043544i,0.0010885-0.00082455i,0.00019668-0.0012973i,-0.0012065-0.0012039i,-0.0010556-0.00036874i,-0.0011557+0.00028505i,-0.0016909+0.00011099i,-0.00090779+0.00020366i,-0.00053496+0.00083302i,-0.0010206+0.0002259i,-0.001663+0.00011342i,-0.001315+0.00042433i,0.00018623+6.3038e-05i,0.00061162+3.6615e-05i,8.6084e-05+0.00053866i,-0.00096165+0.00064357i,-0.0010346+0.00076212i,6.1964e-05+0.00050384i,0.00059236-0.00023755i,-2.8038e-05-0.00022255i,-0.00042267+0.00055697i,-0.00030149-8.0884e-07i
