-0.0036907+0.0022016i,-0.0023615+0.0024658i,-0.003154+0.0035356i,-0.0017569+0.0027407i,0.00051344+0.0020945i,0.0014958+0.0019679i,0.0013475+0.0012353i,0.00024273+0.00074799i,-0.0001939+0.00038094i,0.00029377-0.00010262i,-9.8135e-06-0.0012065i,-0.00057745-0.002521i,-0.00032542-0.0023557i,-0.00024046-0.0013562i,-1.1395e-05-0.00057664i,-5.6302e-05-0.00013541i,-4.5344e-05-0.00013388i,-0.00054632-0.00030214i,-0.00055553-6.6088e-05i,0.0005816-0.00047187i,0.00061052-0.0010214i,7.1939e-05-0.00060426i,-0.00032903-0.00010013i
0.00091946+0.0005858i,-0.000347-0.00071272i,-0.00056121-0.0010858i,-0.00050174-0.00096954i,-0.00085365-0.00028103i,-0.00059184+0.00068214i,-0.00016404+0.0011894i,-0.0005676+0.00083979i,-0.0013558+0.00065885i,-0.0011116+0.0004869i,0.00042582+4.5355e-05i,0.00064297+0.00020806i,-0.00063676+0.00069573i,-0.00049708+0.00048345i,0.00012354+0.00031411i,0.00044649+3.0415e-05i,0.00072163-0.00026005i,0.00018604+0.00010247i,-0.00067197+0.00050791i,-0.00040097+0.00034897i,5.182e-06+0.00063936i,-0.00018999+0.00071944i,0.00018309+0.0007856i
0.0011922+0.0008668i,0.00064196+0.00066285i,0.00027898-0.00028089i,-0.00055887-0.0010115i,-0.00087642-0.00040894i,-5.5284e-05+0.00038159i,0.0007208+0.00039397i,0.00065895-0.00020188i,-2.9406e-05-0.00058858i,-0.00056397-0.0010313i,-3.4752e-05-0.00085951i,0.00069157-0.00014471i,0.00058439+0.0001355i,-0.00010105+0.00040735i,-0.00056814+0.0014216i,-0.00054996+0.0015234i,-0.00012683+0.001008i,-9.2523e-05+0.00056453i,-0.00039391+0.00071523i,-0.00085471+0.0010631i,-0.001108+0.00050847i,-0.00086705+0.00063546i,-0.00063576+0.0010245i
-0.00099837+0.00039397i,-0.0011417-0.00078139i,-0.0007943-0.0018217i,-0.0017186-0.0016191i,-0.0014832-0.0013359i,-0.00046138-0.00029343i,0.0005725-9.0193e-05i,0.00033964-0.00076061i,0.00016425-0.00038919i,-0.00036304-0.00030414i,-0.0008774-0.00035016i,-0.00091404+0.00017133i,-0.00089307+0.00056813i,-7.2326e-05+0.0003316i,0.0012668+0.00013153i,0.00073994-0.00028108i,-0.00077294-0.00036609i,-0.00075201+0.0001428i,0.00022346+0.00048896i,0.00017058+0.00014i,-0.00044679+0.00025878i,2.2879e-05+0.00072188i,0.00084492+0.00048504i
-0.00073093+0.00077731i,-0.00040689+0.0005673i,0.00019827+0.0012831i,0.00099804+0.0016919i,0.00113+0.00091794i,0.00080415-0.0013136i,0.0011393-0.0015534i,0.00026646-0.00031903i,-0.0010408-5.4581e-05i,-0.00091229-0.00013677i,-0.00027989-0.00055765i,8.2852e-05-4.5778e-06i,-0.00051052+0.00046743i,-0.0010515-0.00055989i,-0.00018094-0.0012799i,0.00027547-0.00079507i,-6.5051e-05-0.00039597i,0.00033491-0.00067259i,-4.031e-05-0.00066628i,-0.00057922-0.00032231i,-8.929e-05+0.00023623i,0.00056548-0.00018536i,-2.5586e-05-0.00062111i
0.00017191+0.0003759i,0.00031201+0.00078187i,0.0013181+0.00057725i,0.0014872+3.2848e-05i,0.0013051-0.0007579i,0.00054051-0.00093167i,0.00035188-0.00051111i,2.7809e-05-0.00066393i,-0.00044616-0.00056534i,-0.0006711-0.00050289i,-0.00070995-0.00040068i,-0.00018835-0.00016204i,-0.00026675-0.0001605i,-0.00025437-0.00025286i,-0.00043124+8.3871e-05i,-0.00026305-0.00023578i,0.00059475-0.00071196i,0.00032828+2.5825e-05i,-0.00019417+2.3032e-05i,-0.00045226-0.0002191i,-0.0010306-0.00036355i,-0.0002357-0.00074802i,5.7562e-05-0.0010917i
-0.00032797-0.0022589i,-0.0010027-0.00063758i,-0.0014281+0.00032737i,-0.0019829+5.0942e-05i,-0.0018044+7.0166e-05i,0.00025328+0.00065093i,0.0010858+0.00043571i,-0.00013735-0.00066063i,-0.0013001-0.00085063i,-0.001348+0.00032731i,-0.00089091+0.0010011i,-0.0005465+0.00042764i,-0.00024666-0.00019943i,-2.7724e-05-0.00017234i,0.00041068-0.0003969i,0.00048525-0.00050625i,0.00050869-6.3741e-06i,0.00034683+0.00073703i,-0.00026388+0.00072018i,-0.00019173+0.00057577i,-0.00022855+0.0007059i,-0.00058533+0.00064986i,-8.414e-05+0.00028286i
0.00044148-7.8021e-06i,0.0011603-0.00071116i,0.0010134-0.00067444i,0.00017458-0.0006766i,-0.00088224-0.00081837i,-5.1386e-06-0.00031526i,0.00088702-0.00032188i,0.00078155-0.00027294i,-3.8337e-05+0.00017856i,-0.00070606+0.00063088i,0.00022668+0.00079629i,0.00031577+0.00060289i,-1.7887e-05+2.4051e-05i,0.00060219-0.0003933i,0.00054327-0.00053512i,0.00025172-0.00029031i,7.2255e-05-0.00013843i,-0.00046329-0.00052409i,-0.00041137-0.00092813i,-0.0004788-0.00063446i,-0.00088733-0.000978i,-0.00037464-0.00083057i,0.00017126-0.00060426i
0.00092913+0.00073067i,0.00063259-0.00046437i,0.00043224-0.0011002i,0.0002376-0.0016154i,-0.0002002-0.0022393i,-0.00036045-0.0014906i,-0.00014492-0.00045642i,-0.00055773-0.00059078i,-0.00154-0.00051537i,-0.0020454-0.00039281i,-0.0012637-0.00032375i,-0.00080401+0.00017157i,-0.0010169+0.00064616i,-0.0014123+0.00044788i,-0.00035966+3.6773e-05i,0.00072748-0.00019809i,0.00074547-0.00093309i,0.00031067-0.00084027i,2.8223e-05+9.4929e-05i,0.00058836-0.00042335i,0.0008826-0.00080978i,0.00030814-0.00040553i,0.00014971-0.00027501i
-0.0010508+0.00058585i,-0.00090287+0.0012837i,-0.0007749-0.0013709i,-0.00079411-0.0021315i,-0.0010295-0.00070763i,-0.00051199+0.00013646i,0.00043244-0.00053759i,0.00065675-0.00056316i,0.00039317+0.00047334i,0.00060199+0.00066432i,0.00078608+0.00039458i,0.00027345+0.00052057i,-6.273e-05+0.00094688i,6.2292e-05+0.00076621i,0.00033135+0.000249i,-0.00023473+0.00041543i,-0.00033482+0.00071448i,-0.00011345+0.00036131i,-0.00028897+0.00058084i,-0.00014192+0.00062436i,-0.00038442+0.00013874i,-0.0005839-0.00068231i,-0.00033832-0.0010157i
-0.0018188+0.0013221i,-0.001418+0.0013705i,8.4883e-05+0.0011418i,0.0012403+0.00091243i,0.001087+0.00090928i,0.0007585+0.00059816i,0.00048386-0.00055344i,-0.0008195-0.0013241i,-0.0011744-0.00054884i,-0.00027859-6.591e-05i,-0.00031698-7.2969e-05i,-0.00046042+0.00020282i,-0.00029805-0.00062147i,-0.00088451-0.0011927i,-0.00076013-0.00031081i,-0.0001007+0.00010654i,-0.00062821-0.00024126i,-0.00044719+3.1916e-05i,-0.00042694+0.00062449i,-0.00020425+0.00047509i,-2.517e-06+0.00035799i,0.00012172+8.3906e-06i,0.00041996-0.00073054i
0.00016502-0.000676i,0.0005908-0.00069931i,-0.00090169-0.00045943i,-0.0012578+9.7409e-05i,-0.0010098+0.0011087i,-0.00049054+0.0012132i,-0.00036316+0.00096833i,-0.0005651+0.00014647i,-0.0011735+0.0001483i,-0.0011371+0.00048612i,0.00039839+0.00035973i,0.0011598+0.00054397i,0.000753+0.00021177i,5.7481e-05+0.0002714i,-0.00045295-0.00023241i,-0.0003576-0.00088651i,-0.00034213-0.0012005i,-0.00043443-0.0010011i,-0.00014779+4.5398e-05i,4.4243e-05+0.00071848i,-0.00020631-5.5407e-05i,0.00014405-0.00047399i,0.00024211-2.2577e-05i
-0.00059148-0.0010428i,-0.0010253+0.00059583i,-0.0014432+0.00097499i,-0.0015619+0.00076369i,-0.00036905-0.00010909i,0.00047368-0.00091232i,0.00044015-0.00015057i,-0.00038918+0.0005013i,-0.00066941+0.00023187i,5.0424e-06-0.00022953i,0.0004894-0.00047532i,0.00018014-0.00052923i,-0.00012504-0.00022534i,6.0256e-05-0.00033693i,0.00047146-0.00098319i,0.0005257-0.00078772i,0.0005225-0.0002476i,0.00040082+3.8265e-05i,0.000439+0.00045134i,0.00025406+0.00040778i,-0.00038729-0.00016266i,0.00011122-0.00012949i,0.00055713+0.0002884i
-3.1773e-05+0.0012421i,-0.00027658+0.0014762i,-0.00041451+0.00062465i,-0.00023661-0.00047827i,0.00053207-0.0013409i,-0.00011811-0.00096126i,-0.00033844-0.00025129i,5.6529e-05-0.00052716i,-0.00045622-0.00087984i,-0.00046081-0.00069252i,0.00027911-0.0005086i,0.00036113-0.00064847i,-6.9629e-05+0.00015216i,0.00017663+0.0010877i,-6.0284e-07+0.0010654i,-0.00031307+0.00040804i,-0.00055532+0.00018024i,-0.00044026+0.00066566i,-3.785e-05+0.00069697i,-0.00014586+0.0002355i,-0.00019357+0.00024195i,-0.00020009-0.00023596i,-0.00031144-0.00040007i
-0.00042026+0.001084i,0.0004802+0.0013043i,0.00051993+0.0017234i,0.0005028+0.0015545i,0.0013894+0.0013807i,0.0014971+0.00089412i,0.00083861+0.00052125i,-0.00048934+0.00027122i,-0.00145-0.00039223i,-0.00039165-0.00034543i,0.0006487+0.00035431i,0.00060132+0.00061107i,0.00014006-1.2989e-05i,-0.00044545-0.00061152i,-0.00030343-0.00063033i,0.0001772-0.00023533i,-0.0002365+3.1412e-05i,-0.00039916+0.00034423i,-0.00087797+0.00030413i,-0.00075012+6.5704e-05i,0.00034158+0.00047186i,-0.00017844+0.00086965i,-0.0007752+0.00019204i
-0.0019126-0.0010675i,-0.0019041-0.0009827i,-0.0011501-0.00063832i,-0.00042887-0.00024624i,-8.3196e-05+0.00015494i,0.00021747+0.00064953i,0.00057504-1.4775e-05i,0.00025255-0.0004707i,-0.000546-3.5904e-05i,-0.00060158+0.00040532i,-0.00043459+0.00010819i,-9.8248e-05+8.2792e-05i,8.6787e-05+0.00024092i,0.00071996+0.00023318i,0.0014964+0.00053714i,0.0018326+0.0011213i,0.00041349+0.0014924i,-0.00020352+0.0011004i,0.00046505+0.00022866i,-0.00022652-0.00013363i,-0.00070998-0.0004754i,0.00019349-0.00053399i,0.00013775-0.00041289i
-0.0017402+0.00092814i,-0.00069787+0.00069169i,-0.0004872+0.00059987i,-0.00066122+0.00069426i,-0.00036777+0.00027602i,-0.00029426+0.00039412i,-0.00061218+0.00059127i,-0.0009048+5.9789e-05i,-0.0008461+0.00043378i,-0.0002794+0.00047326i,2.728e-06-7.7782e-05i,0.00019628+0.00024321i,0.00021453-7.2238e-05i,0.00014931-0.00056897i,0.00025723+9.0217e-05i,0.00025008+0.0011182i,-0.00038376+0.0012922i,-0.00041024+0.001015i,0.00041771+0.00079947i,-0.00023318+0.00015584i,-0.00091702-1.4366e-05i,-0.00045903+0.00029393i,-0.00030687-0.00024294i
-0.00060442-0.00090448i,-0.00053863+0.00092669i,-0.00097355+0.00045432i,-0.00072662-0.00012679i,-0.00031017+0.00087079i,-0.00023692+0.00037099i,0.00037977-0.00022708i,0.00043459+0.00028501i,0.00018853+0.00012737i,0.00043463-0.00059679i,0.00074316-0.00092489i,0.00081356-0.00070473i,0.00057606+0.00025221i,0.00035023+0.0012171i,0.00013694+0.0014908i,-9.2439e-05+0.0013011i,-0.00016702+0.00072945i,0.00016773+0.0002969i,0.00038071-4.9226e-05i,-1.8538e-05-0.00027276i,-0.00026653-0.00021647i,-0.00025794+7.4765e-07i,-8.3129e-05-2.5777e-05i
-0.00048588-0.00048837i,-0.00023116-0.0005246i,-0.0014929-0.00032096i,-0.001221+0.00033586i,-5.5155e-05+0.00058664i,0.0006761+0.00045025i,0.0010725+0.00052011i,5.1118e-06-0.00041765i,-0.0011741-0.0012947i,-0.00036608-0.00088649i,0.00016606-0.00011908i,-0.00010675+0.00042382i,-0.00020108+0.00044152i,-5.6971e-05+0.00064617i,5.9368e-05+0.00057898i,0.00032416+0.00021075i,0.00049355+7.2417e-05i,0.00031158-0.00051687i,0.00018921-0.00086688i,0.00034688-0.00046781i,0.00041235+0.00015016i,2.7498e-05+0.00062943i,0.00062689+6.6533e-05i
9.3405e-05-0.00026608i,0.00050616-0.00097513i,-2.7387e-05-0.0019074i,-0.00070267-0.0019952i,-0.0003982-0.00047195i,6.462e-05+0.0008118i,-0.00035436+0.0010725i,-0.00096062+0.00072142i,-0.0011662+2.5801e-05i,-0.0011317-0.00032837i,-0.0010964-0.00048213i,-0.0012232-0.0004402i,-0.00092755+0.00040242i,-0.00032115+0.00086671i,-2.9536e-05+0.00074754i,0.00042495+0.00042543i,0.00075946-2.3163e-05i,0.00025794-0.00040032i,0.00030552+2.5361e-06i,0.00022923+0.00049894i,-0.00062398+0.00049749i,-0.00097473+0.00017163i,-0.00035853+0.00017061i
0.0011922-0.0013865i,-0.00017713-0.001624i,-0.001092-0.0020767i,-0.0018641-0.00093881i,-0.0023772+0.00053461i,-0.00074931+0.0013101i,0.00057103+0.00059858i,0.00044701+0.0002842i,-0.00011474+0.00067746i,-0.00031806+0.00015671i,1.5866e-05-9.0197e-05i,0.0007091-2.0581e-05i,0.0007587-0.00034961i,0.00013963-0.00071328i,0.00054836-0.0005415i,0.00093286+7.0267e-05i,0.0010379+0.00019051i,2.789e-05+0.00038315i,-0.00075462-0.00028691i,-1.8478e-05-0.00079709i,-4.9966e-05-0.00061193i,0.00028405-3.8922e-05i,-0.00025116+4.0169e-05i
-0.00076038+0.00067787i,0.00079576+0.00084398i,0.0010084+0.0014903i,0.0012863+0.0011112i,0.0014018+0.00024634i,0.00051024-6.4349e-05i,4.2168e-05+0.00014171i,-0.00020308+0.00035374i,-0.00030711+0.00034664i,-6.4634e-05+0.00060819i,0.00016815+0.00064645i,-8.8575e-05-0.00027073i,-0.00081017-0.0005919i,-0.0013164-0.00042854i,-0.00098987-0.00044174i,-0.00030503+0.00011178i,-0.00032419+0.00097131i,-3.1427e-05+0.0010364i,0.00064411+0.00021364i,0.00056625-0.00053242i,0.00018091-0.00092127i,-0.00015338-0.0013419i,-6.6094e-07-0.001602i
0.0011118-0.00029561i,-0.00052636-6.4333e-05i,-0.0016324-0.00057237i,-0.00093462-0.0012214i,0.00043791-0.00097191i,0.0007124+0.0002898i,0.00030439+0.00052924i,0.00041864+0.00044459i,0.00040643+0.00068042i,0.00011259+0.00060039i,3.4293e-05+0.00019722i,-0.00028465+0.00021622i,-0.00090118+0.00046895i,-0.00016517+0.00070261i,0.00056496+0.00066858i,0.00059935+0.00031856i,0.00029606+0.00033028i,3.1462e-05-8.8157e-05i,0.0004942-0.00097243i,-0.00019594-0.0015326i,-0.00098155-0.0013477i,-0.0010667-0.00099616i,-0.00053147-0.00062019i
-0.0010336-0.0017446i,-0.0011182-0.0024726i,-0.0013367-0.0022715i,-0.00054234-0.0019027i,0.00079417+8.9003e-06i,0.0011887+0.0015201i,0.00054858+0.00034742i,-0.00071303-0.00075936i,-0.0015535-0.0010468i,-0.0015467-0.00055608i,-0.0011558-0.00076466i,-0.00069937-0.0017468i,9.7223e-05-0.0014714i,0.00043783-0.00025037i,0.00070708+0.00058263i,0.00017258+5.5971e-05i,-0.00056626-0.00061138i,-0.0011283-3.9386e-05i,-0.0007462+0.00039563i,0.00064072-7.4392e-05i,0.00015593-0.00026832i,-0.00054647-0.00041235i,3.3717e-05-0.00038628i
-0.0012493+0.0019344i,-0.0013354+0.0022147i,-0.00080016+0.0021282i,0.00022912+0.0014912i,0.00077341+0.0011414i,0.0006715+0.00063111i,0.00025407-0.00021699i,-0.00057614-0.00061416i,-0.0010921+0.0004527i,-5.2072e-05+0.0014019i,0.00051859+0.00023124i,0.00010975-0.00045878i,-0.00029504+4.9017e-05i,-0.00042365+0.00019533i,-0.00054303+0.00032068i,-0.00038532+0.00012222i,-0.00041089+0.00066977i,-0.0007938+0.00057809i,-0.00052576-0.00047419i,0.00049663-0.0005072i,0.00075951+7.1741e-05i,0.00010841-0.00026431i,-0.00010386-0.00032752i
-0.00096017-0.00051027i,-0.00033235+0.0011703i,-0.00097442+0.00088839i,-0.001524+0.00019266i,-0.0013081-0.00015157i,-9.9587e-05-0.00026009i,0.00085356+0.00041093i,1.3514e-05-4.6498e-05i,-0.0011131-0.00062402i,-0.00087823-7.9777e-05i,0.00010036+0.00035626i,0.0010518+0.00021155i,0.0012513+0.00069345i,0.00067729+0.00061203i,0.00019904+0.00041251i,0.00013085+0.00058382i,0.00057128+0.00019204i,0.00031017-0.00015061i,-5.3171e-05+6.732e-05i,0.00012371+7.2514e-05i,0.00041245-0.00084436i,0.00070824-0.0015828i,0.00017906-0.0012287i
-0.0012419-0.0033335i,-0.00206-0.0019208i,-0.0026607-0.0025573i,-0.0026142-0.0023831i,-0.0015803-0.0003233i,-0.0012096+0.002023i,-0.00035001+0.0019325i,0.00048208+0.00050334i,-0.0004476+0.00036119i,-0.0010695+0.00034146i,-0.00047892-4.1851e-05i,-2.0025e-05+1.9012e-05i,0.00047342+0.00020262i,0.001164+4.2877e-05i,0.00089108-0.0003159i,-6.2619e-05-0.000125i,-0.00022216-0.00072133i,0.00028435-0.00067421i,2.8598e-05+0.00054352i,-0.00061291+0.00053566i,-0.00054435+6.5524e-05i,-0.0001428+0.00045783i,-0.00043081+0.00053393i
-0.0013094-0.0009864i,-0.0021762-0.00050951i,-0.0024822-8.8508e-05i,-0.0016535-0.0002185i,-0.0013688-0.00041216i,-0.00077247-0.00064405i,0.00010593-0.00085343i,0.00011055-0.0004575i,-0.00053216-0.00010918i,3.8073e-05-0.00017644i,0.00063807-0.00023824i,0.00035837-0.00028992i,0.00024495+8.1319e-05i,0.00023739+0.00043063i,0.00015679+0.00050683i,0.00022987+0.00015419i,-0.00037474-0.0001441i,-0.0010035-0.00031314i,-0.00079495+0.00028255i,-0.00062877+0.00067132i,-0.00059373+0.00031655i,-0.00017133-5.1945e-05i,0.00021869-4.6777e-05i
0.00011369+0.001162i,-0.0001062+0.00046251i,-0.00030924+0.0011247i,-0.00074374+0.00055335i,-0.00084534-0.0003608i,-0.00010186+0.00031185i,0.00035981+0.00061103i,-0.00042785+0.00023001i,-0.0013844-0.00066232i,-0.00081933-0.0008472i,-0.00035943-0.0012491i,-0.00058997-0.001366i,-0.00086601-0.00081947i,-0.00051095-0.00016059i,0.00026715+0.00024215i,-0.00056262+0.00060444i,-0.0016338+0.00069552i,-0.0014215+4.783e-05i,-0.0004605+0.00025849i,-0.00033013+0.00036587i,-0.00039389-0.0002601i,3.314e-05+0.00032561i,-9.9562e-05+0.00063597i
0.00020518+0.00077199i,-0.000532+0.0016029i,-0.00070588+0.0006891i,-0.00030137-0.00076201i,0.00033055-0.0010119i,0.000375-0.00020502i,0.00067797-0.00075999i,0.0004272-0.0013786i,-0.00034139-0.00094445i,-0.00098769-0.00055405i,-0.0012589-0.00051467i,-0.0009578-0.00078327i,-0.00080358-0.00045917i,-0.00043891+0.00041367i,-9.6075e-05+0.00043538i,-0.0001914+0.00020703i,-0.00040635-0.00035621i,-0.00044293-0.00080239i,0.00020999-0.00056771i,0.00079807-0.00054375i,-0.00024922+5.7233e-05i,-0.00051235+0.00037368i,0.00014907-0.00037281i
-0.00063248+0.0013065i,-0.00040989+0.0011382i,-7.7964e-05+0.0016977i,-0.00030923+0.00099198i,-9.9155e-05-0.00020633i,0.00049529-0.00017823i,0.0012907+0.00034893i,0.00075042-0.00018084i,-7.7968e-05-0.00068455i,-9.9499e-06-0.00039373i,-0.00024287-0.00036078i,-2.9824e-05+0.00013925i,3.1878e-05+0.00091896i,9.0358e-05+0.00092259i,0.00017134+0.0006407i,0.00013424+0.00062704i,-0.00010946+0.00034063i,-0.00034646+6.8739e-05i,-0.0002303+0.00012528i,0.00028794+0.00050989i,0.00029553+0.00012176i,-0.00067274-0.00022737i,-0.00090548-0.00045754i
-0.00083565-0.00084376i,-0.0023356-0.00022404i,-0.0038484+0.0001182i,-0.0033791+0.0001959i,-0.0020445+0.00062519i,-0.00084449+0.0015602i,0.00014966+0.0011259i,0.00073935-0.00034085i,0.0006408-0.00079223i,-0.00019265-0.00055579i,-0.00016839+0.00034504i,0.00048985+0.00094431i,0.00031374+0.00065269i,-0.00029245+0.00076718i,-9.1348e-05+0.00038673i,0.00031605+0.00019908i,-0.0003758-0.00019256i,-0.00092049-0.00015956i,-0.00063969+0.00032179i,-0.00027648-0.00025947i,-0.00018604-0.00053198i,0.00036344+0.00023642i,0.00075441+0.00033962i
1.3679e-06+0.00027156i,0.00044748+0.00069936i,0.00019855+0.0019339i,0.00047944+0.00099645i,0.00017601+0.00012939i,0.000294-0.00011436i,-1.0891e-05-0.0006441i,-0.00048008-0.00096508i,-9.0362e-05-0.00038496i,0.00011626+0.00063553i,-0.00021091+0.00066151i,-0.00013968+0.00049638i,-4.3937e-05+0.00056869i,-0.00057845+0.00088481i,-0.00054797-7.8614e-05i,2.6306e-05-0.0002943i,0.00031638+0.00016495i,0.00031273-0.00014436i,-3.2306e-06+0.00014958i,-0.00064063+0.00066909i,-0.0015883+0.00051276i,-0.0010604-0.00014723i,-3.1209e-05-0.00030395i
-0.00085807-0.00018586i,-0.001398+0.00080554i,-0.0010132+0.0021714i,-0.00016882+0.0016507i,-0.00047954+0.0011196i,-0.00079083+0.0014315i,-0.00091687+0.0012243i,-0.0012695+0.00049603i,-0.00096444+0.00047433i,-0.00033555+0.00070206i,-0.00048403+7.0178e-05i,-0.00085633-0.00010945i,-0.00061752+0.00048154i,-0.00077652-2.4664e-05i,-0.00093366-0.00063598i,-0.00050224-0.00020203i,0.00023835+0.00010128i,0.00045102-0.00058673i,0.00091012-0.00038838i,0.00097932+0.00051574i,0.00083279-4.8367e-05i,-0.00010117-0.0011445i,-0.0003992-0.0010597i
-0.00093265-0.0018403i,-0.0020114-0.00055904i,-0.0026573-0.00026098i,-0.0012258+8.7265e-05i,-0.0001741+0.0018137i,-0.00011106+0.0020572i,5.4616e-06+0.00094689i,0.0001084+0.00078329i,-0.00019844+0.00057015i,-0.00033955+0.00048565i,-0.00049901+0.00043861i,-0.00032043-0.00070803i,-0.00025314-0.00095684i,-0.00034238-0.00036227i,9.4e-05-0.0002296i,0.0014398-3.2558e-05i,0.0015057+0.00017797i,0.00052317+0.00044966i,4.3803e-05+0.00073i,-0.0009948+0.00030779i,-0.0014166-0.00010924i,-0.00034306-8.7775e-05i,0.00074675+0.00066933i
-0.0010993+0.00013103i,-0.0018438+0.00015182i,-0.00274-0.00086568i,-0.0029599-0.0015842i,-0.0021575-0.00089585i,-0.0011266+1.1389e-05i,-0.00024224-0.00030796i,-0.00014874-0.00078767i,-0.00048376-0.00065011i,-0.00092554-0.00033427i,-0.00094215-0.00018689i,-0.00036516-0.00027675i,-0.00011549-0.00025108i,-0.00011788-4.4085e-05i,-4.0503e-05-9.9012e-05i,0.00027815+0.00038796i,0.00031333+0.0012088i,-0.00015868+0.0012193i,-0.0001611+0.00020918i,-0.00012486-0.00054139i,-0.00024705-0.00012123i,7.0786e-05-6.7707e-06i,0.00046901-0.00039009i
-0.00091491-0.0010195i,-0.0016869-0.00027279i,-0.0019603-0.00018034i,-0.0011103-0.00061144i,-0.00043298-0.00050338i,9.8832e-05+0.00050129i,0.00081293+0.0011131i,0.00049747+0.00078203i,-0.00052896+0.0005225i,-0.00065149+0.0001022i,-0.00025818-0.00020544i,-0.00069979+0.00052208i,-0.00099856+0.0014724i,-0.00038289+0.0012704i,0.0002597+0.00039812i,0.00017463+0.00043439i,-0.0004878+0.00088562i,-0.00032331+0.00059868i,0.00044406+0.00015186i,-5.4718e-05+0.0005538i,-0.00019873+0.00060941i,0.00021818-0.00054885i,4.7674e-05-0.00056492i
-0.0002384+0.0010052i,0.00066762+0.00025066i,0.00079112+0.0008803i,0.0001915+0.00096297i,7.1144e-05+0.00080478i,0.00022788+0.00020577i,4.9661e-05-0.00043709i,-0.00027405-0.0011249i,-5.2674e-05-0.0012447i,-5.3416e-05-0.00081839i,3.979e-05-0.00057116i,0.0006899-3.9415e-05i,0.00048208-0.0004904i,-0.00024643-0.00079261i,-0.00082544+1.1415e-05i,-0.00049644-0.00016328i,-6.9462e-06-0.00019728i,-0.00049453-0.00022899i,-0.00083823-0.00012211i,-0.00065432-7.3607e-05i,-0.00058413-0.00062164i,-0.00069525-0.00066975i,-0.00080106-0.00059235i
-0.00051208+0.00038284i,-0.00045648+0.0018022i,-0.00029099+0.0024209i,0.00028997+0.0010695i,0.00046527+0.00015531i,0.00060332+6.3863e-05i,0.00056943+0.00025581i,1.5312e-05+0.00034055i,-0.00023463-0.00043191i,-0.00047183-0.00053429i,-0.00077967+6.5589e-05i,-0.0010599-3.8704e-05i,-0.00078731-0.00023892i,-0.00067918-0.00048533i,-0.00027778-0.00063194i,-5.8408e-05+6.6956e-05i,-0.00014682+0.00096176i,-2.328e-05+0.00095066i,-8.8254e-05+0.00016445i,0.0003245-5.5753e-05i,6.7047e-05-4.5985e-05i,-0.000258-0.00029087i,0.00057285+0.00032649i
0.0011761-3.8756e-05i,-0.00045107-0.00049463i,-0.0016853-0.001708i,-0.00083058-0.0018849i,-0.00018875-0.00067569i,-0.00084107+0.00087928i,-0.000285+0.0009324i,0.00054233+0.00037162i,-0.00052958+0.0010086i,-0.0012117+0.0011206i,-0.00064687+0.00030006i,0.00032452-0.00025024i,-9.2042e-05+0.00024806i,-0.000535+0.00078072i,0.0002115+0.00090217i,0.00075703+0.00058498i,0.00022561-0.00019911i,-0.00032837-0.00050732i,-0.00020843-0.00042198i,-1.1444e-05-0.0002664i,-0.00042461-0.00035184i,-0.0010109-0.0003981i,-0.00056569-0.00032851i
-0.00065517-0.00061731i,-0.0017359-0.0012629i,-0.0021657-0.0021004i,-0.0011202-0.0020092i,3.6843e-05-0.001511i,0.00057238-0.00096588i,0.00026521-0.00034891i,-0.00045094-0.00041123i,-0.0007577-0.00071279i,-4.3916e-05-0.00038086i,0.00044326+0.00019753i,0.00035592+0.00070302i,0.00031431+0.00053119i,0.0010878+0.00073091i,0.00081063+0.0010699i,-0.00033941+0.00011478i,-0.00048773-0.0011417i,-0.00040426-0.00071255i,-0.00062556+0.00035901i,-0.00056496+0.00037563i,-0.00066055-9.6243e-05i,-0.00046056-0.000374i,0.00014855-0.00089972i
0.0011718+0.00075687i,0.00097228-0.00018264i,0.00028851-0.0018349i,-0.00048766-0.0021127i,-0.0011644-0.0014058i,-0.0015837-0.00096243i,-0.0014547-0.00028936i,-0.0016868+0.00016096i,-0.0012158-0.00061543i,-0.0001678-0.00059734i,-0.00022502-0.00049303i,-0.00038712-0.00072983i,-8.5633e-05+1.8383e-05i,-0.0004436+0.00055653i,-0.000629+0.0006771i,-0.0010457+0.00067548i,-0.00071718+0.00016698i,-1.3257e-05+0.00043736i,0.00026142+0.00050226i,0.00026553+0.00010258i,0.00017294+6.5615e-05i,8.5758e-05-1.779e-05i,0.00016198-0.00011161i
0.00030271+0.0015018i,0.00036955+0.0015699i,4.7817e-05+0.0014657i,4.3622e-05+0.0009162i,0.00017586-3.9089e-05i,0.00028747-0.00090127i,0.00031612-0.00057749i,-0.00039455+6.9813e-05i,-0.0014917+2.4431e-05i,-0.00068143-0.00028786i,0.00093366+6.8106e-05i,0.00081208+0.00051841i,0.00054461+0.0007435i,0.00018685+0.00047504i,-0.00044896-0.00035022i,-0.00080665-0.00044068i,-0.00074353+0.00057831i,-0.00046999+0.00095679i,0.00041581+5.3099e-05i,0.0011313+5.486e-05i,0.00069923+0.00028662i,0.00022845-6.7195e-05i,0.00044214-0.00057658i
