0.00074688+0.00079012i,-0.0003208+0.00012369i,-0.00016178-5.2532e-05i,-0.00041861-0.0016768i,-0.0017355-0.0016868i,-0.0030328-0.00064284i,-0.0024147+0.00023985i,-0.00010199+0.0010372i,0.0010915+0.00076358i,0.0012885+0.00036754i,0.001054-0.00064038i,0.00024652-0.0014612i,-8.2657e-05-0.0010097i,-0.00015888-0.00021284i,-8.0145e-05-0.00042311i,0.00052726-0.00061985i,0.00056696-0.00013016i,-0.00030502+0.00024258i,-0.00043881+7.3588e-05i,-0.00023223-0.00047666i,-1.9534e-05-0.00039592i,-0.00014856-0.00015115i,-0.00053953+0.00059083i
-0.0010826-0.0054012i,0.0025389-0.012479i,0.010989-0.019422i,0.013362-0.015875i,0.0049314-0.0091356i,0.00011304-0.004541i,0.0026878-0.0014466i,0.0032919-0.0015671i,0.0013497-0.00071161i,-0.00067394+0.001727i,-0.00094598+0.003461i,-0.00069235+0.0049982i,-0.0010631+0.0060443i,-0.0014615+0.0061545i,-0.00087664+0.0042737i,0.00013344+0.00045172i,0.0011515-0.0029844i,0.00082447-0.0033011i,-0.00025817-0.0006214i,-0.00032371+0.00052153i,-8.8637e-05-6.3684e-05i,-0.00030506-0.00077927i,0.00029998-0.00085451i
-0.0071546+0.0016357i,-0.010934+0.0089379i,-0.01876+0.012548i,-0.019342+0.010678i,-0.01228+0.0096832i,-0.0074319+0.0086374i,-0.0055256+0.0053602i,-0.0043317+0.0020852i,-0.0028377-0.00052133i,-0.0012063-0.00040387i,0.0010197+0.00019409i,0.0025246-0.001319i,0.0037971-0.0034316i,0.0052696-0.0033052i,0.0048745-0.00058312i,0.001984+0.0018356i,-0.00091551+0.0027156i,-0.0012532+0.0026975i,-0.0003206+0.0016229i,-0.0010386+0.0009364i,-0.002038+0.00028318i,-0.0023721+0.00015045i,-0.0020236+0.00075425i
0.0047524+0.0015842i,0.01265-0.00070971i,0.018818-0.0025209i,0.01784-0.0015071i,0.010508-0.0012545i,0.0065693-0.00099563i,0.006455-0.0013388i,0.0057282-0.0024872i,0.0029125-0.0030857i,-0.00024275-0.0030626i,-0.0027374-0.0026029i,-0.004103+0.00045449i,-0.0052026+0.0043361i,-0.0060826+0.0048742i,-0.0052665+0.0029426i,-0.0031437+0.0018832i,0.00012522+0.0014884i,0.0017919+9.163e-05i,0.0005954-0.00033054i,-0.00025108+0.00074664i,-6.8047e-05+0.0012476i,-0.00022501+0.0011223i,0.00019411+0.00061706i
-0.001666+0.002406i,-0.0073447+0.0001484i,-0.014145-0.004648i,-0.01472-0.0073833i,-0.011115-0.0044793i,-0.010676-0.0018472i,-0.010885-0.00037065i,-0.00839-0.00030501i,-0.0034614-0.00045242i,-0.00033+0.0010176i,-0.00031381+0.0021814i,0.0020919+3.3494e-05i,0.0065395-0.0024328i,0.0080479-0.0013672i,0.0066094+0.00012759i,0.0044427-0.001315i,0.0016243-0.0046874i,-0.00041652-0.0056162i,-0.00030784-0.0033157i,0.00046099-0.0016789i,0.00068672-0.0017232i,-0.00020472-0.0016738i,-0.00059733-0.001791i
0.003449-0.00081086i,0.0068125+0.0031702i,0.0090463+0.010013i,0.0070655+0.011822i,0.0024068+0.0079581i,0.0011031+0.0071407i,0.002464+0.0069941i,0.0017119+0.004421i,-0.0018438+0.0004807i,-0.0039189-0.0024692i,-0.0035948-0.0019957i,-0.004501-5.9718e-05i,-0.0067728+0.00062544i,-0.0065753-0.00033448i,-0.004809-0.00091642i,-0.0042277+7.1418e-05i,-0.0049842+0.0014512i,-0.0048912+0.001432i,-0.0031908+0.0004774i,-0.0018185+0.0010826i,-0.0013734+0.0022604i,-0.0006822+0.0025071i,0.00062795+0.0020805i
-0.004176-0.0013592i,-0.0057184-0.004329i,-0.0050943-0.0099666i,-0.0026805-0.012297i,-0.0031174-0.007564i,-0.0037585-0.0029184i,-0.0019939-0.0027212i,0.0017674-0.0038739i,0.0035261-0.002208i,0.0011571+0.0012385i,0.00018676+0.0027509i,0.0024255+0.0028901i,0.0065167+0.0025511i,0.0067608+0.0030198i,0.0037859+0.003611i,0.0033074+0.0025331i,0.0045112+0.00073796i,0.0044338-0.00016974i,0.0030141-0.00028301i,0.0022734-0.00017269i,0.0024689-0.00095147i,0.0018596-0.0021754i,0.0014154-0.0020256i
0.0012815+0.0074698i,0.0017666+0.011461i,-0.00015286+0.0157i,-0.0040378+0.014104i,-0.0041439+0.0096888i,-0.0032927+0.0071329i,-0.0038064+0.0080098i,-0.0049669+0.0071123i,-0.0044457+0.0038487i,-0.0016455+0.0017661i,-0.00096769-0.00012646i,-0.0039297-0.0026739i,-0.0066385-0.0041417i,-0.0052489-0.0039742i,-0.0014742-0.0037202i,-0.0010022-0.0042632i,-0.003406-0.003921i,-0.004605-0.0027354i,-0.004517-0.0011865i,-0.0044753-0.0006303i,-0.0037234-0.0009518i,-0.0026723-0.00027932i,-0.0019188+0.00092707i
0.0034023+0.00087677i,0.0047391-0.002914i,0.0083981-0.0059548i,0.0082748-0.0050035i,0.0048808-0.0026088i,0.0034025-0.0011532i,0.0054464-0.0042568i,0.007301-0.0066003i,0.0056097-0.0053312i,0.0021176-0.0026708i,-0.00058325+0.0013213i,0.00040311+0.0052574i,0.0030279+0.0071824i,0.0015779+0.0063075i,-0.0025735+0.0042351i,-0.0039284+0.0037012i,-0.0012556+0.0043614i,0.00084839+0.0052539i,0.0010139+0.0043009i,0.0014272+0.0022568i,0.0017396+0.0011671i,0.0023568+0.00078495i,0.0020505+0.00049623i
0.0023292-0.0018469i,-0.001823+0.00027492i,-0.0070915+0.0010046i,-0.0097735+0.0010658i,-0.0091511+0.00059694i,-0.0083255+0.0024267i,-0.0085809+0.0052536i,-0.0066144+0.0059857i,-0.0031676+0.0045046i,-0.00069991+0.0018884i,-0.00022922-0.0010659i,-0.00063104-0.0040539i,-0.00023196-0.005447i,0.0019455-0.0046389i,0.0040468-0.0023552i,0.0046903-0.0014115i,0.0041223-0.0023552i,0.0033405-0.0025869i,0.0022061-0.0016939i,0.00072992-0.0013126i,-0.00084432-0.0021514i,-0.002456-0.002523i,-0.0029683-0.0013182i
-0.0017375-0.0029463i,6.2256e-05-0.00095832i,0.0027662+0.001675i,0.0043801+0.0024778i,0.0027025+0.0030027i,0.0027529+0.0015117i,0.0056075-0.0016008i,0.0042553-0.0028244i,-0.00075114-0.0027631i,-0.0032314-0.0016376i,-0.0018082+0.00092742i,-8.7426e-05+0.0040938i,-0.00090645+0.0065785i,-0.002594+0.0056526i,-0.0039258+0.0022935i,-0.0048412+0.00056729i,-0.0050236+0.00027592i,-0.0034957-9.8479e-05i,-0.001226+0.00015768i,-0.00091389+0.0017898i,-0.0016219+0.0032978i,-0.0012107+0.0028655i,0.00045932+0.0020153i
-0.0019965+0.0011064i,-0.00090544+0.0027584i,-0.0014978+0.00061101i,-0.0026844-0.0023155i,-0.0027348-0.0014325i,-0.0040686+0.00059115i,-0.0039671-0.00056633i,0.00072698-0.0030118i,0.0025037-0.0020706i,0.00096194-0.00046778i,0.00081253-0.00046781i,0.0025462-0.0017685i,0.0053423-0.0045318i,0.005329-0.0049604i,0.0033261-0.0005926i,0.0033349+0.0032372i,0.004418+0.0034951i,0.0041781+0.0024847i,0.003579+0.0015434i,0.0033558+0.00013338i,0.002405-0.00088136i,0.00059167-0.0011381i,-0.00080751-0.0018351i
0.0034922+0.0023026i,0.0058318+0.0024853i,0.0056373+0.0014451i,0.0017463+0.0010751i,-0.00035426-0.00025172i,-0.00065048+0.0017152i,-0.00073295+0.0053582i,-0.003251+0.0063966i,-0.0045205+0.0049853i,-0.0029431+0.0025942i,-0.0029659+0.00018323i,-0.0051272-0.00083903i,-0.0074637+0.00054858i,-0.0066212+0.0018959i,-0.0031412+0.00098853i,-0.0010766-0.0017474i,-0.000408-0.0043131i,-0.00079826-0.0050746i,-0.00060801-0.0036865i,-0.00018547-0.0018113i,-0.00077537-0.00035285i,-0.0011187+0.00045038i,4.0922e-06+0.0015829i
-0.0028838+0.0026331i,-0.0020329-0.00040535i,-0.0009706-0.0012141i,0.00069677-0.00042683i,-0.00056101+0.00014242i,-0.0016216+4.5941e-05i,0.0012888-0.0026895i,0.0034715-0.0051968i,0.0024724-0.0042099i,-0.00028214-0.00074415i,-0.00072158+0.0029183i,0.0026694+0.003821i,0.0061078+0.0016251i,0.0047777+0.00025632i,0.00073718+0.00086546i,-0.0020119+0.0018437i,-0.003762+0.0030485i,-0.0038772+0.0034091i,-0.0024003+0.0023249i,-0.0007408+0.00082309i,-3.436e-05+0.00046538i,0.00089116+0.00027778i,0.0016902-0.0003735i
0.00010138+0.0053124i,-0.00068638+0.0048054i,-0.001203+0.0064011i,-0.00087883+0.0054954i,-0.0013121+0.0040764i,-0.0012762+0.0047123i,-0.0026138+0.0053523i,-0.003273+0.0059252i,-0.0019983+0.0040981i,-0.0010755+0.0005301i,-0.0017746-0.0026169i,-0.0040999-0.0043461i,-0.0071595-0.0043453i,-0.0066806-0.0027524i,-0.0025585-0.00058262i,0.001758+0.0010301i,0.0035714+0.0011778i,0.0032454+0.00085182i,0.0016412+0.00026428i,0.00041393-0.00080102i,-0.00052049-0.0010666i,-0.0011611-0.001293i,-0.0013738-0.0012959i
0.0032936+0.0032419i,0.0022821+0.0030747i,0.0040742+0.0015i,0.0036618-0.0012898i,0.00060222-0.00092998i,-0.0016458-0.00062556i,-0.0012257-0.00075951i,-0.00075847-0.0013926i,-0.0020792-0.0016829i,-0.0021563+0.0011737i,-0.00014498+0.0059009i,0.0030474+0.0083714i,0.0060734+0.00823i,0.0059892+0.0064599i,0.002787+0.0036622i,-0.0005467+0.00025614i,-0.0026441-0.0016915i,-0.00303-0.0014683i,-0.0030912-0.00045956i,-0.002765+0.00054775i,-0.0017085+0.00099972i,-0.0003422+0.00087847i,0.0011439+0.0013243i
-0.002439-0.00096492i,-0.0014886+0.0015348i,-0.0025553+0.0041822i,-0.0027678+0.0041756i,-0.00026351+0.0042418i,6.6758e-05+0.0037924i,0.00063595+0.0022086i,0.0021781-0.001047i,0.001209-0.0043846i,0.00015893-0.0052163i,0.00072617-0.0048379i,-0.00029389-0.0054918i,-0.0019604-0.0064823i,-0.002247-0.0060982i,-0.0022443-0.0025902i,-0.0013555+0.0016223i,0.0010297+0.0046501i,0.0016327+0.0053843i,0.00049497+0.0042228i,9.0021e-05+0.0029258i,0.00053558+0.0015613i,-0.00011141-0.0001172i,-0.00069008-0.00073512i
0.0042036+0.0016753i,0.0042933+0.0019507i,0.0045849+0.00072608i,0.001026+0.00026233i,-0.0040124-0.00072211i,-0.0051243+0.00081509i,-0.0035879+0.0034115i,-0.003631+0.0043558i,-0.0025816+0.0038932i,-0.0008434+0.0027076i,-0.00074892+0.0025961i,-0.00028532+0.0038407i,0.00095844+0.0061861i,0.0015129+0.0073861i,0.0031293+0.0048491i,0.0048623+0.00050025i,0.0045046-0.0019461i,0.0029405-0.0025178i,0.0011799-0.0022822i,0.00053458-0.0021769i,-0.0002964-0.0016294i,-0.00053953-0.0010434i,-0.00011659-0.00062544i
-0.00023722-0.00027702i,0.0011912-0.00053766i,2.4576e-05-0.00035834i,-0.0020587+0.00072693i,-0.0026452+0.002017i,-0.001309+0.0021144i,0.0003727-0.0012085i,0.0001763-0.0036701i,-0.0013959-0.003607i,-0.0020411-0.0015425i,-0.00067748+6.6303e-05i,0.00096848-0.0017803i,0.0016312-0.0050034i,0.0010835-0.0057242i,-0.00074153-0.0044773i,-0.0035679-0.0020463i,-0.005425-7.8834e-05i,-0.0049868+0.00099714i,-0.0037348+0.0024393i,-0.0019967+0.003078i,-0.00040457+0.0028032i,-0.00011231+0.0019956i,-0.00033742+0.0015831i
0.0013357-0.00057905i,0.00061412-0.00063277i,-0.00060592-0.00089163i,-0.0004205-0.00045049i,-0.00060669+0.00075409i,-0.0017593+0.001653i,-0.0020445+0.0024402i,0.00047873+0.002411i,0.0020874+9.0542e-05i,0.00054019-0.0018484i,-0.0022781-0.001279i,-0.0043542-8.3637e-05i,-0.0052093+0.0017322i,-0.0042563+0.0033063i,-0.0010716+0.0038186i,0.0022586+0.0037277i,0.0038041+0.0023571i,0.0040343+0.00098433i,0.0038127-0.00012829i,0.0034068-0.0010119i,0.0018347-0.0017552i,0.00065132-0.0013861i,0.00092759-0.00022798i
-0.0021547-0.0025796i,-0.0016647-0.0031803i,-0.0025785-0.0016432i,-0.0029808-3.7453e-05i,-0.0025847+0.001624i,-0.003894+0.0022312i,-0.0051088+0.0022331i,-0.0042826+0.0015428i,-0.0037723+0.0023166i,-0.0025503+0.0038807i,0.00013436+0.0044785i,0.0038987+0.0039923i,0.0067936+0.0012629i,0.006511-0.0013691i,0.0032904-0.0027225i,-0.00057634-0.0037493i,-0.0029928-0.0043392i,-0.0037058-0.002809i,-0.0028569-0.00065544i,-0.0021253+9.5485e-05i,-0.001611+0.0003378i,-0.00096083+0.0011292i,-0.0007117+0.0014469i
-0.0063464+0.0012731i,-0.0063445+0.0037272i,-0.005275+0.0063647i,-0.0023223+0.0056013i,-3.7716e-05+0.0035383i,0.0021938+0.003619i,0.0041131+0.002857i,0.0041903-0.001787i,0.0022927-0.0061029i,-0.00031619-0.0059475i,-0.0025099-0.0041794i,-0.0050254-0.0037358i,-0.0081002-0.0024879i,-0.0088158-0.0010053i,-0.0068259+0.0010587i,-0.0047828+0.0033394i,-0.0024417+0.0048457i,-0.00058831+0.0046263i,-0.00037875+0.0028812i,3.1714e-05+0.0014854i,0.00073135+0.00083192i,0.00067578+0.00070702i,0.00043248+0.00090437i
0.0013161+0.0019406i,0.0034618+0.0029076i,0.0039114+0.0012549i,0.0016137-0.00062383i,-0.0023876-0.00033076i,-0.0037143+0.0012849i,-0.0026408+0.0026408i,-0.0017106+0.003251i,-0.00072192+0.0034275i,1.6318e-05+0.0038641i,0.0019825+0.0050948i,0.0047206+0.005965i,0.0067882+0.005093i,0.0068684+0.0037477i,0.0061817+0.00154i,0.0053532-0.0013866i,0.0035772-0.0025541i,0.0024827-0.0025149i,0.0014655-0.002347i,-0.00040128-0.0026646i,-0.0011765-0.0022573i,-0.00016072-0.0016525i,0.00043025-0.0018802i
-0.00085163+0.0011559i,-0.00048853+0.0010965i,-0.00023524-0.00010105i,-0.0013124-0.00031205i,-0.0018878+0.0013645i,-0.0012273+0.0019263i,-0.0014469-0.00069778i,-0.0032719-0.0024143i,-0.0044215-0.0025927i,-0.0039844-0.0029987i,-0.0033597-0.003273i,-0.0036979-0.0030268i,-0.0042897-0.0032547i,-0.0042181-0.003901i,-0.0046101-0.0029547i,-0.0046542-0.0017251i,-0.0038381-0.001004i,-0.0029531-6.2239e-05i,-0.0019427+0.0013594i,-0.0020136+0.0025992i,-0.0014898+0.0024743i,-0.00087565+0.0014774i,-0.00097897+0.00075783i
-0.0016571-0.0005048i,-0.00095424-0.00031769i,-0.0023389+0.0017836i,-0.0021505+0.0032524i,-0.00040375+0.0037419i,3.4958e-05+0.003203i,0.0008549+0.0023298i,0.0031166+0.0012036i,0.0032304-0.00022741i,0.0022238+0.00022973i,0.0019819+0.0025171i,0.0027126+0.0046895i,0.0036238+0.0060236i,0.0028467+0.0058033i,0.0018679+0.0042773i,0.0025719+0.0026385i,0.0031606+0.0014848i,0.0021498+0.00059402i,0.0016467-0.00016392i,0.0010065-0.00086385i,0.00013834-0.0016848i,-0.0002646-0.0014171i,0.00056559-0.00087957i
0.0019015-0.0021061i,-0.00013498-0.0011758i,-0.0028145-0.00071715i,-0.0041702-0.0011043i,-0.0039425-0.0012336i,-0.0037772+0.00091613i,-0.0037976+0.0027743i,-0.0043171+0.0022192i,-0.0051562+0.0025587i,-0.0043688+0.0023288i,-0.0026667+0.00040588i,-0.0009976-0.0015491i,0.00061363-0.003728i,0.0017017-0.0049323i,0.0010155-0.0044381i,-0.0011777-0.0035774i,-0.0019046-0.0029731i,-0.00061867-0.0019322i,5.637e-05-0.00075264i,-7.1974e-05+0.00096491i,0.00069725+0.0014732i,0.00055365+7.9901e-05i,-0.00060402-0.00014582i
0.00082773+0.00075446i,0.0012514+0.0018604i,0.0017218+0.0030841i,0.0022316+0.0020909i,-4.7128e-05+0.00048413i,0.000165+0.00038265i,0.0024278-0.00013522i,0.0022315-0.0027828i,0.0016402-0.0045647i,0.00020003-0.003374i,-0.0019533-0.00095688i,-0.0032056+0.0011476i,-0.0033767+0.0024396i,-0.0031123+0.003821i,-0.0022651+0.0045002i,-0.00076249+0.0037793i,-0.00027551+0.0019923i,-0.0020488+0.00025875i,-0.0021542+0.00013764i,9.5009e-06+0.000472i,0.0013858+0.0008177i,0.0013041+0.0011136i,0.0010962+0.0012982i
-0.0024952-0.0025845i,-0.0030309+7.2833e-05i,-0.0039644+0.0014527i,-0.0030807+0.00057103i,-0.002695+0.0017374i,-0.0026901+0.0030415i,-0.0013893+0.0036487i,-0.00047041+0.0034591i,-0.00032344+0.0027339i,5.5834e-05+0.0029875i,0.001084+0.0021986i,0.0032297+0.00011334i,0.0054373-0.0025789i,0.0060873-0.0030464i,0.0044216-0.0016009i,0.0015036-0.0011416i,6.6968e-05-0.00045327i,0.00011874+0.00011621i,0.00046465-9.7719e-05i,0.00039724+9.7584e-05i,-0.00020924-0.00032426i,-0.00094518-0.00093201i,-0.00082026-0.0015442i
-0.0022923+0.0003108i,-0.0020767-0.0016104i,-0.0035728-0.0022498i,-0.0040642+0.00014702i,-0.0021272+0.0018858i,-0.0011847+0.0011245i,-0.0029932+0.00014477i,-0.0046379+0.00010575i,-0.0046607-0.00019186i,-0.0044116-0.00034545i,-0.0051832-6.0161e-05i,-0.0056983+0.0011153i,-0.0054206+0.0022857i,-0.004538+0.0013973i,-0.003627+0.00061925i,-0.0024235+0.0015574i,-0.0010135+0.0011758i,-0.00085184-0.00020761i,-0.00052011-0.00087033i,0.00042861-0.00077191i,0.00084398+0.00015484i,0.00045864+0.00083949i,3.9137e-05+0.00086811i
-0.0021375+0.005409i,-0.00028426+0.0070733i,0.00093876+0.0088975i,0.0017537+0.0075884i,0.0016045+0.0030493i,8.22e-05+0.0009733i,0.00041705+0.0019541i,0.0029108+0.0013093i,0.0033625+0.00024739i,0.0022003+0.0010905i,0.0031845+0.0015508i,0.0047169+0.00044762i,0.0049699-6.9571e-05i,0.0037605+0.00032832i,0.0024889+0.00043509i,0.001376-0.00017253i,0.00062743+0.00041322i,8.5297e-05+0.0016112i,-0.00080215+0.0015999i,-0.0013464+0.00083349i,-0.0013332-0.00075003i,-0.001313-0.0014994i,-0.00081041-0.00044049i
0.0046317+0.00093092i,0.0022933-0.0010444i,0.00057712-0.004011i,-0.0012981-0.0050901i,-0.0049913-0.0032675i,-0.0063451+0.00057602i,-0.0052083+0.0034517i,-0.0038286+0.0027697i,-0.0027288+0.00046174i,-0.0034192-0.00070656i,-0.0047-0.00084822i,-0.0045632-0.00029244i,-0.0035719+0.00025419i,-0.0027797-0.00014947i,-0.0019375-0.00025893i,-0.001057-0.0003503i,-0.0002407-0.00037768i,0.00087679+0.0001076i,0.0017197+0.00021504i,0.0019826+0.00015209i,0.0020825-8.0822e-05i,0.0014978-2.3211e-05i,0.00041824-0.00020685i
0.0023785+0.0029056i,0.0016669+0.0046413i,0.0021652+0.0039775i,0.0022581+0.0014241i,-0.00067716+0.00094065i,-0.0017103+0.0019012i,1.5343e-05+0.00074642i,0.0001534-0.0015993i,-0.00032628-0.00088804i,-0.00022009+0.00028185i,0.0006209+0.00019994i,0.0015303+0.0011501i,0.0020664+0.0027289i,0.001291+0.0035333i,-7.0565e-05+0.0028455i,-1.9773e-05+0.00070464i,-0.00023474-0.00053561i,-0.00068487-0.00072633i,-0.00032163-0.00017246i,-3.7311e-05+0.0001382i,-0.00012709+6.0945e-05i,-0.00020051+0.00051985i,6.9812e-05+0.00094533i
-0.001041-0.0014559i,-0.0013598+0.00029823i,-0.0010269+0.00095285i,-0.0013474+0.00075474i,-0.0013671+0.0016296i,-0.00068437+0.0022759i,-0.00030281+0.001967i,9.8719e-05+0.0011112i,-2.5504e-05+1.5083e-05i,-0.00044374+6.3198e-05i,-0.00069746+0.00032167i,-0.00040081-0.0017821i,0.00033977-0.0041077i,0.00023846-0.0037879i,4.8061e-05-0.0023784i,-9.7306e-05-0.00085516i,-0.00090882+0.00045601i,-0.00058354+0.0010751i,-2.2484e-06+0.00089169i,0.00032868+0.0007968i,0.00036595+0.00088498i,-3.868e-05+0.00022926i,-0.00027549-0.00063676i
-0.0015177+0.0019654i,2.2585e-05+0.0021329i,2.7862e-05+0.0017937i,-0.0012678+0.0020351i,-0.0022118+0.0019072i,-0.0025553+0.00038925i,-0.0032895+1.0088e-05i,-0.0039197+0.00030131i,-0.0033477-0.00017861i,-0.0025006+0.00030143i,-0.0020205+0.001742i,-0.0011624+0.0034383i,-0.00061877+0.0039739i,-0.00068743+0.002291i,-0.00059646+0.00086351i,8.6022e-06+0.00022877i,7.9158e-05-0.00043113i,-0.00015528-0.0015881i,0.00057473-0.0018534i,0.0011391-0.0011648i,0.00061193-0.00095683i,0.00062471-0.0013236i,0.00054513-0.00058717i
-0.0031351+0.0029362i,-0.0037635+0.0039839i,-0.0022047+0.0055785i,0.00088459+0.0054122i,0.0024695+0.0027059i,0.0011522+0.0010014i,0.000186+0.00086163i,0.0010208+0.00073782i,0.00084253+0.0010035i,0.00053432+0.0012139i,0.0011418-0.00015512i,0.0014225-0.002392i,0.0011622-0.0039026i,0.00064531-0.0031851i,-0.0001785-0.0014906i,-0.0012618-0.00070328i,-0.0024062+0.00024547i,-0.0027234+0.0016304i,-0.0021679+0.0029747i,-0.00069549+0.002764i,-0.00041313+0.0017614i,-0.00060578+0.0010726i,-0.00018374+0.0006479i
-3.0832e-05-0.0022326i,-1.6509e-05-0.0034123i,-0.0011116-0.0038109i,-0.0027598-0.0016642i,-0.0042165+0.001387i,-0.0033154+0.0028157i,-0.0014925+0.0028889i,-0.0011433+0.00137i,-0.0021417-0.00032659i,-0.0028423+0.00056683i,-0.0023932+0.0027737i,-0.0020919+0.0032702i,-0.0017993+0.0028467i,-0.0013543+0.0024278i,-0.00085628+0.0013347i,0.00018215+0.00035866i,0.0018857+0.00032203i,0.0024045+0.00023629i,0.0018024-0.00034471i,0.0012893-8.8152e-05i,0.00097193+0.0003358i,0.0013466-0.00021092i,0.0017795-0.00058712i
0.00022914+0.0030254i,-0.00083877+0.0040684i,-0.00059241+0.0046522i,0.0003666+0.003124i,-0.00061579+0.00067346i,-0.0023402-0.00020704i,-0.0016286-0.00029535i,4.1762e-05-0.00020972i,0.00063606+0.00017357i,1.7289e-05-0.00026957i,-0.00037523-0.0013751i,0.00049321-0.0018479i,0.00067035-0.0016584i,0.00070909-0.00019562i,0.00048653+0.00076998i,-0.00013087-0.00019332i,-0.0010682-0.00075076i,-0.0019156-9.7857e-05i,-0.0010494+0.00080238i,-0.00040897+0.0015122i,-0.0011078+0.0013594i,-0.00090522+1.8821e-05i,-0.00040434-0.0010187i
0.0014574+0.003077i,0.0031351+0.0030349i,0.0054858+0.0014628i,0.0033985-0.0010773i,0.00039185-0.00067698i,0.00050616+0.0010098i,0.00093822+0.00094375i,0.00041521+0.00026196i,-0.00041075-0.0003083i,-0.00092876+0.00021653i,-0.00071589+0.00077664i,-0.00074353+0.00089429i,-0.00090175+0.00015649i,-0.00075138-0.00051846i,-0.0004585+0.00066037i,0.00051795+0.0015237i,0.0013432+0.0011769i,0.0011364+0.00030448i,0.0016338-0.00060376i,0.002089+0.00013837i,0.0012201+0.0010808i,0.0012011+0.00079672i,0.0013385+0.00085501i
0.0033156+0.00013544i,0.0020918+5.7354e-05i,-0.00059644-0.0023757i,-0.0032498-0.0030804i,-0.0041039-0.0010824i,-0.0043379+0.00023243i,-0.0040257-0.00021379i,-0.0027377-0.00019226i,-0.0013447-0.00071096i,-0.0017045-0.00076898i,-0.0022045+0.00017265i,-0.00039511+0.00099386i,0.00079325+0.0017218i,0.00066263+0.0024837i,-0.00014538+0.0016377i,-0.00069004-7.8669e-05i,-0.0014734-0.0011773i,-0.0016482-0.0014619i,-0.00095872-0.0013098i,-0.00095228-0.0010298i,-0.00092727-0.00040708i,-0.00044467-0.00047805i,0.00041862-0.0011346i
0.0012082+0.0034672i,0.0011141+0.0032225i,0.0015184+0.0046097i,0.0019819+0.0043339i,0.0017086+0.0025399i,0.00044175+0.0012645i,-0.00042291+0.00063753i,-0.00022715-0.00013499i,-0.00030188-0.0003987i,-0.00023333+0.00023924i,-0.00029973-0.00016948i,-0.0016618-0.0010331i,-0.0028648-0.000988i,-0.0018609-0.0011449i,-0.0011072-0.00098184i,-0.00054206+0.00034822i,0.00052855+0.001343i,0.00046255+0.0010133i,0.00075551+0.00058903i,0.0012619+0.0013198i,0.00082769+0.001546i,0.00026279+0.00082587i,-0.00021662+0.00082025i
-0.00059261+0.0022278i,-0.00019245+0.0013952i,0.00075901+0.0017705i,0.0015065+0.0016574i,0.001233+0.00019047i,0.00056185+0.00099518i,0.0009395+0.0022128i,0.0015011+0.00027293i,0.00067026-0.00086475i,0.00030748+0.00053377i,0.0010073+0.0023421i,0.0016878+0.0025092i,0.0018761+0.00096421i,0.0012521+0.00025105i,0.00020322+0.00016476i,0.00037387-0.00045913i,0.00098002-0.0014681i,0.00070139-0.0018302i,-5.5106e-06-0.0015739i,-0.00038886-0.0017161i,-0.00014927-0.0017356i,0.00096981-0.00052308i,0.0015689-0.00019322i
0.0018312-0.0003852i,0.00084578+0.00039587i,0.0012471-9.6678e-05i,0.00074831+0.00034525i,-0.002311+0.0017677i,-0.0030085+0.0019154i,-0.0019304+0.0010562i,-0.0022462+0.00096726i,-0.0023321-5.2773e-05i,-0.0022566-0.0019395i,-0.0024086-0.0018514i,-0.0026784-0.00078681i,-0.0024693-0.0008832i,-0.001229-0.00057723i,-0.00023692+0.00012052i,-0.00027076+0.00028159i,-0.001405+0.00082339i,-0.0028293+0.0016605i,-0.0024508+0.0012292i,-0.0010571+0.00078105i,-0.00085875+0.00026467i,-0.00099028-0.00088679i,-0.00041272-0.00086859i
0.00026146+0.00024415i,-0.00016499-0.00010474i,1.3e-05-0.00098417i,-0.00056181-0.0020965i,-0.0018035-0.00065815i,-0.0016836+0.00044927i,1.7174e-05-0.00071262i,0.0011642-0.0011065i,0.0012274-0.00052323i,0.00038538+0.00093262i,4.6456e-05+0.0013113i,0.00075559+0.001408i,0.00103+0.0012693i,0.00047757+0.00030815i,0.00026721-3.9684e-05i,0.0003488+0.00021222i,0.0010175-0.00054818i,0.0011221-0.00079963i,3.0413e-05-0.00049437i,-0.00037239-0.00061536i,-0.00079864-0.0006748i,-0.0010658-0.0006543i,-5.341e-05+0.00086962i
-0.0027764+0.003179i,-0.0015559+0.0046824i,-0.00086052+0.0056317i,-0.00094399+0.005545i,-4.7395e-05+0.0050158i,-0.0012135+0.0031067i,-0.0032075+0.00099082i,-0.0023087+0.00033125i,-0.0016114-0.00046821i,-0.0017579-0.00065789i,-0.00092377-0.00067249i,-0.00033736-0.00073374i,-0.00080162-0.0013372i,-0.00042846-0.00073506i,0.00013219+0.00039205i,-0.00096808-8.0108e-06i,-0.0024714+0.00035154i,-0.0034965+0.00096421i,-0.0026094+0.0012297i,-0.0010169+0.00093199i,-0.0009803-0.00015327i,-0.00071979-0.00083825i,0.00068977-0.0014282i
