0.00072809+0.00048253i,0.00025616-0.00027824i,0.00024621-0.0010661i,-0.00013643-0.0012435i,-0.001503-0.001671i,-0.0022115-0.00098828i,-0.00082807+0.00061143i,0.0010622+0.0011314i,0.0017314+0.00077495i,0.0017884-0.00038806i,0.00084417-0.00067127i,1.2898e-05-0.00034091i,-1.3164e-05-0.00010145i,0.00039451-0.00029298i,0.00011049-0.00032334i,0.00050066+0.0001223i,0.00039747+0.0005537i,0.00014372+0.00099422i,0.00093494+0.00078892i,0.00063423+0.00057586i,0.00020009-4.6873e-05i,0.00083352+2.1648e-05i,0.00036916+0.000581i
-0.080398+0.060819i,-0.18648+0.1393i,-0.29351+0.19288i,-0.32824+0.17197i,-0.27113+0.12996i,-0.16115+0.12578i,-0.06242+0.12389i,-0.016243+0.088567i,0.0033449+0.049514i,0.022745+0.016454i,0.022539-0.0095529i,0.001581-0.015881i,-0.016353-0.0062346i,-0.016822+0.0051043i,-0.0047263+0.0085079i,0.0039808+0.0044758i,0.0027253+0.00067437i,0.0001977+0.0017261i,0.0035259+0.0048365i,0.0087702+0.0050494i,0.0083634+0.0042238i,0.0034983+0.0047955i,-0.00020294+0.0069513i
-0.0015469+0.021782i,-0.034722+0.037744i,-0.11459+0.069104i,-0.16398+0.1248i,-0.10139+0.13494i,0.0046281+0.030356i,0.022048-0.071696i,-0.013359-0.057956i,-0.010886-0.019777i,-0.0080399-0.022819i,-0.022412-0.018328i,-0.019182+0.0030221i,-0.00020691+0.015426i,0.013573+0.011583i,0.014793+1.2376e-05i,0.010669-0.0055471i,0.0050071-0.0029727i,-0.0016848+0.0021742i,-0.003763+0.0040356i,-0.0014421+0.0002863i,0.00040995-0.0049095i,-0.0018743-0.0069862i,-0.0072838-0.0060523i
0.099103+0.0071038i,0.25763+0.029595i,0.42108+0.060744i,0.44252+0.079048i,0.30479+0.082892i,0.13209+0.075634i,0.042022+0.059763i,0.0313+0.039605i,0.020159+0.019922i,-0.0020587+0.018642i,0.00015721+0.025192i,0.017045+0.018076i,0.022056+0.0019331i,0.012439-0.0089323i,-0.00052438-0.011387i,-0.0088702-0.010609i,-0.0072826-0.0060838i,0.0022274-0.0028406i,0.0050035-0.0059115i,-0.00052034-0.0068053i,-0.0033251-0.0016228i,0.0019845+0.0033466i,0.011543+0.0030536i
-0.037055-0.052607i,-0.087096-0.094891i,-0.098734-0.092077i,-0.015481-0.069513i,0.061488-0.081146i,0.021788-0.057667i,-0.029159+0.016822i,-0.0030106+0.033539i,0.022654+0.0026932i,0.018768+0.0022884i,0.02057+0.0099856i,0.018553-0.0039553i,0.0038147-0.01915i,-0.010386-0.01676i,-0.013778-0.0013578i,-0.006824+0.010163i,-0.00027041+0.0078828i,0.00019463-8.8644e-05i,-0.00054468-0.00048298i,0.00097731+0.0048384i,0.0013986+0.0071263i,-0.0028095+0.0060085i,-0.0083546+0.0066177i
-0.06845-0.048924i,-0.16005-0.14094i,-0.24305-0.26194i,-0.25442-0.30147i,-0.16382-0.21764i,-0.0051639-0.12572i,0.085087-0.099729i,0.049856-0.093383i,0.0012287-0.065489i,0.0030703-0.046107i,0.0035583-0.044451i,-0.014947-0.032918i,-0.024333-0.007938i,-0.013262+0.011966i,0.0035959+0.014632i,0.010717+0.0085874i,0.006686+0.0041604i,-0.0012395+0.0019873i,-0.0040521+0.0010641i,3.5234e-05-0.001713i,0.0058147-0.0065201i,0.0086371-0.011933i,0.007206-0.017231i
0.0076912+0.10788i,0.04999+0.24971i,0.091302+0.34383i,0.056312+0.27115i,-0.052093+0.12703i,-0.12196+0.055749i,-0.10329+0.027238i,-0.080281+0.014473i,-0.072178+0.022862i,-0.051545+0.0255i,-0.029048+0.019716i,-0.011345+0.016976i,0.00079829+0.015986i,0.0094021+0.010616i,0.013336-0.0011478i,0.0099858-0.013914i,0.0029499-0.015003i,-0.0013874-0.0044142i,-0.00052273+0.0021327i,-0.00062241-0.00063864i,-0.0036527-0.0025586i,-0.0042281+0.0036619i,0.00041867+0.011155i
0.029369+0.021733i,0.02765+0.049669i,0.0047622+0.1053i,0.00070879+0.17592i,0.0335+0.18965i,0.037559+0.11568i,-0.0071012+0.056828i,-0.0079602+0.064585i,0.025612+0.070259i,0.021661+0.04791i,0.0019222+0.029042i,0.00068524+0.02212i,0.010869+0.011283i,0.011151-0.0087771i,-0.0026247-0.017446i,-0.013492-0.0079934i,-0.0099567+0.0012802i,0.00055288+0.0036756i,0.0056881+0.0036983i,0.0021311+0.0045869i,-0.0042743+0.0054157i,-0.0079212+0.0020308i,-0.012401-0.0032834i
0.07208-0.098261i,0.15816-0.24369i,0.19695-0.35975i,0.14979-0.30745i,0.11168-0.14576i,0.12223-0.030457i,0.11687+0.003858i,0.092333-0.0098147i,0.080692-0.035559i,0.069241-0.040381i,0.047627-0.030008i,0.024126-0.023466i,0.0045394-0.017713i,-0.0088405-0.0058335i,-0.011145+0.0064823i,-0.0060449+0.012368i,-0.0031005+0.01344i,-0.00087802+0.0092478i,0.0026406+0.0025478i,0.0062502+0.00072536i,0.01018+0.0030047i,0.01338+0.0043265i,0.016608+0.0042159i
-0.079299+0.0058965i,-0.17434+0.059473i,-0.19542+0.12467i,-0.085541+0.085521i,-0.0048849-0.054395i,-0.035894-0.14713i,-0.062206-0.13556i,-0.057144-0.099683i,-0.065362-0.080136i,-0.06444-0.05085i,-0.039816-0.014874i,-0.01427+0.0013673i,-0.0036559+0.00085237i,-0.00018132+0.0043625i,0.0065042+0.0087964i,0.013156+0.0048193i,0.013603-0.0030668i,0.0074357-0.0084202i,0.00053326-0.011063i,-0.0013039-0.012664i,-0.0015796-0.010907i,-0.0056783-0.004211i,-0.0079327+0.0033909i
-0.06836+0.0093218i,-0.13887+0.02566i,-0.1755+0.04671i,-0.14516+0.057886i,-0.096116+0.063166i,-0.077945+0.080766i,-0.063045+0.09562i,-0.049177+0.094044i,-0.050822+0.092443i,-0.040517+0.073428i,-0.019535+0.032594i,-0.010628+0.0076177i,-0.0062376+0.004797i,0.00090236+0.00052619i,0.0051688-0.0094499i,0.0032149-0.015759i,0.00092384-0.013048i,0.0010822-0.0045256i,-0.00033923+0.0023905i,-0.004456+0.0037357i,-0.0060976+0.00075064i,-0.00072418-0.0059941i,0.0050423-0.015403i
0.095243+0.082209i,0.24827+0.13659i,0.34672+0.11273i,0.24714+0.025357i,0.071853+0.0071131i,0.013973+0.060893i,0.035661+0.070761i,0.064365+0.047546i,0.097561+0.032976i,0.095958+0.022767i,0.058333+0.015639i,0.028521+0.0047113i,0.010222-0.0072692i,-0.0037007-0.0099233i,-0.011185-0.0052613i,-0.012287+0.00069476i,-0.010351+0.0025245i,-0.010049+0.002362i,-0.0083981+0.0058418i,-0.0035935+0.011122i,-0.0008163+0.013205i,-0.0013268+0.012357i,-0.003577+0.013271i
-0.02851-0.030932i,-0.089494-0.083765i,-0.14557-0.11584i,-0.12607-0.076462i,-0.029482-0.030329i,0.070515-0.058172i,0.097319-0.10582i,0.057358-0.12711i,0.016005-0.12903i,-0.0025014-0.10474i,-0.0084624-0.058957i,-0.0080006-0.020526i,-0.0056145+0.0025529i,-0.0028712+0.015641i,-0.0011715+0.016134i,-0.00092207+0.010323i,-0.00083459+0.006822i,0.0027879+0.0039672i,0.0081299-0.0017567i,0.010345-0.0074438i,0.0087347-0.0085085i,0.0026263-0.0085969i,-0.0054917-0.0075919i
0.029509-0.097482i,0.024549-0.1841i,-0.027901-0.17575i,-0.048437-0.04662i,-0.0043622+0.049656i,-0.01957+0.044179i,-0.089778+0.033673i,-0.12531+0.045386i,-0.13888+0.042699i,-0.11375+0.034833i,-0.054222+0.016013i,-0.020787-0.003305i,-0.0081103-0.0046639i,0.0062219-0.0027487i,0.015802-0.0029892i,0.0162-0.0045491i,0.0090861-0.0055873i,0.0012385-0.0028029i,-0.002124-0.0017308i,-0.0022497-0.0033242i,-2.875e-05-0.0037198i,0.0042753+3.0047e-06i,0.012549+0.0040231i
-0.06247+0.10529i,-0.1005+0.25671i,-0.054233+0.36569i,0.057756+0.273i,0.095778+0.074683i,0.061485-0.015073i,0.045561+0.010953i,0.055095+0.071619i,0.071097+0.12466i,0.063446+0.11305i,0.025193+0.062143i,0.005876+0.02994i,0.013327+0.0066424i,0.013424-0.013525i,0.0024534-0.017297i,-0.0047008-0.0057488i,-0.0017028+0.0033977i,0.0018594+0.0014008i,-0.002659+0.00050527i,-0.0067784+0.0042863i,-0.0071878+0.0047296i,-0.0089379+0.002046i,-0.010911-0.0015058i
-0.046603-0.059366i,-0.029127-0.12328i,0.027291-0.19254i,0.03788-0.21602i,-0.0097476-0.17302i,-0.017281-0.10337i,0.040401-0.068404i,0.099794-0.083354i,0.12565-0.10993i,0.10048-0.099003i,0.049017-0.044499i,0.018288-0.0010516i,-0.0017672+0.002842i,-0.019078-0.00065653i,-0.017067+0.0008995i,-0.0070093-0.0013999i,-0.0039014-0.00057199i,-0.0034183+0.004053i,0.0017676+0.0068032i,0.0065332+0.004488i,0.0066032+0.0013116i,0.0067429-0.00077329i,0.0051305-0.0051803i
0.1089+0.02965i,0.18574+0.014365i,0.16346-0.036822i,0.034386-0.052274i,-0.079317-0.003291i,-0.1237+0.016753i,-0.14638-0.029393i,-0.15657-0.0831i,-0.15305-0.10794i,-0.11863-0.077668i,-0.041987-0.033595i,0.0055997-0.027265i,-0.00035069-0.019749i,-0.0026744+0.0039584i,0.0059955+0.013893i,0.009709+0.0058031i,0.0081396-0.0069651i,0.002723-0.011707i,0.0010132-0.011813i,0.0012468-0.011237i,-0.00043707-0.0062743i,-0.0014465+0.0015257i,-0.0010645+0.0087541i
-0.09004+0.018284i,-0.21546+0.035286i,-0.308+0.067231i,-0.24368+0.13008i,-0.063833+0.18339i,0.061472+0.18747i,0.056456+0.17978i,-0.020636+0.18688i,-0.075107+0.1955i,-0.058352+0.15172i,-0.024444+0.059464i,-0.015967+0.0080564i,-0.0025579+0.010973i,0.014488+0.0092917i,0.011654-0.0022699i,-0.0023705-0.0049159i,-0.0074922+0.001992i,1.0413e-05+0.0074893i,0.0028947+0.0058009i,-0.0013199+0.0055896i,-0.0012171+0.0064205i,0.0020803+0.00036762i,0.0035331-0.0064714i
0.057648-0.067049i,0.12627-0.068911i,0.17846+0.0072079i,0.18701+0.054879i,0.15309-0.016076i,0.10018-0.078331i,0.093538-0.041295i,0.15044+0.023737i,0.19963+0.039281i,0.16053+0.0088986i,0.055701-0.0073083i,-0.0078309+0.006567i,-0.003698+0.0038947i,0.0030525-0.012503i,-0.00067941-0.0095646i,0.0012334+0.0025054i,0.001222+0.005589i,-0.004256+0.002913i,-0.0076416+0.0048138i,-0.0040545+0.0086798i,4.4283e-05+0.0070049i,0.00030608+0.0039049i,-0.00027704+0.0024562i
-0.012713+0.028584i,-0.023422+0.065122i,0.016096+0.047815i,0.05783-0.026252i,0.031217-0.076298i,0.0026051-0.10721i,0.020187-0.15851i,0.03921-0.20804i,0.025367-0.21793i,-0.0085412-0.15744i,-0.012349-0.055817i,0.012171-0.003307i,0.0068811-0.0092499i,-0.012593-0.0068982i,-0.0092371+0.0031817i,0.0010712+0.0013589i,0.0060508-0.0022278i,0.0090759-0.0041912i,0.011681-0.0063718i,0.012202-0.011555i,0.0076107-0.013682i,0.0014957-0.0093234i,-0.0020744-0.0053349i
-0.017927-0.049236i,-0.019327-0.15774i,-0.034254-0.24767i,-0.065978-0.20268i,-0.078961-0.049845i,-0.089531+0.087221i,-0.12394+0.12176i,-0.17607+0.073965i,-0.21318+0.039759i,-0.16713+0.049976i,-0.060032+0.03997i,-0.0031544+0.0032258i,-0.0060673-0.0016562i,-0.0045023+0.0090874i,0.0067551+0.0017027i,0.01027-0.010433i,0.0047486-0.013141i,-0.0012448-0.0071375i,-0.0017674-0.002385i,-0.0038139-0.001512i,-0.0047757+0.0027358i,0.00082758+0.0067307i,0.0064591+0.0070293i
-0.021493+0.10385i,-0.050355+0.24022i,-0.071701+0.31581i,-0.042181+0.2349i,0.031335+0.071436i,0.081595-0.042924i,0.063723-0.034861i,0.029259+0.076225i,0.048384+0.16915i,0.080693+0.1387i,0.051696+0.0439i,0.0011733+0.0062287i,0.00017841+0.018212i,0.014992+0.014773i,0.0042812+0.0040953i,-0.009868+0.0066268i,-0.0093762+0.0098109i,-0.0037293+0.0051951i,-0.004668+0.0021152i,-0.0065513+0.0054422i,-0.0039546+0.0065265i,-0.0043565+0.0010779i,-0.0080431-0.0046394i
9.5434e-05-0.074976i,-0.02584-0.14523i,-0.04973-0.14148i,-0.056199-0.058446i,-0.050788-0.0064588i,-0.026293-0.0062605i,0.038945-0.014563i,0.12286-0.037405i,0.15845-0.079575i,0.10846-0.10002i,0.030323-0.061286i,0.00456-0.012376i,0.011014-0.012703i,0.0020123-0.020624i,-0.0055409-0.0096945i,-0.0032771-0.0035085i,-0.0039214-0.0011895i,-0.0045084+0.0017689i,-0.0022949+0.0029797i,0.001949+0.0018463i,0.00602-0.001637i,0.0077936-0.0032965i,0.0094355-0.0032066i
0.14339+0.030165i,0.28571+0.020112i,0.33753-0.032619i,0.22166-0.071492i,0.051835-0.032094i,-0.058779+0.019277i,-0.098338+0.014505i,-0.088482-0.037403i,-0.085766-0.089388i,-0.092442-0.071338i,-0.049774-0.012151i,0.0026457-0.0013975i,0.0016332-0.015654i,-0.0074762-0.0096952i,0.0034338+0.001944i,0.012066+0.0054709i,0.012698+0.00049132i,0.0077099-0.0043115i,0.005564-0.0027859i,0.0055276-0.0027577i,-0.0017549-0.0029352i,-0.00841+0.0038051i,-0.0095611+0.011674i
-0.20362-0.00035378i,-0.38051+0.031593i,-0.42396+0.093816i,-0.23544+0.13001i,-0.00108+0.092982i,0.10583+0.044675i,0.09018+0.029583i,0.0046581+0.038796i,-0.063218+0.082693i,-0.043288+0.10891i,0.0032581+0.05922i,-0.002774+0.0049862i,-0.019938+0.0062323i,-0.01053+0.014872i,-0.0016339+0.0023545i,-0.004833-0.0053693i,-0.00812+0.00076727i,-0.0046342+0.0083923i,0.0009148+0.0083134i,0.001942+0.0061213i,0.0038579+0.0067878i,0.0082429+0.00070403i,0.0081636-0.0097418i
0.06522-0.11608i,0.10532-0.16251i,0.10773-0.12319i,0.060458-0.044154i,0.0068305-0.022719i,-0.03386-0.056553i,-0.037856-0.057776i,0.0068033-0.021592i,0.063073-0.0046745i,0.082854-0.025319i,0.041319-0.040051i,0.002126-0.010449i,0.012806+0.013899i,0.019288+0.0045279i,0.0069797-0.0028814i,0.0043664-0.0024795i,0.0050298-0.0038968i,0.001654-0.0055544i,-0.001949-0.006219i,-0.0011729-0.0036034i,0.0038682-0.00052884i,0.0055684+0.0029701i,0.0049694+0.0082678i
0.023487+0.19571i,0.097742+0.29848i,0.1718+0.25133i,0.16657+0.086592i,0.085735+0.011108i,0.03147+0.057522i,0.020716+0.065542i,0.0046301+0.019782i,-0.011798-0.023966i,-0.032411-0.044413i,-0.038071-0.018778i,-0.010397-0.00028879i,0.00066953-0.017706i,-0.0072129-0.02112i,-0.0065619-0.0076815i,-0.0054304-0.00014876i,-0.0012833+0.0037132i,0.0049437+0.0044939i,0.0062209+0.0012683i,0.0032563-0.0060107i,-0.0035443-0.014115i,-0.010897-0.015603i,-0.015061-0.011799i
-0.083405-0.12658i,-0.14143-0.24367i,-0.15822-0.31276i,-0.12119-0.25085i,-0.042533-0.11849i,0.033339-0.029791i,0.051414+0.021971i,0.034048+0.05764i,0.0012365+0.071667i,-0.025313+0.07621i,-0.011903+0.058809i,0.0042034+0.02057i,-0.0034633+0.0027501i,-0.0059457+0.0052937i,0.0035346+0.0033389i,0.0074203-0.0024227i,0.00077221-0.0064508i,-0.0057761-0.0048962i,-0.0054568-0.0001014i,-0.0025493+0.0046682i,0.00045149+0.010108i,0.0068315+0.011197i,0.015743+0.0068365i
0.10375+0.018871i,0.10075+0.076051i,-0.013937+0.16556i,-0.09996+0.19597i,-0.046011+0.074747i,0.023565-0.11418i,0.025681-0.19084i,0.023874-0.14159i,0.053477-0.069279i,0.076726-0.023149i,0.056325-0.01057i,0.010375-0.00094481i,-0.010108+0.021021i,-0.0035989+0.025622i,-0.0011776+0.014354i,-0.00088225+0.0073223i,0.003801+0.0038399i,0.0062608-0.0016232i,0.0053712-0.0044575i,0.004124+0.00034646i,0.0044097+0.0059469i,0.00063712+0.0048608i,-0.0090784+0.0016194i
-0.088159+0.00071478i,-0.14006+0.011471i,-0.11225+0.057239i,-0.032435+0.11561i,-0.036493+0.13373i,-0.11127+0.12451i,-0.11994+0.084594i,-0.067681-0.0042658i,-0.045808-0.081556i,-0.044583-0.092613i,-0.024873-0.052968i,0.011388-0.017892i,0.040064-0.0184i,0.038285-0.02625i,0.018895-0.0212i,0.0016925-0.014752i,-0.0079647-0.0083372i,-0.010208-0.00011918i,-0.0086177+0.0011637i,-0.0044781-0.004753i,-0.00072408-0.010677i,0.0021561-0.012972i,0.0049765-0.013922i
0.063749-0.054082i,0.20072-0.08271i,0.34112-0.11567i,0.33553-0.14529i,0.19384-0.10488i,0.06029+0.012476i,-0.024305+0.11128i,-0.077412+0.15415i,-0.084743+0.14921i,-0.060017+0.10162i,-0.028168+0.045717i,-0.0092273+0.0067685i,-0.013811-0.013134i,-0.020743-0.013536i,-0.0149-0.0025991i,-0.006569+0.0067757i,-0.0017667+0.0058888i,-0.0019211+0.0020416i,-0.0013593+0.0042547i,0.00076295+0.0062411i,-0.0027646+0.0066216i,-0.0072252+0.010356i,-0.0059714+0.018982i
-0.092043+0.046938i,-0.24513+0.076739i,-0.35547+0.057096i,-0.28724+0.0026629i,-0.10568-0.030848i,0.045471-0.038007i,0.12673-0.033178i,0.14023-0.023474i,0.10742+0.0006972i,0.070566+0.024021i,0.035165+0.011783i,-0.0035763-0.015207i,-0.031367-0.018419i,-0.034891-0.0026776i,-0.01691+0.0088599i,0.00064527+0.0082277i,0.0043183+0.0068327i,0.0054277+0.0086335i,0.0083931+0.0054251i,0.0082424+0.0022999i,0.0097494+0.0028769i,0.011396-0.0019512i,0.0076478-0.013079i
0.035688-0.032067i,0.081144-0.084744i,0.070915-0.093019i,-0.0012976-0.025972i,-0.040382+0.0099445i,-0.032277-0.02487i,-0.019809-0.069581i,0.0076029-0.088345i,0.030559-0.099433i,0.018805-0.091449i,0.0012403-0.046502i,0.0022076+0.0054092i,0.014833+0.039889i,0.026713+0.046382i,0.028072+0.027429i,0.020296+0.0044444i,0.011181-0.0075029i,0.005033-0.0082256i,0.0048448-0.0040624i,0.0092884-0.0023624i,0.010603-0.0020646i,0.0084634+0.0013741i,0.007838+0.0032026i
0.033598+0.069884i,0.069778+0.17896i,0.12316+0.24175i,0.12971+0.19711i,0.082348+0.15556i,0.058321+0.1515i,0.026161+0.10476i,-0.057189+0.039584i,-0.10872+0.028659i,-0.082737+0.036802i,-0.0417+0.024172i,-0.022811+0.012031i,-0.0067252+0.0032816i,0.010213-0.011319i,0.010582-0.021155i,-0.00050263-0.017325i,-0.0046025-0.007773i,-0.0016897-0.0039325i,-0.0055554-0.0054817i,-0.014682-0.0057003i,-0.017745-0.0052446i,-0.016402-0.0070757i,-0.018314-0.0059825i
0.0026854-0.11627i,-0.057534-0.28438i,-0.15879-0.37685i,-0.17415-0.28927i,-0.074834-0.1941i,-0.0025398-0.20046i,0.0082638-0.15717i,0.038839-0.032953i,0.079539+0.036922i,0.070989+0.033013i,0.045493+0.01728i,0.04548+0.0025444i,0.044789-0.017757i,0.022533-0.027726i,0.0045236-0.018323i,0.0033657-0.0051667i,0.0038982-0.00070933i,0.0043349+0.0013369i,0.011536+0.0034564i,0.017465+0.0027899i,0.016256+0.0039132i,0.015701+0.0061439i,0.019202+0.0061628i
-0.00099875+0.09758i,0.032614+0.24206i,0.10494+0.3647i,0.16002+0.33062i,0.12757+0.19073i,0.0048369+0.09424i,-0.095225+0.079104i,-0.085855+0.068144i,-0.028886+0.018916i,-0.0014428-0.023104i,-0.010561-0.023179i,-0.030437-0.0092456i,-0.04368-0.0070563i,-0.043325-0.0064195i,-0.031872-0.0022049i,-0.020023-0.0014927i,-0.013226-0.0034906i,-0.011859-0.0048973i,-0.013952-0.0020567i,-0.010232+0.0062815i,-0.0026034+0.010412i,-0.0039415+0.0071492i,-0.011149+0.0015102i
-0.12385-0.071593i,-0.2084-0.092387i,-0.17024-0.050358i,-0.0068614-0.012869i,0.086389-0.019639i,0.075539+0.0057845i,0.086066+0.019828i,0.078339-0.04898i,-0.0037961-0.092392i,-0.055003-0.047966i,-0.022665-0.006816i,0.018006-0.0033439i,0.026816+0.0023986i,0.020063+0.016451i,0.014695+0.020534i,0.012384+0.013354i,0.010287+0.0049399i,0.0091546-6.5988e-05i,0.010351-0.0045742i,0.0098938-0.011917i,0.0067212-0.015938i,0.008643-0.013783i,0.011943-0.0091313i
0.1614+0.0053413i,0.29736-0.093589i,0.29939-0.28168i,0.10039-0.37092i,-0.060649-0.25691i,-0.046083-0.11051i,-0.002434-0.017798i,0.0084647+0.075695i,0.042139+0.12708i,0.064556+0.095137i,0.045884+0.039914i,0.016165+0.0015813i,-0.010914-0.014508i,-0.018865-0.015662i,-0.0089558-0.015035i,-0.0010558-0.0096279i,0.00086112-0.0016512i,-0.0010845+0.0072218i,-0.0019086+0.014152i,-0.0036941+0.013253i,-0.0095173+0.010635i,-0.010598+0.010608i,-0.0041483+0.0086825i
-0.16183+0.11054i,-0.31675+0.21606i,-0.42674+0.30349i,-0.38639+0.29121i,-0.26154+0.19289i,-0.15261+0.094636i,-0.068835-0.0032224i,-0.023857-0.094147i,-0.024832-0.12036i,-0.024193-0.081869i,-0.016135-0.038666i,-0.016106-0.0069439i,-0.0031188+0.013195i,0.012729+0.014424i,0.015326+0.0071585i,0.010376-0.0036526i,0.0016634-0.0096522i,0.001144-0.0096408i,0.0057149-0.011392i,0.0074793-0.0069869i,0.011659-0.0021333i,0.011857-0.0090689i,0.0013961-0.018082i
0.094833-0.12503i,0.17839-0.15486i,0.25139-0.059361i,0.30501+0.093309i,0.33974+0.11208i,0.28118-0.011145i,0.11653-0.086804i,-0.020173-0.048353i,-0.052425+0.012525i,-0.025843+0.016212i,-0.0012565-0.013246i,0.0029645-0.028214i,-0.0024606-0.018456i,0.0047691+0.00085803i,0.015648+0.0064749i,0.012247+0.0048079i,0.0072252+0.0055086i,0.004227+0.0017138i,-5.5938e-05+0.00024098i,0.00080368+0.0020225i,0.0010759+0.0024862i,-0.0034182+0.0067315i,-0.0048971+0.013038i
0.020581+0.11088i,0.021685+0.13861i,0.026406+0.10396i,0.027373+0.04302i,-0.012002+0.021789i,-0.055693+0.043774i,-0.050875+0.070456i,-0.02111+0.065933i,-0.009326+0.045573i,-0.019343+0.043714i,-0.034614+0.050467i,-0.03459+0.05261i,-0.012869+0.030529i,-0.0077576-0.0094662i,-0.022361-0.019633i,-0.020514-0.0045236i,-0.012199+0.0037135i,-0.009684+0.0070238i,-0.0047624+0.0083922i,-0.00070402+0.0069175i,-0.0020451+0.0064793i,-0.0034622+0.0079932i,-0.0018072+0.0073287i
-0.15185-0.19113i,-0.24594-0.31256i,-0.28717-0.32472i,-0.21368-0.19949i,-0.053939-0.074432i,0.038296-0.03799i,0.039346-0.0067318i,0.062866+0.047529i,0.10748+0.039612i,0.09952-0.013866i,0.068761-0.020934i,0.059971-0.0061402i,0.039235-0.0013377i,0.011968+0.012822i,0.010723+0.011689i,0.016642-0.015448i,0.019421-0.032908i,0.02372-0.029467i,0.020495-0.022563i,0.010982-0.016661i,0.0086497-0.0085733i,0.018489-0.0042414i,0.028642-0.0041607i
0.11702+0.13615i,0.17013+0.30392i,0.20825+0.40995i,0.20762+0.31498i,0.11953+0.12347i,-0.015648+0.042914i,-0.095168+0.043014i,-0.11578+0.0060683i,-0.13418-0.012781i,-0.12145+0.021818i,-0.0666+0.032198i,-0.033837+0.0055813i,-0.030213-0.014415i,-0.018223-0.011094i,-0.0046699+0.013035i,-0.0060601+0.045232i,-0.022323+0.054564i,-0.036753+0.038231i,-0.030127+0.027336i,-0.012304+0.023998i,-0.0047334+0.014863i,-0.014996+0.0011798i,-0.026046-0.015604i
-0.11479-0.0419i,-0.15985-0.14309i,-0.10053-0.24758i,0.035655-0.24807i,0.1488-0.13007i,0.20821+0.046283i,0.24328+0.18028i,0.24424+0.18572i,0.21588+0.097224i,0.16426+0.015881i,0.10771-0.017547i,0.076251-0.021493i,0.066459-0.010609i,0.071483-0.0071871i,0.0844-0.028297i,0.082243-0.052586i,0.056806-0.046548i,0.034911-0.019139i,0.034715-0.0053594i,0.03913-0.010557i,0.035031-0.014979i,0.027732-0.0094002i,0.020533+0.0019507i
-0.022599+0.029837i,-0.045319+0.051563i,-0.15984+0.12195i,-0.2264+0.17591i,-0.1401+0.077152i,-0.022572-0.15236i,-0.0059282-0.31289i,-0.044661-0.29662i,-0.063205-0.17686i,-0.045812-0.069308i,-0.028-0.02032i,-0.036113-0.00062508i,-0.034766+0.0087667i,-0.014299+0.00082023i,0.017213-0.016754i,0.046684-0.028714i,0.043986-0.018878i,0.032652-0.001382i,0.030916-0.007274i,0.015881-0.015689i,-0.0024408-0.0018773i,-0.0057089+0.010924i,-0.004817+0.005115i
-1.828+7.9013i,-0.78776+8.223i,3.2059+7.3177i,5.6948+3.246i,5.0985-1.0297i,2.1792-3.1057i,-0.12362-2.3189i,-0.43456-0.87382i,0.36114-0.10037i,1.166-0.21074i,1.0577-0.74328i,0.39571-0.91668i,-0.19832-0.88242i,-0.81009-0.92153i,-1.0244-0.70731i,-0.3802-0.083781i,0.43004+0.2774i,0.53649+0.20367i,0.22758+0.19144i,0.070617+0.20036i,-0.076343+0.10504i,-0.22995+0.14024i,-0.13394+0.21636i
0.11064-0.079579i,0.37096-0.16859i,0.55233-0.28033i,0.46543-0.36163i,0.23269-0.37481i,0.11686-0.34452i,0.13008-0.30493i,0.079633-0.19437i,-0.0071758-0.02465i,-0.024509+0.057013i,-0.043791+0.035552i,-0.073373+0.018627i,-0.068133+0.010444i,-0.056659-0.014381i,-0.046637-0.017139i,-0.02131+0.017478i,0.0011551+0.046841i,0.0013894+0.040562i,-0.0075344+0.01669i,-0.018277+0.00078458i,-0.033734+0.0014718i,-0.044446+0.011277i,-0.05608+0.015341i
-0.18667-0.0017166i,-0.41012-0.043144i,-0.51735-0.11177i,-0.37612-0.19129i,-0.12446-0.28531i,0.058694-0.39658i,0.14032-0.44422i,0.15824-0.35261i,0.147-0.24619i,0.095319-0.2129i,0.019428-0.17409i,-0.02067-0.10267i,-0.013633-0.037726i,0.0047501-0.0079095i,0.0053309-0.00019306i,-0.007397+0.012617i,-0.011228+0.024375i,0.00083399+0.033085i,0.019936+0.036068i,0.029756+0.019817i,0.026937-0.0030398i,0.021573-0.0096083i,0.024027+0.0054622i
0.19998-0.0098877i,0.37501-0.0124i,0.4517-0.043265i,0.27965-0.14424i,-0.038978-0.21274i,-0.27418-0.13386i,-0.32228-0.0038628i,-0.25962+0.045704i,-0.19869+0.062499i,-0.13741+0.07852i,-0.076057+0.057253i,-0.05738+0.02939i,-0.061966+0.03204i,-0.0477+0.044534i,-0.02716+0.038547i,-0.018332+0.015434i,-0.012785-0.0076072i,-0.011399-0.01983i,-0.017331-0.020376i,-0.022485-0.010699i,-0.021277-0.00046784i,-0.019638-0.00048187i,-0.02082-0.0040621i
