-0.0031207+0.00060564i,-0.0017855+0.00018939i,-0.0019758+0.00051032i,-0.0022994+0.0010113i,-0.0026108+0.0011773i,-0.0021505+0.0022409i,-0.001639+0.0014657i,-0.0012323+0.00081139i,0.00014889+0.00098712i,0.00091908+0.00057426i,0.0006059+0.00034839i,0.00079743+0.00040828i,0.00029781+6.2337e-05i,-0.00050147-0.00072696i,-8.2617e-05-0.00045323i,0.00038229+0.00016228i,-0.00016499-2.6888e-05i,-0.00080544-3.3869e-05i,-0.0005721-1.8802e-05i,0.00020365-0.0011152i,0.00045799-0.0011374i,-1.2646e-05-0.0001884i,8.4226e-05-0.00026382i
0.12628-0.068168i,0.27693-0.21589i,0.35343-0.40552i,0.2238-0.41624i,0.005999-0.2253i,-0.12767-0.081925i,-0.19775-0.019302i,-0.20509+0.090143i,-0.093646+0.14847i,0.044397+0.079527i,0.10072-0.035036i,0.068584-0.099578i,0.034878-0.093064i,0.045644-0.10206i,0.025964-0.1658i,-0.057477-0.2072i,-0.14719-0.17831i,-0.18415-0.1104i,-0.13811-0.046717i,-0.061469-0.0054852i,-0.028613+0.042819i,-0.017616+0.09369i,-0.01009+0.097974i
0.083471+0.016611i,0.098053+0.17675i,0.15167+0.37575i,0.25598+0.39369i,0.28698+0.17215i,0.26945+0.023074i,0.3585+0.021097i,0.41728-0.02726i,0.28012-0.096336i,0.10436-0.091284i,0.023461-0.063559i,-0.022664-0.062126i,-0.064177-0.086535i,-0.090739-0.10075i,-0.10684-0.078927i,-0.1116-0.021999i,-0.090016+0.043612i,-0.054082+0.069224i,-0.020704+0.059046i,0.021756+0.032373i,0.040371-0.0062146i,0.016372-0.022924i,0.0035562-0.008024i
-1.1897+7.423i,1.7261+7.1752i,4.8496+6.5757i,5.9715+3.5059i,5.6065-0.025796i,3.5326-2.6933i,0.54154-2.5773i,-0.96169-0.51056i,-0.43511+1.1476i,0.67461+1.2345i,0.85341+0.33185i,0.23195-0.36307i,-0.5023-0.50291i,-1.0427-0.13402i,-0.98501+0.39229i,-0.49901+0.60179i,-0.064759+0.45365i,0.093436+0.10959i,-0.085897-0.17119i,-0.3303-0.19475i,-0.33813-0.18022i,-0.22465-0.24998i,-0.1059-0.27629i
0.13215-0.00029369i,0.23844-0.0481i,0.26463-0.16074i,0.17595-0.20678i,0.14455-0.071374i,0.19961+0.10227i,0.15207+0.1692i,-0.012691+0.19373i,-0.15502+0.21563i,-0.22502+0.25456i,-0.17743+0.28691i,-0.053284+0.20323i,0.00059036+0.069387i,-0.0035398+0.039423i,0.037253+0.095311i,0.10173+0.12725i,0.08734+0.091436i,0.0027161+0.012095i,-0.068568-0.040825i,-0.1088-0.024739i,-0.13707-0.0036073i,-0.1643-0.01221i,-0.15893-0.0035703i
-0.097045-0.047555i,-0.28208-0.13854i,-0.50765-0.1035i,-0.51084+0.12074i,-0.19216+0.3152i,0.1402+0.24243i,0.18895+0.062154i,0.043134+0.00095215i,-0.13552-0.036341i,-0.28923-0.085399i,-0.33806-0.0091687i,-0.23791+0.12198i,-0.10107+0.16978i,-0.012602+0.17549i,0.061994+0.19229i,0.122+0.19582i,0.14777+0.16583i,0.12326+0.10299i,0.045586+0.042037i,-0.01572+0.010852i,-0.032853-0.026964i,-0.051685-0.057545i,-0.048694-0.035718i
0.0021593+0.03701i,0.11957+0.063282i,0.30426+0.077585i,0.48705+0.098659i,0.55669+0.085232i,0.34548-0.0793i,-0.01663-0.21454i,-0.12503-0.14266i,0.0062481-0.092753i,0.034322-0.14237i,-0.037864-0.1003i,-0.023574+0.032897i,0.087788+0.11873i,0.17928+0.083826i,0.16787-0.0095765i,0.11684-0.054409i,0.090499-0.061745i,0.046654-0.053424i,-0.028922-0.0092516i,-0.075008+0.038988i,-0.05815+0.04512i,-0.02439+0.019677i,-0.0056175+0.0041454i
-0.047986-0.0012406i,-0.14126-0.027311i,-0.1881-0.15581i,-0.18105-0.43087i,-0.23869-0.57704i,-0.31401-0.29905i,-0.22775+0.10038i,-0.063419+0.215i,0.018625+0.15765i,0.037787+0.089806i,0.010532+0.011314i,-0.010509-0.041798i,0.01751-0.083007i,0.022734-0.095476i,-0.00098062-0.040187i,-0.015893+0.0097482i,-0.05107+0.019772i,-0.084303+0.025026i,-0.077884+0.042687i,-0.058863+0.063228i,-0.046638+0.058944i,-0.042438+0.033661i,-0.033413+0.01089i
0.091727-0.012366i,0.15446-0.083308i,0.0039349-0.10911i,-0.40001+0.12252i,-0.61037+0.47603i,-0.33396+0.49321i,-0.0079797+0.17974i,0.034302-0.025482i,0.0018556-0.07835i,-0.027031-0.11469i,-0.080123-0.053384i,-0.090739+0.056262i,-0.08928+0.097895i,-0.087634+0.098993i,-0.061544+0.089471i,-0.059629+0.087604i,-0.071378+0.11035i,-0.052207+0.12388i,-0.011305+0.10467i,0.022485+0.058372i,0.014599+0.0062778i,-0.017224-0.0077437i,-0.01635+0.0075752i
-0.064452+0.040615i,-0.10481+0.1815i,0.051988+0.4291i,0.50704+0.60586i,0.87577+0.50499i,0.68725+0.1761i,0.23022-0.02405i,0.054081-0.028989i,0.069562-0.071056i,0.02011-0.10987i,0.0073878-0.047457i,0.091745+0.010964i,0.15785+0.0098067i,0.15501-0.015332i,0.11187-0.042724i,0.087072-0.037937i,0.10061-0.010879i,0.10466+0.0082476i,0.072143+0.024543i,0.030363+0.040715i,0.0082834+0.053399i,0.0071436+0.051585i,0.0098256+0.03265i
0.027866-0.1029i,0.016371-0.32534i,-0.081139-0.67528i,-0.27789-0.98401i,-0.44713-0.9831i,-0.44892-0.57833i,-0.28311-0.14174i,-0.10988+0.0098916i,-0.048054+0.022183i,-0.015197+0.027759i,0.016903-0.017979i,0.002981-0.081472i,-0.019478-0.10276i,-0.033285-0.083911i,-0.049348-0.044858i,-0.052102-0.030898i,-0.052216-0.048531i,-0.047641-0.04712i,-0.024078-0.011996i,-0.0033356+0.030634i,0.0011026+0.053927i,-0.001842+0.049038i,-0.00042924+0.031387i
-0.0087723+0.12398i,-0.003361+0.3271i,-0.026118+0.59582i,-0.10189+0.7997i,-0.11917+0.79665i,0.021835+0.53933i,0.13951+0.1847i,0.093422-0.027249i,0.048537-0.076592i,0.046683-0.089781i,-0.010679-0.072124i,-0.079339-0.017146i,-0.10444+0.02282i,-0.083473+0.04043i,-0.041433+0.052156i,-0.027214+0.068717i,-0.021651+0.089135i,0.0022219+0.080785i,0.023241+0.038214i,0.036035-0.005407i,0.039458-0.033726i,0.025606-0.037439i,0.0099703-0.022458i
-0.020461-0.082413i,-0.063593-0.21088i,-0.051901-0.30993i,0.11443-0.28536i,0.29906-0.19308i,0.24713-0.14348i,0.043172-0.096078i,-0.038596-0.036286i,-0.024049-0.045171i,-0.039584-0.067154i,-0.023738-0.013576i,0.058015+0.043535i,0.11984+0.038483i,0.10774+0.0084999i,0.071829-0.0064726i,0.071317-0.014409i,0.07923-0.040598i,0.052802-0.057335i,0.0095049-0.033087i,-0.013062-0.00044296i,-0.012305+0.010536i,0.0002978+0.0055391i,0.010818-0.0062668i
0.056043+0.050779i,0.15918+0.079018i,0.23595+0.025905i,0.16021-0.11848i,0.010816-0.20867i,-0.040103-0.14718i,-0.036941-0.044302i,-0.065651+0.01567i,-0.078005+0.03496i,-0.055394+0.015641i,-0.038892-0.030779i,-0.060258-0.071123i,-0.10585-0.065998i,-0.11381-0.018292i,-0.076956+0.016431i,-0.050795+0.012718i,-0.055439+0.01149i,-0.046804+0.028166i,-0.0053335+0.029221i,0.017305+0.009462i,0.0027757-0.0095128i,-0.022629-0.015686i,-0.037674-0.0048735i
-0.085105-0.031855i,-0.21437-0.025575i,-0.31078+0.035136i,-0.2411+0.10483i,-0.091259+0.085465i,-0.027106+0.016042i,0.024448+0.021584i,0.10485+0.025236i,0.094744-0.024226i,0.020576-0.03261i,-0.015994+0.00012555i,-0.010788+0.039607i,0.027032+0.081305i,0.070694+0.085177i,0.073614+0.051671i,0.045397+0.034466i,0.041141+0.03992i,0.056085+0.024041i,0.039755-0.014128i,0.0057993-0.026962i,-0.0086765-0.0072973i,-0.0025148+0.015512i,0.014026+0.020235i
0.075223+0.0037517i,0.16406-0.048322i,0.16809-0.17267i,-0.02877-0.26754i,-0.23947-0.21428i,-0.22108-0.12711i,-0.1269-0.15847i,-0.12777-0.16027i,-0.11646-0.044354i,-0.054544+0.028741i,-0.02678+0.026979i,-0.0059527+0.018272i,0.038702-0.0081629i,0.054988-0.042178i,0.038675-0.052539i,0.026913-0.056413i,0.0087261-0.084427i,-0.036921-0.10295i,-0.080946-0.06384i,-0.082152-0.0030521i,-0.048029+0.019801i,-0.014618+0.0057672i,-0.00060347-0.0048182i
-0.072613+0.018883i,-0.15117+0.10688i,-0.16984+0.304i,-0.018103+0.51997i,0.16291+0.5713i,0.14299+0.46391i,0.015509+0.36269i,-0.019529+0.27528i,0.030418+0.13713i,0.05484+0.01828i,0.03401-0.019771i,-0.0025083-0.031668i,-0.040611-0.055581i,-0.058934-0.06114i,-0.05727-0.028567i,-0.061466+0.02327i,-0.074263+0.077448i,-0.06291+0.12085i,-0.012165+0.1248i,0.035495+0.083985i,0.038996+0.032262i,0.012314-0.00027146i,-0.0045825-0.015879i
0.061115-0.042229i,0.13922-0.1532i,0.19427-0.35113i,0.15144-0.53548i,0.074695-0.5577i,0.077195-0.42849i,0.1396-0.27971i,0.1602-0.16823i,0.089754-0.087141i,0.003598-0.02335i,-0.015929+0.02801i,-0.0010028+0.067731i,-0.0072658+0.096797i,-0.024331+0.099885i,-0.011668+0.078537i,0.033584+0.05709i,0.085294+0.047334i,0.11863+0.037296i,0.10802+0.0092744i,0.058157-0.021434i,0.0079856-0.023924i,-0.016982-0.0014134i,-0.025989+0.018277i
-0.053815+0.05237i,-0.1378+0.15662i,-0.23176+0.31327i,-0.26154+0.43578i,-0.20721+0.4187i,-0.14003+0.25086i,-0.15412+0.057078i,-0.18388-0.018566i,-0.1099+0.0025884i,-0.01171-0.0038942i,0.0096915-0.037761i,0.015484-0.039404i,0.051148-0.02031i,0.073827-0.0056783i,0.064617-0.014178i,0.040842-0.043565i,0.023681-0.077762i,0.011253-0.11336i,-0.018576-0.11371i,-0.045271-0.058282i,-0.031638-0.003761i,-0.00021602+0.010639i,0.016001+0.013229i
0.038546-0.063759i,0.10126-0.16745i,0.19126-0.28475i,0.26035-0.31966i,0.23156-0.22441i,0.099585-0.0365i,0.030523+0.15766i,0.091424+0.20079i,0.12735+0.071176i,0.079939-0.032453i,0.03938-0.031753i,0.030722-0.024209i,0.026174-0.043171i,0.016191-0.04998i,-0.0041743-0.029827i,-0.017046-0.011191i,-0.031094-0.02011i,-0.06658-0.026835i,-0.077299-0.00014063i,-0.042091+0.026999i,-0.012112+0.022854i,-0.0049091+0.0069879i,0.0096953-0.00462i
-0.020472+0.066576i,-0.053739+0.16109i,-0.11487+0.25117i,-0.16771+0.25065i,-0.118+0.15094i,0.056098+0.0065039i,0.18626-0.15488i,0.14107-0.22506i,0.021157-0.1443i,-0.040288-0.046032i,-0.04895-0.013596i,-0.054725-0.0090307i,-0.064693-0.0020541i,-0.053136+0.0098126i,-0.02364+0.020016i,-0.025025+0.023752i,-0.060247+0.045407i,-0.075465+0.090237i,-0.046462+0.10357i,-0.0032451+0.064073i,0.017522+0.015013i,0.0090295-0.013468i,-0.014967-0.026426i
-0.0035212-0.057312i,-0.00077245-0.15054i,0.032306-0.23516i,0.10322-0.24363i,0.10267-0.20015i,-0.068973-0.14754i,-0.2677-0.049607i,-0.2857+0.035255i,-0.16359+0.02282i,-0.075638-0.016289i,-0.050915-0.0046618i,-0.022863+0.036239i,0.01479+0.052315i,0.026149+0.026765i,0.0137-0.0056563i,0.0064548+0.00082419i,0.034049+0.038101i,0.084312+0.055278i,0.095327+0.039604i,0.049544+0.015286i,-0.0050275+0.0054899i,-0.027263+0.020516i,-0.016675+0.041742i
0.024431+0.04626i,0.043985+0.10348i,0.017486+0.1138i,-0.10583+0.063765i,-0.18895+0.070536i,-0.049954+0.15748i,0.17835+0.18021i,0.25271+0.11584i,0.17923+0.055385i,0.10364+0.027069i,0.080603+0.0059042i,0.073485-0.034869i,0.049176-0.071886i,0.015587-0.062111i,-0.004129-0.015489i,0.0090425+0.021185i,0.034653+0.0075401i,0.04027-0.039338i,0.028369-0.060658i,0.010105-0.036755i,0.0066737+0.0002261i,0.024184+0.0082368i,0.031257-0.015062i
-0.036898-0.038285i,-0.091893-0.061837i,-0.11826-0.0030961i,-0.026008+0.13396i,0.093958+0.16385i,0.053647+0.0057716i,-0.084611-0.16016i,-0.15263-0.19348i,-0.13397-0.12985i,-0.087801-0.064212i,-0.068925-0.039449i,-0.085175-0.010347i,-0.093691+0.036815i,-0.068995+0.061873i,-0.01812+0.053852i,0.028272+0.022008i,0.038599-0.010095i,0.017788-0.023759i,-0.001753-0.024887i,0.0030769-0.019122i,0.015025-0.02039i,0.0014565-0.027805i,-0.024242-0.01467i
0.045542+0.020711i,0.1157+0.010241i,0.15652-0.087708i,0.094156-0.22918i,0.01141-0.24052i,6.5604e-05-0.091614i,-0.012053+0.067547i,-0.048815+0.14833i,-0.042348+0.12332i,-0.029506+0.041251i,-0.031433+0.015598i,-0.00019457+0.029368i,0.038414+0.027101i,0.052181+0.013074i,0.041882-0.021661i,0.0065505-0.066212i,-0.032126-0.087085i,-0.056398-0.075311i,-0.066859-0.039566i,-0.061982-0.0062285i,-0.048744+0.009186i,-0.03065+0.022034i,-0.0029857+0.031939i
-0.049777-0.0061014i,-0.12875+0.022734i,-0.17595+0.13973i,-0.11194+0.28426i,-0.015996+0.2977i,0.031157+0.19796i,0.088344+0.11318i,0.16413+0.051169i,0.1515+0.015371i,0.080871+0.028129i,0.040298+0.033527i,0.018197+0.014319i,0.017388+0.0025549i,0.022572-0.0031643i,-0.0053293+0.0075545i,-0.048068+0.044757i,-0.074809+0.090245i,-0.067225+0.11764i,-0.027205+0.10674i,0.009842+0.067068i,0.025501+0.02911i,0.028281+0.001949i,0.025358-0.021026i
0.045751-0.0069547i,0.12161-0.054229i,0.17656-0.17915i,0.13424-0.32457i,0.041131-0.36278i,-0.023571-0.31465i,-0.079734-0.26488i,-0.13463-0.18297i,-0.11365-0.078612i,-0.043811-0.025559i,-0.0050217-0.0069068i,0.010237+0.0068931i,0.01007-0.0048986i,-0.0029939-0.024413i,0.001428-0.010939i,0.04109+0.024748i,0.099796+0.037082i,0.12821+0.014344i,0.098526-0.012612i,0.044976-0.02059i,0.0084955-0.019253i,-0.014828-0.017671i,-0.036619-0.010519i
-0.046372+0.017549i,-0.12406+0.069351i,-0.19516+0.17324i,-0.19427+0.29711i,-0.13065+0.36385i,-0.060782+0.35176i,-0.0020474+0.31408i,0.063693+0.22957i,0.097839+0.096345i,0.076995+9.1699e-05i,0.044814-0.036405i,0.015799-0.046629i,-0.010483-0.034555i,-0.014454-0.005675i,0.0096219+0.0017371i,0.027063-0.039394i,0.0073682-0.092277i,-0.018789-0.10335i,-0.017073-0.069292i,-0.0040725-0.027996i,-0.0029745-0.0047644i,-0.0049371+0.010751i,0.0091656+0.025167i
0.045291-0.027761i,0.11912-0.089599i,0.19986-0.18369i,0.22957-0.27791i,0.19341-0.31815i,0.12232-0.28671i,0.072705-0.24173i,0.034498-0.19304i,-0.013772-0.12909i,-0.042723-0.073096i,-0.046595-0.021974i,-0.025195+0.036423i,0.009112+0.070595i,0.018927+0.053024i,-0.0057496+0.013227i,-0.042752+0.0084061i,-0.06394+0.03798i,-0.069646+0.047636i,-0.071541+0.021493i,-0.064267-0.00096779i,-0.044346+0.00012053i,-0.022668+0.0042587i,-0.011852+0.00038035i
-0.035235+0.032529i,-0.10764+0.085521i,-0.2188+0.15802i,-0.29932+0.23993i,-0.26694+0.28117i,-0.1605+0.23891i,-0.094472+0.15425i,-0.081092+0.091386i,-0.058156+0.066138i,-0.028966+0.045545i,-0.0087112+0.0038949i,0.0086731-0.057756i,0.016146-0.098447i,0.013181-0.079644i,0.008759-0.031882i,0.010553-0.0096993i,0.013418-0.0096755i,0.01125+0.0071603i,0.01235+0.044893i,0.023396+0.065469i,0.035074+0.051674i,0.039123+0.027827i,0.038729+0.0081392i
0.018992-0.041003i,0.076275-0.08818i,0.19291-0.13754i,0.30729-0.19212i,0.28713-0.22978i,0.15408-0.19776i,0.054415-0.10474i,0.048014-0.029653i,0.06736-0.024172i,0.046345-0.034612i,0.00093779-0.0020135i,-0.031888+0.044714i,-0.044649+0.054139i,-0.040354+0.030131i,-0.034655+0.018762i,-0.031947+0.044977i,-0.013484+0.075387i,0.022194+0.070264i,0.049719+0.028713i,0.045427-0.018333i,0.019286-0.040595i,-0.0041065-0.046215i,-0.019772-0.046908i
-0.015797+0.036736i,-0.064779+0.071031i,-0.18412+0.099184i,-0.31122+0.14152i,-0.284+0.20623i,-0.1002+0.21808i,0.042331+0.12186i,0.031131+0.014355i,-0.041804-0.0079577i,-0.047983+0.015692i,-0.00079948+0.012159i,0.020519-0.0073691i,0.0054203+0.005049i,-0.0044532+0.04063i,0.029029+0.055511i,0.087238+0.021306i,0.10965-0.03789i,0.078606-0.072231i,0.021445-0.065377i,-0.021956-0.03604i,-0.034475-0.011738i,-0.039876+0.0067596i,-0.046269+0.030825i
0.0067776-0.030439i,0.043434-0.050392i,0.15498-0.055032i,0.28948-0.069005i,0.27943-0.13854i,0.070903-0.22677i,-0.13354-0.20105i,-0.13884-0.088851i,-0.028879-0.031751i,0.011369-0.043913i,-0.021208-0.039186i,-0.026302-0.00026326i,0.01311+0.019755i,0.044239-0.0065888i,0.020852-0.061333i,-0.052541-0.091501i,-0.11123-0.072018i,-0.1115-0.037134i,-0.073338-0.0066317i,-0.037511+0.01947i,-0.017769+0.035557i,0.0069215+0.042356i,0.04085+0.037362i
0.0033672+0.020667i,-0.027581+0.015086i,-0.13415-0.019808i,-0.27055-0.03628i,-0.2684+0.04952i,-0.078384+0.21531i,0.10518+0.28265i,0.11301+0.19976i,0.023878+0.10167i,-0.0083439+0.06352i,0.022637+0.041264i,0.044046-0.0022374i,0.029112-0.037974i,-0.002272-0.024768i,-0.019636+0.037434i,-6.3959e-06+0.09866i,0.032338+0.11924i,0.040278+0.10881i,0.032465+0.081718i,0.031364+0.048634i,0.036196+0.019982i,0.030221-0.01057i,0.012162-0.039062i
-0.013292-0.014677i,0.010746+0.0046163i,0.10153+0.072534i,0.23746+0.12514i,0.26595+0.035893i,0.12739-0.16294i,-0.010653-0.2734i,-0.02809-0.21435i,0.011608-0.10395i,0.014424-0.050896i,-0.025262-0.03198i,-0.057535+0.0038079i,-0.051739+0.034199i,-0.018441+0.023645i,0.018481-0.017453i,0.033106-0.054101i,0.036406-0.068486i,0.045852-0.066092i,0.046453-0.05543i,0.033382-0.044882i,0.015385-0.035103i,-0.0051365-0.015478i,-0.021795+0.01251i
0.0091384+0.0045978i,-0.010904-0.029414i,-0.095799-0.12582i,-0.23014-0.19957i,-0.2752-0.10236i,-0.16913+0.11459i,-0.061769+0.24529i,-0.02613+0.21127i,-0.011418+0.10031i,-0.0020274+0.029044i,0.015598+0.016946i,0.043604+0.0064895i,0.046489-0.012231i,0.018622-0.010147i,-0.011744+0.0079838i,-0.022136+0.015939i,-0.028546+0.00013875i,-0.041776-0.025156i,-0.04806-0.035343i,-0.045159-0.02765i,-0.034646-0.015673i,-0.013852-0.012049i,0.0114-0.015832i
-0.011891+0.0042755i,0.0010761+0.048269i,0.077042+0.15919i,0.19799+0.24516i,0.2361+0.15869i,0.16245-0.041879i,0.10147-0.15924i,0.086741-0.14087i,0.059805-0.071076i,0.028354-0.029394i,0.0079493-0.023583i,-0.0099871-0.013485i,-0.0086662+0.0044391i,0.010209+0.0090775i,0.01964-0.0001243i,0.0080098-0.0058829i,-0.012478+0.010238i,-0.026572+0.037413i,-0.028901+0.047191i,-0.021392+0.038979i,-0.015013+0.02691i,-0.018211+0.019301i,-0.024625+0.013746i
0.011776-0.012751i,0.0023764-0.065689i,-0.068585-0.1877i,-0.17243-0.27533i,-0.17614-0.19643i,-0.088185-0.049154i,-0.047567-0.0037124i,-0.073631-0.035796i,-0.079012-0.040986i,-0.048057-0.011012i,-0.017973+0.00739i,0.002026-0.0054667i,0.0048653-0.029152i,-0.0065745-0.037373i,-0.01879-0.023838i,-0.019946-0.00051609i,-0.0051888+0.012975i,0.01113+0.015397i,0.016849+0.020741i,0.017511+0.025265i,0.018368+0.020765i,0.020717+0.011851i,0.019456+0.0060423i
-0.017251+0.014795i,-0.014892+0.073044i,0.03801+0.19219i,0.10613+0.27874i,0.071281+0.22282i,-0.042909+0.11717i,-0.08517+0.11119i,-0.01479+0.1454i,0.055159+0.095487i,0.046642+0.0082592i,0.00036493-0.017763i,-0.027678+0.0023826i,-0.030801+0.017087i,-0.025064+0.024155i,-0.0098093+0.035882i,0.012587+0.040161i,0.026581+0.032508i,0.031982+0.021233i,0.034923+0.0050241i,0.027096-0.013246i,0.010331-0.022983i,-0.004658-0.019869i,-0.010296-0.010058i
0.013232-0.022044i,0.012588-0.085349i,-0.032553-0.19407i,-0.079062-0.25594i,-0.01991-0.18512i,0.10809-0.079849i,0.15376-0.089103i,0.065139-0.1365i,-0.039471-0.092583i,-0.04657-0.013917i,-0.00073589+0.011093i,0.017734+0.010595i,0.012213+0.024014i,0.012977+0.028004i,0.0232+0.0061284i,0.029822-0.022434i,0.028617-0.040657i,0.019396-0.046372i,0.0011536-0.039074i,-0.015208-0.021987i,-0.019228-0.0054484i,-0.011593+0.0057643i,0.0021104+0.012119i
-0.012687+0.0234i,-0.014875+0.087205i,0.018535+0.18714i,0.048816+0.24273i,-0.01132+0.17979i,-0.12978+0.059928i,-0.19047+0.01903i,-0.12334+0.047955i,-0.0019568+0.040513i,0.033585-0.0075735i,-0.00146-0.02429i,-0.0068259-0.016904i,0.0167-0.024423i,0.020118-0.027263i,-0.00115-0.018105i,-0.027085-0.013693i,-0.046975-0.010642i,-0.052451-0.0027129i,-0.03817+0.0096113i,-0.015295+0.022197i,0.0013182+0.027605i,0.011286+0.01753i,0.016415-0.0050556i
0.0084999-0.028789i,0.0073927-0.095989i,-0.01768-0.18712i,-0.023654-0.22148i,0.055613-0.1285i,0.17512+0.029864i,0.23077+0.11302i,0.17195+0.081903i,0.049262+0.018338i,-0.020242+0.0067299i,-0.0094185+0.022162i,0.005888+0.022046i,-0.0044198+0.019804i,-0.0047588+0.019864i,0.0081852+0.021233i,0.01525+0.031519i,0.020952+0.044403i,0.0258+0.045526i,0.019702+0.0294i,0.010685+0.0062665i,0.0063978-0.011536i,-0.0045769-0.02003i,-0.026892-0.015369i
-0.0039992+0.032875i,7.478e-05+0.094359i,0.018945+0.16634i,0.019628+0.17612i,-0.035783+0.069083i,-0.12485-0.10178i,-0.18511-0.19447i,-0.15841-0.14024i,-0.057435-0.033415i,0.016728-0.0050429i,0.0077014-0.031095i,-0.018147-0.03171i,-0.0086573-0.017187i,0.00086061-0.016179i,-0.0034711-0.021291i,0.00013469-0.025871i,0.0096857-0.03337i,0.015197-0.036392i,0.015774-0.023402i,0.010953-0.0066645i,0.0025624+0.0010828i,-0.0025242+0.011193i,0.0042704+0.02741i
0.0023778-0.033897i,-0.0084693-0.096196i,-0.027293-0.16444i,-0.021327-0.17525i,0.027595-0.094001i,0.080314+0.041183i,0.10703+0.12932i,0.096876+0.089154i,0.03543-0.010596i,-0.027676-0.028493i,-0.022986+0.017635i,0.007843+0.027501i,0.0061003+0.0087937i,-0.00019121+0.0053281i,0.002203+0.0096474i,-0.005456+0.010519i,-0.020672+0.0092141i,-0.030657+0.0035781i,-0.028805-0.0038082i,-0.020794-0.0050544i,-0.011777-0.00075104i,0.0018233-0.00049197i,0.016106-0.0094526i
-0.0016391+0.027183i,0.0098058+0.080254i,0.017221+0.13414i,-0.0094514+0.13549i,-0.068022+0.071182i,-0.087909-0.007418i,-0.054241-0.047114i,-0.025906-0.012456i,0.0013336+0.054448i,0.037866+0.054479i,0.03622+0.0045904i,0.013884-0.0075093i,0.016248+0.0067261i,0.016508+0.0051968i,0.0071943+0.0035032i,0.011914+0.01086i,0.022803+0.017552i,0.025176+0.021505i,0.019204+0.020299i,0.012021+0.015816i,0.0071135+0.010077i,-0.00077562+0.00062718i,-0.012395-0.0069221i
-0.0080523-0.025673i,-0.02446-0.07189i,-0.04059-0.11299i,-0.022024-0.099488i,0.026844-0.042456i,0.036804-0.018967i,-0.0096608-0.036299i,-0.041024-0.058687i,-0.038148-0.074997i,-0.040161-0.05899i,-0.040729-0.018061i,-0.032714-0.0010148i,-0.033641-0.0086854i,-0.028829-0.011792i,-0.01634-0.013013i,-0.017319-0.020188i,-0.025358-0.027167i,-0.02561-0.028781i,-0.018112-0.023066i,-0.0068572-0.017586i,-0.00058359-0.015446i,-0.0032577-0.0069432i,-0.0046475+0.0073229i
0.014092+0.027931i,0.033693+0.064215i,0.048303+0.092299i,0.015599+0.085903i,-0.056088+0.072549i,-0.087001+0.092989i,-0.044362+0.11928i,0.013055+0.11187i,0.037605+0.078846i,0.044108+0.037971i,0.046234+0.0027832i,0.043946-0.0096321i,0.038588-0.0031297i,0.023717+0.0065432i,0.010816+0.018534i,0.014115+0.032778i,0.020243+0.041257i,0.018153+0.040764i,0.01081+0.033524i,-0.00056703+0.022007i,-0.0071834+0.013788i,-0.0011034+0.0091078i,0.0096848+0.0033344i
-0.011516-0.02454i,-0.035015-0.056297i,-0.048287-0.072405i,-0.002088-0.043475i,0.10199-0.01374i,0.17043-0.037381i,0.14918-0.078078i,0.080474-0.079316i,0.022893-0.053991i,-0.013201-0.035902i,-0.037541-0.017062i,-0.042893+0.0045933i,-0.031413+0.013109i,-0.012656+0.011313i,0.0042316-0.0015858i,0.0094821-0.024768i,0.0094481-0.040971i,0.0089713-0.044304i,0.0022785-0.037179i,-0.0038048-0.02203i,-0.0050371-0.010528i,-0.0062066-0.0050613i,-0.0076358-0.0025612i
0.012174+0.018172i,0.035914+0.042209i,0.051925+0.044402i,0.017813+0.0099859i,-0.070668-0.01794i,-0.15557-0.003652i,-0.18238+0.018742i,-0.13742+0.015251i,-0.056519+0.0034278i,-0.0016014+0.002943i,0.016147+0.0042585i,0.018995-0.0050123i,0.015195-0.013797i,0.0052138-0.013092i,-0.010722-0.0034495i,-0.026888+0.014167i,-0.038822+0.029218i,-0.039774+0.038397i,-0.024768+0.042251i,-0.0091071+0.037287i,-0.0010023+0.027691i,0.0058551+0.012563i,0.0077356-0.0052056i
-0.01956-0.014218i,-0.045978-0.033367i,-0.059484-0.030383i,-0.011859+0.0012871i,0.092186+0.024499i,0.18727+0.024058i,0.21825+0.023729i,0.16381+0.020589i,0.056947+9.9507e-05i,-0.018747-0.012825i,-0.031337-0.0071642i,-0.020077+0.00030695i,-0.010469+0.0045607i,0.0018089+0.0083214i,0.018369+0.0089166i,0.035852+0.0055402i,0.053482+0.0021736i,0.059982-0.0042459i,0.044584-0.012777i,0.025023-0.016309i,0.011449-0.018738i,-0.0088292-0.016331i,-0.026441+0.0016797i
0.019309+0.014617i,0.048181+0.022601i,0.059214+0.0037779i,0.0075213-0.048253i,-0.088912-0.092434i,-0.16749-0.11168i,-0.19536-0.10906i,-0.14437-0.062504i,-0.034061+0.00058041i,0.039642+0.02036i,0.039213+0.012904i,0.019627+0.015464i,0.012173+0.016615i,0.0046464+0.0066143i,-0.0079551-0.0044841i,-0.022457-0.012392i,-0.034775-0.019857i,-0.038034-0.021099i,-0.029165-0.010059i,-0.017409+0.0024843i,-0.0090247+0.014707i,0.0060665+0.027953i,0.026373+0.026612i
