0.0025111+0.00071462i,0.0030935+0.00017743i,0.0032211+0.00077608i,0.0021105+0.00065892i,-2.4442e-05+0.00077486i,-0.0022604+0.0022653i,-0.001019+0.0027038i,0.0012537+0.0019106i,0.0014385+0.00075678i,0.00033124-0.0002972i,-0.00065418-0.00058511i,-0.0010021-0.00069867i,-0.00068694-0.00065749i,-0.0006301-0.00071553i,-0.0002816-0.00069812i,0.00022086-0.00012861i,0.0010365-0.00024845i,0.0012616-0.0011597i,0.00058434-0.0012249i,0.00036884-0.00043316i,0.00043764-5.5756e-05i,2.69e-05-0.00054735i,-0.00067745-0.00014789i
0.0023672+0.00081929i,0.0021984+0.00095437i,0.0011998+0.0016285i,-0.0003589+0.0020321i,-0.0017796+0.0016758i,-0.002407+0.0013493i,-0.0020853+0.0023519i,-0.001259+0.0028751i,-0.00055496+0.0017278i,-0.0015758+0.00046605i,-0.0024509-0.00031183i,-0.0020463-0.00015284i,-0.0010078-2.7433e-05i,-0.00020111-0.00062921i,0.00015637-0.00034866i,3.7754e-05+5.5904e-07i,-0.00029187-0.00012095i,2.7297e-07-0.00012933i,0.00017016-9.1925e-05i,0.00018909+0.00043478i,3.6262e-05+0.00076222i,0.00038493-0.00027561i,0.00047669-0.0010734i
0.00026017+0.0006059i,-0.0012656+0.00076927i,-0.0018447+0.0013769i,-0.0024435+0.0015067i,-0.0026252+0.0019281i,-0.0015412+0.0029171i,-4.5148e-05+0.002223i,0.0010271+0.0010864i,0.00053818+0.0011187i,-0.0011483+0.0016391i,-0.0014983+0.0016427i,-0.0013637+0.0012276i,-0.0011716+0.00083456i,-0.0010527+0.00089793i,-0.00051093+0.0014924i,0.00041202+0.0022037i,0.0011345+0.0022447i,0.0011316+0.0014343i,0.00039011+0.0011514i,-8.7627e-05+0.00059188i,-0.00010261-0.00075665i,1.7497e-05-0.00044602i,-0.00028947+0.00058076i
0.00070091+0.0014481i,-0.00032157-0.00017496i,-0.0013384+0.00011431i,-0.0017601+0.0020744i,-0.0017668+0.0023419i,-0.0012712+0.0015984i,-0.00069738+0.0010671i,0.00027456+0.00025873i,0.0018091+0.00057941i,0.0020979+0.00079767i,0.0010838+0.00037439i,-0.00055457+0.00072348i,-0.00085538+0.00024007i,2.9886e-05+0.00010687i,-0.00054782+0.00057571i,-0.00046608+0.00073516i,0.00044099-0.00035027i,0.0007325-0.00068747i,0.00022436+0.0004325i,-0.00023743+0.00068603i,-0.00046517-0.00049778i,-0.00097682-0.0012309i,-0.0011229-0.00098222i
-0.00049866+0.00026176i,-0.00025433+0.00099904i,-0.0012334+0.0019829i,-0.0015362+0.0033871i,-0.0013999+0.0038696i,-0.0015173+0.0031628i,-0.0013586+0.0020195i,-0.0014226-0.0003219i,-0.0008652-0.0019796i,8.4117e-05-0.0013905i,0.00014056-0.00081716i,-4.3797e-05-0.00066198i,-0.00041252+0.00018494i,-0.00060446+4.8659e-05i,-0.00068857-0.00057901i,-0.00093137-0.00032775i,-0.00091254-0.00042342i,-0.0005488-0.00065832i,-0.00012257-0.00050618i,0.00021609+3.2867e-05i,0.00026452+0.00041303i,-0.00041925+0.00026355i,-0.00053726-0.00029377i
-0.00145+0.002047i,-0.0016471+0.0017388i,-0.00090312+0.0023186i,0.00041892+0.0019964i,0.00089438+0.0015521i,-0.00037036+0.0012937i,-0.0023442+0.0022099i,-0.0034103+0.0023761i,-0.0023341+0.0010494i,-0.00074435-0.00030941i,-0.00065754-0.0012477i,-0.0018397-0.0019577i,-0.0018338-0.0015825i,-0.00080242+0.00021463i,-0.00061167+0.0011898i,-0.0010987+0.00057426i,-0.0016068+2.1313e-05i,-0.0018368-0.00018511i,-0.0013058-0.00060943i,-0.00025221-0.00063257i,0.00055408-0.00031279i,-3.16e-05-8.8757e-05i,-0.00026298-5.5428e-05i
-0.0011039+0.0035653i,-0.0015086+0.0037525i,-0.002346+0.0047247i,-0.0023535+0.0052528i,-0.0019211+0.0045883i,-0.001496+0.0039349i,-0.00071838+0.004104i,0.0001278+0.0034644i,-0.00010504+0.0014253i,-0.00030541+0.0001251i,0.0002956-0.00030035i,0.00024005-0.00071961i,0.00022964+2.6414e-05i,0.00071407+0.0010991i,0.0010821+0.0005989i,0.00079857+0.00033624i,1.8036e-05+0.001306i,-0.00026696+0.001249i,-0.00017478+0.00022388i,0.00011771-0.00086759i,0.00020239-0.0007578i,-3.1951e-06+0.00032382i,0.00026273+0.00064508i
0.0016861+0.0012085i,-9.7721e-05+0.0010612i,-0.0016279+0.0018043i,-0.001661+0.0028949i,-0.0010978+0.0036528i,-0.00016026+0.0033753i,0.00058358+0.002312i,0.0018996+0.0011817i,0.00187+0.00015576i,7.1827e-05-0.00040503i,-0.00096515-0.00055105i,-0.0016131-0.00012703i,-0.0020342+0.00028556i,-0.0015024+0.00011371i,-0.00018002-0.00029406i,0.00094913-0.00039669i,0.0013863-0.0005854i,0.0014029+0.00012888i,0.00075563+0.00022868i,1.7861e-05-0.00012838i,-0.00026532+0.00015487i,0.0004305-0.00049398i,0.00025523-0.00039741i
6.3683e-06+0.002031i,-0.00028102+0.0015751i,-0.0003269+0.0027003i,0.0009105+0.0037441i,0.0018973+0.0034546i,0.00062185+0.0012877i,-0.00023196-0.000291i,0.00036661-0.0007708i,0.00086718-0.0006662i,0.001353-0.00057791i,0.0017353-0.00086476i,0.0011536-0.00057647i,3.1709e-05+0.00063455i,-0.00073036+0.00035799i,-0.0007472-0.00062247i,-0.00044218-0.0006228i,-8.0621e-05-0.00079116i,-0.00021884-0.00095308i,-0.00091641-0.00086772i,-0.0010324-0.00041746i,-0.00072046-0.00032959i,-0.00013583-0.00026086i,-4.9181e-05-0.00047351i
0.00039707+0.0025221i,-0.00097348+0.0015704i,-0.0014907+0.0018194i,-0.00075496+0.003116i,-0.0014485+0.0021844i,-0.0035764+0.00066198i,-0.0041061-1.6488e-05i,-0.003537-0.00078828i,-0.0017769-0.00094616i,-0.00032044-0.00095276i,1.3319e-05-0.001102i,-0.00020274-0.00071778i,-0.00050335+0.00014519i,-0.00077783-0.0002488i,-0.00043545-0.0011429i,-0.00089084-0.0009806i,-0.0019115-0.00066162i,-0.0020057-0.0004798i,-0.0015672-4.1452e-05i,-0.0010069+0.00076771i,-0.00011594+0.0012307i,0.00061674+0.0010215i,0.00055585-6.7812e-05i
-0.00091914+0.00036806i,-0.00063547-0.00051261i,-0.00098176+1.2636e-05i,-0.0011433+0.0025682i,-0.0015839+0.0046776i,-0.0012062+0.0057215i,-0.0013156+0.0058325i,-0.0020697+0.0047207i,-0.0019447+0.0025859i,-0.001715+0.00050945i,-0.0017692-0.00059308i,-0.0013637-0.0001392i,-0.001287+0.00058887i,-0.00084301+0.00026156i,-0.00034741+0.00036043i,-0.0003044+0.00067931i,-0.00059456+0.00065113i,-0.00028129+0.0006991i,-6.8665e-06+0.0015497i,-0.00018686+0.0021894i,-6.9881e-05+0.0014504i,0.00022162+0.00036891i,0.00034199+0.00027442i
-0.001677+0.00096497i,-0.001062+0.0021785i,-0.0013269+0.0032105i,-0.00058128+0.0040504i,0.00061352+0.0047716i,0.00028287+0.0042677i,0.00069949+0.0033498i,0.0017267+0.0039544i,0.0020312+0.0037913i,0.0011052+0.0032764i,6.5891e-05+0.002561i,-0.00050492+0.0014668i,-0.00067682+0.00098255i,-0.00077361+0.0012624i,-0.00051723+0.0010799i,0.00063459+0.00046953i,0.0013199+0.0014799i,0.00045279+0.0014423i,-0.00060215+0.00030411i,-0.00020596+0.00040683i,0.00074474+0.00056496i,0.00068112-0.00024219i,0.00029058-0.00057574i
-1.1381e-05+0.0027186i,-0.0018997+0.0012393i,-0.0023475+0.00059139i,-0.0020272+0.0014161i,-0.0012265+0.001272i,0.00048647+0.00021274i,0.0022946-0.0006368i,0.0041787-0.00032036i,0.0037367-0.0013676i,0.0018347-0.002561i,0.0012973-0.0012948i,0.0010229-5.7721e-05i,0.00015208+0.00042835i,-0.0002657+0.0012326i,0.00013368+0.00076419i,0.0001564+0.00021241i,-2.5355e-05+0.00038922i,0.00056478+1.9186e-05i,0.00053016-0.00046137i,0.00015981-0.00036658i,0.00041732-0.00033627i,2.2781e-05-0.00075369i,-0.00064634-0.00060148i
0.00026016+0.0034747i,0.00074803+0.0039831i,0.0011725+0.004663i,0.0012492+0.0038316i,-0.00033213+0.0031164i,-0.0012589+0.0014825i,-0.00045844-0.00071155i,0.00033817-0.003181i,0.00013303-0.0039365i,-2.537e-05-0.0030365i,-4.1836e-05-0.0023238i,-0.00020317-0.0016742i,-0.00030812-0.00044557i,-4.8023e-05+0.00056525i,0.00014194+4.8617e-05i,-0.00027643-0.00103i,0.00011224-0.0013529i,4.7135e-05-0.0012026i,-0.00055189-0.00088955i,-0.00067071-0.00036291i,-0.0011599+0.00020401i,-0.0014742+0.0005908i,-0.0010945+0.00011809i
0.00083268+0.0018639i,-0.0005355+0.0018371i,-0.00091168+0.0015783i,-0.00037397+0.0022319i,-0.0010149+0.0022892i,-0.0021795+0.0018055i,-0.0032853+0.0014166i,-0.0038087+0.00048607i,-0.0034712-0.00063872i,-0.0023358-0.00062741i,-0.0013057-0.00043603i,-0.00041997-0.00059528i,0.00026425-0.00089496i,0.00013462-0.0011082i,-0.00012968-0.00048813i,-8.2181e-05+6.4756e-05i,-0.00037951+9.2905e-05i,-0.00080521-0.00044895i,-0.00024824-0.00063579i,0.00080809-0.00073628i,0.00076299-0.00022092i,0.00037558+0.00013759i,0.0011034+0.00014791i
-0.0012655+0.00011252i,-0.00099691-0.00015255i,-0.00061521+0.00098391i,-0.00029436+0.0025804i,-0.00040011+0.0037166i,-0.0010894+0.0036758i,-0.0020637+0.0037722i,-0.0025943+0.0047063i,-0.002512+0.0048673i,-0.0021623+0.003016i,-0.0019317+0.0015089i,-0.0015014+0.00048909i,-0.00066102+0.00040069i,-0.00053444+0.0012497i,-0.00061247+0.0021206i,-0.00039968+0.0022429i,-0.00073057+0.0018137i,-0.0001086+0.0010662i,0.00093439+0.00014059i,0.00084217+5.4908e-06i,4.8797e-05+0.00020627i,0.00015421-7.0297e-05i,0.00025475+3.5765e-06i
-0.0033012+0.0034164i,-0.0022155+0.0047566i,-0.0012091+0.0064148i,0.00054863+0.0064927i,0.0014717+0.0056333i,-0.00014247+0.0048827i,-0.00045509+0.0054456i,0.001758+0.0058777i,0.0035224+0.0046858i,0.0029493+0.0029831i,0.0018346+0.0016264i,0.00081931+0.00073147i,0.00024026+4.7396e-05i,0.00041384-0.0001242i,0.00078371-0.00019933i,0.0013648-0.00022784i,0.0016871-7.4547e-05i,0.0011263-0.00023181i,0.00060984-0.0007447i,0.00073774-0.001045i,0.00012272-0.0014021i,-0.00057453-0.0010073i,-0.00043368-0.0009035i
-0.001272-0.00011333i,-0.0036869+0.00070449i,-0.0041803+0.001926i,-0.0027396+0.0029775i,-0.0016472+0.003086i,-0.00023223+0.0027578i,0.0026786+0.0016865i,0.0045129-0.0010586i,0.0043278-0.0040556i,0.0031622-0.0035585i,0.0016098-0.0015955i,0.00011131-0.00031136i,-0.00048006-5.6385e-05i,-0.00020954+0.00045345i,0.0003537+0.0013147i,0.0013717+0.00051311i,0.00086015-0.0008189i,-0.0003179-0.00087915i,-0.00056595-0.00080475i,0.00027348-0.00036782i,0.00046564+0.00029476i,-0.0007353+2.7642e-05i,-0.00028787-0.00081502i
-9.3122e-05+0.002797i,0.002332+0.0039935i,0.0033181+0.0055833i,0.0024231+0.0062602i,0.0014937+0.005663i,0.00058745+0.0036498i,-0.00043971+0.00014915i,-0.0015665-0.0038534i,-0.0027916-0.0051317i,-0.0031459-0.0038453i,-0.0014897-0.0026153i,-0.00068181-0.0021218i,-0.00076154-0.0013056i,-0.00011696-0.00015456i,0.0001728+0.0002033i,-0.0003169-0.00018491i,-0.00060792-0.00092062i,-0.0010333-0.00094391i,-0.0011252-0.00023146i,-0.0011555+0.00063143i,-0.0010733+0.0011417i,-0.00048555+0.00036846i,0.00024356-0.00053725i
-0.0017089-0.00064901i,-0.0030847-0.00061727i,-0.004863-0.00032163i,-0.003904+0.0024518i,-0.0026807+0.0031973i,-0.0029273+0.00076455i,-0.0045682-0.00029028i,-0.0060937+0.00060704i,-0.0066272+0.0014879i,-0.0058414+0.00090784i,-0.0034803-8.6665e-05i,-0.0024491-0.00028905i,-0.0015691+0.00032426i,-0.00099995+9.8836e-05i,-0.00088124-0.00023268i,-0.00071071-0.00021705i,-0.00099096-0.00015878i,-0.0011078+4.6271e-05i,-0.00022706+0.0003529i,0.00046753+0.00034751i,0.00019824+0.00055961i,0.0004646+0.00041379i,0.00080048-0.00021231i
0.0013219+0.00071809i,0.0010221+0.00044715i,2.4816e-05+0.001462i,-0.0015164+0.0024227i,-0.0024333+0.0029155i,-0.0028983+0.0036741i,-0.0033795+0.0052733i,-0.0025508+0.0067796i,-0.00048046+0.0061347i,0.00052386+0.0037928i,-0.00051227+0.0024848i,-0.0021589+0.0021735i,-0.00173+0.0018847i,-0.0010336+0.0013144i,-0.0010894+0.0013706i,-0.00095646+0.0023224i,-0.00030133+0.0019045i,0.00016193+0.00081015i,3.1808e-06+0.00022154i,0.00034189-0.00016478i,0.00085655+0.00027243i,0.00060575+0.00045138i,0.00082486+0.00011167i
0.00056379+0.0021666i,-0.0012696+0.0030747i,-0.00098998+0.0043148i,-0.00032889+0.005384i,-0.0008447+0.0055137i,-0.0015033+0.004959i,0.00081471+0.0049009i,0.0050886+0.0042428i,0.0077521+0.0020029i,0.0062274+6.7139e-05i,0.0024964+0.00026341i,0.00069823+0.0013256i,5.0685e-05+0.0012103i,-0.0001735+0.00025744i,-0.00021623+0.00034423i,-0.00053967+0.00097886i,-0.0002551+0.00079947i,3.2736e-05-0.00037776i,-0.00060633-0.0011461i,-0.0011006-0.00061771i,3.4652e-05-9.4812e-06i,0.00059298-0.00037884i,-0.00063355-0.00077088i
-0.00023699+0.00071635i,-9.6318e-06-0.00040086i,-0.00040338+0.00051287i,-0.0006027+0.0035432i,-0.00021283+0.0046286i,-4.2484e-05+0.0031921i,0.0015306+0.0010535i,0.0033491-0.0019843i,0.0035234-0.005651i,0.0016486-0.0063155i,0.00056447-0.0038877i,0.00065665-0.0019064i,0.00061903-0.0008648i,0.00077972-3.0777e-05i,0.0013933-0.00021557i,0.0009689-0.00075054i,0.0011762-0.00051691i,0.0012697-0.000376i,0.00023192-0.00013796i,0.00026369-0.00016374i,0.00088157-2.8652e-05i,0.00055534+0.0001794i,0.00015858-0.00019436i
0.0029107+0.003301i,0.00212+0.0023137i,0.0021751+0.002564i,0.0007193+0.0024083i,-0.00091422+0.00081902i,-0.0013393-0.0006414i,-0.0025433-0.0016927i,-0.0050363-0.0037572i,-0.006309-0.005195i,-0.0050355-0.004113i,-0.0029389-0.0034624i,-0.0025065-0.0039654i,-0.0031362-0.0028338i,-0.0024615-0.0017667i,-0.00043965-0.00085752i,0.00020394-4.0816e-06i,0.00031165+0.00091536i,0.00099177+0.0009912i,0.00073482+0.0006372i,0.00051285+0.00075949i,0.00042189+0.00041481i,-0.00063688+0.00054529i,-0.0011257+0.00103i
-0.00034929+0.0041507i,-0.0021664+0.0025456i,-0.0020405+0.0025673i,-0.00039584+0.0028362i,-0.00044683+0.0028646i,-0.0023059+0.0025442i,-0.0044775+0.0029189i,-0.0067612+0.0045346i,-0.0065791+0.005496i,-0.004514+0.0039135i,-0.0034803+0.00020339i,-0.0034114-0.0011825i,-0.0026403-0.00038849i,-0.0012935-0.00077839i,-0.00066983-0.0012079i,-0.00084174-0.0010995i,-0.0016078-0.00038437i,-0.00094739+0.00016181i,0.00029955-0.00021116i,9.5118e-05-0.00011762i,-0.00073215+0.00010095i,-0.00065719-0.00047171i,0.00039634-0.00099696i
0.00027787+0.0021737i,0.0010687+0.0016409i,0.0016502+0.0027735i,0.00020436+0.0035281i,-0.00084992+0.0028757i,-0.0013395+0.0031848i,-0.0010438+0.0055816i,0.0007756+0.0076836i,0.0036123+0.0079383i,0.0044797+0.0057468i,0.0025088+0.0018891i,0.00089975+5.9608e-05i,0.00057547+0.00051479i,0.00064036+0.00038375i,0.00063682+0.00037292i,0.00070889+0.00051185i,0.000528+8.7355e-05i,0.00013179-0.0007217i,9.4911e-05-0.00082751i,0.00036613-0.00059291i,0.00061795-0.00036914i,0.00043043+0.00039457i,9.5731e-05+0.0007193i
0.00012861-0.0012007i,-0.00096457-0.00025141i,-0.0022151+0.0011908i,-0.0027982+0.0032404i,-0.0032235+0.0042566i,-0.001657+0.0035863i,0.0022831+0.0028481i,0.0063161+0.00097544i,0.0074088-0.0019207i,0.0053102-0.0028579i,0.0022951-0.0014608i,0.00092964+0.00011223i,0.00059492+0.00088468i,0.00012156+0.0012945i,0.00019568+0.0016162i,1.2443e-06+0.0017781i,-0.00023515+0.0011416i,0.00039216+0.00059243i,-0.0001798+0.0013108i,-0.00046476+0.0022026i,0.00010412+0.001883i,0.00078984+0.001091i,0.00044517+0.00027285i
0.00010146+0.0013267i,0.00051798+0.00029229i,-0.00010207+0.00015685i,-0.0018048+0.0025698i,-0.0010355+0.0042537i,0.00058123+0.0032281i,0.0014199-0.00016745i,0.0015594-0.0053326i,0.00043922-0.0086602i,-0.00062025-0.0069702i,-0.00026743-0.0040373i,3.6995e-06-0.0034497i,0.00014135-0.0022306i,0.00031948-7.6426e-05i,0.00056329+0.00016813i,0.00038211-0.00035863i,-0.00051718-0.00024029i,-0.00097745+5.2771e-05i,-0.00079933-0.00055936i,-0.00067775-0.00079639i,-0.00080067-0.0011274i,-0.00043638-0.0016104i,-7.4123e-05-0.0011273i
-0.001869-2.662e-05i,-0.0022754+0.0018774i,-0.0028778+0.0032404i,-0.0022312+0.0044891i,-0.0018643+0.0048629i,-0.0027582+0.0024122i,-0.0042214-0.00037955i,-0.0067071-0.0023544i,-0.0090869-0.002425i,-0.0077488-0.0014853i,-0.0043771-0.0014037i,-0.0030659-0.0017174i,-0.0021197-0.0018264i,-0.00098902-0.0007259i,-0.00085115+0.00032446i,0.00018219+0.00028608i,0.00080566+7.1703e-05i,0.00065564-2.9856e-05i,0.00041599+0.00022943i,0.0007686+0.00039957i,0.0014936-1.7162e-05i,0.0011238-0.00044388i,0.00081732-0.0013644i
0.0011494-0.00017122i,0.00095731-0.00049363i,-0.00069564+0.00055205i,-0.0013266+0.0024224i,-0.0019554+0.0026934i,-0.0039767+0.0021476i,-0.0057833+0.0037456i,-0.0055105+0.0067928i,-0.004433+0.0087038i,-0.0032525+0.0067808i,-0.0026155+0.0026674i,-0.0020864+0.00063303i,-0.001015+0.00036913i,-0.001079+0.00032258i,-0.0012763+0.00067425i,-0.00032091+0.00089357i,-0.00081192+0.00048589i,-0.0020716+0.00022019i,-0.0018002+0.00083667i,-0.0010943+0.00090437i,-0.00012961+0.0010757i,-8.3786e-05+0.0017492i,-0.00077674+0.0017066i
8.923e-05+0.0030124i,-0.00036544+0.0033686i,-0.00098531+0.0044069i,-0.001853+0.0052963i,-0.0024862+0.0061879i,-0.0018718+0.0062634i,-0.00052108+0.0061284i,0.0021515+0.007512i,0.0056086+0.0070117i,0.006325+0.0041622i,0.0038627+0.00094215i,0.0011536+0.00070137i,-0.00025684+0.0013134i,-0.00051937+0.0006942i,0.0002239+0.00039971i,0.00060074-0.00020807i,0.00027185-0.00053823i,-0.00077759-0.0010369i,-0.0010349-0.0012307i,-5.0732e-05-0.00090852i,0.00025293-0.00085202i,6.6106e-05-0.00066062i,-0.0004133-0.00065264i
-0.00092829+0.001299i,-0.002404+0.00066797i,-0.0025351+0.0010921i,-0.00066163+0.001766i,0.0007901+0.0015905i,0.0016137+0.0016336i,0.0039697+0.0017662i,0.0072247-0.0005164i,0.0080543-0.0045489i,0.0057582-0.0063063i,0.0025844-0.0044671i,0.00075924-0.0019873i,0.00098241-0.00077032i,0.00054285-0.00027155i,-0.00055146+0.00012522i,-0.00025302+0.0005676i,0.00063044+0.0014274i,0.00082718+0.001928i,0.00033737+0.0019852i,0.00038186+0.00186i,0.00079872+0.0014257i,0.0010367+0.00020867i,0.0011631-0.00055765i
9.8628e-06+0.0040925i,0.00037864+0.003831i,-0.0003481+0.0047977i,-0.0012167+0.0052557i,-0.00095114+0.0041647i,-0.00056276+0.0012053i,-0.0014068-0.0035468i,-0.0030239-0.0076322i,-0.0042031-0.0091716i,-0.0039743-0.0077252i,-0.0027964-0.0039727i,-0.00084217-0.001584i,-0.00022196-0.001346i,-0.00020831-0.00057981i,0.00038686-0.00044659i,0.00058914-0.00089785i,0.00071377-0.00068553i,0.00018694-0.00062558i,-8.2179e-05-0.00015725i,0.000313+5.401e-05i,-4.6007e-05+0.00047462i,-0.00033336+0.0005697i,-0.00035638+3.3838e-06i
-0.0013269+0.0019108i,-0.0020176+0.0034482i,-0.00050376+0.0043376i,0.0003568+0.0042993i,-0.0012988+0.0041498i,-0.0043293+0.0026278i,-0.0060835+0.00084675i,-0.0082068+0.00040086i,-0.0098421+0.00139i,-0.0091036+0.0028918i,-0.0060638+0.0023386i,-0.0029121+0.00069403i,-0.0016588-0.00072821i,-0.0013428-0.0010902i,-0.00051857-0.00076371i,0.00054493-7.7096e-05i,0.00068982+0.00046568i,0.00056444+0.00011464i,0.00095368-0.00018989i,0.0014144+9.6564e-05i,0.0007937-0.00014741i,-0.00020691-0.00045047i,-0.00050489-0.00067908i
-0.00058066-0.0005837i,-0.00023637-0.0020461i,-0.0012812-0.00032606i,-0.0016754+0.0029276i,-0.0012244+0.0045835i,-0.0013483+0.0042143i,-0.0026411+0.0044797i,-0.0035826+0.0076302i,-0.00201+0.011024i,0.00090262+0.0091279i,0.0015726+0.003775i,-0.00054759+0.00052468i,-0.0014163+0.00032771i,-0.00063476+0.00043652i,-8.0534e-05+0.00036549i,-0.00040508+0.00018401i,-0.00027497+0.00047096i,-0.00051969+0.0013582i,-0.00072317+0.00076267i,-0.00033635+0.00092783i,-0.00032092+0.0018013i,2.3867e-05+0.0018367i,0.00018593+0.00087638i
-0.001297+0.0032953i,-0.0013922+0.0043464i,-0.0023068+0.0052705i,-0.0017216+0.0056805i,-0.0015599+0.0055358i,-0.002022+0.004574i,0.00026998+0.0049513i,0.0046969+0.0059379i,0.0091946+0.0040186i,0.0089055+0.00070743i,0.0047608-0.00049939i,0.0012612+0.00052972i,-0.00085151+0.0017772i,-0.00064329+0.0019743i,-7.9947e-05+0.0011896i,-7.1048e-06+0.00020187i,0.00016696+0.00030357i,0.0001371+0.00096266i,-0.00019335+0.0016208i,-1.2583e-05+0.0013247i,0.00045786+0.00060709i,2.5435e-05+0.0001684i,-7.4411e-05+0.00029388i
-0.0011515+0.0027181i,-0.0012201+0.0019222i,-0.0012303+0.0031576i,-0.0010085+0.0043193i,-0.00052089+0.0033355i,0.0004484+0.0027818i,0.002706+0.002613i,0.0055352-0.0011899i,0.0058704-0.0067042i,0.0033935-0.0084255i,0.0010168-0.0058952i,0.00059389-0.0028987i,0.0011772-0.0017732i,0.0015492-0.0010747i,0.0018191-0.00064737i,0.00075657+0.00012798i,-0.00018162+0.00076648i,0.00071452+0.00084815i,0.0018157+0.00083517i,0.0013738+0.00073106i,0.00065418+0.0005963i,0.00046275+0.00042917i,0.00042269+2.1845e-05i
0.00065113+0.0021164i,0.0011078+0.0024796i,0.00073798+0.0029776i,0.00018236+0.0033641i,0.00011995+0.0041006i,0.00025479+0.0021595i,-0.00043004-0.0017267i,-0.0026696-0.0050897i,-0.0062304-0.0068405i,-0.007014-0.005527i,-0.0037123-0.002699i,-0.0016015-0.00087256i,-0.00081581+0.00019831i,-0.00014591+0.0006035i,-0.00025521+0.00046767i,-0.00033676-7.5384e-06i,-0.00017939-0.0011435i,-6.7401e-06-0.0018478i,-0.00049495-0.0011596i,-0.00046284-0.00074722i,0.0004431-0.00014239i,0.00046799+0.00040985i,5.9723e-05-0.00019607i
-0.00039889+0.0035141i,-0.0019414+0.0031353i,-0.0022774+0.0027517i,-0.0018039+0.0029433i,-0.0014919+0.0030447i,-0.0026377+0.0018605i,-0.0046329+0.00062786i,-0.0071579+0.0021722i,-0.008194+0.0049938i,-0.0061566+0.0048224i,-0.002939+0.002557i,-0.0016132+0.00066712i,-0.0024044-0.00054411i,-0.0028076-0.0012243i,-0.0019256-0.00083127i,0.00017625-0.00038973i,0.0012136-0.00021589i,0.00049324+2.0791e-06i,7.7571e-05+0.00039318i,7.4349e-05+0.000258i,0.00022278-1.7861e-05i,-3.3119e-05-1.2942e-05i,-0.00078771+7.9036e-05i
-0.00087176+0.0014513i,-0.0012988+0.0014622i,-0.0014033+0.0026201i,-0.0011314+0.0040157i,-0.00068749+0.0039846i,-0.0013904+0.0032202i,-0.0029115+0.0043542i,-0.0015593+0.0070056i,0.0031793+0.0078431i,0.0053547+0.0052573i,0.0038451+0.0017187i,0.0021064-0.00024332i,0.00133-0.00095166i,0.0012089-0.00054882i,0.00068574+0.00015674i,-0.00017497+8.0709e-06i,-0.0013144-0.00055516i,-0.0018582+0.00024752i,-0.0018508+0.00087514i,-0.0016326+0.00071835i,-0.00088807+6.1243e-05i,0.00090066-4.6408e-05i,0.0015284+0.0009569i
0.00050528+0.0029153i,0.0014684+0.0045784i,0.0016889+0.005262i,0.00047203+0.0046802i,-0.00070364+0.0044153i,-0.0016041+0.004733i,0.00081826+0.0052265i,0.0056675+0.0040083i,0.0084549-0.00010893i,0.0070411-0.0027966i,0.0032626-0.0028012i,0.00050766-0.00098538i,-0.0003942+0.00070153i,-6.0074e-05+0.00079902i,0.00016012+0.00067543i,0.00045698-0.00010661i,0.00095197-0.00081333i,0.0010162-0.00060642i,0.0011714-0.00088119i,0.0012311-0.00044034i,0.00027453+0.00030219i,-0.0001243-1.4807e-05i,1.8398e-05-0.00033415i
-0.0011495+0.0036331i,-0.001118+0.0022474i,0.00040287+0.002731i,0.0019132+0.0019705i,0.0017719+1.1429e-05i,0.00039793-0.00047362i,5.924e-05-0.00085962i,0.00052048-0.0038513i,-0.00016862-0.0072327i,-0.0011239-0.007462i,-0.0015173-0.0047941i,-0.0006963-0.0027109i,4.5917e-05-0.0016414i,-0.00020073-0.00048497i,2.7149e-05+0.0002189i,0.00075116+0.00029898i,0.0011728+0.00026826i,0.00096461+0.00053025i,0.00016666+0.00032108i,-0.00011074-0.00041859i,-0.00014063-0.00038553i,-0.00042075+0.00023139i,-0.0009155+0.00025995i
0.0028127+0.0054789i,0.00096048+0.004749i,-0.0011922+0.0049837i,-0.00032594+0.0053056i,0.0010477+0.0050044i,-4.5109e-05+0.0027276i,-0.0018919-0.00025687i,-0.0045622-0.0025492i,-0.0083486-0.001871i,-0.0087469+0.00038971i,-0.0051366+0.0009947i,-0.0018538+0.00023694i,-0.0005466+4.4736e-05i,1.2429e-05+4.6693e-05i,0.00031914-0.00037049i,6.548e-05-0.00088375i,-0.00021346-0.0017223i,-0.001042-0.0019614i,-0.0019446-0.0018601i,-0.0011321-0.0018635i,0.00046328-0.001075i,0.00095113-0.00018155i,0.00055374+0.00021469i
0.00022398+0.0040953i,0.00043684+0.0039449i,0.0019406+0.00378i,0.0022631+0.0019899i,0.00079282+0.0013416i,-0.0020459+0.0032153i,-0.0037926+0.005431i,-0.0040399+0.0075037i,-0.0025224+0.0081125i,0.00058171+0.0056157i,0.0015036+0.0017284i,-0.00090488-0.001942i,-0.0021879-0.0023064i,-0.0020376-0.0011031i,-0.0014782-0.0013302i,-0.00020554-0.0016728i,0.00066065-0.001313i,0.00098052-8.6973e-05i,0.00010549+0.0011935i,-0.00036347+0.0010002i,0.00011894-0.00013241i,0.0010423-0.00061851i,0.0011109+3.6864e-06i
