-0.00041628+0.0012528i,-0.00012484+0.00094658i,-0.0013319+0.00046817i,-0.0022483+0.00039937i,-0.0016511+0.0010053i,-0.00020731+0.0014705i,0.00050384+0.0019517i,0.00010079+0.0019779i,-4.9533e-05+0.00129i,0.0003562+0.0006155i,0.00092804-2.6915e-05i,0.00045814-0.0013879i,-9.4412e-05-0.0018939i,-2.9415e-05-0.00077029i,0.00016935+0.00029677i,0.00030269+0.00048458i,0.00025063+0.00084655i,8.9864e-05+0.00065016i,0.00013414+0.00066931i,-0.00042166-0.00027753i,-0.00064676-0.001194i,0.00018917-0.0002785i,0.00047666-8.388e-05i
-0.0020735-0.00051783i,-0.0016441-0.00052369i,-0.0016408+6.3016e-05i,-0.00025637+9.9352e-05i,0.0016899+0.00042637i,0.0021905+8.5113e-05i,0.0014493-7.6084e-05i,0.00022428-6.8031e-05i,-0.00011017+0.00043607i,-0.00041672+0.00093736i,-0.00054212+0.00060194i,-0.00055885-1.5397e-06i,-0.00032084-0.00056346i,0.00013642-0.00022456i,-5.5363e-05+0.00023079i,-0.00018619-0.00060605i,-8.7027e-06-0.0013843i,0.00035293-0.0012256i,-0.00064062-0.00032502i,-0.0010084-0.00010915i,0.0001695+0.00012698i,0.00099789+0.00077728i,0.00074592+0.00010165i
0.00053753+0.00039248i,0.00026434+0.00035314i,1.7005e-05+0.00040118i,0.00013131+0.00076533i,-0.00013356+0.00015297i,-0.0004945-0.00032289i,4.8664e-05-0.00024614i,0.00079752-3.8424e-05i,0.0012788-5.6834e-05i,0.00067461+0.00044846i,-7.4804e-05+0.00094213i,-0.00014558+0.00037088i,-0.00032676-5.1967e-05i,-0.00050981+9.2119e-05i,-0.00033014+0.00010123i,9.9189e-05+2.5043e-05i,0.00019968+3.8716e-05i,-0.00022701-7.0055e-05i,-0.00053199+0.00046819i,-0.00051756+0.00082263i,-0.00061764+0.00068237i,-0.00085361+0.00045451i,-0.00024709+0.00060594i
-0.00019592+0.00064897i,0.00017368-0.00016927i,7.8333e-05-0.0011072i,7.4021e-05-0.0011101i,0.0003251-0.0018182i,0.0005899-0.0021071i,0.00032577-0.0011709i,-0.00031846-0.00052621i,0.00032788+3.1746e-05i,0.00052454+3.0699e-06i,-0.00047716-4.9855e-05i,-0.00044455+9.799e-05i,4.8598e-05+0.00095171i,0.00012805+0.0011867i,0.00033656+0.00047837i,0.00047397-0.00026004i,0.0010129-0.00046572i,0.0015551+8.8678e-05i,0.0012871+0.00079607i,0.00065655+0.00079875i,0.00060228-2.0202e-05i,0.00051943-0.00040726i,0.00064257-0.00044608i
0.0010965-0.00011749i,0.00080875-0.00058505i,0.00020493-0.00034025i,-0.0004125+0.00052175i,-0.00042937+0.00036892i,-0.00023357+0.00042757i,-0.00033775+0.00032745i,-0.00072906-0.00024502i,-0.00045825-0.00014997i,-0.00048344+0.00043823i,-0.00061678+0.00038476i,0.00028147-0.00017836i,0.00083747+0.00036435i,0.00044194+0.00070977i,-0.00030388-0.00018891i,-0.00012197+9.4313e-06i,0.00028234+0.00040193i,-8.3813e-05+9.2929e-05i,-0.00029384+0.00031942i,-0.00051543-0.00017604i,-0.00086313-0.00063542i,-0.0004767-0.00049396i,8.568e-05-0.00073475i
0.00011194+0.00018794i,0.00091803+1.0203e-05i,0.0018025-0.0015495i,0.001417-0.0018811i,0.00022257-0.00059637i,0.00030022-0.00010563i,-3.0284e-07+0.00039105i,-0.00075084+0.00032246i,-0.001194+0.00037538i,-0.0014264+0.00027071i,-0.00044728-0.00043832i,0.00065573-0.00079081i,0.00052808-0.00045589i,0.00028556-0.00052378i,9.0118e-05-0.00078969i,0.00036025-0.0010217i,0.00015074-0.00053977i,-4.9334e-05+0.00051602i,0.00036701+0.00038296i,0.00091558-0.00077306i,0.00098546-0.00067968i,0.00023101+4.2578e-05i,-0.00017395+0.00049018i
-0.00056507+0.00045331i,-0.00044399-0.00025172i,-0.00061274-0.0011432i,-0.00097498-0.001036i,-0.00089688-0.00041636i,2.8646e-05+0.00047729i,0.00067464+0.00041556i,0.00067395-0.00018581i,0.0007138+0.000573i,0.001019+0.0010775i,0.00048067+0.00051034i,-0.00022414+0.00026872i,-0.00041497+0.00018239i,3.3325e-05+0.00015099i,0.00078152+0.00041215i,-9.6935e-05+0.0005984i,-0.00072031+0.00081972i,-0.00072124+0.00013015i,-0.00021796-0.00070555i,0.00042199-0.00060011i,0.00040224+0.00040728i,0.00010384+0.00068059i,0.00026631-6.3817e-05i
0.0015528+0.00061502i,0.0014138+0.00036468i,0.0013683+9.7729e-05i,0.00035678-0.0011502i,-0.0012411-0.0015153i,-0.0019642-0.001324i,-0.0011984-0.00079424i,-0.00041613-0.00039096i,-0.00019808-0.00042429i,-0.00025917-0.00039575i,0.00015396-0.00062595i,6.6288e-05-0.00021126i,-0.00024283+0.00039412i,-0.0003218+0.00023259i,-0.00073237-0.0002208i,-0.0015801-3.3743e-05i,-0.0012364+0.00036158i,-0.00040949+0.000386i,-0.0003404+0.00093141i,5.0094e-05+0.00053232i,0.00064396+0.00031514i,0.00068464+0.00056478i,0.00017693+8.1736e-05i
-0.0018089+0.0012564i,-0.0014944+0.0011906i,-0.0011155+0.0010706i,-0.00020984+0.00023039i,0.00039839+0.00018125i,8.3417e-05+0.00072972i,-0.00062165+0.0002327i,-0.0011239-0.00046781i,-0.00061809-0.00018914i,-0.0001172+0.00074046i,0.00018595+0.00064497i,0.00017955-5.9441e-05i,-0.00037891-0.00039709i,-0.00067828-0.00077175i,-0.00068312-0.00075286i,0.00021999-0.00037364i,0.0010937+0.00046729i,0.00018151+0.00088413i,-0.00065461+0.0004156i,-0.00017247+8.2947e-06i,0.00043718+0.00043277i,-0.00011811+8.7369e-05i,-0.00072311-0.00040671i
0.0012112-0.00092637i,0.0011238-0.0019334i,0.00099516-0.0027193i,-0.00020714-0.002226i,-0.00083394-0.00086077i,-0.00023746+0.0003475i,0.00035953+0.0010644i,0.00082719+0.0010661i,0.00029144+0.00016813i,-0.00012312-5.7365e-05i,-0.00018748+0.00047704i,-5.5052e-05+6.2177e-05i,-0.00021837-0.00029048i,-0.00021096+0.00034068i,0.00034539+0.00099621i,-2.9346e-05+0.00043224i,-0.00076231-0.00070548i,-0.00030537-0.00062251i,0.00011022+0.00022987i,9.3856e-05+1.1831e-05i,-5.8476e-05-0.00040008i,-0.00032723+4.5685e-05i,-0.00020709-3.8371e-05i
-0.00018761+0.00097805i,0.0001532+0.00014845i,0.00010848-0.00016172i,0.00011842-0.00059085i,0.00013162-0.0014901i,0.00016839-0.00067295i,0.00072822+0.00012064i,0.0010257+0.00025382i,0.00033724+0.00011421i,-0.00034721-9.2579e-05i,-0.00058326-0.00057575i,-0.00013038-0.00060744i,0.00014947-1.4413e-05i,-7.3785e-05+0.00050548i,-0.0004836+0.00014618i,-0.00042232-0.00014143i,-8.9527e-05+0.00031819i,0.00017247+0.00054465i,-0.00010886+0.00013167i,-0.00037995+0.0002402i,-0.00072126+0.00022292i,-0.00085147-0.00035585i,-0.00057656-0.00054415i
0.0015054+0.00055835i,0.0011606-0.00058086i,0.0010844-0.0011664i,7.3276e-05-0.0012572i,-0.00099223-0.00088673i,-0.00026394-8.7539e-05i,0.00019559+0.00078752i,0.00052823+0.00085123i,0.00053709+0.00047559i,7.984e-05+0.00054815i,-0.00031953+1.4265e-05i,-0.00069468-0.00041396i,-0.00047343-0.00013526i,-0.0005097+0.00050452i,-0.0010331+0.00028909i,-0.000551-0.00037477i,-0.00039322-0.00024026i,-0.00024629-0.0002789i,7.9014e-05-0.00057162i,-0.00038478-0.00052452i,-0.00055399-7.8047e-05i,-0.00059999-0.00014903i,-0.00066869-0.00050113i
-0.00059512+0.0010489i,0.00079562+0.001061i,0.0012384+0.0007315i,0.0014114+0.00017796i,0.0015801-0.00021064i,0.0018581-0.00023699i,0.0015057-7.6449e-05i,0.00088445+0.00019939i,0.00011281-0.00041907i,-0.00058787-0.0005854i,-0.00068743-0.00022777i,0.00018282-0.00011216i,0.00014062+3.3553e-05i,-0.00020448-0.00022586i,0.00020885+5.364e-05i,-0.00010039+0.00059083i,-0.00049335+0.0003634i,-1.8049e-05-9.1781e-05i,0.0003034-0.00036276i,0.00032691+6.4416e-05i,0.00046489+0.00018094i,0.0005514-0.00036962i,0.00026457+0.00013007i
-0.0017281+0.00063518i,-0.0014077+0.00078672i,-0.0018644+0.0014017i,-0.0011673+0.00084107i,0.00058166+0.00042028i,0.00098242+0.00038471i,0.00036926-0.00023938i,-0.0004073-6.2951e-05i,-0.00076977+0.0004895i,-0.00040274+0.00029169i,-0.00044839-0.0005583i,-1.1963e-05-0.00020985i,0.0010682-0.00045719i,0.0018162-0.0010277i,0.00073547-0.00026989i,-0.00025981-0.00062045i,-0.00026812-0.0014529i,0.00052892-0.0010602i,0.0010018-0.00087875i,0.00018273-0.00084528i,-0.00039544-0.00041973i,0.0002459+0.00046767i,0.00027635+0.001306i
0.00070332-0.0015187i,-0.00022009-0.0015166i,-0.0013582-0.0020482i,-0.0024141-0.0021742i,-0.0026661-0.00082925i,-0.0014206+0.0012874i,-0.00036712+0.0006392i,2.8909e-05-0.00021465i,-7.5982e-05-0.00045313i,-2.0949e-05-0.00080574i,0.00054284+4.0654e-05i,0.00081984+0.00085272i,4.3035e-05+0.00074579i,-0.0008508+0.0006127i,-0.00032475+0.00059185i,1.8366e-05+0.0006227i,0.00019376+0.00061886i,0.00052143+0.00042042i,0.00021842-0.00031165i,0.00053732-0.00041718i,0.00041546+0.00014828i,-0.00065161-0.0002769i,-0.00064312-0.00092636i
0.0024308-5.5707e-05i,0.0022714+0.00038099i,0.0016278-0.0010197i,0.0008212-0.0027699i,-0.00023912-0.0021788i,-0.00095354-0.0013196i,-0.0002571+3.1272e-05i,0.0002586+0.0011407i,0.0001202+0.00045065i,-0.0006753-4.4062e-05i,-0.0012362-0.00047474i,-0.00076063-0.00087271i,-7.8979e-05-0.00047547i,0.00032208+0.001011i,-5.0844e-05+0.0016291i,-0.00020256+0.00046936i,-0.00024906-0.00024717i,0.00015945-0.00049222i,0.00044266-0.0007143i,-0.00023081+4.4081e-05i,-0.00040767+0.00038802i,-0.00039142+0.0003104i,-0.00044403+0.00044751i
0.00019115+2.7533e-05i,0.00036252-0.00051248i,0.0006473-0.00097228i,0.00022747-0.001602i,3.3367e-05-0.0019758i,-0.001186-0.0013768i,-0.0016003-0.00051707i,-6.5065e-05-0.00024933i,0.00077877-0.00082509i,0.00062-0.0005972i,1.2009e-05-0.00053843i,-0.00046013-0.00069116i,-0.00053342-0.00033252i,-0.00083818-0.00021304i,-0.00075722-0.00013075i,-0.00028088+0.00056686i,1.2826e-05+0.00050663i,-0.0001063-0.00022182i,0.00016608-0.00040843i,0.00033031-0.00026858i,-0.0004711+6.7886e-05i,-0.0010939+0.00025521i,-0.00094292-0.00016811i
-0.0021235+0.00039132i,-0.00079932+0.0016655i,-0.00024969+0.001461i,-0.00046589+0.00094738i,-0.00014585+0.00095226i,0.00031954+0.00085107i,0.00016446+0.0006947i,-0.00031423+0.00024706i,-0.00036279+3.2614e-05i,8.4958e-05-4.0181e-05i,0.00029965+0.00045276i,0.00014946+0.00078617i,-0.00044521+0.00029688i,-0.0010054-0.00029772i,-0.0010598-0.00071536i,-0.00087226-0.00056916i,-0.00089824-0.00079854i,-0.00075404-0.0010419i,-0.00050679-0.0010691i,-0.00030961-0.00076267i,-0.00028605-2.0175e-05i,3.2453e-05+0.00017577i,0.00019242-0.00022324i
0.00036871-0.00018112i,0.00052642-0.00094909i,0.00010146-0.00078658i,-0.00052111-0.0005333i,-0.00045197+0.00031709i,-0.00037533+0.0013146i,-0.00023783+0.0005995i,0.00047931+0.00017926i,0.00053619+0.00072986i,-0.00069508+0.00042794i,-0.0010962+0.00012353i,-0.00075403+0.00031584i,-0.00067897+0.00047404i,-0.0002215+0.00049373i,-0.00047718+0.0002249i,-0.0011442-0.00029544i,-0.00040769-0.00051877i,5.6057e-05-0.00036062i,2.9202e-05-0.00078535i,0.00045394-0.0008305i,0.00051828+7.8907e-05i,0.00052527+0.0004818i,0.00043992+0.00017139i
0.0017234+0.00042053i,0.00091912-0.00036783i,0.00066462-0.0016871i,0.00081296-0.0021268i,0.00024278-0.0012465i,-7.3511e-05-0.00040609i,0.0003691-0.00030639i,0.00050519-4.2112e-05i,0.00068053+3.337e-05i,0.00065782-0.00063786i,0.00026124-0.00086348i,2.3648e-05-0.00035259i,0.00041347+0.00040234i,0.00027179+0.00083278i,-0.00013049-1.5627e-05i,-9.681e-05-0.00026251i,5.69e-05-0.00020744i,0.00045312-0.00081518i,0.00023685-0.00034579i,-0.00011275+0.00057603i,-0.00049999+0.00070263i,-0.00047582+0.00078809i,-0.0003833+0.00077474i
-0.00019188-0.00032786i,-0.00014933+0.00013843i,-0.000663+3.9184e-05i,-0.00091399-0.00031685i,-0.00053733-0.0001711i,-0.00045166-0.00012171i,-0.00057702-0.00042111i,-0.00025646+0.00023817i,0.00046576+0.00046347i,0.00044073-0.00023199i,0.00020493-0.00041696i,-2.7043e-05-0.00019598i,-5.807e-05+0.00019685i,-4.0805e-05+0.00016888i,0.00010139+0.00026567i,0.00024447+0.0002893i,0.00020841+0.00056417i,0.00013938+0.00020559i,-0.00068088-8.475e-05i,-0.00055836-0.00029899i,0.00023369-0.0008744i,3.265e-05-0.00044009i,-0.00038524-6.1583e-05i
0.00046036-0.0009756i,0.0013857-0.0010822i,0.0021922-0.0019054i,0.00076991-0.0014921i,-0.00035169-0.00031194i,0.00077124+0.00063456i,0.00075863+0.0011056i,0.000178+0.00046076i,-0.00011389-3.5418e-05i,-0.00040814+3.1739e-05i,-3.8331e-06-0.00020697i,-5.2676e-05-0.00044433i,-0.00046936+0.00010432i,-0.00038555+0.00048923i,-0.00010394+0.0002738i,-0.00014571-0.00012095i,-0.00043123-0.00026726i,-0.00073274-0.00029498i,-0.00089554-0.00056431i,-6.538e-05-0.00011164i,0.00087887+0.00058416i,2.8365e-05+0.00031453i,-0.0009669-0.00049694i
-0.00027801+0.00079536i,-0.00025838+0.00022176i,-0.00090858-0.00019881i,-0.00082343-0.00050001i,-7.3411e-05-0.0011249i,-7.0352e-05-0.00092211i,0.0002787-0.00026652i,0.00048916+0.00059673i,-0.00038669+0.00083311i,-0.0010918-0.00020978i,-0.00071179-0.00065727i,-0.00016764-0.00060863i,-0.00013082-0.00055944i,0.00036002-0.0008394i,0.00036123-0.00049719i,3.4518e-05+5.8384e-06i,0.00011904+0.00023726i,0.00038375+0.00020592i,0.00015681-0.00011022i,-0.00060895+0.00015085i,-0.0010836+0.00020617i,-0.0012608+8.0972e-05i,-0.00052242+0.00066513i
-0.00013615+0.0015027i,0.00061765-3.2502e-05i,0.00059392-0.00082116i,6.165e-05-0.0012687i,-4.9817e-06-0.0013417i,-5.3031e-05-0.00048546i,-0.00040165+3.845e-05i,-0.00043948+0.00044735i,-0.00023588+0.00064396i,-0.00036238+0.00044823i,-0.00021515-0.00025814i,0.00051593-0.00026113i,0.000299-0.00011683i,-0.00069332-0.00090136i,-0.00090162-0.00094315i,1.6903e-05-0.00033492i,-7.7162e-05-0.00035369i,-0.00049398-0.00028665i,-0.00061487-0.00030945i,-0.00040803-0.00058823i,0.00068572-0.00039011i,0.0011024+0.00017725i,0.00037249+0.0001321i
-0.00049417+0.00025868i,-0.00086899-0.00079686i,-0.00083649-0.0010741i,-0.00079651-0.00097057i,-0.00040972-0.00079273i,0.00015881-0.00045243i,0.0003845-0.00025491i,0.00042965-0.00012399i,0.00045612-0.00065128i,0.00062557-0.00077683i,0.00031195-0.00046093i,-0.00031553-0.00060073i,-0.000264-0.00095218i,-0.00041562-0.00077057i,-0.00053858-0.00049201i,5.8549e-05-0.00062235i,0.00048062-0.00067172i,0.00022014-0.00049653i,-0.00019876-0.00030581i,-0.00080891+9.5868e-05i,-0.0011979-0.00015119i,-0.00072795-0.0005598i,-0.00019277-0.00055478i
-0.0010093+0.0013056i,-0.00037598+0.00016524i,0.00033419+0.00019429i,0.00070652+0.0002299i,0.00086189+7.1981e-05i,0.0016027-0.00058747i,0.001721-0.00072105i,0.0012284-4.593e-05i,0.00056185+0.00058638i,0.00054931+0.00025243i,0.00021611-0.00091494i,-0.0001216-0.00059444i,0.00055618-5.1469e-05i,0.00095219-1.2017e-05i,0.00036066+2.5542e-05i,-0.00025992+2.8697e-05i,-0.00023047-9.0694e-05i,-0.00049352-0.00078203i,-0.00053492-0.0014229i,-0.00069091-0.00053172i,-0.00078362+0.00047711i,-0.00050154+0.00025864i,-0.00026623-0.00030422i
-0.00015135-0.00097607i,0.00029164-0.00017829i,-6.5924e-05-0.00026539i,0.00041461-0.0010083i,0.0011805-0.00080532i,0.0010266-0.00068619i,0.00092189-0.0006756i,0.00072588-0.00020185i,-0.00026342-1.7803e-05i,-0.00061291+0.00037439i,0.00034778+0.00059389i,0.00060722+0.00087334i,0.00038335+0.00087934i,0.00061707+0.0010905i,0.00080316+0.0010552i,0.00082491+0.00042622i,0.00010626+0.00031822i,0.00039626+0.00029737i,0.0011186-0.00039133i,0.00025878-0.00078505i,0.00021938-0.00019197i,0.00096743-2.835e-05i,0.00081544-0.00020998i
0.00058978-0.0011767i,0.00018618-0.00094364i,-0.00024499-0.00087554i,-0.00068906-0.0013094i,-0.00086342-0.00074644i,8.7573e-05-0.0007572i,0.00039609-0.00059588i,-0.00016295-0.00022203i,-0.0004778-0.00010801i,-0.00025237-5.0631e-05i,3.6378e-06-5.9486e-05i,0.00041717+0.00016904i,0.00054962+0.00059378i,-0.0001086+0.00014474i,-0.00066971-0.00010794i,-0.00037186-0.00015995i,0.00045288-0.00084012i,0.0003097-0.00041902i,5.048e-05+0.00014992i,7.0303e-05+4.5031e-05i,-0.00046281+0.00033103i,-0.00010748-0.00022069i,0.00038846-0.00062256i
-0.0014039+0.00030152i,-0.00052874-0.00036718i,9.6973e-05-0.0014044i,0.00059809-0.0010883i,-0.00036297-0.00030456i,-0.0011095+5.384e-05i,-0.00090093-5.5981e-05i,-0.00010032-0.00065382i,0.00027512-0.0006219i,7.1535e-05-0.00034059i,-0.00038205-0.00020388i,-0.00041771+1.7431e-05i,0.0002551+0.00033736i,0.00053106+0.00025497i,0.00015376-3.0502e-05i,-2.5173e-05-0.00031793i,-5.6577e-05-0.00078582i,-0.00035918-0.0006715i,-0.00035576-0.00034904i,-0.00022675-0.00066103i,0.00018163-0.00044996i,0.00039629-0.0003269i,0.00012314-0.00026838i
0.00036134+0.00046591i,0.00021392+0.00029427i,-0.00024243-0.00014584i,-0.0012903-0.00093311i,-0.00096028-0.0012492i,-8.5952e-05-0.0013485i,0.00037845-0.0010922i,1.8064e-05-0.000587i,-0.00023077-2.2875e-05i,5.138e-05+0.00013969i,0.00015127+0.00024318i,-0.00060468+0.00028284i,-0.0012656-0.00032799i,-0.00083248-0.00050056i,-0.00045743+3.2076e-05i,-0.00016091+0.00066359i,-5.5727e-05+0.00024129i,-0.0005972-0.00038977i,-0.00052987-0.00023096i,0.00033714-2.3876e-05i,0.000432+0.00084482i,0.00019432+0.00089621i,0.00021394+3.0534e-05i
-4.7718e-05+0.00010214i,6.93e-05-0.0013202i,0.00052008-0.0022867i,-0.00015112-0.0027044i,-0.0009747-0.0025885i,-0.00076048-0.0014739i,0.00010844-8.6447e-05i,0.00045976+0.00068509i,0.00055554+0.00053587i,0.00044186+0.0005612i,0.00069592+0.00082754i,0.00034301+0.00084958i,-0.00021901+3.8851e-05i,-0.00034861-0.00016334i,-0.00023653-5.6082e-05i,-7.5809e-05-8.0213e-05i,-4.5086e-05+5.7226e-05i,-0.00024423+0.00010259i,-0.00045478-0.00030472i,-0.00011946-0.00032357i,0.00072142+0.0006238i,0.00061533+0.00072868i,0.00051113-0.00022784i
0.00024867-0.00035816i,0.00093657-0.00077811i,0.0010489-0.0011107i,0.00022223-0.0010996i,-0.00076537-0.00029195i,-0.00085754+0.00070614i,0.00016565+0.0011022i,0.00063793+0.00039927i,0.0003401-0.0004055i,0.0001246-0.00017657i,-0.00010197+9.3948e-05i,-3.8485e-05+0.00024919i,-6.5633e-05+0.00070704i,-2.4653e-05+0.0005092i,8.3931e-05+0.00029807i,-5.1115e-05-0.00054052i,-0.00013116-0.00027683i,-0.00013051+0.00025778i,0.00031352+5.9172e-05i,0.000235+0.00041077i,-0.00064963+0.00044181i,-0.00014843+0.00023578i,0.00044529+0.0006722i
-0.00089789+7.0902e-05i,-0.00014217-6.2625e-05i,0.0001744+0.00049343i,-0.00059259+0.0010325i,0.00024036+0.00067943i,0.0011661-0.00021875i,-5.5587e-05-0.0005294i,-0.0010917-0.00030324i,-0.00087811-0.00013539i,-0.0001899+0.00011461i,0.0010587+0.00074406i,0.00059194+0.00078261i,-1.5937e-05-0.00015172i,0.00062246-0.00012101i,0.00054673+0.00039779i,0.00010832+0.00041716i,-0.00029222+0.00035652i,-6.2993e-05+0.00020262i,0.00031907+0.00012332i,-0.00034173-3.3925e-06i,-0.0010752-0.00032527i,-0.00073795-0.00079415i,0.00025792-0.00043291i
0.0022854-0.0010473i,0.0020371-0.0014972i,0.00058568-0.002725i,-0.0011075-0.002583i,-0.0011375-0.0013185i,0.00020689+1.8339e-05i,0.00077702+0.0015604i,0.0010769+0.0014934i,0.00095162+0.00037903i,0.00031324-0.0002421i,0.00014637+0.00041609i,-1.895e-05+0.001169i,0.00011372+0.00082951i,0.000522+0.00038652i,0.00059821+0.00072061i,-0.00023089+0.00029054i,-0.00078255-0.00051632i,-0.0007048-0.00039999i,-8.0932e-05+0.00031971i,0.0005097+0.00069436i,0.00015704-0.00018114i,-0.00048109-0.00052198i,-0.0002996-0.00020754i
0.0021537-0.00072347i,0.0005547-0.001829i,-0.00053376-0.0032631i,-0.0014937-0.0031422i,-0.0019426-0.0013136i,-0.00099625+4.2031e-05i,0.00016248+0.000863i,9.2906e-05+0.00079726i,-0.0001025-2.5734e-05i,0.00011214-0.0005845i,7.5308e-05-0.00048435i,-0.00052111-0.00027095i,-0.00062119+0.00067082i,-0.00021115+0.0016546i,0.00059204+0.0010959i,0.001516+0.00037748i,0.001317+0.00042031i,0.00071791+0.00045844i,7.1518e-05+0.00025936i,0.00042012+9.7256e-05i,0.00049482-0.00020291i,-0.00010685-4.5777e-05i,4.2836e-05+0.00014495i
0.00056614-4.2381e-05i,0.00029572-1.7967e-05i,-0.00067886-0.0013415i,-0.0013269-0.0013245i,-0.0013875-1.5852e-05i,-0.0005984+0.00016168i,0.00048477+0.00040288i,0.00091493+0.00066044i,0.0004504+0.0007024i,-0.0008199+0.00079313i,-0.00093246+0.00063607i,-0.00058007+0.00032454i,-8.2508e-05+0.00047987i,0.00036416+0.00069196i,0.00040543+0.00011691i,-0.00016939+0.00014623i,-0.00030157+0.00092456i,0.00013389+0.00081768i,-0.00011532+0.00016433i,-0.00053606+0.00026049i,-0.00022259+0.00026155i,0.00023151-0.00011989i,0.00062977+2.494e-05i
0.0016304-0.0006103i,0.0012411-0.00057615i,0.0001985-0.0018779i,-0.00055996-0.0023834i,-0.0021489-0.0017291i,-0.003154+1.5465e-05i,-0.0017442+0.0016088i,-0.00018193+0.001441i,-0.00053728+0.00010584i,4.8035e-05-0.00034767i,0.00034664+0.0001927i,1.6934e-05+0.00011064i,0.00029928+0.00031952i,0.00018785+0.00039703i,-0.00041318+0.00037933i,-0.00067461-0.00033661i,-0.000519-0.00084502i,-0.00031945-0.00016572i,-2.1223e-05+0.00083356i,2.8222e-05+0.00045661i,6.5422e-05-0.0004405i,0.00044774-0.00057482i,0.00021354-0.00023026i
0.00094367-0.0013129i,0.00024167-0.0013377i,-0.00013012-0.00075713i,2.1977e-05-1.4105e-05i,0.0002787+0.0002515i,0.00056145+0.00066375i,0.00090841+0.00056152i,0.00057503+0.00059353i,0.00099119+0.00093591i,0.0012738+0.00099005i,0.00097366+0.00065433i,0.0014439+0.00027601i,0.0016431+0.00016645i,0.0005872+0.00019749i,0.00029285-7.1512e-05i,0.00086367-0.00049114i,0.00083699+0.00017981i,0.00046051+0.00031287i,0.00058541+0.00039926i,0.00061511+0.0005934i,0.00025766-8.0527e-05i,0.00028088+8.0859e-05i,2.9903e-05+0.0011235i
-0.0010464+0.0010783i,-0.00032529+0.0007278i,-0.0003356-0.00042174i,-0.00079123-0.00046502i,-0.00095134+7.5755e-05i,-0.00051975-0.00012418i,0.00024199-0.00013461i,0.00033322+9.4797e-05i,-0.00018215+0.00055938i,-0.0006664+0.0011071i,-0.00044758+0.0010356i,0.00020319+0.0010914i,-0.00011309+0.00055981i,-0.00058069+0.00039579i,5.9172e-05+0.00049116i,0.00017674-0.00016526i,-0.00045288+0.0001872i,-0.00097563+3.0469e-05i,-0.0011004-0.0010079i,-0.00019834-0.0010682i,0.00055629-0.00058507i,0.0010209-0.00071465i,0.00060386-0.0004985i
0.00026021-0.0013907i,0.00021246-0.0017675i,-0.00066071-0.002066i,-0.0012496-0.00086894i,-0.00079411+0.0004906i,0.00020458+0.00054304i,0.00095487-2.9165e-05i,0.0011693-0.00018579i,0.00037334-0.00038889i,-0.00073571-0.00043442i,-0.00089049-6.3006e-05i,-0.0001446+0.00037183i,-0.00010459+0.00059251i,-0.00049147+0.00096801i,-0.00050214+0.00071529i,-0.00034361+0.00014996i,0.00017031-0.00078976i,0.0011962-0.0003554i,0.0012028+0.00036933i,0.0010931-0.00024357i,0.00079448-0.00020024i,0.0002204-0.00012734i,-3.8698e-05-0.00013991i
0.00014131+0.0010391i,0.00095985+0.0018776i,0.0014962+0.0010148i,0.0009126-2.6719e-05i,0.00014079+6.8438e-05i,0.00046933+0.00037743i,0.0006625+0.00057532i,0.00020747+0.00080152i,0.00047417+0.00043943i,0.00068333+0.00035804i,0.00043033+0.00023407i,0.00070261+0.00046428i,0.00035809+7.0372e-05i,-0.00058074-0.0008724i,-0.00109-0.0018533i,-0.00065222-0.0022259i,-5.262e-05-0.0010569i,-4.856e-05+0.00027941i,-0.00077044+0.00099879i,-0.0012157+0.00076779i,-0.0013124+3.318e-05i,-0.0010671+0.00035678i,-0.0002327+0.0010275i
-0.0005634-0.0010515i,5.9689e-05-0.0009213i,-0.00014629-0.0016118i,-0.00062516-0.0014868i,-0.0006075+0.00019221i,-5.0256e-05+0.001017i,8.1919e-05+0.0010002i,-0.00029496+3.2245e-05i,-0.00041739-0.00013896i,-0.00049792+0.0004112i,-0.00089288+0.0003659i,-0.00094281+0.00070245i,0.00018719+0.00099768i,0.0010325+0.0006059i,0.00027702+6.808e-06i,-0.00052877-0.00016235i,-0.00044141-1.0045e-05i,-0.00034632-3.5666e-05i,0.00012742-0.00013242i,0.0002431-0.00012177i,-0.00010749-0.00010851i,-0.00061656+0.00010064i,-0.0001285+0.0004151i
0.0011444+0.0008106i,0.0014822+0.00066315i,0.00087974+0.00012204i,0.00077796-0.00096214i,0.00046556-0.0015742i,0.00047266-0.00093341i,0.0012718-0.00013346i,0.00065917-4.9641e-05i,-0.00061301-0.00018819i,-0.00054079+0.00059488i,6.4252e-05+0.0013604i,-0.00014868+0.0011827i,-0.00030377+0.00071756i,0.00011626-8.6321e-05i,0.00042274-0.00029076i,-0.00020376-4.3476e-05i,-0.00064036+0.00021116i,-0.00023658+0.00040622i,0.00045549+0.00017575i,0.00050121+0.0001095i,0.00048404+0.00015101i,5.8943e-05+1.865e-05i,-0.00024907-0.00013469i
