-0.00041628+0.0012528i,-0.00012484+0.00094658i,-0.0013319+0.00046817i,-0.0022483+0.00039937i,-0.0016511+0.0010053i,-0.00020731+0.0014705i,0.00050384+0.0019517i,0.00010079+0.0019779i,-4.9533e-05+0.00129i,0.0003562+0.0006155i,0.00092804-2.6915e-05i,0.00045814-0.0013879i,-9.4412e-05-0.0018939i,-2.9415e-05-0.00077029i,0.00016935+0.00029677i,0.00030269+0.00048458i,0.00025063+0.00084655i,8.9864e-05+0.00065016i,0.00013414+0.00066931i,-0.00042166-0.00027753i,-0.00064676-0.001194i,0.00018917-0.0002785i,0.00047666-8.388e-05i
0.00036416+0.00096868i,0.001617+0.0011852i,0.0015391+0.00058674i,0.0028119+1.5862e-05i,0.0030542+0.00026867i,0.0018553-0.00068328i,0.0011706-0.0015255i,0.0004828-0.00058519i,-0.00024341+4.111e-05i,-0.00012004-0.00065875i,-0.00012183-0.0012673i,-0.00077182-0.00081597i,-0.00082213-0.00012198i,-0.00056934-0.00020018i,-0.00026793-0.00044223i,-0.00061944-0.0007742i,-0.00063222-0.0012162i,0.00029103-0.0010994i,0.00016725-0.00090024i,0.00021282-0.00033937i,0.00030831+0.00038671i,3.8472e-05+1.7636e-05i,0.00014935-0.00060885i
-0.00092693+0.0017872i,0.00011064+0.0017116i,0.00069671+0.00085123i,0.00080315+0.00075423i,0.0005455+0.00069252i,0.00012611+0.00062301i,-0.00028257+0.00032964i,0.00014533-0.00057224i,0.00042732-0.0013802i,-9.3621e-05-0.0011748i,-0.0007443+7.223e-05i,-0.0010468+0.0003205i,-0.00064466+0.00024937i,0.00043715+0.00067892i,0.00013799+0.0014541i,-0.00036991+0.0016128i,-3.7563e-06+0.00032275i,-1.0469e-06+8.1545e-05i,3.2246e-05+0.00039662i,0.0001553+0.00068911i,0.0005944+0.00067124i,0.0012079+0.00021401i,0.0012867+0.00024112i
0.00089506-0.00070201i,0.00033866-0.0015861i,-0.00011574-0.002816i,0.00089866-0.0036871i,0.00083926-0.0024716i,-0.00089361-0.00032421i,-0.0015511+0.0010725i,-0.0012489+0.00096849i,-0.0011362+0.00049918i,-0.00068056+0.0010202i,-0.00021274+0.00081108i,0.00014429+0.00034705i,2.2676e-05+0.00022157i,0.00021776-0.00030067i,0.00026625+0.0002324i,0.0001504+0.0012464i,0.00031082+0.0013374i,-0.00034033+0.0013147i,-0.00076038+0.0010814i,-0.00033671+0.0011576i,-0.00029788+0.0011426i,-0.00090635-0.0003351i,-0.00054829-0.00036574i
0.0033857+0.0016192i,0.0034187+0.00050394i,0.0038279-0.0012437i,0.0031193-0.0029175i,0.0010174-0.0030333i,-0.00062188-0.0016351i,-9.6954e-05+0.00020121i,0.00098189+0.0008804i,0.0015018+0.0017381i,0.0018058+0.0020092i,0.0012059+0.0013872i,0.00052484+0.00029523i,0.00062977-0.00034472i,0.00010395-0.00029682i,-0.00058617-0.00048433i,-0.00039381+1.403e-05i,-3.4437e-05-9.29e-05i,-0.00032698-0.00043269i,-0.00013614-0.00016236i,-3.8675e-05-5.6868e-06i,-0.00027518-0.00041312i,-0.00019093-0.00082464i,-0.00046468-0.00034546i
0.00068296-0.0017691i,0.0010136-0.0016617i,0.00076764-0.001754i,0.00073764-0.0019903i,0.00038795-0.0011176i,-0.00023289+0.00040045i,5.141e-05+0.00034896i,0.0011267-0.00049192i,0.0019749-0.0013059i,0.0015283-0.0016969i,-6.5758e-05-0.0010775i,-0.00024508+0.0001237i,0.00026779+0.0012775i,0.00017968+0.0011634i,-0.0004909+0.00037149i,-0.00069933-0.00059183i,0.00013922-0.001208i,0.00067803-0.0007507i,0.0012275+0.00037314i,0.0013792+0.00020429i,0.00081672-0.00050848i,0.00011559+5.2439e-05i,-4.7234e-05+8.3548e-05i
-0.00057653-0.0027877i,-0.00025882-0.00094692i,-0.00018904+0.00041338i,-0.0002114+0.0016192i,-0.00017539+0.0011768i,-0.0004738+0.001351i,-0.0006167+0.0018802i,-0.0009628+0.00058116i,-0.0016435-0.00065124i,-0.0021142-0.00052647i,-0.0025773+0.00038305i,-0.0015303+0.00050036i,-0.00011812-0.00036624i,0.00065673-0.00026875i,0.0010643+0.00039301i,0.00098855+0.00060452i,0.00029479+0.00076031i,3.5509e-05+0.0018259i,0.0001601+0.0018113i,0.00013234+0.0003074i,0.00074832-0.00053021i,0.0013857-0.00038182i,0.00091475-0.00047292i
-0.00053108-0.0011329i,-0.00073493+0.00024271i,-0.0011589-0.00023576i,-0.001432-0.0021949i,-0.00095809-0.0022377i,-0.00046555-0.0011071i,-0.00012388-0.00051729i,-0.00010358+0.00029691i,-0.00033655+0.0013039i,1.0547e-05+0.00070147i,-8.2334e-05+1.5495e-05i,-0.00026419+0.00036453i,-6.8192e-05+0.0004654i,2.8653e-05-5.3606e-05i,0.00037884-0.00027907i,0.0011077+0.00036727i,0.00084565+0.00057091i,-0.00037494+0.00032079i,-0.00081672+0.00024009i,-0.00042058-0.00042242i,-0.00055628-0.00085648i,-0.00034288-0.00080903i,0.00037266-0.00036701i
0.0017371+0.0014907i,0.0011614+0.00069444i,0.00097881-0.00047355i,-0.00033203-0.0011109i,-0.0016628-0.0008708i,-0.0011829-0.00052743i,-0.0004279-6.2379e-05i,0.00050125+0.00077154i,0.0017075+0.0014428i,0.0020089+0.00047056i,0.0017503-9.2468e-05i,0.0010992+0.00032591i,9.5786e-06+4.4127e-05i,-0.00040314-0.00055755i,-0.000631-0.00042703i,-0.00069719-0.00011328i,-0.00040457-0.0005931i,-0.00041551-0.0005656i,-2.1945e-05-0.00085324i,0.00049299-0.0010091i,0.0010452-0.00097262i,0.00041534-0.00036505i,-0.00027293+0.00091904i
0.0044735+0.0009952i,0.0047394+0.00087089i,0.0049745+0.0003737i,0.0029703-0.0013463i,0.00045265-0.0026344i,-0.0016155-0.0013244i,-0.0018318+0.00025628i,-0.00079605+0.00057959i,0.00052031+0.00068287i,0.001049+0.0002903i,-0.00021944-0.00039857i,-0.0011696-0.00035607i,-0.0014194+0.0002686i,-0.0024605+0.00051605i,-0.002368+0.00053085i,-0.0013725+0.00017116i,-0.00070361-0.00039463i,0.00015742+8.7249e-05i,0.00059467+0.00097832i,0.0004377+0.0014059i,-4.7402e-05+0.00086672i,-0.00013173-0.00015541i,-0.00020936-0.00018014i
0.0014932-0.0016185i,0.00095017-0.0021336i,-0.00023105-0.0034478i,-0.00030021-0.0040884i,-0.0002289-0.0030756i,2.8396e-05-0.0018404i,-0.00015721-0.00060346i,-4.3565e-05+0.00013993i,-0.00029997-0.00053822i,-0.00080657-0.001i,-7.1415e-05-0.00028632i,0.00031487+0.00040185i,-0.00018216+0.00095661i,-0.00034056+0.0015593i,2.7357e-05+0.00098963i,-7.4124e-05+0.0003636i,-0.00050732+0.00013903i,-0.0007972-0.00043352i,-0.00090001+0.00037895i,-0.0007726+0.00050552i,-0.00037748-0.00018827i,-0.00053818-0.00055989i,0.00024892-0.00019686i
-0.0010221-0.00038844i,-0.0003448+0.00025445i,0.00017314+0.00059655i,0.00033805-0.00044981i,0.00062061-0.00039256i,0.00074339-0.00036359i,0.0006002-0.0006409i,-0.00051345+0.00019627i,-0.0018402+0.00025228i,-0.00083524+6.3505e-05i,8.5351e-05+0.00043069i,8.8198e-05+0.00059367i,0.00012093-0.00028085i,-0.00019227-0.00069293i,-0.00013217-0.00094072i,0.00081463-0.00067816i,0.0012448+0.00029858i,0.00058669+0.00018618i,2.2712e-05-0.00048864i,1.1637e-06-0.00061504i,0.00060897-0.00027419i,0.00073205+0.00044641i,-0.0002348+0.0006792i
0.0011626-0.00071261i,0.001758-0.0014786i,0.0011948-0.0016249i,-0.00041119-0.0012304i,-0.0019797-0.00061558i,-0.0020096+0.0006652i,-0.001289+0.0011628i,-0.00032221+0.00085041i,-0.00039994+0.0010394i,-0.00056396+0.0011332i,0.00058179+0.00098826i,0.0014191+0.00085016i,0.0012768+0.00085225i,0.0010574+0.0006813i,0.00071215+0.00036988i,7.6592e-05-0.00046396i,-0.00062311-0.001091i,-0.00051038-0.0010057i,0.00036583-0.00050059i,0.00035798-0.00022636i,0.00011074+7.9162e-06i,-3.9715e-05-0.00012936i,-0.00038253-0.000714i
5.0592e-05-0.0010818i,-0.0013751-0.00081931i,-0.0015017-0.0014677i,-0.00059844-0.0011423i,-0.00014404-0.00041912i,0.00043556+0.00027669i,0.00071088+0.0015221i,7.4101e-05+0.0017414i,-9.8149e-05+0.00086922i,0.00026944-1.0088e-05i,0.00045354-0.00062431i,0.00041134-0.00022939i,-5.625e-05+0.00035012i,-0.00082235+0.0003002i,-0.00096903+8.8233e-05i,-0.0002376+0.00028258i,-0.00022879+0.00010861i,-0.00072045+0.00079449i,-0.00066287+0.0015834i,-0.00027549+0.00060377i,-0.00021325-0.00041546i,-0.00018892-0.00054998i,0.00033135-0.000147i
0.0020786+0.0002593i,0.0027078-0.0011897i,0.0019049-0.0029509i,0.0014498-0.003281i,0.00086796-0.0021344i,0.00014764-0.0016335i,0.00075447-0.00072372i,0.0010116-0.00026812i,0.00056907-0.0013447i,0.00033761-0.0016953i,-0.00056262-7.0637e-05i,-0.00082799+0.00073897i,-0.00033291+0.00034562i,-1.4871e-05+0.00052765i,-7.7504e-05+0.00066865i,0.00026353+0.00015999i,0.001157+0.00032898i,0.0010761+0.00057667i,-0.00011872+0.00077683i,-0.00079912+0.00015338i,-0.00058804-0.00035837i,-0.00031531+0.00029153i,-0.00013322+0.00051569i
0.00048309-0.00014829i,0.0013823+0.00085595i,0.0026674+0.00054729i,0.0018886-0.00055547i,0.00055624-0.0008392i,-0.0010443+0.00058401i,-0.0014784+0.0010819i,-0.0016543+0.00066032i,-0.0023287+0.00046289i,-0.0018471+0.00062008i,-0.0011051+0.0006534i,-0.00095693-2.5715e-06i,-0.00074312-0.00058021i,0.00060849-0.00071154i,0.00058816+6.0475e-05i,-0.00028352+0.00024749i,0.00030258+0.00055648i,0.0012189+0.0003659i,0.0015542-0.00063182i,0.0013688-0.00087292i,0.000789-0.00084561i,0.00072691-0.00047373i,0.00057935+0.00074169i
0.0013002-0.0015313i,0.0022137-0.00050541i,0.0018442+0.00057317i,0.0016072-0.00010135i,0.001165-0.00084717i,0.0004942-0.00015958i,0.00018627+0.00062432i,0.00096828+0.001662i,0.0016622+0.0029968i,0.001427+0.002582i,0.0013084+0.0008088i,0.00027743-0.00065661i,0.00013717-0.0012334i,0.00072569-2.1782e-05i,-0.00044894+0.0010042i,-0.0011394+0.00039088i,-0.00064194-0.00061395i,-0.00031857-0.00061699i,-0.0004873-0.00015258i,-0.00053252+0.00015259i,-0.00055715+0.00028662i,-0.0002504+0.00040524i,-0.00028932+0.00022882i
-0.0016405-0.0023322i,-0.0017348-0.0033791i,-0.0023609-0.0041997i,-0.0023206-0.001867i,-0.0012112+0.00064368i,0.00045015+0.00043968i,0.0012486-0.00021846i,0.0008181-0.00082835i,0.00029372-0.0017381i,-8.8474e-05-0.002031i,-0.00069063-0.00023973i,-0.00053553+0.00060669i,-0.000273+0.00019033i,-0.00036858-4.4965e-06i,0.00014072+0.00030711i,0.00061611+0.0010128i,0.00041102+0.00093484i,0.00039831+0.00082109i,0.00025054+0.00033262i,-0.00064077-0.00030381i,-0.0011873-9.6124e-05i,-0.00099717+0.00029078i,-0.00030812+0.00038701i
-0.0008007+0.00074936i,0.0008272+0.00015199i,0.0019957-0.00041792i,0.0021055-0.00092011i,0.0021886-0.00061905i,0.00086718+0.00018693i,-8.3292e-05+0.0005816i,1.063e-05+0.0001961i,-0.0010559-0.00042722i,-0.0021746-0.00052537i,-0.0016344-3.0248e-06i,-0.00061479+0.00039481i,2.4979e-05+0.00067935i,0.00035797+0.00047733i,0.00059074+0.00039583i,0.00062897+0.00051238i,0.00067561-8.0882e-05i,0.00043751-0.00085714i,0.00071134-0.001735i,0.0011208-0.00096607i,0.0007554+0.00042726i,0.00058323+0.00044055i,0.00038168+0.00010661i
0.0014781-0.00029493i,0.0025245+0.0012378i,0.0039037-0.0001872i,0.0026254-0.0018134i,2.9631e-05-0.0011672i,-0.0012295+0.0010766i,-0.00039372+0.0026178i,0.00066197+0.0022043i,0.00029975+0.0016215i,-0.00053165+0.00058066i,-0.0012392-1.9124e-05i,-0.00080502+0.00062854i,4.8484e-05+0.00070449i,0.00020099-0.00017028i,-0.00067636-0.00037069i,-0.00074742-0.00063697i,0.00010951-0.0010306i,0.00062291-0.0011063i,0.0010913-0.0010223i,0.0012528-0.00087682i,0.00011966-0.00052415i,-0.00053816-0.00061855i,-0.00022966-0.0008238i
0.00051695-0.00057441i,-0.00041124-0.0014055i,0.00019898-0.0019348i,0.0001736-0.0016641i,-0.00032288-0.0017037i,9.9851e-07-0.0011941i,0.00044874+0.0002618i,0.0011327+0.00037016i,0.0011406-0.00062512i,0.00029314-0.001423i,-0.00071405-0.0022207i,-0.00092017-0.0022412i,-0.00037849-0.0012868i,-7.4222e-05-0.00013402i,-0.00042357+0.00019495i,-0.00071906+0.0004478i,-0.00044921+0.00077144i,0.00023713+0.00075066i,0.00052618+0.00046718i,0.00014516+0.00018088i,0.00057362-0.0002719i,0.00090639-0.00054392i,0.00069913-0.00035929i
0.0020529-0.00052146i,0.0027396-0.0001484i,0.0023806-0.00048378i,0.0015324-0.0011105i,0.00082806-0.0009341i,-0.0012273-0.00020247i,-0.0019712+4.8195e-05i,-0.0007038-0.00010629i,-0.00076379-0.00067001i,-0.0014777-0.0011614i,-0.0011084-0.00068413i,-0.0010302+0.00026234i,-0.0014756+0.00073009i,-0.001284+0.00050948i,-0.00090272+0.00036839i,-0.00039347+0.0011311i,0.0001897+0.00065932i,0.00013132+9.0585e-05i,1.262e-05+0.00060237i,9.4359e-05+0.00023178i,0.00040829+9.2812e-05i,0.00042018+0.00034364i,-0.00035877+4.5962e-05i
0.00055423+0.00015904i,0.00094617+0.00042606i,0.0024504-7.1025e-05i,0.0032368-0.0018436i,0.0015997-0.0023782i,-0.00044796-0.00083232i,-0.00058045+0.00040508i,0.00010821-0.00036994i,-0.0003401-6.0117e-05i,-0.00068774+0.0012133i,-0.00013701+0.001305i,-0.00015929+0.0013909i,-0.000293+0.00079105i,0.00022172-0.00038247i,0.00095832-0.00071742i,0.00091651-0.00043251i,0.0005102-0.00064165i,0.00067939-0.00047634i,0.0015979-0.00033211i,0.001635-0.00054088i,0.00066122-8.6099e-05i,0.00030913+0.00045154i,0.00012695+0.00050317i
0.00084321+0.00027772i,0.00049043-0.00079485i,8.1665e-05-0.0032866i,-0.0010119-0.0040083i,-0.0022133-0.00245i,-0.0022543-0.00051107i,-0.00066694-0.00013026i,0.00067925-0.00014773i,0.00077915-3.1289e-05i,0.00060066-0.00020868i,0.0012635-0.00045276i,0.0017095-0.00084282i,0.0014849-0.00070879i,0.00073109-8.7457e-05i,-0.0006707-0.00012507i,-0.001227-0.00030867i,-0.0013587-0.00017643i,-0.00058218-0.00026089i,0.00036627-0.00078732i,0.00049811-0.0018224i,-0.00030198-0.0014965i,-0.00096675-0.00017108i,0.00021574-0.00030388i
-0.00020963-0.0035938i,-0.0004665-0.0025018i,-0.00052856-0.0029817i,-0.00060024-0.0020993i,-0.00079961+0.00025484i,-0.0012127+0.0027852i,-0.0011156+0.0023861i,-0.00098288+0.00037642i,-0.0013758-0.00022965i,-0.0011636-0.00029938i,-0.00050215-0.00010293i,0.00011549-6.2251e-05i,0.00039641+0.00027987i,0.0004632+0.0013141i,4.012e-05+0.0023476i,-0.00016367+0.0019712i,0.0004119+0.00071921i,0.00046156+0.00078361i,0.00019249+0.0012035i,0.00035013+0.00079101i,-0.00021612+0.00046843i,-0.00068484+0.00041479i,-0.00036748+0.00045981i
-0.001377+0.0011518i,-0.00010206+0.00083458i,0.001611+0.0019502i,0.003675+0.001981i,0.004216+0.00038146i,0.0029562-0.00034936i,0.001569+0.00096997i,0.00047176+0.0018181i,9.8752e-05+0.001841i,0.00041872+0.0014664i,3.6334e-05+0.0007009i,-0.00089464+4.4093e-05i,-0.00078697-0.00033545i,0.00055927-0.0010626i,0.001507-0.0018809i,0.001617-0.001415i,0.00039239-0.00029527i,-0.00013943-0.00031709i,-0.00044437-7.9029e-05i,-0.0006027+0.00054403i,0.00019477+0.00047766i,0.00094794+0.00067015i,0.00097021+0.00049006i
-0.0017301-0.0014376i,-0.0014201-0.0018967i,-0.00084171-0.0013115i,-0.00068881-0.00036896i,-4.9682e-05+0.00026939i,0.00080699+0.00093908i,0.00042172+0.00015651i,0.00036711-0.00106i,0.00092206-0.00082101i,0.00067144-0.000209i,-0.00010323+0.00058701i,6.4822e-05+0.0010748i,0.0012822+0.00035181i,0.0021896-0.00043307i,0.001611-0.00030621i,0.00061118-0.000819i,-0.00016237-0.0015521i,-0.00015977-0.001399i,-0.00045175-0.001914i,-0.0011861-0.0020646i,-0.0010709-0.0012816i,-0.00054646-0.00060312i,-0.00059446+0.00013635i
0.00064062+0.0022431i,0.002246+0.0016412i,0.0031561+0.0011807i,0.0020643+0.00026019i,0.0010129-0.00062356i,0.0013224-0.0015465i,0.0016361-0.0010379i,0.00096087-4.0165e-05i,-0.00015635+0.00058294i,1.6198e-05+0.00068885i,0.00043322+0.00030757i,0.00047429-0.000377i,0.00051685-0.00084002i,0.00051787-0.00031591i,0.00012234+0.00041265i,-0.0013948+0.00063435i,-0.001518+0.00024109i,-8.3342e-05+6.1027e-05i,0.00059165+0.00023863i,3.647e-05+0.00049423i,-0.00070271+0.0011144i,-0.0010581+0.0012782i,-0.0018389+0.00045164i
-0.00060445+0.0010044i,-0.00056528+0.001228i,0.00068621-0.00042555i,0.0007027-0.0023209i,-0.0007526-0.0030306i,-0.0018776-0.0016885i,-0.0017202-0.00022818i,-0.00041986+0.00047498i,0.00028405+0.00051252i,0.00058593-6.6769e-05i,0.00079038-0.00064011i,0.00027285-0.0010321i,-0.00049507-0.00039744i,0.00024932-6.3145e-05i,0.00097355-0.00056376i,0.0012896+0.00012046i,0.0011539+0.0010125i,0.00034511+0.0011716i,9.6343e-05+0.00084849i,0.00068718+0.00048978i,0.0011083+0.00049486i,0.00087663+0.00022323i,0.00053773-1.7473e-05i
0.0030666-0.0023732i,0.0020363-0.005268i,0.00079337-0.0068903i,0.00014531-0.0055566i,-0.00069149-0.0025824i,-0.0014242+0.00033553i,-0.00059099+0.0021287i,-0.00019873+0.0014886i,-0.0009188-0.00026346i,-0.0013761-0.00068643i,-0.0011808-0.00022448i,-0.00060857-0.00015222i,-0.00022862-0.00080078i,0.00081353-0.00067417i,0.0011989-0.00056631i,0.0016741-0.0015413i,0.0022928-0.0016623i,0.0016682-0.0011656i,0.00060444-0.00040223i,-0.0001259-0.00010095i,-0.00026031-0.00021936i,-0.00081208-4.8813e-05i,-0.00065666+0.00013211i
0.0012948+0.0019789i,0.0023794+0.0014452i,0.003482+0.00094976i,0.0030887-0.00075371i,0.0020938-0.0018839i,0.001445-0.0021635i,3.3371e-05-0.0014152i,-0.0011555+0.00021097i,-0.0010991+0.0017315i,-0.00056198+0.0018538i,-0.00021868+0.0012832i,-0.00021067+0.0011304i,-0.00076999+0.0010995i,-0.00096622+0.00011034i,-0.00093114-0.0011908i,-0.00060868-0.0015552i,-0.0003439-0.000998i,7.9068e-05-5.197e-05i,0.00028503+0.00093996i,6.0929e-05+0.00038674i,0.00023096-0.00090169i,-0.00019508-0.00039535i,-0.00072041+0.00045516i
0.00011003+0.0029593i,0.0012538+0.0033595i,0.0035531+0.0013929i,0.0045294-0.0014095i,0.0025882-0.0022384i,-0.00054161-0.0021778i,-0.0010213-0.0019542i,-0.00026578-0.00076908i,0.0011702+5.1258e-05i,0.002123-0.00052833i,0.00144-0.0011124i,0.00046065-0.00057952i,-0.00032346-0.00050207i,-0.00045302+5.4063e-05i,-0.00054758+0.0015315i,-0.00072987+0.0022351i,-0.00043887+0.0023014i,-0.0003631+0.0012824i,-0.00015257+0.00067659i,0.00020539+0.0010342i,0.00020517+0.00070065i,0.00037972-0.00033748i,0.00070016-0.00030337i
0.0016674-0.0005727i,0.00099612-0.0015603i,-0.00020476-0.002952i,-0.0017958-0.0038284i,-0.0026348-0.003162i,-0.0023866-0.00056144i,-0.0017863+0.0013871i,-0.001376+0.0011849i,-0.0019819-0.0001471i,-0.002135-0.0016312i,-0.001358-0.0015857i,-0.00097926-0.0010679i,-0.00082975-0.0013236i,-0.00077999-0.001346i,0.0001495-0.0008616i,0.001118-0.00077362i,0.00045361-0.00044634i,-0.00029895+0.00025325i,0.00015845+0.0011461i,0.00038535+0.00027375i,0.00042578-0.00057042i,0.00089939-0.0001413i,-4.607e-05-0.00070033i
0.00081151+0.0013017i,0.0019382+0.00085717i,0.0019211+0.00028512i,0.0009131+2.758e-05i,0.00073002-0.00065437i,0.0011482-0.0018322i,0.00060112-0.0018943i,-0.0015714-0.00037116i,-0.0021701+0.0012667i,-0.0015392+0.0015708i,-0.0017337+0.00068913i,-0.0015208+0.0003495i,-0.00091291+0.0010505i,0.00038946+0.00081652i,0.00077407-9.8658e-05i,0.00020586-0.00138i,0.00032-0.0024743i,0.00066344-0.0023625i,0.00056098-0.0014309i,-8.7636e-05-0.0010801i,3.9445e-05-0.00072252i,-0.00015725-2.6836e-05i,-0.00088991+0.00029425i
-0.0012518-0.00022041i,0.00080997+0.0011851i,0.0031291+0.0012576i,0.0034203+0.00060978i,0.0020466+0.00076084i,0.00076552+0.0013166i,0.00099386+0.0012205i,0.0018289+0.00093279i,0.0025942+0.0010869i,0.0024644+0.0016028i,0.0017937+0.00075565i,0.0010926+0.00076142i,0.00075283+0.0007717i,0.00024838-0.0007553i,-0.00053839-0.00043017i,-0.0014036+0.00068855i,-0.0016127+0.00086795i,-0.00030432+0.0002972i,0.000569-0.00016286i,0.00056105-0.00029042i,0.00057467+0.00054376i,-1.7443e-05+0.0013562i,-0.00024256+0.0018118i
-0.00016446-0.00068501i,0.00064923-0.0010073i,0.00073845-0.0021347i,0.00053789-0.0021021i,-0.00084082-0.0015253i,-0.0018536-0.00084066i,-0.00088002-0.0003174i,0.00039583-0.00062302i,0.00057189-0.00086125i,0.00073612-0.00065368i,0.0013339-0.00038552i,0.0015619+3.2867e-05i,0.00070528+7.4814e-05i,0.00019735+0.00012371i,0.00029014+0.0011862i,0.00013563+0.0021857i,-0.00050713+0.002136i,-0.0011413+0.0021359i,7.6549e-05+0.0019371i,0.00015389+0.00082998i,-0.00031578-7.4581e-05i,-0.00018376-0.00049117i,0.00022557-1.4121e-05i
-0.001526+0.00046534i,-0.00068248-7.2923e-05i,-0.00085057-0.0010613i,-0.00058836-0.0019085i,0.00094702-0.0016366i,0.0017425-0.0017914i,0.00019383-0.0017867i,-0.0015803-0.0011142i,-0.0016345-0.0012663i,-0.00088532-0.0018532i,-0.0003995-0.0023596i,-0.00012687-0.0017472i,0.00027338-0.0012468i,0.00015326-0.0020081i,0.0010473-0.0028038i,0.0018484-0.0027354i,0.0014841-0.0015502i,0.0009537-0.00062257i,0.00052043-3.7181e-05i,-1.5785e-05+0.0007482i,-8.1507e-05+0.00076644i,0.00019221-0.00016085i,2.7716e-05-0.00022149i
0.0022675-0.0019031i,0.0030895-0.0010116i,0.003845+0.00016511i,0.0038736+0.0012846i,0.0031659+0.0010432i,0.0018867+0.001043i,5.9142e-05+0.0021608i,-0.0017273+0.0027363i,-0.0027883+0.0021708i,-0.0030254+0.0016882i,-0.0026097+0.0013543i,-0.001647+0.0012637i,-0.00071011+0.00086326i,0.00079277+0.00061499i,0.0012135+1.0429e-05i,0.00039802-0.00097346i,0.00045807-0.00074692i,0.00071639-0.00025368i,0.0001432-0.00028495i,0.00042271-0.00063158i,0.00030976-0.00096769i,-0.00036834-0.0010188i,-0.00069687-0.00069186i
0.0014648+0.002746i,0.0021662+0.0010443i,0.0024756-0.0012548i,0.0019874-0.0032212i,0.00096877-0.0041023i,0.00082906-0.0031203i,0.0015728-0.00040293i,0.0020053+0.0012704i,0.0018949+0.0021302i,0.0017724+0.002228i,0.0018653+0.0016051i,0.0010555+0.0013531i,-0.00049674+0.0010144i,-0.0014053+0.00054337i,-0.0022943+0.00082417i,-0.0034032+0.0018554i,-0.0026458+0.0023827i,-0.0023876+0.0015417i,-0.0023611+0.00029584i,-0.0008891+6.765e-05i,0.00026685-0.00016649i,0.0009733+0.00021102i,0.00094009+0.00060282i
-0.0011271+0.00010937i,-0.00015592+0.00083978i,0.00083829-0.00062168i,0.0011705-0.0021245i,0.00072702-0.0026513i,0.00027826-0.0026114i,0.00019137-0.0029235i,0.00016828-0.0031213i,0.0018451-0.0023572i,0.0031567-0.0022621i,0.0016546-0.0019608i,-0.00028897-0.00066935i,-0.00092636-0.00046775i,-0.00095587-0.00039707i,-0.00010863+0.00030224i,0.00016529+0.0006234i,-0.00015214+0.00088125i,-0.00098565+0.0011383i,-0.0013309+0.001676i,-0.0011712+0.00098265i,-0.00046537+0.00010781i,0.0003922-0.00062352i,0.00058916-0.0014781i
0.0012734+0.0040529i,0.0044222+0.0033857i,0.0068483+0.0019246i,0.0050629+0.0002302i,0.0017334-0.00092645i,5.8237e-05+0.0002974i,-0.0015286+0.0018297i,-0.0031517+0.00083229i,-0.0031021-0.0017468i,-0.002035-0.0034142i,-0.0014537-0.0033968i,-0.0008181-0.0014493i,-0.00056658+0.00010878i,-0.00041466-0.00042561i,0.00096657-0.0024894i,0.0015598-0.0041693i,0.0013347-0.0034757i,0.00053923-0.00237i,-0.00084662-0.0017413i,-0.0012382-0.0006726i,-0.00020047+0.00035055i,1.4667e-05+0.0012032i,-4.9597e-05+0.0013238i
-0.0021931+0.0024841i,-0.0016756+0.0031684i,-0.0004354+0.0020939i,-4.8986e-05-0.00062973i,0.00014176-0.0029948i,-0.00084102-0.0041921i,-0.0018007-0.0033283i,-0.0020975-0.0010752i,-0.0024511+0.0010922i,-0.0022032+0.0020743i,-0.0013794+0.00145i,-0.00019922+0.00049407i,0.00028756+0.00019145i,0.00034208+0.00032093i,0.00072627+0.00033502i,3.5435e-05+0.00083928i,-0.00057281+0.00055457i,-0.0004837+7.5135e-05i,-0.00070031-0.00025296i,-0.00031414-0.00069596i,0.00042575-0.00052246i,0.00086229+0.00080786i,0.0010452+0.0016517i
-0.002723-0.00088972i,-0.0025518-0.00063709i,-0.0002303+0.00091745i,0.001222+0.0010877i,0.0028629+0.00055722i,0.0040986-0.00015012i,0.0036051-0.00019634i,0.0032767+0.00037101i,0.0029323+0.0010979i,0.0023286+0.0013065i,0.0020304+0.00017139i,0.00081504-0.001525i,-0.001168-0.0026683i,-0.0023768-0.0019893i,-0.0017575-0.00010415i,-0.0010819+0.0023856i,-0.0012135+0.0027799i,-0.001368+0.00088061i,-0.0010711+0.00031684i,-0.00046664+0.00020759i,-0.00053004+0.00012988i,-6.0566e-05+0.00018901i,0.00071392+0.00048954i
0.0013703+0.0032607i,0.004219+0.0033325i,0.0065677+0.0026899i,0.0059669+8.2458e-05i,0.0023927-0.001901i,-0.0013129-0.0016657i,-0.0017981-0.0014471i,-0.00043935-0.0015539i,0.00067201-0.0003719i,0.00055217-0.00024586i,0.00056353-0.00085374i,0.00037474-0.00022042i,-0.00048407+0.00036196i,-0.00089536-0.00094165i,0.00017665-0.0021066i,0.0011619-0.0021227i,0.00092801-0.0018767i,0.00040021-0.0013276i,0.00091576-0.00074266i,0.0010981+2.929e-05i,0.00039266+0.00082721i,0.00030582+0.00071018i,-0.00049867-0.0013483i
