-0.0042739+0.0011015i,-0.0036556+0.0015259i,-0.0027752+0.0024364i,-0.0021256+0.0017685i,-0.0020702+0.00095839i,-0.00055764+0.00048832i,0.00092559+0.00018103i,0.0013443+0.00048928i,0.00072938+0.00061552i,0.00063829+0.00024648i,0.00046912-0.00015216i,0.00016543-0.00047924i,-2.0836e-05-0.00086227i,-0.00027818-0.0010149i,0.00021176-0.00072526i,0.00016003-0.00057934i,-0.00042207-1.1436e-05i,-0.001154-0.0003028i,-0.0016802-0.00098966i,-0.0013898-0.001161i,-0.00070798-0.00052829i,0.00042291-0.00013336i,0.0015562+8.3734e-05i
0.00034862-0.0010774i,-0.0011541-0.001581i,-0.0022416-0.00075154i,-0.0015339+1.7658e-05i,-0.00058643+0.00059633i,0.0004425+0.0012529i,0.0013503+0.0013919i,0.00080482+0.0008074i,0.00027503+0.0003293i,-0.00033202-0.00036057i,-0.0011679-0.0011996i,-0.0010312-0.00066945i,-0.00057967-0.00016886i,-0.0010638-0.00033215i,-0.00090216-0.00048907i,0.00010269+0.00018609i,0.00016274+0.00081087i,-0.00033392+5.6168e-05i,-0.00020489+1.1166e-05i,0.00054053-6.5109e-05i,0.00042072-0.00039404i,-0.00018566-0.00042295i,-0.00012363+0.00030193i
-0.00029841+0.0017491i,-3.4247e-05+0.00064325i,-1.8483e-05-0.00071495i,5.8906e-05-0.0010961i,0.00014483-3.7107e-05i,0.00011459+0.00069123i,0.00037222+0.00034795i,0.0004896-0.00044922i,0.00041484-0.00071535i,0.00035243-0.00033679i,-9.3489e-05-0.00073904i,-0.0002106-0.00079674i,0.00074464-0.00035611i,0.00028737-0.00029243i,-9.0124e-05-0.00050153i,0.0010972-0.00046213i,0.0014501-0.00019588i,0.00085049-0.0004996i,-5.9283e-05-0.00056162i,-0.00030909-0.00043031i,7.363e-06-0.00052339i,-0.00044528-0.00023587i,-0.00074912+0.00037538i
-0.00031927-0.00098249i,-0.00043693-0.00057387i,-0.00051137+0.00034032i,-0.00016578+0.00059979i,4.9302e-05-0.00053986i,0.00010566-0.00018801i,0.00037682+0.00045595i,0.00044326-5.7226e-05i,3.9755e-05-0.00065886i,0.00052898-0.00077164i,0.00080159-0.00095076i,-0.00021403-0.0010404i,-0.00067624-0.00041854i,-0.0011169+0.00043935i,-0.00075017+0.00077506i,0.00021965-0.00013665i,0.00045925-0.00047038i,0.00021026+0.00039425i,-0.00022847+7.974e-06i,-0.00076677-0.00021704i,0.00013158+0.00055371i,0.00096645+0.00086624i,0.00053301+0.00086536i
-0.0013609-0.00053233i,-0.00020194-0.0001497i,-7.5421e-05-0.00054079i,-0.0005768-0.0014495i,-0.00092608-0.0011172i,5.7407e-05-2.5549e-05i,0.00065149-0.00026273i,0.00069133-0.00059495i,0.0003186-0.00055288i,-7.028e-05-0.00025507i,-0.00044516+0.00040623i,-0.00051206+0.00030108i,0.00038505-0.0008398i,0.00010544-0.0012676i,-0.0005572-0.00086308i,-0.0002689-0.00033615i,-0.00024909-0.00044517i,-0.00034887-0.00025771i,-0.00026138+0.00013868i,-0.00042407+0.00010002i,-0.00063354+0.00031107i,-0.00022142+0.00077121i,0.00079331+0.00079682i
7.5837e-05-0.00091007i,-0.0013765-0.0017515i,-0.0019125-0.0020058i,-0.00093486-0.00061345i,0.00046438+0.00030519i,0.0019012+0.00037759i,0.0022767+0.00011439i,0.0012082-0.00045637i,0.00035073-0.00055847i,0.00077052+0.00024134i,0.00050972+0.00056667i,-0.00083809+0.0010254i,-0.0010025+0.00048598i,0.00012761+0.00011649i,0.00053065+6.2562e-06i,0.00036253-0.00073086i,0.00033842-0.0001052i,0.00029415+0.00048032i,0.00023988+0.00011153i,0.00019694-0.00017227i,5.0131e-05-0.00044062i,0.00060004-0.0010502i,0.00052716-0.0014015i
0.00046466+0.0014375i,0.00044462+0.00024103i,0.00094774-0.0011043i,0.00049762-0.0016196i,-0.00016595-0.00072892i,0.00039407+0.00023337i,0.00059511+0.00060919i,0.00059305+0.00031502i,-0.00023885-0.00038098i,-0.00038717-0.00083176i,0.00021471-0.00052506i,0.00039442-4.2697e-05i,-0.00022544-7.7252e-05i,-0.0010567-0.00028893i,-0.0015289-0.00011353i,-0.00063781-0.00026497i,0.00049036-0.00079265i,0.00036041-0.00047827i,0.0003985+0.00036513i,0.0001499+0.00090476i,-0.00021789+0.00068991i,-0.00010472+3.0529e-05i,-0.0002074-0.00064602i
0.0010459-0.00039705i,-0.00060607-0.0013074i,-0.0014746-0.0006752i,-0.0012239-0.00082439i,-0.0010124-0.0006138i,-0.0010612-0.00024819i,-0.0003027-0.00063181i,8.8182e-05-0.00061708i,-0.00047258-0.00038102i,-0.00053493+2.1738e-05i,-0.00065901-0.00013637i,-0.00065161-0.00016621i,-0.00057101+2.0867e-05i,-0.00060358+1.6495e-05i,-0.00065341-0.00056885i,-0.00039084-0.00099365i,0.00029013-0.00052912i,0.00059303-0.00012325i,0.0004912-0.00010029i,-0.00024254+0.00014552i,-0.0011747+4.4005e-05i,-0.00066391+0.00022023i,0.00038486+0.0010078i
-0.0010033-0.00028578i,-0.00066309-0.00034578i,-0.00087024-0.0013936i,-0.0010341-0.0013587i,-0.00022917+0.00054951i,0.001117+0.0016234i,0.0014734+0.00032975i,0.0012241-0.00035636i,0.00047487-0.00012689i,-0.00085968-0.00041147i,-0.001614-0.0011112i,-0.0020457-0.00083843i,-0.00097252-6.4543e-05i,0.00059474+0.00064088i,0.00025601+0.001215i,-0.00027065+0.00012639i,-2.2591e-05-0.00027453i,-0.00010385+0.00015142i,-9.4502e-05+4.0256e-05i,-0.00049637-0.0002846i,-9.1274e-05-0.00012757i,0.00063909+0.00021861i,0.00042835-9.6465e-05i
-0.0019427-0.0011634i,-0.0033778-0.00092824i,-0.0027171-0.00067624i,-0.0016744-0.00052814i,-0.0011477+0.00021318i,-7.0342e-05+0.00087201i,0.001485+0.00020676i,0.0021023-0.00039367i,0.0010408-0.00060847i,0.00020114+0.00017546i,-0.00030499+0.00076208i,-0.00027872+0.00066685i,0.00058713+0.0013442i,0.00091875+0.001225i,0.00045519+0.00064538i,-5.1151e-05+0.0011191i,-0.00062026+0.00073479i,-0.0004428+0.00019321i,0.00034927-0.00017353i,0.00040123-0.00024577i,0.0002051+0.0006115i,4.9723e-05+0.0010297i,-0.00017454+0.00077024i
0.0021213-0.0010144i,0.0026021-0.0023072i,0.00224-0.0024016i,0.00047874-0.0012454i,-0.00080273-0.00050998i,-0.00014876-1.4485e-05i,0.00046394+0.00059101i,0.00030476-0.00012542i,0.00072015-0.00079038i,0.00076005-0.00050237i,-2.3669e-06+0.00050615i,-0.00072508+0.0002003i,-0.00038501-0.0005515i,-7.1465e-05-8.5287e-05i,-0.00043042+0.00017579i,-8.3554e-05+2.1239e-05i,0.00028835-8.1663e-05i,-4.2177e-05-0.00050232i,-0.00043374+1.1875e-05i,-0.00078774+0.00067965i,-0.00038514+0.0001711i,2.544e-05+0.00022175i,-0.0001872+0.00075295i
0.0012734+0.0014435i,0.00029355+0.00097098i,3.6411e-05-0.00013823i,-0.00017532-0.0007641i,-0.00034138-0.0011549i,6.4732e-05-6.1683e-05i,0.00013583+0.001183i,-0.00031073+0.00098487i,-0.00044868+0.0001124i,-0.00058439-0.00083519i,-0.00034868-0.0017657i,-0.00023608-0.0013886i,-0.0001721-0.0008732i,-0.00021211-0.0010533i,-0.00014848-0.00076442i,0.00017305-0.00027929i,0.00015525-0.00027629i,6.0021e-05-0.00011752i,0.00018265+0.00011117i,0.00031222+0.00020531i,-3.1608e-05+0.00080376i,-0.00058507+0.00079195i,1.3873e-05+2.8315e-05i
-0.00069912-0.00063477i,-0.00089814-0.0016569i,-0.0011337-0.002308i,-0.0015135-0.0013922i,-0.0010648+0.00098143i,-0.00015718+0.0014015i,0.00068613+0.00078962i,0.00099985+0.00075823i,0.00045522+0.00081167i,-0.00020641+0.00011806i,-0.00082921-0.00059316i,-0.0012224-0.00082952i,-0.00067678-0.0007691i,0.00027758-0.00024517i,0.00043262+0.00039707i,0.00012243+0.00018351i,4.9825e-05-0.00087236i,0.00029095-0.0015385i,0.00024151-0.001514i,0.0002151-0.00026252i,0.00016697+0.00081487i,-7.2257e-05+0.0014726i,-1.5138e-05+0.001474i
0.00028477-0.0013685i,-0.0005741-0.0011339i,-0.0013172-0.0013423i,-0.00056777-0.0013727i,0.00044105-0.0011794i,0.00038626-0.0001977i,0.0010417+0.0003649i,0.0015551+0.00029229i,0.00059889+0.00019761i,-0.00071458+0.00079008i,-0.00080575+0.0011841i,-0.00083533+0.00053705i,-0.00040589-0.00030503i,0.00065519-0.00042089i,0.00058847+7.6075e-05i,0.00029282+0.0004095i,4.3347e-05+0.00030705i,0.00019971+0.00034816i,0.00042157+0.00024256i,0.00054584+4.14e-05i,0.00066392+0.00053971i,0.00063061+0.00046482i,0.00086622+0.00022629i
0.00024444-0.0010358i,-0.0011715-0.0017513i,-0.0026849-0.0022829i,-0.0024645-0.0017756i,-0.0012447-0.0007189i,-0.00066437+0.001102i,3.3854e-05+0.0017383i,0.00067022+0.00015988i,0.00050891-0.00075066i,0.00067016-0.0007783i,0.00056984-0.00078171i,0.00036763-9.8708e-05i,0.00036976+0.0001057i,6.9536e-05-0.0004502i,-0.00057348-0.00048693i,-9.3584e-05-0.00056795i,0.00071178-0.00051836i,0.00083683-0.00027082i,0.00051861-0.00030098i,0.0002149-0.00053055i,0.00036632-0.00078805i,0.00059548-0.00011522i,0.00080394+0.00068389i
0.00041151-0.00072367i,-0.00028243-0.00013616i,-0.00041197+0.00040546i,-0.00021821-0.00035627i,0.00064941-0.00022852i,0.0010456+0.00064636i,0.0011147+0.00083085i,0.0010615+0.00030927i,0.00037433+0.00024133i,-0.0001622-0.00054084i,0.00020172-0.0014128i,1.8989e-06-0.0010337i,-6.751e-05-0.0011716i,0.0011066-0.0011155i,0.00032448-0.00069052i,0.0001381-0.00033559i,0.001097-0.0006065i,0.0015467-0.00085754i,0.0015351-0.00027836i,0.0009776-4.0585e-05i,0.00014494-0.0003832i,0.00037444-0.0006519i,0.0011706-0.00083651i
-0.0018164+0.00013987i,-0.00248-0.00098169i,-0.0019083-0.0013066i,-0.0010396-0.00057509i,-0.00031136+0.00025128i,-0.0001991+0.0012922i,-0.00052663+0.0013596i,-0.00014526+0.0013655i,5.8299e-05+0.0013109i,0.00035296+0.00058393i,-6.9984e-05-0.00055856i,-0.00070494-0.00081648i,-0.00036777-0.00096203i,-0.0009476-0.0015316i,-0.0015314-0.0016787i,-0.00074046-0.0013393i,-0.00050286-0.00076743i,-0.00048431-0.00042108i,-0.00037445-9.8541e-05i,-8.786e-05+8.5041e-05i,0.00031085-0.00051046i,0.00033013-0.0008154i,-1.4141e-05-0.00011069i
0.0026275+0.00020289i,0.0010817-0.00075677i,0.00015773-0.0012944i,-0.00011501-0.002361i,0.00025981-0.0022794i,0.00062375-0.00066848i,0.00065405+0.00070285i,0.0004062+0.00065951i,0.00070884-0.00042508i,0.00025534-0.00057137i,-0.0007436+0.00036615i,-0.0017577+0.00082851i,-0.0015741+0.00060824i,-0.00046152-0.00021447i,-0.00030447-0.00060093i,-0.00013413-1.467e-05i,0.00049985-0.00038007i,0.00024969-0.00059174i,0.00039121+0.00035243i,-0.00028691+0.00086098i,-0.0010544+0.00037588i,-0.0005307+0.00020734i,0.00034478+0.00043935i
0.00029562+0.0014581i,0.00059142-0.00035709i,-0.00016092-0.0015419i,-0.0013128-0.00192i,-0.0009584-0.0010035i,-0.00061138+0.00070289i,-0.00034056+0.00072433i,-0.00030467-8.8443e-05i,0.0006488+7.3923e-05i,0.0013742+0.00065615i,0.001036+0.00075127i,0.00048667+0.0011947i,-0.00017838+0.0011024i,-0.001097-0.00010434i,-0.0012257-0.00048927i,-0.00039176+0.00028736i,-0.00030679+0.00067753i,-0.00077995+0.00022554i,-0.00054758-0.00059105i,-0.00061241-0.00058317i,-0.00047033-2.9699e-06i,-9.2681e-05+0.00026533i,-0.00077738+0.00015128i
-0.00094579+0.00057242i,-0.00050293+0.00014382i,0.00024628+0.00033409i,0.0004389-1.1734e-05i,0.00047764+0.00018682i,0.00046562+0.00044705i,0.00078376-0.00074488i,0.0010889-0.00088512i,0.0011175-0.00019459i,0.0011568-0.00058631i,0.00088416-0.0016545i,0.00057538-0.0019982i,0.00032336-0.0017647i,0.00075377-0.00075562i,0.00056607+0.00016711i,0.00017966-0.00016242i,0.00013568-0.00014855i,-0.00017267-0.0001105i,3.7514e-06-0.00062325i,2.5568e-05-0.00072408i,0.00020427-0.00075986i,0.00080696-0.00061836i,0.00095385-0.00036374i
-0.00072839-0.0001849i,-0.0018195-0.00033535i,-0.0029048-9.2091e-05i,-0.0015648+0.00019762i,5.0314e-05+0.00097974i,0.00073467+0.0013109i,0.0013227+0.0013557i,0.000757+0.0007326i,-0.00075189-0.00080591i,-0.0014557-0.00087016i,-0.00096235-0.00035388i,-0.00037263+0.00013197i,-0.0007641+0.00022943i,-0.00078417-0.0012273i,-0.00031324-0.0012107i,-6.1153e-06+2.7989e-05i,-0.00073205-0.00024122i,-0.0012203-0.00097542i,-0.00084183-0.0010652i,-0.00085738-0.00037505i,-0.00045496-0.00011873i,-0.00019297+0.00010845i,-9.7622e-05+0.00050101i
0.00048188+0.0006408i,0.00017089-5.076e-05i,0.00042117-0.0008274i,0.00066249-0.00090021i,0.00066124-0.00013059i,0.00061195+0.00050981i,0.0011059+0.00092533i,0.0016202+0.0002337i,0.0015853-0.00016412i,0.001088+1.9086e-05i,-2.2431e-05-0.00012305i,-0.00052514+0.00033435i,-0.0013315+0.00020029i,-0.0012005-0.00059411i,-0.00010625-0.00032384i,0.00021752-0.00036861i,0.00011172-9.1746e-05i,0.0006324+0.0003018i,0.0010056-0.00020836i,0.00058375-8.5182e-05i,0.00044397+0.00052635i,0.00075718+0.00027757i,0.00047402+0.00019326i
0.00057729+0.0013448i,0.00075779+0.0003551i,0.00077837-0.00030933i,0.00039811-0.0011572i,0.0010733-0.0016339i,0.00098767-0.00057468i,0.00056938-0.00019639i,0.00039588-0.00018467i,0.00025142-6.885e-05i,-0.00028985-0.00017336i,-7.8719e-05-0.0004862i,0.00042278+2.8888e-05i,-0.00012171-0.00013569i,-0.00083102-0.0011884i,-0.0010076-0.0012071i,-0.00056344-0.00066185i,-0.00024136-2.4553e-05i,3.6715e-05+0.00018657i,-1.1356e-05+0.00060016i,0.00021868+0.00062365i,0.00095931+4.5469e-05i,0.00057457-1.357e-05i,0.00037455+0.00039079i
0.00013118-0.0002017i,0.00033471-0.00066551i,-7.8514e-05-0.0014183i,-0.0011908-0.00075788i,-0.0011241+4.2598e-05i,-0.00051017-4.9374e-05i,0.00023084-9.8563e-05i,0.00012009-0.00058567i,-0.00015854-0.00071004i,0.000226-0.00034119i,0.00054909-0.00072937i,0.0010166-0.00064216i,0.0010771+0.00054636i,0.00074467+0.00043273i,0.00047177-7.3363e-05i,-5.1893e-06+0.00027446i,1.2654e-05+6.5856e-05i,0.00097785-0.00040394i,0.0013492-0.0012629i,0.00069032-0.0006293i,-9.604e-05+0.00054229i,-1.6577e-05+3.5814e-07i,-0.0003114-0.00044393i
-0.0021507+0.00036659i,-0.0022287-0.0005579i,-0.001039-0.00065223i,-0.00026516+0.00022059i,0.00012159+0.00041967i,0.0015822+0.00038667i,0.0016795+0.00051791i,0.00092353+0.00047991i,0.00041784+3.6967e-05i,5.4929e-06+4.3141e-05i,-0.00032508-9.991e-05i,-0.00013348-0.000374i,3.3487e-05-0.00061253i,-0.00018291-0.0015471i,5.67e-05-0.0021077i,0.00047592-0.00085477i,0.00083007-0.00012871i,0.00061218-0.00078278i,2.4929e-05-0.00049546i,0.00018368+0.00029926i,0.0011384-8.4776e-06i,0.0014709+0.00039267i,0.00026176+0.00094734i
-0.0023231+0.00025627i,-0.0013367-0.00061951i,5.0032e-05-0.0010288i,0.0010166-0.00089382i,0.00092112-0.00048448i,0.00085904+0.00047011i,0.00070832+0.00053156i,-0.00016315+8.6251e-05i,0.00015132-0.00031017i,0.00073576-0.0010503i,-0.000165-0.0014715i,-0.0015294-0.00057465i,-0.0019579-0.00017363i,-0.00094938-0.0009546i,-0.0001814-0.0010321i,3.6319e-05+0.00038374i,0.00041362+0.00037371i,0.00083515-0.00024849i,0.0004169+0.00057896i,0.00035019+0.00053604i,-0.0002245+0.00021916i,-0.0002628-8.0389e-05i,-0.00011096-0.00069645i
0.00013464+0.0013136i,0.00038549+0.00029314i,0.00019959-0.00016495i,0.00038529-0.00014262i,0.00075923-0.00010611i,0.001083+0.0002247i,0.0006275+9.5474e-05i,3.0776e-05-0.00054723i,8.5042e-05-0.0007748i,-0.00014905-0.00074162i,2.6611e-05-0.00080752i,0.00064575-0.0004242i,0.00070851+0.00031106i,3.0035e-07+0.00030982i,-0.0003388+0.00030852i,-0.00026623+0.00079459i,-0.00038511+0.0010089i,-0.00076872+0.0011918i,-0.00086268+0.0010265i,-2.0784e-05+0.00094379i,0.00071891+0.00087813i,0.00058906+9.2536e-05i,0.00018053-0.0006715i
-0.00091991+0.0015392i,-0.0012177+0.00096828i,-0.00067911+0.00041446i,0.00016523+0.0001154i,0.00071404+0.00021259i,0.00047161+4.5805e-05i,0.0012226+0.00015432i,0.0011842+0.00018594i,-0.00010161+0.000383i,1.1948e-05+0.00012546i,0.00084667-0.00083482i,0.00083229-0.00058187i,8.9986e-05-0.00048457i,-0.00019789-0.0007664i,-0.00023254-0.00044179i,0.00032919-0.00028878i,0.00045747-2.0396e-05i,0.00060596+0.00013388i,0.0002942+0.00017327i,-0.00052644-0.00018359i,-0.00059022+0.00029617i,-0.00035561+4.8239e-05i,0.00015701-0.00045759i
0.0010371-0.00066567i,-0.00038742-0.0020802i,-0.00085222-0.0024735i,0.00019947-0.0019006i,0.0009244-0.00097925i,0.00099027+0.00010075i,0.00040856+0.0007578i,0.00032367+0.00078427i,0.00070688+0.00010952i,0.00058165-0.0012789i,-0.00027071-0.0016061i,-0.00080559-0.00086151i,-0.00010183-0.00020157i,0.00029932-2.9787e-05i,0.00026533-0.00036284i,-9.3623e-05-0.00036632i,0.00044171+0.00014529i,0.0012383+0.00027416i,0.00031981-0.00047969i,-0.00043692-0.00060593i,-0.00033664+4.5169e-05i,-0.00034115+0.00031132i,0.00015562+0.00046861i
0.0013199+5.3742e-05i,0.00039875-0.00049527i,1.8106e-05-0.0010147i,0.00012269-0.0015071i,0.00011532-0.00049837i,0.00047651+0.0011552i,0.00054367+0.00077084i,0.00071332+0.00032775i,0.00038412+0.00036062i,-0.00015269-0.00036076i,0.00015258-0.0013927i,-0.0002047-0.0014123i,-0.00065551-0.0015878i,-0.00049105-0.0016927i,-0.00074073-0.00037717i,-0.00068983+0.00038203i,-0.00034353+0.00055039i,2.1811e-05+0.00032658i,0.0010181+0.00027862i,0.0010769+0.0004512i,0.00017969+0.00037816i,-3.7225e-05+0.00026042i,8.4349e-06-0.00039575i
-0.00058169-0.00066962i,-0.0014654-0.0016411i,-0.0018354-0.00097877i,-0.001795-0.000237i,-0.0010334-0.00015354i,1.2652e-05+0.00041216i,0.00060811+0.00042098i,0.00054546+0.00022291i,-6.9045e-05+1.5083e-05i,-0.0010917-3.2184e-05i,-0.0017429-0.00042052i,-0.00082134-0.00074645i,0.00037577-0.00059982i,0.00016212+2.5437e-05i,0.00029283+0.00014723i,0.00049447+0.0004498i,0.00031896+0.00081092i,0.00058744+0.00076993i,0.00076075+0.00039288i,0.00037365-0.00020419i,0.00036661-0.00042262i,8.7633e-06-0.00018334i,-0.00033094+0.00038988i
0.00085675+0.00075616i,0.0017426-0.0007299i,0.002141-0.0019383i,0.0015136-0.0023509i,0.000404-0.0016874i,-5.0792e-05-8.3e-05i,0.00045911+0.0010676i,8.2208e-05+0.0011886i,-0.0004087+0.0007927i,-0.0006625+0.00044574i,-0.00018156-0.00037357i,0.00071633-0.00083485i,0.00045285-0.00084313i,-0.00037879-0.00055422i,-0.00072239+0.0005115i,-0.00056563+0.00070486i,0.00016961-4.4122e-05i,4.883e-05-0.00010474i,-0.00032162-0.00028635i,-2.0144e-05-0.00043011i,0.00022164-0.00010678i,8.377e-05-0.00012373i,0.00026058+0.00012292i
-0.00016013+0.0002768i,-0.00083949-0.0012837i,-0.0012647-0.0021225i,-0.0023779-0.0016912i,-0.0015928-0.00095823i,-0.00033718+0.00023364i,0.00041643+0.0013063i,0.00071814+0.0010986i,0.00081519+0.00024626i,0.00075322-8.8451e-05i,0.00026644-0.00010226i,0.00014902-0.00023565i,-0.00015103-8.6496e-05i,-0.00029556+2.8297e-05i,-0.00024981+0.00017355i,-7.9452e-05+0.00053179i,0.0002328+0.00048186i,-0.00013705+0.00055191i,-0.00058898+0.00085452i,-0.00036386+0.00067061i,-0.00020373+0.00068868i,-0.00054241+0.00039703i,-0.00058147+0.00029415i
0.00028155+8.1177e-07i,-0.00049295-0.00061826i,-0.0005558-0.00053913i,0.00010378-0.0010867i,0.00058553-0.0012912i,0.00023127-0.00085414i,0.00017727-0.00075444i,0.00027689-0.00082084i,0.00035146-0.00073584i,-0.00010375-0.00068318i,-0.00082951-0.0006752i,-0.00068662-0.00053921i,-0.00016679-0.00048773i,1.3654e-05-0.00016476i,-0.00054764+0.0001423i,-0.00024381+0.00053411i,0.00036946+0.0015715i,-0.00013674+0.00078084i,-0.00042208-1.4651e-05i,0.00044718+0.00084223i,0.00048472+0.00088331i,0.00039871+0.00062413i,0.00046144+0.00034333i
0.00018765+0.00060362i,-0.0011514+0.00055675i,-0.0020468-0.0006423i,-0.0013774-0.00062313i,-0.00039738+0.00010114i,0.00073441+0.0011902i,0.001002+0.0015038i,0.00047083+0.00013054i,-0.00029696-0.00040336i,-0.00073997-1.6679e-05i,-0.00052724+0.00029177i,-0.00020612+0.00022602i,0.00042675-0.00031403i,0.00062278-0.00055696i,0.00022851-0.0002623i,5.6048e-05-0.00053403i,0.00030486-0.0002885i,8.8773e-05-0.00025413i,-0.00010201-0.00036015i,-0.00015483+0.00010805i,0.00017013+8.5329e-05i,0.00017956+0.00017619i,0.00062807+0.00064925i
-0.0010483-0.00062259i,-0.0017162-0.00073569i,-0.0017943-0.00031235i,-0.00085833+6.1815e-05i,-0.00089101+0.00053875i,-0.0011146+0.00085224i,-0.00076173+8.6683e-05i,-0.00020631-0.00063255i,0.00032707-0.0006532i,0.00078179+0.00034117i,0.00092004+0.00018062i,0.00030649-0.0006134i,0.00045718-8.741e-05i,0.00063056+0.00012344i,0.00041961-0.00074723i,0.00060084-0.00094854i,0.00033652-0.00053419i,0.00026536-0.00026591i,0.00026795+6.9723e-05i,-0.00069171+7.7398e-05i,-0.0010842+9.1118e-05i,-0.00048404+0.00053948i,0.00086568+0.0008658i
-0.00070308+0.00089232i,-0.00063571+0.00040514i,-0.0006572+0.00034008i,-0.001263-0.00026907i,-0.00037905-0.00039087i,0.00087846+0.00031869i,0.0011355+0.00044301i,0.00040513-8.4797e-05i,0.00070509-0.00064564i,0.0009537-0.00010266i,6.4084e-05-4.7559e-06i,-4.5494e-05-0.00066346i,0.00057739-0.0010235i,8.9286e-05-0.00088519i,-0.001074-0.00040061i,-0.0010165+0.00027989i,-0.00026634+0.00058096i,-4.8572e-05+0.00063877i,-0.00014492+0.000576i,0.00021306+0.00060805i,0.00010456+0.00088201i,-0.00043826+0.00049363i,-0.00021612+0.00020944i
-0.0014189-0.0016405i,-0.0027647-0.0021182i,-0.0029798-0.0011374i,-0.0024666-0.0013812i,-0.00083938-0.0015485i,0.00078562+0.00017302i,0.0014178+0.00064212i,0.0016763-0.00048569i,0.0011623-0.00073533i,5.1715e-05-4.2414e-05i,-0.00061068-0.00059074i,-0.00064083-0.00084702i,-0.00045069-0.00096438i,0.00015488-0.0013233i,0.00036771-0.0011463i,0.00026727-0.00058208i,0.00048756-0.0004842i,0.00037505-0.00096067i,-0.0001075-0.00090157i,7.2245e-06-0.00018729i,0.00032732-0.00011573i,0.00038235+1.8767e-05i,0.00047541+0.0006932i
-0.0010941-0.00099108i,-0.0011814-0.0017852i,-0.0010148-0.0018641i,-0.00080719-0.00068005i,-0.00021713+0.0011506i,0.001188+0.0021453i,0.0021974+0.0020087i,0.0017356+0.0013895i,0.0004696+0.0004785i,-0.00096133+9.4126e-05i,-0.0017266+0.00023604i,-0.00078413+0.00094301i,0.00020734+0.0010699i,0.00025556+0.00062916i,0.00049803+0.0007996i,0.00044806+0.00018373i,0.00035263-0.0003514i,0.0011508+6.1866e-05i,0.0009343-0.00028591i,0.00010498-0.00097069i,-0.00022103-0.00068974i,-9.7361e-05-0.00014238i,-0.00026739-0.0001296i
-2.4941e-05+0.00041589i,-0.00059469-0.00038073i,7.6172e-05-0.00039499i,0.0007612-0.00075579i,0.0012667-0.00041312i,0.0014035+0.00070055i,0.0013766+0.001284i,0.00071419+0.00073806i,-0.00031938-0.0002958i,-0.00021662-3.4511e-05i,0.00059419+0.00021486i,0.0012366-6.1047e-05i,0.0011294-0.00019189i,4.6015e-05+0.00016446i,-0.00071527+0.00020796i,-0.00063951+4.4513e-05i,-0.00021313+6.2498e-05i,-0.00033212-0.00032226i,-0.00061768-0.00066959i,-0.0005394-0.00066456i,-0.00027251-0.00041731i,-0.00026251-9.5927e-05i,-0.00020696-0.00055666i
0.0012041+0.00022921i,0.00048842-0.0005899i,-2.1529e-05-0.0012436i,-0.00080146-0.0021983i,-0.0016709-0.0014881i,-0.00198-0.000109i,-0.0010956+0.00044421i,-0.00028574+0.00083582i,-1.7736e-05+0.00047008i,0.00077111-0.0005153i,0.0011601-0.0013076i,0.00036182-0.0018786i,0.00030843-0.0015215i,0.00041211-0.00074116i,-0.00040837+9.3116e-05i,-0.00047889+0.00068228i,-0.00020738+0.00023142i,-0.00060309-0.00040516i,-0.0001064+0.00042329i,0.00010435+0.00088647i,-5.8789e-05-0.00044707i,0.000524-0.00085527i,0.00082569-0.00049164i
-0.00092032+0.0010222i,-0.00027441-0.00089915i,6.9573e-06-0.0015607i,0.00036847-0.0013603i,0.0012887-0.00071952i,0.0017813-3.4465e-05i,0.0012718+0.00049602i,0.00026418+0.00069046i,0.00027504+9.4755e-05i,0.00071345-0.00049009i,-8.8999e-07-0.00090971i,-0.0010833-0.00079056i,-0.00056805-0.00043136i,0.00055566-0.00094938i,0.0013893-0.0018157i,0.00063009-0.00088467i,-0.00024019+0.00032244i,-0.00062089-0.00039008i,-0.00057491-0.00087329i,-0.00042892-8.869e-05i,-0.00022608+4.4266e-05i,0.00021998+0.00020108i,0.00068288-0.00046359i
-0.00020032-0.00073581i,7.3975e-05-0.0017391i,-0.000237-0.0019874i,-0.00079635-0.00016367i,-0.00052485+0.0020236i,0.00051436+0.0034379i,0.00037391+0.0022059i,0.00028468+0.00022126i,-0.00010225-0.00020595i,-0.00073054-3.8195e-05i,-0.0009185+0.0002634i,-0.0011761+0.00049446i,-0.00033323+0.00060206i,0.00036815+0.0002171i,0.00033772-0.00072754i,0.00022533-0.00053427i,0.00040759-3.7804e-05i,0.0010262-0.00025505i,0.00044321-0.00084438i,-0.00040265-0.0011162i,-0.00052616-0.0011297i,-0.00016909-0.00056482i,-0.00036712+0.00037275i
