0.0019432-0.00016545i,0.002631-0.0018042i,0.00023609-0.002814i,-0.0017982-0.0025433i,-0.0022236-0.0016996i,-0.0022755-0.00016644i,-0.00060932+0.0017052i,0.0014074+0.0022422i,0.0027003+0.0010476i,0.00195-7.9439e-05i,0.00024031+7.2591e-05i,-0.00033998-0.00034427i,-0.00071867-0.00056377i,-0.00105-2.5185e-05i,-0.00083809+0.0001421i,-0.00083592-0.00024112i,-0.0009225-0.00024336i,-0.00056376+0.00030869i,-0.00032817+0.00012044i,-0.00023895+0.0003348i,-0.00017459+0.0011071i,-0.00050288+0.00077793i,-0.00065191+9.8893e-05i
-0.0011913+0.00043514i,-0.00171+0.0013042i,-0.0022709+0.0014843i,-0.0011837+0.0011029i,0.0013069+0.0013235i,0.0032744+0.0018204i,0.0025058+0.001432i,0.00075535+0.00042755i,0.0009182-0.00013894i,0.00077607+0.00035164i,0.001615+0.0010526i,0.0032173+0.0011481i,0.003142-0.00027651i,0.0019193-0.0016062i,0.00096006-0.00025768i,0.00085983+0.0016457i,0.00095344+0.0021591i,0.00083924+0.0010992i,0.00031844-0.00059595i,8.2109e-05-0.0012849i,0.0003082-0.001305i,0.0014984-0.00080039i,0.0019967-0.0001429i
0.0032714+0.0016392i,0.0034456-0.0011777i,0.0036105-0.0018907i,0.0026896-0.0015992i,0.0017798-0.0023019i,0.0013318-0.0021758i,0.0010881-0.00011358i,0.00047657+0.0018107i,-0.00014227+0.0020522i,-0.00046415+0.0010492i,-0.00026166-0.00092726i,0.00097789-0.0029366i,0.00036347-0.0030958i,-0.0013852-0.0011878i,-0.00079096+0.00012947i,0.00026981+0.00019633i,0.00061028-0.00062238i,0.00026042-0.0018054i,-0.0001911-0.0016357i,-0.00058111-0.00070866i,-0.00051236-0.00011352i,0.00053721-5.421e-05i,0.00040908-0.00055457i
0.00032925+0.0021907i,0.0010516+0.0013474i,0.002678+0.0019504i,0.0035434+0.0023575i,0.004237+0.0013259i,0.003862-0.0003011i,0.0018403-0.00042969i,-8.7005e-05+0.00037988i,-0.00050536+0.0019077i,-0.0009972+0.0024025i,-0.0022496+0.00053576i,-0.0028791-0.0014447i,-0.0028523-0.00083473i,-0.0016065+0.00021008i,-0.00036999-0.00080165i,-0.00052353-0.0024462i,-0.0011937-0.0035628i,-0.0018881-0.0029449i,-0.0023713-0.00065548i,-0.0018853+0.0003329i,-0.00074931-0.00039539i,-0.00053596-0.00057815i,-0.00093309+0.00020792i
0.00094468-0.0019575i,-0.00072149-0.003387i,-0.0021709-0.0032633i,-0.0021411-0.001045i,-0.00048637+0.00022653i,0.00082957-6.092e-05i,0.00084852-0.00077185i,0.0011752-0.00089008i,0.00051535-0.00083025i,-0.00065332+0.00016423i,-0.00194+0.0022635i,-0.002644+0.0040867i,-0.0019199+0.0038974i,-0.00051669+0.0020454i,-0.00059511+0.00017529i,-0.0012798-0.0011224i,-0.0019149-0.0016523i,-0.0025437-0.0010142i,-0.0016024+5.7376e-05i,-6.3357e-05+0.00060028i,-9.9908e-05+0.00052108i,-4.2431e-05+0.00060422i,0.00042025+0.0010351i
-0.00066635+0.00077016i,6.6296e-05+0.0015439i,0.0012706+0.0012621i,0.00082774-0.00061708i,0.00067243-0.0013311i,0.0013265-0.00014818i,0.00013912+0.00037228i,-0.00080444-0.00062893i,0.00029275-0.00058727i,0.0010304+8.0655e-05i,0.00046711+0.0010677i,0.0014095+0.002809i,0.0029239+0.0033204i,0.0017143+0.0018721i,-0.00028068+0.0010749i,-0.00017747+0.001214i,-7.0711e-05+0.001395i,-0.00070512+0.0018426i,-0.00057211+0.0015545i,-4.415e-05+2.2214e-05i,-3.7523e-05-0.00067713i,0.00017397-0.00083046i,0.0007024-0.00076209i
-0.0018536+0.00069667i,-0.00064077+0.00094191i,-0.00027119+0.0028971i,-0.00016237+0.003645i,0.00026236+0.0028697i,-1.287e-05+0.0017902i,-0.00096757+0.0012864i,-0.0023779+0.001401i,-0.002215+0.0002415i,-0.00070839+0.00017596i,0.0011778+0.00073445i,0.0036056+7.9624e-05i,0.0039398-0.0010222i,0.0021187-0.0015926i,0.0011128-0.00071954i,0.0016423+0.00035432i,0.0017416+0.001178i,0.0016668+0.001035i,0.0020085+0.0006102i,0.0012858+0.00079919i,-0.0001348+0.00045168i,-9.0003e-05-0.00014489i,0.00054536-0.00037586i
-0.00020166+0.001829i,0.00021589+0.0017065i,0.00021124+0.0026068i,0.00076211+0.0035893i,0.0032836+0.0042656i,0.0036927+0.0041006i,0.001723+0.0036295i,0.00087255+0.0036743i,0.00058901+0.0030204i,0.00072428+0.0012106i,0.0009063-0.00069411i,0.00051058-0.0030497i,-0.00049552-0.0039393i,-0.0011591-0.0026694i,-0.0003492-0.0015588i,0.00067302-0.0020397i,0.0007694-0.0024688i,0.0004741-0.0022229i,0.0003029-0.0025267i,0.00016968-0.002347i,-0.0002148-0.0015155i,-0.00049729-0.00029471i,-0.00028126+7.4487e-05i
0.00071304+1.5775e-06i,0.0016347-0.00058161i,0.0029501-0.00083814i,0.0036395-0.00087531i,0.004119-0.00041362i,0.0052578-0.00046462i,0.0052624-0.00041094i,0.0044451-0.00014123i,0.0030021+0.00032845i,0.0013168+0.00021268i,-0.00035092-0.00089138i,-0.0023739-0.0023158i,-0.0032422-0.001849i,-0.0020083-0.00043484i,-0.0011702-0.00064669i,-0.0018703-0.0010862i,-0.0020054-0.0013528i,-0.0019909-0.0016985i,-0.0019758-0.0018661i,-0.0004471-0.00093616i,0.00074516+0.00040812i,0.00012268+0.00088993i,-0.00029337+0.00089378i
-0.00089548-0.00081663i,-0.00087795+0.0011857i,-0.0017244+0.0015115i,-0.0010574+0.0014513i,0.00027689+0.0014599i,0.0015486+0.00076345i,0.0029607-0.0012542i,0.0026375-0.0031301i,0.0011758-0.0027226i,0.0001352-0.00066384i,-0.0016123+0.0013225i,-0.0029897+0.0023159i,-0.0019245+0.0029703i,-0.0011044+0.0019045i,-0.00098938+0.00060286i,-0.0008634+0.00042801i,-0.0016184+0.00068537i,-0.0024764+0.0007449i,-0.0017563+0.00054383i,-0.00023713+0.00022186i,0.00063327+0.00044392i,0.00030234+0.0011262i,0.00011212+0.00042739i
0.00018229+0.00019767i,-0.0001968-0.00041993i,-0.00067239-0.00083458i,-0.00052288-0.00065956i,-0.00015885-0.00063705i,-0.0011836-0.00149i,-0.0035777-0.0021431i,-0.0050033-0.0023413i,-0.0039525-0.0021472i,-0.0024544-0.00062617i,-0.0015011+0.0010159i,0.00040415+0.0026129i,0.002226+0.0028467i,0.0019069+0.0014768i,0.0015905+0.00088013i,0.0018312+0.0010518i,0.0015392+0.0018679i,0.0011417+0.0018078i,0.00043469+0.00075017i,-0.00028587-5.2622e-05i,-0.00021629-0.00033582i,-0.00013294-0.00057745i,0.00024154-0.00048247i
-0.0014009-0.0018889i,-0.0020189-0.00071056i,-0.0031297+0.00052866i,-0.0025186+0.0033636i,-0.0013421+0.005335i,-0.0011898+0.0049i,-0.0021093+0.0040072i,-0.0034283+0.0035706i,-0.003389+0.0033491i,-0.0019018+0.003035i,-0.00073799+0.0022737i,0.0015215+0.0013464i,0.0036049+0.00017698i,0.0031889-0.0014603i,0.0018317-0.0018962i,0.0014959-0.0011086i,0.0015761-0.00041453i,0.0014575-2.6095e-05i,0.0010204+0.00061593i,0.00051961+0.00061854i,0.00022429-4.018e-05i,0.00028083-0.00030248i,0.00047032-0.00031036i
0.0013882-0.0022599i,0.00022396-0.0021459i,-0.0011432-0.0010539i,-0.00062761+0.00018885i,0.0010603+0.00214i,0.0011718+0.0051461i,0.0010143+0.0069183i,0.0020438+0.0068622i,0.0021997+0.0059697i,0.0026379+0.0039166i,0.0031946+0.001856i,0.0029704+0.0002351i,0.001887-0.0015688i,0.000638-0.0024443i,-0.00026578-0.0018674i,-0.00090832-0.0013236i,-0.0010743-0.0011572i,-0.00053842-0.00060708i,0.00033869-0.00058463i,0.00039828-0.00079464i,-0.00048425-0.00019614i,-0.00083023+0.00048619i,-0.00088247+0.00035202i
0.00038329-0.0030863i,-0.00066259-0.0033498i,-0.0010176-0.0033856i,0.00044439-0.0016636i,0.0014419+0.00020683i,0.0032682+0.0015935i,0.0056894+0.0027008i,0.0071424+0.0028079i,0.0069686+0.0019683i,0.0048754+0.0011939i,0.0026159+1.1161e-05i,0.0017171-0.0014681i,0.0011085-0.0021655i,0.00024529-0.0016741i,-0.00029811-0.00091372i,-0.00091352-0.00069949i,-0.0014992-0.00084069i,-0.0007538-0.0012456i,-1.5382e-05-0.0015279i,-1.7903e-05-0.00078691i,-0.00073006+0.00027208i,-0.00086157+0.00094505i,-0.00076431+0.0010603i
0.00080432+4.2438e-05i,-0.000229-0.00089468i,-0.00095578-0.0020024i,0.00075256-0.0017354i,0.0028475-0.00076898i,0.0039322-0.0015773i,0.0054368-0.0039767i,0.0060541-0.0061749i,0.0039077-0.0063401i,0.0016551-0.0047418i,0.00073131-0.0028505i,-0.0010236-0.0011968i,-0.0024843-3.9047e-05i,-0.0015131+0.00023685i,-4.9679e-05+2.2135e-05i,-0.00057671-0.00029932i,-0.0011541+0.00036648i,-0.001063+0.00071244i,-0.0013818+0.0003415i,-0.00093463-0.00025808i,0.00034515-0.00034159i,0.00071066+0.00063664i,0.00042861+0.0002261i
-0.0011641-0.00038139i,-0.0015454-0.0014681i,-0.002471-0.0011768i,-0.0028024-0.0003116i,-0.0012896-6.2593e-06i,-1.0041e-06-0.0016383i,-0.00096841-0.0043516i,-0.0041449-0.0065571i,-0.0056512-0.0064529i,-0.0054283-0.0040372i,-0.0047943-0.0017428i,-0.0031514+0.00047191i,-0.0014065+0.0013765i,-0.0004838+0.00098637i,-0.00024277-0.00013215i,-0.00077321-0.00043114i,-0.00062686-6.1831e-05i,-0.00034863-0.00018562i,0.00017945+0.00077138i,0.00042776+0.0011099i,4.851e-05+3.5711e-05i,7.3697e-05-0.00038366i,-0.00040811-0.00012571i
-0.0020963-0.0023361i,-0.0026423-0.0012652i,-0.0049203-0.00027856i,-0.0044454+0.001616i,-0.0022893+0.002465i,-0.0015936+0.0012252i,-0.0040222+0.00090026i,-0.0081904+0.0026066i,-0.0090745+0.0041432i,-0.0069869+0.0035131i,-0.0051417+0.0031725i,-0.0026116+0.0033012i,3.3106e-05+0.0020397i,0.0010513+0.00023885i,0.0010152-0.00080486i,0.00050899-0.0011723i,-0.00028994-0.00050576i,0.00025721+0.00024434i,0.0010648+0.00063138i,0.0006954+0.00057105i,0.00032561-0.00012635i,0.00039164-0.00090439i,-1.4725e-05-0.00059541i
0.0008283-0.0020585i,0.00089862-0.0019865i,0.0016734-0.0012979i,0.0018376-0.00035299i,0.0004409+0.00046877i,-0.00063325+0.0014664i,-0.001899+0.0042908i,-0.002135+0.0079484i,-0.00026536+0.0098138i,0.00065243+0.0081909i,4.5961e-05+0.0051042i,-0.00011914+0.003012i,0.00087181+0.0013697i,0.00061375+0.0004955i,-0.00079426+0.00044943i,-0.0014781+0.00045952i,-0.00093571-2.9762e-05i,-0.0005062-0.00058735i,-7.0102e-05-0.00032535i,0.00016859+0.00037124i,-0.00013278+0.0010938i,-0.0002657+0.00022445i,-0.00020599+0.00022583i
-0.00082042-0.00084817i,1.5112e-05-0.00094855i,-0.00017884-0.00033779i,-0.00099167+0.00097398i,-0.0011824+0.0019207i,-0.00020838+0.0036011i,0.0018057+0.0057525i,0.0051547+0.0061993i,0.0077928+0.0049938i,0.0076891+0.0037546i,0.0059516+0.003364i,0.0041354+0.0025223i,0.0029005+0.0012505i,0.0016971+0.00034461i,0.00076539+0.00068198i,0.0010222+0.00049471i,0.0010849-0.00080303i,6.4751e-05-0.001551i,-0.00039222-0.0017488i,-0.00035959-0.0012692i,-6.4154e-05-0.00012561i,0.00023302+0.0012781i,0.00046014+0.0011754i
0.00023128-0.00082508i,-0.001423-0.0014717i,-0.0015617-0.0020224i,-7.9028e-05-0.00040544i,0.0013302+0.0021923i,0.0031747+0.0047176i,0.0057394+0.0050498i,0.007029+0.0013187i,0.0066074-0.0029591i,0.005186-0.0041637i,0.0038432-0.0032691i,0.0029088-0.0026433i,0.0017611-0.0018242i,0.00095431-0.0003227i,0.00074013+0.0001281i,0.0002787-0.00035138i,-0.0007151-0.00092612i,-0.0011774-0.0018347i,-0.0015448-0.0014813i,-0.001609-0.00067708i,-0.00088908+0.00021059i,-0.00027181+0.00028166i,0.00029929+0.00024533i
0.0028234+0.0036072i,0.0032336+0.0020839i,0.0042141+0.00055712i,0.0051971+0.00021446i,0.0078046+0.00018876i,0.0089866-0.00067811i,0.0070584-0.002598i,0.0038474-0.0051554i,0.00046747-0.0072418i,-0.0021809-0.0072201i,-0.0026909-0.0056441i,-0.0014325-0.0039404i,-0.0010729-0.0020354i,-0.0011654-0.0017655i,-0.000688-0.002462i,-0.00031141-0.002605i,6.1216e-05-0.002097i,-0.0010822-0.0010064i,-0.0020134+0.0001021i,-0.0013842+0.00074875i,-0.00059408+3.3383e-05i,0.00014439-0.00090412i,0.00035318-0.0014108i
0.0010732-0.0013193i,8.3923e-05-0.0025043i,-2.0249e-05-0.0028953i,0.00088339-0.0030099i,0.0015394-0.0040107i,0.0018606-0.005073i,0.0001144-0.0047359i,-0.0034663-0.0031484i,-0.0066452-0.0010121i,-0.0066887+0.00015053i,-0.0049438-0.00064372i,-0.0042163-0.0017472i,-0.0027437-0.0013215i,-0.00055014-0.00060448i,-0.00035094-0.00092973i,-0.0010781-0.0021007i,-0.0014632-0.0023416i,-0.00078079-0.00061153i,-0.00031504+0.00022138i,-0.00018433+0.00047766i,-5.6961e-05+0.00059553i,-0.00044602-0.00018281i,-0.00051074-0.00023597i
0.0033483-0.0010497i,0.0030686-0.0024713i,0.0021546-0.0039174i,0.00067095-0.0051566i,-0.00071649-0.0063342i,-0.00090406-0.0060156i,-0.0023451-0.003801i,-0.0044029-9.2375e-05i,-0.0044513+0.0032414i,-0.0029431+0.004152i,-0.0023385+0.0037793i,-0.0033109+0.0031962i,-0.0025124+0.0024859i,-0.00068101+0.0020147i,-0.00099388+0.0019435i,-0.0013979+0.0015691i,-1.1475e-07+0.00062878i,0.000797+0.00018124i,0.00084973-0.00073099i,0.0010408-0.00066642i,0.00079293+0.00064504i,3.617e-05+0.00092238i,-0.00037358+0.001076i
-0.00032382+0.0022975i,0.0016949+0.0001899i,0.0022755+0.00051184i,-4.5322e-05+0.0027735i,-0.0025856+0.0042319i,-0.0040959+0.0027673i,-0.0043599+0.0024102i,-0.0036769+0.004224i,-0.0016145+0.0047932i,0.00091395+0.0037571i,0.001305+0.0032058i,8.1244e-06+0.0033323i,-0.00020993+0.0028425i,0.00031629+0.0020202i,-0.00017297+0.0016397i,0.00050079+0.0013939i,0.001947+0.00053795i,0.0018515-0.000424i,0.0012748-0.0011197i,0.0010944-0.0016219i,-4.3545e-05-0.0012372i,-0.00046557+6.2019e-05i,0.00071105+0.00074698i
-0.011088+0.017735i,-0.0037662+0.020027i,0.0071669+0.028495i,0.016541+0.025029i,0.022778+0.017253i,0.019548+0.0066514i,0.0077412+0.00070839i,0.0013518+0.0016382i,0.0010478+0.0028057i,0.003293+0.0020504i,0.005276+0.00033038i,0.0045699-0.0015497i,0.0024182-0.0033977i,-1.619e-05-0.00349i,-0.0012532-0.0020483i,-0.00065345-0.0017569i,0.00049393-0.001848i,0.0016537-0.0015726i,0.0021527-0.0018056i,0.0012874-0.0014639i,0.0013853-0.00061827i,0.0016088-0.00048733i,0.0010938-0.0007057i
0.0023212+0.00018339i,0.0012564+0.00023261i,0.00030823-0.0018661i,0.0010293-0.0027688i,0.0020857-0.00091552i,0.0025613+0.0019081i,0.0023375+0.0027143i,0.0024773+0.0010975i,0.0010753-0.0011765i,-7.5979e-05-0.0016058i,0.0013859-0.0010828i,0.0031152-0.0013605i,0.0038442-0.0026139i,0.0032663-0.0028698i,0.0018019-0.002395i,0.0011799-0.0022427i,0.0003507-0.0017628i,-0.00067366-0.0017223i,-0.001057-0.0006748i,-0.0013392+0.00030483i,-0.00020674+8.5085e-05i,0.0012865-0.00031343i,0.0012674-0.00038987i
-0.00074779-0.0010209i,-0.00060229-0.00021215i,-0.0010184+0.0013663i,-0.0014549+0.0021315i,4.0396e-05+0.0029776i,0.0036953+0.0037599i,0.0052743+0.0030145i,0.0039654+0.0013674i,0.0018221+0.00038572i,-0.00025084+0.00065549i,-0.00058033-0.00066862i,-0.00065519-0.0028034i,-0.0016462-0.003394i,-0.0023478-0.0029876i,-0.0026248-0.0024214i,-0.0026305-0.0020437i,-0.0026777-0.0016515i,-0.0026402-0.0013556i,-0.001984-0.0014356i,-0.00097429-0.00059584i,-1.2651e-05-0.00035831i,0.00044918-0.00083131i,-0.00045418-0.00058159i
-0.0021082+0.0018337i,0.00081362+0.0023036i,0.0031055+0.0032537i,0.0039304+0.0043272i,0.004222+0.004356i,0.0046776+0.0010117i,0.0044195-0.0014191i,0.0034859-0.0020938i,0.0017523-0.0023513i,0.00036078-0.0014096i,-0.0010576-0.0010579i,-0.0028481-0.0015882i,-0.003758-0.0010548i,-0.0029979-0.00020834i,-0.0026288-4.157e-05i,-0.0033342+0.00087434i,-0.0030464+0.001905i,-0.0017592+0.0021445i,-0.00058935+0.0019555i,1.4894e-05+0.0011673i,9.1056e-05-0.00015574i,-0.00045039-0.00070964i,-0.001437+0.00071465i
0.00028846-0.0011775i,-0.00088815-0.0003225i,-0.00094989-7.5467e-05i,0.00071034-0.00040851i,0.0021285+0.00013633i,0.003015-0.00058746i,0.0029862-0.0024734i,0.0008366-0.0031138i,-0.0017334-0.0027957i,-0.0024082-0.0013747i,-0.0022759+0.0012088i,-0.002539+0.0033796i,-0.0016487+0.0040287i,-0.00045312+0.0036852i,0.00031516+0.0032688i,0.0011594+0.00304i,0.0017451+0.0024435i,0.0020573+0.0013254i,0.0013834+0.00054066i,0.00048064-3.0259e-05i,-0.00012469-2.1041e-05i,-0.00038677+0.00060854i,0.00047679+0.0012736i
0.0022578-0.0022155i,0.0010133-0.0037665i,0.00032213-0.0056813i,0.0017618-0.0051206i,0.0038708-0.0031906i,0.0024149-0.0027456i,0.00013834-0.0031129i,-0.0026158-0.0019717i,-0.0042265-7.0316e-05i,-0.0032197+0.0022051i,-0.0017042+0.003687i,-0.00024588+0.0046253i,0.0017542+0.0048063i,0.0031944+0.0028247i,0.0026135+0.00098276i,0.0017313+0.00024131i,0.0013151-0.00050429i,0.0011852-0.0011732i,0.00089962-0.00087779i,-0.0003004-0.00042404i,-0.00050478+0.00020493i,0.00010089+0.0010238i,0.00017554+0.0011405i
-0.0031611+8.5814e-05i,-0.0029751+0.0016591i,-0.0033581+0.0033861i,-0.0030221+0.0019178i,-0.0010534-0.00134i,-0.00056313-0.0012337i,-0.002678+0.00064953i,-0.0033205+0.0027942i,-0.0019509+0.005514i,0.00025263+0.006035i,0.002435+0.0044895i,0.0046645+0.001884i,0.0048634-0.00044727i,0.0034636-0.00209i,0.0020689-0.0030464i,0.00071572-0.0032778i,-0.00031731-0.0029744i,-0.0010071-0.0020931i,-0.00062145-0.0011576i,-0.00033388+1.0656e-06i,-0.00022059+0.00067159i,0.00022363+0.00081252i,0.00010474-0.00048367i
-0.0028312-0.001574i,-0.0038782-0.00084887i,-0.0060414+0.0004116i,-0.0074156+0.0034119i,-0.0063559+0.0047423i,-0.0033906+0.0037383i,-0.0012871+0.0037071i,0.0015178+0.0044827i,0.0048594+0.003577i,0.0055709+0.0015492i,0.0042828-8.0024e-05i,0.0040221-0.0019273i,0.0030736-0.0031057i,0.00044333-0.0037363i,-0.001406-0.0039951i,-0.0017435-0.0023919i,-0.0017939-0.00087338i,-0.0011827-0.00063548i,0.00029349+0.00011349i,0.00057798+0.00015147i,0.00061866-0.00068523i,0.00032839-0.0012478i,0.00033108-0.0016538i
0.00056209+0.00094543i,0.0021136+0.001905i,0.0044642+0.0036673i,0.0038537+0.0062712i,0.00015311+0.0078029i,-0.00024+0.0079321i,0.0024159+0.0070866i,0.0041621+0.0032136i,0.0043385-0.0014717i,0.0027097-0.0037962i,-0.00019048-0.0044606i,-0.0029269-0.004289i,-0.0043417-0.0031544i,-0.004172-0.0015478i,-0.0040486+3.4502e-05i,-0.0038836+0.00095162i,-0.0028171+0.0013739i,-0.0015166+0.0013125i,-0.00061772+0.0010793i,-0.0006881+0.001128i,-0.00067456+0.0003172i,-0.00013072-0.00033457i,0.0008542-6.8661e-05i
-0.0032462-0.0011626i,-0.0046017+0.00033186i,-0.0036177+0.0023104i,0.0026659+0.0034623i,0.0086268+0.0065571i,0.0098617+0.0076436i,0.0086012+0.0038649i,0.0057574-2.0082e-05i,0.00059204-0.0026165i,-0.0038175-0.0027305i,-0.0051661-0.0010047i,-0.0046673-0.00056667i,-0.0039371-0.00025914i,-0.002787+0.0014021i,-0.00053178+0.0033872i,0.00082766+0.0034613i,0.0011009+0.0018789i,0.0013925+0.00099622i,0.0011964+0.00073379i,0.00047229+0.00024352i,-0.00016375-0.00013984i,-0.0006444+0.00047945i,-0.00097385+0.00065794i
0.0013079-0.0027475i,-0.00071915-0.0047748i,-0.0015193-0.0069927i,0.00084431-0.0081636i,0.0061818-0.0056422i,0.0094784-0.002494i,0.0071775-0.0043038i,0.0023417-0.0052094i,-0.0022334-0.0017852i,-0.004385+0.0020173i,-0.0036457+0.0042347i,-0.0022701+0.0052749i,-0.00087649+0.0051194i,0.001366+0.003487i,0.0030849+0.0015565i,0.0036726+7.215e-05i,0.0029405-0.0014637i,0.0014464-0.001646i,0.00045737-0.00070117i,0.00043936-0.00031377i,0.00066276+0.00055356i,-6.454e-05+0.00059015i,-0.00014996-0.00024973i
0.0010516+0.00021803i,-0.00080599+0.001146i,-0.0036622-0.00015074i,-0.0046983-0.0066253i,-0.0024117-0.014134i,-0.0011409-0.013611i,-0.0032117-0.0077787i,-0.0054125-0.0030668i,-0.0040073+0.0022122i,0.00049032+0.0055598i,0.003431+0.0048275i,0.0035641+0.0034009i,0.0030132+0.0027984i,0.0029516+0.00069354i,0.0027632-0.0021443i,0.001936-0.0035837i,0.00077024-0.0029515i,-0.00016904-0.0013054i,-0.00020644-0.00077008i,0.00022025-0.00037652i,-5.5556e-05-1.7181e-05i,0.00060039+0.00042058i,0.00074922+0.0011105i
-7.096e-06-0.0018842i,-0.0018812-0.00087389i,-0.0049219+0.0024834i,-0.010199+0.007695i,-0.013972+0.0065153i,-0.01244+0.001276i,-0.0099167+0.0018594i,-0.0062969+0.0055423i,0.00033367+0.0052926i,0.0048631+0.0011833i,0.0049482-0.0018518i,0.0042379-0.0016382i,0.0041738-0.0023265i,0.0027427-0.0039419i,2.4813e-05-0.0042261i,-0.0027505-0.003859i,-0.003318-0.0021479i,-0.0025305-0.00043301i,-0.0013635+0.0001821i,-0.00026316-0.00018292i,-7.3775e-05-0.00071542i,0.0002987-0.00051367i,0.00050368-0.00033755i
0.0022321-0.00030179i,0.0043234-0.0011453i,0.0064234+0.0013486i,0.0066745+0.0091574i,0.0020112+0.015203i,-0.003469+0.013156i,-0.0021933+0.010213i,0.0016165+0.0083752i,0.0028517+0.0024542i,0.0010047-0.0034391i,-0.0012782-0.0044239i,-0.00086938-0.0036184i,-0.00038573-0.0034486i,-0.0014533-0.0029351i,-0.0027382-0.00061516i,-0.0032672+0.0015762i,-0.0027922+0.002292i,-0.0014676+0.0016177i,-0.00043809-9.4841e-05i,-0.00051191-0.00050919i,-0.00041946-0.00024646i,0.00069079-0.00012765i,0.0010396-0.00010014i
-0.0014715+0.00016915i,-0.00049011-0.0015166i,0.0040503-0.0020391i,0.01229-0.00027497i,0.01801+0.006276i,0.01351+0.011417i,0.0086056+0.009013i,0.0078507+0.0046904i,0.0042346+0.00061761i,-0.0019137-0.0013022i,-0.0049385+0.00011512i,-0.0040694+9.0693e-05i,-0.003005-0.0012864i,-0.0024102-0.00066068i,-0.0015386+0.0014i,3.3607e-05+0.002865i,0.00060923+0.0026423i,-0.00023486+0.0010584i,-0.00063519+4.2248e-05i,-0.00051474+0.00036776i,-0.00072269-0.00027448i,-0.00079842-0.00078667i,-0.0010314-0.00040647i
-0.0015102+0.00058557i,-0.0012714-0.00091681i,-0.0013415-0.0043647i,0.0025777-0.010473i,0.011938-0.013273i,0.015746-0.0062304i,0.012692-0.0014099i,0.0086761-0.0041494i,0.0031468-0.0035731i,-0.0013526+0.0017101i,-0.0016731+0.0053332i,-0.00066948+0.0042259i,-0.00094918+0.002113i,-0.00046898+0.0018394i,0.0011823+0.0015802i,0.0022111+0.00076216i,0.0014464+0.00010428i,-0.00012379+3.2607e-05i,-0.00094499+0.00037475i,-0.00034607+0.0008912i,0.0001183+0.0010184i,4.0289e-06+0.00057844i,-0.00086155+0.00090494i
-0.0017447-4.2552e-05i,-0.0036808+0.00075049i,-0.010989+0.0010748i,-0.018878-0.0035015i,-0.01615-0.012399i,-0.0027675-0.015551i,0.0027973-0.012976i,-0.0020183-0.010594i,-0.0047776-0.0051529i,-0.0010168+0.0014284i,0.0030634+0.0025445i,0.0026363+0.0013956i,0.0010154+0.0022321i,0.0012697+0.0023433i,0.0021749+8.1187e-05i,0.0016297-0.0017766i,0.00067405-0.0017079i,0.0005284-0.00058594i,0.00050582+0.00014713i,0.0013327+0.0010034i,0.001664+0.0013644i,0.00080169+0.0017012i,-0.00035599+0.0022442i
0.0011728+0.0016613i,0.0028107+0.0031719i,0.002016+0.010018i,-0.0045056+0.017639i,-0.014406+0.01423i,-0.015435+0.00044647i,-0.011041-0.0052428i,-0.010561-0.0012115i,-0.0075911+0.0024687i,-0.0010638+0.0017038i,0.0016389-0.00068569i,0.0011392-0.00078151i,0.0014157-0.00032709i,0.002094-0.0015478i,0.00098539-0.0027954i,-0.0012191-0.0024498i,-0.0015011-0.0015109i,0.00021903-0.0016285i,0.0013276-0.0021622i,0.0012057-0.0021813i,0.00077468-0.0015993i,0.00072315-0.00054i,0.0007119+0.00061882i
0.0010232-0.001248i,0.0028029-0.0018903i,0.0075594+0.0014844i,0.0126+0.01297i,0.0073358+0.024552i,-0.0046658+0.020608i,-0.0088789+0.011074i,-0.0062768+0.010028i,-0.0022155+0.0086572i,-0.00060983+0.0034106i,-0.0019241+0.0014145i,-0.00094455+0.0012233i,0.0013091-0.00038956i,0.00054735-0.0019178i,-0.0012812-0.0013449i,-0.0018791-0.00023789i,-0.0014337+0.0001286i,-0.00082277-0.00041638i,-0.0005281-0.0012749i,-0.00036825-0.0014337i,-0.00025663-0.0012353i,0.00020846-0.00088602i,0.001057-0.00040543i
0.00079425-0.0014445i,0.0024701-0.0044746i,0.0084337-0.010519i,0.021565-0.013554i,0.030742-0.0034084i,0.021202+0.011862i,0.0072868+0.015958i,0.0063611+0.012876i,0.0081584+0.0080339i,0.0048099+0.0032062i,0.0021999+0.0028506i,0.0020862+0.0033197i,0.0023507+0.0012411i,0.001693+0.00024148i,4.4961e-05+0.00099688i,-0.00062559+0.0014901i,-0.00062014+0.0012599i,-0.0011981+0.0011463i,-0.0020269+0.000893i,-0.001628+0.00043041i,-0.00068315-0.0003368i,-0.00068986-0.0011445i,-0.00049109-0.0013819i
8.9059e-06-5.4335e-05i,-0.0034556+7.0763e-06i,-0.0097161-0.0062325i,-0.0099075-0.021859i,0.0040687-0.030692i,0.018627-0.017704i,0.018829-0.0021844i,0.014587-0.0012487i,0.010658-0.0045951i,0.0051723-0.0037657i,0.0033708-0.0018893i,0.0029989-0.0022662i,0.00088275-0.0028712i,0.00054132-0.00084127i,0.0019142+0.00074737i,0.0017729+0.00085979i,0.00043384+0.00090499i,-0.00070646+0.00095772i,-0.00051158+0.0012105i,0.00027643+0.00021534i,-0.00022393-0.0007174i,-0.00091976-0.00033182i,-0.0008752+0.00056403i
