-0.0030644-0.00090741i,-0.0019065+2.2481e-05i,-0.0023476+0.0024402i,-0.0018798+0.0028551i,-0.00017219+0.0025388i,0.00043522+0.0017198i,-0.00024223+0.0011953i,-0.00066222+0.0011947i,-2.9347e-05+0.00072439i,0.0012324-0.00013219i,0.0017806-0.00027851i,0.0015832-0.0010055i,0.00096336-0.0017929i,-0.00052154-0.0018055i,-0.0015546-0.0016582i,-0.00079483-0.0008602i,-0.00054913-0.00054922i,-0.00059181-0.00076423i,0.00014865-0.00069563i,0.00051918-0.00020514i,0.00025292-0.00056521i,0.00066778-0.00053743i,0.0013732+0.00015469i
-0.00081891-0.0013895i,0.00060159-0.0020468i,0.0027496-0.0026006i,0.002889-0.003887i,0.0012325-0.0040758i,-0.00083273-0.002737i,-0.0011818-0.0018638i,6.361e-05-0.0015456i,-0.00022429-0.0018078i,-0.00049292-0.0022621i,0.00020729-0.0029166i,-0.00040514-0.0029723i,-0.001645-0.0013286i,-0.0025054-0.00078567i,-0.0021816-0.0014601i,-0.0012396-0.00078713i,-0.00090298-0.00027864i,-0.00025778-0.00060377i,0.00049871-0.00084251i,0.00091633-0.00073704i,0.0012573-0.00037015i,0.0010966+0.0003152i,9.1957e-05+0.00030287i
0.00057146+0.003754i,0.0014774+0.0044344i,0.0028941+0.003597i,0.0033179+0.0018825i,0.0023895-0.00034196i,0.0010447-0.0017387i,-0.00010171-0.0012539i,0.0003358-0.00034338i,0.00099834+3.467e-05i,0.0011353+9.2039e-05i,0.0017222+0.00019363i,0.0014245-8.2615e-05i,0.00043462+0.00037431i,-0.00026812+0.0013933i,-0.00027094+0.002491i,-0.00063071+0.0025409i,-0.00095462+0.0018248i,-0.00059689+0.0017173i,-0.0004542+0.0005402i,-0.00099223-0.00076339i,-0.00036254-0.00145i,0.00056858-0.0021014i,0.00038693-0.0014873i
-7.5541e-05+0.0018762i,0.001073+0.00049976i,0.0022452-0.00098585i,0.002958-0.0020933i,0.0022075-0.0020268i,0.00083932-0.0015863i,0.00097788-0.0012244i,0.0012675-0.00029862i,-0.00045423+0.00043158i,-0.0012355+0.00054431i,-0.0015152-0.0001874i,-0.001831-0.00099929i,-0.001838-0.001876i,-0.0013699-0.0019583i,-0.00096567-0.0010903i,-0.00093606+0.00034793i,-0.00087282+0.00088047i,0.00012598+9.0166e-05i,0.0010605+0.00010024i,0.00075168+0.00068559i,-7.2706e-05+0.00097519i,-0.00070559+0.00062075i,-0.00045596+0.00042388i
0.00027976+0.0015988i,0.0013639+0.0031557i,0.0029291+0.00309i,0.0032651+0.00097625i,0.0031346-0.00020114i,0.0020177-0.00051387i,0.00069296-0.0011411i,0.00034025-0.0020061i,0.00026276-0.0016914i,0.0009052-0.0014045i,0.001029-0.0018605i,0.00067518-0.00086515i,-0.00040873+0.00093864i,-0.001531+0.0015001i,-0.00097036+0.0015414i,-0.00051248+0.001748i,-0.00034184+0.0017178i,6.3549e-05+0.0014461i,-0.00010204-0.00037808i,0.0005418-0.0019311i,0.0017052-0.0017812i,0.0024949-0.0019552i,0.0013925-0.0016402i
-0.001193+0.00022815i,-0.0012343-0.00016908i,-0.00080022-0.00010894i,0.0016331+0.00025316i,0.0029008+9.083e-05i,0.0025728-0.00095628i,0.0018443-0.0014682i,0.00044667-0.0011615i,-0.00029669-0.0003272i,-0.00043686+0.00014317i,-0.00054652+0.00063211i,-0.00078948-0.00063244i,-0.0012063-0.0023205i,-0.0019436-0.0021892i,-0.0019732-0.00086732i,-0.001172+0.0012064i,-0.0007418+0.0015574i,-0.00037685+0.00095723i,-0.00055824+0.00059025i,-0.0011894-0.00012899i,-0.00093503-0.0012593i,-0.0010474-0.0018284i,-0.00079814-0.0013284i
-0.00083248+0.000379i,0.00045074+0.00024129i,0.0022898+0.0011991i,0.0026522+0.00088022i,0.0019898+0.00042729i,0.0001427+0.00036546i,-0.0011179-0.00020936i,-0.00085152-0.00055531i,-0.0010304-0.00086517i,-0.0011958-0.0016596i,-0.00086111-0.0023594i,-0.0010733-0.0022131i,-0.0015023-0.001245i,-0.0018067+2.5425e-05i,-0.0016212+0.0012044i,-0.0012519+0.00074165i,-0.0011536-0.00034101i,-0.00078465-0.00081517i,2.0013e-05-0.0010027i,0.00067846-0.001439i,0.00094755-0.00094468i,0.0011015+0.00012648i,0.00067328-1.4623e-05i
-0.0018383+0.0008202i,-0.001583+0.00093067i,0.00023073+0.0015074i,0.0017447+0.001135i,0.0015423-0.00039563i,0.00077653-0.0018164i,0.00025963-0.0020791i,-0.00014216-0.00061862i,2.7425e-05+0.00018929i,0.00039225-0.00043975i,0.00098579-0.00047886i,0.0012091-0.0005088i,-0.00027686-0.00042516i,-0.0015414-0.00049195i,-0.00088137-0.00066193i,7.9944e-05-0.0004105i,6.827e-05+5.4763e-05i,2.4185e-05-9.7468e-05i,0.00035771-0.0011835i,4.4473e-05-0.0012094i,-0.0003729-0.00089121i,0.00066371-0.0014506i,0.0015268-0.0012133i
0.00049134+5.8558e-05i,0.001768-0.0011958i,0.0024465-0.002189i,0.00084133-0.0020047i,-0.0011412-0.0010555i,-0.0020571-0.00067395i,-0.0014862-0.00022956i,0.00062999-0.00052537i,0.00063883-0.0012381i,-0.0004583+0.0004357i,-0.00062426+0.0015437i,-0.0011574+0.00085482i,-0.0014501+0.00067063i,-0.0019982+0.0012918i,-0.0031572+0.001706i,-0.0027985+0.0019377i,-0.0022718+0.0012941i,-0.0017661+0.00035677i,-0.00054162-6.2507e-05i,0.00033926-0.00038184i,0.00038311+0.00049171i,-0.00058179+0.001106i,-0.00076749+0.0011145i
0.00036417+0.0016176i,0.00071099+0.0025572i,0.00099108+0.0029158i,0.0021306+0.0024185i,0.0026989+4.2193e-05i,0.0014272-0.0013842i,0.00051589-0.00064565i,-0.00043044-0.00083403i,-0.00020767-0.0010295i,0.00058219-0.0009245i,0.00023234-0.001012i,0.00070386-0.0015028i,0.00099683-0.0015047i,0.00067261-0.00099995i,0.00059198-0.00062015i,9.7202e-05-0.0004079i,-0.00021319+0.00028609i,0.00028935+0.00066225i,0.00069791+2.7487e-05i,0.00016516-0.001053i,0.00075579-0.0016411i,0.0020573-0.0018245i,0.0014179-0.00066954i
0.0017202+0.00066315i,0.0021799-0.0014646i,0.0028066-0.0039958i,0.0016924-0.0049337i,-0.0011306-0.0035751i,-0.0027665-0.00090034i,-0.001666+0.00094999i,-0.0010718+0.0013163i,-0.00061741+0.00017639i,0.0012886-0.00091104i,0.0017451-0.00072039i,0.00046622-0.00039157i,-0.0012049+0.00053759i,-0.0025025+0.00097017i,-0.0023629+0.00014544i,-0.00040321-7.8136e-05i,0.00059391-1.0264e-05i,-0.00048094+0.00021185i,-7.0765e-05+0.00045732i,0.00075497+0.0005565i,0.00022405+0.00025415i,-0.00029145-3.0802e-05i,-0.00020894+0.00011729i
5.0613e-05+0.0017021i,-0.00012431+0.0023804i,0.0018176+0.0033305i,0.0036517+0.0012128i,0.0026723-0.00084269i,0.0008704-0.001115i,0.0011246-0.0011529i,0.00075114-0.00060044i,-0.00043853-0.00033727i,-0.00044014-0.00016078i,-0.001017+0.00036171i,-0.00089826-0.00049207i,-9.0966e-05-0.0017242i,0.0003496-0.0014771i,0.00028571-0.00017157i,0.00030038+0.00073873i,-0.00029146+0.00097885i,-0.00061659+0.0005665i,-5.8577e-05+0.00025334i,0.0010044+9.5006e-05i,0.001792+9.8434e-05i,0.0013348+0.0003965i,0.00046387+0.0014255i
0.00066237-0.00071214i,0.0013555-0.0024528i,0.00085683-0.00433i,-0.00028967-0.0033038i,-0.00087523-0.0014504i,-0.0019761-0.00032869i,-0.0020347+0.00029244i,-0.0010019-1.7774e-06i,4.6223e-05-0.0004046i,0.00074296-0.00095477i,0.0011841-0.001851i,0.00087638-0.0018531i,-0.00043675-0.00046362i,-0.0017846+0.00040526i,-0.0016275-6.5816e-05i,-0.00064585+0.0001753i,0.00032453+0.00064882i,0.00068566+0.00017996i,0.00045915-0.00084995i,0.00060663-0.0018169i,0.00010367-0.002535i,-0.00047264-0.0029436i,-3.1042e-05-0.0027346i
0.0015149-0.00019146i,0.00172+0.00068224i,0.0028124+0.0018361i,0.0020363+0.00093373i,-7.0512e-05-0.00088822i,-0.00063921-0.00054253i,-0.00013607+0.00022236i,-3.8551e-05+0.0003629i,-0.00055149+0.00016768i,-0.00048445+0.00034218i,0.00019339+0.00030992i,-1.4409e-05-9.9848e-05i,-0.00081017+0.00029925i,-0.0012138+0.0011585i,-0.0010053+0.0012657i,-0.00070497+0.00061341i,-0.0010955+0.00052185i,-0.0010146+0.00050795i,-0.00022312+6.7868e-05i,-0.00019514-0.00017796i,0.00046714+0.00010936i,0.0012991+0.00052616i,0.0004729+0.00053086i
0.009754-0.017222i,0.0031539-0.021929i,-0.0066447-0.029711i,-0.012818-0.023322i,-0.016299-0.010975i,-0.014349+0.001349i,-0.0044892+0.0059199i,0.002335+0.001532i,0.0024591-0.0043763i,-0.0017871-0.0055752i,-0.0031591-0.0017854i,-0.001154+0.00054013i,0.00041507+0.00089852i,0.0024492+0.00078806i,0.0031302-0.00099719i,0.0014496-0.0016935i,0.00059775-0.00075301i,0.00098277-0.00046885i,0.0010902+3.0515e-05i,0.0013094-6.2453e-05i,0.00174-0.00099742i,0.0012424-0.0010526i,-0.00036529-0.0011062i
-0.0014312-0.00052088i,-0.00013964+0.0018777i,0.00057068+0.0040081i,0.001197+0.0026483i,0.0011371-4.6492e-05i,0.0022215-0.0012452i,0.0025786-0.00076899i,0.0022416-0.00061478i,0.0013995+0.00020062i,0.00092562+0.0012582i,0.0018518+7.9867e-05i,0.0020457-0.00085628i,0.00063742+0.00079134i,-0.00024841+0.002308i,9.0521e-05+0.0021841i,0.00084852+0.0015458i,0.0010875+0.00078482i,0.0011181-0.00012132i,0.00082159+7.2852e-05i,0.00025323-0.00019462i,-0.00022754-0.00029238i,-0.00052404+0.0001076i,-0.00028147-7.1712e-05i
-0.00036403-0.0014212i,-0.0010224-0.0013786i,-0.0015993-0.00048607i,-0.0014739+0.00081921i,-0.00013061+0.00052796i,0.00013762-0.0013747i,0.00011496-0.002236i,-0.00017728-0.0017886i,4.7567e-05-0.0017636i,0.00041842-0.0014273i,-0.00054432-0.0010577i,-0.00083735-0.00083209i,-0.00056205-0.0010684i,-0.0011995-0.0015305i,-0.0020035-0.00068795i,-0.0020774-6.0177e-05i,-0.0017061-0.00091362i,-0.0013038-0.00093177i,-0.00099865+0.00050215i,-0.00018875+0.00097019i,0.0011741+0.0004252i,0.0015459+2.5624e-05i,0.00019447+0.00023153i
-0.00045492+0.0013104i,0.00036702+0.0021977i,0.00073519+0.0025772i,0.0011761+0.0016274i,0.0015458+0.00041413i,0.0014052-0.0011903i,8.9607e-05-0.0016526i,-0.00059443-0.00090127i,0.00030485-0.0011734i,0.00057493-0.0013604i,0.00085345-0.00089411i,0.00058702-0.00040219i,-0.00063672+5.4113e-05i,-0.0013986+0.00046066i,-0.00083825+0.00056797i,3.3297e-05+0.00041113i,-0.00012349-0.00015573i,-0.00022137-0.0014362i,0.001108-0.0023783i,0.0013939-0.0017658i,-9.1954e-05-0.0017488i,-0.00057211-0.0020627i,-8.674e-05-0.0015079i
-0.0030979-0.0014207i,-0.003971+0.00049849i,-0.0042707+0.0022906i,-0.0028235+0.0022706i,-0.00051699+0.0018306i,0.00017184+0.00094082i,0.00043509-0.00033833i,0.0015811-0.00039488i,0.001523-0.00052947i,0.00044892-0.00081456i,-0.00034214-0.00069187i,-0.00098726-0.00037078i,-0.00092575-0.00025087i,-0.00071518-0.00065338i,-0.00074483-0.0010154i,-0.00084368-0.00086984i,-0.0011972+9.116e-05i,-0.00084945+0.00071632i,-0.00058369+0.00054049i,-0.00066296+0.00053001i,-0.00050436+0.0003081i,3.968e-06+0.00013921i,3.5679e-05-0.00012115i
0.0016691+0.001357i,0.003405+0.0014307i,0.0057503+0.00094931i,0.0050313+7.1687e-05i,0.0023617-0.00097892i,0.0009512-0.0014796i,8.1799e-05-0.0012244i,-0.00019218-0.00051238i,-0.00046572-0.00012767i,-0.0002832-0.00059486i,-0.000521-0.0010388i,-0.0011211-0.0015856i,-0.0012721-0.0018544i,-0.001659-0.00095601i,-0.0018421+0.00076138i,-0.00084428+0.0018775i,-0.00073883+0.00082908i,-0.00080671-0.00065736i,-0.00011373-0.00078091i,-2.385e-05-0.00095583i,-4.3155e-05-0.0011822i,0.00074114-0.0012739i,0.00084872-0.00099821i
-0.00083376+0.001844i,-0.00046155+0.0027029i,0.00056652+0.0035981i,0.0033272+0.0026652i,0.0051561+0.00075336i,0.0032369-0.0010735i,0.0008217-0.0015327i,6.4761e-05-0.001016i,2.8634e-05-0.00098731i,0.00064355-0.0014663i,0.00042713-0.0013562i,1.6908e-05-0.00064895i,-0.00042197+0.00025986i,0.0001103+0.00061187i,0.00041461+0.00067848i,-0.00038604+0.0013442i,-0.00069282+0.0013126i,-0.00061704+0.00065129i,-0.00030808-0.00024954i,-0.00022738-0.00076439i,-0.00066776-0.00092356i,-0.0010001-0.00065778i,-0.00076357-0.00054193i
0.002856+0.0037377i,0.0049638+0.0022952i,0.0073701-0.00063651i,0.0064489-0.0028992i,0.0020458-0.0043486i,-0.00092662-0.0035335i,-0.00087016-0.00068491i,-0.00013926+0.0005315i,0.00034374+0.00067426i,0.0010989+0.00081277i,0.00091738+0.00061251i,-6.4595e-05-9.6204e-07i,-0.0003379-0.00031657i,-0.0011933+0.00054243i,-0.0019837+0.0012684i,-0.0018236+0.0018145i,-0.0011824+0.0025079i,-0.00086005+0.0021005i,-0.00016787+0.0016845i,0.00054652+0.0004213i,0.00071903-0.001286i,0.0018158-0.0011624i,0.0018463-0.00018528i
0.00039725+0.00028913i,4.879e-05+0.00023906i,-0.00032793+0.0014609i,-0.0009718+0.0020005i,-0.00038501+0.0012219i,0.00044342+0.0003225i,-8.1742e-07-0.00083622i,-0.0012918-0.0012183i,-0.0012092-0.0012345i,-0.00071812-0.0014043i,-0.00088077-0.0019042i,-0.0010636-0.0026702i,-0.0013319-0.0020103i,-0.001269-0.0009721i,-0.00021499-0.00056158i,0.00024482-0.00036836i,-2.9821e-05-0.00099648i,0.00040132-0.0015665i,0.00076908-0.00073516i,0.00075017-0.00053889i,-0.00022884-0.0011119i,-0.00096852-0.00075639i,-0.00097732-0.00046277i
0.0010006+0.00064836i,0.0031977+5.3591e-05i,0.0050095-0.0011125i,0.0059371-0.0018647i,0.0046933-0.0019598i,0.0018973-0.0021204i,6.661e-05-0.0017304i,-1.2929e-05-0.00095381i,0.00083913-0.0011861i,0.00070061-0.0017436i,0.00045463-0.00082853i,0.00078834+9.6183e-05i,-0.0002933-0.00045766i,-0.001759-0.00060434i,-0.0020998+5.4749e-05i,-0.00098854+0.00069731i,0.00041073+0.00069578i,0.00099226+0.00031183i,0.00087827-8.8071e-07i,0.00034448-0.00030825i,0.00061716-0.00078916i,0.0012719-0.00089512i,0.0011718-0.00028148i
-0.0024011+0.00026458i,-0.0026108+0.0011609i,-0.0023125+0.0010817i,-0.0012605-0.00088821i,-0.00033368-0.0019683i,-8.26e-05-0.0015044i,-0.00059471+9.1161e-05i,-0.0010006+0.00075694i,-6.5198e-05+0.0012361i,0.00065768+0.0018505i,0.00024638+0.0008188i,-0.00096276-0.00035823i,-0.0010085-0.00096683i,-7.4929e-05+6.0636e-05i,0.00022826+0.0013029i,0.00017474+0.0013524i,0.00021588+0.00048479i,0.00027856-0.00041154i,0.00081961-0.00095206i,0.0011414-0.001701i,0.00047592-0.0018579i,0.00044996-0.0016157i,0.0011065-0.0014581i
-0.0003355-5.1351e-05i,5.0298e-05+0.00079977i,0.00010044+0.00091213i,3.9566e-05+0.00083015i,-0.0012618+0.0010388i,-0.001358+0.00094074i,0.00020354-0.00035887i,0.00020345-0.0015244i,-0.00031302-0.0015983i,0.00014305-0.0012992i,-0.00016557-0.0004527i,-0.0010969-0.00034257i,-0.0010829-0.00019339i,-0.00093664-0.00029037i,-0.00018768-0.00066026i,3.2776e-05-0.00064711i,-0.00035558-5.8442e-05i,-0.00079176-0.00015131i,-0.0014583-0.00082767i,-0.0011062-0.0013757i,-0.00057728-0.0016177i,-0.00022205-0.00087085i,-0.00027277+0.00033065i
-0.0016481-0.0010679i,-0.0024974+0.00030804i,-0.0019107+0.002737i,-0.00028259+0.003605i,0.0020942+0.0027542i,0.0035444+0.0016452i,0.0024964+0.00096014i,0.0018593+0.00052348i,0.0019541-0.00048705i,0.0016543-0.00067809i,0.0013144+9.6136e-05i,0.0010615-0.00061217i,0.0014749-0.0010998i,0.00074692-0.00018319i,-0.0012896+0.00016415i,-0.0010478+0.00020691i,-5.679e-05+0.00043369i,0.00079681+0.0005766i,0.002206+0.00082638i,0.0021803+2.1146e-05i,0.0015831-0.0011191i,0.0013046-0.00059461i,0.00076314-0.00050988i
-0.0020498+0.0021488i,-5.5969e-05+0.0024455i,0.0018531+0.0021645i,0.0035341+0.00045712i,0.003589-0.0012156i,0.0024118-0.0026996i,0.0015602-0.002735i,0.00038914-0.0013015i,-0.00012621-0.00016348i,1.0943e-06+5.3402e-05i,-0.00040766+0.00080313i,-0.00098644+0.00073225i,-0.0014041-0.00046738i,-0.0011157-0.0015894i,-0.0012537-0.0011954i,-0.0018189+0.00029092i,-0.0013429+0.00060182i,-0.0011221-0.00011317i,1.432e-05-0.00098194i,0.0010967-0.0012668i,0.00044251-0.001031i,-0.00013085-0.00038124i,-0.00016498-0.00010017i
-0.0010545-0.00025312i,-0.0016676+0.00092063i,-0.0022635+0.0019064i,-0.0012745+0.0017022i,-0.00091532+0.0014744i,-0.00070059+0.0019617i,-0.00032255+0.0014122i,-0.0011697+0.0007552i,-0.0025541-0.00063231i,-0.0016547-0.0015148i,0.00024335-0.00087882i,-0.0005314-0.00076161i,-0.0014292-0.00072402i,-0.00082818+0.00012246i,-0.00074709+0.00093226i,-1.9564e-05+0.0014927i,0.00081367+0.0012372i,0.0010085+0.00080987i,0.00050266+0.00044254i,-0.00021291-0.00019959i,0.00040123-0.00023489i,0.0011618-0.00049458i,0.00089922-0.00075799i
0.00037849-0.00039473i,0.0020288-0.00023283i,0.0032061+7.5713e-07i,0.0033026+1.1685e-05i,0.0016942-0.00014693i,-0.00059286-0.00034949i,-0.00019018-0.00082046i,0.0011311-0.00082742i,0.001219-0.00086902i,0.0015381-0.0011306i,0.00086338-0.0013679i,0.00023745-0.0014281i,-0.00032531-0.0014123i,-0.00080921-0.0014595i,-0.00047935-0.00033617i,-0.00069531+0.00087208i,-0.00079674+0.00023597i,-0.00044404-0.0010814i,0.0005863-0.0013652i,0.00073692-0.0010516i,0.00074167-2.3742e-05i,0.0013169+0.00021122i,0.00096053-0.00047397i
-0.00026027-0.00091197i,-0.0014037-0.0010583i,-0.0020652-0.00011896i,-0.0011205+0.0007196i,-0.00015702+0.00017729i,-0.00010504+0.00048414i,2.7675e-05+0.0012074i,0.00034825+0.0018092i,-0.00022685+0.0015053i,-0.0009459+0.00043541i,-0.00092407-0.00072948i,-0.00058104-0.0010235i,-0.00051319-0.00042972i,-0.001972-3.1217e-05i,-0.0021785-0.0001081i,-0.0013812+0.00028852i,-0.0016965+0.00052327i,-0.0023298+0.00089219i,-0.0017832+0.00063973i,-0.00015955-5.8765e-05i,0.00028525-0.00044451i,0.00017186-0.00092606i,0.00020478-0.0010764i
0.00052383-0.00032019i,0.002275-0.00037504i,0.0028488-0.00068514i,0.0015249-0.0012094i,0.00098062-0.0017416i,6.545e-05-0.0022291i,-0.00049326-0.0019455i,-0.00029064-0.0016093i,-0.00045968-0.0016218i,8.71e-05-0.0021554i,-0.00015043-0.002181i,-0.00092204-0.0020127i,-0.00078299-0.0017219i,-0.00011389-0.0011405i,0.00049248-0.00033438i,0.0004487+0.00015469i,0.00067977-0.00013285i,0.0007386-0.00019022i,0.00040792+0.00013249i,0.00065864+0.0002692i,0.00047673-0.00012685i,-0.00024704-0.0013778i,-6.9652e-05-0.0010807i
-0.00067475-0.00012404i,-0.00093557+0.0004964i,-0.00025481+0.00080587i,0.00061483-1.6024e-05i,0.00091981-0.00076154i,0.00068038+8.5981e-05i,0.0011644+0.00011585i,0.0014716-0.00056914i,0.0012487-0.00071408i,0.00081088-0.00029946i,0.00047196+0.00028159i,0.0005249+0.00068514i,-0.00022563+0.00064769i,-0.0013304-0.00025724i,-0.0014732-0.00036938i,-0.0012411-4.9287e-05i,-0.0010773+0.00041611i,-0.00061186+0.00015628i,-0.00071043-0.00071178i,-8.6127e-05-0.00053576i,0.00088963-0.00036516i,0.00082014-0.00023767i,0.00062112+0.00087841i
0.0014618+0.00013886i,0.0014845+0.00037811i,0.002102-0.00067835i,0.0012545-0.00084677i,-0.0009862-0.00067674i,-0.0014016-0.00053007i,-0.00020491-0.00018798i,-0.00010404+0.0001196i,-0.00084648+0.00067206i,-0.0012902-0.0001025i,-0.0007348-0.0012245i,-4.7346e-05-0.0018999i,-0.00010673-0.0014053i,-0.00039296-0.00015866i,-6.7735e-05+0.00090324i,0.00021908+0.001165i,0.000379+0.00034147i,0.00053267+0.0002917i,0.0012131-0.00041774i,0.0017395-0.0011225i,0.0011465-0.00092874i,0.00065787-0.00091986i,0.00031406-0.00081494i
-0.0011245+0.000334i,-0.0023096+0.0018242i,-0.0023201+0.0027555i,-0.00030467+0.0037062i,0.00027591+0.0036655i,-0.00021268+0.0019097i,-1.1835e-05-2.0303e-05i,-9.9762e-05-0.00088346i,-0.00016968-0.0012726i,-0.00030651-0.0016966i,0.00026913-0.0015748i,0.00076614-0.0013614i,3.6056e-05-0.00114i,-0.0012225-0.00077438i,-0.0017562-0.00037981i,-0.0010651+0.00012847i,-8.1761e-05+2.9326e-05i,-0.00013696-0.001097i,-0.00032055-0.0012468i,-6.9025e-06-0.00032446i,0.0003975-0.00037106i,0.00038031-0.00052708i,1.7722e-05-0.00014645i
-0.0005871+0.00085501i,0.00032355+0.00015053i,0.0024346-0.00044161i,0.0027984-0.00067214i,0.0016788-0.0018364i,0.0012621-0.0020047i,0.0007246-0.00091557i,0.00076764-0.00013877i,0.0018464+0.00059394i,0.0025016+0.0012905i,0.0011013+0.00069964i,-0.00029203-1.2887e-05i,-0.00025374-3.6571e-05i,-0.00029237+0.00044242i,-3.7115e-05+0.00028558i,-0.00015069+0.00023217i,-0.00062464+0.00072369i,-0.00057376+0.00034994i,-0.00036721-0.00022286i,0.00011481-0.00054749i,0.00072923-0.0015728i,0.0013677-0.0013699i,0.0010184-0.00060124i
-0.0027853+0.00095067i,-0.0020298+0.0023783i,-0.0013851+0.0036817i,-0.00070534+0.0040348i,0.00072938+0.0028544i,0.0011824+0.00088847i,0.00038232+0.00012646i,-0.00087669-0.00031744i,-0.0021967-0.00059968i,-0.0016031-0.00030509i,-0.00075695-0.0010064i,-0.00076336-0.0014876i,-0.0007646-0.00068731i,-0.0014715-0.00018448i,-0.0027288-0.00026126i,-0.0026285-0.00014801i,-0.001607+0.00058902i,-0.0007116+0.00073602i,-1.4802e-05+0.00027564i,0.00045823-0.00062776i,0.001053-0.001081i,0.00064709-0.0010405i,-0.00042178-0.0010769i
0.0012279+0.00021831i,0.0022249+0.00048292i,0.0037192-0.00043593i,0.0040494-0.0013969i,0.0022727-0.001425i,0.00053945-0.00059949i,-7.23e-05-0.000117i,-0.00038423-0.00074638i,-0.0011271-0.0012547i,-0.00055304-0.0012792i,2.6802e-05-0.00073495i,-0.00024698-0.00048937i,-0.00048837-0.00060228i,-0.00057933-0.00031084i,-0.00087611+0.00074364i,-0.00083039+0.0021201i,-0.00075194+0.0018562i,-0.00062461-0.00013501i,0.00040267-0.00081994i,0.0010797-0.00083506i,0.0014245-0.0004259i,0.001713+0.00048219i,0.0014571+0.0012353i
-0.001653-0.00036193i,-0.0012975+0.00021612i,0.00052296+0.0013978i,0.0021155+0.0011041i,0.0026106-0.00010613i,0.0019306-0.00021315i,0.0019144-1.9342e-05i,0.0017797-9.5134e-05i,0.001057+0.00078428i,0.00079862+0.0010338i,-0.00015765+0.00054648i,-0.00085888+0.00046691i,-0.00076099+0.00033016i,-0.00063622-0.00025189i,-0.00052826+7.3349e-05i,-0.00070888+0.0010246i,-0.00066523+0.0010944i,-0.00016727+0.00026699i,0.00047199+9.8233e-05i,0.00084779+2.7471e-05i,0.00076672-0.0011199i,0.00094984-0.0016106i,0.00057748-0.00069437i
0.00099073-0.0015921i,0.0024268-0.001967i,0.0031606-0.0012301i,0.0027647-0.0012366i,0.0014013-0.0015888i,0.00010626-0.0019011i,-0.00013344-0.0016539i,0.00068348-0.00086853i,0.00055-0.00076502i,-7.8422e-05-0.00034657i,0.00033843-0.00035676i,0.00062103-0.0004676i,7.4811e-05+0.00062111i,-0.00094868+0.0011317i,-0.0013813+0.00063743i,-0.00045676+0.0004027i,0.00055099+0.00066789i,0.00091223-0.00021502i,0.00089923-0.00088454i,0.0010693-0.0010288i,0.00067635-0.00044275i,0.00040122+0.00010409i,0.00015894-0.00021767i
0.00063306-0.00076644i,-0.00082484+0.0012722i,-0.001565+0.0023156i,-0.00047976+0.0016754i,5.1284e-06+0.0014056i,-0.0004341+0.00088793i,-0.00036803+0.0011942i,7.4716e-05+0.00028146i,6.6345e-05-0.001393i,0.00017243-0.0016259i,0.00083682-0.0011751i,0.00096991-0.00062439i,0.00063036-0.00034042i,4.3368e-05-0.00056702i,-0.00038122-0.00092625i,-0.00098996+0.00031653i,-0.00072977+0.00098395i,0.00024313+0.00042317i,0.00040756+0.00014601i,0.000529-0.00017607i,0.00077511-3.3839e-05i,0.0012485+0.00058126i,0.0013908-1.2577e-05i
-8.5845e-05-0.00017212i,0.0014248-0.0011958i,0.0028045-0.0017671i,0.0025024-0.0011878i,0.0011816-0.0006211i,0.00082944-0.00080933i,0.0014838-0.0010297i,0.0012329-0.0005686i,0.00085231+0.00012941i,0.00096324+0.00012912i,0.00045321-0.00032638i,9.1755e-05+8.717e-05i,-0.00043266-0.00019323i,-0.00083318-0.00067163i,-0.00067014+0.00034792i,-0.00051394+0.00062738i,-0.0004284+0.00030671i,-0.00064125+0.00036079i,5.801e-05-0.00018244i,0.00015763-0.00021967i,6.9822e-05-0.00015882i,0.00045415-0.00033233i,0.0002083-0.00020475i
-0.0017646+0.00043147i,-0.0016565+0.0022885i,-0.00028559+0.0034861i,0.0012308+0.0028929i,0.0016464+0.0011762i,0.00089+0.00041759i,0.00029647+0.00042626i,-0.00081212+0.00046473i,-0.0015358+2.9268e-05i,-0.00084021-0.00052912i,-0.00028183-0.0011172i,-0.00068979-0.001761i,-0.0013051-0.001478i,-0.0016929-0.00088108i,-0.0013283-0.00076215i,-0.00075456+0.00014625i,-0.00065508+0.00060873i,-0.00055033+0.00037526i,1.8944e-05-0.00029557i,1.3303e-05-0.0011635i,0.00056578-0.0010697i,0.0013088-0.00058067i,0.0010508-0.00057618i
6.3848e-05+0.00032874i,0.00041329-0.00080376i,0.00093907-0.0018027i,0.0019491-0.0016152i,0.0017829-0.00099835i,0.00083332-0.0019112i,0.00072995-0.0019332i,0.00062076-0.00089523i,0.00064781-0.00125i,0.00070432-0.0014809i,0.00073237-0.00091784i,0.00075593-0.00084096i,0.00031218-0.00051464i,-0.00011297+0.00039751i,-0.0004152+0.00030149i,-0.00092222-6.7771e-06i,-0.00048554+5.266e-05i,0.00010953+0.00065743i,0.00054819+0.00011069i,0.00046072-0.0008406i,0.000481-0.0010017i,0.00037045-0.0010092i,-0.00019099-0.00080111i
