-0.0031781-0.00091124i,-0.0028216-0.00047303i,-0.0027395-4.492e-05i,-0.0015074+0.0013136i,-0.00054726+0.0025665i,-0.00018033+0.0026329i,-0.00031855+0.0020913i,-0.00030248+0.00090469i,9.6115e-05-0.00052587i,0.00014477-0.00084831i,-0.00029381-0.00030435i,0.00016666-8.3854e-05i,9.5209e-05-2.0225e-05i,-0.00090238-0.00044412i,-0.0014409-0.0012887i,-0.00069611-0.0014079i,8.5761e-06-0.00087924i,0.00015301-0.0011906i,8.6567e-06-0.0012697i,-0.00018999-9.4252e-05i,-0.00031462+0.00080773i,-0.0010893+0.00051711i,-0.0012276+2.0332e-05i
-0.0018603-0.0024475i,-0.0028911-0.0028004i,-0.0033496-0.0019359i,-0.0019111-0.0014494i,-0.0002906-0.0017162i,0.00085155-0.0016367i,0.0017495-0.00085289i,0.0015033+0.00023658i,-0.00092916-0.00068949i,-0.0034768-0.0016282i,-0.0047424-0.0012415i,-0.0046857-0.0011412i,-0.0034915-0.0019724i,-0.0017022-0.0038558i,0.00046685-0.0047282i,0.0018025-0.0035156i,0.0011643-0.0013033i,-0.00040567+0.00034517i,-0.0014769+0.00081102i,-0.0011065+0.00030799i,-0.001452+7.9672e-05i,-0.0019627+0.0001961i,-0.0017904+0.00015105i
0.0029424+0.0027499i,0.0048697+0.0031935i,0.0030814+0.0041911i,0.0015914+0.0041764i,0.0023248+0.0015238i,0.0022626-0.0027681i,0.00072081-0.004485i,-0.00015675-0.0029228i,0.00028058-0.00072502i,0.0015012+0.0010681i,0.0024587+0.0030328i,0.0025708+0.0041967i,0.0010318+0.0033991i,-0.00039395+0.0020915i,-0.00093229+0.001236i,-0.0016159+0.0002511i,-0.0023139-0.00021898i,-0.00091027+0.00013995i,0.0010788+0.00013993i,0.001442+0.0006657i,0.001066+0.00082047i,0.0012472+0.00059582i,0.00099757+0.0006025i
-0.00433+0.0014416i,-0.0047367+0.0028476i,-0.0030643+0.002277i,4.6087e-05+0.00068648i,0.0014392+4.6917e-05i,0.0010782-2.2992e-05i,-0.00021781-0.00018521i,-0.0011884+0.00039167i,-0.0011748+0.00040389i,-0.00082955-0.000474i,-0.0012929-0.0020406i,-0.0017344-0.0035808i,-0.0013255-0.0040424i,-0.00081362-0.0040228i,0.00051165-0.0034086i,0.0013455-0.0016366i,0.00099814-0.00036169i,1.3068e-05-0.00030124i,-0.00087526-0.0003277i,-0.00081216-0.00070653i,-0.00065368-0.0015836i,-0.00086975-0.0021138i,-0.00036654-0.0014775i
0.0021409-0.00075864i,0.003977-0.0013i,0.0014875-0.00059494i,-0.00027469+0.0010891i,0.00030532+0.0022553i,0.0010941+0.00082102i,0.0013945-0.0014039i,0.0011453-0.0028058i,0.00064948-0.0021634i,0.00038356+0.0013029i,-0.00074891+0.0045705i,-0.0019861+0.0055072i,-0.0017266+0.0049755i,-0.0011111+0.0031601i,7.7912e-05+0.00064326i,0.00093222-0.0013366i,0.00067301-0.002256i,0.0010214-0.0012417i,0.00010949+0.00060046i,-0.00081259+0.0014506i,-0.00020866+0.0008601i,-3.1649e-05+0.00017956i,-0.00045087+0.00041778i
-0.0067218+0.0029969i,-0.0062209+0.0061902i,-0.0034184+0.0066295i,0.0010499+0.0038157i,0.0039579-0.00038953i,0.0034136-0.0032536i,0.0012392-0.0040346i,-0.00044455-0.0022774i,-0.0014109-0.00016304i,-0.00099769+2.0606e-05i,0.00087859-0.00093319i,0.0025049-0.0021031i,0.0017822-0.0038277i,0.00092556-0.0051307i,0.0011616-0.0038778i,6.8241e-05-0.0017109i,-0.0004239-0.0010221i,-8.5787e-05-0.00096974i,-0.00031357-0.0011291i,0.0001432-0.00046225i,0.0010998-0.00038214i,0.001191-0.00084389i,0.00082701-0.001072i
0.0032146-0.0013506i,0.0049887-0.0023768i,0.0021802-0.002154i,-0.00043932-0.00028859i,-0.00051027+0.0019123i,5.2545e-05+0.00087331i,-0.00048814-1.177e-05i,-0.0010454+0.00086257i,-0.0013937+0.0016943i,-0.0022339+0.0025135i,-0.0030943+0.0035078i,-0.0028398+0.0043828i,-0.0025435+0.0031901i,-0.0027191+0.0015124i,-0.0019669+0.00050097i,-0.0003081-0.0003026i,0.00081234-0.00056446i,0.00048713-0.00050662i,-0.00023061+0.00039818i,-0.00051491+0.00067278i,-0.00033627+0.0001975i,-0.00017595+5.6271e-05i,0.0004786-7.6722e-05i
-0.0026883+0.0045761i,-0.002234+0.0070451i,0.00044087+0.0058771i,0.002501+0.0031577i,0.002211+0.0010677i,0.0015183-0.00078576i,0.0013917-0.0011445i,0.00081222-0.00034756i,0.00049483-0.00081125i,0.0013873-0.0015309i,0.0028413-0.0010674i,0.0039171-0.0008141i,0.0037453-0.0011272i,0.0032798-0.0010156i,0.0021821-0.0014598i,0.00034783-0.0020869i,-0.00081586-0.0022368i,-0.00068691-0.0016623i,3.1754e-05-0.00010405i,0.00048687+0.00019818i,0.00047769-0.00015705i,0.00033229+0.00038408i,-0.00034747+0.00071442i
0.0035168-0.0016476i,0.0045936-0.0032245i,0.0012843-0.0032822i,-0.00012149-0.0014468i,0.0008323-0.001169i,0.0016613-0.0034999i,0.00040717-0.0041848i,-0.00085165-0.0020113i,-0.00065548+0.00020251i,-0.0025159+0.001265i,-0.0045114+0.0018253i,-0.0045366+0.0011633i,-0.0044362-0.00019076i,-0.0034597-0.00011645i,-0.0025712+0.00013415i,-0.0017386+0.00098143i,-0.0010712+0.0018788i,-0.00028571+0.0012324i,0.00046582+9.5073e-05i,0.000111-6.111e-05i,-0.00046912-0.00016216i,-0.00057473-0.00086851i,-0.0006203-0.0012059i
-0.0075533+0.0020304i,-0.010077+0.0053471i,-0.0086035+0.0082825i,-0.0027797+0.0066417i,0.00076522+0.0036583i,0.0024531+0.0015422i,0.0026452-5.0901e-05i,0.0016613-9.2997e-05i,0.0012044+3.8571e-05i,0.002144+0.0013482i,0.0041497+0.0021624i,0.004647+0.0011576i,0.0036641+0.00025206i,0.002616-0.00045134i,0.0017542-0.0011103i,0.0024221-0.0012945i,0.002536-0.0013298i,0.0012326-0.00085419i,0.00018506+0.00056609i,-0.00014021+0.0008031i,-0.00068643+0.00039278i,-0.0012399+0.00057674i,-0.0012951+0.00056407i
-0.016975-0.01406i,-0.018527-0.0091435i,-0.023325+0.0032076i,-0.014689+0.012469i,-0.0012345+0.015613i,0.0079866+0.0082807i,0.0046901-0.0018103i,-0.0020461-0.0036476i,-0.0058426-0.00028155i,-0.0059133+0.0041334i,-0.0030391+0.0051318i,-0.0020712+0.0009034i,-0.003246-0.0057306i,-0.0057502-0.010675i,-0.0063896-0.012861i,-0.0028311-0.0095617i,0.00076727-0.004478i,0.00041491-0.0027051i,-0.0022978-0.0011683i,-0.0025405+0.00091932i,-0.0006238-0.00065175i,0.00039849-0.0031087i,0.00034704-0.0031245i
0.0042559+0.010033i,0.0048454+0.010302i,0.0074246+0.0043664i,0.0046236-0.0022262i,-0.00049285-0.0049527i,-0.0040584-0.003393i,-0.0035196-0.00010994i,-3.3972e-05+0.00098131i,0.0025944+0.00077184i,0.0025228+0.00044191i,0.001952+0.0013953i,0.0018572+0.0037439i,0.0016003+0.0057933i,0.002259+0.0062972i,0.0028203+0.006749i,0.0023238+0.0057108i,0.0016925+0.0032552i,0.0010444+0.0019952i,0.0005785+0.00069462i,0.00049937-0.000236i,0.0001256+0.00042688i,-1.0606e-05+0.0015383i,3.2289e-05+0.0015164i
0.0061239+0.0020596i,0.0086069-0.00011527i,0.0089491-0.0008025i,0.0064994+0.0001798i,0.004398-0.0009868i,0.0032984-0.0016138i,0.0017843-0.001168i,0.00088735-0.00027797i,0.00040062+2.4424e-05i,-0.00077583-0.0015589i,-0.0017893-0.0033831i,-0.0025504-0.0037093i,-0.0015999-0.0027537i,-0.00015427-0.0016077i,-4.8937e-05-0.0022852i,-0.0010262-0.0039953i,-0.0018844-0.0039237i,-0.00074995-0.0020778i,0.00099322-0.00070834i,0.0011325-0.00035633i,0.0010703+0.00053525i,0.00094933+0.0014099i,0.00052054+0.0011928i
-0.0030595+0.0057603i,-0.0016545+0.0084488i,0.00037409+0.0053993i,0.0019819+0.00027568i,0.0032672-0.0017624i,0.0034802-0.0019939i,0.0033139-0.0021873i,0.0020555-0.0017231i,0.00020947-0.0012384i,-0.0012413-0.0008353i,-0.0017655+0.0014149i,-0.0015787+0.0040846i,-0.0008621+0.0045762i,-0.0010833+0.0035526i,-0.0013274+0.0031499i,-0.0011426+0.0036782i,-0.0011719+0.003295i,-0.00084764+0.0018567i,-0.00037575+0.0010618i,6.9028e-05+0.00015983i,0.00098877-0.00060028i,0.0010296-0.00055777i,0.00036509-0.00088619i
0.0051128-0.0048923i,0.0055784-0.0075875i,0.0026597-0.0065688i,0.00098355-0.0026592i,0.0026503-0.0025266i,0.0040916-0.0050205i,0.0037762-0.0045589i,0.0025207-0.0018262i,0.0011897-0.00079307i,-0.00010952-0.001841i,-0.00050998-0.0027056i,0.00034889-0.0032912i,0.0014761-0.0031845i,0.0020674-0.0018i,0.0028335-0.0016689i,0.0033449-0.0025724i,0.0032297-0.0026793i,0.0021175-0.0014706i,0.0008587-0.0009633i,0.00095741-0.0014421i,0.00075047-0.00088527i,0.00024543-0.00034234i,0.00013998+1.9424e-05i
-0.0027988+0.008824i,-0.00074019+0.012443i,0.0023482+0.009424i,0.0025526+0.0023668i,0.0006651-0.0018192i,-0.0015431-0.0030292i,-0.0031147-0.0026498i,-0.0029314-0.00067712i,-0.0013776+0.00033376i,-0.0019435+0.00052443i,-0.0037956+0.001539i,-0.0040365+0.0032038i,-0.0038066+0.002795i,-0.003791+0.00084935i,-0.0034688+3.9985e-05i,-0.0038699+0.00046595i,-0.0039369+0.00012981i,-0.0030481+0.00011913i,-0.0014974+9.1892e-05i,-0.0002801-0.00018934i,0.00034315+0.00016255i,0.0010035+0.00027443i,0.0010236-7.5277e-05i
0.0031644-0.0054803i,0.0033287-0.0064908i,0.0020211-0.0034554i,0.0023316+8.7346e-05i,0.0038908+0.00037905i,0.0043022-3.8802e-05i,0.0036652-0.00016384i,0.0033892-0.00027i,0.002478-0.00014839i,0.0019082-0.00074287i,0.0024396-0.001438i,0.0027786-0.0016196i,0.0029431-0.0016829i,0.0029944-0.00033377i,0.0038039+0.0017655i,0.0044508+0.0031831i,0.0038871+0.0030127i,0.0028417+0.0017759i,0.0010571+0.00084448i,0.00022307+0.00055177i,-8.5806e-05+0.00012133i,-0.00090312-0.00046138i,-0.00014462-3.2883e-06i
0.000272+0.011281i,0.00029339+0.013172i,0.0014462+0.0073592i,0.0019656+0.0009173i,0.0024112-0.0026397i,0.002502-0.0045919i,0.0017119-0.003925i,0.00035411-0.0019014i,-0.00081748-0.00025696i,-0.0016734+0.00072091i,-0.0030387+0.0018662i,-0.0041525+0.0020731i,-0.0039926+0.00060995i,-0.0026297-0.00058076i,-0.0014354-0.0017811i,-0.0018861-0.0034835i,-0.0025638-0.0038158i,-0.0014987-0.0032747i,-0.00017971-0.0021468i,0.00050145-0.00040504i,0.00064509+0.00040695i,0.00094933+0.00066832i,0.0009254+0.00031258i
0.0040985-0.0012213i,0.0045909-0.002913i,0.0036143-0.0016351i,0.0024602+0.0001244i,0.0022859-0.00070592i,0.0016773-0.0022074i,0.00035738-0.0015814i,-5.7662e-05-0.00049749i,0.00039625-0.0003154i,0.00072179-0.00041981i,0.00096158-0.00037168i,0.0022304+0.00045206i,0.0022386+0.0018917i,0.00066489+0.0030563i,-0.00022514+0.0042498i,-0.00068105+0.0044693i,-0.00067753+0.0032399i,-0.00017025+0.0020696i,-0.00031901+0.00095481i,9.9007e-05+9.053e-05i,0.0013976-0.0003178i,0.00078844-6.9109e-06i,3.107e-05+3.5526e-05i
0.00094757+0.0051754i,0.0012309+0.0054074i,0.0012519+0.0025375i,0.00067135-0.00013742i,0.00035432-0.0017157i,0.0018609-0.0030417i,0.0028864-0.0036208i,0.0024015-0.0015434i,0.0015727-0.00037843i,0.00022266-0.00091646i,-0.0019676-0.00064153i,-0.0029602-0.0012249i,-0.0019202-0.0023064i,3.9142e-05-0.0026968i,0.0015052-0.0028964i,0.0028673-0.0026871i,0.0035215-0.0033007i,0.0023509-0.0030555i,0.0010104-0.0018034i,0.00061038-0.0011748i,-0.00022354-0.00075543i,-0.00043855-0.00018463i,-0.00047461-0.00018862i
0.0015908-0.0024508i,0.00054573-0.0036586i,0.00010285-0.0019131i,0.00097051-0.00021296i,0.0011052-0.00061521i,0.00032414-0.0018363i,0.00031576-0.0029128i,0.00041163-0.0024642i,-0.00028721-0.0011714i,-0.00048941+0.00057215i,-3.7489e-06+0.0022402i,0.001043+0.0035146i,0.00055524+0.0035936i,-0.00044234+0.0018595i,-0.0012076+0.0012425i,-0.0029023+0.0011484i,-0.0035673+0.0016401i,-0.0019431+0.0018152i,-0.00057929+0.00055652i,-3.7819e-05-0.00032896i,0.00054645-4.0872e-05i,0.0010144+9.6121e-05i,0.00089782+4.1903e-05i
0.0032129+0.0032946i,0.0024362+0.0051534i,0.0019979+0.0030959i,0.0014305-0.00018978i,0.00079979-0.0021565i,0.00086252-0.0021161i,0.0012682-0.00075543i,0.0014231+0.00038198i,0.0011985+0.00035494i,-0.00047217-0.00089729i,-0.0023554-0.0024206i,-0.0017333-0.0031082i,0.00036844-0.002775i,0.0018289-0.0017818i,0.0026478-0.00046524i,0.0026326+0.00066476i,0.0024807+0.00062455i,0.0021518+0.00019848i,0.00089955-0.00014893i,-0.00017852-0.00040311i,-0.00054316-0.00029075i,-0.0003679+0.00035526i,-0.0001829+0.00033223i
0.001239-0.0013589i,0.0026335-0.0018903i,0.0036852-0.0030237i,0.0031802-0.0032425i,0.0012468-0.0029098i,0.001341-0.0027177i,0.0010068-0.0025763i,-0.00014743-0.0017582i,0.00029759-0.00059425i,-0.00018039+0.00079318i,-0.00079083+0.0038362i,-0.00047766+0.0058664i,-0.00043972+0.0045815i,-0.00075184+0.0017211i,-0.0012447-0.00045128i,-0.0017865-0.0019772i,-0.0014859-0.0025112i,-0.0010678-0.00067685i,-0.0010973+6.3812e-05i,-0.00094095-0.00012259i,0.00044862+0.00047538i,0.0010065+0.00094514i,0.00015687+0.00077978i
0.00013491+0.005539i,0.0012071+0.0059644i,0.0010442+0.0047261i,0.00036162+0.0027913i,0.0010892+0.00013331i,0.0013075-0.0025778i,0.00024929-0.002937i,-0.00043864-0.00074587i,-0.00022468-0.00058503i,-9.5731e-05-0.0024416i,-0.00049527-0.0037671i,0.00063451-0.0036684i,0.0012635-0.0020967i,0.0005938-0.00027527i,2.2247e-05+0.0014949i,-0.00032941+0.0024205i,-0.00024554+0.0026921i,0.00057508+0.0017155i,0.0015306+0.00042546i,0.0014156+0.00045419i,0.00059922+0.00070503i,0.00026306+0.00080564i,-6.749e-06+0.00075771i
0.00020724-0.0019719i,0.0017713-0.0015553i,0.0014535-0.0016234i,0.00087494-0.00016188i,0.00092795+0.00039577i,0.001225-0.00031184i,0.00067307-0.00018331i,0.00030937+0.00020008i,0.00032465+0.00091714i,-6.8566e-05+0.0019769i,-0.00028223+0.0034667i,-0.0010188+0.0037891i,-0.0021146+0.0020949i,-0.0017962-0.00062387i,4.6094e-05-0.0026527i,0.0015307-0.0027945i,0.002048-0.0023291i,0.0011858-0.0019679i,0.00077328-0.00143i,0.00067163-0.00091699i,-5.8665e-05-0.00093659i,0.00013212-0.00025213i,0.00029197+0.00085261i
0.0010186+0.0042384i,0.00064948+0.0040218i,-0.00068625+0.0024417i,-0.0011802+0.00056807i,-6.1286e-05-0.0010654i,0.00078518-0.0019124i,0.00041666-0.002522i,-0.00021538-0.0029091i,-0.00070455-0.0029975i,-0.00081398-0.0015283i,0.0006832-0.00066948i,0.0023871-0.00089139i,0.002972-7.0791e-05i,0.0017099+0.00075538i,-0.00051813+0.00076162i,-0.0024248+0.00055019i,-0.0027379+0.00030637i,-0.0018079+0.0003647i,-0.00048172+0.00023962i,0.00052924-0.00045047i,0.0011647-0.00096009i,0.00056016-0.00038569i,5.8197e-05-0.00016278i
0.0018598+5.1811e-05i,0.0032752+6.8551e-05i,0.0028505+0.00024063i,0.0028484+0.0011857i,0.0024251+0.00060474i,0.0015061-0.0011705i,3.909e-05-0.0015819i,-0.0016293-0.00033688i,-0.0011156+0.0011801i,-0.00038401+0.0014144i,-0.0010995+0.00072608i,-0.0021279+0.00031617i,-0.0018952-0.0005938i,-0.00080466-0.00099464i,0.00010116-0.00041836i,0.0012445+0.00040274i,0.0020815+0.00073934i,0.0014729+0.00024928i,0.00021305-0.00014737i,-0.0003509+0.00027325i,-1.1383e-05+0.00042164i,7.9029e-05-0.00022862i,4.2703e-05-0.00025826i
-0.0026878+0.0041975i,-0.0021814+0.0040255i,-0.00070363+0.0031142i,0.00048704+0.00074854i,0.00095743-0.0021301i,0.00063383-0.0033952i,0.00035032-0.003i,0.00038367-0.0021533i,0.00093442-0.0018634i,0.0014244-0.0010733i,0.0018244+0.00080263i,0.0024162+0.0019549i,0.0018533+0.0016147i,0.00019243+0.0012906i,-0.0010347+0.0011319i,-0.0011984-0.00082613i,-0.00096507-0.0021134i,-0.00060991-0.0010231i,-0.00062476-0.00010879i,-0.00024687-0.00010232i,0.00016944-0.00048497i,-0.00012189-0.00042025i,0.00036092+0.00037537i
0.0033401+0.00024563i,0.0038678+0.00085381i,0.002412+0.0016817i,0.00062922+0.0014204i,0.0010462+0.00015927i,0.0028714-0.00088061i,0.0027197-0.00093885i,0.00094253-0.00062406i,-0.0001021-8.0016e-05i,-0.0010723+0.00023693i,-0.0021928-8.1935e-05i,-0.0023455-0.0012968i,-0.0009355-0.0022294i,0.00022387-0.0014428i,0.00035828-0.00013242i,-0.00045088+0.00069509i,-0.0012329+0.00098796i,-0.00052193-7.0678e-05i,0.00026385-0.0014253i,0.00046028-0.00091989i,0.00049213-0.00014032i,5.6907e-05-5.6683e-05i,-8.1798e-05+0.00031373i
-0.0030616+0.0020181i,-0.0031051+0.0032285i,-0.00094411+0.0028504i,0.0016981+0.0015855i,0.0028992-9.7173e-05i,0.0024272-0.0026455i,0.00096153-0.0030612i,-0.00028734-0.0012611i,-0.00014897+0.00040304i,0.00079645+0.0016646i,0.001639+0.002756i,0.0024883+0.00326i,0.0012739+0.0025276i,-0.00034961+0.0010903i,0.00054032+7.8672e-05i,0.0018165-0.00036266i,0.0020271-0.00093755i,0.0013051-0.0010408i,0.00019411+0.00019234i,-4.2643e-05+0.00088579i,0.0005634-0.00020031i,-6.3634e-05-0.00086978i,-0.00062757-0.00060839i
0.0039699+0.0027743i,0.0059527+0.0028961i,0.005041+0.0017133i,0.0024396-0.00010699i,0.0010817-0.0018352i,0.0011812-0.0017037i,0.00090193-0.000726i,-0.00028043-0.00060973i,-0.00049492-0.0013612i,-0.00061258-0.0015554i,-0.0012159-0.0015467i,-0.0012768-0.0027923i,-0.00013321-0.0021306i,0.00056062-0.00013037i,-0.00071915-0.00037961i,-0.0015991-0.0012027i,-0.00178-0.00071345i,-0.0007473-0.00013648i,0.00075308+0.00021052i,0.0011512+0.00059378i,0.00020769+0.00046873i,-0.00025576+0.00041056i,0.00013977+0.00023547i
0.00020788+0.0031888i,0.00070924+0.0020064i,0.0030892+0.00039921i,0.0035343-0.0004119i,0.0024686-0.00099488i,0.0016174-0.0022781i,0.00048295-0.002794i,-0.0008207-0.0014628i,-0.00044852+0.00023916i,-0.00016758+0.00073535i,-0.0013894+0.0016883i,-0.0018197+0.0023948i,-0.0014517+0.0024614i,-0.0011152+0.0021008i,0.00024867+0.0018135i,0.001478+0.0013602i,0.0012362+0.00089369i,0.00073902+0.00069791i,-8.42e-05-0.00010128i,-0.00050238-0.00027813i,-0.00054521-0.00028134i,-0.00063283-0.00014692i,-0.00074428+9.1626e-05i
0.00063027+0.0021315i,0.00092532+0.0035969i,0.0012659+0.0041875i,0.0019277+0.0025589i,0.0025944+5.6854e-05i,0.001708-0.0012652i,0.00037544-0.0001829i,-0.00016416+0.00051426i,0.00085134-0.00022837i,0.0014039-0.0012163i,0.0005973-0.001707i,0.0013448-0.0015599i,0.0014817-0.00094991i,0.00018543-0.00065568i,0.00011403-0.00095856i,-1.3175e-05-0.0016213i,-0.0004189-0.0011717i,-0.0002188-0.00035948i,-7.233e-05+7.9697e-05i,-0.00057902+0.0012814i,-0.0016851+0.0014616i,-0.0021485-5.196e-05i,-0.00038562-0.00088916i
0.00099636-0.0013425i,0.0012566-0.0018746i,0.0013981-0.0021907i,0.0010294-0.0019336i,0.00097195-0.0012669i,0.0014687-0.00095972i,0.0023588-0.0017193i,0.0021863-0.0013012i,0.00091136-0.00029866i,-0.00076294-1.8593e-05i,-0.0024189+0.00089636i,-0.0035786+0.0018181i,-0.0028949+0.00067592i,-0.00073765-0.00078893i,-0.00023634+0.0002379i,-0.00060635+0.0017025i,-2.9196e-05+0.0020934i,0.00080275+0.0010959i,-6.847e-05+8.6463e-05i,-0.0005122-9.8916e-06i,-0.00017573+0.00033122i,-0.00010209+0.00015106i,0.00016183-4.3756e-05i
0.00045495+0.0021922i,0.00070082+0.0037903i,0.00065968+0.0032906i,0.00086919+0.0016947i,0.00043223+0.00028568i,-8.3212e-06-0.0010359i,-0.00034601-0.0016857i,-0.00022007-0.0018979i,0.00069078-0.0010132i,0.0010522-8.5e-05i,0.00087436-3.5821e-05i,0.0011785+0.000308i,0.001539+0.0011973i,0.0016607+0.00051289i,0.0019743-0.001162i,0.0024934-0.0015003i,0.0021271-0.0011284i,0.00039041-0.0005926i,-0.00053176+0.00044753i,-0.0005157+0.001019i,-0.00056964+0.00022351i,-0.00032859-0.00041954i,0.00027751-0.00051036i
1.5243e-05+0.0011475i,0.00091955+0.001683i,0.0018656+0.00086734i,0.0036205-0.0013316i,0.004389-0.0027107i,0.0029742-0.0029156i,0.001868-0.002184i,0.0014018-0.00043888i,0.00067486+0.00079688i,-0.0011989+0.0007293i,-0.0022981+0.00078489i,-0.0019412+0.00078658i,-0.0014365-0.00029135i,-0.0010378-0.001036i,-0.0018552-0.00084275i,-0.0036055-0.00082709i,-0.0028001-0.00028652i,-0.00049963+0.00069615i,0.0010891+0.00048596i,0.0018407+0.00026189i,0.0011434+0.0001079i,0.00020321+2.7974e-05i,0.00052049+9.6112e-05i
0.00057199+0.0059047i,0.001567+0.006044i,0.0017224+0.003729i,0.00077803+0.0007683i,0.00060986-0.00058487i,0.00078619-0.0016367i,0.0001885-0.0020982i,-0.00044161-0.0016558i,-0.00028635-0.0008245i,0.00058532-0.00023908i,0.00143+0.0005111i,0.0018403+0.0010105i,0.00097424+0.0014584i,-3.2593e-05+0.0018774i,0.00084614+0.0024023i,0.0023985+0.0023587i,0.0024984+0.0015897i,0.0011004+0.0012678i,-0.00058715+0.00066332i,-0.00087839-0.00033098i,2.0783e-05-0.00018707i,0.00055658+0.001124i,0.00084195+0.0011579i
-0.00016913+0.0012672i,-0.00095679+0.001453i,0.00041327+0.0022793i,0.0030619+0.0021876i,0.0042455+0.00061628i,0.0038351-0.0016178i,0.0020141-0.0017367i,2.9416e-05+0.00012374i,0.00010378+0.0012049i,0.00077891+0.00041987i,-0.00089747-0.00070538i,-0.0021411-0.0013214i,-0.0013875-0.00068578i,-0.00096475-0.00011577i,-0.00087648-0.00095383i,-0.00056103-0.0016026i,-0.0012232-0.00065186i,-0.00072037-0.00015623i,0.00040005+0.00015428i,0.00054909+0.00036738i,0.00031331+0.00017669i,0.00015049+0.00087291i,-0.00010663+0.0013446i
0.0016888+0.0063038i,0.0048687+0.0054937i,0.0054827+0.0030223i,0.0034366-0.00055819i,0.0020435-0.0027862i,0.0020747-0.0027719i,0.0017636-0.0023187i,0.0012408-0.0011722i,0.0013314-0.00039961i,0.00032833+0.00049505i,-0.00054556+0.002138i,-0.00053276+0.0021528i,-0.00060312+0.0019394i,-0.0014022+0.0019514i,-0.0019737+0.0020165i,-0.0017124+0.0026094i,-0.00078509+0.0022645i,5.0189e-05+0.00081356i,-0.00015908-8.747e-05i,0.00052209-0.00056631i,0.00073282-0.00085153i,0.00033176-0.00080948i,0.00050338-0.00023573i
0.0012229-0.0032708i,0.00021068-0.0040151i,-0.0020054-0.002809i,-0.00087303-0.00032609i,0.0012167+0.0012758i,0.00047779+0.00024945i,-2.4843e-05-0.001084i,-0.00049851-0.00061494i,-0.0011932-0.00010886i,-0.00087649-0.00059516i,-0.00030236-0.001049i,0.0003361-0.0010046i,0.00085801-0.00071853i,0.0010082+0.00049378i,0.00095842+0.00029872i,0.0012502-0.0013937i,0.0010949-0.0016066i,0.00034586-0.0011536i,-0.00021234-0.00047535i,-0.00075553-5.477e-05i,-0.00050973-0.00041585i,0.00014634-0.00061776i,0.00030502-0.00044997i
0.00021069+0.0030708i,0.0018916+0.0056097i,0.0033855+0.0039487i,0.0029226+0.00037989i,0.0022324-0.0017137i,0.0020699-0.0022646i,0.001629-0.0024426i,0.0012068-0.0017524i,0.0008752-0.00053507i,-0.00044956+0.00078i,-0.0013776+0.0016627i,-0.0013303+0.0024541i,-0.00085966+0.0019063i,-0.00050107-0.00043069i,-0.00098695-0.0013651i,-0.0016951-0.00014749i,-0.0014155+0.00096409i,-0.00011161+0.00075091i,6.4089e-05-6.8183e-05i,0.00042917+0.00051198i,0.00074789+0.0011862i,0.00050387+0.0012383i,0.00049135+0.0013151i
0.0025514-0.0022287i,0.0021631-0.0049728i,0.0010936-0.0047389i,4.4804e-05-0.0021494i,8.1962e-05-0.0007597i,0.00011919-0.0011221i,-0.00052288-0.00084706i,-0.00092879-0.00053504i,-0.00078975-0.00036243i,-0.00055493+0.00037436i,-0.0002483-4.3725e-05i,0.00018973-0.00030882i,0.001275+0.001027i,0.0019651+0.0012105i,0.0015797+0.00069495i,0.0012033+0.00052949i,0.001107+0.00042383i,0.00059555+7.4101e-05i,-0.00083163+4.0856e-06i,-0.00094269+0.0002272i,0.00076762+8.5448e-05i,0.0021752-0.0002101i,0.0021784-0.00024842i
0.0016092+0.0087072i,0.002953+0.011081i,0.0048732+0.0085157i,0.0053214+0.0017961i,0.0043859-0.002912i,0.0026036-0.0035772i,0.0010109-0.0026018i,0.00061308-0.0010524i,0.00051473+0.00018341i,0.00022125+1.9924e-05i,-0.00074217+0.00043858i,-0.0012734+0.00071077i,-0.0012872+0.00079909i,-0.00073491+0.00079382i,0.00019002+0.00034007i,-0.00083752+0.00018426i,-0.0019339-0.00030348i,-0.00069963-0.00049669i,0.00052961-0.00016865i,0.00077559+0.00038566i,-0.00021475+0.00084623i,-0.0013564+0.00074946i,-0.00059218+0.00069742i
0.0023659+0.0018712i,0.0041992-0.0008615i,0.0039581-0.0013581i,0.0031412-0.0016408i,0.0039126-0.00219i,0.0040336-0.003303i,0.0023495-0.0024658i,-2.2028e-05-0.0006438i,-0.00038891-0.00015446i,0.00086847-0.00068231i,0.001313-6.8122e-06i,0.0005994+0.00094667i,-0.00033464+0.0011408i,-0.0012128+0.0015097i,-0.0013324+0.0023322i,-0.00045079+0.0026472i,0.00032567+0.0020249i,0.0006207+0.00043432i,0.00057333-0.00081736i,-3.4297e-05-0.0011508i,-0.00060413-0.0011231i,-0.00049515-0.00053172i,-0.00030843+0.00010935i
