0.0003227-0.0012841i,0.00053975-0.0010518i,-0.00011063-0.00047495i,-0.0014448+0.00043989i,-0.0027179+0.0010053i,-0.0023904+0.0011776i,-0.00052352+0.0015691i,0.00058588+0.0016822i,0.00070794+0.00048901i,0.00068606-0.00037008i,0.00059236-0.00013889i,0.00054013-0.00051i,0.00053002-0.0012428i,0.00068602-0.0010708i,0.00076077-0.00025402i,0.00059945+0.0001703i,0.00054357+0.00038816i,0.00063575-1.0359e-05i,0.00026074-0.00066581i,-0.00061696+5.5144e-05i,-0.00031764+0.00074505i,0.00069837+0.0006805i,0.0006997+0.00061128i
0.001331+0.0011085i,0.0012931+0.00069495i,0.0014427-0.00055115i,0.001167-0.001226i,0.00077527-0.00044386i,0.00028044+0.00031269i,-0.00010551+0.00072145i,-0.00014259+0.0001488i,0.00023949-0.00026701i,-0.00033532-0.00049225i,-0.00072745-0.0012596i,-0.0002997-0.0014534i,-3.6157e-05-0.00077957i,0.00084618+4.0052e-05i,0.00071679+0.00068148i,4.3176e-07+0.00021901i,-3.5532e-05-0.00063411i,-0.00042844-0.00017814i,-0.00031646+4.2024e-05i,9.4064e-05-0.00021728i,6.2447e-05-0.00074826i,0.00020016-0.00099075i,0.00025088-0.00036693i
-0.0019515+0.0021215i,-0.0020544+0.0017626i,-0.001853+0.0011227i,-0.0012871+0.0010414i,-0.001092+0.0013222i,-0.00042603+0.0010094i,1.1907e-05+0.00045012i,-0.0010186+0.00036351i,-0.00071951+0.00081377i,0.00027438+0.0013218i,3.0664e-05+0.00087132i,-0.00016664+0.0001946i,-0.00010022-7.3117e-05i,-0.00033332-0.00032081i,0.00019711+0.00031485i,0.0003281+0.00026619i,0.00061351-0.00054409i,0.0003059+5.436e-05i,-0.00036378+0.00033524i,-0.00058462+0.00047459i,-0.00034444+0.00028699i,3.8548e-05+7.2464e-05i,-4.4152e-05+6.204e-06i
-0.00038155-0.0017087i,-0.0015176-0.0013833i,-0.0008855-0.0011308i,-0.00055096+5.9283e-06i,-0.0012991+0.00066581i,-0.00092297+0.00075114i,0.00037951+0.0010003i,0.00062406+0.0012792i,4.8216e-05+0.00062537i,-4.5788e-05+7.614e-05i,-0.00039387+2.1522e-05i,-0.00035834-0.00057308i,0.00018011-0.00090571i,0.00092308-0.00061707i,0.00064236-0.00041453i,0.00073769-0.00019813i,0.00080995-0.00010612i,-0.00022832+0.00037985i,-0.00026817+0.00068089i,0.00068168+0.00046652i,0.0011045-9.405e-05i,0.00035709-2.3302e-05i,-0.00011865+0.00055112i
0.00043274+0.0014082i,0.00040097+0.00027265i,0.00081574+0.00061558i,0.00038722+0.0010039i,-0.00054942+0.00059112i,-0.0010226+0.00042753i,-0.00093471+0.00060603i,-0.0003173+6.1203e-05i,0.00025066+3.384e-05i,0.00063283-4.6483e-05i,0.0011808-0.00011692i,0.0011473+8.6467e-05i,0.00014664+0.00080578i,-0.00061342+0.00058764i,-0.0001205-0.00066946i,0.00047897-0.0011601i,8.1919e-05-0.00093668i,-0.00012751-0.00067007i,-0.00014157+4.0873e-05i,-0.00049963+0.00033125i,-7.0848e-05+0.00030047i,0.00033021+0.0012643i,0.00045407+0.0013626i
-0.0012095-0.0010961i,-0.0012892-0.00095575i,-0.00049757+0.00016468i,-0.0005674+0.00070678i,0.00016363+0.00050779i,0.0010082-4.4005e-05i,0.00065584-0.00070191i,0.00012978-0.00046995i,2.9547e-05+0.00038421i,-0.00013383+0.00061397i,-0.00023547+2.5174e-05i,-0.00084182-0.000293i,-0.00048252+6.2942e-06i,0.00073453+0.00080471i,0.00058023+0.00074081i,-0.0001104-0.00040745i,0.00019403-0.00066028i,0.00060727+5.9432e-05i,0.00056823+0.00043828i,0.00028831+0.00032179i,0.00011159+9.9257e-05i,7.1312e-05-0.00053052i,-0.00011644-0.00095667i
0.0024394+2.2115e-05i,0.0013226-0.0020542i,0.00039738-0.0024677i,-0.00055367-0.001316i,-0.00050676-0.00025924i,-7.0604e-05+0.00057197i,0.0008578+0.0005582i,0.0014071+0.00047112i,0.0011059+0.00072115i,0.00044911+0.0004668i,0.00055545-0.00025681i,0.0012854-0.00075118i,0.0013366-0.00053792i,0.00067029-0.0002446i,0.00064464-0.00021482i,0.00094354+0.00017661i,0.0006732-4.4668e-05i,0.00013896-0.00090506i,-0.00025881-0.00062541i,-0.00024378-0.00020984i,0.00019362-0.00015868i,0.00069125+0.00047169i,0.0011819+0.0013471i
-0.0016176-0.0014449i,-0.0018861-0.0017927i,-0.0015762-0.0016559i,-0.0020877-0.00044096i,-0.0019867+0.00062485i,-0.0015356+0.00142i,-0.0014065+0.0011598i,-0.0010115+0.00029914i,-5.3147e-05-0.00079989i,0.00027032-0.0013214i,0.00027674-0.00091191i,0.00018285-0.00016824i,-8.8355e-05+0.00052654i,-0.00017476+0.00018052i,4.2618e-05-0.0012863i,0.00058129-0.001227i,0.0007061-0.00033145i,0.00024279-0.00023017i,-3.7755e-05-0.00041115i,-0.00010506-0.00012972i,0.00028102+0.00014395i,0.0003339+0.00018368i,0.00040828+0.00034618i
0.0013466-0.0020343i,0.00082287-0.0015809i,5.2019e-05+0.00016527i,-0.00093861+0.00090195i,-0.0013623+0.0006564i,-0.0015511+0.00048554i,-0.00042212+0.00079967i,0.0012326+0.00076604i,0.0011593+8.6463e-05i,0.00022749+1.8851e-05i,-0.00023971+0.00091542i,-0.00022557+0.00067155i,0.00089811-0.00049381i,0.0011349-0.00069335i,0.00073958-0.00099558i,0.00079625-0.00033766i,0.00022281+0.00029818i,-0.00010554-8.6395e-05i,0.00043802-0.00055558i,0.00080694-0.00024319i,0.00079811+0.00066832i,0.00032225+0.00052081i,-0.00029203+7.7203e-05i
-0.00047067+0.0020945i,0.00015965+0.0022905i,0.00063166+0.0023075i,0.00090179+0.0015987i,0.00065395+0.00081904i,-0.00034256+0.00057404i,-0.0011372+0.00079142i,-0.00079672+0.00078015i,0.00017053+0.00035525i,0.00034938-0.00051131i,0.00027081-0.00055656i,-0.00014089-0.00034288i,-0.00062517-0.00029038i,-0.000637-5.7947e-05i,-0.00065345+0.00024937i,0.0001518+0.00013631i,0.00074803-0.00027758i,0.00042364+0.00012956i,0.00019531-0.00040722i,0.00018737-0.0005338i,0.00012223+0.00019393i,-0.00025527+0.00024813i,-0.00041483+0.00046919i
-0.00092005-0.0013748i,-0.0010694-0.00080867i,-0.0013278-0.00049523i,-0.0011035+0.00074688i,-0.00033399+0.0020233i,0.00031921+0.0018269i,-0.00014232+5.8808e-05i,-0.00048492-0.0013938i,1.1601e-05-0.00083361i,0.00036412+0.00058486i,0.00055313+0.00087521i,0.00027844+0.00015948i,-0.00063877-0.00062576i,-0.00065282-0.00080559i,9.1216e-05-0.00039631i,0.00029502-7.2504e-05i,-4.806e-05-0.0003271i,-0.00024823-3.1454e-05i,-0.00041582+0.00071211i,-0.0001646+0.00054351i,0.00021257+1.4567e-06i,-9.6213e-05-0.0004385i,-0.00025727-0.00039966i
3.78e-05+0.0009895i,-0.00025437+0.0014188i,-0.0013998+0.00069746i,-0.0013222+0.00069936i,-0.00088084+0.00083889i,-0.00055846+0.00035449i,-0.00044916+0.00016638i,-0.00022515+0.0001576i,0.00035661+0.00022209i,0.00019964+0.00048321i,-0.00032395-0.00012324i,-0.00026985-0.00075788i,-0.00018987-0.00013173i,0.00021637+0.00042843i,0.00093471+0.00048733i,0.00064373+0.00038088i,-0.00024875+0.00018802i,0.00011805+5.1929e-05i,0.00073169-0.00027029i,0.00052744-0.00048151i,0.00021664-0.000592i,0.00046086-0.00033166i,0.00079313-0.00031532i
5.7665e-05+0.00019046i,0.00021207+0.00056736i,-0.00047-0.00050225i,-0.0008241-0.00023758i,-0.0010821+0.0012921i,-0.00093565+0.0012836i,-0.0010725+0.0010605i,-0.00080914+0.00030036i,-0.00021513+0.00016389i,-0.0005377+0.00073554i,-0.00038228+0.00084645i,0.00011375+0.00062604i,0.00066403+0.00017012i,0.00078193-0.00021219i,0.00054733-0.00051457i,0.0008541-0.00062053i,0.00081571-0.00027042i,-9.2214e-05+9.0241e-05i,-0.0010431-3.4553e-05i,-0.00081618-8.9007e-05i,4.4876e-05+0.00027944i,0.00022192+0.00059857i,-3.9481e-05-1.7465e-05i
0.00030096-0.002211i,0.00092753-0.002013i,0.00059872-0.0023654i,-0.00025779-0.0012619i,-0.0011007-1.7668e-05i,-0.0012215+0.0002041i,-0.00024707+0.00036512i,0.00029443+0.00053777i,-0.00031414+4.8441e-05i,-0.0011737-1.4504e-05i,-0.0017347+0.00048321i,-0.00099151+0.00037559i,0.00012573-0.0006285i,0.00069078-0.0018233i,0.00052164-0.0012696i,-0.000307+0.00013238i,-0.00016092-0.00066226i,4.2914e-05-0.0010934i,-6.6316e-05+0.00035988i,8.722e-05+0.0003623i,-0.00014513+4.0338e-05i,3.6837e-05+0.00048259i,0.00069126-0.00040233i
0.00085369+0.00035645i,0.00080376-0.0001961i,0.00076438-0.0012057i,0.00094901-0.0015259i,-9.8329e-05-0.00045555i,-0.00076956-0.00029023i,0.00040695-0.00061433i,0.0013301-0.00011713i,0.0012766+0.00039658i,0.00033936+0.00018326i,-0.00036647-5.7919e-05i,-0.00066076+0.00025244i,-0.00022286+0.00028796i,0.00061918-0.00021009i,0.00047059-0.000352i,0.00018483-0.00031407i,-7.1434e-06-0.00014702i,0.00011462-4.2688e-05i,0.00049285+0.00045359i,0.00039162-7.3987e-05i,-0.00066129-0.00035046i,-0.00063442+0.00026384i,0.00051251+0.0005981i
-0.0010411-0.00041169i,-0.0008149-0.00020829i,-0.00099188-0.00014382i,-0.0011698+0.00072491i,-0.00073604+0.00094527i,-0.00065397+0.000289i,-0.00025331+0.00056846i,0.00037247+0.0011447i,-0.00052762+0.00077333i,-0.00067613+0.00043249i,0.00014123+0.0005429i,0.00035236+0.00010927i,0.00042868-9.8636e-06i,0.00081216+0.00038347i,2.9956e-05-0.00014859i,-0.00091992-0.00016751i,-0.00017377+9.9075e-05i,-0.00037998+0.00029192i,-0.00095012-2.8797e-05i,-0.00053162-0.0002573i,3.6235e-05-2.1679e-05i,0.00052721+0.00044942i,0.00057635+0.00040202i
-0.00020311-9.7943e-05i,0.00045418-0.00054923i,-1.0832e-05-0.0014527i,-0.00035606-0.0013067i,-0.00030514-0.00041633i,0.00010767-4.3607e-05i,-0.00035122+0.00028748i,-0.00052255+0.00070974i,-0.00057131+0.00075199i,-0.00074267+0.00018853i,-0.00079301-0.00031154i,-0.0006736-0.00030407i,-0.00024341-0.00048498i,-0.0002887-0.00052061i,-0.00040956-0.00015408i,-0.00057659-0.00036642i,-0.00036842-0.00057635i,0.00035866-0.00037455i,0.00051677-0.00013054i,0.00053289-0.00013445i,0.00062791+2.6804e-06i,-0.00037861+0.00054291i,-0.00068318+0.00022405i
0.00022757-0.001118i,0.00029865-0.0013243i,-0.0002522-0.001051i,-0.00092824+0.00029881i,-0.0010086+0.0013413i,-0.00083887+0.00076991i,-4.3782e-05+5.0082e-05i,0.00015954+0.0002124i,0.00013012+2.1261e-05i,-0.00035741-0.00031986i,-0.00042862-0.0001489i,0.00014815+0.00027463i,0.00067298+0.0004534i,0.0005791+0.00012365i,-0.00027888+0.00029255i,-0.00063913+0.0001317i,-0.00021249+0.0002617i,0.00032313+0.00029389i,0.00036228-0.00058816i,-0.00026321-0.0014838i,0.00010141-0.001103i,0.00024016-0.00050212i,5.1637e-05+6.5712e-05i
0.00012565+0.00047274i,0.00021586+0.00034158i,-0.00011941-0.00061998i,0.00010151-0.0011921i,-0.00035039-0.00094132i,-0.0011013-0.00035375i,-0.0008585+0.00037759i,0.00010855+0.00072631i,0.0003526+0.00012871i,-0.00024693-0.00052341i,-0.0005528-0.00065661i,-0.00011975+0.00018044i,-0.00017956+0.001118i,-0.00069488+2.1054e-05i,-0.00020528-0.00062172i,0.00013449-0.00015374i,-4.7406e-05+0.00012349i,-9.8795e-05-0.00024426i,-0.00026994-0.00029732i,-0.00028063+0.00023i,-0.00014233+0.0006518i,-0.00077078+0.0010935i,-0.00094797+0.0008601i
0.0011061+0.0003288i,0.001538+0.00012818i,0.001058+4.192e-05i,0.00030234-0.00018833i,-0.00029216+0.00053639i,-0.0007854+0.0007133i,-0.00053412+0.0008536i,-0.0005869+0.0012481i,-0.00085586+0.00070478i,-0.00059791+0.00064547i,-0.0005599+0.0011495i,-0.00020174+0.00079447i,-6.8141e-05+0.00029454i,0.00054124+0.0003583i,0.00093736+0.00053604i,0.00036957+0.0010418i,-6.9012e-05+0.000798i,0.00047893+0.00037943i,0.00046367+0.00017467i,0.00012959-7.1449e-06i,8.3536e-05+0.00063025i,0.00045927+0.00041604i,0.00089668-0.00012976i
0.00056707-0.00025987i,0.00013774-9.5351e-05i,-0.00040037-0.00031031i,-0.00050289-0.00064211i,-0.00012073-0.00060048i,0.00014218+0.00024465i,0.000396+0.0010325i,0.00031237+0.00054574i,0.00016911+0.00019639i,0.00049366+0.00021749i,0.00056745-0.00029665i,0.00015454-0.00080923i,-3.6871e-05-0.0005509i,-0.00011215-0.00047381i,0.00014716-0.00057255i,0.00038826-0.00064107i,0.00047527-8.553e-05i,0.0010869-3.1343e-05i,0.00071809-0.00035695i,-9.5906e-05-0.00059834i,-0.00015127-0.00085608i,-0.00056595-0.00030671i,-0.0008599+0.00028817i
-2.9436e-05-0.00081436i,0.00054355-0.0006356i,0.00012483-0.0015129i,-0.00063495-0.00082i,-0.0013333+0.00031337i,-0.0011636+0.00032216i,-0.00045184+0.00020473i,5.5503e-05+0.00081302i,0.00036395+0.0006501i,0.00020939+0.00027558i,-0.00026764+0.00025789i,-0.00070289-0.0001315i,-0.001032-0.00088338i,-0.00051682-0.0011681i,0.00057547+4.3458e-05i,0.00054339+0.00050526i,-6.241e-05+6.234e-05i,5.4237e-06+0.00028042i,-0.0002354+0.00025417i,-0.00026618+0.00013213i,0.00022525+8.8816e-05i,0.0010366+5.4528e-05i,0.001104-0.00038816i
0.00040457+0.00058268i,0.0017727+0.00071249i,0.0021627+0.0008843i,0.00086295+0.00060394i,-0.00042528+0.00067783i,-0.00055298+0.0011391i,-6.2463e-05+9.7899e-05i,-0.00023252-0.00072991i,-0.00058943-0.00049449i,-0.00041944+0.00010797i,-0.00026532+6.8107e-05i,0.00052845+0.00025165i,0.00067362+0.00033665i,-7.2273e-05+0.0002945i,0.00014301+0.00019443i,0.00079928+0.00017586i,0.00066029+0.00036815i,0.00053558+0.00087103i,0.00061028+0.00086251i,0.00023118+0.00026665i,-1.1428e-05-0.00023542i,3.9954e-05+0.00023594i,-0.00028205+0.0006025i
0.00047654+0.0010943i,0.0011669+0.00019581i,0.0014746+0.00048046i,0.00062274+0.00024306i,0.00017603-0.00021788i,0.0006262-0.00040888i,8.1902e-05-0.00034601i,-0.0007651-0.00041148i,-0.00035663-0.00056132i,-0.00027875-0.00035254i,0.00037311+0.00028199i,0.00029934+0.00026283i,0.00012569-0.00028047i,0.00064506+0.00041196i,0.00016657+0.00064389i,0.00048032-8.5039e-05i,0.0003462-0.00059534i,-0.00056698-0.00045325i,-0.00079473+3.5601e-05i,-0.00044485+9.7829e-05i,-0.00011373-0.00050655i,-0.00034826-0.00065304i,-0.00070903+0.00012973i
-0.00068847-0.0014631i,-0.00073261-0.0012824i,-0.00036885-0.0010534i,-0.0005703-0.0005463i,-0.00022008-0.00018122i,-0.00033584+0.00026501i,-0.00043384+0.00024024i,-4.4307e-05-8.0045e-05i,0.00060942-0.00014464i,0.00062979-0.00017418i,0.00016819+0.00017972i,0.00015895+0.00011966i,0.00040649+0.0001495i,0.00062995+0.00046517i,0.00038653+0.0003992i,-0.00011114+0.00039743i,-0.0004233+0.00019752i,-7.8228e-05-0.00022017i,0.00019148+1.4446e-06i,-0.0004258+0.00020316i,-0.00040192+0.00072011i,0.00012652+0.0011364i,0.00051549+0.00028288i
0.00057127-0.00047781i,0.0001448-0.00059447i,-0.00051066-0.001305i,-0.001087-0.00090909i,-0.0017445-0.00019497i,-0.0017013+0.00039891i,-0.00074706+0.0001056i,-0.0001475-0.00057723i,-0.00028119-0.00027136i,-0.00069324+0.00050174i,-0.0013329+0.0004832i,-0.0011707-7.9251e-05i,-0.00042957-0.00069191i,0.00045881-0.00092747i,0.00023865-0.00050323i,-0.00063901-0.0004666i,-0.00027522-0.00052697i,0.00076282+0.0002589i,0.00084029+0.0005994i,0.00050955+0.00071359i,-0.00025627+0.00024651i,-0.0001024+0.00014153i,-0.00020008+0.00024325i
-0.00088656+0.00084659i,-0.00093643+7.8408e-05i,-0.00056347-0.00023937i,-1.6333e-05-0.00029206i,0.00028217-0.00069147i,-0.00016097-0.00056598i,-0.00041118-0.00031531i,7.298e-05+0.00017906i,0.00033639-9.4226e-05i,-0.00028285-0.00019419i,-0.00061217+0.0001058i,-0.00068784-7.3722e-05i,-0.00092257-0.00020097i,-0.00066163-0.00012317i,0.0001943+0.00013471i,-0.00011592-0.00042631i,-0.00049855-0.00023771i,-0.00011313+0.00016256i,-7.3654e-05+0.00021683i,-0.0002047+0.0007278i,-0.00027949+0.0014302i,-0.00093537+0.00088102i,-0.00091183-0.00011013i
-0.00054929+0.00043313i,-2.6509e-06+0.0008474i,0.0002375+0.0012294i,-8.4013e-06+0.00060293i,-0.00038792-0.00027134i,-0.0011626-0.00119i,-0.0010119-0.001115i,-0.00024287-0.00067978i,0.00019781+0.0003535i,0.00033822+0.00022922i,0.00051443-6.1748e-05i,0.00030443+0.00036438i,-0.00077798+0.00064259i,-0.0010194+0.00080588i,-0.00040481-2.0719e-05i,-0.0005664-0.00047512i,-0.00031765-0.00056776i,0.00032298-0.00012461i,0.00073151+0.00057082i,0.00038328+0.00034373i,-0.00071757-9.4854e-06i,-0.00040257+0.00014342i,0.00039446+0.00029994i
-0.00070618-0.0015305i,-0.0015332-0.0025048i,-0.0021468-0.0023381i,-0.0020205-0.00024014i,-0.0013886+0.00092103i,-0.00059161+0.00053115i,-0.00025675+0.00026559i,-0.00075636+0.00045313i,-0.0012118-7.8275e-05i,-0.0010169-0.00104i,-0.00075903-0.00073659i,-0.00069394-0.00042015i,-0.00069743-4.4213e-05i,-8.3414e-05+0.0005568i,0.00052959+0.00089834i,0.00035432+0.00039679i,0.00024571-0.00014937i,0.00059568-4.9241e-05i,0.00060402+0.00035278i,0.0001234+0.00036801i,-0.00043606-8.253e-05i,-0.00074689-0.00030686i,-0.00082111-0.00058833i
-0.00011582+0.0011537i,0.00046376+0.0011085i,0.0010959+0.001714i,0.00071801+0.0014578i,0.00049659+0.00040073i,0.00049652+7.7834e-05i,0.00028939+0.00062957i,0.00060045+0.00071611i,0.00092512+0.00036946i,0.00071273+1.9107e-05i,0.00054588-0.00020011i,0.00028005-0.00039563i,0.00013089-0.00074923i,-0.00036488-0.00023313i,-0.00087197-0.00029029i,-0.00017823-0.0004719i,0.00044038-0.00017957i,0.00044597-0.00050393i,-3.8433e-05-0.00069317i,-0.00048896-0.00064793i,8.631e-05-0.00036255i,0.0010267+0.00016515i,0.00073812+0.00043097i
-0.0013315+0.00021421i,-0.00052126-7.2911e-05i,-9.8686e-05-0.00022896i,-0.00063623-3.8419e-05i,-0.00082118+0.00060494i,-0.00068785+0.0012246i,-0.0012385+0.001371i,-0.0010053+0.00012218i,-3.8836e-05-0.00061523i,0.00057602+2.5406e-05i,0.00050428-7.3771e-05i,0.00020673-0.00063584i,4.2113e-05+0.00031234i,-0.00040091+0.00069809i,-0.00071791-0.00031138i,-0.00070427-0.00021955i,-0.0002515+0.00028462i,0.00053958-0.000752i,0.00088485-0.00075651i,0.00079782+0.0001598i,0.00088988+0.00039459i,0.00097759+0.00024665i,0.0010077+7.7099e-05i
0.0010876-0.00045485i,0.00048189-0.00059308i,0.00034555-0.0013795i,0.00069901-0.0011215i,0.00041542-0.00060239i,-0.0001973+8.9253e-05i,-0.00018398+0.00056121i,0.00065335+0.00042336i,0.00064356-0.00013235i,6.4679e-05-0.00088094i,0.00026181-0.0011044i,0.00071283-0.00032195i,0.00084617-0.0005012i,0.0010307-0.00075382i,0.0010072-0.00036533i,0.00032421-2.043e-05i,-5.7627e-05+0.00036004i,7.3366e-05+0.00022265i,-6.4909e-06+0.00045743i,-0.00015863+0.0010061i,-5.4779e-06+0.00063218i,0.00013765+0.00027958i,9.1154e-05+0.00096065i
0.0021712-0.001775i,0.0013726-0.0025097i,0.00087595-0.0035476i,-0.00062832-0.0022048i,-0.0016757-0.00085664i,-0.0010014-0.00037633i,-0.00016895+0.00049082i,-0.00033678+0.00073077i,-0.00058646-9.2475e-05i,-0.00091872-0.0010796i,-0.0008516-0.00077791i,-0.00040543+0.00026304i,-0.00067527-0.0001994i,0.00015152-0.00020329i,0.00071268+0.0003456i,0.00076635+0.00055458i,0.00085126+0.00030407i,0.00057579-0.00034663i,-0.00016726-0.0003876i,0.00037721-0.00020528i,0.0011779+0.00011763i,0.00069683+2.2768e-05i,0.00034837-4.3013e-05i
0.00080358+0.00026496i,0.0016088+0.00022888i,0.0011061+0.00039969i,0.00075223+0.00045027i,0.00052518+0.0006828i,1.7629e-05+0.000605i,-0.00041156+0.00064529i,-0.00035018+0.0011124i,-0.00054772+0.00036409i,-0.00028814-0.00023456i,4.347e-05-3.3365e-05i,-0.00022939-1.3064e-05i,-0.00073561+0.00020494i,-0.00098648+0.00040887i,-0.00041373+0.00021586i,-0.00074014-0.0004452i,-0.0012413-0.0005199i,-0.00025351+6.745e-05i,0.00053505+0.00055733i,0.00022657+0.00024002i,9.6517e-05-0.00026033i,0.00017139-0.0003213i,0.00011742-0.00034874i
0.0015018-0.0010558i,0.0017366-0.00098232i,0.0013934-0.00039596i,0.0006159-0.00016276i,-0.00043087-0.00015463i,-0.00085272+0.0006293i,-0.00058465+0.0008294i,-0.00049649+0.00045127i,-0.00021388+0.00020337i,-0.00028286+0.00012182i,-0.00063647+0.00025388i,-0.00076842+0.00010633i,-0.00070262-0.00024481i,-0.00073568-0.0005382i,-0.00022076-0.00022933i,0.00016751+0.00076579i,-0.00064353+0.00048215i,-0.00080424-0.00032208i,-0.00018865-0.00043613i,-0.00019985-0.00010783i,-0.00049924+0.00023964i,-0.00054568+0.00034233i,-0.0003221+9.628e-05i
-0.0021685-0.0010021i,-0.0018078-0.00034126i,-0.0022056-0.0001541i,-0.0019996+0.00056719i,-0.0010004+0.001215i,-0.00064718+0.0010079i,-0.00085027+0.0001688i,-0.00059282+0.0001143i,-0.00026055+0.0010168i,0.00047535+0.0011058i,0.00032136+0.00079544i,-0.00048505+0.0010125i,-0.00046097+0.00056823i,0.00020326-0.00018854i,-0.00017422+0.00032866i,-0.0007261+0.00062535i,-3.2474e-05+4.7572e-05i,0.00037409-3.6654e-05i,0.00022934+0.00046316i,0.00042247+0.00040234i,0.00014597+0.00046468i,-0.00013795+0.00022069i,0.0002196-0.00024237i
-0.00022698+0.0002605i,0.0016592+0.0005725i,0.002519+0.00016777i,0.0011323-8.9548e-05i,0.00017027+4.5195e-05i,0.00010216+9.7243e-05i,0.00037059+0.00031686i,0.00020122+0.00036078i,-0.00037911-0.00023383i,-0.0012684-0.00061366i,-0.0012959-0.00037814i,-0.0010224+0.00010508i,-0.0005538-2.1336e-05i,0.00017573-0.00065564i,6.8102e-05-0.00055056i,-0.00062525-0.00037536i,-0.00041109-0.00055394i,-0.00056191-0.00023587i,-0.0002873-0.00021159i,0.0005178-0.00090577i,0.00038403-0.00083303i,-7.0419e-05-0.00010203i,-0.00033838+0.00053056i
-3.7964e-05-0.00029626i,-0.00037095-0.00072866i,-0.001189-0.0012791i,-0.0012716-0.00058846i,-0.0007821-0.00041015i,-0.00053946-0.0010589i,-0.00011653-0.0007972i,0.00074951-0.00029031i,0.0010923+0.00051122i,0.00019007+0.00093864i,-0.0005902+0.0006097i,-0.0010682-4.8601e-05i,-0.00069948-0.00098051i,-4.193e-05-0.0012819i,-2.6404e-05-0.0007495i,-0.00015171-0.00058973i,-0.000416-0.0008686i,-0.0010708-0.00072034i,-0.00091752-0.00023898i,-0.00074636+0.00025092i,-0.00069697+0.00019951i,-0.00040867-1.8866e-05i,-0.00042015+0.0009188i
-0.00012808+0.00075477i,0.00082561+0.00060516i,0.00091904+1.9961e-05i,0.00051581-0.00022616i,-0.00030267-0.00024839i,-0.00118+0.00029789i,-0.00069355+0.0010083i,2.8067e-05+0.0006581i,0.00015561+0.0001635i,-7.9191e-05-0.00014076i,0.00021651-0.00010762i,0.00050264-0.00015233i,-9.4514e-05-0.00013874i,0.00021766+0.00076035i,0.00061437+0.0011585i,-9.9462e-05+0.0013812i,-2.9e-05+0.00086705i,0.00017323-0.00037199i,-0.00073143-0.00072338i,-0.0013599-0.00035488i,-0.00093206+0.00016964i,7.5955e-05+0.00057126i,0.00093372+3.4513e-05i
-0.0019908-0.00076071i,-0.0017192-0.00061523i,-0.0017732-0.0013838i,-0.0010308-0.00057416i,-4.9595e-05+0.0004951i,0.00024323+0.00024128i,0.0002559+0.0005197i,-5.5638e-05-6.7562e-05i,-0.0003846-0.00034919i,-0.00020876+3.5454e-05i,-0.00063982-0.00021343i,-0.00039143-5.7154e-05i,0.00022958-0.00055006i,0.00042585-0.00079952i,0.00021752-0.00073696i,-1.6351e-05-0.0010268i,0.0003756-0.0008373i,0.00022792-0.00022882i,-0.0001969+0.00049762i,-0.0004631+0.00089566i,-0.00050488+0.00089411i,-0.00020513+0.00064123i,-0.00012086+6.8496e-05i
-0.0013191+4.342e-05i,-0.00041286-0.00093043i,-0.00011937-0.001459i,-0.00045361-0.0012099i,-0.00075721-0.00099873i,-0.0017254-0.00079326i,-0.00083188-0.0005747i,0.00081478-0.00075701i,0.00040631-0.00015805i,-0.00011402+0.00069173i,-0.00046168+0.00088952i,-0.0003932+0.0013276i,-0.00021089+0.0012597i,-0.00044264+0.00039643i,-0.0003463-0.00021234i,-0.00093862-0.00048781i,-0.00092114-0.00033021i,-0.0006544+0.00046507i,-0.0008124+0.0005148i,-8.5549e-05+0.00027376i,-0.00025964+0.00052204i,-0.00052625+0.00053749i,-0.00052332+0.00054382i
2.6181e-05+0.0008125i,0.00028695+0.0014263i,5.4907e-05+0.00077882i,-0.00023356-0.00020723i,0.00012022+0.00019039i,-0.00013791+0.00060945i,-0.00057322+1.6042e-05i,1.7967e-05+9.0403e-05i,0.00049798+0.0010145i,0.00015072+0.00075259i,-2.5868e-05-0.00017988i,-0.00081297-0.00021255i,-0.00085735-0.0003947i,0.00011884-0.00019202i,0.00075835-0.00032762i,0.00066167-0.00026492i,-0.00025395-5.5804e-05i,-0.00020764-8.9195e-05i,0.00021256+0.00056222i,0.00062691+0.00064111i,0.00081013-0.00019808i,0.00063624-0.00063893i,0.00040794-0.00036702i
-0.0013461-0.00025338i,-0.0015045+9.3715e-05i,-0.00096693+0.001241i,-0.00072504+0.0016638i,-0.00082095+0.00092938i,-8.0838e-05+0.00040656i,0.00030893+0.00049585i,0.00044694-0.00012462i,0.00059802-0.00097754i,0.00074361-0.00065927i,0.00037552+0.00020059i,-0.00016157-0.00025058i,0.00039158-0.00015061i,0.00081223+0.00056359i,0.0005376+0.00067649i,0.0004031+0.00046814i,9.9526e-05+1.7108e-05i,2.8724e-05-0.00072656i,-0.00037996-0.00068339i,-0.00047292-0.00015729i,-1.3004e-05-5.2785e-05i,-0.00018907+0.00025383i,-0.00032062+0.00076593i
