-0.0049482-0.0015119i,-0.004659-0.00046781i,-0.0041745-0.00018813i,-0.0034023+0.001132i,-0.0023726+0.0017543i,-0.00056226+0.00057325i,-0.00080271+0.00053772i,-0.0014162+0.0017786i,-0.00080567+0.0013591i,-0.00020771+0.00052482i,0.00037938+0.00083101i,0.00073432+0.00082366i,0.0010322+0.00039504i,0.001323-5.5876e-05i,0.00061044-0.00045772i,0.00051099-0.00034189i,0.0013498+3.6103e-05i,0.00099284-0.00026667i,6.6612e-06-0.00030218i,0.00013918+0.00067647i,0.00072787+0.00089683i,0.00012146+0.00022802i,-0.00046439-0.0003836i
-0.0037815+0.0032457i,-0.0026944+0.0038697i,-0.0022112+0.003423i,-0.00069449+0.0010141i,0.0019464-0.0017518i,0.0045178-0.0045419i,0.0051425-0.0066625i,0.003218-0.0046754i,0.0020472+0.00066779i,0.0024733+0.0035798i,0.0027038+0.0018818i,0.001145-0.0022263i,0.00014381-0.004276i,0.00044711-0.0042335i,0.00013561-0.0040195i,-0.0001712-0.0025397i,0.00011633-0.0011867i,0.00052768+0.00097299i,0.00084529+0.002031i,0.00051704+0.00083071i,0.00056988+0.00080475i,0.0020306+0.00034523i,0.0032501-0.00089637i
0.0043631+9.6701e-06i,0.0038733-0.001097i,0.0032851-0.0011463i,0.0017465-0.002556i,-0.00054775-0.0042572i,-0.0028255-0.0018477i,-0.0033342+0.0027225i,-0.0023693+0.0034316i,-0.0031053+0.0015452i,-0.0060786+0.0015159i,-0.0063299+0.0041931i,-0.0042122+0.0067903i,-0.0018807+0.0064772i,0.00031219+0.0052807i,0.0012988+0.0036945i,0.00097183+0.00095408i,-0.00013456-0.00078937i,-0.001159-0.00062619i,-0.0018461+0.00043016i,-0.0010964+0.00066118i,-0.0018354+5.7402e-05i,-0.0037166-0.00098095i,-0.0040127-0.00036723i
0.0023454+0.0019845i,0.0022457-5.7777e-05i,0.0012942-0.0025215i,0.0010445-0.0048734i,0.0015971-0.0074858i,0.00044478-0.0095601i,-0.0014581-0.0082637i,-0.0016702-0.0051184i,0.0015049-0.0049216i,0.0051126-0.0084501i,0.0049491-0.010635i,0.0029503-0.01042i,0.0010252-0.0085465i,-0.00031072-0.0064695i,-0.0015943-0.0057172i,-0.002709-0.0048884i,-0.0031649-0.0032745i,-0.0026334-0.0015778i,-0.0010066-0.00072794i,9.3425e-05-0.0010761i,0.00065402-0.00056374i,0.00087933+0.0012583i,0.00053884+0.0014852i
0.00026358-0.0013776i,-0.00025718-0.00049866i,-0.001506-0.00027566i,-0.0013925-0.00064855i,9.8479e-05-0.0011235i,0.0030377-0.0010595i,0.0065959-0.0015932i,0.0071619-0.0020827i,0.0037028+0.00061077i,-0.00050851+0.004649i,-0.0024524+0.0073474i,-0.0032222+0.0079699i,-0.0030851+0.0068257i,-0.00086323+0.0047072i,0.00083898+0.0026614i,0.00075205+0.0011503i,0.0011734+0.00065355i,0.0018064+0.001208i,0.0017516+0.0019703i,0.00077305+0.0014378i,-0.001413+0.00041064i,-0.0024114-0.00056235i,-0.00098286-0.0014518i
2.7473e-05-0.002032i,5.174e-05-0.0013286i,-0.0010345-0.002173i,-0.003108-0.0039654i,-0.005637-0.0039733i,-0.0074629-0.00067579i,-0.0072264+0.0035022i,-0.0052123+0.0050929i,-0.0033197+0.0020429i,-0.0015964-0.0017023i,0.00053025-0.0026951i,0.0024129-0.002955i,0.0031183-0.0034946i,0.0014039-0.0027732i,-0.00040868-0.0017827i,-0.00032505-0.0010361i,-0.0012277-0.00079878i,-0.0024012-0.00092648i,-0.0020769-0.001255i,-0.000859-0.00052895i,5.9884e-05+0.00084244i,-0.00061193+0.0017277i,-0.0014509+0.0014826i
-0.00050824+0.0039015i,0.00051059+0.0050079i,0.0011129+0.0041678i,0.00098829+0.00015389i,0.0029617-0.0062456i,0.0047106-0.011742i,0.0024476-0.013261i,-0.00058875-0.011149i,-0.001054-0.0066899i,-0.00064088-0.0033712i,-0.0020673-0.0016333i,-0.0040233+0.00047087i,-0.0036472+0.0020378i,-0.0024453+0.0019106i,-0.0022113+0.00099506i,-0.0012573+1.194e-05i,0.00031305-0.00096526i,0.0018077-0.00098518i,0.0020304-0.00089118i,0.00097773-0.00063229i,0.00053207-0.00096293i,0.00091812-0.0015124i,0.0013863-0.0011943i
-0.00016725+0.0017941i,7.0178e-06+0.001265i,0.00036607+0.00096338i,0.0013395+0.00015116i,0.0024755+0.0011132i,0.0034167+0.0045266i,0.0059076+0.0063665i,0.0065341+0.0046422i,0.003291+0.0033884i,0.001701+0.0036417i,0.0039209+0.002624i,0.0050358+0.00072266i,0.0045739-0.0003502i,0.0047502-0.0008133i,0.0044137-0.00059834i,0.0026264+0.00022846i,0.00020932+0.00058834i,-0.0012221+0.00054602i,-0.00063895+0.0011561i,-0.0005673+0.0017655i,-0.0021062+0.0016574i,-0.0027759+0.0015341i,-0.0022974+0.0009237i
0.002681-0.0017852i,0.0019986-0.0034869i,-0.00066365-0.0047268i,-0.0037459-0.0051482i,-0.0057805-0.0064505i,-0.0079905-0.0072394i,-0.0099175-0.0043482i,-0.0086814-0.00070098i,-0.0058097-0.00098384i,-0.0044888-0.0030038i,-0.0055941-0.0019258i,-0.0059299+0.00084406i,-0.0045346+0.0018064i,-0.0041269+0.0007025i,-0.0042457-0.00037731i,-0.0038753-0.00060492i,-0.0026944-0.00043575i,-0.0022818-0.00065163i,-0.0024515-0.00088667i,-0.0015012-0.0011919i,0.00025689-0.0018093i,0.00027756-0.0012747i,-0.001131-0.00041974i
0.00053477+0.0013899i,-0.00051725+0.0016533i,-0.0012919-0.0023874i,-0.00070706-0.005135i,0.0010897-0.0070277i,0.0039208-0.0082615i,0.0061885-0.0094227i,0.0055192-0.0092977i,0.0041235-0.0056929i,0.0026217-0.0021516i,0.00077598-0.00081032i,-0.00057408+0.00042583i,-0.00030693+0.00075594i,0.0014936+0.00028401i,0.0027034-0.00025326i,0.0023938-0.0013785i,0.00057375-0.0016681i,-0.00054398-0.00099507i,5.9427e-06-0.00035681i,-0.00010047+0.00039606i,-0.0013457+0.00084791i,-0.0016565+0.00068008i,-0.0004797+8.0968e-05i
0.0036106-0.016255i,0.0024815-0.017452i,-0.004725-0.02362i,-0.0097374-0.019682i,-0.011181-0.0089276i,-0.0079802+0.0052623i,-0.00061918+0.012101i,0.0025415+0.010672i,0.0016759+0.0061315i,-0.00029691-5.5497e-05i,-0.0022516-0.0023046i,-0.0032782-0.0017372i,-0.0036913-0.001484i,-0.0032737-0.001319i,-0.0026886-0.0015858i,-0.0025469-0.00083113i,-0.0020858+0.00042201i,-0.0023008+0.00039936i,-0.0018649+0.00042115i,-0.00064137+0.00037275i,1.9497e-06-0.0001969i,-0.00023248-7.5719e-05i,-0.0013857+0.0005748i
0.00088266+0.0049547i,0.0012519+0.0060548i,0.0013488+0.0058525i,-0.00037132+0.00089024i,-0.0030062-0.0051338i,-0.0062685-0.0087905i,-0.0097115-0.0090658i,-0.0098488-0.0061554i,-0.0069992-0.0032427i,-0.0045292-0.00041449i,-0.0032554+0.0029667i,-0.0014381+0.0047127i,0.00059751+0.0044709i,0.0016966+0.0035595i,0.0017464+0.0027078i,0.00099923+0.001065i,-0.00010459-0.00021692i,-0.00087015-0.00094624i,-0.00068464-0.00059114i,-0.001132+0.00081419i,-0.0014397+0.00088664i,-0.00071138+0.00065532i,-0.00021025+0.0005243i
-0.0035031+0.0018903i,-0.0024621+0.0014837i,0.00034792+0.0038245i,0.0035995+0.0033977i,0.0073262+0.00058065i,0.010654-0.001502i,0.011171-0.0032732i,0.0099416-0.0041455i,0.0077528-0.0031329i,0.0043093-0.0018946i,0.0015007-0.002129i,0.00024252-0.0030699i,-0.00043318-0.0032077i,8.7509e-05-0.0035524i,0.00099619-0.0036266i,0.0018009-0.0024839i,0.0018457-0.001546i,0.00067732-0.00062478i,0.00032713+0.00080347i,0.0014684+0.001803i,0.0018482+0.0020622i,0.0012446+0.001084i,0.00016115+4.8639e-05i
0.0020141+0.001939i,0.0029889+0.0036946i,0.003293+0.005132i,0.0032807+0.004302i,0.0026776+0.0035097i,-0.00068774+0.0033918i,-0.0034083+0.0057824i,-0.0025193+0.0079065i,-0.00069638+0.0065206i,0.00047465+0.0034825i,0.0018358+0.0011061i,0.0030369-0.00026644i,0.0034695-0.00022344i,0.0025766+0.00096579i,0.0010331+0.0013659i,0.00033639+0.00011032i,-0.00053939-0.00076482i,-0.00074742-0.00069827i,-0.00088111-0.00058854i,-0.00071319-0.0013933i,-0.00010975-0.0015047i,-0.0014543-0.0007107i,-0.0023594-0.00075262i
-0.0029497+0.0012983i,-0.0035982+0.0011042i,-0.0037869+0.00041353i,-0.0017642-0.00163i,-0.00017067-0.0052362i,-0.00094318-0.008949i,-0.003291-0.010029i,-0.0052099-0.008427i,-0.0053182-0.0051925i,-0.0051424-0.0019294i,-0.0050668+0.00055504i,-0.0040492+0.0029318i,-0.0022771+0.0033339i,-0.00083519+0.00052139i,-0.00021934-0.0020802i,-0.00099018-0.00244i,-0.00093657-0.0015814i,0.00024921-0.00028254i,0.001318+0.00067111i,0.0012609+0.0010845i,0.0002031+0.0013089i,0.00055085+0.0010018i,0.0012248-0.00014853i
0.0015539+0.0004391i,0.0020971+0.00077583i,0.00218-0.00032033i,0.0012705-0.003051i,0.0023956-0.0032773i,0.0057534-0.00049785i,0.0083667+0.0019795i,0.008347+0.0015863i,0.0067577-0.00041518i,0.0055124-0.0032321i,0.0044713-0.0059558i,0.0034697-0.0058211i,0.0022554-0.0037217i,0.0013321-0.0014472i,0.00068832-0.00053197i,0.00088063-0.0003804i,0.00056194-0.00023977i,-0.0010776+0.00022232i,-0.0017009+0.00057807i,-0.0010587-0.00067982i,-0.00082638-0.0019592i,-0.0019274-0.0011685i,-0.0030794-0.00031602i
0.0020593+0.001757i,0.00047111+0.00071977i,-1.0994e-05-0.00038924i,-0.0011792-0.0021618i,-0.003349-0.003336i,-0.0056262-0.0019128i,-0.0072317+0.00041551i,-0.0073503+0.0029816i,-0.0049109+0.0048719i,-0.0028698+0.0052603i,-0.0028056+0.004585i,-0.0022118+0.0031587i,-0.00019498+0.0016162i,0.0011681+0.00028604i,0.00058195-0.0002952i,-0.00063236-0.00073848i,-0.00087563-0.0016435i,-0.00087155-0.0014054i,-0.00083771-0.0004461i,-0.00070835+0.00012485i,-0.0003394+0.00021032i,0.00011293+0.00015933i,0.0007163-0.00051881i
-0.00096974-0.00054174i,-0.00080447+0.0002552i,-0.00074713-0.0018821i,-0.0001108-0.0040044i,0.0021831-0.005619i,0.003735-0.0077351i,0.0032341-0.0082692i,0.0014368-0.0078427i,-0.0003913-0.0073697i,-0.0010516-0.0059538i,-0.0011287-0.0033748i,-0.00077935-0.00022639i,0.00023467+0.0015082i,0.00030731+0.00077202i,-0.00045268-0.00096319i,-0.00059462-0.0014254i,-0.00019149-0.00052374i,-0.00049317+0.00049215i,-0.0010586-8.694e-05i,-1.6026e-05-0.00092873i,0.0011661-0.0010797i,0.00019599-0.0016948i,-0.0012587-0.0017153i
0.00022235-0.0018221i,-0.00051019-0.0010844i,-0.00030206-0.00049534i,0.0013375-0.0017032i,0.0026297-0.0010792i,0.0035198+0.00093609i,0.0045327+0.0030372i,0.0056323+0.0037424i,0.005414+0.0014973i,0.0028404-0.0015599i,-6.2212e-05-0.0033325i,-0.0016414-0.0037828i,-0.0015701-0.0036693i,-3.9297e-05-0.0025406i,0.0017904-0.0011825i,0.0022088-0.00093037i,-0.00015942-0.0006746i,-0.0018942-0.00025096i,-0.0022864+0.0001234i,-0.00275+7.3473e-05i,-0.002158-0.0003168i,-0.0012291+0.00028392i,-0.0005569+0.00091132i
-0.0011308+0.0032635i,-0.0016715+0.0027613i,-0.0034174+0.0021478i,-0.0036258+0.0017303i,-0.0033592+0.00014016i,-0.0038454-0.0017915i,-0.0051712-0.0026708i,-0.0057105-0.0010319i,-0.0044661+0.0021759i,-0.0021926+0.0043769i,0.0011114+0.0057448i,0.0030703+0.0057047i,0.0025322+0.0045006i,0.0013061+0.0028062i,6.578e-05+0.0016364i,-0.00035911+0.0012609i,-0.00012444-9.4474e-06i,0.0007046-0.0017586i,0.0021773-0.0017258i,0.0025668-0.0012022i,0.001868-0.00093558i,0.0015371-0.00067869i,0.0012185-0.0013089i
0.0016523+0.00017006i,0.0015262-0.00090661i,0.0018724-0.0014958i,0.0026606-0.0024043i,0.0036876-0.0044151i,0.0048495-0.0060542i,0.0049963-0.0061089i,0.0032055-0.0051489i,2.43e-05-0.0055417i,-0.0022484-0.0070417i,-0.0041193-0.0070809i,-0.0047947-0.0049451i,-0.0023636-0.0040295i,7.509e-05-0.0037943i,0.00069767-0.0021829i,0.00047419-0.0014551i,0.00029044-0.00091445i,-0.00094742+0.00069106i,-0.0021863+0.0012168i,-0.0016425+0.00040427i,-0.00048156-0.00090504i,-0.00056549-0.00065532i,-0.0011955+0.00095497i
0.001796+0.0012829i,0.0026168+0.001367i,0.0029299+0.0016659i,0.0033873-0.00087174i,0.0030655-0.0026787i,0.00066463-0.00077688i,-0.0010282+0.0023072i,-0.00015426+0.0029132i,0.0023128+0.0017986i,0.0041014+0.0019043i,0.0034724+0.0031368i,0.0016619+0.0032785i,0.0010487+0.0030463i,0.00062322+0.0022802i,-0.00023939+0.00097868i,-0.00090117+7.2837e-05i,-0.0012875-0.00041463i,-0.0014623-0.00033913i,-0.00114-0.00010818i,8.3441e-05+0.00017314i,0.0011473+0.00082339i,0.0015937+0.00078038i,0.00084633-4.975e-05i
-0.0015198-0.00058963i,-0.0026972-0.00072307i,-0.004368-0.0015616i,-0.0045472-0.0028388i,-0.0033492-0.0038576i,-0.0011147-0.004731i,-0.00051504-0.0053851i,-0.002633-0.0036475i,-0.0035177-0.00098737i,-0.0018649-0.00041013i,-0.00091694-0.0016508i,-0.00010774-0.0017922i,0.00072805-0.0016366i,0.0011518-0.0018983i,0.0012423-0.00079657i,0.0016181-0.00046088i,0.0018139-0.00074282i,0.0013615-0.00012787i,0.0003536+0.00010418i,-0.00016003-0.0011483i,0.00025581-0.0019522i,-9.5055e-05-0.00092909i,-0.0011707+0.00013592i
0.00057939+0.0028999i,0.0010197+0.0026757i,0.0020018+0.0033389i,0.0033296+0.0029677i,0.0035172+0.00090535i,0.0023771-0.00081167i,0.0025582-0.00050566i,0.002782-0.0012547i,0.0013988-0.0028915i,-0.00012459-0.0021009i,-0.0016802+0.0001937i,-0.0025545+0.0021866i,-0.0016261+0.001575i,-0.00056612-0.0001537i,-0.00064147-0.0011346i,-0.001444-0.0018502i,-0.0027576-0.0015495i,-0.0027507+0.00014086i,-0.0010277+0.0020539i,0.00011591+0.0022586i,0.00051203+0.0011573i,0.00042327+0.00050466i,-0.00037591+0.00020116i
0.00048033+0.0010547i,0.00076276+0.0010413i,0.0019408-0.00052285i,0.0032413-0.0017581i,0.0023204-0.0030567i,-0.00012598-0.0034902i,-0.0026263-0.00194i,-0.0023727-0.00048802i,0.0010068+0.00035626i,0.0043226-0.00068151i,0.0055268-0.0030795i,0.0041525-0.0035224i,0.0020081-0.0010233i,0.0021593+0.001138i,0.0022552+0.0015228i,0.001171+0.0011651i,0.00018668+2.0949e-05i,-0.00016635-0.0013084i,-2.3288e-05-0.0015966i,-7.0395e-05-0.0016724i,7.7549e-05-0.001064i,-0.00025663+5.6667e-06i,-0.0010972-0.00023747i
0.0011261+0.0031822i,0.00083455+0.002215i,0.00043106+0.0015215i,0.00067749-0.00048847i,0.0012901-0.004224i,0.001285-0.0059694i,0.0013061-0.004513i,1.8245e-05-0.0022745i,-0.001994-0.0009827i,-0.0031038+1.144e-05i,-0.0032988+0.00088371i,-0.0029035+0.0013929i,-0.0021313+0.00090694i,-0.0018144-0.00099321i,-0.0015617-0.0022775i,-0.0012076-0.0027424i,-0.0016943-0.0022242i,-0.001573-0.00051357i,-0.00061501+0.00052531i,-0.0004128+0.00093984i,-0.00084107+0.00094116i,-0.00088609+0.00088971i,-0.00040315+0.00070149i
0.002648-0.0001173i,0.0015804-0.0003574i,0.0013959-0.0015562i,0.00080055-0.0035992i,0.00018543-0.0043632i,0.00041829-0.0031345i,0.00058708-0.0014487i,-0.00014725-0.00085534i,-0.00098421-0.0018305i,0.00013882-0.0028652i,0.0010008-0.002152i,0.0011359-0.0013428i,0.0024313-0.00036065i,0.0022904+0.00026127i,0.00086857+0.00010105i,0.00027868+0.0012859i,-0.00025947+0.0015804i,-0.00069938+0.0010597i,0.00012913+0.0011795i,0.0014844+0.00064971i,0.0014743+0.00027075i,0.00028655+0.00020195i,-0.00094308-0.00037105i
0.0018404+0.0020742i,0.0024431+0.0018685i,0.0020377+0.00086521i,0.001091-0.0014684i,0.00062072-0.0042829i,-0.00039339-0.0051415i,-0.001495-0.0039966i,-0.0010699-0.0022298i,0.00047077-0.0013211i,0.00074854-0.0018582i,-0.0011496-0.0024242i,-0.0024471-0.0028143i,-0.0015723-0.0023378i,-0.00076277-0.0014235i,-0.00058273-0.0015449i,-0.00050523-0.0024753i,-0.00075014-0.0030271i,-0.00066594-0.0020437i,-0.00047007-0.00034233i,-0.0012441-4.9479e-05i,-0.0017077-0.00081489i,-0.0012133-0.00089539i,7.5925e-05-0.00075854i
-0.0021531+0.0034015i,-0.00057305+0.0029164i,0.00023873+0.0027343i,0.00086428+4.5875e-05i,0.0025704-0.0027079i,0.0027888-0.0024897i,0.0014208-0.0010904i,0.00020429+1.5112e-05i,-0.00096294+0.00112i,-0.0010993+0.0027072i,0.00086617+0.0035016i,0.0017638+0.0029098i,0.00087093+0.0020161i,0.0003618+0.00063102i,0.00023203-0.00012911i,-0.00023846+0.00017374i,-0.0010082+0.00050669i,-0.0011599+0.0012247i,-0.00036515+0.0020027i,0.00068757+0.0016231i,0.00073136+0.0013206i,-0.00055623+0.00090615i,-0.0010683+8.8487e-05i
0.0022539-0.0015847i,0.0014243-0.0014244i,0.00011625-0.002558i,-0.00056651-0.003326i,-0.00018744-0.0038252i,-0.00077793-0.0039729i,-0.0015795-0.0026417i,-0.00096692-0.002196i,-0.00015589-0.0029341i,0.00010799-0.0040054i,-0.0011358-0.0042861i,-0.0017508-0.0025497i,-0.00015039-0.0014998i,0.0010139-0.00088104i,0.0012587-0.00016388i,0.0011722-0.0013459i,0.00096326-0.0025571i,0.00046779-0.00211i,-0.00055031-0.0013859i,-0.0008528-0.0010217i,-8.8051e-05-0.00082564i,0.00071874-0.00048692i,0.0008278-0.0005278i
-0.001575+0.0035941i,-0.0011085+0.0039873i,-0.00037803+0.0036684i,0.0016708+0.0014061i,0.0031026-0.001811i,0.0033335-0.0041969i,0.0024348-0.0037104i,0.0011492-0.0014065i,0.00056374+5.7814e-05i,0.00059356-0.00025936i,0.0010984-0.00091556i,0.000984+0.00014203i,0.00092087+0.0015223i,0.00072678+0.00091121i,-0.0008354-8.5367e-05i,-0.0019474-0.00062919i,-0.0020344-0.00047714i,-0.0020147+0.00070337i,-0.0010318+0.0018345i,-0.000606+0.0016625i,-0.0015423+0.0012323i,-0.0015586+0.00079083i,-0.00045464-3.3249e-05i
0.0029621+0.00013786i,0.0026384-0.0016106i,0.0028764-0.0013331i,0.0040211-0.0018689i,0.0042951-0.0033242i,0.0027473-0.0023318i,0.00071673+0.00034807i,-0.00016071+0.0011704i,-0.00017019+0.00069426i,0.0001377+0.00086784i,-0.00018592+0.0014211i,-0.00064442+0.0011182i,-4.5255e-06+0.00022757i,0.00058561-0.00044081i,0.0015878-0.0015986i,0.0022334-0.0025197i,0.0014113-0.0015357i,0.00020645-0.00088709i,-0.00017279-0.00083895i,0.00042194-0.00045005i,0.00079785-0.00054653i,0.00091799-0.00064947i,3.8977e-05-8.7786e-05i
-0.00076282+0.0060431i,-0.00023728+0.0067159i,0.00048748+0.0050867i,0.00069145+0.0021314i,0.0013015-0.0012614i,0.0011191-0.0038544i,-0.000604-0.0046254i,-0.001735-0.0040515i,-0.0018282-0.003499i,-0.0022111-0.003678i,-0.0021141-0.002959i,-0.0012609-0.0016251i,-0.00050247-0.00096169i,-0.00091673-0.00075977i,-0.0020538-0.00043479i,-0.0022764-0.00044299i,-0.0017624-0.0012956i,-0.0017392-0.0009568i,-0.0018098+0.00025812i,-0.0017059+0.00039923i,-0.0019405-0.00032591i,-0.0017508-0.0014607i,-0.00072661-0.0024053i
-0.00017269-0.0034491i,-0.00034011-0.0036734i,0.00078387-0.0028407i,0.0016301-0.0029385i,0.0018041-0.0041073i,0.001661-0.0035455i,0.0020097-0.0016844i,0.0025151+3.7288e-05i,0.0025874+0.00094188i,0.0033724+0.0010527i,0.0030678+0.0009792i,0.0015362+0.00078906i,0.0014264+0.00039577i,0.0023078+0.00029986i,0.0022054-0.00034358i,0.0017474-0.0013774i,0.0012557+0.00076285i,0.00015704+0.0025594i,0.00032867+0.0014947i,0.0017624+0.00054694i,0.0014524+0.00038573i,0.00043669+0.0002882i,6.6657e-05+0.00095365i
0.0045762+0.00075194i,0.0032636-4.9015e-05i,0.00030436-0.0021797i,-0.0021361-0.0038377i,-0.0020161-0.0034854i,-0.0014549-0.0021931i,-0.0016455-0.00049483i,-0.0020972+0.00019488i,-0.0022121-0.00069821i,-0.0029201-0.00086863i,-0.0039209-0.00032835i,-0.0032417+0.00071702i,-0.0022114-0.00011383i,-0.002264-0.0014197i,-0.0012799-0.00096926i,-0.00072892-0.00044017i,-0.0014185-0.0010579i,-0.0020263-0.0023752i,-0.002777-0.001756i,-0.0031719-0.0006183i,-0.0023935-0.00099185i,-0.00080518-0.00068955i,-0.00029831-0.00061763i
-0.0015775-0.0016249i,-0.0011534-0.00027158i,-0.00067784-0.00043891i,-7.6632e-05-0.0016639i,-0.00028591-0.0035384i,1.3738e-05-0.0045787i,0.00098589-0.0041144i,0.00078831-0.0027804i,-0.00029204-0.0015781i,-0.00052251-0.0025346i,-0.00063903-0.0039047i,-0.00049046-0.0030646i,0.0011119-0.0010903i,0.0017725+0.00014926i,0.0011732-1.027e-05i,0.00075301-0.00023844i,0.00034528+0.00043125i,0.00032347+0.00090054i,0.0012883+0.00075714i,0.0022434+0.00084472i,0.00088675+0.0011668i,-0.00090379+0.00031541i,-0.00086178+0.00016184i
0.00022075+0.0012749i,-0.00052887+0.002308i,-0.002164+0.0022233i,-0.0015695+0.0010469i,0.00056519-0.00087944i,0.0027699-0.0024351i,0.0032464-0.001851i,0.0023853-0.0004995i,0.002127-0.0001631i,0.0024817+0.00076996i,0.0036305+0.0023247i,0.003492+0.003056i,0.0016655+0.0019977i,0.0006416-0.00011946i,0.0006119-0.0019198i,-0.00034719-0.0029644i,-0.00077031-0.0028735i,-0.00013004-0.0023346i,-0.00024324-0.0015321i,-0.00050945-0.0013433i,-2.7825e-05-0.0017368i,0.00057814-0.0012307i,0.00028497+0.00011029i
-0.00057054+0.0021638i,3.3265e-05+0.0015198i,0.00087857+0.0016871i,0.00062813+0.001236i,0.0012085-0.00094595i,-0.00015816-0.0016794i,-0.0024397-0.0010619i,-0.0026905-0.00081889i,-0.0034634-0.0011541i,-0.0050611-0.0016086i,-0.0054843-0.0017i,-0.004123-0.0017124i,-0.0023058-0.0012252i,-0.0012625+0.00010784i,-0.00079157+0.0017595i,-0.00051773+0.0014221i,-0.00020847+0.0006309i,-0.00062599+0.0014111i,-0.0010054+0.0022654i,-0.00083252+0.0020017i,-0.00073033+0.0017469i,-0.00099395+0.0011945i,-0.0018146-0.00047948i
-0.0016175+0.00090122i,-0.001794+0.00069232i,-0.0017361+0.00063635i,-0.00025664-0.00087411i,0.00073036-0.0032186i,0.0012083-0.0049825i,0.00078435-0.0048116i,1.0073e-05-0.0029615i,0.00097911-0.0022861i,0.0032128-0.0027834i,0.0040459-0.0023697i,0.0030309-0.00099551i,0.0021087-0.00011863i,0.0019683-0.0011673i,0.0013976-0.0023802i,0.00064083-0.0026374i,0.00073547-0.0017395i,0.0011019-0.00051162i,0.0013645-0.00087462i,0.0013125-0.0018777i,0.0010955-0.0020299i,0.0014056-0.00049004i,0.0010278+0.0010916i
-0.00072742-0.0012912i,-0.00097881-0.0014592i,-0.0028022-0.0011985i,-0.0029688-0.00042664i,-0.00060082-0.00043358i,0.00090114-0.00062701i,0.00049355+0.00028497i,0.00011197+0.00098446i,-0.00015058+0.00097155i,-0.0011692+0.0016655i,-0.0016301+0.002317i,-0.0014551+0.0015751i,-0.0010233+0.00048659i,-0.00049368+0.00063851i,-0.00025316+0.0011588i,-0.00063335+0.00067271i,-0.0016889-0.00010817i,-0.0027498+0.00059064i,-0.002396+0.0013468i,-0.001303+0.0015418i,-0.0017178+0.0015067i,-0.0026487+0.00060109i,-0.0021135-0.00021954i
-0.00082942+0.0017321i,-0.0018364+0.0028477i,-0.0021289+0.0019141i,-0.00081324-0.0013875i,-0.00064935-0.0041159i,-0.0017448-0.0043465i,-0.0020985-0.0029022i,-0.0014615-0.001635i,-0.0018884-0.0013108i,-0.0026886-0.0013489i,-0.0032444-0.0011442i,-0.0022036-2.5502e-05i,0.00034579+0.00079946i,0.0016025+5.0904e-05i,0.0014089-0.00082085i,0.0011223-0.0013688i,0.0016532-0.00071015i,0.0016295+0.00074517i,0.0013607+0.0002722i,0.0016022-0.0009847i,0.0010814-0.00082784i,0.00082805-2.0339e-05i,0.00080158+0.00064676i
-0.00048129+0.00015245i,-0.00024773-0.00095275i,-0.00028286-0.00056333i,-0.00057963-0.0011055i,0.0011173-0.0029402i,0.0027124-0.0033063i,0.0026164-0.0030487i,0.0013003-0.0023693i,0.00081838-0.0016799i,0.0025624-0.0020717i,0.0037009-0.0023991i,0.0032534-0.0010804i,0.0022737+0.00016745i,0.000529-1.2015e-05i,-0.00088807-0.00077239i,-0.00098189-0.0010545i,-0.00089141-0.00099347i,-0.00071691-0.00063665i,-0.00064887-7.6473e-05i,-0.00045147+0.00013803i,0.00023408+2.5234e-05i,0.00043674-0.00040284i,0.00062646-0.0005989i
0.0016543+0.0027073i,0.0021292+0.0032148i,0.0021768+0.0023955i,0.0018422+0.00020607i,0.0023103-0.0012261i,0.0028313-0.001624i,0.0019954-0.00072731i,0.00061361+0.00062243i,-0.00065011+0.0019584i,-0.0017574+0.002807i,-0.0024722+0.0032873i,-0.0024687+0.002968i,-0.001604+0.0015896i,0.00011391+0.00030497i,0.0013661+0.00014167i,0.0015386-0.00028015i,0.0010034-0.0011804i,0.00081703-0.00047644i,0.00041818+0.00031028i,0.00034528+0.00029266i,0.00057173+0.00063653i,-0.00078965+0.00078318i,-0.0016571+0.00018931i
-0.0033859-0.00021154i,-0.0035354-0.00012221i,-0.0032554+0.00026199i,-0.0009352-0.00068301i,0.00072094-0.0023352i,0.00028356-0.0028433i,-0.00026741-0.0026374i,-0.00021964-0.0016214i,0.00029877-0.0017575i,0.0013587-0.0033883i,0.0013856-0.0036026i,0.0012908-0.0022685i,0.0020321-0.0012661i,0.0019317-0.0010474i,0.00061781-0.0015378i,-0.00069497-0.001624i,-0.0012104-0.0014933i,-0.00092616-0.0011053i,-0.0004309-0.00087899i,-0.0006197-0.00070419i,-0.00079144-0.00097401i,-0.0006817-0.00076322i,-0.00017568+0.00022382i
0.00081153-0.00043195i,0.0001352+0.00056073i,-0.0025705+4.3773e-05i,-0.0029537-9.2444e-05i,-0.00085373+0.00022667i,0.00089488-0.0010362i,0.0020619-0.0023803i,0.0021368-0.0018358i,0.00085969-0.00090813i,0.00028794-3.3985e-05i,0.00060246+0.00092529i,-3.5689e-05+0.0020016i,-0.00084213+0.0020405i,-0.00026726+0.0020741i,0.00068191+0.0015653i,-0.00018646+0.00037283i,-0.0018591-0.00025172i,-0.0023665-0.00054328i,-0.0017539-0.00027173i,-0.00070247+4.809e-05i,-0.00027212-3.4537e-05i,-0.00053174-0.00020516i,-0.00052766+2.8312e-05i
