-0.002191+0.00035167i,-0.001628+0.0002616i,-0.0023562+0.00051405i,-0.0023469-5.8021e-05i,-0.0019343+0.00055744i,-0.0014017+0.0017102i,-0.0017936+0.0019829i,-0.0013642+0.0022492i,-3.9347e-05+0.0019496i,-8.5892e-06+0.0010101i,1.0106e-06-5.2445e-05i,0.00042409-0.00067345i,-0.00022455-0.0010474i,-0.0013977-0.0011892i,-0.001727-0.0011209i,-0.0012171-0.00070427i,-0.00032052+0.00066216i,0.00040445+0.00092819i,0.00033684+0.00015265i,6.0078e-05+0.00023207i,0.00022046+0.00033474i,5.456e-05-5.3456e-05i,-0.00092585-0.00041827i
-0.012562+0.0046674i,-0.049081-0.0088522i,-0.11252-0.039541i,-0.13953-0.086546i,-0.066772-0.13744i,0.037327-0.14972i,0.061002-0.10462i,0.027798-0.049509i,0.0097877-0.021438i,0.0085755-0.0065422i,0.006487+0.0085101i,-0.00057131+0.011392i,-0.0093616+0.0044532i,-0.010342-0.00031277i,-0.0032148-0.0017873i,0.0027295-0.0014064i,0.0028549-0.0017609i,-0.0011579-0.00058031i,-0.0053625+0.00070586i,-0.0076895-0.00059474i,-0.0088807-0.00063598i,-0.0069215-0.00041452i,-0.0014279-0.0023425i
0.010317-0.0036976i,0.047576-0.0024819i,0.11376+0.01932i,0.14701+0.058063i,0.070214+0.10034i,-0.0478+0.11641i,-0.078728+0.082143i,-0.040338+0.036169i,-0.014783+0.014338i,-0.0071491+0.0043754i,-0.0013936-0.0057469i,0.0039506-0.0085934i,0.009325-0.0057952i,0.0076029-0.0031552i,7.2464e-05-0.0012442i,-0.0048215-0.0012779i,-0.0055567-0.0021268i,-0.0035004-0.0020229i,-0.0015185-0.001884i,0.0011105-0.0017247i,0.0033245-0.0013758i,0.0016508-7.1694e-05i,-0.001961+0.0029485i
-0.011446+0.0081858i,-0.052787+0.016788i,-0.11464+0.015294i,-0.14006-0.013104i,-0.069342-0.062319i,0.042795-0.090361i,0.075429-0.066369i,0.042954-0.026416i,0.022748-0.010289i,0.013439-0.0088816i,0.0044913-0.0046628i,-2.4126e-05-0.0034003i,-0.0034259-0.004746i,-0.0020086-0.001568i,0.0044756+0.0017708i,0.0082139+0.0018619i,0.0051345+0.0002938i,0.00093389-0.0010713i,-0.0012428-0.00017023i,-0.0036252+0.0008278i,-0.004204+0.0013426i,-0.0034814+0.0014816i,-0.0015681-0.00028107i
0.0047083-0.0018567i,0.041964-0.016106i,0.11011-0.033421i,0.14486-0.027094i,0.080819+0.021686i,-0.028268+0.063238i,-0.067056+0.055914i,-0.044864+0.028558i,-0.02759+0.014127i,-0.014968+0.0063419i,-0.0032646-0.00091411i,0.00058452+0.0016589i,0.0019488+0.0074205i,0.00078733+0.0053813i,-0.0046702+0.0012717i,-0.00706-0.00029121i,-0.0018089+0.00025559i,0.0042087+0.0011785i,0.0061317+0.0012295i,0.0067608+0.00076324i,0.0080562+0.00029176i,0.0080018+0.00042782i,0.0042716+0.0013485i
-0.0087366+0.010383i,-0.032963+0.031891i,-0.092831+0.061547i,-0.13252+0.070733i,-0.075427+0.032213i,0.027875-0.014792i,0.068337-0.022293i,0.053443-0.010996i,0.033995-0.0071091i,0.013396-0.00016912i,-0.0032277+0.0082827i,-0.010831+0.0041046i,-0.011797-0.0027276i,-0.0057819-0.0032993i,0.0019412-0.0013476i,0.0040719+0.0016088i,0.00089224+0.0041233i,-0.0039698+0.0045153i,-0.0058142+0.0033359i,-0.0068465+0.0022354i,-0.010343+0.0019799i,-0.010614+0.0024417i,-0.0052497+0.0018795i
0.0035846-0.0082222i,0.026232-0.036734i,0.076674-0.074423i,0.11256-0.093742i,0.065904-0.067223i,-0.027604-0.018039i,-0.063527+0.0058576i,-0.046582+0.0075873i,-0.028828+0.0051577i,-0.013025-0.00037407i,0.0011226-0.0059905i,0.0094087-0.0039318i,0.011335+0.00056181i,0.0044953+0.0021392i,-0.0042146+0.0016281i,-0.0056912-0.0017085i,-0.0024637-0.0069417i,0.00061224-0.0095978i,0.0023825-0.0089868i,0.005277-0.0075601i,0.0085533-0.006414i,0.0082166-0.005725i,0.0042627-0.0035433i
-0.0031721+0.0084263i,-0.022908+0.038184i,-0.061006+0.091879i,-0.086183+0.12725i,-0.049795+0.09978i,0.027231+0.042176i,0.058503+0.0087323i,0.045196-0.00022095i,0.033933+0.00068861i,0.02302+0.0065939i,0.011391+0.012789i,0.0046783+0.011037i,5.0048e-06+0.0043619i,0.0004453+0.00064448i,0.0043865+6.7027e-05i,0.0069707+0.0011689i,0.0060304+0.0025404i,0.0032085+0.0020203i,0.0012598+0.0019409i,-0.0016343+0.0036552i,-0.0057105+0.0053413i,-0.0070302+0.0055747i,-0.0045492+0.0026782i
-0.0035622-0.0051562i,0.0078144-0.033967i,0.043474-0.094859i,0.072186-0.15011i,0.042203-0.13533i,-0.024838-0.076114i,-0.056104-0.032855i,-0.049521-0.014304i,-0.036508-0.0080258i,-0.019728-0.0088976i,-0.0079932-0.0098242i,-0.0053675-0.0039405i,-0.0038208+0.002638i,-0.0034761+0.0046953i,-0.0046882+0.0038093i,-0.0038122+0.0011407i,-0.0004598-0.0017081i,0.0025-0.002629i,0.0018836-0.0018122i,0.0028889-0.0014328i,0.006244-0.0013582i,0.0070761-0.002347i,0.0041671-0.0033966i
-0.0012468+0.0085343i,-0.0038166+0.042365i,-0.024561+0.10573i,-0.047166+0.16745i,-0.026195+0.16745i,0.02566+0.1104i,0.052129+0.056865i,0.05166+0.029235i,0.041855+0.013606i,0.022542+0.0043379i,0.0077213-0.0019068i,0.0031377-0.0096457i,0.0012474-0.012042i,0.0023442-0.0090003i,0.0058108-0.0043485i,0.0042289+0.00063761i,-0.0012276+0.0033271i,-0.0049461+0.0036087i,-0.0055551+0.0016551i,-0.0064561-0.00013457i,-0.0088621-0.00024558i,-0.0087674+0.0017221i,-0.0044914+0.0032462i
-0.0044578-0.0057805i,-0.0047413-0.037228i,0.0012259-0.10191i,0.011384-0.16787i,0.0011554-0.17317i,-0.034018-0.11503i,-0.052186-0.054406i,-0.046811-0.022361i,-0.035303-0.010244i,-0.017405-0.005657i,-0.00080741-0.0005264i,0.0069816+0.0073485i,0.0074165+0.011296i,0.002206+0.009876i,-0.003245+0.0060798i,-0.004107-0.00082507i,-0.0026732-0.0065342i,-0.00088293-0.0063196i,0.0016533-0.0040915i,0.0044977-0.0025954i,0.0072181-0.0031368i,0.006609-0.0037819i,0.002203-0.0016803i
0.0042923+0.0063621i,0.0079479+0.033168i,0.011297+0.10299i,0.012405+0.17951i,0.019004+0.1895i,0.037619+0.13562i,0.048904+0.074409i,0.047665+0.034716i,0.035553+0.017633i,0.013693+0.014103i,-0.0045883+0.01319i,-0.011817+0.0068248i,-0.010535-0.0019491i,-0.00568-0.0067307i,-0.00038837-0.0070003i,0.0036911-0.0027413i,0.0043048+0.0017757i,0.002783+0.0025104i,0.0012129+0.0025804i,-0.0023123+0.0035328i,-0.006734+0.0042601i,-0.0080547+0.0039414i,-0.0054007+0.0022837i
-0.008478-0.0032181i,-0.019441-0.027854i,-0.026145-0.092204i,-0.025387-0.17561i,-0.028851-0.20343i,-0.039268-0.15753i,-0.045045-0.09342i,-0.041938-0.050311i,-0.029636-0.028294i,-0.012523-0.018655i,-0.0023167-0.014831i,0.00034741-0.0083325i,0.0023081+0.00066852i,0.0038215+0.0065583i,0.0017501+0.0072379i,-0.0015153+0.0034549i,-0.0022503-1.5909e-05i,0.00019387-0.00022241i,0.0019002+0.00086836i,0.0026339+0.0016141i,0.0058049-0.00023513i,0.0073097-0.0025197i,0.0050582-0.0026391i
0.0044204+0.0038076i,0.01664+0.02879i,0.036468+0.088639i,0.04925+0.1671i,0.050102+0.20062i,0.049968+0.15935i,0.049458+0.094318i,0.045847+0.054268i,0.03745+0.033419i,0.024482+0.019671i,0.016956+0.010836i,0.0125+0.0024173i,0.0041241-0.0033753i,-0.0020826-0.0041276i,-0.0014545-0.0014561i,0.0010343+0.001715i,0.0001914+0.0018816i,-0.0019072+0.00013102i,-0.0022627-0.00064217i,-0.0035188-0.00078504i,-0.0065737+0.00039642i,-0.0061113+0.0032639i,-0.0029122+0.004425i
-0.0068843-0.001483i,-0.018874-0.020769i,-0.045514-0.07751i,-0.068729-0.15428i,-0.067158-0.1878i,-0.059592-0.14958i,-0.056169-0.086243i,-0.047079-0.044618i,-0.032147-0.023118i,-0.017013-0.0088204i,-0.0072043+0.0016455i,-0.0017375+0.0095995i,0.0018472+0.012061i,0.0022521+0.0091708i,-5.8269e-05+0.0043254i,-0.00095326-0.00035547i,0.00041251-0.0046491i,0.00078131-0.0069946i,0.001394-0.0058005i,0.0052001-0.0038069i,0.0083762-0.0047068i,0.0067616-0.005846i,0.0015671-0.0035399i
0.0053953+0.0046427i,0.021749+0.018203i,0.051908+0.070215i,0.07989+0.14863i,0.077442+0.18685i,0.055379+0.1555i,0.042562+0.097323i,0.037167+0.052506i,0.024138+0.024455i,0.0073867+0.0065345i,-0.0039737-0.0043665i,-0.0081108-0.0094151i,-0.0071391-0.010817i,-0.0036153-0.010273i,0.00046839-0.0076023i,0.0031466-0.0032332i,0.0033123+0.00024798i,0.0016869+0.00098543i,-0.001018+0.00028241i,-0.0042224+0.00011444i,-0.006789+0.00083913i,-0.0052628+0.00082837i,-0.0012052-0.00023285i
-0.0073848-0.0012622i,-0.026875-0.013237i,-0.058553-0.055104i,-0.085162-0.12769i,-0.083461-0.17517i,-0.061459-0.15353i,-0.043142-0.099071i,-0.030032-0.057201i,-0.013522-0.031343i,0.00061317-0.015143i,0.007099-0.0059268i,0.0090373+2.9314e-05i,0.0088638+0.0050504i,0.0078927+0.0084296i,0.0046021+0.0075308i,-0.00046675+0.0029646i,-0.003181-0.00034297i,-0.0023938+0.00039989i,-0.00066435+0.002045i,0.0011356+0.0019667i,0.0039181+7.0938e-05i,0.0052015-0.0010904i,0.0024596+0.00025146i
0.0015845+0.00059612i,0.020251+0.011802i,0.058881+0.048752i,0.095637+0.11195i,0.096031+0.15848i,0.073064+0.14435i,0.055315+0.097703i,0.03972+0.062149i,0.020447+0.037271i,0.0063612+0.020048i,0.00062822+0.012745i,-0.0026737+0.0082598i,-0.006666+0.002674i,-0.0088817-0.001398i,-0.007731-0.00089539i,-0.0044213+0.00097366i,-0.0022402+0.0016004i,-0.0011959+0.0015934i,-0.00068375+0.000991i,-0.0022337+0.00026819i,-0.0053271+0.0015317i,-0.0075119+0.0028801i,-0.0052495+0.0017798i
-0.0067449+0.0032195i,-0.022528-0.00071005i,-0.059234-0.030362i,-0.096878-0.088304i,-0.0971-0.13325i,-0.071595-0.12538i,-0.054667-0.087178i,-0.04002-0.054438i,-0.021696-0.030244i,-0.011023-0.013101i,-0.0077885-0.0044755i,-0.0049048+0.0005295i,-8.1392e-05+0.003087i,0.0029193+0.0015869i,0.0014825-0.00048254i,-0.00030827-0.0010916i,0.0012573-0.0020887i,0.0029883-0.0030126i,0.0028977-0.0019307i,0.0035864-6.5433e-05i,0.0057034-0.0011507i,0.0043571-0.0028726i,0.001522-0.0018679i
0.003012+0.0018745i,0.020772+0.0033884i,0.055656+0.025252i,0.092416+0.074689i,0.094631+0.11856i,0.065498+0.11556i,0.04276+0.081689i,0.028641+0.049325i,0.015065+0.023903i,0.0093298+0.0070624i,0.0092266-0.0021328i,0.0067804-0.0065864i,0.002266-0.0064274i,-1.2852e-05-0.0034859i,0.0012794+0.00011333i,0.0022567+0.00316i,0.0010468+0.0044923i,0.0010282+0.003841i,0.0016488+0.0015456i,0.00032499+0.0012374i,-0.0015969+0.0023701i,-0.0012261+0.0023789i,0.00033635+0.00088417i
-0.0034684+0.0055083i,-0.018063+0.00346i,-0.050884-0.012648i,-0.085509-0.05742i,-0.090274-0.10495i,-0.066927-0.10596i,-0.042266-0.074015i,-0.021132-0.044669i,-0.0036297-0.020486i,0.0025844-0.0029505i,0.0026067+0.0064505i,0.0037934+0.0096918i,0.0039139+0.0087504i,0.0023734+0.0078277i,0.0015819+0.006243i,0.0022439+0.0012499i,0.0020248-0.0039253i,-0.0014511-0.0048779i,-0.0039958-0.0030677i,-0.0022639-0.0027418i,0.00097678-0.0034325i,0.0020921-0.0019876i,0.00058136+0.00049459i
0.00069708-0.0003116i,0.012035-0.002081i,0.044339+0.0096647i,0.083587+0.045019i,0.091298+0.0868i,0.068471+0.0954i,0.043923+0.07783i,0.021187+0.05649i,0.0034885+0.029789i,-0.0030453+0.0065977i,-0.0050869-0.0033693i,-0.007296-0.0050728i,-0.00854-0.0047221i,-0.0074019-0.0052453i,-0.0049926-0.0047727i,-0.0033741-0.0025365i,-0.0018276+0.00012081i,0.00024952+0.0011596i,0.001738-0.00055368i,0.00034693-0.0017457i,-0.0029773-0.00086212i,-0.0031157+0.00034521i,-0.0014458-0.0003235i
-0.0025496+0.0033132i,-0.012947+0.0069752i,-0.039439+0.00014551i,-0.072838-0.028561i,-0.081286-0.066233i,-0.063135-0.078273i,-0.044732-0.06718i,-0.023978-0.049399i,-0.0032701-0.027737i,0.0042684-0.011605i,0.0039093-0.0064263i,0.0032156-0.0044581i,0.003767-0.0010494i,0.0042006+0.00041074i,0.0027711-0.0014873i,0.00061487-0.0042108i,0.00026232-0.0052319i,0.00037316-0.0033518i,0.00056095-0.00017018i,0.00077769+0.0016129i,0.00053051+0.00054596i,-0.00035372-0.001161i,-0.0014053-0.0012361i
0.0016602-0.0014156i,0.011172-0.0053308i,0.035783-0.003121i,0.067168+0.018213i,0.07595+0.05189i,0.059645+0.065006i,0.043628+0.055972i,0.026843+0.039851i,0.0090187+0.021841i,0.0033211+0.011i,0.0046084+0.0075745i,0.0040036+0.0053501i,0.0012317+0.0026629i,-0.0015211+0.0012248i,-0.0026586+0.0025737i,-0.0026049+0.0041292i,-0.0021906+0.0053732i,-0.0012076+0.0053435i,-0.00091192+0.0024717i,-0.0016372+0.00015168i,-0.0017082+0.00048072i,-0.00111+0.0017117i,0.00016659+0.0024943i
-0.0033973+0.0017416i,-0.010162+0.0048536i,-0.030298+0.0056826i,-0.058268-0.011148i,-0.068703-0.041064i,-0.0556-0.05251i,-0.035809-0.044008i,-0.015197-0.030651i,-0.003067-0.013747i,-0.0032838-0.00051814i,-0.0061058+0.004831i,-0.005501+0.0063082i,-0.002574+0.0054645i,-0.00037389+0.0037102i,-0.00042256+0.0021421i,0.00014332+0.00021623i,0.00065757-0.002728i,-0.00010109-0.0043333i,-0.00023354-0.0025698i,0.00077497-0.0001855i,0.0015793+0.00054206i,0.00057323+3.9209e-05i,-0.00068213+0.00031207i
-0.00042249+1.7438e-06i,0.0045776-0.0034605i,0.023091-0.0043923i,0.051007+0.0082846i,0.063471+0.035017i,0.049479+0.048975i,0.02753+0.046592i,0.0070495+0.038136i,-0.0024557+0.018907i,0.00019594-0.00018636i,0.0026719-0.0077627i,0.00071956-0.0075945i,-0.0014398-0.004128i,-0.0011433-0.00071579i,9.7456e-05+0.0017969i,0.0014395+0.0038555i,0.0028161+0.0040537i,0.0026856+0.0023293i,0.0019723+0.00022466i,0.0019791-0.0014085i,0.0014907-0.0017025i,0.0013933-0.00069688i,0.0010733-0.00067875i
0.00078971+0.0040398i,-0.0043824+0.0064295i,-0.016489+0.0077462i,-0.039173-0.0026622i,-0.053028-0.027016i,-0.048434-0.043158i,-0.035075-0.04434i,-0.013419-0.035167i,0.0056881-0.016875i,0.010843-0.0026532i,0.0090825+0.0013485i,0.0067568+0.0018812i,0.0042156+0.0025112i,0.0025435+0.0026467i,0.0026784+0.00031123i,0.0026685-0.0027355i,0.00066528-0.0042445i,-0.0012524-0.0031218i,-0.00058688+6.6793e-05i,0.00075035+0.0021404i,0.00081486+0.0027176i,-1.7415e-06+0.0017688i,-0.00051285-0.00011025i
-0.0022968+0.0013565i,0.0019341-0.0012485i,0.015276-0.0028721i,0.036879+0.0027171i,0.050305+0.019835i,0.046449+0.03321i,0.03619+0.035634i,0.020849+0.029955i,0.0044311+0.016431i,-0.0013659+0.0065521i,-0.0014323+0.0041529i,-0.0019075+0.0022825i,-0.002398-0.0016964i,-0.0028242-0.0037519i,-0.0023227-0.0010818i,-0.00033231+0.0022896i,0.0014696+0.0026246i,0.0015018+0.00096467i,-3.0974e-05-0.00094114i,-0.0011403-0.0018837i,-0.001186-0.0023846i,-0.00072196-0.0021994i,0.00032166-0.0012544i
-0.00057686+0.0046342i,-0.0020176+0.0071776i,-0.0087778+0.0093724i,-0.025288+0.0030204i,-0.037988-0.012504i,-0.038287-0.021232i,-0.029336-0.020722i,-0.012941-0.01871i,-0.0014508-0.012468i,-0.0024612-0.005929i,-0.005053-0.0028964i,-0.0031057-0.00041122i,-9.572e-05+0.0022589i,0.0010264+0.0032409i,0.00020724+0.00039389i,-0.0011346-0.0030689i,-0.0023677-0.0036422i,-0.0025371-0.0022667i,-0.00050084-0.0010287i,0.0010702+0.00049262i,0.00031259+0.0024138i,-0.001379+0.0028971i,-0.0021935+0.0025317i
-0.0014971-0.0006766i,-0.0006393-0.0029264i,0.0063313-0.0058042i,0.022159-0.0031017i,0.034231+0.0095994i,0.032163+0.018885i,0.021286+0.020191i,0.0071073+0.017283i,0.00048608+0.0090211i,0.0035137+0.00095249i,0.005506-0.002079i,0.0022557-0.0013805i,-0.0026304-0.00014228i,-0.0044547+0.0007397i,-0.0028561+0.0024413i,-0.00087628+0.003972i,0.00034487+0.0034879i,0.00073139+0.0012959i,-0.00027765+0.00027287i,-0.00086915-0.00027354i,-0.00057645-0.0021781i,-0.00014625-0.003317i,-7.5986e-05-0.0024847i
-0.00074928+0.0034463i,-0.0017632+0.0048482i,-0.0070282+0.0080278i,-0.019345+0.0068158i,-0.029375-0.0050472i,-0.029884-0.017636i,-0.022446-0.023396i,-0.0080083-0.018059i,0.002463-0.0050268i,0.0039326+0.0049393i,0.0024223+0.006786i,0.0012207+0.0039506i,0.00037472+0.0020343i,-0.00019727+0.0017625i,-0.00092516+0.0014751i,-0.0018785-0.00011448i,-0.0022807-0.00072525i,-0.0023339-0.00086756i,-0.000689-0.0011798i,0.0011714-8.6809e-06i,0.0015297+0.0022969i,0.0009957+0.0037418i,0.0007696+0.0033101i
-0.0045096+0.0031017i,-0.0019891+0.0010927i,0.0061382+0.0010652i,0.020831+0.0025495i,0.031793+0.0064708i,0.030622+0.012924i,0.022035+0.019246i,0.010183+0.018693i,-0.0012325+0.010203i,-0.003918+0.0027014i,-0.0011791+0.00015643i,0.00077888-0.00058587i,0.0011023-0.0026064i,0.0010596-0.0024951i,0.0023384+0.00111i,0.004314+0.0031347i,0.0045964+0.0008019i,0.0028725-0.0018132i,0.001115-0.0021276i,-0.00022638-0.0024629i,-0.0013617-0.0039373i,-0.0014647-0.0043039i,-0.00030063-0.0025085i
-0.0027286+0.00097692i,-0.0032739+0.0026508i,-0.0052663+0.0046095i,-0.013326+0.0043857i,-0.024428-0.0011786i,-0.027674-0.0048368i,-0.02163-0.0071908i,-0.0084903-0.010379i,0.0017848-0.0089701i,0.002671-0.0049718i,0.00032581-0.0017316i,0.00094935+0.00092618i,0.0013672+0.0033379i,0.00043425+0.0029862i,-0.00091178+0.0011944i,-0.0020787-0.00060459i,-0.0015467+0.00018746i,-0.0014964+0.0024167i,-0.00069873+0.0015936i,0.00069617+0.0009289i,0.00086141+0.0027715i,0.00075426+0.0034259i,0.00035185+0.002502i
-0.00026298+0.0021142i,0.0014882-0.00011942i,0.0063884-0.0038787i,0.013959-0.0056977i,0.019634-0.0016357i,0.020243+0.0036312i,0.016753+0.0084309i,0.0094488+0.0098122i,0.0054241+0.0050168i,0.0061396-0.0011842i,0.0046282-0.0037062i,-0.00026966-0.0031698i,-0.0038067-0.0017878i,-0.0032017-0.00094312i,-0.00046682-0.00071067i,0.0016801-0.0010132i,0.0027941-0.002028i,0.0016903-0.0027916i,-0.0013358-0.0026089i,-0.0028214-0.002037i,-0.0024614-0.0029321i,-0.0015805-0.0044709i,-0.00014262-0.0044828i
0.00089951+0.0025874i,-0.00011935+0.0033045i,-0.0020886+0.0054745i,-0.0076172+0.0072009i,-0.012769+0.0050104i,-0.013893-0.0015642i,-0.011095-0.0079713i,-0.0034289-0.0073185i,0.0018861-0.0011493i,0.0008802+0.0033098i,-0.00013232+0.0033529i,0.0011063+0.00083726i,0.0031783-0.0009743i,0.0025257-0.00072364i,-0.00056312-0.00025225i,-0.0028497-0.00067036i,-0.0023344-0.00077945i,-0.00041373-0.00064183i,0.00088759-0.0009316i,0.00075225-9.958e-05i,0.00050758+0.0027253i,0.00038304+0.0038161i,-0.00070254+0.003288i
-0.0017524-0.0014244i,-0.001356-0.0018261i,0.00078114-0.0025051i,0.0067792-0.0031759i,0.013262-0.0018496i,0.013944+0.0033935i,0.0097226+0.0085724i,0.0033253+0.0088109i,-0.0031078+0.0036457i,-0.0057989+0.00011247i,-0.0046133+0.0012341i,-0.001724+0.0028052i,0.00023806+0.002523i,0.00024227+0.0011377i,0.0010013+0.00098831i,0.002543+0.0017835i,0.0028546+0.00094342i,0.0018736-0.00029763i,0.0015357+9.574e-05i,0.0015357-0.00019038i,0.0005983-0.0030386i,-0.00081106-0.0046248i,-0.00065914-0.0034144i
-0.0016171+0.0029611i,-0.0011959+0.0034297i,-0.00011875+0.0052192i,-0.0013051+0.0057929i,-0.0079717+0.0018504i,-0.014519-0.0012864i,-0.014417-0.0020796i,-0.00619-0.0039171i,0.0024839-0.0031658i,0.0040748-0.0017767i,0.0011976-0.00076914i,-0.001493+0.0016828i,-0.0030934+0.0024499i,-0.0031817+0.0016183i,-0.0033848+0.0012197i,-0.0032048+0.0012484i,-0.001248+0.001739i,-0.00095038+0.0022755i,-0.0016655+0.0023491i,-0.0010287+0.0020101i,0.00068559+0.0032501i,0.0016589+0.0042478i,0.0010163+0.0036034i
-0.0031111+0.0007045i,-0.0030192+0.00018358i,-0.00091057-0.00081251i,0.0037989-0.0025797i,0.0083384-0.0022258i,0.011742-0.00022533i,0.012166+0.0033943i,0.007621+0.006507i,0.0047821+0.006051i,0.0061504+0.0038415i,0.0068483+0.00071889i,0.0032387-0.0026618i,-0.00063081-0.0035222i,-0.00019583-0.0023108i,0.0020611-0.0013403i,0.0034551-0.0012267i,0.0031063-0.0014321i,0.0012309-0.0025556i,-0.00065022-0.0030254i,-0.0018652-0.0024131i,-0.0020417-0.0022115i,-0.0011709-0.0019404i,-0.0001744-0.0008772i
-0.00087531+0.0022067i,0.00051488+0.0041034i,0.0016117+0.0069141i,0.00062852+0.0075786i,-0.0015025+0.0066227i,-0.0026073+0.003589i,-0.0026215-0.00062708i,-0.00079727-0.0012085i,0.00061806+0.0011103i,0.00019763+0.0037283i,0.00017505+0.0050686i,0.0019857+0.0042237i,0.0029301+0.0029432i,0.0017377+0.0022505i,0.00065375+0.0010391i,0.00010782-0.00087007i,0.00066732-0.0014769i,0.0019381-0.00091192i,0.0021944-0.0014312i,0.0012936-0.0014077i,0.00056906-0.00075296i,-0.00019783-0.00029999i,-0.0015506+0.00022235i
-0.0016319+0.00079378i,-0.0025046+0.0012185i,-0.0027681+0.00012295i,-0.0011674-0.00056617i,0.0025496-0.00019191i,0.003458+0.00066414i,0.0029816+0.0021603i,0.0028938+0.0032124i,9.8179e-05+0.00031467i,-0.0023222-0.0032667i,-0.0035539-0.0033377i,-0.0039141-0.00067851i,-0.0024944+0.0015871i,-0.0012964+0.0013913i,-0.00061508+0.00093124i,5.9035e-05+0.00074449i,-0.00063617+0.00060729i,-0.0010173+0.0010349i,0.0004888+0.0019063i,0.0020048+0.0011146i,0.0018812-0.0015435i,0.0010891-0.0033498i,0.00071282-0.0037017i
-0.00040401+0.0023041i,0.0014789+0.0011147i,0.0039008+0.0011572i,0.0040535+0.00029594i,0.00095824-0.0036572i,-0.0046814-0.0046578i,-0.0077694-0.0029467i,-0.004877-0.003054i,0.0013586-0.0027956i,0.0047423-0.002515i,0.0034498-0.0039624i,0.00075708-0.0043959i,-0.00085744-0.0039354i,-0.00047092-0.0033605i,-0.0012105-0.0033579i,-0.0022995-0.0025423i,-0.0014885-0.0020706i,0.00011693-0.0020041i,0.00030049-0.00089739i,-0.0019229+0.00041011i,-0.0028569+0.0031284i,-0.0018732+0.0047516i,-0.0013482+0.0035565i
-0.00083525+0.00035805i,-0.002741+0.00089643i,-0.0016159+0.0017026i,0.0017502+0.0015833i,0.0044527+0.00056073i,0.0068892+0.0006163i,0.0086862+0.002222i,0.0068504+0.003961i,0.0035899+0.0047381i,0.0025518+0.0048545i,0.0031241+0.004684i,0.0029871+0.0034552i,0.0022444+0.0026056i,0.002682+0.0024943i,0.0028976+0.0031031i,0.0020258+0.0029766i,0.00014086+0.0012985i,-0.0011609+0.00011811i,-0.00071549-0.00095282i,-0.00076407-0.0025282i,-0.001904-0.0031138i,-0.002608-0.002078i,-0.0017029-0.00068871i
-0.00029187+0.00016508i,-0.0011275+0.000237i,3.7107e-05-0.0016215i,0.00070191-0.0025342i,-0.0012683+0.0003981i,-0.002338+0.0025955i,-0.0020385+0.0019777i,-0.0018012+0.0019079i,-0.0017562+0.0024295i,-0.0026178+0.0023891i,-0.0032869+0.0028989i,-0.0030251+0.0033394i,-0.0028743+0.003843i,-0.0047216+0.0029972i,-0.004768+0.0010252i,-0.0018648+0.000115i,0.00071494-0.00081215i,0.0014838-0.0017534i,0.00058455-0.0019171i,2.979e-05-0.0012445i,0.00058205-0.00025951i,0.0014846+0.00083383i,0.001579+0.00094449i
-0.0026108+1.9561e-05i,-0.0013669+0.0018367i,-0.0010626+0.003424i,-0.0010997+0.0034212i,0.0011584+0.0036884i,0.0018796+0.0036792i,0.0011304+0.003929i,0.0017355+0.003984i,0.0025911+0.00067947i,0.0021304-0.0037481i,-7.4867e-05-0.0047426i,-0.0018112-0.0036888i,-0.00083849-0.0033773i,0.00052695-0.0026688i,0.0014912-0.00041977i,0.0023574+0.0015217i,0.0017059+0.0019436i,0.001198+0.002381i,0.0021314+0.0024888i,0.0027727+0.0013327i,0.0031322+0.00021929i,0.002595-0.00045738i,0.002189-0.0011588i
0.0019171-0.00051276i,0.00063381-0.0014141i,-0.00021132-0.0023369i,-0.0012715-0.0037266i,-0.0018214-0.0052589i,-0.0032602-0.0040532i,-0.0031642-0.0013628i,0.00066152-0.0017667i,0.0049886-0.0025239i,0.0066928-0.0017414i,0.0064558-0.00074388i,0.0051781-0.00054903i,0.0039689-0.00077811i,0.002556+0.00035879i,0.00039449-0.00013469i,-0.00086749-0.0021067i,-0.00065337-0.0032791i,0.00073292-0.0032611i,0.00038255-0.0021761i,-0.0013389+0.00023448i,-0.0014748+0.0021745i,-0.00050768+0.0025045i,0.00017152+0.001977i
-0.0023138+0.00097518i,-0.0011963+0.00013031i,-0.00029771+0.0018999i,0.0015998+0.0034485i,0.0026996+0.002889i,0.0031371+0.0034193i,0.0046241+0.0028783i,0.0036203+0.0033059i,0.0015947+0.0053172i,-0.00028151+0.005473i,-0.0020515+0.0050769i,-0.0019837+0.0052086i,-4.3238e-05+0.0053507i,0.0014035+0.005809i,0.0023831+0.0049696i,0.0023165+0.0030343i,0.00091875+0.0017516i,0.00038511+0.00091571i,0.00080926-0.0004914i,0.00039545-0.0014635i,-0.00059232-0.0020347i,-0.0017377-0.0025385i,-0.0022917-0.0024588i
