-0.0026688-0.0014871i,-0.0026499-0.00040079i,-0.0030008+0.0013321i,-0.0031378+0.0020562i,-0.0033346+0.0015091i,-0.0028215+0.001113i,-0.0016905+0.0010747i,-0.00018945+0.0014378i,5.5264e-05+0.0012142i,0.00012369+0.0010625i,0.00043312+0.00077103i,0.00052293+0.00065587i,0.00029459+0.00082528i,-0.00016969+0.0006869i,-9.0303e-05+0.00062179i,-6.1274e-05+0.0015i,0.00066254+0.0018783i,0.00093727+0.00086041i,8.9638e-05+0.00030186i,-0.00042723+7.4679e-05i,0.00017309+0.0006111i,0.00033077+0.0003425i,0.00051414-0.00029694i
-0.00079505-0.00023084i,-0.0015227-0.00070469i,-0.0016584-0.00022788i,0.000364-1.0603e-05i,0.0013976-0.00025256i,0.00052141-0.00015392i,-0.00058522+0.00065647i,-0.0012268+0.00013607i,-0.00093263-0.00062412i,-0.00055266+2.4822e-05i,-0.00041378+0.00042293i,-0.00049508-3.848e-05i,-0.00078209+0.00013526i,-0.00060266+0.00068885i,-0.00062134+0.0011108i,-0.00061497+0.00068476i,0.0004022-4.2964e-05i,0.0007645+0.00023725i,0.00022047+9.3606e-05i,0.00056663-0.0002864i,0.0015599-0.00050505i,0.001078-0.00041046i,0.00026364-0.000107i
0.00041717-0.0027805i,0.00082623-0.0021688i,0.001104-0.0032535i,0.00093145-0.0038751i,0.00036629-0.002925i,-0.00041101-0.0021466i,-0.00089594-0.001305i,-0.0010248-0.00057627i,-0.00128-0.00049106i,-0.0015466-0.00039949i,-0.0013788-8.1519e-05i,-0.0015961-6.4395e-05i,-0.0020115+0.00024977i,-0.0015355+0.00014271i,-0.00053438-0.00046176i,1.8274e-06-0.00025557i,4.9592e-05+0.00035205i,-0.00026374+0.00048068i,-0.00053868+0.00032277i,-0.00045618+1.7607e-05i,1.4681e-06+5.8303e-05i,0.00038213+0.00021657i,0.0007555-6.0071e-05i
-0.0014386+1.3003e-05i,-0.00071212+0.00010549i,-0.001162+0.00095218i,-0.00076255-0.00025845i,-0.00025776-0.0016039i,0.0002433-0.0011303i,1.3242e-05-0.0006124i,-0.00052634-0.00058696i,-0.00082546-0.00021449i,-0.00081813+0.00030607i,-0.00030468+0.00049397i,0.00027276+0.00062711i,0.00075063+0.00093574i,-0.0001602+0.00079065i,-0.00095056-3.4182e-05i,-0.00038125-0.00030707i,0.00026103+0.00012175i,0.0004963+0.00048563i,0.00053593+0.00033976i,3.3806e-05+4.0333e-05i,-0.00054418-7.8079e-05i,-0.00055821-0.00027608i,-0.00030511-0.00071858i
-0.0018188-0.0021013i,-0.00096236-0.001877i,0.00066443+6.0005e-05i,0.00018041-9.9399e-05i,-0.00044265-0.0015812i,-0.00011962-0.0014945i,-0.00058974-0.0010882i,-0.0010899-0.0011268i,-0.0014516-0.0014794i,-0.001281-0.0006734i,-0.0010738+0.0004666i,-0.0016438+0.00086005i,-0.0014845+0.0014115i,-0.00089609+0.0012892i,-0.00082268+0.00071659i,-0.00024716-5.2581e-06i,0.00029121-0.00013669i,0.00030354+0.00049849i,0.00031134+0.00067934i,-0.00012767+9.4179e-06i,-0.00011852-0.00065327i,0.00017968-0.00041264i,5.2427e-05-0.00021034i
0.0006705+0.00026867i,0.00023267-0.00048053i,0.00063944-0.0018903i,0.00060054-0.0029162i,-0.00059493-0.0027258i,-0.0010198-0.0020169i,-0.001066-0.00099012i,-0.0016258-0.00045922i,-0.0015152-0.00044947i,-0.00080423-0.0006013i,-0.00027298-0.00059459i,-0.00033904-0.00030947i,-0.00098115+0.00023147i,-0.00087714-0.00010765i,-0.00025071-0.00028562i,0.00012348+0.00014246i,1.2313e-05+0.00021372i,0.0002968+0.00030279i,0.00016783+5.8047e-05i,-0.00039549+0.00010495i,-0.00018183-8.1664e-05i,0.00018377-0.00068198i,-9.2911e-05-0.00018894i
0.00022204-3.0247e-05i,0.00099084+0.00036112i,0.0022031-0.00033179i,0.0030297-0.00057035i,0.0022276-0.00051088i,0.0013854-0.0010931i,0.00029012-0.0011864i,-0.00082863-0.0015824i,-0.00090503-0.0020443i,-0.00032924-0.0011739i,0.00010564+0.00021899i,0.00013758+0.00066448i,-0.00047173+0.00071028i,-0.0011518+0.00073594i,-0.0015296+0.00049091i,-0.00086735+0.00042652i,2.6424e-05+0.00056312i,7.1619e-05+0.00045282i,-0.00026515-0.00031717i,-0.00028344-0.001063i,-3.8678e-05-0.0008004i,0.00060208-0.00019384i,0.00052249-0.00013316i
0.00051023-2.4175e-05i,0.00043007-0.00074568i,0.00059424-0.0018793i,0.00037195-0.0028839i,0.00041051-0.0027181i,0.00046063-0.0024542i,-0.00036685-0.0020835i,-0.000897-0.00099784i,-0.0011944-0.00056606i,-0.00066036-0.00025033i,-0.00048289+6.0599e-05i,-0.00033397+4.8082e-05i,-0.00055453+0.00041839i,-0.00056322+0.00046368i,-0.0001485-0.00017107i,-0.00066993-0.00027985i,-0.0013175+0.00019912i,-0.0011914+0.00044726i,-0.001079+0.00051769i,4.4813e-05+0.00053353i,0.00075891-3.3633e-06i,0.00014524-0.00018641i,-0.00014775+0.00069457i
-0.00050495-0.00038342i,-0.0011149-0.00066634i,-0.00047365-0.0012362i,0.00070955-0.00085113i,0.00075585-0.00087137i,-0.00049706-0.0016626i,-0.0010876-0.0010806i,-0.0010359-0.00029916i,-0.00038481-0.00074118i,0.00021181-0.00041551i,8.8724e-06-0.00027746i,-0.00025169-0.0006618i,-0.00052215+2.4149e-06i,-0.00068119+0.00045767i,-0.00033992+0.00030814i,0.00022265+0.00048601i,0.00028123+0.00069384i,0.00012683+0.00047577i,-0.00016982-0.00021625i,-0.00015251-0.0003899i,2.9604e-05-0.00035349i,-0.00012853-0.00033156i,-0.00018106+2.0978e-05i
0.00040929-0.00064246i,-0.00044761-0.00019012i,-0.0006917-0.00018555i,0.000571-0.00082863i,0.0016294-0.0011463i,0.0003651-0.00048624i,-5.858e-05-0.00034338i,7.3208e-05-0.00041423i,-0.00093088-0.00080946i,-0.00096624-0.00093971i,-0.00043366+4.1394e-05i,-0.00088431+0.00044961i,-0.00064272+0.00043224i,-0.00066651+0.00087255i,-0.0012482+8.5406e-05i,-0.0012197+0.0001103i,-0.00051908+0.00026818i,0.00045502+4.5925e-05i,0.00052457+6.1875e-05i,5.0605e-05-0.00030232i,-0.00015157+0.00017389i,-0.0001758+0.00044077i,-0.00025428+0.00061783i
-0.00082318-0.0024391i,-0.0018519-0.0020451i,-0.002184-0.0019409i,-0.0027201-0.0017311i,-0.0026529-0.0016474i,-0.0016286-0.0019287i,-0.00050667-0.0010198i,-2.4134e-05-0.00017697i,-0.00077615-0.00074508i,-0.0012709-0.0015363i,-0.00099271-0.00058432i,-0.00084478+0.0010042i,-0.00015404+0.001354i,0.00029029+0.00051135i,-0.00062187+0.00058411i,-0.00076056-0.00010414i,0.00011617-0.00092153i,0.00024197-0.00099701i,-0.00053785-0.00094512i,-0.0012257-0.00058882i,-0.0015369-0.00076128i,-0.0005367-0.00061211i,0.0005944+0.00015252i
0.00096815+4.5398e-05i,0.0022626-0.0012824i,0.0032804-0.0026166i,0.0020529-0.0028979i,0.0010314-0.0022184i,0.00024229-0.0014845i,-4.7133e-05-0.0011453i,-0.00042994-0.0012071i,-0.00052626-0.0013314i,-0.00030429-0.00044791i,0.00045644-7.5753e-06i,0.00059191-0.00044413i,-0.00058298-0.00037437i,-0.0011775+0.0003806i,-0.0012515+0.00088878i,-0.0009609-0.00038062i,-0.00084099-0.001168i,-0.00022496-0.0007634i,0.00017015-0.00054858i,-0.00026754-0.0005363i,-2.3206e-05+3.4291e-05i,0.00026499+0.00040801i,0.00038313+0.00049452i
0.0018226-0.00087125i,0.0020855-0.0021391i,0.0022213-0.0043146i,0.0021321-0.0038902i,0.00078995-0.0023077i,-0.00058459-0.0017895i,-0.00090338-0.0016397i,-0.00053484-0.0016116i,-1.5122e-05-0.0010503i,6.8808e-05-0.00060601i,0.00014766-0.00059965i,-0.00046547-0.000686i,-0.00066196-0.0007278i,-0.00056316-0.00055933i,-0.00055554-5.3008e-06i,-0.00046291+0.00074335i,0.00011022+0.0004531i,0.00059651-5.2334e-05i,0.00029667-0.00052725i,0.00026346-0.0003959i,5.927e-05-0.00019487i,0.00043391+2.0133e-05i,0.00082291-0.0006221i
-8.9041e-05+0.00025736i,0.00087051-0.00078531i,0.00090173-0.0026511i,0.00091254-0.0028072i,0.00098417-0.0017934i,-0.00020366-0.00077347i,-0.00087897-0.00045328i,-0.00066809-0.00076626i,-0.00099236-0.00065618i,-0.0010512-0.00086308i,-0.00056243-0.0011862i,-0.00051903-0.0007005i,-0.0010268+0.00046639i,-0.0010076+0.0010651i,-0.00050381+0.0011783i,-0.00077663+0.00042808i,-0.0011451-0.00059017i,-0.00053759-0.00030872i,0.00053018-0.00016273i,0.00048191-0.00036489i,-0.00030282-0.00072831i,-0.00079697-0.00061693i,-0.0001548+6.6148e-06i
0.00058094+0.00012007i,0.00074158+1.6325e-05i,0.0015045-0.00075738i,0.0016965-0.0015574i,0.0010515-0.0021878i,0.00083823-0.0016509i,0.00080665-0.00061767i,-0.00028933-0.00042268i,-0.00043295-0.00078149i,0.00054925-0.0011579i,0.0002539-0.0011591i,-0.00096272-0.0009076i,-0.0010179+0.00024123i,-0.00059062+0.0010102i,-0.00063802+0.00074755i,-0.00023151-5.7216e-05i,0.00037148-0.00099992i,0.00040857-0.0014202i,-0.00041912-0.0011395i,-0.0011093-0.0010744i,-0.00061524-0.0010888i,0.00024253-0.0004247i,0.00044742+0.00029238i
0.0010282-0.00059649i,0.001052-0.0012046i,-0.00018741-0.0016068i,-0.00083043-0.0016614i,-0.00097073-0.0013871i,-0.00098485-0.00081089i,-0.0014795-0.0010374i,-0.0013047-0.00087308i,-0.00099521-0.00028506i,-0.0012838-0.00062751i,-0.0013613-0.00027441i,-0.0014766-0.00020781i,-0.0009391-0.00018462i,-0.00069285+0.00016825i,-0.00071929-0.00047387i,-0.00058937-0.00059821i,0.0002684-0.00013784i,0.00097688-0.000228i,0.00086624-0.00044912i,0.00084272+0.00037137i,0.00087533+0.0010552i,0.0008095+0.00076217i,0.00079789+0.00044319i
-0.00039438-0.001368i,-0.0001207-0.00095485i,0.00076275-0.0011088i,0.0015603-0.0010514i,0.0002125-0.0013032i,-0.0012346-0.0016588i,-0.00058051-0.00095136i,0.00014831-0.00060777i,-0.00025846-0.00090249i,-0.0006767-0.00068073i,-0.0010201+4.5824e-05i,-0.0012427+0.00012458i,-0.0012037+0.00032102i,-0.0010223+0.00092175i,-0.00011618+0.00083964i,0.00023561+5.7745e-05i,0.00038052+0.00036737i,0.00021273+0.0002516i,-0.00031695-0.00072484i,8.9175e-05-0.00062925i,0.00069114-0.00035034i,0.00020248-0.00035848i,5.4021e-06-0.00074751i
4.676e-06-0.0015078i,-0.0003941-0.002266i,0.00089052-0.0034471i,0.0018916-0.0033076i,0.00056995-0.00202i,-0.00012345-0.0012989i,0.00029002-0.00020774i,-0.00033482-9.5126e-05i,-0.00027181-0.00082976i,-0.00022266-0.00076871i,-0.0007121-0.0003375i,-0.00076922+0.00022611i,-0.00047396+0.00020828i,-0.00030424-0.00019276i,-0.0001475+0.00061016i,-0.00035016+0.0011395i,-0.00015215+0.00050249i,-0.00026601-0.00025535i,-0.0010784-0.0010711i,-0.00060664-0.0011413i,0.00012245-0.00065753i,0.00019702-0.00035083i,0.00029586-0.00024194i
-9.1352e-05+0.00051404i,-0.00033361-0.00058443i,0.00028189-0.0019803i,0.00074534-0.0029591i,0.00026603-0.002381i,-0.00022739-0.001308i,-0.00010076-0.0011835i,-0.00038348-0.0012232i,-0.00063813-0.000901i,-0.00077892-0.00031489i,-0.00066584-0.00040317i,-0.00069072-0.00081757i,-0.0006515-0.00035544i,-0.00027127+0.00026326i,0.00034962+0.00064459i,4.3839e-05+0.00080277i,-0.00045524+0.00054941i,8.9923e-07+0.00030794i,0.00041329+4.5747e-05i,0.00035439-0.00019556i,1.7132e-05-0.00014568i,-0.00010193+0.00033093i,-0.00037246+0.00018957i
0.0012193-0.0016618i,0.0015275-0.0027326i,0.003382-0.0040408i,0.0028779-0.003626i,0.00092377-0.0031077i,-0.00036412-0.0024991i,-0.0013119-0.0016374i,-0.0010499-0.001529i,-0.00088468-0.0016521i,-0.00098869-0.0012178i,-0.0013082-0.00086201i,-0.0012098-0.00069094i,-0.0014017+0.00011098i,-0.0011431+0.00026346i,-0.00083262+0.00060596i,-0.00060757+0.0010909i,-0.00042112+0.00047627i,-0.000222+0.000114i,1.5681e-05-0.00030478i,0.00046492-0.00039898i,0.00019716+4.7364e-05i,2.5845e-05-0.00027297i,0.00015746-0.00029302i
-0.00058421-0.00010508i,-0.00036024-0.00036283i,-0.00022677-0.00085069i,0.0004288-0.0015355i,0.00049034-0.0010096i,0.00023788-0.00040019i,-0.00072304-3.8544e-05i,-0.0015189-0.00071438i,-0.00072409-0.0005733i,8.8263e-05+0.00067775i,-0.00041513+0.00067322i,-0.00090981+0.00047243i,-0.0015982+0.00078119i,-0.0010079+0.00059285i,0.00020163-0.00065087i,0.00045195-0.00034218i,0.00069739+0.00063761i,0.0012715+0.0007165i,0.00042695+0.00077863i,-0.00086827+0.00049494i,-0.0005358-0.0002364i,0.00032529-0.0005571i,0.00033134-1.3242e-05i
-0.00018079-0.00086312i,0.00026864-0.0018866i,0.0012992-0.001573i,0.0013627-0.00061929i,0.00038866-0.0009898i,-0.00025053-0.00032761i,-0.00074718+0.00040757i,-0.0011209-0.0001968i,-0.0010446-0.00096949i,-0.00082175-0.0011502i,-0.00062071-0.0010563i,-0.00068227-0.00074053i,-0.0009702-0.00042165i,-0.0008252-0.00042958i,-0.00068832-0.00032818i,-0.00024606+0.00017803i,-0.00014534-9.0198e-05i,1.1123e-05-0.00074362i,-6.1242e-05-0.00066773i,7.0197e-05-0.00066911i,-6.073e-05-0.00038356i,-0.00027584+0.00010417i,3.5976e-05+0.00054239i
-0.0023424+0.0020255i,-0.001166+0.0011624i,-4.1151e-05+0.0018473i,0.0015764+0.0017777i,0.0024195+0.0012431i,0.0014892+0.00020047i,0.00029613-0.00051478i,-7.2334e-05-0.0004949i,-0.00049552-0.0001893i,-0.00089703+0.00050493i,-0.00053309+0.00015759i,4.2862e-05-0.00042205i,-0.0004613+0.00028771i,-0.0013099+0.00016708i,-0.00063272-0.00020556i,0.00037438+0.0004237i,-0.00015019-0.00024458i,-0.00032469-0.0006358i,0.00014449-0.00019195i,-2.6131e-05-0.00013225i,-6.2947e-05-0.00046189i,5.1575e-05-0.00041793i,0.00019321+0.00027648i
0.00022455-0.0010451i,0.000279-0.0005775i,0.00036405-0.00027374i,0.0014131-0.0010699i,0.0010333-0.0010503i,4.7311e-05-0.00099839i,-0.00060503-0.00092815i,-0.00036467-0.00063192i,-0.00011426-0.00063957i,-0.00058384-0.00030837i,-0.00054923-0.00080797i,0.00030642-0.0010054i,0.00094654-0.00033822i,0.0013062+0.0002664i,0.00034102+0.00025752i,-0.00022811+0.00013181i,-0.0005734+0.00014027i,-4.791e-05-0.000194i,0.00089563+0.00012954i,0.00033931+0.00028291i,-0.00028701-0.00011557i,-0.00095486+0.0001676i,-0.00080445+0.00022027i
0.001235-3.0934e-05i,0.0015221-0.00099137i,0.0021551-0.00207i,0.0019109-0.0025193i,0.0010743-0.0019448i,-0.00022662-0.00097825i,-0.00098052-0.00012815i,-0.00043627+0.0002503i,-0.00018111-0.00016973i,-0.00065213-0.00086086i,-0.0013036-0.0010791i,-0.001155-0.001317i,-0.00087207-0.0014664i,-0.0002625-0.00099622i,-5.849e-05-0.0003029i,-0.0005328-2.2212e-05i,-0.00039573+0.00012088i,0.00060781+0.00049191i,0.00033959+0.00027244i,-0.00079546-0.00022562i,-0.00061045+6.2222e-05i,-0.0001795+0.00022011i,0.00026466+0.00019613i
0.0010482-0.0018319i,0.00090425-0.0023281i,0.0010743-0.0020029i,0.0010615-0.0014513i,-6.9281e-05-0.0018826i,-0.00071249-0.0016297i,-0.00010971-0.0014851i,-0.00026397-0.0020854i,-0.00052067-0.0021417i,-0.00087122-0.0017552i,-0.0014424-0.00071808i,-0.0011209-0.00050196i,-0.00071677-0.0013271i,-0.00061823-0.0008224i,-0.00052387-5.3794e-05i,-0.00022108+0.00024215i,7.7557e-05+0.00051837i,-1.7378e-05+0.00033442i,-0.00075894-0.00031984i,-0.00081093-0.00037426i,2.6829e-05-0.00036145i,0.00010635+4.3468e-05i,-0.00038957+0.00016512i
-0.00024849-0.0010213i,0.00035333-0.0018177i,0.00054662-0.0025878i,0.001611-0.0023295i,0.0016285-0.0013556i,0.00040057-0.0011963i,-0.00038146-0.00087575i,-0.00048668-0.00028647i,7.4211e-05-0.00038011i,0.00035703-0.00098725i,-0.00034321-0.0014394i,-0.0007302-0.00095886i,-0.00095263-0.00012587i,-0.00092192-5.5963e-05i,-0.00040846-0.00039349i,-0.00054484-0.00023451i,-0.00026319-0.00015352i,0.00087682-0.00011459i,0.00098631-0.00023279i,0.00024292-0.00016689i,-0.00013463-7.3754e-05i,-0.00029102-0.00023001i,-3.2282e-05+0.00016388i
0.0013464+0.00082593i,0.0020767+0.0005701i,0.0021156-0.0018386i,0.0013382-0.002747i,0.00075179-0.002361i,0.00044603-0.0020931i,9.221e-05-0.0016372i,-0.00086607-0.00081277i,-0.0012406-0.00056114i,-0.0010334-0.00097724i,-0.0011863-0.0011061i,-0.001287-0.0012556i,-0.0012871-0.00095837i,-0.0014247-0.0001811i,-0.0011997+0.0001569i,-0.00058035-0.00047419i,-0.00015923-0.00019973i,-0.00017226+9.2151e-05i,9.9858e-05-0.00046014i,0.00076384-0.00031427i,0.00027706-0.0002354i,-0.00059039-0.00067066i,-0.00050772-0.0003236i
-0.00060841-0.00021459i,-0.00023466-0.00062231i,0.00041579-0.0011459i,0.00050405-0.00082315i,0.00063148-5.5125e-05i,0.00049664-0.00029994i,-0.00018521-0.00073442i,-0.0009073-0.0011795i,-0.00090158-0.0009111i,-0.00041466-0.00062524i,-0.00013649-0.00087593i,-0.00023477-0.00014386i,-0.00047422+0.00077318i,-0.00082397+0.00041667i,-0.00057699+0.00026553i,-0.00031738+0.00020294i,-0.0010257-0.00025483i,-0.0011807-0.00040814i,-0.00046046-9.0734e-05i,-0.00037361+0.00022518i,-0.00018638+0.00034634i,0.00024475+0.00017558i,0.00072529+0.00010556i
-0.0020199-0.00023312i,-0.00014733-0.00019929i,-5.6184e-05+0.00082518i,4.9906e-05+0.00020802i,0.00077077-0.00087481i,0.0003189-0.0012875i,-0.00022806-0.0010796i,-0.00054714-0.00092492i,-0.00058231-0.00019303i,-0.00022956+4.51e-05i,-0.00046327-0.000309i,-0.0012172+4.4182e-05i,-0.0005431-0.00029092i,0.00010785-9.8185e-05i,-0.00046909+0.00067221i,-0.00090735+0.00071315i,-0.00078702-0.00010764i,-0.00094147-0.00028842i,-0.0011585+5.2566e-05i,-0.00042521+0.00018339i,-0.00031171+0.00094346i,-0.00021807+0.0010856i,0.00013579+0.0010037i
0.00074763+0.00034658i,0.00065571+0.00043854i,0.0011872+0.00055444i,0.001337-0.00083799i,0.00023428-0.0022616i,0.00024882-0.0010952i,0.000951+7.6981e-05i,0.00041645-0.00072788i,-0.00044684-0.0010935i,-0.00081497-0.00088213i,-0.00076844-0.0010105i,-0.0013323-0.00030828i,-0.0015152+0.0002751i,-0.00060815-0.00043651i,-7.2552e-05-0.00040241i,8.753e-05+1.6287e-05i,9.0638e-06-0.00030492i,0.00015612-0.00031588i,0.00020147-3.0059e-05i,4.6888e-05+0.00038711i,-0.00035287+0.00076902i,-8.4545e-05+0.00059267i,0.00025247-0.00020745i
6.3667e-05+0.00020584i,0.00022643-0.0014771i,0.0014109-0.0024841i,0.00076374-0.0019533i,-0.00023397-0.0014095i,-0.00051105-0.001821i,-0.00041721-0.0021052i,-0.00059143-0.0016312i,-0.00073566-0.00077608i,6.8049e-05-0.00091685i,0.00067882-0.00111i,-9.6366e-05+6.3709e-05i,-0.00090364+0.00071743i,-3.8434e-05+0.00054242i,0.00039336-4.1356e-05i,-0.00045541-1.3722e-05i,-0.00035626+1.5026e-05i,0.0005728-0.00036319i,0.00031146-0.00056627i,-0.0007644-0.00077157i,-0.0013834-0.00056065i,-0.00087482-0.00025221i,0.00021533+9.0631e-05i
-9.3599e-05-0.0010361i,-0.00050116-0.00086661i,0.00021939-0.00058731i,0.0011453-0.00070446i,0.0012844-0.00053161i,0.00086376-0.00036307i,-0.00039096-0.00012704i,-0.00098347-0.00050796i,-0.0007135-0.0005069i,-0.00068075-0.0010809i,-0.00097741-0.001041i,-0.0013016-2.6485e-05i,-0.0014237-0.00064252i,-0.0010075-0.00058687i,-0.0010668+0.0005297i,-0.00078476+0.00029064i,0.00019169-5.0793e-05i,0.00076494+0.00045254i,0.00041619-0.00010687i,4.3385e-05+0.00020607i,-0.00056965+0.0011376i,-0.00039293+0.0012631i,0.00067435+0.00090951i
-0.00075912-0.00084573i,0.00073292-0.0033277i,0.0017772-0.0043784i,0.0017499-0.0037546i,0.0018414-0.0021087i,0.0016568-0.0013376i,0.0012879-0.001288i,0.00064997-0.0011813i,-0.00029614-0.0011128i,-0.00063206-0.0006634i,-0.00030386-0.00029534i,-0.0007315+5.3663e-05i,-0.0015211+2.2767e-05i,-0.0015624+0.00038895i,-0.0011465+0.00015739i,-0.000673+0.00016631i,-2.5524e-05+0.00047067i,0.00054542-3.2374e-06i,0.00026258-0.00063061i,-4.7291e-05-0.00015892i,0.00028731+0.00017663i,0.00023638-0.00094913i,9.6735e-06-0.001402i
7.4253e-05-0.0001005i,2.0567e-05-0.00070222i,-0.00046288-0.00038748i,-0.0012321+0.00025982i,-0.00068624+0.00042939i,0.00051249-0.00049216i,0.00019944-0.0018783i,-0.00054226-0.0018113i,-0.0001713-0.00074461i,-0.00024605-0.00061846i,-0.00062479-0.0012662i,-0.00060439-0.00089874i,-0.00065824+4.3294e-05i,-0.00073401+0.00065656i,-0.0012066+0.00062417i,-0.00061576+0.00036043i,0.00054609+0.00037772i,0.00051407-0.0004212i,-0.00017122-0.0012029i,-0.00043588-0.0006539i,-0.00046804-0.00021033i,-0.00059396+0.0001338i,-0.00045495+0.00088483i
-0.0019481+0.0006039i,-0.0017098+0.00079452i,-0.00051715+0.0010805i,0.0013647-0.00015475i,0.0012642-0.0012062i,5.2034e-06-0.00095899i,-0.00083709-7.3428e-05i,-0.00051678-0.0002303i,-0.00064623-0.0012886i,-0.0007986-0.0013358i,-0.00094444-0.00051881i,-0.0016197-0.00024952i,-0.0012494+0.00016818i,-0.00013307+0.00088805i,0.00036423+0.00098994i,0.00059488+0.00092525i,0.00069517+0.00059403i,0.0010408-2.6802e-05i,0.0012644-0.00023734i,0.00083904-6.2037e-05i,0.00062567-0.00017253i,0.00051291+0.00011423i,-0.0001603-0.00019437i
0.00039861-0.001051i,0.0013556-0.0018632i,0.0011054-0.0020085i,8.3602e-05-0.0024522i,-0.00088799-0.0025969i,-0.001103-0.0020767i,-0.0010072-0.0018401i,-0.00060137-0.0013157i,1.8739e-05-0.00080208i,0.00017503-0.00047637i,-3.0089e-05-0.00045202i,-0.00065579-0.00076186i,-0.00096299-0.00073772i,-0.00082818+0.00023178i,-0.00060077+0.00029808i,-8.9876e-05-0.00027598i,-0.00023585-0.00019913i,0.00033644-0.00034014i,0.00045098-0.00043045i,-0.0005886-0.00035081i,-0.0011271-0.00075514i,-0.00049763-0.0010528i,0.00043714-0.00033776i
-0.0022759+0.0018266i,-0.0018498+0.0023293i,-7.5802e-05+0.0031991i,0.0019879+0.0024453i,0.0023429+0.00055918i,0.0014939-0.00034291i,0.00038732-0.00036151i,0.00011806-0.00010219i,-0.00025271-5.6393e-05i,-0.00070216-0.00029753i,-0.00087186-0.00047727i,-0.00095859-0.00045161i,-0.00073398-1.7384e-05i,-0.00042405-1.306e-05i,-0.00032729+6.4685e-05i,-0.0002227+0.00041669i,-0.00056884+0.00060774i,-5.8353e-05+0.00074197i,0.0005568+0.00074924i,-0.00012687+0.00081167i,-0.00035211+0.00032734i,-0.00068055+0.00025075i,-0.00068295+6.0199e-05i
-0.00071449-0.00048485i,0.0005273-0.0015885i,0.0014488-0.0022428i,0.0018983-0.0024433i,0.0013096-0.0015857i,-0.00057439-0.0010047i,-0.0010245-0.00052469i,-0.00079889+9.6607e-05i,-0.00091474+8.5622e-05i,-0.00042932-0.00035122i,0.00016027-0.00046245i,-0.00042017-6.0749e-05i,-0.00058955-4.9059e-05i,-7.5713e-05+6.8119e-05i,0.0002602+0.00031014i,0.00064213+0.00054729i,0.00073175+0.00045227i,0.00043421-0.00025212i,0.00047936-0.00091647i,0.00056769-0.0014866i,0.00073797-0.0015144i,0.00063312-0.0010419i,-0.00018218-0.00073848i
-0.00059903-3.3174e-05i,-0.00065883+3.3153e-07i,0.00017631+6.7689e-05i,0.00036418-1.5637e-05i,0.00063775-0.0017433i,0.00091704-0.0017396i,-0.00013069-0.00085857i,-0.0013981-0.00074887i,-0.0014105-0.0012951i,-0.000995-0.0003163i,-0.00039744+0.00050688i,4.9813e-05+0.00027801i,-0.00022908-0.00032194i,-0.00036848+0.00044949i,-0.0010408+0.00036099i,-0.00083472-0.00069921i,0.00037809-0.00021727i,0.00063943-0.00014697i,0.00049064+7.2861e-05i,1.6481e-05+0.00085698i,-6.092e-05+0.0010194i,0.00096973+0.00031512i,0.001155-0.00056529i
0.0004857-0.0012886i,0.00016948-0.0020882i,0.0011827-0.0032885i,0.0013333-0.0034582i,0.00081498-0.0021659i,-0.00049815-0.0013053i,-0.00091972-0.0011853i,-0.00045764-0.00022941i,-0.0005544+0.00013899i,0.00014001-0.00055708i,0.00061341-0.00069461i,-2.6575e-05-0.00013483i,-0.00070553-0.00026373i,-0.00047183-0.00040613i,-0.00031891-0.0002822i,-0.00098607-0.00031434i,-0.0012326+8.1405e-05i,-0.00043578+0.00016885i,-0.00018864+0.00036944i,-0.00037196+0.00079695i,-0.00055821+0.00037106i,-0.00017757-0.00014035i,7.0939e-05-0.00039458i
-0.00055608+0.00024834i,0.0005286-0.00050615i,0.00071894+0.00038254i,-0.0004925+0.00055931i,-0.0007675+0.0002858i,-0.000341-0.00037072i,-0.00017831-0.00039521i,-0.00039471-0.00017662i,-0.0005852-0.00040447i,-0.00021552-0.00052851i,-5.1475e-06-0.00088655i,-0.00033392-0.0011222i,-0.000285-0.00044i,-0.0002084-0.00036233i,-6.0126e-05-0.00018907i,-2.7226e-05-0.00036071i,-8.2682e-05-0.0010935i,-0.00032041-0.00048079i,-0.00048518+0.00074573i,-5.4957e-05+0.00062704i,0.0010085-6.2316e-05i,0.0011113+0.0001556i,0.00031177+0.00019243i
-0.0017743+4.2606e-06i,-0.0011069-6.1972e-05i,-0.0015432+0.00020951i,-0.0015698+0.00033423i,-0.0005271-0.00011315i,-0.0001625-0.00058239i,-0.00061374-0.00087365i,-0.0012007-0.00094009i,-0.0013013-0.00082719i,-0.00080291-0.0008001i,-0.00079859-0.00064417i,-0.0011342-0.00049631i,-0.00080468+0.00026041i,-0.00010624+0.00083657i,-0.00066415+0.00057604i,-0.00090864+0.00011838i,-0.00026101-0.00020885i,-0.00042295-0.00074464i,-0.00038405-0.0013818i,0.0006789-0.0005917i,0.00074904+0.00078235i,0.00036547+0.00063783i,9.9682e-05+0.00015724i
