-0.00088343-0.00051911i,0.00024282-0.0010806i,-3.2404e-05-0.0016799i,-0.0012562-0.0011491i,-0.0023213-8.2605e-05i,-0.0019251-0.0001772i,-0.00035237+0.00055215i,0.00065635+0.0015906i,0.0012328+0.0007864i,0.0010745+5.0982e-05i,0.00070291+5.565e-05i,0.0010731+1.7167e-05i,0.00048772-6.7752e-05i,-0.00022449-0.00032018i,0.0002537-0.00029738i,0.00056689+5.1514e-05i,0.00014002-0.00011631i,6.3562e-05-0.00015682i,-0.00015099+0.0002591i,-0.00024264+0.00039372i,-0.00017614+0.00017139i,0.00024531+0.00024992i,0.00021358+0.00068846i
-0.00066048-0.0015947i,-0.0017324-0.0021077i,-0.00059429-0.00166i,0.0018366-0.00017827i,0.0021759+0.00099008i,0.0016436+0.0015519i,0.0011307-0.0002432i,0.00048284-0.0041243i,0.00022747-0.00714i,0.00054303-0.0067531i,0.0011046-0.0052026i,0.0014265-0.0036746i,0.0012271-0.0010597i,0.00094531+0.00084507i,0.00093788+0.0020684i,0.00028313+0.0022251i,-0.00022802+0.0011908i,2.4952e-05+0.00016095i,-0.00036533-0.00080069i,-0.0003062-0.00063058i,0.0004352-0.00025061i,0.0001878-0.00024309i,-0.00035262+0.00050396i
0.0036102-0.00052918i,0.0032639-0.0010122i,0.0023798-0.0019941i,0.0029831-0.0023665i,0.0036795-0.001163i,0.0023268-0.00011682i,-0.00085002-0.00063202i,-0.0046652-0.0026814i,-0.0064843-0.0039124i,-0.0060666-0.0036578i,-0.0042008-0.0024502i,-0.0020657-0.0014557i,-0.0012677-0.00016029i,-0.0006623+0.001563i,0.00053024+0.0019922i,0.0016291+0.0013975i,0.0013426+0.0009047i,-0.00014692+0.00073334i,-0.0010036-1.9596e-05i,-0.0011673-0.00093124i,-0.0011068-0.001231i,-0.00067445-3.8992e-05i,-0.00030588+0.0010894i
-0.0020044-9.1313e-05i,-0.0021414-0.0015836i,-0.0018356-0.0021308i,-0.00040492-0.0018952i,0.0021007-0.0023588i,0.0024841-0.0016376i,0.00010261-0.0001042i,-0.0034273+0.002193i,-0.0060392+0.0041159i,-0.0059556+0.0042734i,-0.003694+0.0035861i,-0.00222+0.0030545i,-0.0011567+0.0021536i,-0.00017283+1.7784e-05i,0.00073525-0.00072808i,0.00015787-0.00066764i,-0.0010021-0.00015622i,-0.0017152+0.00071179i,-0.001845+0.00065982i,-0.0015526+0.00060895i,-0.001157+0.000297i,-0.00036529-0.00010561i,-8.4912e-05-0.00028844i
0.00025407+0.001527i,0.00032837+0.0020516i,0.00094163+0.0020915i,9.0487e-05+0.0010869i,-0.00088969-0.0013023i,0.00018083-0.0028151i,0.00019082-0.0003529i,-0.00046438+0.0041778i,0.00021935+0.0076249i,0.00073228+0.0078023i,0.00026095+0.0055561i,0.00057628+0.0036891i,0.00114+0.0021468i,0.0010362+2.7696e-06i,0.00074536-0.0012327i,0.00068817-0.00099153i,0.00085667-1.5779e-05i,0.00069255+0.00077347i,0.00076541+0.0023635i,0.00085026+0.0023854i,0.0001118+0.00068932i,-8.0034e-05-0.00040757i,0.00028908-0.0008941i
-0.0030366-4.7547e-05i,-0.0023473+0.0011918i,-0.0016463+0.0032695i,-0.00012307+0.0038092i,1.4516e-05+0.0027096i,-0.00037144+0.00072759i,0.001171+0.0010865i,0.0040572+0.0030279i,0.0065978+0.0036678i,0.0068574+0.0029137i,0.0049032+0.0018266i,0.0033339+0.0020403i,0.0024177+0.0021017i,0.00071837+0.0009457i,-0.00097194-0.00011456i,-0.0011025-0.00039677i,0.00085633+0.00021873i,0.0025226+0.00011979i,0.0023858-0.00025185i,0.0014826-0.00040145i,0.00097979-3.9724e-05i,0.00083016+0.00020927i,0.00016123-0.00080207i
0.00080479-0.0013941i,0.0012979-0.0013995i,0.0014047-0.0014803i,0.0014385+0.00013364i,0.0010724+0.0027104i,0.0017764+0.0032752i,0.0030856+0.00065708i,0.0047247-0.0025355i,0.0061724-0.0050832i,0.0065784-0.0053626i,0.0054772-0.0028623i,0.0042481-0.00074143i,0.0030935-0.00062731i,0.0013473-0.00086819i,-5.486e-05-2.9853e-05i,8.2857e-05+0.00092269i,0.00081765+0.00051249i,0.0015016+4.3698e-05i,0.001291-0.00020179i,0.0004368-0.00090936i,0.00063307-0.00075143i,0.00042339-0.00029659i,-0.00096563-0.0006243i
-0.0012112+0.00033531i,-0.00091811-0.00060832i,0.0013383-0.0015597i,0.0031389-0.0014724i,0.0042431-0.0010487i,0.0042445-0.00071794i,0.0025199-0.0022388i,0.00044626-0.0058149i,-0.0013143-0.0077898i,-0.0022724-0.0068819i,-0.0015742-0.0048192i,-0.00011052-0.0037224i,0.00036654-0.002424i,0.00059123-0.000483i,0.00089708+0.0014508i,0.0011871+0.0024807i,0.001125+0.001637i,0.0006852+0.00088106i,0.00045426+0.00021018i,0.00067418-0.0011286i,0.00094745-0.0013719i,0.00055171-0.0013225i,3.2158e-05-0.00078114i
0.0013934-0.0039133i,0.00059357-0.0036704i,-0.0016029-0.0031044i,-0.0011073-0.0016958i,0.001721-0.00013528i,0.0029168+0.00026377i,0.00021133-0.0014048i,-0.0038081-0.0024093i,-0.0063359-0.0017302i,-0.0069063-0.0013728i,-0.0052209-0.0012008i,-0.0029419-0.0015201i,-0.0010725-0.0017103i,0.00030522-0.00089039i,0.0014343-0.00014386i,0.0022337-0.00035185i,0.001635-0.00047653i,0.00024136+0.00027978i,-0.00090277+0.0013563i,-0.0014787+0.00089326i,-0.0011152-0.00034368i,-4.1944e-05-0.00055885i,0.0011903-0.00047355i
3.9433e-05-0.00096982i,-0.00011098-0.00021529i,0.0001818-0.00099913i,-0.00025433-0.002687i,0.00050087-0.0039785i,0.0010568-0.0029387i,-0.00034791-5.8727e-05i,-0.0029916+0.002677i,-0.004991+0.0051314i,-0.0050182+0.0057523i,-0.0043666+0.0044454i,-0.0035139+0.0023502i,-0.0015012+0.00063722i,-5.0794e-05-0.000405i,0.00048184-0.0010037i,0.0010448-0.00095536i,0.00092987-0.00017466i,0.00017444+0.00040407i,-7.5813e-05+0.00076169i,-0.00025673+0.00021424i,-7.3006e-05-0.00071481i,0.00024637+9.639e-05i,0.00020538+0.00070956i
-0.001375-0.0003953i,-0.00072159+0.0001749i,-0.00026407+0.0014932i,-0.00042922+0.001755i,-0.00054729-0.00040986i,0.00030118-0.0019677i,0.0012553+0.00064219i,0.0020252+0.004911i,0.0033515+0.0078971i,0.0043749+0.0076972i,0.0033146+0.0053631i,0.001383+0.0037464i,0.00068384+0.0024407i,-0.00015677+0.00085382i,-0.0017725+2.5794e-05i,-0.0020425-3.3953e-05i,-0.0013666+0.00010562i,-0.00036073+0.00031011i,0.00051488+0.0004771i,1.3729e-05+0.0011936i,-0.00071026+0.00083429i,-0.00040142-0.00039888i,0.000148-0.00042783i
-0.00076951+0.002026i,0.00017094+0.0020872i,0.00065353+0.0024205i,0.0012726+0.003096i,0.00075916+0.0029391i,0.00065372+0.0011627i,0.0027016-0.00055733i,0.0053601-9.5747e-05i,0.0074755+0.00085314i,0.0079658+0.0014646i,0.0068626+0.0024411i,0.0046039+0.002582i,0.0016459+0.0019989i,-0.00074256+0.0021501i,-0.0013556+0.0016021i,-0.00055407+0.001081i,-0.00033495+0.00075594i,-0.00054254-0.00024148i,-0.00011663-3.3771e-05i,0.00024002-9.5053e-05i,1.9639e-05-0.00069639i,-0.00041617-0.00031383i,-0.00039356-0.00014747i
-0.0002501-0.00104i,0.00040324-0.0023084i,0.0017019-0.00069204i,0.0036904+0.0011159i,0.0035711+0.0019476i,0.001726+0.0010699i,0.0013875-0.0016241i,0.0030911-0.0046393i,0.004468-0.0059317i,0.0041575-0.0049971i,0.0035393-0.0031098i,0.0036221-0.0013852i,0.0030165+0.0005472i,0.0024299+0.0025106i,0.0023773+0.0031655i,0.0017542+0.0026097i,0.0015777+0.00188i,0.00094798+0.0010591i,4.6012e-06+0.00017066i,-8.1684e-05+0.00013866i,-3.7772e-05+0.00063597i,0.00010692+0.00064902i,-0.00038276+0.00055191i
9.8969e-05+0.0014309i,-1.9102e-05+0.0015365i,0.0008288+0.00045828i,0.0028643-2.3576e-06i,0.0053621+0.00047395i,0.0054146+0.0014202i,0.0022172+0.00072532i,-0.0010283-0.0024211i,-0.0030357-0.0053456i,-0.0030274-0.0059265i,-0.0013839-0.0041045i,0.00039972-0.0025045i,0.0018105-0.0013964i,0.0027405-0.0002078i,0.0036762+3.6878e-05i,0.0025941+0.00018779i,0.00069383+0.00043513i,0.00019674+0.00011424i,2.7292e-05+3.1337e-06i,-0.00020943+9.0239e-06i,-0.00022421-7.9227e-05i,-0.00028778-0.00014837i,-0.00034961-0.00011339i
-0.00050539-0.0026619i,-0.00034754-0.0025348i,-0.00043093-0.0022598i,0.001909-0.0024588i,0.0054038-0.0027804i,0.0066146-0.0017528i,0.0036278-0.00045972i,-0.0023841-0.00026099i,-0.0067186-0.00064726i,-0.006423-0.00087607i,-0.0039742-0.00037396i,-0.0013438-0.00052407i,0.0006439-0.0010041i,0.002004-0.0019131i,0.002923-0.0030144i,0.0020532-0.0024564i,0.00040943-0.0014352i,-0.00012778-0.00032897i,0.00016355+1.9621e-05i,0.00078689+0.00085436i,0.00039715+0.0010703i,-0.0001222+0.00013126i,0.00011956-0.0003437i
5.551e-05+0.0011557i,-0.0013147+0.0018218i,-0.0018688+0.00074803i,-0.0025179-0.0019004i,-0.0016238-0.0052968i,0.00027393-0.0057197i,0.00067001-0.0022126i,-0.0012753+0.0024092i,-0.0036093+0.0056838i,-0.0030293+0.0053671i,-0.0018173+0.0032024i,-0.0021121+0.0019659i,-0.0018777+0.00050932i,-0.00069549-0.0016674i,-0.00042962-0.0019476i,-0.0012779-0.00086752i,-0.0012386-0.00072263i,-0.00013975-0.00058319i,-7.2734e-05+0.00030058i,-0.00097205+0.00076276i,-0.0010682+0.00053397i,-0.00055474-0.00026296i,-0.00068931-0.00038486i
-9.0954e-05-0.0012548i,0.00058855-0.0014449i,0.00049737+9.7609e-05i,-0.0010816+0.00088036i,-0.003357-0.0011572i,-0.0036829-0.0028211i,-0.0015533-0.0019036i,0.00061318+0.0021913i,0.0029118+0.0058861i,0.0047902+0.0063617i,0.0033139+0.0053234i,0.00064323+0.0039472i,-0.0003045+0.0015694i,-0.0013918-0.00042645i,-0.0029466-0.00015314i,-0.0020477+0.00081444i,-0.00045366+0.0010518i,-0.00071808+0.00079602i,-0.00082487+0.00054617i,-0.00063593+0.00032233i,-0.00083541-1.0276e-05i,-0.00087408-0.00033417i,-0.00015973-7.4193e-05i
-0.0023192-6.8397e-05i,-0.0025468+0.00032745i,-0.0029177+0.0011982i,-0.0026549+0.0040155i,-0.003144+0.0069327i,-0.0035078+0.0060282i,-0.00015425+0.0029187i,0.00368+0.0018067i,0.0058655+0.0017665i,0.006505+0.0016373i,0.0055998+0.0026432i,0.0037291+0.0028215i,0.001005+0.0024359i,-0.00058553+0.0027547i,-0.0001481+0.0032129i,0.00072597+0.0023492i,0.00036856+0.0013439i,-0.00061407+0.00136i,-0.00056762+0.0010653i,0.00040408+0.00063403i,0.00047182+0.00069806i,0.00010357+0.00032375i,0.00040635-0.00033167i
-0.00168-0.0037386i,-0.0026706-0.0032631i,-0.0029115-0.0016067i,0.00021645+0.0018204i,0.0042187+0.0056183i,0.0053929+0.0055695i,0.0044644+0.0019291i,0.0038863-0.002392i,0.0036896-0.0047065i,0.0034053-0.0045192i,0.0027045-0.0030142i,0.0019503-0.0011394i,0.0017004+0.00072783i,0.0015149+0.002095i,0.001845+0.0017446i,0.0025311+0.00053216i,0.0030073+0.00024588i,0.0023571+5.4584e-05i,0.0013181+0.00019234i,0.00090563-0.00017795i,0.00044702-0.00063291i,-0.00010779-0.00060721i,-0.00020506-0.00036508i
0.00073882+0.0034009i,0.00099718+0.0018195i,0.0029192-0.00030458i,0.0061918-0.0025735i,0.0099698-0.0030855i,0.0095938-0.0023414i,0.0040488-0.0028869i,-0.00089191-0.004708i,-0.0026772-0.0058424i,-0.0018705-0.0050729i,-0.00016368-0.0039515i,0.00088208-0.0017127i,0.0021854+0.00055081i,0.0030905+0.0014957i,0.0027785+0.00058917i,0.001268-0.00060956i,0.00053434-0.00059291i,0.00063807-0.00094544i,-0.00024233-0.0011258i,-0.00021292-0.00079701i,0.00051383-0.00084304i,0.00060195-0.00068963i,0.00069487-0.00056214i
0.0011349-8.3298e-05i,0.00096004-0.00030062i,0.0012355-0.00082379i,0.0013909-0.0049028i,0.0024959-0.0093113i,0.0023877-0.0088753i,-0.0010683-0.0055422i,-0.0043884-0.0023081i,-0.0058748-0.0005092i,-0.0051925-0.00017047i,-0.0027906-0.0011626i,-0.00082693-0.0019772i,0.00013398-0.0016601i,0.00099242-0.0015413i,0.00076656-0.0022925i,-0.00035683-0.0025876i,-0.00029247-0.0017122i,0.00037861-0.0012977i,0.00066204-0.0020642i,0.00036993-0.002353i,0.00010988-0.0020397i,0.00018145-0.0017055i,-0.00026301-0.00087787i
0.0026598+0.00054706i,0.00056145-0.00042225i,-0.0015139-0.0018253i,-0.0038217-0.0036892i,-0.0064172-0.0057995i,-0.005665-0.0053507i,-0.0032482-0.00075901i,-0.0033256+0.0037216i,-0.0036715+0.0054453i,-0.0032451+0.0046265i,-0.002422+0.0023251i,-0.0011844+0.00046699i,-0.00020242-7.6563e-05i,-1.9916e-05-0.0012654i,-0.000719-0.0015266i,-0.0013324+1.9395e-05i,-0.00083046+0.00073017i,-0.00059777+0.00032066i,-0.0011288-0.00012064i,-0.0014688+9.3895e-05i,-0.0014661-0.00011497i,-0.00091683-0.00058239i,-0.00013228-0.00020623i
-0.00015161+0.0010134i,0.0011796+0.00088032i,0.0013203+0.0018704i,-0.00081394+0.0031009i,-0.0039638+0.003933i,-0.0044512+0.0027027i,-0.0017946+0.0027527i,0.0010045+0.004924i,0.0014105+0.0058012i,0.0013915+0.0050771i,0.0011953+0.0039673i,0.0002164+0.0026122i,-0.00092789-0.00011842i,-0.0014746-0.0013484i,-0.0013957+0.00056571i,-0.00027242+0.0019963i,0.00023692+0.0020747i,-0.00048948+0.0010897i,-0.00071589+0.00049059i,0.00028997+0.0013482i,0.0011039+0.0012889i,0.00024681+0.00047259i,-0.00055363-0.00013053i
-0.00065544+0.0012584i,-0.0015275+0.002185i,-0.00042068+0.0032561i,0.0016729+0.0058588i,0.0019653+0.0097338i,0.0012029+0.0098463i,0.0028775+0.0057547i,0.0056473+0.002799i,0.0063341+0.0021921i,0.004636+0.0019948i,0.0027459+0.0016667i,0.0019279+0.0011727i,0.0010389+0.0012753i,3.3263e-06+0.0027167i,0.00058523+0.0038959i,0.0013765+0.0029887i,0.00091622+0.0012041i,5.2457e-05+0.00045359i,-0.00022851+0.00085598i,0.00025233+0.0010547i,0.00082371+0.00020615i,0.0011607+0.0005255i,0.0013158+0.0013704i
-0.0013588-0.0022794i,-0.0013084-0.0027276i,3.9374e-05-0.0027006i,0.0051076-0.00018414i,0.010984+0.0029085i,0.011257+0.0035335i,0.0072688+0.00042391i,0.0053673-0.0025791i,0.0053103-0.0029704i,0.0047913-0.0022698i,0.0045339-0.00099861i,0.0036809-0.00011133i,0.0020411+0.00076269i,0.0016943+0.0013063i,0.0027115+0.000909i,0.0031367-0.00035571i,0.0018686-0.0010411i,0.0006661-0.0012891i,0.00074146-0.00097854i,0.0008077-0.00069672i,0.00084528-0.000881i,0.0009162-0.00055393i,0.00065349-0.00021856i
0.00031197+0.0011984i,-0.00010726-0.00060454i,0.00026086-0.0022726i,0.0034256-0.0050401i,0.008799-0.007926i,0.010296-0.0075543i,0.0055647-0.0061634i,0.0011614-0.005866i,0.00017465-0.0052026i,0.0010436-0.0037956i,0.0023355-0.0023079i,0.0022352-0.00091787i,0.00075844+0.00058675i,0.00078417+0.0002571i,0.0022361-0.0010719i,0.0016234-0.00216i,7.0362e-05-0.0016317i,-0.00018726+0.00036312i,-0.00026567+0.00054068i,0.00023612-0.00091363i,0.00096799-0.0017854i,0.00042635-0.0017873i,0.00018008-0.0018385i
-0.00062821-0.00043578i,-0.00053697-0.00064359i,0.00021692-0.002176i,-0.0014611-0.0067434i,-0.002333-0.012599i,-0.00074032-0.013239i,-0.0023288-0.008081i,-0.0052997-0.0047675i,-0.004836-0.0041972i,-0.0026375-0.0046368i,-0.00075185-0.0042131i,0.00017944-0.0023048i,0.00079374-0.00092074i,0.00080167-0.0010932i,-0.00052706-0.0021558i,-0.0024902-0.0017132i,-0.0020973+6.2691e-05i,-0.00072622+0.0006054i,-0.00060385-0.0003034i,-6.0593e-05-0.00053563i,3.4122e-05-0.00052816i,-0.00027538-0.0013189i,-0.0012253-0.00092158i
0.0017451-0.00030684i,0.00018922+5.9491e-05i,-0.002502+0.0005655i,-0.0069167+0.0003496i,-0.011724-0.00076787i,-0.012371-0.0017995i,-0.0086046-0.00056442i,-0.0062473+0.0018179i,-0.006671+0.0023374i,-0.005952+0.00022602i,-0.0035622-0.0010489i,-0.0015126-0.00067362i,0.0002939-0.0006119i,0.00051525+4.4951e-05i,-7.2963e-05+0.0010144i,0.00033675+0.0019987i,6.9246e-05+0.0017588i,-0.00047201+0.00095813i,-0.00063108+0.00057111i,-0.00097896+0.00043271i,-0.001938+0.00038227i,-0.0021191-0.0002205i,-0.0011703+9.4485e-05i
-0.0025961-0.00094638i,-0.0037333+5.5778e-05i,-0.0042836+0.0032972i,-0.0048286+0.0076844i,-0.007053+0.010969i,-0.0073729+0.010359i,-0.0037318+0.007395i,-0.0013395+0.0062255i,-0.0025318+0.0059983i,-0.0033689+0.0050931i,-0.0031679+0.0036793i,-0.0020558+0.0022241i,-0.0011767+0.00093629i,-0.0007634+0.0007447i,0.00013398+0.0014424i,0.0010087+0.0012764i,0.0007363+0.0010033i,-0.00074901+0.00072672i,-0.00089557+0.00080728i,-0.00024508+0.00090788i,8.4206e-05+0.00030623i,-3.9808e-05+0.00055365i,-0.00086931+0.0006904i
0.00079363+6.7991e-05i,0.0026841-0.00011544i,0.0047248+0.0010038i,0.0077695+0.0063987i,0.0098806+0.012577i,0.0075045+0.012787i,0.0054512+0.0075138i,0.0054947+0.0045554i,0.0048595+0.0053858i,0.0034696+0.0059388i,0.002083+0.0046092i,0.00099448+0.0020179i,-0.0001123+0.0011454i,-2.8109e-05+0.0019818i,0.001507+0.0024851i,0.0027831+0.0018113i,0.0019314+0.00028573i,0.00039293+8.1362e-05i,0.00056579+0.00053846i,0.00098511+0.00057186i,0.00044393+0.00093571i,0.00036646+0.0010955i,0.00067518+0.0010202i
0.00029505-0.00057179i,0.00044143-0.00082537i,0.0032612-0.0030598i,0.010215-0.0039905i,0.016949-0.0016715i,0.017176+0.001266i,0.011784+0.00094432i,0.0079787+9.5801e-05i,0.0074054+0.00096847i,0.0065149+0.0018075i,0.0045052+0.0028507i,0.0020268+0.0029321i,0.00053976+0.002266i,0.0011687+0.0018159i,0.0021737+0.0011402i,0.0017486+0.00015308i,0.0011846-0.00030697i,0.001698+0.00033688i,0.0012066+0.00025871i,0.00042827-0.00074077i,0.00020717-0.00072439i,0.00034331-0.0005846i,0.00020898-0.00084715i
0.00092168-0.0052997i,-0.00076201-0.0056192i,-0.0017278-0.0077698i,0.00067391-0.01248i,0.0053977-0.016643i,0.0085057-0.015021i,0.0070089-0.010631i,0.0042254-0.0077608i,0.0038407-0.0053169i,0.0040798-0.0039183i,0.004197-0.0017852i,0.0035722+0.00053117i,0.0023822+0.0013477i,0.0019588+0.0013154i,0.0021243+0.00033768i,0.0015667-0.00035055i,0.00057914-0.00036983i,-0.0004302+5.3896e-05i,-0.0011516-0.0002434i,-0.00088413-0.00077051i,-0.00017219-0.0010829i,0.00014513-0.0007163i,-0.00050824+0.00047535i
0.002377+0.00057223i,0.0011268-0.00015466i,-0.0011951-0.002644i,-0.0063057-0.0082557i,-0.010263-0.015289i,-0.009045-0.016632i,-0.0053208-0.011054i,-0.0031243-0.0064111i,-0.0023668-0.0055506i,-0.0010758-0.0054108i,0.0011501-0.0040393i,0.0027143-0.0017755i,0.0029612+0.0005779i,0.0022387+0.0011974i,0.00062363-0.00021509i,-0.00098461-8.1455e-05i,-0.00098917+0.001027i,-7.0265e-05+0.00080009i,6.5567e-05+0.00021214i,-0.00077203+0.00015319i,-0.0012637+0.00043949i,-0.0009602+0.00010193i,-0.00049001-0.00089517i
-0.0019611+0.0012655i,-0.0027637+0.0029813i,-0.0046797+0.0055101i,-0.008676+0.0082672i,-0.014213+0.0082611i,-0.014791+0.0048065i,-0.010723+0.0021087i,-0.0074035+0.0010265i,-0.0062716+0.00014576i,-0.0055727-0.001195i,-0.0037699-0.0022565i,-0.0010176-0.0025225i,-5.3021e-05-0.002075i,-0.00065704-0.0016084i,-0.0017212-0.00072814i,-0.0017046+0.00058935i,-0.00037523+0.00074097i,-0.00040493+0.00030984i,-0.00045525+0.00085994i,-8.454e-05+0.0015774i,-0.0008687+0.00084177i,-0.0013427-5.6907e-05i,-0.00079533-0.00013938i
0.00077103-0.00092096i,0.00081338-0.0017109i,0.0015757+0.0014469i,0.0012707+0.0096014i,-0.0012566+0.017662i,-0.0043095+0.018497i,-0.0040258+0.01207i,-0.0028353+0.0064605i,-0.0039667+0.0048863i,-0.0042038+0.0039894i,-0.003059+0.0023025i,-0.0020351-0.00028778i,-0.001037-0.0019059i,-0.00082165-0.0011453i,-0.00048679+0.00032308i,0.00041549+0.00021088i,0.00012013-0.00042361i,-0.00032319-0.00034829i,0.00061569+0.00011654i,0.00079954+0.0011402i,-0.00014294+0.002004i,-0.00064244+0.00125i,-0.00053441+0.00031292i
-0.0017132-0.0023172i,-0.00090804+0.00027191i,0.0021236+0.0029552i,0.0092158+0.0068551i,0.016714+0.011509i,0.018361+0.012706i,0.012231+0.0079241i,0.0051279+0.0040701i,0.0015406+0.0055937i,0.00064256+0.0062698i,0.0004283+0.00487i,-0.00078085+0.0031489i,-0.0019035+0.0019966i,-0.0016428+0.0010568i,-1.214e-05+0.00090313i,0.0010616+0.00106i,3.6322e-05+0.00099969i,-0.0010307+0.0013139i,-1.3539e-05+0.0016218i,0.0010131+0.0011766i,0.00062392+0.0003034i,0.00044911+0.00099715i,0.00066603+0.0012807i
-0.0032522-0.00078504i,-0.0040919-0.0016649i,0.00083101-0.0022886i,0.010686-0.0055026i,0.019987-0.0091719i,0.02097-0.0088585i,0.013068-0.0052255i,0.0064803-0.0017613i,0.0047685+0.0011514i,0.0046848+0.0028427i,0.0039562+0.0030268i,0.0020709+0.0027187i,-0.00033023+0.0020437i,-0.0010817+0.0011225i,-0.00034663+0.00071506i,0.000389+0.0007467i,0.0011692+0.001053i,0.0011563+0.00085279i,5.7656e-05-0.00039054i,-0.00088143-0.00041506i,-0.0009528-0.00018521i,-0.0001515-0.00031259i,0.00037196-0.00013622i
0.001905-0.00094754i,0.001364-0.0017543i,-0.0007577-0.0057666i,-0.0021879-0.014732i,-0.0010094-0.023039i,0.0012468-0.022194i,0.0022767-0.01364i,0.0017576-0.0064456i,0.0022177-0.0037799i,0.0038935-0.0024865i,0.0043237-0.0012239i,0.0029132+0.00066461i,0.0012941+0.002034i,0.0016944+0.0024173i,0.0021498+0.0020806i,0.0015284+0.00089861i,0.0011658+0.00024981i,0.00095595+0.00050647i,0.0003598+0.00046048i,0.0001715-0.00027103i,0.0008203-0.00091721i,0.00074049-0.00095272i,-0.00038939-0.0003083i
0.00052233-0.00011339i,-0.00084678+9.0676e-05i,-0.0045417-0.0023473i,-0.013057-0.0054412i,-0.02081-0.0087025i,-0.019199-0.0085022i,-0.010665-0.0051739i,-0.0047563-0.0029206i,-0.0020929-0.0027767i,-0.0003612-0.0031018i,0.00071627-0.0028424i,0.001991-0.0010112i,0.0028937+0.0018677i,0.0028532+0.0023191i,0.002946+0.00097642i,0.0022932+6.1126e-05i,0.0004501-0.00053044i,-0.0008886-0.00088329i,-0.0011995-0.00082955i,-0.0013532-0.00052863i,-0.0018108-0.00013395i,-0.0014473-0.00090595i,0.0001865-0.0015631i
-0.0013372+0.00089205i,-0.0019183+0.0020425i,-0.0044644+0.0063703i,-0.01103+0.012751i,-0.017234+0.017706i,-0.016622+0.015823i,-0.0087212+0.0094834i,-0.0037491+0.0052707i,-0.0038655+0.0018794i,-0.0037442-0.001301i,-0.0026881-0.0022758i,-0.00054076-0.0019945i,0.0017386-0.0016265i,0.002509-0.0015958i,0.0022389-0.0018517i,0.001219-0.0012911i,-0.00010444-0.00096814i,-0.00043347-0.00093578i,-0.00077491+7.2152e-05i,-0.0017125+0.00059552i,-0.0021503+1.3888e-05i,-0.0018497-0.00094224i,-0.00074768-0.00078307i
0.00040479+0.00085056i,0.0014503+0.0018825i,0.0041041+0.0066246i,0.0083598+0.016008i,0.0117+0.024592i,0.010638+0.024286i,0.0069166+0.015223i,0.0034921+0.0069659i,0.00022759+0.0045034i,-0.002219+0.0036146i,-0.0025223+0.0020921i,-0.0016024+0.00036495i,-0.00023099-0.00081872i,0.0003872-0.00072213i,-0.00071041-0.00059288i,-0.0016392-0.00018035i,-0.0019041+0.0013904i,-0.0019506+0.0026824i,-0.0015918+0.0021505i,-0.00049455+0.00075068i,1.6013e-05+0.00096586i,-0.00014665+0.0011447i,-0.00050153-0.00023757i
-0.00020341+0.00046427i,0.00094703+0.00096524i,0.0064438+0.0021873i,0.016979+0.0022184i,0.0265+0.0020864i,0.026287+0.0028244i,0.017067+0.0015428i,0.0077119-0.00012089i,0.0033893+0.0012257i,0.0018566+0.0036851i,-0.00018025+0.0040886i,-0.0012604+0.0026018i,-0.00094671+0.00061467i,-0.00092986-0.00078045i,-0.0010539-0.0010955i,-0.00038206+0.00084692i,0.00069851+0.0023074i,0.00063214+0.0022032i,0.00094469+0.0023903i,0.0014516+0.0028551i,0.0012937+0.0023121i,0.00075471+0.0011963i,0.00033265+0.00050786i
-0.00086045-0.0027133i,-0.00090251-0.005365i,0.0013478-0.010357i,0.0068998-0.018484i,0.01366-0.024621i,0.014053-0.023642i,0.007298-0.01605i,0.002087-0.0080508i,0.0025287-0.0027823i,0.0038199+0.00073322i,0.0029011+0.0025058i,0.0010322+0.0027988i,0.00043852+0.0016695i,0.0001814+0.0013215i,-0.00018023+0.0015616i,0.00075564+0.00088892i,0.0019276+0.00068003i,0.0029813+0.0013518i,0.0029409+0.00087137i,0.001672-0.00028946i,0.0010126-0.0006708i,0.0016196-0.0010264i,0.0012053-0.001458i
-0.00034381+0.0018679i,0.00012857+0.00074368i,-0.0034733-0.0032962i,-0.010004-0.012339i,-0.01482-0.021227i,-0.014711-0.021561i,-0.010736-0.013714i,-0.0066627-0.0055722i,-0.0026116-0.002447i,-7.0262e-05-0.0024432i,0.0012405-0.0011242i,0.0026167+0.0011091i,0.0015362+0.0015198i,0.0003631+0.0013799i,0.00064886+0.0012041i,0.0011642-6.7008e-05i,0.00088692-0.00080758i,0.00048259-0.0012857i,0.00018365-0.0012086i,-0.00010253-0.00048388i,0.00038552+0.00012557i,0.00043349-0.00055427i,0.00054199-0.001117i
-0.0050321-0.00098797i,-0.0070236+0.00066537i,-0.011472+0.0030642i,-0.01917+0.0051271i,-0.027261+0.0060573i,-0.027483+0.0049557i,-0.018223+0.0047121i,-0.0089955+0.004959i,-0.0041327+0.0029331i,-0.0016643+2.3109e-05i,-0.00021554-0.0018108i,0.0010263-0.001566i,0.0016167-2.3606e-05i,0.0020384+0.00080418i,0.002274+0.00061589i,0.00086687+4.7112e-05i,-0.00067107-7.9982e-05i,-0.00083728-0.00073387i,-0.00060401-0.0018021i,-0.00054449-0.0019638i,-0.00063315-0.00187i,-0.0010235-0.0021603i,-0.00079504-0.0018941i
