-0.0018774-0.00065522i,-0.00054731-0.0010347i,-0.00077641-0.00042382i,0.00010548-0.00059768i,0.00053947-6.1234e-05i,0.00050317+3.0065e-05i,0.00094404+0.00054433i,0.0014409+0.00060019i,0.001302+9.5636e-05i,0.0011814+0.00079959i,0.0010166+0.00022587i,0.00068297-0.00094723i,0.0010209+0.00020761i,0.00088974+0.00088738i,0.00057922+0.00072223i,0.00034294+0.00036324i,0.00046142-0.00073322i,0.00055309-0.00067362i,0.00024168-0.00038133i,-0.00013843-0.0010199i,4.4041e-05-0.00040922i,0.00053239+0.00035286i,0.00094203+0.00015809i
-0.00091821-0.0026053i,-0.0011946-0.0026805i,-0.0012102-0.0019956i,-0.00080101-0.00096197i,0.0003909-0.0002498i,0.00091416+0.00015141i,0.0005809-5.6292e-05i,-3.537e-05-0.00017021i,1.8788e-05-0.00037611i,0.00049564-0.00093766i,0.00024426-0.00084869i,3.7425e-05-0.00011212i,0.00077104-0.00018138i,0.00087877-0.00015996i,0.00037508+0.00020142i,-3.8649e-05+6.5472e-05i,-0.00030558+1.3838e-05i,-0.00015199-0.00020737i,-4.5849e-05-0.00039445i,-0.00029218+0.00026422i,-0.00028553-0.0003468i,-0.00016576-0.001132i,0.00045846-0.00022553i
0.0021378+0.00080072i,0.0022459+0.001085i,0.0017275-0.00069647i,0.0010181-0.0017828i,-8.3543e-05-0.0018816i,-0.00056719-0.0022019i,-0.00052413-0.0019527i,0.0002947-0.0016429i,0.00093132-0.0012173i,0.00087302-0.00079669i,0.00051121-0.000185i,0.0003193+6.1707e-05i,-6.7075e-05+3.2752e-05i,-0.00055304-0.00012831i,-0.00030135-0.00072664i,-0.00030515-0.0011079i,-0.00013825-0.00053868i,0.00016075+0.0003506i,-0.00052886+0.00082205i,-0.0011003+0.00033748i,-0.00031728-0.0001563i,0.00071133-0.00075871i,0.00038195-0.00072484i
-0.0014213-0.00066555i,-0.0013214-0.00048532i,-0.0014955-0.00016051i,-0.0010381-6.4202e-06i,-8.4124e-06-0.00054269i,0.0011303-0.0013368i,0.0014133-0.0021201i,0.001249-0.0015416i,0.001239-0.00038574i,0.00028255-0.00030951i,-0.00027962-0.0002917i,0.00023167+0.00043176i,-8.9453e-05-2.4163e-05i,-0.00090526-0.00059001i,-9.1684e-05-0.0004945i,0.00051694-0.00022111i,0.00023235-0.00042806i,0.00062553-0.000786i,0.00053387-0.00027354i,-4.6876e-05+0.00018904i,2.9371e-05+0.00032273i,-4.2677e-05+8.7354e-05i,-7.9367e-06-0.00068482i
0.001482-0.0001734i,0.0016147-0.0015462i,0.001012-0.0027566i,0.00077591-0.0034431i,0.00051228-0.0029108i,-0.00029155-0.0012658i,-0.00063719-0.0010534i,-0.00069966-0.0012842i,-0.00044376-0.00042122i,0.00080315-0.00018372i,0.0005218-0.00038826i,-0.0007666-0.00043442i,-0.001301-0.00039814i,-0.0014999+9.8919e-05i,-0.0014842+0.00018398i,-0.00033556-0.00020888i,0.00013987-0.00056342i,-0.00029801-0.00059035i,-3.1354e-05+0.00020063i,0.00039512+0.00060625i,0.0006039+0.00055786i,-2.2891e-05+0.00034245i,-0.00042345+0.00067791i
0.00016622+0.00081643i,0.0011242+0.001095i,0.0019674+0.00078347i,0.0019703-0.00064786i,0.0011283-0.00096659i,0.00078674-0.0015214i,0.00066168-0.0019501i,0.0007288-0.00089405i,0.00082212+0.00029339i,0.0001581+8.3822e-05i,-0.00051772-0.001182i,-0.00031826-0.0017529i,-2.1917e-05-0.00085027i,-0.00043017-0.00048578i,-0.00028311-0.00087266i,-0.00010009-0.00095233i,-0.00073915-0.0004973i,-0.00061679+0.0007417i,-0.00057612+0.0012986i,-0.00032956+0.0010595i,6.9976e-05+0.00080766i,9.1928e-05+0.00029398i,0.00035969+0.00016624i
-0.00070536+0.0007308i,-0.0017301-2.7694e-05i,-0.0011446-0.00045878i,-0.00075711-0.0011009i,-0.00080951-0.0016451i,-0.00047252-0.0018778i,-7.0912e-06-0.001743i,0.00024836-0.00051462i,-0.00023233+0.00067521i,-0.00012616+0.00018751i,0.00070747-0.00049352i,0.00052088-0.00030868i,0.00019662+3.0204e-05i,-0.00016004-0.00020383i,-0.00061859-0.00093283i,-0.00067125-0.0010195i,-0.00050852-0.00042272i,-0.00037576-4.416e-05i,-0.00046235-0.00028993i,-0.00084243-0.000157i,-0.00017292+0.00031247i,-0.00021072+0.00072767i,-0.0010211+0.00040753i
-0.00030092-0.0012121i,0.00034744-0.002154i,-0.00027281-0.001824i,-0.00063531-0.00093437i,-0.00067256-9.0408e-05i,-0.00024516+0.0003294i,0.00013991+0.00016571i,0.00014684-0.0010823i,0.00035863-0.0014498i,0.00056608-0.0010474i,0.00053266-0.00073393i,0.00053581+0.00017306i,0.0006107-3.4371e-05i,0.00075789-0.0006039i,0.00085918-0.00054624i,0.00066584-0.00067257i,-0.00013399+0.00019347i,-0.00087325+0.0010304i,-0.00051713+0.0011692i,-0.00015829+0.00055208i,0.00013133-0.00028897i,0.00073205-7.0436e-05i,8.4178e-05+0.00054401i
0.00046264-0.00023874i,0.0004716+0.00072092i,0.00010542+0.00023514i,-0.00043963-0.0018106i,-0.00015688-0.0019811i,0.0002513-0.0019741i,0.00046558-0.0021949i,0.00019833-0.0010855i,-0.00044274+0.000213i,-0.00028005+0.00084571i,-0.00035256+0.00050265i,6.4642e-06+0.00045853i,0.00062493+0.0011672i,0.00062053+0.0010397i,0.00041332+0.00044215i,0.00018426+0.00032434i,0.00030383+0.00029241i,0.00090143+0.00032038i,0.00072341+0.00031253i,-0.00013527+5.9408e-05i,-0.00015613-0.00039283i,0.00057817-0.00014614i,0.00065985-0.00026896i
-0.00081038-0.0010115i,0.00037425-0.0020893i,0.00042066-0.0018403i,0.00019458-0.00060655i,0.00062997-0.00040655i,0.0014862-0.00099331i,0.00086777-0.0014158i,1.0908e-05-0.0015379i,7.1028e-05-0.00052013i,4.2259e-05-9.4321e-05i,0.00019626-0.00044506i,0.00063105-0.00088612i,-1.3764e-05-0.0011286i,-0.00032663-0.0013845i,0.00038334-0.0008519i,0.00047286-0.00023168i,5.664e-05-0.00065682i,-5.0156e-06-0.0006642i,0.00077579-1.6734e-05i,0.00065261-0.00021378i,0.00032482-9.4581e-05i,0.00040372+0.00032106i,0.00025194+0.00064948i
0.0010709+0.0010783i,0.00090508+0.00049055i,0.0013876-0.00032805i,0.0012549-0.00094918i,0.00076546-0.001427i,9.8103e-05-0.0017761i,-0.00019406-0.0015087i,0.00041353-0.0012245i,0.0012565-0.0013776i,0.0011222-0.0010789i,0.00025055+0.00019346i,-0.00056721+0.00098279i,-0.00042044+0.00011i,0.00022522-0.00093607i,0.00060389-0.001201i,0.00029006-0.0006476i,-0.00013592+0.00037643i,0.00010048+0.00091705i,0.00029365+0.0010557i,0.00040625+0.00071564i,0.00088562+0.00072139i,7.7509e-05+0.00021189i,-0.00037503-0.0005727i
-0.0010264-0.0023425i,-0.00032096-0.0024693i,-0.00076024-0.0022445i,-0.0012989-0.001744i,0.00013504-0.00039225i,0.0016518+7.8659e-05i,0.0015535-0.00069249i,0.00065578-0.00042572i,-0.00015079+8.0073e-05i,-0.00058279-5.9259e-05i,-0.00056942-0.00012172i,-0.00037421+0.00018508i,0.00018521+0.00050509i,0.00037272+6.0109e-05i,9.1483e-05-0.00023158i,-0.00015264+0.00024826i,-0.0004635+0.00073845i,-0.00013199+0.0013176i,-2.7136e-05+0.0010483i,-0.00017133-0.00031212i,-0.00035735-0.00030851i,-0.00037296+0.00036402i,0.00057962+0.0009465i
0.00038523+0.0013726i,0.0014551-0.000641i,0.0020987-0.0018424i,0.0017023-0.0014188i,0.0010082-0.0014503i,0.00067525-0.0014053i,0.00059324-0.0013311i,0.00040936-0.0015982i,0.00037421-0.0011778i,0.00077897-0.00092244i,0.00066387-4.7158e-05i,-0.00037372+0.00077667i,-0.0014613+0.0009492i,-0.0013996+0.00042903i,-0.00078352+1.6131e-05i,-0.00057999-5.3044e-05i,-0.00016588-0.00048869i,0.0010351-0.001284i,0.0014522-0.0012427i,0.00078381-0.00067084i,0.00046289-0.00049945i,0.00065008+0.00016156i,0.00057668+0.00059015i
-0.00047038+0.00030724i,-0.00034295+0.00044133i,-0.0011707-0.00069189i,-0.001446-0.0020581i,9.9618e-05-0.0023278i,0.00068312-0.001821i,0.00067376-0.001463i,0.00056108-0.00056781i,2.637e-05+0.00031809i,0.00057729+0.00027194i,0.0008707-0.00042661i,-0.00018588-0.0012822i,-0.0011418-0.0011315i,-0.00022611-0.00017776i,0.00052389+8.2466e-06i,-3.5444e-05-0.00048574i,8.0191e-05-0.00065442i,0.00010914-0.00024319i,0.0001779+4.0361e-05i,0.00076901+0.00077123i,0.00071897+0.00092084i,-0.00016581+0.0004461i,-0.0010418+0.0002218i
0.00049471+0.00020407i,0.001552+4.892e-06i,0.0021467-0.00077183i,0.0013874-0.0012495i,0.0015317-0.0012151i,0.0018767-0.00089107i,0.001143-0.00085286i,0.00079626-0.00058956i,0.00068502-0.00018397i,-0.00021182-0.00047133i,-0.00028034-0.00094623i,-1.8511e-05-0.0010807i,8.7417e-05-0.00076236i,-0.00011173-0.00083289i,-0.00067872-0.00063083i,-0.00086479-0.00049007i,-0.00092102-0.00056339i,-0.00057401-0.00030587i,6.6401e-05-0.0001702i,0.0004268+0.00050518i,0.00019616+0.00071977i,-9.3279e-05+0.00042196i,-0.00048535+0.00049192i
-0.0014982-0.00018186i,-0.00051321-0.00087397i,0.00088907-0.0011119i,0.00049251-0.0015466i,-0.00015073-0.0021983i,0.00028622-0.0020089i,0.00011492-0.0013956i,-0.00061884-0.00020308i,-0.00010039+0.00021605i,0.00044988-5.2515e-05i,-6.2591e-06-0.00032423i,-0.00017664-0.00065097i,7.3113e-05-0.00029077i,-0.00055351+6.4078e-05i,-0.0013956+2.948e-06i,-0.0012765-5.1186e-05i,0.00014861+7.1651e-05i,0.0016916+0.00013641i,0.00098817+0.0012217i,-0.0010244+0.0012526i,-0.00093549+0.00028362i,0.00024409-7.5662e-06i,-0.00046458-0.00045364i
0.0012089-0.00096377i,0.0011224-0.00050422i,0.00022923-0.00087979i,-4.2934e-05-0.0018237i,6.4317e-05-0.001291i,0.000448-0.0010233i,0.00064-0.0015269i,0.00029279-0.0011778i,-0.00018171-0.001118i,-0.00027861-0.0015267i,0.00067664-0.0015026i,0.00096645-0.0007019i,0.00017316-0.00030828i,-0.00020848-0.00077122i,0.00011439-0.00079971i,6.1386e-06-0.00057506i,0.00020858-0.00059626i,0.00092514+0.0001126i,0.00075852+0.00023021i,0.00058397-0.0010106i,0.00076009-0.00078913i,0.0007525+0.00010122i,0.00068716+8.2521e-05i
0.0016129+0.0018993i,0.0012287+9.8691e-05i,0.00079286-0.001214i,0.00086692-0.0016599i,0.0011747-0.0013004i,0.00083232-0.00094426i,0.00041954-0.0012376i,7.2062e-05-0.001475i,-0.00044226-0.0013917i,-0.00050528-0.0014854i,-0.00063449-0.001396i,-0.00046304-0.0010983i,0.00043177-0.00062184i,0.00044174+0.00042775i,1.7307e-05+0.00039672i,-0.00023636-0.00042488i,-8.6848e-05-0.00056047i,0.00053961-0.00074239i,0.00058707-0.00053829i,0.00062773-0.00033621i,0.00068724-0.00045214i,0.00050594-0.00049943i,0.00033147-0.00052908i
0.00055237-0.00049074i,0.0010457-0.0013578i,0.00063326-0.0018504i,-0.00026289-0.001665i,0.00010529-0.0015371i,0.0010337-0.00072469i,0.00070585+7.2022e-05i,0.00050454+0.00017581i,0.00048545+0.00022439i,8.938e-05-0.00041991i,-0.00025233-0.00069614i,0.00028122-0.00049122i,0.0012176-0.00051972i,0.00057941-0.00086349i,-0.00024223-0.00078231i,2.812e-06-0.0010538i,0.00026666-0.00044515i,0.00053778+0.00046831i,0.00046015+0.00056407i,0.00029173+0.00034454i,0.00067532+0.00025076i,0.00093405+0.00073453i,0.0007601+0.00025333i
-5.8998e-05+4.2905e-05i,-0.00013863-0.00098299i,-0.0003293-0.0021243i,-0.00042882-0.0024396i,-0.00016599-0.0015437i,0.00074759-0.0012362i,0.0013383-0.0017824i,0.00085168-0.0016266i,-0.00021555-0.0016563i,-0.00078575-0.0009644i,-0.00053796+7.7599e-05i,-0.00045822+0.00058337i,-0.00026477+0.00024659i,-1.2196e-06-0.00049792i,0.00037567+3.7774e-05i,0.00083442-0.00064276i,0.00079359-0.00069414i,4.596e-05-0.00025549i,-0.00039425-0.00027601i,-0.00033941+1.4301e-05i,-9.8156e-05-0.00023543i,8.6845e-05-0.00024916i,5.1446e-05+0.00026594i
-0.001229+0.00085137i,0.00015074+0.00015196i,0.0018664+0.00085006i,0.0026947+0.00069385i,0.0022874-0.0011031i,0.00068795-0.0025777i,-0.00046916-0.0022203i,-0.00021299-0.00070271i,-8.1876e-05-6.4085e-05i,-0.00036233-0.00012451i,-0.0011538-0.00044567i,-0.0014903-0.00011981i,-0.0012852+0.00042397i,-0.0010455-0.00013095i,-0.00055343-0.00078002i,8.8184e-07-0.0005382i,-5.2333e-05+2.8346e-05i,0.00047368+0.0006295i,0.00053528+0.00097383i,0.00010246+0.00060756i,-0.00019648-0.00047122i,9.9879e-05-0.00050877i,0.00027317+1.9492e-05i
0.0011817+0.00032241i,0.0017261-0.0013476i,0.00057846-0.003047i,-0.0006874-0.0027434i,-0.00066821-0.0013439i,0.00065306-0.0010111i,0.0010038-0.00092414i,0.00050612-0.00018485i,0.00034985-0.00044549i,0.00036536-0.0014121i,0.00012337-0.0010084i,-0.00021717-0.00012276i,0.00022271-0.00035618i,0.0010462-0.00021137i,0.0009576+0.00083311i,-9.2373e-05+0.001439i,-0.00036738+0.00059776i,-0.00031933-0.00082549i,-7.899e-05-0.0017748i,0.00020457-0.0011723i,0.00011439-7.5391e-05i,0.00028898+0.0001156i,8.9006e-05+0.00053296i
-0.0010547+0.00026071i,0.00031506+0.00084762i,0.0012908+0.00077076i,0.0019466+0.00020286i,0.0020914-0.001678i,0.00083233-0.0024583i,-0.00052784-0.0020855i,-0.00027031-0.0017403i,0.00012757-0.0012664i,5.5617e-05-0.0013821i,0.00016227-0.0010942i,0.00066978-0.00093097i,0.00079647-0.00085748i,-2.5032e-05-0.0012129i,-0.00022402-0.001235i,0.00011251-0.00027245i,8.3329e-05-7.9563e-05i,-0.00050355-0.00028288i,-0.00072033+0.00016141i,8.6065e-05+6.1402e-05i,0.00043073-0.0001756i,0.0007438-0.00010007i,0.0011265-0.00048435i
0.0013472-0.0015005i,0.00052173-0.0024476i,-0.00045872-0.0035423i,-0.0011317-0.0032368i,-0.0013323-0.0015003i,-0.00024246-0.00047663i,0.0013916-0.00034505i,0.0012629-8.9064e-05i,0.00055306+2.1716e-05i,0.00018105+0.00024625i,-0.00046986+0.00080518i,-0.0012753+0.00033757i,-0.00055709-4.1186e-05i,0.00018521-3.5262e-05i,0.00016406+7.3143e-05i,-6.8686e-05+0.00058406i,8.5063e-05+0.00045228i,0.00011553+6.5227e-05i,0.00032698+0.00014026i,0.0010418+2.2455e-05i,0.00051195-0.00034522i,-0.00039673-0.00058106i,4.0183e-06-0.00046803i
-0.00030512+0.00058999i,0.00052158-0.00027892i,0.00074407+1.2413e-05i,0.0014442-0.00018212i,0.0015547-0.0012047i,0.00072576-0.0018115i,0.00049799-0.0015911i,0.00054224-0.00095736i,0.00045439+0.00017575i,0.00080255+0.00022937i,0.00074353-0.00026108i,0.00018949+0.00027055i,-0.00023173+0.00026464i,-0.0010555-9.3403e-05i,-0.0015059+6.0806e-05i,-0.00088484+0.00038554i,8.0812e-05+0.00027464i,-0.00015725-0.00023976i,-0.00034211-0.00048508i,0.00037783-0.00062982i,0.00031495-0.00043722i,6.6343e-05-0.00048083i,0.00028665-0.00056785i
0.0011652-0.00067618i,0.0019167-0.001772i,0.0014656-0.0020605i,0.00060995-0.0022601i,0.00064593-0.0025226i,0.00060359-0.0018909i,0.00089094-0.00044655i,0.0010242+0.00083899i,0.0005693+0.00067806i,0.00035795-0.00022203i,0.00030912+0.00065422i,-0.00045276+0.0010891i,-0.00085368+0.0005635i,-0.0011842-6.2396e-05i,-0.001319-0.00040699i,-0.0010174-0.00036168i,-0.0003727-0.00050507i,4.4731e-05-4.1385e-05i,-0.00019679+0.00031411i,-8.9523e-05+0.0005381i,-0.00012038+0.0012891i,-0.00021702+0.0003127i,-7.6345e-05-0.00095922i
-0.00023187+0.00084887i,-0.0010672+0.0010772i,-0.00079235+0.0010841i,0.00038155+4.513e-05i,0.00027011-0.00047257i,0.00083004-0.00041226i,0.001221-0.00072587i,0.00060716-0.00083757i,0.00045319-0.0006133i,0.00060504+1.3832e-05i,0.00028143+0.00046194i,0.00026715+0.00054288i,0.00035552+0.00027126i,9.0948e-05-0.00029108i,-0.00041894-0.00031255i,-5.8716e-05-1.3631e-05i,1.3175e-06-0.00018827i,-4.9759e-05-7.5342e-05i,0.00037907+0.00016112i,0.00018191-0.00036952i,-0.00013869-0.00078943i,-1.0191e-05-0.00048118i,0.00016392-0.00051628i
0.00031421+2.1584e-05i,0.00041495-0.0019541i,0.00077963-0.0025423i,0.00052015-0.0030406i,0.0011423-0.0034646i,0.0016209-0.001862i,0.0013551-0.00059424i,0.0012342-6.3077e-05i,0.0011846+0.00024165i,0.00071495-4.6435e-05i,8.6118e-05-0.00053512i,-0.00018667+0.00018359i,-0.00022853+0.00066165i,1.9782e-05-0.00024347i,-0.00020102-0.00073085i,0.00035886-0.00070839i,0.0010718+0.00028308i,0.0010113+0.001807i,0.00056683+0.0013257i,0.00020172+0.00032799i,-0.00014075-0.00052342i,-0.00037812-0.00102i,0.0002321-0.00040525i
0.0024614+0.00057565i,0.0011418-0.00022891i,0.00086786-0.00081375i,0.00069042-0.0011986i,7.467e-05-0.0013136i,0.00028122-0.00066282i,0.0006599-0.0008245i,5.6945e-05-0.0011734i,-0.00066636-0.0010835i,-0.00095159-0.00049738i,-0.0011308+0.00013227i,-0.00019021-0.00010893i,0.00056173+0.00068064i,-0.00037167+0.0012899i,-0.00058444+0.0004095i,-0.00016315+0.00012439i,-0.00026664+0.00042385i,-0.00042313+0.00036658i,-0.00035471-0.00014697i,-0.00026571-0.00075491i,3.0825e-05-0.00015513i,0.0002482+0.00035065i,0.00036791-0.00011323i
-0.0015443+0.0006456i,-0.0017164+3.6088e-05i,-0.0015954-0.0016876i,-0.0014205-0.0020769i,-0.00045515-0.0018136i,0.0008137-0.0022072i,0.00087781-0.0018946i,0.00040231-0.0011552i,0.00039274-0.00094405i,0.00010318-7.7148e-05i,-0.00027816+0.00015121i,-0.00026915-0.00046633i,-0.00018896-0.00070199i,-9.0886e-05-0.00053059i,0.00057009-0.0010921i,0.00040146-0.00099653i,0.00019216-0.00076506i,0.00057061-0.00081307i,-0.00010181-0.00016203i,-0.00051675-2.9542e-05i,0.00029748+0.00023452i,0.00061459+0.00066689i,0.00024857+0.0001235i
0.00096475-0.0027082i,0.0010727-0.0021542i,0.0010786-0.0011566i,-0.0001811-0.00080817i,-0.00074061-0.00093457i,-0.0010106-0.0003595i,-0.0011935-0.00031777i,-0.00023529-0.00039008i,0.00045187-0.0010281i,0.00013013-0.0011018i,8.0856e-05-0.00044063i,-1.1703e-05-0.00015006i,0.00055486+0.00016717i,0.0018208+0.00020524i,0.0011673+0.00057737i,0.00050882+0.00052855i,0.0007911-3.5682e-05i,0.00027716+0.00015386i,-0.00015598+0.00088922i,-0.00057089+0.0009103i,-0.00070731+0.00058557i,-0.00031645+0.00064775i,-6.8433e-05+0.00065483i
-0.00067879+1.4289e-05i,0.00012281-2.8231e-05i,-0.00026151-0.0011192i,-0.00022077-0.0019983i,0.00030646-0.001597i,0.00035787-0.0018196i,0.00038088-0.001666i,0.0011293-0.00064733i,0.0011744+2.468e-05i,0.00037574-4.3946e-05i,-0.00052823-0.00023438i,-0.00090437+0.0001748i,-0.00076988+0.0006678i,-0.0012522+0.00073247i,-0.00093458+0.00083606i,-1.8563e-05+0.00048377i,0.0001892+9.2723e-05i,0.00070397+0.00024407i,0.0007656+1.8812e-05i,-8.8454e-05+7.8033e-05i,-4.6229e-05-0.00015566i,-5.0808e-05-0.00055144i,-0.00063842-0.00013212i
0.0010131-0.0025797i,2.5403e-05-0.0020745i,-0.00081817-0.0021421i,-0.00070616-0.0013831i,-0.00057207-0.00079739i,0.00042243-0.00071176i,0.0013712-0.00062234i,0.001259-0.00051133i,0.00049704+0.00013793i,-6.7208e-05+0.00055228i,-3.6289e-05+0.00024595i,-0.0001158-0.0003649i,-0.00025461-0.00051661i,-0.00041739+0.00056715i,-0.00020821+0.001638i,9.9251e-05+0.00085485i,-0.00058683-4.7606e-05i,-0.0011022-0.0010796i,-0.001031-0.0011923i,-0.0011714-0.00010596i,-0.0016717+0.00037001i,-0.0018439+0.00026407i,-0.0011792-1.551e-05i
0.0025571-0.0013959i,0.002924-0.0022266i,0.0019568-0.0030397i,0.00043504-0.0025069i,-0.00011092-0.0011705i,-0.0002918-0.00098396i,0.00076891-0.00049741i,0.001656+0.0010859i,0.0013403+0.0012634i,0.00040773+0.00053158i,-0.00019003+0.00021344i,-0.0005812+2.8296e-05i,-0.00077907-9.0662e-05i,-0.00075732+0.0010835i,-0.00049569+0.0012823i,-0.00057631-0.00040965i,-0.00052582-0.00033183i,0.00024866+0.00056724i,0.00040832-0.00018189i,0.00026832-9.9941e-05i,7.8042e-05+0.00031641i,0.00011355+4.5754e-05i,0.0001182-9.4708e-05i
-0.002253+0.0016201i,-0.0016362+0.0022539i,9.717e-05+0.001452i,0.00047422+0.00018803i,-0.00020944-0.00079964i,-0.0004763-0.0015062i,6.4344e-05-0.0021554i,0.001041-0.002032i,0.0016044-0.0010478i,0.0010823-0.00069267i,0.00036627-0.00029546i,0.00025145+0.00034445i,-9.8306e-05+0.00059616i,3.9016e-05-0.00053863i,0.00052335-0.00083067i,0.00062572+0.00029666i,0.00049757+0.00017426i,0.00066107-0.00085492i,0.0002581-0.0010412i,-0.00017692-0.00061312i,-0.00016611-0.00032397i,-0.00024261-4.5093e-06i,0.00031151+0.00031252i
0.00091186+0.0016821i,0.0013441-0.00087927i,0.0016367-0.0015683i,0.0010439-0.0013912i,0.00024708-0.0018578i,-0.00091138-0.0015174i,-0.001491-0.0011189i,-0.0012599-0.00072138i,-0.00072172-9.4145e-05i,-0.00041121-0.00011876i,-0.00018305-0.00021459i,0.00028563+7.9715e-05i,0.0001234+6.9062e-05i,-0.00050877-0.00017367i,-0.00066303-0.00078614i,-0.00056931-0.0011663i,-0.0002237-0.0011607i,-0.00012742-0.00061581i,-0.00087023+7.001e-05i,-0.00096876+0.00023987i,-0.0004054+0.00045249i,-6.0061e-05-8.3788e-05i,-0.00058956-0.00068976i
0.00034153-0.0012865i,0.00048821-0.0015883i,0.001061-0.0021711i,0.00089026-0.0018708i,0.00011897-0.0016968i,0.00098016-0.0021661i,0.0018146-0.0018518i,0.0010574-0.0012357i,0.00041863-0.00082998i,0.00024852-8.4926e-05i,0.00019862+0.00015889i,7.1006e-05+0.00030508i,-0.00038911+0.00059213i,0.00032642+0.00029812i,0.0005934+0.00043208i,-0.00040328+0.00088438i,-0.00050646+5.3233e-05i,-6.7077e-05-0.00029351i,0.00014085+0.00028593i,0.00040588-2.986e-05i,0.00046772-0.00039025i,0.00023654+0.0001969i,-0.00013758+0.00036418i
0.0010255+0.00060125i,0.00091557-0.00019109i,-0.00086735-0.0017116i,-0.002017-0.0020363i,-0.0016954-0.0010522i,-0.00049939-0.00063566i,0.00042648-0.00090134i,0.00018942-0.0011065i,-4.5815e-05-0.00078376i,-4.0619e-05+6.1662e-05i,-0.000386+0.00061748i,-0.00044608+0.00095505i,-6.5555e-06+0.00044551i,0.00013418-4.249e-05i,0.00016772-0.00012607i,0.00019873-5.3137e-05i,-0.00012091-0.00020168i,-0.00011626-0.00028968i,-0.00024899-0.00028815i,-0.00020274-0.00058817i,0.00013405-0.00046664i,-0.00018659-0.00073435i,6.8e-05-0.00037953i
0.00069251-0.002304i,0.00094328-0.0019222i,0.0010693-0.0026304i,0.00058635-0.002122i,6.6028e-05-0.0022503i,0.00058078-0.0021623i,0.00068137-0.001072i,5.9976e-05-0.00082012i,0.00032277-0.001042i,0.00066418-0.00042476i,-8.4909e-05+7.0917e-05i,-0.00068834-0.00026708i,-0.00033241-0.00024789i,-0.00062035+0.00029277i,-0.00073106+0.00040182i,-0.00023229+0.00042454i,-0.00088115+0.0004717i,-0.0015512+0.00050873i,-0.00088977-0.00025239i,0.00025361-0.00073775i,0.00066991-0.00026761i,-5.5037e-05-0.00046823i,-0.00027284-0.00056953i
0.00025891+0.00022879i,0.00047971+0.00024687i,0.00053384+0.00041359i,0.00051962-0.00032371i,-0.00020284-0.0014312i,0.00016481-0.0011635i,0.0008248-0.00062742i,0.00073937-0.00055695i,0.0001645-0.0006751i,1.0214e-05-0.00022381i,6.0775e-05+2.3084e-05i,-0.00038237-0.00046254i,-0.00049905-0.00049658i,-0.0011588-0.00031494i,-0.0014416-0.00085105i,-0.00064979-0.0010634i,-0.00046597-0.00040164i,-0.0011367+6.7898e-05i,-0.0014726+0.00010183i,-0.00063732-0.00016952i,0.00054652-0.00031755i,9.8809e-05+0.00018552i,-0.00032387+0.00021741i
-0.0006409-0.00083023i,0.00035015-0.00061356i,0.00094533-0.00083871i,0.0012869-0.00094747i,0.00098801-0.00083631i,0.00055111-0.0006566i,0.00053783-0.0013131i,0.00087817-0.0016156i,0.00047183-0.00073603i,0.00012395-0.00012431i,0.00029909+0.00059589i,0.00046028+0.0010457i,0.00029715+0.000402i,0.000211-0.00070191i,0.00029311-0.0011046i,0.00028274-0.0013967i,0.00058475-0.0014843i,0.00069169-0.00057791i,-0.0001067-0.00034273i,-0.00015948-0.00050999i,0.00054436-0.00035333i,0.00034596-0.00010709i,-0.00033967-0.00042162i
2.4517e-05+0.0014052i,-2.078e-05+0.0010741i,-0.00066387+0.00029423i,-0.00054313-0.00090451i,9.8274e-05-0.0015432i,0.00021859-0.0011204i,-0.0002807-0.00064031i,-0.00026346-0.00038527i,0.00046882-0.0001588i,0.001056-0.00030037i,0.0002917-0.00043902i,-0.00069501-0.00050397i,-0.00086273-0.00095479i,-0.0013356-0.001203i,-0.00069953-0.0010538i,9.4273e-05-0.00099161i,0.00057762-0.00075921i,0.0004505-0.00013109i,0.00052404+0.00018516i,0.00038318+0.00070083i,-0.00068112+4.6292e-06i,-0.00084259-0.00078814i,-0.0005062-0.00022882i
-0.00055634-0.00044676i,0.00010288-0.0013886i,0.0016731-0.0023916i,0.0017833-0.0025166i,0.00086096-0.0017605i,0.00054785-0.00084983i,0.00044884-0.0019034i,0.00053285-0.0027221i,0.00037665-0.0012788i,0.00051239-0.00031365i,6.9916e-05-0.00027748i,-0.00068151+0.00010067i,-0.00062113+0.00092843i,-0.00024794+0.00045435i,-0.00048906-0.00051961i,-0.00046085+0.00017966i,-0.00013687+0.00080361i,-6.2953e-05-1.3012e-05i,0.0001489-0.00050044i,0.00046748-0.00036004i,0.00036973-0.00042939i,7.4683e-05-0.00011631i,0.00021908-0.00016405i
-0.0016211+0.00056221i,-0.00052478+0.0011017i,-0.00074015+0.0021227i,-0.00070277+0.0018116i,-3.7926e-06-0.00064693i,-3.8795e-06-0.0017359i,-0.00064565-0.00070993i,-0.00021045-0.00024356i,0.00035876-0.00091558i,0.0011416-0.00059497i,0.0013028+0.00012731i,0.0010866-0.00020434i,9.2955e-05-0.0011506i,-0.00088283-0.001394i,0.00010679-0.0010634i,0.00092045-0.0007288i,0.00016767+7.7054e-05i,-0.00074964+0.00096685i,-0.0008718+0.00010845i,-0.00036047+3.1975e-05i,-0.00047365+0.00012898i,-0.00040682-0.00043927i,0.00013003+8.7381e-05i
