-0.001106-0.0010055i,2.4042e-05-0.00052126i,-0.00069181+0.00025777i,-0.00086908+0.0016394i,-8.6928e-05+0.0031418i,0.0008938+0.002523i,0.0019878+0.0019386i,0.002339+0.001983i,0.0016456+0.0010576i,0.000814+0.00043185i,0.0010681-0.0007546i,0.0014467-0.0021404i,0.001114-0.0015705i,0.0010838-0.00029726i,0.0010536-0.0002216i,0.00074164-0.00030486i,0.0001576-0.00015913i,-8.5569e-05-0.00073036i,0.00018207-0.0011924i,-0.00015361-0.00083354i,-0.00036844-0.00045154i,-0.00021201-0.00031621i,0.00012223-0.00027818i
0.00033573+0.00069187i,0.0011153+0.00083189i,0.0010625+0.00086472i,0.00024262+0.00085749i,-0.00035838+0.0016063i,-0.00092778+0.0025834i,-0.0009926+0.002477i,1.4674e-05+0.0012706i,0.00076324-7.0874e-05i,0.00059321-0.00024312i,9.893e-05-0.00021831i,-7.6394e-05-0.0003959i,-0.00011514-0.00067763i,-5.8256e-05-0.00081899i,-6.5207e-05-0.00030247i,-0.00014725-0.00021317i,-0.00015116+5.4163e-05i,-0.00029261-0.00031081i,-0.00050238-0.00065752i,-0.00052072-0.00026363i,6.1429e-05-0.0005798i,0.00034186-0.00052224i,0.00021889-0.00033035i
0.0013212-0.00087229i,0.0011417-0.0013121i,-0.00029828-0.0010577i,-0.0018356-0.00015286i,-0.0017457+0.0017746i,-0.0014272+0.0026935i,-0.0011179+0.0019881i,-0.00071046+0.0016061i,-0.00026849+0.0011164i,0.0002049+0.00064505i,-1.9407e-05+0.00010513i,-0.00011942+9.3682e-05i,0.00078999+0.0007883i,0.0005298+0.00085054i,-3.459e-05+0.00022581i,0.00016065+0.00016176i,0.00029378+8.0412e-05i,0.00030872-0.0007514i,0.00034916-0.00059139i,0.00043784+0.00012771i,3.5508e-05-5.4094e-05i,-0.00017882-0.00044093i,-0.00015951-0.00061788i
0.00097384+0.0015083i,0.0014009+0.0012034i,0.0013781+0.00051002i,0.00045185+0.00014403i,-0.00052219+0.00079135i,0.00016021+0.0014908i,-3.3537e-05+0.0015831i,-0.00038545+0.001704i,0.00033381+0.0015125i,0.00045718+0.00088679i,0.00040562+0.00021326i,-0.00029303+8.6043e-06i,-0.00094663-0.00030256i,-0.00023681-0.0010363i,-0.00039602-0.0008998i,-0.0012131-0.0003872i,-0.00088686-0.00075773i,-0.001011-0.0010612i,-0.001315-0.00058004i,-0.00079683-2.1902e-05i,-6.8333e-05+0.00011726i,0.0001667+0.00046414i,-0.0004139+0.00084453i
0.001741+0.00014606i,0.0019012+1.0898e-06i,0.0017073-0.00056891i,0.00049914-0.00041733i,-0.00069252+0.00089221i,-0.0011528+0.0015006i,-0.00088311+0.0012575i,-0.00035921+0.00062662i,-0.0001301+0.00011382i,9.1249e-05-9.3553e-05i,0.00010783-0.00040659i,-0.00035083-0.00038337i,-0.00018026-0.00082925i,-0.00015884-0.0010933i,-0.00038747-0.00088729i,-7.2394e-05-0.00075311i,0.0005341-0.00055314i,0.00022491+0.00051401i,-0.00031277+0.00098856i,-0.00031065+0.0002936i,-0.00029763+0.00031969i,-0.00014046+0.00053766i,0.00029298+0.00057509i
0.001291+0.0015147i,0.00059052+0.0008204i,0.00039951-0.00028707i,0.00042125-0.00068782i,0.00013248+0.0003501i,0.00048466+0.00095322i,0.0006137+0.001224i,-0.00065729+0.00054668i,-0.0012139-0.00045622i,-0.00030405-0.00067388i,0.00026037-0.0007148i,-3.0368e-05-0.00064347i,-0.00064941-0.00072503i,-0.0011245-0.00061323i,-0.00074001-0.00034084i,-0.00042771+8.0205e-05i,0.00041674-0.00032865i,0.00093845-0.00038954i,0.00055792-0.00024479i,-0.00033639-0.000649i,-0.00024041-0.00064371i,0.00070071+1.7773e-06i,0.00022296+0.0001406i
0.00060428+0.00078893i,-5.3848e-06-0.00077946i,0.00067658-0.001452i,0.00053064-0.0011847i,1.7552e-06-0.0002208i,-0.00029968+0.0011616i,-4.3553e-05+0.0010535i,0.00021453+0.00085944i,-3.6043e-05+0.00059708i,-0.0002734-0.00080065i,0.00027871-0.00094714i,0.00053017-0.00026381i,0.00029205+4.8126e-05i,-0.00023098-0.00036859i,-0.00055988-0.00028088i,-0.00024928+2.8047e-05i,-0.00020802-0.00019524i,-0.00016473-0.00012013i,-0.0008348+0.0004632i,-0.00084015+0.00046667i,0.0001675-9.224e-05i,0.00034242+0.00044669i,0.00059183+0.0005569i
0.00071919-0.00092429i,0.00084557-0.00079451i,0.00081837-0.00086937i,-0.00097929-0.00047579i,-0.0014775+0.00094103i,0.00041331+0.0022596i,0.0013939+0.0021466i,0.00048625+0.0011467i,-3.22e-05+0.00028979i,0.00028085-5.0361e-05i,0.00043561+0.00018477i,0.00025263+0.00027735i,0.00032867+0.00014467i,-2.0025e-05+0.00044455i,-0.00014917+0.0004684i,0.00016242-0.00016163i,-8.9096e-05-0.00038576i,-0.00061737-0.00023634i,-0.00058903-0.00040171i,6.7521e-06-0.0005055i,0.00043889-8.8378e-05i,0.00043865+0.0008121i,0.00017266+0.00068559i
-0.00039505-0.0006479i,-0.00024177-6.5345e-07i,-0.00010824+5.8677e-05i,-0.00053011+0.00075416i,-0.0015233+0.0013953i,-0.0020668+0.0011687i,-0.0012064+0.00033333i,-0.00039159-0.00010814i,1.1585e-05+4.453e-05i,0.0002634-0.00031605i,-0.00011771-0.00056669i,2.236e-05-0.00053588i,0.00054325-0.00062752i,0.00059601-0.00094573i,0.00036504-0.0010049i,-0.00038135-0.00061822i,-0.000349-0.00021016i,-0.00011341+0.00013037i,-7.0136e-05-0.0002337i,7.8193e-05-0.00055355i,-0.00014608-0.00043209i,-0.00043088+6.7437e-05i,-0.00049887+0.00075747i
0.0016935+0.00069917i,0.00061376-0.00043361i,-0.00055869-0.0020644i,-0.0015511-0.0014708i,-0.00097276+0.0011497i,-0.00059794+0.0033582i,-0.00058635+0.0031895i,-9.7449e-05+0.0018278i,0.00044796+0.00039627i,0.00089176-0.0010612i,0.0011025-0.0017039i,0.0011601-0.00099104i,0.00042-0.00067009i,-0.00016764-0.00087239i,-0.00080981-0.00067081i,-0.00048737+7.3904e-05i,2.2536e-05+0.00023367i,-0.00038055-0.00049529i,-0.00039486-4.5341e-05i,-0.00021453+0.00081526i,-4.8435e-05+0.00019232i,0.00015597-0.00075139i,8.6884e-05-0.00034993i
0.00053965-7.2708e-05i,0.0009273+0.001192i,-4.8822e-05+0.00098015i,-0.00062502+0.0014079i,0.00018135+0.0023313i,7.7986e-05+0.0023644i,-0.00028386+0.0021413i,-0.00012942+0.00067934i,-0.00012542-0.0001261i,-0.00025146+0.00083343i,-0.000626+0.00016956i,0.00024579-0.00037063i,0.00097249+0.0004421i,0.00082997+0.00088377i,0.00018961+0.00067996i,8.7066e-05+0.0010791i,0.00094455+0.0011063i,0.00051859-1.5307e-05i,-0.00010704-0.00060679i,0.00060564-0.00082682i,0.00081197-0.0010974i,0.0010018-0.00061428i,0.0009175+0.00036886i
0.0011209+0.0012539i,0.0010518+0.0003799i,0.00049401+0.00014366i,-0.00039761+0.0010947i,-0.00029594+0.0016387i,-0.00053107+0.0023476i,-0.00070391+0.0024219i,-0.00010724+0.0015123i,0.00053592+0.0011183i,0.0010822+0.00054536i,0.00068499+0.00064595i,0.00039661+0.00059753i,0.00067077+0.00030905i,-0.00035186+0.00051809i,-0.001282+0.000212i,-0.00084502-0.00081043i,-4.5761e-05-0.0013832i,4.5481e-05-0.00061773i,0.00015245-0.00025524i,0.00087851-0.00077136i,0.0010649+5.1362e-05i,0.00049554+0.00045763i,0.00024141+3.4244e-06i
0.00055248+0.0017002i,0.00079235+0.0017593i,0.00084278+0.0017512i,-4.7823e-05+0.0015799i,-0.0011294+0.0021469i,-0.0010795+0.0026362i,-0.0008055+0.0014143i,-0.00086255+0.00031326i,-0.00024463-0.0002957i,0.00046874-0.0010382i,0.00078775-0.0010519i,0.00082606-0.0010812i,0.00065164-0.0010529i,-0.00030819-0.0013746i,-0.00038449-0.0014902i,0.00035289-0.00071197i,0.00068417-0.00047271i,0.00082231-0.00062702i,0.00024967-0.00056519i,-1.3229e-05-8.2453e-05i,0.00043596+0.00058088i,0.00039212+0.00086314i,0.00059081+0.00055365i
-0.00029461+0.000453i,0.00072469+0.00019869i,0.0014843+0.0004666i,0.00049148+0.00032155i,0.00015281+0.00078684i,0.00088299+0.0011332i,0.0010782+0.0011473i,0.00023926+0.0011021i,-0.00072813+0.00049042i,-0.00080768-0.00042969i,0.0001666-0.0008741i,0.00063133-0.00080043i,0.00047228-0.00088315i,-0.00033109-0.00079184i,-0.00040526-0.00029143i,0.00015585-7.7822e-05i,9.2096e-05+0.00024454i,-0.00032827+0.00052659i,-0.00042814-5.5886e-05i,0.00017859-0.00048581i,-0.00021313-0.00032063i,-0.00075709-6.7114e-05i,1.9151e-05+0.00040462i
0.0019473+0.00055569i,0.00198+0.00075118i,0.00078273+0.00049963i,-0.0009756+0.00037569i,-0.0023281+0.00061945i,-0.001449+0.00086593i,0.0002703+0.00097854i,0.00065733+0.001163i,0.00033577+0.0012786i,-3.9733e-05+0.00054622i,0.00026081-0.00060222i,-2.8497e-05-0.0013026i,-0.00058542-0.00093926i,-0.00026548-0.00019194i,0.00035452-5.3441e-05i,4.0038e-05-0.0001417i,-0.00041909-0.00051168i,-0.00087036-0.00023091i,-0.00075063+0.00081403i,-0.00024602+0.00091522i,-8.3614e-05+0.00051422i,0.00082335+0.00015497i,0.0011902-1.4667e-05i
0.0014278+0.00053273i,0.0012703+0.00037067i,6.5008e-05-0.00010151i,-0.00062175-5.1705e-05i,-0.00081274+0.0014087i,-0.00039735+0.0022938i,-1.8693e-06+0.0014227i,0.00054391+0.00066183i,0.00096782+0.00037743i,0.00050966+0.0002793i,0.00035525+0.00015652i,0.00078972+0.0002046i,0.0010446+0.00038834i,0.00054837+0.00022974i,0.00030924+0.00051838i,-3.0914e-05+0.00065022i,-0.00052281+0.00020997i,-0.00020694-0.00044554i,0.00050437-0.00072618i,0.00093752+0.0001977i,0.00048231+0.0009061i,-0.00022297+0.0008408i,-0.00053035+0.0010003i
-0.0014762-0.0012317i,-0.0008975-0.0015685i,-0.0011468-0.0013951i,-0.0017988+0.0012052i,-0.00093072+0.003482i,0.0006778+0.0033218i,0.00079629+0.001607i,0.00020906-0.00021249i,0.00044535-0.00050233i,0.00058834-0.00021456i,-0.00010995-8.8556e-05i,-8.0013e-05-0.00014108i,0.0002862-0.00063373i,0.00070069-0.00073948i,0.0018288-0.00076764i,0.001467-0.00024991i,0.000166-0.00028599i,0.000331-0.00087677i,0.00075198-0.00070661i,0.0010699+0.00029763i,0.00095821+0.00089709i,0.00051803+0.00074921i,0.00056861+0.00089481i
-0.0011092-0.0018123i,-0.00065673-0.0021187i,-0.00079586-0.00089184i,-0.00065965-0.00031454i,2.4944e-05+0.00029792i,0.00057512+0.0015449i,0.0010658+0.0026014i,0.0014424+0.0027105i,0.00052152+0.0019694i,-0.00010777+0.00071031i,0.00035312-7.5283e-05i,0.00030667-0.00023934i,0.00011991-0.0005985i,-0.00015443-0.0007051i,0.00025821-0.00073433i,-7.7792e-05-0.00071309i,-0.00035815-0.00049491i,-4.968e-05-0.00077428i,0.00017223-0.0012388i,-0.00010445-0.00108i,-0.00039943-0.00064098i,-3.8327e-06-0.0002919i,-0.00027276+0.00059025i
0.0018394+0.00067217i,0.002478+0.0015591i,0.00068219+0.0014579i,-0.0018087+0.0016159i,-0.0023331+0.0024223i,-0.0016417+0.0038753i,-0.0011658+0.003794i,-0.00040579+0.0023633i,0.0003133+0.0016954i,0.00070557+0.00092638i,0.0010746+0.00027825i,0.00049698+0.00036362i,-7.7674e-05+0.00036842i,-9.3537e-05+0.00026922i,-6.2643e-05-0.00025773i,0.00021193-0.00096418i,5.7148e-06-0.00023248i,3.0292e-05+0.00056552i,0.00021245+0.00025429i,0.00038253-0.00015158i,0.00052311-7.6939e-05i,0.00059726+0.00069092i,0.00038817+0.00092574i
-0.0013438-0.00060149i,-0.00089272-0.0015005i,-0.000666-0.00239i,-0.0011613-0.00085942i,-0.001069+0.0024295i,-0.00053507+0.0034141i,0.00039832+0.0019017i,0.0013128+0.00094662i,0.0015599+0.00047213i,0.0011959-3.729e-05i,0.00080463-0.00080039i,0.00066408-0.00081868i,0.00014779-0.00054023i,5.3758e-05-0.00052912i,0.00054982-0.00090564i,0.00071797-0.0014982i,0.00085671-0.00060424i,0.00095352+0.00017505i,0.00082662-0.00065308i,6.4342e-05-0.00093783i,-8.519e-05-0.00076592i,0.00033881-0.0003503i,-0.00018461-0.0003084i
0.0011556+0.00098943i,0.001664+0.00044052i,0.0017724+9.1649e-05i,-6.6434e-05-0.000243i,-0.00099597+0.00051305i,-0.0011499+0.0012417i,-0.0014215+0.00098338i,-0.0011315+0.0012358i,-0.00043371+0.00093429i,-0.00017847+9.6674e-05i,0.00011954+3.1312e-05i,0.00039033+0.00010685i,-0.00045195+0.00029168i,-0.0011268-1.8757e-05i,-0.00059966-0.00070321i,6.8604e-05-0.00024791i,0.00021292+0.00049295i,-0.000145-1.1265e-05i,-0.00011356-0.00084419i,0.00042235-0.0013226i,8.9011e-05-0.00093734i,6.6162e-06-0.00040193i,-5.9573e-05-0.00018223i
0.0008703-0.00023109i,0.0011506+0.00058821i,-0.00048734+0.00096432i,-0.0019771+0.0016133i,-0.0012864+0.0016591i,0.00039195+0.0015657i,0.00086977+0.0013905i,-6.0386e-05+0.0010005i,-0.00032003+0.00059196i,9.8326e-05+3.2619e-05i,-9.0883e-05+7.2289e-05i,0.00031735+0.00021092i,0.00057112+0.00035445i,-0.0004012+0.00096161i,-0.00025177+0.001271i,0.00017373+0.00090522i,-0.00042425+0.00015694i,-0.00053439-0.0010466i,-0.00027928-0.0013253i,0.00033282-0.00067237i,0.0005968-0.00061258i,-0.00029808-0.00036576i,-0.00073854-9.9556e-05i
0.00098223+0.00032993i,0.0011671-0.00067152i,0.00049147-0.0012506i,-5.0276e-05+0.0001401i,-0.00015553+0.0028364i,0.00055604+0.0042543i,0.00082451+0.0035568i,0.00052059+0.002427i,0.00038917+0.0018557i,0.00048707+0.00093075i,0.0011547-0.00014453i,0.0011626-0.00045838i,0.00071781-0.0001615i,0.00033276+0.00024508i,0.00066971+6.9309e-05i,0.0007506-0.0001135i,0.00026876-4.282e-05i,0.00011253+0.00026134i,-0.00011228+0.00072525i,-0.000458+0.0007984i,-0.00049259+0.0004819i,-0.00032475+0.0005027i,-0.00020237+0.0004984i
0.00010541+0.00054407i,0.00040291+0.00079997i,0.00060419+4.2815e-05i,8.7974e-05+9.863e-05i,-0.00065119+0.00041011i,-0.00035492+0.0011155i,-3.2251e-05+0.0021506i,-0.00045719+0.0014943i,-0.00021128+0.00022881i,0.00080317+0.00035462i,0.0017173+0.0005168i,0.0013288-0.00034205i,0.00074394-0.0010629i,0.0005549-0.0012249i,0.00058769-0.00067087i,0.00035211-0.00016406i,-0.00011761-6.9644e-05i,-0.00017246+9.7408e-05i,-0.00060693-0.000362i,-0.00054669-0.0014643i,2.7367e-05-0.0015546i,9.7442e-05-0.00048286i,0.00022692+0.00050723i
-0.0003066-0.0010344i,-0.00012856-0.00096268i,-0.00076993-0.00046038i,-0.0019119+0.00031069i,-0.001358+0.00088077i,-3.5554e-05+0.001494i,-9.9522e-05+0.0018853i,-0.00049313+0.00083974i,-0.00015854-0.00063798i,0.00067854-0.0013305i,0.0011391-0.0016393i,0.00083947-0.0010095i,9.39e-05-0.00063865i,-0.00051363-0.00062336i,-0.00062677-0.00046422i,-0.00079449-0.00021479i,-0.00040681-0.00022807i,-0.00018219-0.00072366i,-0.00031915-0.0013384i,0.00041802-0.00078397i,0.00059031+0.00026107i,0.00029388+0.00030922i,0.00034675+0.00073556i
0.0013133-0.0018235i,0.0010256-0.00094339i,0.000354-0.00091553i,-0.00050381-0.00019231i,-0.00069881+0.0018009i,0.00015864+0.0038688i,-1.6254e-05+0.0036282i,-0.00058102+0.0022156i,-0.00084233+0.0016007i,-0.00075384+0.0005563i,-0.0008558-0.00038559i,-0.0011251-0.00041961i,-0.00077085-0.00033445i,-0.0004992+0.00027274i,-0.00011698+0.0013965i,0.0002284+0.00097053i,0.00032349-0.0004246i,-0.00016378-0.00060092i,-0.00035541-0.00024823i,-0.00017848+4.7155e-05i,-0.00026285+3.0637e-05i,-0.00045237+0.00019476i,-5.6813e-05+0.00027442i
-0.0018755+0.00037174i,-0.0013057+0.00011798i,-0.0014192+0.00059374i,-0.0016173+0.0022237i,-0.0007642+0.0034176i,0.0010012+0.0040335i,0.0010134+0.0040124i,0.00095004+0.0030946i,0.0015768+0.0014924i,0.0010174+0.0007905i,0.00020955+0.00074885i,0.00034441+0.00022208i,0.0008189+0.00015578i,0.0013058-2.9905e-05i,0.0014556-0.00049137i,0.00098307-0.00094382i,0.00010869-0.0013619i,-1.2326e-05-0.0010463i,0.0010273-0.0009204i,0.0010614-0.00062566i,-3.6116e-05+0.00032522i,-0.00047939+0.00013949i,0.0001826-0.0011316i
-0.00033206+0.00045782i,0.0005527+0.0013395i,0.0010559+0.0023242i,-0.00013941+0.0013016i,-0.0010102+6.6449e-05i,-0.00080344+0.00043934i,-0.001122+0.0010858i,-0.0010254+0.0014809i,0.00010752+0.0010348i,0.0007289+0.00014297i,0.0012685-0.00010488i,0.0018837-0.00055585i,0.0012283-0.0012897i,0.00032987-0.0014307i,5.4794e-05-0.00065585i,-0.00011722-0.00049544i,-0.00058451-0.00057428i,-0.0001966-0.00048913i,1.286e-05-0.00026031i,-0.00071392+9.336e-05i,-0.0008117-1.0291e-05i,-0.00014144-0.0001402i,0.00060166+9.6507e-05i
-9.7683e-05-0.00048619i,0.00033146-0.00049154i,-0.00053543+0.00058766i,-0.0014516+0.002039i,-0.0019305+0.0041757i,-0.0011799+0.0044308i,-0.00065029+0.0019301i,-0.00080812+0.00047738i,-0.0011909+7.3871e-05i,-0.0016481-0.00062509i,-0.00031228-0.0011275i,0.00095329-0.00029753i,0.00059405+0.00016267i,0.00041085-5.3573e-05i,0.00062238+0.00036501i,0.00076158+0.0003777i,0.00066183-0.00010626i,-0.00031851-0.00066011i,-0.00097339-0.00080756i,-0.00063443-0.00095842i,2.8986e-05-0.0012289i,0.0003434-0.00098044i,0.00047406-0.00011957i
0.0013182+0.00037041i,0.0007542-0.00044546i,-0.00016542-0.00066071i,-0.0009948+0.00083209i,-0.00053602+0.0023308i,0.0009314+0.0033453i,0.00088868+0.0038381i,0.00013463+0.0028397i,0.00010508+0.0016072i,0.00017875+0.0012564i,-0.00041295+0.00074683i,-0.00055682-5.8467e-05i,-0.00040311+0.00034002i,-0.0001785+0.001585i,0.00013498+0.0011703i,5.1835e-06-2.0164e-05i,0.00058002-0.0004977i,0.00073204-0.00042616i,0.00022296-0.00057044i,0.00014088-0.00071245i,0.00016614-3.7739e-05i,0.00027521-0.00030598i,0.00027492-0.00063152i
0.0011706+0.00023361i,0.00078252+0.00012524i,0.00049269+0.00040349i,-0.0003025-4.0322e-05i,-0.0013801-0.0010952i,-0.0018814-0.0003768i,-0.0014284+0.0010763i,-0.00067812+0.0012809i,9.2623e-06+0.00071561i,0.00074597+0.00033702i,9.5624e-05+0.00065312i,-0.0005382+0.00058569i,-0.00010683-0.00010856i,-0.00078756-0.00064379i,-0.00098812-0.00057751i,-0.00096302-0.00025705i,-0.00013454-0.0001953i,0.00075602-5.1644e-05i,0.00034799+0.00031397i,0.00037169+0.00087491i,0.00055388+0.00051765i,0.00074981-5.2893e-06i,0.00077178-0.00057095i
-0.00057272-0.00050629i,-0.00072507-0.00053733i,-0.00080732-9.2347e-05i,-0.0014226+0.00080536i,-0.0028611+0.0021498i,-0.0027055+0.003018i,-0.00093877+0.0023145i,0.00051978+0.00074058i,0.0012561-0.0004641i,0.0016643-0.0013969i,0.001119-0.0015267i,0.00088669-0.00086777i,0.0011583-0.00061326i,0.00065014-0.00053819i,0.00020907-0.00034368i,0.00029558-0.00036673i,0.00027105+8.079e-06i,0.00030523-0.00017824i,0.00044972-0.00081989i,-0.00041408-0.0010788i,-0.00092085-0.0011645i,-0.00030527-0.00057767i,-0.00033623+0.00044232i
0.001298-0.0023792i,0.0018684-0.0021195i,0.00061461-0.0033673i,-0.001091-0.0021845i,-0.0006441+0.0022376i,0.001515+0.0051714i,0.0023476+0.0038165i,0.00052356+0.0010036i,-0.0011479-0.00012217i,-0.0012275-0.00020442i,-0.00010928+5.1531e-05i,0.00087005+0.00034299i,0.00045648+0.00045568i,0.00049162+0.0010071i,0.00079795+0.0012589i,0.00044149+0.00077699i,-6.852e-05+0.0006179i,-0.00047752+0.00041719i,-0.00018613+7.0427e-06i,-0.00016152-2.4707e-05i,-1.9879e-05+6.6572e-05i,0.00013136+0.00040515i,-4.4387e-05+0.00073686i
0.00070397+0.0012902i,0.0010143+0.00027688i,0.00029111+5.9681e-05i,-3.3076e-06+0.00067832i,-8.9142e-05+0.0011095i,-0.00024579+0.0016353i,-0.00036098+0.0023548i,-0.0006757+0.0021946i,-0.0010857+0.0012411i,-0.0013528+0.00095389i,-0.0011247+0.00056683i,-0.00036097+0.00013638i,-0.00034991+0.00042579i,-0.00040737+0.00038913i,9.1229e-05-1.0131e-05i,0.00046534-0.00011148i,0.00056027-0.00013686i,-3.716e-05-0.00025387i,-0.00019532-0.00052345i,-0.00031862-0.00015499i,-0.00014811-7.5736e-05i,-0.0002753-9.4849e-06i,-0.00042159-0.00048997i
-9.0122e-06-0.00012179i,-0.0008767+0.00069893i,-0.0020553+0.00099878i,-0.0025532+0.0013077i,-0.0022904+0.0011019i,-0.0019832+0.0012922i,-0.0020349+0.0018143i,-0.0014363+0.0016456i,-0.00034698+0.0012297i,0.00057633+0.00075315i,0.0010417+0.0007527i,0.0010308+0.00040193i,0.00085699-0.00010796i,0.00057749-0.00040408i,0.00090776-0.00054942i,0.00040351-0.00075932i,1.7e-05-0.0010681i,-0.00015243-0.00058405i,-0.00079848-1.2479e-05i,-0.00091659+0.00050701i,-0.00014045+0.00062502i,0.00028504+1.3208e-05i,0.00032389-5.2629e-05i
0.001058-0.0011494i,0.0016692-0.0018032i,0.00092439-0.0012179i,0.00044302+0.00086884i,0.00017142+0.0035838i,0.00024823+0.0050371i,0.00085308+0.0036727i,0.00090311+0.0015991i,0.0007082+0.00057146i,0.0017703-0.00037175i,0.001308-0.00060869i,-0.00021031-0.00023648i,0.00035997-6.4731e-05i,0.00057507+3.8954e-05i,0.00050759+0.00091152i,0.00073273+0.0014559i,0.00034905+0.00045859i,0.00043793-0.00060989i,0.00013544-0.0010731i,0.00033768-0.0015355i,0.00070443-0.00074306i,5.7631e-05-2.7089e-05i,0.00010018-0.00084992i
-0.0012474+0.0011082i,-0.00096844+0.00091144i,-0.00059423+0.00041065i,-0.00023076+0.00051998i,0.00029149+0.00188i,0.00077325+0.002103i,0.00051822+0.0020046i,-0.00030859+0.0018153i,-2.5654e-05+0.00064797i,-5.7304e-05-0.00012025i,-0.0011487-0.0003395i,-0.0007494-0.0007897i,-0.00011396-0.00064221i,-0.00012994+0.00025785i,-1.9405e-05+0.00016863i,0.00019236-0.00027626i,9.8415e-05-5.4687e-05i,0.00019306+0.00047882i,-8.2368e-05+0.00058046i,-0.00043929-0.00053235i,2.9745e-05-0.00084874i,0.00016784+7.764e-06i,-5.8106e-05+0.00023576i
0.0013199+0.0023257i,0.0022942+0.0022832i,0.0020177+0.0012463i,-3.2164e-05+1.1827e-05i,-0.0022347+0.00039832i,-0.003536+0.0017494i,-0.0036279+0.0026309i,-0.002823+0.0023355i,-0.0010158+0.00092556i,-0.00017258+0.00055463i,-0.00047951+0.00081529i,-0.00044556+0.00025856i,-0.0010851+0.00016018i,-0.0014407-0.0001996i,-0.00042089-9.3647e-05i,-2.6738e-05+0.00017533i,-0.00012521-0.00037514i,-2.5578e-05-4.3255e-05i,0.00023471+2.1631e-05i,0.00048587-0.00026996i,0.00054383+2.2652e-06i,0.00047809+0.00061006i,-0.00010852+0.0012584i
0.000477+0.0010498i,0.00010247+0.00076556i,0.00023086+0.00038581i,-0.00099701+0.0013243i,-0.001714+0.002564i,-0.00088766+0.0029324i,3.4113e-06+0.0027057i,0.00089527+0.002164i,0.0015834+0.0015958i,0.0016311+0.00054962i,0.0011953-0.00027462i,0.00022589+0.00012326i,-0.00048468+0.0007401i,-1.3216e-05+0.0013889i,0.00023935+0.00082577i,0.0002334-0.00033196i,-2.0027e-05-0.00055079i,-0.00066769-0.00037258i,-0.0016909+0.0003792i,-0.0011318+0.0012441i,2.5421e-06+0.00080071i,0.00045913+0.00020192i,0.00063181+1.6892e-05i
0.0036489-0.001551i,0.0032576-0.0029553i,0.0018957-0.0045718i,0.00075213-0.0033039i,0.00020983-5.6112e-05i,4.8534e-06+0.002434i,3.5632e-05+0.0029466i,0.00046114+0.0016882i,0.00097144+6.3074e-05i,0.00087784-0.0013095i,0.00017111-0.00085531i,-0.0011207+0.00013326i,-0.0011748+0.00031989i,0.00018583-3.1622e-05i,0.00069112+0.00055397i,0.00058248+0.0017236i,0.00089813+0.0008016i,0.00061371-0.00046666i,0.00015013-0.00015757i,3.0796e-05+9.0981e-05i,0.00075694-0.00057567i,0.00096741-0.00084267i,-6.8248e-05+6.0207e-05i
0.0012759+0.0013485i,0.0018643+0.0025222i,-9.0888e-05+0.0020114i,-0.0018208+0.0020193i,-0.0031296+0.0037617i,-0.0039064+0.0040428i,-0.002606+0.0022619i,-0.00085057+0.00085515i,-0.00036807+0.00033911i,-0.001255-3.3923e-05i,-0.0012342-0.00056344i,0.00031053-0.00028586i,0.0011557+0.00057548i,0.00078889+0.0009298i,0.00023063+0.00087388i,-0.00038802+0.00075882i,-0.00055013-0.00012683i,-0.001055-5.2591e-06i,-0.0013958+0.00046773i,-0.00062565+0.00019634i,-0.00058413+0.00024327i,-0.0011328-0.00028134i,-0.00040553+3.8183e-05i
-5.1711e-05-0.0024213i,-0.00056269-0.002057i,-0.0016118-0.00074835i,-0.0026897+0.00062244i,-0.0020221+0.0028802i,0.00024934+0.0041819i,0.00037804+0.0028237i,-0.00052436+0.0019074i,0.00010361+0.0016529i,0.00045597+0.0012622i,0.000667+0.0011713i,0.00082333+0.00052671i,0.00037328-8.5216e-05i,2.9275e-06-5.8906e-05i,0.00050292+0.00028269i,0.00093828+0.00025413i,0.00061519+8.0594e-05i,0.00025589-0.00011136i,0.00015883-5.2067e-05i,-0.00014638-0.00027853i,-0.00047291-0.00015677i,-0.0004717+0.00041297i,-0.00040616-0.00049636i
0.00092874-0.0011141i,0.0015779-0.00098461i,0.0010844-0.00086927i,1.7615e-05-0.00047693i,-0.00089846+0.0012823i,-0.00074364+0.002464i,-0.0010471+0.0021262i,-0.001596+0.0015311i,-0.00044238+0.0011937i,0.00044126+0.00075652i,0.00053764+0.0009053i,0.00012505+0.00043401i,-0.00041322-0.0010319i,-0.00032235-0.00089354i,-0.0003335+3.6861e-06i,7.6387e-05+4.9054e-06i,0.00010496-0.00037747i,-0.00031216-0.00063506i,0.00015518-0.00043098i,0.00027194-0.00035724i,-0.00042149-0.00026387i,-0.00027027-0.00013028i,0.00060802-0.00011902i
0.0018555+0.0022627i,0.0012916+0.002087i,0.00053495+0.00046645i,-0.00055436-0.00036728i,-0.0017491+0.00083069i,-0.0019212+0.0026987i,-0.00089874+0.0030573i,0.00016824+0.0023534i,0.00066926+0.0017023i,0.00095127+0.00055356i,0.00074865-0.00070851i,0.00024457-0.0010346i,-0.00010416-9.584e-05i,0.00024329+0.00069452i,7.5192e-05+0.00032147i,-0.00059311-0.00079961i,-8.0487e-05-0.0012558i,0.00074899-0.00062356i,0.0010187+0.00017899i,0.00083794+0.00027206i,0.0003929-9.3639e-05i,0.00028437-0.0001516i,0.0007412-0.00027i
