0.0024131-9.0355e-05i,0.0017754-0.00094902i,0.0011008-0.0025453i,-1.8056e-05-0.0031287i,-0.0014745-0.0024759i,-0.0025221-0.00070934i,-0.0012725+0.00071275i,0.00021216+0.0011023i,0.0015688+0.00045475i,0.0013236-0.00089583i,0.00028014-0.0015786i,-0.00013416-0.00033805i,-0.00035561+0.00030331i,0.00040687-0.0003685i,0.001303-0.00040136i,0.0015711+0.00035505i,0.00069079+0.00071137i,9.1301e-05+0.00043312i,0.00044412-0.00032012i,-3.5145e-05-0.0010025i,-0.0003517-0.00068734i,-0.00048964+5.3576e-05i,7.8082e-05+0.00034561i
0.0027392+0.0052582i,0.0042529+0.0064698i,0.0052647+0.0043454i,0.004591-0.001246i,0.0018018-0.0049037i,-0.002314-0.0047421i,-0.0030877-0.0031793i,-0.0010927-0.0020003i,0.00012513-0.00202i,-0.001484-0.0029719i,-0.0031587-0.0042698i,-0.0028843-0.0049209i,-0.0023542-0.0039214i,-0.0026493-0.0015162i,-0.0041539+0.0016478i,-0.0053125+0.0033252i,-0.0046479+0.0033292i,-0.0026503+0.0025979i,-0.00076056+0.0017993i,0.00075875+0.0010587i,0.0015526+0.0013346i,0.0017288+0.0017137i,0.0015163+0.00094817i
0.003783+0.0003773i,0.0063944-0.0019653i,0.0060987-0.0039937i,0.0024733-0.0038684i,-0.00068604-0.0035407i,-0.0014183-0.0039108i,-0.0015358-0.0025671i,-0.0019519+0.00071417i,-0.0010957+0.0030116i,0.00080613+0.0034474i,0.0016823+0.0042469i,0.001553+0.0048387i,0.00070921+0.0034361i,0.0013528+0.0019214i,0.0035625+0.00069528i,0.0053076-0.00012869i,0.0055131-0.00036991i,0.0038188-0.0013341i,0.0014748-0.0026372i,-0.00013903-0.0018666i,-0.0014221-0.0007379i,-0.0020332-4.483e-05i,-0.001617+0.0002056i
-0.0022366+0.0015922i,-0.0019209+0.0053893i,-0.0017254+0.0036575i,-0.0014982+0.00028084i,-0.0017017-0.00075288i,-0.0024867-0.00067441i,-0.0021547-0.00098689i,-0.00078749-0.00098206i,6.4667e-05-0.0013868i,-0.0009895-0.0019588i,-0.0024635-0.002071i,-0.0024808-0.0022825i,-0.0013082-0.0031624i,-0.00045275-0.0039304i,-0.0030441-0.0034164i,-0.0057713-0.0018848i,-0.0040188-0.00094745i,-0.0020089-0.0012783i,-0.0013954-0.00087456i,-0.00074238+7.976e-05i,4.3293e-05+0.00066069i,0.0015515+0.0011983i,0.0023094+0.00082695i
0.0018059-0.0019339i,0.0035669-0.0034366i,0.0031911-0.0032573i,0.00187-0.0024888i,0.00079451-0.003566i,0.00047004-0.005122i,0.00025196-0.0034971i,-0.00029738-0.00047843i,-0.00060544+0.00064654i,-0.0003293+0.0012821i,0.00085837+0.0024917i,0.0012395+0.0030576i,-0.00013648+0.0034194i,-0.00058024+0.0039201i,0.0015536+0.0039764i,0.0033608+0.0034819i,0.0025409+0.0037194i,0.0016778+0.003432i,0.0015442+0.0020037i,0.00042602-0.0001338i,-0.0010097-0.0017516i,-0.0025078-0.0022158i,-0.0031818-0.0016427i
0.0037461+0.0034866i,0.0046679+0.0046142i,0.0041757+0.0034683i,0.0022514+0.00019403i,-0.0015001-0.0019392i,-0.0043602-0.0022696i,-0.0034883-0.0011896i,-0.0013205-0.00027269i,-0.0008975-0.001153i,-0.0018912-0.0023195i,-0.0024849-0.0023302i,-0.0012331-0.0020932i,0.00083085-0.0024246i,0.0016884-0.0032212i,0.00087376-0.0044439i,-0.0007233-0.0045315i,-0.00066693-0.0035631i,0.0001401-0.0021243i,-6.7948e-05-0.0007857i,-0.00092956-6.0727e-05i,-0.00078096+0.00090224i,-1.1951e-05+0.0017641i,0.00081922+0.0016693i
-0.0013678-0.002566i,0.00059537-0.0035936i,0.0020832-0.0036097i,0.0016283-0.0027955i,-0.0004684-0.0024327i,-0.001156-0.0027891i,-0.00034425-0.0029358i,7.6521e-05-0.0021171i,-0.00056255-0.00046015i,-0.00056343+0.0023151i,0.00048617+0.0039234i,-0.00025166+0.0021635i,-0.0019815+0.00082045i,-0.0018912+0.0017309i,-0.00041379+0.0028426i,0.0010766+0.0029247i,0.0018164+0.0019772i,0.0020381+0.00081958i,0.0014942+0.00042361i,6.345e-05-0.00027132i,-0.00096591-0.0012894i,-0.00055894-0.0020971i,-0.00039221-0.0019652i
0.0020573+0.00068014i,0.00046818+0.0020541i,-0.00098252+0.00073699i,-0.0017665-0.0009839i,-0.0025238-0.0023227i,-0.0031559-0.0030491i,-0.0018357-0.0019678i,-0.00056094-0.00019338i,-0.00048326-0.00083271i,-0.001668-0.0020992i,-0.002608-0.0023769i,-0.0017628-0.0020976i,-0.00019911-0.0013693i,0.00081729-0.0018839i,0.0012824-0.0034787i,0.0011469-0.0036443i,0.00054633-0.0026434i,0.00025991-0.0020934i,-0.00026647-0.0012544i,-0.00079494-5.6027e-05i,-0.00050453+0.0013371i,-0.0001449+0.0024097i,-0.00049042+0.0020833i
0.00026713+0.0016758i,0.0031092+0.00075187i,0.0042142-8.1613e-05i,0.00365-0.0014337i,0.0022022-0.0040142i,0.0014365-0.0057333i,5.9421e-05-0.0045904i,-0.00061004-0.0019487i,0.0004984-0.00094844i,0.001549+0.00016815i,0.0017721+0.0019301i,0.001259+0.0020226i,-0.00013424+0.001439i,-0.0023592+0.0011074i,-0.0032413+0.0013888i,-0.0023437+0.0013339i,-0.00067867+0.0016052i,8.7633e-05+0.0014866i,0.00013411+0.00084328i,0.00038838+0.00010942i,0.0014186-0.00044947i,0.0015746-0.00018596i,0.0011005-0.00071027i
0.006777+0.0065958i,0.0079844+0.0053837i,0.0072754+0.002503i,0.0032732-0.00090647i,-0.001306-0.0019676i,-0.0038815-0.0013871i,-0.0039475+0.00019914i,-0.0027636+0.0013602i,-0.0016445+0.0011944i,-0.0018015-0.00017847i,-0.0033397-0.0026278i,-0.0029043-0.0026888i,-0.0011108+1.7162e-05i,0.00088384+0.0015305i,0.0020471+0.0012518i,0.00066068+9.9142e-05i,-0.00051484+8.6269e-05i,0.00021406-0.00046251i,0.00094119-0.0013699i,-0.00042605-0.00074717i,-0.0015349+0.00088659i,-0.0022303+0.0016054i,-0.0021146+0.0011029i
-0.0016373-0.0026141i,-0.00074307-0.0015733i,0.00070193-0.0016559i,0.0013341-0.0027017i,0.0013907-0.0044409i,0.0012919-0.00531i,0.00094664-0.0045514i,0.00023288-0.0023289i,-9.49e-05-0.0002409i,-0.00028278+0.00095725i,0.00036922+0.0019217i,0.0018535+0.0017508i,0.0014264+0.00037571i,-0.00028195-0.0010837i,-0.0019566-0.0005876i,-0.0016823+0.0008442i,6.2528e-05+0.0013881i,0.00060787+0.0010582i,-9.1668e-05+0.00073752i,-0.00022321+0.00039866i,0.00072188+0.00020787i,0.00094252+9.444e-06i,0.0014053-0.00063809i
0.0064432+0.0024483i,0.008665+0.00053497i,0.0062682-0.001002i,0.0020987-0.0023496i,-0.001018-0.0029282i,-0.0030505-0.0031267i,-0.0028287-0.0019453i,-0.0019751-0.0013169i,-0.0009998-0.0019472i,-0.00049458-0.0020648i,-0.0011225-0.0026696i,-0.0018354-0.0021972i,-0.0012967+7.5741e-05i,0.00038016+0.0022314i,0.0018281+0.0025665i,0.0022029+0.0015492i,0.001381+0.0015753i,0.00071332+0.00066862i,0.00090487-0.00089451i,0.00063506-0.00086255i,-0.00064112+0.00038168i,-0.001457+0.0010339i,-0.00043642+0.00081926i
-0.0020172-0.0010151i,-0.0019507+0.001676i,-0.00027404+0.0018866i,0.00051944-0.00055631i,-0.00055577-0.0026265i,-0.0018633-0.0027894i,-0.0021554-0.001085i,-0.0010647+0.00088561i,-0.00017754+0.0017781i,0.00019994+0.0028266i,0.0011816+0.0042471i,0.0018015+0.0031325i,0.00095506+0.0001145i,-7.4864e-05-0.0021797i,0.00021243-0.0024996i,0.00060881-0.0007339i,0.0011203+0.00086118i,0.00078289+0.0010719i,4.0537e-05+0.00059844i,0.00071974+0.00050829i,0.0010193+0.00036264i,0.00063791-5.2046e-05i,0.00029567-0.00010014i
0.0026066-0.0023032i,0.0039973-0.0027287i,0.0027931-0.0030518i,2.5656e-05-0.0027511i,-0.0013248-0.0022213i,-0.0016865-0.0023625i,-0.0016427-0.0022158i,-0.0015067-0.0019386i,-0.001835-0.0024307i,-0.0023049-0.0028646i,-0.0026678-0.0030447i,-0.0032268-0.0022578i,-0.003291-0.00080702i,-0.0021947+0.00016272i,-0.00030587+0.0006836i,0.00055657-0.00021546i,0.00053835-0.0013435i,0.00094158-0.0011675i,0.0012157-0.00053465i,0.00056991-0.00057173i,-0.00087626-0.00033884i,-0.0011292-0.00040844i,-0.00056175-0.00024959i
-2.3554e-05+0.0054264i,0.0018095+0.0071427i,0.004223+0.0057286i,0.0040717+0.0021949i,0.0022838-0.0015935i,0.00082526-0.0036853i,0.00043802-0.0031732i,0.00089103-0.0012931i,0.0012171+0.00068263i,0.0012739+0.0014919i,0.0018867+0.0024904i,0.0019496+0.0026744i,0.0011142+0.0020684i,0.00026291+0.0010188i,-0.0010343+0.00044567i,-0.0013784+0.000838i,-0.0001302+0.0017367i,0.00023347+0.0019019i,-0.00071601+0.0015859i,-0.0014845+0.001212i,-0.00023524+0.00034495i,0.00054049+0.00032134i,9.2178e-05+0.0013275i
0.0039502-0.0017817i,0.0036348-0.0037485i,0.0025622-0.0049376i,-0.00011061-0.0048077i,-0.0026632-0.0044198i,-0.0034928-0.0038646i,-0.0027652-0.0021022i,-0.001579+3.5787e-05i,-0.0012978+3.9729e-05i,-0.0020747-0.0012772i,-0.0027895-0.0014234i,-0.0028217-0.0012874i,-0.0026277-0.00091283i,-0.0015955+0.00059376i,8.9622e-05+0.0014354i,0.0012217+0.00097138i,0.0018646-0.00051284i,0.0021703-0.0011797i,0.0019828-0.0005818i,0.0005228-0.00088571i,-0.00088233-0.00090151i,-0.00061993+1.9561e-05i,3.5751e-05+0.00030017i
0.000563+0.0016079i,0.0046144+0.002698i,0.0062383+0.0018396i,0.004205+0.00033778i,0.0019576-0.0012523i,0.00084673-0.0021348i,-0.00016329-0.0022487i,-0.0012152-0.0015183i,-0.0011006-1.9084e-05i,-0.00022769+0.0013658i,0.001006+0.0030723i,0.0024185+0.0034764i,0.0031709+0.0024169i,0.0028417+0.00071251i,0.0016466-0.0010153i,-0.0001556-0.0001404i,-0.001523+0.0015606i,-0.00076581+0.00136i,-6.4607e-05+0.00083332i,-0.00054472+0.00055043i,-0.0011324+0.00059079i,-0.00069032+0.00072448i,-0.00014182+0.00028526i
0.00078248-0.00064355i,0.00052691-0.001502i,0.00014631-0.0029418i,-0.00047064-0.00477i,-0.002052-0.0049247i,-0.0030364-0.003498i,-0.0024323-0.0017493i,-0.00063128-0.001377i,0.00026273-0.0016745i,-0.00084728-0.0022495i,-0.0018744-0.0025812i,-0.0026757-0.0026426i,-0.0032769-0.0018512i,-0.0027346-0.00011322i,-0.0016203+0.0010804i,-0.00028446+0.0010225i,0.001301+2.6745e-05i,0.0021241-0.00098742i,0.0018714-0.0011129i,0.00079067-0.00042957i,-0.00021805-0.0001193i,-0.0011672-0.00082031i,-0.00061736-0.0012164i
-0.0013193+0.0012911i,0.0013638+0.0022084i,0.002293+0.0031546i,0.002055+0.0023551i,0.0012192+0.0006611i,-0.00014375-0.0012608i,-0.0011499-0.0016541i,-0.0016215-1.1205e-05i,-0.0012352+0.0012447i,-0.00031495+0.002419i,0.0011596+0.0039338i,0.0018832+0.0038736i,0.0018535+0.003016i,0.0010671+0.0009962i,0.00041966-0.00069726i,-0.00011705-0.0012967i,-0.00061898-0.0011492i,-0.00084869-0.00070528i,-0.00096532-0.00071846i,-0.00032414-0.00020739i,-0.00023647+0.00045305i,-0.00062843+0.00092039i,-0.0010534+0.00084955i
-0.0012756+0.0028716i,0.00033256+0.0040859i,0.00040694+0.002535i,0.00044983-0.00030026i,0.00023736-0.002145i,-0.00055181-0.0032075i,-0.0013093-0.0027125i,-0.0020897-0.0010338i,-0.0023428-0.0003804i,-0.0020786-0.0010998i,-0.0022785-0.0020121i,-0.0032808-0.0028145i,-0.0043981-0.0027981i,-0.0039958-0.0017996i,-0.0026781-0.00037737i,-0.00090752-0.00014428i,0.00077496-0.00015444i,0.0012874+0.00039538i,0.0011296+0.00053035i,0.00036047+0.00020728i,-0.00042799-0.00063802i,-0.00020114-0.00090748i,0.00044226-0.00044747i
0.0018022-0.00029993i,0.0031493-0.00029494i,0.0030091+0.00034179i,0.0015103-0.0011215i,-0.00014418-0.0029927i,-0.00070429-0.0035596i,-0.00084664-0.0022689i,-7.3402e-05-0.00025499i,0.00076599+0.00030594i,0.00052234+0.00079164i,0.00032764+0.0020304i,0.0019459+0.0024718i,0.002847+0.0025468i,0.0014736+0.0020289i,0.00050236+0.00098732i,0.00066473-0.00026125i,0.00012499-0.00034192i,-0.00086277-0.00068757i,-0.0014019-0.0010958i,-0.0011125-0.00057829i,7.1126e-05+1.7835e-05i,-0.0004209+7.1664e-05i,-0.0012159-6.2697e-05i
0.0015624+0.0041666i,0.0026544+0.0051815i,0.0030396+0.0027567i,0.0011255-0.00012849i,-2.0487e-05-0.0021001i,-0.00092986-0.0026975i,-0.0017608-0.0013076i,-0.0012407-0.00039751i,-0.00066055-0.00075752i,-0.00079282-0.00093193i,-0.0018037-0.0019473i,-0.0025787-0.0029995i,-0.0021565-0.0036596i,-0.0012383-0.0029706i,-0.0020763-0.00044175i,-0.0021919+0.00036685i,-0.00023568+0.00086491i,0.00061971+0.0020781i,0.00077695+0.0020058i,0.00089861+0.001048i,0.00076568+0.00040339i,0.0007288+0.00021189i,0.00068681+0.00075977i
-0.0023244-0.0027893i,-0.00076676-0.0018774i,0.0007956+0.00083522i,0.001159+0.00012369i,0.00075427-0.0024178i,-0.00026926-0.0028624i,-0.0009356-0.0018671i,-8.2483e-05-1.2184e-05i,0.0009633+0.00087309i,0.0010482+0.00079097i,0.0006443+0.0020426i,0.00042824+0.0034946i,0.00040641+0.0034496i,0.00024795+0.0015746i,0.00044851+0.00030764i,0.00067366-0.00012898i,0.00062789-0.0013597i,0.00017338-0.0025665i,-0.00023439-0.0025991i,-0.00051261-0.0012903i,-0.0012253+9.9995e-05i,-0.0019745+0.00087851i,-0.0019454+0.00033308i
0.0033991+0.0015406i,0.0048727+0.0012i,0.0025613-0.0010562i,-0.00035403-0.0018873i,-0.0018927-0.000798i,-0.0013302-0.00086483i,-0.00063632-0.001357i,-0.00087194-0.0013598i,-0.00051179-0.0018442i,-0.00065873-0.0017457i,-0.00077578-0.0019226i,-0.0011251-0.0031587i,-0.0015933-0.003822i,-0.0013822-0.0029978i,-0.00048053-0.001542i,-0.00027231-0.0013515i,-0.00033406-0.00036129i,-0.00028728+0.0023171i,0.00011769+0.0033629i,0.0002818+0.0020383i,8.6348e-05+0.00079473i,0.00022016+0.0006117i,6.4858e-05+0.00083601i
-0.0027623+0.0026761i,-0.0018486+0.0036149i,0.00033865+0.0040873i,0.0016787+0.00052438i,0.0011928-0.0029823i,-0.00081333-0.0035361i,-0.0021825-0.0026765i,-0.0015712-0.0011291i,-0.00032683+0.00050388i,0.00014459+0.0015951i,0.0004454+0.0024916i,0.00053375+0.0036294i,-0.00028987+0.0040795i,-0.00067784+0.0038051i,1.4819e-05+0.0024082i,0.00063067+0.0001084i,0.00064664-0.0012861i,0.00077889-0.0020864i,0.0010819-0.0024535i,0.00013847-0.0017035i,-0.00088622-0.00079972i,-0.00078908-0.00045053i,-0.00074084-0.00088882i
0.0035252-0.00069969i,0.004631-0.0013488i,0.0047715-0.0010826i,0.0033897-0.0012866i,0.0018965-0.0024499i,0.00061635-0.003222i,-0.00067017-0.0018196i,-0.0010223-0.00051728i,-0.00054997-0.00043689i,-0.00038804-0.0012842i,5.0307e-05-0.0022959i,0.00032804-0.0027707i,-0.00028846-0.0023634i,-0.00086359-0.0010454i,-0.0010189-0.00083661i,-0.0014402-0.0013274i,-0.0013573-0.00024661i,-0.0011434+0.0018278i,-0.0014398+0.0023849i,-0.00046911+0.0017109i,0.0012256+0.001083i,0.00083989+0.0012337i,-0.00035739+0.0015216i
0.0015624+0.0053173i,0.0039919+0.0079657i,0.0050262+0.0038629i,0.0023789-0.0023733i,-7.1525e-05-0.0042684i,-0.0015407-0.0040674i,-0.0017351-0.0035181i,-0.0011692-0.0023402i,-0.0015971-0.00038955i,-0.0023397+0.0017524i,-0.0016949+0.0034435i,-0.00037873+0.0043579i,-3.8056e-05+0.0046347i,2.7116e-05+0.0037108i,0.00049002+0.0023538i,0.00071973+0.0018645i,0.0017772+0.0017912i,0.0028957+0.00085096i,0.0022765-0.00070621i,0.00092897-0.0010303i,6.5106e-05-0.0012869i,-0.00014574-0.0014687i,0.00069398-0.0011511i
-0.0020163-0.0049557i,-0.003649-0.0051579i,-0.0043009-0.0043496i,-0.0030494-0.0026416i,-2.9523e-05-0.0021468i,0.0014186-0.0020299i,0.0019794-0.0004696i,0.0022551+0.00061503i,0.0017648-0.00026404i,0.0011902-0.0018358i,0.00015553-0.0025473i,-1.6807e-06-0.0033852i,0.00038977-0.0029468i,0.00078142-0.0011589i,0.00060896-0.00078648i,0.00043376-0.0012834i,0.00035707-0.0013916i,-0.001497-0.0012177i,-0.002806-0.00016411i,-0.0009759+0.00089573i,0.00084566+0.0011313i,0.00052929+0.00060328i,-0.00019798+0.00045136i
0.0025528+0.007744i,0.0073099+0.0093547i,0.0094768+0.0079515i,0.0059322+0.0029752i,0.00070163-0.0021585i,-0.0026173-0.0045138i,-0.0037827-0.0038987i,-0.0031085-0.0023535i,-0.001411-0.00084549i,-0.0002505+0.0013532i,-0.0003372+0.0035159i,-0.00092829+0.0038677i,-0.001602+0.0030886i,-0.002208+0.0022954i,-0.002175+0.0015896i,-0.0019458+0.00084521i,-0.0013353+0.00057362i,0.00033716+0.00093866i,0.0013441+0.00038326i,0.00060608-0.00079229i,-0.00064713-0.00057507i,-0.0005697+0.00019375i,0.00098729+0.0003296i
-0.0040235-0.0020468i,-0.0057461-0.0027218i,-0.0049234-0.0037307i,-0.0021232-0.0033871i,0.00043778-0.0027365i,0.0017852-0.00083005i,0.0011518+0.0010157i,1.2251e-05+0.00097882i,-6.9882e-06+0.00018739i,-3.3895e-05-0.00092756i,-0.00040696-0.0020507i,9.3516e-05-0.0026798i,0.00099513-0.0024419i,0.0010102-0.0017175i,0.0010168-0.0011695i,0.0012938-0.00072771i,0.0016467-0.00035557i,0.00088854+0.00015399i,-0.0011044+0.00076434i,-0.0019871+0.00079897i,-0.0015447+0.00028912i,-0.0011653+0.00049904i,-0.00096893+0.00048605i
0.0034148+0.0044864i,0.0083167+0.003435i,0.0089745+0.0031041i,0.0054443+0.0019269i,0.0019898+7.5935e-05i,-0.00052272-0.0026494i,-0.00163-0.0030114i,-0.0015636-0.0014878i,-0.0012545+0.00020831i,-0.0010952+0.0021871i,-0.00035714+0.0040064i,-0.00054153+0.0041045i,-0.0020619+0.0028557i,-0.002818+0.0018072i,-0.0024583+0.0014816i,-0.002133+0.0014246i,-0.0024012+0.0013641i,-0.0016409+0.0015079i,0.0004342+0.0012655i,0.0020408+0.00044143i,0.0022152-0.00015405i,0.0013655+0.00014834i,0.00085749+0.00097775i
-0.0052749+0.0048821i,-0.0054685+0.0060194i,-0.00061278+0.0061566i,0.0028275+0.0024744i,0.0036508-0.001458i,0.0033696-0.0022091i,0.0020469-0.00078589i,0.0011368+0.00096883i,0.0010264+0.0012793i,0.0017635-0.00048033i,0.001674-0.0030379i,0.00050465-0.0043642i,-0.00085366-0.0030698i,-0.0016793-0.00084904i,-0.0013474-0.00034387i,8.3228e-05-0.00033838i,0.0014652-0.00014315i,0.0014952-0.00020265i,0.00062728-0.00035619i,-0.00070312-0.00044606i,-0.0018714-0.0002253i,-0.0021378+0.0007482i,-0.0020916+0.00087498i
-0.0080171+0.028302i,0.0051588+0.029469i,0.017958+0.030773i,0.020647+0.017546i,0.018761+0.0021975i,0.010412-0.0082404i,-0.00034222-0.0057221i,-0.0035563-0.00028915i,-0.0019928+0.0033224i,0.0017639+0.0044422i,0.0036025+0.0026674i,-0.00024061+0.0022753i,-0.0066574+0.0033777i,-0.010643+0.0058357i,-0.011605+0.0054699i,-0.0094148-0.00055279i,-0.0069068-0.0051467i,-0.0045619-0.0023955i,-0.000167+0.0023863i,0.0036592+0.0022553i,0.0012876+0.00069807i,-0.0019903+0.0017886i,-0.0017463+0.0033947i
0.00094289-0.0031209i,0.00054202-0.002284i,-0.00033397-0.0036734i,-0.0021396-0.0044256i,-0.0046098-0.0042857i,-0.0053246-0.0033698i,-0.0031271-0.0024879i,-0.0010524-0.0017406i,-0.0012556-0.002136i,-0.0027614-0.0021745i,-0.0029424-0.0022111i,-0.0013748-0.0022282i,0.00048246-0.0018727i,0.0014718-0.0022292i,0.0015043-0.0015125i,0.0011345+0.00057508i,0.0015191+0.0020369i,0.0017569+0.0014634i,0.00036465-0.00052019i,-0.00092403-0.00080178i,-0.0011559+0.00011016i,-0.00098137+0.00044047i,-0.00058982-0.0007252i
0.0023246-0.00089261i,0.0035973+0.00023086i,0.0033788+0.00059891i,0.0029059-0.0014523i,0.0011816-0.0046035i,-0.00086389-0.0060498i,-0.0014604-0.0048036i,-0.00095745-0.0020811i,-0.00015785-0.0008875i,-0.00076485-0.00023887i,-0.0021016+0.0013928i,-0.0027921+0.0025271i,-0.0025961+0.0022854i,-0.00087606+0.00086784i,0.00061861+6.8109e-05i,0.0012373-0.00071823i,0.00057367-0.0021019i,-0.00023975-0.0027608i,0.00014703-0.0017004i,0.00029677-0.00086501i,0.00023453-0.00094957i,0.00063481-0.00035314i,0.0013628+0.0006119i
0.0012398+0.0026508i,0.0035463+0.002871i,0.0050785-0.00082004i,0.0026718-0.0039449i,-0.0011022-0.0041808i,-0.0031208-0.0024664i,-0.0031048-0.00054991i,-0.0012296+0.00078065i,-7.1199e-05+2.121e-05i,9.179e-05-0.0012507i,0.0011638-0.0018136i,0.0021828-0.0024453i,0.0019613-0.001693i,0.00095865-0.0015493i,-8.0396e-05-0.0010267i,-0.0011563+0.0012838i,-0.00082375+0.0028726i,-0.00075704+0.0030212i,-0.0018402+0.0021958i,-0.0019056+0.00050995i,-0.0014614-0.00031536i,-0.0013497-0.00039554i,-0.001322-0.00047548i
0.0030691-0.0036765i,0.0025696-0.0040187i,-0.00044975-0.0040006i,-0.0022569-0.0025871i,-0.0019796-0.0021739i,-0.0016766-0.0025713i,-0.0010281-0.0021465i,-0.00036972-0.0011965i,-4.3551e-05-0.001269i,-0.0013325-0.00043995i,-0.0034801+0.0021099i,-0.004516+0.0032868i,-0.0028585+0.0027006i,-0.00083583+0.0010902i,0.00085858-0.00013569i,0.0029114-0.0015425i,0.003492-0.0023373i,0.0029132-0.0023353i,0.001943-0.00126i,0.00084227+9.4687e-05i,0.00020311+0.00021047i,0.00071778+0.00026967i,0.0015061+0.0012857i
0.0048949+0.0044587i,0.0080942+0.0037409i,0.0084633+0.00024693i,0.0048149-0.0026474i,0.00074273-0.0037985i,-0.0015705-0.0037768i,-0.0017083-0.0026754i,-0.0010111-0.0017242i,-0.0013505-0.0014369i,-0.0016321-0.0012277i,-0.00086338-0.0017317i,0.00059913-0.0014532i,0.002055-0.00081641i,0.0024905-0.00080871i,0.00099537-9.2784e-05i,-0.0016829+0.0011983i,-0.0029473+0.0020323i,-0.0017827+0.0024633i,-0.00065029+0.00093617i,-0.00027835-0.0012869i,-0.00034119-0.0013547i,-0.00065587-0.00027426i,-0.00083931+0.00036228i
-0.0046883-0.0013478i,-0.0043458-0.0024423i,-0.0027594-0.0024509i,-0.00066022-0.0026172i,-0.00072307-0.0032504i,-0.0021823-0.0033556i,-0.0018966-0.0026036i,-0.00087157-0.0014257i,0.00014155-0.00061009i,-0.00031281+0.00097107i,-0.0013529+0.0021987i,-0.0013784+0.0014373i,-0.0016721+0.00077272i,-0.001978+0.00096042i,-0.0010033+0.0008636i,0.00083568+0.0005015i,0.0028274-0.00024252i,0.0032031-0.00057004i,0.0017254-0.00055838i,0.00010677-0.0003456i,4.0397e-05+9.0023e-05i,0.00030219+0.00046653i,0.00040622+0.0012976i
0.0044331-0.00047787i,0.0057651-0.00051027i,0.0032276-0.0020006i,-0.00091484-0.0021867i,-0.0019844-0.0020736i,-0.000717-0.0023136i,-0.0012481-0.002014i,-0.0012346-0.0018582i,-0.00076665-0.0021918i,-0.00070586-0.0014055i,0.00034752-0.00042185i,0.0014137-1.015e-05i,0.0010133+4.4291e-06i,0.00031303-0.00062671i,5.5618e-05-0.0010215i,-0.0017389-0.0012477i,-0.0035543-0.00060146i,-0.0034723-0.00028952i,-0.0024355-0.00091566i,-0.0013182-0.00072438i,-0.0010933-0.00056839i,-0.00049669-0.00042289i,0.00063513-0.00036832i
-0.00081071+0.00010275i,-0.00030106+0.00087997i,0.00060179+0.00076754i,0.0011052-0.0011i,-0.00041038-0.0034294i,-0.0027907-0.0047107i,-0.0028533-0.0045609i,-0.0021479-0.0020436i,-0.0013083-0.00044554i,-0.0019994+0.00032905i,-0.0037345+0.0017875i,-0.003332+0.0020158i,-0.001731+0.0010882i,-0.00015884+0.00035484i,0.00082725+0.00076181i,0.0019473+0.0018926i,0.0034591+0.0026064i,0.0035724+0.0016903i,0.0015071+0.00069215i,0.00031004+0.00065967i,0.00023932+0.00078782i,-0.00019777+0.0013414i,-0.00071354+0.0015898i
0.0059565-0.0018825i,0.0080791-0.0033508i,0.0070185-0.0040258i,0.0035707-0.0035386i,0.00042234-0.0029002i,1.0819e-05-0.0015269i,0.00036066-0.0012695i,0.00076266-0.00091095i,0.00092061-0.00046426i,0.0011202-0.00064517i,0.0014491-0.00031098i,0.0019457-0.00066346i,0.0019631-0.00085358i,0.00072-0.00048364i,1.5363e-05-0.00072346i,-0.00078345-0.0022849i,-0.0019616-0.002624i,-0.0016548-0.0012903i,-0.00078016-0.0011949i,-0.00064821-0.0017084i,-4.6675e-05-0.0016912i,-4.4464e-05-0.001252i,0.00047762-0.00090503i
-0.0015771+0.00024667i,-0.0013624+0.0019833i,-0.0024073+0.00011131i,-0.0035988-0.0020262i,-0.0033623-0.0028925i,-0.0021041-0.0036814i,-0.00061563-0.0027359i,-0.00042909-0.00092082i,-0.00056427-0.001177i,-0.0016035-0.0013316i,-0.0036407+1.2806e-05i,-0.0036676+0.00069337i,-0.0022287+0.00059913i,-0.00078541-0.00078092i,4.1582e-05-0.00067893i,0.00079864+0.0016277i,0.0023494+0.0034886i,0.0024389+0.0032104i,0.0010959+0.0017983i,-0.0008025+0.00041582i,-0.0011101-0.00049529i,0.00030233+0.00032036i,0.00058615+0.0015821i
0.002946-0.0047194i,0.0041614-0.0041401i,0.0039802-0.0016492i,0.0024535-0.0010416i,0.0012436-0.0016898i,-0.00038752-0.001272i,-0.0022081-0.00035978i,-0.0014522-7.8978e-05i,4.2567e-05+0.00019701i,0.0007703+0.00049151i,0.0015465+0.00080569i,0.0021073-0.00037282i,0.002178-0.0010766i,0.0016848-0.00089442i,0.0014815-0.0021076i,0.00083077-0.0036429i,-7.1392e-05-0.003524i,-0.00083321-0.0028355i,-0.00064352-0.0016032i,0.00048091-0.00071518i,0.0011913-0.00085965i,0.00089073-0.0010509i,0.00061784-0.00059481i
