0.0012477+0.00060848i,0.0018051-0.00047007i,0.0034861-0.0030065i,0.0029424-0.005692i,-7.9609e-05-0.0052785i,-0.0024845-0.002038i,-0.0020496+0.00043011i,-0.00015658+0.0019215i,0.0012305+0.0015336i,0.0016858-0.00046836i,0.0010027-0.0013453i,0.00047083-0.0012632i,0.00015424-0.00021131i,0.00029402+0.0013358i,0.00088743+0.0013116i,0.00095672+0.0006839i,0.00062084-0.00019619i,0.00025856-0.00062987i,5.787e-05-0.00094231i,1.2379e-05-0.0011552i,-0.00014922-0.00085189i,-0.0002214-0.00055188i,-0.00019622-0.00023219i
-0.00037615+3.1145e-06i,-0.00081805-0.00038263i,-0.00037967-0.0025932i,0.00081766-0.0041182i,0.00098056-0.0039403i,0.00043089-0.0022017i,5.5386e-05+1.5455e-05i,0.00042323+0.00082867i,0.0013729+6.3271e-05i,0.0011883-0.00068207i,-9.4608e-05-0.0011523i,-0.00057417-0.00095644i,5.1429e-05+0.00032875i,0.00022166+0.00096478i,0.0003094+0.00018658i,0.00061801-9.3196e-05i,0.00041442+0.00020516i,-0.00010577+0.00015276i,-0.00058637-0.00054595i,-0.00069606-0.00093152i,-0.00042993-0.00075832i,0.00013777+1.7146e-05i,0.00074915+0.00083954i
-0.00056199-0.0004608i,-0.00052611-0.0019636i,0.00035993-0.0037148i,0.0018357-0.0055717i,0.0018774-0.0052684i,0.0010351-0.0028912i,0.00048717-0.0014806i,0.00082621-0.0012504i,0.0010528-0.00050607i,0.00053745-0.00030096i,0.00027048+0.00011562i,-0.00040318+0.0010939i,-0.00075454+0.0012775i,-0.00030631+0.00057073i,0.00015697+0.00016079i,0.00063865+8.8521e-05i,-0.00030497-5.0299e-05i,-0.001435-0.00077284i,-0.0011972-0.0011875i,1.107e-05-0.00049002i,0.00038272-0.00056048i,5.996e-05-0.00060255i,0.00053003-6.652e-05i
-0.00033083+0.00076513i,-0.00085273-0.00070306i,-0.00067344-0.002203i,0.00017696-0.0039375i,-0.00029022-0.0039505i,-0.0013693-0.0019038i,-0.0014833-0.00039098i,-0.00015856-0.00066384i,0.00056882-0.00091357i,0.00050824-0.00050101i,-1.8822e-05-0.00043238i,-0.00032786-0.00050032i,-0.00029219+0.00021373i,-0.00040555+0.0010133i,-0.00010487+0.00064822i,0.00039407-7.8284e-06i,0.00097791+0.00063921i,0.00084711+0.00092673i,0.00028939+3.1123e-05i,0.00027827+1.2917e-05i,0.00041929-0.00019448i,0.00051773-0.00086289i,0.00019571-0.00072572i
0.0022523-0.00039147i,0.0016789-0.00083384i,0.0017319-0.0017969i,0.002282-0.0028741i,0.00089432-0.0030798i,-0.00024272-0.0020437i,0.00063005-0.00084374i,0.0010599-0.00038014i,0.00068196-0.00066436i,0.00031336-0.00066234i,-0.0006695-4.81e-05i,-0.0010247-0.00015757i,-2.6507e-05-0.00048066i,0.00029054-0.00068062i,0.0006061-0.001003i,0.00084206-0.0012217i,0.00059951-0.00095765i,0.00043999+2.6356e-05i,4.7369e-05+0.0005766i,-0.00025454+0.00015797i,-0.00013136+0.00030814i,0.0002072+0.00060015i,0.00068722+0.00033719i
-0.0012086-0.00083576i,-0.00082701-0.0011281i,0.00029566-0.002125i,0.00086236-0.0035229i,0.00037054-0.0037275i,0.00029682-0.0024419i,0.00027133-0.00070569i,2.1504e-05-0.00032695i,0.0001848-0.00014905i,0.00040258+0.00053506i,-9.365e-05+0.00053765i,-0.0002884+5.7334e-05i,-0.00013996-0.00043015i,-7.214e-05+0.0004693i,0.00030473+0.0010593i,0.00079883+0.00090542i,0.0012625+0.0009281i,0.0009281+0.00019572i,0.0001552-0.0010105i,0.00032045-0.00084284i,0.00045485+3.5019e-05i,0.0003166+0.00023023i,-0.00012865+0.00070201i
-0.0013695-0.00015628i,-0.00072925-0.0014747i,0.00026893-0.0030324i,-3.2695e-05-0.0046333i,-0.00051677-0.004857i,-0.00083342-0.0024822i,-0.00040863-0.00058139i,5.2416e-05+0.00026229i,-3.2568e-05+0.00078395i,-0.00012093+0.00028443i,-0.00076397-0.00025473i,-0.00066844-0.00024014i,-7.1545e-05+0.00054111i,-0.00022726+0.0012106i,-0.0002238+0.0010289i,-0.00040353+0.00041933i,-0.00079901+0.00060143i,0.0001592+0.00038423i,0.00064042+2.0264e-06i,-0.00017943+4.478e-06i,-0.00048036-0.00046211i,-0.00032227-0.00019623i,0.00013346+0.00031894i
-0.000803-0.0015156i,-0.0012931-0.0019714i,-0.00085664-0.0037081i,-0.00025044-0.0053026i,-0.0002529-0.0044748i,-0.00084002-0.0023072i,-0.00042772-0.0010535i,0.00029844-0.00075692i,-6.9666e-05-0.00057103i,-0.00075581-0.00057386i,-0.00093493+0.00017053i,-0.00058778+0.0012539i,-0.00030607+0.00068636i,0.00019386-6.703e-05i,0.00070164-2.6319e-05i,0.00019296+0.00010773i,1.7134e-05-0.00026197i,0.00014693-0.00063543i,-7.2074e-05-0.00065774i,-2.9681e-05-0.00059194i,-0.00018754-0.00050695i,-0.00051558-0.00021498i,-0.00054097-0.00038122i
0.00013189-0.00038443i,0.00050363-0.0012028i,0.0013655-0.002596i,0.0017735-0.004699i,0.00027315-0.0055082i,-0.0017482-0.0032909i,-0.0008084-0.0012384i,0.00042969-0.00099677i,0.00016779-0.00053257i,-0.0005522-0.00038942i,-0.0002893-0.0010031i,0.00011877-0.00078185i,-7.9595e-05+0.00042599i,-0.00052532+0.00041818i,1.2391e-05-0.00018728i,0.00037504-0.00028123i,0.00028878-0.00045382i,0.00022797-0.00084948i,-0.0003693-0.00085455i,7.1029e-05-0.00027886i,0.00057711+0.00023057i,0.00017849-0.00017589i,0.00012026-0.00052231i
-0.0018856+8.9726e-05i,-0.0013001-0.00058474i,-0.00026357-0.0011465i,0.0008015-0.002408i,0.00013308-0.0029416i,-0.00013555-0.0014705i,0.00023827-0.00031007i,0.00055573+5.6927e-05i,0.0004641+0.00043018i,0.00072241+0.00069049i,0.0011922+0.0014525i,0.00093557+0.0013978i,-0.00022239+0.00070683i,-0.00020093+0.00058084i,0.00048219+0.00062257i,3.003e-05+0.00011334i,0.00039608-0.00073882i,0.00095611-0.00073879i,0.00011991-0.00045309i,-0.00062564-0.00020386i,-0.00072911-0.00018922i,-0.00045417-0.00050894i,0.00068927-0.00044061i
-0.00037136+0.00078827i,-0.00058373-0.00046095i,0.00014427-0.0028344i,0.00012989-0.0044285i,-0.00025898-0.0042002i,-7.876e-05-0.0033304i,-0.00096318-0.0016963i,-0.00075548-0.00035856i,0.00058188+1.8275e-05i,0.00046223-9.26e-05i,-0.00048789+0.0002051i,-0.00071374+0.00016229i,-8.5866e-05+0.00046516i,0.00072071+0.0012133i,0.00093819+0.0010221i,0.00087565+0.00038155i,0.00071088-0.00026605i,0.00059088-0.0010168i,8.982e-05-0.0012798i,-0.0003224-0.00064577i,-0.00058115+5.628e-05i,-0.00037315-9.5675e-05i,0.00038096-0.00015964i
-0.0014431+0.00055174i,-0.0011851-0.00081525i,0.00010103-0.0017287i,0.00065409-0.0022133i,0.0011858-0.0020851i,0.0012796-0.0014194i,0.0003438-0.0014341i,-0.00013269-0.0012713i,-0.00034496-0.00078259i,-0.00055624-0.0007877i,-0.00079413-8.2106e-05i,-0.0007657+0.00051746i,-0.00020208+0.001016i,0.00039748+0.0011604i,0.00044067+0.00075723i,-0.00020214+0.00027315i,-0.00024425-0.0001816i,4.8567e-05-0.00040123i,0.00026826-0.00054075i,0.00045414-5.933e-05i,-0.00018562+0.000497i,-0.00033244-3.1699e-05i,-0.00033667-0.00080711i
-0.0018649-0.00036726i,-0.0026146-0.0018559i,-0.0028111-0.0035739i,-0.0017053-0.0049836i,-0.00058399-0.0044794i,-0.00014677-0.0029868i,0.00028708-0.0015359i,0.0004108-0.0008275i,0.00011358-0.00044254i,0.00030511-0.00055216i,0.00056258-0.00021497i,-0.00035343+0.00016961i,-0.00055498+7.3453e-05i,0.00042299+0.00044936i,0.00030003+0.00036068i,-0.000566-0.00035919i,-0.00023616-0.0012176i,0.0004077-0.0010618i,-0.00030933-8.8217e-05i,-0.00046452+0.00031385i,0.00039419-0.00051957i,0.00072397-0.00043271i,0.0005082+0.00062346i
-0.0019236-2.7088e-05i,-0.00030702-0.0017379i,0.00042301-0.0032418i,0.00066969-0.0044893i,0.0001755-0.0032776i,0.00033754-0.001023i,0.001217-0.00067151i,0.00092397-0.0011745i,0.00042224-0.00085905i,0.00073942-0.00027235i,0.00069967+0.00024923i,0.0007596+0.00072008i,0.0010254+0.0005293i,0.0010519+0.00056626i,0.00071958+0.0012736i,0.00074824+0.0010658i,0.00079605-0.00022906i,0.00039691-0.001215i,-0.00040812-0.00073909i,-0.0010039-0.00065485i,-0.00064999-0.0013584i,-0.00045805-0.0010201i,-0.00055185-0.00022533i
-0.00070223-0.0004507i,-0.00026293-0.0017311i,0.00056918-0.0038333i,0.00095732-0.0057544i,-0.00020015-0.0053235i,-0.00054942-0.0023632i,0.00046091-0.00061255i,0.0012742-1.6961e-05i,0.0011998+0.00021738i,0.00071449-5.1582e-05i,-0.00071416-0.00017184i,-0.0015388-0.00058109i,-0.00092009+0.00027762i,-0.00053103+0.00097011i,0.00017134-0.00018023i,0.0010309-0.00063274i,0.0013675-0.00051655i,0.0010974-0.001243i,0.00077335-0.0012415i,0.00021957-0.00048094i,-0.00017506+0.0002302i,0.00033036-7.2036e-05i,0.00069035-0.00019492i
0.00019426+0.00012316i,-8.5356e-05-0.00093345i,0.0013931-0.0028157i,0.0015037-0.0049396i,0.00057926-0.0051334i,-0.00012808-0.00295i,-0.00017456-0.00075022i,-1.2711e-05-0.00041921i,0.0005843-7.3916e-05i,0.00086678-0.00020064i,0.00037507-0.00048002i,0.0001146+0.00086398i,-0.00020316+0.0020874i,-7.5645e-05+0.0020122i,0.00051539+0.00098613i,3.4045e-05+7.358e-05i,-0.00044371+0.00047451i,-8.4945e-05+0.00011234i,0.0002126-8.9362e-05i,-0.00012289+6.9451e-05i,-0.00012033+0.00039029i,0.00018568+0.00048099i,0.0002794+7.1823e-05i
-0.00083324-0.00076037i,0.00020454-0.00078629i,0.0018405-0.0015867i,0.0026542-0.0033669i,0.0017275-0.0029828i,0.00028336-0.00051101i,-0.00034342+0.0006302i,0.0001375+0.00046868i,0.00031286+0.0003751i,0.00022877-0.00018452i,-3.8559e-05-0.00070391i,6.9578e-05-0.00015685i,0.00028854+0.00060663i,0.00041427+0.00087835i,0.00087715+0.00044162i,0.0013132-3.277e-05i,0.0010873-0.00024548i,0.00033522-0.00065303i,-8.0819e-05-0.00045641i,-0.00026892-0.00010322i,-0.00012258-0.00011917i,7.7238e-05-0.0001053i,-5.0458e-05-9.7021e-05i
0.00025687+0.00051773i,-0.0013151-0.00089544i,-0.00075735-0.0021963i,7.668e-05-0.0048436i,-0.00022908-0.0062183i,-0.0012093-0.0044748i,-0.0012559-0.0020313i,-0.00051634-0.00065486i,0.00089674-7.4977e-05i,0.0011901-0.00062052i,0.00045047-0.0010637i,0.00019325-0.00068704i,0.00038252-0.00017129i,-4.9677e-06+0.0006241i,-0.00073077+0.00058206i,1.5119e-05-0.000563i,0.0010263-0.0010756i,0.00082143-0.00061381i,9.6014e-05+0.00039903i,0.00011142+0.0007972i,-0.00015344+0.00044162i,-0.00023219-0.00010504i,-0.0001184-0.00058345i
-0.001101-0.00074349i,-6.3909e-05-0.00086102i,-0.00011405-0.00070081i,-0.00073084-0.0022152i,-0.0008122-0.0025651i,-0.00038561-0.0008072i,0.00096571-2.9264e-05i,0.0019211-0.0001872i,0.001359-0.00020153i,0.00038644-0.00056635i,3.5074e-05-0.00062022i,0.00024458-0.00045283i,0.00053006+4.6562e-05i,0.00078761+0.00051648i,0.0010543+0.00036954i,0.00033002+1.6789e-05i,-3.4539e-05+0.00020155i,0.0001562+0.00062929i,-0.00098637+0.00061446i,-0.0010184-5.1438e-05i,-0.00044569-0.00065807i,-0.00080002-0.00033075i,-0.001117-6.5088e-06i
-0.00017983-0.0018236i,-5.4175e-05-0.0016483i,0.00080877-0.0029792i,0.00042857-0.0047796i,-0.00080032-0.0044033i,-0.00083297-0.0019379i,-8.5548e-05-0.00047581i,0.00060864-0.00050836i,0.00060417-0.00088155i,0.00025261-0.00063527i,4.3526e-05-0.0001543i,6.1003e-05-6.8709e-05i,-6.4297e-05+0.0001341i,-0.0011162+0.00040239i,-0.0011402+0.00045103i,0.0001198+0.00021159i,0.00081483-0.00053036i,0.0003056-0.00068771i,-0.00010763-0.00046585i,-0.00037308+6.5138e-05i,-0.00076982+0.00089596i,-0.0001941+0.00089389i,0.00057874+0.00044906i
-0.00083149-0.0007368i,-0.00019272-0.0016483i,-2.5828e-05-0.0023593i,0.00047647-0.0038188i,0.0012083-0.0046097i,0.00051243-0.0028511i,-0.00035787-0.0005899i,-0.00016286-0.00035047i,-5.0808e-05-5.6409e-05i,-0.00022412+0.00023748i,1.894e-05-2.6e-05i,0.00024729-0.00026722i,0.00064294-1.8357e-05i,0.00092842+0.0004608i,0.00095422+0.00070019i,0.001039-9.855e-05i,0.0010018-0.00097525i,0.00044949-0.0010882i,0.00017636-0.0009265i,0.00048467-0.0011487i,3.3256e-05-0.001389i,-0.00066485-0.0010797i,-0.00037481-0.00063644i
-0.00021547-5.8998e-05i,-0.00023186-0.0014066i,0.00099258-0.0031897i,0.00073968-0.0044255i,-0.0010745-0.0036838i,-0.001815-0.0020222i,-0.00058446-0.00099855i,0.00062901-0.00082223i,0.0013253-0.00056745i,0.00066213+3.8125e-05i,-0.00034784+0.00030412i,-0.00029902+0.00057782i,-0.00042+0.00039846i,-0.00080351+8.5997e-05i,-0.00026683+8.5603e-05i,0.00063263+0.00014309i,0.00020468-0.00026463i,-0.00072855-0.00065337i,-0.00081062-0.00056491i,9.9663e-05+7.0131e-05i,-8.3913e-05+0.00029657i,-0.00050172+0.00053718i,-0.00012903+0.00096427i
0.00032368-0.00095103i,0.00046317-0.001282i,0.0005193-0.0022721i,0.00019704-0.003637i,-0.00021124-0.0033263i,-0.00031969-0.0016847i,0.00028359-0.0013507i,0.00088904-0.00036372i,0.0013331+0.00043069i,0.00062773+0.00042631i,-0.00032924+0.0002013i,-0.00081645+0.00029479i,-0.00061318+0.00049723i,3.4092e-05+0.00037687i,0.00019674+0.00042462i,-0.00012329-1.8279e-05i,-0.00018922+3.7549e-05i,-2.0537e-05-3.3998e-05i,-0.00026975-0.00097584i,-0.00044523-0.00099551i,-0.0010669-0.00011231i,-0.0010148+0.00050055i,-0.0004417+0.00020493i
-0.00027481-0.00021423i,0.00037956-0.0006124i,0.0011544-0.002782i,0.0014881-0.0044967i,0.00054483-0.003728i,-0.00063175-0.0011978i,-0.00093233+0.00022403i,0.00057136-0.00040688i,0.0011932-0.00098112i,0.00076665-0.00071756i,0.00017315+0.00011567i,-0.00039058+0.00060489i,-0.00065178+0.0012493i,9.2361e-05+0.001007i,0.00083329+0.00025555i,0.00026452-0.00019025i,0.00030482-0.00055173i,0.00054671-0.00027413i,-0.00016685+0.00051779i,-0.0005165+0.0002132i,-0.00018968-0.00044038i,0.00020662-0.00038303i,0.00038898-0.00033915i
6.18e-05-0.00066229i,0.00035309-0.0018715i,0.0014293-0.0033189i,0.0014741-0.0045436i,0.00020322-0.0042187i,-0.00013295-0.0023283i,0.00022469-0.00098621i,0.00046918-0.00035022i,0.00040862+0.00049899i,0.00018316+0.00090595i,0.00063253+0.00039323i,0.00024196+3.6876e-05i,3.0621e-05+0.00031046i,-2.3579e-05+0.00016669i,0.00019985+5.9554e-05i,0.00052539-0.00014295i,0.00075522-0.00070114i,0.00036267-0.00061155i,-3.3466e-05-0.00038561i,-0.00023469-0.00052356i,-0.0006619-0.00026001i,-0.00097802+0.00048918i,-0.00085889-9.723e-05i
-2.8643e-05+0.00045486i,-2.9721e-05-0.00021526i,0.00013418-0.0022477i,0.00063068-0.0045756i,0.00044141-0.0041492i,5.1191e-05-0.0027265i,0.00024282-0.0021718i,0.00036136-0.0015494i,0.00039611-0.00012565i,0.00054439+0.0012521i,0.0004073+0.0012138i,1.0721e-06+0.00053108i,-0.00019802+0.00022617i,0.00012186+0.00043894i,0.00030226-0.00028494i,0.00010049-0.0012311i,-0.00060018-0.0015698i,-0.0004041-0.0011587i,-0.00044675-0.00030418i,-0.00057473-0.00055657i,-0.00039776-0.0010096i,-0.00049701+5.7944e-05i,-0.00053591+0.00032088i
-0.00047172-0.0018925i,-0.00017109-0.0021209i,0.00073518-0.0039618i,0.000458-0.0050541i,-0.0013171-0.0039722i,-0.0021807-0.0014063i,-0.00096267-0.00015215i,0.00089371+0.00013347i,0.0014453+0.00032986i,0.00089308-0.00028289i,-0.00020699-0.00069008i,-0.0013194-7.0072e-05i,-0.00095263+1.7572e-06i,-0.00032167-0.00022319i,-0.00033534-0.00030047i,0.00020088-0.00031766i,-3.2811e-05+6.0312e-05i,-8.3315e-05+0.00025908i,0.00050322-2.1041e-05i,0.00050701+0.00062296i,3.4677e-05+0.0012486i,-0.00025359+0.0008724i,1.0515e-05+0.00028414i
-0.00054789-0.0016419i,0.00021464-0.001867i,0.00088532-0.0030967i,0.0010618-0.0039113i,0.0008186-0.0031956i,0.00021725-0.0012604i,0.00045852+0.00022307i,0.0013715+0.00017802i,0.0011988-8.3601e-05i,0.00030135+0.00011851i,7.6992e-05+0.00042182i,1.5833e-05+0.00087096i,-0.00033902+0.001026i,-0.00034957+0.00033788i,0.00026438-0.00053367i,0.00072308-0.001057i,0.00097204-0.00092276i,0.0010613-0.00086382i,0.00095212-0.00101i,0.00030782-0.00061687i,-0.00027501-4.411e-05i,3.4416e-05+0.00067723i,8.3959e-07+0.0007384i
-0.00031997-0.00055624i,-0.00018685-0.0020637i,0.0011587-0.0030919i,0.0011686-0.0040549i,-1.7228e-05-0.0040928i,-0.00053246-0.0021623i,0.00020854-0.0010225i,0.0009592-0.00078798i,0.0005764-0.00090833i,-0.000138-0.00082426i,-0.00031422-0.00015296i,-0.00074873+0.00041599i,-0.00068866+0.00068674i,0.00047025+0.0010587i,0.00089178+0.0014157i,0.00048032+0.0010443i,0.00036546+0.00014461i,0.00013209-0.00024779i,-0.00034316-0.00025944i,-0.00061807-0.0002355i,-0.00035719-1.0855e-05i,-0.00055792-0.00047462i,-0.00065023-0.0010791i
-0.0010034-0.00018481i,-0.00058127-0.0010433i,2.0226e-05-0.0022493i,0.00021157-0.0042816i,-0.00030945-0.0041551i,-0.0010483-0.0022681i,-0.00097982-0.0011285i,0.00018104-5.0737e-06i,0.00084327-3.625e-05i,0.00068651-0.00032891i,0.00055483+0.00026115i,9.9424e-05+0.00064134i,-0.00034945+0.00031068i,1.3979e-05+0.00095873i,0.00060563+0.00049316i,0.00053125-0.0011519i,0.00010363-0.0014163i,-0.00035312-0.0010141i,-0.0007976-0.00079943i,-0.00082476-0.0003648i,-0.00042066+0.00039604i,0.00032428-0.0001142i,0.00094983-0.00062385i
-0.00044548-0.00065108i,-0.00034087-0.0018144i,0.00038128-0.0038492i,0.00094061-0.004872i,-0.00027925-0.0041456i,-0.00073878-0.0022488i,0.0010308-0.00087591i,0.0021954-8.3503e-05i,0.0015442+0.0003133i,0.00083786+0.00050055i,0.00012823-0.00013678i,-0.00022589-0.00037988i,5.1731e-05+0.00032909i,0.00092838+0.00097986i,0.001024+0.00080572i,0.00074037-0.00015234i,0.00048197-0.0005663i,0.0003812-0.00022963i,0.00012406-0.00033567i,-0.00056708-0.00072394i,-0.00061756-0.00072174i,-0.00060155-0.0001757i,-0.00052179+4.2703e-05i
-0.00095694-0.002306i,-0.00054855-0.0032143i,-0.00026742-0.0040556i,-2.8966e-05-0.0047667i,0.00032647-0.0042664i,0.00045668-0.0020308i,0.00035109-0.00042428i,0.00047962-0.00048075i,0.00079674-0.00051752i,0.00044996-0.00019069i,-0.00029574-0.00024926i,5.102e-05-0.00017711i,-0.00022161+0.00065818i,-0.00076523+0.00027561i,0.0003518-0.00063868i,0.0012897-0.00043389i,0.0013466-0.00046972i,0.0014846-0.00049395i,0.00061356-0.00055046i,-0.00048899-0.0006861i,-0.00083226-0.0004635i,0.00018707+0.0007129i,0.0012232+0.00076107i
-0.0014736-0.00090528i,-0.00071057-0.0016512i,0.00036306-0.0021715i,0.0010663-0.0039243i,0.0010902-0.0039211i,0.00049693-0.0017233i,0.00022557-0.00055079i,0.00025334-0.00076939i,0.00084742-0.0002744i,0.00084061+0.00027684i,5.9986e-05+0.00023974i,0.00090464-0.00035656i,0.0014796-0.00050818i,0.0015249+0.00014489i,0.00083603-0.00016811i,-4.4079e-05-0.00032583i,-0.00017673-0.00067174i,0.00022229-0.00095221i,1.3819e-05-0.00084887i,-0.0001844-4.6296e-05i,0.00023371+0.00036191i,0.00048574+0.00033521i,4.4862e-07+0.00036179i
0.00077981+0.0019525i,0.00056274+0.00061277i,0.0019356-0.0021795i,0.0017279-0.0059379i,0.00012762-0.0063705i,-0.00095632-0.0031642i,-0.00048914-0.00071848i,0.0010944+7.7653e-05i,0.0018703+0.00035269i,0.0011325-0.0003176i,3.8263e-05-0.00083253i,-0.00039391-0.00031763i,0.00012246+0.00073085i,0.00066539+0.0008057i,0.00081121+0.00087337i,0.00056925+0.00064779i,-7.2701e-05-2.1675e-05i,-0.00048579-6.4464e-05i,-0.00106-0.00048569i,-0.0016026-0.00070864i,-0.00067635-0.00057689i,0.00018981-0.00046582i,-0.00026129-0.00058333i
-9.7715e-05-0.00093799i,-0.00073138-0.0020492i,-0.00026419-0.0022862i,0.00064316-0.0033701i,0.00072022-0.004162i,8.3393e-05-0.0023744i,-0.00011152-0.0011829i,0.00041261-0.0011476i,0.00076863-0.00058661i,0.00052826-0.00052826i,6.0989e-05-0.00071751i,-0.00054601-0.00011022i,-0.00036443+0.00032637i,6.1691e-05-0.0001304i,0.00044647-0.00031474i,0.00062983-0.00012208i,0.00074238+0.00024993i,0.00028762+0.00050589i,-0.00045672+0.00029215i,-0.00047341-0.00042476i,-0.00021601-0.00035138i,0.00026787+0.00027352i,0.0010206+9.3814e-05i
0.0015114-0.00028764i,0.0015787-0.00041308i,0.0019663-0.0015354i,0.0013865-0.0031853i,-0.00022484-0.0031496i,-0.0012338-0.0010469i,-0.00071761+0.00040776i,-4.1833e-05+5.4836e-06i,-2.9204e-05-0.00085469i,-0.00046042-0.0010441i,-0.00063363-0.00085549i,-0.00036991-9.1213e-05i,-0.00012783+0.00055205i,0.00049955+0.00096206i,0.00018615+0.0010675i,0.00020903+0.0011903i,0.0010675+0.00098634i,0.0011577+4.906e-05i,0.0011477-9.2196e-05i,0.00069905+0.0005424i,0.00044937+0.00047691i,0.00061253+0.00049155i,-0.00030281+0.00052691i
-0.0010909-0.0010957i,0.00014598-0.0028283i,-0.00018156-0.0044742i,-0.0006407-0.0050616i,-0.0010935-0.003854i,-0.00091167-0.0028811i,-0.00029386-0.0019243i,-0.00013925-0.00090157i,0.00052108-0.00034123i,0.00067028+0.00035182i,-9.4459e-07+0.00019222i,-0.00059196-0.00060028i,-0.00010615+0.00022091i,0.00070729+0.00099596i,0.00035289+0.00051144i,-0.00011533-0.000272i,4.8035e-06-0.00018634i,-4.7166e-05-0.00034126i,9.6308e-05-0.0010889i,0.00021387-0.00085707i,-4.3966e-05-0.00044169i,-0.00060013-0.00040861i,-0.001055-0.000175i
-0.00062038-0.0016841i,0.00015002-0.0027108i,0.0014597-0.0033378i,0.0018819-0.0042963i,0.0015374-0.0042691i,0.00065209-0.0019624i,0.00028892-0.00014639i,0.00039835+2.6095e-05i,0.00016343+0.0004051i,0.00014877+0.00077671i,0.00022599+0.00086781i,-0.00022478+0.00072204i,-0.00033714+5.5402e-05i,-4.405e-05+0.00012097i,0.00023447+9.7282e-05i,0.00047127+0.00043486i,0.00034161+0.00051376i,-9.5837e-05-0.00060342i,-0.00074804-0.00067933i,-0.00064611-1.4275e-05i,-0.00032961-0.00057744i,4.9189e-05-0.00097402i,0.00050763-0.00032236i
2.0758e-06-0.00050133i,0.00078492-0.0011706i,0.0017358-0.0024414i,0.00188-0.0040193i,0.00037488-0.0045388i,-0.00068608-0.0032151i,-0.00023264-0.00095318i,0.00094802-0.00063774i,0.0015332-0.0014695i,0.00071288-0.00093328i,-0.00047019-0.00058364i,-0.0010746-0.0001072i,-0.00045134+0.00073924i,0.00042411+0.00096713i,0.00096271+0.00029391i,0.0010222-0.00062192i,0.00035368-0.00011747i,0.00010476+0.00018634i,0.00060161-4.9709e-05i,-0.00037919-0.00064319i,-0.0014649-0.00029092i,-0.00057059+0.00052119i,0.00023981+0.00044084i
0.00097754+0.00047353i,-0.00017535+0.00019251i,0.00081017-0.002522i,0.0021841-0.005179i,0.0017455-0.0051315i,-0.00025973-0.0029434i,-0.00042479-0.00069612i,0.00034707+2.452e-05i,0.00076624-0.00028095i,0.00092511-0.0005756i,-0.00017358-0.00022679i,-0.00048601+0.00016117i,-8.5393e-05+0.0010305i,0.00018871+0.0013671i,0.00086998+0.00054819i,0.00039368+0.00041326i,-0.00016951-0.00017126i,0.00077101-0.00085671i,0.0012129-0.0011331i,0.00033301-0.00078227i,-0.00065214-0.00059362i,-0.00056358-8.531e-05i,-0.00085503+0.00023789i
-0.0015123-0.00015023i,-0.0011241-0.00099477i,0.00032368-0.0026333i,0.00093501-0.0037191i,0.00042342-0.0033663i,-1.6765e-05-0.0014977i,-0.00070928-0.0012889i,-0.00027504-0.0012234i,-0.00048751-0.00077478i,-0.00079213-0.00056279i,-0.00067814-4.0819e-05i,-0.00061766+3.6988e-05i,-0.0010728-9.3161e-05i,-0.00076813+0.00012414i,-0.00014955+0.00049228i,-0.0010091+0.0003554i,-0.00089757-0.00019585i,0.00010919-0.00097961i,0.00072417-0.00059953i,0.0010183+9.4032e-05i,0.00052746+0.00011717i,-0.00050068-0.00037247i,-0.0013058-0.00046651i
-0.0010147-0.00013416i,-0.00050725-0.00049115i,-0.0003473-0.0017932i,-0.00043705-0.0035201i,-0.00054646-0.0038889i,-0.00071274-0.0026514i,-6.7025e-06-0.00055681i,0.0006017+0.00021142i,0.00079168-0.00028229i,0.00040883-6.4174e-05i,0.00014173-3.1758e-06i,9.1526e-05-0.00038088i,-0.000858-7.7632e-05i,-0.0016528-1.2679e-05i,-0.00048054-0.00028067i,0.0011507+0.00033043i,0.0014112+0.00041584i,0.001271-0.00032226i,0.00063858+3.7248e-05i,-0.00030848+0.00078087i,-0.00072897+0.000376i,-0.00074994-9.3484e-05i,-7.9336e-05-6.1864e-05i
-0.0003222-0.00028546i,0.00042759-0.0018224i,0.0010577-0.0031609i,0.0014009-0.0039403i,0.0017481-0.0033244i,0.0012726-0.0012413i,0.0001685+4.7166e-05i,-0.00013453+0.00011165i,-0.00030038-0.00024354i,0.00024937+0.00011862i,0.00033357+0.00021105i,-0.0001236+7.3771e-06i,-0.00038425+0.00074337i,-0.00014908+0.001293i,0.00017157+0.00094092i,-0.00043453+0.0001258i,-0.00075062-0.00071178i,-0.00028477-0.0010522i,9.0223e-05-0.00029113i,0.00044033+0.00015319i,0.00029136-0.00034135i,-0.00084745-0.0011875i,-0.00048558-0.00085915i
-0.00037205+6.856e-05i,-0.00028594-0.00087036i,0.0015605-0.0021819i,0.0028114-0.0038453i,0.00077309-0.00376i,-0.0011444-0.0021689i,-0.00089398-0.0010047i,0.00022112-0.00065418i,0.001047-0.00015505i,0.0013357-0.00016681i,0.00095994-0.00033182i,0.00091555-1.6186e-06i,0.00034719+0.00042759i,-0.00010023+0.0011293i,0.00053183+0.0012683i,0.00039121+0.00092673i,-0.00012987+0.00081294i,0.00019765+0.00041101i,-0.00023918-0.00025541i,-0.0006435-6.1077e-05i,-0.00029596+0.00023204i,-0.00017107-0.00033399i,4.0212e-05-8.5602e-05i
