-0.0012784-0.0001096i,-0.0010397-0.00061997i,-0.002339-1.0654e-05i,-0.0026867+0.00032764i,-0.0019768+0.0011206i,-0.0016601+0.0010975i,-0.00093442+0.00039398i,0.00015264+0.00041653i,0.0011227+0.00048225i,0.0011053+0.00059997i,0.00079331+0.00032521i,0.00095102-0.00052377i,0.00087635-0.0010605i,0.00051986-0.00082085i,1.9334e-05-0.00063723i,0.0004398-0.0001174i,0.0011019-0.00036152i,0.00082453-0.0010011i,0.0002695-0.0005228i,-1.8111e-05+0.00035769i,7.7485e-05+0.00088236i,0.00023357+3.7313e-05i,-8.3349e-05-0.00063915i
-0.0017034-0.00066823i,-0.0014602-0.00074367i,-0.0013846+0.00054738i,-0.0017307+0.0015331i,-0.0010092+0.00042727i,-3.5995e-05-0.0010551i,7.1344e-05-0.00057966i,-0.00048528-0.00032068i,-0.00071685+0.00021413i,-0.00031019+0.00071237i,0.00013209+0.00048985i,0.00025713+0.00026568i,-0.00014638-0.00019108i,0.00031902-2.6797e-05i,0.0001502+0.00024368i,-0.00034058+0.00042205i,0.00013583-0.00037698i,-0.00024687-0.00091912i,-0.00038196-0.00070776i,-3.135e-05-0.00040905i,0.00058957+0.00070017i,0.00077418+0.000915i,0.00033273+0.00021114i
0.0001655-0.0022049i,0.00069661-0.0018856i,0.00025819-0.00055478i,-0.0004803+0.00098133i,-0.001259+0.0013744i,-0.0015744-3.0024e-05i,-0.0014463-0.0017096i,-0.00045164-0.0014116i,0.00087098-0.0005032i,0.00051347-0.0003891i,-0.0001654-0.00057258i,-0.00040492+1.1113e-05i,-0.00014893+0.001169i,5.2917e-05+0.0012309i,0.00015399+0.00096988i,0.00024673+0.00082282i,-0.00022905+0.0010043i,-0.0006092+0.00054526i,-0.00086793-0.00039208i,-0.00064199-0.0003426i,0.00053763-0.00053734i,0.0006704-0.0005516i,0.00038284-0.00037276i
-0.00023407-0.00030991i,-4.1256e-05-0.00037027i,-0.0011934+0.00044294i,-0.0018483+0.0011473i,-0.0019269+0.0010399i,-0.0023131+0.00030457i,-0.0017522+4.5655e-06i,-0.00014436+9.0291e-05i,0.00020844+0.00028847i,-0.00078721-0.0001184i,-0.00090941-0.00016379i,-2.6969e-05+0.00073856i,0.00086167+0.0012194i,0.0010156+0.0007296i,0.00042975+0.00045218i,-5.258e-05+0.00051808i,-0.00017769+0.00023074i,-0.00048831+0.0003677i,-0.00069228+0.00074265i,-0.00064437+0.00042846i,-0.00049991+1.3837e-05i,-9.5541e-05-0.00038129i,-2.9569e-05-0.00043398i
-0.00028214-0.0018561i,-0.00068476-0.0023621i,-0.0015914-0.0024229i,-0.0017838-0.00081972i,-0.0011478-0.0001881i,-0.00038715+0.00033645i,-0.00028606+0.0012969i,-3.688e-05+0.0016103i,7.7063e-05+0.0014875i,-0.00036332+0.0014168i,-0.0005058+0.0013142i,-0.00029427+0.00085116i,-0.00025509+0.00065025i,0.00038862+0.00018475i,0.0012758-6.7438e-05i,0.00064927+0.0005491i,0.00062478+0.00071561i,0.0014203+0.0008329i,0.001525-0.0001563i,0.00094094-0.0010193i,2.8313e-06-0.00047521i,-0.00027642+0.00034891i,-0.00034749+0.0015544i
0.00097496-0.0021398i,0.0003983-0.0015998i,0.00037554-0.0011032i,-0.00073412-0.00084024i,-0.0009812-0.00063093i,-0.00029338-0.00084526i,0.00047215-0.00047571i,0.00055716+0.0002014i,0.00033175+8.9154e-05i,6.1011e-05-0.00036837i,-0.00051634-0.00035967i,-0.00030349+0.00063681i,0.00065135+0.0011055i,0.00023019+0.0003333i,-0.00055891-0.00054983i,-0.00058694-0.00059519i,9.0876e-05-0.00027456i,0.00017968-0.00076384i,0.00021706-0.0012519i,0.00011435-0.00068526i,-0.0001788-0.00025512i,9.0901e-05-0.00050497i,-0.00019269+2.8403e-05i
-0.00023404+1.4251e-05i,-3.2944e-05+0.00043435i,-0.0010934+0.00020137i,-0.0021126+0.00022464i,-0.0020943-0.00038947i,-0.0017117-0.00094473i,-0.0011793-1.4813e-05i,-0.00091854-0.00032849i,-0.00072743-0.0011382i,-0.00042015-0.00090158i,-0.00036127-0.00015458i,-0.00046074+0.00055238i,-0.00056581+0.0007641i,1.3569e-05+0.00016614i,0.00015138-7.1761e-05i,0.00015702+0.00011967i,-1.7522e-05+0.00027664i,1.7391e-05+0.0005525i,-0.00024391+0.00096291i,-0.00067524+0.00076201i,-0.00016022+0.00016283i,0.00063857-0.00038509i,0.00068093-0.0005475i
-0.00011705+0.00047355i,-0.00014988+0.0014687i,-0.0012244+0.0018318i,-0.00091648+0.0013336i,-0.00027966+0.0015076i,0.00011127+0.0010791i,-5.0857e-05+0.00052687i,-0.00054523+0.00078228i,-0.0009319+0.00081344i,-0.00030437+7.8452e-05i,0.00099996-0.00058494i,0.00096356-0.0011103i,-0.00053085-0.00087838i,-0.0011106-0.00026769i,-0.0011825+9.511e-05i,-0.0010456-2.8873e-05i,-0.00064832+7.2431e-05i,7.3368e-05+0.0004952i,-0.00010098+8.7433e-05i,-0.00017287-0.00013349i,0.00045041-0.00033284i,0.00051574-9.3555e-05i,0.00029213+0.0010581i
-0.0004729+0.0010939i,-0.0010069+0.001128i,-0.00076233+0.0012371i,0.00014049+0.00068769i,0.0007642-0.00042528i,0.00060363-0.00071686i,0.00011145+1.0837e-05i,-0.00061816+0.00062139i,-0.00071541+0.00088147i,0.00093539+0.0010402i,0.0017595+0.00055665i,0.0011571-0.00051097i,0.00086843-0.00033934i,0.00059217+7.5031e-05i,0.00058765-0.00028504i,0.00035087-0.00033643i,-0.0008834-0.00030279i,-0.0013928-0.00046555i,-0.00081042-0.0009464i,0.00016799-0.0011021i,0.00011268-0.00038567i,-0.00052625+0.00037665i,-0.00025939+2.0352e-05i
-0.00092381-0.0016632i,-0.00064574-0.0016529i,-0.00087942-0.0023184i,-0.0014025-0.0016227i,-0.0015433-0.00070113i,-0.0011216-0.00036723i,-0.00076245-0.00038127i,-0.00061362+0.00018162i,-0.00072925+0.0010077i,-0.00098678+0.00064061i,-0.00050566+2.5125e-05i,-0.00013044-9.0774e-05i,0.00032435+5.0494e-05i,0.0003973+0.00028469i,0.00049753+2.7042e-05i,0.00061657-0.00014789i,0.00043543-0.00032602i,0.00056155-0.00041698i,0.00028682-0.00049309i,0.00023553-0.00024433i,0.00016093+0.0001649i,0.00066296+0.00022489i,0.00083576+0.00046635i
0.00084771+0.0007975i,0.0020287+0.001447i,0.0016259+0.0020453i,0.00085176+0.0011856i,-0.00028386+0.00080359i,-0.00099996+0.00055627i,-0.00056554+0.00034305i,-0.00064764+0.00010485i,-0.00025967+0.00025593i,0.00045088+0.00068538i,0.00028106+0.00045151i,-0.00019693-0.00023166i,-0.00028557-0.00049599i,-0.00068871-0.00063551i,-0.00066296-0.00043069i,7.4433e-05+7.6246e-05i,0.00042638-0.00025593i,0.00021023-0.00038328i,0.00033698+0.0001163i,0.00048253+0.00029687i,-0.00018479+5.9982e-05i,-0.0005298+8.2368e-05i,-0.00028169+0.00029253i
0.0012877-0.00018473i,0.00032985-0.00078547i,-0.00022242-0.00027186i,-0.00058104+4.643e-05i,-0.0016558+0.00010812i,-0.0021456-6.9015e-05i,-0.0011914+1.7463e-05i,-0.00017884+0.00052907i,0.00050315+1.8414e-05i,0.00031264-0.00097026i,0.00024851-0.00093381i,-0.00053809-0.00025405i,-0.00088342-0.00039865i,-0.00047368-0.00089378i,-0.0006931-0.00032284i,-0.00022207-7.3898e-05i,0.00021085-0.00035578i,-0.00026279-0.00039845i,-0.00059357-0.00084044i,4.6199e-05-0.0011063i,0.0011796-0.0003332i,0.0013828+0.00058562i,0.00079759+0.00077373i
0.0016994+0.00064233i,0.00097718-0.00067192i,0.00052759-0.0013943i,0.00067537-0.00064186i,-9.2237e-05-0.00024811i,-0.00071577-0.00067045i,-0.00091822-0.00066481i,-0.00045398-0.00036882i,-9.593e-05-0.00028262i,-0.00068338-0.00022398i,-0.00038841+5.953e-05i,0.00015534+0.00021726i,-0.00066971-0.00044779i,-0.00051946-0.00040366i,0.00027855+0.00069573i,0.00032729+0.00062534i,0.0005414+0.00045886i,0.00083005+0.0012919i,0.00077617+0.00081887i,0.00047531-1.7697e-05i,0.00044465-0.00027404i,0.000382-0.00042248i,-8.1969e-05-0.00022339i
0.00093057+0.0015449i,0.00029231+0.0012801i,-0.00077418+0.00062098i,-6.8526e-05-0.00050617i,0.00029784-0.0006226i,0.00055199-0.00043889i,0.00047041+0.00040785i,0.00019973+0.0014753i,-9.2973e-05+0.00089511i,0.00040106+0.00057017i,0.0014139+0.00063872i,0.00086746-0.00025911i,7.8173e-05-0.0011995i,0.000635-0.00074761i,0.0012802-0.00088555i,0.0011609-0.0011167i,-9.8334e-06-0.00021954i,-0.00073301+0.0003357i,-0.00044921+8.1851e-05i,3.3261e-05-0.00052473i,0.00034568-0.00063213i,-7.6928e-05-0.00027723i,-0.00020897+9.2674e-05i
-0.00047672+0.00013643i,-0.00056251-0.00034471i,-0.0001941-0.00016813i,7.9712e-05+0.00057986i,-7.7785e-05+0.00045731i,-0.00052702+4.575e-05i,-0.00063849-0.00031915i,-0.00028155-0.00045281i,0.00027016-0.00055074i,0.00075406-0.0002213i,0.00098178+0.00041275i,6.2614e-05+2.275e-05i,3.6224e-05+8.5249e-05i,0.00029361+0.00053979i,-0.00037171+0.0003235i,-0.00079544+9.6824e-05i,-0.00063682-2.134e-05i,-0.00018077-0.00034566i,-8.7136e-05-0.00078897i,-0.00037724-0.00067129i,-0.0002161-0.00058002i,-4.439e-05-0.00049905i,0.00026145+0.00054755i
-0.0010593+0.00011328i,-0.00090693+0.0015436i,0.0004816+0.0015073i,0.00067307+6.1843e-05i,0.00068147-0.00076454i,0.0010815-0.00034207i,0.00062296+0.00035308i,-9.4565e-06-1.1167e-05i,-9.855e-05-0.0001805i,0.00041839-0.00020638i,0.00054822-0.00040249i,0.00027044+6.4904e-05i,0.00063254+0.00041789i,0.00053205+0.00051994i,-8.1145e-05+0.00023134i,0.00035701-0.00021071i,0.00056543-0.0004851i,-0.00015297-0.0003379i,-0.00037266+9.405e-05i,0.0003538+0.00028961i,0.0010584+0.000381i,0.00066009+0.00047406i,-0.00011788+0.00032299i
-0.0012091+0.0006073i,4.8453e-05+0.00089675i,0.00019149+0.00074823i,-0.0011562-5.9158e-05i,-0.0013012-0.00011495i,-0.0011787+0.0002246i,-0.00059371+0.00018975i,0.00024482-9.7756e-05i,2.7666e-06+0.00020443i,0.00024138-0.00014443i,0.0012115-0.00043409i,0.0018147+9.97e-06i,0.0012363-0.00040942i,0.00048482-0.00096514i,0.00017723-0.00028032i,0.00010619+0.00034114i,0.00027787+0.00055252i,0.0001928+0.00091512i,0.00025366+0.0004289i,0.00050876+0.00020334i,0.00087826+0.00038238i,0.00069073+0.00011165i,5.4887e-05+0.00019943i
0.0014687+0.00049034i,0.001156-2.2659e-05i,0.0010606-0.0011117i,0.00022722-0.0021106i,-0.0010957-0.0020216i,-0.00039663-0.0011045i,0.00054729+9.6759e-05i,0.00081785+0.00012261i,0.0012787+5.3015e-05i,0.001093+0.0007262i,1.2069e-05+0.00065407i,-0.00079507+0.00016066i,-0.00032654-0.00015955i,0.00029345-0.00041042i,0.00037994-0.00029086i,-0.0001689+0.00020029i,-0.00052632+0.0007365i,-0.00026221+0.00021164i,0.00010295-8.7882e-05i,-0.00028077+0.00031855i,-0.00057417+0.00028529i,-8.0811e-05-8.7988e-05i,-0.00012117-0.00033548i
0.0022418-9.6567e-05i,0.0015124-0.00093997i,0.0020926-0.0013406i,0.00082024-0.0016027i,-0.0005184-0.0014983i,-0.00063764-0.00035607i,-0.00093023+9.182e-05i,-0.0017255+0.00033909i,-0.00095671+0.00028383i,0.0005147+0.0001233i,0.00031981+0.00055285i,-0.00052948+0.00064602i,-0.00053215+0.00041679i,-0.00047327+0.00050772i,-0.00069788+0.00058806i,-0.00058108-4.2422e-05i,-0.00018165-0.00031208i,-0.00048289+0.00028129i,-0.00067988+0.00034935i,-7.6325e-05-0.00065278i,0.0001103-0.00087054i,-0.00037464-0.00039341i,-0.00081328+0.0001206i
-0.0010123-0.00032816i,0.0002113-0.00018102i,0.00028268-0.0010478i,-0.00020133-0.0013551i,0.00052691-0.00058735i,0.00023238+0.00019259i,-0.00043589+0.00035013i,0.00073639+9.5715e-05i,0.00092332+0.00036434i,0.00040497+0.0003986i,0.00014906-0.00025959i,-0.0002344-0.00033593i,0.0001149+0.0007327i,-4.3878e-05+0.0010188i,-0.00028231+8.993e-05i,6.2984e-05-0.00033858i,0.00080054-0.00015289i,0.00073808-0.00017979i,-0.00052764-0.00022039i,-0.00075466-0.00010438i,-0.0003776+0.00067811i,-0.0006271+0.00061798i,-0.00049192-5.0606e-05i
2.6691e-05-0.0010596i,-0.0010103-0.000813i,-0.0018107-0.00059702i,-0.0016656-1.7485e-05i,-0.0017878-0.00068532i,-0.0019839-0.0018186i,-0.0014914-0.0012937i,-0.00033728+0.00054381i,-0.00068779+0.00079338i,-0.001346+3.3397e-05i,-0.00098879-0.00035912i,-0.00079073-2.948e-05i,-0.00051836+0.00047696i,-0.00040682+0.00022396i,0.00028795-0.00047846i,0.00027124-0.00062067i,-0.00034348+0.00046563i,0.00014359+0.00028253i,0.00026678-0.00065824i,1.2636e-05-0.00056497i,-0.00023912-0.00012735i,-0.00055141+0.00054226i,-0.00070171+0.00037506i
-0.00049029+0.00049817i,-0.00018945+0.00042165i,0.00052526+0.0013983i,0.0002075+0.0012565i,-0.00051282+0.00053371i,-0.00028857-0.00018188i,0.00017754-0.00031303i,1.2276e-05-0.00012167i,-0.00027493-2.6166e-05i,0.00056349-0.00045859i,0.00094765-0.0007417i,2.306e-05-0.00026269i,0.00024345+0.00027316i,0.00062252+0.00044124i,2.989e-05-0.00034994i,0.0004941-0.00067755i,6.3576e-05-0.00010428i,-0.00091117+0.00022403i,-0.0010407+3.3956e-05i,-0.0005955+0.00054942i,5.3952e-05+0.00095632i,-3.8064e-05-2.5196e-05i,2.85e-05-0.00052099i
0.00088111-0.0011771i,-0.00035528-0.00095034i,-0.00076661-0.00099434i,-0.0013478-0.0017728i,-0.0015123-0.0012216i,-0.0012517-0.00028716i,-0.0008929-9.4683e-05i,-0.00035157+0.00049005i,-7.6643e-05+0.00082309i,-0.00015934-0.00016189i,-0.00032852-0.00051071i,-0.00020936-3.944e-05i,-9.2811e-05-0.00012318i,0.00036728-0.00042339i,-0.00014088-0.00045308i,-0.00076674-1.6362e-05i,-0.00060781+0.00037506i,-0.00075319+0.0011531i,-0.0007025+0.0017997i,7.0214e-05+0.00086302i,0.00027055+6.6999e-05i,0.00012402+0.00026012i,0.00022222+0.00021579i
0.00106+0.0006091i,0.001655+0.00077558i,0.0018691+0.0014675i,0.0014356+0.00059175i,0.00054956-0.00065099i,0.00020519-0.0012807i,0.00056441-0.00063911i,0.0010755+0.0001304i,0.0008962+0.00025063i,0.00085125-0.00020668i,0.00064006-0.00070405i,5.5899e-05-0.0006982i,-2.4996e-05+0.0001275i,-2.5985e-05+0.00025596i,-6.2861e-06-0.00060483i,0.00025573-0.00041589i,0.0003338+0.00014077i,0.00025211+0.00048055i,0.00042977-0.00011154i,0.00048974-0.00062147i,5.8131e-05-0.00038293i,-0.00027412-0.00037736i,-0.00024077-0.00020284i
-0.0016734+0.00080245i,-0.0014126+0.002019i,-0.00077466+0.0019979i,-0.00013819+0.0018764i,0.0001403+0.0016123i,0.00013851+0.00014233i,0.00013986-0.00045499i,-0.00018283+0.0004189i,1.7013e-06+0.0013536i,0.00011303+0.0015276i,-0.00028932+0.00049392i,-5.4515e-05-0.00043207i,6.2995e-05-0.00039633i,4.577e-05-0.0001338i,0.00016735-7.1305e-05i,-0.00023393-0.00010197i,-0.00056543-0.00017369i,0.00034194+0.0002563i,0.00066433-1.4118e-05i,0.00026688-0.00069012i,5.1274e-05-0.00074948i,4.9682e-05-0.00048032i,-0.0002938+0.00044196i
-0.00038692-0.0017943i,-0.00023075-0.0022358i,-0.00091667-0.0032408i,-0.0013055-0.0029436i,-0.00042281-0.0013591i,0.00063565-0.00047196i,0.00055508-9.924e-05i,-0.00015345+0.00013208i,0.00035281+0.00012898i,0.0012198+8.8893e-05i,0.00033586+0.00032943i,-0.00092651+0.00048123i,-0.0005192+0.000626i,-0.00040844+0.00074865i,-0.0013673+0.00065435i,-0.0011466+0.00010965i,-0.0005097-0.00049973i,-0.0002525-0.00036412i,0.00014953+2.938e-05i,0.00011614-0.0002836i,0.00035445-0.00079603i,0.00073137-0.00077962i,0.00012471-0.00042866i
-0.0017954+0.00055473i,-0.0016472+0.00084952i,-0.0018453+0.0019378i,-0.0012671+0.0021366i,-0.00054549+0.001047i,-0.000458+0.00015166i,-0.00083161+0.00021769i,-0.00023057+0.00029188i,0.00084263+0.00017989i,0.0005448+0.00041189i,0.00027849+0.00044487i,0.00037642+8.5858e-05i,0.0004639-0.00028002i,0.00093471-0.00050175i,0.0011517-0.00069444i,0.00073899-8.339e-05i,0.00070648+8.4892e-06i,0.00061779-0.00069842i,8.0172e-05-0.00079751i,-0.00034995+0.00045448i,-0.00037057+0.0010809i,0.00048897+0.00056298i,0.0006204+0.0005979i
0.0017939-0.0019406i,0.00076305-0.0031479i,0.00035814-0.0043881i,-0.00080766-0.0026796i,-0.0015536-0.0004501i,-0.0017488+0.00040932i,-0.001408+0.00010102i,-0.00024448-0.00039934i,2.71e-05-0.00065365i,0.00012786-1.1766e-06i,-0.00048501-0.00015089i,-0.00074171-0.0002309i,0.00015752+0.00037117i,0.00011993+4.8765e-05i,-0.00016519-5.4933e-05i,-7.6896e-05+0.00072965i,-9.8657e-05+0.00079795i,-0.00024429-8.5022e-05i,-0.00016186-0.00078992i,0.00010869-0.00037305i,0.00063924+0.00059513i,0.00041982+0.00093619i,-0.00037912-5.883e-05i
-0.0011155+0.00087766i,-0.00045786+0.0013999i,-0.00055113+0.0022385i,-0.0010451+0.0020031i,-0.00023516+0.00062912i,0.00038321-0.00021631i,-0.00013596-0.00097423i,0.00030795-3.7002e-05i,0.00041957+0.0015362i,0.00037845+0.0017125i,0.00050874+0.0013089i,0.00068197+0.00055846i,0.0013318+0.00051879i,0.00086364-6.6663e-05i,-0.00033358-0.00056179i,-0.00057945-0.00093191i,-0.00082348-0.0011407i,-0.00076848-0.0010281i,-0.00037439-9.4555e-05i,-9.9138e-05+0.00084381i,0.00046763+0.00058194i,0.00053782+0.00016421i,0.00021909-0.00017555i
0.00077423-0.00092623i,-7.3165e-05-0.0017687i,0.0001173-0.0019216i,-0.00030751-0.0022714i,-0.00073594-0.0015581i,-0.0012641-0.00045623i,-0.00075148-5.0818e-05i,-4.0853e-05+0.00012517i,0.00025691+7.6868e-05i,0.00011883-2.6371e-05i,-0.00046191-0.00022914i,-0.00029025-0.00040562i,0.0001709+0.0005436i,8.4413e-05+0.0015027i,1.2216e-05+0.00087116i,-0.00056899-2.7901e-05i,-0.00074625+5.2597e-05i,-0.00074735+0.00045319i,-0.00052238+0.00091948i,-0.00043628+0.001346i,-5.3554e-05+0.00098198i,2.2666e-05+8.3117e-06i,-0.00057312-0.0011174i
-0.00042287+7.8595e-05i,0.00064307+0.00026521i,0.0011122+0.0013838i,0.0010968+0.00097711i,0.00068022+0.00019223i,0.00030233-0.00023143i,-0.00028981-0.0004478i,-7.8751e-05-0.00043094i,0.00086584+0.00013227i,0.0013673+0.00075789i,0.00052948+0.00037252i,-0.00032583-0.00028733i,0.00022518+9.8491e-05i,0.0006453+0.00026332i,0.00054343+0.00028037i,0.0001595+0.00044079i,-0.00012191-7.1307e-05i,5.7579e-05-4.9549e-05i,0.00021339+0.00013214i,-0.00012575-0.0005689i,-0.0007113-0.00080619i,-0.00027808-0.00056754i,0.00056889-0.00064347i
-0.00030345-0.0028846i,-0.0014531-0.0022643i,-0.0025487-0.0018259i,-0.0024025-0.0011294i,-0.0011806-0.00083784i,-0.00047926-9.2339e-05i,-0.00013994+0.00084478i,0.00016406+0.0010596i,-0.00010618+0.00072788i,-6.4062e-05+0.00027721i,-0.00057715-0.00023774i,-0.0014275-0.00080834i,-0.00068305-0.00017041i,0.00031298+0.00058098i,0.00063332+0.00024702i,0.00026595-0.00012421i,-0.00036981+0.0002008i,0.00011325-8.3557e-05i,-0.00017071-0.00022232i,-0.00029976+0.00040225i,-0.00030173+0.00043936i,-0.00062595+4.7495e-05i,-0.00036068-0.0001444i
0.0009823-0.00025106i,0.002507+3.8e-05i,0.0033672-0.00042925i,0.0020768-0.00077154i,0.00027818-0.00028662i,0.00015253-0.00035475i,0.00038539-0.00021859i,0.00072295+0.0002195i,0.001259+0.00035831i,0.0002171-0.0003658i,-0.00053307-0.0010035i,-0.00077906-0.00074306i,-0.0011169-0.00010188i,-0.0015599+0.00043251i,-0.0010939+0.001197i,0.0001351+0.0014601i,0.00040171+0.00097826i,0.0001288-0.0002152i,8.2043e-05-0.00070101i,3.6725e-05-0.001094i,2.4162e-05-0.00083182i,0.00042795-0.00032328i,0.00037696-0.0007674i
-0.00068398-0.00012685i,-0.001206+0.00048932i,-0.0024746+0.0012322i,-0.0020191+0.0014272i,-0.0013892+0.00079369i,-0.0015593+0.0005416i,-0.0015376+0.00028086i,-0.00065406-0.00015598i,-0.00035566-0.00025969i,-0.00019629+0.00035146i,0.00055357+0.00032186i,0.00082893-0.00025939i,0.00025736-0.00017658i,-0.0005952-4.2623e-05i,-0.00075297-0.00014318i,-0.00022147-0.00026179i,-0.00047324-1.2949e-05i,-0.00093202+0.00064021i,-0.00084871+0.00038655i,-3.1844e-05-0.00035746i,0.00044236-0.00051649i,1.2116e-05-0.00014643i,-0.00093768+0.00010477i
-0.00013908-0.00037849i,7.5526e-05+2.8324e-05i,0.00033411+9.5979e-05i,0.00031642-0.00055689i,0.00066318-0.00069382i,0.00046599-0.000177i,8.5261e-05-0.00081991i,0.00032168-0.00070775i,0.00043841-0.00029795i,0.00045481-0.00050293i,-0.00041859-5.7886e-06i,-0.0012183-0.00023968i,-0.00059342-0.00018758i,0.0004665+0.00010686i,0.00043638+0.00024979i,0.00027617+0.00010162i,-8.4993e-05-0.00027639i,1.4544e-05-0.00072885i,0.00049085-0.0011401i,0.00094413-0.0006065i,0.0011864+0.00057213i,0.00020917+0.0007809i,0.00010965+0.00050948i
0.0016708-0.0015223i,0.0010308-0.0014038i,8.8577e-05-0.00038527i,-0.00056114+0.00010664i,-0.0014874-0.00010319i,-0.0016292+0.00026321i,-0.00088654+0.00064679i,-0.00038251+0.00038404i,2.2631e-05+0.00018619i,-0.00039735+7.007e-05i,-0.0011846+2.2585e-05i,-0.0006483-1.8083e-05i,-0.00030725+0.00029655i,-0.00029075+0.00017179i,0.00012487-1.4893e-06i,0.00020658-0.00011298i,4.7952e-05-0.00043392i,-0.0001269-0.000637i,0.00025741-0.00070965i,0.00068326-0.00080321i,0.00057319-0.00062391i,0.00030301-0.00057328i,-0.00051557-0.00058245i
0.00067811-0.0010946i,-0.00020049-0.0024729i,-0.0012173-0.0020734i,-0.0014416-0.00077506i,-0.0014027-0.00076473i,-0.00054179-0.0011377i,0.00028288-0.00089421i,0.00064309+0.00038315i,-7.9412e-05+0.001391i,-0.00036804+0.00061508i,-0.00034795+0.00011331i,-0.00078405+0.00060819i,-0.00091637+0.0012908i,-0.001038+0.00064961i,-0.00076428-0.00044642i,-0.00040649-0.00033635i,-0.00079306-0.00024976i,-0.0013801-0.00050936i,-0.00098017-0.00067219i,0.00013603-7.4982e-05i,0.00064775+0.00016835i,0.0006034-0.00051274i,0.00050629-0.00016383i
0.0005924+0.0017281i,0.0022234+0.0019821i,0.0042926+0.0023002i,0.0033357+0.00044309i,0.0014656-0.0012458i,0.00010172-0.0012761i,-0.0005312-0.00090817i,-0.0005501-0.00014809i,-0.00026171+0.000787i,0.00067233+0.00066127i,0.00049566+3.4273e-05i,-0.00016926-0.00052807i,-5.5282e-05-0.0011668i,0.00036183-0.00096498i,0.0002135-0.00026275i,1.9996e-05-6.5918e-05i,-0.00010468-0.00059772i,-4.3667e-06-0.00098397i,0.00010192-0.00038512i,0.00022986+5.0493e-05i,0.00012272+0.00014489i,-0.00022228-7.8541e-05i,0.00033555+0.00023659i
0.0003293-0.0014873i,6.4217e-05-0.002102i,-0.001023-0.0028775i,-0.0020475-0.0020996i,-0.0031675-0.00066824i,-0.0029467+7.3857e-05i,-0.0010632+0.00033251i,0.00014861-0.00025417i,-7.3108e-06-0.00077598i,-0.0010925-0.00022161i,-0.0017543-0.00010982i,-0.00061838+0.00010649i,8.744e-07-3.6824e-05i,-0.00073069-0.00042054i,-0.00090189-0.00082134i,-0.00065669-0.001056i,-0.00065035-0.00075957i,0.00032622-0.00072712i,0.00083059-0.00052143i,0.00039969-0.00029213i,0.00063826-0.00019065i,8.6955e-05-0.00025673i,-0.00055151-0.00047675i
0.0014721+0.00052743i,0.0023951-0.0001337i,0.0026248-0.00080835i,0.0009659-0.0010927i,0.00026782-0.0015001i,0.00057302-0.001393i,0.00038096-0.00095154i,0.0001058-0.00093824i,-9.8788e-05-0.00039031i,-0.00052214-5.8102e-05i,-0.00071295+0.00018646i,-0.0006901+0.00071872i,-0.00047013+0.0013532i,-0.00057103+0.0013165i,-0.00052956+0.00064069i,0.00049828+0.00053319i,0.0008119+0.00073005i,0.00040245+0.00052145i,-0.00070177-0.00030252i,-0.0013424-0.00085468i,-0.00049651-0.00062126i,9.71e-06-0.00041475i,0.00013874+0.00032849i
-4.2043e-06+0.0020118i,-0.00051118+0.0026881i,-0.0005134+0.0026823i,0.00060984+0.0012455i,0.00075707-0.00074813i,-0.00039905-0.0014137i,-0.0006606-0.00094258i,-0.0010989-0.00060185i,-0.00077884+0.00010415i,-9.2472e-05-4.6476e-05i,-1.3119e-05-0.001021i,9.2198e-06-0.0012428i,-0.00020957-0.00069381i,-0.00059082-0.0006697i,-0.0011003-0.00073309i,-0.00068368-7.5733e-05i,0.00041245+0.00030078i,0.00096243+0.00033985i,0.00065953-0.00014882i,0.00049993-0.00059842i,0.00089762-0.0002849i,0.00057249+0.0004095i,0.00073966+0.00067333i
-0.0015237+0.00030814i,-0.0018547-0.00010496i,-0.00090281+0.00011614i,-0.00023822+0.0013244i,0.00051567+0.0012085i,0.00095332+3.9713e-05i,0.00035456-0.00017393i,-0.00038068-0.00026535i,0.00062684+0.00059382i,0.0017641+0.0015105i,0.00086094+0.00054163i,0.00073873-0.00057565i,0.0005751-0.00076309i,-0.00044256-0.00054066i,-2.5238e-06-0.00099634i,-1.1319e-05-0.00080825i,-0.00057544-1.2918e-05i,-2.0273e-05+0.0002101i,0.00041352+0.00021994i,0.00068098-9.4504e-06i,0.00059895-0.00019944i,-0.00015644-4.6021e-06i,-8.154e-05+0.0008378i
7.4964e-05-0.0034936i,-0.00027605-0.0027567i,-0.0012342-0.0015744i,-0.0023458-0.0008866i,-0.0025979-0.00048637i,-0.0016171+0.00052715i,-0.000672+0.00077533i,-0.00043752+0.00028556i,-0.0002018+0.00060986i,-0.00018881+0.00091536i,-0.00049924+0.00082355i,-3.7443e-05+0.00099384i,0.00028029+0.00087i,0.00038591+0.00018231i,0.00056467+0.00054785i,0.00029543+0.00089216i,2.9504e-05+0.00014662i,-0.00017727-0.0007277i,-0.00012603-0.00088469i,0.00045573-0.00063108i,0.00093872-5.3242e-05i,0.00048205+0.00024987i,0.00011696+0.00042509i
