-0.00017557+0.0001487i,-0.00032494-0.0010562i,-0.0015723-0.0021074i,-0.002876-0.0023702i,-0.0034692-0.00046572i,-0.0024476+0.00085932i,-0.00052855+0.00044239i,0.00019295+0.0010342i,0.0012187+0.0011841i,0.0019411+0.00010579i,0.00081621-0.0006252i,-2.0372e-05-0.00090299i,-0.00053062-0.00053268i,-0.00059712-0.00021753i,-0.00023741+0.00049625i,-0.00031728+0.0013819i,-0.00034593+0.00012578i,-0.00030565-0.00038601i,-0.00039812+6.396e-05i,-1.367e-05-0.0005213i,0.00030402-0.00046868i,-3.5465e-05+0.00019398i,-0.00027384+0.00071269i
0.0018961-0.0066171i,0.006401-0.0064465i,0.0067851-0.0038832i,0.0026252-0.0016098i,-0.001331+0.00035833i,-0.002173+0.0015882i,-0.00093236+0.0016528i,-7.1856e-05+0.0010842i,-6.8698e-05+0.0003725i,-0.00032483-0.00020355i,-0.00050173-0.00057196i,-0.0005129-0.00046258i,-8.7633e-06+0.0004189i,-6.8795e-05+0.00099272i,-0.00068797+0.0008302i,-0.00091843+0.00075024i,-0.0010266+0.00028182i,-0.00096762-0.00036052i,-0.00040619-0.00067447i,-0.00032655-0.00056866i,-0.00065904-0.00052122i,0.00015928-0.00019205i,0.00050445+0.00042386i
-0.0029055+0.0014692i,-0.0039459-0.0028642i,-0.0013787-0.0067164i,-0.00021718-0.0055235i,-0.0010243-0.0021404i,-0.00062299-0.00023188i,0.0020629+0.00016555i,0.0038169+0.00067644i,0.0023572+0.00036948i,0.00063674-0.00020376i,-0.00026432-0.00034736i,0.00015515-6.3512e-05i,0.0002686+0.00018763i,-0.00020236-0.00023151i,-6.8323e-05+0.00041072i,0.00099122+0.0010546i,0.0016109+0.00018595i,0.00051799+0.00018393i,-0.00088773+0.00098768i,-0.0011658+0.00045536i,-0.00068427-3.7726e-05i,-6.3285e-06+0.00016158i,0.00024589+0.0001616i
-0.00034676+0.0036609i,-0.0024666+0.0057014i,-0.0049381+0.004005i,-0.0046957+0.00020736i,-0.002908-0.0014201i,-0.0007056-0.00096485i,0.0013118-0.00053468i,0.0015222-0.0015762i,0.00072145-0.0027187i,0.00053959-0.0021709i,0.00030712-0.00070592i,0.00010776+0.00042201i,2.8785e-06-1.5209e-05i,6.8825e-06-0.00085559i,0.0003041-0.00084769i,1.6431e-05-0.00043453i,1.2603e-05-0.00031387i,0.00086825-0.00043283i,0.0011812+0.00022385i,0.0013161+0.00048291i,0.0014566-0.00017657i,0.00058748-0.00067624i,-6.6283e-05-0.00025607i
0.0047791-0.0046043i,0.0087653-0.0025291i,0.00791+0.0001582i,0.0028445+0.0018554i,-0.00066547+0.0018969i,-0.0010988+0.0012601i,-0.00040432-0.00049414i,-0.00010702-0.0015993i,-0.00077871-0.0012274i,-0.0012351-0.00096498i,-0.00065876-0.00018339i,0.00034941+0.000665i,0.00037746+0.00025536i,8.0132e-05-0.00065288i,-0.00024025-0.0010499i,-0.00077154-0.0011712i,-0.00085194-0.00060239i,-0.0010429+0.00037262i,-0.0008137-5.4688e-06i,-0.00031754-0.0011776i,-2.951e-05-0.0015236i,0.00044624-0.00079801i,0.001382-0.00094475i
-0.0041502-0.00060042i,-0.0038129-0.0061931i,0.00020627-0.0090891i,0.0024881-0.0074597i,0.0014742-0.0045714i,0.00013475-0.0021316i,0.0001279+0.00048026i,0.00029233+0.0017211i,-6.6015e-05+0.0010587i,-0.00016338+0.00042894i,-0.00019377+0.00023659i,-2.9101e-05+0.00018916i,0.00062158+0.00062574i,8.4054e-05+0.00043231i,-0.00011562+0.0007499i,0.000649+0.0016645i,0.00096411+0.0014492i,0.00094165+0.00091664i,0.0002096+0.0013075i,-0.0003513+0.0013322i,1.9627e-05+0.00098278i,0.00030227+0.00034367i,-0.00031514-0.00061806i
0.00085696+0.0047567i,-0.0047275+0.005414i,-0.0087143+0.0026946i,-0.0075-0.00079933i,-0.0042578-0.0016431i,-0.0012962-8.7112e-06i,0.001432+0.00061726i,0.0029356-0.00066678i,0.0026235-0.0011642i,0.00087588-0.0011272i,-0.0001235-0.00033986i,-0.00016005+0.00044i,-0.00029736-0.00011826i,0.00041952+0.00019234i,0.00028545+0.00069674i,-0.00053521-6.406e-05i,-0.00036905-0.00088625i,0.00092116-0.0010919i,0.0012783-1.7929e-05i,0.001064+0.00057986i,0.00093196+0.00072703i,0.0014178+0.00070341i,0.0010446+0.00034136i
0.0060093-0.0011229i,0.0086633+0.0023931i,0.006495+0.0053391i,0.0016354+0.0037563i,-0.00020668+0.00034146i,0.00092038-0.00056803i,0.0013814-0.00027062i,-0.00030177-0.00061779i,-0.0017386-0.0014859i,-0.00080378-0.0013412i,0.0005962-0.0010178i,0.00022724-0.0010809i,-0.0010466-0.00046192i,-0.00095246-0.00038057i,-0.00038637-0.00055742i,-0.0014287-0.00013527i,-0.0017151+0.00013302i,-0.00028013-0.00038436i,0.00056985-2.806e-05i,0.00073259+0.00064065i,0.0011051-9.1187e-05i,0.0011912-0.00038139i,0.00021569-0.00031482i
-0.0053545-0.004885i,-0.0019037-0.0086361i,0.0027027-0.0088757i,0.0031347-0.0053022i,0.001526-0.002148i,0.0010673-0.00083964i,0.00038022+0.00041784i,-0.00033124+0.0016872i,-0.0010509+0.0016159i,-0.0013643-0.0001284i,-0.0012086-0.00091187i,-0.00109-0.0012303i,-0.00068436-0.00078861i,-0.0010327+0.00020526i,-0.0013882+0.00031978i,-0.00044344+0.00077744i,0.0006005+0.0013533i,0.001156+0.0010844i,0.00043912+0.00021022i,-0.0010693+0.00027655i,-0.0011889+0.00012618i,-0.00039809-0.00073764i,-2.6687e-05-0.0010059i
-0.0046858+0.004814i,-0.0085758+0.0044769i,-0.0098592+0.0011789i,-0.0074529-0.0017459i,-0.0041348-0.0013811i,-0.0015189+0.00026226i,0.00076036+0.00046033i,0.0024764-0.00013437i,0.0018523-0.00016464i,-0.00040481+0.00073405i,-0.0013736+0.00065873i,-0.00088732-0.00015679i,-0.00020735-0.00040624i,4.2688e-05-0.00047716i,9.0439e-05-0.00071323i,5.774e-05-0.00042652i,0.00043345+0.00025093i,0.0014311+0.00069564i,0.0014724+0.0006458i,0.0020271+0.0010598i,0.002008+0.00086898i,0.0011469+0.00024i,0.00039365-0.00039372i
0.0070209+0.0047428i,0.008422+0.0079214i,0.00581+0.0097939i,0.0020281+0.0063534i,0.0010374+0.0022902i,0.0011057+0.0014522i,0.00090672+0.0013042i,0.0011574-0.00073565i,0.0016618-0.0021253i,0.0010661-0.0012281i,0.00034635+0.00011916i,9.1793e-05-0.00028722i,-0.00036469-0.0011657i,-0.00064296-0.0015976i,-0.0012749-0.0016949i,-0.0018512-0.0013424i,-0.0017287-0.00074017i,-0.00089352-0.00051071i,0.00030911-0.00021863i,0.0013146+0.00023271i,0.0018475+0.00040117i,0.0012344-0.00043299i,0.00048783-6.6943e-05i
0.0032349-0.01115i,0.00659-0.014769i,0.0089867-0.013873i,0.0061-0.0089995i,0.0017477-0.0052326i,-0.0002874-0.0025579i,4.4659e-06-0.00059067i,-0.00055051-0.00044033i,-0.0014073-0.0010787i,-0.00093161-0.0013722i,-0.0011051-0.00080042i,-0.0014484+0.00012648i,-0.00073861+0.00054491i,-0.0001685+0.00072908i,-3.1486e-05+0.0010768i,-0.00034817+0.0016907i,-0.00082481+0.0011428i,-0.00030577-0.00010972i,-0.00033693-0.00038038i,-0.00096204+0.00037199i,-0.00060032+0.00015052i,-0.00069849-0.00089513i,-0.0012217-0.0013134i
-0.0070753+0.0021785i,-0.010979-2.5203e-05i,-0.010767-0.0051743i,-0.0074536-0.0070421i,-0.0051811-0.0049476i,-0.00201-0.0019933i,0.00044927-0.00018593i,0.0014254+0.00017692i,0.0014226+8.1085e-05i,0.00026025+0.00063371i,-0.00048312+0.0012261i,-0.0001722+0.00087292i,0.00037374+0.00041385i,0.00061304+0.00018577i,0.00081562-1.3272e-05i,0.00098847-0.00015966i,0.0011948+0.00012163i,0.00093359+0.00062085i,0.00031329+0.0012159i,-0.00030865+0.0013622i,-0.00015477+0.00057757i,0.00066191+0.00046469i,0.00019951+0.00064107i
0.0058145+0.0068234i,0.0055461+0.010775i,0.00028925+0.012763i,-0.0034845+0.0086156i,-0.0033047+0.0040284i,-0.001562+0.002485i,0.00014615+0.0017161i,0.0017453+0.00014461i,0.0027807-0.0011115i,0.0014679-0.0015102i,8.0315e-05-0.00080173i,0.00060604-0.00062559i,0.0011299-0.0012947i,0.00050174-0.001421i,-0.00019309-0.0010598i,-0.00018837-0.00095806i,-1.6936e-05-0.0011111i,-0.00047455-0.0007662i,-0.00049535-0.00030723i,0.00083517-0.00044856i,0.0021305-0.00065344i,0.0018907-0.00097368i,0.0014135-0.0010855i
0.0022793-0.00891i,0.0074585-0.010725i,0.0101-0.0076062i,0.0071089-0.0025591i,0.0026626-0.0003713i,0.0015428+0.00021121i,0.0017505+0.00018078i,0.00077796-0.00073124i,-0.00016445-0.0018246i,-0.00013904-0.0022363i,0.00027377-0.0021601i,-6.4899e-05-0.0015892i,-0.00066126-0.00085481i,-0.0014034-0.00053558i,-0.0011028-0.00018146i,0.00014406+0.0004461i,0.00034519+0.00083435i,0.00059185+0.00055047i,0.00049614-0.00024049i,-0.00051582-0.00099697i,-0.00072321-0.00084487i,-1.0382e-05-0.00045265i,0.00050116-0.00043427i
-0.0080339-0.0034833i,-0.011588-0.0084521i,-0.010767-0.012769i,-0.0070612-0.011078i,-0.0040966-0.005962i,-0.0014533-0.0022933i,4.2009e-05-0.0011435i,-0.00051128+0.00020164i,-0.001099+0.0011608i,-0.0011458+0.00097256i,-0.0013175+0.00057798i,-0.0010757+0.0013532i,-6.3062e-05+0.0025102i,0.00054507+0.0016309i,0.00045996+0.00044469i,0.00063818-0.00044563i,0.0012315-0.00066036i,0.0015313-0.00027755i,0.00072452+0.0004253i,-0.00022451+0.0010543i,0.00010471+0.00058668i,0.00067901-0.00030906i,0.00088808-0.00022826i
0.00070954+0.011111i,-0.00074825+0.015781i,-0.0048747+0.014925i,-0.0054181+0.0084705i,-0.0030729+0.0029191i,-0.0021439+0.0013168i,-0.0004756+0.0016143i,0.0018181+0.0013115i,0.0028485+0.00083737i,0.0021219+0.0010287i,0.0013863+0.00056156i,0.0014977+0.0004161i,0.0015226+0.00018148i,0.00098032-0.00067354i,2.996e-05-0.001368i,-0.00062394-0.0011394i,-0.00045944-0.00062279i,5.0041e-05+0.00027433i,7.1753e-05+0.00089122i,-4.6977e-05+0.00066616i,0.00049774+0.001195i,0.0012865+0.00098178i,0.0014187+0.0004504i
0.0061334-0.0033012i,0.014432-0.0032381i,0.017036-0.00014506i,0.012116+0.002057i,0.00618+0.0017796i,0.0025818+0.00066239i,0.00096672-0.00029428i,0.00088287-0.001428i,0.0016068-0.002363i,0.0012452-0.0027791i,0.00040173-0.0024033i,-0.00018935-0.0017027i,-0.00097694-0.0012877i,-0.001454-0.00097022i,-0.00096371-6.7656e-05i,-0.00026369+0.0013777i,-0.00040957+0.0016087i,0.00051734+0.0010276i,0.00072449+0.00092475i,0.0004651+0.00062075i,0.00070313-0.00047192i,0.00091122-0.0012802i,0.0012995-0.00097947i
-0.0064536-0.0040936i,-0.0078264-0.01145i,-0.0054222-0.015063i,-0.0015553-0.012883i,0.00033448-0.0075537i,0.00080303-0.0039233i,0.00038402-0.002014i,-0.0005392-0.00050395i,-0.0013889+0.00029985i,-0.0016847-0.00026949i,-0.0016536-0.0011716i,-0.0018245-0.0010925i,-0.0020952+0.00017214i,-0.001198+0.0018339i,-0.00025685+0.0015337i,-3.3013e-05-0.00033663i,0.00036907-0.0014403i,0.0001822-0.0016692i,0.00051369-0.0011677i,0.00075459+0.00035338i,-0.00012321+0.0011597i,-0.00085178+0.00018192i,-0.0015854-0.0001067i
-0.002474+0.012044i,-0.0068789+0.015969i,-0.01096+0.012812i,-0.0097289+0.0063797i,-0.0053887+0.0012099i,-0.0019772-0.00041596i,4.3413e-05+0.00035471i,0.0012301+0.001114i,0.0013288+0.0011887i,0.00072513+0.00058162i,0.00042336+0.00035921i,0.0004594+0.00086399i,0.0011962+0.0011171i,0.0013834+0.00068993i,0.00080444-0.00069666i,1.8914e-05-0.0012844i,-0.00076145-0.00083492i,-0.0010775+9.0585e-05i,-0.00077475+0.0011381i,-0.00067171+0.0013214i,-0.00053159+0.0007473i,-3.3242e-05+0.00052803i,0.0010563+0.00060065i
0.0092781-0.0028904i,0.015782-0.00031396i,0.016207+0.0035884i,0.010506+0.0046057i,0.0036583+0.0032132i,0.00013192+0.0025255i,0.00083136+0.0013059i,0.0027303-3.3598e-05i,0.0025294-0.00048247i,0.0015135-0.00033003i,0.0011466-0.00027319i,0.00039293-0.00016906i,-0.00058144-0.00053238i,-0.0013155-0.0012205i,-0.001606-0.00090952i,-0.0010244+0.00039301i,-0.00040916+0.0014814i,-0.00015911+0.0020138i,0.00044221+0.0021086i,0.00046061+0.00079771i,0.00029785-0.00062884i,0.00074653-0.00094671i,0.00096567-0.001134i
-0.0019195-0.0075627i,-0.0012302-0.015784i,0.0016855-0.019106i,0.00267-0.015098i,0.0016555-0.0091191i,5.7252e-06-0.0040899i,-0.00011207-0.0017223i,6.3983e-05-0.002069i,-0.00021309-0.0024015i,-0.00071621-0.0024455i,-0.0012884-0.0018681i,-0.0009826-0.0004879i,-0.00090971+0.00051276i,-0.00063175+0.0014842i,-0.00018897+0.0014276i,0.00016729-6.6286e-05i,-9.5742e-05-0.00080232i,0.0002003-0.00085276i,0.00072555-0.000531i,0.00064026+0.00010721i,0.00068788+0.00015468i,6.0618e-05-0.00036121i,-0.00084314-0.00050863i
-0.008532+0.0058997i,-0.016644+0.00951i,-0.019501+0.0077818i,-0.014989+0.0030247i,-0.0075247+0.00041468i,-0.0024061+3.7292e-05i,-0.0003587+0.00073256i,-0.0004111+0.0014148i,-0.0012083+0.0017148i,-0.0015325+0.001539i,-0.0014057+0.001146i,-0.0013551+0.0011201i,-0.00067758+0.00069204i,9.2934e-05-0.00046671i,-0.00037237-0.00096522i,-0.00048336-0.00074776i,-0.00030322-0.00022339i,-0.00050913-5.4117e-05i,-0.00070578-1.9553e-05i,-0.00023147+0.00045497i,0.00027998+0.0012757i,0.00036803+0.0015671i,0.0005704+0.00113i
0.013424+0.001841i,0.018167+0.0081378i,0.015705+0.011501i,0.0080076+0.0087338i,0.0018389+0.0036906i,0.0003014+0.00194i,0.0016071+0.0015129i,0.0027701+0.0011697i,0.0030441+0.0010886i,0.0015107+0.0010323i,0.00043521+0.0014737i,0.00055157+0.0013742i,0.0010179+0.00017202i,0.00095146-0.00057833i,-0.00042865-0.00023148i,-0.0003596+0.0010186i,8.8448e-05+0.0015101i,-0.00030874+0.00090915i,-0.00044094+0.0004349i,0.00012728-0.00015435i,0.0011155-0.00081669i,0.0012721-0.00072617i,0.00077644-0.00035769i
-0.0003676-0.011371i,0.0025261-0.018969i,0.0062936-0.020623i,0.0051981-0.014877i,0.0011015-0.0072256i,-0.00075183-0.0023238i,0.00034899-0.00098255i,0.0016585-0.0017433i,0.0011865-0.0025054i,0.00087285-0.0022509i,0.00078578-0.00086285i,-5.9081e-05-8.3932e-05i,-0.0005977-0.00058794i,-0.0010246-0.00053495i,-0.0010238-0.00075711i,-0.00034993-0.0014898i,-0.00011029-0.0019697i,-0.00094791-0.0012794i,-0.00076332-0.00055455i,0.00033283-0.00042769i,0.00067466-0.00082623i,0.00035848-0.00095195i,-0.00057942-0.0015019i
-0.0069864+0.0059126i,-0.015729+0.0036481i,-0.018123-0.00032166i,-0.012525-0.0032586i,-0.0052545-0.0035264i,-0.00093365-0.0021421i,-5.5089e-05-0.0012774i,-0.0012552-0.0013698i,-0.002188-0.0015008i,-0.0014537-0.001646i,-0.0014003-0.0012335i,-0.0018993-0.00019997i,-0.0010276+0.00094817i,0.00012712+0.00070837i,0.00018961+0.00039697i,-0.000707+0.00055957i,-0.00071696+0.00076076i,-0.00054292+0.00043356i,-0.0008023-4.7781e-05i,-0.00095113-9.3125e-05i,-0.00036804-0.00022193i,0.00013683-0.00032722i,0.00026901+0.00028693i
0.0077568+0.010204i,0.010808+0.018418i,0.0094285+0.020526i,0.0050246+0.013727i,0.0018875+0.005369i,0.0010148+0.0018474i,0.00098256+0.0012897i,-0.0001836+0.0013104i,-0.0011371+0.0019133i,-0.00064529+0.0021713i,-0.00095307+0.0016539i,-0.00087611+0.0012585i,-0.00021859+0.000448i,-0.00053763-0.0004321i,-0.00093116-0.00054664i,-0.00058459+0.00037016i,0.00025309+0.0010578i,0.0010322+0.0015489i,0.00058362+0.0018606i,0.00028338+0.0010268i,0.00091446+0.0010441i,0.0014686+0.00091072i,0.0021429+0.00017382i
0.0044816-0.013408i,0.010809-0.019283i,0.013407-0.018715i,0.008753-0.011704i,0.0033224-0.0052113i,0.0021232-0.0018423i,0.0031568-0.00016741i,0.0036274+0.00022488i,0.0033219-0.00041133i,0.0030155-0.00058827i,0.0028499-0.00011889i,0.002427+0.00019223i,0.0014281+0.00020393i,0.00039916+0.00015113i,0.00040511+0.00039415i,0.00082464-0.00058636i,0.00087436-0.0016497i,0.00094685-0.0014486i,0.00050616-0.0011025i,1.2762e-05-0.00077466i,-0.00057153-0.00048894i,-0.00040642-0.00032432i,0.00031468-0.00072144i
-0.014195+0.00092712i,-0.020248-0.0037466i,-0.020901-0.0069442i,-0.014713-0.0052531i,-0.0070886-0.0019286i,-0.0025841-0.0010181i,-0.00021173-0.0013406i,0.0010557-0.0022918i,0.00040676-0.0030088i,-0.0010898-0.002736i,-0.001169-0.0018296i,-0.0010436-0.0013912i,-0.001501-0.0012607i,-0.0017977-0.0011458i,-0.00095703-0.0013558i,-0.00050159-0.0014829i,-0.0015578-0.00089462i,-0.0018386+7.9647e-05i,-0.001301+0.00015754i,-0.00089751+0.00013016i,-3.5483e-05+0.00031488i,0.00047138-0.00048681i,0.00020779-0.0010747i
0.003108+0.011773i,0.0018145+0.020204i,0.00012866+0.021179i,-0.00095497+0.012865i,-0.001383+0.0050703i,-0.0007318+0.0030082i,2.8396e-05+0.0026383i,-0.0014279+0.0016358i,-0.0033028+0.0013442i,-0.0027455+0.0016696i,-0.0019963+0.0016218i,-0.0019954+0.001719i,-0.0015102+0.00077934i,-0.0011547-0.00038548i,-0.00095998+0.0008718i,0.00014629+0.0025637i,0.00086263+0.0026168i,0.00099353+0.0022241i,0.000757+0.0015236i,0.0004896+0.00045819i,0.00067493+0.00067802i,0.00032966+0.0008415i,0.00041867+6.6276e-05i
0.012748-0.0090588i,0.020768-0.011472i,0.02089-0.010971i,0.012683-0.0071157i,0.0053759-0.0025767i,0.003127-0.00062211i,0.0020521+0.00036985i,0.0013658+0.0012639i,0.0016612+0.0016501i,0.0020751+0.0013051i,0.0014883+0.0012217i,0.00040332+0.0011948i,0.00031398+0.00076383i,0.0011389+0.00066409i,0.001604-0.00020301i,0.0023144-0.0020773i,0.0020132-0.0029585i,0.00051225-0.0020839i,4.0752e-05-0.0012616i,0.00022503-0.00063494i,0.00065048-0.0001787i,0.00080681+4.5901e-06i,-0.0001489-0.0001545i
-0.01379-0.0092807i,-0.017584-0.014889i,-0.016305-0.016139i,-0.0098417-0.011496i,-0.0041062-0.0059641i,-0.0014535-0.0028369i,0.00036342-0.0015745i,0.0022091-0.0021487i,0.0030071-0.0035596i,0.0021809-0.003566i,0.0019564-0.002697i,0.0015068-0.0021853i,0.00013287-0.0020388i,-0.00026244-0.0019751i,-0.00058697-0.0020104i,-0.001545-0.0015986i,-0.0015899-0.00084663i,-0.0014294-0.00024414i,-0.0019117-0.00042572i,-0.0012658-0.0001017i,2.0854e-05+0.00065666i,0.0007007+0.00041891i,0.001301-0.00023249i
-0.0029102+0.016754i,-0.0065005+0.023249i,-0.0090164+0.022678i,-0.0079846+0.014032i,-0.0045198+0.0052869i,-0.0019501+0.0018019i,-0.0010676+0.00063078i,-0.0015167-0.0011106i,-0.002427-0.0016408i,-0.002285-0.00075353i,-0.0023686-0.00023636i,-0.0029195+0.0001667i,-0.0026306+0.00024438i,-0.0020132+0.0001231i,-0.0023348+0.00097994i,-0.0015871+0.0018573i,1.6505e-05+0.0016049i,0.00015853+0.0012358i,5.1566e-05+0.00076184i,0.00040589+0.00062877i,0.00031872+0.00017736i,0.00040885+0.00049218i,0.00027441+0.0013274i
0.016718-0.0016129i,0.024123+0.00023606i,0.025102+0.00060814i,0.016301+0.00045642i,0.0064945+0.00052032i,0.0027699+0.00058607i,0.0019214+0.00090505i,0.0010532+0.001547i,0.00073184+0.0021653i,0.0012431+0.0023638i,0.00099649+0.0022297i,0.00046254+0.0032869i,0.00092227+0.003495i,0.00088456+0.0020212i,0.0012298+0.00098804i,0.0017945-0.00031758i,0.0018025-0.0015058i,0.0014491-0.001331i,0.00070864-0.00059248i,0.000122-0.00052365i,-0.00049867-0.00083802i,-0.0006792-0.00064025i,-0.00023725-0.00091503i
-0.0069456-0.015881i,-0.0079202-0.023375i,-0.0080541-0.024268i,-0.0054718-0.017821i,-0.001777-0.0094988i,-0.00011537-0.0039038i,0.0012648-0.0008508i,0.0032111+0.00053704i,0.003335+0.00039424i,0.0027516-0.00040759i,0.0021291-0.00047185i,0.0020552-0.00038215i,0.0025975-0.001298i,0.0017691-0.0025132i,0.0008264-0.0034225i,0.00064238-0.0027321i,-0.00091912-0.00077804i,-0.0021+0.00087837i,-0.0017926+0.0017144i,-0.001373+0.0014829i,-0.00065393+0.00064021i,0.000405+0.00038884i,0.0011715+0.00034442i
-0.012695+0.013083i,-0.018385+0.018526i,-0.019242+0.018073i,-0.015367+0.010835i,-0.0091654+0.003782i,-0.0039787+0.0018396i,-0.00096012+0.0007043i,0.00048194-0.0023461i,-0.00025598-0.0034706i,-0.0011586-0.0022725i,-0.0019512-0.0012311i,-0.0021539-0.0011557i,-0.0022482-0.0010551i,-0.0024127-0.00049274i,-0.0022322-6.082e-05i,-0.0019747+0.0010068i,-0.0014878+0.0013404i,-0.00020208+0.0010439i,0.00096039+0.00095263i,0.0014046+0.00022035i,0.00092572-0.00019069i,0.00022483-0.00038193i,-0.00015324-0.00046085i
0.013827+0.0069893i,0.022274+0.011347i,0.023188+0.01151i,0.01608+0.0080147i,0.0072563+0.0051076i,0.0026214+0.0027277i,0.0012789+0.00061437i,-0.00074942+0.00079439i,-0.0027638+0.0023751i,-0.0025979+0.0022174i,-0.0015725+0.0017199i,-0.00076788+0.0027772i,-0.00042113+0.0033867i,-0.00036276+0.0032993i,-6.9339e-05+0.0029382i,0.0013848+0.0024672i,0.0012592+0.00046435i,-0.00019222-0.0015265i,-0.00034029-0.0016432i,-5.8554e-05-0.00092864i,0.00027368+7.7696e-05i,-0.00080982+0.0004201i,-0.0011052+0.00021132i
0.003052-0.016416i,0.0036717-0.024842i,0.0031457-0.027612i,0.0019728-0.021366i,0.00088652-0.011857i,-0.00075552-0.0060196i,-0.00053672-0.003177i,0.00091826+7.0639e-05i,0.0014699+0.001267i,0.0020468+0.00028755i,0.0022806-0.00014093i,0.0026326+0.00029313i,0.0024032+0.00031962i,0.0022496-0.00081293i,0.0024952-0.0016492i,0.0011355-0.0020543i,-0.00071954-0.0012577i,-0.0014591-0.00028248i,-0.001625+3.1167e-05i,-0.0015948+0.00091528i,-0.0012625+0.0012864i,-0.00044986+0.00093741i,0.00079081+0.00059582i
-0.015563+0.0037495i,-0.022864+0.0053398i,-0.023617+0.006802i,-0.018141+0.0039739i,-0.0091998+0.00046155i,-0.004391-0.00035699i,-0.002257-0.00074346i,0.0010326-0.001323i,0.0017915-0.0017895i,0.00045847-0.0022189i,-7.9571e-05-0.0024855i,-0.00042089-0.0027238i,-0.0016097-0.0027202i,-0.0027081-0.0022219i,-0.0030914-0.0016281i,-0.0028816-0.00010439i,-0.0015572+0.001236i,-0.0001441+0.0020642i,0.00029842+0.0013356i,0.00058304+0.00063199i,0.0013194+0.0008436i,0.0020647+0.00042877i,0.0017243-0.00016101i
0.0098294+0.015033i,0.014862+0.021566i,0.016269+0.021652i,0.011507+0.014113i,0.0046518+0.0066569i,0.0014448+0.0035385i,0.0010668+0.0013035i,-0.00011881-0.00015797i,-0.0010963+0.00020042i,-0.0010071+0.00091368i,-0.00089269+0.00075848i,-0.0013985+0.00078647i,-0.0018027+0.0017391i,-0.0012071+0.0024439i,-0.00060425+0.0030728i,-0.0002454+0.0025402i,0.00059524+0.00087861i,0.0012265+0.00016214i,0.0011899+7.2728e-05i,0.00097849-0.00048069i,0.00082796-0.00069359i,0.00074482-0.00016252i,0.00020964-9.2877e-05i
0.010931-0.014536i,0.014522-0.021516i,0.012418-0.02458i,0.0075793-0.019148i,0.0035023-0.0098098i,0.001582-0.0044435i,0.001329-0.0027701i,0.0014582-0.00082573i,0.0010601+0.0015941i,-0.00025287+0.0017946i,-0.00025436+0.00035739i,0.0013342+2.5594e-05i,0.0023809+0.00029859i,0.0028439-0.00071511i,0.0027306-0.0016081i,0.0015915-0.0016448i,3.9911e-05-0.0013584i,-0.0015113-0.0011763i,-0.0023628-0.00071935i,-0.0019869+0.00024553i,-0.0017006+0.0010725i,-0.0016428+0.0010387i,-0.00033609+0.00011748i
-0.015985-0.0081105i,-0.025183-0.0081563i,-0.028425-0.0052663i,-0.022472-0.003936i,-0.012493-0.0032238i,-0.0058632-0.0010615i,-0.0024965-0.00080575i,-5.302e-05-0.0016345i,0.00061249-0.0011209i,-0.0002982-0.00036804i,-0.00073091-0.00033108i,-0.00083233-0.00071887i,-0.0010556-0.0014467i,-0.0011836-0.0017277i,-0.0018354-0.0014938i,-0.0019404-0.00048155i,-0.0010918+0.0005165i,-0.00072832+0.0011374i,-5.4562e-05+0.0017499i,0.00037127+0.0020563i,0.00027907+0.0018579i,0.00092793+0.0011461i,0.00090525+0.00042463i
0.00091306+0.014043i,0.0038954+0.021962i,0.007165+0.022955i,0.0047224+0.016987i,3.7287e-05+0.0093001i,-0.00080825+0.0057305i,0.00043258+0.0030971i,0.00063906-0.00012755i,0.0003248-0.0013558i,-0.0004117-0.0005176i,-0.0016645+0.0011344i,-0.0020883+0.0025792i,-0.0017062+0.0030753i,-0.001629+0.0027107i,-0.0013888+0.0026421i,-0.00062967+0.0028353i,-6.6128e-05+0.0017321i,0.001111-3.2526e-05i,0.0021706-0.00076206i,0.0016832-0.00043327i,0.00099934+4.3083e-05i,0.00029882+6.8256e-05i,-0.00013821-0.00049803i
0.016006-0.0037971i,0.021486-0.0099631i,0.021366-0.016713i,0.015776-0.015244i,0.0081674-0.0071803i,0.0042904-0.0029606i,0.0033983-0.0022476i,0.0020624-0.00049176i,0.00041779+0.00077383i,0.00016788+0.00078127i,0.00076253+0.0010494i,0.0010692+0.00083163i,0.0014542+0.00039293i,0.0018451+0.0002766i,0.0022329+0.00016403i,0.0015191-0.00010762i,0.0010534-0.00056613i,0.00052594-0.00033833i,-0.00021378-5.2519e-05i,-0.00056818-0.0003521i,-0.0011298-0.00031728i,-0.00083399-0.00015076i,0.00015436+2.2094e-05i
-0.0080667-0.012828i,-0.01774-0.01651i,-0.023923-0.014795i,-0.021695-0.0098479i,-0.012299-0.0064289i,-0.0046649-0.0042656i,-0.0018898-0.0020004i,0.00056009-0.0005453i,0.0019306+0.00013423i,0.00078101+2.0184e-05i,-0.00073917-0.00065007i,-0.00041036-0.001051i,7.6264e-05-0.0011227i,-0.00079181-0.001916i,-0.0010124-0.0020652i,-0.0011772-0.0013678i,-0.0011745-0.00083777i,-0.00098841-0.00014585i,-0.0010445+0.0012598i,-0.00030528+0.0021348i,0.00056196+0.0019257i,0.00025787+0.0010099i,0.00015211+0.00056698i
