-0.0050834-0.00078338i,-0.0038163-0.000284i,-0.0029369-0.00042742i,-0.0013411-0.00094202i,-0.00066024+0.001147i,-0.000667+0.0025195i,5.0068e-05+0.00181i,0.00097131+0.00154i,0.0014104+0.00062987i,0.0016555+0.00024336i,0.0015088+0.00044177i,0.0009461-0.00034874i,0.00044806-0.00085993i,0.00044295-0.0011853i,6.2285e-05-0.00072874i,-0.0011453-0.00033759i,-0.0014981-0.00053625i,-0.0010225-0.00023574i,-0.00066542+0.00028653i,7.3854e-05-0.00011631i,0.00063067-0.00064219i,0.00010482+0.00011791i,-0.00042768+0.00073569i
-0.092215+0.21883i,-0.055656+0.31492i,0.070782+0.32815i,0.16582+0.2416i,0.1246+0.12832i,0.03237+0.06735i,-0.0059106+0.038468i,-0.0056748+0.017898i,0.00042338+0.013904i,0.0075288+0.02143i,0.0051704+0.026626i,-0.010575+0.024518i,-0.030406+0.014643i,-0.045776+0.0018157i,-0.050207-0.00082013i,-0.038706+0.0073521i,-0.018282+0.011803i,-0.0046299-0.00089412i,-0.0023297-0.024795i,0.0014823-0.032149i,0.0072408-0.018687i,0.0058724-0.0079963i,-0.0029492-0.0047947i
0.17946-0.12623i,0.19635-0.23974i,0.10274-0.33172i,-0.022088-0.2964i,-0.03072-0.16991i,0.017184-0.089567i,0.010666-0.055389i,-0.0049014-0.020072i,0.0090383-0.006778i,0.028364-0.016698i,0.046681-0.021586i,0.057642-0.018054i,0.055079-0.0055936i,0.051718+0.010202i,0.049458+0.012392i,0.040336+0.0031321i,0.025185-0.0033868i,0.0088115+0.0044431i,-0.002299+0.021885i,-0.0039648+0.021107i,-0.0016649+0.0035274i,-0.0013456-0.0042035i,0.00084491-0.0027979i
-0.23144+0.010172i,-0.30906+0.097816i,-0.27482+0.22701i,-0.13833+0.24594i,-0.054072+0.13611i,-0.043407+0.061901i,-0.013431+0.051666i,0.010704+0.029692i,-0.0068183+0.010115i,-0.031098+0.0043779i,-0.043076-0.0051866i,-0.04581-0.0097301i,-0.040543-0.013208i,-0.038766-0.023858i,-0.045834-0.028589i,-0.050083-0.021381i,-0.040877-0.010353i,-0.017018-0.0075793i,0.0052019-0.014123i,0.0063205-0.012092i,-0.0045517-0.00038341i,-0.0098049+0.0063069i,-0.009367+0.006061i
0.21641+0.092595i,0.31508+0.068666i,0.34118-0.066492i,0.22443-0.16173i,0.09363-0.11672i,0.045954-0.056429i,0.020994-0.050939i,-0.0035072-0.040963i,-0.0064538-0.015992i,0.0016979+0.0025346i,0.009572+0.010202i,0.014591+0.013447i,0.016844+0.023126i,0.019532+0.038229i,0.021933+0.04896i,0.025052+0.049649i,0.025406+0.037326i,0.013215+0.019088i,-0.0062306+0.010173i,-0.011749+0.0078615i,-0.0032618+0.0042903i,0.0045116+0.0015889i,0.0086808-0.00014802i
-0.1562-0.12491i,-0.2429-0.18455i,-0.33028-0.1016i,-0.26984+0.035457i,-0.12007+0.066606i,-0.036622+0.031651i,-0.014738+0.027856i,0.0024671+0.038478i,0.013705+0.039617i,0.014038+0.041894i,0.012474+0.042036i,0.015114+0.023007i,0.018718-0.012276i,0.020536-0.042785i,0.01968-0.058602i,0.011893-0.060151i,0.00026343-0.047351i,-0.0015765-0.024588i,0.010706-0.0042329i,0.019044+0.0035245i,0.014293+0.0038618i,0.0054837+0.0038709i,-0.0039177+0.0033469i
0.032876+0.068108i,0.050384+0.22323i,0.16118+0.22555i,0.18529+0.086678i,0.099217-0.00064122i,0.036619+0.0025029i,0.027757+0.00066414i,0.024065-0.022844i,0.021265-0.037756i,0.03597-0.044596i,0.04936-0.048078i,0.031868-0.034852i,-0.0047458-0.005503i,-0.03583+0.020675i,-0.055677+0.036222i,-0.058238+0.046677i,-0.040877+0.048082i,-0.01896+0.030396i,-0.012296+0.0011758i,-0.015957-0.016357i,-0.014481-0.014614i,-0.0057625-0.0077207i,0.0044802-0.0051056i
0.064171+0.011765i,0.12167-0.17991i,0.0048171-0.26035i,-0.087414-0.16992i,-0.06553-0.08061i,-0.023333-0.056385i,-0.009308-0.039384i,-0.014872-0.013935i,-0.028812+0.0032405i,-0.043076-0.00024806i,-0.045775-0.016799i,-0.029769-0.026663i,-0.00017092-0.02039i,0.034277-0.0068384i,0.058581+0.00089698i,0.064932-0.0013657i,0.053663-0.010701i,0.026706-0.011831i,0.0025676+0.0079373i,-0.0040871+0.025949i,-0.00038341+0.021234i,-0.00065274+0.0071864i,-0.0089054+0.00057383i
-0.15414-0.12555i,-0.27519+0.069796i,-0.18423+0.19691i,-0.055544+0.17071i,-0.002703+0.119i,0.013518+0.079442i,0.018369+0.035137i,0.02407+0.0088901i,0.029598+0.0030141i,0.016472+0.017244i,-0.0079205+0.039599i,-0.019754+0.046621i,-0.015713+0.02853i,-0.01841-0.004528i,-0.031101-0.02758i,-0.039235-0.028314i,-0.036907-0.01238i,-0.018956+0.001809i,0.0080839-0.0026559i,0.023381-0.012234i,0.016848-0.01055i,0.004655-0.0018152i,0.0035832+0.0040355i
0.16843+0.29145i,0.32984+0.12021i,0.26164-0.04054i,0.13317-0.091029i,0.057928-0.11079i,0.0067262-0.095252i,-0.021863-0.049687i,-0.035618-0.021568i,-0.035607-0.0048654i,0.00032005+0.00050044i,0.042007-0.0086236i,0.045881-0.015426i,0.020197-0.0069321i,0.0023907+0.013854i,0.0026057+0.03095i,0.011821+0.036262i,0.0223+0.027934i,0.017999+0.0090108i,-0.004365-0.0043732i,-0.02285-0.0073097i,-0.021165-0.0055958i,-0.0086337-0.0033705i,-0.0031894-0.0047924i
-0.10033-0.45763i,-0.28361-0.32671i,-0.24515-0.14361i,-0.13925-0.038213i,-0.071814+0.034469i,-0.0086608+0.050539i,0.025234+0.019874i,0.03919+0.0033939i,0.045561-0.010748i,0.024697-0.026289i,0.0024295-0.027374i,0.0022489-0.01987i,0.015674-0.016374i,0.022073-0.024407i,0.014302-0.032187i,0.0023289-0.034397i,-0.0097296-0.031473i,-0.015188-0.015305i,-0.0056018+0.0091191i,0.007715+0.025617i,0.010279+0.024372i,0.0031539+0.014222i,-0.0023757+0.010559i
-0.015402+0.60397i,0.15802+0.50078i,0.13603+0.2916i,0.071022+0.14224i,0.04759+0.029107i,0.0043118-0.021167i,-0.023521-0.011374i,-0.037195-0.013672i,-0.062435-0.0096107i,-0.065999+0.0030979i,-0.055167-0.0033788i,-0.048575-0.0082553i,-0.042567-0.0011896i,-0.033698+0.0092068i,-0.020955+0.018548i,-0.0075159+0.025413i,0.005441+0.024637i,0.013554+0.0089175i,0.012658-0.013794i,0.0097601-0.026774i,0.0087062-0.024262i,0.0079365-0.013899i,0.0081943-0.0082201i
0.13593-0.68576i,-0.02103-0.58525i,-0.0080899-0.34753i,0.016068-0.19298i,-0.0095407-0.078915i,0.0057535-0.013463i,0.015575-0.0092119i,0.011175+0.01273i,0.034395+0.036266i,0.047227+0.040845i,0.042899+0.048512i,0.038261+0.04026i,0.028954+0.01866i,0.01712+0.0044131i,0.011489-0.0042415i,0.010257-0.012596i,0.0024581-0.016419i,-0.011849-0.0050017i,-0.020595+0.015011i,-0.022673+0.022107i,-0.022756+0.013588i,-0.018777+0.0038572i,-0.013683+0.00072353i
-0.26706+0.70188i,-0.11494+0.57739i,-0.10586+0.30263i,-0.092705+0.15155i,-0.011667+0.058772i,0.0073571-0.0034112i,0.003358-0.00079415i,0.013978-0.0097088i,-0.0013622-0.02842i,-0.0013936-0.025759i,0.014459-0.028419i,0.0094149-0.024122i,-0.0012692-0.0079365i,-0.0029121-0.00037262i,-0.0066442-0.0034501i,-0.015075-0.005824i,-0.014023-0.001557i,0.0018823+0.00061181i,0.016696-0.00083283i,0.02219+0.0045335i,0.020227+0.014626i,0.014485+0.019402i,0.01158+0.015992i
0.41755-0.65164i,0.2403-0.51544i,0.16898-0.21963i,0.10952-0.085641i,-0.0053285-0.034858i,-0.038275+0.011455i,-0.02288+0.00039223i,-0.029238-0.0032919i,-0.020196+0.0090162i,-0.01397-0.011001i,-0.021355-0.028823i,-0.01484-0.024321i,-0.00078564-0.012455i,0.0057942-0.0020264i,0.0071543+0.0068759i,0.0094217+0.010759i,0.0082679+0.0042656i,-0.002201-0.0033661i,-0.0091193-0.007205i,-0.005019-0.014709i,0.0031878-0.022867i,0.0063126-0.024918i,0.00091034-0.020068i
-0.58013+0.54414i,-0.3738+0.41117i,-0.21334+0.11479i,-0.1033+0.0026679i,0.031491+0.0001202i,0.074009-0.027105i,0.038183-0.014763i,0.025023+0.0049454i,0.0079109+0.0063452i,-0.015461+0.030781i,-0.0212+0.049985i,-0.019412+0.040536i,-0.013561+0.020085i,-0.0062625+0.00060176i,-0.0038777-0.012634i,-0.0079665-0.015086i,-0.0098196-0.0042277i,-0.001673+0.0092557i,0.0038767+0.014107i,-0.0021096+0.01477i,-0.013297+0.0152i,-0.017448+0.017175i,-0.0093685+0.019679i
0.74191-0.43846i,0.46865-0.3302i,0.20577-0.071732i,0.063037+0.002555i,-0.049271-0.032765i,-0.083987-0.0087582i,-0.037748+0.0048454i,-0.011941-0.0026425i,0.0074881+0.0070179i,0.036097+0.00047119i,0.044587-0.01097i,0.037574-0.0066267i,0.024082-0.00019959i,0.0076822+0.006118i,-0.0062637+0.013115i,-0.010208+0.016962i,-0.0045523+0.012256i,-0.0010435-0.00027896i,-0.00024923-0.0099248i,0.0033491-0.012374i,0.0078322-0.0099123i,0.012223-0.010456i,0.00979-0.017972i
-0.86098+0.33055i,-0.52151+0.2688i,-0.17834+0.052455i,-0.040722-0.0032814i,0.031044+0.045251i,0.06011+0.023792i,0.022427-0.00065144i,0.0023827+0.007748i,-0.00091548-0.0024021i,-0.011354-0.0091901i,-0.0076487-0.0085612i,-0.0017538-0.012736i,-0.00035494-0.0105i,0.008243-0.0066753i,0.019324-0.0066513i,0.021962-0.0091889i,0.015093-0.010181i,0.0049831-0.003454i,-0.0039657+0.0052613i,-0.0080863+0.010174i,-0.0076209+0.010726i,-0.0094042+0.010499i,-0.012693+0.015879i
0.92948-0.23361i,0.53002-0.24254i,0.12079-0.095442i,-0.0027829-0.042707i,-0.018463-0.077814i,-0.026164-0.053061i,0.0021551-0.01829i,0.017954-0.018993i,0.011474-0.011284i,0.0054287-0.005522i,-0.0070733-0.0067817i,-0.010721-0.0032485i,-0.0059644-0.0048081i,-0.010343-0.0098015i,-0.020868-0.0093829i,-0.027995-0.0013284i,-0.022339+0.0079998i,-0.0077245+0.0085816i,0.0059537+0.0041281i,0.014355-0.00016205i,0.014761-0.0044916i,0.013113-0.0076205i,0.013211-0.012091i
-0.98443+0.11612i,-0.58528+0.21092i,-0.15149+0.15344i,-0.019533+0.10006i,-0.017082+0.10181i,-0.0035078+0.069827i,-0.0097294+0.034159i,-0.015386+0.029723i,-0.010992+0.023608i,-0.009002+0.021984i,-0.0014119+0.024606i,-0.00091456+0.017414i,-0.0067182+0.015495i,-0.0023353+0.021055i,0.0096442+0.022983i,0.021444+0.019209i,0.022069+0.0091159i,0.010674-0.00030239i,-0.0046939-0.0065253i,-0.017647-0.0098408i,-0.022362-0.0072724i,-0.020722-0.0021398i,-0.018937+0.0049154i
1.0048+0.02622i,0.64541-0.12615i,0.22542-0.17531i,0.072207-0.15789i,0.055364-0.13609i,0.032585-0.096619i,0.025589-0.059191i,0.028604-0.044792i,0.029273-0.031555i,0.035651-0.02271i,0.038361-0.02049i,0.0343-0.014542i,0.027115-0.012952i,0.017296-0.01988i,0.0051548-0.028486i,-0.0053599-0.031032i,-0.0089187-0.02397i,-0.0056081-0.011083i,0.0018903+0.0071453i,0.011421+0.023051i,0.016984+0.026211i,0.015118+0.019798i,0.012852+0.010707i
-1.0376-0.16533i,-0.73105+0.026074i,-0.36645+0.15277i,-0.20218+0.1756i,-0.12573+0.1479i,-0.057985+0.10508i,-0.026306+0.059877i,-0.026274+0.028821i,-0.03545+0.0074245i,-0.044133-0.0046026i,-0.042355-0.0094315i,-0.03339-0.0097379i,-0.024874-0.0029567i,-0.017107+0.0078305i,-0.011318+0.019543i,-0.0060623+0.027949i,-0.0016553+0.025295i,0.0018204+0.011366i,0.0062852-0.0094392i,0.0069786-0.027285i,0.0033912-0.02978i,0.00015535-0.020436i,-0.0037371-0.0089179i
1.0248+0.29102i,0.77786+0.088536i,0.46715-0.06787i,0.30245-0.11286i,0.18445-0.1064i,0.087204-0.080551i,0.038778-0.047152i,0.024537-0.017358i,0.020138+0.0060016i,0.017588+0.020755i,0.014605+0.025489i,0.01326+0.020058i,0.013253+0.0092758i,0.0087408-0.0030041i,0.005307-0.013925i,0.0049504-0.021111i,0.0017709-0.021448i,-0.0072184-0.013429i,-0.019949+0.0015785i,-0.026872+0.014789i,-0.023341+0.016428i,-0.013247+0.011375i,-0.00089185+0.0067267i
-0.95701-0.4138i,-0.78409-0.23922i,-0.53414-0.087707i,-0.36638-0.025994i,-0.21976+0.0047524i,-0.098938+0.010266i,-0.040239+0.0015849i,-0.020683-0.0076116i,-0.014871-0.012853i,-0.0050838-0.0117i,0.0072432-0.011973i,0.0029685-0.013632i,-0.0089501-0.0067435i,-0.010336+0.0037354i,-0.008255+0.0093052i,-0.0082585+0.014804i,-0.0050847+0.017942i,0.0035043+0.01589i,0.016424+0.011505i,0.024382+0.0084747i,0.01991+0.0077484i,0.010341+0.004544i,0.00088729-0.0018117i
0.8221+0.53006i,0.68852+0.41331i,0.49377+0.27851i,0.34629+0.17979i,0.21387+0.099918i,0.10723+0.049026i,0.054229+0.022097i,0.030369+0.012116i,0.017643+0.011704i,0.0089324+0.0054523i,0.0022066+0.00019131i,0.0069113+0.0070377i,0.016923+0.012735i,0.018025+0.0086919i,0.014092+0.0020615i,0.012031-0.0061007i,0.007662-0.011927i,-0.00098184-0.013493i,-0.010443-0.014834i,-0.013944-0.015137i,-0.0080309-0.011888i,-0.0008687-0.0062381i,0.0022959-0.00056239i
-0.66813-0.60825i,-0.51911-0.54144i,-0.35418-0.43355i,-0.25124-0.31414i,-0.15016-0.19453i,-0.07571-0.11029i,-0.051643-0.058197i,-0.039418-0.028202i,-0.028138-0.012903i,-0.016972-0.00053819i,-0.0052583-0.0014081i,-0.0049705-0.015945i,-0.011146-0.023576i,-0.012386-0.020915i,-0.014413-0.014871i,-0.019326-0.0048862i,-0.017039+0.0058943i,-0.0079978+0.01375i,0.0020252+0.021346i,0.0073702+0.022245i,0.0051206+0.013381i,0.00041532+0.0045829i,-0.0018117+0.00046908i
0.51035+0.68474i,0.33274+0.6127i,0.1628+0.51524i,0.10112+0.39523i,0.065872+0.23397i,0.046564+0.11527i,0.049326+0.050622i,0.039563+0.021776i,0.02573+0.017255i,0.015721+0.012501i,0.0028276+0.011728i,-0.00031712+0.019525i,0.0067922+0.022334i,0.0092086+0.019509i,0.0089742+0.017642i,0.013582+0.01444i,0.016451+0.0063902i,0.013566-0.0047931i,0.0069987-0.016572i,4.5801e-05-0.019011i,-0.0032424-0.010662i,-0.0036471-0.003674i,-0.0035619-0.0025417i
-0.37694-0.7198i,-0.18129-0.61783i,0.016694-0.50406i,0.06464-0.3982i,0.026811-0.23693i,-0.0099932-0.11219i,-0.035596-0.053657i,-0.035244-0.026476i,-0.022232-0.017726i,-0.0083617-0.010696i,0.0061517-0.0072495i,0.0063052-0.014994i,-0.0053618-0.021685i,-0.01135-0.02025i,-0.011066-0.016741i,-0.013156-0.013466i,-0.014118-0.0068692i,-0.011442+0.0036384i,-0.0077393+0.014901i,-0.0017294+0.019062i,0.0036781+0.01375i,0.0026069+0.0081254i,-0.00024279+0.0072402i
0.25766+0.69114i,0.034307+0.54599i,-0.18448+0.3954i,-0.21565+0.29648i,-0.11163+0.17504i,-0.024321+0.073461i,0.013844+0.033099i,0.021108+0.023763i,0.018189+0.021147i,0.012855+0.0094419i,0.0023358-0.0032024i,-0.0020518+0.0033702i,0.0043472+0.016561i,0.0094684+0.018333i,0.0083037+0.014502i,0.0080128+0.011992i,0.0098822+0.0071248i,0.0119-0.00075803i,0.015707-0.0081205i,0.016514-0.013324i,0.010354-0.012965i,0.003705-0.0082773i,0.0015612-0.0046183i
-0.18902-0.63232i,0.048995-0.41096i,0.2655-0.22474i,0.2806-0.15511i,0.16171-0.095321i,0.054487-0.037817i,0.0044304-0.017881i,-0.010271-0.0172i,-0.015579-0.013754i,-0.018075+0.0039712i,-0.0090987+0.021356i,0.0014148+0.015155i,-0.00024539-0.0020043i,-0.0042656-0.008064i,-0.0020488-0.0064599i,-0.0018463-0.0071378i,-0.0067957-0.0092424i,-0.012953-0.0095502i,-0.020633-0.0077389i,-0.025559-0.003775i,-0.022254-0.00031434i,-0.014154+0.0021335i,-0.0072187+0.0051256i
0.14432+0.55189i,-0.07071+0.25154i,-0.27446+0.01869i,-0.29897-0.021884i,-0.18856-0.016772i,-0.075097-0.01299i,-0.017413+0.0019744i,0.0036305+0.012904i,0.015355+0.0093355i,0.024298-0.011565i,0.019899-0.030908i,0.0069943-0.025183i,0.0020468-0.0057485i,0.0015591+0.0031023i,-0.0017747+0.0035489i,-0.0037489+0.0064074i,-0.00064811+0.01162i,0.0061359+0.017136i,0.01549+0.020057i,0.02051+0.017895i,0.01584+0.01323i,0.0083096+0.0082996i,0.0044969+0.0011439i
-0.12101-0.51362i,0.011455-0.17496i,0.15906+0.10445i,0.21223+0.14793i,0.15245+0.089219i,0.065157+0.035857i,0.020045+0.0053544i,0.0068838-0.0099294i,-0.0043337-0.012623i,-0.015979+0.003504i,-0.013317+0.02329i,-0.0016185+0.023998i,0.0043416+0.01159i,0.0061218+0.0045231i,0.0079034-0.00054908i,0.0069749-0.0083272i,0.0027892-0.015082i,-0.0022091-0.020867i,-0.00922-0.025533i,-0.012615-0.02308i,-0.0077385-0.01465i,-0.001637-0.0064294i,-0.00011212+0.00039228i
0.12805+0.49776i,0.074255+0.1647i,-0.0056864-0.14739i,-0.07774-0.23026i,-0.083819-0.15136i,-0.034798-0.059094i,-0.0026732-0.013178i,-0.00033261+0.0055226i,-0.00055139+0.012641i,0.0064032+0.0022969i,0.010038-0.016065i,0.0047112-0.021141i,3.4385e-05-0.011801i,-0.0020922-0.0050178i,-0.0068197-0.0014029i,-0.010063+0.0062579i,-0.0082538+0.014119i,-0.0046581+0.019542i,-0.0021844+0.023654i,-0.0021325+0.02254i,-0.0033387+0.014438i,-0.0028046+0.0057653i,0.00078986+0.00012821i
-0.15171-0.48716i,-0.16734-0.18929i,-0.15692+0.11267i,-0.078887+0.22491i,-0.0035174+0.15855i,0.00035062+0.051508i,-0.0096976+0.0014511i,-0.00017588-0.011392i,0.0054205-0.016496i,-0.00064727-0.0082507i,-0.0071231+0.0055529i,-0.0066275+0.0093022i,-0.0022986+0.0015696i,2.5458e-06-0.0052841i,0.0010702-0.0049894i,0.0034963-0.0040389i,0.0045315-0.0067842i,0.0041499-0.010954i,0.0062576-0.014424i,0.0078841-0.013668i,0.0064867-0.0067089i,0.0031347-0.0010728i,-0.0021552-0.0010755i
0.13541+0.49479i,0.20697+0.26516i,0.24529+0.0018452i,0.17762-0.1415i,0.076792-0.12386i,0.041907-0.036164i,0.036186+0.0014547i,0.012058+0.0021106i,-0.0075905+0.0097955i,-0.0036748+0.010589i,0.0081239-0.00010685i,0.0106-0.0040849i,0.003695+0.002192i,-0.0023453+0.0068851i,-0.0049043+0.0044024i,-0.0059709+0.0023739i,-0.0060744+0.0041406i,-0.0078655+0.007822i,-0.01182+0.012926i,-0.012018+0.013104i,-0.006573+0.0075163i,-0.0015201+0.0027365i,0.0024291+0.0020296i
-0.092918-0.49407i,-0.18895-0.3555i,-0.2695-0.15295i,-0.23192+0.014482i,-0.12712+0.056342i,-0.063983+0.0032378i,-0.043083-0.020377i,-0.016656-0.00873i,0.0026307-0.0061087i,-0.00072342-0.0045257i,-0.010521+0.0012892i,-0.012449+0.0027652i,-0.0057355-0.0011468i,-0.00088774-0.0040041i,0.00090133-0.0017007i,0.0037511+0.00088204i,0.0074176-0.00080135i,0.01199-0.0023721i,0.016652-0.0032566i,0.016819-0.0041822i,0.010894-0.0026826i,0.00319-0.0014269i,-0.0036562-0.0022194i
0.020557+0.50006i,0.1008+0.43808i,0.19795+0.29564i,0.2112+0.11234i,0.13876+0.0112i,0.073325+0.022917i,0.051812+0.031181i,0.02629+0.010019i,0.0019193+0.0044322i,0.0042601+0.0058369i,0.016881+0.0028649i,0.019717+0.0031838i,0.012584+0.0071382i,0.0049942+0.0090335i,-0.0011615+0.0049861i,-0.0070629+0.00013929i,-0.011473-0.0001971i,-0.013308+0.00021178i,-0.014516-0.00080764i,-0.014648-0.0020233i,-0.011457-0.0022219i,-0.0063862-0.0015716i,-0.0010604+4.3422e-05i
0.061989-0.50153i,0.017091-0.48056i,-0.081009-0.3849i,-0.15186-0.2093i,-0.12731-0.069366i,-0.061765-0.04899i,-0.039812-0.052463i,-0.027648-0.026231i,-0.0084987-0.0085648i,-0.0046047-0.0038542i,-0.0087367-0.0025726i,-0.0095533-0.0069004i,-0.0053568-0.012479i,-0.0011233-0.013379i,0.0013639-0.0059378i,0.0055047+0.0016197i,0.0094951+0.0042742i,0.010597+0.0072864i,0.010154+0.010398i,0.010087+0.011378i,0.00806+0.0092141i,0.0031997+0.0057263i,-0.0013537+0.0029471i
-0.1373+0.46408i,-0.14228+0.44705i,-0.068638+0.37707i,0.046552+0.233i,0.087616+0.091822i,0.047332+0.053119i,0.029443+0.055425i,0.025511+0.032606i,0.011469+0.011786i,0.0080162+0.0038822i,0.010924+0.00071575i,0.010804+0.0059601i,0.0046083+0.013545i,-0.002+0.014783i,-0.0040853+0.0073355i,-0.0055936-0.0027971i,-0.0071133-0.0076465i,-0.0059937-0.0089906i,-0.0039053-0.011586i,-0.0030914-0.01277i,-0.0022551-0.010328i,-0.0011381-0.0063167i,-0.00083602-0.0018445i
0.204-0.4027i,0.24627-0.36081i,0.20091-0.30233i,0.058777-0.21314i,-0.03295-0.10792i,-0.019879-0.068138i,-0.011605-0.067004i,-0.018604-0.042552i,-0.010257-0.015395i,-0.0054571-0.0046985i,-0.0064887-0.0036123i,-0.0049433-0.010182i,0.00074645-0.014747i,0.0055962-0.013302i,0.0047276-0.0061571i,0.0024266+0.0036994i,0.0027127+0.0089819i,0.0027503+0.0097359i,0.00038813+0.0098262i,-0.0014764+0.0094763i,-0.0021237+0.0072277i,-0.002491+0.0038875i,-0.00030552+0.0013032i
-0.23494+0.33705i,-0.30005+0.24557i,-0.27505+0.17882i,-0.12967+0.144i,-0.0079046+0.089802i,0.00014584+0.056342i,-0.0078574+0.056473i,0.0052261+0.042856i,0.0079667+0.01795i,0.0081146+0.0047364i,0.0090824+0.0016106i,0.0046084+0.0053238i,-0.0031039+0.009223i,-0.0068922+0.0093127i,-0.0032262+0.0051279i,0.00063404-0.0013977i,0.00029532-0.0057802i,-6.0031e-05-0.0068302i,0.0012877-0.0061618i,0.0028623-0.0051401i,0.0026902-0.0029483i,0.0011709-0.00070342i,-0.00040659-1.3792e-05i
0.23644-0.25336i,0.30086-0.11692i,0.28513-0.044109i,0.15847-0.067015i,0.042251-0.074431i,0.024047-0.058974i,0.029097-0.06072i,0.011774-0.050506i,0.00013915-0.024317i,-0.0051537-0.0072922i,-0.0094087-0.0028483i,-0.0062053-0.0031524i,0.0018607-0.0048839i,0.0066801-0.0082221i,0.0027598-0.0092269i,-0.003178-0.0050274i,-0.0038008+0.00086271i,-0.0019734+0.0023627i,-0.0021804+0.0010967i,-0.0022825+0.0018654i,0.00035585+0.0026777i,0.0022315+0.002144i,0.0018386+0.0020771i
-0.22467+0.1866i,-0.25516+0.018859i,-0.23366-0.063292i,-0.14642-0.0030293i,-0.058054+0.051782i,-0.03624+0.050261i,-0.041782+0.049297i,-0.026959+0.044556i,-0.01015+0.026489i,0.0015255+0.013344i,0.0097152+0.0062153i,0.0068178+0.0039039i,-0.0014345+0.0054635i,-0.0049466+0.0064116i,-0.0022249+0.0061448i,0.0021099+0.0037668i,0.0037652+1.1355e-05i,0.0021996-0.00029434i,7.2256e-05+0.0020515i,-0.001895+0.0011488i,-0.0040811-0.001232i,-0.0049061-0.0018863i,-0.004551-0.0028989i
0.19292-0.16589i,0.15925+0.0050902i,0.11283+0.092479i,0.074554+0.028682i,0.041085-0.043884i,0.03422-0.046767i,0.047476-0.03814i,0.041996-0.037448i,0.022083-0.028584i,0.0043125-0.017476i,-0.0052155-0.0082212i,-0.0022126-0.0035552i,0.0057646-0.0035296i,0.0091122-0.0048065i,0.0057719-0.0069217i,-0.0011247-0.0056771i,-0.0041702-0.0011349i,-0.0023037+9.8618e-05i,0.00020275-0.0014048i,0.0028784-0.00015527i,0.0045773+0.0024241i,0.0038904+0.0027943i,0.0019947+0.002953i
-0.17531+0.14724i,-0.096241+0.010337i,-0.022307-0.073258i,-0.017586-0.037536i,-0.033303+0.026363i,-0.038344+0.035635i,-0.049782+0.022959i,-0.050666+0.021105i,-0.033543+0.020884i,-0.012764+0.017027i,0.0029346+0.010244i,0.0045579+0.0045124i,-0.0031749+0.00078343i,-0.0092795-0.0023643i,-0.010218-0.00055368i,-0.0052744+0.0027423i,-0.00069968+0.0025191i,-0.00055775+0.0032416i,-0.0025652+0.004089i,-0.0034087+0.0018184i,-0.0032033-0.00037325i,-0.0022143-0.00032311i,-0.00027153-0.0006867i
0.13982-0.14165i,0.041837-0.052146i,-0.048216+0.0048044i,-0.033143-0.0010376i,0.022482-0.029475i,0.043799-0.03278i,0.054112-0.015269i,0.055784-0.0077643i,0.039073-0.0079774i,0.019386-0.0055207i,0.0057817-0.0035101i,0.00085307-0.001734i,0.0029924+0.0014351i,0.0059195+0.0034773i,0.0070025+0.0004152i,0.0040884-0.0041068i,0.00068055-0.0052955i,0.0010658-0.0050712i,0.0025202-0.0038212i,0.00082699+0.00025993i,-0.0015657+0.0039371i,-0.0016735+0.003753i,-0.0018917+0.0025101i
-0.14694+0.14994i,-0.046438+0.11831i,0.04453+0.091972i,0.026939+0.058974i,-0.031957+0.038621i,-0.047208+0.02932i,-0.046172+0.004864i,-0.049558-0.0099621i,-0.039966-0.0063143i,-0.02219-0.002147i,-0.0064739-0.001524i,0.0010367-0.0031177i,-0.0025941-0.0045764i,-0.0080999-0.0037035i,-0.011666+5.2857e-05i,-0.010653+0.0047604i,-0.0063604+0.0073066i,-0.0048894+0.0067812i,-0.0040462+0.004965i,-0.00084328+0.0011598i,0.0020999-0.0028076i,0.0035848-0.0031755i,0.0053049-0.0016283i
0.16737-0.13859i,0.095158-0.16844i,0.0070266-0.1777i,-0.00010224-0.1106i,0.044872-0.045214i,0.05998-0.027036i,0.04692-0.0050594i,0.042942+0.017978i,0.038553+0.020704i,0.026533+0.014573i,0.013111+0.0072226i,0.0049574+0.0024901i,0.0054852+0.0028924i,0.009099+0.003953i,0.011636+0.0034349i,0.010697+0.00053731i,0.0075699-0.0015168i,0.005944-0.00042239i,0.0043749+0.0015619i,0.0016739+0.0051579i,-0.00074657+0.0080502i,-0.0029341+0.006584i,-0.0053834+0.0030151i
-0.19493+0.11095i,-0.18882+0.16907i,-0.12573+0.2113i,-0.071495+0.13297i,-0.068352+0.034721i,-0.063387+0.0085025i,-0.036194-0.006454i,-0.027594-0.029323i,-0.030438-0.028694i,-0.023498-0.015604i,-0.011098-0.006395i,-0.0047768-0.0016255i,-0.0062356+0.00025577i,-0.0078008-0.00030077i,-0.0096791-0.0025591i,-0.010353-0.0022139i,-0.0076357+5.146e-05i,-0.0052842-0.00034435i,-0.0027431-0.0027656i,0.00065799-0.0060948i,0.0036677-0.0083442i,0.0044984-0.0065336i,0.0050861-0.0028329i
