-0.0012239+0.0005808i,-0.00071091-3.4475e-06i,-0.00013809-0.00013503i,8.6432e-05+0.00079092i,-0.00058405+0.0016466i,-0.00031479+0.00071016i,0.00010012+0.00022292i,-8.9667e-05+0.0011413i,-4.1395e-05+0.00073501i,0.00093908-0.00026729i,0.0014977-0.00026974i,0.0010375-0.0007669i,-0.00016989-0.00093522i,-0.00097874-0.00043976i,-0.00064692+6.485e-05i,-8.489e-05+8.0981e-05i,7.3137e-06-5.2751e-05i,-0.00019019-9.2576e-05i,-0.00016743+0.00037805i,-0.00063001+0.00026911i,-0.0012176-0.00028117i,-0.00071729-0.00022816i,-0.00022287-0.00034422i
0.002809+7.3509e-05i,-0.030077+0.0027498i,-0.12991+0.026708i,-0.2732+0.093555i,-0.31406+0.18755i,-0.19182+0.22478i,-0.066793+0.15422i,-0.0498+0.076764i,-0.053442+0.056793i,-0.023708+0.039851i,-0.0029371+0.011966i,0.00016514-0.0042071i,-0.0039738-0.0093969i,-0.013352-0.0062318i,-0.018652+0.0034673i,-0.015982+0.010373i,-0.011195+0.0119i,-0.0064564+0.011294i,-0.0013836+0.010835i,0.0012545+0.010915i,0.00054406+0.0099676i,-0.0024952+0.0054791i,-0.0032879+0.00084151i
-0.018139-0.011645i,-0.052739-0.0011476i,-0.091282+0.082362i,-0.065793+0.23576i,0.035112+0.29841i,0.10219+0.20494i,0.094479+0.10787i,0.10109+0.071664i,0.11141+0.038752i,0.074938+0.0079975i,0.02764-0.0022206i,-0.0070903-0.0032146i,-0.027568+0.002232i,-0.025867+0.0098017i,-0.01029+0.0089564i,-0.00040678-0.001212i,-0.0035005-0.010893i,-0.0088269-0.0098584i,-0.0091579-0.0031288i,-0.0063135-8.3923e-05i,-0.0027246-0.0021697i,-0.0009632-0.0072878i,-0.002328-0.013338i
-0.011379+0.010456i,-0.0034689-0.0031423i,0.060343-0.071756i,0.17249-0.21125i,0.20446-0.33677i,0.10617-0.34836i,0.015081-0.24947i,-0.0033691-0.15535i,-0.0036059-0.11604i,-0.012093-0.073158i,-0.010457-0.023119i,0.0064395+0.0017853i,0.022913+0.0035i,0.027716-0.0031226i,0.020773-0.0071403i,0.013974-0.0028389i,0.014965+0.001717i,0.015063-0.0010174i,0.0085809-0.0041642i,0.00079969-0.0053133i,-0.0044678-0.0053817i,-0.0059825-0.0014207i,-0.0039533+0.0051991i
0.0333-0.0087582i,0.087434-0.037833i,0.13069-0.12039i,0.06945-0.19972i,-0.062148-0.13264i,-0.1104+0.041707i,-0.077481+0.10677i,-0.096107+0.069765i,-0.13088+0.062271i,-0.093705+0.053622i,-0.040616+0.017704i,-0.013917-0.0042505i,-0.0014863-0.0090274i,-0.0019347-0.0083106i,-0.0080813-0.0032343i,-0.011008+0.0023015i,-0.010192+0.0047904i,-0.0079604+0.00293i,-0.0049081-0.0019164i,-0.0036274-0.0045342i,-0.0040336-0.0022007i,-0.0023663+0.00053372i,0.0028735+0.0039965i
0.013708-0.0021768i,0.024081+0.025857i,-0.0050533+0.12284i,-0.067648+0.25495i,-0.076431+0.29124i,-0.014428+0.21193i,0.036715+0.12762i,0.076216+0.098736i,0.10605+0.081338i,0.085864+0.048184i,0.038849+0.021504i,0.0023582+0.011163i,-0.01603+0.0085152i,-0.018366+0.0084555i,-0.008445+0.0048778i,-0.001724-0.0036253i,-0.0052933-0.0092374i,-0.0069993-0.0068874i,-0.0023726-0.002673i,0.0027968-0.00035329i,0.007157+0.00027841i,0.01008-0.00065281i,0.0092503-0.0038677i
-0.064207+0.018752i,-0.16782+0.072207i,-0.23966+0.17124i,-0.1481+0.23497i,0.02753+0.1323i,0.078918-0.071956i,0.033778-0.15448i,0.038058-0.14227i,0.058746-0.14564i,0.03502-0.11233i,0.018446-0.043338i,0.02134-0.0085113i,0.020133-0.0014997i,0.0186-0.0006444i,0.014862-0.0028348i,0.011104+0.0001057i,0.013175+0.0054016i,0.016272+0.0073667i,0.01612+0.0084416i,0.012754+0.0075038i,0.0058908+0.0044975i,-0.0038866+0.0022319i,-0.013131+0.00079561i
0.0029918-0.0036009i,0.0093916-0.048189i,0.031345-0.13969i,0.050742-0.215i,0.029817-0.14922i,-0.007544+0.011379i,-0.033647+0.072754i,-0.095289+0.041421i,-0.14986+0.036433i,-0.11408+0.040181i,-0.047954+0.0093729i,-0.017287-0.016198i,-0.0083077-0.016481i,-0.0073781-0.0093877i,-0.01118-0.0023855i,-0.01238+0.0026956i,-0.010656+0.0047449i,-0.011239+0.0046058i,-0.013005+0.0041831i,-0.011925+0.0057262i,-0.0095749+0.0056473i,-0.0072474+0.002685i,-0.0022899+0.0022929i
0.077182-0.0194i,0.21232-0.07453i,0.30725-0.20385i,0.20347-0.32187i,0.0142-0.28327i,-0.03737-0.12375i,0.019181+0.0024782i,0.064028+0.07262i,0.085608+0.11009i,0.074628+0.086825i,0.030725+0.04537i,-0.00090674+0.029009i,-0.0081687+0.017303i,-0.0081608+0.0071148i,-0.002111+0.0032167i,0.0023736-0.0026072i,-0.0018836-0.010389i,-0.007718-0.015075i,-0.011185-0.013909i,-0.011199-0.0091499i,-0.0070847-0.0042683i,0.002901+0.00073656i,0.014652+0.0015229i
-0.037593+0.0033224i,-0.10238+0.032909i,-0.15735+0.1302i,-0.13592+0.22028i,-0.062392+0.15421i,-0.011303-0.010302i,0.0071435-0.099293i,0.046678-0.11924i,0.074224-0.13744i,0.047256-0.11335i,0.020829-0.046807i,0.020202-0.0054101i,0.020169+0.0024872i,0.017795+0.00075047i,0.014636-0.0023645i,0.012336+0.00092201i,0.016208+0.0051874i,0.021668+0.0038021i,0.021522-5.2393e-05i,0.014561-0.0035661i,0.0058787-0.0053637i,-0.0031746-0.0053814i,-0.010848-0.0042289i
-0.081451+0.023772i,-0.20095+0.11342i,-0.28112+0.26867i,-0.17407+0.40786i,0.0092393+0.41638i,0.035991+0.302i,-0.046369+0.17516i,-0.12187+0.078086i,-0.16192+0.022539i,-0.13035+0.004929i,-0.061792-0.016272i,-0.02598-0.029972i,-0.016527-0.017005i,-0.010366-0.0046055i,-0.009447-0.0024042i,-0.011813-0.0010215i,-0.013703+0.0047263i,-0.012225+0.011123i,-0.0063196+0.0098021i,-8.6749e-05+0.0044933i,0.0034331+0.0010873i,0.0010514-0.0024567i,-0.0055795-0.0025592i
0.062131+0.004494i,0.16646-0.020214i,0.27537-0.098866i,0.26643-0.21408i,0.1408-0.25321i,0.051979-0.16892i,0.044002-0.04388i,0.065079+0.056822i,0.0823+0.10625i,0.06821+0.090623i,0.026942+0.051942i,-0.0029273+0.024202i,-0.0087522+0.0042432i,-0.0061996-0.0067852i,-0.0032856-0.0085881i,-0.0028625-0.0089086i,-0.007181-0.011479i,-0.012778-0.011573i,-0.015431-0.0079163i,-0.012884-0.0027578i,-0.0053803+0.0027555i,0.0040092+0.0081616i,0.013003+0.011024i
0.058568-0.047154i,0.13699-0.16427i,0.14393-0.33186i,0.008231-0.40053i,-0.093164-0.29572i,-0.029146-0.167i,0.070522-0.14342i,0.10127-0.15103i,0.098208-0.12834i,0.075712-0.078667i,0.051425-0.017706i,0.045324+0.011824i,0.033452+0.0086738i,0.016221+0.0056567i,0.0080522+0.0066926i,0.0089397+0.0080417i,0.016854+0.006532i,0.020251+0.0011634i,0.015651+0.00065229i,0.0092926+0.0036071i,0.00072809+0.0038107i,-0.0055618+0.002i,-0.0062049-0.0046161i
-0.073775+0.0054834i,-0.22788+0.039848i,-0.36649+0.13684i,-0.33249+0.25133i,-0.17938+0.29571i,-0.082869+0.25553i,-0.084247+0.17186i,-0.12822+0.076878i,-0.15918+0.023897i,-0.12053+0.0070504i,-0.052416-0.015775i,-0.026316-0.025142i,-0.022638-0.0069692i,-0.013331+0.0082801i,-0.0074285+0.011335i,-0.0054946+0.0093025i,-0.0058727+0.0081541i,-0.0048665+0.011114i,-0.00017171+0.010415i,0.000667+0.0062364i,-0.00089116+0.0011231i,-0.00064785-0.0051664i,-0.0019977-0.0076972i
-0.038112+0.0847i,-0.039944+0.21957i,0.039668+0.35373i,0.18155+0.31409i,0.19682+0.075474i,0.037297-0.094626i,-0.062367-0.029814i,-0.01084+0.087503i,0.05515+0.10121i,0.04635+0.05377i,-0.001446+0.012854i,-0.025627+0.0025184i,-0.014345-0.0027906i,-0.0029104-0.012292i,-0.0014708-0.013296i,-0.0039632-0.013319i,-0.008604-0.013637i,-0.010615-0.011663i,-0.01019-0.010854i,-0.0097141-0.010535i,-0.0082863-0.0079483i,-0.0049065-1.9476e-05i,-0.00026011+0.012067i
0.075177-0.051173i,0.21724-0.12772i,0.36518-0.21892i,0.34421-0.24721i,0.19258-0.1612i,0.11941-0.065156i,0.12525-0.069615i,0.12223-0.11298i,0.09354-0.12556i,0.048512-0.087788i,0.026494-0.018292i,0.036129+0.011907i,0.031127+0.001877i,0.014932-0.0041328i,0.0079375-0.004409i,0.0067204-0.00071208i,0.012404+0.0036621i,0.017237+0.001416i,0.014583-0.00028719i,0.0089219+0.00083685i,0.0038814-0.00067548i,-0.0021089-0.0040428i,-0.0060003-0.0082095i
0.029495-0.065295i,-0.015066-0.17407i,-0.20377-0.25875i,-0.38054-0.16956i,-0.29903+0.050553i,-0.069956+0.15733i,0.016568+0.075729i,-0.067818-0.0089233i,-0.13568+0.0075331i,-0.094883+0.038651i,-0.024944+0.016204i,-0.010627-0.010551i,-0.021171+0.00043988i,-0.014663+0.013816i,-0.0055128+0.01176i,-0.0028973+0.0074195i,-0.0046084+0.0053665i,-0.0078565+0.0055932i,-0.0057813+0.0056133i,0.0012324+0.0053297i,0.0081673+0.004453i,0.014032-0.0010455i,0.015158-0.0093807i
-0.10747+0.080923i,-0.2642+0.20104i,-0.36141+0.31038i,-0.26972+0.28016i,-0.13152+0.087591i,-0.11024-0.075223i,-0.11805-0.033552i,-0.035973+0.085631i,0.057934+0.10935i,0.069847+0.05729i,0.024299+0.010819i,-0.0085041-0.0068338i,-0.0042018-0.016509i,0.0027882-0.021625i,0.00055591-0.01501i,-0.0018158-0.011259i,-0.0073368-0.013677i,-0.010927-0.012296i,-0.010835-0.0095506i,-0.011467-0.0066342i,-0.012222+0.0012854i,-0.010121+0.014666i,-0.0037477+0.025902i
-0.008734+0.026084i,0.12012+0.064885i,0.36861+0.099718i,0.51568+0.065749i,0.3884+0.0086411i,0.1735+0.047404i,0.10653+0.085441i,0.11888+0.012517i,0.088513-0.075192i,0.030258-0.076121i,0.0086756-0.016613i,0.029648+0.020177i,0.036411+0.013375i,0.019381+0.0030458i,0.0066148+0.0015585i,0.0044104+0.0056845i,0.010953+0.013042i,0.016962+0.014014i,0.015194+0.011164i,0.007787+0.0093232i,-0.0017552+0.0054352i,-0.012094-0.0012516i,-0.0195-0.0049492i
0.099883-0.070521i,0.18447-0.15425i,0.19584-0.24503i,0.088004-0.26512i,-0.0048638-0.15961i,0.0096645-0.057882i,0.016736-0.06565i,-0.053891-0.086998i,-0.11709-0.044502i,-0.093646+0.0041595i,-0.036777+0.006357i,-0.023778-0.0029414i,-0.032832+0.0084493i,-0.022886+0.016799i,-0.0089508+0.011634i,-0.0052335+0.0084009i,-0.0049824+0.0073112i,-0.0042775+0.0044743i,-0.00071113+0.0035193i,0.0043441+0.0024642i,0.0077172-0.0042425i,0.013708-0.014835i,0.018763-0.024199i
-0.039637-0.0096192i,-0.21387-0.038995i,-0.47587-0.043867i,-0.55968+0.013314i,-0.37533+0.0090762i,-0.19132-0.10781i,-0.13995-0.14274i,-0.092638-0.041302i,0.0010123+0.03471i,0.052601+0.018845i,0.03102-0.025016i,-0.0027448-0.040274i,-0.0038499-0.031216i,0.0024088-0.021061i,0.0006148-0.013456i,0.0012812-0.014739i,-0.00075173-0.021434i,-0.0065368-0.021715i,-0.011569-0.019679i,-0.014842-0.018881i,-0.015055-0.010627i,-0.011375+0.0066962i,-0.0024404+0.022066i
-0.02349+0.025671i,0.010177+0.070616i,0.12757+0.15958i,0.22447+0.24775i,0.20279+0.29157i,0.14401+0.30587i,0.12473+0.26404i,0.11794+0.14608i,0.075548+0.031604i,0.017846-0.0051351i,0.0021991+0.018581i,0.025282+0.034323i,0.033369+0.023828i,0.020783+0.01412i,0.011918+0.0087364i,0.0090168+0.0058456i,0.0091389+0.0086177i,0.011209+0.013229i,0.0096814+0.014041i,0.0059787+0.012366i,0.0027156+0.0094947i,-0.0046689+0.0045847i,-0.014294+0.0031277i
0.036182+0.079225i,0.15425+0.16979i,0.2815+0.18383i,0.28758+0.050858i,0.16381-0.081691i,0.055805-0.067569i,0.044457-0.0060777i,0.041072+0.0023345i,-0.006321-0.0028004i,-0.039478+0.020742i,-0.032855+0.039378i,-0.02616+0.028817i,-0.028999+0.011015i,-0.020915-0.0019924i,-0.013195-0.0069504i,-0.015219-0.0010727i,-0.015367+0.0042126i,-0.010024+0.0025829i,-8.1373e-05+0.00069015i,0.0084645+0.00097372i,0.012426+0.00093963i,0.016531-0.0029384i,0.016315-0.010883i
-0.12063-0.051254i,-0.29087-0.10427i,-0.43129-0.17542i,-0.39195-0.20991i,-0.23294-0.20855i,-0.12596-0.22926i,-0.10396-0.21941i,-0.082773-0.14284i,-0.017331-0.066205i,0.039611-0.047484i,0.039512-0.061489i,0.011713-0.061126i,-0.0010087-0.046009i,-0.0054102-0.028241i,-0.0062445-0.011886i,-0.00037613-0.006828i,0.0031168-0.012195i,0.00031054-0.017295i,-0.0060463-0.018759i,-0.011442-0.017111i,-0.015343-0.0087452i,-0.0161+0.0042174i,-0.0099891+0.012317i
0.091986-0.1824i,0.15178-0.34884i,0.16181-0.35845i,0.11391-0.14105i,0.089021+0.10436i,0.099575+0.20083i,0.06974+0.15621i,0.0078852+0.078764i,-0.030384+0.036611i,-0.026215+0.017582i,-0.0045822+0.010997i,0.019862+0.020904i,0.033254+0.032953i,0.031747+0.036187i,0.028732+0.028202i,0.022361+0.017176i,0.012085+0.017489i,0.0058384+0.022856i,0.0045432+0.023341i,0.0032386+0.020406i,-0.00059594+0.012313i,-0.0046793+0.00040114i,-0.0065733-0.0051017i
0.13893+0.17901i,0.28087+0.32903i,0.32726+0.37549i,0.20626+0.23894i,0.029453+0.056239i,-0.064991-0.014169i,-0.039709+0.019009i,0.024149+0.049133i,0.033565+0.035414i,-0.0055353+0.033487i,-0.025645+0.044658i,-0.027719+0.034222i,-0.024935+0.012978i,-0.015071-0.008318i,-0.015544-0.018309i,-0.021873-0.010341i,-0.019294-0.0030701i,-0.010109-0.0026912i,-0.00061904-0.00063882i,0.0053272+7.9876e-05i,0.0082377-0.0033079i,0.011325-0.0061401i,0.0127-0.0075643i
-0.26436+0.14163i,-0.49381+0.26839i,-0.54818+0.31122i,-0.33639+0.23046i,-0.086852+0.10415i,0.018963-0.0054496i,0.031365-0.069328i,0.030569-0.096491i,0.029655-0.09795i,0.030601-0.08085i,0.027484-0.063122i,0.015793-0.055507i,0.00036777-0.047831i,-0.011019-0.030741i,-0.010896-0.014612i,0.0019359-0.011245i,0.013726-0.016124i,0.013235-0.020691i,0.0022302-0.024962i,-0.010119-0.02632i,-0.015939-0.017663i,-0.016959-0.0030334i,-0.013897+0.0079452i
0.014477-0.23883i,0.06719-0.40759i,0.15459-0.39691i,0.20283-0.20359i,0.18061-0.026978i,0.13567+0.066238i,0.081004+0.083049i,0.0051678+0.064576i,-0.040306+0.063009i,-0.029383+0.052471i,-0.0057392+0.028371i,0.01027+0.0228i,0.016218+0.031162i,0.015574+0.035921i,0.019387+0.03004i,0.015896+0.01848i,0.0044443+0.01379i,-0.0011418+0.014896i,-0.0015562+0.015752i,-0.0012591+0.016724i,0.00089634+0.014336i,0.0038974+0.0058826i,0.0039385+0.00011156i
0.24384+0.0084995i,0.39518-0.0098537i,0.35266-0.087344i,0.11042-0.17834i,-0.10858-0.18588i,-0.18624-0.1253i,-0.15194-0.028129i,-0.045817+0.055429i,0.03955+0.063193i,0.035105+0.038289i,-0.0043707+0.029537i,-0.026824+0.018345i,-0.027708-0.0034563i,-0.020555-0.022432i,-0.026202-0.025396i,-0.035049-0.012652i,-0.03059-0.0040929i,-0.020025-0.0038031i,-0.006906+0.0017618i,0.0080606+0.0079633i,0.014179+0.0074538i,0.013015+0.0079378i,0.010979+0.0061055i
-0.16087+0.12165i,-0.34468+0.15582i,-0.47967+0.13058i,-0.402+0.12628i,-0.1558+0.15461i,0.046337+0.11573i,0.089581+0.00099691i,0.043359-0.094699i,-0.003909-0.12322i,-0.012851-0.096226i,0.0070425-0.056763i,0.022908-0.035958i,0.021306-0.025381i,0.010605-0.014541i,0.0072714-0.0050463i,0.017244-0.00086669i,0.024362-0.0019262i,0.017895-0.0033997i,0.0058347-0.0083997i,-0.003565-0.015434i,-0.0092726-0.014939i,-0.013099-0.010421i,-0.015265-0.010244i
-0.079378-0.051791i,-0.039011-0.0025216i,0.11361+0.12729i,0.24421+0.19257i,0.21189+0.11678i,0.10763+0.036488i,0.051164+0.010299i,-0.0031856-0.0031614i,-0.053055+0.019449i,-0.043357+0.043222i,-0.011226+0.030323i,0.0035117+0.026788i,0.015184+0.038452i,0.028313+0.036945i,0.035381+0.025018i,0.027002+0.014173i,0.0088315+0.013979i,0.0031595+0.01648i,0.0041848+0.012306i,-0.0015613+0.012545i,-0.0054039+0.013699i,-0.00066742+0.0042237i,0.0078633-0.003822i
0.099842+0.0091445i,0.17889+0.06298i,0.23239+0.074615i,0.19884-0.015124i,0.059051-0.11226i,-0.088879-0.10096i,-0.11354-0.002654i,-0.021329+0.068932i,0.061875+0.055986i,0.0586+0.014437i,0.0098989-0.0010009i,-0.018476-0.010477i,-0.021605-0.027743i,-0.020083-0.032706i,-0.024472-0.028198i,-0.029406-0.02123i,-0.020934-0.015877i,-0.0079216-0.015551i,-0.0013948-0.01105i,0.0025464-0.0055501i,-0.0011259-0.0020663i,-0.0090043+0.0095172i,-0.0086794+0.022737i
-0.0069563-0.027532i,-0.090912-0.14742i,-0.22577-0.24837i,-0.27087-0.16304i,-0.11657+0.044883i,0.1046+0.13567i,0.1792+0.066833i,0.11261-0.024826i,0.025741-0.062154i,-0.0099621-0.046701i,0.013644-0.025636i,0.031097-0.028288i,0.011342-0.02448i,-0.0090265-0.010082i,-0.012995-0.00023319i,-0.0037996+0.0046577i,0.007486+0.0036059i,0.0068029+0.00086547i,-0.0019927-0.003792i,-0.0097906-0.0097621i,-0.011102-0.010879i,-0.0073354-0.010076i,-0.0070607-0.01181i
-0.011473+0.036101i,-0.0026451+0.089594i,-0.00066438+0.1551i,-0.015256+0.15522i,-0.03936+0.05046i,-0.080346-0.056052i,-0.090488-0.054969i,-0.049985-0.0038689i,-0.01613+0.032539i,-0.0025802+0.050581i,-0.0015524+0.044909i,-0.010549+0.041617i,-0.0082348+0.047918i,0.0034625+0.041904i,0.012701+0.030702i,0.013453+0.019486i,0.0009072+0.009397i,-0.0078022+0.0082783i,-0.0047055+0.011459i,-0.0017565+0.014856i,0.0047414+0.013107i,0.020087+0.0020435i,0.030822-0.007709i
-0.12049-0.026902i,-0.21124-0.014379i,-0.20813+0.017327i,-0.089472+0.028853i,-0.0020193+0.007867i,-0.015796+0.0062366i,-0.057295+0.023116i,-0.044133+0.034272i,0.010236+0.011557i,0.024594-0.031368i,-0.0055512-0.031702i,-0.01325-0.011171i,0.0042472-0.016475i,0.01256-0.021224i,0.007783-0.020128i,-0.0028717-0.021261i,-0.004934-0.018761i,-0.00026904-0.016891i,0.0025958-0.014029i,0.0071382-0.013711i,0.002321-0.012854i,-0.015118+0.001702i,-0.026842+0.020047i
0.11497-0.12264i,0.20811-0.23575i,0.22822-0.29549i,0.13556-0.20743i,0.075817-0.014069i,0.12928+0.096641i,0.16398+0.055803i,0.08444-0.024i,-0.017938-0.040458i,-0.040904-0.014301i,0.0030834-0.0090326i,0.034632-0.028865i,0.023138-0.039867i,0.00054899-0.040477i,-0.013955-0.031822i,-0.017307-0.0092515i,-0.0074863+0.013571i,0.002777+0.020894i,0.00096105+0.013674i,-0.0080547+0.0068214i,-0.011706+0.0037974i,-0.011391-0.00267i,-0.012942-0.0095724i
0.13123+0.24053i,0.23503+0.42518i,0.28794+0.49302i,0.22483+0.31845i,0.037627+0.058344i,-0.14942-0.037359i,-0.17134+0.01351i,-0.062209+0.045497i,0.0078482+0.033721i,0.011708+0.034608i,-0.0044+0.037861i,-0.023603+0.034046i,-0.027673+0.0347i,-0.015002+0.030542i,0.0019929+0.022928i,0.017715+0.013908i,0.018793-1.9984e-05i,0.010615-0.004719i,0.009053+0.0036445i,0.010865+0.012168i,0.011647+0.013178i,0.016863+0.0041733i,0.02719-0.0096847i
-0.26063-0.024088i,-0.4404-0.070334i,-0.45776-0.11751i,-0.25457-0.082492i,-0.0018596+0.0091265i,0.13774+0.048596i,0.13368+0.019074i,0.056821-0.014816i,0.009516-0.028i,-0.0024343-0.038948i,-0.01056-0.035214i,-0.011848-0.010791i,0.0036161+0.013366i,0.025902+0.028191i,0.033911+0.02494i,0.025256+0.0087445i,0.015581-0.0044655i,0.0073865-0.016918i,-0.00035749-0.025629i,-0.0032611-0.02685i,-0.0076172-0.020607i,-0.016566-0.0038579i,-0.021216+0.011092i
0.094571-0.22575i,0.14611-0.35718i,0.11002-0.3429i,-0.0062434-0.17392i,-0.049692-0.03827i,-0.0072995-0.043789i,0.037129-0.083091i,0.047436-0.081252i,0.021494-0.05349i,0.0073201-0.018339i,0.024563-0.015758i,0.030685-0.04523i,0.0097956-0.064704i,-0.018281-0.062195i,-0.03823-0.039297i,-0.045502-0.0076249i,-0.038832+0.016824i,-0.023672+0.026517i,-0.015279+0.02555i,-0.017401+0.026951i,-0.015264+0.028394i,-0.0041396+0.017611i,0.003313+0.0052441i
0.033273+0.26725i,-0.0093006+0.56008i,-0.03629+0.78422i,0.017303+0.65897i,0.014496+0.27407i,-0.107+0.032659i,-0.17637+0.025558i,-0.098209+0.049455i,0.0092944+0.024109i,0.044392+0.0029065i,0.020488+0.010448i,-0.012547+0.024424i,-0.029571+0.023187i,-0.031783+0.01045i,-0.018201-0.0072742i,0.0028466-0.027508i,0.010217-0.036433i,0.0069956-0.021891i,0.0064821-0.00084002i,0.0064474+0.006119i,0.0061034+0.0013829i,0.011925-0.0057696i,0.021936-0.011961i
-0.17628-0.077321i,-0.27829-0.22582i,-0.26324-0.35304i,-0.089658-0.30391i,0.12845-0.15207i,0.27594-0.092685i,0.28518-0.12438i,0.14695-0.12696i,-0.00049936-0.066646i,-0.048635-0.014084i,-0.022322+0.0034357i,0.019651+0.015389i,0.047645+0.03533i,0.055048+0.049308i,0.040741+0.046171i,0.016004+0.040948i,0.006711+0.036379i,0.0094297+0.015986i,0.0046739-0.0097169i,-0.0038991-0.022023i,-0.010987-0.019152i,-0.017291-0.004614i,-0.019155+0.010701i
0.1329-0.14535i,0.27321-0.3221i,0.27895-0.4393i,0.075063-0.3305i,-0.058857-0.026412i,0.039499+0.23619i,0.18219+0.30577i,0.23565+0.2137i,0.18863+0.075046i,0.10856+0.0063133i,0.068728-0.017788i,0.040032-0.056235i,0.0013347-0.077449i,-0.02848-0.067124i,-0.051712-0.030037i,-0.057053+0.016318i,-0.042245+0.036011i,-0.026443+0.03836i,-0.018253+0.043337i,-0.020277+0.049876i,-0.024071+0.052928i,-0.0174+0.049831i,-0.00044324+0.047427i
-0.029577+0.14993i,-0.16726+0.38306i,-0.28769+0.62129i,-0.23131+0.62171i,-0.15247+0.398i,-0.25611+0.19802i,-0.38045+0.11178i,-0.33092+0.059421i,-0.19392+0.023482i,-0.092096+0.025866i,-0.040977+0.052296i,-0.022358+0.06448i,-0.014254+0.04132i,0.0097555-0.0011857i,0.047645-0.053648i,0.063038-0.10076i,0.0418-0.10828i,0.01187-0.078986i,-0.0022114-0.049821i,-0.0089695-0.044321i,-0.027344-0.052629i,-0.049935-0.052987i,-0.054351-0.04901i
-0.081074-0.0019714i,-0.048682-0.12815i,0.032343-0.24673i,0.1536-0.19796i,0.25901-0.066463i,0.30982+0.020284i,0.32508+0.065933i,0.26468+0.021177i,0.11406-0.058607i,-0.02063-0.058983i,-0.04615-0.016126i,-0.018507+0.0055054i,-0.003635+0.018335i,0.0041978+0.024328i,0.0030826+0.024254i,0.0025592+0.036146i,0.018463+0.039244i,0.028121+0.008188i,0.0097582-0.027054i,-0.01169-0.032635i,-0.0084011-0.021175i,0.01233-0.012378i,0.027993-0.011119i
-0.1325+0.064657i,-0.099467+0.14236i,-0.050787+0.14874i,-0.11818+0.047939i,-0.26749-0.077926i,-0.34147-0.17928i,-0.29645-0.2332i,-0.16113-0.20934i,-0.027744-0.14934i,0.010768-0.10144i,-0.0091063-0.060483i,-0.0020003-0.051822i,0.018558-0.087548i,0.0035574-0.099727i,-0.034629-0.058703i,-0.055543-0.006127i,-0.045165+0.023488i,-0.019983+0.034129i,0.0031467+0.037409i,0.015854+0.036579i,0.01774+0.024766i,0.010184-0.0016895i,-0.006958-0.019103i
-1.7427+6.7878i,0.48831+6.5011i,3.3534+5.6127i,4.5758+2.493i,4.0262-1.0415i,1.915-3.1091i,-0.22953-2.5979i,-1.0516-0.95102i,-0.36962+0.15583i,0.63904-0.064142i,0.67332-0.77715i,0.13552-1.1293i,-0.5247-1.601i,-1.3359-2.2602i,-1.605-2.3322i,-1.0248-1.4497i,-0.32462-0.45484i,-0.23018+0.017582i,-0.58291+0.26301i,-0.60496+0.4939i,-0.12884+0.5461i,0.37774+0.28391i,0.47427-0.15931i
0.21439-0.05444i,0.39047-0.26881i,0.36163-0.58998i,0.07962-0.64657i,-0.21188-0.4057i,-0.3267-0.27314i,-0.34182-0.2975i,-0.29049-0.18619i,-0.1265+0.001546i,-0.012863+0.052647i,-0.035378+0.067416i,-0.011973+0.094541i,0.045994+0.054277i,0.029178+0.030985i,0.00039113+0.057404i,-0.0076092+0.06483i,-0.0097722+0.063074i,-0.00047897+0.066217i,0.0077573+0.057651i,0.0037103+0.046909i,-0.0032121+0.030702i,-0.013947-0.0056534i,-0.034814-0.026786i
-0.35178+0.31683i,-0.47653+0.55124i,-0.49055+0.56i,-0.38783+0.28255i,-0.17989-0.12858i,0.0022462-0.48593i,0.0085363-0.57759i,-0.062431-0.40206i,-0.091973-0.21761i,-0.11968-0.11127i,-0.1322-0.029318i,-0.10247+0.015652i,-0.060636+0.011722i,-0.029742+0.0005159i,0.001675+0.01881i,0.037238+0.042472i,0.052758+0.044344i,0.044844+0.035684i,0.03485+0.02535i,0.030221+0.014118i,0.02894+0.0069456i,0.025729+0.0025985i,0.015615-0.00088341i
0.032462-0.33735i,0.065361-0.40086i,0.21129-0.2006i,0.34316-0.013401i,0.22102-0.064467i,-0.068851-0.17602i,-0.23545-0.16347i,-0.23789-0.056171i,-0.16393+0.047858i,-0.089334+0.077848i,-0.055065+0.077787i,-0.021223+0.093973i,0.006285+0.1025i,0.011246+0.10074i,0.016668+0.084409i,0.015963+0.05586i,0.002801+0.028811i,-0.0076339+0.0046385i,-0.010566-0.011568i,-0.0064907-0.020942i,0.002188-0.029099i,-0.0024911-0.031564i,-0.021571-0.021122i
0.448+0.15011i,0.62432+0.014584i,0.42444-0.32933i,-0.023802-0.49697i,-0.26949-0.24613i,-0.18099+0.11011i,0.0062956+0.22163i,0.10505+0.13022i,0.09378+0.032685i,0.066056+0.0093802i,0.053473-0.0058133i,0.023515-0.038757i,-0.0031684-0.059539i,-0.015791-0.063214i,-0.032819-0.045485i,-0.05047-0.023381i,-0.054403-0.0046918i,-0.037052+0.018598i,-0.008106+0.031519i,0.010252+0.028628i,0.0068385+0.017184i,-0.0087803+0.0070304i,-0.018806+0.013424i
