0.00028317+0.0004603i,0.0011026-0.00061877i,0.001247-0.0019735i,0.00012993-0.0018586i,-0.0013124-0.00057321i,-0.0023171+0.001419i,-0.0013582+0.0018692i,0.00060806+0.00072748i,0.0014385+0.00024581i,0.0017503+0.000245i,0.0015203-6.9493e-05i,0.0004876+0.00011032i,-3.7539e-05+0.0004823i,0.00024848+0.00040214i,0.00016885-8.0623e-05i,0.00020662-0.00032291i,0.00010324+0.00010162i,0.00015245-0.0001818i,0.00021437-0.00061169i,-0.00051089-0.00075831i,-0.00016079-0.00071968i,0.00046923-0.00011776i,0.00027479+5.4879e-05i
-0.11441-0.1222i,-0.055463-0.076112i,0.052496+0.053105i,0.10415+0.10962i,0.064244+0.076298i,-0.019184+0.062238i,-0.039133+0.06606i,-0.0077079+0.036263i,-0.0052643-0.010263i,-0.027443-0.023523i,-0.026592-0.0076816i,-0.011172-0.0031145i,-0.01361-0.010649i,-0.020661-0.010217i,-0.016685-0.0030173i,-0.010036+0.00046779i,-0.01072+0.00116i,-0.01817+0.010985i,-0.018459+0.028463i,-0.0092549+0.032655i,-0.0035153+0.02212i,-0.0043493+0.012352i,-0.0060162+0.0072125i
0.080714+0.09927i,0.10092+0.10959i,0.1064+0.021071i,0.057561-0.038279i,0.0056078+0.028795i,0.035485+0.092813i,0.067205+0.050226i,0.029856-0.0061138i,-0.016839+0.012701i,-0.0086105+0.049353i,0.01364+0.034954i,-0.00060068+0.011005i,-0.013561+0.021345i,-0.0011128+0.030408i,0.0086206+0.021108i,0.0092594+0.014215i,0.011343+0.011463i,0.019839+0.0037159i,0.029603-0.0074746i,0.028863-0.013568i,0.019038-0.01269i,0.013666-0.010916i,0.01449-0.0087074i
-0.017382+0.084379i,-0.027664+0.083997i,-0.063962+0.074416i,-0.055825+0.054485i,0.015031-0.0065083i,0.049492-0.072144i,0.012919-0.081127i,-0.014636-0.041835i,0.01924-0.023334i,0.042917-0.049438i,0.02467-0.052898i,0.024988-0.022787i,0.038778-0.018066i,0.027443-0.031389i,0.0075002-0.03201i,-0.0044803-0.028543i,-0.0098038-0.02186i,-0.010867-0.0098583i,-0.0097738-0.0041356i,-0.0073849-0.0049903i,-0.0067203-0.0030638i,-0.012082+0.0025519i,-0.018667+0.0057096i
0.042897-0.10653i,0.10706-0.12095i,0.17111-0.10708i,0.12476-0.084792i,-0.021869-0.047415i,-0.12987+0.0024909i,-0.12648+0.042908i,-0.072354+0.041686i,-0.057399+0.014015i,-0.065467+0.017794i,-0.051009+0.027568i,-0.044512+0.0084149i,-0.05082+0.0014907i,-0.039495+0.012604i,-0.024559+0.018281i,-0.016978+0.023459i,-0.0043504+0.02243i,0.0055724+0.007411i,0.0026405-0.0055526i,-0.0038195-0.0065813i,-0.0014693-0.0021033i,0.011461+0.00087556i,0.02344-0.0013444i
0.15623+0.11924i,0.15881+0.083695i,0.049203+0.014323i,-0.020636+0.032031i,0.044485+0.11985i,0.13631+0.14871i,0.13652+0.098473i,0.076224+0.061124i,0.039295+0.061113i,0.042204+0.046593i,0.049349+0.019433i,0.048198+0.012434i,0.040845+0.011731i,0.0221+0.0028189i,0.0064051-0.00052957i,0.0058651-0.0025918i,0.0023859-0.0062085i,-0.0078334+1.8348e-05i,-0.00985+0.0093742i,-0.0055289+0.010036i,-0.0058349+0.0030477i,-0.015285-0.0039066i,-0.026719-0.0048708i
-0.23769-0.29013i,-0.33757-0.36559i,-0.31681-0.28273i,-0.21175-0.16889i,-0.13371-0.1582i,-0.12237-0.16142i,-0.099171-0.10026i,-0.031218-0.057404i,0.019674-0.053984i,0.022856-0.049685i,-0.0068428-0.043864i,-0.036544-0.034492i,-0.036842-0.015239i,-0.01747+0.004242i,-0.0012762+0.00936i,0.0024699+0.0057607i,0.0039261+0.0057198i,0.010452+0.0017971i,0.011065-0.0048033i,0.008678-0.0014535i,0.011982+0.0089893i,0.020052+0.016763i,0.027637+0.017714i
0.24787+0.23756i,0.32074+0.37212i,0.29995+0.39262i,0.23349+0.2915i,0.14991+0.19202i,0.092031+0.13997i,0.069118+0.088239i,0.033417+0.040212i,-0.0072978+0.012366i,-0.024146+0.010398i,-0.0057341+0.033232i,0.02762+0.043701i,0.038492+0.023891i,0.027743-0.0010834i,0.010608-0.0093571i,0.0012336-0.0048014i,-0.001686-0.0043947i,-0.0101-0.0048828i,-0.013209-0.00068484i,-0.0082228-0.0040918i,-0.0073022-0.013722i,-0.011903-0.016567i,-0.014861-0.012135i
-0.37766-0.28506i,-0.48514-0.44187i,-0.41917-0.4537i,-0.2992-0.30128i,-0.20312-0.11401i,-0.12051-0.0037492i,-0.059185+0.017243i,-0.03197-0.0012121i,-0.028691-0.00023036i,-0.010611+0.009597i,0.0070047-0.015625i,-0.0086089-0.044125i,-0.030617-0.03228i,-0.030455-0.003145i,-0.013037+0.0098831i,-0.0013395+0.0058819i,-0.0026485+0.0043394i,0.0011099+0.0089628i,0.0078631+0.0080604i,0.0072593+0.0071046i,0.0076201+0.011123i,0.017557+0.0095931i,0.027336+0.00025569i
0.25035+0.31633i,0.30858+0.51643i,0.24401+0.54384i,0.18678+0.36114i,0.17474+0.13349i,0.14186-0.0027355i,0.08043-0.040401i,0.031827-0.019325i,0.035276+0.012036i,0.048638+0.0063009i,0.02298+0.0012035i,0.0048662+0.03039i,0.02317+0.039662i,0.034405+0.010149i,0.02017-0.015661i,0.0069964-0.015577i,0.0078043-0.0063903i,0.0054117-0.0054364i,-0.0060569-0.006953i,-0.010811-0.0068939i,-0.011917-0.011487i,-0.024399-0.016664i,-0.037149-0.014147i
-0.23979-0.17776i,-0.23635-0.30136i,-0.098018-0.32258i,-0.026059-0.22623i,-0.071556-0.10823i,-0.095119-0.031255i,-0.058132-0.0043005i,-0.018297-0.011314i,-0.013454-0.042688i,-0.035686-0.046395i,-0.026403-0.019976i,0.0053781-0.03384i,-0.0047992-0.060519i,-0.031595-0.04028i,-0.032831-0.0070355i,-0.023537+0.0032054i,-0.017125+0.0022694i,-0.0093663+0.0071543i,0.00037372+0.014535i,0.0046409+0.013981i,0.0061272+0.012436i,0.015765+0.017441i,0.028466+0.019483i
0.24808+0.19534i,0.2604+0.25049i,0.094981+0.18328i,-0.059504+0.11076i,-0.080097+0.12213i,-0.049895+0.12048i,-0.051209+0.068234i,-0.067868+0.035508i,-0.06442+0.051278i,-0.021974+0.057927i,0.0050608+0.027476i,-0.018898+0.024227i,-0.025809+0.053747i,0.0018138+0.051602i,0.016525+0.025422i,0.015397+0.010762i,0.014445+0.0029314i,0.011542-0.004874i,0.0072077-0.0059468i,0.0043969-0.0005056i,-0.0026354-0.0025132i,-0.017149-0.014274i,-0.029588-0.022402i
-0.12264-0.16001i,-0.1447-0.19227i,-0.049683-0.095963i,0.088969-0.02467i,0.15757-0.080108i,0.12183-0.11807i,0.064167-0.056062i,0.063837+0.0084178i,0.08869+0.0051925i,0.061893-0.026888i,0.012439-0.028549i,0.014048-0.022155i,0.031318-0.039479i,0.016438-0.044735i,-0.0018382-0.027374i,-0.0070816-0.013269i,-0.0081666-0.0064638i,-0.0032338-0.0012762i,0.0070985-0.002288i,0.012951-0.0069334i,0.012166+0.0029209i,0.015159+0.02729i,0.021072+0.043402i
0.13145+0.11435i,0.19365+0.13246i,0.14656+0.037415i,-0.0082775-0.022329i,-0.14556+0.055463i,-0.15119+0.13148i,-0.070556+0.10655i,-0.028429+0.021498i,-0.054594-0.033156i,-0.063328-0.0070714i,-0.02053+0.029936i,-0.0049849+0.027319i,-0.027455+0.026912i,-0.026522+0.032996i,-0.0099862+0.024339i,-0.0025526+0.010679i,-0.0013566+0.00018415i,-0.0054716-0.0088935i,-0.012771-0.012734i,-0.014702-0.012297i,-0.0071615-0.01811i,0.0031832-0.033507i,0.0083961-0.046984i
-0.056816-0.23979i,-0.14479-0.33608i,-0.20402-0.23337i,-0.12583-0.05697i,0.023676-0.0061212i,0.07805-0.029469i,0.04302-0.03556i,2.6653e-05-0.004771i,-0.0053934+0.046164i,0.022069+0.04072i,0.020448-0.012901i,0.0043323-0.026794i,0.017822-0.010544i,0.024148-0.0086382i,0.011378-0.0098999i,0.00094149-0.0032596i,-0.0056334+0.0063511i,-0.0083188+0.014644i,-0.0077453+0.017617i,-0.0079257+0.017918i,-0.0091474+0.019771i,-0.012544+0.024401i,-0.020344+0.030638i
-0.11833+0.22618i,-0.090947+0.39384i,0.050094+0.37902i,0.13984+0.18316i,0.087393+0.038044i,0.030559+0.023246i,0.027628+0.041472i,0.045836+0.031469i,0.060036-0.0013403i,0.03965-0.01389i,0.015383+0.013051i,0.010322+0.025254i,0.00032194+0.0049287i,-0.0085266-0.007561i,-0.0055842-0.0056468i,0.0033395-0.0042629i,0.012619-0.005345i,0.017241-0.006645i,0.016182-0.0046968i,0.015188-0.0032432i,0.016362-0.0078709i,0.018502-0.015922i,0.025222-0.019506i
0.16946-0.23302i,0.21976-0.43958i,0.10509-0.48737i,-0.07041-0.29879i,-0.10944-0.083908i,-0.044777-0.017682i,-9.0836e-05-0.043896i,-0.0094928-0.067896i,-0.038657-0.058405i,-0.034796-0.035574i,-0.010165-0.03565i,-0.0016887-0.03536i,-0.0039174-0.011844i,-0.0058659+0.0095044i,-0.010999+0.012657i,-0.019314+0.0059998i,-0.023473+0.0014466i,-0.022096+0.0012874i,-0.015752+0.0031456i,-0.0088527+0.004414i,-0.0089658+0.0038001i,-0.014491+0.0036464i,-0.020714+0.00049072i
-0.33617+0.24048i,-0.51892+0.44467i,-0.46018+0.51093i,-0.20129+0.35113i,-0.037733+0.13112i,-0.038421+0.023883i,-0.065211+0.015245i,-0.061179+0.041844i,-0.0285+0.06187i,-0.0018695+0.044456i,-0.0064044+0.025464i,-0.012106+0.02323i,-0.001027+0.011641i,0.0098034-0.0046113i,0.014721-0.0042572i,0.021311+0.0079781i,0.02596+0.01291i,0.025328+0.0092109i,0.02205+0.0020493i,0.016247-0.0035707i,0.0091283-0.0025151i,0.0057262+0.0014791i,0.0070105+0.0069665i
0.40817-0.091051i,0.6939-0.20219i,0.71143-0.2707i,0.43155-0.21198i,0.18864-0.072229i,0.1176+0.018361i,0.091191+0.029416i,0.07604+0.015671i,0.06909-0.0079135i,0.043927-0.015947i,0.026614-0.0093108i,0.022318-0.012753i,0.00799-0.011181i,-0.0050363-0.0015311i,-0.0062159-0.0040538i,-0.0078052-0.017072i,-0.012317-0.023756i,-0.015466-0.022142i,-0.016301-0.018596i,-0.013184-0.013513i,-0.009848-0.0075317i,-0.0073581-0.0023424i,-0.0019968-0.0032246i
-0.36727-0.0013982i,-0.68525+0.00090433i,-0.7814+0.036509i,-0.55619+0.070914i,-0.29627+0.02845i,-0.17834-0.046875i,-0.11402-0.06876i,-0.064805-0.068757i,-0.054743-0.068388i,-0.049099-0.05189i,-0.033976-0.024944i,-0.023898-0.0023371i,-0.011442+0.005606i,0.00046032+0.0028149i,0.0018771+0.0045424i,-0.00050603+0.017006i,0.0007694+0.026936i,0.0018669+0.027064i,-0.0015344+0.022028i,-0.0045933+0.014789i,-0.00098906+0.0093195i,0.004077+0.0035525i,0.0012868-0.00063926i
0.34102+0.099067i,0.6345+0.2046i,0.74225+0.23183i,0.55967+0.13426i,0.28794+0.071171i,0.10129+0.10351i,0.006712+0.11886i,-0.034707+0.10054i,-0.039564+0.095597i,-0.016827+0.088161i,0.011956+0.050459i,0.02007+0.0078649i,0.0095893-0.0078635i,0.00073933-0.00834i,0.0012543-0.010076i,0.0085058-0.01653i,0.012867-0.023587i,0.01183-0.022382i,0.0093719-0.012205i,0.0043229-0.0018914i,-0.0036619+0.0012399i,-0.0086973+0.0036785i,-0.0038192+0.0080961i
-0.20075-0.19968i,-0.37599-0.394i,-0.44424-0.45707i,-0.34018-0.2937i,-0.15191-0.11018i,0.0054777-0.045522i,0.078694-0.024032i,0.095727-0.012071i,0.09449-0.021556i,0.071375-0.037749i,0.022748-0.033857i,-0.014045-0.006971i,-0.016404+0.013066i,-0.0084792+0.014233i,-0.0096186+0.0076342i,-0.02013+0.0037827i,-0.026367+0.0066379i,-0.01997+0.0093098i,-0.0073007+0.0086891i,0.0046689+0.0077862i,0.01269+0.0076862i,0.016741+0.0025034i,0.014404-0.0081591i
0.060555+0.16436i,0.099432+0.34606i,0.10743+0.42503i,0.079444+0.28716i,0.0015225+0.096025i,-0.073861+0.011555i,-0.083576-0.014135i,-0.073785-0.032677i,-0.077289-0.033196i,-0.064349-0.013205i,-0.022732+0.0050745i,0.017826+4.1175e-05i,0.026442-0.013682i,0.012665-0.014497i,0.0016406-0.0019279i,0.0052843+0.0096187i,0.013583+0.0068765i,0.013186-0.0014979i,0.0092046-0.0070819i,0.006015-0.011561i,7.6285e-05-0.014014i,-0.0089946-0.0099831i,-0.014371+0.00064683i
-0.0052766-0.14799i,0.037856-0.29847i,0.081285-0.36256i,0.06873-0.24619i,0.055968-0.059195i,0.074504+0.046555i,0.067931+0.062794i,0.040892+0.062883i,0.031826+0.070013i,0.035019+0.055275i,0.016927+0.016549i,-0.021006-0.0028594i,-0.035659+0.0068184i,-0.018566+0.014647i,-0.00029201+0.0073626i,0.0014316-0.0037614i,-0.006958-0.0055269i,-0.012264-0.00085563i,-0.011904+0.0016442i,-0.010265+0.0021792i,-0.0071905+0.0032997i,0.0019612+0.003792i,0.011245+0.00026567i
-0.087886+0.11003i,-0.20065+0.20358i,-0.26428+0.24052i,-0.19152+0.17588i,-0.070843+0.063158i,-0.00082906-0.025619i,0.023268-0.05122i,0.039026-0.042374i,0.054065-0.042833i,0.042062-0.048459i,0.019743-0.024076i,0.026944+0.0071692i,0.036887+0.0054513i,0.018716-0.0063617i,-0.0014841-0.0039325i,-0.0025568+0.0031197i,0.004124+0.0061028i,0.0076224+0.0067935i,0.0071124+0.0058345i,0.0046467+0.0040657i,0.0017339+0.0026682i,-0.0036579+2.5283e-05i,-0.011691+0.00041044i
0.06745-0.02598i,0.16322-0.04013i,0.20727-0.046641i,0.12786-0.048891i,0.0028482-0.040742i,-0.074992-0.027749i,-0.084465-0.032204i,-0.068902-0.049886i,-0.070135-0.053608i,-0.064603-0.026464i,-0.033318-0.0085833i,-0.018974-0.01929i,-0.028007-0.0166i,-0.018513+0.0031233i,0.0021669+0.0087545i,0.0066281+0.0030231i,0.0036054+0.00018167i,0.0023127-0.0011979i,-0.0007663-0.0017173i,-0.0030303-0.0011613i,-0.0011813-0.00093367i,0.0037151+0.0011369i,0.010298+0.0022635i
-0.022195+0.026862i,-0.064173+0.028427i,-0.082404+0.035493i,-0.033346+0.067631i,0.037957+0.09876i,0.063795+0.10363i,0.037509+0.09233i,0.0027489+0.083156i,-0.0031276+0.081884i,0.013165+0.059826i,0.017716+0.026153i,0.013027+0.0178i,0.018105+0.017709i,0.017632+0.0014411i,0.0066457-0.011256i,0.0026567-0.010368i,0.0035085-0.0098156i,0.0013123-0.0087796i,0.0016006-0.0022067i,0.00304+0.0038601i,-9.3041e-05+0.0044539i,-0.00451+8.9742e-05i,-0.0082246-0.0036735i
0.0048611-0.036859i,0.0086885-0.04984i,0.012813-0.051396i,0.0038124-0.06915i,-0.022535-0.099281i,-0.036629-0.099062i,-0.020285-0.065197i,0.011449-0.03744i,0.033483-0.036251i,0.024724-0.035276i,0.0045462-0.019788i,-0.001766-0.012273i,-0.0066748-0.015089i,-0.011623-0.0079544i,-0.010103-0.0003566i,-0.011301-0.00015951i,-0.013759+0.0027084i,-0.0099441+0.0045951i,-0.0036563-0.0003382i,0.0013498-0.0042089i,0.0055258-0.0018838i,0.008573+0.00326i,0.011146+0.0053476i
0.0384+0.048693i,0.073011+0.085133i,0.0791+0.091724i,0.038787+0.073913i,-0.015198+0.079989i,-0.0372+0.087694i,-0.02751+0.057002i,-0.032065+0.011639i,-0.053877-0.0090437i,-0.049035-0.001856i,-0.018058+0.0026874i,0.00092105+0.00012251i,0.0059754+0.0047704i,0.0096339+0.0037543i,0.0075518+0.00044704i,0.0078359+0.0049043i,0.012712+0.0050868i,0.010217+0.0017445i,0.0020086+0.0020894i,-0.0032388-0.00017593i,-0.006398-0.0060748i,-0.0083751-0.010227i,-0.0099389-0.0097638i
-0.036992-0.11046i,-0.06678-0.21053i,-0.068499-0.23678i,-0.025562-0.15205i,0.039845-0.057521i,0.063081-0.0096525i,0.033285+0.025254i,0.017381+0.065734i,0.029579+0.085146i,0.036557+0.060234i,0.017783+0.020901i,-0.0089731+0.0001336i,-0.017409-0.0073529i,-0.015796-0.0091155i,-0.01111-0.007416i,-0.007909-0.0098845i,-0.012367-0.010849i,-0.013013-0.0056503i,-0.005868-0.00080807i,-0.0035691+0.0038277i,-0.0041834+0.01037i,0.00053205+0.014016i,0.0074176+0.012699i
-0.0025684+0.12034i,-0.025522+0.23236i,-0.056392+0.26144i,-0.074351+0.16297i,-0.078824+0.048884i,-0.049519+0.0029602i,0.017485-0.016347i,0.060426-0.054093i,0.056828-0.077862i,0.027822-0.060995i,0.0071619-0.022235i,0.010371+0.010801i,0.015952+0.021534i,0.012405+0.017954i,0.0053944+0.011679i,0.0005831+0.01194i,0.0052644+0.017408i,0.012531+0.015482i,0.01227+0.0085517i,0.010213+0.0036995i,0.010427-0.00035885i,0.0071545-0.0064623i,-0.00034103-0.012439i
0.026207-0.12681i,0.074612-0.23348i,0.11527-0.24723i,0.10237-0.14239i,0.061438-0.038271i,0.02795-0.011379i,-0.016623-0.027359i,-0.06199-0.026886i,-0.070908-0.010014i,-0.040681+0.0040169i,-0.0078658-0.00076944i,-0.00023757-0.022663i,-0.0090226-0.030791i,-0.01329-0.017812i,-0.0085618-0.0030415i,0.00015114-0.0015157i,0.002271-0.012621i,-0.0019844-0.019605i,-0.0023337-0.01581i,-3.2582e-05-0.010255i,-0.00018276-0.0064746i,-0.002181+0.0011178i,-0.0013376+0.011374i
-0.085112+0.1145i,-0.1823+0.20552i,-0.23318+0.21423i,-0.17491+0.14126i,-0.081581+0.078829i,-0.037382+0.052648i,-0.019506+0.052043i,0.0034859+0.063455i,0.018931+0.060376i,0.016697+0.034342i,0.002272+0.016208i,-0.0090026+0.027099i,-0.0035741+0.039197i,0.0098918+0.026591i,0.01323+0.0051472i,0.0027602-0.001826i,-0.008485+0.007261i,-0.011035+0.01317i,-0.0096907+0.0082591i,-0.0079542+0.0036747i,-0.0050392+0.0018083i,-0.00033611-0.0032917i,0.0044733-0.012063i
0.12804-0.05667i,0.25691-0.087392i,0.31385-0.072913i,0.23049-0.048494i,0.11539-0.05322i,0.058086-0.055554i,0.038522-0.052363i,0.033208-0.060859i,0.031982-0.065699i,0.022542-0.050254i,0.017937-0.027522i,0.027851-0.024921i,0.026375-0.032522i,0.0055105-0.022325i,-0.0086122-0.0019842i,-0.004721+0.0071079i,0.0045939+0.0023587i,0.006676-0.0026177i,0.0043837-0.0012111i,0.0040244+0.00062049i,0.0032824+0.0011371i,-0.0017877+0.0043345i,-0.0081614+0.010903i
-0.12391+0.0049127i,-0.24282-0.028436i,-0.29118-0.069488i,-0.22281-0.052263i,-0.14274+0.0013156i,-0.11438+0.029764i,-0.099289+0.038121i,-0.083971+0.035269i,-0.078786+0.024325i,-0.062834+0.018015i,-0.036125+0.0083504i,-0.030869+0.0024988i,-0.028109+0.011752i,-0.00393+0.014856i,0.013165+0.0052384i,0.0078083+0.00010521i,-0.00029326+0.0030027i,-0.0014551+0.0055767i,-0.0013695+0.0025684i,-0.0041317-0.002457i,-0.0053427-0.0049405i,0.00066385-0.0049955i,0.010248-0.0075535i
0.13012+0.034889i,0.22865+0.10208i,0.26009+0.16004i,0.20521+0.1318i,0.14225+0.072955i,0.11714+0.056318i,0.10194+0.050885i,0.072996+0.047797i,0.054668+0.056865i,0.046488+0.045849i,0.028032+0.021267i,0.022362+0.0088726i,0.026029-0.0048597i,0.010894-0.017587i,-0.0042815-0.015935i,-0.0007182-0.0089924i,0.0059988-0.0053247i,0.0067055-0.0034338i,0.0035183+0.0017261i,-0.0010913+0.0086939i,-0.0034624+0.011632i,-0.0058141+0.0088262i,-0.011452+0.003141i
-0.10178-0.086794i,-0.17774-0.19502i,-0.19218-0.27251i,-0.15534-0.23705i,-0.12076-0.15212i,-0.09271-0.10486i,-0.059151-0.078932i,-0.012042-0.061248i,0.020182-0.067562i,0.014805-0.061274i,0.00051328-0.029508i,-0.010525-0.010846i,-0.022704-0.0018222i,-0.020503+0.0098726i,-0.01143+0.012734i,-0.0096901+0.0083034i,-0.0083966+0.0047432i,-0.0029399+0.0018123i,0.0052848-0.0013016i,0.012254-0.0047535i,0.013596-0.0065623i,0.012584-0.0037897i,0.012612+0.0026406i
0.062569+0.10274i,0.091371+0.22061i,0.067758+0.29391i,0.029746+0.26343i,0.024178+0.2009i,0.026409+0.15205i,0.018011+0.096084i,-0.015712+0.042165i,-0.055902+0.025906i,-0.052115+0.029834i,-0.017128+0.018203i,0.0046905+0.0056958i,0.015139+0.0030642i,0.019303-0.003566i,0.016123-0.0072496i,0.014876-0.0044347i,0.013533-0.0057414i,0.0067627-0.010582i,-0.0019927-0.011615i,-0.0094455-0.00798i,-0.012788-0.004096i,-0.011865-0.0038554i,-0.0087994-0.0073225i
-0.034746-0.10339i,-0.030418-0.21498i,0.0098133-0.26311i,0.044909-0.21722i,0.050913-0.16633i,0.038204-0.13103i,0.015486-0.077089i,0.017888-0.011543i,0.048885+0.025963i,0.056456+0.018045i,0.025973+0.0019457i,-0.0031742+0.0023006i,-0.01867+0.0029804i,-0.026932+0.0034922i,-0.023966+0.0017546i,-0.02039-0.0053951i,-0.02289-0.0057704i,-0.02234+0.0030289i,-0.014113+0.011379i,-0.0026979+0.014739i,0.0058261+0.013621i,0.0076659+0.011797i,0.0060233+0.012283i
0.0033014+0.10146i,-0.030184+0.19405i,-0.086042+0.22625i,-0.11754+0.17826i,-0.11744+0.12984i,-0.088272+0.10479i,-0.032058+0.06338i,0.0028865-0.0074025i,-0.0055611-0.059496i,-0.020011-0.053271i,-0.0089871-0.023435i,0.013525-0.0064903i,0.027538+0.0049727i,0.030057+0.012614i,0.020125+0.014059i,0.011247+0.018653i,0.015083+0.022052i,0.021198+0.015441i,0.019258+0.0030302i,0.012452-0.0073177i,0.0051133-0.011358i,6.1642e-06-0.010697i,-0.00069487-0.010565i
0.02513-0.085612i,0.075481-0.15158i,0.13856-0.15016i,0.16319-0.087275i,0.14566-0.047788i,0.10028-0.051346i,0.023828-0.050089i,-0.044246-0.008161i,-0.054997+0.038049i,-0.024946+0.039793i,-0.0073638+0.014067i,-0.01341-0.0087723i,-0.021719-0.020874i,-0.017796-0.020897i,-0.0040924-0.014686i,0.0041179-0.01489i,-0.0012772-0.01899i,-0.010315-0.016217i,-0.013476-0.0068908i,-0.011652+0.001105i,-0.0063684+0.003971i,0.00021997+0.004854i,0.002389+0.0070383i
-0.040912+0.06296i,-0.098442+0.10524i,-0.143+0.07945i,-0.14236+0.010477i,-0.12539-0.01421i,-0.10406+0.020271i,-0.047846+0.065514i,0.028802+0.068794i,0.061302+0.033883i,0.036785+0.0056476i,0.0097344+0.0045807i,0.006281+0.02062i,0.013793+0.032349i,0.013269+0.024385i,-0.00082804+0.0095876i,-0.012182+0.0081376i,-0.0079704+0.017119i,0.0023881+0.020879i,0.010124+0.014744i,0.010898+0.0051027i,0.0042844-0.0029057i,-0.00056967-0.006633i,0.00011794-0.0068618i
0.053016-0.05198i,0.1152-0.074262i,0.14116-0.04689i,0.10635+0.012553i,0.072376+0.045316i,0.078189+0.023797i,0.075998-0.034342i,0.03392-0.080831i,-0.0067562-0.076551i,-0.011159-0.039703i,0.0020661-0.019079i,0.0088791-0.0288i,0.0059846-0.042674i,0.0020267-0.03258i,0.0068611-0.0099206i,0.016597-0.0013303i,0.018539-0.0088747i,0.013961-0.018635i,0.0054265-0.020188i,-0.0032006-0.013092i,-0.0044484-0.002429i,-0.002603+0.0053704i,-0.0031986+0.0069401i
-0.064334+0.026373i,-0.13072+0.024194i,-0.15341-0.0057413i,-0.10475-0.035703i,-0.05814-0.042423i,-0.072896-0.032164i,-0.10427+0.0018761i,-0.094793+0.048745i,-0.059182+0.062952i,-0.029932+0.041417i,-0.018761+0.021668i,-0.022485+0.02366i,-0.025365+0.031664i,-0.016445+0.020215i,-0.008953-0.0021781i,-0.012828-0.011692i,-0.020564-0.0066516i,-0.02516+0.0029291i,-0.021671+0.010382i,-0.010605+0.011014i,-0.0010482+0.0049157i,0.0036453-0.0016368i,0.0052462-0.003822i
0.074636-0.0075597i,0.12974+0.0057631i,0.13376+0.034554i,0.0764+0.048842i,0.03655+0.05102i,0.059756+0.064981i,0.10815+0.059586i,0.12094+0.020229i,0.089298-0.0040342i,0.052554-0.0031809i,0.03164-0.0028075i,0.028405-0.0071906i,0.030058-0.011362i,0.01771-0.0060983i,0.0020707+0.0065464i,0.0016057+0.012294i,0.010791+0.010626i,0.019252+0.0059945i,0.019297+0.00073913i,0.011478-0.00023593i,0.0024927+0.0028425i,-0.0036089+0.004809i,-0.0059212+0.0039716i
-0.074415-0.017944i,-0.13443-0.043314i,-0.14046-0.059805i,-0.088278-0.04747i,-0.051044-0.041555i,-0.058261-0.074433i,-0.088763-0.10255i,-0.098049-0.085802i,-0.065511-0.057608i,-0.02917-0.03963i,-0.014165-0.021239i,-0.017402-0.0091968i,-0.026766-0.0037151i,-0.017758-0.0006698i,-0.00033363-0.0019132i,0.002438-0.0060805i,-0.0055324-0.0095379i,-0.012132-0.0091068i,-0.01135-0.0044512i,-0.00332-0.0016053i,0.0068143-0.0018318i,0.01038-0.0013377i,0.0098145+0.0014052i
0.063386+0.037434i,0.11679+0.082329i,0.12905+0.10904i,0.093601+0.093377i,0.059974+0.079882i,0.039666+0.10524i,0.031889+0.13447i,0.025163+0.12381i,0.00032231+0.089639i,-0.015037+0.05774i,-0.0071197+0.027495i,0.004588+0.014014i,0.015815+0.015997i,0.014024+0.011884i,0.00066142+0.004661i,-0.0038439+0.004277i,0.00039532+0.0078562i,0.0052522+0.011666i,0.0075415+0.010222i,0.0038511+0.0022549i,-0.0040456-0.0050405i,-0.0087221-0.0071344i,-0.007458-0.0074067i
-0.046608-0.052786i,-0.083453-0.11179i,-0.08476-0.14469i,-0.058358-0.13049i,-0.038992-0.11119i,-0.011613-0.10921i,0.024504-0.10994i,0.047244-0.092627i,0.062734-0.057031i,0.059331-0.031919i,0.029958-0.01871i,0.0067926-0.012466i,-0.0035252-0.016187i,-0.0073782-0.011469i,-0.00093066-0.0016335i,0.0032734-0.0011436i,0.002606-0.0048536i,0.0038774-0.0089671i,0.0044657-0.01126i,0.002068-0.0067486i,0.00072262+0.0028239i,0.0027528+0.0086432i,0.0029574+0.0097938i
0.034631+0.059258i,0.053732+0.11743i,0.041493+0.14489i,0.0060694+0.13058i,-0.020434+0.12146i,-0.046449+0.11231i,-0.074204+0.083399i,-0.08384+0.042496i,-0.078047-0.0013216i,-0.064586-0.018019i,-0.036394-0.0073518i,-0.010814+0.0014195i,0.00018809+0.008178i,0.0066997+0.0092921i,0.0059445+0.0028789i,0.00086585+0.0019022i,-0.0014044+0.0053941i,-0.0056731+0.0062296i,-0.0099709+0.0045964i,-0.0079003+0.0023579i,-0.0027003-0.0014707i,0.00032364-0.0056652i,0.001446-0.0075691i
-0.0068382-0.06376i,-0.0090288-0.12819i,0.01147-0.15021i,0.05092-0.12116i,0.084621-0.10073i,0.10037-0.07946i,0.102-0.035747i,0.081481+0.0079516i,0.047362+0.044851i,0.031339+0.052677i,0.020355+0.025801i,0.0033909+0.0040663i,-0.0034501-0.0047738i,-0.0061964-0.008002i,-0.0063968-0.0036668i,-0.0017983-0.0019534i,0.0017604-0.0049653i,0.0055334-0.0044649i,0.0089535-0.0010191i,0.007025+0.0019176i,0.0011518+0.0052944i,-0.0026481+0.0077767i,-0.004237+0.0073864i
