0.0022015+0.00032959i,0.0015885-0.00070073i,0.00093984-0.0024926i,-0.00044257-0.0030637i,-0.0015377-0.0021802i,-0.0018611+0.0003096i,-0.00065476+0.0021682i,8.6289e-05+0.0024607i,0.00044802+0.001364i,0.00073487-0.00056276i,0.00048041-0.0011559i,0.0001471-0.00010008i,0.00019333+0.00024636i,0.00050327+0.00011069i,0.00029167-0.00041086i,0.00024326-0.0011084i,-4.9865e-05-0.00042381i,-0.00049642+0.00016026i,-0.00032092-3.6408e-05i,-0.00034814-0.00030863i,-0.00054985-7.271e-05i,-0.00043383+0.0009159i,0.00030097+0.00084167i
0.00086589-0.0039544i,-0.00033274-0.0041586i,-0.0028856-0.0023953i,-0.0035682-0.0009547i,-0.0026725-0.00065166i,-0.00056438-0.00069371i,0.00088758-0.0015392i,-0.0013672-0.0014943i,-0.0043504+0.00072086i,-0.0043122+0.0041507i,-0.0023356+0.0055498i,-0.0007515+0.004584i,0.00016369+0.0031492i,0.00050092+0.0022216i,0.0012144+0.0013906i,0.0013954+0.00032231i,0.00046704-0.00070055i,3.8222e-05-0.00032408i,3.3477e-05+8.5637e-05i,-0.00032235+4.3993e-05i,-0.00045343-0.00032648i,-0.00022421-0.00098318i,0.00088661-0.0008894i
0.0030692-0.0022868i,0.0025729-0.0028879i,0.00054517-0.0029172i,-0.0020467-0.0019117i,-0.0033183-0.00044726i,-0.0035144+0.00016875i,-0.0043514-0.00070803i,-0.0038713+0.00013816i,-0.00094195+0.0032563i,0.0023181+0.0054754i,0.0041353+0.0047368i,0.0044804+0.00374i,0.0034861+0.003181i,0.0024721+0.0021762i,0.0014242+0.0014237i,-0.00075852+0.0012189i,-0.0023822+0.0012711i,-0.0017926+0.0010048i,-0.000576+0.00031145i,-0.00070477+1.7001e-05i,-0.0011279-0.00037287i,-0.00081676-0.00030784i,-0.00019927+0.00032374i
-0.0032405-0.0023368i,-0.0038889-0.0024691i,-0.0045432-0.00043648i,-0.0022063+0.0024127i,9.6737e-06+0.0030913i,-0.00057914+0.0021724i,-0.00291+0.0029762i,-0.0025189+0.0043994i,0.0014489+0.0034646i,0.0042498+0.0003914i,0.0047234-0.0022359i,0.0042145-0.0028533i,0.0034354-0.002753i,0.002588-0.0028537i,0.0011506-0.0019044i,0.00026854-0.00070774i,-3.7356e-06-0.00042569i,0.00055786-0.00028405i,0.00070219-0.00011855i,0.00033931+0.0003985i,0.00033933+0.00075655i,-0.00025217+0.00026445i,-0.0012391-0.0003659i
0.0038614+0.0010189i,0.0038691-0.0013548i,0.0030983-0.0033326i,0.0020066-0.0032271i,0.0012689-0.00091484i,0.00023891+0.0033885i,0.00031464+0.0058087i,0.0024696+0.004615i,0.0036562-0.0002569i,0.0013644-0.0046382i,-0.00062874-0.0049602i,2.0214e-05-0.0039581i,0.00052936-0.0029682i,0.00041005-0.0012615i,7.2723e-05-0.00012394i,4.9126e-06+0.00081546i,2.1797e-05+0.0015487i,0.00020547+0.0014344i,0.00011355+0.0014926i,-7.2115e-05+0.0011267i,-9.246e-05+0.00035762i,-0.0008174-0.00020118i,-0.00054891-0.00073235i
-0.0017121+0.0022108i,-0.0016531+0.0015934i,-0.00043989+0.0018559i,0.00076129+0.0016958i,0.0025485-4.9734e-05i,0.0040604-0.0011989i,0.0044332-0.00032574i,0.0046235-0.00037116i,0.0025031-0.0016236i,-0.0019513-0.0010916i,-0.0037775+0.00061458i,-0.0025116+0.00060168i,-0.0027795+0.00013445i,-0.0031743+3.0245e-05i,-0.0018516-0.00039188i,-0.00098651-0.00051567i,-0.00022082-0.00060246i,0.00011569-0.0008644i,0.00092384-0.00040959i,0.0010024-0.00017763i,0.00042592-0.00015114i,0.0011302+0.00057466i,0.0012884+0.00089466i
-0.00047794+0.00019479i,-0.0010745-0.00013219i,-0.0012273+0.0003994i,3.3689e-05+0.0017978i,0.0022398+0.0013563i,0.0026787-0.0013581i,0.0013507-0.0034946i,0.00036931-0.0038699i,5.6887e-06-0.0027027i,-0.00019983+0.00032294i,4.6078e-05+0.0023171i,-0.00012026+0.0016967i,-0.00034005+0.00093895i,0.00043382+0.0014082i,0.00088304+0.0012847i,0.000719+0.00063552i,0.00036954+0.00061478i,0.00062166+0.00052856i,0.00025452-0.00022423i,0.00030949-0.00029669i,5.4113e-05-9.541e-05i,-0.0002156-0.00028734i,0.00038484-0.0011168i
7.4121e-05-0.0023351i,-0.00069264-0.001911i,0.00030161-0.0025731i,0.00068584-0.0019111i,-0.00066594-0.00098349i,-0.0033746-0.00096977i,-0.0059877-0.0021346i,-0.0052976-0.0029258i,-0.0018346-0.0010184i,0.0012233+0.00036558i,0.0025985+0.00041285i,0.0028691+0.0013146i,0.0022133+0.0023619i,0.0010795+0.0027519i,-0.00053576+0.0020549i,-0.0022461+0.0013285i,-0.0029217+0.0013645i,-0.001822+0.0011281i,-0.00064588+0.00081751i,-0.0008006+0.00015588i,-0.00044143-0.00016338i,2.5384e-05-0.00014712i,-0.00031713-0.00012348i
0.0011271-0.0052043i,0.00036134-0.0058065i,-0.0025826-0.0058315i,-0.0041786-0.0029462i,-0.0028677+0.0012973i,-0.0019085+0.0038014i,-0.0032231+0.0045997i,-0.0042889+0.0042246i,-0.003702+0.0016093i,-0.0020844-0.001637i,-0.00078175-0.0019934i,0.00035912-0.00091521i,0.0014761-0.0012942i,0.0019903-0.0010685i,0.0014784-0.00083647i,0.00033184-0.0005356i,-5.7782e-05+0.00033318i,0.00030284+0.00022629i,-0.00033943-0.0002548i,-0.00060562-0.00021321i,0.00068023+3.5714e-05i,0.0013111+0.00012387i,-0.00013457-0.00010917i
-0.00095951-0.00012023i,-0.00011286+0.0008337i,0.00021119+0.0023522i,0.001284+0.0017009i,0.0027886+0.0015057i,0.0028851+0.0019683i,0.0013614+0.0040289i,0.0010767+0.0067119i,0.00095648+0.0058743i,-0.00039903+0.0025657i,-0.00093313+0.00028054i,-0.00045104-0.00064508i,-0.00031206-0.0003314i,0.00067927+3.7663e-07i,0.0011869+0.00053238i,0.00098733+0.001512i,0.0010269+0.0015382i,0.00045628+0.00076351i,0.00018682+0.00033175i,0.00062313-8.2936e-05i,0.001016+8.4401e-05i,0.0010467+0.00052138i,0.0010805+1.0215e-06i
-0.0016504+0.0013365i,-0.00014807+0.00029972i,0.0018293+0.00072672i,0.0029227+2.7512e-05i,0.003314-0.0022299i,0.0036731-0.0024278i,0.0044148+0.00032974i,0.0052156+0.0024828i,0.0047523+0.0030639i,0.0025014+0.0029591i,0.00080297+0.0019562i,-0.001046+0.00077088i,-0.0025982-6.5871e-05i,-0.0023126-0.00069172i,-0.0013648-0.0010981i,-0.00024409-0.00086839i,0.00087981-0.00072708i,0.0010221-0.00047956i,0.00036507+6.067e-06i,-2.4725e-05-5.5763e-05i,-0.00030836-0.00064566i,-0.00023722-0.0013328i,-7.4881e-06-0.0011457i
0.00098985+0.00015232i,8.2227e-05-0.00097275i,-0.0024517-0.0010547i,-0.0037317-0.00060113i,-0.0027706-0.00012424i,-0.00099421+0.00022892i,0.00036035-0.00095445i,0.0018857-0.0025381i,0.0031688-0.0032531i,0.0021795-0.0023815i,0.00061971-0.0010202i,-0.00015054+0.00030917i,-0.00036071+0.0014158i,-0.00031848+0.001141i,-0.00021866-0.00043243i,-7.6305e-05-0.0013295i,-0.00077215-0.00050645i,-0.00083682-7.3615e-05i,-0.00064353-0.00012998i,-0.00086653-0.0001551i,-0.00076652-4.8605e-05i,-0.00012759+0.00042579i,0.00023911+7.165e-05i
0.00060252-0.00013232i,-0.00097042-0.00025241i,-0.0012516+0.00071307i,0.00039752+0.0027101i,0.0019571+0.0029866i,0.00042537+0.0011933i,-0.0018249-0.00095219i,-0.002195-0.0033136i,-0.0012804-0.004786i,1.0108e-05-0.0032284i,0.00081991-0.00079916i,0.0016493-8.8186e-05i,0.0014447+0.00077039i,-0.0002009+0.0016556i,-0.001305+0.00084373i,-0.00093136-0.00049638i,0.00045699-0.00080653i,0.00092085-0.00025316i,0.00049843+0.00032596i,0.00045854+0.0011368i,0.00036086+0.0022164i,0.00020752+0.0017245i,0.000195+0.000554i
0.0033296-0.0023007i,0.001885-0.0033122i,0.00079337-0.0031256i,0.0010704-0.0012439i,0.0023505+0.0013536i,0.001734+0.0031927i,-0.0013781+0.0026738i,-0.0042791+0.0013149i,-0.0047203-2.573e-05i,-0.0030331-0.00082591i,-0.00090532+0.00019045i,0.00074975+0.0012051i,0.0016311+0.0007367i,0.0013327-0.0001246i,0.0012885-2.3427e-05i,0.00089651+0.00046737i,0.00032466+0.00085413i,0.00056466+0.0011209i,-0.00035824+0.00041584i,-0.00049454-0.00077893i,0.00024922-0.0011387i,0.00067793-0.0011403i,0.00017242-0.00059726i
3.3742e-05+0.00074541i,0.00030055+0.00033i,0.0013112-0.00040745i,0.0012582-0.0015946i,0.0015314-0.0026106i,0.0021189-0.0016875i,-9.6153e-05+0.00092689i,-0.0023695+0.0042117i,-0.0025355+0.0048588i,-0.0017242+0.0021096i,-0.00014777-0.00032446i,0.00022268-0.0010051i,6.0178e-05-0.00075595i,0.00038184-8.8288e-05i,0.0003022+0.00092471i,-0.00038092+0.0012663i,-0.00092418+0.0007946i,-0.0012106-0.00018378i,-0.00084175-0.0003312i,0.00075865+0.00075986i,0.0016474+0.0014871i,0.0013077+0.001638i,6.4045e-05+0.0010573i
-0.0011128-0.0033404i,-0.002304-0.0025785i,-0.0035783-0.00080471i,-0.003447+0.0016899i,-0.0014348+0.0015487i,0.00032917+0.00013503i,0.0015507+0.0024414i,0.0035854+0.0058218i,0.0043947+0.0066974i,0.0024598+0.0051535i,0.00039382+0.0020862i,-0.00093794-0.00016226i,-0.0011837-1.8863e-05i,-0.00015118+0.00077737i,0.00076666+0.00039411i,0.0016286-0.00023017i,0.0010293-0.00024976i,-0.00016011+2.3104e-05i,-0.00038503+0.0003021i,-0.0010051+0.00023453i,-0.0019474+0.00023713i,-0.0019424+0.0010673i,-0.00089448+0.0011251i
0.0021982+0.0023136i,0.0033078+0.0004934i,0.0037359-0.00094007i,0.0032357-0.0018429i,0.0006981-0.0010081i,-0.0022461-0.00032259i,-0.001737-0.0013703i,0.0020267-0.0015851i,0.0049177-0.001493i,0.004156-0.0019292i,0.0014317-0.00099069i,-0.00076852+0.0010167i,-0.0013009+0.0014011i,-0.0012102+8.7508e-05i,-0.00092074-0.0009558i,-8.2442e-05-0.00090143i,-0.00012919-0.00015071i,-0.00040163+0.00028165i,-0.00023779+0.0003544i,-0.00036647-0.00025981i,-9.5801e-05-0.00014086i,0.00055655+0.00075142i,0.0012319-7.5935e-05i
-0.0053805-0.00059927i,-0.0069489-0.00018386i,-0.006209+0.0026378i,-0.002297+0.0049967i,0.0017508+0.0059029i,0.0021945+0.0046845i,0.00022872+0.0012983i,-7.5396e-05-0.0034563i,0.00082005-0.0061492i,0.0010556-0.0052169i,0.0017393-0.0025884i,0.0023373-0.00096123i,0.001157-0.0013812i,-0.00029814-0.0011757i,-0.00051267-0.0011987i,-0.00045306-0.0016617i,-0.001132-0.0007578i,-0.0010674-1.5151e-05i,-0.0010076-0.00035376i,-0.00044942+0.00044671i,0.00060135+0.0011962i,0.00067404+0.00051858i,0.0009587-0.00030075i
-0.00052947+0.00050072i,0.00029725+0.00068329i,0.0012472+0.0013789i,0.0028098+0.002722i,0.0049445+0.0023577i,0.0054077+0.0017491i,0.0012987+0.0010847i,-0.0050242-0.00090619i,-0.0077611-0.0022056i,-0.0062648-0.0009868i,-0.0024665+0.0010726i,0.0010701+0.0013879i,0.0015618+0.0014074i,0.00058986+0.0017904i,0.00020409+0.0012532i,-0.00024528+0.00084325i,4.4787e-05+0.00091284i,0.0013241-0.00030769i,0.0010527-0.00088821i,-0.00051978-0.00077502i,-0.0011334-0.0016972i,-0.00040373-0.0022629i,-0.00031937-0.0019629i
-0.0016556-0.0018933i,-0.002664-0.0028034i,-0.0027842-0.0027926i,-0.00041288-0.0023969i,0.0010337-0.003247i,0.00075122-0.0037532i,-0.00042114-0.0013438i,-0.0025068+0.0028113i,-0.00367+0.004816i,-0.0024919+0.0038654i,-0.00026203+0.00096482i,0.00043574-0.002027i,0.00098105-0.0023262i,0.0014101-0.0011834i,6.7522e-05+8.5114e-05i,-0.0013793+0.0014335i,-0.0014275+0.0022047i,-0.0014729+0.0019123i,-0.0017776+0.0011299i,-0.0010323-4.6746e-05i,0.00050849-0.0008327i,0.00027925-0.00036959i,-0.00043218+6.6239e-05i
0.0039851-0.0026022i,0.0036929-0.0025021i,-9.9367e-05-0.0035491i,-0.0041951-0.0031728i,-0.0063239-0.0016127i,-0.0059026-0.00031672i,-0.0027754+0.0015421i,0.0018503+0.0042462i,0.0045706+0.004798i,0.0044016+0.0024935i,0.0025152+4.969e-05i,0.00078738-0.00046998i,0.0004214+9.9247e-05i,0.0013675+0.00026964i,0.0021313+0.00054743i,0.0021816+0.00070059i,0.0018463-8.9075e-05i,0.0014462-0.0012066i,0.0012138-0.0014539i,0.00054555-0.00026532i,-0.00021179+0.0013921i,0.00028558+0.0029507i,2.5697e-05+0.0023979i
0.00089728-0.0033341i,0.00083616-0.0025864i,0.00072065-0.00029728i,-3.8931e-05+0.0024916i,-0.00068296+0.0043876i,-0.00047492+0.0054929i,0.00066345+0.0044676i,0.0030877+0.0022849i,0.0041142+7.9971e-05i,0.0015052-0.00087051i,-0.0014681-0.0006293i,-0.0023415+1.2334e-05i,-0.0017557+0.0011563i,-0.00025437+0.0014761i,0.00079876+0.00099347i,0.0012179+0.00047499i,0.0015251+0.00040436i,0.0015733+0.0014515i,0.001886+0.0013505i,0.0020694+0.00020413i,0.001756-3.6468e-05i,0.0018873-0.00044953i,0.0012756-0.00077149i
-0.00067379+0.00059497i,-0.00069371-0.00092017i,0.00019198-0.0014671i,0.0014173-0.0010373i,0.0034158+0.00011234i,0.0042009+0.0010792i,0.0027547+8.4575e-05i,0.00088583-0.0033019i,0.00070425-0.0059941i,0.0001766-0.0045989i,-2.985e-05-0.0015562i,0.0010166+0.00011605i,0.0011773+0.00017336i,0.00033014-0.00095934i,-0.00046131-0.0023538i,-0.00091863-0.0022769i,-0.0020115-0.00096969i,-0.0018865-0.00052988i,-0.00034643-0.00056151i,0.00050415-0.0006573i,0.0014059-0.00047813i,0.001579-0.00087375i,0.00091302-0.00090142i
-0.00030636+0.0024782i,-0.00025917+0.0021715i,0.00053114+0.0027766i,0.0024188+0.001716i,0.0056794-0.0010862i,0.0058254-0.0029938i,0.0013876-0.0022196i,-0.0036291-0.0013662i,-0.0059576-0.00092544i,-0.0045589+4.9619e-05i,-0.0015834+0.0011948i,0.00055587+0.00040241i,0.0012278-0.00094407i,0.00092007-0.00041877i,-0.00036433+0.00039963i,-0.0018769+0.00053254i,-0.0020252-4.9953e-05i,-0.00016229-0.00081277i,0.00073094-0.00053051i,-0.00065438-0.00029261i,-0.0015686-0.00024955i,-0.002288-0.00024435i,-0.0030326-0.00024654i
-0.0011162-0.002253i,-0.0017175-0.0024988i,-0.0014045-0.00034537i,-0.001089+0.001007i,-0.001006-0.0008855i,-0.0015354-0.0026819i,-0.0029635-0.00053186i,-0.0044237+0.0035748i,-0.0035525+0.0054974i,-0.0011271+0.0038442i,0.00052646+0.00053759i,0.00041683-0.0019492i,2.5542e-05-0.0018976i,-0.0001957-0.00081799i,-0.0011035+0.000481i,-0.0017585+0.0023855i,-0.00061979+0.0033138i,8.8434e-05+0.0024358i,-0.00066722+0.0011537i,-0.00051235-0.000378i,-0.00040404-0.00095097i,-0.00075009+0.00043911i,-0.00087262+0.001341i
0.0016084+0.0025927i,0.0021326+0.0014378i,0.0031876-0.0012992i,0.0022825-0.0010875i,-0.00085784+0.0015009i,-0.003678+0.0025591i,-0.0024884+0.0039522i,0.0024012+0.0056802i,0.0055355+0.0046697i,0.0053971+0.0022227i,0.0033981+0.00033646i,0.0001914-0.00027574i,-0.0021495+0.00087105i,-0.0018564+0.0015142i,0.00063149+0.0010601i,0.0021202+0.00012356i,0.0013981-0.00085193i,-9.8487e-05-0.00047128i,-0.00069245+0.00044149i,-3.2726e-05+0.00071221i,0.00056094+0.00097032i,0.0013648+0.0018223i,0.0019914+0.0020101i
-0.0027803+3.8229e-05i,-0.0035769-0.00025174i,-0.0030482+0.0025919i,-0.00029156+0.0050104i,0.0025357+0.0069898i,0.0036821+0.0083846i,0.0039385+0.0051871i,0.0048389+2.138e-05i,0.0038729-0.0022184i,0.0017362-0.002198i,-0.00012397-0.0014111i,-0.00049526-0.00056835i,0.00045547-0.00075776i,0.0010319-0.00042689i,0.0016006+0.00076108i,0.0013866+0.00079993i,0.001207+0.00030311i,0.0016805+0.00019458i,0.00093219-2.6861e-05i,0.00013149+7.5603e-05i,0.00049055+0.00058467i,0.00092071-0.0001872i,0.0011387-0.0017855i
0.0032327-0.0020387i,0.0039934-0.0031848i,0.0030572-0.0046435i,0.0019278-0.0030415i,0.0032316-0.0010551i,0.005804-0.0013736i,0.0048584-0.0032102i,0.0011664-0.0042624i,-0.00082747-0.004213i,-0.0016665-0.0032801i,-0.0010817-0.0017649i,0.00087758+0.00029098i,0.0016973+0.0013778i,0.0016468+0.0011967i,0.00057335-0.00037086i,-0.00081889-0.0019785i,-0.0020277-0.0016395i,-0.0024222-0.0011061i,-0.0010464-0.0011847i,0.00044034-0.0014495i,0.00031173-0.0018338i,-0.00067901-0.0021557i,-0.00097504-0.0021619i
-0.0026655-0.0010437i,-0.0038545-0.001373i,-0.0043699+0.0010811i,-0.00079154+0.00059162i,0.0035457-0.0030106i,0.0021923-0.0063891i,-0.002783-0.0056223i,-0.0058151-0.00079389i,-0.0045715+0.0036052i,-0.0016307+0.0052685i,0.00037077+0.0042225i,0.0012592+0.0010652i,0.00063238-0.001655i,-0.00032206-0.0024087i,-0.00059337-0.0019793i,-0.00042485-0.00098966i,3.4266e-05-2.8732e-05i,0.00010369+0.00039085i,-0.00058861-8.0858e-05i,-0.00085497-0.00041889i,-0.00040394-0.00094222i,-0.00077547-0.00050372i,-0.0011834+8.8378e-05i
0.0037729+0.0031842i,0.0045683+0.0021503i,0.0049658+0.0012503i,0.0022005+0.0004666i,-0.0032709-0.0014143i,-0.0082352-0.0013051i,-0.009699+0.0020995i,-0.0052705+0.0048123i,0.00055604+0.0038859i,0.0022721+0.00061536i,0.0017714-0.0019902i,0.00063695-0.0035965i,-0.00039077-0.0038725i,-0.0012014-0.0024987i,-0.0022909+0.00084239i,-0.0022275+0.0030619i,-0.0012367+0.0023872i,-0.00083762+0.0017604i,-0.00031215+0.0010789i,-0.0011852-0.00038025i,-0.0019801-0.00072135i,-0.0011551+0.00076116i,0.00015382+0.0014776i
-0.0015361-0.0037937i,-0.0024986-0.0049733i,-0.0041613-0.0035576i,-0.00388+0.0016259i,-0.0030161+0.007646i,-0.0023995+0.011796i,0.0010862+0.012369i,0.0064108+0.0080627i,0.0065336+0.0022674i,0.0029001-0.00078691i,0.00044678-0.0010925i,-0.0015864+0.0004294i,-0.0032842+0.0020598i,-0.0032876+0.0022665i,-0.0017285+0.0013331i,-0.00016365-0.0005501i,0.00037347-0.0022548i,0.0004624-0.00184i,0.00010251-3.8443e-06i,0.00037886+0.00071141i,0.0014977+0.0007761i,0.001874-3.8347e-05i,0.00098359-0.00051089i
-0.0011584-0.0013875i,-0.0023657-0.0009166i,-0.0027175-0.00011006i,-0.00069443+0.0026463i,0.0053164+0.0054125i,0.010847+0.0067727i,0.010725+0.0046687i,0.0073493-0.0012568i,0.0030108-0.0040642i,-0.0015601-0.0029963i,-0.0028949-0.0005175i,-0.00093672+0.001549i,0.00043635+0.0015068i,0.0018738+0.0016329i,0.0032326+0.0022271i,0.0029665+0.0024911i,0.0018081+0.0022105i,0.00052673+0.0018902i,-0.00010173+0.0021401i,-0.00043283+0.0024114i,4.2797e-05+0.0020067i,0.00094969+0.00065943i,0.00074497-0.0005534i
0.0021104+0.0011093i,0.0017787-0.00024705i,0.002721-0.0021014i,0.0043245-0.0036202i,0.0062758-0.0060772i,0.0071172-0.0095948i,0.0039551-0.011297i,-0.0016461-0.010168i,-0.0042336-0.0066745i,-0.0032924-0.0024201i,0.0005038+0.00021726i,0.0044858+0.0013961i,0.0042532+0.0024865i,0.0028503+0.0028402i,0.0017209+0.0015731i,-0.00055573-0.0003568i,-0.0021212-0.0014675i,-0.0021531-0.0021816i,-0.00092725-0.0026653i,0.00027101-0.0023245i,0.00087384-0.0011688i,0.00041133-6.2014e-05i,-0.00056211-7.0146e-06i
0.0040831-0.0019238i,0.0016431-0.0020458i,-0.0024834-0.0029434i,-0.0052298-0.0025402i,-0.0064419-0.0042649i,-0.006928-0.0068983i,-0.0082367-0.0049311i,-0.0086159+0.00050414i,-0.0063139+0.0040786i,-0.0024559+0.0045936i,0.0016351+0.0012796i,0.0016229-0.0025253i,-7.3082e-05-0.0032481i,-5.3404e-06-0.0031315i,0.00073652-0.0028263i,0.0014932-0.0018865i,0.0021724-0.00065966i,0.0024789+8.9352e-05i,0.0017627-4.5653e-05i,0.00080749-0.00062853i,0.00013773-0.0010313i,0.00021342-0.0011788i,0.00044127-0.0015172i
-0.005027+0.0038843i,-0.002683+0.003787i,0.00061916+0.005421i,0.0018513+0.0063081i,-0.00055129+0.0068207i,-0.0068245+0.0070067i,-0.010276+0.0078111i,-0.0066757+0.0091951i,-0.00023415+0.0084602i,0.0040329+0.0046169i,0.0030766-0.00016053i,-0.00036054-0.002867i,-0.0011719-0.0023506i,-0.00046579-0.0015246i,-0.0012654-0.00087922i,-0.0016998+0.0016383i,-0.001284+0.0043666i,-0.0017741+0.0029665i,-0.0021721+0.00080566i,-0.0018126+0.000913i,-0.0018013+0.0010228i,-0.0010616+0.0010451i,0.0001174+0.001087i
-0.0020586-0.00089735i,-0.0033928-0.00054776i,-0.0044453+0.00043446i,-0.0014733+0.0038728i,0.0025179+0.009224i,0.005502+0.013734i,0.0082935+0.013202i,0.01082+0.0085634i,0.010368+0.0035573i,0.0054071+6.6893e-05i,-0.0008644-0.00025815i,-0.0036897+0.0012764i,-0.0042911+0.0019411i,-0.0044569+0.0021983i,-0.0035354+0.0024469i,-0.0018712+0.0022496i,-0.0004554+0.00063571i,0.00074507-0.0014325i,0.0010016-0.0012211i,0.0010659+0.00035357i,0.00092418+0.00012092i,0.00011243-0.00047494i,-0.00080941-0.00024506i
0.0023004-0.0030771i,0.0018576-0.0034817i,0.001437-0.0039504i,0.0018324-0.0026698i,0.0058702-0.0015968i,0.012244-0.00062513i,0.013253-0.0010424i,0.0098521-0.0034464i,0.0047951-0.0050347i,-0.00090029-0.0038176i,-0.0030537+0.00064994i,-6.5108e-05+0.0040588i,0.0030347+0.0034621i,0.0028107+0.0019025i,0.0023336+0.0014074i,0.0026098+0.00059184i,0.0023983+0.00053108i,0.0019571+0.0012207i,0.0011468+0.0011712i,0.0003238+0.0012036i,0.00043693+0.0011689i,0.00072521+0.00085009i,6.5945e-05+0.00072623i
0.00037025-0.0034205i,-0.0012166-0.0032929i,-0.0022138-0.0019142i,-0.001243-0.00232i,0.00064472-0.0064435i,0.0015376-0.012907i,-0.00017682-0.015675i,-0.0037244-0.013206i,-0.0048907-0.0082578i,-0.0025961-0.0021616i,0.0022274+0.0017897i,0.0045891+0.0019019i,0.0029555+0.0004483i,0.0014884+0.00050673i,0.0015349+0.00050755i,0.0016205+8.07e-05i,-0.00086007-0.00037092i,-0.0028367-0.001403i,-0.0021089-0.0017836i,-0.00055522-0.0016898i,6.2582e-05-0.00092443i,-2.7696e-05-0.00075414i,-0.00021282-0.0012299i
0.0011329-8.8989e-05i,0.0012909+0.00013282i,0.0012072+0.00010382i,-0.0016782-0.00064442i,-0.008182-0.0019922i,-0.014472-0.0029947i,-0.015534-0.00080798i,-0.012931+0.0027621i,-0.0081662+0.0047494i,-0.0024032+0.0046632i,0.0017851+0.00049802i,0.0028453-0.0038013i,0.0013255-0.0041616i,-0.00011269-0.0028806i,-0.00063613-0.0024745i,-0.0019527-0.0026311i,-0.0020179-0.0017306i,-0.00020075-0.00028411i,0.00092512-0.00088722i,0.00092456-0.0016703i,4.3744e-06-0.00083903i,-0.0016959-0.00024103i,-0.0019505-2.1236e-05i
-0.0017352-0.0011174i,-0.0026866-0.0020652i,-0.0031683-0.00092772i,-0.0019917+0.0034463i,-0.0011035+0.010018i,-0.0049916+0.015442i,-0.0081545+0.016161i,-0.0050427+0.013167i,-3.9277e-05+0.0090086i,0.0026571+0.0033133i,0.00049104-0.0023269i,-0.0025013-0.0028961i,-0.001308-0.00033901i,0.0011256+0.00086052i,0.00064784+0.00059658i,-0.0012911+0.00049278i,-0.0019896+0.0013565i,-0.0016338+0.0017628i,-0.0011217+0.00084882i,-0.0008925+0.00018677i,-0.00095669+0.0010396i,-0.00019693+0.0015649i,0.00055565+0.00046833i
-0.00074837-0.0007334i,-0.00056097-0.0013072i,-0.00062587+0.0003475i,0.0020939+0.0043392i,0.0091481+0.009139i,0.01514+0.011965i,0.01656+0.01066i,0.014464+0.0072375i,0.010435+0.0026987i,0.0057836-0.0011444i,0.00099402-0.00063772i,-0.0019358+0.0015644i,-0.0016361+0.0015206i,-0.00083975+0.0014542i,-0.0010048+0.0031997i,-0.00046359+0.0046606i,0.0011759+0.0035373i,0.001384+0.00078242i,0.00076939-0.00078629i,0.00086135-0.0002299i,0.0010475+0.0005479i,0.0011677+0.000976i,0.0012604+0.00081742i
0.00070588-0.000764i,0.00055644-0.0012554i,0.00094595-0.0011243i,0.003975-0.0030039i,0.010417-0.0071914i,0.015689-0.010833i,0.01416-0.010698i,0.0087033-0.0083965i,0.0040994-0.0064561i,0.00041724-0.0039128i,-0.00067624+0.00065551i,0.0017356+0.002774i,0.0038766+0.00083793i,0.0023784-0.00097453i,-0.00019329-0.0011611i,-0.00023757-0.0014404i,0.00028992-0.0018232i,-0.00025775-0.0010321i,-6.3311e-05+0.0005989i,0.00038539+0.00056522i,0.00026116-0.00043527i,0.00037871-0.00043098i,0.00048815-0.00046352i
0.0012319-0.0025549i,0.00094361-0.0036004i,0.00021261-0.0047897i,-0.0030316-0.0054005i,-0.0080634-0.010197i,-0.011811-0.017059i,-0.01257-0.018505i,-0.01052-0.01341i,-0.0068127-0.0080361i,-0.0028551-0.0033005i,0.00032601-0.00074765i,0.0021615-0.0014512i,0.00037106-0.0022913i,-0.00087935-0.0011956i,0.0013318+0.00025571i,0.0034197-0.00075997i,0.0032238-0.0021992i,0.0016091-0.0020836i,0.00089027-0.001383i,0.00028313-0.00080175i,-0.00057807-0.00049365i,-0.000969-0.00054463i,-0.0020141-0.00039112i
-0.0018983+0.0013867i,-0.001665+0.001746i,-0.0019173+0.0032673i,-0.0046011+0.0054706i,-0.011025+0.0073649i,-0.017944+0.0083966i,-0.01825+0.0096274i,-0.012731+0.0098931i,-0.0069098+0.0070217i,-0.0032549+0.0038098i,0.00035531+0.0013139i,0.0018383-0.0013805i,0.00070555-0.0017457i,-0.0011479+0.00033247i,-0.0029613+0.0013683i,-0.0045503+0.0012933i,-0.0042972+0.0020172i,-0.0026206+0.0028029i,-0.00062274+0.0025993i,0.00025124+0.0013525i,-0.00010035+0.00036144i,-0.0006639+1.0167e-05i,-0.00041208+0.00047454i
