1.6606e-06+0.0013371i,0.00091744-0.00012175i,0.00074143-0.001524i,0.0010055-0.0025559i,9.373e-05-0.0019917i,-0.0013359-0.00016809i,-0.0011556+0.00061459i,7.1353e-05+0.00085286i,0.00060025+0.00025463i,0.00036391-0.00050864i,0.00061618-0.00042481i,0.001134-0.00055755i,0.00096118+0.00029443i,0.00031954+0.001168i,0.00029823+0.0013224i,0.00024421+0.0015757i,-0.00025518+0.0009024i,3.3829e-05+0.00057535i,0.00040346+0.0006691i,2.0917e-05+0.00042544i,-3.0643e-07+0.00059408i,0.0010736+0.00049141i,0.0012222-0.00028298i
0.00043893-0.002422i,0.00042997-0.0011281i,0.00018572-0.0011857i,-0.0005071-0.001612i,-0.00098416-0.0019762i,0.00065785-0.0018281i,0.0020858-0.0030676i,0.0012602-0.0046437i,-0.0014271-0.0042861i,-0.0037623-0.0030713i,-0.0036113-0.001625i,-0.0015862-0.00048607i,-9.9855e-05-0.00023966i,0.00065991-0.00021594i,0.0017491-2.6953e-05i,0.0020873+0.00036792i,0.00099188+1.2965e-05i,-0.00016814-0.0005394i,-1.0353e-05-0.00027071i,-0.00019969-0.00012532i,-0.00038052+0.00014872i,0.00018958+0.00012717i,0.00036401+0.00027855i
0.00034622-0.0026675i,-0.00051396-0.0021834i,-0.0012465-0.0037263i,-0.0025173-0.0040091i,-0.0026801-0.0022474i,-0.0010002-0.00053812i,5.6604e-05-0.00098775i,-0.00021144-0.0020935i,-0.0011678-0.002025i,-0.0017478-0.001122i,-0.0019023+0.0003146i,-0.00079388+0.00069377i,0.0004963+0.00031211i,0.00091484+0.00018529i,0.0015182+0.00018397i,0.0015462+0.0001156i,0.00068955-0.00028919i,-0.00026564-0.00018329i,8.9255e-05+5.2832e-05i,0.00051114-0.00068626i,0.00070943-0.00068786i,9.179e-05+0.00043856i,-0.00065271+0.00041935i
2.1936e-05-8.0024e-05i,0.00027642-0.00040381i,0.00036545-0.00055075i,-0.00024081-0.00058297i,0.00024656-0.00091875i,0.0012266-0.001308i,0.00070021-0.0015803i,-0.00037475-0.0015821i,-0.0013381-0.00070854i,-0.0020794-0.00023935i,-0.0012746-0.00030547i,-0.00029378+8.5805e-07i,0.00041317-0.00022037i,0.0012126-0.00027953i,0.00094167+2.7085e-05i,0.00036042-0.0005i,0.00068433-0.00042202i,0.00082547+0.00027357i,0.00034318+0.00061123i,-0.00018962+0.00041541i,-1.5958e-06+0.00061813i,-6.179e-06+0.00038789i,-0.00021394-0.0005889i
-0.00090716-0.0011627i,-0.0012141-0.0014855i,-0.0005123-0.0017551i,0.00047693-0.0013096i,0.0005547-0.0011039i,0.00073578-0.0015554i,0.00075246-0.0015206i,-0.0007473-0.0011006i,-0.0013398-0.00024063i,-0.0011372-3.2095e-05i,-0.00078903-8.4604e-05i,0.0001796-3.0376e-05i,0.0015441-0.00031252i,0.0019226-0.00054705i,0.0015901-0.00063766i,0.001213-0.0006057i,0.00094484-0.00061688i,0.00082273-0.00047058i,0.0002945-0.00028637i,-0.00048619-0.00032679i,-0.0003892-5.7563e-05i,-2.5768e-05-5.6014e-06i,-8.8016e-05-0.00017732i
-0.00013064-0.0017766i,-0.00028982-0.0011258i,-0.00060664-0.0006633i,-0.0016971-0.00030341i,-0.0025996-0.00038478i,-0.0013364+0.00021493i,9.0462e-06-0.00036751i,-0.00083813-0.0012792i,-0.0018233-0.0012345i,-0.0018892-0.00053835i,-0.0014861+1.8202e-05i,-0.00098076+0.000318i,0.00011184+0.00053332i,0.0013485+0.00053882i,0.0013823+0.00037361i,0.0010012+0.00039639i,0.000666+0.0005463i,-4.5198e-05+0.00014769i,-0.00073336-0.00020083i,-0.00031693-9.805e-05i,-0.00050908+0.00010251i,-0.001139+6.3159e-06i,-0.00031103-0.00024208i
0.0016624-0.00074393i,0.00056199-0.0013336i,2.4507e-05-0.0019027i,0.00072303-0.0029219i,0.00083104-0.0030134i,0.00031561-0.0021995i,-0.0001364-0.0015582i,-0.00077108-0.0008089i,-0.00103-0.00037271i,-0.0011894-0.00037507i,-0.00075058-0.00060394i,-0.00037242-0.00031048i,0.00020328+0.00034364i,0.0011225+0.00057715i,0.0011711+0.00014013i,0.00074895-0.00012561i,0.0010551+0.00070015i,0.0010293+0.00067357i,0.00024076-0.00026522i,-0.00029195-4.895e-05i,-0.00028514+0.00035625i,-8.3569e-05-0.00053673i,-7.1309e-05-0.00087321i
-0.001393-0.00046904i,-0.0013453-8.7066e-05i,-0.0016744-9.2108e-05i,-0.0013681-0.0004829i,-0.00029949-0.0010053i,0.00026338-0.0011054i,-7.4291e-05-0.0011795i,-0.0001499-0.001537i,-0.0008745-0.0010385i,-0.0014968-0.00045261i,-0.0010849-0.00062193i,-0.00025459-0.00061369i,0.00053239+0.00012727i,0.0011052+0.00095399i,0.0013499+0.0013319i,0.00069775+0.00096092i,0.00011993+0.00034884i,0.0001034+0.00063787i,7.2565e-05+0.00082336i,-0.00045668+6.5692e-05i,-0.00057677-0.00065475i,2.2675e-05-0.00050964i,-5.9945e-05-0.00023209i
-0.0006599-0.0010687i,-0.00067901-0.00095645i,-0.0012694-0.00099982i,-0.00049438-0.001718i,4.1996e-05-0.0016956i,0.00051599-0.0009698i,0.00077619-0.00062816i,-0.00026904-0.00032412i,-0.001348-0.00053759i,-0.0014361-0.00096375i,-0.001069-0.0008365i,-7.1055e-05-0.0012166i,0.0012249-0.0012889i,0.0019527-0.00056801i,0.0015173+0.00023221i,0.0006392+0.0006718i,0.00019751+0.0005319i,-0.00014356+0.00056232i,-0.0003251+0.00046723i,-0.00024075+1.8498e-05i,0.00022294-8.0668e-05i,-4.2521e-05+5.8582e-05i,-0.00036027+8.8922e-05i
0.00097907-0.0014846i,0.0011976-0.0017944i,0.00080072-0.0024026i,-0.00034078-0.0017913i,-0.0016228-0.0011234i,-0.00088054-0.00089842i,0.0001495-0.00061515i,-0.00067849-0.00073788i,-0.0014193-0.00094757i,-0.00090267-0.00022025i,-0.0007178+0.00026249i,-0.00057667+3.1673e-05i,-7.9949e-05+0.00040425i,0.00059273+0.00076981i,0.00095595+0.00065306i,0.001245+0.00056511i,0.0011495+0.00057956i,0.00043519+0.00052055i,-0.00013134+0.00038836i,-7.0612e-05+6.1759e-05i,-0.00023936+0.00013816i,-0.00010774+0.00035679i,6.2788e-05+0.00021915i
0.00091824-0.00061262i,0.001731-0.00085725i,0.0028887-0.0016993i,0.0032502-0.0030227i,0.0018698-0.0029165i,0.00011904-0.0020206i,-0.00064868-0.00095634i,-0.0011985-0.00050642i,-0.0013424-0.00080572i,-0.00038223-0.0012906i,7.6681e-05-0.00086103i,-0.00023834-0.00079394i,0.00017409-0.0012006i,0.00066039-0.00077991i,0.00051852+0.00052107i,0.00079555+0.00062306i,0.00087741-0.00017948i,0.00043902-0.00043826i,-0.00014192-0.00029589i,-0.0004338-0.00032071i,-0.00025855+0.00032942i,-0.000132+0.00019766i,-7.9772e-06-0.00015173i
7.4372e-06-0.00031255i,0.00052016-0.00077021i,-0.00062736-0.00076524i,-0.001509-0.00083712i,-0.0010449-0.0015664i,0.00013797-0.0015178i,0.00054586-0.00091114i,-0.00033205-0.001154i,-0.00076399-0.0017547i,-0.00023283-0.0010446i,2.2607e-05-0.00013019i,-4.5902e-05-0.0001203i,-0.00023579-0.00016982i,0.00023312+0.00017249i,0.0014472+0.00066273i,0.0015976+0.00085292i,0.0011243+0.00040448i,0.00090998+0.00044292i,0.00014886+0.00050025i,-4.6633e-05+5.3364e-05i,7.9597e-05+0.00062655i,-0.00039301+0.00070949i,-5.8932e-05+0.00035678i
-0.0011878-0.00073348i,-0.0010608+0.000627i,-0.0016607+0.0013833i,-0.00091292+0.00058063i,0.00051421+7.4363e-05i,0.00089191-0.00076409i,0.00034374-0.0017323i,-0.00075196-0.0015254i,-0.0018668-0.00049805i,-0.0019208+0.00042619i,-0.00045891+0.0013092i,0.00059778+0.00088546i,8.4998e-05-6.3432e-05i,-0.00040797-0.00011983i,-0.00021229-0.00015808i,0.00057405-0.00025476i,0.00081475+0.00020821i,-0.00031207+0.00049208i,-0.0011236+0.00031135i,-0.00088556+0.00029397i,-0.0004197+0.00057465i,-0.00084566+0.00023021i,-0.0013371-9.0999e-05i
0.00051228-0.00014405i,-0.00020679-0.0016093i,-0.00029293-0.0032321i,8.4419e-05-0.0033414i,-0.00038127-0.0030132i,7.6678e-05-0.0018831i,0.00022121-0.00038873i,-0.00051309-0.00028592i,-0.00067337-3.4818e-05i,-0.00013576+0.00063283i,0.00062149+0.00073708i,0.00088474+0.0007718i,0.00057454+0.00064292i,0.00065063-4.2469e-05i,0.00045597-8.0592e-05i,0.00022349+0.00038765i,-1.9783e-05+0.00087207i,-0.00077878+0.00084433i,-0.0011403+0.00046457i,-0.00093549+0.00033517i,-0.00041185-7.5091e-05i,0.000657-3.3433e-05i,0.00083332+0.00074149i
-0.0012293-0.00026362i,-0.0011896+0.00024301i,-0.00085218+7.4072e-05i,0.00016939-0.00024912i,0.0015623-0.0011228i,0.001736-0.0019645i,0.00095664-0.002111i,-9.5494e-05-0.0014613i,-0.0015732-0.00073894i,-0.0016694+0.00012979i,-4.281e-05+0.0006737i,0.00093059+0.00031033i,0.00082463-0.0003499i,0.00092491-0.00083892i,0.00074725-0.00066856i,-8.7606e-05-0.00019377i,-0.00061278+0.00062264i,-0.00055973+0.0010196i,-0.0010943+0.00038649i,-0.0018528-2.3218e-05i,-0.00072089+6.5356e-05i,0.0010124+0.00051056i,0.00065608+0.00041782i
-0.00031629-0.00042271i,-0.00059365-0.00096564i,-0.00083759-0.00086813i,-0.0011977-0.00063871i,-0.0012369-0.0011369i,-0.00069658-0.0010996i,-0.00016295-0.0008642i,-0.00054405-0.0010048i,-0.0019744-0.00094856i,-0.001715-0.00034125i,-0.00091001+4.6871e-05i,-0.00088119+0.00035187i,-0.00013978-0.00024442i,0.00081308-0.00056692i,0.001434-0.00023589i,0.0016366-3.6737e-05i,0.0014241+6.4564e-05i,0.0011461-0.000175i,0.00025513+0.00016002i,1.3562e-05+0.00060417i,0.00068048+0.00043483i,0.00063213+0.00031139i,0.00011086-0.00014421i
-0.00064939-0.00022943i,3.6284e-05-0.00029155i,0.001238-0.00036099i,0.0011293-0.0006701i,0.0010676-0.0010124i,0.0010814-0.00027172i,0.00072961-0.0002053i,0.00020325-0.00016299i,-0.00063076+1.1172e-06i,-0.00027222-0.00027696i,-7.7293e-05-0.00013474i,-0.00028753+0.00030285i,-0.0010684+0.00049595i,-0.00096509+3.4327e-05i,0.00020374-9.7977e-05i,0.00061767+0.00024344i,0.00017201+0.00021415i,-0.00013291-4.1221e-05i,0.00020128+0.00039803i,0.0005916+0.00029909i,0.00026081-4.945e-05i,-0.0006888+7.5294e-05i,-0.00071281+0.00072159i
-0.00015789+2.364e-05i,-0.00034358-0.00075517i,0.00033734-0.0010424i,0.0010124-0.00067853i,0.00092951-0.0011622i,0.00075231-0.0018109i,-0.00011933-0.0019664i,-0.0013699-0.0015558i,-0.0018773-0.00047473i,-0.0016475+0.00071517i,-0.0009427+0.0010285i,-0.0004665+0.00066902i,0.0001022+0.00019844i,0.0010265+7.8698e-05i,0.00042224+0.00057072i,0.00030469+0.00073885i,0.00088442+0.00049692i,0.00066331+0.00087543i,3.9679e-05+0.00081231i,-0.00021863-9.7555e-05i,-0.00013564-0.00071388i,8.5489e-05-0.00024194i,0.00051141-0.00026855i
0.00043566-0.0010611i,0.00048054-0.00098101i,-0.0007737-0.00065694i,-0.001333-0.00086261i,-0.00020745-0.0016563i,0.0011453-0.0015336i,0.00096196-0.00049513i,-0.0006959-0.00041094i,-0.0018614-0.00027586i,-0.0014552+0.00064644i,-0.0003499+0.00091306i,0.0005028+0.00062587i,0.00054444+0.00030077i,5.5331e-05+0.0002855i,0.00016775+0.00034127i,0.00048193+0.00037472i,0.0004483+0.00012791i,0.00014024-0.00026608i,-9.2036e-05-0.00021662i,0.00014893+1.9268e-05i,7.1723e-05+0.00076729i,-0.00025632+0.0013405i,-2.4018e-05+0.00095827i
-0.00021931+0.00056591i,-0.00021892-6.986e-05i,-0.00040681-0.00088763i,-0.00098038-0.00098654i,-0.0008742-0.0006699i,0.0002857-0.0009147i,0.00078112-0.00044262i,-0.00011728-0.00015809i,-0.0010631-0.00057804i,-0.0015705+0.00025184i,-0.0014062+0.0006475i,9.7185e-05+0.00041055i,0.00067537+0.00055792i,0.00014845+0.00037387i,0.00023489+0.00045883i,0.00058321+0.00046522i,0.00043406-0.00041606i,0.00020247-0.00086429i,-0.0004846-0.0004338i,-0.00050784+0.00028937i,-0.00047006+0.00035697i,-0.00086133+0.00030553i,-0.0004819-7.3295e-05i
-3.6847e-05+0.00049071i,-9.2508e-05-0.00032128i,0.0001296-0.0010789i,0.0003021-0.0010706i,0.00060589-0.00084439i,0.00059892+0.00023184i,0.00049077+9.3067e-05i,-0.00043825-0.00089538i,-0.0012662-0.00090648i,-0.0013704-0.00071206i,-0.00076177-0.00047171i,0.000167-0.0010224i,0.00086311-0.0015522i,0.00087329-0.00080845i,0.00085765-0.00051092i,0.00064954-0.00067552i,0.00013873-0.00013594i,1.3076e-05+0.00077622i,0.00016002+0.00094921i,-0.00036153+0.0018239i,-0.00095016+0.0015409i,-0.00012294-0.00028117i,-0.00033784-0.00056569i
-0.00081268+0.00048858i,-0.0018717+0.00083251i,-0.0020858+0.00028297i,-0.00032226-0.00040124i,0.0013329-0.00061149i,0.0016771-0.00066958i,0.00098624-0.00055172i,-0.0006254-3.7265e-05i,-0.0016118+9.698e-05i,-0.00079444+0.00016626i,0.00044142+0.00022486i,0.00068053+0.00012622i,0.00040239-0.00027568i,0.00073613-0.00032419i,0.00083244+0.00029873i,0.00049581+0.0010079i,0.00043315+0.00081108i,0.00070175+0.00045687i,0.00052388+0.0006948i,-3.6592e-05+0.0011574i,-7.8318e-05+0.001503i,8.8289e-05+0.0011681i,6.5368e-06+0.00034151i
0.00070205+0.00034113i,0.00055495-3.7927e-05i,0.00088399-0.0005586i,0.0016098-0.00078326i,0.0012361-0.00042233i,0.00093341-0.00092069i,0.00056715-0.0015621i,-0.00039941-0.00055629i,-0.00090365-0.00012616i,-0.00035505+3.8549e-05i,-0.00030755+0.00040476i,-0.00027194+0.00062295i,-0.0005808+0.0002026i,-0.000506+0.0006255i,0.00041381+0.00056266i,0.00090919-0.00023489i,0.00072582-0.00044104i,-3.0706e-06-0.00078933i,0.00023321-0.00089002i,0.0008914-0.00017548i,0.0012364+7.8152e-05i,0.000899+0.00019556i,0.00057474+0.0010007i
-0.00046923+0.00014553i,-0.00098796-0.00031149i,-0.0019048-0.00089517i,-0.0014235-0.0021556i,-0.00068592-0.0025294i,-0.00079154-0.0014266i,-0.00060289-0.0010293i,-0.00074016-0.0011633i,-0.00089994-0.00052221i,-0.00087876+0.00014461i,-0.00051751+0.00022765i,0.00056605-0.00015468i,0.0010776+9.5504e-05i,0.00035777+0.000502i,-9.5531e-05+0.00052588i,0.00031383+0.00026487i,-3.3973e-06-2.6589e-05i,-0.00042143+0.00017418i,-0.00039939+0.00038989i,-0.00067557+0.000355i,-0.00022053+0.00010426i,0.00013009-7.2473e-07i,-0.00013811+0.00022414i
0.00083488-0.00028359i,0.00058139-0.0016085i,0.0010274-0.0026533i,0.00044139-0.0020509i,-0.00032505-0.0021672i,0.0005594-0.0015695i,0.00077463-0.00053308i,-0.00038121-0.00041324i,-0.0011237-0.00025303i,-0.0013523+0.00092437i,-0.00084682+0.0014241i,-0.00050383+0.0012839i,0.00059601+0.00089819i,0.0014592+0.00012577i,0.00090331+0.00032905i,4.5978e-06+0.000679i,-8.3151e-05-0.00031231i,0.00045773-0.00038257i,1.3683e-05+0.00037185i,-0.00010943+0.00064127i,4.866e-05+0.00086224i,0.0003704-0.00013496i,0.00057312-0.00023759i
0.00053584+0.0012418i,0.0007519+0.00098442i,0.00071086+0.0013292i,0.00078471-0.00010232i,0.0013956-0.0013587i,0.00069572-0.0020688i,-0.00047559-0.0025368i,-0.0012451-0.0020067i,-0.0013438-0.0017898i,-0.0011083-0.0013036i,-0.00013413+5.2389e-05i,0.00055954+0.00066674i,7.6597e-05+0.00019493i,-4.3414e-05+0.0002363i,-0.00015589+0.00037494i,4.5603e-05+0.00020336i,0.0011384+0.00024383i,0.00092231+0.00016476i,-0.00026341+0.00035666i,-0.0008756-9.0219e-05i,-0.00054805-0.0009327i,-0.00041712-0.0010628i,-0.0004009-0.000885i
-0.00077181+0.00083412i,-0.0009522+0.00089626i,0.00032129+0.0008201i,0.00106-0.00019692i,0.0011355-0.00074351i,0.0012996-0.0012177i,0.00049527-0.001566i,-0.00087898-0.0015817i,-0.00097925-0.001146i,-0.00064036-0.00028083i,-0.0007387+0.00011164i,-0.00046044-0.00022961i,-0.00022256-0.00030485i,0.00024765+0.00050386i,-6.2199e-05+0.0010819i,-0.00013922+0.00092832i,0.00036678+0.00077181i,0.00051627+0.0014901i,-1.6902e-05+0.0020594i,-0.00078183+0.00086493i,-0.00067693-6.96e-05i,-0.00060038-0.0001628i,-0.0006026-0.00013644i
-0.0012384-0.00053926i,-0.0014091-0.00017164i,-0.0013653+0.00063868i,-5.713e-06+0.0013678i,0.00077254+0.001262i,0.0013152-9.5371e-05i,0.0013181-0.001239i,-0.00021958-0.001309i,-0.0012027-0.0010981i,-0.00062175-0.00030423i,0.00015149+0.00031864i,0.0001078-0.00019137i,-0.00013854-0.00043844i,0.00040448-0.00034483i,0.00027522-1.8315e-05i,-0.00073746+0.00065403i,-0.00063839+0.00086631i,0.00062529+0.00076876i,6.5512e-05+0.00070518i,-0.00032686+0.00082351i,7.3032e-05+0.0012524i,-0.00027721+0.0010337i,6.71e-05+0.00090798i
0.00066418+0.00053158i,0.0010489+0.0008262i,0.00074866+0.00075242i,0.0005266-1.548e-06i,0.00085149-0.00041003i,0.0012372-0.00031404i,0.00046047-0.00082494i,-0.0011348-0.0014433i,-0.0021974-0.0013066i,-0.0020759-0.0005158i,-0.00037496-5.0023e-05i,0.0004414+0.0007817i,0.00012143+0.0013076i,0.00016374+0.00097345i,0.00045423+0.00013301i,0.0012303+3.9561e-05i,0.0012887+0.00033411i,0.00029169+0.0003119i,-1.4941e-05+0.00081752i,0.00018441+0.00082921i,0.00018216+0.00062421i,-0.00078338+0.00063087i,-0.00089198+0.00012107i
0.00018413-0.00052307i,0.00059425-0.00045665i,0.00048083-0.00064947i,0.00060891-0.0012864i,0.00071066-0.0014168i,0.00021464-0.0012419i,-0.00013289-0.0012762i,-0.00040761-0.00099003i,-0.0012029-0.00091524i,-0.001152-0.00041907i,-0.00019311+7.7031e-05i,4.6952e-05-0.00022047i,0.00034501-3.6654e-05i,0.0013567+0.00022252i,0.0019467+8.1266e-05i,0.0011375+0.0002949i,0.0002137+0.00049447i,0.00043721+0.00033413i,0.00034678-7.2659e-05i,-0.00061578+7.4707e-05i,-0.00043875+0.00079441i,0.00028345+0.00099801i,0.00041179+0.00061604i
-0.00051423+0.00022682i,0.00028468+1.5215e-05i,0.00071656-5.8587e-06i,0.00051563+0.00016368i,0.0003871-0.00090899i,0.00034403-0.0015463i,-0.0007276-0.0011408i,-0.0022538-0.00094123i,-0.0028976-0.00092865i,-0.0028233-0.00049558i,-0.0014888-0.00019869i,-3.54e-05+0.00011166i,0.00061106+0.00041519i,0.00074764+0.00078537i,0.00073474+0.0010143i,0.00011927+0.00045618i,-0.00011063+0.00013029i,-0.00043388+0.00012389i,-0.00089931+0.00023333i,-0.00068939+0.00025649i,-0.00075169+0.0005456i,-0.0003408+0.00064094i,0.00041903+0.00031457i
0.00021054+0.00066378i,0.00031193+0.00056075i,0.00030815+0.00086938i,-0.00042034+0.00096624i,0.00017629+0.00057539i,0.0010651+0.00015926i,0.0007341-0.00078182i,0.00034027-0.0013222i,9.382e-05-0.00048657i,-0.00010195+0.00064567i,-0.00018091+0.0013469i,0.00036386+0.00071003i,0.00088648-0.00012698i,0.00044901+0.00013385i,0.00056702+0.00043303i,0.00062171+0.00098188i,0.00014283+0.0016604i,-0.00046367+0.0017871i,-0.00046474+0.0012645i,5.7737e-05+0.00023204i,0.0009915-0.000444i,0.00072483-0.00022748i,-0.00051766+0.00011373i
0.00020312-0.00010889i,-0.00022218-0.00029533i,-0.00010833-0.0011773i,0.00082033-0.0016477i,0.0019818-0.0013065i,0.0011532-0.001541i,0.00025209-0.0018969i,-0.00042036-0.001554i,-0.0015281-0.00099555i,-0.0014775-0.00028434i,-0.00052653-7.4451e-05i,0.00016183-0.00046741i,0.00014525-0.00057762i,-0.00011383-0.00052107i,7.6302e-05-0.0002109i,0.00072643+0.0007368i,0.0010511+0.0006981i,0.00044901+0.00031236i,-0.00042169+0.0005151i,-0.0011857+0.0004102i,-0.0013324+5.1069e-05i,-0.00040499+0.00065373i,0.00054642+0.0010413i
0.00017901-2.6255e-05i,0.00020642+0.00022035i,0.00077098+0.00053228i,0.0013138-0.00037194i,0.001215-0.0018417i,0.0010893-0.0015566i,-3.6737e-05-0.000839i,-0.0017994-0.0012839i,-0.0021772-0.0011971i,-0.0017737-0.00067125i,-0.001049+0.00069854i,-0.00043933+0.0015428i,-0.00041633+0.0010333i,-0.00057674+0.0002852i,0.000606-0.00011244i,0.0014567+0.00018494i,0.0010114+2.0834e-05i,0.00022145+0.00017512i,-0.00047043+0.0014886i,-0.001017+0.0018414i,-0.00040094+0.00089706i,0.00013001+0.00061429i,-4.4219e-06+0.00021689i
-0.00013994-0.00011183i,0.00032288-2.8344e-05i,0.00034969-0.00029373i,0.0010151-0.001665i,0.00103-0.0021824i,0.0010418-0.0024617i,0.000963-0.0021005i,-0.00017047-0.0015416i,-0.00077838-0.0015127i,-0.00043364-0.0014709i,-0.00027992-0.00033593i,0.0001279+0.0009127i,0.00042191+0.00052574i,9.9589e-05+0.00036991i,0.0002808+0.0012222i,0.0011974+0.0012761i,0.00094049+0.00071931i,-6.2334e-05+0.00025809i,-5.5157e-05-4.4922e-05i,1.5841e-05+0.00063255i,-0.00025697+0.0009662i,-0.00053991+0.00063785i,-0.00038092+0.00055157i
0.0011246-0.00078198i,0.00046665-0.0011834i,0.00021829-0.0017952i,0.0006363-0.0025944i,0.0010616-0.0029152i,0.00096647-0.0024669i,0.00044819-0.0013332i,-2.9036e-05-0.00082467i,-0.00078968-0.00058718i,-0.0014187-0.00061171i,-0.0010074-0.0011068i,-8.6994e-05-0.00077536i,0.00070291-2.48e-05i,0.00098645+0.00056358i,0.0011874+0.0014397i,0.0015281+0.0012126i,0.0012432+0.00026924i,0.0003923-6.1901e-05i,-0.00040742+0.00010053i,-0.00050197-0.00014684i,0.00013766+0.00019218i,0.00058355+0.00043558i,0.0010539+0.00049971i
3.2197e-05+0.00057132i,-0.00021251+0.00034422i,-3.9276e-05-0.00015323i,3.6854e-06-0.0010666i,-0.0002554-0.0014647i,7.2156e-05-0.0017028i,0.00033242-0.0025752i,-0.00059406-0.0020464i,-0.0013245-0.00055983i,-0.00086153+0.00026621i,0.00059536+0.00042335i,0.0011337+0.0004631i,0.00032613+0.00024628i,-7.1011e-05+0.00064236i,-4.2774e-05+0.0013828i,7.4716e-05+0.0011374i,0.00029295+0.00045075i,0.00083401-0.00022808i,0.00073742-2.5711e-05i,-0.00047053+0.00015069i,-0.00037055-0.00029738i,2.721e-05-0.00066152i,-0.00015692-0.0008452i
-0.00031442+0.00070402i,-0.0012587+0.00037419i,-0.00058312+0.00014237i,0.0016931+0.00013044i,0.0026196-0.00047902i,0.002412-0.00092661i,0.0012762-0.00068333i,-0.00045474-0.00077981i,-0.00090593+0.00022415i,-0.00082553+0.0012385i,-0.00078347+0.00086289i,0.00013249+0.00056094i,0.00062261+0.00069753i,0.00051808+0.00071428i,0.00052017+0.00053279i,0.00082703+7.5513e-05i,0.00080188-0.0002678i,-0.00033255-0.00032417i,-0.00071958-4.7177e-05i,-0.0005934-3.5324e-05i,-0.00035586-3.3892e-05i,-0.00021323+6.2789e-05i,-0.00037549-0.00063182i
0.0011429-0.00052946i,0.0010946-0.00065155i,0.00087516-0.00047189i,0.0010436-0.00088519i,0.0011514-0.0014584i,0.0011474-0.0005403i,0.00044024+0.00045095i,-0.0007841+0.00010856i,-0.0013685+2.603e-05i,-0.0014879+0.0002475i,-0.0004498+0.00059747i,-7.6615e-05+0.0011813i,0.00031206+0.0015806i,0.00086745+0.0010268i,0.00040251+0.00060123i,3.5383e-05+0.00086023i,-3.8362e-05+0.00050049i,1.4664e-05-0.00010454i,0.00024025-4.5087e-05i,4.9965e-05-7.1632e-05i,-0.00035711-0.00025874i,-0.00022597-0.00044788i,2.2384e-05-0.00017548i
9.5141e-05+0.000927i,-1.4773e-05+0.00088501i,0.00081389+0.00041768i,0.00047596-0.0015368i,0.0003575-0.0026743i,0.00094248-0.0020948i,0.00080974-0.0016001i,-7.7724e-05-0.0010262i,-0.00085831-0.00053609i,-0.0010656-0.00052741i,-0.00061867-0.00022619i,-0.00043121+0.00015531i,-0.00085042-0.00060807i,-0.00040972-0.00061957i,0.00046048+0.0001234i,0.00098413+0.0011371i,0.00089115+0.0010253i,0.00069076+0.00047182i,0.00020402+0.00039634i,-0.0011633+0.00030012i,-0.00079458-0.00023138i,0.00070229-0.00046671i,0.00065505+9.9767e-05i
0.00078199+0.0009424i,0.00053941+0.00038184i,0.00018894-0.00042972i,0.00094753-0.0017148i,0.0017607-0.0026604i,0.0018191-0.0023185i,0.0013502-0.0019026i,-0.00020716-0.0013492i,-0.0014705-0.00086795i,-0.0013678-3.4065e-05i,-0.0008595+0.00076964i,-0.00064801+0.0006687i,0.00029264+0.00050342i,0.001627+1.1057e-05i,0.0011515-0.0003594i,0.00018144-6.7107e-06i,0.0005174+0.00018084i,0.00080033+0.00024007i,0.00065182+0.0007596i,0.00038862+0.00053571i,0.00051243-0.00032052i,0.00024651-0.00058087i,5.6549e-06-0.00034505i
-0.00057485+0.00011049i,-0.0014072-0.0009942i,-0.00089034-0.0011249i,-0.00026074-0.00078153i,0.00058257-0.00013797i,0.00099683+0.00010032i,0.00026573+0.00027224i,-0.00096312-0.00027343i,-0.0016297-0.00035972i,-0.00071946+8.1901e-05i,0.00040533+0.00010502i,0.00036136-0.00033953i,0.00021557-0.00029508i,0.00063984-0.00039306i,0.00015092-0.00042755i,-0.00065726+0.00031282i,-0.00058596+0.00051885i,-0.00060248+0.00011205i,-0.00052218-0.00045796i,4.4127e-06-0.001116i,0.00083683-0.0012188i,0.00054846-0.00036562i,-0.00016972+5.9466e-05i
-3.8161e-05+0.00047567i,-0.0006265-0.0008711i,-0.00092384-0.0016293i,-0.00084233-0.0013388i,-0.00047489-0.0012581i,0.00040152-0.0013373i,0.00063422-0.0012558i,-0.00010566-0.00089909i,-0.00094691-0.0011802i,-0.00094089-0.00064659i,-0.00042952+0.00051142i,0.00065712+0.0004712i,0.0016038+0.00051428i,0.0011227+0.00088151i,0.0011609+0.00024174i,0.0018151-0.00042761i,0.0014546-0.00068097i,0.0011498-0.00016994i,0.00065431-7.2326e-05i,0.00042509-0.00052888i,7.6588e-05-0.00034379i,-0.00060607+0.00031519i,-0.00014499+0.00021765i
0.00039662+1.8724e-05i,0.00067056+0.00031398i,0.001226-0.00096728i,0.0012167-0.0025288i,0.0004578-0.0027791i,-0.00018616-0.0021145i,-0.00044241-0.00083963i,-0.00043852-0.0004347i,-0.00054915+3.5387e-05i,-0.00045747+0.0006865i,-3.2295e-05+0.00093042i,4.3383e-05+0.00073225i,0.00012829+0.00037373i,-0.00013784+0.0011416i,0.00043115+0.001456i,0.00056668+0.00033906i,2.2813e-05-0.00026163i,6.4447e-05+0.00034098i,-0.00042741+0.00037724i,-0.0014197+0.00038166i,-0.0013414+0.00070972i,-0.00075094+0.00040218i,-0.00040458-6.3171e-05i
