-0.0010836-0.00040206i,-0.001451-0.001207i,-0.0016427-0.0015112i,-0.0021446-0.0010477i,-0.0027289+5.0663e-06i,-0.0024347+0.0013044i,-0.0016239+0.0017838i,-0.00043774+0.001835i,0.00062665+0.0012894i,0.00037648-7.63e-05i,-0.00010574-0.00085135i,0.00035262-0.0009032i,0.00035027-0.00089452i,-1.0319e-05-0.0010347i,-0.00033238-0.00073892i,-0.00057138+8.5341e-05i,-0.00040057+3.4999e-05i,-0.00026022-0.00011077i,0.00042703+0.00047564i,0.001015+0.0004201i,0.00044525+0.00050474i,-0.00024688+0.00026697i,-0.00025765+0.00012392i
0.0003336+0.00067109i,0.00028557+6.5494e-05i,0.00035938+0.00050554i,0.00046635+0.00095925i,-0.00045272+0.00062681i,-0.0014915+0.00072039i,-0.00062163+0.00015596i,0.0010743-0.000573i,0.0017339-0.00053245i,0.0014317-0.00033728i,0.001523+1.1961e-05i,0.0015826+0.00093104i,0.00089878+0.00057084i,0.00029647-8.4304e-05i,-2.7454e-05+0.0010114i,-9.6146e-05+0.0014475i,-0.00011453+0.00091329i,-0.00078509+0.00039307i,-0.0010045-0.00034392i,-0.00087552-0.00076011i,-0.0009696-5.7568e-05i,-0.001202+0.00044403i,-0.00076984+3.7119e-05i
-0.0022149-0.00055343i,-0.0023568-0.000334i,-0.0029568-0.00043477i,-0.0025712+0.00022996i,-0.0023744+0.00021869i,-0.0015667-0.00045803i,-0.00019995-0.00021064i,0.00021895-0.00061056i,-0.00027027-0.0015346i,-0.00050363-0.00088478i,-0.00061448-0.00011375i,-0.00021395-0.00063191i,0.0012556-0.00033608i,0.0017624+0.0006036i,0.0018196+0.00076429i,0.0012851+0.0007818i,0.00018544+0.00016536i,-0.00020436-0.0009353i,-0.00059594-0.00081086i,-0.0009279+0.00038158i,-0.00035407+0.0010771i,-0.00025988+0.00040071i,-0.00088264+0.00017584i
0.00011476+0.00035323i,0.00035792+9.134e-05i,0.00057007+0.00050566i,0.0011905-0.00021799i,0.0012814-0.00044587i,1.3778e-05-0.00012891i,-0.00070649+1.7916e-05i,-0.00042687+0.00032714i,-0.00027716-0.00047691i,-0.00032254-0.0011389i,4.2472e-05-0.00082105i,0.0002256-0.00030972i,0.00087807-0.00075578i,0.0018178-0.00063588i,0.0023436-0.00042257i,0.0024202-0.00059861i,0.0017348-0.0010788i,0.00036759-0.0012889i,-0.0001809+0.00026506i,0.00018246+0.0011104i,0.00082152+0.00062179i,0.0012069+0.00049621i,0.00056064+0.00060612i
3.5746e-05+0.00065417i,-0.00022471+0.00068746i,-0.00027026+0.00068439i,-0.00035968-0.00041238i,-0.00079462-0.0006423i,-0.0010238-0.00014338i,-0.00032762+0.00035346i,-0.0002606+0.00078406i,0.00025489+0.0012624i,0.00048692+0.0012967i,0.00029845+0.00027398i,0.0010901-0.00043578i,0.0013029-5.8831e-05i,0.00054312-0.00027506i,0.00013908-0.0010436i,0.00018739-0.00044867i,-0.00076018+0.00027536i,-0.00069456+0.00078945i,0.00029014+0.0021502i,0.00030924+0.0013376i,0.0002973-0.00064243i,0.00048437-0.00064916i,0.00012226+0.00045693i
1.2205e-05+0.0055281i,0.0014271+0.0035096i,0.0035646+0.0034844i,0.0037548+0.0017404i,0.0023917-0.0011494i,0.00034083-0.0015468i,-0.00088814-0.00022245i,0.00038013+4.3874e-06i,0.0024811+0.00046615i,0.0028903+0.00072526i,0.002494-0.00018672i,0.0015579-0.00020588i,0.00056726-0.00041901i,0.00036198-0.00096076i,-0.00087868-0.00096102i,-0.0014545-0.0015046i,-0.00034576-0.00082874i,0.00010465+0.00043306i,-8.2492e-05+0.0004177i,-0.00016437-0.00023005i,-0.00071793-0.00057178i,-0.0001699-0.0004037i,0.00060136+0.00034411i
0.0005232-0.001094i,0.00051358-0.0012538i,-0.00041722-0.0019005i,-0.0022997-0.001336i,-0.0024689-0.00051312i,-0.0004289+1.314e-05i,0.00071994+0.00049841i,0.0013137+0.00046789i,0.00081267-0.00028758i,0.00040683-0.00041289i,0.00090535-3.52e-05i,0.0014845-8.7206e-07i,0.0018599+0.00035133i,0.0013789+0.00090465i,0.00069664+0.0014277i,0.00096648+0.0013099i,0.0018021+0.00048023i,0.0020936-0.0001133i,0.0015007+0.00039362i,0.00078003+0.0011925i,0.0003333+0.0005906i,5.0654e-05-0.0004009i,-0.00022324-0.001148i
-0.0022558+0.00050672i,-0.002181+0.00038336i,-0.0017206+0.0015826i,-0.00098491+0.0025634i,-0.00052289+0.0016177i,-0.00088232+0.00064123i,-0.00088744+0.00046692i,-0.00035051-0.00038388i,-0.00027094-0.0012356i,-0.00038265-0.0011958i,0.00030654-0.00091662i,0.0012923-0.00074326i,0.0020284-0.001004i,0.0018391+0.00028121i,0.0017031+0.0017025i,0.0014685+0.0016474i,-0.0001073+0.0015183i,-0.0010252+0.0015609i,-0.0013915+0.0016537i,-0.00085601+0.0013299i,0.00037056+0.00087118i,0.00031082+0.00023967i,0.00014663-0.00025841i
0.0013586-0.0028073i,0.0012219-0.0039156i,-9.1857e-05-0.0041816i,-0.0020867-0.0030986i,-0.0024632-0.00173i,-0.0010794-0.0009684i,-0.00062765+0.0001673i,-0.001058+0.00099251i,-0.0014615+0.00040142i,-0.0017702-0.00019921i,-0.0018476-0.00032277i,-0.0010193-2.8571e-05i,0.00030796+0.0011575i,0.0014192+0.0012403i,0.002137-0.00018905i,0.0020824-0.001629i,0.0013238-0.001926i,0.00010576-0.0014389i,-0.0007145-0.00046915i,-0.00097445-0.00035643i,-0.00075305-0.0010417i,-0.00040258-0.00081136i,-0.0011405-5.4116e-05i
0.00022875+0.00037181i,0.00069944+0.0012923i,0.0012692+0.0021891i,0.0017247+0.0010778i,0.0011974-0.00063808i,-0.00032233-0.00039509i,-0.00065919-8.7279e-05i,0.0004814-0.00025083i,0.0010499+0.001099i,0.00059144+0.0012269i,0.00080069+0.00066306i,0.00028091+0.001138i,0.00074241+0.0015715i,0.0017815+0.00088261i,0.001311-0.00088813i,0.0010922-0.0012616i,0.0011979-3.78e-05i,0.0012195+0.0012431i,0.0012221+0.0014079i,0.00062874+0.00083713i,-6.6287e-05+0.00060431i,-0.00017432+0.00033314i,2.8721e-05-0.00023183i
0.00031959+0.00011603i,-0.00033178-6.9379e-05i,-0.00035798-0.00031572i,0.00023951-7.6651e-05i,0.00064581-0.00070684i,0.00070184-0.00069579i,0.00042686+8.3142e-05i,0.00061019+0.00037595i,0.0016027+0.00021161i,0.0017746+0.00025068i,0.0015074+0.00052519i,0.0010436+0.00079607i,0.0010954+0.00054247i,0.00047876+3.3149e-05i,-0.00085163+0.00012391i,-0.001322+0.00070126i,-0.0013322+0.0015998i,-0.00058088+0.0018223i,0.00020365+0.0019816i,-0.00028299+0.0019494i,-0.00083485+0.00092762i,-0.00089883+0.00011684i,-0.00046876-0.00013483i
0.00050497+0.00047228i,0.0014423+0.00052495i,0.0016873-0.00051097i,0.0011725+0.00070301i,-0.00040211+0.0015482i,-0.0011693+0.00055245i,-0.00074813-0.0010484i,0.00048413-0.0014148i,0.00095586-0.00078433i,0.001305-0.0012324i,0.0024213-0.0014317i,0.0028486-0.00027867i,0.0020955-0.00034228i,0.00071519-0.00026901i,-0.00010975+0.00012341i,0.00015242-0.0005795i,0.0008276-0.00033166i,0.00035719+7.7039e-05i,-0.001035-2.4284e-05i,-0.00067898-0.00010097i,-6.9837e-06-0.00024133i,-0.00022704+1.6029e-05i,-0.0013098-0.00016636i
0.0010881+0.0022623i,0.00033803+0.0029026i,0.00049902+0.0014645i,0.00075499-0.00063919i,-7.8789e-05-0.0013389i,-0.00064312-0.00073387i,9.5474e-05+0.00025968i,0.00071397-0.00017431i,0.00058877-0.00095761i,-0.00047563-0.0017298i,-0.00025988-0.0023358i,0.00079144-0.0023916i,0.0011827-0.0026816i,0.0011997-0.0019551i,0.0016251-2.0003e-06i,0.0016722+0.0011225i,0.00080773+0.00031494i,0.00010273-0.00086198i,0.0001316-0.0012002i,0.00085519-0.00091654i,0.0011517-0.00037607i,0.00098627-0.00011472i,0.00044699-0.0002577i
-0.00055224+0.00047582i,0.00042901-0.0011625i,0.00036678-0.0016572i,0.00046069-0.00077097i,0.0010117+7.4686e-05i,0.0011882+0.00011567i,0.0009285+0.00051131i,0.00059065+0.00070595i,0.00035008+0.00092524i,-0.00062798+0.0014537i,-0.0014468+0.0014067i,-0.0016357+0.00076308i,-0.0011059-0.00033683i,-0.000329-0.00058807i,0.00053826-0.00011846i,0.0010053-0.00075151i,0.00077147-0.00093394i,2.2046e-05+0.00013629i,-0.00082777+0.00075836i,-0.00045963+0.00060806i,-4.9817e-05+0.00020138i,0.00024756+0.00085013i,-0.00049667+0.00090884i
-0.001428-0.0025251i,-0.0010888-0.0002817i,-0.0025583+0.00040465i,-0.0031724+0.00031863i,-0.0019111+0.00041257i,-0.00048226+0.00037136i,0.00053076+0.00023146i,0.00043451+2.6236e-05i,6.0594e-05+0.00020816i,0.00039454+0.00051468i,-9.0152e-05+0.001523i,-0.00064518+0.0022516i,-0.00032006+0.002686i,0.00016888+0.0027523i,0.00074415+0.0015992i,-7.755e-05-0.00051797i,-0.0011049-0.0017366i,-0.0016258-0.00097786i,-0.0023144-5.4227e-05i,-0.0019948-4.9921e-05i,-0.0013252+0.00020105i,-0.00076498+0.00030082i,-5.8696e-05+0.00072639i
2.7169e-06+0.0010619i,-0.0012976-9.0786e-05i,-0.0020034-0.0010081i,-0.0017152-0.00082275i,-0.00047839-0.00093369i,0.00039927-0.00056284i,-6.0017e-06-0.00041968i,0.00053765-0.0010445i,0.00065519-0.001006i,0.0010851-6.3165e-05i,0.0019209+0.00033748i,0.0024994+0.0005875i,0.002086+0.001285i,0.0015003+0.00099878i,0.0011326+0.0003102i,0.00038844+0.00032831i,0.00072655+5.7091e-05i,0.00079288-0.00068102i,0.00038021-0.00048138i,0.00071472+0.00035082i,0.0011415+0.00011722i,0.00072632-0.00030555i,0.00075501-0.00072412i
-2.0058e-05-0.00054189i,0.000643-0.0012722i,0.0014683-0.0018826i,0.00076522-0.0018263i,-0.0002849-0.0013697i,-0.0011496-0.0015773i,-0.00066409-0.0021652i,0.00085099-0.0015624i,0.0012314-0.00070989i,0.0017129-0.00053179i,0.0028832-0.0011252i,0.0040338-0.00087897i,0.0041249-0.00037571i,0.0021795-0.0009659i,-0.00019228-0.00046141i,-0.00077162+0.00091706i,-0.00038513+0.0016058i,-5.904e-05+0.0013491i,0.00016729+0.00055874i,0.00041988-0.00021246i,0.00043497+0.00025307i,-0.0001674+0.0010786i,8.9358e-05+0.0013573i
-0.0016011-0.0012406i,-0.0018045-8.3063e-05i,-0.0039637+0.00066257i,-0.0038809+0.0015624i,-0.0022234+0.0011123i,-0.0013706+0.00065526i,-0.001213+0.00026158i,-0.0017435-8.4206e-05i,-0.0016312-0.0012572i,-0.0013221-0.0020319i,-0.00065475-0.0014913i,0.00080528-0.0014557i,0.0020749-0.0013374i,0.0024317-0.00018079i,0.0021184+0.0009378i,0.0020536+0.0005174i,0.0020613-1.2805e-05i,0.0015762-0.00026878i,0.00082111-0.00056175i,-1.8722e-05+8.8847e-05i,-0.00039478+0.00056645i,0.00048613+0.00026185i,0.0006786-0.00022454i
0.0027621+0.00082222i,0.0027118-0.00033027i,0.0020453-0.0021385i,0.00020752-0.0028355i,-0.00061669-0.0022225i,-0.00059529-0.00084276i,-0.00080484+0.0007238i,-0.00029967+0.0012904i,0.00018714+0.00018537i,2.5961e-05-0.00087816i,-0.0014832-0.0010677i,-0.0022534-0.0015728i,-0.0020351-0.0017267i,-0.0014145-0.0011391i,-0.00058225-0.0001181i,0.00012798-0.00034546i,0.00043375-0.0013435i,-0.0011368-0.0017748i,-0.0016226-0.0014056i,-0.00046265-0.00029056i,4.0285e-05+0.00012343i,0.00049353-0.00063133i,0.0011641-0.0009091i
-0.003109+0.0012389i,-0.0018277+0.0017221i,-0.0010889+0.0024011i,-0.0005591+0.002324i,-9.2531e-06+0.0012109i,0.0010269+0.00032244i,0.0018524+0.00056398i,0.0013714+0.00078433i,0.00052595+0.0010793i,-0.00034658+0.0018997i,-0.00052764+0.0025207i,1.3026e-05+0.0019183i,0.00045511+0.0012645i,0.00040062+0.0013855i,0.00045263+0.00083076i,-0.00032929-0.00048381i,-0.001514-0.00013663i,-0.0017088+0.0012637i,-0.00027165+0.0018581i,0.001195+0.0012573i,0.0010201+3.7026e-05i,0.00041745-0.00080623i,-0.00047727-0.00048978i
0.0013187+0.0019081i,0.00035962+0.001688i,0.0002347+0.0012886i,0.0011449+0.00025748i,0.0012093-0.0016741i,-0.00076692-0.0022901i,-0.00096091-0.0020563i,0.0010478-0.0013757i,0.0015237+0.00022228i,0.0013061+0.0015807i,0.001766+0.0020924i,0.0014672+0.0018688i,0.00099527+0.0011347i,0.001157+0.0011346i,0.00035549+0.001189i,-0.0006671+0.0010168i,-0.00090447+0.00085841i,-0.00092899+0.0014071i,-8.3187e-05+0.001132i,0.00070343+0.00037471i,-0.00098041-0.00058064i,-0.0023566-0.0013171i,-0.0017552-0.0010461i
0.00010909-0.00084267i,0.00017288-0.0014241i,0.00056821-0.0013443i,3.0205e-05-0.00095528i,-0.00053153+4.9997e-05i,-0.00045585+0.00018307i,-0.0013705+0.00044805i,-0.0016764-0.00025679i,-8.5473e-05-0.0014142i,0.0014223-0.001389i,0.002532-0.001194i,0.0030612-0.0012523i,0.0024991-0.0013379i,0.0015957-0.0012552i,0.0014599-0.00075526i,0.0012296-0.00033092i,0.0014617+0.00059971i,0.0018105+0.00076297i,0.0013699-0.00019305i,0.00028854-0.0010026i,-0.00046011-0.00058402i,-0.00010773+0.00012103i,0.00098312+0.0010136i
0.0019053+0.0013524i,0.0022967+0.0014278i,0.0025786+0.00089094i,0.0010184-0.00086447i,-0.00072848-0.0015684i,-0.001239-0.0015222i,-0.00080706-0.00079753i,-0.00032866-0.00073622i,-9.994e-06-0.0023627i,-8.0388e-05-0.0031526i,-0.00040564-0.0024063i,-0.0005223-0.0013209i,0.00026251-0.00046233i,0.00062512-0.00089995i,0.0005131-0.0005103i,0.00080272+0.00041187i,0.0012952-0.00018947i,5.2906e-05-0.00094865i,-0.0018336-0.0016045i,-0.0010533-0.0013948i,0.0003975-0.00018745i,0.00061688+0.00060008i,0.00067759+0.0010542i
-6.2717e-05-0.0010999i,-0.0012147-0.0021792i,-0.0025895-0.0030282i,-0.0019323-0.0024305i,-7.7152e-05-0.0015435i,-7.2809e-05-0.00039847i,0.00042741+0.0013008i,0.0010276+0.0019998i,1.3031e-06+0.0011538i,-0.0012759+0.00017121i,-0.0023909-7.1675e-05i,-0.002567+0.00032014i,-0.0010813+0.00085055i,-1.0214e-05+0.0010356i,3.1878e-05+0.00078491i,0.00044532+0.00072623i,0.00041212+0.00097079i,-0.00063578+0.00054993i,-0.00071262+0.00050125i,0.00011081+0.00026902i,0.00075511-0.00048101i,0.0010302-0.00065689i,0.0012923-0.00031364i
-0.0071819+0.0076346i,-0.0057567+0.0072238i,-0.0020643+0.012319i,0.0025592+0.010597i,0.0048633+0.0049896i,0.0048524+0.00061389i,0.0027054-0.00066925i,0.0011226-2.7531e-05i,6.8215e-05+0.0012674i,4.6612e-05+0.0034497i,0.00089673+0.0034412i,0.0010747+0.0011556i,0.0014425-0.00033141i,0.0019011-0.00059285i,0.0013435-0.00023986i,-0.00010502+7.6629e-05i,-0.0012726-0.00045185i,-0.001781+0.00027326i,-0.0014567+0.001925i,-0.00048147+0.0018424i,0.00090213-0.00062835i,0.0018992-0.0019861i,0.0013754-0.0015645i
-0.0024099-0.0013314i,-0.0022217+0.00034547i,-0.0023972+0.0018041i,-0.0022495+0.00085775i,-0.0015743-0.00035645i,-0.0014673-0.0005551i,-0.0013898-0.00068331i,-0.00041524-0.00066988i,0.00082764-0.00064893i,0.0020937-0.00011994i,0.0024979+0.0013446i,0.002629+0.001832i,0.0027176+0.00075762i,0.0027441+0.0001236i,0.00272+0.0011668i,0.0012534+0.0019764i,-0.0003691+0.0019583i,-0.00060078+0.001464i,0.00020861+0.00067551i,0.0004503-0.0001756i,-0.00054816-0.00019814i,-0.0013501+0.00048915i,-0.0014918+0.00089053i
0.00085774+0.0010155i,0.0012555-1.3111e-07i,0.0022432-0.00073291i,0.0024243-0.0013458i,0.0020441-0.0015736i,0.0008145-0.0021543i,-0.00047967-0.0022479i,0.0002192-0.00092099i,0.0020568-0.00090004i,0.0033167-0.0013376i,0.0040158-0.0012434i,0.0039113-0.00059333i,0.0031141+0.00019499i,0.0025364-0.00049631i,0.0016021-0.0013749i,0.00075632-0.0007022i,0.00142+0.00043338i,0.0018901+0.0011428i,0.0013183+0.00058564i,0.00021746+5.1834e-05i,-0.00030092+1.3876e-05i,-0.00010618-0.00014328i,-0.00022644-0.00032967i
-0.0018018+0.0026531i,-0.00032467+0.0035694i,0.0012566+0.005586i,0.00097373+0.0052198i,1.5191e-05+0.003313i,-0.00027707+0.0021367i,-0.00069399+0.0023561i,-0.00043677+0.0020053i,-0.00046976-0.00023913i,-0.00096719-0.0027441i,0.00023088-0.003915i,0.0021269-0.0029934i,0.0021786-0.001967i,0.00093353-0.0014386i,-0.00025494-0.00063095i,0.00022742-0.00061841i,0.0013363-0.0008351i,0.001276-0.0010688i,0.00032329-0.0005353i,-0.00020427-0.0001863i,-0.0003215-0.0010042i,-0.00060926-0.001496i,4.9471e-05-0.00065869i
0.00033172-0.00045165i,-0.00082135-0.0013371i,-0.0030511-0.0017589i,-0.0030774-0.0012691i,-0.0015335-0.00043204i,-0.00038366+0.00086941i,0.00091781+0.0010787i,0.00084096-0.00055729i,9.2768e-05-0.00092646i,-0.00047311+3.4698e-05i,-0.0018293+0.0003893i,-0.0019637-4.1979e-05i,-0.0007785-0.00017097i,-0.00037847+0.00048864i,-2.7868e-05+0.0014267i,-0.00013525+0.0016955i,-0.0011542+0.00041437i,-0.0015269-0.0004271i,-0.0021775-0.00081663i,-0.0024588-0.0010397i,-0.0016098-0.0014974i,-0.00033954-0.0010151i,0.00081462+0.00035647i
-0.0001795+0.0033305i,0.0008971+0.002083i,0.002266+0.0020293i,0.0023548+0.00024147i,0.001688-0.0023843i,0.00079686-0.0033832i,0.00035083-0.0034817i,-0.00014161-0.0035072i,-0.00053945-0.0022316i,-0.00065485+0.00044963i,-0.0014841+0.0028913i,-0.001877+0.0030255i,-0.00084513+0.00090912i,0.00054164+0.00054083i,0.00083136+0.0016726i,0.00020711+0.00080277i,-0.0012727+0.00029394i,-0.0022288+0.001559i,-0.0017737+0.0027367i,-0.00021691+0.0022579i,0.0009758+0.0015137i,0.0011309+0.0004961i,0.00076219-0.00068128i
0.0016646+9.7613e-05i,0.000439+0.00085787i,-0.00032786+0.0017478i,0.00038632+0.0016043i,0.0010183-7.4869e-05i,-0.00025898-0.00051309i,-0.00082596-0.00072806i,-0.0004215-0.00025406i,-0.00073645+0.00046053i,0.00025493+0.00055014i,0.0022336+0.0018581i,0.0030714+0.0030749i,0.0031394+0.0018881i,0.0031061-2.6358e-05i,0.0032303-0.00076544i,0.0019745-0.00027407i,0.0011711+0.00042342i,0.0006693+0.00097846i,-0.00016089+0.0011163i,0.00024025+0.00094522i,0.00078588+0.00072905i,-0.00013493-0.00036418i,-0.00084975-0.0012247i
0.0022394-0.0035989i,0.00091218-0.0040364i,-0.00035136-0.0057899i,-0.0025995-0.0051676i,-0.0045175-0.0027077i,-0.0046404-0.00059764i,-0.0034925+0.0014739i,-0.0017888+0.0023651i,0.00042689+0.0015507i,0.002533+0.0003229i,0.0033641-0.00041408i,0.0034686-0.00015282i,0.0029073+0.00011609i,0.0018225-0.00017861i,0.0010722-0.00012963i,0.0013916+0.00053122i,0.0019479+0.0011741i,0.0016119+0.0013659i,0.00086273+0.00076745i,-0.00048693-7.8646e-05i,-0.0010983-0.00066518i,-0.00091621-0.00040888i,-0.00087129+0.00037364i
-0.0013955+0.00016236i,-0.00061293-0.000739i,0.0011011-0.00068391i,0.0017251-0.0011819i,0.00048952-0.0015348i,-0.00057161-0.00041502i,0.00042813+0.00059829i,0.0013598+0.0016782i,0.0013739+0.00108i,0.00071965-0.00214i,-0.000772-0.0044308i,-0.00028586-0.0037834i,0.0015166-0.0016128i,0.0010774-0.00096771i,-0.0011433-0.001197i,-0.0010965-0.0013224i,-0.00048311-0.0015225i,-0.00079651-0.00066925i,-0.00046917+0.00010552i,-0.00066781-0.0001415i,-0.00060072-0.00037757i,-0.00037711-7.1274e-05i,6.4149e-05+0.00058067i
0.00030979-0.0021814i,-0.00051703-0.0014892i,-0.0010769-0.00070723i,-0.00073993+7.9978e-05i,-0.00018697+0.00073828i,0.00043323+0.0011723i,0.0012303+0.0005354i,0.0023847-0.001276i,0.0019722-0.0027552i,-0.00063956-0.0030742i,-0.0026003-0.0018805i,-0.0023419-0.0004243i,-0.00083222+6.3999e-05i,0.00081794+0.00092464i,0.0017814+0.0012053i,0.0022755+0.00010106i,0.0017162-0.0013702i,0.00025056-0.002122i,-0.0010023-0.0012913i,-0.0011117-0.00023879i,-0.00062923+0.00021664i,-0.00030058+0.00066741i,0.00067785+0.00053729i
-0.0014926+0.00038799i,-0.0017493-0.00066792i,-0.0016933-0.0017776i,-0.0019802-0.0010243i,-0.0012126-0.0016227i,-0.00030428-0.0023175i,0.00034965-0.0022041i,0.0011172-0.0017176i,0.0012753+6.6633e-05i,0.00095532+0.0028256i,0.00066673+0.0048616i,0.001002+0.0041626i,0.0015889+0.0019882i,0.0020338+0.00096201i,0.0017725+0.00072506i,0.00073502+0.00066206i,-0.00024062+0.00047739i,-0.00096512+0.0012824i,-0.0017225+0.0013803i,-0.0019069+0.00037068i,-0.00043197+0.00036588i,0.001122-0.00019031i,0.0013303-0.00097515i
0.00034214+0.0005279i,0.0010538+0.00060677i,0.0014345-8.8915e-05i,0.0019604-0.00089208i,3.8986e-05-0.00078626i,-0.0020383-0.0017035i,-0.0030462-0.0018186i,-0.0035142-0.0003046i,-0.0036496+0.00083986i,-0.0021131+0.0015854i,0.00028445+0.0019279i,0.0017708+0.0014616i,0.0015675+0.0010659i,0.00094772+0.00036046i,0.001032-0.00097341i,0.0001113-0.0013157i,-0.00082833-0.00054731i,-0.00097771+0.00021193i,-0.0009858+0.0010245i,-0.00093885+0.0015987i,-0.00073909+0.00093668i,-0.0005472-0.00032699i,-0.00073845-9.6622e-05i
-0.0026728-0.0010836i,-0.0030862-0.0010485i,-0.0045698-0.0011363i,-0.0046334-8.2732e-05i,-0.0030759+0.00079529i,-0.0022623+0.00086103i,-0.0014972+0.0017515i,-0.0016262+0.0029831i,-0.00013988+0.0016251i,0.0027902-0.0015582i,0.0046189-0.0031665i,0.0043255-0.0024944i,0.003356-0.0011582i,0.0019819+0.00018175i,0.00053104+0.00090945i,0.00015373+0.00065201i,0.0013329+0.00054346i,0.0023147+0.00090938i,0.0013543+0.00090061i,0.00070242+0.00043175i,0.00026511-0.00078729i,-0.00016826-0.001619i,-0.00028213-0.00059311i
-0.00036016-0.0003636i,0.00060909-0.0012561i,0.0013531-0.0011482i,0.002016-0.0011089i,0.0017254+0.0010226i,0.0015972+0.0030036i,0.0021069+0.0028076i,0.0042193+0.0022817i,0.0044915+0.0020904i,0.0031838+0.00059943i,0.0019551-0.0019036i,0.00084093-0.0025142i,0.00048439-0.0013665i,0.00060758+0.00016933i,0.00036362+0.0022806i,0.00029812+0.0033267i,0.0012648+0.0023628i,0.0016784+0.00084459i,0.0011526-5.7626e-05i,0.00051674-0.00023007i,0.00032165+3.6902e-05i,0.0006992+0.00046887i,0.0012319+0.00024864i
0.0002921-0.0039952i,0.00011809-0.0044253i,-0.0018608-0.0044851i,-0.0031056-0.0033121i,-0.0020915-0.0028232i,-0.0001829-0.0018388i,0.0018819-0.00085618i,0.0018471-0.00041641i,8.1612e-05-0.00057272i,-0.0030502-0.0011649i,-0.0055459-0.00017168i,-0.0046387+0.001822i,-0.00090821+0.002191i,0.002449+0.00043005i,0.0032924-0.00023213i,0.0013419+0.00013356i,-0.00051567+0.0001283i,-0.0010496-0.00017831i,-0.0014162-0.00032593i,-0.0011119-0.0015859i,-0.00042144-0.0014975i,-0.00077923+0.00059587i,-0.0014959+0.0008227i
-0.002229+0.00067878i,-0.0024088+0.00051787i,-0.0017293+0.001551i,-5.4719e-05+0.0012615i,9.4907e-05+0.00020488i,-0.00060218-0.00090636i,-0.0019553-0.0027267i,-0.0026308-0.0038791i,-0.0030773-0.0036689i,-0.0023768-0.002079i,-0.00061013+0.00034682i,0.00063571+0.0015992i,0.0013368+0.0002901i,0.0026634-0.0013434i,0.0034719-0.001972i,0.0028525-0.0023574i,0.0012347-0.0026561i,-0.00042603-0.0026285i,-0.0017665-0.0019982i,-0.0018237-0.00065397i,-0.00054349-0.00082631i,-0.00051005-0.0019146i,-0.0014682-0.0017243i
-0.0005254-0.0010873i,-0.00065804-0.0021263i,-0.0013638-0.0017992i,-0.0014718-0.00034431i,-0.0013515-0.000456i,-0.0025319-0.00018933i,-0.0034772+0.00083244i,-0.0030275+0.0018315i,-0.0004728+0.0028434i,0.002927+0.0033309i,0.0048799+0.0035652i,0.0048519+0.0034812i,0.0028875+0.0025503i,0.00013519+0.0013148i,-0.001083-0.00077559i,-0.00078352-0.0017659i,-0.0010215-0.00051286i,-0.001155+0.0010229i,-0.00096405+0.001804i,-0.00097159+0.0013494i,-0.00066198+0.00035751i,-0.0001998-0.00018563i,0.00048954-0.00026027i
6.8322e-05+0.00019473i,-0.0002009+0.0010859i,0.00039856+0.0016579i,0.0014695+0.00066998i,0.00065116+0.0012011i,-0.00019497+0.0029537i,0.00031092+0.004175i,0.0018181+0.0049553i,0.002169+0.003919i,0.0019835+0.00081143i,0.0027781-0.0020072i,0.0029789-0.0023i,0.0018621-0.0016965i,0.00018588-0.0011952i,-0.0016608-0.00059447i,-0.0027085-0.00043107i,-0.0032597+0.00039901i,-0.0026835+0.0012896i,-0.0017652+0.00077101i,-0.00091065+0.00024019i,-0.00058021+0.00033588i,8.8284e-06+0.00083034i,0.00068172+0.0018343i
-0.0029024+0.0033863i,-0.0041643+0.002957i,-0.0039301+0.0031174i,-0.0011001+0.0026919i,0.001854+0.00032485i,0.0022611-0.0015028i,0.0024037-0.0004819i,0.0026362-0.0011117i,0.002329-0.0023217i,0.0020019-0.0045726i,0.0016543-0.005898i,0.0013894-0.0043054i,0.0018826-0.0016675i,0.0021403+0.00070412i,0.0016615+0.0025896i,0.0017828+0.0019253i,0.0018844+0.00046839i,0.0010444-2.1131e-05i,0.00082652+0.00014979i,0.0013182+2.5534e-05i,0.00115-0.00038774i,0.00074769-0.00055763i,0.00056546-0.0011544i
-1.3187e-06-0.0024899i,0.00024456-0.0019217i,0.00078468-0.0014065i,-0.00074065-0.00064791i,-0.0023037-0.00061902i,-0.0003387-0.0017948i,0.00016821-0.0041687i,0.00037052-0.0051458i,0.00081436-0.0043502i,-0.0010499-0.0020237i,-0.0025581+0.00018847i,-0.0018575+0.0017787i,3.6959e-05+0.0018475i,0.0014912+0.00088965i,0.0028602+0.0016376i,0.0039872+0.0028423i,0.0038932+0.0025205i,0.0024893+0.0014254i,0.0013714+0.0013261i,0.0013366+0.0008892i,0.0014593-0.00020431i,0.0020699-0.00081767i,0.0020418-0.00072609i
