0.00033398+0.00021691i,0.0010652+0.00045578i,0.00089494+0.0009559i,0.00011398-0.00014329i,-0.00098375-0.00017382i,-0.00086553+0.0011317i,-0.00014546+0.0012126i,0.001042+0.0015598i,0.0016893+0.0013927i,0.0015599+0.00062785i,0.0017391+0.00038485i,0.0011038+0.00011352i,-0.0001042-5.4705e-05i,-0.00068322-0.00030311i,-0.0006528-0.00057051i,-0.00052706-0.0002091i,-0.00078001+0.00039788i,-0.00065082+0.00072472i,1.395e-05+0.00080472i,6.5743e-05+0.00054941i,-0.00054019+0.00018139i,-0.00079314-0.00041488i,-0.00071886-0.00038637i
-0.0036771+0.0020549i,-0.0039498+0.0066585i,-0.01027+0.018555i,-0.025712+0.037265i,-0.050026+0.039416i,-0.060403+0.010044i,-0.037684-0.015709i,-0.01065-0.015915i,-0.0012143-0.0065654i,-0.00066113-0.00042003i,-0.0017243+0.00037268i,-0.0041367+0.0011705i,-0.0042983+0.0029101i,-0.0012015+0.002911i,0.002261+0.00051444i,0.0050791-0.00099995i,0.0076188-0.0011292i,0.0087388-0.00052896i,0.0075964+0.0010285i,0.0062954+0.00038913i,0.0050319-0.004674i,0.0020922-0.011257i,-0.00042978-0.012148i
-0.0028264-0.0027205i,-0.0029777-0.0064009i,-8.273e-06-0.013683i,0.017634-0.021339i,0.045233-0.013964i,0.050575+0.015839i,0.030226+0.033079i,0.013821+0.022035i,0.0083258+0.0085002i,0.005591+0.0024511i,0.004388-0.00021823i,0.0054171-0.0022182i,0.0055481-0.0028054i,0.0018364-0.0020248i,-0.0012574-0.0021736i,-0.0017747-0.0025945i,-0.0019089-0.0034334i,-0.0025126-0.0049997i,-0.0036473-0.0063449i,-0.0037363-0.0040356i,-0.0047215+0.0022587i,-0.0050712+0.0085861i,-0.0034078+0.010728i
0.00054596+0.0021329i,7.1566e-05+0.005379i,-0.0076166+0.012637i,-0.029144+0.016i,-0.052219+0.0011792i,-0.045242-0.018627i,-0.017564-0.016379i,-0.0030144-0.0013064i,-0.00078685+0.0048209i,-0.0003852+0.0033994i,-0.00094348+0.0023207i,-0.0025087+0.0015396i,-0.0034314+0.00065374i,-0.0021483+0.0015997i,0.00016893+0.0029242i,0.0014875+0.0030177i,0.0017871+0.0036277i,0.002177+0.0040743i,0.0025569+0.0040012i,0.0029049+0.0020769i,0.0048707-0.0021958i,0.0077644-0.0062041i,0.0088576-0.0071787i
-0.0010202-0.000896i,0.0012175-0.00029074i,0.0093525-0.0021704i,0.023589+0.0020054i,0.030241+0.020235i,0.017099+0.031406i,-0.0007277+0.015973i,-0.0044483-0.0020661i,-0.00036572-0.006051i,0.0020141-0.0037115i,0.0033486-0.0017516i,0.0045447-0.00085485i,0.0048439+0.00016338i,0.0035308-0.00065816i,0.0010931-0.0034645i,-0.0002809-0.0052303i,-0.0013282-0.0057612i,-0.0020708-0.0060605i,-0.00162-0.0053237i,-0.0028747-0.0040606i,-0.0069745-0.0024272i,-0.01123+0.00021326i,-0.011968+0.0013916i
0.0030316-0.0054045i,7.6698e-05-0.0081828i,-0.0081439-0.011619i,-0.019198-0.018948i,-0.017732-0.031591i,0.004692-0.033748i,0.023008-0.017278i,0.021076-0.0024774i,0.0097703+0.00043911i,0.0018691+0.00057812i,-0.00014667+0.0013005i,-0.0022777+0.0006357i,-0.004306-0.00022874i,-0.0029155+0.0015341i,-0.00076426+0.0043663i,-0.00055985+0.0055803i,-0.0011198+0.0053053i,-0.0017092+0.005336i,-0.0021009+0.0050539i,-2.9879e-05+0.0047255i,0.0052423+0.0055113i,0.010519+0.0054599i,0.011431+0.0044642i
0.004889+0.0023148i,0.0075222+0.00040567i,0.012489+0.00050064i,0.012995+0.010277i,0.0014633+0.028185i,-0.021851+0.030807i,-0.031178+0.016032i,-0.018989+0.0047716i,-0.0067531+0.0020117i,-0.0015647+7.438e-05i,0.00081297-0.0015613i,0.0030455-0.0009827i,0.0048264-0.0006611i,0.0048982-0.0022276i,0.0039225-0.0032642i,0.00284-0.0018792i,0.0029539-0.00093309i,0.0033534-0.0013498i,0.0029455-0.0023544i,9.8911e-05-0.0030334i,-0.0049265-0.0038269i,-0.0085117-0.0055193i,-0.0083941-0.0058653i
-0.0022379-0.00071107i,-0.0053205-0.0035916i,-0.0098954-0.01093i,-0.010068-0.023356i,0.0015451-0.0353i,0.014445-0.028671i,0.012895-0.012207i,0.0029607-0.0049304i,-0.00072493-0.0022832i,0.0013021-0.00044039i,0.0013811-0.00059945i,-0.00081646-0.00080857i,-0.0022984-0.00065406i,-0.0030459+0.00044796i,-0.0036124+0.0021039i,-0.0044941+0.0022565i,-0.003996+0.0017643i,-0.0023513+0.0028466i,-0.0010355+0.0035238i,0.00014226+0.0041348i,0.0019774+0.0070153i,0.0040897+0.010528i,0.0048016+0.010184i
-5.273e-05-0.003694i,-0.0016387-0.0031763i,-0.0044763+0.00107i,-0.010832+0.0095679i,-0.021991+0.014433i,-0.024469+0.0081274i,-0.011856+0.00014296i,-0.0012726+0.00036187i,0.0010734+0.0029318i,0.0008104+0.0033478i,0.00071568+0.0029247i,0.001388+0.0016572i,0.0026522+0.00091175i,0.0048732+0.00028836i,0.0069169-0.00072176i,0.007783-0.00055194i,0.0075159+0.00086336i,0.0067978+0.00019482i,0.004955-0.0028469i,0.0023122-0.0053952i,0.0013459-0.0085462i,0.0018349-0.010982i,0.0026297-0.010701i
0.0015392+0.0029296i,-0.00012447+0.00076562i,-0.00055166-0.0039358i,0.0028572-0.010049i,0.010045-0.0069262i,0.011206+0.0098422i,0.0013692+0.020206i,-0.0054287+0.015024i,-0.0032077+0.0056082i,-0.00065531+0.00010557i,-0.00089235-0.00064904i,-0.0026014-0.0010341i,-0.0041318-0.0026346i,-0.0047627-0.0030303i,-0.0047394-0.0015255i,-0.0037565-0.0004755i,-0.0021324-0.00098985i,-0.00059671-0.0015588i,0.00037862-0.00084589i,0.00041826+0.0019011i,-0.0014623+0.005723i,-0.0040766+0.0092376i,-0.0055712+0.0098698i
-0.0041333+0.0017487i,-0.0058271+0.0045808i,-0.0089219+0.0072391i,-0.016387+0.0073538i,-0.023864+0.0021019i,-0.019173-0.01007i,-0.0043373-0.014061i,0.0059597-0.006115i,0.0068846-0.0010181i,0.0046304-0.0010877i,0.0041554-0.0010244i,0.0042529+0.0010258i,0.0039249+0.0038101i,0.0047983+0.0047682i,0.0057619+0.0039477i,0.0043746+0.0030488i,0.0024657+0.0023892i,0.0019603+0.001183i,0.0017622-0.0009403i,0.0031253-0.0036521i,0.0047872-0.0061727i,0.0071353-0.0085171i,0.0088333-0.0073685i
0.0037279-0.0027482i,0.0044119-0.0043302i,0.0064914-0.0055655i,0.010178-0.0032868i,0.014436+0.0054875i,0.011085+0.015427i,0.0046673+0.016217i,0.0044765+0.011138i,0.0041847+0.0073706i,0.002067+0.0053229i,0.00049652+0.0024529i,-0.0023671-0.00048004i,-0.0046448-0.0024275i,-0.0045653-0.0040965i,-0.002836-0.0050227i,-0.00039773-0.0055336i,0.0010358-0.0055102i,0.00064654-0.0044706i,-0.00089014-0.0023372i,-0.0027969+0.00034974i,-0.0059484+0.0018943i,-0.0094808+0.0021788i,-0.0098362+0.00030078i
-0.00055051+0.0037579i,0.00080037+0.0061483i,-0.00038689+0.0054693i,-0.005277+0.0018113i,-0.0063715-0.0052735i,-0.0013973-0.010852i,0.0024859-0.0083835i,0.0007523-0.0052448i,-0.0021323-0.00366i,-0.0019139-0.0016084i,0.00049753-0.00082278i,0.0034711+1.661e-05i,0.0047729+0.0018596i,0.0043103+0.0039441i,0.0028102+0.0046955i,8.3575e-06+0.004475i,-0.0018826+0.0037839i,-0.0017461+0.0026474i,-0.00063705+0.000785i,0.002345-5.9509e-05i,0.0059841+0.0011789i,0.0088866+0.0030596i,0.0089804+0.0036543i
-0.00026219-0.0027826i,-0.00017549-0.0051948i,0.0012885-0.0052531i,0.0024326-0.0018105i,-0.00069698+0.0034716i,-0.0069419+0.0050904i,-0.0062195-0.0016669i,-0.00021453-0.0068081i,0.0034746-0.0046911i,0.0026326-0.0022768i,-9.9923e-05-0.0017701i,-0.00012005-0.0015763i,0.0011613-0.003432i,0.0016509-0.0066081i,0.0017237-0.0065929i,0.0024144-0.0046089i,0.0031134-0.0029887i,0.0030459-0.0012256i,0.0017627+0.00095726i,-0.0021883+0.0010873i,-0.0068573-0.0020215i,-0.008491-0.0055292i,-0.0060255-0.0061858i
0.0012759-0.00093474i,0.00074611-0.0024098i,-0.0013523-0.007354i,-0.0034582-0.012764i,-0.0018828-0.0145i,0.0041277-0.0069932i,0.0057138+0.0050573i,0.0019895+0.0096033i,0.00030086+0.0069804i,0.00095405+0.003573i,0.0010037+0.0021009i,-5.423e-05+0.0026487i,-0.001391+0.004197i,-0.002423+0.0052284i,-0.0029537+0.004925i,-0.003909+0.0031851i,-0.0043711+0.00078761i,-0.0026378-0.0012087i,6.6135e-05-0.0019599i,0.002474-0.00024358i,0.0043655+0.0036161i,0.0051495+0.0078115i,0.0035118+0.0091598i
-0.0020553+0.00058893i,-0.0022264+6.9641e-05i,-0.00092301+0.00055626i,-0.0023933+0.0020801i,-0.0094016+0.0041204i,-0.01575+0.00050734i,-0.016394-0.0047167i,-0.013005-0.0035362i,-0.0077696-3.6163e-06i,-0.0045621+0.000809i,-0.0029673-0.00039819i,-0.0014556-0.002767i,-0.00051258-0.0052954i,0.0012002-0.0054036i,0.0037151-0.0030907i,0.0056905+0.00014857i,0.0066965+0.0026727i,0.0053512+0.0033044i,0.002391+0.0021467i,-0.0010681+8.871e-05i,-0.0022018-0.0036462i,-0.00125-0.0075616i,0.0010939-0.008354i
0.00090916-0.0044858i,-0.0021454-0.0047234i,-0.0073163-0.0069657i,-0.0074801-0.0086216i,-0.00066787-0.0062943i,0.0058503-0.00098625i,0.0059772+0.0019299i,0.0054059+3.0646e-05i,0.005149-0.0024748i,0.0033066-0.00073057i,0.0027371+0.0022226i,0.001962+0.0044392i,0.00010542+0.0051263i,-0.0021238+0.0034232i,-0.0023556+0.0015064i,-0.0011264-0.00087965i,0.00015231-0.0028465i,0.0013905-0.0035957i,0.0026697-0.002865i,0.0023352+0.00046505i,0.0006062+0.0043817i,-0.0013486+0.0060824i,-0.0030321+0.0049188i
0.0030699+0.00084644i,0.0017155-0.00018741i,-0.00099448-0.0012374i,-0.004533-0.00060593i,-0.0068303+0.00058802i,-0.0061881+0.0022667i,-0.00049856+0.0079257i,0.0035869+0.011486i,0.003529+0.0085364i,0.0023916+0.0040747i,0.00092783+0.00039257i,9.2046e-06-0.0024046i,0.00074558-0.0024592i,0.0031439-0.0002505i,0.0041647+0.0020854i,0.0037436+0.0038409i,0.0029728+0.004318i,0.0017143+0.0031261i,0.00077225+0.00075819i,0.00071091-0.0020952i,0.0023491-0.0046663i,0.0050628-0.0048714i,0.0057434-0.0026971i
0.0020724-0.00072822i,0.0015186-0.0013135i,-0.00022187-0.0021544i,-0.0032856-0.0011611i,-0.0049595+0.00056706i,-0.0078993+0.0041178i,-0.0098921+0.0034542i,-0.0066858+0.0001978i,-0.0020506+0.00062695i,0.0011786+0.0012813i,0.0022463+0.0010203i,0.0011987+0.00085849i,-0.0006577+0.00013415i,-0.0027317-0.00093692i,-0.0036973-0.0024561i,-0.0015206-0.0038369i,0.00082966-0.0045845i,0.0015508-0.0036953i,0.0019861-0.0018091i,0.0015427+0.0004763i,-0.0018186+0.0029162i,-0.0056107+0.0018995i,-0.006077-0.00084842i
0.00062844-0.0016338i,-0.0016108-0.0020359i,-0.0038587-0.0030714i,-0.0057508-0.0035062i,-0.0063541-0.0054207i,-0.0013483-0.0071644i,0.0066763-0.0058475i,0.0080004-0.0042143i,0.0045595-0.0035099i,0.00205-0.002159i,0.0015736-0.0012565i,0.0026663-0.00066614i,0.0035602+0.00072841i,0.0042374+0.0019761i,0.0039417+0.0026524i,0.0014252+0.0032527i,-0.00057557+0.0038605i,-0.0010766+0.0034273i,-0.0013229+0.0011889i,-0.00038649-0.0014375i,0.0025736-0.0020388i,0.0049352-3.6806e-05i,0.0049813+0.0017851i
0.0043876+0.0017683i,0.0049022-0.001946i,0.0061232-0.0046615i,0.0052079-0.0041915i,0.0017007-0.0022065i,-0.0018734+0.0019336i,-0.00092972+0.0049031i,0.0022891+0.0048216i,0.0038171+0.0032676i,0.0031922+0.00086463i,0.0010292+1.4993e-05i,-0.00083064+7.4733e-05i,-0.0021842-0.00013378i,-0.0033687-0.0011659i,-0.0023741-0.0024625i,0.0001676-0.0024313i,0.0017434-0.0023688i,0.0021569-0.0019932i,0.0011164-0.00086756i,-0.0017487-0.00033309i,-0.0045918-0.00024753i,-0.0048325-0.0010216i,-0.0026138-0.0022425i
0.0030174+0.00082938i,0.002824-0.00037649i,0.0018372-0.0046944i,-0.00066599-0.0082268i,-0.0038007-0.007188i,-0.0057117-0.0042131i,-0.0076782-0.0014236i,-0.0078439-0.00011137i,-0.0051152+0.00011249i,-0.0027134+9.2344e-05i,-0.0005138-0.00051046i,0.00045011-0.0012563i,0.0013906-0.00059148i,0.001952+0.00066259i,0.00015482+0.0015549i,-0.0020706+0.0016428i,-0.0024734+0.0012003i,-0.0020687+0.0009279i,-0.001255+0.00065666i,0.0013182+0.00025052i,0.0037287+0.0011713i,0.0024022+0.00377i,-0.0003249+0.0045842i
0.0011412+0.002476i,0.0025949-7.1775e-05i,0.0039212-0.0034053i,0.0014408-0.0053032i,-0.0030816-0.0052668i,-0.0056822-0.0065805i,-0.003492-0.0067842i,-0.00059749-0.004368i,0.00019865-0.0021778i,0.00053444-0.00081008i,0.0006874+0.00026054i,-2.0739e-05+0.001097i,-0.00038563-0.00034105i,0.00030604-0.0020757i,0.0011682-0.00107i,0.0026211+0.00075976i,0.0035962+0.00092943i,0.0025949-0.0003331i,0.0003904-0.0011863i,-0.0018566-0.0015098i,-0.0024681-0.0024346i,-0.00065999-0.0030113i,0.0022042-0.0024899i
0.019053+0.010557i,0.021553+0.0013708i,0.02433-0.012966i,0.015193-0.019109i,0.006219-0.018516i,-0.0022734-0.0095439i,-0.0046083+0.0039374i,-0.0013461+0.0088099i,0.0015826+0.0057225i,0.0023812-0.00022385i,-0.00050125-0.0024832i,-0.0038803-0.00048841i,-0.0053528+0.0021697i,-0.0054425+0.0048767i,-0.0033063+0.0055661i,-0.0012042+0.0035905i,-0.00034309+0.0014738i,-0.00072682-0.0005368i,-0.00088829-0.001355i,0.00090865-2.0126e-05i,0.0017923+0.0017416i,-5.9247e-05+0.002608i,-0.0019071+0.0018584i
-0.0036341-0.00045031i,-0.0042098-0.0002695i,-0.0066072+0.00096943i,-0.0077229+0.0019098i,-0.0078526+0.0019193i,-0.0057045+0.0024469i,-0.002736+0.0044138i,-0.0010166+0.0049336i,0.0002434+0.0041329i,0.00071082+0.0033231i,0.0014884+0.0019324i,0.0024137+0.0012249i,0.0023145+0.0007443i,0.0027387-0.00077237i,0.0029303-0.0017603i,0.0030218-0.0010464i,0.0034035-6.2954e-05i,0.002589-0.00028042i,0.0011717-0.0015143i,0.00031693-0.0029831i,0.00030224-0.0038764i,0.0013279-0.0031365i,0.002492-0.00070076i
-0.0026067+0.00072203i,-0.004782+0.0024216i,-0.0048068+0.0026608i,-0.0033691+0.0011167i,-0.0040186-0.0010257i,-0.0034882-0.00015904i,-0.0011422+0.00085089i,0.00030419+0.00054801i,0.00071213+0.00077516i,0.0013101+0.0008635i,0.0013121+0.00052825i,0.00025223-0.0011521i,-0.0010292-0.0027369i,-0.0018147-0.0022877i,-0.0015704-0.0013488i,-0.00098236-0.00096796i,-0.00073507-0.0007853i,-4.3949e-05-0.00079422i,0.00076901-0.00050699i,0.00013652+0.0011427i,-0.00062714+0.0023386i,-0.0012101+0.00046408i,-0.0015977-0.0018769i
-0.0028029-0.00083445i,-0.0028357-0.0012671i,-0.0023756-0.00019389i,-0.0018462+0.00089868i,-0.0025832+0.0014234i,-0.00049443+0.00095271i,0.003054+0.001046i,0.0034513+0.0019618i,0.0036225+0.0014882i,0.0039485+0.00081918i,0.0030422-0.00016831i,0.0015643-0.00028963i,0.00091646+0.00028975i,0.0014571+0.00034426i,0.00164+0.00014155i,0.0019721+0.00023186i,0.0032588-0.00018548i,0.0033118-0.0014439i,0.0020124-0.0028624i,0.0022548-0.003708i,0.0026262-0.0031583i,0.0015313-0.00071895i,-0.0002967+0.0013977i
-0.003265+0.00042489i,-0.0022909+0.0028658i,-0.0015708+0.0037374i,-0.0027553+0.0019564i,-0.0042426+0.0017314i,-0.0023011+0.0016758i,0.00076832-0.00055588i,0.0028066-0.0012446i,0.0030585-0.00086449i,0.0015544-0.00056953i,0.00028282-0.00096991i,0.00057426-0.0018486i,0.0010586-0.002098i,0.00049232-0.0018691i,9.612e-05-0.002245i,-8.2978e-06-0.0019959i,-7.4706e-05-0.00099333i,-0.00018301-0.0004043i,-0.0011974-0.0002025i,-0.0021766+0.00070268i,-0.0024655+0.00065337i,-0.0016688-0.00099735i,-0.00021545-0.002009i
0.00037687-0.0024912i,-0.002029-0.0035207i,-0.0034309-0.0041175i,-0.0035235-0.0013486i,-0.0020418+0.0018369i,-0.0010916+0.00096009i,-0.00095266-0.0008932i,-0.00065939-0.001155i,-0.00083951-0.00061079i,-0.00016121+0.00045337i,0.00026576+0.00096278i,-0.00022948+0.00043338i,-0.0014023+0.00041264i,-0.0025527+0.00089043i,-0.0023544+0.0012272i,1.0597e-05+0.0016479i,0.0021663+0.0021987i,0.0020731+0.0014i,0.001629-0.00012206i,0.0023901-0.00088544i,0.0027004-0.0005122i,9.3458e-05+0.00082705i,-0.0024818+0.001874i
0.0021159+0.0017338i,0.005129+0.0004931i,0.0051263-0.00067854i,0.0024913-0.0012886i,0.00065437-0.0018164i,-0.0018158-0.0017784i,-0.0035218-0.00087953i,-0.0034676-0.0013501i,-0.002885-0.0025238i,-0.0016768-0.0026245i,8.6382e-05-0.0022305i,0.0014376-0.0016078i,0.0018045-0.0014789i,0.00113-0.00089732i,0.00014591-0.00031426i,0.00015452-0.00095197i,-0.00068671-0.001066i,-0.0016144-0.00033185i,-0.0018006-0.00038348i,-0.0025431-0.0010656i,-0.0025137-0.0013527i,0.00019698-0.00059801i,0.0027666-0.00028001i
-0.0010251+0.0011341i,-0.0027431+8.4646e-06i,-0.0045312-0.0023211i,-0.0052579-0.0033737i,-0.0060989-0.0034504i,-0.0066849-0.001358i,-0.0045244+0.0013004i,-0.002116+0.002637i,0.00052898+0.0039786i,0.0015056+0.003676i,0.00046853+0.002659i,-0.0002615+0.0021096i,-0.00077636+0.0013855i,-0.00070401+0.0011806i,0.00072291+0.00086354i,0.0019954+0.0013904i,0.0020923+0.0017109i,0.0020977+0.0012385i,0.0022318+0.00033943i,0.0022278+0.00018721i,0.0021937+0.0005775i,0.00051747+0.00093831i,-0.001185+0.00085288i
-0.0037058-0.001141i,-0.0037124-0.00045192i,-0.0045198+0.0012254i,-0.0039622+0.0019733i,-0.0030164+0.0014228i,-0.0010086+0.0018591i,0.0015882+0.0029362i,0.0018831+0.0034447i,0.00041084+0.0031278i,-0.00064938+0.0020111i,0.00011473+0.00021643i,0.00072671-0.0017401i,0.00072489-0.0020755i,0.0010531-0.00028778i,-3.7268e-05+0.00119i,-0.00081831+0.00088871i,-0.00036148+0.00067374i,-5.3198e-05+0.00055735i,-0.0004669-0.00024479i,-0.0011713-0.00053246i,-0.0016657-0.00021933i,-6.0699e-05+0.00082964i,0.0020237+0.0022766i
-9.1058e-06-0.0021599i,-0.0001438-0.0032926i,-0.0022397-0.0038264i,-0.0045556-0.0020744i,-0.0058902+0.0013218i,-0.0028873+0.0031924i,0.0003175+0.0032558i,0.00017172+0.0020554i,-0.0001062+0.00062352i,0.00012184+0.00054514i,0.0010619+0.00083368i,0.0021489+9.9818e-05i,0.001223-0.00068528i,5.5349e-05-0.00086134i,0.00015446-0.00040499i,0.00044914+0.00042506i,0.00086012+0.0011073i,0.00089212+0.0011658i,0.0020422+0.00064923i,0.0025868+0.00094004i,0.0022796+0.00047695i,0.0014195-0.0012808i,-0.00035605-0.0027097i
-0.00055606-0.0015495i,-0.00251+0.00044821i,-0.0044264-0.00099385i,-0.0065536-0.0029236i,-0.0065647-0.00087069i,-0.0046703+0.0014158i,-0.0021493+0.0013107i,0.0011102+0.0009128i,0.0035545+0.00054862i,0.0035237+6.3511e-05i,0.0025739+0.00023633i,0.003335+0.0010747i,0.0037403+0.0013186i,0.0029933+0.0015036i,0.00187+0.00076818i,0.0016504-0.0015581i,0.0019711-0.00331i,0.001538-0.0041212i,0.00094212-0.0037048i,-0.00022472-0.0026941i,-0.00065138-0.0014019i,-0.00020153+0.0013589i,0.00052545+0.0028293i
-0.0010471-0.0038028i,-0.0029773-0.0041149i,-0.0050262-0.0022999i,-0.006137+0.00018832i,-0.0047861+3.3568e-05i,-0.0029074-0.0010648i,-3.8039e-05+0.00021995i,0.0021264+0.0016827i,0.0012359+0.0022222i,0.00013215+0.0021535i,-0.00059441+0.0015368i,-0.0018543+0.00027024i,-0.002159-0.00086694i,-0.00072514-0.0012385i,0.00026623-0.00095329i,0.00047016-7.2421e-05i,0.00090185+0.0010353i,0.0012543+0.0015532i,0.0013997+0.0019223i,0.001213+0.0018557i,0.001184+0.00077664i,0.0014778-0.00082427i,0.0013547-0.0016664i
0.0032764+4.4841e-05i,0.0049404-0.0023298i,0.0034962-0.0047011i,0.00012526-0.0043397i,-0.0024284-0.0028802i,-0.0024617-0.0019033i,-0.00080927-0.001179i,4.47e-06-0.0017229i,7.9569e-05-0.0021307i,0.00054086-0.0023547i,0.0015069-0.0028659i,0.0023938-0.0020392i,0.001892-1.9691e-05i,0.00092911+0.0012444i,0.00031377+0.00086665i,0.0004227-0.00032542i,0.00099631-0.00075394i,0.00034273-0.0014076i,-0.00015923-0.0029005i,-0.00074321-0.0033274i,-0.0018837-0.0024683i,-0.0024505-0.00029683i,-0.0022209+0.0016993i
-0.0013026+0.00086361i,-0.0022717+0.00048035i,-0.0033446+0.0006336i,-0.0034786+0.00071839i,-0.0045043-0.00016412i,-0.0046128+0.00047096i,-0.002211+0.0019665i,-0.00020802+0.0024606i,0.00051521+0.0015521i,0.00053613+0.00073503i,0.00032997+0.0014118i,0.000219+0.00174i,0.00079909+0.00057246i,0.002077-0.0010183i,0.0019531-0.0013028i,-4.1661e-06-8.4633e-05i,-0.0011074+0.0012559i,-0.001025+0.0013938i,-0.00096666+0.0020818i,-0.0011522+0.0029272i,-4.9234e-05+0.0028386i,0.0015797+0.0018486i,0.0026011+0.00059653i
0.00074383-0.002313i,0.00051224-0.0047497i,-0.0014401-0.0057333i,-0.0026113-0.0055733i,-0.0032366-0.0040735i,-0.0039802-0.001288i,-0.0031366+0.00066866i,-0.0014968+0.0015556i,-0.00048876+0.0018278i,5.508e-06+0.0014877i,-2.5637e-06+0.0001067i,-0.001251-0.00021816i,-0.001548+0.00066187i,-0.00086901+0.00069314i,-0.00057888+0.00036552i,8.1655e-05+0.00094209i,0.0010404+0.0010064i,0.0019005-0.00054544i,0.0017558-0.0018339i,0.0014222-0.0022736i,0.00097518-0.0026155i,-0.00061321-0.0020901i,-0.0018822-0.00036264i
0.00077915+0.00058175i,0.0012067+0.00057478i,-0.00087567-0.00065521i,-0.0033945-0.0024544i,-0.0042903-0.0015119i,-0.00293-8.1791e-05i,-0.0015508-4.3674e-06i,-0.0019955+0.00016344i,-0.0022947+0.00058411i,-0.0014338+0.0013518i,-0.00071749+0.0010196i,-0.0005564-0.00050377i,7.1437e-06-0.0013743i,0.00053918-0.00059123i,0.00069601+0.00058507i,0.00045949+0.00072306i,9.6877e-05+0.0011344i,-0.00019122+0.0013644i,-0.00042874+0.0012889i,-0.0014414+0.0019768i,-0.0016439+0.0022228i,-6.4126e-05+0.0020992i,0.00047713+0.001928i
0.0003701+0.00022237i,0.00055606-0.00047655i,-0.00023377-0.00114i,-0.0027535-0.0017798i,-0.0026359-0.0012088i,-0.0019485+0.00051495i,-0.0014582+0.0024228i,0.00089553+0.0033267i,0.002727+0.002229i,0.0030952+0.0012883i,0.0029866+0.00078412i,0.0023463+0.00038766i,0.00024717-0.00012318i,-0.0012925-0.00067116i,-0.00075236-9.9838e-05i,0.00093299+0.00029106i,0.0022782-0.00083403i,0.0027488-0.0018799i,0.0025696-0.0013258i,0.0031676-0.00070196i,0.0032228-0.00067789i,0.0015001-0.0012954i,0.00041211-0.0018703i
-0.0018296-0.00068662i,-0.0028637-0.0019539i,-0.0029712-0.0024333i,-0.0021927-0.0022529i,-0.001124-0.001437i,-0.0004597+0.0002095i,0.00025216+0.0013915i,0.0011384+0.0013703i,0.00068329+0.0013761i,-2.1533e-06+0.0011597i,-0.00097225+0.00054442i,-0.0018524+0.00053362i,-0.0011228+0.0011396i,0.0004382+0.0014246i,0.0011083+0.00069524i,0.0007131-0.0002681i,0.00059975-0.00052691i,0.00041558-0.00067469i,-0.0011853-0.00091208i,-0.0022943-0.00067729i,-0.0020682-4.4608e-05i,-0.0013092+0.0012197i,-0.00028276+0.0021119i
0.0015302-0.0017348i,0.0015362-0.0032039i,-7.4382e-05-0.0023866i,-0.0030133-0.0020442i,-0.0037134-0.0022194i,-0.0029895-0.00014993i,-0.0021551+0.0020655i,-0.00020696+0.0029372i,0.0016261+0.0023854i,0.0030182+0.00069368i,0.0038199-0.00018352i,0.0027951-0.0010552i,0.0016733-0.0025041i,0.0012395-0.0021445i,0.00069075-0.0010353i,0.00022194-0.00030473i,0.00015852+7.4231e-05i,0.0014284+0.00023707i,0.0029457+0.00078602i,0.0030617+0.0014736i,0.002538+0.00028327i,0.001198-0.0014015i,-5.4954e-05-0.0016603i
-0.0014902+0.002137i,-0.0017177+0.0032796i,-0.001304+0.0035656i,-0.0015449+0.0021914i,-0.0026432+0.00098034i,-0.0015452+0.00080609i,0.0001977+0.00041362i,0.00073452-0.0009314i,0.0012669-0.0013423i,0.0013218-5.3496e-05i,0.00042074+0.00058001i,-0.00077096+0.00064143i,-0.00039005+0.00024005i,0.00073867-0.00039507i,0.00046434-0.0013139i,0.00019863-0.0010548i,0.00062859-6.0234e-05i,0.00033727-0.00011266i,-0.00037502-0.00095265i,-0.00049971-0.0018087i,-0.00041712-0.0015843i,-0.00029334-0.0008096i,-0.00041638-0.00012991i
-0.0015272-0.0058812i,-0.001861-0.0071244i,-0.0033948-0.0075014i,-0.0053118-0.0059894i,-0.0058544-0.0029449i,-0.003035-0.00059474i,-2.532e-05+0.00012013i,0.00077835+0.00033557i,0.00059248+0.00024863i,0.00016821+0.00088006i,0.00018139+0.0014381i,0.0006702+0.0012021i,0.0012404+0.00046157i,0.0022227-0.00084515i,0.0014829-0.0011795i,0.00084713-0.00093747i,0.0012325-0.0006564i,0.00057258-0.00029879i,-0.00017337+0.00011603i,-0.00029417+0.00094808i,0.00032311+0.0010694i,0.00050298+0.00013497i,0.00083183-7.9788e-05i
0.00012057+0.00024262i,4.4888e-05+0.0015763i,-0.0016801+0.0019597i,-0.0033531+0.0021134i,-0.0033765+0.0034386i,-0.003405+0.003187i,-0.0032027+0.0017799i,-0.0011803+0.0017079i,0.00099661+0.0010309i,0.0007015+0.0001405i,-0.0003791-0.0007879i,-0.001106-0.0021327i,-0.0012978-0.0017546i,-0.00078556+0.00046968i,-0.00024953+0.0016291i,0.0006019+0.0012401i,0.00060165+0.0010523i,0.00023255+0.00093743i,0.00054628+0.00046776i,0.00076344+0.00020768i,2.2297e-05-0.00031572i,-0.00071519-0.00049481i,-0.001033-0.00051376i
