-0.0048625-0.0020999i,-0.0046156-0.0017384i,-0.0049811-0.00025904i,-0.0050029+0.0014274i,-0.0048207+0.0022615i,-0.0025482+0.0013837i,-0.00060045+0.00059275i,-0.00054973+0.00097961i,-0.00065985+0.00054292i,-0.00069117+8.2564e-05i,-0.00030184+0.00046792i,-0.00020751+0.0012009i,-0.00057372+0.00078694i,-0.00057551+0.00064252i,-0.0011647+0.0013829i,-0.00046283+0.0015011i,0.00066494+0.0010731i,0.00030607+0.00051178i,0.00041045+0.00053774i,0.00063055+0.0011682i,3.7591e-05+0.00063116i,-4.9453e-05-0.00058554i,0.00029599-0.00080303i
-4.7205e-05-0.00045185i,-0.00013554-0.00099686i,-0.00084064-0.00087287i,-0.0017197-0.00012003i,-0.002758+0.00019526i,-0.0027592+0.00029538i,-0.001811-0.00027394i,-0.0015135-0.00062692i,-0.0012674-8.8261e-05i,-0.0013241+5.9117e-05i,-0.0014714-0.00028657i,-0.00081906-0.00020585i,-9.1146e-05+0.00015575i,0.0011681-0.00014646i,0.0010909-0.00087192i,-0.00018612-0.0012134i,-0.0002783-0.00079414i,0.00021714-8.7881e-05i,0.00068688+0.0007013i,0.00083484+0.00075353i,0.00079764+0.00035707i,0.00052573-0.00058321i,0.00025496-0.00041938i
-0.00017506-0.0021053i,0.00061267-0.0023399i,-0.0014226-0.0031108i,-0.003608-0.0027959i,-0.0039764-0.0017437i,-0.00326-0.00036753i,-0.0017919+0.00072743i,-0.0010316+0.00098131i,-0.0005606+0.0012401i,9.1904e-05+0.00063019i,-0.00015232+0.00047047i,-0.00098519+0.00087099i,-0.00082011+0.00063193i,-0.00021433-0.00036972i,-0.00036334-0.00056468i,-0.00047807-0.00051732i,0.00020068-0.00040383i,0.00058132+0.00030541i,0.00017593+0.00025101i,-0.00032737-0.00011389i,5.0004e-05-0.00039488i,0.00045838-0.00056325i,-9.471e-05+0.00017336i
0.0021905-0.00035081i,0.0023283-0.00089827i,0.001871-0.0022032i,0.00024361-0.0031927i,-0.0016834-0.0027373i,-0.0023771-0.00061952i,-0.0017105+0.00048415i,-0.0012755-0.00060435i,-0.00070311-0.00085395i,-3.96e-05+0.00035978i,0.00075208+0.00073729i,0.00016369+0.00087826i,-0.0007491+0.0010985i,-0.0014778+0.00038271i,-0.0019635-0.00016426i,-0.00096915-9.95e-05i,0.00062709+2.1982e-05i,0.001086+0.00026421i,0.00094816+0.00069441i,0.00061453+0.00066794i,-6.2894e-05-0.00010948i,-0.0004184-0.00032122i,-0.001072-0.00018138i
0.0024605-0.00054922i,0.0036274-0.00094336i,0.0038178-0.0027786i,0.0021396-0.0044094i,-8.1347e-05-0.0040086i,-0.0024357-0.0028085i,-0.00249-0.0019501i,-0.0014527-0.0010857i,-0.00052051-0.00054594i,0.00090955-0.0012241i,0.00085169-0.001179i,-0.0001377-0.00015629i,-0.00065402+0.00045009i,-0.00068538+0.001297i,-0.00075098+0.0014536i,-0.00030049+0.00046668i,0.00055419+0.00021266i,0.00097124+0.0004531i,0.00083968+9.8436e-05i,0.00046303+7.9418e-05i,0.00031248+0.00027707i,3.1239e-05+9.6844e-05i,0.00015101-0.00034451i
0.0026774+0.00051133i,0.0022139-0.0003941i,0.0025107-0.00040932i,0.0010358-0.0011506i,-0.00095911-0.0019802i,-0.0019041-0.00092211i,-0.001806+0.00046368i,-0.0016002-0.00019377i,-0.0018819-0.0016069i,-0.0013003-0.0013437i,-0.00075703-0.00058581i,-0.00053959-1.7677e-05i,0.00013616+0.00046266i,0.0007804+0.00076806i,0.0012069+0.0011185i,0.0017183+0.0011195i,0.0017237-0.00033025i,0.0010126-0.0016338i,0.00018526-0.0013434i,0.00021433-0.00050181i,0.0010833-0.0001525i,0.0014627-1.7693e-05i,0.0014438+0.00050258i
0.00019622+0.0010809i,-0.0008136+0.00082429i,-0.00019905+0.00047059i,-0.0003668+7.275e-05i,-0.0017564-0.00033293i,-0.0015458+6.4255e-05i,-0.00099849+6.175e-05i,-0.0012302-0.00021991i,-0.0011886-4.8779e-05i,-0.00040677-0.00073035i,-7.8931e-05-0.0017645i,-0.00039541-0.0017262i,-1.1973e-05-0.0011438i,0.00090335-0.00056635i,0.00055821-0.0004856i,-0.00010401-0.00023288i,-0.00016891-0.0008081i,-0.0004587-0.00088645i,-0.00056592-0.00019746i,0.00012461-0.00023349i,0.00071531-0.00043611i,0.00057487-0.00043294i,0.00023937+7.5808e-05i
-0.001549+0.0010579i,-0.00065734+7.3247e-06i,-0.0010696-8.4586e-05i,-0.002644-0.00028587i,-0.0030302-5.3435e-06i,-0.0021302+1.1648e-05i,-0.00084773-0.00027845i,-9.4145e-05-0.00084777i,-0.00022753-0.00058566i,-0.0010987+0.00075236i,-0.0013806+0.0010606i,-0.00095651+0.00095672i,-0.00048757+0.0011638i,-0.000501+0.00040625i,-0.00042572-0.00014097i,-6.3103e-05-0.00048586i,0.0003247-0.00010626i,-0.00057526+0.00036379i,-0.0014306+0.00032206i,-0.0009103-0.00033484i,-0.00028068-0.00023655i,7.2855e-05-0.00031959i,0.00069837-0.00022644i
0.00067091+0.00035414i,2.5122e-05+0.00053663i,0.00088971-0.00071226i,0.00067958-0.0019792i,-0.00091619-0.0016543i,-0.0012032-0.0014278i,-0.00067569-0.0015183i,-0.00044175-0.00088134i,0.00010745+6.9883e-05i,0.00015792+0.00058591i,-0.00065714+0.00053598i,-0.0014038+0.00029735i,-0.0016292+0.00037518i,-0.0015264+0.00015521i,-0.0012272-0.00051444i,-0.00069983-0.00021953i,-0.0005112+0.00010218i,-0.00035824-4.3451e-05i,-0.0007409+6.9952e-05i,-0.00061257-0.00042986i,6.9048e-05-0.0012666i,-0.00012277-0.00070567i,-0.00080044+0.0001875i
-0.00070177+0.0015491i,0.00028572+0.00069458i,0.0014911+0.00115i,0.00018037+0.00021469i,-0.0010547-0.0016102i,-0.0016376-0.0011566i,-0.0011948-0.00051696i,-0.00021977-0.00030285i,-2.8461e-05+0.00036148i,9.8532e-05+0.00077975i,-1.3149e-05+0.00097727i,0.00014715+0.00092007i,-0.00047287+0.0016237i,-0.0008532+0.0015277i,-0.00024037+0.0014622i,-0.00016056+0.002132i,-9.9722e-05+0.0017595i,2.3682e-05+0.0006603i,-0.0003487+0.00022572i,-0.00013213+0.00042826i,0.00066564+0.00013902i,0.00047148+6.2783e-05i,-0.00070722+0.0002958i
0.0012396+0.00029641i,0.00086628-0.00030601i,0.00103-0.00070458i,-0.00038414-0.0014459i,-0.0017076-0.0016112i,-0.0017512-0.00054983i,-0.001252+0.00034827i,-0.00034639+0.00014873i,0.00018047-0.0004464i,0.00029636-0.0010766i,6.8079e-05-0.0011578i,0.00034354-7.6296e-05i,0.00066947+0.00055215i,0.00094968+0.00087029i,0.0012478+0.0012988i,0.0013706+0.00069581i,0.0016764-0.00048088i,0.0017852-0.0010559i,0.00080016-0.00064524i,-0.00023658-0.00016699i,-0.00017758-0.00038261i,0.00052036-0.00046982i,0.0012183+2.8698e-06i
-0.00015186+0.0012315i,2.4746e-05+0.00076778i,0.00018592+0.00046566i,-0.00056326-0.00055801i,-0.0010238-0.0015046i,-0.0007683-0.0008417i,-0.00048365+0.0001384i,-0.00015311+0.00042866i,-0.00043636+0.00026566i,-0.00056759-0.00056668i,-3.8391e-05-0.0010098i,0.00010521-0.00075832i,0.0003072-0.00083397i,0.0008356-0.0007777i,0.0011222-0.00065839i,0.00077369-0.0008471i,-5.5698e-05-0.00047397i,0.00024344+4.9679e-05i,0.00037459+4.3566e-05i,-0.00034388+0.00012827i,-0.00068086+0.00024362i,-0.00074546-3.4825e-05i,-0.00063759-0.00026173i
-0.00093448-0.00049441i,-0.0012107-0.0019131i,-0.0026207-0.0037983i,-0.0029654-0.0042068i,-0.0022806-0.0029666i,-0.0016495-0.00097069i,-0.00073452+0.00052855i,-0.0008873+0.0011806i,-0.0017365+0.00084375i,-0.0020492+0.00069892i,-0.001919-2.4171e-05i,-0.0013765-0.00023792i,-0.0009216-0.00039496i,-1.5972e-05-0.0010076i,0.00077296-0.0005033i,0.00073901+0.00014935i,0.00055074-5.2723e-05i,0.00013145-0.00030896i,0.00027766-7.8634e-06i,0.0001452+0.00045493i,-0.00015322-0.0001036i,-0.00025759-0.00078204i,-0.00027757-0.0011063i
-0.0014368+0.00094142i,-0.00027387+0.0013466i,0.00014186+0.00095521i,-0.00087435+0.00014276i,-0.0011009+0.00020532i,-0.00071478+0.0006957i,-0.00029709-7.9535e-05i,-5.8343e-05-0.00075256i,-0.00029941+0.00043038i,-2.5959e-05+0.0013587i,0.00011848+0.0010381i,0.00019041+0.00098356i,0.00011975+0.00093435i,-0.0010105+0.00078863i,-0.0016518+0.0011653i,-0.0016893+0.00080397i,-0.0016376+0.00035639i,-0.00059088+0.00076528i,0.00043809+0.00091719i,0.00095817+0.00030346i,0.00083137-0.00084431i,0.00020317-0.00060202i,0.00047951+3.5806e-05i
0.00027077-4.7344e-05i,0.00028631+0.00037346i,0.00031388-0.0010737i,-0.0010053-0.0016482i,-0.0026726-0.001431i,-0.0023521-0.00069166i,-0.0017049+1.324e-05i,-0.0016153-0.00016786i,-0.0011841+0.00024301i,-0.00023839-1.4814e-05i,0.00018392+8.2642e-05i,0.00053303+0.001349i,0.00085822+0.0023226i,0.00017408+0.0032079i,-0.00062998+0.0030155i,-0.0006332+0.0020043i,0.0002963+0.0011831i,0.00082905+0.00082425i,5.3454e-05+0.00028357i,0.00032734-0.00016246i,0.00053017-0.00086712i,-0.00013695-0.0002537i,-0.00080371+0.00072919i
0.000309-0.00020759i,-0.00038822-0.00091633i,-0.0015504-0.001253i,-0.0022259-0.0012642i,-0.0017583-0.00068785i,-0.0010073-0.00010872i,-0.0008756-0.00015896i,-0.00070426-0.00058686i,6.0733e-05-0.00089213i,0.00090758-0.00096909i,0.00082186-0.00017064i,0.00087313+0.00089002i,0.0015137+0.00095468i,0.0020583+0.0018411i,0.0019663+0.0015867i,0.0013423+0.00061191i,0.001081+9.9957e-05i,0.00054294-0.00059857i,-0.00046447-0.00043118i,-0.00037256+0.00019181i,0.00015933+1.7382e-05i,0.00017597-0.00045082i,-0.00033318-0.00074954i
-0.00036808-0.0017933i,-5.1756e-06-0.0016019i,-0.0012718-0.0019049i,-0.0027234-0.0019392i,-0.0028291-0.0017111i,-0.0021404-0.0010144i,-0.0023207+0.0003492i,-0.0015361+0.0010951i,-0.00049037+0.00091122i,-0.00040024-4.476e-05i,4.2496e-05-0.00041354i,0.00019919-0.00032668i,-0.00013975-0.000946i,0.00064801-0.0012709i,0.0016709-0.00085811i,0.0011538-0.00058733i,0.00060721-0.00019758i,-4.7249e-05-0.00043596i,-0.00013197-0.00085239i,0.00013168-0.00059899i,0.00018419+6.1655e-05i,0.00035878-0.00037422i,0.0010477-0.001092i
-0.0010565+2.7534e-06i,-0.00088083+0.0010875i,-0.0016332+0.00092534i,-0.0023474-0.0014049i,-0.0018868-0.0015181i,-0.0015266+0.00018467i,-0.0004991+0.00031563i,-0.00069356+0.0003204i,-0.0015648+0.00082735i,-0.0016529+5.8544e-05i,-0.0018707-0.0011229i,-0.0018143-0.0006355i,-0.0017665-0.0003166i,-0.0016282-0.00047198i,-0.0012622-0.00092318i,-0.00042197-0.00072358i,2.9809e-05-0.00032666i,-0.00012282-0.0003736i,-0.00021358-0.00053086i,-0.00048286+3.5334e-05i,9.7708e-05+0.00034223i,0.0013366+0.00013549i,0.0015316+3.2546e-05i
0.00020872+0.0010596i,0.00039273-9.7119e-05i,-0.0002477-0.0011935i,-0.00089734-0.001124i,-0.0018818-0.00039021i,-0.0024584-0.00043584i,-0.001818-0.0005873i,-0.0013082+3.9757e-05i,-0.00096284+0.00062826i,-0.00089803+0.00073399i,-0.0012818+0.00032565i,-0.000566-5.3332e-06i,-0.00042528+0.00070067i,-0.0012606+0.00049539i,-0.00090587-5.9146e-05i,-0.00035841-2.1831e-05i,-4.1073e-05+0.00011061i,-0.00033522+0.0010572i,-0.0010662+0.0014681i,-0.00039847+0.00055719i,0.00072397+2.2531e-05i,0.00066793+0.00024337i,-0.00085623+0.00023426i
-0.0017913+0.0011989i,-0.00045657+0.0019855i,-0.00080342+0.0019042i,-0.0021729+0.0008322i,-0.0026179+0.0014457i,-0.0019623+0.0016191i,-0.0011566-0.00013414i,-0.00055063-0.00073779i,-0.00048735+0.00044908i,-0.00072558+0.00093734i,-0.0006313+0.0007854i,7.7515e-05+0.0014249i,0.00071929+0.0014162i,0.00040919+0.00079025i,0.00030844+0.00097135i,0.00011614+0.0012888i,0.00057814+0.00069747i,0.0010767+2.4238e-05i,0.00086198-0.00032897i,0.00017613-0.00098331i,-0.0003191-0.0011308i,-0.00048258-0.00082181i,6.7593e-05-0.00032914i
0.0013841-0.00040333i,0.0012556-0.001211i,0.00020239-0.002133i,-0.00091497-0.0024149i,-0.0013445-0.0016233i,-0.00083518-0.001529i,1.0897e-05-0.0017574i,0.0001653-0.0010624i,0.00016714-0.00020888i,0.00038806+0.00036135i,0.00079597+0.00092785i,0.00097553+0.001495i,0.00070356+0.0013252i,0.0006581+0.0010959i,0.00022005+0.0017361i,0.00013053+0.0017826i,0.00067044+0.0012128i,0.0013137+0.00013602i,0.0010616-0.0008133i,0.00058228+7.23e-05i,-2.9299e-05+0.0010765i,-0.00039346+0.0011312i,-0.00023383+0.0011891i
-0.0008725-0.0033344i,-0.00085995-0.002467i,-0.0028893-0.0023397i,-0.004845-0.0020409i,-0.005098-0.0011792i,-0.0041019+3.4069e-05i,-0.0022865+0.00070694i,-0.0021126+0.00070606i,-0.002042+4.8267e-05i,-0.00025176+5.5908e-05i,0.00071578+0.00024645i,8.9257e-06+0.00057738i,-0.00090715+0.00022013i,-0.000738-0.00053029i,0.00055637+0.00010673i,0.0012148+0.00092033i,0.0012273+0.00035398i,0.00075181-0.00031244i,0.00028702-9.3722e-05i,-0.00020779+0.00056537i,-0.00024252+0.00059855i,-2.4054e-06+0.00044856i,-0.00030027+0.00062468i
-0.00028683-0.001448i,-0.0010845-0.0025341i,-0.0024875-0.0032598i,-0.0034963-0.0019146i,-0.0037171-0.00021572i,-0.0026502+0.00074769i,-0.001386+0.00065573i,-0.0011856+0.000267i,-0.00077916+0.00062437i,-0.00029714+0.00034725i,-0.00035076-0.0011085i,-0.00058893-0.0011324i,-0.00083823-0.00089548i,-0.00073314-0.0011335i,-0.00059563-0.00037661i,3.9867e-05+0.00032156i,0.00044884+0.0001361i,0.00050905-0.00046152i,0.00026307+1.9675e-05i,-0.00041721-0.00028765i,0.00062119-0.00073894i,0.0020394-0.00019825i,0.0015848-0.0005738i
-0.0015883-0.0020974i,-0.0012817-0.0012035i,-0.0036355+0.00063143i,-0.0052196+0.0015444i,-0.0041939+0.0018665i,-0.0020107+0.0013246i,-0.0010794+0.00039543i,-0.00088288-0.00012966i,-0.00053208-0.00020021i,-0.00096185-7.4129e-05i,-0.0020023+0.00012033i,-0.0016555+0.0010752i,-0.0011418+0.0021275i,-0.0024141+0.0018104i,-0.0027515+0.0011761i,-0.0020436+0.00077451i,-0.00154+0.0003433i,-0.0011417+0.00050541i,-0.0010292+0.0007903i,-0.00077655+9.5492e-05i,-0.00015523-0.00017196i,-9.454e-05-0.00047464i,-0.00021524-0.00075509i
0.0026223+0.0011112i,0.0021441+0.00077884i,0.0022767-0.0011081i,0.0010483-0.0024513i,-0.00066116-0.0026174i,-0.001682-0.001193i,-0.0016611+0.00081142i,-0.0011271+0.0012067i,-7.8938e-05+0.0004685i,0.00041591+0.00033757i,-0.0005921+0.0006366i,-0.0012929+0.0009686i,-0.00087068+0.0016038i,-0.00020813+0.002033i,-0.0005863+0.0020615i,-0.000274+0.0014095i,0.00082958+0.0009503i,0.00038573+0.00084121i,-5.3669e-06+0.001211i,0.00029399+0.0017568i,0.0005464+0.0013421i,7.9266e-05-0.0001329i,-0.00061745-0.0012692i
0.0015313-0.00073574i,0.0018559-6.2817e-05i,0.0013567-0.00068263i,0.000127-0.002245i,-0.0012909-0.0012901i,-0.001883+0.00042281i,-0.00070538+0.00039206i,0.00017507-0.0001766i,-0.00016016-0.00079712i,-2.5183e-05-0.00040317i,-0.00016219+0.00072748i,-0.00020968+0.00090358i,0.00032792+0.0009506i,0.00065011+0.001235i,0.0006416+0.00097873i,0.00011782+0.00066199i,3.3788e-05+0.00012689i,0.0003769+0.00024078i,0.0011468+0.00055889i,0.00098302-3.4712e-06i,9.0964e-05-0.00019708i,-0.00036518-0.00027067i,0.0001512-0.00062349i
0.0012517+0.00051431i,0.00067727-0.0010758i,0.00090364-0.0016694i,0.00030144-0.0026648i,-0.00031056-0.0032242i,-0.00014458-0.0017032i,-0.00072982-0.00056271i,-0.0012726-0.00074579i,-0.0010804-0.00033741i,-0.00022381+0.00020812i,0.00045091+0.00023877i,0.00056097+0.00019235i,0.00073611-8.1899e-05i,0.00099171-0.00088095i,0.00047096-0.0011245i,-0.00035957-0.00021157i,-0.00024968+0.00018582i,0.00051957-4.632e-06i,0.00036349-0.000113i,-5.1437e-06-0.00012016i,-0.00024923+0.00081753i,0.00016467+0.00029513i,0.00087648+6.7306e-05i
0.0026593+0.00027474i,0.0020325+0.00052606i,0.0025262-0.00080187i,0.0014623-0.0025964i,-0.001011-0.0024783i,-0.0020804-0.0014826i,-0.0011189-0.00091503i,-5.9745e-05-0.00074522i,-9.8082e-05-0.00052952i,-0.00090558-0.00083229i,-0.00094355-0.0014355i,-0.00013376-0.00097616i,0.0002681-0.00056533i,-0.00021564-0.00056178i,-0.00081904-0.00022915i,-0.00036362+0.00051043i,-0.00064024+0.00026407i,-0.00081655-0.00053193i,-0.00041023-0.00047893i,-0.00057218+7.9806e-05i,-0.00056343+0.00010534i,-0.00011754-0.00061579i,-0.00024957-0.0010147i
0.00061644+0.00057302i,0.00025636-0.0004772i,0.00016408-0.0010001i,-0.001306-0.0013548i,-0.0026163-0.0022769i,-0.0027834-0.0015503i,-0.0023323-0.00070036i,-0.0016696-0.00047334i,-0.0011679-8.1702e-05i,-0.00031766-9.3854e-05i,-0.00072848-0.00051327i,-0.0016148-0.00029712i,-0.0013028-0.00023202i,-0.0011639-0.00021987i,-0.000996+0.00068249i,-0.00034768+0.00098131i,-0.0003663+0.00011201i,-0.00041361-0.00020693i,0.00018896-0.00027369i,-3.4515e-05-0.00056771i,-0.00081236-0.00064865i,-0.00060174-0.00096056i,1.5759e-05-0.0012197i
-0.00023122-9.2617e-05i,0.00070687+0.000299i,0.00076677-0.00038057i,0.00015953-0.00061978i,-0.00057319-0.00066721i,-0.0014338-0.00013491i,-0.0019403+0.00025276i,-0.0013537-1.3645e-05i,-0.0011326-0.00019348i,-0.0016415+7.2944e-05i,-0.0011324+0.0013181i,-0.00018259+0.0022303i,-0.0003908+0.0021805i,-0.00093352+0.0016133i,-1.388e-05+0.00091882i,0.0010688+0.00016472i,0.00062059-0.00054948i,0.0005254-0.00085038i,0.00069692-0.00017476i,0.00035136+0.0005894i,0.00022939-1.9042e-05i,0.00020747-0.00094214i,-8.0222e-06-0.00080888i
0.00067278-0.00014814i,0.00055303-0.00030077i,0.00072172-0.00071008i,0.00012468-0.0015172i,-0.00096529-0.00076975i,-0.00093907+0.0012546i,-7.2846e-05+0.0020029i,4.2653e-05+0.0010266i,-0.00064864+0.00040228i,-0.00026367+0.0010789i,0.0003247+0.0014762i,0.00034261+0.00095144i,0.00066191+0.00093531i,0.00095591+0.0010739i,0.0010578+2.7487e-05i,0.00062449-0.00079407i,0.00023347-0.00011747i,0.00060902+0.00025292i,0.00081183+0.00026207i,0.00033221+0.00033032i,9.4479e-05-0.00028696i,8.0357e-05-0.00070187i,0.00011131+0.00059487i
-7.732e-05+0.00088699i,-0.00054021+0.00097389i,0.00021917+0.001721i,0.00047757+0.00088057i,0.00021123-0.00031521i,-0.00082092-0.00030456i,-0.0003113-0.00033764i,-1.2803e-05-7.2864e-05i,-0.00025283+0.00016054i,0.00046465+0.00020992i,0.001037+8.5801e-05i,0.00084833+1.3856e-05i,0.00024873-0.0001321i,-8.9698e-05-0.00085535i,-0.00034143-0.0010647i,-0.00041213-0.00083075i,5.106e-05-0.00047772i,0.00021937-0.00055093i,0.00018447-0.0010926i,0.00087183-0.00053611i,0.0011043+0.00021548i,0.00065357+0.00048327i,0.00073144+0.00029633i
-0.00071895-0.00058334i,8.241e-05-0.001456i,-0.0002166-0.0027326i,-0.0015303-0.002734i,-0.0021763-0.0022622i,-0.0013228-0.00061024i,-0.00076718+0.00042128i,-0.00092253+2.6638e-05i,-0.00068838+0.00035782i,-0.00038348+0.0002814i,-0.00029688-0.00020985i,-0.00058203-0.00073634i,-0.00043432-0.00045671i,-0.00059349+0.0005144i,-0.00084609+0.00094608i,-0.00060928+0.00063107i,0.00011852+0.0002384i,0.0010329+0.00039685i,0.00051001+0.00043284i,-5.6376e-05-6.053e-05i,-0.00015915-6.5874e-05i,0.00018925-0.00053186i,0.00037212-0.00060351i
-0.00028075+0.00072901i,-0.0011632+0.00032655i,-0.0021987+8.1548e-05i,-0.003393-0.00048228i,-0.0026629-0.00041764i,-0.0016583-0.00052503i,-0.0013192-0.00061355i,-0.0010586-0.0001357i,-0.00072088+0.00053943i,-0.001114+0.00046492i,-0.0015871-0.00031546i,-0.0012612-0.00044855i,-0.0011849-0.00033121i,-0.00067792-0.00018061i,-0.00057997+0.00013565i,-0.0002352+0.00023953i,-0.00010493+0.00029798i,-2.4088e-05+0.0002183i,-0.00013069-0.00020924i,-7.605e-05-0.00036812i,-7.2916e-06-6.3117e-05i,-0.00030871+0.00041522i,5.1532e-05+0.001012i
-6.6125e-05+3.7208e-05i,0.00017611-0.00067044i,0.000309-0.00016087i,-0.0020009-0.0010881i,-0.0023612-0.0015687i,-0.0015501-0.00067185i,-0.0017438+0.00018639i,-0.00089986-0.00013424i,3.6709e-05-0.00040193i,-0.00016254-0.00050108i,-0.00073513-0.00033363i,-0.00076179+0.00057036i,0.00011435+0.00066169i,0.00058516+0.00087094i,0.00052+0.00096067i,0.00091688+0.00037826i,0.00071087+0.00015691i,4.0647e-05-0.00024292i,0.0001397-0.0002911i,0.00015455-0.00072762i,-5.3742e-05-0.00024052i,-0.00061084+0.00048933i,-0.00022307+0.00033508i
1.8651e-05+0.0019433i,0.00063077+0.0014767i,0.00058503+0.0017009i,3.8879e-05+0.00087995i,-0.0010233-0.00032242i,-0.0014514-0.00088729i,-0.00086819-0.00057201i,-0.00081469+0.00016329i,-0.00048866+0.00086273i,0.00021543+0.0010393i,-9.6603e-05+0.001243i,-0.00031937+0.0018569i,0.00039177+0.0009885i,0.00094394-0.00044958i,0.00059373-0.00075859i,-8.6722e-05-0.0011746i,8.1178e-06-0.00078591i,-0.00061764+0.00034486i,-0.00056129+0.00093347i,0.00041325+0.00098078i,0.00015604+0.00047282i,-0.00035936+2.9924e-05i,-0.00012866+0.00036939i
0.00043779-0.0013072i,0.00024498-0.0014214i,-0.00048902-0.0026464i,-0.0025407-0.002651i,-0.0042048-0.0011196i,-0.0034987+0.00044822i,-0.0015692+0.00022461i,-0.00035843-0.00020681i,-0.00025639+7.7271e-05i,0.00019103+0.00075211i,0.00085998+0.00081027i,0.00093337+0.00093088i,-0.00020836+0.00080179i,-0.00031087+0.00043761i,0.00032441+0.00062353i,-1.1053e-05+0.00021317i,-0.00010148+0.00043098i,0.00013243+0.00048231i,-0.00014095+2.1759e-05i,-0.00033718-0.0003182i,-0.00021761-0.00023275i,0.00053671+0.00055124i,0.00097707+0.00060885i
-0.0001915+0.0002019i,-0.00035551-0.00090211i,-0.00099741-0.0027538i,-0.0018031-0.0031025i,-0.0022171-0.001805i,-0.0015453-0.00053413i,-0.0007266+8.4814e-05i,-0.00068158+0.00026447i,-0.00072127+0.00046866i,3.1259e-05+0.00030332i,0.00099471-0.00071924i,0.00048645-0.0017708i,-0.00081752-0.001722i,-0.0011845-0.00073819i,-0.00071895+0.00010107i,-3.0852e-05+0.00066287i,0.00048648+0.00093901i,0.00025188+0.00039402i,0.0003069+0.00015007i,0.00024113+0.00014993i,-0.00025471+0.00042071i,-0.0003338-0.00020245i,-0.0002723-0.00081676i
-0.00043205-0.0015866i,-0.00046789-0.00029997i,-0.0015131-0.00097388i,-0.002407-0.0014485i,-0.0025919-0.0013989i,-0.0018182-0.00076552i,-0.00086596-0.00053601i,-0.00092931-0.00035772i,-0.00087724+0.00020292i,-0.0004514-2.2888e-05i,-0.00065338-0.00058055i,-0.00087811+0.00031592i,-0.0007798+0.00097598i,0.00016284+0.00048165i,0.00016554+0.00057236i,-0.00030744+0.00024851i,0.00063837-0.00029121i,0.00085435+0.00011899i,-2.4724e-05+0.00020275i,-1.3138e-05-0.00022782i,0.00058744-0.00046025i,0.001108-0.00020559i,0.00050029-2.4728e-05i
0.00066518+0.0019183i,0.00090292+0.0014358i,0.0004345+0.00084064i,-0.0006923-7.7661e-05i,-0.0016154-0.00084398i,-0.0015494-0.0012443i,-0.00067606-0.00089492i,-0.00043865-0.00021815i,-0.0011357-0.00010788i,-0.00057932-0.00052511i,-8.6975e-05-0.00060303i,-0.00040425-0.00016762i,-0.00014621+0.0004265i,0.00029512+0.00055068i,0.00058968+0.00042419i,0.0013069+0.0007733i,0.0011006+0.00068037i,6.888e-05+5.5972e-05i,-0.0002486-0.00041811i,0.00024503+1.9693e-05i,0.00050818+0.00073333i,0.0004984+0.00032271i,0.0010765-0.00030242i
-0.00076517+0.00044117i,-0.00036845-0.00047982i,-0.00023626-0.0014318i,-0.001737-0.0020464i,-0.0030575-0.0014069i,-0.0035407-0.0006706i,-0.0029003-0.00021446i,-0.0012983-8.1988e-05i,9.197e-05-7.2792e-05i,-0.00016708+0.0003255i,-0.0007694+0.00081434i,-0.00036488+0.001375i,-0.00016159+0.0014799i,-0.00038238+0.0011236i,-0.00066611+0.00043758i,-0.00030378+9.1906e-05i,0.0006151-0.00028881i,0.00076707-0.00062159i,0.0003578-0.00018593i,0.00033255-0.0003434i,0.00030091-0.0007155i,0.00054443-0.00087277i,0.00065498-0.00081657i
0.0020815-0.00044476i,0.0011629-0.0019567i,0.0015355-0.0037719i,0.00017035-0.0031211i,-0.0031801-0.0012932i,-0.0042136+1.7275e-05i,-0.0030747+0.00013324i,-0.0019217-0.00013124i,-0.00062123+0.00038017i,0.00016691+0.00071018i,-5.0088e-06+0.00065546i,0.00015172+0.00077978i,0.00094166+0.00099004i,0.0007659+0.00030451i,0.0004821+0.00043248i,0.00069177+0.00056418i,0.00024368+0.00026152i,-0.00032138+0.00023269i,0.0005739+3.0452e-05i,0.0015122-0.00038886i,0.001002-0.00064781i,0.0011505-0.00082181i,0.0005993-0.00077106i
0.00025442+0.00024456i,0.00016486-0.00036619i,0.00050607-0.0016611i,0.00046752-0.0019064i,-0.00058137-0.0013299i,-0.0015955-0.00086897i,-0.0013589-0.0010393i,-0.0013364-0.00029745i,-0.00059606-7.5942e-05i,-1.586e-05-0.00020325i,-9.1371e-05-0.00016088i,-0.0001284-0.00045514i,-4.115e-05-0.00045904i,-0.00012234+0.00067374i,-0.00069654+0.0011981i,-0.00093354+0.00032328i,-0.00055542+0.00061838i,3.3706e-05+0.0012839i,-2.1793e-05+0.00082001i,-0.00036102+0.00018835i,-2.7987e-05-0.00044603i,0.00017419-0.00065713i,-9.6401e-06+1.3081e-05i
