-0.0027187+0.0021444i,-0.0025669+0.0011315i,-0.0025505+0.00093864i,-0.0010177+0.0014895i,0.00015957+0.0027646i,-0.00020078+0.0034191i,0.00024951+0.0027037i,0.0009403+0.0015105i,0.00045875+0.00063112i,1.149e-05+1.6263e-05i,1.0463e-05-0.00073867i,-0.00054029-0.00082098i,-0.00037875-0.00085564i,0.00025908-0.0014293i,0.00011404-0.0010703i,-0.00010391+3.3244e-05i,-0.00066324+0.00050774i,-0.00079854+0.00063957i,-0.00072487+0.00034834i,-0.00060638+7.2874e-06i,0.00010227+0.00027383i,0.00048142+0.00053412i,0.00026761+0.00042879i
-0.020887-0.0082319i,-0.043959-0.026391i,-0.056562-0.054109i,-0.062899-0.056864i,-0.075345-0.016674i,-0.063483-0.0088703i,-0.033979-0.087782i,-0.033418-0.16614i,-0.04262-0.1473i,-0.02446-0.078489i,-0.0041489-0.034758i,-0.0027335-0.018373i,-0.0081025-0.011093i,-0.010322-0.0057281i,-0.012774-0.0034503i,-0.018962-0.0047552i,-0.024641-0.0082035i,-0.023415-0.011679i,-0.014847-0.012237i,-0.0069887-0.010741i,-0.0048076-0.0068954i,-0.0036407-0.00091833i,0.0008072+0.0050428i
-0.0068339+0.0049371i,-0.022882-0.0070748i,-0.077658-0.045684i,-0.14118-0.092127i,-0.16632-0.10858i,-0.1838-0.083985i,-0.21686-0.031074i,-0.218+0.024992i,-0.15766+0.046224i,-0.08039+0.029986i,-0.034538+0.010354i,-0.020312+0.0091337i,-0.01164+0.01555i,-0.0031767+0.014607i,-0.0013986+0.014162i,-0.0050544+0.019254i,-0.0095952+0.020084i,-0.0097681+0.011082i,-0.0065709+0.00019541i,-0.0030948-0.000946i,0.0015478+0.0059571i,0.0075605+0.0089918i,0.0099721+0.0038143i
-0.0041733+0.027088i,-0.019277+0.073662i,-0.037651+0.141i,-0.024786+0.19077i,0.039292+0.1997i,0.10142+0.18459i,0.096738+0.18829i,0.063199+0.20087i,0.052848+0.1602i,0.038966+0.078594i,0.011724+0.026958i,-0.0014325+0.015639i,-0.0012159+0.014449i,0.00046579+0.011062i,0.0020737+0.0069624i,0.0062236+0.008506i,0.011497+0.015941i,0.010269+0.025211i,0.0037938+0.02883i,0.00069668+0.021053i,0.0024867+0.00904i,0.0041982+0.00038362i,0.0039136-0.0048916i
0.015636+0.0078728i,0.038178+0.030637i,0.042957+0.07324i,0.010246+0.10491i,-0.024265+0.08709i,-0.0052698+0.047052i,0.086962+0.014268i,0.16646-0.021815i,0.1459-0.045577i,0.072619-0.033393i,0.029464-0.010894i,0.025754-0.0030064i,0.030145-0.007189i,0.023317-0.012288i,0.016921-0.013884i,0.017749-0.016346i,0.018032-0.01925i,0.017232-0.019506i,0.015-0.015517i,0.012492-0.0095896i,0.010603-0.0080669i,0.0063211-0.009239i,-0.00030415-0.0064304i
0.02457-0.01288i,0.087486-0.030391i,0.18927-0.043945i,0.26088-0.07372i,0.21805-0.14123i,0.097699-0.2082i,0.0001183-0.23062i,-0.034305-0.21091i,-0.040343-0.15727i,-0.036528-0.083399i,-0.017875-0.030121i,-0.0031372-0.015755i,-0.0018908-0.015047i,-0.0022187-0.0075139i,-0.0037222-0.00066283i,-0.0082483-0.001799i,-0.0089643-0.006382i,-0.0011828-0.012466i,0.0076739-0.01693i,0.0063997-0.015817i,-0.0022507-0.0096266i,-0.0076625-0.0024227i,-0.0067419+0.00070755i
-0.0096082-0.019595i,-0.013247-0.05929i,-0.019277-0.11234i,-0.0399-0.096327i,-0.061679+0.018796i,-0.073364+0.11592i,-0.10373+0.11797i,-0.14389+0.083323i,-0.12558+0.067345i,-0.059659+0.04792i,-0.020099+0.017271i,-0.018723-0.0048856i,-0.025059-0.016279i,-0.025417-0.019071i,-0.022902-0.014492i,-0.02189-0.003706i,-0.021462+0.0069986i,-0.025284+0.010848i,-0.027422+0.0081389i,-0.020825+0.0046458i,-0.012725+0.0036267i,-0.0061074+0.0041556i,-0.000813+0.0043127i
-0.02031-0.025199i,-0.070535-0.092671i,-0.13703-0.17442i,-0.17384-0.21508i,-0.16441-0.16919i,-0.12089-0.041726i,-0.050201+0.082509i,0.012222+0.12531i,0.030811+0.097397i,0.021991+0.054162i,0.010286+0.026251i,0.0038221+0.018534i,0.0038723+0.021609i,0.0087087+0.020041i,0.01417+0.012532i,0.017693+0.0091426i,0.018434+0.010355i,0.015403+0.0090321i,0.0069277+0.0064721i,-0.00067215+0.0079381i,0.00076303+0.0091626i,0.0031599+0.0054856i,0.00039196+0.0028016i
-0.024368+0.027848i,-0.069445+0.089228i,-0.11571+0.16013i,-0.091963+0.19221i,0.031873+0.14488i,0.15272+0.018372i,0.1798-0.078648i,0.15009-0.082465i,0.11082-0.060011i,0.060604-0.045185i,0.022068-0.021624i,0.0048155-0.00065238i,-0.0059898+0.010007i,-0.013082+0.015737i,-0.011316+0.018215i,0.00066749+0.013031i,0.01571-0.0013635i,0.023623-0.011776i,0.023071-0.0088968i,0.018877-0.0036821i,0.011498-0.0023641i,0.0052254-0.0013137i,0.0034382-0.0017931i
-0.012461+0.034741i,-0.028377+0.090002i,-0.054633+0.17379i,-0.073241+0.2049i,-0.079643+0.14515i,-0.081303+0.077302i,-0.074978+0.020911i,-0.069933-0.028624i,-0.063866-0.031585i,-0.033309-0.0091445i,-0.0016031-0.0086395i,0.01385-0.020907i,0.023352-0.026402i,0.024573-0.024609i,0.016147-0.022205i,0.0042159-0.022737i,-0.0096185-0.02258i,-0.019792-0.018884i,-0.017761-0.01301i,-0.010181-0.0095551i,-0.0066763-0.0070554i,-0.00622-0.0025937i,-0.0035307+0.0023338i
0.04105+0.002496i,0.11801+0.018437i,0.23596+0.014527i,0.27752-0.033407i,0.16381-0.092072i,-0.00028274-0.096224i,-0.083584-0.027675i,-0.075099+0.033607i,-0.04043+0.040548i,-0.020609+0.024577i,-0.014577+0.010984i,-0.019339+0.0097144i,-0.018167+0.01969i,-0.0031807+0.02109i,0.0070733+0.010872i,0.0020066+3.016e-06i,-0.012628-0.00086155i,-0.022005+0.0046038i,-0.020539+0.0043108i,-0.015422+0.0028804i,-0.007108+0.0035993i,0.0016914+0.0026737i,0.0026744-0.00023843i
0.026968-0.007144i,0.081136-0.0378i,0.11108-0.0848i,0.084406-0.089867i,0.056905-0.032326i,0.088876+0.011288i,0.12915-0.0020889i,0.12242-0.0092498i,0.099553-0.0026534i,0.063037-0.01638i,0.011194-0.023773i,-0.013236-0.01437i,-0.01478-0.017854i,-0.019585-0.023617i,-0.018452-0.014968i,-0.0083192-0.0017617i,0.0072932+0.0079858i,0.019712+0.014219i,0.020396+0.016224i,0.013514+0.013069i,0.0059298+0.0079882i,0.0013603+0.0041582i,0.0015876+0.0040546i
-0.023062-0.045051i,-0.071297-0.10855i,-0.12665-0.18166i,-0.15685-0.18845i,-0.15467-0.094778i,-0.12301+0.0017306i,-0.079537+0.011302i,-0.047222-0.037764i,-0.035406-0.060832i,-0.024319-0.033489i,-0.0033178+0.0044236i,0.019667+0.02201i,0.032399+0.019513i,0.028054+0.010615i,0.01116+0.0036923i,-0.0041041+0.0022018i,-0.0078063+0.0048678i,-0.0013093+0.002456i,0.0041228-0.0040587i,0.0050533-0.005676i,0.0032702-0.0057352i,-0.0011257-0.0071008i,-0.0038183-0.0069623i
-0.013578-0.0083782i,-0.052229-0.020798i,-0.13315-0.0055918i,-0.16876+0.051324i,-0.10008+0.061586i,-0.059053-0.0010361i,-0.10319-0.020426i,-0.1221+0.016269i,-0.094348+0.019994i,-0.071437+0.011347i,-0.042193+0.016481i,-0.021198+0.0058777i,-0.025664-0.0018644i,-0.027738+0.0049419i,-0.017248+0.0071001i,-0.0083131+0.0006612i,-0.010818-0.011047i,-0.019804-0.020112i,-0.020216-0.019401i,-0.011982-0.012594i,-0.0051412-0.0031398i,0.0009648+0.005607i,0.0060772+0.0064731i
-0.017421+0.013692i,-0.043462+0.074255i,-0.031425+0.16414i,0.029414+0.18388i,0.086827+0.11589i,0.13236+0.073351i,0.15929+0.075916i,0.13156+0.078912i,0.079565+0.077086i,0.057723+0.049981i,0.045727+0.0021542i,0.026502-0.026945i,0.018363-0.033075i,0.018975-0.025286i,0.018401-0.0073566i,0.020196+0.012291i,0.025809+0.025908i,0.023538+0.031406i,0.01185+0.027376i,0.0021307+0.016533i,-0.0019172+0.0076999i,-0.0036693+0.0028257i,-0.0057077+0.0016527i
-0.0043551+0.022314i,0.019305+0.059723i,0.070753+0.086328i,0.11021+0.068397i,0.06727+0.01946i,-0.017102-0.014952i,-0.012651-0.027787i,0.049648-0.052897i,0.060574-0.058761i,0.036154-0.028109i,0.01243-0.0051392i,-0.0073719+0.0133i,-0.010575+0.030039i,-0.0060132+0.027692i,-0.0033004+0.014682i,-0.0016886+0.0037286i,0.00057328+0.0010904i,0.0091039+0.0045491i,0.015652+0.0047123i,0.013991+0.0027511i,0.011994-0.001412i,0.010456-0.008089i,0.0055958-0.010668i
0.005917-0.020223i,0.03133-0.066881i,0.063956-0.14068i,0.043761-0.19667i,-0.028138-0.19034i,-0.082927-0.15461i,-0.12758-0.13945i,-0.14889-0.11213i,-0.10822-0.076664i,-0.067355-0.056684i,-0.052063-0.027939i,-0.03388-0.0095148i,-0.022574-0.013702i,-0.014603-0.019888i,-0.0026309-0.027781i,0.0057036-0.039439i,0.0084942-0.052502i,0.0060696-0.057303i,0.0024995-0.045293i,-0.00053942-0.026363i,-0.0065368-0.0094002i,-0.010806+0.0037728i,-0.0056894+0.010463i
0.024855+0.0016658i,0.037036-0.0074553i,0.0064657-0.04124i,-0.054638-0.045751i,-0.060669+0.043235i,-0.0024564+0.1504i,0.028775+0.17559i,-0.0029852+0.14641i,-0.029023+0.1133i,-0.011768+0.077041i,0.011578+0.042235i,0.022624+0.024903i,0.026953+0.018521i,0.021267+0.016821i,0.0056731+0.018022i,-0.010044+0.021876i,-0.018229+0.024394i,-0.02222+0.016159i,-0.023392+0.0038736i,-0.018745-0.0014181i,-0.010204-0.00029989i,-0.0031248+0.0019255i,-0.0019423+0.0014346i
-0.034091+0.022681i,-0.09894+0.046493i,-0.17157+0.094547i,-0.18507+0.13975i,-0.12238+0.11366i,-0.041421+0.052794i,0.040132+0.055318i,0.1116+0.074337i,0.11397+0.053682i,0.068054+0.032421i,0.03843+0.015665i,0.017456-0.0015361i,-0.0024952-0.0027864i,-0.013264+0.0010012i,-0.019598+0.0044431i,-0.022426+0.0099696i,-0.025433+0.017606i,-0.022509+0.027937i,-0.013691+0.029976i,-0.006044+0.02318i,0.0036273+0.015173i,0.011029+0.0050962i,0.011437-0.0035207i
0.014311-0.047483i,0.036079-0.061838i,0.069955-0.022409i,0.11597+0.041622i,0.14752+0.028575i,0.1274-0.074678i,0.060846-0.16972i,0.020998-0.17836i,0.027507-0.13615i,0.02733-0.095831i,0.0095414-0.058934i,0.00050813-0.03207i,0.0027743-0.021578i,0.010946-0.01477i,0.02317-0.0044371i,0.036427+0.0010203i,0.046653-0.0044579i,0.043455-0.012293i,0.026754-0.010918i,0.012741-0.0052922i,0.0046427-0.0058686i,-0.0025504-0.0084109i,-0.0067864-0.0051123i
0.049109+0.038734i,0.1192+0.066373i,0.19481+0.043879i,0.18647-0.02593i,0.058903-0.039268i,-0.065366+0.020334i,-0.093559+0.048286i,-0.098473+0.0099032i,-0.10385-0.014852i,-0.073769-0.010756i,-0.042279-0.012293i,-0.030146-0.0067402i,-0.020209+0.006227i,-0.009796+0.011882i,6.954e-05+0.0062992i,0.0026935-0.0048614i,-0.0018645-0.0090329i,-0.00030205-0.0087257i,0.0062495-0.0088774i,0.0075473-0.0090191i,0.00050197-0.00699i,-0.0079357+0.0015636i,-0.0097463+0.0080388i
-0.055738-0.0068261i,-0.1099-0.049154i,-0.13552-0.12152i,-0.10443-0.18773i,-0.04325-0.18773i,-0.0039725-0.093677i,0.0053268+0.03635i,0.0052033+0.11556i,0.0013825+0.11115i,-0.0037234+0.068329i,-0.0011523+0.035864i,0.0044199+0.020907i,0.0058596+0.013804i,0.0044842+0.0041017i,-0.00022314-0.0080448i,-0.0096627-0.013184i,-0.022603-0.0099086i,-0.03222-0.002072i,-0.030546+0.0044502i,-0.019576+0.0067332i,-0.0090976+0.0089878i,-0.00083919+0.011407i,0.0067034+0.0094706i
0.027227-0.080416i,-0.0087111-0.16011i,-0.116-0.17748i,-0.22451-0.055636i,-0.19515+0.091973i,-0.049835+0.083282i,0.050237-0.031954i,0.075614-0.07103i,0.083145-0.036257i,0.061275-0.016461i,0.020548-0.0039972i,0.0049463+0.0043856i,0.0077035-0.0037917i,0.0049313-0.010758i,-0.005435-0.0062751i,-0.0077904+0.0068562i,0.0084133+0.015352i,0.025449+0.010382i,0.024846-0.00048728i,0.014705-0.005445i,0.011453-0.0021691i,0.017336-0.0027485i,0.016848-0.0069913i
0.016463+0.087096i,0.032694+0.19007i,0.016706+0.26506i,-0.026308+0.22637i,-0.066441+0.079806i,-0.10493-0.048268i,-0.11709-0.07314i,-0.077012-0.063496i,-0.029624-0.073152i,-0.014611-0.065542i,-0.0093237-0.040876i,-0.0028324-0.027165i,-0.0012796-0.0213i,-0.00144-0.015053i,0.0026504-0.0080897i,0.0083535-0.0068794i,0.0070853-0.010181i,0.0037593-0.0082261i,0.0041591-0.0031372i,0.0025096-0.0044084i,-0.002219-0.010074i,-0.0097389-0.012453i,-0.014491-0.011632i
-0.089166+0.0076233i,-0.14957+0.052004i,-0.064052+0.15332i,0.16401+0.21978i,0.27819+0.18419i,0.16672+0.1489i,0.015407+0.16428i,-0.047216+0.13667i,-0.064609+0.069197i,-0.056136+0.039772i,-0.024542+0.032531i,-0.014469+0.018609i,-0.029913+0.016282i,-0.033487+0.024604i,-0.020991+0.023831i,-0.011115+0.010913i,-0.012654-0.0056667i,-0.02196-0.017769i,-0.029159-0.018437i,-0.024864-0.007661i,-0.014681-0.0014698i,-0.011361-0.00092731i,-0.010721+0.0049815i
0.097479-0.077156i,0.18864-0.16417i,0.21544-0.26105i,0.1008-0.28664i,-0.055096-0.19281i,-0.065502-0.06058i,0.060299+0.0061692i,0.12265+0.0075415i,0.075955+0.010496i,0.030938+0.018564i,0.013949+0.0064029i,0.0076804+0.0040292i,0.018435+0.011426i,0.021518+0.0036351i,0.006859-0.0056271i,-0.0062424-0.00094055i,-0.0077905+0.017895i,0.0003782+0.033973i,0.0088635+0.033439i,0.009909+0.024466i,0.0035934+0.021602i,0.0025279+0.025204i,0.0083556+0.022985i
0.024023+0.11978i,0.081515+0.16468i,0.12+0.066187i,0.093042-0.13896i,0.064454-0.23776i,0.084675-0.19861i,0.076245-0.17588i,0.028599-0.1443i,0.022363-0.068576i,0.038376-0.02765i,0.027194-0.019493i,0.016294-0.0089568i,0.019581-0.0012577i,0.023841+0.004675i,0.021554+0.0076098i,0.016501+0.0076787i,0.018352+0.0056147i,0.021405+0.00094788i,0.019026-0.0030493i,0.013733-0.006669i,0.0099763-0.0085397i,0.0093865-0.0086948i,0.010764-0.011611i
-0.1068-0.06762i,-0.2392-0.07931i,-0.35959-0.0011079i,-0.3867+0.15488i,-0.31476+0.24472i,-0.21914+0.16917i,-0.17758+0.046615i,-0.1616+0.00096237i,-0.11516-0.00029806i,-0.067028-0.010167i,-0.044397-0.015397i,-0.030832-0.019646i,-0.029094-0.035192i,-0.032631-0.037191i,-0.02222-0.020659i,-0.0022162-0.010301i,0.013257-0.01627i,0.017426-0.027435i,0.012576-0.029566i,0.0075828-0.020036i,0.0079181-0.010596i,0.0077883-0.0082418i,0.0017101-0.0072176i
0.12946-0.064535i,0.18581-0.15212i,0.14032-0.18053i,0.050912-0.10869i,0.02722-0.065922i,0.0053187-0.054811i,-0.034048+0.041143i,-0.0045086+0.12386i,0.032887+0.088808i,0.015898+0.037913i,0.0038637+0.025267i,-0.00066273+0.017312i,-0.0091529+0.020825i,-0.0060557+0.022767i,-0.0003434+0.013194i,-0.0015771+0.0014804i,-0.012437-0.010005i,-0.029175-0.014184i,-0.039144-0.0080301i,-0.03576+0.00057369i,-0.028109+0.0053473i,-0.022118+0.0083771i,-0.017025+0.012144i
-0.02986+0.097634i,0.036102+0.19543i,0.17473+0.24505i,0.27281+0.21603i,0.21959+0.18423i,0.11788+0.15067i,0.087025+0.066001i,0.090008-0.0016364i,0.077297-0.010402i,0.047499+0.0045255i,0.019858+0.017157i,0.0069727+0.027119i,0.0021361+0.033398i,0.00045168+0.028512i,-0.0026239+0.010935i,-0.011167+0.0002503i,-0.015232+0.0083854i,-0.005374+0.02247i,0.0098052+0.024724i,0.014642+0.015002i,0.013113+0.0082986i,0.01579+0.0061539i,0.02051+0.001613i
-0.10082-0.068215i,-0.23141-0.11091i,-0.30402-0.13895i,-0.25499-0.19206i,-0.17864-0.22291i,-0.11733-0.13784i,-0.029039-0.028507i,0.01493-0.036501i,-0.011197-0.066032i,-0.010715-0.047458i,0.0098806-0.036753i,0.016586-0.029885i,0.03057-0.023478i,0.039693-0.022573i,0.030008-0.014205i,0.016917-0.003319i,0.0091669-0.0005381i,0.0035418-0.0065196i,-0.0013552-0.0093646i,-0.0010156-0.004194i,0.0038324-0.0028283i,0.0029696-0.0065522i,-0.0027894-0.0074499i
0.059137-0.038016i,0.07918-0.12539i,0.016381-0.17302i,-0.043169-0.068113i,0.029797+0.085384i,0.10528+0.09682i,0.042396+0.028462i,-0.040431+0.028568i,-0.042368+0.046667i,-0.017235+0.030461i,-0.00040701+0.01157i,0.0054996-0.0099799i,-0.0065012-0.027295i,-0.02278-0.025537i,-0.026731-0.0088599i,-0.011633+0.006811i,0.011502+0.0086879i,0.019188+0.00092543i,0.0097812-0.0053356i,-0.00014933-0.0081573i,-0.003096-0.0094899i,-0.0044802-0.010171i,-0.0084327-0.0092109i
-0.015382+0.15599i,0.016445+0.31578i,0.040736+0.40343i,-0.027131+0.30152i,-0.11923+0.10365i,-0.069882-0.047192i,0.042017-0.12446i,0.067211-0.10916i,0.048381-0.045891i,0.025849-0.027878i,-0.0097384-0.0326i,-0.030416-0.018631i,-0.030997-0.009624i,-0.02449-0.0087832i,-0.0087181-0.0074233i,1.0826e-05-0.010317i,-0.01014-0.0098259i,-0.01864+0.0045335i,-0.0095582+0.021327i,-0.0013504+0.023803i,-0.0044736+0.018928i,-0.0080811+0.021521i,-0.0035646+0.02558i
-0.079779-0.039703i,-0.13077-0.015567i,-0.044928+0.067974i,0.18847+0.088661i,0.28458-0.0083214i,0.085263-0.063098i,-0.11526+0.01014i,-0.0968+0.04277i,-0.011603-0.0068509i,0.015643-0.024825i,0.010772-0.010618i,-0.0031273+0.0022437i,-0.016257+0.021422i,-0.015089+0.036169i,-0.0041536+0.025306i,-0.0013897-0.0026226i,-0.0033863-0.024052i,-0.00033142-0.034615i,0.0012857-0.036051i,0.0024381-0.025116i,0.0064529-0.013094i,0.0094022-0.009268i,0.0092334-0.0078241i
0.17795-0.026498i,0.32881-0.13868i,0.32925-0.26919i,0.10584-0.25481i,-0.12258-0.095834i,-0.15528+0.039192i,-0.090058+0.072931i,-0.074733+0.061622i,-0.089306+0.037216i,-0.084742+0.019816i,-0.053212+0.022759i,-0.013427+0.022269i,0.0138+0.011518i,0.023863-0.0037174i,0.014433-0.013055i,-0.0004091+0.0018838i,-0.00083724+0.030772i,0.0084878+0.0422i,0.016968+0.024939i,0.016947+0.00070962i,0.0095332-0.0056465i,0.0081742-0.00096408i,0.011528-0.0021655i
-0.097779+0.079574i,-0.114+0.11787i,-0.062812+0.022453i,-0.03077-0.16854i,-0.021408-0.19258i,0.077204-0.037842i,0.2023+0.050701i,0.19865+0.041858i,0.10489+0.036466i,0.047348+0.033181i,0.025956+0.0093139i,0.0058473-0.0049378i,0.0019676+0.00044209i,0.0064072+0.0030806i,-0.0017779+0.004862i,-0.0094837+0.0076428i,-0.0099445+4.1717e-05i,-0.014976-0.011714i,-0.026754-0.013977i,-0.032803-0.0077746i,-0.025953-0.0024431i,-0.020038-0.0006068i,-0.021522+0.00078526i
0.042934-0.16836i,-0.053005-0.28868i,-0.26439-0.21151i,-0.37576+0.075883i,-0.26281+0.21985i,-0.12405+0.057299i,-0.087254-0.13863i,-0.048718-0.15522i,0.025564-0.069566i,0.05799-0.017669i,0.036006-0.0073124i,0.016243-0.0077884i,0.0074334-0.022992i,-0.010831-0.031697i,-0.012703-0.019021i,0.013012-0.010551i,0.038563-0.012463i,0.046555-0.0067129i,0.036148+0.0049582i,0.019316+0.014204i,0.010124+0.015909i,0.0089159+0.010249i,0.0091399+0.0067022i
-0.019187+0.14666i,0.0053091+0.2385i,0.065552+0.23348i,0.1243+0.13215i,0.13367+0.006088i,0.069284-0.066593i,-0.043344-0.054609i,-0.093346-0.036054i,-0.062884-0.068018i,-0.044147-0.08297i,-0.03932-0.046818i,-0.023154-0.013696i,-0.0099363-0.002656i,0.0042402+0.0048204i,0.012261+0.0034065i,-0.0036924-0.01181i,-0.030525-0.030804i,-0.042495-0.043696i,-0.034353-0.042234i,-0.019612-0.029595i,-0.011603-0.014641i,-0.010605-0.00029779i,-0.0057961+0.0080438i
-0.087055-0.15962i,-0.16101-0.17301i,-0.12647-0.022552i,0.033013+0.15619i,0.086405+0.20481i,-0.042366+0.18892i,-0.12623+0.21088i,-0.092786+0.20701i,-0.058789+0.138i,-0.03697+0.08238i,-0.00051846+0.05191i,0.0089495+0.020865i,-0.014264+0.0086878i,-0.029009+0.010891i,-0.02927+0.0090763i,-0.027515+0.016164i,-0.024144+0.037828i,-0.016146+0.052912i,-0.0031832+0.048058i,0.010068+0.028303i,0.017947+0.010499i,0.021748-0.00021185i,0.020217-0.0096395i
0.14462+0.15844i,0.26682+0.16034i,0.26847-0.034778i,0.099536-0.3037i,-0.03981-0.36819i,0.017363-0.21458i,0.1673-0.089326i,0.19996-0.068556i,0.10966-0.041294i,0.039193-0.010794i,0.010724-0.01669i,-0.00075476-0.012636i,0.012295+0.0075856i,0.023698+0.013651i,0.022086+0.019152i,0.025626+0.030552i,0.038025+0.030412i,0.041797+0.016901i,0.025345+0.0064116i,0.0027289+0.0081485i,-0.0069122+0.011998i,-0.0063373+0.013061i,-0.0070842+0.014725i
-0.23127-0.062566i,-0.36473-0.0063357i,-0.32325+0.10649i,-0.15081+0.16543i,-0.057103+0.13535i,-0.072428+0.083528i,-0.10973+0.012397i,-0.11424-0.045695i,-0.061817-0.047388i,-0.016672-0.031386i,-0.013655-0.023464i,-0.015282-0.025175i,-0.0097995-0.031881i,-0.00089301-0.032339i,0.011112-0.035098i,0.02547-0.048313i,0.034214-0.065308i,0.030911-0.073435i,0.019096-0.066362i,0.0038804-0.048678i,-0.0074956-0.028112i,-0.013002-0.016497i,-0.013898-0.01314i
0.27501-0.028246i,0.37264-0.10836i,0.20834-0.16501i,-0.092019-0.10785i,-0.1809-0.013973i,-0.067286-0.0049436i,0.0074259+0.0072099i,0.021027+0.067446i,0.036996+0.069715i,0.039845+0.023602i,0.028875+0.002799i,0.021237+0.0069142i,0.020486+0.0069356i,0.021584-0.00052826i,0.018205-0.0049638i,0.0012795-0.014023i,-0.032073-0.021599i,-0.060434-0.011376i,-0.054701+0.0102i,-0.022585+0.01849i,0.0016444+0.0094451i,0.010881+0.006057i,0.019516+0.0082376i
-0.24487+0.14755i,-0.27541+0.30467i,-0.085649+0.39461i,0.15779+0.36778i,0.22082+0.28011i,0.17075+0.17525i,0.13878+0.050755i,0.091657-0.040572i,0.017454-0.054215i,-0.030806-0.025545i,-0.046096-0.0078791i,-0.055711-0.010706i,-0.068387-0.013446i,-0.075013-0.012062i,-0.077062-0.0091237i,-0.081218+0.0091414i,-0.076129+0.039491i,-0.053662+0.056712i,-0.030679+0.042575i,-0.021411+0.015805i,-0.017131+0.0030385i,-0.013895-0.0014751i,-0.019486-0.0038032i
0.22355-0.30519i,0.26797-0.5656i,0.12023-0.67158i,-0.10556-0.57236i,-0.24799-0.43229i,-0.27433-0.30974i,-0.20142-0.17478i,-0.078728-0.064041i,0.017614-0.0014113i,0.066645+0.0153i,0.066336+0.004101i,0.039477+0.015026i,0.030214+0.041021i,0.029666+0.044733i,0.033571+0.032045i,0.053144+0.016723i,0.077439+0.0081738i,0.091828+0.0075846i,0.082852+0.015172i,0.058215+0.032787i,0.041683+0.043332i,0.038793+0.036769i,0.03841+0.023981i
-0.082625+0.35106i,-0.038417+0.53427i,0.052118+0.45669i,0.077512+0.24909i,0.052303+0.18894i,0.042696+0.16853i,-0.016941+0.054259i,-0.083427-0.042882i,-0.073667-0.09357i,-0.0765-0.10788i,-0.086721-0.060436i,-0.040905-0.023526i,0.0029145-0.032421i,0.018813-0.036388i,0.017811-0.021108i,0.0097855+0.0030823i,0.017935+0.0098079i,0.03137-0.024185i,0.025755-0.065689i,0.0025185-0.07447i,-0.023136-0.054588i,-0.038858-0.02983i,-0.041451-0.012615i
-0.1056-0.37093i,-0.3205-0.50409i,-0.47103-0.30868i,-0.36655+0.029875i,-0.14906+0.13178i,-0.084331+0.079264i,-0.094826+0.13644i,-0.043212+0.22029i,-0.0017967+0.2013i,0.01829+0.13254i,0.038716+0.06703i,0.028993+0.026799i,0.016564+0.016407i,0.013484+0.014159i,0.0086656+0.0060066i,0.001433-0.01627i,-0.028408-0.040337i,-0.08013-0.031365i,-0.10451+0.0063403i,-0.074211+0.028292i,-0.031016+0.020682i,-0.0045421+0.0088429i,0.013287+0.005227i
0.20549+0.25892i,0.37846+0.34978i,0.40883+0.28839i,0.29786+0.19251i,0.20201+0.18132i,0.20318+0.17024i,0.24771+0.053277i,0.2386-0.11463i,0.15176-0.18952i,0.044485-0.14542i,-0.011981-0.080425i,-0.025532-0.05273i,-0.045304-0.035392i,-0.066751-0.0084564i,-0.073013+0.016125i,-0.060808+0.034602i,-0.024721+0.044507i,0.024436+0.040045i,0.054+0.011579i,0.044854-0.025902i,0.024494-0.037708i,0.017562-0.027759i,0.012132-0.023621i
-0.28231-0.17417i,-0.44835-0.19803i,-0.36355-0.14856i,-0.16618-0.16396i,-0.14495-0.24805i,-0.23177-0.24094i,-0.24959-0.11778i,-0.20534-0.011323i,-0.13188+0.027737i,-0.03982+0.024072i,0.0085867-0.0092665i,0.0017856-0.022786i,0.0040244-0.018219i,0.026098-0.045688i,0.044741-0.09175i,0.050554-0.12113i,0.04254-0.1146i,0.031611-0.079289i,0.022226-0.026614i,0.026669+0.030033i,0.047994+0.05487i,0.058522+0.037937i,0.044108+0.016453i
0.34969+0.12298i,0.56833+0.097776i,0.5256-0.077763i,0.26554-0.32295i,0.091347-0.42155i,0.11371-0.30907i,0.18574-0.1603i,0.16329-0.058555i,0.08344+0.0033303i,0.027938+0.016069i,0.015679+0.019547i,0.039149+0.030059i,0.065365+0.033632i,0.077111+0.043352i,0.073982+0.057248i,0.048284+0.057945i,0.014425+0.037865i,-0.0106+0.0022068i,-0.02378-0.028016i,-0.040037-0.037715i,-0.068653-0.01968i,-0.082866+0.020591i,-0.061476+0.051493i
-0.49814+0.024047i,-0.8062+0.16932i,-0.86268+0.28942i,-0.68056+0.34664i,-0.4564+0.28902i,-0.30103+0.096143i,-0.23109-0.055699i,-0.15322-0.015692i,-0.022275+0.089924i,0.050915+0.076714i,0.018195+0.013519i,-0.019049-3.0121e-05i,-0.003267-0.0081641i,0.010258-0.037355i,-0.0038619-0.04602i,-0.011692-0.022927i,-0.01252+0.007932i,-0.02289+0.034242i,-0.038699+0.04858i,-0.042426+0.047554i,-0.026551+0.025227i,-0.011761-0.015121i,-0.017509-0.047921i
