-0.0043175+0.0006355i,-0.0015691+0.00034335i,-0.0007279+0.0014642i,-0.00064256+0.0021328i,-0.00018489+0.0030056i,0.00068669+0.0033396i,0.0012596+0.0027448i,0.0011017+0.00171i,0.0005022+0.00048435i,0.00069172+1.1569e-05i,0.0014247-0.00026474i,0.00075743-0.00090965i,-0.00036318-0.0012094i,-0.00057546-0.00089017i,-0.00034825-0.00059166i,-0.00029963+0.00035895i,-0.00025326+0.0012317i,0.00025587+0.00056608i,0.00032838-0.00055442i,-6.8682e-05-0.00011996i,2.2686e-05+0.00065102i,0.00035253+0.0004358i,-0.00043597+0.00036525i
0.0025864-0.26296i,-0.0030646-0.50338i,-0.029014-0.59517i,-0.062517-0.45978i,-0.030804-0.26613i,0.093371-0.18323i,0.21353-0.20471i,0.20424-0.18808i,0.10587-0.077296i,0.054884+0.0029016i,0.031465-0.011322i,-0.026372-0.022862i,-0.076518+0.015285i,-0.079832+0.05973i,-0.036188+0.092147i,0.03863+0.10896i,0.1163+0.11067i,0.16419+0.095893i,0.1528+0.051188i,0.099237-0.001701i,0.052129-0.032367i,0.018481-0.0465i,-0.012014-0.042776i
0.11843+0.36419i,0.18766+0.61621i,0.17629+0.64666i,0.12924+0.44866i,0.11886+0.21979i,0.063262+0.029043i,-0.065604-0.089249i,-0.1099-0.1113i,-0.044621-0.093285i,-0.0056927-0.069924i,-0.014667-0.027481i,-0.012284+0.022531i,0.0094559+0.059134i,0.039641+0.071316i,0.073221+0.04018i,0.088887-0.038628i,0.075195-0.12919i,0.047709-0.18144i,0.0098554-0.16216i,-0.024367-0.097009i,-0.035157-0.046848i,-0.035327-0.019196i,-0.027351+0.0057656i
-0.27358-0.36535i,-0.42386-0.59338i,-0.3475-0.58065i,-0.15763-0.37677i,-0.1186-0.17368i,-0.16129+0.026033i,-0.1429+0.16975i,-0.13617+0.17899i,-0.1382+0.12528i,-0.090095+0.074322i,-0.034343+0.03925i,0.014665+0.017257i,0.062666-0.018314i,0.072036-0.067019i,0.015461-0.097062i,-0.079763-0.076207i,-0.15829-0.018257i,-0.18621+0.029414i,-0.14658+0.050108i,-0.076521+0.046311i,-0.040538+0.034892i,-0.025552+0.035017i,0.00086554+0.028409i
0.43763+0.27209i,0.68423+0.36937i,0.5629+0.24724i,0.22054+0.040758i,0.12268-0.057329i,0.22907-0.12307i,0.26843-0.14439i,0.24098-0.060357i,0.17344+0.012165i,0.084056+0.025672i,0.0424+0.0095629i,0.01606-0.030472i,-0.037183-0.052206i,-0.078397-0.023285i,-0.069269+0.041718i,-0.011013+0.10074i,0.057407+0.13026i,0.093797+0.13224i,0.087849+0.10025i,0.060721+0.055788i,0.046406+0.028864i,0.044404+0.0054674i,0.025181-0.018508i
-0.53126-0.10224i,-0.84617-0.067092i,-0.71909+0.128i,-0.2713+0.2954i,-0.06131+0.23745i,-0.14902+0.1076i,-0.21046+0.013381i,-0.15689-0.073918i,-0.062672-0.086525i,0.0028282-0.049254i,-0.0062783-0.021073i,-0.038161+0.018614i,-0.035092+0.052389i,-0.002708+0.052537i,0.037802+0.020967i,0.061917-0.02581i,0.070237-0.069237i,0.07539-0.093602i,0.061185-0.090134i,0.028985-0.067315i,0.0021977-0.041866i,-0.016124-0.016915i,-0.022994+0.0079857i
0.55943-0.076804i,0.93192-0.23983i,0.89839-0.47175i,0.48416-0.58714i,0.17691-0.42476i,0.13074-0.15134i,0.11762+0.022533i,0.037027+0.078285i,-0.034642+0.052671i,-0.044445+0.023017i,-0.0028759+0.020383i,0.036471+0.014758i,0.042975+0.012169i,0.031737+0.0084631i,0.0074586-0.012749i,-0.030704-0.033857i,-0.07694-0.042838i,-0.11404-0.040589i,-0.11174-0.02001i,-0.071448+0.0049967i,-0.028212+0.013834i,0.0023221+0.01048i,0.018562+0.0045044i
-0.48298+0.20051i,-0.84963+0.39423i,-0.93161+0.54625i,-0.66516+0.56104i,-0.35507+0.39955i,-0.16559+0.16555i,-0.055841+0.010908i,0.0033593-0.021855i,0.012909+0.0032309i,-0.0026527+0.0077303i,-0.01581-0.013557i,-0.012619-0.032009i,0.0081263-0.043456i,0.014605-0.04388i,-0.0061143-0.021634i,-0.01606+0.018397i,0.0061794+0.060532i,0.038726+0.086435i,0.054131+0.074523i,0.045041+0.03924i,0.027115+0.0085375i,0.013935-0.015539i,0.0090375-0.025732i
0.3584-0.25264i,0.6816-0.43045i,0.84423-0.50004i,0.71968-0.4443i,0.46773-0.3212i,0.24152-0.19334i,0.090044-0.11103i,0.022432-0.081848i,0.0040387-0.053913i,0.0080772-0.0053188i,0.0062979+0.025223i,-0.021912+0.027929i,-0.057656+0.01934i,-0.06614+0.017422i,-0.04023+0.028332i,-0.012365+0.028729i,-0.0025238+0.0081268i,0.00045356-0.015552i,0.0053754-0.026778i,0.0083668-0.028834i,-0.0033414-0.024885i,-0.028478-0.010325i,-0.044136-0.0016991i
-0.20757+0.20051i,-0.44006+0.29575i,-0.61625+0.26933i,-0.59774+0.19828i,-0.42123+0.18239i,-0.23079+0.16625i,-0.14054+0.12426i,-0.12912+0.10912i,-0.092958+0.095978i,-0.032989+0.048825i,0.0027785+0.012149i,0.021846+0.0097752i,0.034426+0.025283i,0.042325+0.032624i,0.049402+0.01749i,0.051114+0.0012027i,0.042769-0.0043963i,0.02203-0.0085703i,-0.0069357-0.010095i,-0.02729-0.002028i,-0.020353+0.013989i,0.010662+0.02675i,0.030254+0.034029i
0.11604-0.12148i,0.26283-0.15347i,0.38553-0.086903i,0.39528-0.022576i,0.30255-0.064766i,0.18777-0.090429i,0.15366-0.03765i,0.17542-0.005828i,0.1382-0.015341i,0.060648-0.018485i,0.014529-0.015172i,0.0012751-0.013851i,0.00603-0.012459i,0.0084026-0.015948i,-0.0044639-0.028037i,-0.018728-0.041474i,-0.022047-0.045611i,-0.011831-0.034709i,0.0018137-0.015637i,0.0066914-0.0026007i,0.00073389-0.0063966i,-0.0088608-0.025249i,-0.0064846-0.040714i
-0.082537-0.001908i,-0.16772-0.037328i,-0.21239-0.12058i,-0.19898-0.13684i,-0.14859-0.027706i,-0.067178+0.030562i,-0.05151-0.041246i,-0.10093-0.087901i,-0.093342-0.054127i,-0.044307-0.015785i,-0.018833+0.00088809i,-0.0071927-0.0010847i,-0.00020218-0.018879i,-0.005813-0.027124i,-0.025831-0.0066339i,-0.048455+0.030824i,-0.060927+0.059552i,-0.058746+0.065318i,-0.034041+0.053874i,0.0023427+0.036414i,0.020788+0.022945i,0.0089755+0.021675i,-0.018622+0.022908i
0.10342+0.044886i,0.15063+0.10357i,0.1154+0.17975i,0.076533+0.17845i,0.087176+0.058843i,0.054771-0.022404i,0.017323+0.038313i,0.03575+0.088719i,0.028078+0.050181i,-0.0073641+0.015912i,-0.015945+0.010397i,-0.024377+0.0057168i,-0.051149+0.010467i,-0.056634+0.032332i,-0.013382+0.051038i,0.051293+0.044751i,0.093886+0.0214i,0.098225+0.00021562i,0.064337-0.017668i,0.014927-0.02639i,-0.0094888-0.019981i,0.0046446-0.0070931i,0.029703+0.0067244i
-0.15822-0.04328i,-0.18365-0.087862i,-0.059804-0.15429i,0.048019-0.17824i,0.015012-0.097707i,-0.0019166-0.019599i,0.036075-0.056452i,0.022381-0.087831i,-0.0026015-0.025134i,0.015634+0.029266i,0.028192+0.031884i,0.031513+0.039035i,0.058758+0.055143i,0.086664+0.036743i,0.074276-0.016156i,0.02822-0.05888i,-0.013247-0.073548i,-0.025907-0.069832i,-0.013565-0.050528i,0.0045459-0.025686i,0.009135-0.014688i,-0.002577-0.019497i,-0.011596-0.02746i
0.20645-0.023502i,0.24204-0.049204i,0.068162-0.04125i,-0.10136-0.0041839i,-0.058515-0.015242i,-0.00078433-0.059948i,-0.052281-0.051452i,-0.070745-0.018304i,-0.026217-0.028067i,-0.0020121-0.04906i,0.0031592-0.048963i,0.0075556-0.055231i,-0.0038753-0.072868i,-0.030948-0.06857i,-0.051377-0.035466i,-0.054767-0.00085514i,-0.059285+0.024064i,-0.073146+0.038568i,-0.074008+0.037051i,-0.055109+0.025261i,-0.033016+0.016601i,-0.020112+0.014636i,-0.017048+0.012249i
-0.22146+0.086231i,-0.27978+0.18226i,-0.11868+0.22123i,0.056818+0.17552i,0.0069981+0.13729i,-0.08381+0.16682i,-0.057858+0.17944i,-0.031399+0.13047i,-0.051993+0.079444i,-0.058974+0.054069i,-0.043879+0.042453i,-0.029066+0.035306i,-0.020041+0.031053i,-0.0064509+0.028734i,0.0058456+0.023996i,0.011883+0.025868i,0.034267+0.036607i,0.069131+0.04605i,0.07693+0.04288i,0.051606+0.030357i,0.026628+0.023742i,0.020641+0.023423i,0.020956+0.024406i
0.21108-0.16065i,0.30344-0.33248i,0.19123-0.43289i,0.02672-0.38158i,0.061568-0.26681i,0.18354-0.21414i,0.2038-0.17769i,0.15897-0.097435i,0.11068-0.024353i,0.073931+0.001443i,0.043757-0.011964i,0.010954-0.020232i,-0.0076167-0.0091802i,-0.011018-0.0039077i,-0.0050568-0.0011279i,0.0055485-0.0041799i,0.00094677-0.029865i,-0.013298-0.060075i,-0.013793-0.063498i,0.00085466-0.046605i,0.013624-0.039744i,0.014005-0.045361i,0.010642-0.046928i
-0.19318+0.20931i,-0.30678+0.4204i,-0.2549+0.55836i,-0.10897+0.51451i,-0.085514+0.35164i,-0.1637+0.19133i,-0.20435+0.057496i,-0.18174-0.02733i,-0.10695-0.038447i,-0.041389-0.022826i,-0.022367+0.0017437i,-0.0033197+0.021566i,0.017395+0.02004i,0.01991+0.015718i,0.011263+0.0054225i,-0.0030733-0.0030726i,-0.013985+0.013329i,-0.017845+0.033564i,-0.01661+0.03125i,-0.019454+0.016277i,-0.033082+0.012469i,-0.044004+0.02172i,-0.042014+0.025282i
0.16653-0.20687i,0.32216-0.43657i,0.35092-0.59745i,0.22655-0.54993i,0.13596-0.34292i,0.13215-0.11161i,0.13901+0.077188i,0.12691+0.14258i,0.062142+0.080132i,-0.0042089+0.029369i,-0.0063077+0.017642i,-0.00060559-0.0021587i,-0.016352-0.016172i,-0.02666-0.01524i,-0.02675+0.0037058i,-0.012256+0.025204i,0.011347+0.022481i,0.023515+0.0094717i,0.015094+0.0038358i,0.0061683+0.0072054i,0.019588+0.012278i,0.039957+0.0076656i,0.039889+0.0009949i
-0.15019+0.18672i,-0.3254+0.39306i,-0.39936+0.54679i,-0.27584+0.50315i,-0.10745+0.2881i,-0.019229+0.035502i,0.0027372-0.15609i,-0.019566-0.18756i,-0.015027-0.076184i,0.023859-0.0049475i,0.023503-0.013399i,0.0053161-0.0095549i,0.010287+0.0085327i,0.022628+0.013416i,0.03437-0.0015924i,0.030809-0.027166i,0.0069564-0.037215i,-0.010105-0.028385i,-0.0056799-0.013092i,0.0043376-0.0078277i,-0.0032728-0.018827i,-0.024242-0.027068i,-0.031981-0.020881i
0.1515-0.14296i,0.35596-0.3254i,0.48739-0.4797i,0.39213-0.4766i,0.17985-0.31771i,0.019627-0.11266i,-0.057154+0.041416i,-0.044181+0.072545i,-0.010509+0.0035647i,-0.018568-0.027932i,-0.01977+0.0022542i,-0.0061657+0.014822i,-0.011969+0.0054749i,-0.025036+0.0024707i,-0.034034+0.010882i,-0.029775+0.026207i,-0.0096263+0.032057i,0.0054527+0.019895i,0.0050731+0.003391i,-0.00272-0.00021447i,-0.0050985+0.013113i,0.0025882+0.032455i,0.012249+0.039595i
-0.1521+0.098118i,-0.35409+0.22601i,-0.5073+0.33218i,-0.44943+0.3422i,-0.25317+0.2743i,-0.083524+0.17767i,-0.0003997+0.089933i,-0.020345+0.051272i,-0.062645+0.063282i,-0.037493+0.058654i,0.0013212+0.017681i,0.010328-0.0064979i,0.021329-0.00015072i,0.037357+0.0073183i,0.04573-0.0013913i,0.03703-0.02127i,0.013143-0.030194i,-0.0043688-0.017082i,-0.0037544-0.000162i,0.005971+0.0042749i,0.014588-0.0034868i,0.023228-0.019695i,0.025121-0.034662i
0.14603-0.064905i,0.33572-0.14714i,0.4747-0.21184i,0.42636-0.23091i,0.2785-0.23053i,0.1627-0.21681i,0.10529-0.17059i,0.11268-0.10072i,0.12495-0.050463i,0.078131-0.031889i,0.0175-0.015474i,-0.0099028-0.0049644i,-0.018036-0.017808i,-0.028676-0.036825i,-0.048033-0.033299i,-0.059336-0.0060025i,-0.049429+0.016382i,-0.030513+0.015105i,-0.017564-0.0015822i,-0.013172-0.012957i,-0.015407-0.013574i,-0.026593-0.011519i,-0.038922-0.0067383i
-0.12475+0.04513i,-0.27792+0.063736i,-0.39773+0.070538i,-0.38199+0.096912i,-0.2946+0.15934i,-0.23417+0.20231i,-0.20798+0.16928i,-0.2023+0.078708i,-0.17217+0.014083i,-0.098751+0.0094827i,-0.030365+0.017902i,0.0014919+0.015685i,0.0033629+0.022812i,0.0048716+0.045374i,0.027886+0.058753i,0.057174+0.047258i,0.065108+0.026412i,0.049771+0.018151i,0.026122+0.022589i,0.0089691+0.02185i,0.0040727+0.014758i,0.0053557+0.016451i,0.0076553+0.026389i
0.092141-0.025862i,0.20721+0.0021605i,0.3107+0.056403i,0.3437+0.042548i,0.33475-0.058038i,0.32372-0.1277i,0.29688-0.094362i,0.24244-0.005543i,0.16428+0.037157i,0.083762+0.014357i,0.025526-0.016912i,-0.004843-0.02523i,-0.0068702-0.02528i,-0.0025775-0.040577i,-0.017911-0.060572i,-0.04335-0.060173i,-0.052663-0.043213i,-0.035481-0.030239i,-0.010315-0.02481i,-0.002151-0.017486i,-0.006873-0.0043541i,-0.0014189+0.0051045i,0.015318+0.00095248i
-0.053736+0.0095833i,-0.12151-0.054711i,-0.18955-0.15176i,-0.24337-0.14671i,-0.28418-0.024173i,-0.28304+0.041397i,-0.2329-0.011322i,-0.16025-0.070808i,-0.09189-0.05465i,-0.042351+0.000472i,-0.010959+0.036909i,0.0079409+0.044457i,0.0086878+0.037022i,-0.0022673+0.042866i,0.0019797+0.064632i,0.024493+0.072429i,0.03764+0.057797i,0.02626+0.038572i,0.0097029+0.027405i,0.01087+0.023259i,0.024517+0.014016i,0.027094-0.0092554i,0.0097047-0.030811i
0.026344+0.0020488i,0.059759+0.073681i,0.11141+0.17281i,0.1839+0.15897i,0.24451+0.042493i,0.21177-0.0084989i,0.10641+0.041972i,0.022099+0.066095i,-0.0076177+0.020078i,-0.0071023-0.028252i,-0.0038742-0.048028i,-0.0094294-0.049676i,-0.013823-0.036921i,-0.00030272-0.030196i,0.011365-0.048967i,0.001134-0.067992i,-0.0094478-0.063687i,-0.0040702-0.048692i,0.0037125-0.038738i,0.0014356-0.037065i,-0.013515-0.035758i,-0.034632-0.020766i,-0.043238+0.0043675i
0.020813-0.0010402i,0.036571-0.082015i,0.018313-0.1987i,-0.06326-0.20883i,-0.13686-0.10663i,-0.095527-0.043972i,0.013936-0.058217i,0.057701-0.046603i,0.028651+0.012495i,0.0045798+0.053316i,0.0013459+0.057611i,0.0063851+0.052656i,0.013078+0.042511i,0.0024581+0.033187i,-0.017173+0.044521i,-0.01991+0.06038i,-0.015446+0.055653i,-0.017921+0.036754i,-0.019838+0.021482i,-0.018881+0.017896i,-0.014192+0.024862i,0.0023674+0.035179i,0.023261+0.037006i
-0.048432-0.013493i,-0.10314+0.035461i,-0.12246+0.12978i,-0.046227+0.16202i,0.059002+0.10102i,0.051587+0.050983i,-0.036702+0.04516i,-0.05915+0.034035i,-0.0077502+0.0019629i,0.024182-0.030384i,0.018102-0.043728i,0.0043707-0.045596i,-0.004248-0.039113i,0.0070469-0.029897i,0.027944-0.037965i,0.033258-0.052136i,0.027877-0.045549i,0.02055-0.022143i,0.011894-0.00062325i,0.011073+0.0088369i,0.019716+0.0022864i,0.028579-0.017944i,0.027705-0.03613i
0.087604+0.016651i,0.17439-0.0079434i,0.21946-0.081461i,0.13378-0.13176i,-0.016303-0.11357i,-0.064078-0.07375i,-0.019779-0.053325i,-0.0096583-0.051199i,-0.049393-0.041335i,-0.063628-0.0056452i,-0.037729+0.026783i,-0.014749+0.036401i,-0.0063054+0.031449i,-0.014577+0.022758i,-0.037936+0.026651i,-0.051189+0.040487i,-0.044457+0.041067i,-0.026276+0.024456i,-0.0056914+0.0051708i,0.0032845-0.0078511i,-0.0066551-0.01418i,-0.029331-0.01488i,-0.045405-0.011522i
-0.10367-0.046595i,-0.21884-0.060048i,-0.28203-0.023703i,-0.18673+0.044253i,-0.0016409+0.089792i,0.10368+0.095664i,0.10122+0.093899i,0.078587+0.10403i,0.074525+0.099474i,0.062716+0.053358i,0.035606+0.0044783i,0.017735-0.012358i,0.014626-0.014536i,0.021816-0.011954i,0.043464-0.0090649i,0.061653-0.017684i,0.055096-0.025064i,0.029474-0.019352i,0.0035785-0.010958i,-0.010104-0.0055906i,-0.011056+0.0032379i,-0.0061902+0.019444i,-0.002832+0.03366i
0.12617+0.064093i,0.26176+0.11017i,0.33749+0.095496i,0.23151+0.0068653i,0.025638-0.080963i,-0.099513-0.12799i,-0.11161-0.15851i,-0.086925-0.16945i,-0.05973-0.13849i,-0.035516-0.075709i,-0.021879-0.025455i,-0.019511-0.0061324i,-0.022765+0.0027469i,-0.029108+0.0059454i,-0.044596-0.00078584i,-0.058957+0.00073255i,-0.050786+0.010786i,-0.023916+0.014635i,-0.0017599+0.014258i,0.0072398+0.014968i,0.011805+0.014301i,0.023133+0.01075i,0.039254+0.0059184i
-0.11078-0.094787i,-0.24806-0.1874i,-0.32824-0.21586i,-0.23083-0.11482i,-0.033745+0.030453i,0.074024+0.13166i,0.068424+0.18916i,0.033648+0.19094i,0.0034009+0.13537i,-0.0044006+0.073613i,0.010226+0.03687i,0.022474+0.01659i,0.025918+0.0047393i,0.030134+0.0057942i,0.042616+0.018152i,0.054063+0.021467i,0.044672+0.012989i,0.019146+0.0048557i,0.002333-0.001932i,0.0010686-0.0068924i,0.0043438-0.012052i,0.00042075-0.02563i,-0.010356-0.043572i
0.11528+0.10816i,0.24583+0.22471i,0.3212+0.27147i,0.23359+0.1631i,0.071548-0.0064299i,0.004377-0.12109i,0.026946-0.17456i,0.044074-0.1543i,0.037639-0.082614i,0.014435-0.034607i,-0.017733-0.018516i,-0.035731-0.0066378i,-0.034184-0.00050526i,-0.028666-0.0075756i,-0.030259-0.025338i,-0.035911-0.038043i,-0.030686-0.035731i,-0.013322-0.024494i,-0.00025637-0.013687i,0.00020461-0.0096308i,-0.008565-0.007523i,-0.022946+0.0036917i,-0.03564+0.022472i
-0.11509-0.13514i,-0.23373-0.28241i,-0.30105-0.347i,-0.23041-0.22924i,-0.11039-0.044408i,-0.072749+0.065446i,-0.099304+0.090457i,-0.093881+0.052027i,-0.051672+0.0016674i,-0.0033297-0.01054i,0.03315-0.0054903i,0.042749-0.0033524i,0.032983+0.0028132i,0.021502+0.014394i,0.013809+0.032359i,0.012989+0.048978i,0.012445+0.04943i,0.005493+0.032779i,-0.0011003+0.013049i,-0.0028882+0.0037924i,0.000431+0.0061315i,0.013062+0.013913i,0.030381+0.019651i
0.10644+0.15777i,0.21799+0.32167i,0.27991+0.38686i,0.22669+0.25174i,0.14238+0.06829i,0.12607-0.012966i,0.1289-0.0058102i,0.071259+0.036561i,-0.0018639+0.060476i,-0.039189+0.047966i,-0.048911+0.026621i,-0.039935+0.011203i,-0.022628-0.0026011i,-0.0078468-0.015742i,0.004154-0.031672i,0.0080996-0.047717i,0.0040143-0.046806i,-0.00024046-0.025592i,-0.002907-0.0011952i,-0.0038612+0.011775i,0.00024706+0.010247i,0.006186-0.005854i,0.007374-0.025844i
-0.099847-0.17i,-0.19219-0.3436i,-0.23679-0.40929i,-0.18762-0.26198i,-0.11027-0.077886i,-0.086999-0.030415i,-0.074904-0.062321i,-0.0047588-0.073928i,0.063211-0.054394i,0.075517-0.032481i,0.05798-0.016353i,0.038182-0.0028385i,0.019554+0.0062452i,0.00073376+0.012913i,-0.017499+0.024278i,-0.027882+0.036985i,-0.024431+0.035641i,-0.012943+0.016343i,-0.00055436-0.0052318i,0.0073995-0.017384i,0.0040439-0.021292i,-0.010814-0.016596i,-0.025931-0.0067692i
0.094793+0.16959i,0.17752+0.34081i,0.20246+0.39895i,0.14591+0.24833i,0.070484+0.074239i,0.026782+0.045366i,-0.0083033+0.07679i,-0.066921+0.056276i,-0.10554+0.013783i,-0.092228+0.00085266i,-0.053906-0.0012849i,-0.026038-0.011918i,-0.011494-0.016994i,0.003143-0.013909i,0.021014-0.012212i,0.035618-0.01381i,0.0358-0.0114i,0.022476-0.00032267i,0.0077711+0.010302i,-0.0036894+0.014352i,-0.0090638+0.016283i,-0.0067046+0.02088i,-0.0003248+0.02572i
-0.085037-0.16309i,-0.1439-0.33728i,-0.14259-0.40144i,-0.074883-0.2672i,0.0026612-0.10938i,0.055965-0.065569i,0.085066-0.057824i,0.099432-0.0072718i,0.093919+0.041282i,0.069105+0.044113i,0.03662+0.030033i,0.011191+0.026116i,-0.00082526+0.021982i,-0.0085663+0.011282i,-0.020519+0.00035177i,-0.033889-0.0036534i,-0.037778-0.0043955i,-0.028115-0.0070255i,-0.01441-0.007487i,-0.004533-0.0028604i,0.0037917+0.0013989i,0.015343-7.588e-05i,0.026419-0.0049957i
0.067947+0.14958i,0.11151+0.31088i,0.10043+0.37389i,0.041901+0.25566i,-0.019131+0.11154i,-0.057694+0.047904i,-0.066784+0.0029643i,-0.054362-0.055301i,-0.035725-0.080568i,-0.018978-0.06272i,-0.003548-0.042133i,0.0087105-0.033822i,0.011263-0.024689i,0.0078797-0.0080206i,0.011131+0.0099893i,0.02307+0.021033i,0.029203+0.023487i,0.023225+0.020567i,0.015942+0.012858i,0.012956+0.0016914i,0.0089869-0.0084855i,-0.0022508-0.017886i,-0.015971-0.025118i
-0.056102-0.14069i,-0.079734-0.29417i,-0.063003-0.36458i,-0.028123-0.26376i,0.0014691-0.11459i,0.022236-0.025787i,0.0084751+0.029772i,-0.030422+0.072741i,-0.048782+0.08314i,-0.037303+0.064349i,-0.028678+0.043383i,-0.032653+0.030477i,-0.027772+0.0184i,-0.013299+0.0015153i,-0.0044161-0.016143i,-0.0060719-0.027607i,-0.00937-0.029925i,-0.0074947-0.025221i,-0.0043551-0.017323i,-0.0050776-0.0094741i,-0.0079014-0.0020682i,-0.010282+0.0074685i,-0.012792+0.016828i
0.042401+0.13242i,0.05374+0.27301i,0.036391+0.33443i,0.023632+0.23569i,0.032593+0.08625i,0.042273-0.01085i,0.064541-0.055471i,0.091131-0.06353i,0.087932-0.053438i,0.058535-0.040988i,0.042679-0.027471i,0.043292-0.014272i,0.034329-0.0033038i,0.015163+0.0068201i,0.00011731+0.017711i,-0.0043298+0.026566i,-0.0025733+0.028036i,-0.0017836+0.019987i,-0.003614+0.0094609i,-0.006492+0.0063197i,-0.0059533+0.0076855i,0.0020922+0.0084461i,0.013314+0.011141i
-0.032436-0.13087i,-0.024724-0.26135i,-0.0069819-0.31081i,-0.013696-0.20079i,-0.038267-0.044617i,-0.062405+0.038457i,-0.097829+0.045403i,-0.11732+0.02544i,-0.097395+0.017108i,-0.060798+0.019475i,-0.043163+0.014012i,-0.040619+0.0034768i,-0.030744-0.0030476i,-0.01392-0.007175i,-2.2403e-05-0.013375i,0.0066267-0.020425i,0.0080354-0.022124i,0.0067994-0.015086i,0.0064114-0.0055819i,0.0098295+1.1692e-05i,0.013316+0.00026036i,0.012616-0.0066349i,0.0097753-0.018202i
0.012179+0.12485i,0.0036743+0.25112i,-0.0067874+0.29484i,0.017208+0.1826i,0.060161+0.029852i,0.088232-0.038427i,0.098581-0.023461i,0.080315+0.008863i,0.045895+0.017241i,0.026126+0.010332i,0.027077+0.0091619i,0.034018+0.010084i,0.031852+0.0060809i,0.01938+0.0018581i,0.0027761+0.0024421i,-0.012336+0.0080516i,-0.019445+0.010677i,-0.018359+0.0073457i,-0.01421+0.0022984i,-0.0097178-0.0023669i,-0.0086318-0.0064261i,-0.01253-0.0078066i,-0.018357-0.0032175i
-0.0030509-0.12449i,0.015091-0.25217i,0.033407-0.29457i,0.015663-0.1875i,-0.022795-0.047735i,-0.046127+0.01678i,-0.038308+0.013816i,-0.0043606-0.0021247i,0.015725-0.0027473i,0.0093619+0.00060276i,-0.0035902-0.0064806i,-0.012652-0.016086i,-0.015339-0.014199i,-0.012432-0.0028058i,-0.0034981+0.0066146i,0.0099996+0.0098268i,0.01926+0.0092372i,0.019561+0.0081002i,0.013893+0.0061433i,0.0072794+0.0042028i,0.0034324+0.0056871i,0.0038892+0.012138i,0.0065856+0.017432i
0.0081137+0.12308i,-0.0077793+0.24168i,-0.026349+0.27214i,-0.019094+0.16859i,0.0035808+0.049612i,0.016644-0.008954i,-0.0037784-0.032367i,-0.046209-0.039085i,-0.052649-0.031856i,-0.028581-0.019043i,-0.014514-0.0035049i,-0.013166+0.0082606i,-0.011247+0.0097777i,-0.006736+0.0030709i,-0.0055555-0.0058328i,-0.0097352-0.01098i,-0.015188-0.010796i,-0.015061-0.0067696i,-0.0083834-0.0031119i,-0.0028526-0.002618i,-0.00052094-0.0029431i,0.0035879-0.0056449i,0.0083461-0.010364i
-0.0084406-0.12869i,0.0033925-0.24632i,0.019596-0.28231i,0.015732-0.19199i,0.0054897-0.082085i,0.0064465-0.017377i,0.02864+0.032283i,0.055748+0.064731i,0.044677+0.060539i,0.020264+0.04151i,0.019973+0.021709i,0.0263+0.0050962i,0.024458-0.00011678i,0.016633+0.0036931i,0.010391+0.0091149i,0.011358+0.013418i,0.013201+0.013931i,0.0097027+0.0086508i,0.0039388+0.0034894i,0.0022739+0.0021545i,0.0036652+0.00076786i,0.0016335-0.0020586i,-0.0031471-0.0044245i
0.020357+0.11406i,0.013308+0.22265i,-0.00095882+0.25323i,-0.0010127+0.17719i,0.0076996+0.092744i,0.00732+0.034019i,-0.0063278-0.035385i,-0.018482-0.086682i,-0.010806-0.078517i,-0.0029516-0.047177i,-0.016075-0.024928i,-0.031579-0.0071628i,-0.030766+0.0024861i,-0.018306+0.0036308i,-0.0075279-0.00074893i,-0.0012172-0.0076028i,0.0035657-0.0091714i,0.0074125-0.0046527i,0.0099361-0.0018534i,0.0067536-0.0055637i,-0.00079561-0.0083719i,-0.0070539-0.0050066i,-0.011347+0.0010512i
-0.015643-0.10823i,-0.012611-0.21604i,-0.0047466-0.25141i,-0.014685-0.17912i,-0.030054-0.095748i,-0.038478-0.03907i,-0.047631+0.024509i,-0.056773+0.06936i,-0.052463+0.063277i,-0.030859+0.037678i,-0.0017732+0.02373i,0.020805+0.01468i,0.025713+0.0065787i,0.018028+0.0015178i,0.0066398+0.00070955i,-0.005424+0.0024423i,-0.014325+0.0031033i,-0.017+0.00043851i,-0.016038-0.0026017i,-0.014445-0.00027722i,-0.010457+0.0050601i,-0.0025933+0.0086882i,0.0085891+0.011077i
0.022883+0.10189i,0.028118+0.19595i,0.02904+0.22499i,0.04286+0.15105i,0.060467+0.067231i,0.073824+0.025676i,0.090257-0.0033129i,0.095925-0.018487i,0.076965-0.01161i,0.046085-0.0031302i,0.01973-0.0065718i,-0.00041166-0.01071i,-0.0097233-0.0090137i,-0.009045-0.0051646i,-0.0021871-0.0023005i,0.00891-0.001859i,0.017124-0.0026833i,0.018304-0.0022741i,0.015321+0.00077267i,0.014289+0.0034899i,0.015264+0.0021365i,0.014513-0.0049324i,0.010648-0.014063i
