-0.0017925+0.00026148i,-0.00031376-0.00023577i,-0.0016528+0.00083173i,-0.0012872+0.0012897i,0.00015986+0.0015955i,0.00085247+0.00091505i,0.00071902+0.00010795i,-0.00033657+0.00079376i,-0.00024862+0.0011155i,0.0007473+0.00063208i,0.00085234-0.00031093i,0.00071455-0.00069619i,0.00085905-0.00016642i,0.00038888-0.00030595i,-0.0005314-0.00058413i,-0.00062659-0.00010424i,-0.00059119+0.00042234i,-0.00066523+0.00052117i,-0.00082392+0.00012863i,-0.00044044+2.972e-05i,0.00014123+0.00080883i,-8.3508e-05+0.0011759i,-0.00035162+0.00060614i
-0.044047+0.024886i,-0.14173+0.087456i,-0.27505+0.22512i,-0.27749+0.34837i,-0.08209+0.29178i,0.099812+0.10039i,0.14099-0.018557i,0.12972-0.026062i,0.10416-0.028913i,0.051705-0.045658i,0.010515-0.041581i,-0.0012657-0.027294i,-0.0073244-0.010006i,-0.016235+0.012923i,-0.0094157+0.034947i,0.016857+0.048495i,0.038875+0.054539i,0.042483+0.050611i,0.028473+0.027598i,-0.0010995+0.0014991i,-0.023543-0.0013075i,-0.017106+0.013357i,0.0077084+0.027387i
0.036862-0.0046563i,0.13548-0.029981i,0.29057-0.10386i,0.35668-0.19355i,0.2323-0.18641i,0.060159-0.078993i,-0.010231-0.0071216i,-0.034268-0.016073i,-0.055959-0.013403i,-0.04181+0.015676i,-0.018543+0.022338i,-0.011114+0.019894i,0.0057238+0.020061i,0.027772+0.0076889i,0.033664-0.020778i,0.028614-0.057468i,0.026613-0.085878i,0.025125-0.089736i,0.013677-0.062015i,0.0015404-0.019381i,0.0021151+0.010327i,0.0107+0.012598i,0.016706-0.0083754i
-0.037318-0.0054565i,-0.13179-0.020864i,-0.27714-0.015218i,-0.34752+0.021759i,-0.252+0.038527i,-0.11251+0.00173i,-0.071198-0.023789i,-0.057947+0.016247i,-0.0034284+0.037686i,0.023456+0.0025338i,0.014193-0.01607i,0.014148-0.015274i,0.0080506-0.025609i,-0.01644-0.030233i,-0.046176-0.013994i,-0.07582+0.014861i,-0.096494+0.037583i,-0.095821+0.041486i,-0.068759+0.028777i,-0.029788+0.0099351i,-0.0019126-0.0064338i,0.0042152-0.014342i,-0.0078559-0.012153i
0.028887+0.018152i,0.098469+0.071259i,0.21216+0.1357i,0.28436+0.1441i,0.22016+0.083115i,0.095013+0.046047i,0.060574+0.065246i,0.077643+0.038075i,0.037317-0.017458i,-0.010563-0.01039i,-0.0090935+0.0079418i,-0.005167-0.0023441i,-0.012488-0.00049378i,-0.0034748+0.021031i,0.028235+0.042636i,0.068065+0.04825i,0.089642+0.037877i,0.08139+0.032447i,0.053094+0.032433i,0.022521+0.026477i,0.0026714+0.016987i,-0.0050492+0.0096311i,-0.00511+0.0096016i
-0.017131-0.026587i,-0.05147-0.09594i,-0.10214-0.19836i,-0.11827-0.23779i,-0.042384-0.15255i,0.072136-0.07765i,0.088829-0.10549i,0.020596-0.098285i,-0.0045052-0.027749i,0.015219-0.010422i,0.0089757-0.02545i,-0.0035364-0.0085819i,0.0044205+0.011549i,0.013419+0.0046534i,0.0078828-0.025405i,-0.015674-0.054665i,-0.03714-0.058601i,-0.029297-0.046157i,-0.0013308-0.03217i,0.017479-0.020914i,0.015623-0.015287i,0.0056603-0.0072836i,0.001772+0.0018983i
0.0060133+0.031349i,0.010537+0.10591i,0.0052591+0.2209i,-0.018177+0.26578i,-0.092608+0.15389i,-0.22114+0.036503i,-0.27019+0.057376i,-0.17327+0.085989i,-0.069457+0.03844i,-0.042888+0.014478i,-0.028177+0.025935i,-0.0072066+0.010719i,-0.0028282-0.015525i,-0.0083499-0.019971i,-0.015183+0.0017432i,-0.011719+0.036206i,-0.00096926+0.053222i,-0.004236+0.036637i,-0.020353+0.0049188i,-0.029196-0.0089239i,-0.021641-0.00038877i,-0.0081466+0.0076658i,-3.63e-05+0.0053205i
0.0053957-0.027467i,0.036934-0.089483i,0.10792-0.18368i,0.18817-0.2161i,0.25222-0.10102i,0.32344+0.046674i,0.34409+0.067474i,0.23893+0.015885i,0.1047+0.0027107i,0.056011-0.00015662i,0.042763-0.021965i,0.017747-0.024951i,0.0055541-0.005034i,0.014246+0.0093561i,0.031384+0.0035213i,0.042616-0.018745i,0.039766-0.03214i,0.030156-0.014948i,0.022025+0.015455i,0.018798+0.02549i,0.019029+0.013384i,0.017019-0.00090455i,0.011261-0.0065018i
-0.014637+0.018736i,-0.0727+0.05463i,-0.1799+0.11312i,-0.26531+0.12553i,-0.2705+0.01809i,-0.25385-0.13049i,-0.24451-0.17709i,-0.17761-0.11415i,-0.080837-0.05201i,-0.042844-0.024734i,-0.039172+0.0035254i,-0.024948+0.025451i,-0.013086+0.019351i,-0.01593-0.0018124i,-0.028588-0.014474i,-0.040737-0.0077449i,-0.039838+0.00097095i,-0.023843-0.0081333i,-0.0057179-0.022348i,0.00047917-0.025958i,-0.0046822-0.022029i,-0.013046-0.013257i,-0.015701-0.0025719i
0.023489-0.0045706i,0.10037-0.0086339i,0.2398-0.020778i,0.33903-0.010314i,0.29008+0.07362i,0.16308+0.1957i,0.086796+0.25524i,0.0506+0.20113i,0.022922+0.10362i,0.019876+0.039707i,0.028272+0.00029809i,0.027821-0.027639i,0.019888-0.033355i,0.010293-0.018331i,0.010292+0.0037963i,0.022077+0.012164i,0.022414+0.0070435i,0.0014369+0.0071016i,-0.018124+0.013978i,-0.019837+0.0187i,-0.010751+0.020701i,0.000199+0.019388i,0.0086997+0.014353i
-0.033815-0.003367i,-0.11949-0.033561i,-0.25626-0.077462i,-0.31922-0.12882i,-0.2021-0.19281i,-0.013413-0.25989i,0.082338-0.26992i,0.084528-0.19241i,0.044165-0.098631i,-0.00098286-0.043048i,-0.022144-0.01152i,-0.026264+0.0093232i,-0.021248+0.022607i,-0.0057601+0.021214i,0.0014804-0.00079988i,-0.010077-0.01733i,-0.012777-0.010854i,0.010029+0.0020712i,0.032623+0.0027066i,0.034049-0.0078935i,0.022554-0.015737i,0.012298-0.017345i,0.0071217-0.018222i
0.032802+0.015652i,0.11535+0.073502i,0.23651+0.16924i,0.28414+0.25482i,0.16917+0.28055i,-0.013503+0.26194i,-0.10335+0.19922i,-0.089814+0.10415i,-0.039623+0.04266i,0.0034596+0.019831i,0.01781+0.004197i,0.017164-0.0064006i,0.0096615-0.017457i,-0.010978-0.017558i,-0.023235+0.0090839i,-0.011946+0.032521i,-0.0027171+0.025155i,-0.014359+0.0015608i,-0.031853-0.011284i,-0.03637-0.0058873i,-0.028053+0.0031255i,-0.019192+0.0048808i,-0.01683+0.0029633i
-0.029994-0.024532i,-0.10605-0.096944i,-0.20187-0.22169i,-0.22054-0.32174i,-0.12245-0.32495i,-0.012484-0.24846i,0.012376-0.12827i,-0.006617-0.028681i,-0.018375-0.0053083i,-0.027981-0.010784i,-0.028449-0.0023363i,-0.021532+0.0011803i,-0.013101+0.0071848i,0.0095664+0.013244i,0.03133-0.00033068i,0.030996-0.018i,0.019958-0.017432i,0.017326+0.0010606i,0.022336+0.018802i,0.023523+0.022367i,0.017573+0.018426i,0.0094156+0.015485i,0.0044295+0.014091i
0.028251+0.033775i,0.090223+0.1173i,0.17136+0.2578i,0.19443+0.35619i,0.12963+0.33202i,0.076498+0.23187i,0.09435+0.10946i,0.10505+0.021292i,0.070098+0.006085i,0.045429+0.01298i,0.039162+0.0024626i,0.029053+0.00033998i,0.019515+0.0097113i,0.0067006+0.013456i,-0.0072608+0.01591i,-0.013082+0.0201i,-0.010333+0.01878i,-0.0037011+0.0049548i,0.002613-0.01367i,0.0060509-0.022573i,0.0072308-0.021745i,0.0072848-0.015964i,0.0062292-0.0072782i
-0.02193-0.036364i,-0.061788-0.12097i,-0.11026-0.26433i,-0.10955-0.3514i,-0.051778-0.30359i,-0.031748-0.21395i,-0.085601-0.1369i,-0.11457-0.070549i,-0.073381-0.044181i,-0.0392-0.042709i,-0.03617-0.029618i,-0.027478-0.022658i,-0.012435-0.034247i,-0.00042947-0.037842i,0.013129-0.029489i,0.023285-0.024688i,0.019969-0.023773i,0.0057939-0.01667i,-0.0086125-0.0031654i,-0.012926+0.0069937i,-0.0097068+0.0091366i,-0.0047824+0.0056531i,0.00067214+0.00090096i
0.015778+0.035286i,0.036807+0.1216i,0.057581+0.25563i,0.044068+0.3217i,-0.012434+0.26144i,-0.060488+0.19726i,-0.036003+0.18672i,0.015384+0.15623i,0.014705+0.099705i,0.0025975+0.066674i,0.015159+0.046226i,0.019276+0.032155i,0.012082+0.036815i,0.0072046+0.033002i,-0.0071052+0.014483i,-0.025315+0.0061137i,-0.028627+0.0078514i,-0.016484+0.0089387i,-0.0016379+0.0058684i,0.0042482-0.0022729i,0.0020271-0.0072541i,-0.0014001-0.0054037i,-0.0018533-0.0032826i
-0.0074656-0.035307i,-0.010767-0.12064i,-0.0030777-0.23882i,0.043692-0.27974i,0.13886-0.21552i,0.22679-0.16732i,0.22164-0.18005i,0.13825-0.16208i,0.07389-0.096178i,0.040895-0.061034i,0.006045-0.053589i,-0.011761-0.045186i,-0.012269-0.043277i,-0.012981-0.034136i,-0.00081841-0.013321i,0.019425+0.00080381i,0.02521+0.0050794i,0.01712+0.0041425i,0.0054266+0.0036523i,-0.0029753+0.006211i,-0.0057534+0.0064353i,-0.0049471+0.0013101i,-0.0050532-0.0039909i
-0.0024606+0.036324i,-0.014503+0.11942i,-0.031415+0.23391i,-0.068823+0.26264i,-0.15944+0.17479i,-0.27122+0.10134i,-0.29627+0.099457i,-0.20722+0.08402i,-0.10825+0.033661i,-0.056573+0.016452i,-0.022003+0.028248i,-0.00032324+0.03306i,0.0053542+0.031977i,0.0032065+0.021697i,-0.0090205+0.0034805i,-0.021379-0.011241i,-0.022107-0.017527i,-0.014132-0.013839i,-0.0026588-0.0044283i,0.0065279+0.0030916i,0.0097134+0.0082445i,0.0080393+0.011765i,0.0054648+0.012341i
0.0060642-0.03711i,0.025384-0.11801i,0.057786-0.22822i,0.096331-0.25813i,0.14907-0.16197i,0.2254-0.041062i,0.24878+0.020712i,0.17778+0.038634i,0.091468+0.041014i,0.045495+0.026241i,0.024469-0.00043076i,0.0096733-0.020361i,0.00080236-0.020134i,0.00022697-0.0061218i,0.0044677+0.011172i,0.0070386+0.026265i,0.0062322+0.03095i,0.0044517+0.023098i,0.0036712+0.0074664i,0.0026962-0.00795i,0.0020638-0.016138i,0.001783-0.016196i,0.0013624-0.011769i
-0.010072+0.033393i,-0.035611+0.11421i,-0.073167+0.21855i,-0.086439+0.2463i,-0.068823+0.14716i,-0.070295-0.019092i,-0.081345-0.13378i,-0.063849-0.13958i,-0.03561-0.093527i,-0.019625-0.055757i,-0.018546-0.025317i,-0.018456-1.8134e-05i,-0.012638+0.0055476i,-0.0066157+0.0021909i,0.00068661-0.00088778i,0.010619-0.011136i,0.015904-0.019878i,0.013715-0.017321i,0.0050607-0.0078955i,-0.0051217+0.0013478i,-0.0086563+0.0070871i,-0.007346+0.0085013i,-0.0073302+0.0059248i
0.014097-0.033357i,0.044916-0.10983i,0.08104-0.20832i,0.075257-0.22823i,0.015361-0.11787i,-0.051063+0.05398i,-0.076484+0.16161i,-0.054988+0.14588i,-0.026447+0.071997i,-0.012656+0.027762i,0.0035199+0.012865i,0.017592+0.0022724i,0.019769+0.0017792i,0.018177+0.003141i,0.011226-1.4147e-05i,-0.0033776+0.0010893i,-0.013907+0.0032789i,-0.014666+0.0018145i,-0.0077178+0.0014164i,0.0013672+0.0035899i,0.0079913+0.0034351i,0.011794+0.0018289i,0.013251+0.0019879i
-0.014498+0.032768i,-0.047534+0.10485i,-0.08545+0.20225i,-0.061696+0.22499i,0.034043+0.1145i,0.11522-0.026406i,0.13589-0.072614i,0.10166-0.033266i,0.049677+0.013266i,0.022711+0.022252i,0.0088347+0.007944i,-0.0086524-0.0023304i,-0.018318-0.0038049i,-0.016421-0.0016583i,-0.0071416+0.002566i,0.0058004+0.0069443i,0.012969+0.0096333i,0.010698+0.011063i,0.006658+0.0081347i,0.0032682+0.00015296i,-0.0023436-0.0062315i,-0.0088012-0.007725i,-0.01059-0.005108i
0.01482-0.029745i,0.052669-0.095412i,0.10584-0.18404i,0.11223-0.21334i,0.045643-0.13859i,-0.019687-0.052149i,-0.047701-0.053544i,-0.041345-0.08795i,-0.015985-0.084426i,-0.0081511-0.061246i,-0.013664-0.035253i,-0.0026039-0.011953i,0.014315-0.0061795i,0.019809-0.010747i,0.015927-0.016297i,0.0074159-0.022642i,0.0024355-0.025732i,0.0017381-0.023059i,0.00098633-0.015882i,0.0007745-0.0049664i,0.003553+0.0037449i,0.0080946+0.005949i,0.01067+0.0022834i
-0.018731+0.02484i,-0.064378+0.083378i,-0.12413+0.16774i,-0.14149+0.20422i,-0.11132+0.16027i,-0.086234+0.11719i,-0.07096+0.13726i,-0.05202+0.1432i,-0.036479+0.092688i,-0.018925+0.052861i,0.0028439+0.032706i,0.0027444+0.010147i,-0.014055+0.0036028i,-0.022796+0.0071608i,-0.025774+0.0099677i,-0.026268+0.016529i,-0.024337+0.02086i,-0.020013+0.019394i,-0.011268+0.013442i,-0.0039644+0.0040641i,-0.0035317-0.0018843i,-0.0062798-0.0041704i,-0.0071235-0.0056635i
0.017769-0.019143i,0.07045-0.069093i,0.14934-0.15063i,0.19117-0.20479i,0.18567-0.17865i,0.18028-0.13762i,0.16757-0.12484i,0.12636-0.085557i,0.080845-0.028315i,0.048616-0.01328i,0.019167-0.016431i,0.0059618-0.0068575i,0.011359-0.0059883i,0.016063-0.0081085i,0.021539-0.0018596i,0.028442-0.0022632i,0.029639-0.0060103i,0.024602-0.0067985i,0.012349-0.0057725i,-0.00031295-0.0017496i,-0.0033918+0.0022469i,-0.001821+0.0048984i,-0.0038798+0.0081615i
-0.026685+0.017481i,-0.083853+0.060064i,-0.17134+0.13648i,-0.20627+0.1936i,-0.16596+0.16873i,-0.14208+0.084745i,-0.14493+0.01082i,-0.11417-0.040798i,-0.072896-0.068205i,-0.055975-0.049497i,-0.037796-0.017538i,-0.018735-0.0060539i,-0.014407+0.00016854i,-0.015921+0.0023857i,-0.021672-0.0051824i,-0.028293-0.0087819i,-0.02789-0.0088132i,-0.021404-0.0066344i,-0.010312+0.00062734i,0.0013677+0.0067146i,0.0052797+0.0075463i,0.0053377+0.0034222i,0.0083785-8.9068e-05i
0.02511-0.018459i,0.090272-0.052823i,0.18081-0.10866i,0.21742-0.14938i,0.15656-0.11936i,0.074932-0.0065104i,0.042894+0.10282i,0.027164+0.13561i,0.012812+0.11725i,0.026234+0.077286i,0.036147+0.03058i,0.021744+0.0053322i,0.0098793+0.0010189i,0.0079864+0.005369i,0.011876+0.017945i,0.018994+0.02691i,0.018522+0.026977i,0.013838+0.021304i,0.011303+0.0091765i,0.0085071-0.0019652i,0.0062871-0.0056351i,0.0041817-0.0048995i,0.0017479-0.0050016i
-0.024745+0.0085186i,-0.097632+0.03568i,-0.19561+0.082245i,-0.21848+0.11767i,-0.10985+0.080464i,0.038718-0.034908i,0.10435-0.13548i,0.095044-0.14184i,0.065045-0.10193i,0.017209-0.070039i,-0.020047-0.036544i,-0.017377-0.011096i,-0.004774-0.0060081i,-0.00098236-0.0081771i,0.0020277-0.015303i,0.00281-0.02492i,0.0032396-0.028123i,0.0021091-0.02313i,-0.0036001-0.01269i,-0.0080839-0.0041979i,-0.0088765-0.0023948i,-0.008397-0.0027932i,-0.0087534+4.5683e-05i
0.029893-0.003589i,0.1018-0.022446i,0.21484-0.053663i,0.25326-0.08265i,0.12368-0.064765i,-0.076696+0.01199i,-0.18323+0.075533i,-0.17212+0.070831i,-0.11707+0.041868i,-0.056453+0.032419i,-0.0087743+0.021165i,0.0046989+0.0052474i,0.0027943+0.0050686i,0.0044415+0.011371i,0.00013239+0.014951i,-0.0079266+0.018371i,-0.012403+0.018945i,-0.0094602+0.015351i,0.00031291+0.0089182i,0.0059679+0.0034907i,0.006519+0.0038832i,0.0076435+0.0065095i,0.010445+0.0059076i
-0.031449+0.006599i,-0.10417+0.015181i,-0.21368+0.028654i,-0.25415+0.050291i,-0.13472+0.070592i,0.058453+0.060823i,0.1662+0.045854i,0.1608+0.046257i,0.11339+0.034039i,0.066297+0.0052201i,0.027416-0.0088495i,0.006924-0.0053137i,0.0005298-0.0066301i,-0.0004528-0.010397i,0.0067989-0.010432i,0.01517-0.011299i,0.018748-0.010872i,0.014784-0.0079353i,0.0022157-0.0035127i,-0.0076425-0.001023i,-0.010948-0.0039592i,-0.010846-0.0084191i,-0.0089973-0.010577i
0.026814-0.0053482i,0.099233-0.0023281i,0.20751+0.00043317i,0.26872-0.020946i,0.20494-0.078034i,0.062252-0.13663i,-0.033851-0.15624i,-0.047011-0.13096i,-0.039193-0.080281i,-0.037673-0.029079i,-0.026187-0.0022247i,-0.0086795-0.00029606i,0.0026712-0.0011965i,0.0059261-0.00098952i,-0.0021255-0.0041655i,-0.013776-0.0052919i,-0.019109-0.0046891i,-0.015992-0.0038737i,-0.0057791-0.0016028i,0.0032553+0.0025015i,0.0071165+0.0094862i,0.0068826+0.014539i,0.0038963+0.013918i
-0.025148+0.00010736i,-0.091637-0.0144i,-0.19909-0.031018i,-0.27159-0.0090198i,-0.24346+0.069773i,-0.16854+0.16255i,-0.11683+0.19493i,-0.086991+0.14733i,-0.043344+0.076874i,0.0040958+0.024181i,0.019254-0.0018597i,0.0078651-0.0040865i,-0.0055507-0.0025091i,-0.012037-0.0031305i,-0.0087086+0.0040058i,-0.00024326+0.012907i,0.0046409+0.015589i,0.0045175+0.01334i,0.0015615+0.0072226i,0.0016325-0.00080368i,0.0032779-0.0084368i,0.0028715-0.012453i,0.0013035-0.012192i
0.024415+0.0062827i,0.085768+0.030229i,0.19102+0.067963i,0.27978+0.064458i,0.29085-0.019211i,0.26076-0.11684i,0.22599-0.14327i,0.16623-0.098927i,0.082467-0.048131i,0.014255-0.017737i,-0.010851-0.0017873i,-0.0052743+0.0019653i,0.0035287+0.0033621i,0.0066339+0.006497i,0.0078499+0.0028768i,0.0078403-0.0058641i,0.0057106-0.0109i,0.0023463-0.008735i,0.00077564-0.0024143i,-0.00087704+0.0016134i,-0.0033744+0.0059151i,-0.0043055+0.010006i,-0.0043785+0.01078i
-0.024281-0.0091414i,-0.080592-0.042924i,-0.17081-0.095844i,-0.24549-0.11346i,-0.26527-0.053988i,-0.25186+0.018897i,-0.22016+0.039053i,-0.14597+0.025697i,-0.056061+0.012354i,-0.0034676+0.0027042i,0.01055-0.0051487i,0.0060139-0.0091563i,-0.0014151-0.010188i,-0.0049621-0.0093803i,-0.009255-0.0047922i,-0.013088+0.0041135i,-0.010956+0.010453i,-0.0049272+0.0089212i,-0.00010807+0.0029021i,0.0019662-0.0016689i,0.0046148-0.0050424i,0.006494-0.0079812i,0.0084648-0.0083131i
0.022006+0.01363i,0.071285+0.054648i,0.15412+0.11797i,0.2263+0.15151i,0.23826+0.12192i,0.19426+0.075675i,0.12367+0.059901i,0.044536+0.04417i,-0.016751+0.015335i,-0.034762+0.00020163i,-0.024868+0.0014514i,-0.011467+0.0086059i,-0.0034834+0.01512i,0.0012085+0.020188i,0.0092348+0.019326i,0.017149+0.0096659i,0.01721-0.00069726i,0.011848-0.0041983i,0.006738-0.00038552i,0.0010086+0.0028545i,-0.0052896+0.0048835i,-0.008478+0.0057532i,-0.0090382+0.0019131i
-0.016174-0.012317i,-0.057677-0.058418i,-0.1241-0.13858i,-0.17773-0.19321i,-0.16683-0.17587i,-0.091496-0.13215i,0.0044625-0.10073i,0.068558-0.059149i,0.082784-0.0085009i,0.063655+0.014863i,0.035789+0.0083051i,0.016894-0.0056429i,0.011178-0.014066i,0.011356-0.020048i,0.0050575-0.024082i,-0.0066274-0.019323i,-0.010756-0.010832i,-0.007761-0.0064844i,-0.0060861-0.0060421i,-0.0037539-0.0048476i,0.0036766-0.0036978i,0.008956-0.0032143i,0.0060955+0.00052882i
0.017385+0.017193i,0.048483+0.065777i,0.097822+0.15401i,0.13991+0.2181i,0.12692+0.19215i,0.032254+0.1256i,-0.075368+0.077337i,-0.11196+0.026839i,-0.087454-0.027216i,-0.054185-0.047045i,-0.030297-0.031059i,-0.015302-0.0093774i,-0.012008+0.0039791i,-0.013053+0.012702i,-0.0074498+0.020274i,0.0013609+0.02147i,0.0031123+0.014677i,0.00035673+0.0068615i,7.029e-07+0.0038143i,0.00091124+0.0035156i,-0.0044934+0.0030047i,-0.010579+0.0034757i,-0.0069391+0.0030708i
-0.013575-0.015668i,-0.034058-0.067921i,-0.06183-0.1544i,-0.082294-0.21609i,-0.071182-0.18421i,-0.0048259-0.086585i,0.064153-0.0073824i,0.06224+0.043327i,0.024747+0.077795i,0.010369+0.078773i,0.010356+0.050498i,0.009628+0.022401i,0.014387+0.005703i,0.01935-0.006833i,0.016017-0.018321i,0.0074777-0.023455i,0.0031535-0.01794i,0.0033994-0.0070493i,0.0029244-0.0019303i,0.0027231-0.0025609i,0.0068192-0.00069047i,0.011749-0.00050782i,0.0089048-0.0041513i
0.0090337+0.015478i,0.019267+0.068161i,0.034756+0.15972i,0.058426+0.22289i,0.077175+0.17166i,0.064501+0.038669i,0.03821-0.063198i,0.050139-0.099926i,0.068921-0.11079i,0.048323-0.10081i,0.017203-0.070127i,-0.00068084-0.042726i,-0.01277-0.025666i,-0.021826-0.011845i,-0.023767+0.0030735i,-0.018117+0.014711i,-0.01225+0.013928i,-0.0097245+0.0061406i,-0.0077724+0.0029383i,-0.0059896+0.0029507i,-0.0063816-0.00022222i,-0.009235-0.0029238i,-0.0095547-0.00049465i
-0.0068117-0.017548i,-0.006375-0.066094i,-0.0010671-0.15504i,-0.012719-0.22181i,-0.066527-0.17267i,-0.12861-0.031526i,-0.15451+0.080726i,-0.15813+0.10667i,-0.14659+0.097432i,-0.10153+0.085459i,-0.04863+0.063914i,-0.015509+0.041897i,0.0013781+0.02753i,0.012371+0.018793i,0.020245+0.0083887i,0.020453-0.0033071i,0.014668-0.0045163i,0.010105+0.0022864i,0.009121+0.003014i,0.0075766-0.0005973i,0.0046959+0.00074336i,0.0041895+0.0044877i,0.005055+0.0041919i
-0.00058726+0.017755i,-0.0072691+0.06517i,-0.026508+0.14687i,-0.017669+0.21447i,0.072259+0.19313i,0.19063+0.081587i,0.23829-0.017132i,0.21521-0.037401i,0.17591-0.029797i,0.1251-0.036128i,0.066795-0.038521i,0.02653-0.031267i,0.0071434-0.023965i,-0.0064801-0.019991i,-0.018111-0.013583i,-0.020537-0.0046799i,-0.013156-0.0034028i,-0.0043159-0.0075397i,-0.0025004-0.0065268i,-0.0035876-0.0014749i,-0.0011145-0.0024524i,0.00010551-0.0077682i,-0.0015433-0.0073067i
0.0032862-0.020847i,0.017823-0.060854i,0.047666-0.13171i,0.05762-0.2007i,-0.019532-0.21918i,-0.15881-0.1675i,-0.22428-0.099155i,-0.19043-0.076299i,-0.14821-0.070283i,-0.11624-0.037744i,-0.072439-0.0038441i,-0.035756+0.0084467i,-0.016408+0.01408i,-9.0748e-05+0.020533i,0.015003+0.021261i,0.019929+0.016294i,0.012463+0.013821i,0.0024845+0.013351i,0.0010186+0.0097255i,0.0030571+0.0047406i,0.00030568+0.0045096i,-0.002506+0.0087713i,-1.0007e-05+0.0088801i
-0.0034723+0.015851i,-0.025288+0.049786i,-0.071561+0.11191i,-0.10172+0.18725i,-0.040134+0.24743i,0.084974+0.26395i,0.14045+0.22779i,0.10845+0.18658i,0.084854+0.15199i,0.081654+0.095074i,0.062495+0.039118i,0.038974+0.010674i,0.024578-0.0032978i,0.011872-0.013515i,-0.00061604-0.018874i,-0.0075381-0.019353i,-0.0038351-0.01809i,0.0039048-0.016883i,0.0043082-0.012747i,-0.00047631-0.0070764i,-0.00042141-0.0044477i,0.0027478-0.006382i,0.0021557-0.0084372i
0.0041492-0.012087i,0.02969-0.040626i,0.094688-0.085178i,0.16294-0.15474i,0.14787-0.25051i,0.057799-0.31836i,0.0016996-0.29619i,0.0064454-0.23124i,-0.00092105-0.18239i,-0.030852-0.12919i,-0.040933-0.071208i,-0.032869-0.032831i,-0.021851-0.011732i,-0.011149+0.0015334i,-0.0022421+0.0095847i,0.0022216+0.01294i,-0.0017646+0.012665i,-0.0084119+0.010445i,-0.007153+0.0080472i,-0.00085851+0.0041896i,0.00066022-0.00028278i,-0.003663-0.00078167i,-0.0062921+0.0026259i
-0.0099191+0.014196i,-0.03838+0.035667i,-0.10107+0.064366i,-0.18111+0.11031i,-0.21809+0.20283i,-0.1858+0.28795i,-0.13895+0.27306i,-0.11338+0.19855i,-0.076905+0.15201i,-0.021307+0.11986i,0.01416+0.076118i,0.020449+0.037945i,0.015175+0.015141i,0.0098694+0.0019586i,0.0067331-0.0063249i,0.0051475-0.0094985i,0.0061731-0.0084271i,0.0084744-0.004447i,0.0064125-0.0020307i,0.00075739-0.00098788i,-0.0023569+0.0026417i,0.00056415+0.0054036i,0.0056239+0.0044974i
0.0092728-0.011558i,0.037999-0.024283i,0.1002-0.034877i,0.19476-0.050178i,0.27915-0.10729i,0.29422-0.18333i,0.24266-0.17393i,0.18241-0.10334i,0.1267-0.078783i,0.062248-0.0839i,0.012144-0.066209i,-0.0077196-0.038849i,-0.0099626-0.020113i,-0.0094446-0.009399i,-0.010116-0.0027253i,-0.011786+0.00060651i,-0.013678-0.0002179i,-0.013127-0.0021828i,-0.0080662-0.0014629i,-0.00085116+0.0012084i,0.0035347-0.0013628i,0.0010442-0.0066008i,-0.0035156-0.0078933i
-0.010042+0.0056113i,-0.035781+0.015469i,-0.094361+0.009696i,-0.18245-0.011435i,-0.27101-0.002043i,-0.30978+0.042829i,-0.26065+0.042316i,-0.18279-0.00070007i,-0.13161+9.7873e-05i,-0.080968+0.032262i,-0.031383+0.039769i,-0.0065354+0.027735i,0.00027263+0.014929i,0.0023755+0.0072295i,0.0051317+0.004473i,0.0099312+0.0043411i,0.012411+0.0072451i,0.010975+0.010545i,0.0074564+0.0079931i,0.0028443+0.0010923i,-0.0024528-0.00032908i,-0.0033183+0.0050056i,-0.0013526+0.0096541i
0.0089492-0.0041199i,0.031918-0.0089127i,0.077189+0.015605i,0.15159+0.078028i,0.24289+0.11735i,0.28549+0.099599i,0.22447+0.078889i,0.13714+0.079157i,0.10053+0.054656i,0.076652+0.0079834i,0.041606-0.016328i,0.015715-0.0163i,0.0049774-0.0074976i,0.002762+0.00059858i,0.0012049+0.0014794i,-0.0032188-0.0027658i,-0.0070513-0.0075918i,-0.0069047-0.0094468i,-0.004388-0.0051483i,-0.001504+0.0023351i,0.002717+0.0056167i,0.0059569+0.0016788i,0.0066511-0.0028758i
-0.0097482+0.0024776i,-0.030671+0.0029716i,-0.056509-0.026843i,-0.086801-0.11016i,-0.14127-0.19561i,-0.17615-0.20128i,-0.12569-0.15037i,-0.055138-0.11097i,-0.04562-0.079245i,-0.057034-0.036853i,-0.043362-0.0055949i,-0.02124+0.0034784i,-0.0085332-0.00042923i,-0.0044015-0.0051694i,-0.0025401-0.0040081i,0.00032899+0.0011984i,0.0029496+0.00619i,0.0037826+0.0073537i,0.0029556+0.0025668i,0.0017555-0.0052166i,-0.0016346-0.0096977i,-0.0066674-0.0059775i,-0.008257+1.2473e-05i
0.010162-0.0037683i,0.026004-0.00021517i,0.039638+0.02875i,0.038896+0.11209i,0.046251+0.21323i,0.061294+0.23173i,0.02753+0.16382i,-0.019032+0.10447i,-0.0061103+0.077082i,0.031186+0.044783i,0.038281+0.011899i,0.024601-0.0032766i,0.01295-0.0020272i,0.010224+0.0044144i,0.011372+0.0065812i,0.0098859+0.0020237i,0.0069336-0.0037437i,0.0047048-0.0046627i,0.0012575-0.00042686i,-0.00099196+0.0060695i,0.0011973+0.010021i,0.0068487+0.0073716i,0.010013+0.001741i
