-0.0037504+0.00023054i,-0.0028908-0.00014582i,-0.0033192+0.0008307i,-0.0020149+0.0024141i,-0.00049193+0.0029356i,-0.0004308+0.0026391i,-0.0014547+0.002249i,-0.0012037+0.00061423i,0.00019333-0.00092511i,0.00048651-0.00082635i,0.00046797-7.001e-05i,0.0011387+0.00023905i,0.0019313+6.1581e-05i,0.0013244+4.5876e-05i,0.00054491+0.00012591i,0.000293-0.00022164i,-0.00016767-0.0004596i,-0.00026177-0.00010974i,4.4002e-05-0.00029183i,1.8683e-05-0.00022784i,-0.00026293-9.3483e-06i,0.0002452-0.00021801i,0.00037137+1.2021e-05i
-0.00060205-0.0011521i,-0.00098512-0.0012966i,-0.00056846-0.00084018i,-5.9145e-05-0.00089634i,0.00052386-0.0015602i,0.0012651-0.0014394i,0.00068085-0.00058545i,4.3924e-05+2.1599e-05i,0.00023126-1.8569e-05i,0.00032992+8.7666e-05i,-0.00046124+0.00069942i,-0.00034603+0.0013822i,0.00013845+0.0015489i,-0.00016673+0.0013553i,-0.00031684+0.0010977i,-0.00035803+0.00038493i,-0.00063641-0.00015006i,-1.4055e-05-0.00013736i,0.00059139-0.00019207i,0.00058757+0.00035876i,-0.00013113+0.00071416i,-0.00048627+0.00019949i,-0.00016613+8.5367e-05i
-0.0002256-0.00076209i,-0.0010624-0.00096065i,-0.00088761-0.00025578i,-0.00023788+0.00060536i,0.00084027+0.0013372i,0.00076115+0.0016735i,-0.00018123+0.0015812i,0.0003283+0.00091588i,0.0012298+0.00012433i,0.00075835-0.00065244i,-0.00030844-0.00090776i,-0.00011397-8.1652e-05i,0.00077243+0.00078563i,0.00061465+0.00093231i,-0.00019025+0.00026036i,-0.00041118+0.00076091i,-0.00059624+0.0019459i,-0.00068042+0.0011841i,6.925e-08+1.4591e-05i,-0.00012385-0.00057153i,-0.00047865-0.0006393i,-0.00083106-0.00036235i,-0.0001519-0.00074576i
-0.0027021-0.00062237i,-0.0032277+0.00022938i,-0.0036061-1.1004e-05i,-0.0020222+0.0003725i,0.00067942+0.0017459i,0.0024914+0.0013102i,0.0018295+0.00057115i,0.00014698+0.00037717i,4.1214e-05-0.00043016i,-0.00016171-0.00081448i,-0.00016437-0.00027443i,0.00085165-0.00010391i,0.00077256-0.00056703i,0.00063576+0.0001675i,0.00056543+0.0012679i,0.00075851+0.00084165i,0.001251-0.00038158i,0.00088539-4.3487e-05i,0.00096091+0.00077591i,0.00082766+0.0011905i,0.00023905+0.0013151i,0.00044934+0.00091749i,0.00089279+0.0010176i
0.0014089+0.00093516i,0.0023413+0.001277i,0.0026307+0.00065473i,0.0020512+0.00063879i,0.0017456+0.00025252i,0.001373-0.00085981i,0.00021541-0.0010405i,-0.0010944-0.00015233i,-0.0010804-0.00014301i,-0.00039445-0.00099238i,-0.00092752-0.0020267i,-0.00041604-0.0015969i,-0.0001311-0.00058734i,-0.00050723+0.0001848i,-1.3618e-05+0.00077617i,0.00015881+0.00027058i,-8.3006e-05-0.00044223i,-0.00021044-0.00026129i,-0.00059757+3.5571e-05i,-0.00073455+0.00048281i,-0.00058877+0.00067054i,-0.00050883+0.00068388i,-0.00070427+0.0004616i
-0.0011959-0.00020051i,-0.0019799-0.00067987i,-0.0018225-0.00086516i,-0.00032364+0.00086574i,0.0015435+0.0015084i,0.0018964+9.3129e-05i,0.0012647-0.0011765i,0.00041782-0.0005847i,0.00046616-0.00011562i,0.00064351-0.00074333i,0.0002244-0.00070941i,-0.00029128-0.00019229i,-0.00055124+6.6612e-05i,-0.00026952+0.00068378i,4.5154e-05+0.0011517i,0.00038068+0.0010938i,0.00073433+0.00080844i,-0.00032917+0.00052219i,-0.0010262-0.00022759i,-0.00016433-0.0013009i,0.00029761-0.001488i,-0.00012519-0.00085346i,-0.00026878-0.00061995i
-0.00076553+0.0028584i,0.00053922+0.0036147i,0.0025445+0.0043744i,0.003048+0.0030526i,0.0026989+0.00060764i,0.001836-0.00086363i,0.001027-0.00095917i,0.00048231-0.00027659i,-0.00036015+7.8412e-05i,-0.0006756-0.00025329i,-0.00043356-0.00058703i,-0.00032541-3.6468e-05i,-0.0010936+0.00087534i,-0.001692+0.0003329i,-0.0016316-0.00011388i,-0.0013347-0.00034638i,-0.00074514-0.0005906i,0.0001099-0.00020771i,0.00051213+0.00010141i,0.0003095-0.00011438i,1.4963e-05-7.1058e-05i,-2.0169e-05-0.00015907i,-4.9881e-05-0.0010219i
-0.0023231-0.0028804i,-0.0024108-0.0026693i,-0.0031713-0.0021119i,-0.0034403-5.8747e-05i,-0.0017039+0.0019247i,0.00051899+0.0020583i,0.00039231+0.00090778i,-1.8893e-05+0.00070087i,0.00020558+0.00032606i,-0.00043244-0.00052205i,-0.0011716+0.00025654i,-0.00045559+0.00097883i,0.00093043+0.00096348i,0.0010131+0.00096301i,4.1221e-05+0.0011478i,-0.00029575+0.00075997i,-0.00014534+0.0002781i,0.00011165+0.00027032i,-6.1142e-05+0.00029329i,-0.00038433-0.00021336i,-0.00049814-0.00052513i,-0.00068662-0.00010321i,-0.00033006-0.00018901i
0.0008796+0.00095381i,0.001706+0.0015587i,0.0022341+0.0012968i,0.0025798+0.0010415i,0.0027469+0.0010904i,0.0025457+0.00016322i,0.0018896-0.00033468i,0.0010652-5.2603e-05i,0.00069941-1.4336e-05i,0.0013659-0.00013571i,0.0011586-0.00043433i,-0.00055815-0.0004855i,-0.001268-3.3657e-05i,-0.0012302+0.00048421i,-0.00065027+0.00094883i,2.0928e-05+0.00083835i,-4.7141e-05+0.00035269i,-0.00082002+0.00011849i,-0.00089799-0.00041199i,-9.72e-05-0.0013018i,0.0004524-0.0011925i,0.000827-0.00014129i,0.00084816+0.00056473i
0.0039333-0.00073977i,0.0026825-0.0018838i,0.00089851-0.0036547i,0.0002758-0.0035556i,0.00061409-0.0026646i,-0.00036047-0.0015408i,-0.0016775-0.00050471i,-0.0016498-0.00070214i,0.00025858-0.0012777i,0.0008436-0.0015398i,-0.0010105-0.0014065i,-0.0020343-0.00022988i,-0.0015406+0.0011626i,-0.00083534+0.001569i,3.6539e-05+0.0011293i,0.00015772+0.00062561i,2.8262e-05+5.8949e-05i,0.00014605-0.00060696i,-0.00021222-0.00041713i,-0.00092486-0.0002872i,-0.0013046-0.0002868i,-0.00041659+0.00062672i,0.00034581+0.0013302i
-0.00039331+0.0025559i,0.00061231+0.0026482i,0.0013671+0.0028792i,0.0019419+0.002986i,0.0020732+0.002314i,0.0018015+0.00090782i,0.0012609+0.00036844i,0.00094901+0.00069702i,0.00065165+0.00073163i,-0.00011249-0.00016858i,-0.00078765-0.00095491i,-0.00069734-0.0010933i,0.00016391-0.0010428i,0.00037028-0.00066781i,0.00023562-0.00017087i,0.00051586+0.00032832i,5.9338e-05+0.0010251i,-0.00033413+0.00027057i,-3.5938e-06-0.00048451i,-0.00055907-0.00018533i,-0.00066015-2.1455e-05i,-5.8617e-05+5.5678e-05i,0.00010996-3.0976e-05i
-0.00096995-0.0023372i,-0.0010264-0.0016284i,-0.0020292-0.0012677i,-0.0017237-0.00050523i,-0.00033142-3.1689e-05i,0.00076964-0.00025773i,0.00046248-0.00045311i,0.0002268-0.0006158i,-4.5517e-05-0.00073003i,-0.00074508+0.00024213i,-0.00091982+0.00073687i,-0.000978+0.00018704i,-0.0013187+0.00077953i,-0.00091006+0.0015556i,-0.00041593+0.0011307i,3.0322e-05+9.1255e-05i,0.00013032+5.5129e-06i,-8.326e-06-3.1651e-05i,-5.3781e-05-0.00035817i,-0.00075045-9.0546e-05i,-0.00072071+0.00034986i,0.0004154+2.9891e-05i,0.0015423-0.00050671i
0.00071404-0.0009263i,0.00048862-0.001211i,-1.4471e-06-0.002034i,0.000348-0.0019062i,0.00016784-0.0008458i,1.2416e-05-0.00036695i,0.00055728-0.00088319i,0.00093862-0.00073086i,0.00039346-0.0010368i,-0.00011895-0.0016902i,-0.00053898-0.00078186i,-0.0010851+0.00024241i,-0.00092897+0.00028146i,-2.1613e-05+0.00031941i,-0.00035025+0.00044329i,-0.00078293+0.00041657i,-0.00050886+0.00019297i,0.00052035+0.00023338i,0.00062263+0.00019292i,-0.00044321+0.00041744i,-0.00028438+0.00032517i,-0.00039528-0.00045503i,-0.00061082-0.00040679i
0.00048325-0.0018014i,0.0014857-0.00062453i,0.0017789-0.00062601i,0.0019893-0.00047935i,0.0029463+0.00026454i,0.0031309+7.3557e-05i,0.0022491-0.00040769i,0.0012498-0.00096982i,0.00067692-0.00071643i,-0.00010372+0.00035185i,-0.00064408-0.00010071i,-0.00035606-0.00010465i,-0.00089427+0.0010058i,-0.0010452+0.0013393i,-0.00036699+0.0016533i,-6.3665e-05+0.0017102i,-0.00060786+0.001283i,-0.001502+0.0009052i,-0.0015185-0.00012515i,-0.00040284-0.00080075i,0.00077833-0.00072136i,0.00050172-0.00022225i,-0.00026944+8.6572e-05i
0.00017556+0.00091522i,-0.00051531+0.00075439i,-0.0015496-0.00011229i,-0.0014577-0.0006514i,0.0001837-0.00069186i,0.00088629-0.0011776i,0.00020245-0.0014355i,2.2775e-05-0.00064214i,0.00044667-0.0008516i,0.0003576-0.001147i,-0.00070739-0.00093907i,-0.0017057-0.00031256i,-0.0017333-5.8405e-05i,-0.0018179+0.00029722i,-0.0014766+0.00059632i,-0.00045481-0.00024057i,0.00027602-0.00063073i,0.00046908+2.8872e-05i,-0.00024621+0.00053078i,-0.00108+0.00013814i,-0.0010098-0.00054544i,-0.00065139-0.00029405i,-0.00081314+0.00038932i
-0.0019125-0.002058i,-0.0016378-0.0023488i,-0.0017061-0.0016273i,-0.00078467+0.00080464i,0.00035974+0.0022279i,0.00079585+0.0014761i,0.00058432-0.00026391i,-9.0572e-05-0.00043533i,-0.0001207+5.7585e-05i,-2.1777e-07-0.00021526i,-9.2774e-05-0.00018221i,-0.00039441+0.00089474i,-0.000102+0.0011924i,0.00058061+0.0012128i,0.0001017+0.00086715i,-7.9529e-05-2.2326e-06i,-8.0159e-05+2.1116e-05i,-0.00052243+0.00072494i,-0.00037918+0.0010567i,-0.00045561+0.00070208i,-0.0002484-9.5181e-07i,0.00061129-0.00025405i,0.0013479-9.2876e-05i
-0.00017495-0.0023688i,-0.0015426-0.0019549i,-0.0028249-0.0023509i,-0.0020239-0.00090814i,-0.00035721+0.00068309i,0.00077184+0.0008844i,-8.1423e-05-0.00021048i,-0.00071261-0.001336i,-0.00067023-0.0016063i,-0.0011968-0.0012883i,-0.0017164-0.00081308i,-0.0019673+0.00043518i,-0.001491+0.0020115i,-0.00063961+0.0024988i,0.00014183+0.0021416i,0.00060419+0.0015515i,0.00032411+0.00118i,2.2366e-05+0.00047595i,-0.00057093+1.5374e-05i,-0.0010553-0.00014197i,-0.00062073-0.00032798i,4.5209e-05+0.00045209i,0.00047455+0.001286i
-0.00074514+0.00058588i,-0.0005283+0.0006932i,0.00027362+0.0017544i,0.0016607+0.0015158i,0.0023561+0.00024935i,0.0018152-0.00092255i,0.00095386-0.0013248i,0.00021874-0.0011104i,7.305e-05-0.00064829i,0.00020264-0.0004747i,-0.00031445-0.00019405i,-0.00032641-9.7873e-05i,-0.00016956-0.00026528i,-0.00044323+0.00033171i,-0.0014314+0.0017082i,-0.0019863+0.0019162i,-0.0017171+0.00079824i,-0.00064376+0.00037372i,0.00030187+0.00081128i,0.00052257+0.00074124i,-0.00020914+0.00019009i,-0.00093511+0.00081295i,-0.00048104+0.00096105i
-0.0032522-0.00027988i,-0.0034349+0.00041164i,-0.0025764+0.002309i,-0.00035629+0.0036775i,0.002094+0.0031723i,0.0028362+0.0012873i,0.0017974-0.00029293i,0.00080771-0.0001338i,0.00013547+0.00042637i,-0.00048066+0.00026459i,-0.0010292+5.2677e-05i,-0.00099416-0.00046953i,-0.00037408-0.00096969i,-0.00044014+0.00025679i,-0.00034874+0.0012052i,-4.3331e-05+0.00062752i,4.7661e-05+0.00023622i,0.00034138-3.1148e-05i,0.00099288-0.00039086i,0.00039076+0.00025435i,-0.00048157+0.0010072i,0.00025378+0.00023389i,0.00061039-0.00012978i
0.0015938+0.0018648i,0.0025025+0.0013988i,0.0035147+4.4291e-06i,0.0034834-0.0014251i,0.0033227-0.0013543i,0.002531-0.00092485i,0.0011353-0.0012867i,0.00049901-0.00032733i,0.00098692+0.00023009i,0.0011333-0.0012212i,-0.00010187-0.001285i,-0.0015344-0.0011765i,-0.0022436-0.0018038i,-0.001686-0.00095501i,-0.00052628+0.00015351i,0.0005935+0.00015248i,0.00030969+0.00036516i,0.00028308+0.0003784i,0.00072306-0.00021779i,0.00010232-0.00062796i,-2.3503e-05-0.00052822i,0.00011616-0.0003407i,-9.0809e-05-0.00036779i
0.002583-0.00059237i,0.0024928-0.00045005i,0.0033229-0.000213i,0.0036619-0.00042615i,0.0025374-0.0011253i,0.00085816-0.0014096i,-0.00026023-0.00060261i,7.7722e-06+0.00030343i,0.00065042+0.00079324i,3.6278e-05+0.00063236i,-0.0011001+0.000267i,-0.0016933+0.00073515i,-0.0014283+0.0011422i,-0.00045822+0.0014695i,-0.00037495+0.00098465i,-0.0012183+0.00018082i,-0.0014324-8.001e-05i,-0.0009501-0.00047222i,3.3567e-06-0.00064033i,2.2235e-05-0.0010577i,0.0001165-0.00089046i,0.00040433+5.115e-05i,-0.00014683+0.00042282i
0.0037315+0.0003074i,0.003445+0.00061478i,0.0029314-0.00047163i,0.0022512-0.0015322i,0.0011255-0.001123i,-0.00033805-0.00048421i,-0.00098466-0.00044901i,5.8871e-05-9.8038e-06i,0.0011851-3.396e-05i,0.0008665-0.00062704i,-0.00012145-7.9581e-05i,-0.0017617+0.00083121i,-0.0026782+0.00096199i,-0.0016916+0.00055569i,-0.001066+0.00024233i,-0.0018277-0.00015558i,-0.0012082+5.8293e-05i,-0.00029195+0.0003046i,-0.00067097-0.00025374i,-0.0012682-0.00085047i,-0.0016286-0.00079544i,-0.0012826-0.00016218i,-3.1856e-05-7.033e-06i
-0.0037362-0.00047242i,-0.0032711-0.0001655i,-0.0028293-0.00025432i,-0.0014608+0.0010202i,0.0011128+0.0019811i,0.0019739+0.0013971i,0.00070891+0.00035615i,-6.7126e-05+0.00021695i,4.9087e-05-0.00031654i,8.2629e-05-0.00078514i,0.000384-0.00012939i,0.0009699+0.00024431i,0.0009963-0.00047408i,0.0011309-9.196e-05i,0.0008336+0.0007207i,-0.00028607+0.0010249i,-0.0012868+0.00060588i,-0.00084457-2.0669e-05i,-0.0001488-7.724e-06i,-0.00013319-0.00051853i,0.00019976+0.00049017i,0.00043273+0.0013261i,0.00061257+0.00071173i
0.0018297+0.00048247i,0.0025817+0.001012i,0.0036194+0.00078155i,0.0024139+0.00041393i,0.0019051-0.00015673i,0.0018031-0.00012408i,0.00097621+0.00011201i,0.00023696-0.00028741i,-0.00036654-0.0012557i,-0.00064209-0.0018693i,-0.0010002-0.0014524i,-0.00093281-0.00033141i,-0.00033602+0.00028964i,-0.00038605+0.0012133i,-0.00092235+0.0020175i,-0.00097864+0.0018612i,-0.00069954+0.0015105i,-9.9691e-05+0.0015146i,-0.00019579+0.0012588i,-0.00043764+0.00066938i,7.5826e-05+0.00069934i,0.00037135+0.0012048i,6.9407e-05+0.0012121i
-0.0018024+0.00088329i,-0.0024848+0.00052948i,-0.0025476+0.0019289i,-7.2878e-06+0.0022093i,0.0026767+0.0015832i,0.0026646+0.00088711i,0.0014045-1.977e-05i,0.0002134-0.00052522i,-2.9542e-05-0.00054417i,0.00032417+7.8765e-05i,-0.0004395-8.1557e-05i,-0.0012484-0.0011189i,-0.00073889-0.0014869i,-0.00021964-0.00045646i,-0.00016563+0.00040542i,0.00025329+0.0011823i,0.00095764+0.0017804i,0.0011996+0.0011958i,0.00040709+0.00064128i,-0.00018894+0.00014291i,-0.0002615-8.3811e-05i,-0.0004313-0.00013495i,-0.00039417-0.00026215i
-0.0014118+0.0010832i,-0.00061415+0.0011217i,0.00048449+0.0027286i,0.00086484+0.0018894i,0.001227-3.9854e-05i,0.0011679-0.0011891i,-0.00013161-0.002085i,-0.0003972-0.0013644i,-0.00050515-9.0011e-05i,-0.0013357+3.3123e-05i,-0.00089059+0.00022588i,-0.00010619+7.384e-05i,-0.00063062+2.5431e-05i,-0.00099981+0.00053181i,-2.5915e-05+0.001013i,0.00082666+0.00081948i,0.00046159-0.00018858i,0.00068925-0.0011938i,0.00085132-0.0010823i,0.00036325-0.00053032i,0.00014181-0.00050016i,0.0004263+0.00027353i,0.0011684+0.0006962i
0.00033716+0.00082583i,0.0006271+0.00027513i,0.0013742+0.00034227i,0.00098578+0.0010254i,0.00086623+0.00074313i,0.0011105-0.00027689i,0.00021178-0.0002116i,-0.0005163-7.9965e-06i,-9.1113e-05-0.00041996i,-2.592e-05-0.00098194i,-0.0010649-0.00067604i,-0.0019947+9.1197e-05i,-0.002422+0.00056759i,-0.0017009+0.00081008i,-0.0010895+0.00026924i,-0.00068211-0.00059599i,-0.00033246-0.00019654i,-0.0011609+0.00015004i,-0.0010218-0.00050155i,0.00017921-0.00019951i,0.00067466-9.7169e-05i,0.00035614+0.00025462i,0.00021545+0.0012015i
0.00079695+1.1376e-05i,0.0010328+0.00021283i,0.00063192+0.00083724i,0.00072019+0.0010427i,0.00079229+0.00068315i,0.0014879+0.00083249i,0.001207+0.0010138i,3.4383e-05+0.0011721i,0.00051397+0.00039095i,0.00066807-0.00053552i,0.00076953-0.0006325i,0.00083792+0.00042976i,0.00042957+0.0018632i,-8.7145e-05+0.00164i,-0.00035801+0.0005048i,-0.00088527+0.00010693i,-0.00093289+0.00027971i,-0.00078638-0.00025752i,-0.00022632-0.0008256i,0.00034219-0.00077521i,2.4541e-06-0.00079234i,-0.00064378-0.00072721i,-0.00030382-0.00084203i
-0.00023033+0.0032646i,0.00042912+0.0022812i,0.0023745+0.00092334i,0.0038768+0.00034109i,0.004104-0.00043813i,0.0035426-0.002294i,0.0023769-0.002568i,0.00080903-0.00071544i,0.00055423-0.00013041i,0.00070849-0.00090798i,-4.6867e-05-0.00078275i,-0.00054692-0.00029263i,-0.00022991-0.00036442i,-0.00013674-0.00019264i,-0.00073847+0.00037836i,-0.0018314+0.0011903i,-0.0025541+0.00069804i,-0.0014783+0.00019378i,-0.00016573+0.00031039i,-0.00035065+0.00020262i,-0.00070232+0.00027495i,0.00063362+0.00015426i,0.0016454-0.00013079i
-0.00095047+0.00096406i,-0.0018451+0.0023744i,-0.0017173+0.0034114i,0.00023969+0.0027364i,0.0021297+0.0023772i,0.002457+0.0016789i,0.0018257+0.00066726i,0.00059706+0.00015113i,0.00043955+7.0078e-05i,0.0006005-0.00056812i,2.2032e-05-0.0012223i,-5.7835e-05-0.0017381i,0.00047298-0.0021849i,2.636e-05-0.001428i,-0.00072828-0.0005222i,-0.0008635+0.00021545i,-0.00072709+0.001155i,-0.00022468+0.00019371i,0.00019249-0.00088725i,0.00010423-0.0011203i,-0.00080979-0.0011107i,-0.00084506-0.00025445i,-0.00028282-2.4178e-05i
-0.00038434+0.00034869i,0.00042408-0.00083918i,0.00013148-0.0013802i,0.00074341-0.001588i,0.0020571-0.0021475i,0.0026388-0.0022682i,0.0013386-0.0025104i,0.00020362-0.0016702i,1.0946e-05-0.0010217i,-0.00042768-0.00076421i,-0.00082218-0.00041988i,-0.0011587-0.00029096i,-0.0012758-0.00024987i,-0.0016811-0.00010613i,-0.0011111+0.0005897i,0.00043849+0.0012591i,0.00027722+0.0015353i,-0.00034569+0.001212i,-0.00076546+0.00037971i,-0.00087658-0.00014289i,-0.00070509+0.00028649i,-0.00057344+0.00095622i,-0.00040401+0.00038295i
0.0047579+0.00088458i,0.004128+0.0014329i,0.0033787-3.6315e-05i,0.0029209-0.00098873i,0.0015315-0.0011148i,-0.00013439-0.0011615i,-0.00030074-0.00080959i,0.00040968-0.00019696i,0.00087015-0.00018307i,-0.00013749-0.00039303i,-0.00276-0.00069716i,-0.0041963-0.00068365i,-0.0036028+0.00030252i,-0.0026533+0.0012519i,-0.0013906+0.0012366i,-0.00066744+0.00043809i,-0.00039192-0.00027251i,-0.00040696+0.00050919i,-0.00045181+0.00073491i,-0.00036674-5.2939e-05i,-0.00098658+5.0167e-05i,-0.0010509+0.00068404i,-0.00088737+0.00058599i
-0.0015625-0.0033627i,-0.0020982-0.0036393i,-0.0029645-0.0025185i,-0.0024143-0.00025677i,-0.00090166+0.0014591i,0.0002715+0.0011998i,0.00025207+0.0005456i,-0.00028777+0.00025926i,-0.00086964-0.00045002i,-0.0009574-0.00065403i,-0.00026742+0.0013529i,0.00021551+0.0030549i,0.00082209+0.0022886i,0.00083574+0.0009779i,0.00064546-0.00041293i,0.0012451-0.002007i,0.0012761-0.002021i,0.0003455-0.001151i,-0.00016308-0.00036457i,-0.00055615-0.0004402i,2.4039e-05-8.6198e-05i,0.0012999+0.00066843i,0.001211+0.00021933i
0.00061273+0.00085505i,0.0012673+0.0011342i,0.0020425+0.0010037i,0.0034248-4.3755e-05i,0.0044285+0.00010742i,0.0034195+6.5328e-05i,0.0021921-0.00037295i,0.0015832-0.00088492i,0.0014378-0.0011583i,0.0014495-0.0017789i,0.0016972-0.0015229i,0.0015386+0.000368i,0.00027782+0.0011769i,0.00024122+0.0004599i,0.00083507+0.00022478i,0.00054264+0.0010104i,-0.00029072+0.0014009i,-0.00054417+0.0015188i,-0.00026658+0.00084949i,0.00024977-0.00080656i,0.00020081-0.0016116i,0.00065804-0.00122i,0.00092946+1.6735e-05i
0.0016477-0.00062284i,0.0012892+0.00028235i,0.00045745+0.00076165i,-8.7204e-05+0.0018858i,-0.00028116+0.0029004i,8.127e-05+0.0022536i,-0.00037435+0.00058378i,-0.00014354-8.3218e-05i,0.0010086-3.5289e-05i,0.00063915-0.0011792i,0.00022333-0.0012826i,0.00080225-0.00039135i,0.00015501+0.00093612i,-0.0017017+0.0015008i,-0.0032989+0.0017164i,-0.0035121+0.0015662i,-0.0026609+0.00073999i,-0.00067875+2.6989e-05i,0.00073003-0.00071132i,0.00036994-0.001382i,0.00015091-0.0015796i,0.00040976-0.0010573i,-2.3436e-05-0.00050884i
-0.00081355+0.0017775i,-0.0010356+0.00072884i,-0.00070248+0.0014625i,0.0010982+0.0025518i,0.0026784+0.0016776i,0.002582-0.00082816i,0.00090443-0.0027446i,0.00032515-0.0017136i,-0.00017525-0.00030275i,-0.00068528-0.00020906i,-0.00037275-0.001499i,0.00027481-0.003257i,0.00065467-0.0024684i,-0.00030159-0.00048893i,-0.00018599-0.0002379i,0.00056589+4.6783e-05i,0.00070533+0.00087825i,0.00021018+0.0006252i,-0.00013598-0.00028255i,-0.0003262-0.0011484i,0.00010773-0.00092728i,0.00080066-0.00025508i,0.00034413-0.00076296i
0.001362-0.00019596i,0.0019974+0.00030841i,0.0017089+0.0014513i,0.001889+0.0015865i,0.0023346+0.0010374i,0.0022553+7.7173e-05i,0.0013858-0.00024538i,0.00045909+0.00054981i,0.00052284+0.00072838i,-6.0744e-05-0.00012637i,-0.0019403-0.00051243i,-0.0024123+0.00014354i,-0.0021195+0.00012091i,-0.0010035+0.00079749i,3.3917e-05+0.002314i,9.1589e-05+0.0029131i,-0.00022323+0.0022964i,-0.0012828+0.00097957i,-0.0019982+0.00053569i,-0.0017506+4.2437e-05i,-0.00091871-0.00082974i,3.3582e-05-0.00036066i,0.00026055+0.00082686i
-0.0013234-0.0019052i,-0.0026761-0.0016901i,-0.0036707-0.0023857i,-0.0026002-0.0010686i,-0.00066757+0.00044651i,0.0010448+0.00025288i,0.0010553-0.00095539i,0.00055584-0.0012108i,0.00014433-0.0015437i,-0.0007543-0.0012881i,-0.0017697+0.00059047i,-0.0015429+0.0019648i,-0.0012859+0.0011844i,-0.0015972-0.00014463i,-0.0012379-0.00054383i,-0.00020844-0.0013133i,0.00080156-0.0020621i,0.0010743-0.001316i,0.00099345-6.4464e-05i,0.000652+0.00086135i,0.00026823+0.00076719i,0.00011981+0.00054851i,5.4303e-06+0.0002483i
0.00080307+0.0014124i,0.0012388+0.0014044i,0.002901+0.00097544i,0.0032941+0.0015888i,0.0023429+0.0023681i,0.0017405+0.00146i,0.00098613-0.00035829i,0.0001059-0.0015506i,0.00038455-0.0026237i,0.0011688-0.0017797i,0.0012432+0.0010313i,0.00048024+0.0023982i,-0.00053137+0.0018674i,-0.0006684+0.00108i,0.0006306-0.00014184i,0.0026716-0.00093188i,0.0026646-0.00040313i,0.00073006+0.00035778i,0.00023081+0.00020284i,-0.00058737-7.089e-06i,-0.0013269-1.9888e-05i,-0.00074599-0.00010615i,-0.00014699-0.00055498i
-0.002171+6.283e-05i,-0.0025699+8.9279e-05i,-0.0022664+0.0026709i,-0.00031216+0.0038378i,0.0017594+0.0035701i,0.0020632+0.0023109i,0.00087423+0.00018314i,-0.00013674-0.00054734i,-0.00055047-0.00035866i,0.00014918-0.00048088i,0.0012413-0.00026815i,0.0018684+0.00080748i,0.0012558+0.0015583i,-8.0804e-05+0.0017825i,-0.0011024+0.0022068i,-0.0015785+0.0016834i,-0.0020383+0.00041288i,-0.001733-0.00088115i,-0.00094114-0.0016466i,-0.00063748-0.0015988i,-4.1066e-05-0.0010414i,0.0006347-0.0006088i,0.00075755-1.8479e-05i
0.0010054+0.0021482i,0.0017636+0.0016457i,0.0020235+0.0015543i,0.0021586+0.0011685i,0.0023267-0.00045534i,0.0020891-0.00084051i,0.0013232-0.0005981i,0.00032374-0.0004275i,-0.00089617-0.00086764i,-0.0012469-0.0029041i,-0.00013448-0.0041095i,0.00058905-0.0032829i,0.00086465-0.0019215i,-0.00022485-0.00043601i,-0.0016301-0.00063405i,-0.0018683-0.0017076i,-0.0011007-0.0017694i,-0.00033391-0.0012323i,-0.00083948-0.00057133i,-0.0013243-0.00020356i,-0.0013308+0.0001092i,-0.0001529+0.00033057i,0.0008101+0.00064352i
0.0037853+0.00023731i,0.0029231-0.00043579i,0.0037857-0.0012841i,0.0035631-0.00057896i,0.0022038-0.00023014i,0.0010233-0.00060584i,0.00089266-0.0005382i,0.0010034-0.00064254i,0.00088387-0.0013224i,-0.00055081-0.0014287i,-0.002504-0.0011327i,-0.0029636-0.0015618i,-0.0020769-0.0019381i,7.4902e-05-0.00093032i,0.0015731+0.0017347i,0.0017756+0.0032279i,0.001594+0.0035062i,0.00044421+0.0028602i,-0.00035582+0.0011008i,0.00078273+0.00069607i,0.00084522+0.0009163i,8.9412e-05+0.00042048i,-0.00022554-0.00028495i
0.0011324+0.0037948i,0.0013407+0.0036653i,0.0024807+0.0034746i,0.0027415+0.0016628i,0.0027313+0.00048213i,0.0022033+0.00021004i,0.0011791-7.4634e-05i,0.0010871-9.5208e-05i,0.0011447+0.00030714i,-0.00048015-5.2355e-05i,-0.0019697-0.00037938i,-0.002674-0.00083019i,-0.0025627-0.0011281i,-0.0019194-0.00024326i,-0.0018402+0.0012294i,-0.0027414+0.0025875i,-0.0028134+0.0022736i,-0.0012876+0.0014572i,1.7311e-05+0.0011187i,-0.00030919+0.00040713i,9.7484e-06+0.00059531i,0.00062121+0.00041511i,-0.00011635-0.00036931i
-0.00029021-0.002047i,-0.00028186-0.0025491i,-0.00033413-0.003176i,0.00081928-0.0022178i,0.0016633-0.00083294i,0.00071667-0.00045582i,-0.00049909-0.00010169i,-0.00056486+9.5454e-05i,-2.0249e-05-0.00012495i,-0.00012219+0.00058977i,-0.0010164+0.0021987i,-0.0017506+0.0036219i,-0.0017603+0.0032199i,-0.0009217+0.0010697i,3.2797e-05-0.00054935i,0.00031158-0.0014584i,0.00064071-0.0021031i,0.0019034-0.0016456i,0.0014304-0.00045838i,-5.9092e-05+0.00034191i,-0.00012002+0.00068478i,-0.00053106+0.00042468i,-0.00027627-2.1551e-05i
