-0.0049911-0.00084005i,-0.0035469-0.00025139i,-0.0039634+0.00053548i,-0.0039631+0.0015103i,-0.0034779+0.0020221i,-0.0019526+0.001989i,-0.00067824+0.001445i,-0.00040109+0.0014059i,-0.00011109+0.0020759i,-1.4587e-05+0.002341i,-0.00050159+0.0019344i,-0.00017345+0.00054808i,0.00060574-0.00031479i,0.0005186+0.00045864i,0.00034907+0.00083815i,0.00036607+0.0006718i,0.001147+0.00044674i,0.0012642+0.0006802i,0.00041685+0.00048383i,-6.1448e-05-0.00013323i,-0.00069482+0.00011381i,-0.0010368+0.00052184i,-0.00052809+0.00074041i
0.00031853+0.0005527i,0.0011547+0.0014101i,0.0011809+0.0013668i,0.00084312-0.00018887i,0.00022031-0.0011854i,-0.001074-0.0015093i,-0.00038594-0.0014809i,0.00077927-0.001178i,0.0004439-0.0010255i,0.00015027-0.00046214i,-0.00019443+0.00020986i,-0.0006856+2.2467e-05i,-0.0003808-0.00017197i,0.00050699-0.0001532i,0.00082257+0.00010297i,1.5557e-05+0.00065398i,-0.00052022+0.00080692i,0.00014785+0.0008956i,0.00032155+0.00043642i,-8.4226e-05+9.4276e-06i,-0.00022762+6.7998e-06i,-0.00045976+0.00025232i,-0.00061293-1.1932e-05i
-0.0002524+0.00069233i,0.0016354+0.0006673i,0.0030855-8.4531e-05i,0.0013808-0.00082099i,-0.00069175-0.0013126i,-0.00085985-0.00079309i,-0.00031519-0.00020096i,0.00048678-0.0010194i,0.00025082-0.0010135i,-0.00035253-0.00050965i,-0.00012999-0.0010922i,5.4715e-05-0.00094945i,-0.00026982+3.7359e-05i,-0.0003723+0.00038391i,-7.7444e-05+0.0001424i,0.0002047+0.00049146i,0.00024039+0.0010842i,-0.00032288+0.00079945i,-0.0012649-6.755e-05i,-0.0012199-0.00056738i,-0.0011686-0.00052896i,-0.0006283-0.00013488i,-1.9984e-05+0.00033127i
0.002313+0.00051094i,0.0022685+0.00036374i,0.0021389-4.8753e-05i,0.0019743-0.0024707i,0.0004279-0.0036506i,-0.00084604-0.0022513i,-0.00029582-0.00058519i,-0.00036512-5.9253e-05i,-0.00068966-0.00013294i,-0.0012272+5.9635e-05i,-0.0014189-0.0008005i,-0.00036406-0.0014922i,-0.00019712-0.00055519i,-0.00061051-8.9597e-05i,0.00046548+0.00011359i,0.0011359+0.00088233i,0.00090916+0.00075472i,0.00033447+0.00073343i,-0.00053101+0.0015055i,-0.00054799+0.00089741i,-0.00014021-0.00062789i,-0.00021473-0.00047982i,-0.00021459+0.00077334i
-0.00056132+0.00039831i,5.745e-05+0.0002261i,0.00091415-0.0005621i,0.0004734-0.001024i,-0.00011538-0.0012609i,-0.00055625-0.00098443i,-0.00065996-0.00062063i,7.8466e-05-0.00019446i,0.00021141+0.00039199i,-0.00045813+0.0004164i,-0.00093262-0.00062502i,-0.00075186-0.00074315i,0.00042454-1.0754e-05i,0.00098408+0.00033469i,0.00048524-0.00026145i,0.00025547-0.00023762i,0.00062639+0.00059191i,0.00029106+0.0011578i,-0.00050545+0.00091286i,-0.00046859+0.00058837i,-0.00035308+0.00016638i,0.00027879+0.00036471i,0.0011201+0.00072209i
0.0024622+0.0025088i,0.0034369+0.0012776i,0.0031119-0.00039721i,0.002809-0.0028015i,0.00080908-0.0041091i,-0.0010277-0.0037212i,-0.00042931-0.0023252i,0.0001077-0.0010374i,0.00047524-0.00017008i,0.00021253+1.7646e-05i,-0.00037443-0.00058429i,-0.00052961-0.00065568i,-0.0005659+1.452e-05i,-0.00046226-5.462e-05i,-0.00021661-0.00085161i,-0.00026088-0.0010175i,0.00047219-0.00066248i,0.00095427+0.00018116i,0.00084635+0.00046715i,0.00046934-0.00015504i,-0.00036031-0.00060003i,-0.00092234-0.00039319i,-0.00032112-0.00052718i
0.0016236-0.00094079i,0.0012633+7.713e-05i,0.0012111+0.0010218i,0.00088225+0.00014319i,-0.00039752-0.0011323i,-0.0021548-0.0018959i,-0.0011269-0.0010893i,0.0011676-0.00012557i,0.001959-0.00049238i,0.0013209-0.00057551i,0.00090276-3.9781e-05i,0.00086919+0.00039077i,0.00085783-0.00019131i,0.00071065-0.00069259i,0.00015395-0.00013686i,-0.00079303-0.00020519i,-0.00092415-0.00018624i,-0.00062447-0.00019734i,-0.00046582-0.00050619i,0.00030799+0.00014022i,0.00046496+0.001126i,9.6477e-05+0.00051053i,1.3747e-05-0.00041424i
0.00029239-0.00020714i,0.00098278+5.3954e-05i,0.0010292-0.00017297i,0.00027964-0.0012413i,-0.00036243-0.0018285i,-0.0004662-0.0010985i,-0.00014789-0.00099691i,0.00031885-0.0011362i,0.00082431-0.0016142i,0.00033357-0.0016106i,0.00029726-0.00021361i,0.00060606+0.0011411i,0.00055595+0.0013688i,0.00032705+0.0005408i,0.00019849-0.00057821i,0.00024509-0.00098605i,0.00019483-0.00058546i,-0.00031742-0.00047254i,-0.00056552-0.0006885i,-0.00090655-0.00080954i,-0.0012579-0.00051004i,-0.0011902+0.0002472i,-0.00057086+0.00034384i
0.00087572+0.00090333i,0.0015175+0.0014906i,0.0016855+0.0005887i,0.0011491-0.0015416i,-0.00027116-0.002175i,-0.0016117-0.0016178i,-0.0011129-0.0011236i,-0.0008178-0.0011365i,-0.0011584-0.0017702i,-0.0016889-0.0015744i,-0.0015582-0.00067753i,-0.00059314-0.00042217i,-1.2328e-05-0.00043476i,0.00043868-0.00013605i,0.00035772+0.00029971i,-0.00017367+0.00017531i,-0.00052274+0.00010496i,-0.00038265+0.00030816i,5.9985e-05+0.00029189i,0.00010633-2.1825e-05i,-0.00011257-0.00014806i,-0.00019171-4.4809e-05i,0.00024346+0.00016493i
0.0001888+0.00015564i,0.0016153+0.00033395i,0.0029178-6.5809e-05i,0.0028685-0.0017126i,0.0012627-0.0026366i,-0.00025834-0.0017872i,-0.0010273-0.00064407i,-0.0016084+0.00027191i,-0.0013505+0.00083212i,-0.0011419+0.00092518i,-0.00087934+0.00068041i,-0.00071524-9.7842e-06i,-0.00049984-0.000565i,-0.00024582-0.00022006i,-0.00043911+0.00014763i,-7.7143e-05+1.8201e-06i,0.00063821-0.00043201i,0.0013767-0.00021407i,0.00078379+0.00017409i,-0.00047632+4.9603e-05i,-0.00047296+0.00035314i,-0.00036791+0.00021527i,-0.00061266-0.0004131i
0.0015075-0.00032731i,0.0017091+0.00010246i,0.0010777+0.0002347i,0.00078195-0.00096392i,2.3556e-05-0.0023712i,-0.00037419-0.0013577i,0.000262-9.7806e-06i,0.00037312+0.00031776i,-0.00081943+0.00060468i,-0.0014312+0.00070966i,-0.0010762+0.00084395i,-0.0014024+0.00095929i,-0.0017108+0.0010004i,-0.00099001+0.00061562i,0.00040297+5.8565e-06i,0.00062829+0.00013849i,-7.9807e-05+0.0008151i,-0.0004828+0.00074316i,-0.00035209+0.00048325i,-0.00013482+0.00061781i,0.00022053+0.00027398i,0.00039656-0.00023493i,7.2998e-05+0.00013039i
0.0014336-0.0011747i,0.0017513-2.0714e-05i,0.0010556+0.00011564i,0.00052374-0.00082748i,-0.00084816-0.0016908i,-0.0015328-0.0012129i,-0.00036242-0.00048581i,0.00097542-0.00010453i,0.0015469+6.1132e-05i,0.0015567-9.6004e-05i,0.0010855+0.00010196i,0.00063143+0.00030387i,0.00040585-0.00024993i,0.00012223-0.00024063i,5.9224e-05+5.3451e-05i,0.00015094+0.0003565i,-2.7113e-06+0.00049915i,6.1747e-05+0.00024528i,0.00033091-0.00020054i,0.00058592-0.0007031i,0.00066876-0.00043004i,0.0004317+0.00034252i,0.00035534+0.00074172i
0.00023845+0.00072011i,0.0011631+0.00039883i,0.0017666-0.00020735i,0.001116-0.0014085i,-0.0014458-0.0015185i,-0.0027774-0.00047179i,-0.0017008-0.00028515i,-0.00042824-0.00079238i,-0.00010972-0.00082766i,-0.00062057-0.00021373i,-0.00089808+0.00036769i,0.00024607+0.00058472i,0.0010668+0.0013138i,0.0017736+0.00092277i,0.0017925-0.00038554i,0.00069715-0.0011661i,0.00027401-0.0018988i,3.5073e-05-0.001737i,-6.3414e-05-0.00070326i,-0.00055042-0.0001373i,-0.00088086+0.00041862i,-0.00015515+0.00085006i,0.0003136+0.00079619i
-3.8415e-05-0.00094372i,0.00071685-0.00020088i,0.0015257+0.00050959i,0.00015404-0.00034306i,-0.0012991-0.0013464i,-0.00099724-0.00096363i,7.3517e-05-0.0011201i,0.00094024-0.0014131i,0.00071474-0.001315i,7.3751e-05-0.0011645i,-0.00052143-0.0005394i,-0.00089171-0.00011902i,-0.00035348-0.00041571i,0.00045978-0.00035892i,0.00061287+0.00035649i,0.00036511+0.00044693i,0.00027239+0.00033501i,-0.0004134+0.00041846i,-0.00048639-2.3727e-06i,-3.6957e-05-0.00058141i,-0.00011723-0.00055329i,0.00011456+0.00017135i,-0.0001678+0.00088762i
0.00080023-0.00040421i,0.00060872-0.0001063i,0.00066445-0.0015349i,0.00058553-0.0026767i,-0.00094872-0.0033531i,-0.0021937-0.00218i,-0.00054746-0.00095508i,4.4328e-05-0.00096191i,-0.00055756-0.0010245i,-0.0010196-0.00037163i,-0.0015977-0.00040104i,-0.0015139-0.0011456i,-0.0011128-0.00090125i,-7.9967e-05-2.2962e-05i,-0.0001245+0.00080263i,-0.00044051+0.00074496i,-0.00059644+0.00037726i,-0.0012078+6.0855e-05i,-0.0010061+0.00011605i,-0.0004335+0.00044037i,-0.00062379+0.0005342i,-0.00082805+0.00060386i,-0.0005835+0.00060766i
0.0023494+0.00085567i,0.002445+0.00064506i,0.0020209+3.6264e-05i,0.0013435-0.0011957i,0.00034933-0.0026028i,-0.00034456-0.0023341i,-0.00056385-0.0015372i,-0.0010949-0.00098071i,-0.0017197-0.00021053i,-0.0019806+6.6289e-05i,-0.0020461+0.00048938i,-0.0017559+0.0010379i,-0.001581+0.00081211i,-0.0013849-0.00041818i,-0.00033763-0.00077723i,0.00051145-0.00016075i,0.00011647+0.00010023i,-0.00068249-9.1817e-05i,-0.00057642-0.00076891i,-0.00012087-0.0009122i,-0.00035957-0.0003565i,-0.00083932-0.00039761i,-0.0011957-0.00063865i
0.00030095-0.00024094i,0.00084034+0.0011351i,0.00069286+0.00049449i,-0.00071653-0.000768i,-0.0019588-0.0010947i,-0.0019593-0.0010268i,-0.0011314-0.00012386i,-0.0010827+0.00083524i,-0.00095893+0.00066962i,-0.0004096+0.0007861i,-0.00021302+0.00086109i,-0.00011308+0.00085856i,-0.00051441+0.00037048i,-9.258e-05-0.00023998i,0.0010996-0.00014782i,0.0007339+0.00042853i,-0.00032405+0.00041215i,-0.00039786-0.00023477i,-0.000137-0.00081659i,3.3176e-05-0.00076818i,-0.00015428-9.6101e-05i,-0.00067404+0.00013163i,-0.00094473-0.00044748i
0.00036351+0.001126i,0.00151+0.0012842i,0.0019903+0.0015789i,0.0016037+0.00051976i,0.00011943-0.0014486i,-0.0013694-0.001094i,-0.00071431-0.00031965i,0.00070113+0.00019427i,0.00080534+0.00022189i,0.00041458+0.00035302i,0.00067032+0.00063329i,0.00098925+0.0010081i,0.0010193+0.0014734i,0.00060594+0.0014232i,0.00016888+0.001122i,-0.00025636+0.00090961i,2.1582e-05+0.00027373i,0.00082949+0.00022811i,0.00036515-2.8115e-06i,-0.00078698-0.0011687i,-0.00056518-0.0013651i,-0.0003181-0.00032146i,-0.0012083+0.00023337i
-0.0021643-0.00014418i,-0.0016327-0.00093231i,0.00042007-0.0019842i,0.0013101-0.0018723i,0.0003315-0.0018035i,-0.00044591-0.001409i,-0.00026435-0.00055559i,5.6172e-05-0.00088717i,-5.407e-05-0.0011062i,-0.00038444-0.00053509i,0.00020103-0.00026655i,0.00056627+0.0001091i,0.00049413+0.0003099i,0.0010086+0.00052061i,0.0010246-4.7264e-05i,0.00060365-0.00057587i,0.00026301+0.000314i,-0.00035414+0.00013751i,-0.00079147-0.00043592i,-0.00043697-0.00027615i,-0.00049239+0.00021598i,-0.00054521+0.00030363i,-0.00075617-2.8367e-05i
0.00047229+0.00041907i,0.00042696+0.00083074i,-0.00065368-0.00041151i,-0.0014155-0.0013799i,-0.0019098-0.0021252i,-0.0028962-0.0013689i,-0.0022322-0.00089315i,-0.00051964-0.0019911i,-0.00035436-0.0016891i,-0.0011058-0.00088738i,-0.0015273-0.0010877i,-0.00054684-0.0012101i,0.00037692-0.00075864i,3.5569e-05-0.00062624i,0.00014454-0.00035564i,0.00023335-0.00019518i,-4.3865e-05-0.00057706i,-0.00026625-0.00068242i,-0.00015228-0.00031112i,7.0436e-05-0.0004265i,-0.00027046-0.00039933i,-0.00048757-0.00021752i,-0.00012637+0.0002687i
0.00013772+0.00015633i,0.00097636+0.0010505i,0.0014793+0.00084454i,0.0013116-0.00093197i,-0.00036329-0.0019341i,-0.0014587-0.0014413i,-0.0016199-0.00047669i,-0.0017246-0.00020457i,-0.0013908-0.00011088i,-0.00064693+0.00036401i,-0.00013597+0.00036782i,-0.00024983-0.00026251i,0.00026911-3.6081e-05i,0.00031072-2.5529e-05i,2.5156e-05-0.00026514i,0.00026094+0.00070466i,0.00030531+0.0014866i,-0.00017211+0.0012271i,-0.0011245+0.00023743i,-0.00097751-0.0007677i,-0.00052911-0.00045013i,-0.00044556+0.00030552i,-0.00034015+1.5348e-07i
-0.00059563+0.00068608i,0.0011908+0.0010824i,0.00196+0.00056052i,0.0016808-5.4702e-05i,0.00047063-0.00055108i,-0.00062905-0.00061437i,-0.00037548-0.00072215i,0.00055215-0.00064171i,0.00050592-0.00023101i,-5.4658e-05+0.00041323i,-0.00040252+0.00038469i,-0.0010301+0.00021776i,-0.0013579+0.00060856i,-0.00061612+0.00018313i,0.00023558-0.00029019i,-2.4146e-05-0.00017882i,-0.00079888+6.7979e-05i,-0.00059835+6.8466e-05i,-0.00082447-0.00044225i,-0.00037388-0.0006827i,0.0001603-0.00076841i,-0.00069118-0.00017624i,-0.00094215+0.00023061i
0.000314+0.0017501i,0.0013569+0.0025505i,0.0016929+0.0028845i,0.0019004+0.0011787i,0.0011544-0.0019528i,-0.00079154-0.0033007i,-0.00059588-0.0016935i,0.00051153-0.00025016i,0.00055474+0.00030855i,0.0010116+0.00070916i,0.0013506+0.00029415i,0.0016125+9.8396e-05i,0.0018964+0.00019681i,0.0016476-0.00045066i,0.0015332-0.00057909i,0.0012784-0.00036815i,0.0012404-0.00052932i,0.0012666-0.00059653i,0.00099704+0.00018267i,6.0238e-05+0.00067156i,-0.00035852-0.000229i,-0.00033219-0.0007224i,-0.00076985+0.00037094i
0.00030751+0.00095079i,0.00089376-0.00030066i,0.0019245-0.0010782i,0.0016563-0.0013643i,-0.00027991-0.0020632i,-0.00094547-0.0019634i,0.00019356-0.0013947i,0.001043-0.0008587i,0.00079575-0.00060111i,0.0011388-0.00068221i,0.00133-0.00094119i,0.0011102-0.00087405i,0.0017253-0.0001416i,0.0016543+5.616e-05i,0.00077567-0.00048701i,0.00017634-0.00023921i,-2.623e-05-0.0001467i,9.6448e-05-0.00068309i,0.0005577-0.00079917i,0.00014901+0.00040219i,-0.00034896+0.00052999i,-6.9788e-05-0.00012i,-0.00015267-4.4876e-05i
-0.0011926-0.0011369i,-1.7027e-05-0.00034558i,-0.00080579-0.00043224i,-0.0016982-0.0015622i,-0.0020719-0.0016771i,-0.002602-0.0003693i,-0.0022544+0.00035778i,-0.0004489+6.1763e-05i,-0.00024999+0.00045562i,-0.0012476+0.00081134i,-0.0016142+0.00052937i,-0.0013433+0.00029313i,0.00012283+1.9245e-06i,0.0007802+9.1665e-05i,0.00020908+0.00011871i,0.00014671+0.00021739i,0.00026776+7.5516e-05i,7.5181e-05-0.00032111i,-0.0002074-0.0004953i,0.00045645-0.00064356i,0.00043588-2.3408e-06i,-0.00034042+0.0005845i,-0.00057376+0.0010001i
0.00088333+0.00096024i,0.0014184+0.0016159i,0.0010895+0.0011229i,0.00046013-0.00052294i,-0.0013501-0.001929i,-0.0018446-0.0021468i,-0.00035634-0.0015237i,-0.00017294-0.0016677i,-0.00075404-0.001934i,-0.00090114-0.001016i,-0.00070815-0.0003764i,-8.2461e-06-0.00083552i,0.00038844-0.0012657i,-0.00022809-0.0014961i,-0.00020801-0.0010289i,0.00047571+7.1942e-05i,0.00062121+0.00019797i,0.00066088-1.2228e-05i,0.00049523+0.00054054i,0.00042427+0.0003764i,0.00045169-0.00030035i,9.7893e-05+0.00018431i,-0.00038967+0.0010469i
0.00073611-1.8501e-05i,0.0012216-0.00032844i,0.001552-0.00018985i,0.0010448-0.00061677i,-5.2109e-05-0.0005666i,-0.0018122-5.315e-05i,-0.0017339-8.6266e-05i,-0.00026277+0.00024399i,-4.7026e-05-2.9237e-05i,-0.00026143-0.00012431i,-0.00078708+0.001068i,-0.0010474+0.0023435i,-0.00080007+0.0014863i,-0.00060937-1.3896e-05i,0.00038016+0.00035729i,0.0013956+0.0011283i,0.00075915+0.0015386i,-0.00030912+0.0015097i,-0.00057377+0.00085812i,-0.00052034+6.2467e-06i,-0.0005516-0.00030326i,-0.00039239-0.00043867i,0.00051417-0.00024331i
0.00072404+0.00028689i,0.0019686+0.00055865i,0.0038234-3.5371e-05i,0.0034479-0.00046543i,0.0011482-0.00020731i,-0.0005959+0.00047865i,-0.00017923+0.0015483i,-0.00011382+0.0011689i,-1.0469e-05+0.00057128i,0.00054793+0.00084385i,0.00051639+0.00077939i,-0.00035141+0.00098439i,-0.00062033+0.00026643i,-0.0001985+0.00022452i,0.00033193+0.00065574i,0.00032384+0.0001507i,-2.8038e-05-0.0002239i,8.3879e-05+0.00016036i,2.6123e-05+0.00044349i,4.7082e-05+0.00073219i,0.00026267+0.00052192i,0.0006828-0.00022396i,0.00069189-0.00061983i
-0.00084687-0.0026101i,-0.00089846-0.0012286i,-0.0017896-0.0012736i,-0.0032964-0.0016873i,-0.0038106-0.0015768i,-0.0021571-0.000364i,9.3708e-05-0.00018505i,0.0007772-3.4325e-05i,7.9524e-05+0.0008002i,0.00016056+0.0013745i,0.00087667+0.00066322i,0.0008262+0.00038874i,0.00054135+0.0016564i,-0.00013749+0.002318i,-0.00049733+0.0015362i,-0.0004909+0.0010246i,-0.00051855+0.00079112i,-0.0003351+0.00064053i,-0.00016637+0.00087027i,-0.00042297+0.0018814i,-0.00079771+0.0019352i,-0.00094093+0.0011932i,-0.00099795+0.00069848i
7.4665e-05-0.002166i,0.00057275-0.0017522i,0.0015697-0.0019909i,0.00057416-0.0015759i,-0.00069168-0.0016323i,-0.00028742-0.0017667i,0.00048674-0.00091316i,0.00052786-0.00075444i,0.00098946-0.00081689i,0.0014128-0.00057728i,0.00057645-0.0011359i,-0.00020536-0.0011952i,0.0005183-0.00076071i,0.0012807-0.00083372i,0.00099397-0.0008962i,0.00074563-0.00039607i,0.00069891+0.00021504i,-0.00037501+0.00035501i,-0.00059342+0.00039844i,2.3924e-05+0.00066956i,0.00023023+0.0006255i,0.00038312+0.00020545i,0.00037342+0.00016961i
-0.0017952-0.0014721i,-0.00060552-0.001077i,-0.00025392-0.00058348i,-0.0010438+0.00014883i,-0.0015041-0.00053991i,-0.0021684-0.0012931i,-0.0015198-0.001147i,0.00066662-0.00053068i,0.00045886-0.00053148i,-0.0010775-0.0005879i,-0.0019228-0.00038029i,-0.0018979-8.5682e-05i,-0.0012517-0.00077625i,-0.00084977-0.00090179i,-0.00048678-7.207e-06i,-0.00024132+0.00017736i,-0.00023915-0.00019163i,-0.00014753-0.00093744i,-0.00040724-0.0013938i,-0.00038608-0.0009336i,-0.00041513-0.00010804i,-0.00021572+0.00026396i,-0.00049789-0.00023253i
0.0015675+0.00071825i,0.0015931+0.0013398i,0.0018854+0.0013044i,0.00072728-0.0002235i,-0.00074068-0.0027395i,-0.0015693-0.002822i,-0.0016565-0.0014496i,-0.00067188-0.001507i,0.00025203-0.0017235i,-0.00016281-0.00084402i,-0.0014025-9.1853e-05i,-0.0015833-0.00035272i,-0.0012219-0.0013222i,-0.0012215-0.0011999i,-0.00059719-0.00035339i,0.00015257-0.00043064i,0.00043592-0.00078854i,0.0006035+7.6807e-05i,-5.5274e-05+0.0010719i,-0.00069809+0.0010361i,-0.00076501-0.00041907i,-0.0005131-0.0008732i,-0.00058391-0.00044918i
0.002455+0.00015177i,0.0012279-0.00053764i,0.0023992-0.0024244i,0.0028044-0.003526i,0.00023365-0.0035663i,-0.002333-0.001394i,-0.0019034+0.00081557i,-0.00031471-2.5512e-05i,-0.00050338-0.0016335i,-0.0011053-0.0011486i,-0.0010248+0.00060121i,-0.00041474+0.0012416i,-9.9281e-05+0.0015242i,0.00020765+0.0013288i,0.00071945+0.00026905i,0.00084987+0.00035192i,0.00097454+0.00050703i,0.00074853-9.463e-05i,-0.0003654+5.5009e-05i,-0.00036648+0.00042187i,-7.9042e-05+0.00016064i,-8.8086e-05+0.00018205i,-1.0343e-05+0.00088464i
0.00061258-0.00048091i,0.0016931+0.00098688i,0.0024451+0.00056537i,0.00045475-0.00024749i,-0.0016636-0.00059414i,-0.002017+0.00072977i,-0.00098801+0.0019788i,-0.00067643+0.0010742i,-0.0014177+0.00039248i,-0.0013032+0.0011582i,-0.00031157+0.0010777i,0.00030203+0.0011702i,0.00042161+0.0016203i,0.00024838+0.0013254i,-0.00010429+0.00065597i,-2.3139e-05-0.00034572i,-0.00029783-0.00051409i,-0.0010467-0.00026582i,-0.00033475+0.00021742i,0.00093956+0.00074249i,0.00057192+0.00057491i,-0.0010892+0.00036751i,-0.0011693+0.0012498i
0.00083224-0.0023226i,0.001008-0.00022259i,0.0010516-3.7686e-05i,0.0011964-0.0017173i,0.0005785-0.0032436i,0.00058956-0.0023114i,0.0011035-0.00050706i,0.00078245+0.00047807i,0.0003755+0.0010121i,0.00034916+0.00074424i,0.001404+2.1602e-05i,0.0021559-0.00046214i,0.0023321-0.00081435i,0.0013353-0.00030334i,0.00049081+0.00045167i,-0.0006867+0.00086362i,-0.0010508+0.0011969i,-0.00022114+0.0011407i,0.00089358+0.00055738i,0.001252+0.00052715i,8.9521e-05+0.0014219i,-0.00073841+0.0010939i,-0.00064675+0.00033296i
0.0013077-0.00029124i,0.0027596-0.00080827i,0.0024793-0.0016892i,0.00091887-0.0025404i,-0.00022331-0.0034807i,-0.00012296-0.0024444i,0.00035517-0.0011452i,0.00059215-0.00044314i,0.0011089+0.00017576i,0.0017438+0.00027018i,0.0016094-0.00037778i,0.0012048-0.00087081i,0.0010237-0.00091611i,0.00092175-0.0005758i,0.0009316-0.00015382i,0.00010929+0.00045053i,-0.00052767+0.00099643i,-0.00046445+0.0010057i,-0.0004872+0.00037572i,0.00038607+0.00011673i,0.00047497+0.00064864i,-0.00079001+0.00034176i,-0.00134-0.00039266i
-5.2216e-05+0.00085047i,0.00070967+0.0020761i,0.0016992+0.0025327i,0.00026914-0.00014848i,-0.0010909-0.0026025i,-0.0017125-0.0022438i,-0.0008355-0.0015305i,0.00079252-0.0014402i,0.0012985-0.00099491i,0.00085076-0.0017626i,-0.00058388-0.0023583i,-0.0021934-0.0024952i,-0.0027572-0.0020466i,-0.0018276-0.0016049i,-0.00030324-0.0013469i,0.00072413-0.00062598i,0.00063441-0.00025185i,0.00017061-0.000316i,0.00047441-0.00058098i,0.00021627-0.00062013i,-0.00065469-0.00036735i,-0.00053871-0.00019979i,-0.00030849+0.00038121i
-0.00026493+0.00080622i,-0.00010501-0.0004483i,5.1151e-05-0.00046413i,0.00030031-0.0006494i,5.321e-05-0.0013716i,-0.00061644-0.0014948i,-0.00020778-0.0012167i,-0.00013381-0.0007291i,-0.00068433-0.0018789i,-0.00046475-0.0029761i,-0.00078668-0.0019736i,-0.0018383-0.00066166i,-0.0017266-5.4039e-05i,-0.00053965+6.2171e-05i,6.1144e-05-0.00026194i,0.00050093-0.00066401i,0.0010966-0.00065774i,0.00059695-0.00036985i,-0.00043474-0.0005371i,-0.0009778-0.00082624i,-0.00055229-0.00087398i,-0.00019055-0.00055679i,-0.00049439-0.0005307i
-0.00087305-0.00021707i,0.00091455+0.00058068i,0.0020657+0.0020357i,0.0017485+0.002423i,-0.00039982+0.0017771i,-0.0012781+0.0011683i,-0.0002721+0.00029612i,-0.00060347-0.0011589i,-0.0020955-0.0018173i,-0.0026543-0.00050623i,-0.0028207+0.0018682i,-0.0022478+0.0038001i,-0.0010453+0.003819i,-0.00020894+0.0028196i,5.6995e-05+0.001475i,0.0001449+0.00087674i,-0.00034957+0.00053293i,-0.00074306-0.00048743i,-0.00027804-0.00024269i,-0.00040512+0.00032328i,-0.00083039-2.2952e-06i,-0.00050207-5.597e-06i,6.0437e-05+0.00015236i
0.00082634+0.0011792i,0.0015371+0.002i,0.0025593+0.0006874i,0.0030036-0.0017189i,0.00083616-0.0029073i,-0.0013-0.0018705i,-0.00090967-0.00015549i,-0.0009317+0.00014364i,-0.002272+0.00038727i,-0.0025894+0.00062564i,-0.00042238+0.0013632i,0.001887+0.0020763i,0.0020478+0.0013226i,0.00075476+0.00043241i,0.00010327+0.00024237i,-0.00067123-0.00029897i,-0.0011271-0.00062058i,-0.00082316+1.9291e-05i,-0.00089426+0.00071817i,-0.0015338+0.00084891i,-0.0012992+0.00036268i,-0.00079665+9.2302e-06i,-0.00037751-0.00021614i
0.00013743-0.00012667i,0.00051212+0.00020564i,0.00097975-9.7523e-05i,0.0019935-0.0011983i,0.0015295-0.0025918i,0.00078366-0.001956i,0.00038912+0.00056627i,-5.0343e-05+0.0022921i,-1.0079e-05+0.0030712i,0.0011061+0.0033347i,0.0024526+0.0015602i,0.0034397-0.00061558i,0.0039936-0.0019307i,0.0032434-0.0018231i,0.0017082-0.00046993i,0.00077811+0.00072213i,0.00080754+0.00082154i,0.00089001+0.00023199i,-0.00012593+0.0001905i,-0.0004504+0.0010687i,-0.00048582+0.0010115i,-0.00070994+0.00052361i,-0.00012457+0.00093709i
0.00075587+0.00019281i,0.0023671+0.0022527i,0.0029558+0.0022343i,0.0013463+0.00041436i,-0.0007115-0.0013593i,-0.00068639-0.0012359i,0.0014507+0.00052816i,0.0029331+0.0017837i,0.0033002+0.0015976i,0.0031932+0.0010504i,0.0023023-3.9098e-07i,0.00021151-0.0015182i,-0.00082383-0.0029711i,-0.00041052-0.002819i,3.2185e-05-0.0014931i,0.0014181-0.00032174i,0.0022339+0.00036876i,0.0019558+0.00069955i,0.0017474+0.00047146i,0.0014189+0.00030675i,0.0014642+3.394e-05i,0.00098013-0.00024393i,-4.6966e-05-0.00028166i
-0.00099972-0.00021182i,-0.00199+0.00046626i,-0.0021372+0.001378i,-0.00056882+0.00055801i,-1.8753e-05-0.0016265i,0.00044968-0.002382i,0.001879-0.0019435i,0.0030747-0.0012291i,0.0035833-0.00096668i,0.0033122-0.0016232i,0.00104-0.002142i,-0.0018514-0.0025887i,-0.0033374-0.0021424i,-0.00273-0.0013638i,-0.00064466-0.00070274i,0.0013331-0.00051759i,0.0016086-0.0013227i,0.00061553-0.0007488i,-8.5888e-05+0.00029624i,-2.2213e-05-4.2678e-05i,0.00052803-0.00034302i,0.00025261+0.00044134i,-0.0010184+0.00029631i
-0.0021026+0.00047081i,-0.0006476+0.001451i,-7.9005e-06+0.0030296i,-0.00031074+0.0034909i,-0.0011698+0.0014803i,-0.0021932-0.0009491i,-0.00082653-0.002356i,0.00044011-0.0029824i,0.00045825-0.0041227i,-8.085e-05-0.0041669i,-0.0010876-0.001043i,-0.0012404+0.0025697i,-0.00084206+0.0035646i,-0.00092679+0.0022536i,-0.0013372+0.0010513i,-0.0011581+0.0011701i,-0.0012766+0.00055413i,-0.0012561-0.0010256i,-0.00035548-0.0012448i,9.964e-05-0.0009092i,-0.00053983-0.00076077i,-0.0012248-0.00056529i,-0.00093156-7.5701e-05i
