-0.00027559+0.00070859i,0.0014586-2.23e-05i,0.00134-0.00097528i,-0.00063324-0.0020728i,-0.0010983-0.0015307i,-0.0015866+0.0004926i,-0.0023929+0.0021925i,-0.00168+0.0027834i,-0.00046125+0.0028077i,-0.00024809+0.0018524i,0.00011808+0.00029718i,0.0010717+0.0003273i,0.00056671+0.00058436i,-0.00083481-0.00014323i,-0.00043687-0.00056062i,-0.00041355-0.00045612i,-0.00099107-0.00090315i,-0.00080879-0.00078977i,-0.00016388-0.00035069i,0.00025772-8.9119e-05i,0.00014284+0.00027211i,-1.5904e-05+0.00018001i,-0.00043685+0.00013663i
0.0019912-0.0026299i,-0.001846-0.0076534i,-0.0053312-0.014049i,-0.0073506-0.018536i,-0.0058058-0.01973i,-0.00263-0.016146i,0.0014751-0.011623i,0.0050336-0.0092026i,0.0047143-0.007159i,0.0029532-0.0054804i,0.0028485-0.0057386i,0.0031154-0.006109i,0.0027929-0.00579i,0.0023289-0.0053127i,0.0019051-0.0044601i,0.001192-0.0023023i,-0.00076757+0.001061i,-0.0025181+0.0026369i,-0.0026828+0.0027098i,-0.00156+0.0019754i,-0.0010344+0.00037597i,-0.0012272-0.00014656i,0.00038321-0.00012085i
0.0016174-0.0015087i,0.0018404+0.0025977i,-0.00042058+0.0075151i,-0.0029413+0.011866i,-0.0039553+0.01379i,-0.00066855+0.014216i,0.0036851+0.013554i,0.0057016+0.010924i,0.0045129+0.0074019i,0.0016414+0.0042523i,-0.0021708+0.0026327i,-0.0050612+0.0028706i,-0.0054014+0.0029096i,-0.0042825+0.0014801i,-0.0041622+0.0010597i,-0.0037726+0.0016905i,-0.0024157+0.0015632i,-0.0011315+0.0013063i,-3.1498e-06+0.00094637i,0.00044102+0.00052092i,0.00049019+0.00035192i,8.7188e-05+0.00043157i,-0.00012746-0.00017418i
-0.0055339-0.00017975i,-0.0046572-0.0020921i,-0.00050648-0.0039146i,0.0061508-0.0055315i,0.0085875-0.0060066i,0.0065088-0.0052778i,0.0038597-0.0057878i,-0.00037222-0.0063827i,-0.0023046-0.0046177i,-0.00066298-0.0015078i,0.0014141+4.8213e-05i,0.0044291+0.00037734i,0.0063258-0.00069939i,0.0050462-0.00040801i,0.0035383+0.00024304i,0.0024906-0.00033099i,0.00036493-0.0010304i,-0.00051189-0.0010553i,1.3206e-05-0.00044065i,0.00028167+0.00034095i,-0.00027667+0.00047272i,-0.00082676+0.00024945i,0.00044623+0.00047276i
0.00089076+0.0018579i,0.00094201+0.0024427i,-0.0015854+0.0021774i,-0.0057082+9.9736e-05i,-0.0053856-0.00189i,0.00019167-0.0016476i,0.0058503+0.00024782i,0.0085812+0.00142i,0.0071713+0.00075699i,0.003121-0.00079127i,-0.0009953-0.0020096i,-0.0049832-0.0036281i,-0.0070623-0.0047561i,-0.0064899-0.004262i,-0.0045011-0.0027186i,-0.0028388-0.00089452i,-0.0017672+0.0010874i,-0.00028035+0.0026117i,0.00036314+0.0025484i,-0.00042112+0.0013827i,-0.00087445+0.0011214i,-0.00097292+0.001373i,-0.00041551+0.00040365i
-0.0019852-0.0011849i,-0.00090315-0.0008262i,0.0013804+0.0011003i,0.0039341+0.0043487i,0.0016391+0.007113i,-0.0014768+0.0067529i,-0.0023562+0.0053738i,-0.003926+0.0033399i,-0.0035317+0.0015669i,-0.0015993+0.0031098i,0.00057007+0.0064591i,0.003303+0.0081469i,0.0039611+0.0066962i,0.0020852+0.0037385i,0.0010391+0.001868i,0.0011663-5.3237e-05i,0.0018771-0.0016257i,0.0026087-0.001863i,0.002695-0.00070588i,0.0028434+0.00050213i,0.0024602+0.00011623i,0.00036473-0.00029682i,-0.00085409-0.00034225i
0.0016877+0.00136i,0.0030593-0.0014902i,0.0024139-0.0059629i,0.0021471-0.0091677i,0.0059249-0.0086552i,0.0097538-0.0069254i,0.011003-0.0058361i,0.010706-0.0042578i,0.0078769-0.0032323i,0.0041763-0.0032466i,0.0015507-0.0056967i,-0.00021737-0.0082351i,-0.00057343-0.0085083i,0.00060314-0.0067581i,0.00062114-0.0039113i,-0.0010635-0.0014493i,-0.0015552-6.4895e-05i,-0.00097842+0.00055114i,-0.0007757-0.0001127i,-0.00047526-0.0009214i,-0.0010706-0.00084131i,-0.0013792-0.0010249i,-0.0011388-0.00071745i
0.000163-0.00036044i,-0.0013985+0.00073962i,-0.0037285+0.001916i,-0.0060844+0.00202i,-0.0062441+0.0021356i,-0.0044109+0.0040827i,-0.0036819+0.0058851i,-0.0028473+0.0063631i,-0.0021119+0.0055814i,-0.002118+0.0051217i,-0.0021324+0.005484i,-0.002163+0.006693i,-0.0024119+0.006391i,-0.0025464+0.0028556i,-0.0020085+0.00065742i,-0.00078256+0.00038056i,-0.0001029+0.00049614i,-0.00063816+0.00056814i,-0.00043904+0.0013669i,0.00056878+0.0014371i,0.0008546+0.00044475i,0.00071771-9.5421e-05i,0.00079874-0.00033485i
0.0021237-0.0031888i,0.0033943-0.0040423i,0.0042509-0.0047993i,0.004572-0.0037762i,0.0044587-0.0015665i,0.0041601-0.0013569i,0.0045351-0.0018357i,0.004191-0.0026025i,0.0031929-0.0025254i,0.0027342-0.0022949i,0.0035969-0.0036996i,0.0049008-0.0044895i,0.0052245-0.0027317i,0.0037583-0.0013411i,0.0011515-0.0012765i,-0.0010005-0.0013909i,-0.0012995-0.0015598i,-0.0010912-0.0012235i,-0.00060098-0.00078581i,0.00029321-0.00024788i,0.00022529-0.0004165i,-0.00087846-0.0014773i,-0.0010802-0.0016297i
-0.0020642-0.00066143i,-0.0025309-0.00061525i,-0.0034671+0.00067287i,-0.0035176+0.00076394i,-0.0018436+0.00011579i,0.00075501+0.0035976i,0.0034305+0.007145i,0.0049642+0.0067017i,0.0046332+0.0035491i,0.0026782+0.00065316i,-7.2821e-05-0.00051441i,-0.0027539-0.0022454i,-0.0043637-0.0035593i,-0.0039554-0.0034585i,-0.0030065-0.0020439i,-0.0026793-8.3093e-05i,-0.0010209+0.00091538i,-0.00030133+0.0015209i,-0.0005845+0.00057827i,-0.00051105-0.001972i,-0.0012704-0.0025122i,-0.0016324-0.00039539i,-0.0014968+0.0012104i
-0.00075756-0.0016027i,0.0011554-0.0025502i,0.0036267-0.0031388i,0.0028511-0.0015588i,-0.00035936+6.5975e-05i,-0.0013318+2.7867e-05i,-0.0008717-0.0013759i,-0.0015636-0.0014508i,-0.0019688-0.00034681i,-0.0017787+0.00044399i,-0.00020891+0.0014772i,0.0021325+0.0029541i,0.0025103+0.0039048i,0.0020637+0.0030109i,0.0015434+0.00099302i,0.0010912-0.00018473i,0.001329-0.00021201i,0.00057675+0.00068104i,-0.0011579+0.0019349i,-0.0021356+0.0025525i,-0.0012647+0.0016745i,-0.00056891+0.00063749i,0.00041063+0.00014874i
-0.0020682+0.00044281i,-0.0019538-0.00041432i,-0.0024348-0.0010916i,-0.00033659-0.0018699i,0.0020357+0.00070542i,0.0048469+0.0041628i,0.0087317+0.0043695i,0.009524+0.0038378i,0.0070094+0.0029685i,0.0036119+0.0012089i,0.0011493-0.0008939i,-0.0001676-0.0037507i,0.0002666-0.0046145i,0.0015853-0.0028596i,0.00072463-0.00088827i,-0.0015697+0.00039674i,-0.002916+0.0012691i,-0.0019719+0.0013602i,-5.2939e-05+0.00011811i,0.0010845-0.0009171i,0.00071072-0.00097793i,-0.0012776-0.00093209i,-0.0033303-0.0010381i
0.0022476-0.00022448i,0.0032783-0.00032078i,0.0027987-0.0003766i,0.0018648-0.00044093i,0.00124-0.00055159i,-1.2365e-05-0.00073209i,-0.0011954+0.0001395i,-0.0013176+0.0012861i,-0.00077226+0.00030033i,-0.0003023-0.00016931i,-0.00070007+0.00051902i,-0.0021564+0.0011445i,-0.0035501+0.00046808i,-0.0031901-0.0012295i,-0.001349-0.0014397i,-0.0004043+8.1269e-05i,0.00010315+0.00079173i,-7.5908e-05+0.0008734i,-0.00095001+0.0011439i,-0.0011553+0.0011789i,-0.0017614+0.001385i,-0.0016492+0.0022482i,-0.00069001+0.0021737i
-0.002218-0.0024037i,-0.0029058-0.0035259i,-0.0026512-0.0042579i,-0.0029587-0.0043055i,-0.0018052-0.0014995i,0.0011088+0.0007777i,0.0044052-0.00029903i,0.0062225-0.0013788i,0.0045047-0.00066499i,0.0018648+0.00098973i,0.0013825+0.0014203i,0.0025736+0.0017841i,0.0034282+0.0026228i,0.0030067+0.0019065i,0.00053368+0.00017453i,-0.0021492-0.0012794i,-0.002647-0.0014513i,-0.001765-0.00085898i,-0.0010078+0.00019756i,-0.00022174+0.0015051i,-0.00018231+0.0012578i,-0.00015365-0.000805i,0.00061505-0.0026509i
0.0014044-0.0011992i,0.0004473-0.0026916i,-0.00059189-0.0024923i,-0.0022868+0.00032686i,-0.00071754+0.0022666i,0.0012324+0.0043959i,0.00015888+0.005735i,0.0006129+0.0042754i,0.0016099+0.0016792i,0.001819-0.00074607i,0.00077596-0.0012893i,-0.0014353-0.0020314i,-0.00144-0.0038124i,-0.0001702-0.0037855i,0.00091306-0.0010272i,0.00074766+0.0016171i,0.00021957+0.0029683i,0.0004275+0.0031767i,0.00082443+0.0020889i,0.00136+0.00044633i,0.00098853-0.00025703i,-0.00018996+0.00035451i,-0.00062597+0.00069015i
-0.0014133+0.0016224i,-0.00044046+0.0025679i,-0.0001831+0.0027227i,-0.00015117+0.0011668i,-0.00010938-0.0016056i,0.00092928-0.0033817i,0.0020548-0.003378i,0.0020069-0.002555i,0.0013607-0.00041212i,0.00033925+0.00062275i,-0.0012458+0.00033693i,-0.0021321+0.00022273i,-0.0028811+0.00023146i,-0.0034524-0.00041441i,-0.0033683-0.0013924i,-0.0021691-0.0021567i,-0.00085327-0.0015167i,-0.00045116+0.00056253i,-0.00031489+0.001114i,-0.00050768+0.00010282i,-0.00058073+0.00013976i,0.0012208+4.3907e-05i,0.0022408-6.0103e-05i
0.00053774-0.0024431i,0.00069004-0.002922i,0.000774-0.0031577i,0.00033097-0.0015725i,-0.00012787+0.0017383i,4.8621e-07+0.004846i,0.0015294+0.0056784i,0.0028762+0.0032371i,0.0036136+0.0010133i,0.0026463+0.0011688i,0.0012272+0.0017069i,0.0020555+0.0017245i,0.0039335+0.0011325i,0.0039655+0.00083383i,0.0020555+0.0016736i,-0.00017811+0.0022103i,-0.0013516+0.0015862i,-0.0011505+0.00017444i,-0.00050302-0.00021931i,0.00068185+0.00034207i,0.0013087-3.3764e-05i,0.00045249-0.0013942i,3.9364e-05-0.0023322i
-0.0018153-0.0017714i,-0.0025072-0.00056608i,-0.0031166-0.00036278i,-0.0020013-0.0011134i,-0.0015911-0.0013639i,-0.00069915+0.00098584i,0.00042632+0.0022457i,0.0004031+0.0013911i,-0.00032842+0.00048569i,-0.0013885-0.00053195i,-0.0013294-0.0031271i,-0.0016633-0.0061217i,-0.0030902-0.0063227i,-0.0030068-0.0044575i,-0.0013793-0.0031134i,-0.00040035-0.0018304i,-0.00010243-6.3352e-05i,0.00044199+0.001835i,0.0009535+0.0028719i,0.0010181+0.0014011i,0.00065935-8.2991e-05i,-0.00055509+3.711e-05i,-0.001705+0.00077894i
0.00036733-0.0024857i,0.0010301-0.0043346i,0.001468-0.0059742i,0.00099584-0.0050336i,-0.00032209-0.0016945i,0.00087177-0.00062187i,0.0035808-0.00086911i,0.0031541+0.00092474i,0.0014663+0.0018197i,0.00016278+0.0023543i,-0.0014985+0.0043696i,-0.0017138+0.0061871i,0.00049647+0.0064354i,0.0010901+0.0045026i,9.5905e-07+0.002273i,-0.00053056+0.0013034i,-0.00080632+0.0001834i,9.0964e-05-0.0010852i,0.00073361-0.0018999i,2.3303e-05-0.0013505i,-0.00093098+0.00025322i,-0.00027984+0.00042389i,0.0013716-0.00036791i
-0.00039295+0.00099781i,-0.001917+0.0010719i,-0.0029724-7.4105e-05i,-0.0029354-0.00052808i,-0.0020589+0.00088302i,-0.00068768+0.0030022i,-1.391e-05+0.003332i,0.00051375+0.002754i,0.0010809+0.0018092i,0.0012436-0.00016047i,0.0018143-0.0018674i,0.0021914-0.0026688i,0.00099527-0.0032781i,0.00031661-0.0035633i,0.0010668-0.0028658i,0.001179-0.0019764i,0.00062223-0.00076621i,-0.00080926+0.00069583i,-0.0014327+0.0015818i,-0.00036708+0.0010769i,8.6564e-05+0.00026166i,-0.00087386+0.00028277i,-0.0014842+0.00025523i
0.0018122-0.0019119i,0.0042625-0.0045004i,0.004117-0.0034708i,0.001528-0.0019581i,0.0012971-0.001847i,0.0032991-0.0017427i,0.0040223-0.00081415i,0.0043136+0.0017193i,0.0028781+0.0025897i,-0.00036086+0.0019898i,-0.002101+0.00098688i,-0.0024503-0.00023769i,-0.0021603-0.00034782i,-0.0015995-0.00023845i,-0.002185-5.845e-05i,-0.003665-0.0003332i,-0.0037732+0.00017567i,-0.0011438+0.001145i,0.0016746+0.0013687i,0.0016816+0.00026579i,0.00020247-0.0013066i,-0.00013553-0.0012963i,0.00049907-0.00048704i
-0.00052917+0.0032184i,-0.0024207+0.0024113i,-0.0016054+0.0013416i,0.0002367+0.00075311i,0.00058088+0.0015634i,0.00069567+0.0021576i,0.0016947+0.0020809i,0.003254+0.0011908i,0.0027698-1.3353e-05i,0.0016642+0.00031642i,0.00095961+0.0012547i,0.00013484+0.0017922i,-0.00033138+0.0024104i,0.00030177+0.0021308i,0.0011478+0.0014605i,0.0013858+0.001558i,0.0021808+0.0013414i,0.0014306-9.1182e-05i,-0.00078721-0.0012227i,-0.0017601-0.00047544i,-0.0017191+0.00052455i,-0.0005868+9.7318e-05i,0.00070914-0.00088835i
0.0034285-0.0023113i,0.0049903-0.0037257i,0.0038408-0.0048553i,0.0017625-0.0045173i,0.0015172-0.0027212i,0.0019744+0.00029296i,0.0027907+0.0016978i,0.0038472+0.00045076i,0.0040812-0.00042676i,0.0028235-0.0010011i,0.0011268-0.0025052i,0.00052602-0.0048552i,-0.00084298-0.0065737i,-0.0021347-0.0053645i,-0.0018668-0.0031526i,-0.0019201-0.0022418i,-0.0028959-0.001846i,-0.0033394+0.00057271i,-0.0020468+0.0031067i,-0.00036519+0.0023977i,0.00020975+0.0001767i,-0.00014897-0.00058921i,-0.0010605-1.7228e-05i
-0.0026385+0.0013688i,-0.0048886-0.000285i,-0.0043158-0.00029158i,-0.0016862+0.00012786i,-0.00031679-0.00081806i,0.00088129-0.0010236i,0.0014962+9.7131e-06i,0.00080159+0.00014757i,0.00088054+0.00032221i,0.00090708+0.001299i,-0.00049412+0.0017268i,-0.0020727+0.0027681i,-0.0018968+0.0029167i,-0.00018486+0.0023675i,0.00060355+0.0025034i,-0.00050452+0.0027286i,-0.00084968+0.0029805i,0.00051422+0.0021529i,0.0013377-0.00033661i,0.0015378-0.0019901i,0.001151-0.00080619i,0.00048548+0.00053667i,0.00025211+0.00043517i
0.0050136-0.0042638i,0.0057255-0.0048159i,0.0041511-0.0053083i,0.0013758-0.0051609i,-0.00087271-0.0033564i,3.7825e-05+0.00041044i,0.0030491+0.0026952i,0.0049491+0.0012445i,0.0045449-0.0012383i,0.0023197-0.0021146i,0.00059689-0.0023814i,-0.00042667-0.0027567i,-0.00074181-0.0017072i,-0.0010173-0.0018291i,-0.00054171-0.0025348i,0.00037394-0.0016235i,0.00027324-0.0012079i,-0.00036851-0.0009201i,-0.0016457+0.00058682i,-0.0018294+0.0017349i,-0.0011407+0.0010519i,-0.00081135+0.00025978i,-0.00041079-0.00011497i
-0.0038455+0.0026916i,-0.0043503+0.002396i,-0.0037577+0.0022299i,-0.0014373+0.00027382i,0.00066897-0.00039235i,0.00082935+0.00055957i,0.00012793+0.0014071i,-0.00085691+0.0030006i,-0.00075456+0.0035234i,0.00058663+0.0028829i,0.00041291+0.00096633i,0.00022736-0.00028336i,0.00074293-0.00023047i,0.00035026+0.00042281i,-0.00052936+0.0020874i,-0.0021411+0.0028078i,-0.0029792+0.0030478i,-0.0014991+0.0027249i,0.00056835+0.0018743i,0.001508+0.00091499i,0.00084721-0.00020289i,0.00022099-0.00067563i,1.0373e-05-0.001006i
0.0039708-0.001734i,0.0053579-0.0020401i,0.0043162-0.0022336i,0.0020326-0.0021004i,0.0021094-0.00056017i,0.0044627+0.00069978i,0.0059314+2.5381e-05i,0.0054063-0.0019125i,0.0032136-0.0024397i,0.00092027-0.0018518i,-0.00032173-0.0011215i,-0.00081978+0.00040079i,-0.00036589+0.00093033i,0.00022862-0.00015748i,0.00062739-0.00095991i,0.0019075-0.00016515i,0.0027929+0.0010021i,0.0018175-0.00021077i,0.00041917-0.0017125i,-0.00067651-0.0011976i,-0.00086606-0.00020868i,-8.1406e-05+0.00058828i,3.9409e-05+0.00048487i
-0.0022437+0.0012623i,-0.0019256+0.00078132i,0.00010591+0.00049974i,0.0017179-0.0011738i,0.0019555-0.0021833i,0.0013092+0.00036084i,0.0012356+0.0041623i,0.0024378+0.0062529i,0.0026713+0.004404i,0.0023086+0.0012258i,0.0018711+0.00022846i,0.0014878-0.00041333i,0.00077849-0.0014343i,-0.0015599-0.0010984i,-0.0031645+0.00034071i,-0.0029598+0.00069291i,-0.0023257-0.0006657i,-0.0021514-0.00050439i,-0.0015683+0.00067629i,0.00014964+0.00057337i,0.00055947-8.3474e-05i,-0.00022737-0.00058376i,0.0001289-0.00043941i
0.0037945-0.00034987i,0.0046649-0.0013806i,0.0039196-0.0030588i,0.0022163-0.0037819i,0.0015917-0.0027521i,0.0011651-0.0019004i,0.00079415-0.0017632i,0.00082623-0.001698i,0.0011789-5.3807e-05i,0.0018288+0.00091885i,0.0012396+0.00037816i,-0.00016244-0.0004649i,0.00021098-0.00076869i,0.0014018-0.00030921i,0.0021472+3.4046e-05i,0.00191+3.8268e-05i,0.00083997+0.00097025i,0.00011526+0.0019078i,0.00020493+0.0012143i,0.0004424-0.00026348i,0.00013347-0.00081i,0.00022886-0.00066842i,0.00035533-0.00022618i
-0.0051661+4.7409e-05i,-0.004421+0.001225i,-0.0035158+0.0022083i,-0.0014859+0.0018658i,0.0010128+0.0015121i,0.0036032+0.0028182i,0.0062305+0.0041412i,0.0067491+0.0033055i,0.0045864+0.00084601i,0.001367-0.00053105i,-0.00075077-0.00025904i,-0.001032-9.3352e-05i,-0.00098511-0.0014521i,-0.0017715-0.0021508i,-0.0019628-0.0012868i,-0.001199-0.0001562i,-0.00075734-0.00027571i,2.1626e-05-0.00050757i,0.00046643+0.00030418i,-3.8012e-05+0.00073822i,-0.00038169+0.00050862i,-0.00045962+0.00034191i,-0.00074806+0.00054558i
0.0028191-0.0016637i,0.0018432-0.0026477i,-2.0208e-05-0.0032125i,-0.001835-0.0023512i,-0.0030805-0.00094992i,-0.0028197+7.2356e-05i,-0.0018676+0.00087285i,-0.0016644+0.0012878i,-0.00094273+0.0012364i,-0.00031251+0.00086171i,0.0007704+0.00041158i,0.0015429+0.0010717i,0.001046+0.0010818i,0.0010602+0.00046218i,0.00021228+0.0012163i,-0.00048218+0.0012716i,-0.0010535+0.00067258i,-0.0019009+0.0003896i,-0.0014061+0.00038506i,-4.7009e-05-0.00025677i,0.00096833-0.00059863i,0.00066822+0.00029848i,0.00065546+0.00010788i
-0.002352-0.00084446i,-0.0038785-0.0010159i,-0.003099-0.00047255i,-0.0017852-0.00071792i,-0.00042035-0.00065852i,0.001897+0.00081908i,0.0048395+0.00046457i,0.0056299-0.0016473i,0.003025-0.0020681i,0.00089859-0.001429i,0.0001878-0.001723i,-0.00044615-0.0025366i,-0.00077135-0.0021781i,-0.00018454-0.0012198i,0.00073199-0.00029971i,0.00089145+5.0615e-05i,0.00035088+0.00034043i,-7.3239e-05+0.0012647i,0.00043655+0.0015756i,-0.00041297+0.0011605i,-0.0018913+0.00090238i,-0.0017243+0.00064655i,-0.0012413+0.0001086i
0.0012433+0.00049382i,0.0020692+0.000588i,0.00228+2.2672e-05i,0.00252+0.0010594i,0.0020077+0.0025849i,0.0012173+0.0031629i,-0.0002368+0.0041456i,-0.00091798+0.0056626i,-0.00018746+0.0047238i,-0.00024993+0.002243i,-0.00072952+0.002485i,-0.00092505+0.0026486i,-0.0016209+0.00097643i,-0.0026422-7.4254e-05i,-0.0024452+0.00061112i,-0.0015541+0.001679i,-0.00016596+0.0014741i,0.00043408+0.00051998i,-0.00022834-0.00012971i,-0.00010915-0.00067241i,0.00047951-0.0013906i,0.00081848-0.00087073i,0.001052-0.00017478i
-0.00023463+0.00014365i,-0.00095705-0.00095377i,0.00050661-0.001671i,0.0018119-0.0031085i,-6.306e-05-0.003285i,-0.00080705-0.0017603i,-0.00017433-0.00073372i,0.00055066-0.00094366i,0.0012096-0.0013124i,0.0010365-0.00074681i,0.00083663-0.00035341i,0.00049094-0.00029367i,0.00068016+2.2528e-05i,0.001613-0.00014072i,0.0025691-0.00077637i,0.0020689-0.00039124i,0.00024098+0.00051658i,-0.0011053+0.00094149i,-0.0012292+0.00061338i,-0.00092951-0.00026764i,-0.001645-0.00068712i,-0.0015913+0.00024108i,-0.00077391+0.00096692i
0.0010467-0.0028203i,0.00047749-0.0033471i,-0.0015334-0.0040771i,-0.0029837-0.0032239i,-0.001356-0.0016739i,0.0015232+0.00060123i,0.0049542+0.0034996i,0.0081169+0.0042979i,0.0065837+0.0019596i,0.0024656+0.00031289i,0.00076977+0.00043389i,-0.00027997+0.00065625i,-0.0010134+0.0001941i,-0.0012493-7.3588e-06i,-0.0021533-0.00038571i,-0.0024843-0.00043145i,-0.0019404-0.00019654i,-0.00086902+0.0011442i,0.00082829+0.0017667i,0.0015632+0.0014516i,0.00072586+0.0014922i,1.7373e-05+0.00097746i,-0.00032971-0.0001515i
-0.00061162-0.0018749i,-0.0023976-0.00095998i,-0.0034786+2.3506e-05i,-0.003001+0.00042463i,-0.0030395+0.0015984i,-0.0026245+0.0035177i,-0.0018062+0.0039528i,-0.0011714+0.0025969i,-0.00029907+0.0021396i,0.00028311+0.001818i,9.7818e-05+0.0010229i,-0.00016464+0.00044762i,0.00034383+0.00020563i,0.00038232-0.00049742i,0.00045388-0.00039451i,0.00021299+0.0014183i,0.0002232+0.0021386i,0.00080245+0.0012605i,0.00031783+1.1117e-05i,-0.00023284-0.0011027i,0.00033542-0.0017258i,8.1889e-05-0.00090319i,-3.6263e-05+0.00022553i
0.0015983-0.002827i,0.0010862-0.0039267i,-0.00055001-0.0054888i,-0.0021628-0.0043855i,-0.0018155-0.0027183i,0.0012056-0.0023497i,0.00496-0.0027758i,0.0063455-0.0039511i,0.0046674-0.0042473i,0.001849-0.0025316i,0.00034668-0.00051615i,-0.00017955+0.00044155i,0.00012675-0.00040245i,0.00095726-0.0014555i,0.0010228-0.0017865i,1.962e-05-0.0018645i,-0.0016077-0.00096449i,-0.0020602+0.00050563i,-0.001418+0.0022879i,-0.00095331+0.0023908i,-0.001441+0.0017262i,-0.0017286+0.00117i,-0.0014542+2.5833e-05i
-0.0040152-0.0019915i,-0.0045203-0.00066533i,-0.0045494+0.0022312i,-0.0025409+0.0032365i,-0.0011338+0.0035311i,-0.00099851+0.005585i,-0.00046478+0.0064669i,0.00060045+0.0051302i,0.0014178+0.0024283i,0.00058268+0.00054983i,-0.00087782+0.00019291i,-0.0011416+0.00036745i,-0.00071345+2.3349e-05i,-0.00083849-3.6137e-05i,-0.0015381+0.0011146i,-0.0016019+0.0024984i,-0.00025999+0.00366i,0.001733+0.0036098i,0.0025891+0.0017587i,0.0027326+0.00040503i,0.0023071+0.00011183i,0.0018932+2.8646e-05i,0.0016539-0.00026039i
-0.0076046-0.01227i,-0.011356-0.011776i,-0.018358-0.009595i,-0.016658-0.0023621i,-0.01255+0.0066116i,-0.0034445+0.011615i,0.0030817+0.0049874i,0.00052871-0.0025898i,-0.0039434-0.0033356i,-0.0052255+0.00053756i,-0.002535+0.0030217i,0.00041873+0.0016573i,0.0023847-0.00019485i,0.0036915-0.0017965i,0.0027616-0.0026766i,0.0010084-0.0026145i,-0.00038387-0.0016733i,-0.001223-2.7279e-05i,-0.0010371+0.00067833i,-0.00079415+1.9953e-05i,-0.0011813-0.00076448i,-0.0016232-0.00081944i,-0.00085578-0.00013436i
0.0018796+0.0035559i,0.00019104+0.0020358i,0.0019011+5.1781e-05i,0.003624-0.0022428i,0.0036112-0.0033259i,0.0031001-0.0027175i,0.003216+0.00010571i,0.0038486+0.0016001i,0.003854+0.00060499i,0.002982-0.00064184i,0.0015207-0.00089914i,0.00055664-0.00043806i,-0.0001621-7.9745e-05i,-0.0011588+0.00035567i,-0.0017383+0.00013308i,-0.0021539-0.00020799i,-0.0024295+8.1885e-06i,-0.0015597+0.00057783i,0.00012296+0.0020848i,4.1105e-05+0.0025278i,-0.0007577+0.001732i,-0.00081136+0.0010075i,-0.00042676+0.0010134i
0.0025428-0.0014922i,0.0036951-0.001506i,0.003384-0.0017438i,0.00022177-0.00071624i,-0.0014405+0.0010063i,-0.0013574+0.0018213i,-0.0016237+0.0024229i,-0.0013382+0.0028885i,-0.00018517+0.0024481i,-3.8694e-05+0.0014834i,-0.0014847-0.00022829i,-0.0023468-0.001449i,-0.0020983-0.0014653i,-0.0015138-0.0013723i,-0.00074653-0.00084615i,-6.7027e-05+0.00021283i,0.0010479+0.00057406i,0.0018826+0.00040803i,0.00085458-4.2678e-05i,-0.00010879-0.00070373i,-0.00067228-0.00060261i,-0.00037364-0.00043209i,0.0002428-0.00075797i
0.001112+0.00037887i,0.00058728-0.0013124i,0.00099978-0.002233i,0.0019164-0.00263i,0.0010751-0.003153i,6.6916e-05-0.0017261i,0.0023775+0.00079992i,0.0050311+0.000461i,0.0043294-0.00067229i,0.0027071-0.00074793i,0.0018938-8.3646e-05i,0.00030971+0.00061793i,-0.00068483+0.00095187i,-0.00093856+0.00094075i,-0.0010098-0.00065402i,-0.0015324-0.001912i,-0.0021428-0.0013523i,-0.0020336+0.00036761i,-0.0022585+0.0015268i,-0.0031327+0.0014683i,-0.0028602+0.00031679i,-0.0018391-0.00024595i,-0.0012549-0.0001172i
0.0021838+9.4373e-05i,0.00422-0.00069769i,0.0043651-0.0036121i,0.0035256-0.0050256i,0.0030861-0.0020299i,0.0022707+0.0015526i,0.0026585+0.0026321i,0.0035698+0.0025917i,0.0028853+0.0022694i,0.0015551+0.0011116i,0.00012223-0.00017868i,-0.00025347-0.00063554i,-0.00037949-0.0011899i,-0.00060141-0.00082499i,1.3184e-05+0.0004564i,0.00022176+0.0013278i,0.00061241+0.0018936i,0.0015574+0.00098677i,0.0015581+0.00098738i,0.0016061+0.0021282i,0.0021323+0.0017782i,0.0021138+0.0011955i,0.001669+0.00068318i
-0.0021897+0.001481i,-0.0018621+8.0769e-05i,-0.0013655+0.00013692i,-0.0013862-1.5867e-05i,-0.00039702-0.0014357i,-0.00030635-0.0012624i,-0.00081614-2.4943e-05i,-0.00040175+0.00053997i,0.00010186+0.0008181i,0.00041144+0.00088664i,-8.6941e-05+0.00052153i,-0.0007636+0.00037386i,-0.0013782+0.00023413i,-0.00099549-0.00066599i,-0.00046437-0.0016613i,-0.00027104-0.0018173i,-0.00068104-0.0010261i,-0.0015415-0.0007792i,-0.0015127-0.0016853i,-0.00088255-0.0031097i,-0.000682-0.0033732i,-0.00051626-0.0025253i,-0.00090998-0.0014283i
-3.1551e-06-0.00030168i,0.00018012+4.8956e-05i,2.6476e-06-0.0008548i,-0.00075167-0.00058245i,-0.00077847-0.0005309i,0.00085423-0.00043095i,0.0035089-0.00045163i,0.0051649-0.00067117i,0.0046272-0.00028728i,0.0039095-0.00072615i,0.0035367-0.00063055i,0.0029144-0.00033003i,0.0019031-0.0012287i,-6.9219e-05-0.00071707i,-0.0014006+0.00042946i,-0.0014293+0.00074336i,-0.0011186+0.0014462i,-0.00077994+0.0022659i,-0.00012772+0.0028822i,0.00013834+0.0028189i,-0.00033185+0.001526i,-0.00018428+0.0007306i,-0.0002188+0.00094157i
