-0.0030616-0.000619i,-0.0018123-0.00056056i,-0.0022444+0.0013704i,-0.0024372+0.0021501i,-0.001081+0.0019789i,0.00029801+0.0017768i,0.0008415+0.0018789i,8.0355e-05+0.0018609i,-0.00036099+0.0010284i,0.00092537+0.00013911i,0.0023502-0.0003668i,0.001962-0.00034301i,0.0010256-0.00026349i,0.00038767-0.00029769i,-0.00025689+1.2514e-05i,-0.00037623+0.00026164i,-0.00014571-0.0004849i,1.7312e-05-0.001164i,0.00010879-0.00045022i,0.00037698-0.00033297i,0.00044215-0.00075537i,0.00063108-0.00023548i,0.00040324-0.00022021i
-0.12765-0.051285i,-0.16882-0.11709i,-0.1659-0.13935i,-0.13823-0.10263i,-0.092687-0.089481i,-0.084408-0.11171i,-0.12585-0.077161i,-0.12146+0.0031044i,-0.059516+0.024057i,-0.027342-0.00031072i,-0.02212-0.00089004i,-0.0079366+0.014269i,0.0049048+0.022137i,0.0090076+0.02035i,0.0045366+0.015716i,-0.0018089+0.013364i,-0.0030401+0.0059951i,-0.0009202-0.0023651i,0.0015517-0.002341i,-0.00054449+0.0019739i,-0.0076127+0.0062874i,-0.0074495+0.0098381i,0.0016701+0.012213i
0.12539+0.050418i,0.17079+0.12162i,0.17326+0.14945i,0.14177+0.10793i,0.075773+0.08957i,0.024418+0.13193i,0.049154+0.14963i,0.07617+0.090603i,0.037118+0.037693i,0.0025266+0.03441i,0.0047699+0.022876i,0.0032749-0.0049517i,-0.005315-0.019504i,-0.0067309-0.018547i,-0.00032734-0.013173i,0.006809-0.0094444i,0.0058478-0.0026824i,0.0001921+0.0026688i,-0.0025872-3.3516e-05i,0.00046402-0.0039814i,0.007561-0.0054786i,0.010426-0.0088486i,0.0057652-0.014784i
-0.12016-0.043398i,-0.17012-0.11593i,-0.16917-0.15259i,-0.1305-0.11662i,-0.048571-0.079862i,0.052839-0.10813i,0.070515-0.15282i,0.028193-0.12274i,0.028122-0.059291i,0.043765-0.039841i,0.024568-0.029931i,0.0040089-0.0057968i,0.002472+0.0089866i,0.0040036+0.011043i,-0.00096757+0.0076173i,-0.008378+0.0033928i,-0.0079874-0.0007061i,-0.0029651-0.0016219i,-0.0015751+0.0027368i,-0.0034131+0.0049075i,-0.0079075+0.0026799i,-0.012127+0.0038615i,-0.011903+0.01063i
0.11556+0.034162i,0.16466+0.10688i,0.16169+0.15517i,0.13208+0.12417i,0.053029+0.04844i,-0.086624+0.018946i,-0.16331+0.053433i,-0.12729+0.06332i,-0.085645+0.026701i,-0.075618+0.011556i,-0.047985+0.015889i,-0.015722+0.0056938i,-0.0064793-0.005163i,-0.0054449-0.0046006i,0.0012325-0.0012127i,0.0090184+0.0026154i,0.0078124+0.0053771i,0.0041114+0.002893i,0.0052231-0.0035203i,0.0060156-0.0059602i,0.0060455-0.00035825i,0.0091425+0.0039871i,0.012874+0.00071076i
-0.10905-0.029462i,-0.15375-0.10163i,-0.1517-0.16025i,-0.13109-0.13547i,-0.069799-0.029403i,0.060475+0.067081i,0.16341+0.076446i,0.15097+0.042989i,0.097965+0.037595i,0.076509+0.032621i,0.051916+0.0080109i,0.019925-0.0041338i,0.0069238-0.0013272i,0.0050562-0.00035282i,0.0011951-0.003267i,-0.0044585-0.0066936i,-0.0061204-0.006978i,-0.0064646-0.0031924i,-0.0098951+0.0024716i,-0.010597+0.0047544i,-0.0069316+4.7809e-05i,-0.0055846-0.0059577i,-0.0092616-0.0059432i
0.10243+0.026505i,0.14269+0.10068i,0.14004+0.16497i,0.13301+0.14647i,0.11694+0.028667i,0.040937-0.12653i,-0.060991-0.19474i,-0.089384-0.15137i,-0.060732-0.097012i,-0.049042-0.063879i,-0.040342-0.027502i,-0.022392-0.00414i,-0.013945-0.00095071i,-0.0095223-0.0011963i,-0.002396+0.0019151i,0.0020521+0.0055933i,0.0030439+0.0062669i,0.0070704+0.0042593i,0.014672+0.0011386i,0.015788-0.002431i,0.0081878-0.0022353i,0.0019328+0.0027297i,0.0037187+0.0058094i
-0.093987-0.020991i,-0.12972-0.09826i,-0.11672-0.17007i,-0.10975-0.17195i,-0.14513-0.080726i,-0.16028+0.085824i,-0.10398+0.20439i,-0.037914+0.18812i,-0.010922+0.1189i,0.0058863+0.071737i,0.019729+0.031823i,0.018539+0.004142i,0.012892-0.00085808i,0.0088004-0.00023262i,0.0036688-0.001501i,-0.00085254-0.0037798i,-0.0045209-0.0045871i,-0.010666-0.0045704i,-0.017719-0.0049671i,-0.01837-0.00068695i,-0.009937+0.0047495i,-0.00098801+0.003878i,-8.4172e-05+0.00060475i
0.084912+0.024567i,0.11929+0.10023i,0.098496+0.17661i,0.085951+0.19975i,0.15639+0.15088i,0.24888+0.019129i,0.24613-0.11175i,0.15667-0.12973i,0.078806-0.078508i,0.033593-0.044568i,-0.00052475-0.022985i,-0.014802-0.0070558i,-0.014319-0.0039607i,-0.0098918-0.0024491i,-0.002462+0.0010418i,0.0022789+0.0030599i,0.0044418+0.0049959i,0.0086449+0.0092637i,0.015462+0.011765i,0.018532+0.0064503i,0.012721-0.0027325i,0.003905-0.0063877i,0.00070038-0.0037949i
-0.081698-0.023379i,-0.113-0.094738i,-0.079384-0.16847i,-0.04208-0.21285i,-0.10324-0.2304i,-0.23721-0.18543i,-0.29518-0.076607i,-0.21507-0.0042248i,-0.10765+0.0028322i,-0.046657+0.0040483i,-0.0099543+0.0077421i,0.0085006+0.0029067i,0.009136+0.00073476i,0.0041233-0.00027464i,-0.0002593-0.0027793i,-0.0031194-0.0043388i,-0.0054667-0.006494i,-0.008166-0.011021i,-0.012702-0.015119i,-0.017787-0.011656i,-0.016749-0.0011409i,-0.011223+0.0056683i,-0.0073669+0.0049382i
0.07444+0.022936i,0.10261+0.090666i,0.060488+0.16041i,-0.0046705+0.20939i,0.012657+0.27524i,0.12957+0.31802i,0.21781+0.25424i,0.17506+0.14167i,0.081555+0.071533i,0.030222+0.03469i,0.0069103+0.0076371i,-0.0068943-0.004381i,-0.0086505-0.0034107i,-0.0024955+0.0014385i,0.004341+0.004253i,0.0062292+0.0045118i,0.0055642+0.0074515i,0.0053822+0.013873i,0.008019+0.019128i,0.014706+0.01712i,0.019225+0.0068528i,0.017794-0.00043905i,0.013424-0.0015058i
-0.076662-0.023421i,-0.099983-0.086597i,-0.047734-0.14093i,0.057441-0.17461i,0.11732-0.26357i,0.06299-0.37708i,-0.036537-0.36639i,-0.05619-0.23283i,-0.014832-0.11393i,0.0041653-0.052773i,0.0043771-0.016923i,0.0073821-0.0014682i,0.0073391-0.00070473i,0.0027046-0.0034153i,-0.0012404-0.0066432i,-0.0041575-0.0081447i,-0.0064238-0.0089082i,-0.0053443-0.012728i,-0.0048141-0.018157i,-0.010289-0.018982i,-0.017289-0.012966i,-0.018296-0.0063304i,-0.014201-0.0029381i
0.071126+0.02636i,0.096089+0.085531i,0.041837+0.12458i,-0.089622+0.12231i,-0.2221+0.17981i,-0.25669+0.3035i,-0.17697+0.33584i,-0.095339+0.22757i,-0.064685+0.10938i,-0.039464+0.051364i,-0.014182+0.019216i,-0.0062664+0.0012249i,-0.0069463-0.00071989i,-0.0045746+0.0031843i,-0.00049562+0.0071751i,0.0021311+0.0090649i,0.0023207+0.010434i,0.00032199+0.012862i,-0.0005439+0.017644i,0.0035169+0.020749i,0.010722+0.018226i,0.01334+0.013866i,0.010265+0.0089145i
-0.071272-0.022095i,-0.096812-0.078259i,-0.043791-0.098159i,0.10328-0.048699i,0.29045-0.043964i,0.40015-0.1381i,0.34522-0.19859i,0.21433-0.14025i,0.12165-0.055787i,0.063922-0.02063i,0.022932-0.0091232i,0.0065488-0.0014078i,0.0059438-0.00039242i,0.0056966-0.004333i,0.0033065-0.0088736i,0.00095871-0.011568i,0.00036346-0.011284i,0.0025107-0.01101i,0.0045585-0.014484i,0.00096654-0.019048i,-0.0054097-0.020334i,-0.0071696-0.018078i,-0.0050076-0.012989i
0.067259+0.018636i,0.095048+0.071574i,0.052772+0.076014i,-0.077025-0.022347i,-0.26998-0.11652i,-0.42272-0.097522i,-0.40157-0.02481i,-0.25538-0.0031907i,-0.13344-0.019357i,-0.06754-0.016003i,-0.026745-0.004078i,-0.0090938-0.0026304i,-0.0078041-0.0028955i,-0.0067436+0.0014774i,-0.0038062+0.0067534i,-0.002359+0.0098682i,-0.0026509+0.010738i,-0.0046682+0.0099506i,-0.0071992+0.011685i,-0.0069909+0.016599i,-0.0035298+0.02052i,-0.0011697+0.019622i,-0.00037813+0.01353i
-0.063154-0.022221i,-0.094143-0.07349i,-0.072223-0.069262i,0.019211+0.069279i,0.17519+0.24576i,0.32392+0.30193i,0.33035+0.22796i,0.20986+0.13865i,0.10221+0.08844i,0.049976+0.047511i,0.021353+0.014006i,0.0078759+0.0016972i,0.0053818+0.00093061i,0.0052253-0.00018832i,0.005879-0.0037575i,0.005811-0.007765i,0.0042494-0.0088326i,0.0046624-0.0076318i,0.0080266-0.0087707i,0.0098252-0.013432i,0.0075625-0.017344i,0.0055579-0.016949i,0.0039549-0.01169i
0.059696+0.01843i,0.093517+0.069082i,0.091636+0.065223i,0.057907-0.091184i,-0.020517-0.32181i,-0.12696-0.4366i,-0.16055-0.36696i,-0.10191-0.22697i,-0.041602-0.12458i,-0.020406-0.058956i,-0.011928-0.0176i,-0.0057745-0.0024137i,-0.0048388-0.0015059i,-0.0050561-0.0014112i,-0.0051501+0.0010624i,-0.0049724+0.004068i,-0.0035764+0.004743i,-0.0039144+0.0035517i,-0.0076052+0.0045329i,-0.011572+0.010485i,-0.012492+0.016291i,-0.010829+0.015275i,-0.0065907+0.010444i
-0.060571-0.021506i,-0.095204-0.07407i,-0.11496-0.076859i,-0.13946+0.071919i,-0.14579+0.30695i,-0.098924+0.44104i,-0.046213+0.38184i,-0.029503+0.23332i,-0.026963+0.12321i,-0.013369+0.06072i,-0.00099833+0.0216i,0.0015895+0.0041181i,0.00021633+0.0016893i,-0.00018938+0.0020223i,0.002496+0.0011706i,0.0047263-0.0008352i,0.003243-0.0019442i,0.0024867-0.00069949i,0.0067547-0.00124i,0.013129-0.0060502i,0.015799-0.010176i,0.013023-0.0096304i,0.0089289-0.0064973i
0.052443+0.021179i,0.08854+0.080345i,0.12278+0.10049i,0.19923-0.013315i,0.29188-0.21107i,0.30436-0.33741i,0.22735-0.3033i,0.13769-0.18131i,0.079304-0.089198i,0.036537-0.044525i,0.008089-0.018312i,9.3305e-06-0.0054058i,0.0013866-0.0032937i,0.0024757-0.0035224i,0.00065239-0.0023456i,-0.0019748-0.00049293i,-0.0018806+0.00094164i,-0.0014852+0.00025552i,-0.0064338-0.00026186i,-0.015166+0.0031i,-0.019659+0.0070921i,-0.016803+0.0069311i,-0.010837+0.0051277i
-0.047499-0.02287i,-0.080502-0.085557i,-0.12018-0.12982i,-0.22294-0.072166i,-0.36428+0.056046i,-0.41306+0.14686i,-0.3251+0.14171i,-0.19403+0.083144i,-0.10131+0.040809i,-0.04477+0.024762i,-0.011015+0.01368i,0.00025459+0.004807i,-0.0020528+0.0016257i,-0.0042992+0.0014082i,-0.0017502+0.0012498i,0.0010511+0.00069269i,0.0011412+0.00061325i,0.0013606+0.0026309i,0.0064169+0.0037025i,0.01566+0.0010455i,0.02022-0.0015255i,0.017793-0.0010528i,0.012922-0.00083894i
0.047975+0.028313i,0.078081+0.095784i,0.11572+0.1607i,0.22127+0.15732i,0.3724+0.10155i,0.42285+0.047743i,0.32477+0.02129i,0.18877+0.015232i,0.097417+0.0087116i,0.044922-0.0038276i,0.014553-0.0087003i,0.0015256-0.0055743i,0.0011944-0.0014983i,0.0029688+0.00059603i,0.0017739-0.00025372i,-0.00081807-0.00048337i,-0.0017352+0.00032067i,-0.0014879-0.0015171i,-0.0060929-0.0052743i,-0.015596-0.0063829i,-0.019644-0.0044853i,-0.015704-0.0024669i,-0.012304-0.001397i
-0.040028-0.024139i,-0.064101-0.095493i,-0.085108-0.18319i,-0.1634-0.2332i,-0.28584-0.2453i,-0.32656-0.2239i,-0.24787-0.16223i,-0.13962-0.092992i,-0.070287-0.04404i,-0.035689-0.01098i,-0.014508+0.0032252i,-0.0040778+0.0022858i,-0.0042649-0.0027976i,-0.0055503-0.004964i,-0.0032373-0.0032679i,-0.00034888-0.0015075i,-0.00082893-0.00090635i,-0.0018657+0.0018858i,0.0031922+0.0072023i,0.012992+0.01068i,0.017404+0.0090462i,0.013722+0.0053145i,0.011006+0.004366i
0.034377+0.021025i,0.04822+0.094132i,0.047124+0.19512i,0.085951+0.27753i,0.16058+0.32712i,0.18114+0.31347i,0.13069+0.22323i,0.071608+0.12083i,0.039559+0.053862i,0.025539+0.014801i,0.013274-0.0024411i,0.0044095-0.0030767i,0.0038802+0.0024614i,0.0056908+0.0053237i,0.004587+0.004395i,0.0027269+0.0034039i,0.0026227+0.003636i,0.0033026+0.00074868i,-0.00036473-0.0070839i,-0.0098647-0.01346i,-0.015837-0.012554i,-0.013044-0.0073302i,-0.0088779-0.005132i
-0.030855-0.023942i,-0.035439-0.096537i,-0.0095072-0.19842i,0.0025914-0.28829i,-0.01407-0.34726i,-0.018283-0.32841i,-0.011259-0.22382i,-0.0089862-0.11486i,-0.011014-0.048022i,-0.015076-0.012118i,-0.012209+0.0024655i,-0.0058249+0.0023017i,-0.0049565-0.003884i,-0.0047109-0.0078534i,-0.0016527-0.006615i,-0.00027618-0.0045867i,-0.0025054-0.0040536i,-0.0050102-0.00012778i,-0.0023285+0.00854i,0.006712+0.015604i,0.013764+0.014946i,0.013419+0.0092825i,0.009613+0.0066973i
0.019563+0.028788i,0.015275+0.09948i,-0.032464+0.19517i,-0.083528+0.27034i,-0.10585+0.30374i,-0.10605+0.26108i,-0.076271+0.16067i,-0.034884+0.078657i,-0.006671+0.034009i,0.0084561+0.010557i,0.010374+0.00030605i,0.0054938-0.0016974i,0.0021785+0.001803i,0.00097206+0.0059409i,2.2263e-06+0.0058714i,-0.00056392+0.0041805i,0.00075839+0.0043237i,0.0031302+0.0015999i,0.003423-0.0078192i,-0.0017636-0.017407i,-0.0097497-0.018425i,-0.011275-0.011756i,-0.0071107-0.0067751i
-0.019947-0.020537i,-0.0053962-0.084276i,0.06541-0.16204i,0.15198-0.21054i,0.20005-0.21424i,0.18639-0.16307i,0.11639-0.090018i,0.048116-0.040345i,0.011601-0.014729i,-0.0060218-0.0038187i,-0.0082012-0.00047878i,-0.0046236-0.0027259i,-0.0035357-0.0078641i,-0.000823-0.010069i,0.0017941-0.008362i,0.001404-0.0065704i,-0.0010521-0.0061075i,-0.0048355-0.0027874i,-0.0068735+0.0065169i,-0.0029073+0.018181i,0.005683+0.021865i,0.011225+0.015798i,0.0091154+0.0087905i
0.010241+0.025389i,-0.010416+0.081374i,-0.090016+0.13907i,-0.18398+0.1493i,-0.22785+0.10988i,-0.19491+0.048997i,-0.11052+0.011997i,-0.040674+0.0055519i,-0.0066911+0.0048217i,0.0068237+0.0041921i,0.0090871+0.0013998i,0.0070657-8.6424e-05i,0.0038247+0.0044433i,0.0005867+0.0096487i,-0.001147+0.0089503i,-0.00189+0.0060248i,-0.0012018+0.005534i,0.0032882+0.0038684i,0.0084565-0.003883i,0.007989-0.015979i,0.0018245-0.022777i,-0.004252-0.018479i,-0.0054588-0.010281i
-0.0076418-0.020922i,0.018346-0.068353i,0.10447-0.10356i,0.19788-0.078904i,0.22417-0.014045i,0.16587+0.034183i,0.076328+0.031282i,0.023401+0.010177i,0.0036508+0.0017283i,-0.00438-0.0019541i,-0.0058175-0.0030205i,-0.0058479-0.0043125i,-0.0059879-0.0089758i,-0.0035929-0.011559i,7.5967e-06-0.0092119i,0.0021639-0.0062973i,0.00069015-0.0051512i,-0.0048145-0.0039549i,-0.010587+0.0017155i,-0.013095+0.012786i,-0.010054+0.020891i,-0.003196+0.019815i,0.0014035+0.012716i
0.0075041+0.019216i,-0.022165+0.056436i,-0.10329+0.068832i,-0.17627+0.013906i,-0.17157-0.065702i,-0.098285-0.093893i,-0.029583-0.056622i,-0.0051089-0.015602i,0.0014247-0.00069298i,0.0034358+0.0025239i,0.002532+0.0012845i,0.0027594+0.0023403i,0.0023009+0.0071288i,0.00038819+0.0097307i,-0.0014357+0.0079216i,-0.0019376+0.005504i,-0.0015057+0.0063101i,0.001979+0.0068608i,0.0090359+0.0018819i,0.015513-0.0074299i,0.016161-0.015993i,0.0099788-0.018011i,0.0031803-0.013326i
-0.0059002-0.022637i,0.023595-0.051404i,0.094017-0.045048i,0.14286+0.027546i,0.11102+0.10226i,0.033271+0.10043i,-0.0095208+0.042198i,-0.0085149+0.003366i,-0.0036274-0.0042304i,-0.0023883-0.001608i,-0.0026505+0.00018536i,-0.0043504-0.0038123i,-0.0034174-0.0090876i,-7.1428e-05-0.010438i,0.0024515-0.0077303i,0.0035247-0.0048537i,0.0029909-0.0042208i,-0.00082327-0.0053989i,-0.0085633-0.0041446i,-0.017394+0.0020493i,-0.020502+0.0094529i,-0.015398+0.013155i,-0.0071928+0.011395i
0.0010038+0.017546i,-0.027534+0.0383i,-0.08434+0.020964i,-0.10347-0.053127i,-0.043988-0.11123i,0.025061-0.086797i,0.031771-0.023567i,0.0096654+0.0063918i,9.4215e-05+0.0063136i,-0.00096998+0.00070023i,0.0021867-0.0012109i,0.0050724+0.0021478i,0.0036873+0.0072002i,0.00095838+0.0095502i,0.00014262+0.0075141i,0.00010237+0.0039956i,-0.00097958+0.0039396i,-0.0002626+0.0062154i,0.006602+0.0068168i,0.016161+0.0041912i,0.021848+0.00013955i,0.019503-0.003098i,0.012008-0.0053711i
-0.0046345-0.016214i,0.020364-0.02952i,0.0656-0.0032129i,0.066258+0.063974i,-0.0011873+0.093037i,-0.051778+0.044866i,-0.035161-0.0084441i,-0.0033529-0.014948i,0.0062307-0.0037276i,0.0037381+0.003614i,-0.00068351+0.0034459i,-0.0033083-0.0041461i,-0.0036148-0.011328i,-0.0023076-0.012789i,-0.0011472-0.0092441i,0.00025268-0.0043684i,0.0021829-0.0022435i,0.0015792-0.004556i,-0.0040203-0.0089044i,-0.01295-0.010445i,-0.019452-0.0079936i,-0.018803-0.0042164i,-0.012474-0.0012784i
0.0063568+0.01298i,-0.016171+0.020558i,-0.047616-0.0061381i,-0.030803-0.060093i,0.0371-0.065509i,0.061709-0.0095809i,0.023069+0.025831i,-0.0067091+0.016941i,-0.0097005+0.0018276i,-0.0052151-0.0050474i,-0.00088175-0.0031137i,0.00081175+0.0034496i,0.00078544+0.0094162i,0.0013217+0.012437i,0.0023139+0.010394i,0.0015385+0.00521i,-0.0012161+0.002753i,-0.0030209+0.0047933i,0.00042064+0.0088142i,0.0083206+0.011628i,0.014748+0.012567i,0.015143+0.010553i,0.010948+0.0066298i
0.00053269-0.0094022i,0.019254-0.015139i,0.042204+0.007437i,0.016262+0.043697i,-0.041476+0.026482i,-0.04507-0.029159i,-0.0038803-0.040862i,0.015572-0.015423i,0.011913+0.0026941i,0.0036399+0.0071828i,-0.0010228+0.0021774i,-0.0024105-0.0056521i,-0.0044556-0.010678i,-0.0044038-0.011944i,-0.0027501-0.010121i,-0.0023761-0.0060796i,-0.0013726-0.0026056i,0.00064111-0.0028079i,-0.00019239-0.0077621i,-0.0043595-0.013771i,-0.0092015-0.017258i,-0.010233-0.01531i,-0.0070586-0.010326i
0.0048375+0.010114i,-0.011373+0.013531i,-0.024271-0.0052531i,0.0038713-0.029164i,0.044143-0.0037403i,0.027153+0.038334i,-0.013437+0.032045i,-0.020699+0.0055128i,-0.0093046-0.0067664i,-0.00030371-0.0078015i,0.0026187-0.0033811i,0.0024931+0.0034259i,0.0026817+0.0095149i,0.0034489+0.013122i,0.0035417+0.011873i,0.0027131+0.0070144i,0.00040137+0.0030006i,-0.0024424+0.0035981i,-0.0028261+0.0076965i,-0.00011437+0.01343i,0.0031416+0.018009i,0.0034994+0.017032i,0.001694+0.011972i
-0.00053817-0.008681i,0.011389-0.011858i,0.019031+0.00082083i,-0.0047192+0.012101i,-0.026076-0.019761i,0.00034889-0.048765i,0.02758-0.027571i,0.021869+0.0011508i,0.0076734+0.010081i,-0.001375+0.0084154i,-0.0036952+0.0027676i,-0.003522-0.0045336i,-0.0044425-0.010604i,-0.0049684-0.013195i,-0.0040922-0.012215i,-0.004023-0.0082851i,-0.0024488-0.003706i,0.0011294-0.0025421i,0.0024797-0.0067358i,0.0020856-0.013032i,0.0010134-0.017142i,0.00080052-0.01584i,0.0018685-0.009863i
0.001572+0.0052551i,-0.0094739+0.0079775i,-0.015799-0.0017174i,0.0032154-0.0053655i,0.012418+0.023089i,-0.016525+0.034354i,-0.033065+0.0074424i,-0.019097-0.010756i,-0.0041636-0.010879i,0.0010989-0.0057795i,0.00085265-0.00064509i,0.0011657+0.0032148i,0.002871+0.0082561i,0.0038768+0.013441i,0.0039739+0.013552i,0.0038083+0.0079267i,0.0017412+0.0024161i,-0.0014607+0.0015074i,-0.004583+0.0054277i,-0.0059921+0.011418i,-0.0060602+0.016081i,-0.0052473+0.015048i,-0.0041054+0.0092264i
-0.0064685-0.00223i,0.0024051-0.0046844i,0.0087699+0.0040839i,0.00033911+0.0033447i,0.0064926-0.021495i,0.033095-0.024158i,0.031742+0.0004906i,0.010475+0.011762i,-0.0013389+0.0094082i,-0.003366+0.0046832i,-0.0010638+0.00016028i,-0.00039367-0.0051918i,-0.0025543-0.010525i,-0.0038455-0.014151i,-0.003218-0.014283i,-0.0019947-0.0087323i,-0.00049517-0.0031528i,0.0015558-0.002008i,0.0043627-0.0050305i,0.0076141-0.010016i,0.0097459-0.013795i,0.0091131-0.011874i,0.0062742-0.0064189i
0.00038046+0.0023172i,-0.0060572+0.0044161i,-0.010866+0.0008317i,-0.0036062+0.0020755i,-0.010418+0.012958i,-0.029391+0.0018761i,-0.023616-0.016547i,-0.0057846-0.015032i,0.0021574-0.0065345i,0.0026847-0.00048311i,0.0012091+0.002075i,0.0015968+0.0039323i,0.0024957+0.0078362i,0.0019765+0.012109i,0.0016997+0.011829i,0.0013732+0.0068431i,-0.00064044+0.0023045i,-0.0035758+0.001388i,-0.0067399+0.0034625i,-0.010403+0.0064504i,-0.012627+0.0093907i,-0.011514+0.0089131i,-0.0078459+0.0045763i
0.00033761-0.00040112i,0.0057126-0.0015685i,0.010638+0.0025125i,0.0092798+0.0016463i,0.019213-0.0051244i,0.028915+0.0065298i,0.013847+0.018473i,-0.001511+0.012934i,-0.0037432+0.0047017i,-0.0013491+0.00028147i,0.00024619-0.0017033i,-0.00096804-0.0048307i,-0.0032056-0.00931i,-0.0026695-0.012689i,-0.0012115-0.012036i,-0.0010787-0.0072902i,-0.00037047-0.002244i,0.0023709-0.00077626i,0.0061128-0.0018432i,0.010626-0.0032396i,0.014301-0.0039989i,0.012739-0.0038191i,0.0076757-0.0020998i
-0.0053326+0.001159i,-0.0084513+0.0028682i,-0.010594+0.00040502i,-0.0074409-0.0014734i,-0.011863-0.0039728i,-0.014054-0.018868i,-0.0016872-0.023245i,0.00586-0.010531i,0.003886-0.0013927i,0.00049202+0.00020427i,-0.00011481+0.00023486i,0.001031+0.0024507i,0.0017791+0.0069934i,0.002357+0.011003i,0.0033781+0.01067i,0.0038853+0.0053024i,0.0018459+0.00027748i,-0.0015397-4.966e-05i,-0.0053493+0.0006946i,-0.0103-0.00044632i,-0.013631-0.001141i,-0.012718-0.00017198i,-0.0087183-0.00022675i
0.0055741-0.00060055i,0.0092479-0.00023262i,0.012132+0.0026214i,0.011053+0.0032816i,0.013582+0.0056863i,0.0083169+0.01429i,-0.0053441+0.012269i,-0.0093533+0.0033133i,-0.0045413-0.0001709i,0.00050885+2.4516e-05i,0.0011161-0.00069322i,-0.001757-0.0043323i,-0.004622-0.0086465i,-0.0049161-0.011009i,-0.003812-0.0091244i,-0.0036036-0.0027741i,-0.0025619+0.0017364i,0.00032015+0.0020996i,0.004122+0.0015652i,0.0085736+0.002121i,0.011121+0.0033963i,0.0097645+0.0040479i,0.0063052+0.0037582i
-0.0062396+0.00029168i,-0.010051-0.00070063i,-0.013298-0.0054121i,-0.0092577-0.007371i,-0.0043837-0.0095684i,0.0041217-0.015806i,0.010215-0.011358i,0.0077243-0.00022588i,0.0021319+0.0038206i,-0.0018927+0.0025894i,-0.0017195+0.0025232i,0.00069792+0.0039827i,0.0025623+0.0066641i,0.0043584+0.0087625i,0.0052458+0.0073169i,0.0035786+0.0026775i,0.0017518-0.0009736i,-0.0001801-0.0016941i,-0.0028487-0.0020729i,-0.0063168-0.0041066i,-0.0089036-0.0061603i,-0.0075088-0.0064017i,-0.0038443-0.005925i
0.003551-0.005242i,0.0078393-0.0050394i,0.0090426-0.00062071i,0.0050229+0.004152i,0.0001221+0.006844i,-0.0071856+0.0074748i,-0.010531+0.0018697i,-0.006014-0.0031762i,-7.6447e-05-0.0032761i,0.0022648-0.00015613i,0.00084586+0.00061408i,-0.001827-0.0033538i,-0.0039035-0.0071297i,-0.0045443-0.0081939i,-0.0048267-0.0066631i,-0.0046254-0.0021493i,-0.00264+0.0024985i,7.2395e-05+0.0043915i,0.0025943+0.0042891i,0.0042058+0.0052884i,0.0044577+0.0076942i,0.0031145+0.0085979i,0.0014466+0.0071414i
-0.0010809+0.0025224i,-0.00453+0.00084327i,-0.0060519-0.0043291i,-0.0015175-0.0070263i,0.0054577-0.0078061i,0.010889-0.0064093i,0.0092122-7.2589e-05i,0.0019852+0.0038818i,-0.0026477+0.0028257i,-0.0033974+0.00060065i,-0.0020577-9.1507e-05i,0.00024006+0.0021206i,0.0021354+0.0058449i,0.0044849+0.0089459i,0.0069737+0.0083307i,0.0081336+0.0030637i,0.0059079-0.0016855i,0.0017999-0.0026324i,-0.00088205-0.0031971i,-0.0014984-0.0063563i,-0.0011092-0.0083563i,0.00016263-0.0077565i,0.0022661-0.0068059i
0.0015968-0.007461i,0.0052101-0.0063619i,0.0055781-0.00182i,0.00059815+0.00096374i,-0.0042804+0.00027983i,-0.0073501-0.0030828i,-0.0053755-0.0063155i,-0.00057645-0.005482i,0.001454-0.0020231i,0.0010762+0.00013124i,0.0002311-0.00038283i,-0.001654-0.003391i,-0.0045354-0.0067304i,-0.0076276-0.0077069i,-0.009517-0.0061713i,-0.0092951-0.0017899i,-0.0070387+0.0026073i,-0.0036921+0.0029184i,-0.0014538+0.0021236i,-0.00062423+0.0040913i,-0.0017652+0.0064531i,-0.0044396+0.0066081i,-0.0060847+0.0052821i
0.00017224+0.0035357i,-0.0019802+0.0017262i,-0.0022913-0.0018206i,0.0016009-0.0029981i,0.0055592-0.0010063i,0.0067156+0.0018913i,0.0023826+0.0031918i,-0.0022815+0.003263i,-0.0026292+0.0027348i,-0.002345+0.0016439i,-0.0014924+0.0018251i,0.00028505+0.0037898i,0.0027113+0.005576i,0.0059819+0.0076182i,0.0086997+0.0073725i,0.009775+0.0032338i,0.007917-0.00086998i,0.0048104-0.0016227i,0.0021547-0.0011376i,0.0017076-0.0029067i,0.0042035-0.0046332i,0.0065715-0.004344i,0.0071859-0.0036402i
0.0040855-0.0015849i,0.0058951-9.5574e-05i,0.0070402+0.0017928i,0.0038343-0.00022321i,0.00040815-0.0053141i,-0.0011778-0.0083368i,-0.00040995-0.0064826i,0.0015979-0.0021557i,0.0021728-0.00071658i,0.002022-0.0012807i,0.0014841-0.0023657i,-0.0011707-0.0046938i,-0.0046351-0.0068877i,-0.0072331-0.0080674i,-0.0086315-0.0074393i,-0.0091562-0.0040472i,-0.0078613-0.00013929i,-0.0045707+0.0019812i,-0.001576+0.0022617i,-0.0023281+0.0027227i,-0.0058764+0.0026466i,-0.0088855+0.0012161i,-0.0091818+0.0004303i
