-0.0011689+4.0816e-05i,-0.00089441-0.00059176i,-0.0017306-0.00063891i,-0.0017006-0.00026198i,-0.0017898+0.00066375i,-0.001654+0.0014642i,-0.00078842+0.0017712i,0.00025788+0.0014911i,0.0011312+0.00066214i,0.0013704+0.00054772i,0.0012839+0.0010435i,0.0011922+0.0004635i,0.00098319+0.00038749i,0.00016154+0.00037271i,-0.00019257+0.0003002i,-0.00035996+0.00028826i,9.9865e-05-2.5545e-05i,0.00096674+0.00060466i,0.00050153+0.0013646i,-0.00038731+0.001247i,-0.00058791+0.00066971i,0.00017644+0.0006129i,0.00026667+0.00040773i
0.045583+0.10015i,0.076869+0.22446i,0.099308+0.33195i,0.15474+0.35674i,0.2049+0.30302i,0.15534+0.2171i,0.065687+0.14674i,0.00073539+0.069762i,-0.06624-0.0088546i,-0.10483-0.02747i,-0.088187-0.012868i,-0.0742-0.017066i,-0.078882-0.026317i,-0.069931-0.026622i,-0.047395-0.016374i,-0.023349-0.0025043i,-0.0063316-0.0044368i,-0.0041391-0.02407i,-0.010398-0.038475i,-0.014127-0.028006i,-0.011078-0.0048173i,-0.0083023+0.0068474i,-0.0090275+0.009286i
-0.10517-0.065001i,-0.22366-0.14848i,-0.33352-0.17473i,-0.40451-0.079335i,-0.3883+0.044674i,-0.26192+0.084579i,-0.14969+0.05616i,-0.096056+0.064793i,-0.043687+0.11276i,-0.0072865+0.10699i,-0.0050798+0.061965i,-0.006342+0.025558i,-0.017557+0.0065557i,-0.042358+0.019963i,-0.045232+0.050333i,-0.033853+0.068256i,-0.035026+0.072256i,-0.039681+0.065924i,-0.036997+0.047595i,-0.024901+0.027928i,-0.0081385+0.016188i,0.001794+0.010191i,0.0032015+0.0088028i
0.13389-0.0036761i,0.26809-0.0079298i,0.30964-0.081119i,0.21555-0.21472i,0.11948-0.27431i,0.097802-0.22106i,0.10009-0.15407i,0.075854-0.098558i,0.05957-0.041052i,0.058052-0.010022i,0.046086-0.00046144i,0.031315+0.020601i,0.02293+0.043753i,0.021315+0.04373i,0.025456+0.018744i,0.027743-0.0089251i,0.024663-0.014032i,0.013281+0.0077477i,-0.00010061+0.034833i,-0.001509+0.035974i,0.0030784+0.014472i,0.0058684+0.00091077i,0.0099532-0.00079005i
-0.13122+0.071441i,-0.24089+0.1411i,-0.20501+0.21958i,-0.01388+0.26531i,0.078168+0.24428i,-0.0011956+0.19561i,-0.065835+0.16203i,-0.043731+0.085747i,-0.028123-0.0084375i,-0.027631-0.025677i,-0.011703-0.0035232i,-0.0035575+0.0029071i,0.012935+0.011192i,0.05152+0.010322i,0.069425-0.017639i,0.061886-0.045121i,0.060943-0.055397i,0.070788-0.055124i,0.069686-0.048217i,0.046913-0.035709i,0.021163-0.022113i,0.0070121-0.017748i,-1.9684e-06-0.018692i
0.085733-0.11818i,0.16195-0.2113i,0.122-0.18967i,-0.022798-0.039921i,-0.077381+0.067779i,-0.044783+0.046916i,-0.040184+0.0096463i,-0.040011+0.03753i,-0.017266+0.063895i,-0.010497+0.043941i,-0.020512+0.011957i,-0.020203-0.010357i,-0.011754-0.022705i,-0.019792-0.025477i,-0.045903-0.013131i,-0.067978+0.0039714i,-0.07354+0.0074309i,-0.059207-0.006065i,-0.03164-0.01919i,-0.013503-0.016114i,-0.012246-0.0068731i,-0.016148-0.0026261i,-0.017411-0.0033466i
-0.026684+0.16241i,-0.064999+0.28348i,-0.059581+0.24512i,0.0069378+0.055908i,0.089849-0.032167i,0.19579+0.010555i,0.25046+0.0076494i,0.18932-0.026141i,0.12018-0.016266i,0.096823-0.013701i,0.071319-0.019424i,0.048077-0.017912i,0.022283-0.042548i,-0.020729-0.060436i,-0.053181-0.034539i,-0.06448+0.004292i,-0.069329+0.024851i,-0.077233+0.02944i,-0.075813+0.028539i,-0.049337+0.021209i,-0.020879+0.011438i,-0.012284+0.0099888i,-0.011933+0.017816i
-0.055333-0.17598i,-0.063754-0.32907i,-0.01638-0.35833i,0.052985-0.26124i,0.052621-0.22542i,-0.042659-0.22393i,-0.10112-0.15367i,-0.067165-0.108i,-0.041855-0.11668i,-0.049459-0.087966i,-0.046364-0.027823i,-0.037261+0.011016i,-0.030728+0.03379i,-0.0075114+0.047919i,0.034154+0.047582i,0.072202+0.04197i,0.090607+0.044913i,0.087117+0.052522i,0.06902+0.047575i,0.039909+0.030642i,0.014305+0.02119i,0.0084444+0.023408i,0.015164+0.022499i
0.13935+0.13946i,0.22186+0.28529i,0.19709+0.33522i,0.079688+0.23047i,-0.0094441+0.084347i,-0.048022-0.03615i,-0.092925-0.080048i,-0.12019-0.028243i,-0.11633+0.019741i,-0.1091+0.024841i,-0.087346+0.011016i,-0.072231-0.0029108i,-0.073931+0.021591i,-0.05159+0.057676i,-0.0033092+0.05108i,0.037941+0.017646i,0.05837-0.010054i,0.0647-0.026711i,0.056343-0.032851i,0.034624-0.028515i,0.016325-0.019365i,0.011564-0.013423i,0.011828-0.012646i
-0.20355-0.075041i,-0.36899-0.16697i,-0.42524-0.20568i,-0.36297-0.096701i,-0.30132+0.10193i,-0.22716+0.26204i,-0.094184+0.2771i,0.0096622+0.19453i,0.04585+0.14996i,0.06734+0.136i,0.075429+0.10319i,0.076476+0.067643i,0.08297+0.025368i,0.058881-0.019133i,0.0046892-0.047271i,-0.042986-0.066219i,-0.065189-0.079179i,-0.063994-0.080849i,-0.050559-0.068641i,-0.02632-0.039927i,0.00078544-0.011884i,0.014896-0.0073242i,0.011283-0.015847i
0.22805-0.01804i,0.42057-0.0017586i,0.47649+0.0299i,0.34436+0.029649i,0.20456+0.0041542i,0.14765-0.016948i,0.11658-0.038856i,0.097366-0.074926i,0.09527-0.09811i,0.090569-0.083951i,0.069905-0.045605i,0.054679-0.007697i,0.06273+0.0022048i,0.066481-0.017671i,0.035618-0.039091i,-0.012702-0.037857i,-0.045317-0.016235i,-0.056636+0.0093533i,-0.054856+0.027554i,-0.044425+0.026529i,-0.033484+0.010462i,-0.029714+0.00165i,-0.025736+0.0061022i
-0.20528+0.12366i,-0.38788+0.1986i,-0.42174+0.20282i,-0.20495+0.15164i,0.080413+0.081226i,0.22155-0.012711i,0.16656-0.096629i,0.017872-0.11463i,-0.064314-0.10367i,-0.060264-0.11165i,-0.03346-0.11664i,-0.030803-0.11378i,-0.061103-0.090936i,-0.068198-0.034497i,-0.032481+0.02618i,0.006252+0.065513i,0.028732+0.07798i,0.040108+0.066603i,0.043767+0.045471i,0.037484+0.019674i,0.020534-0.005763i,0.0047008-0.014978i,-0.0017704-0.0093341i
0.14982-0.20856i,0.30482-0.3597i,0.37535-0.38607i,0.26138-0.28643i,0.065951-0.19741i,-0.087819-0.14388i,-0.15372-0.048237i,-0.13391+0.073634i,-0.10902+0.14234i,-0.10602+0.13256i,-0.094866+0.073021i,-0.078088+0.017776i,-0.070878-0.013021i,-0.082148-0.025012i,-0.085839-0.0072799i,-0.058706+0.019288i,-0.024992+0.019288i,-0.0010208-0.0013047i,0.015783-0.01765i,0.015714-0.010616i,0.0054057+0.013429i,0.0049393+0.027723i,0.0134+0.023069i
-0.072478+0.25704i,-0.15847+0.47181i,-0.21992+0.52132i,-0.17776+0.34484i,-0.11507+0.14208i,-0.10049+0.066083i,-0.053796+0.077295i,0.048557+0.089377i,0.1257+0.075823i,0.10915+0.060588i,0.03761+0.06306i,-0.004868+0.078434i,0.0043715+0.088558i,0.033737+0.066476i,0.048668+0.0074038i,0.035185-0.047004i,0.0033699-0.061597i,-0.028933-0.047471i,-0.048408-0.03317i,-0.045125-0.020705i,-0.026105-0.0096717i,-0.014889-0.007971i,-0.014102-0.0084904i
-0.056042-0.28887i,-0.073481-0.5455i,-0.071419-0.6359i,-0.10147-0.43852i,-0.12599-0.14634i,-0.060474+0.028246i,0.034042+0.032918i,0.080336-0.06562i,0.088216-0.13369i,0.088817-0.10571i,0.079973-0.030924i,0.058168+0.023505i,0.033287+0.053668i,0.030047+0.079617i,0.050276+0.080928i,0.060128+0.056471i,0.05583+0.046035i,0.046654+0.054869i,0.031505+0.060389i,0.023542+0.046323i,0.023497+0.0189i,0.022636+0.000668i,0.020007-0.0066062i
0.16407+0.25675i,0.29222+0.5008i,0.32323+0.58928i,0.25766+0.39113i,0.19202+0.12183i,0.15061-0.015964i,0.093177-0.065027i,-0.010032-0.083744i,-0.11023-0.080615i,-0.1293-0.064652i,-0.076431-0.050407i,-0.02363-0.046506i,0.0018681-0.052355i,-0.0031474-0.061987i,-0.036998-0.05163i,-0.056855-0.016378i,-0.029207+0.0055112i,0.023234+0.00061179i,0.053525-0.0091212i,0.036187-0.015737i,-0.0026631-0.012754i,-0.025405+0.0014599i,-0.026802+0.012672i
-0.26566-0.18223i,-0.5018-0.35435i,-0.57351-0.39145i,-0.39679-0.19161i,-0.17235+0.013646i,-0.07274+0.042714i,-0.070751+0.030768i,-0.068013+0.071307i,-0.034265+0.10707i,-0.0083967+0.081344i,-0.0051607+0.019923i,0.00022113-0.020444i,0.018332-0.036524i,0.029536-0.056039i,0.016256-0.072767i,-0.0077664-0.077806i,-0.028374-0.089421i,-0.041177-0.10529i,-0.037424-0.1024i,-0.021258-0.069582i,-0.0023357-0.031253i,0.0084294-0.021118i,0.004102-0.025902i
0.33759+0.065332i,0.64147+0.13486i,0.7287+0.15659i,0.47582+0.08277i,0.15814+0.0165i,0.0079451+0.012385i,-0.0084206+0.00086769i,0.022171-0.00533i,0.055248+0.012711i,0.057916+0.041503i,0.037179+0.064258i,0.018505+0.061131i,-0.0043482+0.040706i,-0.024917+0.038921i,-0.015647+0.055341i,0.0036771+0.055189i,-0.012202+0.042798i,-0.058464+0.03992i,-0.089885+0.046433i,-0.072331+0.052309i,-0.025927+0.049941i,0.0081045+0.046442i,0.020958+0.04323i
-0.34523+0.072734i,-0.65712+0.13141i,-0.72113+0.14909i,-0.41245+0.11688i,-0.064288+0.070125i,0.072389+0.044053i,0.07491+0.031101i,0.034467-0.019823i,-0.021084-0.073512i,-0.047816-0.0792i,-0.046676-0.051819i,-0.049978-0.025804i,-0.059171-0.0070124i,-0.055448+0.016134i,-0.034725+0.033364i,-0.014114+0.046206i,0.0031674+0.077845i,0.027862+0.11591i,0.04645+0.11602i,0.036958+0.060667i,0.0020484-0.0032704i,-0.030862-0.024614i,-0.038126-0.01634i
0.30488-0.19139i,0.58699-0.37555i,0.65665-0.43456i,0.402-0.32174i,0.13224-0.19347i,0.034765-0.14106i,-0.0079683-0.10827i,-0.035399-0.033374i,-0.015445+0.027828i,0.015853+0.020328i,0.029023-0.021521i,0.025725-0.044822i,0.017986-0.039119i,0.01847-0.02632i,0.016704-0.024629i,0.011986-0.026652i,0.031652-0.027235i,0.079744-0.034077i,0.11171-0.042358i,0.090648-0.03664i,0.050102-0.021411i,0.036517-0.017323i,0.03446-0.023699i
-0.22213+0.31062i,-0.43147+0.58617i,-0.49825+0.63494i,-0.34014+0.36054i,-0.17855+0.067731i,-0.13516-0.035959i,-0.087156-0.017893i,-0.0012734+0.013761i,0.056858+0.035645i,0.059147+0.060808i,0.037023+0.081588i,0.029714+0.084637i,0.035046+0.065553i,0.033199+0.02692i,0.019824-0.01416i,0.0045031-0.046665i,-0.0049288-0.08513i,-0.02197-0.13303i,-0.052086-0.14327i,-0.064418-0.081366i,-0.048047+0.0042523i,-0.028375+0.049438i,-0.02068+0.054101i
0.10398-0.38305i,0.20795-0.74378i,0.25474-0.83131i,0.17203-0.49986i,0.049449-0.11135i,-0.025191+0.072482i,-0.06007+0.091966i,-0.063131+0.020031i,-0.068866-0.056434i,-0.067089-0.063799i,-0.044612-0.040564i,-0.037466-0.032788i,-0.044931-0.021372i,-0.033041-0.0011071i,-0.0024103+0.010257i,0.016042+0.01272i,-0.0050363+0.013417i,-0.057367+0.022666i,-0.086513+0.035684i,-0.054808+0.024287i,-0.0070532-0.013287i,0.0013159-0.040586i,-0.0051325-0.035289i
0.043234+0.41127i,0.073274+0.83787i,0.050993+1.0235i,0.0080331+0.77977i,0.02041+0.44053i,0.089371+0.24242i,0.11595+0.11161i,0.027846+0.033512i,-0.053401+0.020422i,-0.041363+1.8522e-05i,-0.0015598-0.038295i,0.014424-0.050704i,0.013679-0.03508i,0.0013134-0.015333i,-0.022183+0.0019428i,-0.04438+0.02163i,-0.053481+0.053673i,-0.035411+0.099869i,0.0057955+0.12486i,0.034717+0.090468i,0.041179+0.035718i,0.045479+0.016088i,0.048695+0.012222i
-0.21683-0.39712i,-0.44093-0.81073i,-0.53915-1.0005i,-0.39854-0.74021i,-0.17617-0.3661i,-0.031534-0.18252i,0.016997-0.085223i,0.047657+0.029041i,0.078328+0.099636i,0.056465+0.089443i,-0.0085795+0.056069i,-0.041111+0.042845i,-0.031877+0.026436i,-0.028887-0.0043329i,-0.038251-0.033355i,-0.043602-0.050259i,-0.026115-0.050163i,0.017662-0.047552i,0.043836-0.056155i,0.011646-0.055621i,-0.048399-0.029639i,-0.070806-0.0038144i,-0.057268-0.0036223i
0.36905+0.29261i,0.79506+0.5963i,1.0467+0.71386i,0.85281+0.44601i,0.42497+0.078533i,0.096653-0.07648i,-0.015028-0.074705i,0.02551-0.050545i,0.081151-0.054493i,0.065796-0.055176i,0.025478-0.027604i,0.0098868-0.013162i,0.0028447-0.024249i,-0.002657-0.021793i,-0.0016695+0.0071246i,0.0069787+0.040096i,0.022704+0.043622i,0.025203+0.0063436i,0.0054482-0.031137i,-0.0024217-0.027715i,0.018558-0.0098005i,0.03173-0.015346i,0.018031-0.017682i
-0.47439-0.11881i,-1.0181-0.20809i,-1.3064-0.17982i,-0.97011-0.01713i,-0.39649+0.094205i,-0.09689+0.085771i,-0.039187+0.058446i,-0.028695+0.013413i,-0.02728-0.024153i,-0.0086116-0.0029216i,0.023611+0.021113i,0.010399+0.02109i,-0.02918+0.04221i,-0.035147+0.065396i,-0.017308+0.062381i,-0.0045684+0.053681i,-0.004969+0.052318i,-0.017412+0.062125i,-0.027199+0.078753i,-0.017588+0.083277i,0.0039348+0.07146i,0.0075001+0.0593i,0.0026833+0.052245i
0.50046-0.084794i,1.0424-0.26985i,1.2886-0.48196i,0.89243-0.48672i,0.35651-0.23245i,0.18626-0.0088549i,0.17511-0.0023041i,0.087119-0.043551i,-0.011989-0.030351i,-0.061559-0.019928i,-0.071412-0.022577i,-0.057945-0.015768i,-0.039193-0.00066516i,-0.01718+0.012856i,0.021601+0.012664i,0.060902-0.010657i,0.075705-0.039375i,0.068514-0.047698i,0.056339-0.038519i,0.036122-0.040353i,-0.0011918-0.058123i,-0.023157-0.057528i,-0.011737-0.041655i
-0.41319+0.28457i,-0.81604+0.69881i,-0.94222+1.0251i,-0.60809+0.86673i,-0.25197+0.38028i,-0.14154+0.059527i,-0.070853-0.010796i,0.018621-0.048762i,0.064134-0.087798i,0.070259-0.078846i,0.047897-0.019583i,0.050549+0.052391i,0.086047+0.074455i,0.09338+0.049659i,0.057852+0.01261i,0.010803-0.013106i,-0.012782-0.022135i,-0.0021757-0.033655i,0.01477-0.048622i,0.016139-0.043091i,0.017663-0.013747i,0.028076+0.0029664i,0.020618-0.0060605i
0.23763-0.41819i,0.38843-0.94915i,0.29146-1.2889i,0.0014933-1.008i,-0.13429-0.45449i,-0.11938-0.18529i,-0.15878-0.12521i,-0.17884-0.04049i,-0.1337+0.0465i,-0.080898+0.10699i,-0.028255+0.11063i,-0.0089664+0.058286i,-0.020205+0.022286i,-0.01412+0.00019735i,-0.0082187-0.030199i,-0.031273-0.044154i,-0.066289-0.032233i,-0.091636-0.0055662i,-0.090887+0.02162i,-0.058464+0.036636i,-0.022557+0.033906i,-0.015336+0.020589i,-0.021366+0.015389i
-0.053503+0.44595i,0.0532+0.95587i,0.32279+1.2095i,0.49212+0.87591i,0.36121+0.39647i,0.16573+0.21381i,0.086629+0.15349i,0.0084959+0.070456i,-0.071713+0.021026i,-0.070718-0.027164i,-0.02018-0.085967i,0.019049-0.12283i,0.025353-0.14057i,-0.0032155-0.1284i,-0.033293-0.070478i,-0.024341-0.0071681i,0.0082084+0.015485i,0.030974+0.0091064i,0.038476+0.0028329i,0.031484-0.0039329i,0.014493-0.013298i,0.0020457-0.0043315i,0.0043449+0.017137i
-0.10705-0.39688i,-0.38647-0.75246i,-0.69749-0.79422i,-0.64604-0.39101i,-0.24539-0.053457i,0.030052-0.047177i,0.056003-0.077525i,0.074572-0.032277i,0.15196-0.018408i,0.17405-0.045328i,0.10018-0.05076i,0.029542-0.0185i,0.010912-0.0017495i,-0.0099753-0.0084091i,-0.034667-0.013356i,-0.039287-0.014105i,-0.023609-0.011022i,0.015433-0.014668i,0.045773-0.038322i,0.01936-0.062522i,-0.036247-0.050516i,-0.05142-0.016766i,-0.02702-0.0065325i
0.21513+0.28214i,0.55694+0.45449i,0.81279+0.33912i,0.62037+0.0099373i,0.18191-0.1258i,-0.029928-0.064769i,-0.0459-0.051199i,-0.079597-0.039432i,-0.12741+0.010132i,-0.1573+0.04764i,-0.1432+0.061341i,-0.11098+0.03667i,-0.11597+0.02074i,-0.099709+0.048536i,-0.039232+0.062725i,-0.0068376+0.034098i,-0.026576+0.006147i,-0.068313-0.0023737i,-0.091403+0.0020902i,-0.06126+0.020343i,-0.00036916+0.027554i,0.032068+0.0058828i,0.021944-0.015941i
-0.26312-0.1836i,-0.57177-0.21891i,-0.72047-0.049212i,-0.49132+0.12743i,-0.20533+0.092173i,-0.17112+0.064979i,-0.16794+0.15679i,-0.070456+0.15161i,-0.026624+0.057421i,-0.020901+0.018035i,0.0010609+0.015573i,-0.001019+0.0066918i,-0.02006+0.0031929i,-0.025876+0.004015i,-0.01949+0.0058549i,-0.0078924+0.01874i,0.0053844+0.033319i,0.0028814+0.038711i,-0.015396+0.049554i,-0.015151+0.064404i,0.0040758+0.061546i,0.0052803+0.042725i,-0.011492+0.030505i
0.24809+0.090471i,0.4849+0.04192i,0.52459-0.13803i,0.29838-0.21603i,0.14397-0.071238i,0.20128+0.058134i,0.23338+0.069073i,0.20561+0.091131i,0.22597+0.14014i,0.23028+0.13074i,0.14864+0.072712i,0.062288+0.049389i,0.058237+0.059642i,0.085999+0.043363i,0.074803+0.011515i,0.041815+0.0030441i,0.028119+0.0098307i,0.044679+0.01012i,0.062406-0.0093427i,0.046114-0.041715i,0.014871-0.053443i,0.008043-0.032904i,0.023379-0.010126i
-0.24722-0.038193i,-0.42851+0.035429i,-0.40244+0.18643i,-0.15726+0.22777i,0.02696+0.098174i,0.068901-0.042344i,0.05725-0.13235i,-0.029222-0.17064i,-0.1315-0.14075i,-0.15452-0.064928i,-0.099972+0.020467i,-0.034782+0.068919i,-0.023287+0.085433i,-0.028818+0.092953i,-0.013743+0.06952i,-0.0027361+0.021442i,-0.010402-0.017997i,-0.027514-0.036855i,-0.040967-0.033657i,-0.050279-0.01016i,-0.050981+0.019775i,-0.031237+0.034267i,-0.0037533+0.024847i
0.24157-0.0088245i,0.39476-0.075899i,0.34117-0.14967i,0.11294-0.11459i,-0.040099-0.040221i,-0.10113-0.066707i,-0.1432-0.097711i,-0.1025-0.07471i,-0.049517-0.098376i,-0.072245-0.13006i,-0.087632-0.092013i,-0.062835-0.048416i,-0.045932-0.038705i,-0.042294-0.029745i,-0.0314-0.0069902i,-0.019917+0.018009i,-0.017888+0.042366i,-0.023948+0.06825i,-0.031954+0.091078i,-0.026116+0.082158i,-0.0099209+0.03207i,-0.0045576-0.01928i,-0.011167-0.040722i
-0.23032+0.038737i,-0.38652+0.1328i,-0.35698+0.20772i,-0.16838+0.19538i,-0.056578+0.17932i,-0.035839+0.24895i,0.0068339+0.28242i,0.040394+0.21679i,0.067864+0.16636i,0.12207+0.11834i,0.12523+0.028813i,0.071863-0.01754i,0.045275-0.015486i,0.02024-0.027854i,-0.029219-0.041742i,-0.057078-0.028959i,-0.034942-0.0014709i,0.026416+0.02923i,0.083993+0.045214i,0.09543+0.035384i,0.062567+0.020079i,0.021218+0.018322i,-0.00024356+0.025375i
0.23803-0.11822i,0.38859-0.25451i,0.36918-0.33686i,0.18331-0.27528i,0.053597-0.17623i,0.065712-0.15567i,0.13564-0.18939i,0.20306-0.24476i,0.23196-0.28039i,0.17198-0.22378i,0.066771-0.10992i,0.0074658-0.045538i,-0.010609-0.050385i,-0.0081063-0.067072i,0.0038784-0.077304i,0.0027942-0.086378i,0.0031406-0.096673i,0.022072-0.13118i,0.025603-0.17396i,-0.0086848-0.16214i,-0.041039-0.093398i,-0.040994-0.028287i,-0.030174+0.0031035i
-0.20719+0.17878i,-0.32856+0.36246i,-0.2996+0.44116i,-0.14792+0.28719i,-0.069965+0.050863i,-0.093744-0.077895i,-0.12233-0.074242i,-0.12861+0.052886i,-0.13611+0.20048i,-0.13232+0.23174i,-0.075995+0.14882i,-0.019107+0.033662i,-0.025301-0.014474i,-0.036385+0.023394i,-0.010355+0.063352i,0.0036974+0.045933i,-0.027674-0.0045236i,-0.081734-0.038577i,-0.099277-0.033451i,-0.0452-0.010899i,0.028063-0.0060306i,0.050236-0.023094i,0.02648-0.033282i
0.15324-0.22031i,0.22044-0.45715i,0.17871-0.58262i,0.078721-0.46994i,0.041032-0.28363i,-0.010853-0.16411i,-0.15653-0.088783i,-0.31727-0.052135i,-0.39781-0.024711i,-0.31421+0.0092987i,-0.13216+0.013782i,-0.025847+0.012543i,-0.010533+0.031043i,-0.027767+0.020082i,-0.038783-0.018367i,-0.0074222-0.039174i,0.038987-0.029141i,0.054265+0.015244i,0.049404+0.074521i,0.041357+0.10014i,0.023923+0.077956i,0.0016285+0.041163i,-0.0079216+0.019419i
-0.055442+0.25921i,-0.0523+0.50899i,0.028217+0.61949i,0.091929+0.51344i,0.10194+0.42039i,0.21343+0.42932i,0.42145+0.31505i,0.53179+0.011842i,0.49409-0.25067i,0.32991-0.2932i,0.10811-0.15872i,-0.013508-0.012477i,-0.0034496+0.024295i,0.041975+0.012701i,0.062269+0.044784i,0.053279+0.1205i,0.042231+0.18321i,0.052626+0.17659i,0.063375+0.1063i,0.036778+0.027838i,-0.0038854-0.011081i,-0.0053642-0.013385i,0.020487-0.016546i
-0.010403-0.26905i,-0.093997-0.48418i,-0.20547-0.50939i,-0.17966-0.27619i,-0.021222-0.090594i,0.014979-0.13672i,-0.17067-0.1486i,-0.34817+0.0665i,-0.29074+0.26447i,-0.07674+0.21891i,0.048406+0.042022i,0.024257-0.057571i,-0.016355-0.023272i,-0.028088+0.018526i,-0.065167-0.013657i,-0.13534-0.071213i,-0.17429-0.11373i,-0.1448-0.14161i,-0.10248-0.13033i,-0.089482-0.06116i,-0.078921+0.016752i,-0.054861+0.055892i,-0.020767+0.061957i
0.075019+0.23801i,0.20597+0.42617i,0.29745+0.43672i,0.14416+0.23902i,-0.21217+0.053202i,-0.46096+0.0028926i,-0.3919+0.02105i,-0.086572-0.014348i,0.10954-0.10555i,0.016608-0.096486i,-0.095105-0.0012049i,-0.082905+0.011379i,-0.07948-0.043962i,-0.084927-0.05847i,-0.05078-0.043566i,-0.013761-0.036921i,-0.0021701-0.043556i,-0.024115-0.033688i,-0.060892+8.6138e-05i,-0.071897+0.0088973i,-0.056039-0.015518i,-0.044344-0.033726i,-0.045333-0.021486i
-0.12005-0.19874i,-0.28776-0.31737i,-0.39501-0.26301i,-0.28523-0.040413i,-0.047672+0.13788i,0.1191+0.15679i,0.082924+0.059126i,-0.11947+0.062889i,-0.14817+0.24855i,0.052919+0.30438i,0.12214+0.16284i,0.01887+0.09384i,-0.040094+0.14042i,-0.025894+0.14113i,-0.017286+0.036582i,-0.039785-0.090829i,-0.052037-0.14174i,-0.026089-0.11378i,0.015314-0.073728i,0.044904-0.073341i,0.035703-0.082807i,0.0029772-0.039956i,0.00062536+0.0047573i
0.22087+0.17195i,0.4154+0.20162i,0.48834+0.044043i,0.31787-0.19614i,0.12427-0.28775i,0.16773-0.24186i,0.35515-0.26384i,0.41056-0.41338i,0.20119-0.52009i,-0.082607-0.397i,-0.18772-0.17676i,-0.16317-0.088289i,-0.16429-0.10316i,-0.17696-0.070661i,-0.13762+0.0097649i,-0.058882+0.061923i,0.015435+0.073041i,0.044601+0.019509i,0.010094-0.069803i,-0.041606-0.085822i,-0.049959-0.032456i,-0.030117-0.0013237i,-0.024805+0.0070376i
-1.0453+8.9143i,-0.12473+9.0287i,3.7523+9.111i,6.0374+5.2941i,5.1699+0.92253i,2.4586-1.355i,0.1744-1.0797i,-0.5498+0.13244i,0.12013+1.0629i,1.3374+0.84864i,1.7017-0.42865i,1.0768-1.573i,0.1738-1.9766i,-0.58821-1.6909i,-0.88894-1.1629i,-0.85302-0.78048i,-0.73316-0.4939i,-0.48013-0.18928i,-0.061595-0.058466i,0.34103-0.2218i,0.58635-0.49616i,0.58942-0.67219i,0.38113-0.64i
0.26679+0.072923i,0.46014+0.022608i,0.49485-0.12424i,0.31814-0.1966i,0.20174-0.068451i,0.29251+0.10732i,0.39268+0.091036i,0.3014-0.096927i,0.082269-0.19467i,-0.027691-0.10146i,0.005017-0.0035489i,0.0136+0.014585i,-0.029925+0.045422i,-0.05549+0.093133i,-0.042214+0.10895i,0.017142+0.1048i,0.085801+0.09636i,0.11632+0.055102i,0.10583-0.0055228i,0.068709-0.028268i,0.031874-0.021747i,0.013762-0.025627i,0.010562-0.03247i
-0.20851-0.027597i,-0.38197+0.0079059i,-0.40155+0.056881i,-0.20127-0.019317i,0.033629-0.20319i,0.19802-0.25165i,0.33642-0.14622i,0.39046-0.072706i,0.31878-0.026299i,0.20559+0.061019i,0.10246+0.13494i,0.014429+0.17186i,-0.017859+0.17848i,-0.00039994+0.16516i,0.025259+0.15838i,0.060097+0.15765i,0.11109+0.13648i,0.14563+0.063275i,0.1284-0.036476i,0.07381-0.073625i,0.021582-0.037049i,-0.0081302+0.0039499i,-0.015627+0.015889i
0.21247-0.016944i,0.3655-0.091516i,0.38421-0.18028i,0.25581-0.20319i,0.14892-0.21441i,0.068285-0.29384i,-0.078093-0.34959i,-0.27375-0.34816i,-0.43278-0.30009i,-0.39161-0.15021i,-0.14971+0.027001i,0.072751+0.093115i,0.15058+0.071637i,0.14688+0.023053i,0.12743-0.023597i,0.11809-0.036598i,0.088408-0.021817i,-0.0018856+0.0080234i,-0.085531+0.037998i,-0.08146+0.041257i,-0.030611+0.030253i,-0.0025975+0.025892i,-0.0054845+0.017633i
-0.20346+0.074933i,-0.31913+0.19592i,-0.23716+0.31126i,0.044111+0.28432i,0.25897+0.17424i,0.24821+0.15656i,0.13643+0.23957i,0.10175+0.35699i,0.15339+0.40342i,0.1874+0.26512i,0.13813+0.045852i,0.038274-0.073674i,-0.025-0.07809i,-0.04012-0.052249i,-0.021615-0.037562i,0.046032-0.031894i,0.12441-0.036876i,0.14605-0.031911i,0.12773-0.013364i,0.10335-0.0038692i,0.0793+0.0062031i,0.064277+0.019006i,0.041383+0.02281i
0.19554-0.10807i,0.31067-0.25501i,0.30888-0.37095i,0.2478-0.34188i,0.28629-0.26551i,0.32878-0.27418i,0.24257-0.28992i,0.1349-0.30084i,0.08835-0.37414i,0.026578-0.37399i,-0.024109-0.18542i,0.034146+0.035545i,0.12028+0.10938i,0.1199+0.08686i,0.075705+0.062413i,0.058686+0.008417i,0.040438-0.074632i,0.0071116-0.13222i,-0.013487-0.13345i,-0.02032-0.083258i,-0.020467-0.022997i,-0.016103+0.01564i,-0.010414+0.040069i
