-0.00022369+0.0020454i,0.00061002+0.00086312i,-0.00032542-0.00063119i,-0.0010058-0.00077186i,-0.0012375+0.00012188i,-0.00095931+0.00082544i,-0.00073094+0.00082131i,-0.00047715+0.00066159i,0.00055199+0.0011882i,0.0017621+0.0010843i,0.0017002-0.00058905i,0.00091447-0.00071779i,-0.00023997-0.00024394i,-0.00019225-0.0005474i,-6.9968e-06+0.00013855i,-0.00039013+0.00069915i,0.0001603-2.9334e-05i,0.00011262-0.00011062i,-0.00068764-0.00057611i,-0.00087714-0.001386i,-0.00044969-0.00062446i,0.00047315+0.00014101i,0.00075177+0.00032621i
-0.003889-0.0025571i,-0.0028275-0.0010513i,-0.0045242+0.00037064i,-0.0047748+0.0015494i,-0.0016562+0.0021517i,0.0017601+0.0019i,0.0027644+0.0023852i,0.0029491+0.0038175i,0.0027675+0.0051261i,0.0025939+0.0049939i,0.0017548+0.0035746i,0.0007011+0.0018494i,0.00057361+0.0013439i,8.5123e-05+0.0013373i,-0.00065418+0.00064585i,-0.00098453+0.00065155i,-0.001028+4.2267e-05i,-0.00025941-0.00065279i,0.00051714-0.00031506i,0.00033096-2.5274e-05i,-0.000115-0.00013723i,0.00023351+0.00047296i,0.00057318+0.00086971i
-8.9897e-05-0.00042084i,-0.00088692-0.0014129i,-0.0018498-0.0005561i,-0.0019483+0.0012347i,-0.0014803+0.0015487i,-0.00017809+0.0010945i,0.0025044-3.3078e-05i,0.0052523-0.0014117i,0.0060981-0.0018869i,0.0043855-0.001949i,0.0022574-0.001118i,0.0019035+0.00024621i,0.0011757+0.00046111i,0.00042972-0.00057768i,4.953e-05-0.00056937i,0.00021864+0.00029021i,0.00064828+0.00079671i,-0.00023924+0.00054131i,-0.00049259+0.00021659i,0.00053253-7.9219e-05i,0.00087471-0.00095209i,4.1347e-05-0.00074163i,-0.00016278+0.00032764i
0.0010154-0.00011088i,0.00078879-0.00049313i,0.0001327-0.00025969i,-0.0005218-0.00010516i,-0.001267+0.00038087i,-0.0010912-2.0927e-05i,-0.00043681-0.002593i,-0.00043188-0.0064032i,-0.00075975-0.0069885i,-0.0013168-0.0051498i,-0.000815-0.0041913i,-0.00010924-0.0031751i,0.00082353-0.0018302i,0.00152-0.00091488i,0.00094123+0.00021591i,0.00068364+0.0010813i,0.0013518+0.00081342i,0.0011874+0.00078314i,0.00010352+0.0013665i,-0.0010516+0.00049524i,-0.0012649-0.00027994i,-0.00088507+0.00020149i,-0.00030413+0.00051151i
-0.0009602+0.0022111i,-0.00029289+0.0020398i,0.00010546+0.0016269i,0.0011056+0.00080352i,0.0017992+0.00067757i,0.0010223+0.00032848i,-0.0020582-0.00087784i,-0.0057985-0.0019284i,-0.0074074-0.0017205i,-0.0058943-0.0004445i,-0.0031602+0.0002805i,-0.00093764-0.00075428i,-0.00030559-0.0012926i,-0.00058891-0.00086744i,-0.00080842-0.00047734i,-0.00027295-0.00035349i,0.00027063-0.0010769i,0.00030772-0.0014968i,0.00035735-0.0015775i,6.3227e-05-0.0014363i,-0.0002054-0.00082484i,6.0231e-05-0.00066067i,-4.8051e-05-0.00040712i
-0.000506+0.00012646i,-0.0013726-0.00019063i,-0.0010181-0.00019398i,-0.00044967-0.00031892i,1.9717e-05-0.00095009i,0.00049178-0.00026173i,-0.00029379+0.002027i,-0.0024851+0.0053667i,-0.0034998+0.007643i,-0.0016345+0.0066492i,-0.00055177+0.0040281i,-0.0013655+0.0021355i,-0.0011735+0.00019674i,-2.0538e-05-0.0011958i,0.00022686-0.00085266i,-0.00074087-0.001165i,-0.00062687-0.0018148i,0.00042622-0.0012234i,0.00073902-0.0005461i,0.00080155-0.00049224i,0.0008135-0.00015352i,0.00051278+0.0004302i,0.00012806+0.00043374i
-0.00089382+0.00049665i,-0.0010859+0.00050983i,-0.002419+0.0010329i,-0.0026477+0.0012427i,-0.00098297+0.0010065i,0.00051436+0.0015046i,0.0022051+0.0025594i,0.0045679+0.0040478i,0.0059095+0.0046657i,0.0057242+0.0030857i,0.004223+0.0016258i,0.0026691+0.0010724i,0.0012325+0.00030134i,1.285e-05+0.00055199i,-0.00050489+0.00058202i,-0.00094242+0.00012242i,-0.00095628+0.00048955i,-0.00026809+0.0011726i,2.4795e-06+0.00071166i,-0.00025446-0.00037721i,-0.0002848-0.00026949i,-0.0002692-0.0004686i,-0.00028319-0.0012832i
-0.0025098-0.0011291i,-0.002155-0.00040816i,-0.0021977+0.0011992i,-0.0020419+0.0012422i,-0.001616+0.0015479i,0.00027338+0.00065176i,0.0033221-0.0020227i,0.0059217-0.0045618i,0.006425-0.0058795i,0.0048083-0.0050961i,0.0030661-0.0028i,0.0028417-0.00048031i,0.0027273-0.00010323i,0.0014869-0.00065099i,-0.00013291-0.00035758i,-0.0006424+0.00062103i,-0.00047494+0.00068154i,8.7033e-05-0.00027193i,0.00075734-0.0011525i,0.0004409-0.00034302i,-0.00077856+0.0010505i,-0.0001921+0.00043548i,0.0009449-0.00037227i
-0.00065877+0.00069771i,-0.00097144+0.0010996i,-0.0021294+0.0015526i,-0.0021081+0.0012742i,-0.00036279+8.2048e-05i,0.00061199-0.0010523i,-0.00050822-0.0035313i,-0.0026037-0.0075758i,-0.0041241-0.008749i,-0.0042784-0.0067034i,-0.0031369-0.0039329i,-0.00075387-0.0021982i,0.0011362-0.0012407i,0.001507-0.00041925i,0.0012833+4.738e-05i,0.00062341+2.9464e-05i,0.00040519-0.00075317i,0.00076153-0.0010126i,0.001097-0.00064955i,0.001209-0.0011564i,9.3009e-05-0.0012328i,-0.00086495-0.00056052i,-0.00025472-0.00037435i
0.00085135+0.001012i,0.00075422+0.0014347i,6.035e-05+0.0014978i,0.00025413+0.00020548i,0.001007-0.0010865i,0.00035571-0.0012087i,-0.0028085-0.0017113i,-0.0069821-0.0010281i,-0.0097422+0.00074957i,-0.0089183+0.0017808i,-0.0050589+0.0013331i,-0.00184+0.00018738i,-0.0016267-0.00021655i,-0.0016516-0.00016522i,-0.00039686-1.9117e-05i,0.00020758-0.00019342i,9.2342e-05-0.00028194i,0.00024313-0.00018181i,0.0005389+0.00029359i,7.8603e-05+0.00017828i,-0.00068148-0.00054423i,-0.00089589-0.00073081i,-0.00028286-0.00036842i
-0.0012521+0.0023048i,-0.00042874+0.00026292i,7.5862e-05-0.00082603i,-0.00076335-0.0011032i,-0.0015379-0.0013341i,-0.0018029-0.00085893i,-0.001543+0.0029568i,-0.0014102+0.0078375i,-0.001432+0.010481i,-9.6946e-05+0.0090229i,0.0010646+0.004817i,0.00061055+0.0014242i,0.00022113-0.00011091i,0.00023036-0.00058591i,8.8483e-05-0.00071501i,-0.00025399-0.0011893i,-0.0002226-0.00071061i,-0.0002662-0.00015603i,-0.00040287-0.00078138i,-0.00019759-0.00027663i,0.00028514+0.00025439i,0.00048469+1.3789e-06i,9.5396e-05-0.00010758i
-0.0016954-0.0010473i,-0.0020409-0.00049491i,-0.0025019+0.0011651i,-0.0022022+0.0018679i,-0.0014891+0.0021176i,-0.00058518+0.0026751i,0.0032022+0.0034496i,0.0076425+0.0042018i,0.0092254+0.0043991i,0.0079053+0.0033767i,0.0056989+0.0023946i,0.0032306+0.0017936i,0.0010352+0.0019563i,0.0005833+0.0014579i,0.00041756+0.00037899i,0.00021993+0.00053454i,-0.00013928+0.0011688i,-0.00074938+0.00092566i,-0.00014553+0.00037184i,0.00018077+0.00032974i,0.00036058+0.00047127i,0.00099875+0.00013196i,0.00093106-0.0005742i
-0.0011402-0.00063472i,-0.0019541-0.00020547i,-0.0037648-0.00024348i,-0.0034277+0.00065527i,-0.0016755+0.0023598i,0.00067367+0.0019743i,0.0042807-0.00090757i,0.006855-0.0047678i,0.0065145-0.0074933i,0.0047555-0.0072288i,0.0026551-0.0049443i,0.00088002-0.0022437i,0.00055231-0.00058018i,0.00071978-0.00018948i,2.2478e-05+0.00013281i,-0.0012582-0.00018606i,-0.00071516+8.2263e-05i,0.00051778+7.9967e-05i,0.00074528-0.0008663i,0.00084101-0.00036078i,0.00055879+0.00050391i,-0.00018173-0.00015052i,-0.00070631-0.00045961i
0.00078183-0.0012276i,0.00049762-0.00041386i,0.00011115-0.00015732i,8.9156e-06-0.00091168i,0.0013185-0.0015272i,0.0018669-0.0029317i,0.00039485-0.0056856i,-0.0030856-0.0085104i,-0.0053128-0.009294i,-0.0049891-0.0068649i,-0.0040595-0.0041009i,-0.0027014-0.0021908i,-0.00050132-0.00048757i,0.000763-5.3476e-05i,0.0015823-0.00038996i,0.001589-0.0010814i,0.0006069-0.00083704i,0.00026661-0.00043766i,0.00058942+2.5203e-05i,0.00011774+8.385e-05i,-0.00040573-0.00090326i,-7.187e-05-0.00053502i,4.1421e-05+9.0169e-05i
-0.00038801-0.0014297i,-0.00060259-0.00067041i,-0.0010083-4.0137e-05i,-0.00114-0.00043657i,-0.0012507-0.0016751i,-0.0017491-0.0022641i,-0.0042568-0.00129i,-0.0088012+0.0006891i,-0.011149+0.0029783i,-0.0084752+0.0043281i,-0.0044485+0.0037352i,-0.0025949+0.0018017i,-0.0018241+2.519e-05i,-0.00042982-0.00042983i,0.00043695-0.00020637i,2.548e-05-0.00039959i,-0.00055039-0.00046534i,-0.00066245-0.00023369i,-0.0001223-0.00042226i,-0.00027594-0.00025155i,-0.0012967+3.2198e-05i,-0.00096795+0.00042131i,-0.00015969+0.00086361i
0.00084942+0.00098581i,0.00014755-4.531e-05i,-0.00073004-0.00074462i,-0.0020012-0.00051957i,-0.0034481+0.00013697i,-0.0040954+0.0016621i,-0.0037335+0.0048875i,-0.0025816+0.0094683i,-0.00052895+0.012013i,0.0013603+0.009573i,0.0015849+0.005012i,0.00063055+0.0021742i,-0.00078634+0.00066955i,-0.00085557+0.00010323i,-0.00012409-0.00011657i,-0.00056329-0.0003047i,-0.0011125+2.8049e-05i,-0.00055682+0.00027806i,-0.00014829+7.7183e-05i,0.00070159+8.981e-05i,0.0014566+0.00029303i,0.00038989-5.9765e-05i,4.5194e-05+8.372e-05i
-0.00080955-0.0012044i,0.00013899-0.00068467i,0.00021017+0.00043216i,-0.0010333+0.0015543i,-0.00019302+0.0026141i,0.0024946+0.0035946i,0.0060535+0.0038793i,0.010225+0.0034362i,0.011798+0.0026049i,0.0092948+0.0011816i,0.0051358+6.5282e-05i,0.0022429-0.00013621i,0.0016322+0.00063385i,0.001189+0.0012826i,0.00037285+0.0010462i,0.00050634+0.00052582i,0.00031773+0.00037302i,7.0071e-05-0.00020036i,-0.00016149-0.00017188i,-0.00056158+5.9652e-05i,-9.5283e-05-8.0485e-05i,0.00078142+2.2054e-05i,0.00095705-6.9322e-05i
-0.0031643-0.00036949i,-0.0039658+0.00015774i,-0.003739+0.00092301i,-0.0018869+0.0014449i,0.0015186+0.002125i,0.0038057+0.0015382i,0.0052725-0.0022111i,0.0066242-0.0070748i,0.0061454-0.0092204i,0.0029693-0.0085526i,0.0008739-0.0057124i,0.00014205-0.0026222i,6.4589e-05-0.0014599i,0.00031582-0.00033807i,-0.00012441+0.00068246i,-0.00034181+0.00082956i,-0.00034699+0.00039953i,-0.00020096-0.00026702i,-0.00032645-0.00023449i,2.9421e-05+5.3422e-05i,0.00027995+0.00028079i,0.00012666-8.8938e-05i,-1.8482e-05-0.001008i
-9.3443e-05-0.0014235i,0.0005023-0.00080683i,-0.00017326-0.0009342i,-0.0012667-0.001728i,6.6479e-05-0.0030746i,0.0014131-0.004575i,-0.0012209-0.0073513i,-0.0057538-0.010218i,-0.0087142-0.009659i,-0.0082641-0.0062374i,-0.0051223-0.0032398i,-0.0018844-0.0014659i,-1.1092e-06-0.0013074i,0.00063822-0.0015429i,0.0002688-0.0012893i,9.5349e-06-0.00076821i,0.00022509-0.00087347i,0.0012388-0.0002873i,0.00097393+0.00031381i,-0.00028272-5.5695e-05i,-0.00064087-0.00027318i,-0.00057127-8.1043e-06i,-0.00092424+0.00026087i
9.0024e-05+0.00057996i,0.00035516+0.00025971i,-0.0010433+0.00047964i,-0.002108-0.00045784i,-0.0023204-0.0021068i,-0.0038632-0.003212i,-0.007055-0.0011924i,-0.01032+0.0026845i,-0.010848+0.0052422i,-0.0084085+0.0060616i,-0.0056573+0.0043326i,-0.0033478+0.0021212i,-0.00075373+0.0010806i,0.00077417+0.00041404i,0.00083549+0.00087399i,0.0010284+0.0010923i,0.0011144-0.00018208i,0.00046283-0.00067298i,-0.000368-0.00012643i,-0.00097868-0.00014021i,-0.00043472+0.00011481i,-0.00021046+0.00082097i,-0.00060751+0.00073141i
0.0024628-0.0002599i,0.0011249-0.00064816i,-0.00063234-0.00048156i,-0.0023887+0.00058781i,-0.0041315+0.0013083i,-0.0054427+0.002045i,-0.0035415+0.0052641i,0.00013086+0.0096556i,0.002956+0.011251i,0.0038947+0.0091362i,0.0023223+0.0056421i,0.00034025+0.0031121i,-0.00083548+0.0017982i,-0.0015771+0.00051972i,-0.0013167-0.0003644i,-0.00064133-0.00048172i,-0.00042955-0.0006307i,5.3769e-05-0.00051073i,0.00028086-0.00013974i,0.00014834-0.00029835i,0.00031556-0.00038866i,-0.00024424+0.00028733i,-2.9767e-05+0.00089666i
-0.0018876-0.0015367i,-0.0017215-0.0011593i,-0.0026699-0.00024674i,-0.0022179+0.0024826i,-0.00019752+0.0056132i,0.0022454+0.0064958i,0.0055988+0.0048806i,0.0094645+0.0023811i,0.011019+0.00012873i,0.0094068-0.0010125i,0.0064674-0.00075862i,0.0043391-3.567e-06i,0.0028306-0.00050272i,0.0022176-0.00022052i,0.0014841+0.00054078i,0.00047331+1.7764e-05i,0.00040994+0.00018274i,0.00024383+0.00097019i,-9.0391e-06+0.0008172i,0.00062253+0.00088483i,0.00073035+0.0012828i,4.5976e-06+0.00094144i,-0.0006127+0.00043648i
-0.0019824-0.00021287i,-0.0028883+0.00059895i,-0.0031039+0.00067934i,-0.00096999-0.00019303i,0.0019442-0.00013989i,0.0050181-0.0009134i,0.0062975-0.0044603i,0.0061933-0.0086367i,0.0042407-0.01029i,0.0010305-0.0079071i,-0.00018482-0.0042819i,0.00044314-0.0025155i,0.00076581-0.0015624i,0.00071191-0.00082175i,0.00095849+0.00015628i,0.00084759+0.00070196i,0.00065687+0.00042943i,0.00031983-8.9531e-06i,0.00014791-0.00049796i,0.00014456-0.00074554i,-0.00034673-0.00012279i,-0.00020392-0.00031826i,-0.00010281-0.0010463i
0.00013254-0.001195i,-5.6468e-05-0.0010616i,-0.00065129-0.0016718i,-0.0015583-0.0025477i,-0.00057377-0.0038366i,0.0007596-0.0050532i,-0.0011823-0.006673i,-0.0059512-0.0085202i,-0.0095747-0.0074178i,-0.0098512-0.0042249i,-0.0060092-0.0014763i,-0.0025083-0.00082709i,-0.0014742-0.0015408i,-0.00038793-0.0017029i,-0.00016419-0.0010041i,-9.8489e-05-0.00032025i,0.00032698+3.1141e-05i,0.00057983+0.0003695i,0.00034555+0.00062603i,0.00098541+0.00076522i,0.0011012+0.00065397i,0.00054595-0.000207i,0.00014733-0.00049084i
-0.00053428-0.0021686i,-0.0014249-0.0016891i,-0.0023143-0.0011805i,-0.0039271-0.0011316i,-0.0050563-0.002279i,-0.004613-0.002761i,-0.0056293-0.00041572i,-0.0078747+0.0030643i,-0.0082042+0.0073192i,-0.0065705+0.0085771i,-0.0042738+0.006004i,-0.0025815+0.0037479i,-0.0012839+0.0019053i,-4.7464e-05+0.00016712i,0.00059299-0.00025129i,0.00030355-8.2311e-05i,-0.000489+9.8499e-05i,-0.0013813+0.00036766i,-0.0012756+0.00035554i,1.6726e-05+0.0002034i,0.00041254+0.00056903i,-0.00055491+0.00066708i,-0.0007769+0.00069853i
-0.0020005+0.00019591i,-0.0021609+7.7777e-05i,-0.0035552-0.00017674i,-0.0034219+0.0015947i,-0.0032766+0.0039939i,-0.0040342+0.005378i,-0.0024015+0.0076066i,0.0011684+0.0096855i,0.0037137+0.010501i,0.0042191+0.0084841i,0.0031598+0.0050416i,0.0023387+0.002647i,0.0015334+0.001132i,-0.00037134+0.00073186i,-0.0010959+0.00049458i,-0.00028973-0.00016296i,-0.00084371-0.00032241i,-0.0013017-0.0002075i,-0.00059039-0.00062866i,-0.00034137-0.00037373i,-9.9136e-05-0.00057376i,0.00039459-0.00050176i,0.00043981+0.00090594i
-0.0014529-0.0020532i,-0.0018431-0.0014804i,-0.0020865+0.00016895i,-0.00082813+0.0017314i,0.0016341+0.0042398i,0.0039446+0.0070247i,0.0058939+0.0056279i,0.0090193+0.0021835i,0.01107-0.0015169i,0.0082618-0.002895i,0.0046265-0.0017713i,0.0022139-0.0010223i,0.00083744-0.0010267i,0.00085884+0.00016246i,0.00013156+0.0015085i,-0.00063778+0.00093375i,-0.00057907+7.6457e-05i,-9.6755e-05+0.00048173i,0.00074472+0.00088036i,0.00087447+0.00045151i,0.00040137-0.00032718i,0.00050848-0.00043872i,0.00045926-0.00026618i
-0.00015564+0.0021381i,-0.00025406+0.002653i,0.00050883+0.0017907i,0.002646-0.00048314i,0.0055887-0.0023278i,0.0073634-0.0019835i,0.0067936-0.0034737i,0.0048257-0.0076058i,0.0017768-0.0097014i,-0.0005274-0.008372i,-0.00044348-0.0058186i,0.0003246-0.0035091i,0.00023725-0.0016749i,0.00038473-0.00053241i,0.00068835+0.0003218i,0.00085015+0.00085541i,0.00056148+0.00034393i,-0.00020621+0.00016379i,-0.00011344+0.00011169i,1.6534e-05-0.00010739i,0.00013608-4.7276e-05i,0.00017643-4.2274e-05i,-0.00033564-0.00021569i
0.0016723-0.004131i,0.000238-0.0035081i,-0.0013624-0.0042581i,-0.0031293-0.005885i,-0.0036189-0.0069781i,-0.0023404-0.008063i,-0.0033768-0.0087884i,-0.0073458-0.0084813i,-0.0098706-0.0063302i,-0.0083441-0.00273i,-0.0054176-0.00049025i,-0.0029293-0.00044021i,-0.00083394-0.00011586i,-0.00017307-0.00011291i,-0.00057578-0.00054286i,-0.00052623+0.00012848i,-0.00041061+7.501e-05i,0.00015452-0.00077535i,0.00089308-0.00088537i,0.00027028-0.00061129i,-0.00025546-0.00022359i,3.7325e-05+0.00028582i,4.0385e-05-3.3988e-06i
7.1074e-05-0.0023357i,-0.00016327-0.0013008i,-0.0019611+0.00073985i,-0.005162+0.0011838i,-0.0074983+0.000991i,-0.0085858+0.00072163i,-0.0085945+0.0012347i,-0.0087698+0.0035654i,-0.0078876+0.0064326i,-0.0045722+0.0075913i,-0.0018416+0.0061755i,-0.0013828+0.00391i,-0.0011906+0.0018299i,-9.8023e-05+0.00084345i,0.00024359+0.00021587i,-0.00053682-0.00058281i,-0.00070725-0.00032957i,-0.00076653+0.00034611i,-0.00076693+0.0003718i,-0.00034175+0.00052617i,0.00015352+0.000275i,0.00050832-0.00024768i,0.00050388-0.00034303i
-0.0023438-0.0013032i,-0.0032668-0.0010868i,-0.0033444+0.00048043i,-0.00292+0.0043232i,-0.0026676+0.0079261i,-0.0025015+0.0094448i,-0.0011243+0.0095441i,0.0013547+0.0097368i,0.0046209+0.009229i,0.005529+0.006161i,0.0041864+0.0032212i,0.0024102+0.0025353i,0.00048687+0.0025508i,-0.00061651+0.001916i,-0.0010455+0.00074706i,-0.0013069+3.0611e-05i,-0.0014682-0.00034199i,-0.0018406-0.00047379i,-0.0015336+0.00047029i,-0.00093928+0.0007416i,-0.00081386-7.2046e-06i,-0.0014566-0.00065873i,-0.00072265-0.00014931i
-0.0019029+0.00046431i,-0.00036681+0.00010403i,0.00024332+0.0017018i,0.0027129+0.0032627i,0.0072663+0.0045472i,0.010101+0.0050889i,0.0096119+0.0035208i,0.0093505+0.00073186i,0.0093867-0.0024351i,0.0073295-0.0038021i,0.0045474-0.0025014i,0.003496-0.0013708i,0.0029424-0.00054943i,0.00172+0.00029586i,0.00095836-1.6037e-05i,0.00035317-0.00050414i,7.2787e-05-0.00037498i,0.00035964-0.00035542i,0.00044175+9.3528e-05i,0.00066745+0.00031264i,0.00059494+8.9265e-05i,0.00031543-0.00038987i,0.0005975-0.0009949i
-0.002024+0.00039413i,-0.0027688+0.0011028i,-0.0021533+0.00031229i,0.00017316-0.0029285i,0.0037059-0.0066165i,0.0062425-0.0077234i,0.0060091-0.0080825i,0.0038635-0.0092487i,0.00071218-0.0098288i,-0.0022722-0.007879i,-0.0023854-0.0047047i,-0.00011194-0.0030443i,0.0011354-0.0016887i,0.0012031+0.0006155i,0.0010794+0.0011812i,0.0010764+0.00077978i,0.00069154+0.00081525i,2.3772e-05+0.0004303i,-0.00037135+0.0004571i,-0.00045298+0.00064412i,-0.00014484+0.0009347i,-0.00053705+0.0013624i,-0.00050059+0.0010007i
-0.00087131-0.0010322i,-0.0002489-0.0015176i,-0.0016592-0.0019163i,-0.0045634-0.0026191i,-0.0071382-0.0046724i,-0.0066917-0.006859i,-0.0056088-0.0069057i,-0.0077872-0.006478i,-0.010393-0.0046182i,-0.0090493-0.0019101i,-0.0053343-0.00086484i,-0.0031092-0.00090154i,-0.0019969-0.0017582i,-0.0007274-0.0024835i,-0.00010936-0.0018552i,-0.00013382-0.00025559i,-0.00076032+0.00059438i,-0.0010227-4.4205e-05i,-0.001046-0.00066623i,-0.0014231-0.00057866i,-0.0010303-0.0005473i,-0.00038408-0.00064416i,-0.00010738-0.0001124i
-0.00023123-0.0029615i,-0.00051385-0.0010154i,-0.0020288+0.00075436i,-0.0053012+0.0030562i,-0.0088269+0.0058599i,-0.0094099+0.0060566i,-0.0080929+0.0052596i,-0.0072861+0.0061804i,-0.0057569+0.0082047i,-0.0027228+0.0076791i,-0.0012063+0.0048953i,-0.0017146+0.002935i,-0.0013014+0.0018315i,0.00018044+0.00053782i,0.0013776-0.001101i,0.0014748-0.0013287i,0.0015736-0.00073248i,0.001046-0.00030855i,3.765e-05-0.00028375i,-0.00013751-0.00079866i,0.00086823-0.00087625i,0.00098046-0.00056752i,0.00021317+0.0001025i
-0.0023755+0.0012779i,-0.0033073+8.4412e-05i,-0.0022448+0.0012926i,0.00086098+0.005067i,0.0033804+0.0088866i,0.0034268+0.01038i,0.0028894+0.0091708i,0.0045238+0.0081561i,0.0069527+0.0066337i,0.0067333+0.0042902i,0.0042713+0.002745i,0.0020333+0.0022591i,0.00066504+0.0018806i,-8.4823e-05+0.0010211i,-0.0004672+0.00057911i,-0.00087514+0.00079016i,-0.00099819+0.0010561i,-0.00062156+0.0015104i,-0.00064602+0.0013464i,-0.00092679+0.00066844i,-0.0012061-0.00060785i,-0.00047954-0.00067328i,-0.00028035+0.00031248i
0.0010008+0.00082156i,0.0014143+0.00077257i,0.003138+0.00049034i,0.006692-0.0022304i,0.010364-0.0033756i,0.011504-0.0011027i,0.010539-0.00018497i,0.01027-0.0027899i,0.0092324-0.0050828i,0.006236-0.0044864i,0.0033051-0.002285i,0.0026651-0.00081602i,0.0024536-0.0011895i,0.0018175-0.001703i,0.0008312-0.0017679i,-0.00081811-0.00075238i,-0.0021834-0.00046968i,-0.0017548-0.00058096i,-0.00089833-0.00019254i,-0.00073351-0.00037691i,-0.0010715-0.00013715i,-0.00071789-0.00056459i,-0.00074854-0.00052309i
0.00058101+0.0014205i,-0.0015354+0.00061571i,-0.002853-0.00049296i,-0.0030001-0.0046724i,-0.0011152-0.0093852i,0.0017769-0.010838i,0.0030188-0.0096473i,0.0017397-0.0090139i,-0.0018762-0.0081971i,-0.0040009-0.0054111i,-0.0024361-0.0034224i,-5.809e-05-0.002388i,0.00157-0.00081346i,0.0019513+0.0006437i,0.0018524+0.0011521i,0.0011631+0.0014405i,0.00029202+0.0012272i,0.00050384+8.8686e-05i,0.00060885-0.00057567i,0.00048794-0.00046361i,0.0010013-0.00084329i,0.0010088-0.00089148i,0.00048988+0.00015744i
-0.00035649-0.0030794i,-0.0009108-0.00232i,-0.0031748-0.00082006i,-0.0074465-0.00022107i,-0.012098-0.00178i,-0.012398-0.0043442i,-0.0096306-0.0059845i,-0.0086005-0.0051304i,-0.0083318-0.0023309i,-0.0067489-0.00017527i,-0.0044974+0.00062549i,-0.002531+0.00059051i,-0.0010814-0.00022706i,-0.00055569-0.0010415i,2.6146e-05-0.00060278i,0.00054961+0.00016364i,-0.00053819+0.00034437i,-0.0015281-3.3283e-05i,-0.0013895-6.216e-05i,-0.00064047+0.00065966i,-0.00038763+0.00085336i,-0.0010637-8.6075e-05i,-0.0011698-3.9702e-05i
-0.00015196+0.00076303i,-0.00057197+0.0016065i,-0.0010111+0.0037504i,-0.0027518+0.0076687i,-0.005263+0.012209i,-0.0065884+0.012991i,-0.0067811+0.0091583i,-0.0057407+0.0070144i,-0.002443+0.0066913i,0.00030761+0.0048537i,0.00021401+0.0033995i,-9.697e-05+0.0022848i,2.8619e-05+0.00067101i,-0.00018603-0.00052922i,8.1858e-05-0.0010224i,-8.0455e-05-0.0019866i,9.5213e-05-0.002294i,-0.00020605-0.0014978i,-0.00074442-0.00098986i,-0.00031745-0.0010537i,-0.00038772-0.00067471i,-0.00069722-0.00083278i,-6.3896e-05-0.0011031i
-0.0013177-0.0026409i,-0.0012726-0.0029452i,0.00061295-0.0010708i,0.0041239+0.003053i,0.0074893+0.0074762i,0.0083794+0.0095557i,0.006346+0.0088088i,0.0047165+0.0066595i,0.005042+0.0038494i,0.0039677+0.0018436i,0.0014363+0.0017744i,0.00017648+0.001936i,0.00072943+0.0017885i,0.00037704+0.002549i,6.1221e-05+0.0028708i,-1.367e-05+0.0013868i,0.00010346+0.00023199i,0.00048733+0.00072479i,0.00016918+0.0011909i,0.00034194+0.0010547i,0.00035662+0.00087902i,0.00034341+0.00138i,0.00024036+0.0016061i
0.0023171+0.00069696i,0.0027572-0.0004491i,0.0022224-0.0023944i,0.0036979-0.0055199i,0.0086711-0.0080047i,0.012482-0.0070428i,0.011418-0.003984i,0.0086571-0.0028461i,0.005411-0.0038365i,0.0024108-0.0041159i,0.0019977-0.0022033i,0.0021488-0.00059654i,0.0014727-0.00077535i,0.0010297-0.00040524i,0.00011167+0.00026287i,-0.00055884+0.00094379i,-0.00041798+0.00089381i,-4.208e-05+8.5436e-05i,-0.00024869+0.0004224i,-0.00065899+0.00047401i,-0.00076994+0.00010323i,-0.00097298-5.4582e-05i,-0.0010578-0.00028407i
-0.0012491+0.00048308i,-0.0025465+0.00049901i,-0.0049626-6.071e-05i,-0.0071294-0.0039771i,-0.008708-0.0098126i,-0.0064222-0.011704i,-0.0015526-0.0098917i,-0.00071704-0.0079689i,-0.0023958-0.005721i,-0.0025596-0.0032434i,-0.0013321-0.0022475i,0.00018505-0.0021261i,0.00076573-0.0020301i,0.0012501-0.0016687i,0.00088627-0.00093289i,0.00063464-0.00061171i,-3.8412e-05-0.00020146i,5.8642e-05-2.616e-05i,0.00092563-0.0009184i,0.0012874-0.00094671i,0.0010911-7.3367e-06i,0.00065332+5.7187e-05i,0.00048656+0.0005426i
0.00056193-0.0025033i,-5.4305e-05-0.0015095i,-0.0025482+0.00063762i,-0.0077026+0.0029908i,-0.013515+0.0046141i,-0.013837+0.0033576i,-0.0092619-0.00071496i,-0.0066986-0.0017i,-0.0062247+0.00064817i,-0.0041546+0.001526i,-0.0024301+0.00037902i,-0.0016219-0.00015365i,-0.0014009-5.4508e-05i,-0.0018223+1.2943e-05i,-0.0010402-0.0002209i,0.0006678+0.00037908i,0.00056008+0.00067632i,0.00010043+0.0010457i,0.00039902+0.0013459i,0.00030294+0.00050906i,0.00010153-0.00029009i,-0.00013812+0.00023089i,7.596e-06+0.00066639i
