-0.0021134+0.00069986i,-0.001303+0.00012516i,-0.0002866+0.00021929i,-0.00016883-2.1596e-05i,-0.00142+0.00013718i,-0.0019512+0.00087373i,-0.0019443+0.0019005i,-0.00098676+0.0029135i,0.00072091+0.002829i,0.0013479+0.0015552i,0.0016051+0.00011803i,0.0016698-0.0010429i,0.0015401-0.00085807i,0.0012596-1.1834e-06i,0.000934+0.00060862i,0.0010459+0.00058592i,0.00068124+0.00024969i,-0.0005038+0.00025582i,5.7046e-05+0.00045304i,0.0010696+0.00020671i,4.8349e-05-0.00026676i,0.00022289+2.8271e-05i,0.00072172+0.00057422i
0.064097+0.090804i,0.073085+0.081435i,0.049407+0.050797i,0.018974+0.027803i,0.0089648+0.013991i,0.011635+0.0049253i,0.010642+0.00017364i,0.0083192-0.0019746i,0.0065414-0.0028832i,0.0035134-0.00070573i,0.0012565+0.0031523i,0.00093434+0.0060324i,0.00050491+0.0073948i,0.00060556+0.0068433i,0.00087573+0.0047096i,0.0014276+0.0027225i,0.0017486+0.0010542i,0.0010124-0.00039257i,0.00055525-0.0010604i,0.00097153-0.00076705i,0.00074271+0.00098103i,-0.00013407+0.0026275i,-0.0010062+0.0024697i
0.11203-0.0044717i,0.11057-0.019209i,0.073155-0.016261i,0.039083-0.0019766i,0.020945-0.00010824i,0.012076-0.0081726i,0.005998-0.010495i,0.0024078-0.0091217i,0.0014215-0.006751i,0.002247-0.0034386i,0.0044372-0.00082713i,0.0072036+0.00032591i,0.0083488+0.0015661i,0.00776+0.0025395i,0.00571+0.0017249i,0.0030473+0.00011141i,0.0018555-0.0011453i,0.00078597-0.0019027i,0.0001008-0.0012536i,-2.1081e-05-0.00068356i,0.001131+1.3889e-05i,0.0021204+0.0013556i,0.0015936+0.0019654i
0.051156-0.10184i,0.0368-0.10866i,0.019646-0.075009i,0.0166-0.036902i,0.011328-0.018579i,0.00020392-0.014859i,-0.0066239-0.011151i,-0.0086327-0.0064963i,-0.007062-0.0042768i,-0.0026683-0.0040314i,0.0021646-0.0051232i,0.0049655-0.0067537i,0.005276-0.0078309i,0.0046475-0.0072094i,0.0036085-0.0051608i,0.0020571-0.0033666i,4.7438e-05-0.0019021i,-0.0010173-0.0015578i,-0.00087326-0.0017888i,-0.0011734-0.001281i,0.00029292-0.00049178i,0.0025705+0.00026298i,0.0032416+0.00064697i
-0.05898-0.098298i,-0.073964-0.087694i,-0.057753-0.054297i,-0.027145-0.0327i,-0.011895-0.019891i,-0.013271-0.008556i,-0.012636-0.00071227i,-0.0095817+0.0034828i,-0.0074135+0.0042738i,-0.0041841+0.00096032i,-0.002046-0.0038151i,-0.0022583-0.0066562i,-0.0030941-0.0075677i,-0.0027998-0.0073828i,-0.0022606-0.0049081i,-0.0019348-0.0021605i,-0.0011441-0.00052097i,-0.00095446+0.0004181i,-0.0010982+0.00053838i,-0.0006732+0.00024981i,8.2976e-05-0.00070383i,-3.79e-06-0.0022531i,0.00064173-0.0025771i
-0.11809-0.00076452i,-0.11701+0.018046i,-0.079508+0.024745i,-0.045497+0.011084i,-0.026207+0.0018848i,-0.016098+0.0059273i,-0.0082935+0.0098517i,-0.0027649+0.010894i,-0.00066876+0.0089209i,-0.0013385+0.0038795i,-0.0042262-0.00024725i,-0.0071006-0.0013536i,-0.0084489-0.00067588i,-0.0077212-0.00055908i,-0.0057256+0.0003812i,-0.0041457+0.001177i,-0.0020978+0.00033605i,0.00014135-0.00010199i,0.00082875-8.1891e-05i,0.00033321-0.00023576i,-0.0010296-0.0012354i,-0.0021389-0.0026892i,-0.0011294-0.0032448i
-0.061367+0.099544i,-0.042283+0.10899i,-0.015983+0.081203i,-0.012439+0.046146i,-0.012595+0.024542i,-0.0038654+0.01673i,0.0041557+0.010846i,0.0084552+0.0055423i,0.0089049+0.0032102i,0.0044663+0.0015818i,-0.0016952+0.0023534i,-0.0042143+0.0050201i,-0.0041751+0.0063901i,-0.0034176+0.006621i,-0.0017436+0.0053439i,-0.00047579+0.0034681i,0.00056083+0.0026632i,0.0010417+0.0020332i,0.00071106+0.00042853i,0.000231-0.00041737i,-0.00036907-0.00010323i,-0.0020013+0.00063176i,-0.002904+0.00096721i
0.053764+0.10787i,0.072486+0.094742i,0.064802+0.056276i,0.038677+0.034182i,0.019249+0.023675i,0.014669+0.011658i,0.011932+0.000938i,0.0087911-0.0049958i,0.0066927-0.006164i,0.0038184-0.0033449i,0.0019293+0.0015042i,0.0027211+0.0045617i,0.0038777+0.005406i,0.0033249+0.0054736i,0.0023811+0.0039649i,0.001945+0.0026961i,0.00077226+0.0021201i,0.00010079+0.0003545i,-0.0004897-0.00075722i,-0.00093045-0.00068783i,-0.00082464+0.00068474i,-0.0007358+0.0017217i,5.4725e-05+0.0014981i
0.12016+0.0078725i,0.1176-0.015618i,0.08017-0.031487i,0.049732-0.020687i,0.030591-0.0058584i,0.017689-0.0053757i,0.0083256-0.0088553i,0.00071899-0.0098059i,-0.002277-0.0090431i,-0.0010403-0.0046908i,0.0025738+7.0779e-05i,0.0064864+0.00060674i,0.0075665-0.00098917i,0.0060385-0.0015392i,0.0046838-0.0011476i,0.0043082-0.001293i,0.0027804-0.0015782i,0.0010279-0.0016539i,-0.00054892-0.0015692i,-0.0015201-0.00018006i,-0.00076896+0.0012776i,0.00054615+0.0023833i,0.0012217+0.0032177i
0.072662-0.097704i,0.047883-0.10626i,0.010429-0.083429i,0.0031905-0.054694i,0.0091558-0.032535i,0.00372-0.020621i,-0.0047154-0.012064i,-0.0084642-0.0049864i,-0.0084634-0.0022037i,-0.0041249-0.0016374i,0.0009126-0.0028023i,0.0025792-0.0057942i,0.00089196-0.0073204i,-0.00039448-0.0066146i,-0.00074771-0.0050885i,-0.00090704-0.0039429i,-0.00061837-0.0030423i,-0.0005225-0.0018332i,-0.00072804+8.1374e-05i,-6.0659e-05+0.0011404i,0.001208+0.0012851i,0.0020731+0.00092933i,0.0015397+0.0001484i
-0.043123-0.11579i,-0.063763-0.098041i,-0.066157-0.051798i,-0.048256-0.030018i,-0.026437-0.025085i,-0.016223-0.015345i,-0.011128-0.003598i,-0.0067662+0.0043416i,-0.0052543+0.0063896i,-0.0032519+0.0030574i,-0.0014087-0.0028689i,-0.0030158-0.0062648i,-0.0050993-0.0053423i,-0.0053493-0.0040628i,-0.0039625-0.0024733i,-0.0032849-0.00093235i,-0.0029573-0.0015958i,-0.0015429-0.0020187i,-0.00016288-0.00087022i,0.0010874-1.6619e-05i,0.0024563-0.00034599i,0.0031669-0.0012695i,0.0023451-0.0019701i
-0.12144-0.026794i,-0.11415+0.0017532i,-0.074012+0.032619i,-0.047984+0.031515i,-0.034146+0.013246i,-0.021327+0.0071674i,-0.0088151+0.0069611i,0.00091291+0.0070967i,0.0036589+0.007096i,0.0016212+0.0034463i,-0.002583-0.00010166i,-0.0066461+0.0001811i,-0.0073128+0.0027008i,-0.0054676+0.0037744i,-0.0037026+0.0027696i,-0.0030984+0.0021866i,-0.0025628+0.0021428i,-0.0023198+0.0013998i,-0.0015057+0.00020707i,-0.0003433-0.00080761i,0.00038373-0.0018943i,0.00015624-0.002985i,-0.00056077-0.0029184i
-0.085664+0.08404i,-0.054467+0.092169i,-0.0061028+0.075255i,0.0062441+0.055749i,-0.0043771+0.037632i,-0.0056458+0.0221i,0.00046564+0.0095311i,0.0049805+0.0017283i,0.0057001-0.00042377i,0.0028606-0.00054357i,-0.0014391+0.00045657i,-0.0025801+0.0033827i,-0.00083113+0.005992i,0.00030687+0.0063561i,0.00082519+0.0046347i,0.0013887+0.0038204i,0.0016215+0.0038441i,0.0011015+0.0021902i,0.0001054+0.0002956i,-0.0004257-0.00095852i,-0.0010422-0.0017298i,-0.0024383-0.0012582i,-0.0026558-0.0011894i
0.026745+0.11765i,0.046636+0.091544i,0.057835+0.036736i,0.050508+0.016851i,0.030297+0.019809i,0.015436+0.014731i,0.0073584+0.0042551i,0.00296-0.0037626i,0.002203-0.0059475i,0.00093305-0.0028276i,-0.0002444+0.0014452i,0.0023415+0.0041495i,0.0058201+0.0036968i,0.0059044+0.0017095i,0.0042914+0.0012066i,0.0042029+0.0012037i,0.004116+0.0011271i,0.0023663+0.0017793i,0.00086481+0.001577i,-0.00052166+2.7648e-05i,-0.0020696+7.9613e-05i,-0.0031096+0.0014053i,-0.0026236+0.0020194i
0.1156+0.043478i,0.10223+0.011173i,0.057752-0.029487i,0.036385-0.039047i,0.031809-0.022882i,0.021172-0.010309i,0.0062155-0.0060371i,-0.0033542-0.0044986i,-0.0035186-0.0041887i,-0.00043234-0.0025041i,0.0019233-7.6087e-06i,0.0043756-0.00032115i,0.0046006-0.0036047i,0.0026843-0.0052932i,0.0024201-0.0047247i,0.0032255-0.0044447i,0.0028807-0.0032389i,0.0015571-0.00089893i,0.0012532+6.2507e-05i,0.00096787+0.00037392i,0.00038666+0.001307i,0.00066243+0.0031481i,0.00084933+0.0033264i
0.10282-0.072171i,0.064106-0.075536i,0.0029554-0.058188i,-0.018066-0.049847i,-0.0056845-0.042216i,0.0013188-0.026031i,-0.00081663-0.0091981i,-0.0030521+0.00015995i,-0.0030864+0.0014008i,-0.00055091-0.00016407i,0.0017598-0.001895i,0.00056586-0.0046953i,-0.002501-0.0059831i,-0.0031205-0.0046976i,-0.001713-0.0029739i,-0.0010064-0.0031407i,-0.00018129-0.0041644i,0.00055219-0.0038508i,0.0004028-0.0024991i,-4.0994e-05-0.00091559i,0.0010303+0.0009795i,0.0022867+0.0020545i,0.0025735+0.0018098i
-0.0038487-0.12279i,-0.023882-0.090369i,-0.039583-0.025527i,-0.045307-0.0026872i,-0.035706-0.013599i,-0.01981-0.015219i,-0.0061132-0.0057312i,0.00070296+0.0021659i,0.00099699+0.0035079i,0.00015394+0.00085522i,-0.00027822-0.0023363i,-0.0029481-0.0031581i,-0.0058268-0.0010786i,-0.0056559+1.3388e-05i,-0.0043928-0.00046141i,-0.0040762-0.00087296i,-0.003946-0.0015561i,-0.0029212-0.0022346i,-0.00069299-0.0018662i,0.00045504-0.0007198i,0.0015979-0.00071092i,0.0033194-0.0013465i,0.0031925-0.0014251i
-0.10493-0.065253i,-0.085339-0.032101i,-0.034375+0.016962i,-0.017974+0.037563i,-0.02626+0.025472i,-0.021996+0.010036i,-0.0077364+0.002076i,0.0019325-0.0013199i,0.0035047-0.0013605i,0.00093872-0.0007923i,-0.0017898-0.00035456i,-0.003674+0.0024802i,-0.0033278+0.0062014i,-0.00079472+0.0062363i,-0.00056262+0.0050947i,-0.0016954+0.0045264i,-0.0020117+0.0034575i,-0.0026986+0.0020102i,-0.0030759+0.00098038i,-0.002266+0.00020594i,-0.0001122-0.0017245i,0.0013036-0.0031223i,0.0007321-0.0028786i
-0.11067+0.05295i,-0.071368+0.050223i,-0.0017576+0.026685i,0.026425+0.022686i,0.012723+0.029387i,0.00017016+0.021987i,-0.0022743+0.0062142i,-0.0020977-0.0033467i,-0.0015994-0.0029881i,-0.0014176+0.00088363i,-0.001925+0.0031227i,-0.00049705+0.004392i,0.0031342+0.0048709i,0.0046551+0.0046982i,0.0026252+0.0041927i,0.00075628+0.0037322i,0.0006015+0.0033273i,5.5271e-05+0.0029705i,-0.00096834+0.0016493i,-0.00050027+0.00039267i,-2.7472e-05-0.00066341i,-0.001099-0.001294i,-0.0029502-0.00054264i
-0.01575+0.12003i,-0.00056387+0.085467i,0.012694+0.012315i,0.025393-0.015678i,0.028548-0.00025937i,0.017715+0.0076987i,0.0030565+0.0035609i,-0.0043817+1.494e-05i,-0.0042117-7.1859e-05i,-0.0014415+0.0010781i,0.0013708+0.0012986i,0.0045243+0.0010382i,0.006294-0.0014556i,0.0057948-0.0034264i,0.0046237-0.0024715i,0.0040671-0.0010838i,0.0039751+0.00052679i,0.0031927+0.0020712i,0.0023759+0.0029334i,0.0020149+0.0014182i,-0.00028792-0.00077206i,-0.0028537-0.00042638i,-0.0028068+0.0014262i
0.094712+0.079831i,0.071029+0.051483i,0.0099485+0.0027101i,-0.0098487-0.025237i,0.0088547-0.023635i,0.014268-0.012405i,0.004573-0.001504i,-0.0013651+0.0044011i,-0.00068024+0.0044899i,0.0017782+0.0019853i,0.0028183-0.00099763i,0.0019451-0.0040193i,-0.00088251-0.0068818i,-0.0023994-0.0071138i,-0.0014446-0.0047402i,0.00051203-0.0035836i,0.0023791-0.0030511i,0.0028571-0.0021183i,0.0026807-0.0021904i,0.0015283-0.0015791i,-0.00036797+0.00069183i,-0.00090002+0.0025629i,-0.00011635+0.0029258i
0.11761-0.034017i,0.084331-0.02659i,0.013961+0.0078686i,-0.01988+0.011877i,-0.011911-0.012327i,-0.0014395-0.019532i,0.0031124-0.0062592i,0.0052935+0.0033601i,0.0049325+0.003119i,0.0037337-0.00076882i,0.0018251-0.0034092i,-0.0014232-0.0045562i,-0.005265-0.0043111i,-0.0061439-0.0032898i,-0.0025722-0.002586i,-0.00048315-0.0024883i,-0.0007401-0.0023612i,-0.00041629-0.0020319i,7.2335e-05-0.0020361i,-0.00021879-0.001481i,-0.00020027-0.00021076i,0.00081374+0.00061048i,0.0020628+0.00076045i
0.034148-0.11842i,0.028562-0.088218i,0.026377-0.0091682i,0.013611+0.024939i,-0.0067319+0.0070695i,-0.011208-0.0070617i,-0.00073209-0.0058024i,0.0063806-0.0037618i,0.0061214-0.0042761i,0.0018671-0.0052377i,-0.0017803-0.0039458i,-0.0047002-0.00077131i,-0.0066341+0.0033125i,-0.0058423+0.005497i,-0.0045259+0.0031266i,-0.0034259-4.0491e-05i,-0.0027218-0.001336i,-0.0027193-0.0018082i,-0.0022499-0.001889i,-0.0012184-0.00024674i,0.0011692+0.00090292i,0.0038391-0.00018683i,0.0026677-0.001272i
-0.084668-0.093376i,-0.060504-0.075715i,0.011167-0.035865i,0.038426-0.0076239i,0.011663+0.0037167i,-0.0075176+0.0041801i,-0.0053427-0.003706i,-0.0012002-0.0091235i,-0.0016504-0.0083055i,-0.0037539-0.0041526i,-0.0036708+0.00055809i,-0.0016161+0.0041789i,0.0011577+0.0070479i,0.0032522+0.0068592i,0.0026885+0.0033561i,0.00055283+0.00085496i,-0.0013402+0.00084484i,-0.0025425+0.00089888i,-0.0031588+0.0010881i,-0.0012839+0.0016502i,0.00099438+0.00067706i,0.0020028-0.0012665i,0.0012201-0.0017697i
-0.12428+0.019878i,-0.10401+0.00651i,-0.038393-0.039365i,0.00090872-0.050703i,0.0030079-0.017011i,-0.0018026+0.0053606i,-0.0058196+0.00091017i,-0.008602-0.0047377i,-0.0085083-0.0029549i,-0.0062116+0.0010879i,-0.0020409+0.003287i,0.0027197+0.0037678i,0.0063657+0.0034877i,0.0063787+0.0021653i,0.0027975+0.0018563i,0.00012109+0.0031889i,-0.0004395+0.0031643i,-0.00084505+0.0023089i,-0.0009488+0.0016379i,-0.00078884+7.1368e-05i,-0.00010888-0.0018095i,0.00039512-0.0022853i,-0.00069452-0.0012699i
-0.046691+0.11846i,-0.051431+0.099626i,-0.06235+0.02242i,-0.054618-0.021671i,-0.022104-0.012222i,-0.0014916+0.0020191i,-0.0047991+0.0052319i,-0.0099302+0.0070078i,-0.0075947+0.0081521i,-0.0017779+0.006313i,0.0023193+0.002964i,0.003792+0.00026028i,0.0041095-0.0037692i,0.0026013-0.0070872i,0.00060802-0.0050137i,0.0015307-0.00054172i,0.0030545+0.001675i,0.002557+0.0011396i,0.0015332+4.7447e-05i,0.00079344-0.00037633i,-0.00089556+4.2432e-05i,-0.0018485-3.7593e-05i,-0.0017069-0.00018198i
0.078413+0.099732i,0.062757+0.10171i,-0.011372+0.079499i,-0.048841+0.052895i,-0.024291+0.02449i,-4.6303e-05+0.005686i,0.002636+0.0063879i,0.0017045+0.011671i,0.0038896+0.010164i,0.0053714+0.00429i,0.0036777-0.0014283i,0.0015053-0.0057648i,-0.00092125-0.0077082i,-0.0033693-0.0052363i,-0.0020168-0.00022437i,0.0016697+0.0022815i,0.0028423+0.0012354i,0.0022057+0.00025396i,0.001811+0.00040882i,0.00032262+0.00015693i,-0.0016759+0.00059851i,-0.0023639+0.00098482i,-0.0013099+0.00069333i
0.12769-0.017998i,0.12818-0.0029039i,0.078173+0.051324i,0.037026+0.073019i,0.018579+0.038969i,0.0086224+0.0065682i,0.0076849+0.0019273i,0.010991+0.0033968i,0.011482+0.00032874i,0.0073059-0.0040876i,0.00088772-0.0058465i,-0.0030895-0.0050835i,-0.0055986-0.002596i,-0.0071545+0.00084446i,-0.0042036+0.0013373i,0.00010666-0.001576i,0.0014831-0.0029696i,0.00059828-0.0024409i,-0.00032511-0.0017131i,-0.00027214-0.00034452i,-0.00018586+0.0013176i,-3.9296e-05+0.002274i,0.0011571+0.0017943i
0.051864-0.11862i,0.06751-0.11971i,0.094662-0.052887i,0.097998-0.0043228i,0.056831-0.0038454i,0.015665-0.010107i,0.0061176-0.0087263i,0.0079931-0.009078i,0.005698-0.010118i,0.00095094-0.0089114i,-0.0027094-0.0045335i,-0.0044472+0.00052324i,-0.0046245+0.0049375i,-0.0023815+0.0072538i,0.0012428+0.0038174i,0.0015214-0.0010213i,-0.00029371-0.0021962i,-0.0012208-0.0015234i,-0.0012151-0.0011914i,-0.00028073-0.0003985i,0.00043014+0.00076134i,0.0013024+0.0009234i,0.0014565+0.00078992i
-0.080373-0.1054i,-0.078497-0.12409i,-0.011706-0.11877i,0.035522-0.10024i,0.023374-0.060636i,0.0011817-0.023298i,-0.0042605-0.013175i,-0.0057074-0.012816i,-0.007991-0.0091221i,-0.0082461-0.0032905i,-0.005292+0.0023215i,-0.002108+0.0048143i,0.00060896+0.0050763i,0.0035364+0.0043349i,0.002531+0.0012845i,-0.0014533-0.00058797i,-0.0039617-0.00041149i,-0.004056-0.0010189i,-0.0028137-0.0017891i,-0.00096743-0.0013033i,0.00088703-0.00054248i,0.0020735-8.9872e-05i,0.0015312+0.00043397i
-0.12788+0.017753i,-0.1527+0.0079984i,-0.12292-0.047359i,-0.085789-0.080257i,-0.055572-0.053179i,-0.02855-0.016819i,-0.016291-0.004769i,-0.014083-0.0012529i,-0.011543+0.002731i,-0.0063588+0.0049273i,-0.00033379+0.0041477i,0.0032674+0.0024672i,0.005053+0.00084075i,0.0057103-0.0020348i,0.0032807-0.0023622i,0.00017072+0.00041618i,-0.00066455+0.0026736i,-0.0010604+0.0019379i,-0.0013798+0.00064414i,-0.0011011-0.00048967i,-0.00018836-0.0013726i,-0.00012218-0.0016623i,-0.00041725-0.0013474i
-0.046592+0.12253i,-0.068147+0.14501i,-0.10174+0.099301i,-0.11474+0.051179i,-0.078798+0.031609i,-0.032689+0.01973i,-0.012813+0.012551i,-0.0067613+0.012558i,-0.0015134+0.012495i,0.0023882+0.008589i,0.0042267+0.0027967i,0.0044681-0.00060298i,0.0027539-0.0034081i,-0.00098475-0.0050803i,-0.0036688-0.0019141i,-0.0018518+0.002057i,0.00097482+0.0028958i,0.0008086+0.0023024i,-0.00067591+0.0016002i,-0.001329+0.00063798i,-0.0016314-0.00067706i,-0.0017768-0.0015646i,-0.0011347-0.0013879i
0.088097+0.1032i,0.10264+0.13637i,0.05215+0.14594i,0.0030903+0.13506i,-0.0025318+0.092425i,0.0052617+0.043164i,0.0066515+0.019287i,0.0077304+0.011843i,0.010549+0.0063345i,0.0094495+0.0010628i,0.0044493-0.0034043i,0.00074135-0.0051283i,-0.0017669-0.0048947i,-0.0045209-0.0043339i,-0.003151-0.0013669i,0.0015451+0.00033575i,0.0037936-0.00039765i,0.003504-0.00015971i,0.0020759+0.00097358i,0.00045149+0.0011016i,-0.0006952+0.00081256i,-0.00093361+0.0010432i,-6.1812e-05+0.00072522i
0.13876-0.03035i,0.18051-0.030809i,0.17029+0.010449i,0.1369+0.047666i,0.092425+0.037605i,0.047678+0.011689i,0.022931+0.00047433i,0.014714-0.003903i,0.010022-0.0078706i,0.004528-0.0097414i,-0.0013049-0.0079348i,-0.0042699-0.0036328i,-0.0055564+0.00027197i,-0.0050193+0.0034595i,-0.0020754+0.0046906i,0.00084409+0.0023933i,0.0014659-0.0011912i,0.0015662-0.0023626i,0.0010508-0.0018552i,0.00016473-0.0012719i,-0.00033758+0.00057519i,-0.00082495+0.002517i,-0.0012301+0.0022321i
0.039338-0.13604i,0.058384-0.17817i,0.086427-0.15362i,0.10331-0.10979i,0.0785-0.074649i,0.036288-0.043637i,0.012202-0.023584i,0.0025993-0.015708i,-0.0031827-0.012659i,-0.0062016-0.0082817i,-0.0062199-0.0021072i,-0.0043435+0.0016701i,-0.0020459+0.0031414i,0.00053349+0.0036878i,0.0027869+0.00037261i,0.0018456-0.0034845i,-0.00040752-0.0036517i,-0.0011087-0.0025822i,-0.00016467-0.0023389i,0.00094522-0.0021113i,0.001232-0.0011608i,0.0016436+0.0012949i,0.0010916+0.0020186i
-0.10081-0.10209i,-0.13362-0.14129i,-0.10827-0.15302i,-0.064144-0.14483i,-0.038366-0.10637i,-0.024378-0.055695i,-0.015715-0.024516i,-0.012577-0.0099168i,-0.011953-0.0019175i,-0.0096439+0.0026039i,-0.0045999+0.0051473i,-0.00092049+0.004758i,0.00088607+0.0035253i,0.0035446+0.0025506i,0.0035359+0.00022664i,-7.9181e-06-0.0010216i,-0.0023586-0.00031348i,-0.0025704-2.2171e-08i,-0.0024165-0.00039912i,-0.0019376-0.0012338i,-0.00020858-0.0010089i,0.00183+0.0003917i,0.0013775+0.0012348i
-0.14005+0.041547i,-0.19262+0.057939i,-0.19343+0.04098i,-0.16302+0.0092825i,-0.11527-0.0028634i,-0.064496-0.00026812i,-0.031845+0.0032722i,-0.015304+0.0070676i,-0.0066358+0.010076i,-0.0015656+0.010799i,0.0028478+0.0073044i,0.0041579+0.0017313i,0.0030426-0.0014478i,0.0017067-0.0033894i,-0.00034256-0.0040052i,-0.002437-0.0018868i,-0.0019361+0.00058667i,-0.00034723+0.0017042i,-0.00069443+0.001881i,-0.0013049+0.0011818i,-0.00042966-0.0001212i,0.00054271-0.0019888i,0.0013354-0.002781i
-0.029841+0.1439i,-0.036743+0.19813i,-0.04423+0.19398i,-0.054145+0.1558i,-0.047063+0.10736i,-0.026885+0.05973i,-0.010431+0.028998i,0.00089042+0.015351i,0.0073461+0.0099558i,0.0088679+0.0063101i,0.0068648+0.0017951i,0.0038538-0.0014182i,0.0020629-0.0020986i,-0.0001803-0.0016418i,-0.0022741+0.00071848i,-0.0020078+0.002552i,-0.00082927+0.001618i,-0.00012023+0.0006941i,-0.00012128+0.00035242i,0.00023523+0.00039072i,0.0010342+0.00036291i,0.00047233-0.00035369i,-0.00073797-0.0014469i
0.11246+0.096208i,0.16019+0.12665i,0.16181+0.12807i,0.12848+0.11452i,0.085141+0.08588i,0.046684+0.049587i,0.024446+0.0218i,0.01549+0.0050454i,0.012399-0.0027562i,0.010191-0.00601i,0.0053419-0.0073381i,0.001245-0.0049664i,-0.0013825-0.0017443i,-0.0039321+0.000577i,-0.0039605+0.0025103i,-0.0016592+0.0033044i,9.2795e-05+0.0023828i,0.00109+0.0006443i,0.001981+0.00040196i,0.0016761+0.0012215i,-4.622e-05+0.0015534i,-0.0020984+0.00082759i,-0.0024475-0.00021479i
0.13748-0.054931i,0.18518-0.08903i,0.18459-0.10037i,0.15558-0.082069i,0.11277-0.051362i,0.066697-0.025894i,0.032097-0.013903i,0.011709-0.011303i,0.0019026-0.01119i,-0.0014907-0.010621i,-0.0035945-0.0070241i,-0.0036286-0.0032694i,-0.0018034-0.00065247i,6.9877e-05+0.0026748i,0.0027458+0.0041714i,0.0038261+0.0022692i,0.0024814+0.0010344i,0.0010051+0.00063066i,0.0010419-0.00032265i,0.0013523-0.00050101i,0.00093649-0.0004275i,0.00042026+0.00065617i,7.1534e-05+0.001854i
0.020374-0.14791i,0.0068379-0.20315i,-0.013801-0.2069i,-0.017454-0.17386i,-0.0062077-0.12295i,0.003443-0.071508i,0.0026287-0.036589i,-0.0043204-0.016222i,-0.009049-0.0071221i,-0.01043-0.0045642i,-0.0086552-0.0022346i,-0.0047661-0.0011407i,-0.0017312-0.00034345i,0.00069852-0.00029307i,0.00295-0.0020661i,0.0032939-0.0027806i,0.003055-0.002073i,0.0027297-0.001373i,0.0017632-0.0019573i,0.00017529-0.0015822i,-0.00033208+0.00053728i,9.9508e-05+0.0026595i,-0.00010235+0.0038073i
-0.12075-0.087525i,-0.17752-0.098377i,-0.1964-0.074419i,-0.17004-0.049737i,-0.11631-0.038911i,-0.063759-0.031317i,-0.032489-0.017236i,-0.016782-0.00081628i,-0.0085645+0.0075772i,-0.0063343+0.0074512i,-0.0041641+0.0055677i,-0.002069+0.0035846i,-0.00067776+0.0016142i,0.001418-0.0013595i,0.0019267-0.0040842i,-4.5736e-05-0.0038581i,-0.0011596-0.0021182i,-0.0013731-0.0010875i,-0.0021651-0.000843i,-0.001813-0.00087445i,0.00062675-0.00025831i,0.0030954-5.6205e-06i,0.0041347+0.00013888i
-0.13552+0.062503i,-0.16503+0.11566i,-0.14392+0.15461i,-0.10355+0.14777i,-0.072558+0.10003i,-0.050896+0.048291i,-0.029044+0.021329i,-0.0081963+0.013209i,0.0025113+0.0095292i,0.0041824+0.0081089i,0.0035979+0.0063949i,0.001553+0.0050816i,-0.00066645+0.003824i,-0.0023948+0.00081379i,-0.0043071-0.0011i,-0.0045611-0.00080429i,-0.0033413-0.00062168i,-0.0015489-0.0011227i,-0.00041876-0.00097341i,-0.0001338-0.00026852i,0.00086483-0.00031384i,0.0018132-0.0013249i,0.0017108-0.0020167i
-0.0089632+0.14866i,0.027167+0.19286i,0.078355+0.186i,0.096749+0.14443i,0.067587+0.097638i,0.025286+0.060701i,0.0068478+0.033348i,0.0079848+0.011847i,0.0096914+0.00057722i,0.0097938-0.00022645i,0.0073395-0.00030143i,0.0033155-0.00024576i,0.00064889+0.0003395i,-0.00075548+0.00092874i,-0.0017612+0.002948i,-0.0024796+0.0048029i,-0.0029419+0.0045781i,-0.0028158+0.0031563i,-0.0018906+0.0021379i,-0.00086845+0.0013108i,-0.00012307-0.0011341i,-0.0010284-0.0041735i,-0.0020583-0.0048432i
0.12542+0.081174i,0.18333+0.06342i,0.20423+0.0060434i,0.17644-0.036401i,0.11965-0.030142i,0.066174-0.0030994i,0.033197+0.004768i,0.01471-0.0035899i,0.0045353-0.0086169i,0.0031206-0.0090872i,0.0030406-0.0064062i,0.001889-0.0021457i,0.0012975+0.00077564i,0.00046859+0.0034126i,1.4419e-05+0.0048311i,0.00015699+0.0037997i,0.0010481+0.0019997i,0.0018435+0.00065773i,0.0024025-6.2144e-05i,0.0023605+0.00012388i,0.0009471-0.0003529i,-0.0016046-5.5961e-05i,-0.0028839+0.00077776i
0.13189-0.06944i,0.13182-0.13334i,0.076821-0.1835i,0.020704-0.17777i,0.0066127-0.12198i,0.018446-0.062701i,0.017364-0.029877i,0.0025622-0.014961i,-0.0057426-0.0066008i,-0.0049716-0.005858i,-0.0028538-0.0062765i,-0.00093503-0.0045851i,0.0014692-0.0026465i,0.0037167-0.00047496i,0.0058126-5.4718e-05i,0.0061267-0.00034819i,0.004675+0.0010996i,0.0027314+0.0023298i,0.0015303+0.0016652i,0.000532+0.00083723i,-0.0016284+0.0010324i,-0.003284+0.0023357i,-0.0021677+0.0035678i
0.0094135-0.14362i,-0.04883-0.16954i,-0.12256-0.13502i,-0.14723-0.078725i,-0.10575-0.046519i,-0.04786-0.037797i,-0.01889-0.025945i,-0.011453-0.0071672i,-0.0069101+0.0028451i,-0.0055351+0.00082992i,-0.0049035-0.0019341i,-0.0033195-0.0024073i,-0.001132-0.0014178i,0.0016221-0.00072875i,0.0027253-0.0023195i,0.0015264-0.0041694i,0.00082545-0.004788i,0.00062101-0.0045654i,0.00081296-0.0037549i,0.0007748-0.0021507i,0.00065818+0.00025498i,0.0017777+0.0028064i,0.0029289+0.0031598i
