0.00083291-8.3223e-05i,0.00078356-0.00022918i,-0.00014868-0.00014458i,-0.0011921-0.00019439i,-0.0022122-7.4346e-05i,-0.0024305+0.00031999i,-0.0012835+0.001206i,0.00015933+0.0014454i,0.0010142+0.00041606i,0.0013206-2.3842e-05i,0.00087496+0.00036045i,0.000614+0.00057489i,0.00031608+0.00040555i,-0.0003798-5.678e-05i,-0.0010821-0.00019494i,-0.00068314+0.00026452i,0.00020675+0.00026748i,0.00054974-0.00021794i,0.00048557-0.00021717i,-0.00029837+5.537e-05i,6.1833e-05-5.7113e-05i,0.00091883-7.9319e-05i,0.00061684+0.00034091i
0.10222-0.064441i,-0.019873-0.12369i,-0.25545-0.17269i,-0.34815-0.17831i,-0.21986-0.15535i,-0.076549-0.118i,-0.028685-0.061458i,-0.019939-0.0268i,-0.012633-0.012502i,-0.0058301+0.0067049i,0.00055516+0.016267i,0.0072505+0.011583i,0.022558+0.010236i,0.051081+0.0030087i,0.06646-0.031298i,0.039563-0.073895i,-0.013238-0.089529i,-0.056697-0.075185i,-0.06625-0.044515i,-0.038441-0.017808i,-0.011817-0.022812i,-0.013911-0.054201i,-0.02062-0.071806i
-0.16072+0.088863i,-0.11785+0.1992i,0.076183+0.3097i,0.19997+0.31177i,0.11963+0.21316i,-0.0050981+0.13491i,-0.03455+0.10645i,-0.016012+0.083908i,-0.014223+0.046234i,-0.023058+0.014878i,-0.025561+0.0026987i,-0.025226+0.0049814i,-0.026922+0.0077164i,-0.036092-7.8211e-05i,-0.057245+0.0011213i,-0.064868+0.032797i,-0.042283+0.07469i,-0.0092742+0.097488i,0.01099+0.088001i,0.010408+0.056397i,-0.0050821+0.040102i,-0.024818+0.051063i,-0.035677+0.057517i
0.23638-0.075071i,0.31844-0.16742i,0.25301-0.30487i,0.11877-0.38193i,0.03384-0.31637i,0.021556-0.20128i,0.03168-0.13115i,0.027386-0.083013i,0.024869-0.028448i,0.034681+0.0015423i,0.042839+0.00087309i,0.047357-0.0094271i,0.053652-0.018436i,0.053594-0.01791i,0.053532-0.010777i,0.061898-0.020076i,0.070198-0.042844i,0.073279-0.050902i,0.066691-0.036178i,0.052926-0.017639i,0.049635-0.013712i,0.058024-0.014917i,0.056166-0.001964i
-0.25738+0.063393i,-0.40328+0.10359i,-0.43587+0.16848i,-0.34464+0.24696i,-0.20942+0.26102i,-0.14058+0.20333i,-0.12086+0.15475i,-0.059149+0.11416i,0.0058739+0.039919i,0.0041334-0.016579i,-0.022744-0.02075i,-0.036238-0.012936i,-0.047554-0.013383i,-0.050697-0.013406i,-0.051091-0.015742i,-0.064656-0.016863i,-0.07766-0.018161i,-0.071519-0.033136i,-0.049446-0.050958i,-0.032741-0.052486i,-0.036203-0.046223i,-0.041447-0.045741i,-0.021573-0.050787i
0.2661+0.0066538i,0.45211+0.041976i,0.52276+0.021712i,0.40764-0.10987i,0.2027-0.19711i,0.092689-0.11876i,0.097182-0.037144i,0.060685-0.050579i,-0.022918-0.043793i,-0.044978+0.0040824i,-0.016895+0.025184i,0.004426+0.028644i,0.014405+0.033095i,0.016129+0.030018i,0.019299+0.03529i,0.037191+0.05151i,0.049716+0.058459i,0.034152+0.049921i,0.0046876+0.03471i,-0.014767+0.030172i,-0.017605+0.043622i,-0.015503+0.056941i,-0.02627+0.045217i
-0.21453-0.050345i,-0.35901-0.15072i,-0.42785-0.18795i,-0.35538-0.041696i,-0.16472+0.12347i,0.0034512+0.10451i,0.041026+0.021126i,0.02696+0.029473i,0.040853+0.053455i,0.051384+0.025758i,0.039772-0.011027i,0.022216-0.034192i,0.0038007-0.039855i,-0.0063525-0.032094i,-0.0043577-0.038977i,-0.0029517-0.061445i,-0.004362-0.068204i,-0.0037348-0.043824i,-0.00081393-0.0071252i,0.016641+0.0097772i,0.04363-0.0045018i,0.052132-0.024759i,0.035257-0.015092i
0.17504+0.096937i,0.25939+0.2316i,0.27844+0.321i,0.23056+0.19664i,0.10521-0.024554i,-0.043136-0.10676i,-0.099928-0.074806i,-0.064747-0.055835i,-0.027472-0.051769i,-0.030243-0.028278i,-0.04581+0.0061458i,-0.039302+0.033033i,-0.012637+0.036752i,0.0016829+0.025048i,-0.013243+0.021453i,-0.038509+0.027952i,-0.048463+0.025497i,-0.037265+0.0090069i,-0.016659-0.0099089i,-0.012129-0.024887i,-0.032767-0.02741i,-0.047886-0.013661i,-0.028671+0.0035302i
-0.13162-0.096788i,-0.1197-0.21802i,-0.042112-0.30284i,-0.027416-0.21619i,-0.048495-0.0026456i,0.0038861+0.138i,0.059632+0.13692i,0.045764+0.074587i,0.010796+0.024436i,0.015348+0.0094289i,0.046399-0.00064225i,0.04828-0.025688i,0.012277-0.035742i,-0.017817-0.018666i,-0.0091728+0.010059i,0.024293+0.031227i,0.043424+0.042288i,0.03828+0.047019i,0.023013+0.039341i,0.0085368+0.028822i,0.0068948+0.030867i,0.019456+0.034532i,0.028311+0.020141i
0.1058+0.079527i,0.037514+0.13089i,-0.10067+0.15263i,-0.084685+0.10328i,0.078339-0.028627i,0.14237-0.15078i,0.078987-0.15256i,0.012411-0.068728i,-0.01602+0.011071i,-0.021783+0.028481i,-0.038029+0.011605i,-0.048419+0.018686i,-0.02204+0.034683i,0.013349+0.028686i,0.026824-0.0034932i,0.018807-0.042705i,0.013581-0.0649i,0.017966-0.067759i,0.016228-0.052386i,0.014462-0.028537i,0.017178-0.021948i,0.014328-0.035537i,0.0037548-0.047044i
-0.11091-0.042935i,-0.035933-0.0066672i,0.13093+0.056033i,0.128+0.067117i,-0.078436+0.05365i,-0.21319+0.065542i,-0.17021+0.052796i,-0.062286+0.018188i,0.020136-0.016315i,0.037819-0.030857i,0.033172-0.014507i,0.038555-0.0068859i,0.02678-0.017393i,0.0018595-0.020534i,-0.024035-0.0082765i,-0.047213+0.013466i,-0.061022+0.025831i,-0.064318+0.020847i,-0.054315+0.0093033i,-0.036149+0.00025608i,-0.026259+0.0037918i,-0.029075+0.017273i,-0.036522+0.027816i
0.12549+0.023299i,0.084783-0.066132i,-0.05768-0.20363i,-0.081693-0.22796i,0.050497-0.1329i,0.13317-0.028979i,0.10039+0.042528i,0.034899+0.046572i,-0.020381+0.019783i,-0.030817+0.021795i,-0.010517+0.018567i,-0.0036319+0.0029407i,-0.0013935+0.0039373i,0.007511+0.012016i,0.022393+0.017528i,0.042021+0.0201i,0.05274+0.025512i,0.048705+0.034345i,0.035819+0.035196i,0.023778+0.021696i,0.024062+0.0026224i,0.031556-0.0072059i,0.038383-0.00062019i
-0.17212-0.019625i,-0.20245+0.10586i,-0.11788+0.28387i,-0.046898+0.30316i,-0.051813+0.15731i,-0.039528+0.0027166i,0.0012853-0.082467i,0.016029-0.053483i,0.031988+0.0095207i,0.043272-0.0042442i,0.015159-0.033389i,-0.010847-0.02184i,-0.0094051-0.012006i,-0.004389-0.01784i,-0.0097047-0.022532i,-0.014084-0.023724i,-0.0031283-0.034845i,0.010778-0.04877i,0.010531-0.04446i,-0.0030876-0.024815i,-0.022003-0.0069958i,-0.032974+0.0015936i,-0.024463-0.0023979i
0.20136+0.079748i,0.31575+0.01267i,0.30858-0.1552i,0.19223-0.24089i,0.048421-0.16261i,-0.072316-0.025475i,-0.10636+0.070008i,-0.040466+0.051428i,-0.0053699-0.023466i,-0.034917-0.018902i,-0.027992+0.029497i,0.0080887+0.03302i,0.015487+0.01864i,0.0098343+0.016338i,0.015133+0.012434i,0.012322+0.0027551i,-0.016575+0.0006435i,-0.043083+0.0069261i,-0.036031+0.014596i,-0.006807+0.020133i,0.022791+0.019619i,0.044185+0.012211i,0.040365-0.00053065i
-0.19876-0.13244i,-0.34854-0.13821i,-0.40855-0.015645i,-0.32549+0.10982i,-0.16368+0.12412i,-0.010827+0.079597i,0.060269+0.017422i,0.017552-0.024012i,-0.020311-0.0068202i,0.012052-0.0013581i,0.024035-0.034229i,0.00047615-0.048044i,-0.009124-0.040006i,-0.013377-0.035056i,-0.026451-0.028546i,-0.027211-0.010383i,-0.0021923+0.012553i,0.023449+0.024753i,0.027857+0.014128i,0.018782-0.0099319i,0.0015203-0.032765i,-0.023748-0.048134i,-0.039639-0.039619i
0.1837+0.22498i,0.37105+0.33812i,0.50667+0.28524i,0.4743+0.10264i,0.32769-0.032544i,0.1936-0.079063i,0.10659-0.059437i,0.071173+0.0093482i,0.047704+0.040916i,0.0030458+0.036941i,-0.021062+0.05054i,-0.015838+0.060412i,-0.011767+0.0552i,-0.0045888+0.050707i,0.014626+0.047931i,0.030799+0.030532i,0.031523-0.0047674i,0.020809-0.032228i,0.0043999-0.032967i,-0.012696-0.016842i,-0.024079+0.0091628i,-0.025805+0.045477i,-0.015682+0.064228i
-0.1111-0.28996i,-0.26024-0.50972i,-0.40771-0.54152i,-0.469-0.33614i,-0.44387-0.11019i,-0.38083-0.00047467i,-0.28491+0.013122i,-0.16794-0.033332i,-0.074323-0.059546i,-0.010788-0.044539i,0.028222-0.040803i,0.040891-0.050019i,0.038447-0.05221i,0.027054-0.055699i,0.0038818-0.068567i,-0.030149-0.066977i,-0.057503-0.03509i,-0.06122+0.00063814i,-0.041772+0.017989i,-0.01587+0.019829i,0.010712+0.011576i,0.04521-0.0071524i,0.067959-0.026179i
0.041751+0.32651i,0.12396+0.59977i,0.25206+0.66627i,0.36689+0.45465i,0.42029+0.22661i,0.40683+0.13875i,0.32466+0.11634i,0.19094+0.088409i,0.076069+0.052711i,0.013913+0.022964i,-0.023676+0.010664i,-0.049509+0.016258i,-0.056836+0.028955i,-0.052977+0.04651i,-0.040264+0.075695i,-0.00317+0.094585i,0.042518+0.079894i,0.063433+0.049761i,0.050143+0.024423i,0.024751+0.0090571i,0.0031506-0.0016249i,-0.026912-0.018192i,-0.053219-0.03174i
0.043821-0.33556i,0.048458-0.62198i,-0.035009-0.72117i,-0.18564-0.54303i,-0.27947-0.3352i,-0.27012-0.25673i,-0.20715-0.20225i,-0.13118-0.095807i,-0.058393-0.0035158i,-0.0042033+0.023611i,0.0289+0.016615i,0.050232+0.0090759i,0.061284-0.00025805i,0.065042-0.016775i,0.06329-0.047594i,0.039642-0.081564i,0.0031022-0.090616i,-0.01776-0.076018i,-0.013498-0.04861i,0.001419-0.022539i,0.009211-0.0056816i,0.0079257+0.015594i,0.00060783+0.035466i
-0.12852+0.29459i,-0.23205+0.54622i,-0.23076+0.6512i,-0.076921+0.53894i,0.065421+0.37816i,0.081378+0.28022i,0.054487+0.18342i,0.05377+0.060928i,0.041754-0.030498i,-0.0058402-0.055626i,-0.046769-0.038523i,-0.055935-0.026175i,-0.05243-0.024849i,-0.055102-0.016952i,-0.068371+0.0072579i,-0.070754+0.043088i,-0.050719+0.061586i,-0.027394+0.049865i,-0.014098+0.020115i,-0.013443-0.0066614i,-0.017209-0.014409i,-0.0091426-0.0069991i,0.014291+0.0052635i
0.17884-0.20679i,0.35163-0.36613i,0.40205-0.43143i,0.24879-0.4026i,0.072651-0.34856i,0.024385-0.25049i,0.030377-0.11323i,0.0091293-0.0098098i,-0.010633+0.039683i,0.016085+0.061541i,0.056715+0.056517i,0.060695+0.042786i,0.0416+0.039576i,0.03562+0.042311i,0.057706+0.039256i,0.084741+0.018201i,0.084163-0.0057815i,0.057446-0.011334i,0.022208+0.00016701i,0.00055323+0.018842i,0.00338+0.029245i,0.014881+0.015747i,0.01724-0.015766i
-0.21402+0.11948i,-0.42577+0.20175i,-0.49+0.24667i,-0.31701+0.27581i,-0.12361+0.27089i,-0.061652+0.16706i,-0.0671+0.032709i,-0.05256-0.018614i,-0.02072-0.018439i,-0.021245-0.037119i,-0.045386-0.04799i,-0.044527-0.038664i,-0.022466-0.03802i,-0.011771-0.052085i,-0.029808-0.070842i,-0.063227-0.073883i,-0.077803-0.059708i,-0.062644-0.042624i,-0.029208-0.02655i,0.0039622-0.018704i,0.018118-0.024141i,0.0049124-0.029676i,-0.019667-0.023057i
0.23602-0.011518i,0.47169+0.01241i,0.56016+0.0001339i,0.38134-0.10954i,0.14263-0.18537i,0.039091-0.10923i,0.048851+0.005949i,0.072326+0.026764i,0.053795+0.002809i,0.029303+0.020193i,0.036896+0.040819i,0.039659+0.032705i,0.01689+0.029103i,-0.0010856+0.046849i,0.0054152+0.075183i,0.028209+0.091328i,0.038802+0.085396i,0.02669+0.065039i,0.0051274+0.034496i,-0.016308+0.0059399i,-0.03308-0.00075248i,-0.036628+0.017427i,-0.025355+0.038969i
-0.20905-0.059621i,-0.40897-0.15319i,-0.48475-0.18736i,-0.35945-0.061817i,-0.18955+0.077807i,-0.10795+0.083004i,-0.094613+0.028728i,-0.091051+0.003793i,-0.060651-0.0024269i,-0.019688-0.026876i,-0.012682-0.051688i,-0.021969-0.045965i,-0.012311-0.0313i,0.0059171-0.039748i,0.014719-0.066811i,0.0084766-0.0867i,0.0022785-0.081115i,0.006061-0.051712i,0.010858-0.0134i,0.014909+0.017207i,0.027181+0.028164i,0.046153+0.017391i,0.05651+0.0007034i
0.19278+0.10099i,0.36314+0.22493i,0.42821+0.26105i,0.34529+0.11815i,0.25279-0.041391i,0.21125-0.077563i,0.1735-0.050665i,0.11497-0.015709i,0.051121+0.016156i,0.0034651+0.036866i,-0.0092999+0.052015i,0.00068998+0.052684i,0.0050529+0.040379i,-0.0076074+0.035189i,-0.029482+0.044268i,-0.042809+0.056577i,-0.041795+0.050837i,-0.030683+0.025164i,-0.014819-0.0011716i,-0.003964-0.019362i,-0.0065365-0.031032i,-0.019372-0.037128i,-0.023602-0.039477i
-0.12934-0.12536i,-0.24447-0.26542i,-0.30105-0.30621i,-0.29589-0.1617i,-0.30378+0.0017346i,-0.29742+0.060943i,-0.22005+0.056268i,-0.10395+0.024607i,-0.018391-0.012555i,0.014524-0.032073i,0.01981-0.04283i,0.017015-0.048124i,0.013661-0.041536i,0.019685-0.02931i,0.038706-0.022654i,0.057376-0.019615i,0.060038-0.0092688i,0.044383+0.0045703i,0.020124+0.010316i,0.0022998+0.011858i,-0.005053+0.01778i,-0.0099223+0.023258i,-0.023707+0.020904i
0.064347+0.11168i,0.11229+0.23106i,0.14173+0.25737i,0.18393+0.12929i,0.24587+0.00076194i,0.26359-0.033062i,0.18904-0.034289i,0.065465-0.033592i,-0.015816-0.017828i,-0.032092+0.002646i,-0.031633+0.016332i,-0.035605+0.025231i,-0.034101+0.023635i,-0.036317+0.0077687i,-0.0538-0.0066818i,-0.068058-0.012682i,-0.05834-0.019497i,-0.031435-0.02399i,-0.0083748-0.019135i,0.0036729-0.013029i,0.0098855-0.012524i,0.01657-0.0050499i,0.025321+0.01609i
-0.01486-0.079756i,-0.0085241-0.15948i,-0.010101-0.17422i,-0.065151-0.096539i,-0.12651-0.027803i,-0.12795-0.029055i,-0.084215-0.01827i,-0.017537+0.043975i,0.034783+0.075399i,0.043057+0.050351i,0.039034+0.024927i,0.04795+0.011642i,0.049922+0.0053941i,0.047078+0.019596i,0.056894+0.040692i,0.065914+0.047364i,0.052838+0.03962i,0.024114+0.023461i,0.0021134+0.0090291i,-0.0077204+0.0030018i,-0.013869+0.0027094i,-0.013326-0.0027647i,-4.709e-05-0.017518i
-0.038854+0.061249i,-0.087564+0.1205i,-0.10699+0.13349i,-0.054719+0.088063i,-0.015276+0.05354i,-0.045405+0.057652i,-0.055997+0.033494i,-0.02455-0.055901i,-0.016723-0.10861i,-0.02747-0.076927i,-0.030533-0.040136i,-0.039428-0.031516i,-0.048773-0.030475i,-0.046177-0.041155i,-0.042286-0.061357i,-0.03903-0.070963i,-0.027354-0.061234i,-0.012475-0.037907i,-0.0038797-0.016154i,0.0028614-0.0019795i,0.011932+0.0058014i,0.010409+0.0050887i,-0.0068262-0.0021193i
0.066954-0.018145i,0.14989-0.041302i,0.17873-0.053342i,0.11057-0.055431i,0.06656-0.054668i,0.098908-0.035731i,0.092084+0.0096235i,0.012698+0.069022i,-0.024744+0.094386i,0.00064244+0.065694i,0.020411+0.035274i,0.027012+0.035456i,0.033146+0.045193i,0.028413+0.054668i,0.015227+0.066314i,0.0033317+0.06795i,-0.0063604+0.051521i,-0.010001+0.028802i,-0.006546+0.010878i,-0.0034174-0.0027188i,-0.0052362-0.011658i,-0.0060182-0.0078566i,-0.0028347+0.0079668i
-0.073647+0.0059254i,-0.14919+0.013832i,-0.16611+0.035553i,-0.084133+0.059705i,-0.021719+0.046509i,-0.037144-0.0081611i,-0.034615-0.048618i,0.026926-0.045146i,0.061278-0.035077i,0.033176-0.03035i,0.0061171-0.024886i,0.0040807-0.03446i,0.0034733-0.048723i,0.0076906-0.05251i,0.020067-0.056312i,0.026275-0.057231i,0.021746-0.041093i,0.01139-0.017389i,0.0026311-0.003106i,-0.0026393+0.0027145i,-0.0061357+0.0070498i,-0.0049724+0.007648i,0.0024423+0.0038215i
0.067205+0.017228i,0.13076+0.024643i,0.1406+0.0068125i,0.051688-0.029475i,-0.051665-0.021181i,-0.077108+0.043939i,-0.052677+0.067028i,-0.048702+0.013414i,-0.061226-0.023302i,-0.045275-0.0078427i,-0.024283+0.007203i,-0.029543+0.017602i,-0.03569+0.030426i,-0.03678+0.030604i,-0.046579+0.028795i,-0.051806+0.030277i,-0.0401+0.024799i,-0.019995+0.013735i,-0.0059132+0.0056376i,0.0011094+0.0039869i,0.0076337+0.0039218i,0.013164+0.00079523i,0.01369-0.0026682i
-0.036567-0.027018i,-0.067278-0.037045i,-0.049852-0.023845i,0.032032+0.0058972i,0.12263+0.0064496i,0.14989-0.025932i,0.098835-0.016567i,0.044523+0.041161i,0.033471+0.061928i,0.025802+0.025028i,0.016269-0.0011448i,0.029771-0.0043339i,0.043371-0.0092356i,0.044054-0.0052535i,0.047229+0.0043598i,0.048512+0.0073655i,0.039809+0.0091283i,0.026923+0.0096866i,0.016936+0.006155i,0.010747+0.00035816i,0.0030535-0.0058257i,-0.0064141-0.011668i,-0.011869-0.013742i
0.004101+0.031571i,0.0029506+0.050695i,-0.019408+0.03271i,-0.068779-0.016697i,-0.12622-0.049633i,-0.1336-0.059756i,-0.066243-0.076208i,-0.0019571-0.092184i,0.0064921-0.0681i,-0.00070282-0.018459i,-0.0031178+0.00142i,-0.019694-0.0042142i,-0.034871-0.0081706i,-0.034953-0.015678i,-0.033314-0.026304i,-0.030615-0.027828i,-0.021596-0.024354i,-0.01087-0.022088i,-0.0065882-0.018939i,-0.0069483-0.012965i,-0.0044106-0.0039597i,-0.0026954+0.0064231i,-0.004482+0.012758i
0.024163-0.036556i,0.062928-0.051281i,0.089374-0.038522i,0.081546+0.010175i,0.061982+0.077171i,0.033068+0.1321i,-0.0093225+0.1435i,-0.031697+0.1105i,-0.020312+0.058396i,-0.0047219+0.018305i,0.0045516+0.0089084i,0.018909+0.01661i,0.026811+0.021389i,0.020627+0.026922i,0.015213+0.03711i,0.014968+0.039934i,0.011821+0.031886i,0.004516+0.020534i,-0.0028321+0.013644i,-0.0054169+0.0095408i,-0.0039129+0.0027758i,0.0013129-0.0013832i,0.007566+0.0018458i
-0.050951+0.034526i,-0.10765+0.043975i,-0.13371+0.023899i,-0.087932-0.027959i,-0.0095871-0.097347i,0.042617-0.15506i,0.04386-0.15514i,0.015204-0.098454i,-0.0035371-0.042569i,-0.0077075-0.018368i,-0.01215-0.012684i,-0.016513-0.016996i,-0.014803-0.02174i,-0.005289-0.023132i,0.0051352-0.028878i,0.0073351-0.033007i,0.0055967-0.028767i,0.006923-0.019839i,0.009969-0.010581i,0.010896-0.0018679i,0.0077308+0.0048425i,0.0048922+0.0027394i,0.0060438-0.0068622i
0.06365-0.023329i,0.1261-0.026665i,0.13766-0.0014745i,0.061793+0.039825i,-0.041793+0.081202i,-0.092481+0.11763i,-0.056829+0.12356i,0.014006+0.092527i,0.043504+0.052525i,0.039047+0.025531i,0.034595+0.011791i,0.027132+0.0086645i,0.016641+0.010207i,0.0058249+0.007424i,-0.0071482+0.0035087i,-0.013542+0.0032834i,-0.014808+0.0021229i,-0.017057-0.00087424i,-0.017108-0.0039049i,-0.011331-0.007528i,-0.0042762-0.011559i,-0.0047537-0.010964i,-0.011783-0.0070947i
-0.068793+0.015446i,-0.12809+0.011515i,-0.12981-0.016858i,-0.053175-0.047521i,0.029995-0.058182i,0.058078-0.052444i,0.021265-0.053842i,-0.029165-0.073366i,-0.04542-0.075673i,-0.04156-0.049509i,-0.034033-0.023818i,-0.022547-0.014705i,-0.013667-0.01082i,-0.0068844-0.00045881i,0.0024224+0.0097315i,0.0098295+0.0117i,0.012467+0.010651i,0.012977+0.011745i,0.013105+0.012573i,0.0091087+0.011362i,0.0010539+0.011432i,-0.0016619+0.014482i,0.00054678+0.01892i
0.062994+0.0028659i,0.10378+0.02604i,0.092966+0.06305i,0.036244+0.080349i,0.0033778+0.065625i,0.018637+0.032047i,0.041686+0.027315i,0.033715+0.066535i,0.015774+0.086651i,0.014383+0.062771i,0.013228+0.033394i,0.0060038+0.020135i,0.004283+0.011479i,0.0033909-0.0046668i,-0.0033995-0.021056i,-0.011123-0.025547i,-0.013785-0.021813i,-0.010357-0.017982i,-0.0065197-0.016437i,-0.0030899-0.012645i,0.0038006-0.0088027i,0.010926-0.0097778i,0.016286-0.012981i
-0.049921-0.0042681i,-0.06724-0.032439i,-0.041675-0.070994i,-0.010947-0.091217i,-0.033101-0.082729i,-0.078313-0.049194i,-0.066531-0.027227i,0.00020009-0.047573i,0.034446-0.070319i,0.019217-0.060731i,0.0054327-0.039271i,0.0055666-0.02732i,0.0014242-0.016854i,-0.0061989+0.0011811i,-0.0073645+0.020689i,-0.0017982+0.029164i,0.0020107+0.024441i,3.8614e-05+0.017182i,-0.0026566+0.012672i,-0.0048709+0.0076104i,-0.0099339+0.0025933i,-0.016928+0.0010256i,-0.021692+0.00019231i
0.037314+0.023727i,0.04306+0.069157i,0.016475+0.11209i,0.0048266+0.12118i,0.04793+0.098066i,0.086999+0.050119i,0.04554-0.0013397i,-0.045381-0.012877i,-0.081204+0.015558i,-0.050227+0.036916i,-0.020828+0.036031i,-0.014558+0.029746i,-0.011204+0.022185i,-0.0028699+0.010319i,0.0046756-0.0039849i,0.0070132-0.014372i,0.0065613-0.014636i,0.0071675-0.010779i,0.0079692-0.0073642i,0.0093113-0.0022288i,0.014292+0.0034114i,0.019342+0.005788i,0.016955+0.0070017i
-0.013227-0.032027i,0.0083859-0.08227i,0.052824-0.11959i,0.062056-0.11949i,0.011706-0.09426i,-0.02631-0.036563i,0.0099611+0.044316i,0.077951+0.088934i,0.096058+0.064292i,0.063143+0.018618i,0.034128-0.0028484i,0.026522-0.0065459i,0.023516-0.0077262i,0.013681-0.0052258i,0.00036094+0.0020948i,-0.0081318+0.0082534i,-0.009571+0.0094293i,-0.007823+0.0051658i,-0.0072991+1.5763e-05i,-0.0085593-0.0048789i,-0.010441-0.011492i,-0.013672-0.013826i,-0.011653-0.010337i
0.0022735+0.042684i,-0.022401+0.088029i,-0.067468+0.10126i,-0.096692+0.068938i,-0.10155+0.030493i,-0.10182-0.016828i,-0.10637-0.089355i,-0.10523-0.13634i,-0.08677-0.11461i,-0.055697-0.061463i,-0.030386-0.028643i,-0.020545-0.01637i,-0.017614-0.0070059i,-0.0089784+0.0021628i,0.0046887+0.0049832i,0.015448+0.0012611i,0.017542-0.0029691i,0.011455-0.0039714i,0.0053672-0.00066349i,0.0024086+0.0055163i,0.0027854+0.013288i,0.0060738+0.019887i,0.007664+0.019787i
0.0095417-0.052334i,0.041913-0.097895i,0.093283-0.10129i,0.13831-0.048476i,0.1766+0.0093353i,0.1899+0.056093i,0.14972+0.10496i,0.093143+0.13482i,0.063894+0.12078i,0.051884+0.077444i,0.034267+0.040506i,0.017778+0.022285i,0.012682+0.012161i,0.0092563+0.0015544i,-0.00099174-0.0076601i,-0.012239-0.0098803i,-0.014397-0.0064194i,-0.0081866-0.002012i,-0.0017422+0.00036713i,0.0024297-0.0017779i,0.0056375-0.0094342i,0.0082074-0.020335i,0.0089414-0.0263i
-0.01249+0.051438i,-0.047104+0.085242i,-0.10306+0.059307i,-0.163-0.014243i,-0.21863-0.058663i,-0.2208-0.056205i,-0.14047-0.046202i,-0.053926-0.055602i,-0.025538-0.07043i,-0.03033-0.062378i,-0.021489-0.037015i,-0.0020662-0.020729i,0.0042608-0.015468i,0.0042859-0.0077194i,0.0092486+0.0029115i,0.014988+0.0082919i,0.014984+0.0055882i,0.009293-0.001428i,0.0029814-0.006729i,-0.0026806-0.0058739i,-0.0092731+0.0010098i,-0.01808+0.0099991i,-0.023564+0.014634i
0.004416-0.045791i,0.029613-0.064289i,0.065128-0.026233i,0.1053+0.044504i,0.14817+0.067954i,0.14651+0.028853i,0.079751-0.019326i,0.015211-0.021892i,-0.00083343+0.0098519i,0.0039703+0.024357i,-0.002526+0.012369i,-0.018017+0.0026298i,-0.023542+0.0023221i,-0.020248-0.001477i,-0.017668-0.0095229i,-0.016848-0.015815i,-0.014838-0.015043i,-0.011331-0.0068359i,-0.0071483+0.0019669i,-0.00054004+0.0047318i,0.0094774+0.0025769i,0.021389+0.0012062i,0.027884+0.0017869i
-0.0011634+0.04417i,-0.020562+0.058683i,-0.042316+0.022068i,-0.052706-0.038741i,-0.049449-0.048622i,-0.024793+0.0021418i,0.01194+0.058641i,0.032668+0.063947i,0.030555+0.026279i,0.021766+0.0022871i,0.019924+0.0057201i,0.023662+0.012619i,0.022889+0.0098458i,0.017727+0.0058893i,0.012158+0.0085189i,0.0075373+0.014175i,0.0061329+0.015318i,0.0078007+0.0079672i,0.0068804-0.00097761i,0.0013845-0.0051861i,-0.0076249-0.0068337i,-0.018074-0.01124i,-0.022014-0.016441i
0.0069081-0.023658i,0.019766-0.02031i,0.021009+0.02404i,-0.0067683+0.067259i,-0.048259+0.048324i,-0.08067-0.015727i,-0.079202-0.062512i,-0.056462-0.058055i,-0.047776-0.025715i,-0.042902-0.0073378i,-0.028604-0.011625i,-0.017331-0.019085i,-0.015021-0.016019i,-0.014333-0.0090044i,-0.010584-0.0088622i,-0.0061731-0.014232i,-0.0051885-0.017461i,-0.0085136-0.013909i,-0.0094919-0.0048873i,-0.0034296+0.0030251i,0.0061085+0.0081447i,0.011894+0.016419i,0.010579+0.023934i
-0.0026336+0.017634i,-0.0068223+0.016028i,0.018133-0.015061i,0.073369-0.050783i,0.11693-0.050755i,0.11989-0.01389i,0.088808+0.013301i,0.061149+0.0070136i,0.057944-0.00073754i,0.051231+0.0033523i,0.026242+0.012989i,0.0040841+0.023072i,-0.00083565+0.024495i,-0.00019182+0.018234i,-0.0040378+0.015597i,-0.0084268+0.01813i,-0.0085455+0.019681i,-0.00237+0.017078i,0.0040772+0.009847i,0.0033803-0.00044068i,-0.00057555-0.01102i,-0.0010714-0.020414i,0.0011723-0.025546i
0.022278-0.0038812i,0.037904+0.0012394i,0.020391+0.021186i,-0.039191+0.039222i,-0.092501+0.042902i,-0.099874+0.037057i,-0.08024+0.037372i,-0.070163+0.040182i,-0.064122+0.024477i,-0.043997+0.0026408i,-0.010426-0.010945i,0.015737-0.019597i,0.020403-0.020249i,0.016238-0.013066i,0.016584-0.007727i,0.01782-0.0082974i,0.015468-0.010095i,0.009396-0.010516i,0.0022842-0.0077399i,-0.0010971-0.00026437i,-0.0015703+0.0093922i,-0.0054335+0.018038i,-0.010525+0.023027i
