-0.00017659+0.00018952i,0.00046868-0.0016088i,-0.00050044-0.0034963i,-0.0016557-0.00097051i,-0.0026914+0.0017057i,-0.0019139+0.001651i,-0.00081951+0.0017153i,0.00063663+0.0021073i,0.0018+0.0014415i,0.001024+0.00018631i,0.00027096-0.00018817i,0.00035052+0.00023257i,-3.9827e-05+0.00014768i,0.00012711+0.00021523i,0.00012319+0.00074333i,-6.2325e-05+0.00060832i,-0.00022926+4.2791e-05i,-0.0005497-0.00010018i,-9.0236e-05+0.00013022i,0.00029934+0.00015884i,0.00025068+7.8109e-05i,0.0005455-0.00066268i,0.0005818-0.00055896i
0.00045935-0.0016917i,6.563e-05-0.00064186i,-0.0006489+0.00022722i,-0.00089463+0.00087475i,-0.0019372+0.0012388i,-0.0022513+0.0013296i,-0.0012346+0.00083685i,-0.00016696-0.00010771i,0.00069207-0.00077723i,0.00028414-0.00096899i,0.00017797-0.0005085i,0.00020204+0.0005888i,0.00037343+0.00010671i,0.00097399-0.00029047i,0.00076686-6.0329e-05i,0.00065172-0.00011114i,0.00092024-0.0001153i,2.5036e-06-0.00016552i,-0.0015337-0.0002548i,-0.0019058-0.00092125i,-0.00049033-0.0018453i,0.00070932-0.0015627i,0.0010079-0.00043585i
0.0010887-0.0025692i,-1.788e-05-0.0038834i,-0.001753-0.0045896i,-0.0030064-0.0038088i,-0.0034489-0.0020715i,-0.0023471+1.3139e-05i,-0.0017173+0.0006753i,-0.00056994-0.00021063i,0.00048142-0.00087426i,-0.00015853-0.00044413i,-0.00066723-0.00069264i,-0.00015073-0.00080939i,-5.3545e-05+0.00026126i,-0.0005436+0.00033377i,-0.00013618-0.00053199i,6.5497e-05-0.00080241i,-0.00086919-0.00027585i,-0.0012939+0.00040402i,-0.0010049+0.0010103i,-0.00088113+0.0010793i,-0.00070844+0.00084009i,-0.00037269+0.00051297i,-0.00046647+0.00030039i
0.00063945-0.00025226i,0.00086299+0.00024982i,-0.0001009+0.00042412i,-0.0021084+0.00031111i,-0.0023824+0.00056768i,-0.001069+0.0011417i,-0.00056634+0.00098152i,0.0001433+0.00047421i,0.00050007-0.00049758i,0.00016897-0.00065971i,0.00017402-0.00029733i,-0.00029388-0.00033445i,-0.0006806-0.000537i,-0.00030548-0.00074106i,-7.8231e-05-0.00077393i,-0.0002915-0.00074925i,-0.00015557-0.00067314i,0.00082843-0.00022285i,0.00093846+5.1695e-05i,-2.1492e-05+0.00017976i,0.00016628+0.00037184i,8.5333e-05+3.4022e-05i,0.00027985-0.00022553i
0.00034201+0.00067146i,0.0003483-0.00012016i,0.0011463-0.00046054i,0.0010161-0.00053478i,-0.00028018-0.00065834i,-0.0012432-0.00044366i,-0.00092915+0.00087066i,-1.7818e-05+0.0012476i,0.0011167+0.0009173i,0.00162+0.00019217i,0.00041646-0.00028885i,-0.00099768-0.00017975i,-0.0017796+7.1711e-05i,-0.0014144-7.9236e-05i,-0.00080151+0.00017489i,-0.00045975+0.00077303i,-0.00054081+0.00044242i,-0.00039884+0.00044452i,0.0002283+0.00083365i,0.00034037+0.00031245i,0.0002623+0.0001455i,0.0002348+0.00023113i,0.00036063-0.00015921i
0.0043478+0.00097867i,0.0042971-0.00023293i,0.0035077-0.00093717i,0.0016627-0.0016542i,0.00011847-0.0024148i,-0.0012255-0.0015694i,-0.0011897-0.00051468i,3.6877e-05-0.00024164i,0.0015183-0.00046354i,0.0023411-0.00073374i,0.0015928-0.00020244i,0.00065378+0.00064355i,0.00072834+0.0010007i,0.00053969+0.00077267i,4.2815e-05-0.00014281i,-0.00019902-0.00039512i,-0.00047307-0.00037992i,-0.00023242-7.5087e-05i,-7.8242e-05-0.00012441i,-0.00053705-0.00031854i,-0.0001174-0.00063893i,0.00034205-0.00047438i,-0.00040184-0.00026912i
-0.00071793-0.0033973i,-0.0025741-0.0034175i,-0.003475-0.0024483i,-0.003673-0.0015077i,-0.0034604+7.6481e-05i,-0.0024713+0.000884i,-0.001462+0.0012732i,2.7473e-05+0.0014288i,0.00094969+0.00021189i,0.0011382-0.0012433i,0.0013676-0.0013022i,0.0022144-0.00027457i,0.0021236+0.00030266i,0.0013356-1.4174e-05i,0.0014248-0.00016347i,0.0012468-0.00023875i,0.00050543-0.0003034i,-0.00045328+8.7684e-05i,-0.00077906+0.00075766i,-0.0013518+0.00060945i,-0.0013651-0.00054546i,-0.00069817-0.0012925i,-0.00010472-0.0014081i
-0.00071998-0.0033314i,-0.0015757-0.002359i,-0.0038148-0.001159i,-0.0043234+0.0010112i,-0.0021694+0.0021583i,0.00020194+0.0021049i,0.00027531+0.0015729i,0.00049845-0.00030277i,0.0012502-0.00126i,0.00081985-0.00096297i,-0.00018825-0.00068421i,-0.00031043+0.00010619i,0.00038731-0.00013462i,0.00064123-0.00082835i,0.00013123-0.00035153i,0.00054878-0.00089296i,0.0010538-0.0010974i,0.00063607-0.00073624i,-4.8762e-05+0.00026797i,-0.00066051+0.00074165i,-0.00011158+0.00087685i,0.00029216+0.0010741i,-0.00010272+0.00075046i
-0.0011941+0.00056242i,-0.0013148+0.00073238i,-0.00061313+0.0010962i,-0.00048938+0.0014544i,-0.00076861+0.00081347i,-0.00030767-0.0003656i,-0.00018937-0.00031147i,0.00042302+0.00019298i,0.00074256+0.00044889i,0.00038891+0.00036415i,0.00017523-0.00028947i,0.00010563-0.00057629i,-9.716e-05-0.0003527i,-0.00010175-0.0006912i,0.00032902-0.00054997i,0.00051506+0.00046281i,-0.00049799+0.00077675i,-0.00073228+1.6151e-05i,0.00019954-0.00036327i,0.00058696-0.0010736i,0.00068508-0.00096896i,0.00053181+0.00033145i,0.00055611+0.00059573i
0.0013944-0.0016455i,0.00075448-0.0025522i,0.00054014-0.0020566i,-0.00028366-0.0018607i,-0.0014198-0.0018687i,-0.0018069-0.0010145i,-0.0010481-0.00031054i,0.00029678+0.00031782i,0.0011348+0.00073578i,0.0008189-0.00011471i,-2.8714e-06+0.00024412i,-0.00038034+0.00059422i,-0.00071783-0.00012035i,-0.00091367-0.00018312i,-0.00016054+0.0004925i,0.00044665+0.00086932i,0.00030029+5.9719e-05i,0.00017946-0.0011606i,0.00059203-0.0016751i,0.00052403-0.0012512i,-0.00012039-0.00037532i,-1.0565e-05+0.00016438i,-0.00025492+0.00020922i
0.0015322-0.0002156i,0.00050753-0.0010697i,-0.00034098-0.00071825i,-0.0015708-0.00011951i,-0.0023996-0.00031063i,-0.001606+0.00025051i,-0.00010715+0.00062834i,0.00065329+0.00077382i,0.00061852+0.00082281i,0.00065808-0.00018127i,0.00029649-9.1049e-05i,-0.00035706+0.00043919i,-0.00039181-0.00025168i,8.8212e-05-0.00052687i,0.00033711-0.00031906i,0.00033316-0.00049733i,4.115e-05-0.0001309i,-0.00057508-0.00061542i,-0.00078398-0.0010928i,-0.0010041-0.00076586i,-0.00032394-0.0010424i,0.00030344-0.0006198i,0.00010544-2.2659e-05i
-0.0013944-0.00039421i,-0.00081828-0.00077361i,-0.0010116-0.00054512i,-0.0013262+0.00013567i,-0.0006828+0.0008593i,-0.00058189+0.00051851i,1.2942e-05+0.00046031i,0.00040295+0.00080757i,0.00057205-4.2594e-05i,0.0009505-0.00058311i,0.0012525+0.00015809i,0.0021522+0.0010685i,0.0016973+0.0011199i,0.00018182+0.00097492i,-0.00029395+0.00054506i,-0.00015728-0.00016888i,0.00028649-0.00079001i,0.0010942-0.0010925i,0.00088779-0.00037451i,-2.6072e-05+0.0003656i,-0.00092286+0.00071447i,-0.0010504+0.000764i,-0.0009451+0.00060028i
-0.00045089+0.0012966i,-0.00066936+0.0011832i,-0.00045846+0.0010098i,0.00050159+0.0008152i,0.0014503+0.00016524i,0.0020203-0.0017999i,0.0020292-0.0022299i,0.0012561-0.0015813i,0.0004998-0.00076175i,0.00052578-0.00042889i,0.00088981-0.00059165i,0.0013-0.00045295i,0.000538-0.00014488i,-0.00048323-0.00033988i,-0.0004113-0.00095124i,-0.00010265-0.0013087i,-0.00015319-0.001313i,0.00042358-0.0011562i,0.00075958-0.0003307i,0.0010484+0.00029545i,0.00080811-3.1867e-05i,0.00037493+0.00041078i,0.00017524+0.0010241i
-0.0017192-0.00051467i,-0.0026326-0.00085691i,-0.0032621-0.00048377i,-0.0031949+0.0013204i,-0.0026444+0.0023955i,-0.0010852+0.0014772i,-0.00051501-0.00029956i,-0.00072796-0.0012808i,-0.00043527-0.00095392i,0.00033421-0.0005358i,6.6076e-05-0.00074519i,-0.00022302-0.00095935i,-0.00026835-0.00098048i,-0.00012373-0.00063133i,0.00055933-0.00048016i,0.00069756-0.00037451i,0.00027812-0.0002605i,0.00015051-0.0012787i,0.00036298-0.001661i,0.00018637-0.00074455i,0.0004185-0.00062143i,0.00076449-0.0001608i,-0.00011323+0.0009657i
0.00024076-0.0025991i,-0.00059928-0.0028867i,-0.00096405-0.0018391i,-0.0010579+0.00083666i,-0.0014473+0.0019172i,-0.0012467+0.0018065i,-0.00064823+0.001405i,0.00011337+0.0014335i,0.00041969+0.0012546i,0.00020643+0.00084543i,0.00012337+0.00052092i,0.00014218+0.0013064i,-2.5702e-05+0.0017653i,0.00012831+0.0014414i,0.00068461+0.001217i,0.00070767+0.00056418i,0.00023187+0.00043978i,-0.00011938+0.00012394i,-0.00034137-0.00071151i,-0.00033658-0.00088977i,-0.0007377-0.00058116i,-0.001087-0.00099883i,-0.00046144-0.00075948i
-0.00021883-0.00075134i,-0.00084156-0.0010629i,-0.0018105-0.0006511i,-0.0021401+0.00010003i,-0.0019603+0.0011533i,-0.00052857+0.0013118i,0.00034075+0.00088438i,0.00092604+0.00083636i,0.00093158+0.0010761i,0.0014308+0.0013575i,0.0010297+0.00099021i,0.00010048+0.00049424i,-5.7337e-05+0.00060716i,-0.0005524-0.00015911i,-0.0013284-0.001196i,-0.0010492-0.0011278i,-0.00040573-3.785e-05i,-0.0012123+0.00090382i,-0.0011464+0.0011778i,-0.00027546+0.0008633i,-0.00013342+0.00027198i,0.00027334-8.9505e-05i,0.00030141+0.00012276i
0.001007+4.9468e-05i,0.0014421+0.0007319i,0.0009727+0.00099332i,2.4478e-05-0.00057207i,0.00018961-0.0018461i,0.00039753-0.001616i,0.0011791-0.00096086i,0.0022213+0.00017608i,0.0022095+0.00081407i,0.0018223+6.9279e-05i,0.0017924-0.00064659i,0.0014201+5.825e-05i,8.9004e-05-0.00010868i,-0.00038677-0.00044766i,-0.00035936-2.8132e-05i,-0.00055414-0.00066979i,-0.00038168-0.0012496i,0.00040943-0.0009444i,0.0010061-0.00060263i,0.00076861-0.00020183i,0.00010799+9.6848e-05i,-0.0001696+0.00031019i,-0.00011756+0.00042554i
0.00084149+0.0020031i,0.0019886+0.0024021i,0.0017957+0.0023668i,0.00074795+0.0018294i,-0.00018692+0.0012912i,-0.00043315+6.1478e-05i,-0.00014419-0.00062645i,-0.00027411-0.00081089i,0.00015025-0.0011845i,0.0010776-0.00054889i,0.0014235-3.2708e-05i,0.00088407-0.00089142i,0.00013683-0.0011822i,-0.00066156-0.00044727i,-0.00087381+1.6315e-05i,-0.00048158+0.00010978i,-0.00043989+0.00016883i,7.8491e-05+0.0002014i,0.00010115-0.00049383i,0.00019703-0.0009975i,0.00035851-0.0010134i,2.1585e-05-0.001012i,-0.00024528-0.0010106i
-0.0015719+0.00024555i,-0.0013077+0.0013636i,-0.00075451+0.0015808i,-0.00045497+0.0014097i,-0.0007127+0.0011483i,-0.0005157+0.001072i,0.00017583+0.00015967i,0.00050784-0.00084209i,0.00070161-0.00077669i,0.00046419-0.0006804i,0.00028687-0.00092048i,-0.00019143-0.0011807i,-0.0003254-0.00069626i,1.0755e-05+0.00026306i,-5.1386e-05+0.00070994i,-1.4555e-05+0.00056091i,-0.0002125+0.00062932i,-0.00032016+0.00028308i,-0.00026192-0.00084328i,-0.00029094-0.001486i,5.3221e-05-0.00072867i,0.00074589+0.00059296i,0.00062222+0.00034908i
-8.423e-06-0.0010211i,-0.00086207-0.0014399i,-0.0014004-0.0016516i,-0.0022102-0.0012971i,-0.0020481-0.0013177i,-0.00095295-0.0013764i,-0.00036935-0.00095794i,-0.00051104-0.00044409i,-0.00033609+0.00016406i,-0.00077723+0.00043205i,-0.0011618+0.00047496i,-0.00044556+0.00018223i,0.00065842-0.00082366i,0.0010436-0.0010603i,0.00095968-0.00088802i,0.00090246-0.00087542i,0.00053571-0.00029915i,-0.00016667+0.00055998i,-0.00057434+0.00033155i,-0.00015734+0.00034044i,0.00043163+0.0003986i,0.00041507+0.00014969i,2.7079e-05+0.00034527i
-0.00054083+0.00050387i,-0.00038736+0.000246i,-0.00098717+0.00021051i,-0.0013537-9.0288e-05i,-0.0014466+9.9173e-05i,-0.00096+0.0010278i,-0.00010612+0.0010652i,0.00052609+0.0016446i,0.0015636+0.0018971i,0.001525+0.00070165i,0.00016396-0.00021563i,-0.00051623-0.00014771i,-0.00016846+7.8627e-05i,-2.9865e-05+0.00023263i,0.00035862-0.0005986i,0.00016687-0.0013972i,-0.00019998-0.0012208i,1.8135e-05-0.0010003i,0.00040904-0.00084935i,0.00051133-0.00043091i,0.00025482-0.0004616i,-0.00025652-0.00051836i,-0.00035953-7.9987e-05i
0.0019902-0.0016068i,0.0012045-0.0021887i,-7.968e-05-0.001742i,-0.0012535-0.0020017i,-0.001921-0.0015586i,-0.0019039-6.3202e-05i,-0.0013029+0.00041906i,8.1613e-05+0.00057443i,0.0023719+0.00032097i,0.0028993+0.00049901i,0.0023556+0.00026658i,0.0011432+0.0001238i,-9.6276e-06+0.00054352i,-0.00025548+0.00092254i,-0.00056817+0.00096536i,-0.00080653+0.00031812i,-0.00093816-6.2362e-05i,-0.00018946-0.00049495i,0.00027272-0.00070433i,6.8696e-05-0.00039453i,0.00021009-0.00012375i,5.1334e-05+0.00032956i,-0.00024597+0.00036412i
0.0013353-0.00018222i,0.00026032-0.00014524i,-0.00051383-0.00020585i,-0.00096735-0.00075786i,-0.00107-0.0011126i,-0.0011533-0.0010465i,-0.00067614-0.0010645i,0.00039299-0.00067251i,0.0020521-0.00012057i,0.0023899-0.00085553i,0.0023503-0.0013745i,0.0017392-0.00077783i,0.00032547-0.00056029i,-0.00069055-0.000345i,-0.00011715+0.00039678i,0.00019266+0.0011635i,-0.00028197+0.00062647i,-2.9506e-05-0.00026135i,0.00036114-0.0004713i,4.2543e-05-0.00030347i,0.00011923-0.00021654i,0.00017395-0.0005076i,-0.00036151-0.00014108i
-0.0012811+0.0005337i,3.6481e-05+0.0018409i,0.00024914+0.0016591i,-0.0013709+0.0010988i,-0.001235-0.00033621i,-0.00040034-0.00098849i,-0.000591-0.00029849i,-0.00043879-9.1815e-05i,-1.5143e-05-0.00051036i,-0.00070836-0.00060709i,-0.0012992-9.7252e-05i,-0.0010672-4.8764e-05i,-0.00086922-0.00034747i,-1.6278e-05-0.00040067i,-0.00015606+0.00024273i,-5.2983e-05-9.4505e-05i,7.6749e-05-0.00098098i,-6.3349e-05-0.0010983i,0.000366-0.00056004i,0.00043233+0.00045519i,0.0003637+0.0011189i,0.00091473+0.0012115i,0.0011615+0.001118i
-0.001161+0.002566i,-0.00026505+0.0019219i,0.00040391+0.0015293i,0.00082364+0.00093281i,0.0012957-0.00041645i,0.001109-0.0010871i,0.00046333-0.00024232i,-0.00065354+0.00067121i,-0.0011482+0.00095688i,-0.00048712+0.00068691i,0.00040422+0.0005626i,-1.0953e-05-9.1271e-05i,-0.00075993-0.00076181i,-0.00037008-0.00031594i,-0.00015828+0.00037773i,-3.1802e-05+0.00047895i,-0.00018624-4.375e-05i,-1.6842e-05-2.1803e-05i,-0.00010856+0.00020472i,0.00015729+9.1076e-05i,0.00066231+6.1077e-05i,0.00057254+0.00053437i,0.00022161+0.00046958i
-0.00024762+0.00058244i,-0.00025854-0.00050837i,-0.00081999-0.00030324i,-0.0012533+0.00043031i,-0.00015971+0.00067726i,8.6202e-05-0.0005214i,0.0001267-0.00042763i,-9.3111e-05+0.0013691i,0.00033474+0.0019291i,0.00031045+0.001982i,-0.0003617+0.0013879i,-0.00022286+0.00043504i,-8.9533e-05-4.3393e-06i,-0.00057454-0.00096924i,-0.00054652-0.0008729i,-0.00010586+4.7544e-05i,-0.00017911-0.00044667i,-0.00041935-0.0013627i,-6.0945e-05-0.0012477i,4.2267e-05-0.00057987i,0.00014003+0.00019265i,-2.5299e-05+0.00026532i,-0.00056158-0.0001839i
-0.0025231+0.00064846i,-0.0013197+0.0021201i,-0.0003964+0.0026729i,0.00011424+0.0025182i,0.00091432+0.0025485i,0.00076803+0.0015054i,0.00034984+0.00066736i,0.0015503+0.00030046i,0.002973+0.00044646i,0.0024526+0.0013287i,0.0013544+0.0006768i,0.00098526-0.00039918i,1.6917e-05-0.00053752i,-0.00072007-0.00094333i,-0.0011082-0.0013226i,-0.0010883-0.00065303i,-0.00054271+0.00025068i,-0.00036702+0.00017313i,-0.00051055-0.0003989i,-0.00089884-0.00049944i,-0.00040615+2.1714e-05i,0.00047075+1.833e-05i,0.00041669-0.00033024i
-0.0040081-0.0023031i,-0.0053845-0.0012783i,-0.0051882-0.0012024i,-0.0034081+0.0005861i,-0.0022003+0.0025153i,-0.00090057+0.0026055i,5.2538e-05+0.0011369i,0.0010593-0.00040069i,0.0015296-0.00086829i,0.0011068-0.0012346i,0.00060934-0.0021596i,0.00090364-0.0014805i,0.0013766-0.00017024i,0.0011974-0.00059755i,0.00049277-0.0012094i,0.00025596-0.00083743i,6.8624e-05-0.00060016i,-0.00028712-0.00049396i,-0.0007781+0.0005454i,-0.00065106+0.0011765i,0.00069565+0.0011872i,0.0007137+0.0014543i,4.8442e-05+0.00058412i
-0.00074729-0.00038364i,-0.00054216-0.001219i,-0.00052325-0.00049672i,-0.00049062+0.00038828i,-0.00032432+0.00020771i,-0.00046526+1.2352e-05i,0.00056362-0.00072954i,0.001276-0.0011047i,0.00064382-0.00098699i,0.00011466-0.0018697i,-0.00031639-0.0024274i,-0.00030759-0.0017941i,0.00020525-0.001618i,0.00016307-0.0008228i,-0.00017648+0.00022304i,-0.00047526-0.00019124i,-0.00011492-0.00066249i,0.00017163+0.00027259i,3.6417e-05+0.0013011i,-9.8087e-05+0.0015999i,0.00035487+0.00087628i,0.00078069+0.00043492i,0.00018419+0.00053295i
-0.00082821+4.2111e-05i,-0.001041+0.0016878i,-0.0024384+0.0021431i,-0.0025544+0.0022014i,-0.00087113+0.0019013i,0.00062654+0.00096976i,0.00013073+0.00025496i,-0.0015834+0.00077484i,-0.0022741+0.0014151i,-0.0022766+0.0010041i,-0.0014515+0.00030826i,2.7443e-05+0.00036999i,0.00093865+0.0011479i,0.00075031+0.00077138i,-0.00072799+0.00035267i,-0.001525-0.00021872i,-0.0012493-0.00025853i,-0.0011248+8.5085e-05i,-0.0006121-0.00011257i,-6.5127e-05-0.00031319i,0.00053412-0.00055067i,0.00087797-0.00044192i,0.00011909-0.00023479i
-0.0016587-0.0012742i,-0.0025868-0.00047918i,-0.0034449+0.0011401i,-0.0023907+0.0022602i,-0.0013403+0.001893i,-0.00063012+0.00063818i,0.0001164+0.0005382i,0.00028044+0.0012874i,0.00073094+0.0012681i,0.0013151+0.0018749i,0.00080567+0.0023254i,0.00018869+0.0014028i,0.00034297+0.00037101i,9.6248e-06-0.00038057i,-0.00018729-0.00062515i,0.00025491-0.00034589i,0.00014257-4.2567e-05i,-0.00010418-0.00021022i,0.00019511-0.0004194i,-0.0001122+0.00027033i,-8.7397e-05+0.00024007i,0.0001558+2.6732e-05i,2.8406e-05+0.00076613i
-8.0732e-06+0.00029515i,-8.6226e-06-0.00092396i,-0.00046991-0.0011826i,-0.0015482+0.0005518i,-0.0016876+0.0010295i,-0.0011189+0.00076577i,-8.0889e-05+0.00057916i,0.0012764+8.8377e-05i,0.0028971-0.0001251i,0.0029391-0.00017876i,0.0025017-0.00026289i,0.0017229-2.2525e-05i,0.00103+8.4115e-05i,0.00043452+0.00010403i,0.00025398-0.00057287i,0.00028052-0.0012312i,1.9892e-05-0.0011476i,5.9583e-05-0.00067092i,-0.0003523-0.00053513i,-0.00034845-0.00088695i,-8.7827e-05-0.0004728i,-0.0003721+0.00028142i,-0.00043641+0.00027062i
-0.00088101-0.00073005i,-0.00018927+0.00031469i,-0.00072205+0.0016975i,-0.0018379+0.001884i,-0.00060656+0.0010923i,0.00034968+0.0002116i,8.0508e-05-0.00062374i,0.00076012-0.0016365i,0.0022299-0.0013821i,0.0020066-0.00062986i,0.00056927-0.00047715i,0.00018886+0.00033594i,0.0010202-0.00025939i,0.0011384-0.0011462i,0.00055622-0.0013081i,0.00025091-0.00097875i,-3.4397e-05-0.00025349i,0.00019447+5.5356e-05i,0.00076751+0.00061685i,0.00075968+0.00050178i,0.00037416-0.00027735i,-0.00068179-4.4618e-05i,-0.0014174-0.00016555i
-0.00034245+0.0019583i,0.00067662+0.00056598i,0.00041064+8.5441e-05i,0.00052654-0.00053839i,0.0012524-0.00092442i,0.0015297-0.0012279i,0.00067509-0.00049006i,-0.00088825-0.00016308i,-0.0015265-0.00044573i,-0.00058433-0.0004649i,0.00038012-0.00074078i,0.00072045-0.00093209i,0.00019064-0.00027326i,-0.00058592+3.0717e-05i,-0.000858-0.00035527i,-0.0012127-0.00057746i,-0.00048076-0.00059795i,0.00023735-0.00062584i,0.00050786+0.00020202i,0.00070793+0.00079186i,0.00043408+0.00064744i,-0.00013468-5.9281e-05i,-0.00046721-0.00082126i
-0.0037697+0.0032821i,-0.0018431+0.0037242i,-5.7975e-05+0.0043598i,0.00089223+0.0040073i,0.0017879+0.0023699i,0.0015169-0.00016427i,0.0004554-0.00074291i,-0.00033877-0.00029058i,-0.00098473+0.00072138i,-0.0011371+0.0012448i,-0.00052888+0.00048699i,0.00019458-0.00035282i,0.00042868-0.00031395i,-0.0001696-5.5656e-05i,-0.0007104-0.00015812i,-0.0011213-0.00022993i,-0.00091305-0.00054555i,-0.00033362-0.00070859i,-0.00030385-0.00072625i,-0.00026276-0.001001i,-5.5008e-05-0.0010591i,-0.00038996-0.00092714i,-0.00038605-0.0010891i
0.0010552+0.00048367i,0.00056151-0.0010654i,0.0010354-0.00049284i,0.00089016-0.00082804i,-0.0002325-0.0013285i,-0.0010475-0.00075797i,-0.00038301-0.00036326i,6.3198e-05+0.00072207i,0.00088127+0.0014444i,0.0013589+0.0011869i,0.00070834+0.00037528i,0.00049564+0.00022125i,0.00030352+0.00039487i,0.0003026-6.5876e-05i,0.0010894-4.0619e-05i,0.0013613+6.8271e-05i,0.00025888+4.2762e-05i,-0.0007375+0.00044236i,-0.00076927+0.00043047i,-0.00046806+6.8103e-05i,-0.0011318-9.3823e-05i,-0.0014384+6.6256e-05i,-0.00094027+0.00018139i
0.0038328+0.0011801i,0.0038066-0.00018619i,0.0029665-0.0012254i,0.0012246-0.0018539i,-0.00054578-0.0017698i,-0.001521-0.00077387i,-0.00060305-0.00056436i,0.0013268+7.3034e-05i,0.0024967+0.00059612i,0.0023507+0.00025683i,0.0020616-0.00013307i,0.0013029-0.00029291i,0.00049659-0.00037604i,0.00019776-0.00028384i,0.00070753-6.3991e-05i,0.0015565-5.1843e-05i,0.0016969+7.0084e-05i,0.0010153+0.00056813i,0.00022145+0.00013805i,0.00054245+0.00025591i,0.00041401+0.00093891i,-0.00058564+0.00088591i,-0.0010217+0.00090151i
0.0015511+0.0010535i,0.00063214+0.0005019i,0.0010155+0.00034142i,0.00040395-0.00086937i,-0.0003497-0.0025699i,-0.0016227-0.0024387i,-0.0014849-0.00168i,3.6374e-05-0.00082227i,0.0011645-0.00011066i,0.001267-0.00049277i,0.00079837-0.0011409i,0.00064483-0.0013309i,0.00020141-0.001117i,-0.00090333-0.00053357i,-0.0013412-0.000444i,-0.00062961+6.6608e-05i,0.00012368+0.00055804i,-2.1283e-05+0.00023182i,0.000381+0.00021148i,0.00071661+0.00032752i,0.00097114+2.1169e-06i,0.0012829-0.00033226i,0.00082287-0.00013275i
-0.0014558+0.0014715i,-0.00035718+0.0012915i,-4.2205e-05+0.0013084i,-0.0010325+0.0018288i,-0.0011836+0.00047072i,-0.00027932-0.00035136i,0.00012454+0.00048016i,0.00015507+0.00045006i,0.00023404+0.00012887i,0.00046819-0.00012362i,0.00015804-0.00030517i,0.00034807-0.00055527i,0.00018211-0.00025636i,-0.00032456-0.00069097i,-0.00020048-0.0010428i,0.00011012-0.00019378i,8.5203e-05+0.00011196i,-0.0010982-0.00093175i,-0.0015197-0.00124i,-0.00024064-0.00080171i,0.00078994-0.00079637i,0.00062865-0.00065141i,-8.2714e-05-0.00053253i
-0.00013766-0.0012627i,-0.000995-0.0014947i,-0.002298-0.00060149i,-0.00192+0.00022018i,-0.001376+0.0013908i,-0.0011548+0.00045438i,-0.00054396-0.00041259i,0.0003282+0.00040069i,0.00060336+0.0012084i,-0.00024225+0.00081531i,-0.00012868-0.00014114i,0.0003808-0.0006016i,0.00058206-0.00091026i,0.00035868-0.00088665i,0.00046656-0.00025972i,0.00074286-0.00029227i,0.00024234-8.7518e-05i,-0.00045901+0.0002645i,-0.00075423+0.00066695i,-0.00034312+0.00068998i,-0.00046123+0.00023215i,-0.00081338+0.0003124i,-0.00048872+0.00054404i
0.00029459-0.00024502i,0.00098072-0.00058731i,0.001207-0.0015896i,0.00056367-0.0017396i,-0.00018652-0.00028579i,-0.00011719+6.5704e-05i,0.00058157-0.00049378i,0.0012589+0.00062429i,0.0012641+0.0016686i,0.00094083+0.0016923i,0.00069465+0.0017637i,0.00082329+0.00059704i,0.00054403-0.00028516i,-0.00072822-7.6565e-05i,-0.00042737-0.00041187i,0.00047035-0.0001057i,-1.6796e-05+0.00068682i,-0.00065608+0.000987i,-0.00082216+0.0011465i,-0.00049889+0.0012481i,0.00019222+0.00082929i,0.00050391-0.00016795i,0.00056537-0.0004601i
0.00067546+0.002619i,0.0019708+0.0020528i,0.0022225+0.00023106i,0.0017062-0.00038576i,0.0015817-0.00028738i,0.00061286-0.0010942i,-0.00035091-0.0017342i,0.00065824-0.0013399i,0.0012507-0.00086015i,0.00077494-0.00089178i,0.001047-0.00072339i,0.0013621-0.0012194i,0.00030679-0.001313i,-0.00029412-0.00061859i,-0.00022578-2.4237e-05i,-0.00072525+1.6182e-05i,-0.00088159-3.2689e-05i,0.00012726-0.00032368i,0.0013923-0.00062793i,0.0014658-0.00041565i,0.00056902-0.00029231i,0.00018286+6.6284e-05i,-8.5525e-05+0.00031292i
-0.00091213-0.0023497i,-0.0018464-0.0032495i,-0.0039673-0.002976i,-0.0043317-0.0013456i,-0.0031839-0.000144i,-0.001308-0.0008368i,0.00017527-0.0014124i,0.00035275-0.00083976i,0.00039574-0.00024468i,0.00092344+0.00024557i,0.00064837-0.00031409i,0.00016965-0.0014826i,0.00056492-0.00095284i,0.00048802-0.00021289i,-0.00055132-0.00019943i,-0.001375-0.00052649i,-0.00065097-1.0167e-05i,0.00025254+0.00037151i,0.00026059-0.00017156i,-0.0003352-0.00026464i,-0.00027991-2.3284e-05i,0.00047322-0.00024684i,0.00038919-0.00047029i
-0.00094625-0.00064536i,-0.00075221+0.00013425i,-0.0017553+0.00094406i,-0.0020908+0.0016509i,-0.0021945+0.0022897i,-0.0012516+0.0015016i,3.0851e-05+0.00086908i,-2.2584e-06+0.00043005i,7.9528e-05-0.00023965i,0.00067437+2.3244e-05i,0.00039904+0.00050323i,-0.00020155+0.00048875i,3.2094e-05+0.0002088i,7.9694e-05+0.00012203i,-0.00024709+0.00020428i,-0.0005376+0.00020534i,-0.0011441-0.00038974i,-0.00089834-4.752e-05i,0.00019495+0.00043667i,0.00054885+0.00037256i,7.2675e-05+0.00031732i,-0.00029317-3.5735e-05i,8.0995e-05-8.426e-05i
