-0.0032716+0.00019657i,-0.0027645-3.968e-05i,-0.0024879+0.00071044i,-0.0016713+0.001519i,-0.00055024+0.0022394i,-0.00049606+0.0022832i,-0.0010258+0.0018278i,-0.00070143+0.0011324i,-0.00098483+0.00077384i,-0.00045762+0.00091101i,0.00095987+0.00044012i,7.5622e-05+4.5929e-05i,-0.0014535+0.0002603i,-0.0021621-0.00018532i,-0.0019978-0.00063653i,-0.00041082-0.00088349i,0.00064632-0.00080068i,0.00072902-0.0010808i,0.00031762-0.0009482i,-6.4439e-05-0.00058481i,0.00031435-0.0010955i,0.00011682-0.0011708i,-0.00057309-0.00025509i
-0.0022386+0.0017196i,-0.00123+0.002151i,9.1744e-05+0.0014048i,0.0006226+0.00034963i,0.00088823-0.00064877i,0.0011948-0.0010911i,0.00010931-0.0014597i,-0.00060974-0.0021302i,-0.00060201-0.0011005i,-0.00028254+0.00025725i,0.0002689+0.00049345i,3.6841e-05+0.00098774i,-0.00010741+0.0008286i,-0.00016408+0.00036631i,-0.00023805+0.00012282i,-0.00041626+3.8085e-05i,-0.00059463+0.00031473i,-0.00057585+0.00063087i,-0.00019442+0.00077368i,0.00060232+0.00048282i,0.00025873+0.00034415i,-0.00083574-2.3918e-05i,-0.00095934-6.0978e-05i
-0.0012258-0.0015609i,-0.0018399-0.0003494i,-0.0012215-0.00012457i,-0.00027459+0.0003244i,0.00019316+0.00044643i,2.3643e-05-0.00052816i,-0.00035832-0.001597i,-0.00024706-0.0014084i,-0.00067003-0.00050029i,-0.0010057+0.00029446i,-0.00059718+0.0012846i,-0.0004164+0.0018638i,-0.00057295+0.0006093i,-0.00024231-0.0006206i,-0.00025482-0.0011013i,-0.00083485-0.0010005i,-0.00060459-0.00038668i,0.00013205+0.0003531i,-0.00013192+0.00064937i,0.00014704+0.00020773i,-2.6924e-05-6.4346e-05i,-0.00062509+0.00061103i,-0.00057698+0.0010448i
0.0029234+0.00073654i,0.0020915-0.00089915i,0.00098695-0.0023714i,0.00022905-0.0015084i,-0.00063468-0.0011401i,-0.00011095-0.0018332i,0.00022854-0.0019948i,-0.00031955-0.0019818i,-0.00011535-0.0015384i,0.00022667-0.0011303i,-0.00011628-0.00083904i,-0.00050426-0.00083834i,-0.00026984-0.001125i,0.00042144-0.0014414i,0.00082926-0.00090581i,0.0001545-0.00021631i,-2.8624e-05+0.00044072i,-0.00034775+0.00087634i,-0.00042966+0.00026521i,0.00038264-0.00037661i,0.00036878-0.00025643i,9.7047e-05+2.4203e-05i,0.0003432+0.00063617i
0.00059917-0.0022646i,3.6459e-05-0.001325i,-0.00097245-0.00063183i,-0.0013424-0.0013759i,-0.0014025-0.0018341i,-0.0019197-0.001332i,-0.0019416-0.001547i,-0.0010244-0.0019533i,-0.00012978-0.00081401i,7.6503e-05-0.00028087i,4.873e-05-0.00010424i,0.00060152+0.00042932i,0.00063757+0.00039776i,0.00072861-0.00011573i,0.00077673-0.00031036i,0.00080999+9.0132e-05i,0.0004485+0.00055429i,0.00032268+0.00059683i,0.00036021+0.00056438i,-0.00064705+0.00053119i,-0.0014057-6.9651e-05i,-0.00059826-0.00015871i,5.6957e-05+0.00030763i
0.0038309+0.00032819i,0.0041101-0.00099719i,0.0024625-0.0019843i,0.0005977-0.0027565i,-0.00030889-0.0027733i,-0.00087511-0.0019712i,-0.0008166-0.0014227i,-0.00043093-0.00070911i,-0.00044808-0.00021093i,-0.00059991-0.00015377i,-0.00045138-0.00012725i,-0.00047675+9.7597e-05i,-0.00034199-1.722e-05i,0.00021793-0.00016288i,0.00087158-7.9842e-06i,0.0011638-0.00010486i,0.0011519+0.00042585i,0.0012785+0.00070661i,0.0013011+0.00011307i,0.00049776-0.00022689i,-3.8458e-05-0.00014371i,-0.00039816-8.9218e-05i,-0.00012725-0.00014523i
-0.001014+0.00030747i,-0.00014292-0.00053873i,-4.8491e-05-0.00092771i,-0.0011889-0.0010428i,-0.0018928-0.0013883i,-0.00087813-0.0020137i,-0.00024413-0.0027504i,-0.00045395-0.0019922i,-0.00030219-0.0010018i,-5.1396e-05+0.00037481i,-6.672e-05+0.0014735i,-0.00058512+0.0014945i,-0.00079203+0.0008012i,-0.00044423-0.00044547i,-0.00032872-0.0008131i,1.2671e-06+0.00036228i,6.1156e-05+0.00065869i,0.00065382-2.1195e-05i,0.0010672-0.00049215i,0.00054335-0.00069625i,0.00067453-0.0012238i,0.000313-0.00071642i,-3.6309e-05+0.00013133i
0.0021295-0.002728i,0.0010271-0.0035349i,-0.0012315-0.0037274i,-0.0021835-0.0034734i,-0.0013451-0.0029452i,-0.00072633-0.0023442i,-0.0010219-0.0014513i,-0.00066862+8.9267e-05i,0.00039886+0.00050055i,0.00035205-0.00054732i,-0.0005668-0.00096996i,-0.0005026-0.00050417i,0.00027878-0.00041384i,0.00047685-0.00049465i,0.00063429+0.00011291i,0.00038679+0.00012858i,-7.3215e-05+0.00067896i,-0.00022954+0.00077355i,-0.00050488+8.7744e-05i,-0.00056635-0.00035534i,-0.00040559-0.00031984i,-0.00061342-0.00035213i,-0.0006133-0.00013858i
0.0011693+0.0026636i,0.0021346+0.00070668i,0.0027336-0.00044131i,0.00091317-0.00067035i,-0.00011446-0.0013193i,-2.7893e-05-0.0024269i,0.00044267-0.0026258i,0.00021469-0.0019i,-0.00027189-0.00072796i,2.1702e-05+0.00016097i,1.1758e-05+0.00062612i,-0.00063134+0.00082808i,-0.00019468+0.00043401i,0.00039888+0.00039542i,-0.00042944+0.00070794i,-0.00064585-1.6934e-06i,-0.00015939-0.00029846i,0.00012396+0.00010522i,0.00020929+6.3367e-05i,0.00047693+0.00017488i,0.00087112+0.00048356i,0.00032687-9.345e-05i,0.00013501-0.00063834i
0.0019982-0.0015204i,0.0016074-0.0015256i,0.00073622-0.0020303i,-0.00022389-0.0022607i,-0.00032298-0.0021758i,-0.00039272-0.0023884i,-0.00092877-0.0019235i,-0.00089675-0.0011359i,-0.00016179-0.00037635i,-0.00052276+0.00034626i,-0.00096734+0.00072488i,-0.00017632+0.0002573i,0.0010054-0.00052658i,0.0011232-0.00020587i,0.00092726+0.00014452i,0.00064587-3.939e-05i,-2.2412e-05+0.00039565i,-0.0006046+0.00022884i,-0.00067092-0.00089961i,-0.00061055-0.00073698i,-0.00084517+0.00011452i,-0.00066446-0.00013148i,-8.8311e-05-0.00053907i
-1.8597e-05+0.0031608i,0.0017624+0.0022282i,0.0020736+1.2237e-05i,0.001265-0.00060786i,3.9722e-05-0.00066829i,-0.00029736-0.0017876i,-0.00021411-0.0018216i,9.8032e-05-0.0010891i,-0.0001158-0.00074633i,-0.00023347-0.0003987i,-0.0003852-0.00029776i,-0.0010466-0.00025031i,-0.00093883-4.426e-05i,-0.00043093+0.00036569i,-0.00052236-0.00044399i,-0.0006491-0.0013293i,-0.00078018-0.0012931i,-0.00020582-0.00050296i,0.00064179+0.0003465i,0.00068948+0.00048851i,0.00017664+0.00017282i,0.00042624+0.00023433i,0.00022639-0.00011989i
0.0010137-0.00045799i,0.00091045-0.0015824i,0.0006119-0.0018225i,0.00034524-0.0017933i,0.00049406-0.0027237i,0.0003806-0.0032055i,0.00037276-0.0020944i,0.00023268-0.001062i,-0.00028981-0.00023044i,-0.00053489+0.00025024i,-0.00069094+0.00031224i,-0.00062593+0.00019569i,-0.00062609-3.3925e-05i,-0.00096947-2.8672e-05i,-0.0012688-0.00017714i,-7.7299e-05-0.00041045i,0.00075234+0.00031867i,-0.00064295+0.00057143i,-0.00074934+0.00016768i,0.0001211+0.00052076i,0.00036538+0.00086121i,0.00038843+0.00062535i,0.00020988+0.0011357i
0.0020383+6.5796e-05i,0.0024396-0.00042917i,0.0010675-0.0015698i,-0.00076357-0.0013106i,-0.0014086-0.0009268i,6.8185e-05-0.001341i,0.00097297-0.0016972i,0.00025179-0.0014433i,-0.00066897-0.0011292i,-0.0013729-0.00075353i,-0.0015814+0.00029435i,-0.0012985+0.00059117i,-0.00049674-0.00011215i,0.00025663-0.00069985i,0.00017382-0.00083236i,0.00034274-0.0007488i,0.001129-0.00054714i,0.0006813+6.6433e-05i,-0.00056774+0.00044999i,-0.00071876+0.00073504i,-0.00059211+0.00026389i,-0.00044605-0.00046517i,-0.00015824-0.00036421i
-0.0055415+0.00036191i,-0.0054111+0.001481i,-0.0034069+0.003084i,-0.00095876+0.0032271i,0.00082188+0.0020765i,0.0018135-8.0496e-05i,0.0013675-0.0012898i,0.00062399-0.0016048i,-0.00015701-0.00031218i,-0.00062794+0.00065115i,-0.00026956-0.00010538i,0.00022435+0.0001545i,-0.00042113+0.00021946i,-0.00097363-0.0001592i,-0.00084403-0.00022298i,-0.00058077-0.00037142i,7.9614e-05-1.1141e-05i,0.00067481+0.00021019i,0.00069129-0.00047077i,0.00044291-0.00032101i,-0.0005025+7.4267e-05i,-0.0010536-0.00021741i,-0.00082384+8.191e-05i
2.1535e-05+0.00085845i,-1.8458e-05+0.00062257i,0.00083816-0.00011379i,0.0017718-0.00044371i,0.0022413+0.00034012i,0.0019115-0.00059293i,0.00090296-0.0013572i,0.00023774-0.00095373i,0.00032617-0.00033737i,0.00030598-0.00011976i,4.3913e-05+0.00016406i,-0.00079872+0.00048499i,-0.0010534+0.00048136i,-0.00044809+0.00016369i,0.00031273+0.00011607i,0.00037875+0.00030374i,-0.00024716-0.00025048i,-0.00059138-0.00083543i,-0.00012473-0.0001433i,0.00098173-0.00026334i,0.00091924-0.00071715i,-0.00022667-0.00040321i,-0.00076276+0.00032204i
7.4819e-05+0.0013051i,0.00086361+0.00067618i,0.0018598-0.00080772i,0.001512-0.0014985i,0.00091365-0.0020119i,0.00098026-0.0020486i,0.00059529-0.0021089i,-0.00026199-0.0014308i,-0.00025783-0.00075022i,0.00081001-0.0012595i,0.00034448-0.00044469i,-0.00080463+0.00042483i,-0.00048327+9.08e-05i,-0.00014846-0.00034497i,0.00012446-0.00046515i,0.00010787-0.00019613i,-0.00011189+0.00021282i,-0.00029078+0.0006352i,3.1525e-05+0.00071686i,-0.00012937+0.00035686i,-0.00059047+0.00022906i,-0.00052354-0.00039469i,-0.0002678-0.0002138i
-0.00014343-0.0010511i,0.00015661+7.1694e-05i,0.0004689+0.00048952i,0.00022255-0.00096974i,-0.00011345-0.0014371i,-0.00022708-0.00094989i,-0.00027543-0.00037852i,-0.00027327-0.00073227i,0.0001301-0.001102i,-8.3152e-05-0.00080504i,3.1329e-05+0.00031504i,0.000441+0.0011411i,-0.00010439+0.00041257i,-0.00021287+0.00029435i,-4.8524e-05-0.00035365i,-3.1554e-05-0.0010304i,6.4831e-05-6.0361e-05i,0.00052862+0.0003776i,0.00061492+0.00089574i,-2.0358e-05+0.0014707i,-0.00039813+0.0010607i,-0.00030804+0.00033418i,-2.1969e-05-0.00026572i
-0.0014233-0.00037825i,-0.0014558-0.00061031i,-0.0015062-0.0013722i,-0.00059416-0.0014443i,0.00092047-0.0016212i,0.0016347-0.0022388i,0.00046479-0.0028474i,-6.0212e-05-0.0026594i,0.00011011-0.00098034i,-0.00017478-0.00028272i,-0.00042267-3.4713e-06i,-0.0002869-0.0002273i,-0.00043623-0.00029658i,-0.00036328+5.3793e-05i,-0.00030493-0.00051803i,-0.00030209-0.0012107i,0.00020041-0.00068879i,-0.00021771-0.0003863i,-0.00015849-0.00075563i,0.00066151-0.00010852i,0.00082155+0.00046413i,0.00036741-0.00015336i,0.00031636-0.00013251i
-0.00079394+0.0017459i,-0.00083485+0.001954i,-0.00059484+0.0015337i,-0.00022462+0.00034073i,0.00032695-0.00052882i,0.00023705-0.001813i,0.00029862-0.0023542i,0.00068189-0.0012756i,0.00074483-0.00036737i,0.0002103-0.00062132i,-0.00045977+0.00025399i,-0.00068415+0.00096284i,-0.00050315+0.00019888i,0.0001953-0.00033209i,0.0012167-0.00059741i,0.001502-0.00026902i,9.3479e-05+0.00017949i,-0.00084609-0.00061752i,-0.0010574-0.00091646i,-0.00078935-0.00049392i,-0.0006979-0.00020357i,-0.00081385-0.00012599i,-0.0010655+1.5265e-05i
-0.00076068-0.00099848i,-0.0005663-0.0026302i,-3.0424e-05-0.0028498i,-0.00055734-0.0016424i,-0.001095-0.00084315i,-0.00017438-0.0012829i,0.00034213-0.0017369i,0.00028426-0.0015158i,3.8426e-05-0.00097218i,-0.00038946+0.00027071i,-0.00027439+0.0010037i,0.00043294+0.0010852i,0.00021236+0.00046829i,2.699e-05-0.00069864i,0.00027899-0.0006106i,0.00026338-8.492e-05i,0.00014519-9.1364e-05i,-7.3986e-05+8.7984e-06i,-0.00021112+0.00020091i,-0.00026132+0.00039577i,-6.316e-05+0.00022554i,-0.00010464+0.00067381i,0.00010236+0.0007323i
-0.00027278+0.00092292i,-0.00031409+0.0023912i,0.00038542+0.0017366i,-0.00036785+0.00011613i,-0.00046138-0.00058438i,0.00066508-0.0013079i,0.00059845-0.0021269i,-0.00075033-0.001602i,-0.00050973-0.00042905i,-0.00012963-0.00018449i,-1.5368e-05-0.00039008i,-7.7734e-06+0.00047399i,-0.00072956+0.00050131i,-0.00023548+0.00025685i,0.00073477+6.3272e-05i,0.00073026-0.00076277i,0.00016502-0.0005478i,-0.00051105-0.00017457i,-0.00033501-0.0002107i,0.00029454+9.298e-05i,-0.0002474+0.00044974i,-0.00062806+0.00036169i,0.00011267+0.00029149i
-0.00026573+0.00056568i,0.0004181-0.00059216i,0.00097042-0.00070542i,0.0012106-0.00034184i,0.001231-0.0013273i,0.00078169-0.0024053i,-0.00012125-0.0020168i,-0.00094897-0.0010679i,-0.00050378-4.8327e-05i,8.5413e-05+0.00064525i,0.0004251+0.00068057i,0.00073812+0.000293i,0.00017077-0.0004861i,9.4934e-07-0.00065266i,-6.7821e-05+0.00012299i,-0.00017514-6.2226e-05i,0.00034246-0.00090238i,0.00075935-0.00072917i,0.00095434-8.3822e-05i,0.00059699+1.467e-05i,0.00015244+0.00029953i,-0.00024518+0.0010149i,-0.00068491+0.0010989i
-0.00093105-0.00099913i,-0.00018432-0.0007709i,-0.00083601-0.0011669i,-0.0016065-0.0012997i,-0.0011265-0.00042855i,-0.00011993-0.00082015i,0.00014991-0.0013745i,-9.1419e-05-0.00077061i,-0.0003442-5.4233e-05i,-0.00085121+0.00055889i,-0.00084808+0.00079755i,-0.00039936+0.00089686i,-0.00037042+0.0002251i,-0.00047531-0.00016705i,-0.00044233-0.00014925i,-0.0003444+0.00019158i,-0.00043063+0.00056742i,-0.00043394+0.00026402i,-0.00056831+0.00019896i,-0.00060734+0.00056528i,-0.0010403+0.00092912i,-0.0012035+0.00063437i,-0.0010358-0.00015155i
0.0007478+0.0005099i,0.0011383+7.5324e-05i,0.001073-0.00029469i,-0.00012056-0.00085026i,3.6498e-05-0.0015077i,0.00032974-0.0017254i,-0.00027545-0.0011286i,-0.0004666-0.00017912i,-0.00016268+0.00041163i,-0.00017817+0.00060153i,-0.00036782+0.00051132i,0.00012862+0.00060094i,0.00027351-0.00020263i,-0.00013717-0.0010309i,4.5465e-05-0.00075372i,0.00031713-0.00059779i,0.00083755-0.00091537i,0.0012701-0.000385i,0.0011719-9.7203e-05i,0.0014601-0.0006504i,0.00078906-0.00076034i,-0.00012419-0.00020358i,-0.00020152+0.00042181i
0.0011951+0.0020189i,0.0017366+0.0018013i,0.0022497+0.00033544i,0.0018067-0.0016113i,0.00080558-0.0026741i,-0.00082874-0.0027072i,-0.0012942-0.0021269i,-0.00045531-0.00095389i,-0.00029091-0.00026242i,-0.00073988+0.00040376i,-0.00072884+0.00075664i,-0.00055784+0.00052436i,-0.00040321+0.00045117i,-0.0007262+0.00052827i,-0.00068595+0.00053577i,-0.00030135+0.00076731i,0.00046456+0.00045378i,0.00069382+0.00062389i,-0.00028607+0.00074989i,-0.00043543-0.00011911i,-0.00018535-0.00039952i,1.7974e-05-5.8827e-05i,0.00056691+0.00054473i
-0.00038178+0.00039182i,-0.00036282-0.00011576i,-0.00028327-0.00066042i,-0.00063896-0.001018i,-0.00010283-0.0014143i,-0.00021455-0.0020871i,-0.0010883-0.00225i,-0.0016257-0.0018498i,-0.0011682-0.00086249i,-0.00093012-0.00047511i,-0.0010648-0.00050857i,-0.0010117-9.4667e-05i,-0.00022583-0.00053691i,0.00049153-0.0011054i,0.00021206-0.0003441i,-7.079e-05-0.00036884i,0.00056196-0.00047483i,0.00084303-5.3479e-05i,0.00076674+0.00019268i,0.00071072+0.00015646i,4.2736e-06+0.00042354i,-0.00094083+0.00046182i,-0.00076815+8.9423e-05i
-0.00067373+0.0002258i,0.00025601+0.00012726i,0.0013489-0.00059028i,0.0010696-0.0012951i,0.00083678-0.0012356i,0.0014981-0.0018604i,0.0012233-0.0021385i,0.00090974-0.0011505i,0.00035141-0.00034672i,-0.00013901+0.0001541i,-0.00033458+0.00011884i,6.8406e-07+9.3017e-05i,-0.00019597-0.00047166i,-0.00037356-0.00062851i,0.00030623+3.7207e-06i,0.00023647+0.00012357i,0.000103+0.00032451i,0.00043025+0.0005875i,0.00044812+0.00010851i,-0.00040454-0.00027502i,-0.00074292+0.00026185i,-0.00057047+0.0010337i,-0.00045341+0.0011674i
0.0013869-0.00091586i,0.00097924-0.0019417i,-0.00066616-0.0021391i,-0.0016615-0.00060747i,-0.00098588+6.6806e-07i,-0.00033762-0.0012345i,-0.00017161-0.0023318i,-0.000436-0.0018697i,-0.00053553-0.00082835i,-0.00049427-0.00065032i,-0.0005934-0.0006076i,-0.00021138-0.00039573i,0.00036008-0.00049742i,0.00065347-0.00047797i,0.00011464+6.3099e-05i,-0.00058225+0.00034119i,-0.00076447+0.00033823i,-0.0011832-0.00024044i,-0.00081323-0.00043564i,0.00022984-0.00031853i,0.00035247-8.0032e-05i,-0.00014724-0.00042911i,-0.00024569-0.00087031i
0.0016019-0.0018756i,0.0013796-0.0017459i,0.00081393-0.002149i,-0.00064643-0.0022098i,-0.0022805-0.002369i,-0.0019902-0.0027624i,-0.001151-0.0025861i,-0.00044094-0.0017032i,5.8706e-05-0.00095413i,5.5128e-05-0.00028451i,-0.00013765-0.00029696i,4.0279e-05-0.00019389i,0.00034563+1.3731e-05i,0.0013264+0.00038856i,0.0012085-8.9763e-05i,0.00020579-0.00040208i,7.8613e-05+0.00057805i,-0.00010683+0.00065985i,-0.0004365-0.00023612i,-0.00080542-0.00085691i,-0.0010834-0.00039064i,-0.0008799-0.0006717i,-0.00057963-0.0011992i
0.0026868-0.00013659i,0.0015637-0.00085584i,0.00029121-0.0010677i,-0.00033833-0.001228i,-0.00077386-0.0013778i,-0.00010465-0.001383i,0.00031627-0.0016301i,2.1821e-07-0.0015136i,-7.7923e-05-0.0011674i,0.00029093-0.00051338i,0.0010446-0.00039406i,0.0010184-0.00084639i,0.00052797-0.00057966i,0.0006958-0.0004715i,0.00042285-0.00037262i,-0.00023471-0.00018875i,-0.00024255-6.0656e-05i,0.00014892+0.00020039i,-0.00012027-0.00024727i,-0.0009379-0.00017898i,-0.0013586+0.00048351i,-0.00064077+0.0008272i,5.6682e-05+0.00092061i
-0.0015648-0.00060162i,-0.001175+5.5264e-05i,-0.0012183+0.0013902i,-0.00095588+0.00085156i,-7.2577e-05-0.00024111i,9.7937e-05-0.0012599i,-0.00018611-0.0019445i,-0.00072412-0.0017267i,-0.00040264-0.001214i,0.00049572-0.00054566i,0.00046648+0.00028818i,0.00047471+0.00012295i,0.00088549-0.0003333i,0.0006369+0.00016652i,-0.00023866-0.00033516i,-0.00074509-0.00089422i,-0.00043412-0.00045769i,0.0001014+8.7951e-05i,0.00045118+0.00050175i,4.6072e-05-0.00010869i,-0.0001248-0.00065422i,-0.00019899-0.00012671i,-0.00064716+0.00011582i
0.0003411+0.00096351i,0.00098394+0.001325i,-6.4457e-06-1.6919e-05i,-0.00010011-0.00094627i,0.00053645-0.0014633i,0.00023144-0.0023427i,-6.5228e-05-0.0024285i,-0.00011833-0.0012019i,-1.3152e-05-0.00023973i,-0.00024696-0.00010312i,-0.0008154-0.00013898i,-0.00033519-0.00054675i,0.00090089-0.00020791i,0.00052037+0.0001983i,0.00057286+0.0001071i,0.000846+0.00016092i,-0.00010321+0.00013453i,-0.00011992+0.000135i,0.00034411-0.00040996i,7.2001e-05-5.0644e-05i,0.00032121+0.00062002i,0.00081416+0.00069354i,0.0003391+0.00025003i
0.00025199-0.0012827i,7.8587e-05-0.0013148i,-0.0013088-0.0010182i,-0.0020598-0.0010308i,-0.0015786-0.0015614i,-0.00034446-0.0018556i,0.00076058-0.0020664i,0.001079-0.0020793i,0.000624-0.001471i,0.00019165-0.00060772i,-6.5358e-05+0.00045139i,-0.00057062+0.00060222i,-0.000623+0.00018124i,-0.00018591+0.00035203i,-0.00058287+4.7832e-05i,-0.00069722-0.00064579i,-0.0007172-0.0002622i,-0.001+0.00043872i,-0.00045028+0.000147i,0.00024176+0.00021715i,0.00038687+0.00073743i,0.0002407+0.00073392i,-0.00030597+0.00069478i
0.00093438-0.00011255i,0.0009778+0.00047669i,0.00083544-0.00038525i,0.00031984-0.00086788i,0.00015596-0.00047579i,0.00022047-0.0016152i,3.0847e-05-0.0026577i,0.00040549-0.0019034i,0.00097107-0.00070206i,-2.3277e-05+0.00033827i,-0.0012258+0.00090993i,-0.0011757+9.782e-05i,-0.00067706-0.0010301i,-0.00035661-0.0015251i,-3.1739e-05-0.001455i,0.00050241-0.00053499i,0.00040429-4.5132e-05i,0.00026052+0.00034223i,0.00011865+0.0010575i,-0.00027337+0.00060311i,-0.00075885+0.00020615i,-0.00045678-0.00017654i,-0.00030845-0.00048557i
-0.0016695-4.3314e-06i,-0.0014738-0.00050227i,-0.00034211-0.00097192i,-5.5597e-05-0.00096542i,-5.0999e-05-0.0014794i,0.00020216-0.0022321i,0.00056355-0.0014418i,0.00074559-0.0010152i,0.00071282-0.0011019i,0.00066977-0.0003174i,-4.2426e-05+0.00033966i,-0.00058596+0.00023234i,0.00024541+0.00019476i,0.00031276+0.00043416i,-0.00064627-3.5643e-05i,-0.00016554-0.00013756i,0.00019287+0.00051287i,-0.00036045+0.00048187i,-0.00061682+0.00070965i,-0.00056208+0.00064289i,-0.0004951-0.00020701i,-1.8881e-05+0.00016224i,4.1171e-05+0.00039494i
0.0013611+0.00042094i,0.00075743+0.00022162i,0.00091967-0.00011857i,0.0010992-0.00051065i,0.00081913-0.0013279i,-0.00016935-0.0023066i,-0.00093949-0.002708i,-0.0010575-0.001378i,-0.00084951-0.0004192i,-0.00033822-0.00012574i,0.00030526+0.00039681i,0.0004452+0.00078559i,-0.00016543+0.00078885i,-0.0004077+0.00036981i,-0.00053229-2.1989e-05i,-0.00039538+6.3168e-05i,-0.00015258+0.00030668i,0.0001953+0.0007832i,0.00022874+0.00074455i,6.4741e-05+0.00038683i,1.9608e-05+0.00031279i,-8.8113e-05+0.00064088i,-0.00025569+0.00082909i
-0.0013654+0.0033671i,3.5645e-05+0.0033703i,0.00095217+0.0025048i,0.0007559-9.8937e-05i,0.0018256-0.0022818i,0.0022579-0.0027175i,0.0015203-0.0021138i,0.00041499-0.00057034i,-0.00025251+0.00034655i,-0.00027149+0.00060936i,-7.7889e-05+0.0011647i,0.0004094+0.00090628i,0.0005399+0.00025808i,-0.00068384+0.00061321i,-0.0009951+0.00015248i,0.00022063-0.00023245i,0.0010987+4.5876e-05i,0.00089266+0.00012247i,0.0010636+0.00046302i,0.00081453+6.5413e-05i,-0.00021934-0.00065792i,-0.00041104-0.00015941i,0.00035103+0.00045657i
-0.0012912+0.0016143i,-0.00077983-7.9929e-05i,0.00016971-0.00015448i,0.00089878+0.00063971i,0.0013419-0.000676i,0.0017743-0.0030171i,0.0022351-0.0029088i,0.00078172-0.0015992i,-0.00048467-0.00060081i,-5.7557e-05+7.8186e-05i,-0.00040992-5.785e-05i,-0.00070317-0.00052041i,-0.00061515-0.00031697i,-0.00075087+6.3099e-05i,-0.00064715-8.4444e-05i,-0.0010075+2.3882e-05i,-0.0014542+0.00012849i,-0.0012034+0.00021212i,-0.00033972+0.00026337i,-0.00036159+0.00018642i,-0.0008312-0.00021467i,-0.00073746-0.00023374i,-0.0016059+0.00025123i
0.0020914+0.00076018i,0.0036025+0.00056737i,0.0035836-0.00054807i,0.0019837-0.0013217i,0.0012909-0.0023826i,0.0013162-0.0027004i,0.0010707-0.0022073i,0.0008537-0.0010102i,0.00057625-8.6959e-05i,-8.9466e-05+0.00034413i,-0.00087917+0.00025387i,-0.00073419-0.00031449i,6.0893e-05+0.00010084i,-8.2168e-06+0.00011723i,-0.0010119-0.00014106i,-0.00058759-1.4749e-05i,0.00031809-0.00026049i,0.00055714-0.00080786i,0.00032886-0.00083376i,9.6002e-05-0.0003761i,0.00046615+0.00013765i,0.00011175+0.00010721i,-0.00030356-0.00036459i
0.00058154-0.00092962i,0.00034748-0.0017864i,-0.00080812-0.0029342i,-0.0018852-0.0032861i,-0.00086386-0.0032535i,0.00018686-0.002968i,0.00085392-0.0022282i,0.00096762-0.0012624i,0.00053738-0.00056755i,-0.00037185-0.0009268i,-0.0010864-0.00068197i,-0.0010456-4.1608e-05i,-0.0004021-0.00022664i,0.00033442-0.00033085i,0.00018955+5.8083e-05i,0.000126+0.00040715i,0.00020669+0.00029912i,9.5045e-05-0.0002685i,-0.00034459+8.3442e-05i,-0.00030824-8.7585e-05i,-0.00021437-0.00056304i,-0.00063659+6.3724e-05i,-0.00037918+0.00036659i
0.0019984+0.00039178i,0.0029773+0.00041626i,0.0015407+0.00053593i,0.00054432-0.00038684i,0.00099604-0.0012836i,0.00064857-0.0022973i,-0.0002227-0.0019342i,-0.00084931-0.00088954i,-0.00078603-0.00070005i,7.5803e-05-0.00079439i,8.4684e-06-0.00097709i,-0.0001878-0.00073786i,-0.00016294-0.00071828i,-0.00064834-0.00047127i,-0.00058818+2.5443e-05i,-0.00046476+0.00023617i,-0.00077072+0.00036005i,-0.00083943+0.00053838i,-0.0008485+0.00030141i,-0.0003663+2.5056e-05i,-0.00023494+0.00015916i,-0.00052506-0.00014565i,7.1619e-05-0.00033662i
-0.0018747+0.0029103i,-0.00069081+0.0015857i,0.00050008+0.00035043i,0.0006537-0.00048632i,0.00055943-0.0015242i,0.00062988-0.0023807i,0.00037797-0.0025846i,-0.00017649-0.0019995i,-4.1255e-05-0.0011073i,-1.7403e-05-0.00048075i,-0.00034142+0.00016653i,-0.00095955+0.00027304i,-0.0014295-0.00026271i,-0.0013338-8.8015e-05i,-0.00057522+0.00038822i,0.00055187+0.00014419i,0.001024-0.00041383i,0.00084102+1.2438e-06i,0.00035327+0.00040844i,-5.6277e-05+0.00036802i,-0.00024061+0.0003487i,-0.00044112+0.00055523i,-0.00046522-9.199e-07i
0.0013617-0.00087097i,0.001784-0.0016996i,0.0014192-0.0010032i,0.00048065-0.0007942i,-6.5092e-05-0.0016011i,-0.00059412-0.001868i,-6.275e-05-0.0017603i,0.00082416-0.00070324i,0.00054032+0.0001777i,0.00029353+0.00082631i,0.00054464+0.00058333i,0.0007264-0.00032358i,0.0010851-0.00024261i,0.00071043-0.00019412i,0.00033119-0.00098936i,-0.00010202-0.00099493i,0.00019134+0.00021107i,0.00052688+0.00097982i,0.00016005+0.00026049i,-0.00033965-0.00033121i,-7.0223e-05-0.00082334i,0.00098358-0.00057676i,0.00057959+0.00069396i
