-0.0013532-0.00063584i,0.00023578+0.0004372i,7.6554e-05+0.0014478i,-6.7527e-05+0.0020865i,0.0014016+0.0016071i,0.0019358+0.00019466i,7.4666e-05-0.00028075i,-0.0012547+0.00087639i,-0.0013344+0.0013674i,-2.3988e-05+0.00079073i,0.0015182+0.00020124i,0.00085334-0.00044659i,-0.00043181-0.0010609i,-0.00071034-0.0013687i,3.1541e-05-0.00053224i,0.00052075-4.4148e-06i,8.8361e-05-1.2101e-05i,-0.00033904+0.00047331i,-4.2166e-05+0.0006004i,-0.00016067+0.00027499i,-0.00018474-1.9417e-06i,-7.6978e-05-0.00015118i,9.1221e-05-0.00020302i
-0.00072996-0.00095167i,-0.00098517-0.00093476i,-0.00088012-0.001406i,0.00017553-0.00041459i,0.0013502+0.0017738i,0.0022549+0.0019404i,0.0014652+0.00029514i,0.00059818-0.00011309i,0.00039532+0.00054247i,-0.00011631+0.0003136i,-0.00047047+6.0107e-05i,-0.00019633-0.00034233i,0.00029056-0.00079633i,0.00046905-0.0005118i,0.00031319-0.00028727i,0.00076012-0.00075147i,0.00052141-0.0010122i,1.7875e-05-0.00091135i,0.00048715-0.00065727i,5.6485e-05-0.00047356i,-0.00069762-0.00025132i,-0.00017145+0.00061474i,0.00066629+0.0008757i
0.0018057-0.00047688i,0.0011335-0.0005751i,0.00012801-0.00032631i,0.00023953+0.00023298i,0.00069945+0.0010036i,0.00046743+0.00067989i,-0.00022448-0.00029726i,-0.00027663-0.00043848i,0.0001156+0.00017707i,-0.00039343+0.00032065i,-0.00098685+0.00070548i,-0.00038421+0.0011531i,-6.1216e-05+0.00045556i,0.00016126-0.00029426i,0.00023746-0.00042035i,-3.9747e-05+9.1994e-05i,-2.8188e-05-4.8615e-05i,0.00035331-0.00065284i,0.00080358-0.00081332i,0.00071996-0.00070691i,0.00016174-0.0002041i,1.2713e-05+0.00023534i,0.00037453+0.00050017i
-0.00023745+0.0017915i,0.00013031+0.001293i,0.00076232+0.0015404i,0.0017481+0.0018212i,0.0023303+0.0010201i,0.0019503+8.2819e-05i,0.00034446-0.00058692i,-0.00086088-0.00021477i,-0.00059435+0.00052431i,-0.00039641+0.00064189i,-0.00010209+0.00048975i,0.00022916+0.00030232i,5.8024e-05-0.00024737i,0.00023604-0.00054609i,-0.000218-0.00032582i,8.2314e-05+0.00015679i,0.00089915+0.00026819i,0.00069416-0.00011114i,-0.0003436-0.0001125i,-0.0010482+0.00044454i,-0.00032403+0.00052633i,0.00035777+0.00068788i,8.8312e-05+0.0011704i
-0.00010034+4.824e-05i,0.00075028+0.00052676i,0.0013787+0.00099719i,0.0025291+0.0010546i,0.0028567+0.0018381i,0.0030885+0.0012704i,0.0024355-0.00035456i,0.0003083-0.00066818i,-0.00066623+1.7347e-05i,-0.00038323+0.00093816i,0.00049196+0.00096883i,0.00065207+0.00083448i,-0.00028035+0.00072597i,-0.00068502+0.00012234i,-0.00017291-0.00056054i,0.00026672-0.0010665i,0.00080081-0.0010939i,0.00080658-0.00023842i,-0.00033932+0.00023491i,-0.00097055-0.00021332i,-0.00029533-0.00037863i,0.00053452-0.00051522i,0.00080724-0.00020009i
0.0002836-0.0008365i,-0.0020755-0.0017714i,-0.0029242-0.0019218i,-0.0013036-0.00052888i,-0.00027617+0.00074517i,-0.00025153+0.00078379i,-0.00028798-0.00044918i,-0.00023932-0.0013778i,-0.00057105-0.00080378i,-0.001119-0.00024915i,-0.00092273-0.00050207i,-0.00054716+8.3439e-05i,-0.0002588+0.000844i,5.3123e-05+0.00025866i,0.00021789-0.00049436i,0.00033838-0.00058509i,0.00011502-0.00040126i,0.00054223-0.00071794i,0.0006205-0.00085641i,0.00043793-0.00079621i,7.353e-07-0.00051711i,-0.0008482-0.00011128i,-0.00043104+0.00033328i
-0.00051849-0.0010323i,-6.4815e-05+0.00010551i,0.00014718+0.00088122i,0.00062021+0.0020969i,0.0015856+0.0026107i,0.0022867+0.001743i,0.0011735-0.00027452i,-0.00014699-0.00074124i,-8.6555e-05+0.00039946i,-6.5521e-05+0.00051126i,-0.00055054-0.00028634i,-0.00027487-0.00045101i,0.0002817+0.0002072i,0.0005163-0.00016971i,0.00069923-0.00097328i,0.0005363-0.0011117i,5.2377e-05+0.00017212i,0.00019955+0.00094826i,0.00046133-0.00014887i,0.00053575-0.00042607i,0.00058315-0.00018763i,1.241e-05-0.0004629i,-0.00046046+0.00014755i
-0.0010776+0.00064501i,-0.00098383+0.00010198i,-0.0009449+0.00072468i,0.00043555+0.0019221i,0.0025462+0.0017373i,0.0023322+0.00057938i,0.0010178-0.00077102i,-0.00049437-0.00090579i,-0.0016019-0.00012324i,-0.00098239+0.00010644i,-0.00051568+5.8412e-05i,-0.00048603-0.00035172i,3.9234e-05-0.0011189i,0.00041737-0.00039215i,0.00086438+0.00066394i,0.0011995+8.6818e-05i,0.00081947-0.00086268i,0.0004517-0.00096879i,0.00051688-0.00043402i,0.00020581+0.00013975i,-0.00034297+4.8968e-05i,-7.6714e-05-0.00048241i,-0.00023119-0.00051042i
0.00064587-0.00064841i,0.00051522-8.6526e-05i,-0.00076055+0.00059257i,-0.001111+0.0020713i,0.00055075+0.0028354i,0.0014452+0.0017379i,0.00056455-0.00019361i,-0.00081052-0.0014449i,-0.00045682-0.0015478i,1.7879e-05-0.0011235i,-6.0235e-05-0.00077636i,0.00032949-0.00021749i,0.00065792-1.6797e-06i,0.00089039-0.00011277i,0.0010737-0.00063091i,0.0005283-0.0010425i,-0.00012967-0.00043892i,-8.5894e-05-0.00043629i,-0.00037959-1.6827e-05i,-0.00049081+0.00028234i,0.00013832+0.00042626i,-7.7829e-05+0.00062885i,7.2756e-06-9.9038e-05i
0.0010355+0.0016073i,0.0017673+0.0012422i,0.0031045+0.00061277i,0.003405+0.00093427i,0.0024356+0.0013449i,0.0018654+0.00094507i,0.0011066+0.00014335i,-0.0001344-0.00037735i,-0.00028984-8.8645e-05i,0.00024468+0.00037576i,-6.1961e-05+0.0009485i,-0.00034079+0.00093331i,0.00018311+0.00071174i,-0.00010787+0.00031418i,-8.7963e-05-0.00016214i,-0.00020028+0.00027223i,-0.00019226+0.00074624i,0.00016029+0.00046729i,0.00019077+2.2982e-05i,0.00020551-0.00021928i,-0.00023717+9.496e-05i,-0.00034528+0.00060039i,3.9965e-05+0.0010546i
-0.00024776+9.3191e-05i,0.00070877-0.00053726i,0.0021286-0.00057251i,0.0018712+0.00022125i,0.0018596+0.00069079i,0.0014443+0.00069317i,-0.00027209+0.00010236i,-0.0012108+1.9572e-05i,-0.00084893+0.00028457i,-0.00022096+0.00013485i,0.0004693+6.9978e-05i,0.00021762-0.00014551i,-0.00068021+0.00020179i,-0.00096713+0.00086909i,-0.00069156+0.0010701i,0.00033231+0.0010953i,0.00085161+0.00067447i,0.00049818+0.00039704i,0.00078668+6.3404e-05i,0.0008331+0.00021013i,-4.082e-05+0.00064787i,-0.00034032+0.00046126i,-0.00037262+0.00027472i
0.0018653+0.0016674i,0.00125+0.00021574i,0.002038+0.00027107i,0.0033195+0.0006248i,0.0029053+0.00072879i,0.0018513+0.0007116i,0.0006398-0.00047922i,-0.0010675-0.00089746i,-0.0012734+1.3861e-05i,-0.00049277+0.00031632i,-0.00060572+2.3706e-05i,-0.00034338-0.0003805i,0.00032018-0.00052178i,0.00013966-0.00010454i,0.00022021+0.00011552i,0.00068747+0.00025401i,0.00084357+0.00020067i,0.0010703+0.00032218i,0.00092612+0.00048654i,0.00048229+0.00048644i,-0.00013163+0.0008741i,-2.2939e-05+0.00038398i,0.00013917-2.9444e-05i
-0.0007559-0.0012644i,9.5881e-05-0.0018508i,0.0012414-0.001445i,0.0014692-0.00028708i,0.0016012+0.00061923i,0.002729+0.0012898i,0.0023049+0.00054139i,0.00089975+0.00029408i,0.00045538+0.0006413i,4.6976e-05+0.00059606i,-0.00020854+0.00049172i,0.00037367+0.00023833i,0.00050378-0.00028051i,0.00037596-0.00020052i,0.000442+0.00032747i,0.00070879-2.8608e-05i,0.0014381-0.00025528i,0.0014329+3.546e-05i,0.00078507+0.00035245i,0.00029844+0.00079339i,0.00040705+0.0007395i,0.00017955+0.00042698i,-0.00041999+0.00066274i
-0.00010298+0.0014528i,0.00060535+0.0023736i,0.00066544+0.0027027i,0.00040049+0.0019105i,0.0015093+0.0010244i,0.0023346+0.00035615i,0.0019299-0.00043132i,0.00017738-0.00093853i,-0.00041267-0.00033895i,2.1392e-05+0.0001649i,2.2364e-05+0.00055592i,9.9139e-05+0.00084317i,0.00016835-0.00014897i,0.00025952-0.00089192i,0.00012682-0.00055554i,-5.2119e-05-3.8233e-05i,-3.6507e-05-0.00023092i,-8.7461e-05-0.00072697i,-0.00092425-0.00065002i,-0.00095413-0.00026288i,-0.00082736+0.00016172i,-0.00061371+0.00018704i,3.1771e-05-0.00014842i
0.0018884-0.0026277i,0.0018227-0.0019146i,0.0012309-0.0004543i,0.00061882+0.0013109i,0.00074909+0.0023386i,0.0012698+0.0019342i,0.00056825+0.00033486i,-0.0012294-0.00078967i,-0.0015728-0.00072314i,-0.00050961-0.00042848i,-0.00017067-0.00010801i,-0.00036718+0.00020103i,4.2529e-05-0.00022121i,0.00036719-0.001314i,0.00028232-0.00095308i,0.00049111+0.00049749i,0.00078435+0.00086195i,0.00095383+0.00055352i,0.00077155+8.6707e-05i,0.000667+0.00076401i,0.00059872+0.0014247i,-0.00037925+0.0006084i,-0.00033612+0.00038962i
-0.00016161+0.00038887i,0.0004366+0.00096355i,-0.00011908+0.0014952i,0.00040473+0.0016009i,0.0018279+0.0019994i,0.0021031+0.00076004i,0.00076455-0.0009178i,-0.00087707-0.00029334i,-0.0014513+3.8751e-05i,-0.0016478-0.00030483i,-0.000977-0.00036637i,-0.00011093-1.5267e-05i,-0.00028894-0.00012315i,-0.00091231+1.5535e-06i,-0.00097423+9.74e-05i,0.00024163-8.0941e-05i,0.00052877+0.00027617i,-0.00011053-3.4001e-05i,-0.00019129-0.00035646i,0.00027871-0.0002453i,0.00031084-1.1806e-05i,0.00026245-0.00016006i,0.00017344-4.5763e-05i
-0.00042816-0.00068265i,0.00050056-0.00063333i,0.0014929-0.0005102i,0.0013017+0.000221i,0.0011457+0.0011256i,0.0018758+0.0010852i,0.0017509-9.0006e-05i,0.0002219-0.00021567i,-0.00024573+0.00072629i,-2.239e-05+0.0012674i,-0.000492+0.0012744i,-0.0006158+0.00026049i,-0.00084436-0.0011626i,-0.0012946-0.0017774i,-0.00025482-0.0013229i,0.00083023-0.00022633i,0.00071637+0.00026896i,0.00061642+0.001015i,0.00061971+0.00073665i,0.00043332-0.00054309i,0.00024384-0.0010322i,1.9649e-07-0.00062459i,-7.1118e-05-0.00043407i
-0.00079403+0.00052208i,-0.0012401+0.00041239i,-0.0017333+0.00082038i,-0.00023781+0.00060929i,0.00061265-0.00017874i,0.0002738-5.17e-05i,0.00029856-0.0004149i,0.00022178-0.00036499i,-0.00049156-9.1893e-05i,-0.0013157-0.00049668i,-0.0010429+0.00014219i,0.00034865+0.0001897i,0.00056731-0.00029657i,0.00020907-0.00038366i,0.00058952-0.00068395i,0.00039227+0.00021012i,0.00039703+0.00046895i,0.0011347-0.00063611i,0.0007987-0.00068496i,9.6686e-06-0.0006347i,-0.00033681-0.001021i,-0.00033941-0.00068099i,-8.637e-05-0.00026643i
0.00031924-0.001831i,-0.00011962-0.0021346i,-0.00041921-0.001651i,0.00021586+0.0011903i,0.0012192+0.0026667i,0.0017807+0.0020319i,0.00071724+0.00083915i,-0.00069002+0.00014435i,-0.00098956-0.00019955i,-0.00040409-0.00070135i,-0.00010874-0.00057174i,5.0284e-05-0.00051267i,0.00054845-0.00045027i,0.00010691-0.00016968i,-0.00029315+0.00022546i,-0.00025975+0.00032287i,-0.00015141+0.0003215i,0.00051934+0.00010117i,0.00059969+0.0001439i,1.9408e-05+0.00024704i,-7.6755e-05+0.00082955i,0.00045059+0.0019197i,0.00017179+0.0015011i
0.0024465+0.0002962i,0.0024307+0.0010193i,0.0029732+0.0011203i,0.0029374+0.00091783i,0.0023764+0.0011421i,0.001377+0.00054683i,0.00038478-0.00080782i,-0.000419-0.00062831i,-0.0006851+0.00085259i,-0.00090236+0.0012041i,-0.00027366+0.00049354i,0.00021156-0.00079914i,0.00017361-0.00086279i,-0.00084209-0.00029398i,-0.0012756-0.00017074i,-0.00035171+0.00028044i,-0.0001327+0.00010513i,0.00013542-0.00019744i,0.00040872-9.377e-06i,0.00027414+0.0003363i,0.00049193+0.00052412i,0.0002461+0.00025372i,-0.00014285+1.5312e-05i
-0.0021029+0.0010181i,-0.0016485+0.00036857i,-0.00072428+0.0003895i,0.0013439+0.0018476i,0.0020059+0.0024171i,0.0018793+0.00075846i,0.001433-0.0005158i,0.00019851-0.00062629i,-0.00041503-7.5797e-05i,5.8756e-06+0.00071647i,0.00036318+0.00059205i,0.00051085+0.00025235i,0.00030452+0.00010548i,-0.00080204+0.00031445i,-0.00099301-6.8905e-05i,-0.00061024-0.0014758i,0.00027796-0.0011547i,0.00054058-0.00045882i,0.00034182-0.0003466i,0.0002361+8.0641e-05i,0.00055887+0.00042678i,0.00070783+0.00038031i,4.7094e-05-0.0001926i
0.00052738+0.00099228i,0.0010517+0.0015062i,0.0020389+0.0012697i,0.0027763+0.00073076i,0.0031205+0.00077972i,0.0022797+0.0011253i,0.00057208+0.0007457i,-0.00017623+7.9838e-05i,-0.00027999+0.00024545i,-0.00034837+7.4661e-05i,0.00014257+0.00020755i,0.00026408+0.00023337i,-0.00024104-0.00034464i,-0.00043284-0.00032916i,0.00015163+0.00031751i,0.00070012+0.00024069i,0.00055665-0.00087283i,0.00016742-0.00074893i,-1.8156e-05+0.00011475i,-0.00023778+0.00057703i,-0.00065993+0.00053572i,-0.00068634-0.00018002i,-0.00054119-0.00017648i
-0.00081422-0.00062777i,-0.00038516-0.0009364i,0.00082701-5.3443e-05i,0.001322+0.0019011i,0.0023918+0.0022619i,0.0028067+0.0013951i,0.0012859-6.1316e-05i,6.3788e-05-0.001057i,-0.00036291-0.00018263i,-0.00050048+0.0010231i,-0.0004385+0.0014387i,-0.00017159+0.0011389i,-0.00046833+0.00041387i,-0.00025721+3.3862e-05i,-0.00062098+0.0004653i,-0.00069201+0.00051857i,-4.6743e-05-0.00036912i,0.00027686-0.00052106i,0.0002153-6.177e-05i,0.00023145-0.00010777i,0.00013635+8.2975e-05i,-0.00038518+0.00014536i,-5.2868e-06-0.00059691i
0.00055989+0.00055039i,0.00055684+5.7597e-05i,0.000575-0.00059235i,0.0023486-0.00019714i,0.0031284+0.0010547i,0.0019979+0.0010085i,-0.00041962-9.997e-05i,-0.0014899-0.00062153i,-0.0014426-0.00085649i,-0.0007957-0.00070342i,-0.0006449+1.795e-05i,-0.00084372-0.00037236i,-0.00022958-0.00057495i,0.00017995-1.9459e-05i,0.00064135-0.00012611i,0.0010221-0.00039785i,0.0010274+9.3318e-05i,0.00070786+0.00064347i,0.00084676-0.00015091i,0.00029084-0.00053961i,-0.00040956+0.00012521i,-0.00044878+9.9866e-05i,-0.00045754+0.00048395i
-0.0012155+0.001348i,-0.0016389+0.00046124i,-0.0010873+0.0010285i,0.00073586+0.0024259i,0.0021837+0.0028947i,0.002109+0.0012298i,2.5921e-05-0.00058431i,-0.0020302-9.1902e-05i,-0.002003+0.00035759i,-0.0009403+0.00066794i,-9.5018e-05+0.00073829i,0.00070123+0.00088164i,0.00035286+0.00053468i,-4.2056e-06+2.9271e-07i,0.00018596-0.00029428i,0.00034708-0.00075421i,0.00013421-0.00097442i,0.00033804-0.00057723i,0.00061973-0.00055751i,0.00048598-0.0011362i,0.00027227-0.00036217i,0.0002306+0.00074746i,0.00028312+0.0011172i
0.0013885+0.0015242i,0.0027486+0.0017381i,0.0036658+0.0011231i,0.0030899+0.0012157i,0.0021447+0.00086347i,0.0024918+0.00038676i,0.0022036-0.00032085i,0.00027881-0.0012831i,-0.00064559-0.00061125i,-0.00061124+0.00060088i,-0.00032589+0.0012214i,-5.3879e-05+0.00088348i,-0.00034515+0.00015967i,0.00052485-0.00068458i,0.00051242-0.00048015i,0.00039291+0.0003658i,0.0019361+4.3927e-05i,0.0021437-0.00045338i,0.00095689-0.00042072i,0.0003481-0.00055665i,0.0004481-0.00027364i,-0.00011678-0.00022802i,-0.0004457-0.00024265i
0.0011805+4.8434e-05i,0.00051656-0.00015214i,0.00035669-0.00089531i,0.00082657-0.00067217i,0.0014169+9.936e-05i,0.0012396+0.00049263i,0.00047108+0.00020681i,-0.00041746+0.00028478i,-0.00050387+0.00025992i,-0.00014943+0.0009583i,0.00017533+0.00085323i,7.457e-06+0.00018867i,-0.00060929+0.00097933i,6.33e-05+0.0010484i,0.00087153-0.00022735i,0.00036639-0.00075113i,0.00032953-0.0011535i,0.00024275-0.00070031i,-8.5137e-05+8.2274e-05i,0.00032902+0.00030933i,0.00051768+4.6244e-05i,3.2197e-05-0.00049359i,-0.00043689-0.00047118i
-0.001831+0.00021099i,-0.00031894+0.0010294i,0.00049927+0.0015201i,0.0014721+0.0022687i,0.002263+0.0024066i,0.0021513+0.0010399i,0.0014233-0.00058346i,0.00020116-0.00031101i,-0.0006971+0.0010203i,-0.00081763+0.00081624i,-0.00070519-7.0798e-06i,-0.00014539-0.00055865i,8.9539e-05-0.00020717i,0.00036847+8.9086e-05i,0.0006483-0.00023815i,0.00087644-0.00041967i,0.00083348-0.00021715i,0.00057057-0.00024268i,0.00016711-2.95e-05i,-0.00095512-0.00068105i,-0.00064963-0.00096683i,-8.4318e-05-0.00040881i,-0.00036924+0.00041743i
-0.00079653-0.00086113i,-0.0011272+1.3388e-05i,-0.0013985+0.0010086i,-0.00062806+0.002247i,0.00072196+0.0028528i,0.0015783+0.001887i,0.0012029-0.00048258i,1.0541e-05-0.0010618i,-0.0012825-0.00013339i,-0.0013034+0.00040419i,-0.00018387+0.00077891i,0.00089978+0.00033196i,0.00095454-0.00085764i,0.0003251-0.0010028i,-0.00036381-2.9433e-05i,-5.6002e-05+0.00024449i,0.00058761-0.00012469i,-2.803e-06-0.00014435i,-0.00067654-0.00038314i,-0.00063196-0.00044018i,-0.00029043+0.00041433i,-2.6061e-05+0.00094811i,0.00012735+0.00047874i
0.0018878-0.00010105i,0.0027115-0.00050886i,0.0028968-0.00033433i,0.0020884+0.00088084i,0.0015091+0.0017616i,0.0012352+0.0009084i,0.00026307-0.0002193i,-0.0011749-3.0918e-06i,-0.0014435+0.00020792i,-0.00024908-9.7095e-05i,0.000599-0.0003475i,0.0003193-0.00016632i,4.6418e-05+0.00046226i,-7.5203e-06+0.00039351i,0.00053312+0.00021582i,0.0011525+0.00020455i,0.00098331+0.00015155i,-7.8685e-05+0.00022157i,-0.00024727-0.00023289i,-2.8133e-05-0.00039245i,0.00017593+0.00025202i,0.00015398+0.0005101i,0.00040585+0.00057986i
-0.0014082-0.0008655i,-0.00067142+0.00028392i,-0.00070908+0.0016205i,0.00033008+0.0015663i,0.0018525+0.0011485i,0.0018615+0.00024394i,0.0010905-0.00065142i,9.2275e-05-0.00056153i,-0.0005698-9.7899e-05i,-0.0005551+0.00022918i,-0.00021446+0.00044098i,0.00011827+0.00013588i,0.00034605-0.0010633i,0.00078988-0.00066922i,0.00081128+0.0001817i,0.0001651-0.00017664i,-0.00035574-0.00038604i,5.8143e-05-0.00040543i,0.00067712+0.00013145i,0.0006744+0.00065749i,0.00070165+0.00023665i,0.00042999+0.00012699i,0.00010136+2.6644e-06i
0.0015732-0.00090493i,0.0023889-0.0016159i,0.0018129-0.0011724i,0.0011758-0.00077853i,0.0015578+5.5292e-05i,0.001566+0.00056486i,0.00073078-0.00011505i,-7.0786e-06-0.00037237i,-0.00045974+0.00023496i,-0.00049459+0.00059179i,0.00032198+0.00030387i,0.00089335+0.00040832i,0.00087208+0.00068435i,0.00044332+0.00054275i,0.00029802+0.00017451i,-0.00030021+0.00014789i,-0.00056692-0.00052919i,0.00074652-0.00082125i,0.0013849-0.00055655i,0.00029381-0.00056113i,-4.4216e-05-1.9594e-05i,0.00061486+0.00082104i,0.00026551+0.0002163i
0.00032623-0.00010602i,5.4388e-05-0.00025417i,9.6137e-05-0.00022396i,-0.00012482+0.00090758i,0.00027928+0.0026174i,0.0016094+0.0020871i,0.0018477+0.00089527i,0.0011012+0.0005966i,0.00051299+0.00010469i,-0.00014737-3.4037e-05i,-0.0005541+0.00029537i,2.5557e-05+0.00034153i,0.00046449-7.7183e-05i,0.0003128-0.00061929i,4.754e-05-0.00053714i,0.00030026+0.00018791i,0.0005544+8.7612e-05i,0.00015141-0.00042984i,-0.0001362-0.00048587i,-0.00027736-0.00016255i,-0.00064353+0.00027843i,2.2278e-05+0.00019197i,0.00061781-0.00022771i
0.0011861-0.00064439i,0.002494-0.00037049i,0.0028274-0.00017145i,0.0021777+0.0004366i,0.0013937+0.0010923i,0.0011062+0.00052528i,0.0004404-0.00013657i,-0.0011879-0.00020496i,-0.0011659-0.00045927i,-0.0002635-0.00027148i,0.00012318+0.0004098i,-8.1629e-05-0.00013554i,0.00030367-0.00064938i,0.00086026-0.00036857i,0.00057629-4.561e-05i,0.00060594+0.00062805i,0.00096522+0.00044341i,0.00091144-0.00038552i,0.00019451-6.2934e-05i,-0.00049792-9.1628e-05i,-0.00061616-0.000201i,-0.00027975+0.0002862i,0.00011942+0.00070378i
0.0001804-0.00013952i,-0.00041318+0.00084005i,-7.2943e-05+0.0016339i,0.00050045+0.0026136i,0.0012632+0.0024188i,0.0014196+0.0013189i,0.0012314-0.00024761i,0.0013056+0.00034714i,7.9237e-05+0.001607i,-0.00097154+0.0011816i,-0.0012602+0.0005237i,-0.0011578+0.00015446i,-5.803e-05-0.00035895i,0.0002824-0.00028588i,0.00034257-0.00011096i,0.0012058-0.00046224i,0.0014397+3.8863e-05i,0.00074766+0.00022296i,-5.4547e-05-0.00015816i,-0.00048773+0.00032723i,-0.00048711+0.00078606i,-0.00032266+0.00066033i,0.00013528-9.6119e-05i
0.00079602+0.00082699i,0.0012601+0.0013551i,0.0026669+0.00047851i,0.0029103-0.00027759i,0.0019867+0.00030239i,0.00088287-0.00030453i,-0.00013152-0.0010831i,-0.00070024-0.00090799i,-0.00074288-0.00053021i,-0.00042351-9.7566e-05i,-0.00027326+0.00014285i,-0.00050015-0.00025348i,-0.00032776+1.633e-05i,-0.00055039+0.00045328i,-0.00061718+0.00054841i,3.811e-05+0.0008809i,0.0003252+9.5933e-05i,0.000646-0.00082151i,0.00056171-0.00098404i,0.0001837-0.001058i,0.0004571-0.00025335i,0.00040467+0.00035266i,-0.00021411+0.00058785i
-0.0021006+0.0024007i,-0.0014596+0.0022619i,-7.9177e-05+0.0025659i,0.001076+0.0036481i,0.0021437+0.0034304i,0.0023168+0.0016883i,0.00078356-0.00060135i,-0.00074177-0.0014008i,-0.00089918-7.1672e-06i,-0.00028384+0.0011491i,-0.00030799+0.00042647i,0.00023842-0.00066859i,0.00083844-0.0003364i,-8.7298e-05+0.00052352i,-0.00053195+0.00037893i,0.00031984+0.00023514i,0.00049877+0.00029892i,-0.0002863+0.0004638i,1.957e-05+0.00072357i,0.00084713+0.00023725i,0.0002655-0.00044923i,-0.00045625-0.00028141i,-0.00019295-0.00040904i
0.00026987-0.0007181i,0.0014708-0.00038913i,0.0021873+0.00081857i,0.0027685+0.0010015i,0.0024526+0.0011517i,0.0019673-5.7518e-06i,0.001206-0.00053095i,-3.5991e-06+0.00017681i,-0.00066999+0.00020379i,-0.00091225+0.00030535i,-0.00092978+8.7402e-06i,-0.00053245-0.00060238i,-0.00029723-0.00016041i,-0.00065921+4.915e-05i,-0.0010442+3.9227e-06i,-0.00091385-3.8329e-05i,-0.00038778-0.00017136i,-0.00013249+0.00073437i,-8.1014e-05+0.00033493i,0.00030719-0.00066911i,0.00024889+1.5202e-05i,5.0951e-06+0.0011072i,0.00010622+0.000993i
5.5971e-05-0.00070801i,-0.00044153-0.0010652i,-0.00021276-0.0020398i,0.00027708-0.0017557i,0.00069299-2.0251e-05i,0.0010174+0.00065969i,0.0010795-3.7407e-05i,0.00050387-0.00062024i,-0.00018592-0.00056935i,-0.00051699-0.0010158i,-0.00026488-0.001053i,0.00031312-0.00047665i,0.00044384-6.7836e-05i,0.00021069+1.9324e-05i,0.00047795-0.00040599i,0.00078091-0.00093746i,0.00062727-0.00052015i,0.00040912-0.00016841i,4.0996e-05-0.00065455i,-0.00035041-0.00069981i,-0.00016288-0.00022601i,9.2717e-05-0.00013183i,-0.0002961-0.00014081i
-0.0014639-0.00098363i,-0.00031242+0.00033132i,0.00025858+0.0011653i,0.0012058+0.0015708i,0.0023111+0.002503i,0.0027457+0.0019504i,0.0013077-8.5707e-05i,-0.00068471-0.00083624i,-0.0008712-0.00012189i,-0.00022721+9.5396e-05i,6.0177e-05+0.00037018i,0.00086385-0.00035787i,0.00090867-0.00095311i,8.431e-05-0.00036988i,-0.0004806-0.00048266i,3.2802e-05-0.00044732i,0.00097868-0.00035817i,0.0012963-0.00028995i,0.0006968-0.00025072i,-0.00039267-0.00023825i,-0.0010682-0.0010879i,-0.00078342-0.0013882i,-0.00037983-0.0008036i
-0.0015614-0.00081657i,-0.0013859-0.00061988i,-0.0016227+0.00096508i,-0.00015239+0.0021949i,0.0014852+0.0029569i,0.0022532+0.0023403i,0.0018452+0.0011339i,0.00060129+0.0010388i,-0.00087711+0.00098673i,-0.0005329+0.00032199i,0.00045642-9.2789e-06i,0.00020935+2.8559e-05i,-0.0003063-0.0008476i,-0.00026411-0.0010837i,0.00039128-0.00028657i,0.00038618-0.00012094i,-0.00061836-0.00022485i,-0.00018753-2.4643e-05i,0.00038787-0.00023424i,3.7065e-05-0.00013018i,1.5452e-06+0.00039671i,-0.00061639+7.0112e-05i,-0.00079891+4.011e-05i
0.00097372-0.00020191i,-0.0001161-0.00029213i,-0.00018808+0.00044732i,0.00061194+0.00067964i,0.0018076+0.00089653i,0.0023435+0.00097677i,0.0012608+0.00018969i,-0.00051485-0.00039941i,-0.001512+1.0102e-05i,-0.0012425+0.00035948i,-0.0004056+7.7037e-05i,0.00020642-0.0011073i,0.00080355-0.0016582i,0.0013855-0.0003068i,0.0014916+1.9675e-05i,0.0010654-0.00051493i,0.00093025-0.00085762i,0.0011062+0.00029666i,0.00064404+0.0015022i,0.00012913+0.00069861i,0.00012535-2.9685e-05i,0.0001376+0.00080495i,-0.0002862+0.00052747i
-0.00084976-0.00031027i,-2.0621e-05+0.00014916i,0.00035296+0.0012505i,0.00055147+0.0020056i,0.0016821+0.0021746i,0.001597+0.00087029i,0.0010156-0.00069113i,0.00059658-0.00049458i,0.00038406+0.0003282i,0.00027145+0.00063783i,-0.00015829+0.00086022i,6.6694e-05+0.00040291i,0.00025339-0.00068171i,-7.1639e-05-0.00058319i,-0.00042615+0.00025064i,-0.00050424+0.00050462i,-0.00066886-0.00025186i,8.4745e-05-0.00062933i,0.00089611-0.00029608i,0.00013777+0.00022399i,-0.00036488+0.0005394i,0.00040408+0.00096229i,0.00061651+0.00098882i
0.00084504+0.00045988i,6.9738e-05+0.00064195i,0.0005708+0.0012381i,0.0019189+0.0017613i,0.0028962+0.0012678i,0.002166-4.5289e-05i,0.0012526-0.00032693i,0.00042296-4.6443e-05i,-0.001197-0.00041466i,-0.0014264-0.0005i,-0.0010905-0.00016907i,-0.00056559+0.00020488i,-0.00017148+9.2142e-05i,0.0002701+0.00024211i,0.00052221+0.00014266i,0.00028192-0.0006755i,-0.00011306-0.00084645i,-0.00034734-0.00051245i,-0.00052704-0.00051274i,-0.00070425-0.00039259i,-3.9918e-05-0.00020964i,0.00027627+1.1039e-05i,-0.00028582-3.6749e-05i
