-0.00018202+0.00077052i,0.00084668+0.00055416i,0.00012366+0.00082953i,-0.00054247+0.00042529i,-0.0014585+1.7296e-05i,-0.0021191+0.00044537i,-0.0016002+0.0013741i,-0.00062427+0.0013317i,0.00063995+0.00040335i,0.00099224+0.00012298i,0.0007339-0.00036343i,0.00030911-0.00082758i,-0.00023933-0.00026912i,-0.00055142-0.00020473i,-0.00044234-0.00038972i,-0.00013535-0.00040335i,0.0003691-0.0006628i,0.00064689-4.331e-05i,-0.00024439+0.00095901i,-0.00082396+0.00084957i,4.94e-05-9.3521e-05i,-3.2139e-05-1.8577e-05i,-0.00074492+0.00021858i
0.00019235+0.00039563i,-0.00038257-0.00028936i,-0.00030909-0.0017068i,1.2652e-05-0.0020329i,-0.0004242-0.001521i,-0.0003207-0.00095422i,-1.5577e-06-0.00060071i,-0.00048764-0.0003242i,-0.0004524-0.00032936i,-0.00075789-0.00050048i,-0.0010682-0.00057437i,-0.00070256+4.7143e-05i,-0.00017225+0.00059474i,0.00039383+0.00040774i,0.00010424+6.1881e-05i,-0.00049992-0.00019712i,-0.00038349-0.00046226i,8.6147e-05-0.00025057i,0.00054145-0.00028837i,0.0011044-0.00089021i,0.00048548-0.00081507i,-0.00032977-1.5264e-05i,-0.00019916-0.00032077i
0.00075127-0.00053504i,0.0015161-0.00066366i,0.00023193-0.0012456i,-0.00084736-0.0012303i,-0.00094838-0.00047593i,-0.00097547+0.00011453i,-0.0010102+0.00032801i,-0.00084013+0.00098515i,-0.00021914-0.00029275i,-0.00041021-0.00085263i,-0.00077283-0.00031356i,-0.00034775-0.00036145i,0.00013847-0.00036182i,0.00046091-7.0719e-07i,0.00091801+0.00014184i,0.00021652-0.00016555i,-0.00049603-8.0534e-05i,0.000376-0.00014622i,0.00050072+0.00033502i,-0.00013318+0.0010288i,-0.000392+0.0011161i,-0.00032013+0.00045374i,-0.00019508-0.00068547i
-0.0018008-0.0018179i,-0.0012158-0.0012033i,-0.0017926-0.00018882i,-0.0019322+0.00014884i,-0.0015863+0.00028621i,-0.001049+0.0002808i,-0.00040653-0.0001858i,4.2309e-05-0.0001855i,4.6365e-05-0.00016327i,-0.00028634+6.5314e-05i,-0.00069653+0.00049857i,-0.00026046+0.00080725i,0.00012957+0.00036516i,0.00010385+0.00021409i,1.7381e-05+0.00098679i,0.00042684+0.00058906i,0.00070268+1.648e-05i,0.00016377+0.000411i,-0.00042304+0.0002509i,-0.001197-1.6065e-05i,-0.001072+0.00097707i,-0.00039353+0.00078092i,0.00015745+0.00018138i
0.0015711+0.0011947i,0.00063849+0.001417i,0.00085733+0.00074201i,0.0011343+0.00010342i,0.0003428-0.00081452i,0.00010177-0.0011558i,0.00030482-0.0011877i,-0.00095493-0.0012105i,-0.0015809-0.00080904i,-0.0011003-0.00068056i,-0.00095933-0.00062529i,-0.00054674-0.00030484i,-0.00033137+0.00011228i,-0.00070076+0.0002485i,-4.8825e-05+1.7012e-05i,0.00016545+0.00016239i,-0.00053244-0.00078413i,-0.00022294-0.00097577i,6.4308e-05+0.00062365i,0.0002213+0.00072804i,0.00031413-0.00012569i,-0.00014959-0.00029894i,-0.00025628-0.00065286i
-0.0016115-0.0021742i,-0.0022453-0.0016862i,-0.0019943-0.0017232i,-0.00094735-0.0013246i,-0.0013672-0.00030896i,-0.00062234-0.00040716i,-0.00012368-0.0013316i,-0.00072563-0.0021226i,-0.00086394-0.0018448i,-0.0012247-0.00060957i,-0.0012618+0.00068701i,-0.0003995+0.00079504i,-0.00040735+0.00037914i,-0.00076826+0.00019116i,-0.00060224-0.00021031i,-0.00070452+0.00029144i,-0.00068635+0.00062525i,-0.00025111-0.00057275i,0.00053376-0.00081592i,0.00027992+0.00042484i,-0.0006803+0.00094942i,-0.00078275+0.00076299i,-0.00014342-0.00026953i
0.0011349-0.0015125i,0.00078433-0.0014906i,-0.00030472-0.0019147i,-0.00055458-0.0013962i,-0.00051928-0.00078814i,-0.001025-0.00097884i,-0.00086436-0.00085649i,-0.00058711-0.00065429i,-0.00078113-0.00061054i,-0.00125-0.00015565i,-0.00088239-0.00031533i,0.00060623+0.00024181i,0.0011206+0.00062648i,0.00065456+0.00016176i,-9.6344e-05-4.5756e-06i,-0.00048308+0.00028549i,-8.2676e-05+0.00085212i,-6.088e-05+0.00067664i,0.00025223+0.00014452i,0.00015565-2.7589e-06i,-0.00030249+3.528e-05i,-0.00035643-0.00015056i,-9.5866e-05-0.00019912i
0.00034267+0.0024291i,4.531e-05+0.0031591i,0.00059417+0.0030635i,0.00098731+0.0012771i,0.0012262-0.0002914i,0.00062057-0.0010328i,8.1505e-05-0.0015556i,0.00026644-0.0010797i,-0.00046519-0.00046067i,-0.0003947-0.00050151i,0.00023395+4.5072e-05i,0.00055604+0.00062481i,0.00045961+0.00072122i,-3.281e-05+0.00025701i,-0.00056516-0.00023102i,-0.00082209-0.00013605i,-0.00017128-4.5441e-05i,0.00031597+0.00039916i,0.00020957+0.00027699i,-0.0003426-0.00045209i,-0.00085683-0.00066798i,-0.00066248-0.00033163i,-0.00025543-0.00011362i
0.00044532-0.0014643i,-0.00040722-0.0021505i,-0.00089097-0.0019453i,-0.00098702-0.0011232i,-0.0010933-0.00043338i,-0.00027339-0.00066809i,0.00027026-0.0006333i,-0.00039247-0.0004353i,-0.0013153-0.00048388i,-0.0010114-0.00043968i,-0.00089285-1.4248e-05i,-0.00029759+0.00069969i,0.00017418+0.0013097i,-0.00063557+0.00099625i,-0.00051141+8.9135e-05i,-1.2942e-05-0.00015417i,-0.00037645-0.00032377i,-0.00098914-0.00021173i,-0.0013466-0.00094666i,-0.00032704-0.001363i,0.0010505-0.0003904i,0.0011994-0.00042237i,0.00023501-0.00055029i
0.00076399-0.00014217i,0.00038925-0.00037027i,5.7926e-05-0.00077548i,-0.00055053-0.0011559i,-0.001179-0.00137i,-0.00049984-0.0013826i,-0.0003678-0.0018351i,-0.00096848-0.0018061i,-0.001299-0.00084891i,-0.0015458-0.00013612i,-0.0013181-4.3382e-05i,-0.00044526-0.0005666i,0.00022251-0.00043376i,0.00023432+0.00064775i,0.00016557+0.00088099i,-0.00017342+0.00024033i,-0.00056014-0.00069502i,-0.00025919-0.00093735i,-0.00025714-0.00065327i,-0.0009421+0.0001107i,-0.00053736+0.00084424i,0.00031084+0.00022759i,0.00087292-0.00017473i
3.7648e-05+0.0011613i,-5.3817e-05+0.0016255i,0.0004031+0.0011894i,0.0010059-0.00010537i,0.0007624-0.0016551i,0.00063262-0.002288i,0.00041312-0.0018088i,-0.00010462-0.0012996i,5.2608e-05-0.00073452i,0.00036014-0.0007124i,0.00045876-0.00071885i,-6.5429e-05+0.00034435i,-0.00027813+0.00057398i,-0.00047912+0.00020791i,-0.00040825+8.8973e-05i,-0.00012201+0.00014245i,0.0003724+0.00029054i,0.00090325+0.00044529i,0.00019497+0.00015634i,-0.00079524-0.00021265i,-0.001057+1.212e-06i,-0.00057573-5.278e-05i,0.00042788-0.00010119i
0.00018134+0.0010196i,0.00062641+0.0011162i,0.00066764+0.0018235i,0.0010926+0.00055781i,0.00089064-0.00066029i,-0.00037062-0.0010004i,-0.0012323-0.0012755i,-0.00080661-0.0012143i,-0.00085689-0.0016563i,-0.00032336-0.0010753i,0.000829-2.2778e-05i,0.00069523-0.00066779i,-4.0999e-05-0.00068216i,-0.00026289-0.00049968i,0.00010745-0.00090204i,0.00039793-0.00093827i,0.00048083-0.00040877i,0.00059613-0.00010984i,1.5148e-06-0.00026305i,-0.00019509+0.00012581i,0.00011059+9.4706e-05i,0.00093362-0.00046084i,0.00084467-0.00017646i
0.0010502-0.00073308i,0.00060547-0.00021455i,-0.00076036-0.00083629i,-0.001368-0.00087017i,-0.00052075-0.00031334i,9.3739e-05-6.0698e-06i,0.00015986-1.2326e-05i,0.00028228+3.4113e-05i,0.000133-0.00067162i,-0.00029608-0.00096838i,-0.00088506-4.1137e-05i,-0.001057+1.2353e-05i,-0.00074091-0.00053635i,-0.00057223-0.00030106i,-0.0010372+0.00025123i,-0.00045318+0.00081857i,-0.00016568+0.00069029i,-0.00044806-3.2357e-05i,-4.5465e-05+0.00015877i,-0.00013505+0.00082452i,-0.00048875+0.0010349i,-0.00091752+0.0004359i,-0.00093483-0.00018058i
0.0016454-0.0014638i,0.0013001-0.0014676i,4.2839e-05-0.0020846i,-0.0013273-0.0027935i,-0.0018061-0.0026655i,-0.00087127-0.0014934i,-0.00023068-0.0012585i,-0.00044052-0.0018798i,-0.00056807-0.0015519i,-0.00070033-0.0017414i,-0.0010123-0.0012459i,-0.00096004+0.00023408i,-7.9051e-05+0.001495i,2.458e-05+0.00080824i,0.0003271-6.473e-05i,0.00012082+7.5387e-05i,-0.00063823+0.00067729i,-0.00050163+0.00052657i,0.00012034-0.00017795i,0.00011813-0.00052346i,0.00024311-0.00061301i,0.00067543-0.00016424i,0.00058506+6.4391e-05i
0.00072929-1.1117e-06i,0.00028725-0.00039432i,0.00014425-0.00072527i,-0.00040743-0.00022519i,-0.00091673+0.00054216i,-0.0010672+0.00023128i,-0.00057685+0.00027695i,8.0282e-05+3.4691e-06i,9.1477e-05-0.00086434i,-0.00097813-0.00099363i,-0.0015757-0.0006834i,-0.0010275+0.00035679i,-0.00066187+0.00070903i,-0.00042495-0.00026775i,2.1539e-05-0.0010665i,-3.7098e-05-0.0010033i,-4.4962e-05-0.00091539i,3.8102e-05-0.00048424i,0.00056927+0.0003737i,0.00065528+0.00064353i,0.00011148+0.00019193i,-0.0001947+0.00024343i,3.7406e-05+0.00065414i
-0.00023547-0.00013234i,-0.00045905-0.00046597i,1.1396e-05+7.6372e-05i,0.00033913+0.00046648i,0.00048959+1.1259e-05i,0.00070316-0.0007394i,0.00032713-0.0014923i,-0.00018708-0.0017173i,-0.00037833-0.0015854i,-0.00046456-0.0012888i,-0.00046596-0.0003581i,-0.00040229+0.00028757i,0.00015133+0.00045705i,0.00053887+0.00048276i,-0.00045633-0.00026313i,-0.0005465-0.00073934i,-0.00010946-0.001063i,-0.0001015-0.00099823i,-7.2013e-05+5.8877e-05i,7.2422e-05+0.00028553i,0.00066485-4.4591e-06i,0.00067614+0.00021396i,0.00059967-0.00054699i
-0.0006451+0.0012467i,-0.00021561+0.001612i,0.00034346+0.00088295i,0.00067708-0.00010043i,0.00088223-0.0010988i,0.00015794-0.0017767i,-0.00069491-0.0016721i,-0.00093555-0.00080056i,-0.00043172-0.00099781i,4.8312e-05-0.00072375i,-3.4677e-05-0.00040513i,0.00022196-0.00072678i,0.00060343-0.00085118i,0.00020955-0.00088439i,4.7644e-05-0.00065386i,6.5607e-06-0.00066847i,-0.00043135-0.00019782i,-0.00050616+0.0008367i,-0.00058006+0.00095167i,-0.00049189+0.00033967i,-5.1252e-05+0.00035306i,0.00062519-0.00010769i,0.00073521-0.00037519i
-0.00067808-0.00020759i,-0.00096185-0.00047854i,-0.0010077+0.00053221i,-0.0005808+0.0013145i,-0.00024351+0.00041191i,7.8819e-05-0.00095409i,-8.0273e-05-0.0010772i,-0.00013535-0.001131i,-0.00050366-0.0013372i,-0.0010361-0.00086374i,-0.0011336-0.00033897i,-0.00061408-0.00012274i,0.00021678-0.00016747i,0.00014792-0.0002892i,-0.00023033-0.00013596i,0.00036812-9.7907e-05i,0.0007098-0.00019338i,0.00086747-0.00031063i,0.00096741-0.000249i,0.00061272-0.0002623i,0.00018638-0.00016156i,5.485e-05-0.00038416i,-0.0002235-7.485e-05i
3.2571e-05+0.0001466i,0.0010484+0.00096269i,0.0015441+0.00084835i,0.0020127+0.00015506i,0.00090559-0.00049203i,-0.00042684-0.0007777i,-0.0011655-0.00087757i,-0.0011452-0.0013846i,-0.00078507-0.00076281i,-0.00059473+0.00084988i,-0.00047179+0.0013432i,-0.00013754+0.0007118i,0.00039587-0.00017041i,0.000795-0.00046457i,0.0008974-0.0002512i,0.0010349-7.1258e-05i,0.0012867-0.00035333i,0.00098733+0.00011936i,-5.0692e-05+0.00063339i,-0.00066503+0.00065261i,-0.00056943+0.00021264i,-0.00040836-0.00048003i,-0.00037895-0.00076853i
0.00053494-0.0013576i,-0.0003246-0.0008099i,-0.00014389-0.0011813i,-0.00028829-0.00089403i,-0.0013637-0.00073079i,-0.0013571-0.00060094i,-0.0010476-0.00082555i,-0.00087029-0.00066798i,-0.00015539-0.00041506i,-3.4133e-05-0.00075042i,-0.00053386-0.00061353i,-0.00023408+0.0003456i,0.00043028+0.00050028i,0.00052653+0.00016216i,-0.00025509+0.00034967i,-0.00074522+0.00062069i,-0.00025803+0.00029156i,0.0006429-0.00039232i,0.0004982-0.00056308i,-0.00011472+9.4235e-05i,-0.00011693+0.00067366i,0.00058449+0.00074063i,0.0005673+0.00021577i
0.00055149-0.00073662i,0.00058145-0.0014946i,0.00046076-0.0012682i,-4.1331e-05-0.0004811i,-0.00012305-0.00033385i,2.4142e-05-0.0015912i,-2.5578e-05-0.0019429i,-0.00027431-0.00091769i,-0.000778-0.0008212i,-0.00099575-0.0014121i,-0.00045807-0.0004031i,0.00023682+0.0013302i,0.00031186+0.001549i,0.00017585+0.00048178i,-0.00024582-0.0005475i,-0.00073358-0.00071945i,-0.00033514-0.00032014i,0.00052708-0.000153i,0.00076448-0.000242i,-0.00027489-0.0001361i,-0.00071539+5.8627e-05i,-0.00027786+0.00051386i,0.00018508+0.00039296i
-0.0015641+0.0017896i,-0.00062686+0.0015469i,0.00098069+0.001543i,0.0008578+0.0010378i,-0.00012264-0.00044852i,-0.00032972-0.0019587i,-0.00044429-0.0017174i,-0.0012299-0.00044195i,-0.0014933+0.00011391i,-0.00045893+0.00015551i,-0.00013935+0.00066072i,0.0002617+0.00073813i,0.00071073-8.0167e-05i,0.00040475-0.00036421i,0.00052459-0.00017587i,0.00047157+0.00021094i,0.00024464-0.00031639i,-0.00049159-0.0011683i,-0.00095673-0.00077207i,-0.00028362+0.0002827i,0.00036897+0.0004762i,0.00019239-0.00018936i,0.00022654+0.00020099i
-0.00089803-0.0029642i,-0.0015927-0.0023475i,-0.0014857-0.0011081i,-0.00062636-0.00079539i,0.00031264-0.00094232i,0.00094285-0.00060266i,0.00047361-0.00096482i,-0.00044707-0.0019416i,-0.00065755-0.0018222i,-0.00047107-0.001124i,0.00064666-0.00092373i,0.0015087-0.0006074i,0.00090778+4.7883e-05i,0.00033264-3.231e-05i,-9.0462e-05-0.00078715i,-0.00036521-0.00085195i,-0.00012156-0.00013358i,-0.00034181+0.00012128i,-0.0010067-0.00050777i,-0.00046943-0.0014377i,0.00065767-0.00090692i,0.00093125+2.6218e-05i,0.00053186-0.00020661i
-0.00076341+0.00013334i,-0.00040876-0.0013182i,-0.00029905-0.0019932i,-0.00089641-0.00033556i,-0.0015407+0.0010815i,-0.0013385+8.5154e-05i,-0.00055038-0.00092068i,-0.00064355-0.00060392i,-0.0016682-0.00015958i,-0.0020634-0.00038232i,-0.00069122-0.00060646i,-2.9334e-05+0.00028892i,0.00012291+0.00011369i,0.0011824-0.0010744i,0.0014098-0.00069353i,0.00039415-0.00014597i,4.524e-05-4.3225e-06i,0.00029274-8.6695e-06i,-3.4727e-05+0.00013847i,-0.00040041+0.00039186i,-0.00052989+0.00047892i,-0.00075226+8.7665e-05i,-0.0012228+0.00029264i
0.00088582+0.0010043i,0.00054201+0.0010474i,0.00039762-0.00081273i,0.00024509-0.0023226i,0.0013-0.0020273i,0.00069944-0.001561i,-0.00047302-0.0013986i,-6.3225e-05-0.0010299i,-0.0001758-0.0010451i,-0.00038778-0.0018438i,4.3999e-05-0.0017487i,0.00035931-0.00080044i,0.00041235+0.00024415i,-0.00024629+0.00065357i,-0.00036757+0.00012242i,0.00028051-0.00072605i,0.00040413-0.0013484i,0.00028826-0.00055413i,-3.8605e-05+0.00050336i,-0.00014617+0.00052607i,-0.00031797+0.00078829i,-0.00067747+0.00093498i,-0.00060848-0.00033559i
0.0012238+0.0016737i,0.0007672+0.0012468i,0.0012158+0.00041751i,0.0016149-0.00029504i,0.001116-0.00097109i,0.00010459-0.0020623i,-0.0010691-0.0025639i,-0.0012574-0.0020815i,-0.00089379-0.0010838i,-0.00046723-0.00086053i,0.0006116-0.00077498i,0.0014246-5.8806e-05i,0.00070397+3.0993e-05i,-0.00049603-0.00013104i,-0.00059128-7.3476e-05i,-0.00020858-0.00020562i,-0.00061593-0.00014649i,-0.00073609-0.00051523i,-0.00035883-0.001082i,-7.3324e-05-0.00045904i,-1.3594e-05-7.4896e-05i,-8.3394e-05+0.00022867i,-7.5054e-05+6.3968e-05i
0.00066808+0.00066437i,3.8874e-05+0.00087857i,-0.00014425+0.00072275i,-0.0006068-8.4806e-05i,-0.00088359+0.00021605i,-0.00043639+0.00071342i,1.6021e-05-0.00023558i,0.00036087-0.000814i,-0.00024572-0.0002709i,-0.001409-0.00069752i,-0.00099662-0.00095i,-0.00017739-0.00011072i,-7.8297e-06+0.00044054i,0.00070431+0.00017003i,0.0010672-0.00032269i,0.0010605-0.00020606i,0.00089264-0.00033572i,0.0002783-5.677e-05i,0.00011133+0.00013732i,-0.00010461-0.00016333i,-0.00073452+8.7277e-05i,-0.00068034+0.00069356i,-0.00022575+0.00079964i
-0.0010346-4.458e-05i,-0.0014299-0.00017586i,-0.0015248+0.00040823i,-0.00090982-0.00052958i,-7.3803e-05-0.0019509i,0.00096722-0.0019466i,0.00021518-0.0015097i,-0.0013341-0.0012619i,-0.001619-0.0010588i,-0.00063374-0.00089682i,0.00035475-0.0002683i,0.0010626+0.00017806i,0.0013256+3.2465e-05i,0.0012714-0.00085587i,0.0011402-0.001375i,0.00059538-0.00059653i,0.00030334+0.00023719i,1.4898e-05-0.00024807i,-9.3688e-05-0.00080812i,-0.00015443-0.00030961i,4.973e-05-0.00014893i,0.00013306+0.00045589i,0.00013846+0.00063139i
0.00083701-0.00050604i,0.0012974-0.00064167i,0.0018126-0.0015654i,0.0013318-0.0018589i,0.00051823-0.0019105i,8.3807e-05-0.0022638i,-0.00073411-0.0019251i,-0.00095843-0.0012534i,-0.00049589-0.0012829i,-0.00061179-0.0016648i,-0.00032007-0.0010361i,-0.00018604+0.00020704i,-0.0002626+0.00081682i,7.3374e-05+0.00058826i,2.7816e-05+0.00046224i,0.00038247+9.7065e-05i,0.00063444-0.00032915i,-2.2155e-05+0.00010803i,-0.00064053+8.8281e-05i,-0.00033852+4.7913e-05i,-0.00019148+0.00036652i,7.1096e-05+0.00027141i,-0.00050257+0.00039934i
-0.0027921-0.0010334i,-0.0025278-0.00044822i,-0.0033659+0.00021046i,-0.002126+0.00049701i,-0.00059212+0.00074777i,-0.00094903-3.4798e-05i,-0.0010127-0.00063215i,-0.00021607-0.00054011i,-0.00039668-0.00097167i,-0.0011067-0.0012205i,-0.0015382-0.00018429i,-0.00098758+0.00097294i,0.00056203+0.00098177i,0.00091372+0.00021187i,0.00037346-0.00047716i,-2.6933e-05-0.00067289i,5.0196e-05-0.00055638i,0.00032428-2.8381e-05i,0.00034767+0.00032772i,0.00030712-0.00054774i,0.00046976-0.00073103i,0.0004699-0.00027618i,0.0004909-0.00027147i
-0.00015133-0.00034179i,0.00070706-0.00040214i,0.001249-7.9852e-05i,0.001445-7.7917e-05i,0.00068573-0.00082711i,3.9175e-05-0.0019761i,-0.00053175-0.0016799i,-0.001479-0.00045947i,-0.0014469-0.00039825i,-0.00083382-0.00080717i,-0.00039568-0.00012168i,-0.00010597-0.00036882i,-0.00025451-0.00078168i,-0.00045327-0.00037278i,-0.00024716+4.5322e-05i,5.7349e-05+0.00040757i,0.0002815+0.00071255i,-0.00033984+0.00040814i,-0.00021788+0.00023006i,-0.00011718-0.00017631i,-8.9621e-05+5.5455e-05i,0.00055936+0.00051996i,0.00032109-0.00033028i
0.0030244-0.00027283i,0.0025614-0.0004951i,0.0019051-0.0012638i,-2.4923e-05-0.0023539i,-0.0010446-0.0027732i,-0.00098196-0.0018382i,-0.0010489-0.00084771i,-0.0010845-0.00099747i,-0.00081484-0.0011789i,-0.00048979-0.0014899i,-0.00099575-0.0016238i,-0.0010025-0.00064421i,-0.00034194+0.00053807i,-0.00020577+0.000542i,-0.00025445+0.00034542i,-0.00021976+0.00060309i,0.00065713+0.00025807i,0.001149+0.00015081i,0.0011043+0.00012201i,0.00053947-0.00065969i,2.2478e-05-0.00044938i,0.00018325+0.00010721i,0.00040191-0.00043241i
0.0020319-0.0017913i,0.0008455-0.0011455i,0.00013964-0.00072595i,-3.8815e-05-0.00065995i,-5.2312e-05-0.00087301i,-0.00018429-0.0012896i,-1.7655e-05-0.0013928i,-8.0021e-05-0.0010844i,-0.00021343-0.0010108i,0.0001307-0.0011173i,-8.4108e-05-0.0008354i,-0.001553-0.00045064i,-0.0018137-0.0007417i,-0.0012438-0.0012483i,-0.0008815-0.0012699i,-0.00012076-0.00061476i,0.00080417+8.8821e-05i,0.00050998+0.00024805i,0.00029828+0.00013087i,0.00057343+0.00038492i,0.00019251+0.0001208i,-8.5687e-05-0.00015351i,-0.00032879+0.00040113i
0.0011119-0.00083985i,0.00044863-0.00053273i,0.00012889+0.00070352i,-0.00011141+0.00024974i,0.00026118-0.00067375i,0.00077376-8.7062e-05i,5.5034e-05-0.00055164i,-0.00062451-0.0019169i,-0.00064473-0.0010129i,-0.00057574+0.00041167i,-9.2099e-05+0.00043173i,0.00083267+0.00013487i,0.00041143+0.00014672i,-0.00022046+0.00018611i,6.9246e-05-0.00028099i,-0.00059067-0.00052396i,-0.00052965-0.00024564i,0.0004637-0.00020134i,0.00030364-2.947e-05i,0.00022706-0.00024133i,0.0005961+6.275e-06i,0.0001479+0.00081709i,-0.00041189+0.00071749i
0.0013702+0.0010342i,0.00065417+0.00057033i,0.00035094+0.00014885i,0.00073206-4.9973e-05i,0.00082145-0.0010723i,-0.0001933-0.0016161i,-0.0013507-0.0015859i,-0.0017019-0.0019005i,-0.0012779-0.0016865i,-0.00087282-0.00099185i,5.4673e-05-0.0005421i,6.8041e-05-0.00065352i,-1.4898e-05+4.7762e-05i,0.00057732+0.0011653i,0.00062255+0.0010338i,-0.00072818+0.00068679i,-0.0014773+0.00041825i,-0.00070396+0.00015779i,-0.00044021+4.5861e-05i,-0.00028619+0.00053051i,0.00015886+0.0011392i,-0.00028541+0.0007921i,-0.00029765+0.0001491i
-0.001334+0.0013313i,-0.0014746+0.00061746i,-0.00056846+0.0011412i,-8.9904e-05+0.0011701i,0.00036299+0.00062744i,0.00025648-0.00043931i,-0.00030706-0.00098165i,-0.00064236-0.00022627i,-0.0010622+9.6812e-06i,-0.0011029-0.00024251i,-6.7805e-05-0.0002227i,0.00053005+0.00017748i,0.0008349+0.00049148i,0.0010924-0.0004278i,0.0009307-0.0019844i,0.00089555-0.001763i,0.0012612-0.00062101i,0.0017947+5.693e-05i,0.0013325-1.5311e-05i,0.00080534-0.00026211i,0.00056717-0.00024486i,0.00066101+0.00059306i,0.0011472+0.00076136i
0.0018034+0.0011758i,0.00063084+0.0015148i,0.0010568+0.00025249i,0.0020104-0.0010388i,0.0018181-0.0015903i,0.001156-0.0014661i,0.00028355-0.001066i,-5.7619e-05-0.0010812i,0.00049195-0.0012066i,0.00056526-0.00089537i,0.00040219-0.0010718i,0.00071371-0.0011019i,0.00071847+0.00021654i,-0.00027622+0.00070781i,-0.00067634+0.00012811i,-0.0004311+4.2677e-05i,-0.0006681+0.00015403i,-0.00019084+0.00014589i,3.979e-05+0.00024694i,-0.00069054+9.7277e-05i,-0.0003236+0.00033154i,0.00099049+0.00059628i,0.001046+0.0004833i
-0.0012959+5.2071e-05i,-0.00088406+0.00037878i,-0.00030201-0.00010367i,-0.00062042-0.00014052i,-0.00090824+4.8891e-05i,-0.00078868-0.00051948i,-0.00098586-0.00046678i,-0.0012192-0.00089764i,-0.0011683-0.0020653i,-0.0007547-0.0022861i,-0.00012718-0.00044436i,-0.00019214+0.0010069i,-0.00012219+0.00056847i,0.00013417+9.3409e-05i,-8.8425e-05+0.00027293i,-0.00012728+0.00028675i,0.00069913+0.00045537i,0.0006575+0.0010527i,0.00034161+0.0014943i,0.00053531+0.0012396i,6.6665e-05+0.00029292i,4.4997e-05-0.00016697i,0.00018591-5.9492e-05i
-0.0010299+0.00047804i,-0.00048258-3.1102e-05i,0.00056277+0.00049675i,0.00079268+0.00098065i,0.0010025+0.00029737i,0.00069185-0.00050552i,0.000638-0.0010243i,0.0012646-0.0010331i,7.579e-05-0.00042596i,-0.0016475+0.00012138i,-0.0013218+0.00033508i,6.0404e-05+0.00037281i,0.00038479-0.00032181i,0.00031533-0.00053949i,0.00041091-0.000859i,0.00040508-0.000391i,-1.3608e-05+0.00014107i,-0.00027294-0.00034254i,-0.00048328-0.00073208i,-0.00055076-0.00062785i,0.00036446-0.00010753i,0.00023694+0.00036332i,-0.00079737+0.00047809i
-0.0012965-0.00022146i,-0.00040273+0.00098845i,-0.0016081+0.0013478i,-0.0017955+0.0016203i,-0.00075123+0.0013793i,0.00013658+0.00043389i,-0.00064954-0.00017333i,-0.00086381-0.0009206i,4.4437e-05-0.00095321i,0.00045915-0.00039057i,0.00051305-0.00015031i,0.00094925+0.00066618i,0.0012743+0.00096977i,0.0010255+0.00056069i,0.0003393-0.00047956i,0.00031372-0.00052298i,0.0004629+2.7205e-05i,0.00045005-0.00036138i,0.00049911-0.00035029i,-0.00017775+0.0004205i,-0.00049025+0.00062899i,3.3589e-05-0.00046428i,0.00048526-0.00075931i
-0.0013135-0.00073446i,-0.00087244-0.00055136i,-0.00017361+1.2872e-07i,0.00018632+2.9311e-05i,1.3394e-06-0.0010178i,-0.0011207-0.0014597i,-0.0014349-0.0010069i,-0.0009185-0.00088861i,-0.00039245-0.00081156i,-0.00054052-0.00045595i,-0.0008974+0.0003207i,-0.00054552+1.7961e-05i,-0.00014732+2.1466e-05i,-0.00038026-0.00015794i,0.00029348-0.00056693i,0.00089427-0.0006333i,0.00042159-0.00057686i,0.00028013-0.00046043i,0.00053618-0.00019952i,0.00028248-0.000456i,4.9028e-05-0.00053001i,-0.00071119+0.0002932i,-0.00098853+0.00040793i
-0.00059909+0.001208i,-0.00066922+0.0016993i,-0.00032357+0.002458i,-0.00022782+0.0019763i,0.00014989-7.1308e-05i,0.00031826-0.00092767i,-0.00050964-0.0013178i,-0.00070173-0.0012608i,-0.00041279-0.00085031i,-0.00028821-0.0015235i,-0.00015981-0.0019561i,1.5116e-05-0.0014596i,9.1672e-05-0.00087149i,0.00025338-0.00060878i,0.00068205-0.00077848i,0.00031783-0.00048349i,0.00028266+0.00012997i,0.00018543-0.00027767i,-5.9959e-05-0.00032738i,7.7723e-05+3.8623e-05i,5.3208e-05+0.0003456i,0.00041053+4.6047e-05i,0.00088828-0.00072293i
0.0014486+0.0010465i,0.0015907+0.0008909i,0.0016644+0.00095627i,0.001901+0.00023569i,0.0019617-0.00063028i,0.00068939-0.001126i,-0.00033124-0.0018128i,-0.00052906-0.001778i,-0.00032905-0.001287i,-5.9841e-05-0.001621i,0.00026374-0.0013927i,0.00024414-0.00090815i,-5.4959e-05-0.00088458i,0.00025358-0.00031638i,3.6346e-05+1.4862e-05i,8.3801e-05-0.00021858i,0.00030217-0.00045745i,0.00022085+7.9317e-05i,0.00048005+3.2201e-05i,0.00044659+6.6276e-05i,0.00045849+0.00077329i,-4.2245e-05+0.00051831i,-0.00052499-0.00022438i
