0.0010057+0.00036165i,0.00047663-0.0012949i,-0.00098875-0.0033281i,-0.0018749-0.004467i,-0.0021837-0.0034259i,-0.0026941-0.00090116i,-0.0017084+0.0012315i,-0.00032148+0.0014916i,0.00088353+0.00030411i,0.00074681-0.001298i,-5.3722e-05-0.0018616i,0.0004943-0.00089236i,0.00075969-3.0424e-05i,0.00067875+3.5623e-05i,0.0014311+0.00047013i,0.00070498+0.0011409i,-0.00028518+0.001203i,0.00010437+0.00083574i,0.00021243+0.00035549i,0.00023729-0.00034345i,0.00039972-0.00087433i,0.00043391-0.00073226i,-0.00039382-0.00039513i
0.00055221-0.00093981i,-0.00084361-0.0018861i,-0.0018718-0.002678i,-0.0011922-0.0037894i,0.00034829-0.0033953i,0.0012857-0.0018112i,0.00070009-0.001242i,-0.00050145-0.00083887i,-0.00086343-0.0004927i,-0.0012642-1.7557e-05i,-0.0010155+0.00064793i,-0.00011444+0.00093295i,5.8688e-05+0.0008794i,0.00011071+0.00073045i,0.00057112+0.00091547i,0.00033732-3.6865e-05i,0.00045735-0.00067129i,0.0013635-4.8617e-06i,0.00076763+0.00030181i,-0.00020899-0.00028326i,-0.00027486-0.00036634i,7.1232e-07+0.00011393i,0.00048662-0.00016821i
0.0019166-0.00020907i,0.001221-0.0013216i,0.00083483-0.0021652i,0.0013905-0.0022381i,0.0010488-0.0016983i,0.00013564-0.0015489i,-0.00062386-0.0013085i,-0.0012199-0.00088996i,-0.0010389-0.0010368i,-0.00042873-0.00049923i,-0.00093973+0.00036209i,-0.0012912+0.00075217i,-0.0012379+0.0008201i,-0.00064842+0.001043i,0.00039471+0.0017005i,0.00038876+0.00080549i,0.00068846-0.0002348i,0.00065311-0.00025601i,-1.869e-05+5.5267e-05i,-0.00015107-0.00049754i,-0.00029039-0.00088089i,-0.00036248-0.00045102i,-0.00018896+0.0001744i
0.00044015+0.0015717i,0.00091974+0.00064778i,0.0021588-0.00063159i,0.0022044-0.0013793i,0.001598-0.0016033i,0.00089319-0.0018289i,0.00010675-0.0017329i,-0.00046954-0.00065279i,-0.00024376-0.00027733i,0.00032519-6.8798e-05i,-0.00019738+0.00050945i,-0.00027964+0.00048957i,-0.00030473+0.00031071i,9.5345e-05+0.00015576i,0.0007085-0.00012639i,0.00085126-0.00016969i,0.00070995-0.00055049i,0.00037461-0.0012076i,0.00028617-0.0013287i,8.7113e-05-0.001239i,0.00031913-0.0011554i,0.0014011-0.00081387i,0.0013551-0.00042608i
-0.0013014+0.00014317i,-0.00030566-0.00023925i,-0.00023605-0.00037447i,0.00047169-0.00043903i,0.0017886-0.00060879i,0.0016957-0.0011681i,0.00072823-0.0012445i,-8.0095e-05-0.00093524i,-0.00077354+5.5775e-05i,-0.00073866+0.00044238i,-0.00034269+0.00022355i,0.00019881-0.00011762i,0.00064009-0.00048678i,0.00050448-0.00059764i,0.00097091-0.00072097i,0.0012284-0.00047574i,0.00061688+0.00027621i,0.00014766+0.00031545i,1.5914e-05+3.9924e-05i,6.3405e-05+7.841e-05i,0.0001249+0.00014161i,9.0737e-05+7.2239e-05i,0.00023591-2.098e-05i
-0.0011962+0.00060311i,-0.00081201+0.0006512i,0.00020173+0.0014585i,0.0013914+0.0017007i,0.0014894+0.00020369i,0.0013813-0.0014451i,0.00044924-0.0015354i,-0.00089355-0.00057926i,-0.0012764+0.00038292i,-0.00044147+0.00041021i,-5.0918e-05-7.0083e-06i,-0.00047478+0.00014395i,-0.00017444+0.00060455i,-2.1009e-05+0.0004001i,0.00046724+4.0423e-05i,0.00032253+1.4477e-05i,-0.00056221-0.00032785i,-0.00060426-0.0006234i,-0.00023251-0.00047087i,-0.00026641+0.00027932i,-0.00030437+0.00024384i,-0.00045735-0.00039722i,-0.00026437-0.00024363i
-0.0011034-0.00091585i,-0.001565-0.0016457i,-0.0015743-0.00077852i,-0.00062165-0.00043616i,0.00082937-0.001044i,0.0018124-0.0011574i,0.0006428-0.00082335i,-0.0010191-0.00096515i,-0.00067348-0.00075009i,-1.2299e-05-0.0004554i,0.00014917-0.00032487i,-4.8896e-07-0.00032074i,-0.00030214+1.3757e-05i,-0.00039508+0.0013334i,-0.0001516+0.0014291i,9.736e-05-3.0203e-05i,0.00032013-0.00065057i,7.2833e-05-0.00037075i,-0.00022559+0.00036722i,-0.00028254+0.00021928i,-0.00026441-0.00034574i,-0.00018715-5.39e-05i,-0.00045255-0.00021426i
-0.0016476+0.00089591i,2.7478e-05-9.9e-06i,0.0011092-0.0003151i,0.0017273+0.00020408i,0.0017715-8.0896e-06i,0.0017612-0.0021443i,0.0017183-0.0028044i,0.00010486-0.001367i,-0.0010659-0.00058597i,-0.00088124-0.00020731i,-0.00023153-0.00061184i,0.00060068-0.0010062i,0.00085276-0.00056283i,0.00014538+0.00036981i,4.3701e-05+0.00027211i,0.00044578+1.3105e-05i,0.00064348+0.00040394i,0.00096301+0.00030061i,0.00096917-3.6055e-05i,0.0008564+6.7743e-06i,0.00060714+0.00065541i,0.00026143+0.00064592i,0.00055248+0.00053686i
0.00071226+0.0019435i,0.00030615+0.00077535i,0.00090974+0.00023183i,0.0023261-3.3272e-05i,0.0024792-0.00044581i,0.0011318-0.00057007i,0.00032389-0.0004433i,-5.244e-05-9.6196e-05i,-0.00028679+0.00083005i,-0.00030329+0.0010455i,-0.00034988+0.00072771i,-0.00048754+0.00019415i,-0.0009922-0.00091786i,-0.00086518-0.0010996i,-0.00062054-0.00020148i,-0.00044266+0.00043808i,0.00021734+0.00043508i,0.00061529+0.00074105i,0.0003905+0.00061935i,0.00070814-0.00028394i,0.00067888-8.4448e-05i,-0.00040593-0.00022507i,-0.00088387-0.00023i
-0.0013173-0.00018309i,-0.0013997-0.00078508i,-0.0019699+4.5187e-05i,-0.00098685-0.00027028i,7.1692e-05-0.001053i,0.00012854-0.0010405i,-3.6491e-06-0.0011968i,0.00018265-0.0010119i,7.3502e-05+8.4116e-05i,0.00012629+0.00030953i,0.00047263+0.00030458i,0.00014934+4.6097e-05i,0.00039387-0.0012484i,0.0012482-0.0017878i,0.0013953-0.00059446i,0.00059636+0.00012051i,-6.9515e-05-0.00011973i,-4.8469e-05+0.00021231i,-0.00037614+0.00027406i,-0.0008012+4.7161e-05i,-0.00045071-0.00060253i,0.00059008-0.00047209i,0.00069645+0.00052689i
-0.0011106-4.2865e-05i,-0.0008249+0.00067569i,-0.0014917+0.0017797i,-0.00081991+0.00086561i,0.0004612-0.00051335i,0.00028124+0.00026057i,0.00072498+0.00047323i,0.0010049-0.00066812i,0.00067919-0.00042245i,0.00027443+0.00039624i,-0.00034012+0.00041285i,3.0242e-06+0.00032656i,0.00011486+0.00057825i,0.00013153+0.0002756i,0.00029094-0.00022228i,0.00027101-0.00059329i,0.00073846-0.0011352i,0.00079258-0.001086i,0.00050968-0.00075203i,0.00031771-0.00080407i,0.00024462-0.00044227i,1.438e-06+0.00015392i,-0.00086616+0.00045019i
-0.0001427-0.00023818i,-0.0011149-0.00083833i,-0.0015934-0.0013105i,-0.0015793-0.0015696i,-0.0006404-0.002334i,0.00034389-0.0014222i,-0.00020954-0.00023056i,-0.00065214+0.00042442i,-0.00060825+0.00033502i,-0.00080953+0.00057231i,0.0001602+0.0007955i,0.0017216+0.00041078i,0.0020707+0.0004662i,0.0015392+0.00032239i,0.00075586-0.0007526i,0.00029857-0.0016433i,-0.00063876-0.0013522i,-0.00081699-0.00079964i,-0.0007492-7.1355e-05i,-0.00095854+0.00060429i,-5.2906e-05+0.00084858i,0.00037802+0.00074553i,-0.00049361+0.00017285i
0.00044052-0.0010963i,-0.00058226-0.0016879i,-0.00043721-0.0016301i,-0.00012346-0.0018507i,-0.00032835-0.0025579i,-0.00021059-0.0026472i,0.00069193-0.001857i,0.00084571-0.00081252i,5.6968e-05-0.00012352i,-0.00046244-5.8036e-05i,-0.00055085+0.00018898i,-8.8485e-05+0.00061093i,0.00052311+0.00087176i,0.00030681+0.0010939i,1.1739e-05+0.00068361i,2.9779e-05+6.1335e-05i,-0.00022677-0.00026158i,-0.00017797-0.00038281i,0.00043011-0.0004714i,0.00071264-0.00010839i,0.00020863+0.00063566i,-0.0004985+0.00078202i,-0.00023323+0.0011573i
-0.00076414+0.00060953i,-0.0011395-0.00059605i,-0.00093174-0.00076111i,0.00036421-0.00089673i,0.0009727-0.0017661i,0.0010341-0.001563i,0.00042219-0.00072095i,-0.00085075+0.00033291i,-0.0011026+0.00087586i,-0.00076172+1.1782e-05i,-0.00070419-0.00076075i,-0.00081003-0.0014124i,-0.00032176-0.0011077i,0.00048336+0.00018454i,0.00031047+0.00064566i,0.00016727-0.00028213i,0.00038577-0.00064771i,0.00014676-0.00012666i,0.00016536-0.00023491i,0.00030216-0.00076843i,-0.00015741-0.00049895i,-0.00050136-0.00020794i,4.377e-05-0.00012765i
0.0015854+0.00050505i,0.00040026-0.00043286i,0.00071075-0.00076473i,0.0012841-0.00040992i,0.00028256-0.00081343i,-0.00014353-0.0012288i,8.5235e-05-0.0014007i,-5.2811e-05-0.00065593i,-0.00042443+9.954e-05i,-0.00051577-4.498e-05i,-0.00018594-0.00038647i,-7.3826e-05-0.00030837i,4.4931e-05+0.00059285i,6.671e-05+0.001074i,0.00069746+0.0005426i,0.00079379+0.0003068i,-0.00028268+8.7695e-05i,-0.00019842-0.00063334i,-9.4469e-05-0.00097564i,-7.2861e-05-0.00091811i,-0.00013889-0.0010045i,-0.00038209-0.00054626i,-0.00038375+0.00019482i
0.00059743-9.4153e-05i,-0.00045192-0.0012637i,-0.0010689-0.0015854i,-0.00091128-0.0014941i,-0.00018219-0.0021423i,5.2814e-05-0.0016497i,-0.00027852-0.0009118i,-0.00058239-0.00055244i,-0.00088097-0.00046735i,-0.00067689-0.0004034i,-3.1075e-05-0.0003768i,0.00057461-0.00066757i,0.00091828+3.0308e-06i,0.00046259+0.00062732i,0.00022987+0.00017102i,0.00066748-0.00019164i,0.00073174-8.2628e-05i,0.00073934-0.00045187i,0.0010779-0.00044282i,0.0010597+0.00034002i,0.00084961+0.00011282i,0.0005903-0.00054328i,0.00047359-0.00062252i
0.00075261-0.00026705i,0.0008609-5.6383e-05i,0.0015005-0.00047612i,0.0012549-0.0010771i,-0.00018491-0.0014221i,-0.00041813-0.0016624i,0.00015149-0.00096655i,0.00027322+9.495e-05i,5.2153e-05+0.00072717i,3.8713e-06+0.00083815i,0.00029091+0.00077768i,0.00016962+0.0005408i,-0.00079435+0.00031029i,-0.00068464+0.00013194i,-5.3521e-05-0.00040775i,0.00033036-0.00056608i,0.00058663+8.0571e-05i,0.00044851+0.00030942i,0.00022273-0.0001762i,0.0001927-0.00060892i,0.00011117-0.00010711i,-0.00067773-0.00057403i,-0.00063346-0.00086044i
-0.0011832-0.0011158i,-0.0018932-3.1322e-05i,-0.0025676+0.00054221i,-0.0017289+0.00013429i,-0.0002997+0.00010692i,0.00044438+7.8757e-05i,-0.00016362-0.00010462i,-0.0012942+0.00022216i,-0.0016943+0.00052379i,-0.0013674+6.4112e-05i,-0.0011454+0.00016766i,-0.00083579-2.7235e-05i,-0.00029416+0.00016191i,-0.00012868+0.00022729i,-4.9308e-05+7.2479e-05i,0.00072408+8.7776e-05i,0.00050014-0.00010805i,-5.0006e-05+0.00083331i,-0.00013191+0.00088444i,-0.00055886+0.00077871i,-0.00075264+0.00085823i,6.6623e-05+0.00026502i,0.00044455+0.00051861i
-0.0016866-0.0025938i,-0.0017896-0.0017723i,-0.0021336-0.0015588i,-0.002432-0.00065913i,-0.0014778+0.00043296i,0.00022291+0.0001087i,-0.00018003-0.00041583i,-0.0010168-0.00062718i,-0.0012626-0.00036169i,-0.0010975+0.00039877i,0.00013121+0.00045361i,1.5077e-05+0.00037245i,-0.00077535+0.00067999i,0.00028832+0.00080033i,0.00086088-2.617e-06i,0.00097152-8.0518e-05i,0.00073791+0.00016346i,0.00045795-0.00014814i,0.0001547+0.00013909i,3.6097e-05+0.00032094i,-0.00015667-0.00034407i,-0.00051604-0.00070536i,-0.00028154-0.00033457i
-0.0012533-0.00073055i,-0.0010944-0.00080981i,-0.00025888+0.00034645i,0.00022696+0.00061108i,0.00038956-0.00024459i,0.0010668-0.00041629i,0.0010723-0.000302i,-0.00048551-0.00021449i,-0.0013169+0.00042912i,-0.00098743+0.0010081i,-0.00032291+0.00098298i,0.00048583+0.00074243i,0.00053936+0.00010786i,0.00036078-0.0002897i,0.00067735+0.00013903i,0.00048325-4.3127e-05i,0.00033352-0.00040327i,0.00041362-0.0011417i,0.00036016-0.00080029i,0.00048452-0.00021017i,0.00053753-0.00050116i,0.0002459-0.00032526i,-0.00027213-5.4495e-05i
-0.0026545-0.00051785i,-0.0019012-2.6023e-05i,-0.0013756+0.00044479i,-0.00036729+0.00045082i,0.00084328-0.0006963i,0.00044962-0.0008225i,-0.00069372-0.00072159i,-0.00095421-0.00095704i,-0.0011917-0.00040399i,-0.001008+0.00036093i,-5.2276e-05+0.001109i,0.00020057+0.0010577i,1.7673e-05-2.1982e-05i,0.00035471-0.00041351i,0.00010257-0.00027573i,-0.00017843-0.00055923i,9.0091e-05-0.0009798i,0.0002536-0.0006935i,0.00032289-0.00035531i,0.0001977-0.00053616i,-0.00029582-0.00070298i,-0.0011195-0.00084248i,-0.00053926-0.00063213i
-0.00027922-0.00063432i,6.4138e-05-0.0014513i,0.00022087-0.00096591i,0.00049991-0.00045464i,0.0010753-0.00051853i,0.0015796-0.00056335i,0.0009509-0.00023836i,-0.00010593-0.00034695i,-0.00088394-0.00022558i,-0.00073436+0.00081494i,-0.00021779+0.00084275i,0.00036215-0.00017532i,0.00054747-0.00049224i,0.00044883-0.00041752i,0.00023804+0.00017581i,0.00031595+0.0004886i,-1.3476e-05+0.0013431i,0.00029111+0.00095728i,0.00087101+0.00019105i,0.00021537+0.00030501i,-0.00048016-0.0002387i,-0.00026232+2.308e-05i,6.8771e-05+0.001135i
-0.0014312-0.00033331i,-0.002123-0.0011752i,-0.0016239-0.00097361i,0.00040495+0.00016513i,0.0023118+0.00020756i,0.0019281-0.00089025i,3.3667e-05-0.0011683i,-0.00083743-0.00091597i,-0.0002684+0.00029004i,0.000329+0.0010746i,0.00023161+0.00071298i,-5.6238e-05+0.000127i,0.00030116+0.00021261i,0.00052792+0.00040852i,0.00029712+0.00045134i,0.00018156+0.00038126i,0.00041179+0.0002771i,0.00067503+0.00076256i,0.00050675+0.00047906i,6.4537e-05-0.00020677i,0.00031384-0.00068221i,0.00062677-0.0010904i,0.00037089-0.0013459i
0.0027971+0.0011317i,0.0023512-0.00097408i,0.0020037-0.0021329i,0.0021517-0.0033968i,0.0017058-0.0044827i,0.0005299-0.0031438i,-0.00025758-0.0014256i,-0.001026-0.00074982i,-0.0011548-0.00042156i,-0.00018278-0.00012727i,8.1476e-05+9.834e-05i,-0.0001611+0.00037605i,-0.0005538+0.00057767i,-0.00053474+0.00034848i,5.424e-05+0.00071613i,0.00043501+0.00087257i,0.000792+0.00065168i,0.00082262+4.8192e-05i,0.00020281-0.00048882i,-0.00033767-0.00060571i,0.00022327-0.00088861i,0.00085608-0.00019007i,0.0010297+0.0010149i
0.00029349-1.405e-05i,0.00054611-0.0019492i,0.00050958-0.0021441i,0.0011526-0.0018782i,0.0024609-0.0011802i,0.0017065+8.3482e-05i,0.00074011+0.0001116i,-1.1655e-05+0.00012281i,-0.00088416+1.9481e-05i,-0.0013766-0.0002092i,-0.00061251-0.00010872i,0.00048185+0.00022829i,0.00065192+0.00035846i,0.0010194+0.00056031i,0.0013232+0.00044624i,0.00032098+0.0002281i,-0.0002712+0.00013637i,0.0002847-9.6755e-05i,-0.00029601-0.00098015i,-0.0012067-0.0013211i,-0.00078816-6.2837e-05i,-9.5711e-05+0.00063578i,0.00017965-2.785e-05i
0.0002036-0.00076156i,-0.00046846-0.00019979i,-0.00078706-0.00038316i,-0.00017132-0.00037182i,0.00090167-0.001309i,0.0015471-0.0015837i,0.00085017-0.0014005i,-0.00014776-0.0016112i,-0.00032069-0.0012245i,-0.00114+0.00019445i,-0.0007723+0.00089163i,-0.00091413+0.0011906i,-0.0017737+0.00091527i,-0.0015606+0.00059828i,-0.00063982-4.5778e-05i,0.0010664-0.00032785i,0.0011931-0.00031138i,0.00033777-0.00074194i,-0.00040329-0.00069104i,-0.00075982-0.00037853i,-0.00053504-0.00021142i,-0.00055534-0.00064021i,-0.00055842-0.0004308i
-0.0032344-0.00029267i,-0.0031761-0.00047647i,-0.0028545-0.00047875i,-0.0018712-0.00038762i,-0.00029592-0.00027638i,0.0010191-0.00091555i,0.00035186-0.0011471i,-0.001032-0.00075666i,-0.0010243-0.00018483i,-0.0011976+0.00013394i,-0.0012884+0.00040625i,1.3464e-05+0.0007807i,0.00096856+0.00044049i,0.0007063-0.00043566i,0.00017739-0.00080765i,0.00032129-0.00065342i,0.00035835-0.00059616i,0.00032193-0.00024955i,-0.00070057+3.818e-05i,-0.0014319-1.1432e-05i,-0.00052277-0.00012334i,0.00034584-0.00062265i,0.00069764-0.00032592i
-0.0022493-0.0022033i,-0.0017568-0.0018127i,-0.00070086-0.00071452i,-0.00071487-6.2802e-05i,-0.00017499+0.00016654i,0.0015406-0.00012929i,0.0014933-0.00017708i,-7.6083e-05-0.00027798i,-0.0010431-0.00048097i,-0.00089192+0.00038062i,-0.00013801+0.00083584i,0.00055439+0.00054427i,0.00020219+0.00057505i,9.1467e-05+7.3167e-05i,0.00033929-0.00037068i,0.00095836-0.00042843i,0.001334-0.00049366i,0.0012466-0.00099194i,0.000837-0.00075446i,0.00013824+0.00011813i,0.00040187+0.00043028i,0.0012034+0.00038562i,0.00057877+0.00050211i
-0.0005515+0.00070644i,-0.00041491+0.00051284i,-0.00037361+0.00026064i,0.0002272-0.00026336i,0.00091404-0.0011073i,0.001498-0.00078581i,0.0004185-0.00024499i,-0.00052038-0.00060285i,-0.00027869-0.00022565i,-9.892e-05+4.9442e-05i,0.00048771-0.00031413i,0.0010088-9.3134e-06i,0.00058289+0.00043049i,0.00036916+0.0003413i,0.00071679+5.7631e-05i,0.00075569-0.00032794i,0.00062625-7.3764e-05i,0.0006503+0.00040536i,0.00076891+2.7276e-05i,0.0013779-0.00079129i,0.0018571-9.9793e-05i,0.0012125+0.00038305i,0.0001272-0.00046954i
-0.0010689-0.00058081i,-0.00020918-0.00027342i,0.00078464-0.00097013i,0.0012048-0.001632i,0.0016056-0.0012562i,0.0021542-0.0013747i,0.0015586-0.0014595i,-7.1173e-05-0.00034829i,-0.0011268-0.00012675i,-0.00097221+0.00011742i,-0.0003377+0.00015158i,0.0002607+0.0003266i,0.00068146+7.1028e-05i,0.00037907-0.00046064i,-0.00016181-0.00048533i,0.0001142-0.0007271i,-0.00021086-0.00057802i,-0.00025556+0.0001247i,0.00020514+0.00047752i,0.00047581-1.1265e-05i,0.00054394-0.00010693i,0.00063509+0.00012662i,0.00013389+0.00031169i
-0.00065053+0.0011894i,-4.8899e-05+0.0012119i,0.00041738+0.00043071i,0.00061144+0.00034234i,0.0015435+0.00015084i,0.0023922-0.00059247i,0.0014961-0.00049756i,-0.00021482+3.2013e-05i,-0.00091007+0.00060723i,-0.00033908+0.00026369i,0.00025317+1.6603e-05i,6.4648e-05+0.0002683i,-0.00017296-4.989e-05i,0.00020277+0.00019294i,0.00019511+0.0005989i,0.00048461+0.00057712i,0.0011403+0.00075993i,0.001098+0.00052732i,0.00072366+1.7976e-05i,0.00056865-8.7334e-06i,0.00012592-4.4034e-05i,-0.0002227-0.00075942i,-0.00026578-0.0010494i
-0.0007374+0.00022731i,4.4202e-05-0.0011654i,0.0012769-0.0014236i,0.0014852-0.0014103i,0.0012917-0.0013913i,0.00080321-0.0017269i,-0.00017575-0.0014024i,-0.0010288-0.00076033i,-0.00067301-0.00048571i,-0.00016945+0.00042445i,-0.00028798+0.00049547i,-0.00043908-0.00033102i,-0.00011194-0.00046118i,0.0002583-0.00061621i,0.00037306-0.00091471i,0.00054683-0.00050702i,0.00097892+9.3784e-05i,0.00071483+0.00026793i,-0.00021512-3.6063e-05i,4.723e-05-1.7034e-05i,0.00053812-0.00022552i,0.00026249-0.00071019i,-0.00031585-6.1188e-05i
0.0011126-0.00057377i,0.00036434-0.00010302i,-8.6947e-05-0.00057815i,0.00061756-0.0013204i,0.000951-0.00021684i,0.0013144+0.00036647i,0.0014648+6.5519e-05i,0.00058524-0.00017877i,-0.00030668+0.00037216i,-0.00088877+0.0010279i,-0.0001751+0.00093772i,0.00057465+0.0010459i,0.00020882+0.00095934i,-0.00017901+0.00071956i,-3.556e-05+0.00075242i,9.3321e-05-6.9877e-05i,0.00019472-0.00062186i,0.00046823-2.4369e-05i,0.00053304-0.00025561i,0.00066469+0.000249i,0.0005364+0.00059124i,-0.00034175+0.00010337i,-0.00058575+0.00047093i
-0.0008707-0.00046592i,-0.0012062-0.00097388i,-0.0015591-0.001472i,-0.0018322-0.00063266i,-0.001215+0.00023644i,-0.00015028-0.00035124i,8.308e-05-0.0011754i,-0.00021746-0.0015973i,-0.0009517-0.0012499i,-0.0010908-0.00047762i,-0.00085483+0.00022391i,-0.00045463+0.00058063i,0.00037559+0.00088568i,0.0006524+0.0010343i,0.00092138+0.00010027i,0.001054-0.00088105i,0.00032471+7.2769e-05i,-0.0002427+0.00090034i,-0.00018066+0.00011849i,0.00030484-0.00071944i,0.00023858-0.00048434i,-0.00031854+5.7524e-05i,-0.00069672+0.00033893i
0.0006952-0.00090233i,-0.0003796-0.0010186i,0.00067125-0.0010145i,0.0010017-0.00072389i,0.0010569-0.00040372i,0.0010308-0.00012056i,7.3794e-05-0.00029243i,-0.0012545+0.00032783i,-0.001254+0.00087902i,-0.00028438-2.5577e-05i,8.2789e-05-0.00052165i,0.00035113+7.3476e-06i,0.00017048+0.00014548i,-0.00055089+0.00022673i,-0.00094453+0.00035079i,-0.00080674+0.000535i,9.2234e-05+0.00070272i,4.761e-05+0.00073626i,-0.00014054+0.00033636i,0.00021593+0.00012797i,0.00089199+6.4746e-05i,0.00079042+0.00041898i,-0.00033482+0.00037453i
-0.0004408-0.0021506i,-0.0019589-0.0019693i,-0.0032309-0.0010775i,-0.0025807+0.00015469i,-0.0012294+0.0005433i,0.00020316+6.0508e-05i,0.00062731-0.00080693i,-0.00013902-0.0011135i,-0.00027522-0.00064592i,1.2642e-05+0.00014615i,-0.00024867+0.00016832i,-0.00065948-0.0002758i,-0.0002778-0.00042896i,1.63e-05-0.0002705i,-0.00013325-0.00024157i,-0.00029038-8.0172e-05i,-0.00028457+0.00046403i,0.00061228-0.00018276i,0.0012269-0.00082524i,0.0011071-0.00061317i,0.00071405+0.00024948i,-7.4757e-05+0.00061598i,-0.00050408+2.9442e-05i
0.00045443-0.00050669i,0.00042744-0.0025888i,0.001355-0.0028947i,0.0013353-0.0022374i,0.0012743-0.0021686i,0.001081-0.0024714i,0.00033097-0.0015983i,9.3434e-05+5.0543e-05i,-7.1039e-05+0.00085404i,-0.00053667-9.7665e-05i,-1.7327e-06-0.00086278i,-0.00015524-8.1808e-05i,-0.00080044+0.000565i,-0.00068734+0.00020953i,-0.00031639+0.00029437i,0.00042259+0.00082508i,0.00037877+5.4567e-05i,0.0001647-0.00034281i,0.00049774+0.00025801i,0.00048258+4.6229e-05i,-0.00011514-0.0005125i,2.9861e-05-0.00084392i,0.00094842-0.00079047i
-0.000268-0.0027552i,-0.0016061-0.0028196i,-0.001365-0.0021551i,-0.00087677-0.0017036i,-4.3333e-05-0.0010567i,0.00014258+9.4197e-06i,-0.0003739-6.2353e-05i,-0.00013924-0.00012344i,-0.00040823-2.4618e-05i,-0.00090644+0.00052794i,-0.0011268+0.0010808i,-0.0011205+0.00072402i,0.00021205+0.00059275i,0.0010339+2.3864e-05i,0.0013201-0.00033794i,0.0010412+0.0001119i,0.00041835-0.00061124i,0.00034983-0.0010562i,0.00048113-0.00064988i,0.00033122+1.3464e-05i,0.00025789+0.00046219i,8.0356e-05+0.00033758i,-0.00060558+0.0001965i
0.00024763+0.0010776i,0.0010179+7.3786e-05i,0.001026-0.00022332i,0.0007029-0.0013829i,0.0015037-0.0027528i,0.0017258-0.0023415i,0.00043441-0.00071167i,-0.00037822+7.3551e-05i,-0.00089228-9.9699e-05i,-0.001272+0.00010424i,-0.00050083+0.00051657i,-0.00054251+0.00058507i,-0.0010122+0.00045044i,-0.00070822+0.00024935i,-0.00018721+0.00032651i,-9.2177e-05+0.00061217i,0.00050701+0.0001352i,0.00091072-0.00095679i,2.5334e-05-0.0012779i,-0.00036066-0.00078574i,-0.00015301-0.00084796i,-3.303e-05-0.0010008i,-0.00058475+0.00017436i
-3.7722e-06-0.0024847i,-0.0009068-0.0029661i,-0.001316-0.0032144i,-0.00096477-0.0024854i,-0.00020971-0.001316i,0.00076831-0.0008148i,0.00095099-0.0012068i,0.00034512-0.0015539i,-0.00040156-0.00092338i,-0.00035716-0.00029361i,-0.00031285-0.00043047i,-0.00031862-7.9793e-05i,7.4697e-05+0.00061405i,-8.3804e-05+0.00080558i,-0.00023146+0.00068052i,0.00025081+0.00017265i,0.00053153+3.6339e-06i,6.8625e-05-0.00011374i,-0.0001675-0.00056629i,-8.6554e-05-0.00033687i,0.00016381+8.7e-05i,0.00030459+3.7409e-05i,-3.7819e-05-0.00028567i
-0.00043086+0.0012799i,0.0010056+0.0016942i,0.0028108+0.0011024i,0.0027853-0.00062399i,0.0017655-0.00092944i,0.0012529-0.0012425i,0.0013095-0.0016401i,0.00087231-0.00048558i,0.00026676+0.00053682i,-0.00016123+0.00035866i,-0.00071947+0.00025304i,-0.00052164+0.00042314i,-8.1585e-05+8.2624e-05i,-0.0004245-0.00025651i,-0.00038804-0.00017543i,0.00039416-0.00014652i,0.00071617-5.4225e-05i,0.00047718+0.0004003i,-4.7889e-05+0.00064987i,-2.5425e-05+0.00078075i,0.00053352+0.00046807i,7.3474e-05-0.00011808i,-7.301e-05-0.00024786i
-0.00074236+0.00038305i,-0.00092664-0.00040029i,-0.0008833-0.00075629i,0.0001622-0.00074121i,0.0010654-0.00089818i,0.0010031-0.0013184i,0.00061727-0.0014153i,7.4028e-05-0.0010439i,-0.00042189-0.00045465i,-0.00090193-0.00013539i,-0.00076589-1.4369e-05i,-0.000495+0.00034937i,7.1138e-05+0.00015899i,0.00057969+0.0002847i,0.00050123+0.00058671i,0.00045242+0.00045178i,0.00036256+0.00057682i,0.00017444+0.00044167i,-0.00023043+0.00019699i,-0.00041092-0.00011928i,-0.0011649-0.00066601i,-0.0010879-0.00070033i,-0.00071223+0.00054546i
-0.0020476-0.001024i,-0.0012144-0.0012088i,-0.00071879-0.00021588i,-0.00055025+0.00014312i,0.00037142+0.00039093i,0.0015657+0.00040819i,0.0012611-6.1874e-05i,6.627e-05+1.1235e-05i,-0.00045283+2.8455e-05i,0.00049936-0.00035932i,0.00096419-0.00034584i,0.00034862+0.00012587i,-1.5816e-05+0.00025454i,-0.00057214-1.0992e-05i,-0.00073331-4.9874e-05i,0.00016477+0.00018528i,0.00016494+0.00040861i,-7.1227e-05+0.00073377i,0.000481+0.00047756i,0.0011409-8.2598e-05i,0.00090842-0.00011943i,0.00015505+4.8637e-05i,0.0002851-0.00050949i
