0.0010057+0.00036165i,0.00047663-0.0012949i,-0.00098875-0.0033281i,-0.0018749-0.004467i,-0.0021837-0.0034259i,-0.0026941-0.00090116i,-0.0017084+0.0012315i,-0.00032148+0.0014916i,0.00088353+0.00030411i,0.00074681-0.001298i,-5.3722e-05-0.0018616i,0.0004943-0.00089236i,0.00075969-3.0424e-05i,0.00067875+3.5623e-05i,0.0014311+0.00047013i,0.00070498+0.0011409i,-0.00028518+0.001203i,0.00010437+0.00083574i,0.00021243+0.00035549i,0.00023729-0.00034345i,0.00039972-0.00087433i,0.00043391-0.00073226i,-0.00039382-0.00039513i
0.00047903+0.0015018i,0.0015895+0.0010776i,0.0021151-0.00049379i,0.0019348-0.001026i,0.001539-0.00068223i,0.0017118-0.00038182i,0.0012689-0.00068201i,8.507e-05-0.00070148i,5.7473e-05+7.8319e-05i,0.00043018+0.0007577i,0.00016569+0.00020224i,0.00031678-0.00035783i,0.00052862+2.4093e-05i,0.00050889+0.00036801i,0.00050934+0.00014497i,0.00044667-0.00062671i,0.00085162-0.001131i,0.00097825-0.00077476i,0.0010412-0.00061076i,0.0013024-0.0007549i,0.0011503-0.00073989i,0.0010278-0.0003978i,0.00078429+0.00050353i
-0.0019567+0.00053145i,-0.00054075-0.00037031i,-6.1667e-06-0.00014266i,0.0012142+0.00054717i,0.002761+0.00042355i,0.0030936-0.00069466i,0.0018303-0.0012064i,7.5369e-05-0.0013503i,-0.00060329-0.00049732i,2.422e-05-5.8063e-05i,0.00059661+0.00010465i,0.00015383+0.00036162i,-0.00019769-0.00020598i,-0.00019383-0.00063506i,-0.00050673+3.2295e-05i,-0.00018631+0.00022409i,0.00015459+7.2981e-05i,-0.00016631+0.00061661i,0.00024758+0.00016395i,0.00041704-0.00027987i,-0.00030179-5.1602e-05i,-0.0010752+0.00024833i,-0.0010454-0.00021329i
0.00030669-0.0010527i,-0.00074373+1.1397e-05i,-0.00040557-0.00022101i,0.00072647-0.00034682i,0.0016403-0.00032961i,0.001772-0.00055567i,0.0013555-0.0011407i,0.00060934-0.00133i,-1.4555e-05-0.0010264i,0.00011954-0.00068205i,-0.00014953-0.00014199i,-0.00021034+5.322e-05i,0.00028956-0.00018161i,0.00017813+8.6859e-05i,-4.4296e-05+0.00049623i,0.00017101+0.00043123i,0.00015405+0.00063708i,0.00013745+0.00087023i,0.0011798+0.00025376i,0.001629+2.6019e-05i,0.00096646-0.00029118i,0.00010662+0.00020156i,-0.00054882+0.00046101i
-0.00097563-0.00091613i,-0.0020259-0.00089635i,-0.0020564-0.00083589i,-0.00060031-0.00025194i,0.00054098+0.00096599i,0.00014631+0.00085831i,-0.00041631-0.00057091i,-0.00046589-0.0018913i,-0.00091619-0.0019156i,-0.0010978-0.0008526i,-0.0008856-0.00057433i,-0.00083089-0.00094159i,-1.2489e-05-0.0008497i,0.00067994-0.00099965i,0.00044746-0.00074965i,0.00075784+0.00033216i,0.0014939+0.00042171i,0.001714+0.00026523i,0.00087426+0.00083466i,0.00023266+0.0010433i,0.00053216+0.00032054i,0.0005222+9.0321e-05i,0.00028171+3.7812e-06i
-0.00069769+0.00020252i,-0.00017621-0.0012558i,-0.00054419-0.0009409i,-0.00019002-0.00057676i,0.0010541-0.0014687i,0.0016627-0.001217i,0.00055128-0.00088855i,-0.0010747-0.0013144i,-0.0013897-0.00070089i,-0.00079446+9.2684e-05i,-0.0001087+0.0005434i,0.00010617+0.00099238i,0.00081829+0.00019529i,0.00099122-0.00025897i,0.00027025-3.599e-06i,-0.00014062-5.7055e-05i,0.00014688+4.4335e-06i,0.00016133+0.00050746i,0.00019356+0.00014337i,0.00064417-0.00023195i,0.00037844+4.3088e-05i,-0.0001755+8.3566e-05i,4.7789e-05-0.00057952i
-0.00011936-0.0011423i,-0.00055328-0.000491i,-0.0003195-0.00042184i,0.00056808+0.00018162i,0.0021767+0.0012575i,0.0020235+0.0020385i,0.0010786+0.00085423i,0.00028041+3.5122e-05i,-0.0011961+0.00055437i,-0.0010681+0.00053241i,-0.00026174+0.00065973i,-0.00012287+0.00067539i,0.001094+0.00066971i,0.00094857+0.00038696i,0.00046233-0.00012518i,0.00080979-0.00014082i,0.00040387-0.00051568i,-0.00010147-0.00043463i,-0.00044496+0.00041663i,-0.00050066+0.00087365i,-0.00012365+0.00051443i,0.00021313-0.00015647i,0.00014007-0.00042245i
-0.0019038-0.00063812i,-0.0023627+0.00038778i,-0.0020115+0.00037375i,0.00014873-2.8442e-06i,0.0010316-0.00051506i,0.0010942-0.00086528i,0.00057048-0.00061178i,3.4696e-05-0.00044544i,-0.00051017-0.00038648i,-0.0003346-0.00010922i,0.0010699+0.00042088i,0.00088102+0.00090588i,-0.00057773+0.00056838i,-0.00012387+0.00049313i,0.00086543+0.00037426i,0.00099428+0.00010555i,0.00083985+0.00010421i,0.0010046+9.5531e-05i,0.00042019-4.9252e-05i,-0.00016799-0.00056723i,-0.00030889-0.00045018i,-0.00041213-0.00039819i,-0.00037151-0.00053735i
-0.00055506+0.00029592i,0.00040349-0.00036368i,0.0012351-0.00101i,0.0024592-0.0018624i,0.0036395-0.0019243i,0.0027876-0.0015933i,0.0014077-0.0012131i,0.00025974-0.00074482i,-0.00084228-9.7293e-05i,-0.0014469-0.00031415i,-0.00091831-0.0006886i,0.00014199-0.00028041i,-4.0293e-05-8.4427e-05i,0.00033372+0.00012579i,0.0011089+0.00014498i,0.0013732+0.00045288i,0.00079285+0.00065234i,0.0001361+7.2571e-05i,-0.00027614-0.00019958i,-0.00047496+0.00015145i,2.2508e-05-3.405e-05i,6.5859e-05-0.00034292i,-0.0004599+0.00017011i
0.00051381-0.0013967i,0.0002877-0.00019943i,0.00081079+0.00062351i,0.0017864+0.00030929i,0.0014008-0.00012166i,0.00063853-0.0012141i,2.4315e-05-0.0020356i,-0.0012788-0.0020304i,-0.0019508-0.00163i,-0.0011078-0.0005695i,-0.00031609-0.00036665i,-5.7014e-06-0.0004048i,0.0004812+0.00019522i,0.00078473+0.00058948i,0.00072694+0.00035062i,0.00041029+0.00022536i,6.0767e-05+0.00062332i,-3.9406e-05+0.00025224i,0.00047899-0.00019171i,0.00090978+0.0001989i,0.0010344-9.4281e-05i,0.0012129-0.00019713i,0.001355-0.00027459i
-0.0015337+0.0014846i,0.0004445+0.00049249i,0.001704+0.00034976i,0.0021775+0.00082814i,0.0019899+0.00017948i,0.0014161-0.0014255i,0.00083006-0.001195i,-0.00013361-0.00055919i,-0.0008554-0.00030071i,-0.0010998-0.00039723i,-0.0014113-0.00065135i,-0.0017988-0.00047505i,-0.0017364-0.00076704i,-0.00085277-0.0006302i,0.00010258+0.00057653i,0.00031462+0.0004139i,0.00070011-1.756e-05i,0.001087+0.00060871i,0.00077957+0.00050684i,0.00069433+0.00022923i,0.00069612+2.3595e-05i,0.00060422-5.4838e-05i,0.00056034+0.00013014i
0.0014038+0.00034601i,0.0023771-0.00012561i,0.0029972-0.00075241i,0.0028871-0.00035016i,0.0034397+0.00023974i,0.0031325+3.6662e-05i,0.00080974+0.00014229i,-0.0011425+0.00064301i,-0.0017985+0.00027226i,-0.0014754-0.00040592i,-0.00094755+1.5061e-06i,-0.00064245+0.0002613i,-0.00050594+0.00024892i,-0.00066541+0.0011426i,-0.00044012+0.0010998i,-3.6295e-05+0.0011922i,0.00041778+0.0009106i,0.00030562-0.00059808i,-9.5154e-05-0.0012793i,0.00028457-0.00060605i,0.00044772-0.00037495i,-0.00040826-0.001074i,-0.00011959-0.00079627i
0.00028112-0.00056281i,0.00027027-0.00081104i,0.00020295-0.00095514i,0.0010343-0.00064852i,0.0014176-0.00082147i,0.00057635-0.0010128i,0.00017811-0.00048219i,3.1682e-05-0.00019017i,-0.00088485-7.5877e-05i,-0.0010963+0.00093119i,-0.00072242+0.0015893i,-0.00044504+0.00060509i,-0.00038861+3.3453e-05i,-0.00013144+0.00012833i,0.00069747+0.00032116i,0.00050396+0.00029368i,-0.00085806-0.00041704i,-0.00065529-0.0010274i,-3.6908e-05-0.00094857i,4.9155e-05-0.00072811i,-0.00032936-0.00022819i,-0.00080545+0.00022461i,-0.0003312+0.00018791i
-0.0020432-0.0037205i,-0.0030072-0.0034935i,-0.0038698-0.0025976i,-0.003297-0.0010219i,-0.0011481+0.00077705i,0.0013808+0.0014334i,0.0018105+0.00028296i,0.0014546-0.0010282i,0.00040766-0.00040144i,-0.00077566+0.00087058i,-9.0669e-05+0.0014171i,0.00086133+0.0011085i,0.00068145+0.00013114i,0.0011497-0.00034i,0.0012072-0.00034633i,0.00060845-0.00049979i,0.0005422-0.00020374i,0.00024796-0.0001375i,9.7139e-05-0.00024777i,0.00093459+0.00019249i,0.00082905+0.00028266i,0.0002483-0.00071723i,0.0001334-0.0008457i
-0.0021629-0.00048995i,-0.0021474+3.9069e-05i,-0.0016584+0.00059396i,0.00013516+0.0017981i,0.00075889+0.0027911i,0.0011549+0.0017599i,0.0013317-0.00032576i,0.00016914-0.00062914i,-0.00072422+0.00022892i,-0.0003917+0.00080516i,0.00055544+0.00067824i,0.00097645+0.00017172i,0.0012073-0.00023758i,0.0009195-0.00031361i,0.00053186-0.00019866i,0.00086053-0.00064747i,0.0014041-3.8512e-06i,0.0015982+0.00062369i,0.0010888+0.00018258i,0.00026293-0.00038204i,0.00017839-0.00034166i,0.00013291-0.00033163i,5.5437e-05-0.00067463i
0.00073003+0.0007479i,-0.00026124+0.00048953i,0.00066995+6.0435e-05i,0.0018894+0.00021469i,0.0019491-5.1814e-05i,0.0012571-0.00063467i,0.00045349-0.0011084i,-0.00044361-0.0014115i,-0.0010291-0.0010171i,-0.00035436-0.00015026i,0.00037502+0.00016813i,4.2499e-05+0.00010866i,-0.00077508-0.00010407i,-0.00081128-0.00044261i,-0.00051595-8.7341e-05i,-0.00012888+0.00041508i,3.5849e-05+0.00074559i,6.2698e-05+0.00096889i,-0.00012316+3.9279e-05i,0.00018001-0.0003777i,0.00017153-0.00033856i,-0.00013577-0.00087139i,0.00038971-0.00024478i
-0.0011278+0.00026132i,-0.00074846-0.00050679i,-3.997e-05-0.00090744i,0.00040335-0.00035369i,0.0012482-8.5214e-05i,0.0016264-0.00022333i,0.0011947-0.00070078i,0.00027777-0.00053681i,-0.0011733-0.00043977i,-0.00088408-0.00059744i,-0.00037036-0.00061362i,-0.00042033-0.00042478i,1.0173e-05-0.00038685i,-0.000146-0.00057679i,-0.00032294-0.00027126i,-0.00022597+0.00029702i,0.00024937-0.00013415i,0.00092713-0.00066202i,0.00093855-0.0010011i,0.00058125-0.0010783i,0.00016449-0.0010205i,-0.00058472-0.00082123i,-0.00043737-0.000396i
-0.00071454-0.0013942i,0.00041378-0.0016266i,0.00077848-0.00097515i,0.0012229+0.00055757i,0.0014191+0.00085463i,0.0013218-0.00015556i,0.00047523-0.00018781i,-0.00071492-3.8341e-05i,-0.0010951-8.3227e-05i,-0.0016521+5.8318e-05i,-0.0014056+0.00022954i,-0.0004131+0.00041556i,0.00011369-2.3222e-05i,0.00041959-0.00052227i,0.00070816-0.00026546i,0.00030691+0.00011113i,-0.0006383+3.4899e-05i,-0.00089962-6.7249e-05i,5.1615e-05+1.6076e-05i,0.00099407-0.00014678i,0.00054584-5.4599e-05i,-0.00082125+3.7522e-06i,-0.00018667+1.6282e-05i
0.0012548-0.00069429i,0.0012734-0.0012569i,8.1158e-05-0.0018183i,-0.00051307-0.0018343i,5.3941e-05-0.001492i,0.00076979-0.0014333i,0.00031268-0.0006501i,4.0273e-05-4.1144e-05i,8.2984e-05+0.00060678i,-0.00067014+0.001037i,-0.00079748+0.00048829i,-2.0512e-05+0.00075535i,0.00016251+0.0015316i,0.00014844+0.0013059i,0.00012752+0.0010214i,0.00036699+0.00096453i,0.00070986+0.00037862i,0.00033352+0.00025485i,0.00052565+5.6432e-05i,0.00074291-0.00014182i,-0.00056709-0.00027368i,-0.0010971-0.00040661i,-0.00037923-0.00038509i
-0.00028844+0.00084354i,-0.00043504+0.00023296i,0.00036098-0.00053722i,0.00095727-0.00070519i,0.001633-0.00055183i,0.0018793-0.00059787i,0.00077139-0.0010469i,-0.00022163-0.0016056i,-0.00027304-0.001377i,-0.00034879-0.0009686i,-0.00053908-0.00072842i,-0.00037698-0.00018931i,0.00044701+0.00085933i,0.0013351+0.00077025i,0.0017658-0.00024395i,0.0010361-0.00022555i,0.00041527-0.0005273i,3.9425e-05-0.00033527i,0.00032088+0.00014556i,0.00072325+2.9578e-05i,0.00027369+0.00038754i,-0.00028396+0.00043692i,-0.00029844-0.00014273i
-0.0010709-0.0011813i,-0.00058593+0.00029337i,-0.00068536+0.001122i,-2.0634e-05+0.0011021i,0.00054022+0.001017i,0.00074168+0.00040835i,0.00037664-0.0010994i,4.6994e-06-0.0017603i,-0.00065261-0.00096626i,-0.0014517-0.00060577i,-0.00088776-0.00029152i,-0.00023506-0.00038818i,-0.00054712+5.4613e-05i,-0.00035544+0.00041289i,-3.2664e-05+5.9686e-06i,-0.00032887-0.00010523i,-0.00035272+0.00031742i,-4.3591e-06+0.00021067i,-0.00012131+3.7009e-05i,-0.00079516-0.00015412i,8.0219e-05+0.00019439i,0.00058693+0.00037215i,-0.00012006-0.0007868i
-0.0014343-0.00067078i,-0.00095777-0.00073182i,0.00046422-0.00011081i,0.0003564+0.0010635i,-0.00016916+0.0012734i,0.00068469+0.00064721i,0.00072983-0.0001007i,-0.00051562-0.00072902i,-0.0011704-0.00031204i,-0.00065983+0.00011071i,-0.00059375+0.00017389i,-0.00017481+0.00026134i,0.00058369+0.00058849i,0.00060683+0.0006248i,0.0010388+0.00014269i,0.0013785+0.00016878i,0.0011664+0.00040679i,0.0013561+0.00012557i,0.00066243+0.00030225i,-0.00023558+0.00060736i,-6.9103e-05-1.4814e-05i,5.32e-05+0.00015536i,0.00049572+1.7439e-05i
-0.00095909-0.0010557i,-0.00055869-0.00015155i,0.00013677+0.00024101i,0.00048586+0.00072492i,0.0011589+0.0014399i,0.002315+0.00075448i,0.0022943+5.8532e-06i,0.00091421-0.00024812i,-0.0009216+0.00040595i,-0.001308+0.0014325i,-0.00069538+0.0013106i,-0.00024722+0.00043011i,0.0010474-0.00030259i,0.0015291-0.00024725i,0.0013372+0.00077069i,0.0017168+0.0010463i,0.0015466+0.0001464i,0.00014943-0.00040373i,-0.00048902-0.00026795i,-7.6877e-05+0.00037872i,7.5155e-05+0.00012159i,0.00066582-0.00034712i,0.00050247+8.55e-05i
-0.0010475-0.00035484i,9.5571e-05+0.00068613i,0.00025466+0.0001179i,0.00081457-0.0015266i,0.0014466-0.00046114i,0.0020623+0.00021297i,0.0019381+1.5526e-05i,0.00080857+0.00039934i,-0.00011711+0.0002934i,-0.0005777+8.8284e-05i,-0.00039081+0.00024634i,2.0974e-05+0.00069613i,0.00073122+0.00058069i,0.0016403+0.00049786i,0.0016184+0.00045772i,0.00099882+0.00046451i,0.00043457-8.2347e-05i,-0.00038992-0.0012055i,-0.0010033-0.0012222i,-0.00060594-0.00082007i,-0.00046152-0.00018595i,-0.00090454-0.00012717i,-0.00069605-0.00055782i
-0.0014942+0.0011267i,-0.0014579-6.0989e-05i,-0.00163-0.00086851i,-0.00011539-0.0010202i,0.0025645+0.00050449i,0.0042583+0.00050899i,0.0033131-0.0012206i,0.00089253-0.0019671i,-0.00046794-0.001441i,-0.00036251-0.00076199i,-0.00027557-0.00015031i,-0.00075442-0.00016841i,-0.00036635-0.00058017i,0.00066077-0.0013876i,0.0011531-0.0014458i,0.0013405-0.0008548i,0.00083775+0.00011011i,0.00071021+0.00046305i,0.000904+0.00040303i,0.00051709+0.0002959i,-3.9396e-05-0.00038726i,-0.00011268-0.00073088i,-0.00011115-0.0005018i
0.0036818-0.0002274i,0.0030699-0.001337i,0.0026767-0.0022271i,0.0018095-0.0038697i,0.00098649-0.0042038i,0.00046472-0.0025023i,9.972e-05-0.0019597i,-0.00047808-0.0021466i,-0.00063045-0.0012778i,-0.0002997-0.00067132i,-0.00031935-0.00050264i,7.4555e-05+0.00042257i,0.00012536+0.00088813i,-0.00062296+0.00062916i,-0.00048421+0.00039206i,0.00013067+0.00051651i,0.00015071+0.00042722i,0.00034152+0.000105i,0.00076276+0.00010049i,-3.2394e-05+0.00041954i,-0.00069701+0.00013155i,-0.00046901-0.00067326i,-0.00021143-0.00073779i
-0.0010815-0.0013091i,-0.0023004-0.0020999i,-0.0022468-0.0015345i,-0.0011582-0.0011033i,0.00071186-0.0013237i,0.00090666-0.0016977i,-0.00051382-0.0017778i,-0.0010835-0.0011678i,-0.0011778-0.00018399i,-0.0011313+0.00035328i,-0.00081838-0.00010285i,0.00018642-0.0006759i,0.00051985-0.00046291i,0.00017304+0.00039297i,0.00046169+0.00055195i,0.0011306+0.00033198i,0.0013264+0.00067245i,0.00090848+0.00086124i,0.00073835+0.00043662i,0.00070632-4.2429e-06i,0.00046717-0.00057562i,0.00041186-0.00051388i,3.2171e-05-0.00034196i
0.0021601+0.00011428i,0.0011581-0.00040896i,0.0015608-0.0011956i,0.001741-0.0020656i,0.0014597-0.0024311i,0.00081781-0.0012264i,0.00032733+0.00020692i,-0.00032175+0.00015976i,-0.00095197+0.00080521i,-0.0012983+0.0015611i,-0.0010823+0.0010492i,-0.00081373+0.00076957i,-0.0005059+0.0010431i,-0.00074185+0.0016311i,-0.00072708+0.0012664i,0.00060284+0.00013228i,0.0015605+0.00015132i,0.001399+0.00072267i,0.00069296+6.0743e-06i,-0.00036156-0.00012849i,-0.00084789+0.00016949i,-0.00046971-2.7679e-05i,-0.00064398+7.4768e-05i
0.00019711-0.0015402i,-0.00095976-0.0022248i,-0.0012553-0.0026765i,0.000123-0.0016737i,0.0015192+0.000722i,0.0016579+0.001822i,0.0016254+0.00097313i,0.00081796+0.00037875i,-0.00051077+0.00023103i,-0.00075988+0.00037435i,-0.0011264+0.00081143i,-0.0010995+0.00097575i,-4.1473e-05+0.001908i,0.0010011+0.0019853i,0.00075543+0.00069555i,0.00080375-0.00053776i,0.0012608-0.00014736i,0.00063371+3.9449e-05i,0.00011179-0.00047684i,5.4432e-05-0.00025624i,0.00015006+0.00066548i,-0.00027202+0.00055527i,-0.00043397-0.00010553i
-0.0004284+0.00023554i,-0.00058188-0.00053443i,-0.0005104+0.000169i,0.0010231-0.00047129i,0.0026207-0.0021052i,0.0028053-0.0018523i,0.0017174-0.0013883i,0.00041699-0.0011454i,4.7787e-05-0.0010634i,-0.00033508-0.0011784i,-0.00046459-0.00066742i,-0.0003635+0.00018962i,-0.00021129+7.7961e-05i,-0.00044985+0.00019577i,0.00033627+0.00024532i,0.0014306-0.00022923i,0.0011493-0.00039573i,0.00081215-0.00017853i,0.00078647-0.00056105i,0.00047865-0.00031993i,1.4744e-05+0.00024482i,-0.00048846-4.8129e-05i,-0.000234-0.00017095i
-0.00011827+0.00099948i,0.00058497+0.0006224i,0.00082694+0.00066278i,0.0007596+0.00024925i,0.0018435-0.0003048i,0.0025217-0.00023704i,0.0013068-0.00089348i,0.00033055-0.0011406i,-0.00057421-0.00078295i,-0.0007061-0.00058583i,0.00012423-2.8381e-05i,0.00053014+0.00013727i,0.00045921-6.6831e-06i,0.00080444+0.00032259i,0.00056048-3.1439e-05i,0.00035693-0.00056936i,0.00046466-0.0002045i,0.00068213-0.00043301i,0.0010915-0.00022055i,0.00052835+0.00031037i,5.5195e-05-0.00030592i,-6.2966e-05-0.00054506i,-0.00033936-0.00037694i
0.00090877+0.001713i,0.0016836+0.0012902i,0.0026697+0.00037688i,0.0030041-0.001076i,0.002367-0.0025359i,0.0014201-0.0028847i,0.001181-0.0019873i,0.00024087-0.0013695i,-0.0013372-0.00086389i,-0.0013768-0.00076888i,-0.0001458-0.00035199i,0.0001277-0.00019743i,-0.00047925-0.0006034i,-0.00080325-0.00028525i,0.00011125+0.00011681i,0.00054148-2.6544e-05i,4.1362e-05-0.00022358i,-0.00054667+0.00047798i,-0.00055067+0.00031616i,-0.00030593-0.00039202i,-0.00053912-0.00036191i,-0.00068442-0.00020139i,0.00016496-0.00014987i
-0.0013962-0.0012324i,-3.2893e-06-0.0015913i,0.0003152-0.00077909i,1.7474e-05+0.00010655i,0.00091866-0.00030468i,0.0020492-0.00091791i,0.0016478-0.0012116i,-0.00050758-0.0016729i,-0.0017237-0.00078508i,-0.00063451+0.00068467i,-0.00026217+0.0010868i,-0.00081463+0.0004767i,-0.00070111-0.00035425i,-0.00060826-0.00023479i,-0.00012021-3.8257e-05i,0.00016796-0.00036333i,0.00050344-0.00069524i,0.00031724-0.00075554i,-0.00034112-3.8695e-05i,7.9738e-05-1.198e-05i,0.00074689-0.00033126i,0.001029+8.3575e-05i,0.00028349+0.000113i
0.00071333-0.001806i,0.0007467-0.0020889i,0.00033977-0.0018786i,8.2193e-05-0.00099458i,0.00057346-0.0010047i,0.00069697-0.00035588i,0.00053597+0.00030361i,-0.00018095+0.0002318i,-0.00095794-7.3819e-05i,-0.00045817-0.0010344i,-0.00014838-0.0003698i,-0.00067844+5.8525e-05i,-0.00065415-0.00057667i,-0.00040997+0.00030117i,0.00031451+0.0006822i,0.0014011+0.00039381i,0.0011651+0.00078764i,0.0005471+0.0010746i,0.00057849+0.0013784i,0.00081631+0.00059653i,0.00074192-0.00040113i,0.00077918-0.00055661i,0.0010097-0.00039513i
0.0011896+0.00207i,0.0015339+0.00044011i,0.0023653-0.00083288i,0.0031413-0.00091835i,0.003575-0.0014816i,0.0026247-0.0019525i,0.0012937-0.0015059i,0.00057064-0.0011986i,0.00043496-0.0011237i,0.00052293-0.00041371i,-3.6912e-05+0.00049601i,-0.0012449+0.00042543i,-0.0020013+0.00080256i,-0.0013813+0.0014137i,-6.4787e-05+0.0018052i,0.00034103+0.0013697i,0.00022874+0.0003022i,0.00020082+0.00035542i,-0.00011343+0.00027599i,-0.00033778+0.00040092i,-2.0237e-05-0.00021327i,0.00086391-0.00084083i,0.0007552-0.00029307i
-0.0013844+0.0014688i,-0.00032417+0.00099337i,0.00048439+0.00094729i,0.0018587+0.00026723i,0.0033015-0.0013997i,0.00299-0.0025168i,0.00095067-0.0025028i,-0.0011137-0.0020152i,-0.001485-0.00099791i,-0.00070813-0.00052587i,-0.0011208+0.00011827i,-0.0010024+0.0004448i,-0.00052049+0.00055896i,-0.00046805+0.00046619i,-0.00013776+0.00080358i,0.00032707+0.00086302i,0.00036804+0.00098533i,0.00060434+0.0012815i,0.0012461+0.0011606i,0.0011762+0.00073105i,0.00090772+3.503e-05i,0.00056229+1.1271e-05i,-0.0002634+0.00050585i
-0.0021059+0.0013773i,-0.00089805+0.0027475i,0.00062263+0.0028223i,0.002189+0.0015957i,0.0026311+0.0012605i,0.0021303+0.00085204i,0.00095989-7.8396e-05i,-0.00026657-0.00031277i,-0.0015912+0.00036774i,-0.0013017+0.00094159i,0.00068887+0.00085693i,0.0011319+0.00049461i,0.0012025+0.00040714i,0.001139+0.00026468i,0.00046919+0.00024257i,0.0001383+0.00012739i,0.00078065+0.00023221i,0.00085363+0.0009112i,-6.4736e-06+0.0010694i,-0.00031959+0.00042058i,-0.00028563-0.00020323i,-0.00038448-0.00079363i,0.00077245-0.0008857i
0.00010689-0.0007632i,0.00075718-0.001739i,0.0013688-0.0015003i,0.0019788-0.00050875i,0.0028615-0.00046448i,0.002999-0.0013731i,0.0021441-0.0011254i,0.00078456-0.00041602i,0.00012966+0.00057767i,0.00033084+0.0014267i,0.0009925+0.0010803i,0.0014833+0.00064284i,0.00079913+0.00061255i,0.00036101-0.00026576i,0.00042578-0.00060334i,0.00023443+0.00043786i,0.00061787+0.00048621i,0.0014059+0.00070964i,0.001457+0.00045703i,0.00049702-0.00012214i,-0.00057606-0.00047087i,-0.0011954-4.2626e-05i,-0.00099692+0.00022551i
-0.00063952-0.0024204i,-0.00020413-0.0021072i,-0.00041987-0.0015002i,-0.0005912-0.00093246i,-1.0978e-05-0.00051632i,0.00093014-0.00080944i,0.0013627-0.00089949i,0.00057637-0.0010288i,0.00066331-1.0819e-05i,0.001059+0.00023274i,0.00083896-0.00084422i,0.00042764-0.00084578i,0.00086862-0.00042276i,0.00088467-0.00016865i,0.00016323-8.4539e-05i,0.00050838-0.00045894i,0.0014091-0.00051969i,0.00094142-0.00049638i,-4.5131e-05-0.0006454i,-0.00052519-0.000352i,0.00013701-0.00030638i,0.00088147-0.00012556i,0.00072188+9.8478e-05i
-0.0016112-0.00012813i,-0.0014437-0.000582i,-0.00031817+5.4067e-05i,0.00083382+6.5543e-05i,0.0015709-6.5533e-05i,0.0020115-0.00030393i,0.0020282-0.0013569i,0.0012873-0.0024338i,0.00060917-0.002544i,0.00023403-0.001562i,-0.00082912-0.00055941i,-0.00096005-0.00036173i,-0.00028968-0.00017664i,0.00046222-0.00010635i,0.0017252-0.0001485i,0.0016782+0.00014756i,0.00063497+0.00021417i,0.00080536+0.00028197i,0.00052782+0.00076342i,-0.00062484+9.417e-05i,-0.001048-0.00087821i,-0.00053989-0.00041421i,0.00019957+0.00036237i
-0.00054273-0.003028i,-0.00072508-0.0030129i,-0.001174-0.0019168i,-0.0018592-0.00079627i,-9.9948e-05-0.00017353i,0.0025257+0.00047218i,0.0017272-0.00023843i,-0.00063007-0.0019641i,-0.0019366-0.0025863i,-0.0021768-0.00098366i,-0.0024621+0.00071103i,-0.0030779+0.0011792i,-0.0022715+0.00039154i,-0.00070352+0.00011364i,-0.00061168+0.00052151i,-0.00089198+0.00032988i,-0.0002189-0.00013832i,0.00028612-0.00039365i,-0.00027669-1.1665e-05i,-9.006e-05-0.00041843i,-3.8887e-05-0.00079495i,-0.00083629-0.0006847i,-0.00061798-0.00072022i
0.00092076-0.0007i,0.00061429-0.0012641i,-0.00029384-0.0015074i,0.00012654-0.0008858i,0.0016127+0.00032716i,0.0018001+5.0793e-05i,0.00030315-0.00094846i,-0.0016375-0.0011742i,-0.0026923-0.001139i,-0.0023583-0.00064705i,-0.0019153+0.00036301i,-0.0015914+0.00081518i,-0.0012299+0.00091712i,-0.00053201+0.00098401i,-0.00032519+0.0008459i,0.00011286+0.00066972i,0.00087975+0.00057129i,0.0007888+0.00055515i,0.00064169+0.00087863i,0.00027603+0.00011002i,0.00036672-0.0011549i,0.00094881-0.00095765i,0.00020265-0.00041489i
0.00051873+6.5029e-05i,0.00099907-1.6642e-05i,0.0023554+0.00012876i,0.0025997-0.00027505i,0.0024169-0.001641i,0.0017698-0.0017336i,9.5249e-05-0.0005564i,-0.0017727-0.00034245i,-0.0020791+0.00027049i,-0.0011163+0.0013795i,0.00023183+0.0017733i,0.00028653+0.0014909i,0.00026145+0.0013385i,0.00043706+0.0017049i,0.0004325+0.0012966i,0.00096078+0.00018246i,0.0010344+0.00018205i,0.00056837+0.00016576i,0.00030782-0.00029335i,0.00022914-0.00040783i,9.7572e-05-0.00073475i,9.5474e-05-0.00028497i,-0.00023632+0.0010181i
-0.0025011-0.0017983i,-0.0035381-0.0013524i,-0.00296-0.00071109i,-0.00034156+0.0011056i,0.0012681+0.0020567i,0.0020839+0.0021585i,0.0015025+0.0019367i,0.00027707+0.0014456i,-0.00072707+0.0019013i,-0.00059453+0.0018745i,0.00053062+0.00025822i,0.0013037-0.00071851i,0.0015129-0.00062169i,0.0010143+0.00026755i,0.00075309+0.00096353i,0.0012727+0.0012706i,0.0011889+0.0016198i,0.0006587+0.0012601i,0.00044352+0.00069077i,0.00060172-0.00012898i,0.00065365-0.00089778i,-7.6443e-06-0.00066884i,-0.00066032-0.00077021i
