-0.0050768+0.00034501i,-0.0037281+0.0013997i,-0.0030166+0.0023059i,-0.0033784+0.002982i,-0.0036124+0.0023011i,-0.0021438+0.0014381i,-0.0011091+0.0012306i,-0.00062473+0.00062873i,-0.00030617+0.00084901i,-4.0451e-05+0.0015632i,0.00074551+0.00028136i,0.00097901-0.0013691i,0.00023794-0.0014728i,0.00016329-0.0014488i,-0.00019144-0.00073604i,-0.00078485-0.00011263i,-0.00078058-0.00032145i,-0.00052145-0.00051234i,0.00027018+0.00043985i,-4.3815e-05+0.00021931i,-0.00050569-0.00043327i,-0.00018824-0.00032176i,-0.00011082+0.00022144i
-0.00018452+0.00047657i,0.00011214-0.00053938i,-0.00078607-0.001459i,-0.0016284-0.0017984i,-0.0022648-0.0017051i,-0.0021717-0.0020548i,-0.0011112-0.001838i,-0.00056642-0.00064145i,-0.00039541-9.9311e-05i,0.00016599+0.00040588i,0.0004203+0.00061766i,-0.00017151+0.00022318i,-0.0005675+0.00083645i,-0.00024096+0.0009994i,-0.0002082+4.3708e-05i,-0.00014605+0.00035554i,-5.7084e-05+0.00097001i,0.000111+6.9839e-05i,0.00037694-0.00092091i,-0.00022396-0.00064018i,-0.00033177-7.3613e-05i,-0.00014099+0.00020642i,-0.00052447+0.00022535i
-0.00089754-0.0012286i,-0.0012529-0.00082496i,-0.0018999-0.00067725i,-0.0021167-0.00013013i,-0.0022535-0.00060593i,-0.0022948-0.00072448i,-0.0016854-0.00019626i,-0.00084209-0.00098132i,-0.00072937-0.0015097i,-0.0009447-0.00082463i,-0.0007583-0.00023939i,-0.00083957+0.00022073i,-0.00091882+0.0003932i,-0.00050968+0.00041946i,-0.00019376+0.00062744i,-0.00016125+0.00041415i,0.00010828-0.00016359i,0.00040793-0.00071103i,0.00081088-0.00012152i,0.00013754+0.00033672i,-0.00055858-0.00014674i,-0.00038781-0.00053503i,-0.00057768-0.00070293i
0.00062307-0.00026391i,0.00041632-0.00073211i,-0.00033894-0.00095992i,-0.00075897-0.0018875i,-0.0012817-0.0027535i,-0.001662-0.0015833i,-0.00091126+0.00037474i,0.00062987+0.000253i,0.0013595-0.00015116i,0.00055457+0.00038326i,-0.0001934+0.00079754i,-7.141e-06+0.00068127i,0.00068296+0.00063896i,0.0011239+0.00074031i,0.0007427+0.00086584i,-0.00040733+0.0006655i,-0.0010582+0.00018805i,-0.00062148+0.00018217i,-0.00060345-1.956e-05i,-0.0004867-0.00028592i,-0.00027001-0.00013464i,0.00014799+2.3444e-05i,0.00013606-0.00012287i
-0.001707+0.0021348i,-0.0014418+0.0020658i,-0.00065362+0.001232i,-0.00026407-4.6047e-05i,-0.0014137-0.0012838i,-0.0022142-0.0011092i,-0.0012941-2.2499e-05i,-0.00043161+0.00011618i,0.00013981-0.00075483i,0.00051232-0.00091532i,0.00022551-0.0011131i,-0.00024225-0.00088254i,0.00025864-0.00023211i,0.00030091+0.00044379i,-0.00010384+0.0009979i,0.0010706+0.0010664i,0.0016159+0.00029832i,0.0010178+0.0004387i,0.00082533+0.00094477i,0.00065205-0.00030442i,-1.6189e-05-0.00069877i,-0.00090661+0.00023413i,-0.0010627+0.00053679i
0.0011538+0.00017128i,0.0001877+1.9821e-06i,-0.00088022-0.00090398i,-0.0015391-0.0020766i,-0.0023615-0.0021432i,-0.0028242-0.0015886i,-0.0018391-0.0013613i,0.00019661-0.0013004i,0.0005937-0.00087166i,-7.4879e-05-0.00043025i,-0.00020205-0.0005394i,-0.0003042-0.00093341i,-0.00027058-0.00023864i,-0.00022072+0.00083405i,6.1368e-05+0.0010745i,0.0010295+0.0009372i,0.0016032+0.00061168i,0.0013097+0.00055861i,0.0007451+0.00040365i,0.00013149+0.00043959i,-0.00031955-0.0002086i,-0.00026482-0.00077163i,-0.00019658-0.00096757i
-0.0018251-0.00034794i,-0.0013272-0.00025439i,-0.0025946-0.00013982i,-0.0037909-3.9218e-05i,-0.0039041+0.00014959i,-0.002375+0.00014409i,-0.00049317+5.6738e-05i,-0.00021885-0.00038228i,-0.00095561-0.00073857i,-0.00091652-0.00036741i,-0.00024686+0.00047592i,-0.00015191+0.00097928i,-3.1547e-05+0.00048959i,-0.00031578-0.0003535i,-0.00095049+0.00021908i,-0.0017218+0.00089024i,-0.0010759+0.00017619i,0.0003067-0.0007608i,0.00047387-0.0015935i,0.00023972-0.00087765i,0.00032503-0.00032036i,0.0004152-0.00059371i,0.00042296-0.0002946i
0.0021505+2.1962e-05i,0.0016871-0.00076086i,0.0014903-0.0022085i,-0.00042328-0.0028074i,-0.0029487-0.0026826i,-0.0035795-0.0019111i,-0.001446-0.00069953i,0.00027525-0.00027836i,0.0002765-0.00047266i,-0.00020215-0.0004962i,-0.00035601+0.00014232i,-0.00046056+0.00086576i,-0.00027295+0.0014391i,0.00033172+0.0013982i,0.00066078+0.00057261i,0.00056873+0.00091696i,9.0033e-05+0.00068129i,-0.00025116-0.00069592i,-0.00064988-0.0005066i,-0.00058981+0.00024955i,-0.00076952+0.00022814i,-0.00090353+0.00037383i,-0.00050732+0.00026925i
-0.0024561-0.00048684i,-0.0027957+0.00072572i,-0.0022928+0.001198i,-0.0021401+0.00081711i,-0.0036301+0.00073755i,-0.0033774+0.0012746i,-0.0015044+0.0010223i,-1.7879e-05-0.00038115i,-0.00019823-0.00050904i,-0.0013533+0.00015686i,-0.0012714-0.00025115i,-0.00070954-0.00040223i,-0.00030006+0.00043269i,9.3851e-05+0.00065625i,0.00077024+0.0002116i,0.00058976+0.00040345i,2.7191e-05+0.00090571i,-1.6719e-05+0.00090186i,-0.00032332+6.9328e-05i,-0.00034821-0.00034829i,0.00011636+0.00013585i,0.00027996+0.00080867i,-3.9685e-05+0.00054582i
-0.0008266-0.00078031i,-0.00064843-0.00015617i,-0.00092346+0.00031765i,-0.0022765-0.00020272i,-0.004268-0.0015051i,-0.0035866-0.00053484i,-0.00039321+0.00091634i,0.00070937+0.00054687i,-0.0006503+2.9049e-05i,-0.000298+0.00053414i,0.0004205+0.00058027i,-0.00021635+0.00013604i,-0.00057703-3.8949e-05i,-0.00053871-8.8212e-05i,-0.00051748+0.00011049i,1.2852e-05+0.00026453i,8.6867e-05+0.00047548i,-0.00030569+0.00089075i,-9.1689e-05+0.00047666i,0.00057118-0.00032403i,0.0013093+0.00024568i,0.00096219+0.0012837i,0.000144+0.00092881i
-0.0031941-0.0006725i,-0.0026192-0.00052669i,-0.0036812+0.00055887i,-0.0049809+0.00086961i,-0.0043756-8.9824e-05i,-0.0027434+0.00057397i,-0.00095549+0.0012685i,-0.000368-2.3095e-06i,-0.00055598-0.00096568i,-0.00051291-0.00082294i,-0.0003793-0.00077589i,-0.00022656-0.00049501i,2.1558e-05+9.5335e-06i,-0.00021934-0.00012592i,-0.00062417-0.00088272i,-0.00054663-0.00078063i,-0.00030248-0.00041907i,-0.00029367-0.00081125i,0.0002075-0.00057134i,0.00067151+0.00012247i,0.00062905+0.00024524i,0.00064171+0.00013604i,5.6524e-05+0.00021126i
-0.00034733-0.00090262i,0.00025719-0.00039988i,-9.4722e-05+0.00080644i,-0.001442+0.001413i,-0.0021292+0.00043446i,-0.0018666-0.00026608i,-0.00090581-0.00060657i,-0.000185-0.0011981i,-0.00085922-0.0013608i,-0.00097687-0.00055118i,-0.00037093-0.00073733i,-9.5673e-05-0.00084794i,-0.00038571-0.00013038i,-0.00044295+0.00053643i,-0.00042045+0.00058755i,-0.00037009-1.5387e-05i,-2.1336e-05+2.0687e-06i,0.00049342+0.0001435i,0.0002722-0.00019984i,-0.00044421-0.00039125i,-9.7743e-05-0.00022628i,-3.1178e-05+0.0002838i,-0.00065544+0.00071808i
0.0011789+0.00070516i,0.0014841-0.0002784i,0.001325-0.00018081i,-0.00032187-0.00096517i,-0.0018223-0.0024016i,-0.00168-0.0019678i,-0.00070192-6.808e-05i,0.00021365+0.00019068i,0.00016222-0.00065152i,-0.00096899-0.00048984i,-0.0011275-0.00011524i,-0.00060756+0.00035237i,-0.00059112+0.00093336i,-0.00059576+0.0013665i,-0.0012807+0.0015115i,-0.0016674+0.00044902i,-0.00082467-0.0002953i,-0.00020097-0.00010379i,0.00033456+0.00015559i,0.00028362+0.00053574i,-7.5124e-05+0.00036673i,0.00014333+8.4066e-05i,0.00040657-1.6678e-05i
0.00013201+0.00097234i,0.00047802+0.0010856i,0.00049553+0.00045855i,-0.00042652-0.00075865i,-0.0013409-0.0016584i,-0.0017695-0.0011008i,-0.001492+0.00029507i,-0.00068325+0.00012072i,-0.00062682-0.00082782i,-0.00089787+9.889e-05i,-0.00050876+0.00050694i,-7.0123e-05+0.00013301i,-6.8059e-05+0.00056539i,2.6816e-05+0.00069098i,-0.00038016+0.00035281i,-0.00052478-0.00012658i,-8.2609e-06-0.00019301i,0.00025389-3.1606e-05i,0.00050378-0.00017782i,0.00039441-0.00063816i,-0.0004665-0.00040924i,-0.00075477+0.00072676i,-0.0003878+0.00092888i
-0.00018876+0.00055624i,-0.0016038-0.00044475i,-0.001518-0.0012884i,-0.0014332-0.0026829i,-0.0016668-0.0029147i,-0.0013458-0.0016151i,-0.00029736-0.00023528i,0.00080153-0.0002668i,0.0010053-0.00062068i,0.00028593+0.00040634i,0.00036294+0.0004893i,0.00049045-0.00041371i,0.00012992-0.0004244i,-0.00017026+0.00052351i,0.00020433+0.00053782i,0.00012376-0.00010017i,-0.00039747+4.6322e-05i,-0.00030331-8.9952e-05i,0.00012534-0.00066029i,0.000653-0.00076864i,0.00016847+1.5405e-05i,-0.0010373+0.00066093i,-0.00081007+0.00070542i
0.00084678+2.6551e-05i,0.00094622-7.3782e-06i,-0.00026588-0.0011076i,-0.0017416-0.001841i,-0.0028283-0.0022154i,-0.0031412-0.0012213i,-0.0025985-0.00049827i,-8.2031e-05-0.0015125i,0.001584-0.0012033i,0.001153-0.0003741i,6.0917e-05-0.00090688i,-0.0011112-0.00085752i,-0.0007879-0.00012743i,4.2295e-05+0.0001702i,5.3647e-06-0.00014918i,-0.00045373+2.6778e-05i,-0.00021282+0.00082918i,-2.1517e-05+0.00069152i,-0.00013013+0.00045645i,0.00020445+0.00063171i,0.00045637+0.00021275i,0.00056863+1.5492e-06i,0.00036428+0.00016953i
-0.00434+0.0009204i,-0.0040141+0.00047106i,-0.0029122+0.00012315i,-0.0013876-1.962e-05i,-0.0014719-0.00091051i,-0.0018376-0.00075402i,-0.00067718-0.00011189i,-0.00023123-0.00075856i,-0.00070691-0.0011593i,-0.0013136-0.00058356i,-0.001491-4.4894e-05i,-0.0011502-0.00029793i,-0.00083528-0.00031124i,-0.00037752+0.00016256i,1.9147e-05+0.00041167i,-0.00045851+0.00040195i,-0.00051307+0.00030755i,2.8927e-05+0.00022761i,-0.0002072-0.00037555i,-0.00024459-0.0012423i,-2.0749e-06-0.0011051i,-3.4234e-05+4.6503e-05i,-0.0001988+0.00049933i
-0.00025041+8.2576e-05i,5.1287e-05-0.000126i,-0.00027237-0.0016642i,-0.0020074-0.0016485i,-0.0035423-0.00073381i,-0.0027031-0.00015054i,-0.000485+0.00010543i,0.00035317-0.00033902i,-0.00042785-0.00060443i,-0.00031606-0.00049322i,7.0139e-05-0.00037155i,-4.4994e-05-0.00026124i,0.00034697-0.00019267i,0.00074056+0.00079919i,0.00031918+0.0013514i,-0.00051911+0.00097066i,-0.00061224+0.0007582i,0.00047805-0.00011351i,0.00091981-0.00054272i,0.00053454+0.0001394i,0.00028668-4.2956e-05i,0.00063851-0.00054366i,0.00064979-0.00032349i
-0.0015149+0.00051084i,-0.0034819+0.0012047i,-0.0030273+0.0013272i,-0.001717+0.00080446i,-0.0021555-0.00058099i,-0.002062-0.0012271i,-0.00082824-0.00089546i,-0.00024673-0.00037028i,-0.00038729+0.00039732i,-0.00074915+6.6026e-05i,-0.00031611-0.0008087i,-0.000116-0.00044192i,-7.6712e-06-2.6172e-05i,0.00041137+0.00055633i,-0.00019686+0.00085302i,-0.00077445+0.0015053i,-0.0006403+0.0013546i,-0.00050467+5.9599e-05i,-0.00020969-0.00032365i,0.00029762-7.192e-05i,0.00042888-0.00077049i,0.00020506-0.00092841i,-0.00023245+0.0003889i
0.001048+0.00043845i,0.00022657-6.739e-05i,4.3201e-05-0.00012351i,-8.8339e-05-0.0006636i,-0.001018-0.0014543i,-0.0020745-0.00081271i,-0.00072903+0.00033626i,0.00095032+4.0386e-05i,0.00048862-0.0004458i,-9.6078e-05-0.00010106i,-0.00036806+0.00011795i,-0.00069646-0.00028227i,-0.00081592+0.00027301i,-0.00031914+0.00070417i,-0.00023393+0.00013082i,-0.00038071+0.0001516i,-0.00051364+0.00017092i,-0.00071353-0.00012503i,-0.00081183+0.00039948i,-0.00097044+0.0004552i,-0.00021878-0.00028939i,0.00037709-0.00037616i,-0.00021744-0.00052125i
0.00020688+0.0010832i,4.2028e-05+0.00063735i,0.00031402-0.00051878i,-0.00096608-0.0017696i,-0.0028836-0.0028584i,-0.0028908-0.0024625i,-0.0014656-0.00081082i,-0.00018181-0.00086334i,-0.00017929-0.0013197i,-0.00068814-0.00090339i,-0.0010376-0.00045225i,-0.0010879-0.00025365i,-0.00041411-0.00042091i,-0.00024408+0.00069501i,-0.0003892+0.0010743i,-0.00024596+0.00043809i,-0.00038647+0.0004526i,-0.00077194+0.00083668i,-0.001123+0.00094123i,-0.00029455+0.00036937i,0.00055661-0.00017553i,0.00029016+0.00025084i,-9.3806e-05+0.00069241i
-0.000698-0.00045073i,-0.00069755-0.00071476i,-0.0014218+0.00043428i,-0.0021184+1.2906e-05i,-0.0016345-0.001143i,-0.0014412-0.00095773i,-0.0015552-0.00018994i,-0.00098297+9.1938e-06i,-0.00048241-0.00050792i,0.00015268+4.7391e-05i,-0.00043749+0.00082054i,-0.00068391+0.00055054i,0.00016382+0.00050816i,8.5222e-05+0.00094697i,-0.00031234+0.0013642i,2.9256e-05+0.0009246i,0.00053328+0.0006564i,0.00024757+0.00017173i,3.2088e-06-0.00038752i,0.00037172-0.00047197i,3.5345e-05-0.00040954i,-0.00089759-0.00028826i,-0.0010228-0.00010121i
-0.0015675+0.00081058i,-0.00016102+0.00074767i,0.0006629+0.00015197i,-0.00053767-0.00072096i,-0.0013168-0.0012777i,-0.0015285-0.001018i,-0.00092089-0.00034796i,0.00015434-0.00026953i,-1.2124e-05-0.00041169i,-0.00067054-1.5045e-05i,-0.00089414-0.00051243i,-7.4026e-05-0.00049931i,0.00055344-0.00039085i,-7.5448e-05-0.00065733i,-0.00035839-0.0002038i,-0.0005898+0.00068092i,-0.00022259+0.00073597i,0.00012974+0.00047521i,-9.4254e-05+0.00030951i,-0.00062461+0.0002481i,-0.00063134-4.3855e-05i,-0.00051732-0.00015705i,-4.0151e-05+7.0961e-06i
-0.00012008+0.0008878i,-0.00096932+0.00054342i,-0.00096709+0.00065331i,-0.001+0.00015567i,-0.0030193-0.00092083i,-0.0031045-0.00068306i,-0.00069289-4.4934e-06i,0.00048653+0.00014654i,0.00050148-0.00029278i,0.00021426-0.00024719i,-0.00073751+0.00012987i,-0.0011542+0.00051716i,-0.00091068+0.00035098i,-0.00055859+0.0010159i,-0.00089428+0.00071618i,-0.00086013-0.0002321i,0.0002748+5.2919e-05i,0.00056172+0.00048244i,0.00059743+0.00027072i,0.00033988-0.00037592i,-0.00011332-0.00075493i,-0.00031328-0.00020335i,-0.00057409+0.00057993i
3.3649e-05+0.00018964i,0.00023404+0.00069133i,0.00093499-0.00027428i,1.998e-05-0.0019716i,-0.0023147-0.0024314i,-0.0032032-0.0014539i,-0.0012569-8.9821e-05i,0.00058247+0.00035221i,0.00065254-8.5716e-05i,0.00069937-0.00054095i,0.0012446-0.00058725i,0.00093896+8.1194e-05i,0.00062289+0.00030015i,0.00050361+0.0010346i,-6.9127e-06+0.0012277i,-9.0762e-05+0.0006678i,-0.00025594+0.00050049i,-0.00024916+0.00021351i,0.00068187+0.00033984i,0.00061832+0.00096415i,-0.00013335+0.00028289i,0.00037986+7.6936e-05i,0.00075487+0.00030262i
-0.0014141+0.00075728i,-0.00088618+0.00061896i,-0.00010605+0.0005291i,-0.00073489+0.00089146i,-0.0012255+0.0010358i,-0.0011982+0.00052569i,-0.00086317+2.7172e-05i,-0.00093046-9.1947e-05i,-0.0010109+0.00069257i,-4.7369e-05+0.0011543i,-0.00012508+6.5246e-05i,-0.00056011-0.00073711i,-0.00019315-0.00079191i,-0.00042495+6.8964e-05i,-0.00070577+0.00089754i,8.068e-05+0.00056303i,0.00034657+0.00016912i,-0.00024254+2.1145e-05i,-0.00072549-0.00037701i,-0.00044332-0.00045768i,0.00036276-0.00057285i,0.00097784-0.00074725i,0.00041126-4.4396e-05i
-0.0012854+0.00020481i,-0.0011048+0.00065305i,-0.00020153+0.0009458i,-0.00019457+0.00080646i,-0.0008224-0.00027384i,-0.0012573-0.0011201i,-0.00064828-0.0011275i,0.00049037-0.00099691i,0.00061282-0.00042558i,-0.00016218-0.00068049i,-0.00064777-0.0011438i,-0.00059409-0.00098462i,-0.00011795-0.00020166i,-0.00049674+0.00033438i,-0.00081054+0.00033229i,-0.00085394+0.00023639i,-0.00036501-0.00013582i,0.00098914-0.00042232i,0.0010926+0.00026856i,0.00042883+0.00041436i,9.1366e-05-0.00031797i,0.00034691-0.00052591i,0.00090485-0.00044933i
-8.1883e-05-4.2882e-05i,-0.00031744+0.00025763i,-0.00088018+0.00088929i,-0.0023234-0.00075742i,-0.0037438-0.002158i,-0.0028627-0.0013205i,-0.0011328-0.00082404i,-0.00059152-0.0014733i,-0.0011803-0.0010521i,-0.0007781-0.00028246i,0.00013979+0.00021152i,0.00010493+0.00047027i,-1.2668e-05+0.00020991i,-0.00073174+0.00039331i,-0.001013+0.00071676i,-0.0011793+0.00011967i,-0.0013253-0.00038201i,-0.00042641-0.00015596i,7.8559e-05-0.00047847i,0.00016688-0.00035451i,0.0003011+4.2828e-05i,0.00079535+0.00036779i,0.0012137+0.00048361i
-0.0017659-0.00065808i,-0.0028225+0.0014636i,-0.0034323+0.0014366i,-0.0032074+0.00071554i,-0.0030447+0.00093539i,-0.0013397+0.0015485i,0.00051918+0.00085999i,0.00057745-0.00082378i,-0.0001589-0.0013083i,-0.00076402-0.00081941i,-0.00093683-4.7137e-05i,-0.00029719+0.00025891i,0.00067803+0.00010619i,0.00042491+0.00037546i,0.0002007+0.00057245i,7.2157e-05+0.00024484i,-0.00024269-0.00022129i,-1.4939e-05-9.7057e-05i,0.00022274-7.1843e-05i,-0.00015763-0.0001037i,2.7659e-05-9.1979e-05i,0.00030698-0.0003052i,-0.00048195+0.00011571i
-0.0015802+0.00069138i,-0.00081688+0.0023877i,-0.0005994+0.0040789i,-0.00084605+0.0020124i,-0.0011969-0.0007953i,-0.00048239-0.0010683i,-1.9927e-05-0.00026143i,-0.00066978-0.00035694i,-0.00095048-0.00037585i,-0.00081662+0.00063868i,-0.001112+0.00057663i,-0.0014051-5.6769e-05i,-0.00048491-9.4559e-05i,0.00034742+0.00012424i,-0.00010874+1.2847e-05i,-0.00038373-7.6981e-05i,0.00012049+2.027e-05i,0.00050813-0.00014443i,-0.00045866+0.00031669i,-0.00070839+0.00066953i,-0.00046293+2.066e-06i,-0.00097112-0.00068564i,-0.0010027-0.00011284i
-0.00073558-0.00025107i,-0.00082627+0.00011124i,-0.0013241-0.00016322i,-0.0014124-0.00030877i,-0.0018949-0.00091924i,-0.001892-0.0009279i,-0.00056363-0.00045688i,6.7987e-05-0.00039185i,-0.0010537-2.2618e-05i,-0.0013288+0.00074651i,-0.00028333+0.0012623i,-2.9994e-05+0.0012588i,-0.00049531+0.0012351i,-0.00044785+0.0012083i,-7.6865e-05+0.00057729i,0.00068333-6.3597e-05i,0.00097658-0.00050859i,0.00012088-0.00069348i,-0.0001564-0.00019506i,0.00024086-1.369e-05i,0.00041394-8.1576e-05i,-5.0546e-05-0.00057786i,-0.0010577-0.00066345i
-0.00034915+0.00048175i,-0.00036976+0.00080917i,-0.00045031+0.0013325i,-0.001473+0.00051621i,-0.0016458-0.0016257i,-0.0010284-0.0017154i,-4.0703e-05-0.00067502i,0.00073612-0.00089121i,0.00041217-0.00094685i,-0.00023401-0.00036487i,-0.00029786-0.00042317i,-0.00057895+0.00013808i,-0.00044381+0.0012515i,-0.00036742+0.0013467i,-4.6964e-05+0.0013283i,0.00015545+0.0014913i,2.3556e-05+0.0010444i,-0.00015297-0.0003343i,-2.6592e-05-0.0008433i,0.0004696+0.00022008i,4.9132e-05+0.00037512i,-0.00080479+2.5122e-06i,-0.00057905-0.00062326i
-0.0010273+0.0019097i,0.00012012+0.0010764i,0.00046794+0.0010587i,0.00068834+0.0011878i,-0.00032151-0.00072183i,-0.0012896-0.0025803i,-0.00078959-0.001413i,0.00015695-0.00067565i,0.00086028-0.0010623i,0.00052104-0.0006063i,-1.2779e-05-0.00040255i,0.00025382-0.00023797i,-0.00012289-2.4245e-05i,-0.00052512-0.00066648i,-0.0016338-0.0010157i,-0.0014837-0.00047969i,-3.3071e-05-1.6014e-05i,-9.0152e-06-0.00052392i,-0.00024756-0.00076505i,-0.00030167-0.00075937i,-0.00081753-6.1747e-05i,-0.0011999+0.00060558i,-0.0007053+0.00074263i
-0.00052078+0.00027483i,-0.00028236-0.00028246i,-0.00068797-0.00063465i,-0.0015171-0.0014073i,-0.0027531-0.0018122i,-0.0026578-0.00046705i,-0.0010975+0.0013733i,-0.00021529+0.00097993i,-0.0006867-0.00057944i,-0.00051564-0.00082568i,-7.9311e-05-0.00083725i,-0.00037251-0.00070675i,-0.0007117-0.00030861i,-4.3724e-05-0.00014077i,0.00038203+0.00024428i,-0.00044442+0.00025063i,-0.0003524-8.9082e-05i,0.00033024-0.00012885i,0.00090427-0.00033091i,0.00071626-0.00035527i,0.0005709-0.00015934i,0.00059187-0.00036699i,-0.00014026-6.7513e-05i
0.0010581-0.00011297i,0.00038926-0.00040648i,-7.2925e-05-0.00048646i,-0.00093184-0.00095541i,-0.0023947-0.0018042i,-0.0026266-0.0017562i,-0.0010311-0.00052085i,0.00082196+1.146e-05i,0.0012841-0.00040295i,0.00085978-0.00092207i,0.00078129-0.00088021i,0.00028427-0.00063024i,-0.00051911-0.00032742i,-0.00076678-5.8881e-05i,-0.00052591+0.00048086i,-0.00035425+0.00026351i,-7.23e-05-0.00027663i,0.00080534-0.00017731i,0.00029793-0.00036349i,-6.5761e-05-0.000161i,0.00053108+0.00046941i,8.4345e-05+0.00018114i,-0.00032402-0.0002994i
0.0014714+0.00023218i,0.0016694+0.00011258i,0.0010239-0.0011208i,-0.00020888-0.0024651i,-0.0019839-0.0030215i,-0.0030276-0.0022497i,-0.0017668-0.00058794i,-0.00027552-0.00043579i,-0.00016028-0.00045713i,-5.8221e-05+0.00065188i,5.7881e-06+0.00045909i,0.00018768-0.00028169i,0.000459+0.0003739i,-0.0002436+0.0011213i,-0.0008261+0.0013016i,-0.00058643+0.0011895i,-0.00036487+0.00065477i,-0.0001754-0.00025397i,-0.00028432-0.0007155i,-0.00010616-0.00058547i,0.0002659-0.00030022i,0.00038064+0.00023925i,-0.00056613-0.0001958i
-0.0020141+7.0711e-05i,-0.0022298+0.00055i,-0.002241+0.0009087i,-0.0022166+0.00066117i,-0.0026798+0.00034044i,-0.0028453+0.00013532i,-0.0014471-0.00027136i,-9.8762e-05-0.0006217i,-0.00059732-0.00047467i,-0.00056205-0.00029991i,0.00038547-0.00035198i,-0.00031832-0.00028289i,-0.00084515-0.00028527i,-0.00037005+0.00032551i,-0.00047499+0.0010473i,-0.00071458+0.00091839i,-1.2473e-06+0.00011698i,0.00034786-0.00045417i,0.00021448-0.000385i,0.0008303+0.00012454i,0.00090529+0.00016593i,0.00047116+0.0002203i,0.00028441+0.0001148i
0.00058255-0.0018116i,-0.00010845-0.0014821i,-0.00095954-0.00062962i,-0.00074101-0.00097004i,-0.0017748-0.0021826i,-0.0032028-0.002142i,-0.0021803-0.0012371i,-0.00048903-0.00070458i,-0.00075018-0.00041451i,-0.00097489-0.00034612i,-0.00035295-0.00046653i,-0.00071246-0.00019887i,-0.00042564-0.00020871i,0.00057903-8.9547e-05i,2.7431e-05+0.00029185i,-0.00082014+3.3251e-05i,-0.00049677-0.00045661i,-0.00015025-0.00080666i,0.00053531-0.00092537i,0.00084992-0.00066663i,0.00035539+4.2787e-05i,-9.3975e-05+0.0004585i,-0.00055243+0.00048241i
-0.0012148+0.0016568i,-0.0013889+0.002018i,-0.00065873+0.0023365i,4.0214e-05+0.0006695i,-0.00030054-0.0017516i,-0.00098538-0.0025726i,-0.00037713-0.0018528i,-0.00012524-0.0011729i,-0.00018978-0.00027246i,-0.00045249+0.00030527i,-0.00028741-0.00062521i,0.00037316-0.001317i,0.00036932-0.00071728i,-0.00052762+0.00013052i,-0.0011047+0.00091661i,-0.0005724+0.00073141i,-0.00043083-1.2042e-05i,-0.00020229-0.00025203i,-2.0589e-05-0.00026366i,-3.434e-05-0.00083898i,0.00012907-0.00040216i,-0.00023788+0.00043175i,0.00055391+0.00040093i
0.00074756-0.00034816i,0.00038383+2.6878e-05i,0.00053339-8.5713e-06i,-0.00018721-0.0012098i,-0.0018093-0.0026448i,-0.0017214-0.0021086i,-0.00018827-0.00095026i,0.00057464-0.000801i,0.0004852-0.0005254i,-0.00010798-0.00010704i,-0.00056724-0.0002011i,-0.0005024-0.00097258i,-0.00054847-0.00067292i,0.00037986+0.00046067i,0.00079118+0.00084512i,-2.1501e-05+0.00082552i,-0.00010824+4.914e-05i,1.686e-05-0.00044349i,-0.0003062-0.00037185i,-0.00024855+0.00010273i,-0.00038456-0.00013156i,3.0736e-05-0.00058169i,0.00087069-0.00075522i
-0.0019503-0.00012032i,-0.0016236-0.00041114i,-0.0015961+0.00050266i,-0.001319+0.00045755i,-0.0012261-0.00095503i,-0.0014422-0.0010199i,-0.0009715-0.00064295i,-0.00019066-0.0010297i,-0.0005208-0.0012918i,-0.00025091-0.0004898i,6.5919e-05-4.2721e-05i,-0.00049916+0.0003308i,-0.00076718+0.00050114i,-0.00062194+0.00027984i,-0.00038115+0.00037035i,-0.00037724+0.00079898i,-0.00033528+0.00093604i,-2.617e-05+0.00033078i,0.00050893-0.00010666i,0.00040495-0.0004842i,-0.00030918-0.00058252i,-0.00076598-0.00046243i,-0.00033885+1.5269e-05i
0.0013507-0.0010436i,0.0003875-0.0014594i,-0.00045151-0.0019175i,-0.0021578-0.002166i,-0.0040327-0.0026156i,-0.003807-0.0023191i,-0.0022897-0.0012842i,-0.00073865-0.00058418i,7.7303e-05-0.00040529i,0.00035894-0.00023739i,0.00014791+0.00023358i,-0.00013123+0.00099234i,-0.00010946+0.0012096i,3.6196e-05+0.0015169i,-3.8387e-05+0.0014913i,0.0003157+0.00084694i,0.00034377+0.00028857i,-0.00014985-0.00033207i,-0.00042098-0.00013296i,-0.00053794+0.00016181i,-0.00088208-0.00049572i,-0.00097513-0.00056195i,-0.0011196-0.00013757i
-0.00076755+0.0004322i,-0.00037531-3.9723e-05i,-0.00070607-0.00022749i,-0.0010294-0.00037463i,-0.0017167-0.00061141i,-0.001302-0.00049533i,-2.5754e-05+3.5849e-06i,-9.9271e-05-0.00033388i,-0.00058748-0.001093i,-0.0004362-0.00048311i,0.00039073+0.0003703i,0.00063121+0.00012487i,-0.00042487+0.00057153i,-0.00063816+0.00090136i,-0.00050727+0.00059438i,-0.0011925+0.00088044i,-0.0018003+0.00050117i,-0.00090432+0.00033075i,0.00022363-0.00018373i,0.00053369-0.00093912i,0.00027056-0.00027909i,0.00017354+2.9463e-05i,0.00011777-1.6871e-05i
