-0.0012318+0.00072036i,5.0234e-06+0.00039177i,0.00090215-0.00067652i,0.00066821-0.00076205i,-0.0011318+0.0004384i,-0.0023509+0.00074848i,-0.0017889+0.00072453i,-0.00068431+0.00075076i,0.00014325+0.00083423i,0.00069329+0.00049206i,0.00091413+0.00064128i,0.00043721+0.00066899i,-0.00030154-0.00010076i,-0.0004577-0.00050036i,-0.00083501-0.00054404i,-0.00069865-0.00035809i,0.00027866+0.00048925i,0.00021869+0.00088462i,-0.00023208+8.3853e-05i,-0.00032456-0.00090333i,0.00020939-0.0011531i,-5.9905e-05-0.00096328i,-0.00042066-0.0011286i
-0.059306+0.000994i,-0.12323+0.060635i,-0.1284+0.15005i,-0.03544+0.19787i,0.079083+0.19914i,0.15026+0.1905i,0.15613+0.13784i,0.085011+0.049589i,0.02551+0.010347i,0.027653-0.00033431i,0.024424-0.021994i,0.00010527-0.022413i,-0.0060071-0.0010469i,0.005327+0.013389i,0.014316+0.016339i,0.01787+0.015052i,0.019219+0.013137i,0.017049+0.010292i,0.0099853+0.0075803i,0.0033773+0.0039249i,0.0012142-0.00049479i,0.0027351-0.0041919i,0.0045795-0.011335i
0.055476-0.016597i,0.10964-0.083024i,0.094046-0.17382i,-0.0034302-0.20953i,-0.087117-0.20039i,-0.11845-0.20455i,-0.11043-0.15967i,-0.055746-0.05257i,-0.0088133+0.0030835i,-0.013018+0.0087079i,-0.01758+0.020081i,-0.0018626+0.019608i,0.0043738+0.0023046i,-0.0031066-0.012013i,-0.010997-0.017759i,-0.015947-0.01857i,-0.016919-0.017741i,-0.012265-0.014728i,-0.0037822-0.01094i,0.0020508-0.0067508i,0.0011295-0.0020753i,-0.0013038+0.0027802i,-0.0035219+0.011343i
-0.055263+0.024541i,-0.094133+0.10259i,-0.065875+0.19651i,0.022644+0.22297i,0.070674+0.21203i,0.065441+0.23302i,0.057357+0.19939i,0.035895+0.08744i,0.010202+0.019304i,0.014425+0.008343i,0.021462-0.0037919i,0.01192-0.011044i,0.0037546-0.0031173i,0.0039969+0.0075303i,0.0082405+0.014579i,0.011357+0.019111i,0.012051+0.021136i,0.0097424+0.021003i,0.0027165+0.018504i,-0.0029943+0.014053i,-0.0029444+0.0079151i,0.0014978-0.00034417i,0.0066359-0.011057i
0.05492-0.043289i,0.075169-0.13365i,0.026894-0.21956i,-0.051619-0.2206i,-0.063741-0.19876i,-0.032907-0.22909i,-0.032593-0.20721i,-0.031883-0.10215i,-0.015347-0.031769i,-0.016416-0.016175i,-0.021989-0.0032384i,-0.016332+0.0082108i,-0.0077098+0.005694i,-0.0049129-0.0040307i,-0.0078252-0.012521i,-0.010851-0.017688i,-0.013254-0.019384i,-0.010565-0.017459i,-0.0031961-0.014705i,0.0013093-0.011999i,0.0018506-0.0052074i,-0.0012757+0.0028204i,-0.0072321+0.0091874i
-0.039529+0.056311i,-0.044868+0.15308i,0.019673+0.22736i,0.083582+0.2047i,0.051212+0.17345i,-0.00070461+0.20677i,0.018183+0.19508i,0.042174+0.10186i,0.032136+0.035479i,0.022927+0.018109i,0.020282+0.0038855i,0.015454-0.010534i,0.007458-0.012968i,0.0015221-0.0055029i,-0.00018169+0.0033139i,-0.0015535+0.0098381i,-0.00091962+0.013599i,-0.00024425+0.012263i,-0.0031945+0.0077887i,-0.0059286+0.0037671i,-0.003993+2.0256e-05i,0.0016983-0.0013958i,0.0086754-0.0032827i
0.029219-0.067692i,0.010901-0.1663i,-0.069123-0.22905i,-0.12187-0.18493i,-0.060716-0.13595i,0.0082971-0.15972i,-0.013574-0.14936i,-0.047001-0.07096i,-0.033994-0.018009i,-0.012854-0.009911i,-0.0088476-0.0073453i,-0.011325+0.0028172i,-0.0077864+0.0096394i,-0.0033428+0.0045448i,-0.0012748-0.0043033i,0.0015342-0.010088i,0.0029931-0.012064i,0.0041756-0.0093166i,0.0084519-0.0035913i,0.010887+0.0019544i,0.0078325+0.0037142i,0.00031818+0.00084847i,-0.0088459+7.5715e-05i
-0.015504+0.069381i,0.023847+0.16874i,0.11781+0.21893i,0.1617+0.15879i,0.085678+0.094709i,0.0010164+0.10595i,0.0095957+0.10201i,0.043956+0.052033i,0.03528+0.018401i,0.012543+0.013242i,0.0067716+0.013662i,0.010585+0.0058218i,0.0094614-0.0029514i,0.0052034-0.00073452i,0.0010758+0.0050973i,-0.0023369+0.010202i,-0.0025768+0.013323i,-0.0047665+0.01086i,-0.011087+0.0045008i,-0.015414-0.0018231i,-0.012845-0.0034925i,-0.0032526+0.00011597i,0.0095207+0.0019819i
0.0020623-0.081212i,-0.056717-0.1703i,-0.16158-0.20099i,-0.20105-0.11732i,-0.12175-0.035463i,-0.033352-0.03449i,-0.024721-0.039742i,-0.039781-0.021639i,-0.028609-0.0071412i,-0.010513-0.0035913i,-0.0054573-0.0074393i,-0.013219-0.0072811i,-0.018236-0.0013075i,-0.014432-0.0003374i,-0.0075742-0.0040366i,-0.0019483-0.0080435i,-0.0009114-0.0081284i,0.0016294-0.0031314i,0.008965+1.4639e-05i,0.013011+2.4858e-06i,0.0099076-0.00025042i,0.0018307-8.1705e-05i,-0.0083333-0.00085958i
0.017886+0.078701i,0.094715+0.16227i,0.2061+0.1721i,0.22669+0.070837i,0.12793-0.010691i,0.04491-0.0019103i,0.040388+0.019561i,0.044305+0.016968i,0.030648+0.0049249i,0.012119-0.0073311i,0.0019165-0.0038805i,0.011193+0.0047338i,0.022105-4.9164e-06i,0.019293-0.0056924i,0.0092152-0.0039624i,-4.8868e-05-0.0018633i,-0.0044698-0.0033505i,-0.0065247-0.0062674i,-0.0095444-0.0069012i,-0.010766-0.0056029i,-0.0067021-0.0031911i,0.0013231+0.00030589i,0.0092936+0.0033896i
-0.029725-0.083013i,-0.12512-0.15749i,-0.24827-0.15084i,-0.26403-0.038462i,-0.15911+0.038363i,-0.085424+0.016968i,-0.074823-0.013256i,-0.052561-0.013807i,-0.024311-0.0017845i,-0.0034799+0.011722i,0.0066834+0.0058566i,-0.0048283-0.0052791i,-0.015127+0.0021896i,-0.011157+0.0081232i,-0.0051635+0.0023532i,-0.0011465-0.0017112i,0.0019457+1.2438e-05i,0.0043995+0.0045009i,0.0067954+0.0081865i,0.007363+0.0097876i,0.0042628+0.0077267i,-0.0014398+0.0012374i,-0.0068887-0.0052644i
0.04816+0.071375i,0.1578+0.13297i,0.28424+0.11467i,0.29437+0.0099228i,0.19693-0.043408i,0.13683-0.0062962i,0.11622+0.025811i,0.071454+0.029584i,0.032465+0.018656i,0.010409-0.00078741i,-0.0030726-0.00162i,0.0026106+0.0047598i,0.0095444-0.0010405i,0.0054679-0.0034203i,0.0016562+0.0002921i,-0.00083542+0.0024115i,-0.0022081+0.0034145i,-0.0013011+0.0010618i,-0.0023486-0.005501i,-0.0043824-0.0088621i,-0.0040308-0.0048203i,0.0005513+0.0029169i,0.0054919+0.0098842i
-0.063922-0.068372i,-0.19272-0.10639i,-0.32083-0.067168i,-0.31957+0.033618i,-0.23201+0.062422i,-0.18544+0.01085i,-0.15392-0.022066i,-0.089826-0.02762i,-0.043241-0.015783i,-0.02148+0.0067785i,-0.0042548+0.007547i,-0.0021431-0.005011i,-0.0061829-0.0081401i,-0.0074791-0.0080734i,-0.0097307-0.0063313i,-0.009931-0.0020411i,-0.010048+0.00072346i,-0.010277+0.0054687i,-0.0052364+0.011194i,0.0010698+0.010317i,0.0017847+0.0027835i,-0.0029442-0.0050285i,-0.0063727-0.010854i
0.080284+0.0542i,0.2193+0.076509i,0.34245+0.01343i,0.32059-0.082524i,0.22377-0.071974i,0.18608+0.01149i,0.15992+0.046215i,0.098122+0.039191i,0.056813+0.018183i,0.036082-0.01126i,0.011656-0.015237i,2.2965e-05+0.0021622i,0.0025548+0.010436i,0.0069002+0.0098463i,0.010191+0.0053629i,0.0097967-0.0012896i,0.0092494-0.0058505i,0.0096944-0.011552i,0.0066697-0.016121i,0.0023091-0.012433i,0.0016795-0.0023595i,0.0053125+0.0071158i,0.0081379+0.013048i
-0.085531-0.042998i,-0.22591-0.044097i,-0.34689+0.028474i,-0.31953+0.10926i,-0.21957+0.066149i,-0.1888-0.043094i,-0.16439-0.070634i,-0.095638-0.039994i,-0.05027-0.013277i,-0.031574+0.011207i,-0.010114+0.013428i,0.00033324-0.0032514i,-0.0024777-0.010897i,-0.0066064-0.0095706i,-0.0083298-0.0061929i,-0.0080357-0.00045298i,-0.0085496+0.005962i,-0.0083328+0.01169i,-0.0052649+0.014445i,-0.0030623+0.010656i,-0.004514+0.0025129i,-0.0077178-0.0056351i,-0.0079351-0.011634i
0.098538+0.022967i,0.23894-0.001885i,0.34727-0.083723i,0.30232-0.13602i,0.19852-0.053113i,0.17249+0.08016i,0.15169+0.10391i,0.08679+0.057595i,0.047433+0.026341i,0.035114+0.0025192i,0.01529-0.0050285i,0.0019371+0.0064966i,0.0018181+0.01348i,0.0048625+0.012821i,0.0066561+0.0074484i,0.0056007+0.00088423i,0.0048336-0.0022583i,0.005468-0.005116i,0.0056476-0.0086085i,0.0046307-0.0075419i,0.0039803-0.00056674i,0.0059042+0.0079476i,0.0054911+0.012829i
-0.10105-0.012844i,-0.24778+0.031245i,-0.34603+0.13116i,-0.28098+0.17587i,-0.16842+0.061265i,-0.14128-0.089292i,-0.12231-0.11118i,-0.067207-0.063768i,-0.041532-0.034231i,-0.039929-0.010353i,-0.024401+0.00052431i,-0.006692-0.0061055i,-6.1661e-05-0.012391i,-0.0026138-0.014096i,-0.00931-0.011796i,-0.012832-0.0066768i,-0.013647-0.0026733i,-0.014522+0.00024024i,-0.01314+0.004307i,-0.0088983+0.0041562i,-0.0050134-0.0030687i,-0.0036977-0.0097346i,-0.0013725-0.01189i
0.10141-0.008092i,0.24121-0.068119i,0.3283-0.18306i,0.2433-0.21796i,0.11073-0.066329i,0.078694+0.10892i,0.072965+0.13403i,0.041759+0.085734i,0.037004+0.050742i,0.047206+0.018461i,0.033479-0.00072728i,0.01099+0.0013132i,-0.00035601+0.0079792i,0.00039863+0.0098395i,0.0069618+0.0063887i,0.011521+0.00080668i,0.012778-0.0011758i,0.015587-0.0019484i,0.016024-0.0043076i,0.010086-0.0023336i,0.0046349+0.0050211i,0.0027555+0.011429i,0.00099915+0.012595i
-0.099011+0.026784i,-0.22778+0.11217i,-0.29752+0.23595i,-0.19818+0.2519i,-0.053277+0.074207i,-0.021941-0.12008i,-0.034795-0.15201i,-0.023249-0.099369i,-0.026649-0.058177i,-0.039422-0.022836i,-0.028558+1.1175e-05i,-0.0072993+0.00090189i,0.0028221-0.0052583i,-0.00055193-0.0075422i,-0.0089417-0.0040931i,-0.013911+0.0010563i,-0.015987+0.0030013i,-0.018049+0.0043149i,-0.016932+0.0059092i,-0.011666+0.0029716i,-0.0067357-0.0049097i,-0.0034356-0.011088i,-0.00038002-0.01187i
0.099695-0.042402i,0.22055-0.15127i,0.26931-0.28636i,0.1504-0.28576i,0.0013507-0.089842i,-0.026588+0.11829i,0.0046195+0.16151i,0.016748+0.1122i,0.026825+0.07172i,0.036463+0.03613i,0.024226+0.008941i,0.0026704+0.0023256i,-0.0089865+0.0066809i,-0.0071015+0.0091685i,0.0018641+0.004949i,0.0077953-0.00058025i,0.011712-0.0012001i,0.01394-0.0014221i,0.012491-0.0031132i,0.0091696-4.3233e-05i,0.0052307+0.0070784i,0.0025454+0.011523i,0.00059037+0.010221i
-0.089028+0.052205i,-0.20001+0.17367i,-0.23419+0.32199i,-0.10539+0.32507i,0.042879+0.12672i,0.068477-0.078977i,0.026967-0.12878i,-0.0021865-0.093616i,-0.019156-0.064923i,-0.031531-0.040455i,-0.023208-0.019724i,-0.0022271-0.012179i,0.010193-0.013884i,0.0075592-0.013863i,-0.0028953-0.0079418i,-0.010684-0.0021014i,-0.01432-0.00066366i,-0.014059-0.00051595i,-0.010693+3.0677e-06i,-0.0067562-0.0022382i,-0.0037701-0.0065654i,-0.0013894-0.0095671i,0.0012154-0.007865i
0.080287-0.070571i,0.16906-0.20604i,0.18873-0.36141i,0.055182-0.36469i,-0.10243-0.16688i,-0.13069+0.036646i,-0.077539+0.094106i,-0.029831+0.075523i,0.0036542+0.061449i,0.026427+0.045286i,0.02384+0.025758i,0.0046605+0.017555i,-0.0069747+0.018819i,-0.0029629+0.015654i,0.0069991+0.0056921i,0.012926-0.0012515i,0.014039-0.0015825i,0.014105+0.00056937i,0.012741+0.0024275i,0.0088105+0.0038132i,0.0044298+0.0063332i,0.00075885+0.0077583i,-0.0015026+0.0047197i
-0.068699+0.08187i,-0.14119+0.23525i,-0.14354+0.39803i,-0.0068717+0.40047i,0.1515+0.2097i,0.17989+0.0091504i,0.12118-0.061225i,0.065476-0.05848i,0.020981-0.053888i,-0.014294-0.043764i,-0.02237-0.025682i,-0.010103-0.017058i,-0.0023646-0.017188i,-0.0053852-0.012473i,-0.011339-0.0025068i,-0.014369+0.0024323i,-0.015062+0.001347i,-0.01445-0.00089044i,-0.01113-0.0011899i,-0.0076589-0.0022981i,-0.0044471-0.0056514i,-0.00054359-0.0067984i,0.0017817-0.003526i
0.058224-0.091798i,0.11612-0.25358i,0.10109-0.42474i,-0.039194-0.43043i,-0.18762-0.24698i,-0.21435-0.042501i,-0.15366+0.052305i,-0.087778+0.067081i,-0.0329+0.06493i,0.0075931+0.050867i,0.018935+0.027675i,0.010416+0.014211i,0.003785+0.010976i,0.0043599+0.0048543i,0.007672-0.0041531i,0.0086716-0.0077378i,0.008517-0.0036716i,0.008638+0.00030725i,0.0065739+0.00078722i,0.0036759+0.002727i,0.00093451+0.0063557i,-0.00079768+0.0073599i,-0.00022858+0.0043038i
-0.039691+0.095295i,-0.079236+0.25986i,-0.054648+0.4363i,0.071308+0.45335i,0.195+0.2834i,0.21588+0.088785i,0.15915-0.020889i,0.089125-0.056817i,0.036183-0.060978i,0.002056-0.049248i,-0.009916-0.027021i,-0.0049784-0.01037i,0.00060654-0.00384i,-0.00097995+0.0012674i,-0.0066542+0.0046733i,-0.010599+0.0040918i,-0.010894+0.0018195i,-0.0081535+0.0003679i,-0.0039941-0.00054001i,-0.0010531-0.0027304i,0.00046741-0.0051026i,0.0013414-0.0051286i,0.00068845-0.0032519i
0.026471-0.1069i,0.040981-0.27534i,0.0036962-0.45009i,-0.10708-0.46978i,-0.20846-0.3155i,-0.21516-0.13312i,-0.15186-0.016416i,-0.079211+0.0355i,-0.029076+0.050415i,-0.0016271+0.047348i,0.0049272+0.028584i,-0.0041005+0.0099744i,-0.0091442+0.0027044i,-0.0029958-0.0011214i,0.0058276-0.005421i,0.010445-0.0055031i,0.0093316-0.0022199i,0.0064669+0.00078376i,0.0035183+0.0025635i,0.00027999+0.0040159i,-0.0023592+0.005045i,-0.0030654+0.0041045i,-0.00083558+0.0013674i
-0.013173+0.10303i,-0.012906+0.27554i,0.034953+0.45129i,0.12965+0.47944i,0.20547+0.3536i,0.20242+0.19029i,0.14249+0.069155i,0.077315+0.0030708i,0.03386-0.025788i,0.0094793-0.034834i,0.0027813-0.025522i,0.011038-0.012839i,0.014275-0.0090406i,0.004267-0.0036878i,-0.0078+0.0038898i,-0.012405+0.005557i,-0.01187+0.003596i,-0.0087003+0.0020331i,-0.0047106+0.00083429i,-0.0019854-0.0013216i,0.00086688-0.0026109i,0.0029065-0.0012662i,0.0022141+0.0012284i
0.0008846-0.10466i,-0.017465-0.27092i,-0.072135-0.44463i,-0.15032-0.48102i,-0.20006-0.3755i,-0.19551-0.22483i,-0.14909-0.094572i,-0.08643-0.018553i,-0.038258+0.018481i,-0.013198+0.033914i,-0.0068881+0.027904i,-0.013466+0.018106i,-0.013444+0.013523i,-0.0015039+0.0038122i,0.009029-0.0068853i,0.011265-0.010546i,0.0076479-0.0087873i,0.0039024-0.0064839i,0.0025065-0.0055701i,0.00028502-0.0030627i,-0.0028178-0.00037603i,-0.0034795+0.00037089i,-0.0015313+0.00035091i
0.014025+0.099769i,0.04992+0.25965i,0.10623+0.42818i,0.15535+0.46991i,0.17312+0.38058i,0.16592+0.24593i,0.13785+0.11612i,0.085545+0.031847i,0.04203-0.0096085i,0.020676-0.02925i,0.011108-0.028492i,0.0092448-0.020603i,0.0038537-0.013756i,-0.0057042-0.0016918i,-0.011444+0.0072223i,-0.01057+0.0069715i,-0.006391+0.0058623i,-0.0022719+0.0065119i,0.00033651+0.0063026i,0.0011367+0.0044858i,0.0018066+0.0025265i,0.0014489+0.0014688i,-0.00075181+0.00090345i
-0.022982-0.098371i,-0.074415-0.25284i,-0.13507-0.40958i,-0.16007-0.44579i,-0.14405-0.36643i,-0.12338-0.24611i,-0.10465-0.12052i,-0.06456-0.029687i,-0.029817+0.013548i,-0.014944+0.030276i,-0.0057743+0.026097i,-0.0022996+0.013135i,0.0019961+0.0036786i,0.0080153-0.0044888i,0.0095985-0.0094161i,0.0077266-0.0093306i,0.0037281-0.0081785i,-7.616e-05-0.0070418i,-0.0016106-0.0048613i,-0.0014796-0.0039558i,-0.0021048-0.0049687i,-0.0018688-0.0043943i,0.00081474-0.0022562i
0.03729+0.088442i,0.097402+0.23335i,0.15858+0.38187i,0.15785+0.4206i,0.10487+0.35863i,0.06986+0.25661i,0.060418+0.1362i,0.038787+0.042236i,0.019304-0.0043452i,0.0135-0.021236i,0.0071419-0.014604i,0.0043716+0.00054371i,0.0019554+0.0085074i,-0.0056769+0.010551i,-0.011612+0.0090631i,-0.010905+0.006263i,-0.0077762+0.0056655i,-0.0037699+0.0059009i,-0.00060836+0.0051297i,0.00047588+0.0050025i,0.0023188+0.0069823i,0.0033211+0.0080123i,0.0018675+0.0058751i
-0.04548-0.08238i,-0.11818-0.21324i,-0.18007-0.34839i,-0.15735-0.38624i,-0.075447-0.33813i,-0.033503-0.25308i,-0.034111-0.13936i,-0.02087-0.044429i,-0.0077046+0.0033907i,-0.010026+0.017393i,-0.012762+0.0069449i,-0.01559-0.0082632i,-0.012025-0.013022i,0.00015042-0.01264i,0.0096019-0.0099678i,0.011442-0.0071744i,0.0083167-0.0069042i,0.0051849-0.0064326i,0.0041473-0.0048285i,0.0021278-0.0049118i,-0.0016498-0.007126i,-0.0042607-0.0072306i,-0.0044927-0.0048345i
0.054829+0.073207i,0.13951+0.19054i,0.20229+0.30701i,0.15499+0.33499i,0.042771+0.29285i,-0.0068528+0.22862i,0.0077959+0.13561i,0.0079095+0.048929i,0.0042313+0.0031513i,0.015176-0.012927i,0.022185-0.0090662i,0.024385+0.0019694i,0.017183+0.0065248i,0.00045647+0.0080239i,-0.012221+0.008211i,-0.014682+0.0072064i,-0.010687+0.0089642i,-0.0065914+0.010027i,-0.0055047+0.0082917i,-0.0044603+0.0072936i,-0.0014635+0.0080955i,0.0012225+0.0075051i,0.0023624+0.0040236i
-0.059484-0.067964i,-0.15053-0.17039i,-0.21581-0.2669i,-0.15473-0.2791i,-0.019894-0.2344i,0.040316-0.18141i,0.019318-0.10713i,0.0083663-0.031694i,0.004783+0.0075287i,-0.011038+0.017509i,-0.019285+0.013184i,-0.019563+0.0041358i,-0.013079-0.0018342i,0.00095506-0.0062165i,0.012255-0.008722i,0.013135-0.0083519i,0.0078759-0.0093785i,0.0039558-0.010151i,0.0036754-0.0077261i,0.0047913-0.0062934i,0.0038739-0.0075445i,0.0012434-0.0077231i,0.00016367-0.0035778i
0.06294+0.054932i,0.15831+0.14213i,0.22167+0.2211i,0.14456+0.22538i,-0.012191+0.18272i,-0.081302+0.14151i,-0.052442+0.083092i,-0.023389+0.018695i,-0.0085389-0.012232i,0.0079314-0.015195i,0.013447-0.010483i,0.0099065-0.0030575i,0.0033622+0.0028704i,-0.0052452+0.0056691i,-0.011845+0.0054434i,-0.012031+0.0041456i,-0.0077597+0.0051453i,-0.0034375+0.0059566i,-0.0023462+0.0041942i,-0.0053098+0.0046472i,-0.0065101+0.0082871i,-0.0046252+0.0096009i,-0.0025853+0.0069868i
-0.064421-0.046518i,-0.16501-0.11852i,-0.22989-0.18072i,-0.14485-0.17222i,0.025257-0.12651i,0.099867-0.09421i,0.068981-0.050034i,0.035716+0.00070478i,0.017208+0.021215i,-0.001045+0.015783i,-0.0082696+0.0036873i,-0.0063297-0.006753i,-0.0014437-0.012089i,0.0062454-0.01209i,0.010984-0.0077367i,0.009447-0.0035425i,0.0060012-0.0016412i,0.0030371-0.00041995i,0.0036862+0.00045377i,0.0067-0.0018355i,0.007474-0.0074619i,0.0054529-0.0099851i,0.0037779-0.0079958i
0.070115+0.036042i,0.17123+0.093218i,0.23693+0.13543i,0.14757+0.11333i,-0.031804+0.065323i,-0.11337+0.047652i,-0.080562+0.02814i,-0.040637-0.006406i,-0.015564-0.019548i,0.005829-0.010932i,0.011535+0.0020119i,0.0073401+0.012776i,0.0019986+0.01576i,-0.0054652+0.011354i,-0.011423+0.0043638i,-0.012632-0.0011044i,-0.010053-0.001212i,-0.0069877-0.0010279i,-0.0069757-0.0025285i,-0.0089008-0.0004436i,-0.0079402+0.0052569i,-0.0043124+0.0093916i,-0.001232+0.008444i
-0.067219-0.029085i,-0.17109-0.071365i,-0.24083-0.096459i,-0.15578-0.057574i,0.021704+0.0017142i,0.10787+0.011912i,0.079817+0.0073369i,0.037514+0.021804i,0.012721+0.027196i,-0.0053903+0.014419i,-0.011191-0.0031068i,-0.0097431-0.015377i,-0.0048266-0.017141i,0.0044967-0.011101i,0.012405-0.0028385i,0.012986+0.0019652i,0.0086684+0.00089345i,0.0056993+0.0002568i,0.0056327+0.0019258i,0.0078499-0.00057351i,0.0092314-0.0055967i,0.0068272-0.007832i,0.0028954-0.006571i
0.067567+0.017867i,0.17083+0.047225i,0.24072+0.055852i,0.15864+0.0051502i,-0.01595-0.058081i,-0.10245-0.060722i,-0.073407-0.037583i,-0.026816-0.035542i,-0.0032984-0.03224i,0.0084227-0.014538i,0.013582+0.0031823i,0.012057+0.0145i,0.0053732+0.017101i,-0.0044996+0.01024i,-0.013489+0.0012944i,-0.014328-0.00262i,-0.0083602-0.0019161i,-0.0035315-0.00073696i,-0.0038319-0.0012163i,-0.0079777-0.00018944i,-0.011346+0.0035697i,-0.010619+0.0064972i,-0.0073733+0.0050844i
-0.064482-0.012669i,-0.16631-0.0286i,-0.2404-0.02131i,-0.16804+0.0424i,-0.0036867+0.11315i,0.079877+0.1117i,0.056458+0.074475i,0.018909+0.05815i,0.0040529+0.043066i,-0.0030907+0.0164i,-0.0094793-0.0033255i,-0.011768-0.012516i,-0.0072515-0.015214i,0.0027115-0.011275i,0.010944-0.0032728i,0.010544+0.0020009i,0.0041016+0.0029977i,-0.00060926+0.0034721i,0.00028567+0.0035383i,0.0049808+0.0010459i,0.0089348-0.0031195i,0.0097935-0.0053374i,0.0085794-0.0048042i
0.064414+0.0021226i,0.16161+0.0066269i,0.2362-0.012975i,0.17566-0.081663i,0.02479-0.15194i,-0.058846-0.14346i,-0.046964-0.091923i,-0.016022-0.060737i,-0.0006741-0.037365i,0.006893-0.011891i,0.010356+0.0025553i,0.0094811+0.0084979i,0.0060203+0.010629i,-0.0021801+0.0062845i,-0.0093995-0.0018412i,-0.0088133-0.0065037i,-0.0043819-0.0061082i,0.00035786-0.0049755i,0.0013677-0.0056011i,-0.0030655-0.0040596i,-0.0085068+0.0010207i,-0.0092944+0.0056248i,-0.0070627+0.0063482i
-0.057684+0.0020248i,-0.15124+0.0074074i,-0.23098+0.037507i,-0.19069+0.11243i,-0.061625+0.18444i,0.022626+0.17081i,0.02833+0.10478i,0.0092099+0.059849i,-0.0014455+0.033422i,-0.0045885+0.0090178i,-0.0048793-0.0048341i,-0.0035146-0.0088107i,-0.0013332-0.0087948i,0.0032456-0.003388i,0.0073852+0.0044168i,0.0067027+0.0082735i,0.0019324+0.0075918i,-0.0021281+0.0069092i,-0.0014117+0.0076149i,0.0032297+0.0062813i,0.0077524+0.0021819i,0.0086992-0.0017113i,0.0074714-0.0032211i
0.05535-0.0077624i,0.14479-0.020299i,0.22781-0.056527i,0.2033-0.13401i,0.092254-0.20454i,0.010241-0.18376i,-0.0050021-0.10416i,0.0076106-0.0496i,0.013204-0.025141i,0.0096022-0.0058335i,0.0045858+0.0079105i,-0.00036764+0.012279i,-0.0041923+0.010399i,-0.0064029+0.0033341i,-0.0082108-0.0064377i,-0.00814-0.011318i,-0.0044387-0.0092902i,-0.00035866-0.0067818i,-0.00062744-0.0078136i,-0.005277-0.0075292i,-0.0099155-0.0042914i,-0.010644-0.0010353i,-0.008891+0.00069766i
-0.047256+0.011849i,-0.13336+0.028273i,-0.21854+0.068608i,-0.21343+0.1463i,-0.12714+0.21572i,-0.052533+0.19425i,-0.026067+0.11051i,-0.024992+0.052512i,-0.019781+0.027695i,-0.0084845+0.0062111i,-0.0031023-0.01207i,-0.0011839-0.018908i,0.0021161-0.016657i,0.0059011-0.0066142i,0.0086732+0.0046936i,0.0065489+0.0089122i,0.0008134+0.0077839i,-0.0028089+0.0057037i,-0.00092014+0.0059265i,0.0043626+0.0057221i,0.0087387+0.0033523i,0.010672+0.0007765i,0.010164-3.0857e-05i
0.047336-0.014491i,0.12658-0.035757i,0.21345-0.078283i,0.22379-0.15011i,0.15496-0.21118i,0.080916-0.18602i,0.042409-0.10337i,0.03045-0.046058i,0.019848-0.022321i,0.0085627-0.0043081i,0.0051807+0.010939i,0.0041817+0.017656i,0.0013131+0.015759i,-0.0039291+0.0060266i,-0.0080042-0.0049462i,-0.0066997-0.010061i,-0.0026391-0.0079954i,0.00044642-0.0051952i,0.00037502-0.0044359i,-0.0038824-0.0044795i,-0.0087116-0.0032761i,-0.010299-0.00071505i,-0.0098816-0.00010972i
-0.040998+0.014253i,-0.11619+0.037174i,-0.20468+0.079025i,-0.23197+0.14523i,-0.18324+0.19857i,-0.11169+0.17134i,-0.058721+0.092377i,-0.032133+0.038877i,-0.01679+0.017958i,-0.005888+0.0021453i,-0.0037277-0.010842i,-0.0062499-0.014329i,-0.0056251-0.01125i,2.6655e-06-0.0043337i,0.0031421+0.0034983i,0.0004992+0.0073941i,-0.0027081+0.0056911i,-0.0038346+0.0035753i,-0.0023906+0.0036874i,0.00078248+0.0050505i,0.0046915+0.0048412i,0.008308+0.0027371i,0.0093091+0.00070044i
0.037431-0.017947i,0.10726-0.041271i,0.19574-0.078078i,0.23619-0.13183i,0.20374-0.17296i,0.13273-0.14471i,0.067229-0.071916i,0.034392-0.023428i,0.019104-0.0071516i,0.0073294+0.002332i,0.0042864+0.0098994i,0.0054204+0.0099915i,0.0046597+0.0050512i,0.001024-0.0019993i,-0.0021281-0.0077733i,-0.0011618-0.0095799i,0.0015863-0.0060123i,0.0038786-0.0020335i,0.0041449-0.0023736i,0.000419-0.0048555i,-0.0049455-0.006116i,-0.0076415-0.0048341i,-0.0073637-0.0024243i
-0.031854+0.015236i,-0.097355+0.039085i,-0.18548+0.071459i,-0.23752+0.11524i,-0.22136+0.14888i,-0.15257+0.12464i,-0.075481+0.061566i,-0.03291+0.019075i,-0.015042+0.0075279i,-0.0036645-0.00063729i,-0.00043548-0.0086306i,-0.00081643-0.0084264i,-0.00034689-0.0043016i,0.00025969+0.00115i,9.7338e-05+0.0067277i,-0.0017767+0.0082705i,-0.0039033+0.0049635i,-0.0052601+0.0022115i,-0.0041812+0.0028552i,-0.00029519+0.0053198i,0.0038001+0.0067557i,0.006675+0.0061225i,0.0079405+0.0036587i
