0.0032577+0.0019347i,0.0032449-1.1208e-06i,0.0028563-0.0025057i,0.0014016-0.0039139i,-0.0010364-0.003216i,-0.0026909-0.00030543i,-0.0012291+0.0015898i,0.00043735+0.0014102i,0.0010072+9.4013e-05i,0.00090695-0.00050081i,-0.00010877-0.00084691i,-0.00019336-0.00072976i,-4.811e-05-4.7964e-05i,-0.00063591+0.00059208i,-0.0011891+0.00050198i,-0.0012349-0.00012594i,-0.00035805-0.00092853i,-2.2261e-05-0.0010975i,-0.00036096-0.00092857i,-0.00039449-0.00062514i,0.00035579-0.00018537i,0.00087441-0.00019207i,0.00077935-5.3256e-05i
-0.002411-0.00042385i,-0.002557-0.0015215i,-0.001861-0.0014312i,-0.00056092-0.00030844i,-0.00011844-3.9618e-05i,-0.0010918-0.00012406i,-0.00034704-0.00019282i,-0.0003694-8.0691e-06i,-0.0024038+0.00056713i,-0.0021278+0.00056818i,-0.00091908+0.0001151i,-0.00039994+0.00091048i,0.00036276+0.0014545i,3.8019e-05+0.00031288i,-0.00060569-0.0003436i,-0.0005675-0.0001768i,-0.0001659+9.4995e-05i,0.0006604+4.8298e-06i,0.00075579-0.00011162i,5.0648e-05+0.00047027i,-0.00083248+9.3806e-05i,-0.00077553-0.00018305i,-0.00030232+0.00029367i
-0.0011372-0.0013221i,-0.00075886-0.00038734i,0.00047393+0.00063952i,0.00097828+0.00080641i,0.00084565+0.00042888i,0.0004799-0.00063331i,0.00020335-0.0012864i,0.00091498-0.00068106i,0.0010584-0.00027911i,5.5509e-05-0.00011534i,-0.00044089+0.00032295i,4.2708e-05+0.00036538i,0.001246+0.00032106i,0.0012663+0.00019033i,0.00017565-2.1928e-05i,-0.00050114+0.00011469i,-0.0010572-0.00034939i,-0.00081876-0.00010763i,-0.00021817+0.00086474i,-0.00017793+0.00070164i,-0.00038497+0.0007106i,-0.00050174+0.0012751i,-0.00035674+0.00097329i
-0.0026911-0.0012944i,-0.0027525-0.0014249i,-0.0016828-0.00060274i,-0.00063951-0.00011785i,1.7995e-05+0.00033885i,3.5514e-05+0.0011109i,-0.00040717+0.0007266i,-0.00053797-0.00054148i,-0.0001477-0.0011169i,0.00017468-0.0009568i,0.00010763+0.00017047i,0.00034184+0.0011628i,0.000528+0.00046855i,0.00060101-0.00012059i,0.0005591-3.7334e-05i,-0.00060058+0.00035035i,-0.00072333+0.00097173i,-8.2235e-05+0.0003039i,-0.00027349-0.0011109i,-5.453e-06-0.0010879i,0.00060326+9.9848e-05i,0.00018658+0.00022939i,-0.00039056-0.00028533i
0.0013419-0.0005335i,0.0027206-0.00033205i,0.0031421-0.0019303i,0.0021597-0.0025385i,0.00034403-0.0013428i,-0.0013543+0.000581i,-0.0016566+0.00063911i,-0.00091125-0.00042373i,-0.00061093-0.0010525i,-0.00082671-0.0014163i,-0.0010515-0.00067458i,-0.00077941+0.00021519i,-0.00027275+0.00067534i,0.00026287+0.00066914i,-0.000158+0.00083988i,-0.00081697+0.000465i,-0.00044851-0.0001539i,0.00013631-0.0006849i,0.00035655-0.00054528i,-0.00033418+0.0003419i,-0.0013449+0.00017292i,-0.0006287+0.00025786i,0.00079852+0.00084464i
0.00060757+3.4128e-05i,0.00063004-0.00079634i,0.00080813-0.0009842i,0.0010411-0.0018568i,0.0010241-0.001195i,1.7479e-05-9.6511e-05i,1.9748e-07+0.00042255i,0.00081653+0.00027006i,0.00090132-0.00034051i,-2.5245e-06-0.00027519i,-0.0005649-0.00020698i,-0.00060233-0.00030361i,-0.00021856-0.00064266i,0.0004118-0.00058262i,0.00063405-0.00083103i,0.00089256-0.00074642i,0.00073846-0.00054434i,-0.0001834-0.00033403i,-0.00056691-0.00087552i,2.5638e-05-0.00079414i,-0.000144+0.00037116i,-0.00035248+0.00061421i,-5.2166e-05+0.00024859i
-0.00018735+0.00029708i,0.0013543-0.00022889i,0.0019663-0.001405i,0.00082168-0.00099426i,-0.00027594-0.0007425i,-0.0003451-0.00073824i,0.00044846-0.00062573i,0.00034164-0.00074237i,-0.0010519-0.00051376i,-0.0015277+0.00025962i,-0.00082135+0.00017195i,-0.00079199-0.00065709i,-0.00086145+0.00013395i,-0.0007133+0.0010506i,-0.00091862+0.00073807i,-0.00094339+0.00028717i,-0.0004263+6.3631e-07i,-0.00013731-0.00073158i,-0.00058614-0.00057834i,-0.00071264+0.00041539i,-0.00068563+0.00054564i,-0.00076455+7.561e-05i,-0.00048561+0.00031812i
-0.00043458-0.0006932i,-0.00055157-0.00023331i,-0.00023063-0.0012527i,0.00020569-0.0017094i,-0.00020398-0.00072549i,-6.8881e-05+0.00015758i,0.00030359+0.00035868i,0.00057552+0.00013718i,0.00023605+0.00055542i,-0.00047035+0.00099615i,-0.00037963+0.000629i,0.0001875+3.0734e-05i,0.00020734-0.00031236i,-0.00035281-0.00064691i,-0.00016883-0.00034546i,5.7062e-05-3.6307e-05i,-0.00031957-0.00015615i,-0.00057074+0.00043705i,-0.00067451+0.00088818i,-0.00086559+0.001004i,-0.00025537+0.00058681i,0.00013577-0.00013641i,-0.00024842+4.6333e-05i
-0.0015038+0.00012887i,-0.0011958+0.00058064i,0.00030732-0.0004261i,0.001675-0.00064933i,0.0010192-0.00073355i,-0.00022193-0.0010167i,-0.0004328-0.00068419i,-0.00032932-0.00063522i,-0.00074507-0.0008147i,-0.00083843-0.0002946i,-0.00026943+2.3094e-05i,0.00048825-8.6801e-05i,0.00045896-0.00038532i,0.00034828-0.00043489i,-4.3235e-06+6.7717e-05i,-0.00038251+0.00029146i,0.00028432-0.00019243i,0.00063062-0.0003172i,0.00051753+0.0002899i,0.00040478+0.0012253i,0.0001765+0.0010571i,-0.00031319+0.0010296i,-0.00025624+0.0010118i
-0.00067851+0.0013345i,0.00015056+0.00079909i,0.0015103+0.00092929i,0.0019783+2.5937e-05i,0.0015904-0.00086519i,0.00066127-0.00063622i,-0.00021501-0.0010383i,-0.00025422-0.0010039i,-0.00047811-0.0004869i,-0.00073653-0.00054137i,-0.0014723-0.00043702i,-0.001451-0.00081444i,-0.00049513-0.0013151i,-0.00058661-0.00060706i,-0.00034843+6.9275e-05i,0.00017545+0.00053682i,0.00046942+0.00046789i,0.00083969-0.00054421i,0.00042116-0.00067624i,-0.00027438+0.00037984i,-0.00037445+0.00086635i,-3.437e-05+0.0008354i,-0.00031908+0.00047987i
0.0010097-0.0016611i,0.0015439-0.0026224i,0.002885-0.0024389i,0.0010947-0.0013149i,-0.0017372-0.00037206i,-0.0022598+0.00039364i,-0.00091386+9.3474e-05i,0.0003791-0.00086833i,0.00067224-0.00049959i,-0.0001504-0.00030489i,-0.00032208-0.00030055i,-0.00024814+0.00088498i,-0.00035083+0.0013677i,-0.00088257+0.00011055i,-0.0012881-2.2991e-06i,-0.0014552+0.00060741i,-0.0012208+0.00059382i,-0.00058783+0.00025373i,0.00038969-0.00011442i,0.0010137+5.4656e-05i,0.0012715+3.9114e-05i,0.0010249-0.00012935i,0.0007308-0.00052722i
-1.6709e-05+0.0019881i,6.2642e-05+0.00017719i,0.001219-0.00094944i,0.0025933-0.0015694i,0.0016841-0.001569i,0.00030883-0.00033535i,0.00032747-0.00046619i,0.00042752-0.001264i,0.00033016-0.00016823i,-0.00010733+0.00019249i,3.2511e-05-6.5473e-05i,0.00018495+0.00015586i,0.00027214-9.6239e-05i,4.1707e-05-0.00020479i,-0.000248-0.00011942i,0.00026367+0.00012727i,0.00010268+0.00017816i,-0.00077973-0.00041374i,-0.00073012+0.00014741i,-0.00032363+0.0011936i,-0.00026561+0.00069897i,-0.0001851+0.00010887i,-0.00070405+0.0006456i
-0.0014378+0.0010817i,-0.00044226+0.00098358i,0.0017083+0.0011179i,0.0023892+3.6681e-05i,0.0016688-0.0010849i,0.0010234-0.00090606i,-0.00013958-0.00090884i,-0.00054288-0.00054627i,-0.00071634+9.8236e-06i,-0.00084042+0.00054236i,-0.00030775+0.00098972i,-0.00025912-4.752e-05i,-0.0010068-0.00058484i,-0.00078962+0.00046408i,-0.0001382+0.00093563i,-0.0002672+0.00096809i,-0.00021196+0.00045255i,-0.00052258-5.8295e-05i,-0.0012044-2.6575e-06i,-0.00099267+6.3309e-05i,-0.00054301+0.00053803i,-0.00068822+0.0003718i,-0.001078-9.0583e-05i
-0.0019362+0.00084595i,-0.0018185+0.00086787i,-0.00054096+0.0018836i,0.00098207+0.001306i,0.0006821-0.00062572i,-0.00095171-0.00042933i,-0.0017993+0.00083312i,-0.0011423+0.00043311i,-0.00049987-0.00032748i,-0.00045106+0.00010289i,-0.00021855+0.00082077i,-0.00027844+0.00081809i,-7.5901e-05+0.00027397i,-1.5643e-05+3.915e-05i,-0.00060233+0.00033692i,-0.00062161+0.0004693i,-0.0004301+0.00021419i,-8.8987e-05+0.0008282i,6.3357e-05+0.0014108i,-0.00022143+0.00041234i,0.0001171+1.4083e-05i,0.00061949+0.00035853i,0.0002272+0.00016964i
0.00090104-0.0015005i,0.0014398-0.0020158i,0.0026112-0.0017514i,0.0025449-0.0014025i,0.00055058-0.00040348i,-0.0011703+0.00080739i,-0.00018224+3.0868e-05i,0.00062228-0.00082992i,-4.6829e-06-0.0011407i,-7.8562e-05-0.0012773i,-0.00050952-0.00088999i,-0.0004939+0.00022625i,-8.9827e-05+0.00081839i,-0.00012962+0.00051174i,-0.00051353+0.00083869i,-0.00083923+0.0012104i,-0.00067248+0.00036997i,-0.00020394-0.0009057i,8.6829e-05-0.00051827i,6.7834e-05+0.00031181i,-8.7148e-05+0.00011156i,-0.00030663-0.00041987i,-0.00024892-0.00050084i
0.00080927+0.0020699i,0.00057242+0.00035893i,0.0018775-0.00099399i,0.0025669-0.0021816i,0.0016963-0.0025339i,-5.0386e-05-0.0017736i,-0.00061322-0.00079604i,-0.00031546-0.00037338i,-0.00097495-0.0007484i,-0.0009055-0.0015799i,-0.00053703-0.00084905i,3.9101e-05+0.00021592i,0.00071791-0.00019493i,0.0004518-0.00071555i,-5.9145e-05-0.00025594i,0.00018277+0.00018771i,-0.00021424+0.00055621i,-0.00061497+0.00064971i,-0.00026629+0.00068179i,0.00057192+0.00043318i,0.00029971-5.1487e-05i,-0.00053946+0.00017271i,-1.5764e-05+0.00033322i
-0.0035675-1.0454e-05i,-0.0018999+0.0011861i,-0.00050826+0.0021749i,0.0010828+0.0016599i,0.0010698+0.0011043i,3.3038e-05+0.00093678i,-2.5059e-06+0.0010151i,-0.00041929+0.00079751i,-0.0011082+0.00078832i,-0.00080019+0.00047017i,-7.7034e-05-1.9549e-05i,0.00017946+9.8959e-05i,0.00024893+0.00032904i,0.00049394-0.00025042i,0.00044094-0.00048621i,-0.00010557-0.00029444i,-0.00020497-0.00030557i,0.00011275-0.00055141i,0.00028059-0.00067623i,0.00079975-0.00056238i,0.00028869-0.0001952i,-0.00071955-0.00032184i,-0.00040539-8.078e-05i
-0.0003239-0.0017153i,-0.00035293-0.001502i,0.00067113-0.0012303i,0.0016519-0.00087874i,0.0011554+0.00014194i,0.00070177+0.0009215i,0.0004827+0.00078049i,0.00033988+0.00041559i,0.00011061-0.00062388i,0.00027905-0.0007751i,0.00019135-8.823e-05i,-0.00029028+0.00022427i,-0.00038165-2.0761e-05i,-4.8866e-05-0.00021142i,8.7975e-05-0.00027389i,-1.9917e-05-0.00047249i,-0.00047247-0.0001931i,-0.00051352+0.00035438i,-1.7883e-05-0.00015246i,0.00031994-0.00099587i,0.00012066-0.00072982i,0.00060538+0.00013949i,0.0010085+0.00053262i
-0.0023521+0.00063734i,-0.0022184+0.00070623i,-5.1839e-05+0.0001618i,0.0018392-0.00034974i,0.001155-0.0012226i,0.00024489-0.0014069i,-0.00046092-0.00060721i,-0.00062386-0.00037704i,-9.3273e-06-0.00042647i,0.00080019-0.00012711i,0.00086756-0.00020056i,0.00015172+2.4467e-05i,-0.00026705+0.00060535i,-0.00015974+0.00040967i,-0.00073413+0.00029299i,-0.0019912+0.00066901i,-0.00092089-0.00010185i,0.00046984-0.00048741i,-0.00030803+0.00056353i,-0.00086325+0.0013521i,-0.00049974+0.0009053i,5.7455e-05+0.00060966i,0.00074755+0.00039712i
0.00055811-0.0026661i,0.0015542-0.0017212i,0.0015432-0.0015293i,0.0011289-0.0014312i,2.232e-05+4.008e-05i,-0.00095579+0.0010875i,-0.0004122+0.00049916i,0.0003656-0.00071486i,-0.00025063-0.00058322i,-0.0013417+0.00041797i,-0.0015582+0.00099398i,-0.00099575+0.0013296i,-7.7259e-05+0.0013061i,0.00023919+0.0012483i,0.00046654+0.00097991i,-0.00033875-0.00028246i,-0.0012589-0.00014695i,-0.00010684+8.9321e-05i,0.00022399-0.00010918i,-0.00039249+3.66e-05i,-0.00042866-4.9977e-05i,-0.00064502+0.0004835i,-0.00047799+0.00076473i
-0.00091781+0.00066941i,0.00067157-0.00061997i,0.0025786-0.0008943i,0.0026473-0.0013424i,0.0016012-0.001503i,0.00041366-0.0010894i,4.9989e-05-0.00056972i,1.489e-05-0.00080357i,-0.00053637-0.00026507i,-0.0012069+0.00033167i,-0.0012361-0.00021342i,-0.00046756+0.00013246i,0.00017053+0.00031183i,-0.0003863-1.1458e-05i,-0.00053522-0.00027928i,-0.00068091+0.0003547i,-0.00081055+0.00044626i,-0.00021306-0.00028411i,0.00029313+0.00017833i,0.00021203-6.2758e-05i,0.00054503-0.00044846i,0.00089803-8.1298e-05i,0.0007061-0.00022643i
-0.00064698+0.00168i,6.7505e-05+0.0019967i,0.0013297+0.0020393i,0.0020253+0.0005313i,0.00053671-0.00032598i,-0.0011318+0.00047379i,-0.00078558-0.00011104i,-0.00011662-0.0011714i,-0.00015577-0.000961i,-6.9715e-05-0.00039233i,-4.7933e-05-0.00017098i,-0.00039478-0.00028482i,-0.00035353-0.0006643i,-0.00031253-0.00079982i,-0.00032295-0.00039592i,-0.00028994+5.4514e-05i,-0.00035118+0.00042689i,-0.00040598+0.00035333i,-0.00067251+0.00041978i,-0.00066704+0.001075i,-0.0005839+0.0012011i,-0.0010136+0.00053048i,-0.00056642+0.00019931i
-0.00072172-0.00064223i,4.6108e-05-0.0013762i,0.0020821-0.0018236i,0.00277-0.0016301i,0.0012171-0.0013064i,-0.0002837-0.00076834i,-0.0009783-0.00014626i,-0.00089148+0.0002417i,-0.00078804-0.00016069i,-0.00082702-0.00085377i,0.0001161-0.00049162i,0.00033637-1.4052e-06i,-0.00014468+7.6363e-05i,-0.00016134+0.00037042i,-0.00045521+0.00075004i,-0.00047083+0.0010456i,-0.00010622+0.00096202i,0.00053615+0.00076491i,0.00081468+0.00072247i,0.00026428+0.00043675i,0.00075689+0.00058553i,0.00030528+0.00057371i,-0.0010088+0.00036402i
-0.0025839-0.00082119i,-0.0035936-0.00064122i,-0.003149+0.00011712i,0.00016036+0.0006575i,0.0012232+0.00046019i,0.00036778+0.0003737i,0.00031045-0.00050764i,0.0010259-0.0010994i,0.00043952-0.00067967i,0.00029854-8.3885e-05i,0.00040848+0.00056754i,-0.00011276+0.0010594i,0.00051772+0.0017769i,0.00033097+0.001578i,0.00065913+0.00058158i,5.8924e-05+0.00033441i,-0.00084688+0.00061535i,0.00013482+0.00014333i,0.0005253-0.00025002i,0.00029201+0.00022332i,-3.7261e-06+0.00038654i,0.0002101-0.00032739i,0.00066253-0.00050695i
-0.0012256+0.00077935i,-0.00077279+0.00094843i,0.00068915+0.0011474i,0.0017299+0.00068487i,0.00045405+4.4777e-06i,-0.0010083-0.00025326i,-0.001382+7.921e-05i,-0.0016436-0.0010629i,-0.0010314-0.001662i,-0.00016093-0.0013855i,-2.6432e-05-0.001005i,-0.00024894-0.00012544i,-0.00031232+0.00086577i,-0.00046329+0.00082884i,-0.00083898-0.00010293i,-0.00079306-0.00045852i,-0.0006515+6.8153e-05i,-0.00098258+0.00018961i,-0.00057536+0.00028154i,-0.00015075+0.00052765i,-3.3336e-06+1.6797e-05i,-0.00016721-0.00069701i,-0.00042082-0.00093262i
-0.0014789-0.00078904i,-0.00071127-0.0014404i,0.00065898-4.0218e-05i,0.0018565+1.9639e-05i,0.0011182-0.00047177i,-2.4214e-05-7.3979e-05i,0.00029685+0.00015361i,4.1399e-05-0.00050484i,0.00041301-0.00024903i,0.0009574+0.00058343i,0.00072513+0.00093464i,-0.00018857+0.0016345i,-0.00077374+0.0015011i,-0.00033256+0.0003938i,-4.0934e-05-0.00057053i,-0.00024946-0.0003445i,-0.00069299+0.00056194i,-0.0009444+0.00041329i,-0.00041395+0.00030743i,-6.0814e-05+0.00063984i,-0.00025189+0.00068841i,-0.00039136+0.00036985i,-0.00063085-5.0309e-05i
0.002028-0.00060151i,0.0015692-0.00091791i,0.0011091-0.0017235i,0.001039-0.001922i,0.0001174-0.0015938i,-0.00075991-0.00054512i,-0.00022072-0.00066689i,0.00027622-0.0014957i,3.8003e-05-0.0010067i,6.2911e-05+0.00029649i,-9.8344e-05+0.00079947i,-0.00015081+0.00034908i,-0.00016516-4.9899e-05i,0.00034032+0.00098673i,0.0010666+0.0014168i,0.001135+0.00084365i,0.00047033-0.00024783i,-0.00023982-0.0008369i,0.00015527-0.00089497i,0.00042345-0.0006414i,-0.00054846+0.0002293i,-0.0012359+0.0005039i,-0.00036115-0.00010304i
-0.00080101-0.0014688i,0.00032908-0.0010017i,0.00090395-0.0014717i,0.0010573-0.001728i,-0.0001743-0.00031812i,-0.0014977+0.00061054i,-0.0014968+7.7265e-05i,-0.0011579-0.00065279i,-0.00089973-0.00067143i,-0.00055583+0.00016753i,-0.00065494+0.00026373i,-0.0007012-0.00061543i,-0.00032672-0.00061128i,2.5704e-05-0.00013071i,9.8164e-05-8.4301e-05i,0.00013985-0.00057635i,9.3352e-05-0.00080158i,0.00022188-0.00051413i,-2.7381e-05-0.00045026i,-0.0003606-0.00019473i,0.0001487+0.0002285i,2.5125e-05+0.00056824i,0.00015395+4.4484e-05i
0.0015007-0.00055866i,0.0010337-0.00061249i,0.0014083-0.001776i,0.0013015-0.002404i,-9.1973e-05-0.0013634i,-0.0011775-0.00043245i,-0.0011165-5.5776e-05i,-0.00081646-0.00057741i,-0.00010656-0.00080537i,-0.00017007-0.00044747i,-0.00084179-0.00074081i,-0.00010249-0.00063411i,5.1373e-05-0.00089579i,-4.116e-05-0.00047825i,6.0312e-05+0.00077021i,-0.00015434+0.0012575i,1.2934e-05+0.00090361i,0.00026076+0.00031447i,0.00038441+2.3968e-06i,0.00060507-7.4205e-05i,0.00019915-0.00053623i,-5.0364e-05-0.00018137i,-0.00076786+0.0010472i
-0.0037267-0.00044284i,-0.0019821+0.0011879i,-0.00026854+0.0022281i,0.0012503+0.0011569i,0.0017746+0.00024303i,0.00063772-0.00016409i,-0.00045154-0.00056432i,-0.0007521-0.00054316i,-0.00056788-0.00080509i,-0.00012921-0.0005402i,0.00017706+0.00016408i,9.151e-06+0.00065489i,-0.00011488+0.0007064i,0.00014488+0.00060724i,-0.00075395+0.00036833i,-0.001594-0.0002147i,-0.0013704-0.0006102i,-0.0010783-0.00049092i,-0.00083516-0.000769i,-0.00038565-0.0010715i,-0.0003889-0.00084925i,-0.0009727-0.00066288i,-0.0011478-0.00028836i
0.001473-0.0029204i,0.0013263-0.0033962i,0.0011438-0.0045493i,0.00060096-0.003875i,-0.00056909-0.001034i,-0.0014129+0.0003678i,-0.00049604-0.00033507i,0.00053237-0.00098647i,0.00026468-0.0009993i,0.00011571-0.00092504i,-0.0003539-0.00045621i,-0.00096179+7.9618e-05i,-0.00041909+0.00050354i,6.8763e-05+0.00038422i,-0.00049306+5.8854e-05i,-0.0011169+0.00066575i,-0.00091139+0.0003937i,-0.00015771+0.00017531i,0.00031289+0.00085789i,0.00012592+0.00037728i,-0.00033418-0.00015741i,-0.00060902-0.00014921i,-0.00019757+0.00020614i
-2.5453e-06-0.0016476i,0.00034307-0.0013117i,0.00069883-0.001947i,0.00069103-0.0016459i,-0.00035832+5.1836e-06i,-0.0016681+0.00076294i,-0.00092758-6.1872e-05i,-0.00047975-0.0003574i,-0.0013697-0.00025627i,-0.0012932-0.00030227i,-0.0011323+0.00017179i,-0.00045578+0.00067612i,-0.00022135+0.00036179i,-0.00072427-0.00016598i,-0.00084879-0.00034007i,-0.0005652-0.00045486i,0.00027081-2.3367e-05i,0.00079364+0.00014455i,0.00081322+0.00024114i,0.00021733+0.0012839i,-0.00060731+0.0016942i,-0.00067801+0.0013213i,-0.00046232+0.00032912i
-0.00023719-0.0010991i,0.0011504-0.00050114i,0.0027793-0.00058602i,0.0027906-0.0016087i,0.00029117-0.0020574i,-0.0018034-0.00095644i,-0.0010849+2.8588e-06i,-0.00053626+0.00053432i,-0.0012023+0.00038186i,-0.0020259+0.00014562i,-0.0014154+0.00053712i,-0.00064043+0.00057859i,-0.00029629+0.00044807i,0.00017148-2.5096e-05i,0.0005942-0.00059665i,0.00073536+0.00030826i,0.00042049+0.00056872i,0.00045713-0.00010954i,0.00015742-0.00050492i,-0.00023938-0.000608i,-0.00017785-0.00012614i,4.3871e-05-0.00023839i,0.00030261-0.00027838i
-0.0014805-0.00017865i,-0.00037539+0.00013719i,0.00077808-0.00011125i,0.0012423-0.00011166i,0.00074951+0.00025152i,-0.00013726+0.00041364i,8.3576e-05-0.00047739i,0.0005217-0.00088293i,-0.00023038-0.000385i,-0.00071726+8.9057e-05i,-0.00042165+0.00053389i,-0.00011695+0.0002565i,-0.00029246+0.00024842i,-0.0006325+0.0001746i,-0.0010753-0.00015404i,-0.0011289-0.00047261i,-0.00055779-0.00066761i,0.00011869-0.00041593i,0.00034749-4.2126e-05i,0.00029718-0.0002502i,6.1399e-05-0.0008195i,6.5962e-05-0.00070298i,0.00046312+0.00014509i
-1.7142e-05-0.0012534i,-9.3435e-05-0.0016316i,-0.00027951-0.00083382i,0.00064707-0.00034463i,0.0010493+0.00013089i,0.00036414+0.00052969i,0.00049159-2.7283e-05i,0.0012721+4.7785e-06i,0.00061968+0.00046574i,5.7647e-05+3.6884e-05i,0.00025539+0.000332i,0.00021941+0.00096319i,0.00011939+0.0010474i,0.00021385+0.00090879i,-0.00012007+7.7361e-05i,-0.00082003+9.4554e-05i,-0.00096707+0.00037208i,-0.00017766-5.3487e-05i,0.00032831-0.00014698i,0.00022593-0.00010193i,0.00024493+0.00013426i,0.00030716-0.00047545i,-0.00042493-0.0011303i
-0.0015436+0.0017938i,-0.0002866+0.00034221i,0.001747-0.00059893i,0.0028066-0.00068057i,0.0015805-0.0013981i,0.00075877-0.0014885i,0.00069876-0.00093285i,0.00017855-0.0016437i,-0.00047988-0.0019628i,-0.00074649-0.0010299i,-0.00081981+5.8848e-05i,-0.00087914+0.0003i,-0.00031943+0.00034318i,0.00025136+0.00060346i,5.2077e-05+0.00059465i,-0.0008221+0.00073468i,-0.00084409+0.00034547i,-0.00066539+7.6841e-05i,-0.0010937-5.0062e-05i,-0.00071229-2.013e-05i,-0.00041835+0.00030793i,-0.00020632+0.00021239i,0.00017788+0.00023633i
-0.00057988-0.00086507i,0.0005935+0.0003671i,0.0017114+0.00051189i,0.0013918-0.00038856i,0.00027076-0.0010071i,-0.00058668-0.0004534i,-0.00083556-0.00022051i,-0.00054204-0.00053614i,-0.00014266-0.0007364i,0.00015269-0.00043334i,-0.00026604-0.00089471i,-0.00071997-0.0013518i,-0.0005195-0.00096854i,-7.0081e-05-0.00064337i,-0.00067076-0.0006225i,-0.00088364-0.00022285i,-0.00056242+0.00034669i,-0.0002-0.00011947i,0.00047673+0.00033446i,0.00064614+0.0005778i,0.00015328-0.00063445i,2.63e-05-0.00061294i,-0.00024154+0.00064793i
-0.0025725-0.0002495i,-0.0015759-0.00050749i,-0.0014774+0.00027569i,0.00043317+0.0023517i,0.0017159+0.0028064i,0.0015198+0.0020648i,0.00067196+0.00076731i,-9.758e-05-0.00011462i,-0.00043719+8.2132e-06i,-0.00072375+0.00033559i,-0.00081595+7.9208e-06i,0.00036893-0.00053099i,0.0011122-0.00037606i,0.00060261+0.00017317i,-0.00057004+0.00062521i,-0.00095698+0.00055463i,-0.00090451+0.00049433i,-0.0007493-0.00015236i,-0.00033018-0.0010066i,-0.00072096-0.0014944i,-0.00029178-0.0014889i,0.00034508-0.0011438i,0.00019882-0.0010297i
-0.0024751-0.0010962i,-0.0022127-0.00094338i,-0.001265+0.00019282i,0.00021628-0.00013055i,0.00024795-0.00035976i,-0.00012904-0.00021196i,-0.00029113-0.00019571i,-0.00078449+5.8512e-05i,-0.00066058+0.00030945i,-0.00085337+0.00030573i,-0.0012586+1.0503e-05i,-0.00050478-1.1846e-05i,-9.6861e-05-0.00037593i,0.00061039-0.00079423i,0.0010423-0.00056497i,0.00052706-9.752e-05i,-7.7924e-05+0.00038386i,-0.00036926+0.00022949i,-0.00040746-0.00019624i,-0.0009944-0.00086054i,-0.00085983-0.00092303i,-0.00020181-0.00027355i,-0.00045583+0.00017629i
0.00064152-0.0013456i,0.0028358-0.00030475i,0.003189-5.3915e-05i,0.0022365-0.0005211i,0.0007741-0.00025592i,-8.7061e-05+0.0005139i,-0.00054296+0.00031256i,-0.0011912-0.00040088i,-0.001039-0.00069562i,-0.00041339+0.00043263i,-8.506e-05+0.0016374i,-0.00017385+0.0013575i,0.00050309+0.00091585i,0.00064099+0.00063737i,-0.00028541+0.00032569i,-0.0003383+0.00017181i,-2.0868e-05+0.00052186i,-0.00018634+0.00021429i,-0.00079407+0.00050599i,-0.00067677+0.00033562i,0.00041513-0.00015636i,0.0010757-0.00025074i,0.0004705-0.00048284i
-0.0034064-0.0020708i,-0.0038982-0.002076i,-0.0022587-0.00044226i,-8.9666e-05+0.00060149i,0.00033901+0.00048928i,0.00070558+0.00075532i,0.00065269+0.00066218i,0.00032973+0.00044911i,-3.5037e-05-0.00068918i,0.00040026-0.00049454i,0.00055438+0.00083562i,0.00060922+0.00089612i,0.0005916+0.00074583i,0.00081761+0.00088987i,0.00088604-0.00014939i,0.0006519-0.00078199i,-7.6375e-05-0.00037533i,-0.00039663-0.00026151i,-7.3461e-05-2.2927e-05i,-0.00027196+0.00012498i,-0.00023106-0.00052853i,0.00086044-0.00096895i,0.00064632-0.00037374i
0.00013512-0.00029227i,0.0016844+0.00059193i,0.0018517+0.00032452i,0.0010143-0.0011692i,0.00024777-0.0016212i,-0.00060146-0.00096388i,-0.00016503-0.001033i,0.00063998-0.001788i,0.00011563-0.0016459i,-0.00018685-0.00099555i,-5.6491e-05-0.00093685i,0.0005729-0.0006944i,0.00087504-0.00015493i,-8.9715e-05+0.00040966i,-0.000716+0.00033402i,-0.00031681-0.0002946i,-0.00014745-0.00036199i,-8.7204e-05-0.00010713i,-0.00028722-0.00038931i,-0.00023849-0.00063071i,-0.00028437-0.00059323i,-1.1039e-05+0.00017261i,-0.00011254+0.0013033i
1.2222e-05+0.0030989i,0.00028499+0.0018704i,0.0017304+0.0016539i,0.0027629+0.0013901i,0.001347+0.00080582i,-0.00025211+0.0002334i,-0.00046251-0.00056228i,-0.00037347-0.0016331i,-0.00046651-0.0016558i,-0.0010739-0.0011947i,-0.0011796-0.00072829i,-0.00036993-9.3063e-05i,-0.00068377-0.0001651i,-0.0013687-0.00058935i,-0.0014028-0.00039522i,-0.00096845+4.2281e-05i,-0.00029848-0.00024192i,1.9509e-06-0.00014608i,-4.8138e-05+0.00043205i,0.00015006+0.00064945i,0.00060003+0.00063251i,0.00037631+0.00065213i,-1.9624e-05+0.0012865i
