5.4704e-05+0.0018925i,-0.00064933+0.0019398i,-0.0017921+0.0017898i,-0.0011811+0.00087066i,0.0005217+0.00026142i,0.00044984+0.00024028i,7.2988e-05+0.0016737i,0.00035339+0.0022334i,0.00081249+0.0025449i,0.0012456+0.0018211i,0.0012709+3.0184e-05i,0.0012836-0.00039124i,8.3498e-06-0.00020454i,-0.0014424+8.3243e-05i,-0.0012462-0.00016616i,1.2898e-06-0.00018417i,0.00050324-0.00050476i,0.00014859-0.00085166i,7.642e-05-0.00023878i,-0.00019196-1.7765e-05i,0.00011057-7.0929e-05i,0.00072527-0.00015851i,5.549e-05-0.0002577i
0.00064326-0.00011709i,0.0016509-0.0012078i,0.0019653-0.0023007i,0.0021407-0.0018579i,0.0014975-0.0020418i,0.00049916-0.0027317i,0.00024429-0.0015602i,0.00025189+0.00048512i,0.00073968+0.0013664i,0.00027346+0.00069547i,-0.00049073-0.00063405i,-2.3546e-05-0.0008979i,0.00043393-0.00023046i,0.00049038+2.221e-05i,1.6022e-05+9.0861e-05i,-0.00023064+0.00023707i,-4.9536e-05-0.00038231i,-0.00021805-0.00026834i,0.00015584+0.00063548i,0.00046248+0.0010439i,-0.00014889+0.00052657i,-0.00060951+0.00059023i,-0.00072395+0.0012034i
0.0015371-0.00029756i,0.0016084+0.00010921i,0.0010998-0.0007479i,0.00034625-0.0014022i,0.00041887-0.0016801i,0.00092221-0.0014573i,0.00091083-0.0010279i,0.00030882-0.00087142i,-9.9589e-05-0.00094657i,7.426e-05-0.0010268i,0.00032385-5.7155e-05i,0.00035485+0.00068361i,-5.0654e-05+0.00063877i,-0.00012836+8.9664e-05i,0.00036725-0.00019677i,0.00064046-0.00028389i,0.0002815-0.00035807i,0.0003064-0.00041752i,-3.5605e-05-0.00053773i,-6.4213e-05-0.0003094i,-0.00020807-3.0679e-05i,-0.00018196+0.00036585i,3.6484e-05+0.00053402i
0.00012995-0.0013201i,4.0481e-05-0.0019268i,0.00061457-0.0020486i,0.00091695-0.0016234i,0.00069191-0.0018961i,0.0012681-0.0018714i,0.00055179-0.0011602i,-5.8655e-05-0.0011359i,-5.3977e-05-0.00095978i,-0.00076454-0.00043258i,-0.00065771-0.00053548i,-0.00042954-0.00080534i,-0.00039591-0.00029578i,-7.0788e-05+0.00023261i,8.8286e-05+0.00057517i,-0.00030238+0.00072497i,-0.00038587-3.0669e-05i,0.00086168+0.00010233i,0.0011147+0.0007624i,0.00074822+0.00037707i,0.00084809-0.00041488i,0.00089839-3.819e-05i,0.0007679+0.00090299i
0.0017138+0.0033169i,0.0041455+0.001981i,0.004461+0.0013299i,0.0027548+2.4938e-05i,0.0017129-0.0021662i,0.0014948-0.0025723i,0.00063724-0.00071509i,4.037e-05+0.001226i,-0.00021101+0.0013922i,-0.00011141+0.0009962i,-0.0001651+0.00077129i,-0.0005371+0.00060387i,-0.00027864+4.327e-05i,-7.3919e-05-8.2221e-05i,-0.00038535+0.00069371i,-0.00038974+0.00052059i,0.00017089+0.00035537i,0.00060703+0.00073638i,0.00074128+0.00057398i,0.00058332+0.00033036i,0.00055122+0.0006821i,0.0003782+0.00036251i,-0.00039805-0.00031142i
0.0004518-0.0020593i,-0.00029627-0.0016646i,-0.00045624-0.0023506i,-0.00034085-0.002401i,-0.0001393-0.0018102i,-0.00019631-0.0011513i,-8.5715e-05-0.00021362i,0.00083999+0.00055968i,0.0010487-5.8981e-05i,4.8941e-05-0.00013294i,-0.00068504-9.6867e-05i,-0.00040696-0.00017566i,-0.00021376+0.00078569i,-0.00024526+0.00052978i,0.00011307-0.00035561i,0.00063744+0.00028395i,0.00054314+0.00082338i,0.00013762+0.00052411i,-0.0004268+5.7886e-06i,-0.00012238-0.00025579i,0.00050024-0.00032188i,0.00050789-0.0010877i,0.0004591-0.001352i
0.0020497-0.00068386i,0.0023577-6.0415e-05i,0.0020955-0.00056328i,0.0017561-0.0010633i,0.0014069-0.0018378i,0.0011999-0.0018438i,0.0011472-0.0012818i,0.0010239-0.00035503i,0.001107+0.0002515i,0.00066762-0.00013519i,-0.00022289-0.00014167i,8.8954e-06+0.00048804i,0.00078743+0.00057191i,0.00065447-0.00014605i,-7.6239e-06-0.00058638i,1.252e-05+0.00030253i,0.00041132+0.00084519i,0.00048962+0.00074115i,-0.000192-9.2962e-05i,-0.00046122-0.00033808i,6.4236e-05+0.0005216i,0.00054332+0.00045427i,-2.9765e-05+9.2053e-07i
0.002563+0.0015659i,0.0014718+0.00072692i,0.0017066-0.0016221i,0.0015492-0.0026424i,0.00046931-0.0023312i,0.00028506-0.0015391i,0.00032329-0.00079875i,0.00053154-0.00024761i,0.00034273-0.00075767i,-0.00016375-0.0010765i,-0.00038029-0.00049675i,-0.00020022+0.00023459i,-0.00022613+0.00064213i,-0.00016925+0.00078971i,-0.00033086+0.0010011i,-2.8761e-05+0.00099054i,-0.00036375+0.0005236i,-0.00030479-0.0006656i,0.00017794-0.00083607i,0.00032865-0.00093179i,0.0010452-0.0010709i,0.0013136+5.0434e-06i,0.00032916+0.0006317i
0.00091216-0.0011202i,0.0009839-0.0009455i,0.0021323-0.00072231i,0.0025229-0.0015055i,0.0023415-0.0022319i,0.0017407-0.0024433i,0.00060847-0.0017044i,-0.00043881-0.00062056i,-0.00098237+0.00019111i,-0.00087592+0.00013933i,-0.00023292-0.00028678i,0.00034871+0.0002482i,-0.00041425+0.00066337i,-0.00058372+8.2419e-05i,-0.00016722+0.00016632i,-0.00016419+0.00085483i,3.9554e-05+0.00086887i,0.00018225+0.00041831i,4.0396e-05+0.00043393i,-0.00033701+0.00046376i,-0.00034544-7.5718e-05i,-0.00028636-0.00019045i,-0.00046705-1.9745e-05i
0.0023356+0.0034879i,0.0034384+0.0035051i,0.0040009+0.001718i,0.002932-0.0006555i,0.0017147-0.0017568i,0.00068085-0.0015453i,0.00086569-2.8125e-05i,0.00083632+0.00075221i,0.00054032-0.00017567i,0.00093912-0.00065438i,0.00036929+0.00028255i,-0.0010822+0.00076845i,-0.0015036-0.00010471i,-0.00062183-0.00026704i,0.00074827+0.00054524i,0.00093137+0.00054533i,0.00012368+0.00026237i,-0.00030894+8.9576e-05i,-4.4325e-05-0.00037i,0.00016151-0.00019978i,0.00065957+4.421e-05i,0.0005888+0.0003707i,-4.3535e-05+0.00025749i
0.0018898-0.0024095i,0.00077696-0.003688i,-0.00039448-0.0053399i,0.00028093-0.004205i,0.00062778-0.0017195i,0.00089125-0.0014576i,0.0011368-0.0013321i,0.0012102-0.00029402i,0.0011095+5.385e-05i,0.00019775+0.00025112i,-0.00014288+0.00022619i,0.00011425-0.00054779i,-1.3435e-05-0.0010215i,-4.5117e-06-0.00023195i,0.00020827+0.00056124i,0.00057579+0.001161i,0.00034561+0.0015692i,-7.845e-05+0.00065119i,0.00018962-0.00025509i,0.00043881-0.00021406i,0.00017616-1.7786e-05i,-0.0001635+0.00012615i,9.9629e-05+0.00058676i
0.00040536+0.0016309i,0.00099706+0.0021079i,0.0013763+0.0019246i,0.0014617+0.0014962i,0.0012839+0.00094794i,0.0006202+0.00011017i,0.00040908+7.9213e-05i,5.9179e-05+0.00091128i,-0.00012765+0.00089593i,0.00034625+0.00026963i,7.6221e-05+0.00032718i,-0.00061172-3.585e-05i,-0.00043677-0.00072979i,0.00079825-0.00052905i,0.00096128+0.00055868i,0.00058694+0.00086571i,0.00064154+0.00035787i,-6.5896e-05+0.0001562i,-0.00020644-1.9134e-06i,0.00023934-0.00027225i,0.00019228-9.2366e-05i,0.00010571-1.6288e-05i,-7.8353e-05+0.00021647i
0.00064075-0.00056156i,0.0015238-0.0023113i,0.0029311-0.0038208i,0.0022324-0.0035129i,0.0021221-0.0022452i,0.001346-0.0014262i,-7.8287e-05-0.00049588i,-0.00010602+0.00046214i,-9.4784e-05+0.00072137i,-0.00071857-0.00021661i,-0.00063215-0.0014646i,-0.00024298-0.0010525i,-0.00029602+0.00012074i,-0.00034918+0.00021625i,-8.0623e-05+0.0002575i,0.00010091+6.5035e-06i,-7.6456e-05-0.0010636i,-0.00014903-0.0008568i,-0.00024892+0.00033552i,9.6015e-06+0.00028399i,9.0289e-05-0.00017894i,0.00019481-1.9265e-05i,0.00010931+0.00028152i
0.0024815+0.0013634i,0.0029709+0.0023154i,0.0034101+0.00076913i,0.0019674-0.0011162i,0.00013441-0.0016676i,0.00058371-0.0015595i,0.0009019-0.00064604i,0.00066741+0.00026359i,0.00060045+0.00024836i,-0.00074687-0.00092704i,-0.0016656-0.00075748i,-0.0010813-0.00041659i,-6.6884e-05-0.00054171i,0.00064622+0.00028984i,0.00063746+0.00080923i,-5.6358e-05+0.00080907i,-0.0005881+0.00026983i,-0.000261-0.00032634i,-0.00022958-0.00036035i,-0.00025363-0.00057401i,-0.00041063-0.00034186i,-0.00076631+6.9042e-05i,-0.00092499+0.00043169i
0.0011558+0.00069844i,0.0026318-0.00066385i,0.0026273-0.0010754i,0.0032751-0.0013601i,0.00323-0.0027689i,0.0018212-0.0036253i,0.00056337-0.0019844i,-8.9254e-05+0.00021198i,0.00024311+0.00056442i,0.00010171-8.8254e-05i,-0.00097609-0.00037933i,-0.0011412-2.5465e-05i,-0.0008506+0.00012071i,-0.0006668+0.00063101i,-0.00068546+0.0014073i,-6.0618e-05+0.0006555i,0.0002448-8.8243e-05i,-4.3801e-06-2.1811e-05i,6.4597e-05-4.7926e-05i,0.00022446-0.00023377i,-6.3783e-05-0.00063592i,-0.0006364-9.3114e-05i,-0.0003428+0.0004609i
0.0012996+0.0011472i,0.00040767+0.00055025i,0.00014064+0.00020754i,-3.8473e-05-0.00039103i,-0.00010022-0.0015078i,8.3357e-05-0.0015332i,0.00064023-0.00059392i,0.0011214-5.3238e-05i,0.0010821-0.00045396i,-3.4449e-05-0.00065414i,-0.0010697-3.5473e-05i,-0.00037503+0.00072693i,-0.00020084+0.00098764i,-0.00076687+0.00043124i,-0.00057924+0.0002835i,0.00026534+0.00023372i,0.00058397+0.00020416i,0.00027845+0.00082584i,-0.00013377+0.0012295i,-0.00076565+0.0001073i,-0.00029593-0.00048246i,-9.2387e-05+5.6478e-05i,-0.00024081+0.00016187i
-0.0010629-0.0011017i,0.00032279-0.00034467i,0.0011104-0.00068294i,0.0016191-0.00011886i,0.0015939+0.00064713i,0.0011917-8.8561e-05i,0.00039303-0.00028596i,-0.0002755-0.00040363i,-0.0003797-4.2297e-05i,-0.00025965+5.6094e-05i,-0.00022951+0.00032504i,-0.00026517+0.00032734i,0.00015179-0.00054305i,-0.00013257-0.00019063i,0.00014994+4.0085e-05i,0.00089687-0.00021794i,0.00031513-0.00043592i,-0.0003984-6.4689e-05i,-0.00029967+0.00058224i,0.00016398+0.00011052i,0.00018372-0.00025143i,6.5633e-05-6.1116e-06i,-2.115e-05+5.3767e-07i
-0.00026225+0.00042396i,0.00059284+0.00082552i,0.00058864-0.00040238i,0.0011677-0.00087307i,0.0019052-0.00067786i,0.0023635-0.0013153i,0.0013325-0.0012086i,0.00013422-0.00080775i,-0.00050179-0.00068049i,-0.0011302-0.00063855i,-0.0010902-0.00022252i,-0.00021082-0.00027029i,1.656e-05-6.4359e-05i,-0.00033757-0.00014951i,-0.00019831-0.00025863i,0.00017491-0.00018634i,0.00021467+0.00035212i,0.00046093+0.00036226i,0.00079166-0.00013867i,0.00092291-0.00055726i,0.00062415-0.0005129i,-0.00072105-0.00022811i,-0.0010926-0.00021012i
0.0014364-0.0016601i,0.00175-0.0012776i,0.0011338-0.00048298i,0.0011591-0.00064016i,0.0013077-0.0018333i,0.0005039-0.0019749i,-0.00063285-0.0007858i,-0.00083108+0.00026478i,-0.0008491-0.0003952i,-0.0012854-0.00094911i,-0.0012166-0.00067662i,-0.00098173-0.00023854i,5.4947e-05+0.00070285i,0.00073195+0.0010559i,0.00033298+0.00070949i,1.8093e-05+0.0003365i,-0.00031541-0.00040541i,-0.00064522-6.5335e-05i,-0.00034453+0.0008576i,0.00034143+0.00039547i,0.00037037-0.00037583i,-1.3623e-05-0.00040456i,4.4924e-05-0.00056014i
-0.00026813+0.0017648i,0.00088878+0.0013471i,0.0021581+0.0016506i,0.0031272+0.00082231i,0.0029725-0.0011208i,0.0016933-0.0022766i,0.0010356-0.0015827i,0.001437-0.00035806i,0.0011408-0.00021984i,0.00080081+2.3868e-05i,0.00092384+0.00031601i,-5.0865e-05+0.00011735i,-0.0012118+0.00051301i,-0.0011324+0.00060645i,-0.00060251+0.00027853i,-0.00072436+0.00084742i,-0.00075928+0.00029263i,7.4084e-05-0.00030599i,0.00057208-0.00015174i,0.00058181-0.00021533i,0.00056096+5.6415e-05i,-0.00043799+0.00025715i,-0.0014046-0.00014223i
0.0013015-0.00020374i,0.0018725-0.00011492i,0.001904-0.00025032i,0.0023687-0.0010507i,0.0024653-0.0018233i,0.00092852-0.0015656i,-9.6743e-05-0.00076807i,-0.00025133+0.0002709i,-0.00033001+0.00065469i,-0.00044399+0.00011597i,-0.00073976-4.2781e-05i,-0.00028259-0.00010305i,0.00053463-0.00013928i,0.00016049-3.5899e-06i,6.6734e-05+0.00023444i,4.9572e-05+0.00073409i,-0.00062913+0.0006843i,-0.000741+2.7653e-05i,-4.5577e-05-0.00063262i,-7.4879e-05-0.00073298i,0.0002299-0.00055351i,0.0010991-0.00018387i,0.00058054+0.00076914i
0.0014189-0.00096194i,0.00111-0.0018043i,0.0015933-0.0031205i,0.0025797-0.0032946i,0.0020385-0.0025715i,0.0010885-0.0014265i,0.00099955-0.00015867i,0.0011336-0.00010422i,0.00077221-0.00050628i,0.00011709-0.00080293i,-6.8224e-05-0.0010133i,-0.000475-2.0741e-05i,5.4302e-05+0.00086353i,0.0008587+0.00095891i,0.0014401+0.00078884i,0.0011145+0.00050858i,0.00021825+0.00016922i,0.00016949-0.00026773i,0.0005178-0.00052904i,0.00076062-0.00029112i,0.00026588-0.00042713i,-0.00014983-0.00062036i,0.00025625+0.00049899i
9.3129e-05+0.0017314i,0.00050413+0.0017785i,0.00045209+0.0011295i,0.00010954-2.7869e-05i,0.0011398-0.00069063i,0.0015408-0.00046618i,0.00085945-0.00063301i,0.00032945-0.0003488i,0.00024766+0.00013335i,-0.00012489+0.00029456i,0.00042069+0.00039929i,0.00040871-0.00057147i,3.6851e-06-0.0013726i,0.00058127-0.0017722i,0.00039643-0.00078499i,-9.5942e-05+0.00044651i,-0.00055353+0.00070895i,-0.00056393+0.00059307i,0.00051354+0.00079297i,0.00040296+0.00085272i,0.00043774-9.8027e-06i,0.0012687-0.0006144i,0.00077907-0.0004085i
0.0016145-0.0010441i,0.0019744-0.0020279i,0.0024297-0.0013869i,0.0018456-0.0011315i,0.0014828-0.0021765i,0.0014766-0.0019491i,0.00082782-0.00027404i,-0.00056141+0.00047934i,-0.0004156+4.5346e-06i,-7.5308e-05-0.00068488i,-0.00043446-0.00029284i,-0.00084957+0.00023123i,-0.00094499+0.00044819i,-0.00024117+0.00031994i,-4.2381e-05+0.00015542i,-0.00042858-0.00010838i,-0.00094867-0.00032468i,-0.00088751-0.00040922i,-0.00047346-0.00017384i,-6.5249e-05+0.00023619i,0.00036023-0.00042064i,-5.786e-05-0.000809i,0.00015084+0.00048458i
-0.00039259+0.00038934i,-0.00044108-0.00021299i,-0.0002012-0.0015525i,-0.00024616-0.0016488i,0.00038511-0.001554i,0.0011144-0.0014619i,0.0004252-0.00079222i,0.00046596-0.00049757i,0.0012266-0.00094808i,0.00035564-0.00020324i,-0.00082948+0.00054804i,-0.00050227+0.00034623i,0.00023879+0.00016538i,0.00049968-0.0003788i,0.00027067-0.00040525i,0.00061476+0.0003068i,0.0008851+0.00039544i,0.00057079-0.00014247i,0.00078839-0.00040909i,0.00094464-0.00052406i,0.00034247-0.00058195i,0.00050127-0.00017403i,0.00067049+0.00031614i
0.0010689-0.0010311i,0.0020615-0.00067398i,0.0024646-0.00074847i,0.001305-0.0018894i,0.00034758-0.0023003i,0.0007267-0.0020315i,0.0008114-0.0018506i,0.00026269-0.0010582i,0.00067095-0.00029749i,0.00073042-0.00048464i,-0.00026477-0.00083632i,-0.00052759-0.0002595i,-0.00029479+0.00034666i,0.00010088+0.0010398i,0.00060267+0.001627i,0.0004783+0.0013111i,-0.00033623+0.00042374i,-0.00013069-0.00043783i,-0.00024941-0.00044512i,-0.00055803-0.0001125i,5.1172e-05-0.00068064i,-0.00041632-0.00082026i,-0.00060504-3.557e-05i
