0.000132+0.00024705i,0.00041949-0.00048324i,-0.00090267-0.00012886i,-0.0014521+0.00051768i,-0.0007691+0.00082205i,-9.5977e-05+0.0013783i,-0.00015207+0.0020309i,-0.00011946+0.0021705i,0.00046163+0.0012519i,0.00031665-7.388e-05i,-0.00033482-0.00068712i,-0.00082588-0.0005809i,-0.0010003-0.00032846i,-0.00076489+0.00015453i,-0.00055471+0.00046074i,-0.00053694+0.00067345i,-2.6022e-05+0.00091442i,0.00037532+0.00049037i,-0.00016263+0.0002684i,-0.00048076+0.00049526i,-7.5542e-05-7.7131e-06i,0.00077015-0.00071628i,0.00098184-0.00012098i
-0.0019192-0.00033237i,-0.0024903-0.00089654i,-0.0022844+0.00041224i,-0.0018545+0.0011442i,-0.00051121+0.0012548i,0.00053623+0.00070818i,-0.0005128+8.4045e-05i,-0.0017725+6.7555e-05i,-0.0015877+0.00079038i,-0.00051073+0.00085528i,0.000175+0.00034958i,6.5224e-05-0.00020104i,-0.00047546-0.00079836i,-0.0010137-0.00049821i,-0.00093384-5.165e-05i,-0.00072451+0.00019108i,-0.00062746+0.00027808i,-0.0014018+0.0002435i,-0.0014641+0.00049514i,1.7172e-05+0.00095355i,0.00083667+0.00053434i,0.00046159+0.00024762i,-3.9328e-05+0.00063465i
-0.00041087+0.00090925i,-2.8932e-05+0.00026859i,-0.00012476+0.0013797i,7.7406e-05+0.0035665i,0.00060902+0.0029095i,0.00048164+0.0010611i,0.00041822+0.00060705i,0.00025139+0.0010607i,-0.00024355+0.0009771i,-0.00045059+0.00054121i,-0.00016742-0.00011247i,-0.00036591-0.00061188i,-0.0005797-0.00075293i,-0.00092885-0.00096123i,-0.001091-0.00071714i,-0.00077659-0.00078497i,-0.00064978-0.0008273i,-0.00048001-0.00044938i,8.2725e-05-0.00058075i,0.00028718-0.00031664i,0.00044314+0.00025403i,0.00071059+0.001083i,7.4084e-05+0.0012683i
-0.00082496+0.00063288i,-0.0012388+0.0010579i,-0.0013897+0.001095i,-0.00058145+0.00091872i,0.00038846+0.001353i,0.00029294+0.0014973i,6.7207e-05+0.0010037i,-0.00064568+0.00029643i,-0.00057871-0.00066406i,-0.00016154-0.00084753i,-0.00082765-0.00021995i,-0.0015959-0.00037956i,-0.0012203-0.00069446i,-0.00067176-0.00017344i,-0.00050903+0.00046137i,-0.00033032+0.0013331i,-0.00051127+0.0014867i,-0.00056792+0.0010848i,0.00025176+0.00038905i,0.0009636-0.000476i,0.0006275-0.00088939i,0.0002238-0.00017296i,-0.00031752+0.0004163i
0.0022975-0.0021529i,0.0015052-0.0015075i,0.00078452-0.0014688i,0.00033834-0.0011786i,0.00041976+0.00021046i,0.00062444+0.0014444i,0.0010023+0.00080787i,0.0006615+4.6678e-05i,-0.00024493-5.8003e-05i,-0.00097229-0.00046093i,-0.0012935-0.00055342i,-0.0010618+0.00012198i,-0.00077787+0.00040503i,-0.00057914-0.00018597i,-0.00033068+0.00025976i,-0.00055091+0.00059041i,-0.0012643+0.00071635i,-0.00045335+0.00053085i,0.00046084+0.00023249i,-0.00023659+0.00047498i,-0.00055959+0.00035287i,0.00014692-0.00040479i,0.00041133-0.00075754i
-0.0017597+0.0032624i,-0.0013952+0.0040856i,-0.00068749+0.005253i,0.0010552+0.0044198i,0.0024644+0.0021226i,0.0023354+0.00041661i,0.00086866-0.00045182i,-0.00025627-0.0010506i,0.00027175+0.00016365i,0.00074769+0.001038i,0.00051926+0.00030426i,-0.00019557-0.00070117i,-0.00067905-0.0016557i,-4.704e-05-0.0012072i,0.0004038-0.00025708i,9.8897e-05-8.9944e-05i,-0.00051743+0.00024114i,-0.00095723+0.00020229i,-0.00036454-0.00020716i,-4.2785e-05+0.00039227i,0.00039264+0.00082797i,0.00040458-0.00041614i,0.00012326-0.0011155i
-0.00036523+0.00092342i,-0.00014202+0.00013601i,-0.00061686+8.4825e-05i,-0.00044683+0.00041651i,0.00016173+0.00090116i,0.00063803-2.6734e-05i,0.00047486+0.00014395i,-5.6129e-05+0.00066757i,-0.00075485+0.0004384i,-0.0011218+0.00026082i,-0.00072597-0.00041691i,-0.00035143-0.00086222i,-0.00029046-0.00084628i,-1.465e-05-0.00032789i,-5.4878e-05+0.00019865i,-0.0010173+0.00026768i,-0.00105+2.8346e-05i,-0.00056867-0.00015985i,-0.00031111+0.00029431i,0.00018121-0.00017506i,0.00051196-0.00062552i,0.0002802+6.3487e-05i,0.00015431+0.00027708i
-3.9305e-05+0.00014785i,0.0014748+0.00022123i,0.0019716+0.00075723i,0.001442+0.0006215i,0.00060977+0.00044472i,0.00087616+0.00089123i,0.0010075+0.00036227i,0.00034184+0.00011379i,-0.0002397+0.00026876i,-0.00037773-0.00046231i,-0.00058163-0.00060046i,-0.00078673-0.00096276i,-0.00055103-0.00098499i,7.289e-05+0.00017894i,0.00026632+0.00033052i,-0.00018373-7.4815e-05i,0.0001521+5.4379e-05i,0.00019384+0.00037741i,-0.00055993+0.00019919i,-5.5932e-05+0.00017979i,0.00056038+0.00010056i,0.00084531-0.00010691i,0.00067609+0.00012689i
0.0012142+0.00042304i,-1.006e-05+0.00019129i,-9.0446e-05-0.00033418i,0.0010022+0.00037947i,0.0012198+0.0013824i,0.00046594+0.0017346i,-0.00047165+0.0022196i,-0.00067426+0.0019356i,-0.00065441+0.00029473i,-0.00068677-0.0014114i,-0.0011577-0.001582i,-0.0013589-0.0011947i,-0.0008928-0.0014682i,-0.00058181-0.0019018i,6.6772e-06-0.0010847i,-0.00016841-0.00029532i,-0.00097192+0.00044788i,-0.00045223+0.00015498i,0.00065477-0.00022265i,0.00058501+0.00010502i,0.0002218-0.00010135i,-8.271e-05-0.0002066i,-0.00022098+0.00036313i
0.00029751+0.002037i,0.00096483+0.0010761i,0.0024605+0.00058774i,0.0029871+0.00062277i,0.0020342+0.00033539i,0.0013589+0.00041797i,0.0014041+0.00070258i,0.00078067+0.00080735i,4.1765e-05+0.00054238i,-0.00017053+0.00016315i,-0.00054776-0.00027602i,-0.0010923-0.0013089i,-0.0011693-0.0016115i,-0.0011756-0.00063811i,-0.00062377-0.00014814i,-5.7884e-05-0.0002956i,-0.00040522-0.00045005i,-0.0008159-0.00018149i,-0.0009269-0.00046531i,-0.00023268-0.0011623i,0.00043135-0.00087687i,0.00019898-3.5385e-05i,-3.8203e-05+0.0003364i
0.0013496+0.00042206i,0.0013085+0.00099234i,0.0023096+0.00095455i,0.0016946+0.00073099i,0.00045565+0.00031334i,0.0006977+0.00026263i,0.00028743+0.00019289i,-0.00090459+8.324e-05i,-0.00084443+1.6498e-05i,-0.00072581-0.00015046i,-0.0011016-0.00035952i,-0.00099232-0.00091395i,-0.00071791-0.0014902i,-0.00066514-0.00096415i,-0.0009991-0.00065152i,-0.0012777-0.0003211i,-0.001248+0.00028515i,-0.0011218+0.00053836i,-0.00050497+0.00043709i,0.00043271+6.914e-05i,0.00032345-0.00012349i,6.8026e-05-0.00020043i,-6.3779e-06-0.00030451i
0.0011407-0.0004328i,0.00052267-0.0004126i,-0.00037096-0.00023689i,-0.00018373+0.0001474i,0.00089198+0.0012123i,0.0013537+0.0015361i,0.00077585+0.00069931i,-0.00041936-0.00016411i,-0.00089368-0.00065186i,-0.00037209-0.0007148i,-0.00025887-0.00042171i,-0.00025803-0.0002365i,-0.00029323+0.00010185i,-0.00013791+0.00090353i,0.00065939+0.00085985i,0.00074224+0.00089425i,-0.00040316+0.0011745i,-0.0012193+0.00075148i,-0.00075237-2.8978e-05i,0.0002251-2.5849e-05i,0.00060419+0.00028645i,-0.00020735+3.0999e-05i,-0.00086007+0.00019152i
-0.0015781-0.00078263i,-0.0011307-0.0001998i,-0.0017578+0.00057158i,-0.0010362+0.0012638i,0.00030235+0.00060886i,0.0012257-3.5747e-05i,0.0012837+0.0001423i,1.6712e-05-0.00033022i,-0.00078893-0.0010761i,-0.00094498-0.00073816i,-0.00088813-0.00028949i,0.00011523-0.00048934i,0.00045879-0.00061989i,-0.0006795-0.00072807i,-0.00053647-0.00074547i,0.00045862-5.9627e-07i,0.00022671+0.00021861i,3.668e-05+0.00050882i,2.1735e-05+0.00066628i,-0.0012552+0.00014324i,-0.0013401+5.1847e-06i,-0.00029959+0.00028191i,-0.0004238+0.00020896i
9.3919e-05-0.0014456i,-3.5169e-05-0.0021564i,-0.00053147-0.0017415i,-0.0015817-0.00054741i,-0.0014832+0.00071554i,-0.00047215+0.0012155i,-0.00027486+0.00081408i,-0.00063766+0.00044254i,-0.001045+5.2283e-06i,-0.00087142-0.00034186i,-0.00067535+2.4163e-05i,-0.00083775+0.00066315i,-0.0001985+0.00030282i,-0.00039133-5.372e-05i,-0.0009425-0.00047292i,-0.00041863-0.00069739i,3.4346e-05-0.0009485i,0.00075252-0.0010686i,0.00035999-0.0003759i,-0.00066497-0.00050091i,0.00036953-0.0010049i,0.00092456-0.00052393i,0.00047766-9.245e-05i
-0.00072009-0.00030637i,-1.4927e-06-0.00058934i,0.0015532+0.00019777i,0.0025045+0.0016975i,0.0024947+0.0026851i,0.0025235+0.0021545i,0.0015645+0.0011066i,-0.0002291+0.00053063i,-0.00065179+0.00024568i,9.5774e-05+6.5752e-07i,8.9268e-05+8.676e-05i,-0.0003721+0.00023999i,-0.00067631-0.00041967i,-0.00064165-0.0011201i,-7.9515e-05-0.00031085i,0.00049319+0.00088497i,8.4913e-05+0.001171i,-0.00048579+0.00026429i,0.00021653-0.00061627i,0.00088312+4.1515e-05i,0.0011229+0.00069706i,0.0011628-0.00016848i,0.00043299-0.00060664i
-7.2791e-05-0.0015498i,7.2081e-05-0.0011417i,-0.00064963-0.0023894i,-0.0012993-0.0027611i,-0.0005163-0.0012466i,0.00030344+0.00018986i,0.00028601-0.00010712i,0.00011593-0.00050957i,-0.00014527+4.0496e-05i,-0.0007328+0.00043048i,-0.0012251+0.00056068i,-0.00095836+0.00044963i,-3.624e-05+0.00051235i,8.4483e-05+0.00042836i,-0.00054521+0.00039002i,-0.00074545+0.0011381i,-0.00076719+0.00087454i,-0.00075055+0.0002171i,-0.00031915+0.00092332i,0.00024266+0.001677i,0.00055454+0.0015875i,-6.7865e-05+0.00077284i,-0.00038524+0.00062725i
-0.0010258+0.00041339i,0.00037272+0.00062411i,0.0012598+0.0010725i,0.00067352+0.0015882i,0.00064382+0.0015159i,0.0012598+0.0012248i,0.00025188+0.0011216i,-0.00049008+0.0013746i,-0.00049459+0.0011922i,-0.00025103+0.00070654i,0.00048169+0.00092101i,6.7192e-05+0.00042719i,-0.0007581-0.0010643i,-0.00066963-0.0011837i,0.00042258-2.7948e-05i,0.0014001+0.00021954i,0.0011426+0.00026615i,0.00032351+0.0010305i,-0.00026341+0.0010798i,0.00014893+0.00054767i,0.00027619+0.00045193i,-0.00010416+0.00068743i,0.00023412+0.00013586i
-0.0029373+0.00063338i,-0.0027575+0.00122i,-0.00317+0.0030054i,-0.0022966+0.0028475i,-0.00096525+0.0019582i,-0.00045628+0.0018522i,0.00019971+0.00165i,-0.00011796+0.00089757i,-0.0013452+0.00025291i,-0.0012881+0.00049893i,-0.00019549+0.001185i,0.00050297+0.00056597i,-6.5619e-05-0.00044548i,-0.00069902-0.00081291i,-0.00080915-0.00086459i,-0.0010978-0.00022465i,-0.0013564+0.00042328i,-0.00043253+0.00019712i,0.0005287+9.2448e-05i,-0.00011536+0.00022337i,-0.00046327-0.00017724i,0.00082124-0.00051891i,0.0011522-0.00013459i
0.00022718-0.0011235i,-0.00048561-0.0020993i,-0.0014169-0.0029611i,-0.0013335-0.0012823i,-0.00058488+0.0012851i,0.00039614+0.0010233i,0.00098588-0.00052196i,0.00038432-0.00013746i,-0.00036112-0.00038039i,-0.0008778-0.0011418i,-0.0010004-0.00058757i,-0.00049703-0.00011013i,-1.7613e-05+0.0001549i,-0.00053609+0.00011952i,-0.0013515-0.0004719i,-0.0012752-0.00049433i,-0.0012808+0.00024831i,-0.00047738+0.00062226i,0.00044486+0.00020406i,-0.00026344+2.6795e-05i,-0.00066696-7.7983e-05i,-0.00049019+0.0001656i,-0.00032623+0.00059863i
0.00038848-0.0011882i,0.0010311+0.00017807i,0.0016632+0.00058891i,0.00097876+0.00065856i,0.00019129+0.0013099i,0.00050944+0.0012168i,0.00056883-0.00046138i,0.00012411-0.00047494i,-0.00025999+0.00027338i,-0.0006035+0.00026637i,-0.00067735+0.00058507i,-0.00053708+0.00046043i,-0.0006542-0.00046817i,-0.00068174-0.00064555i,-0.0003398-0.00010816i,-0.00038705+0.00011093i,-0.00067313+0.00041817i,-0.00051809+0.00078963i,-0.00099576+0.00063344i,-0.0010774+0.00051169i,-0.00072578+0.00052944i,-0.00081062+0.00029765i,-0.0005013-0.00024534i
0.0022585-0.00012513i,0.00084559-0.0012155i,-0.00070895-0.0022359i,-0.00066969-0.0021216i,-6.8926e-05-0.00069833i,-0.00015803+0.00068387i,-0.00099569+0.001237i,-0.0017788+0.00065276i,-0.0011903+0.0001259i,-0.00025291-0.00068022i,0.00010022-0.0016373i,-0.00093781-0.0012237i,-0.00097405-0.00062974i,4.2294e-05-0.00079771i,-0.00036559+3.8205e-05i,-0.00019301+0.00071143i,0.00053741+0.00084618i,-0.00028755+0.00088398i,-0.00085247+0.00074356i,-1.5771e-05+0.00058188i,0.00052398+5.9539e-05i,0.00013588+0.00018101i,-0.00033902+0.00027841i
-0.00087458+0.0014566i,0.00074456+0.0011177i,0.0023984+0.0011895i,0.0028238+0.0014433i,0.001691+0.0016003i,0.0012438+0.00063077i,0.00105-0.00033309i,0.00076009+0.0001614i,-0.00024532+0.00048892i,-0.0014021+0.00016586i,-0.00042694+0.00014222i,0.00018861+0.00039663i,-0.00047818-0.00020447i,-0.00036536-0.00095352i,-7.3394e-05-0.00041453i,-0.00063463-0.00037936i,-0.00030877-0.00025006i,0.00047891+0.00012333i,0.00033097+0.00046419i,0.00022043+0.00074038i,0.00029735+0.00017064i,0.00050094-0.00013193i,-4.3131e-05-0.00024768i
-0.002095-0.0016594i,-0.0028766-0.00084258i,-0.0035933+2.8746e-05i,-0.0024434+0.00040819i,-0.00022169+0.001286i,0.0006822+0.0016267i,0.00033056+0.0014293i,0.00014301+0.0010789i,-0.00078007+0.0008126i,-0.00095529+0.00066229i,2.2219e-05+0.00011711i,0.00048098-0.00014056i,0.0001172-0.00088117i,0.00018398-0.0010809i,-0.00042179-0.00032237i,-0.0012638+0.00024091i,-0.00027386+0.0001043i,0.00059661-4.3039e-05i,0.00073762+4.5954e-05i,0.00060374+0.00049663i,0.00055104+0.00010273i,0.0006795-7.4197e-05i,0.00014797+0.00086791i
0.00032757-0.001621i,0.00039065-0.0011839i,0.00058775-7.0245e-05i,0.0012079+0.0010265i,0.0011911+0.0017132i,0.00064462+0.00078669i,7.5346e-05-6.7111e-05i,-0.00030187+0.00018256i,-0.00047461+0.0001011i,-0.00094405-0.0002295i,-0.0012551-0.0003108i,-0.00089351+0.00013637i,-0.00050473+0.00010335i,-0.00028887-0.00061965i,-0.0003729-0.00043542i,-0.0006842+0.00060929i,-0.0013447+0.00038559i,-0.0016886+0.00031126i,-0.00066383+0.00028889i,0.00035416-1.2406e-05i,0.00033965+0.00011661i,2.8254e-05-0.00030826i,-0.00014032-0.0001403i
-0.00012062-0.0041493i,-0.00094857-0.0031625i,-0.0029683-0.0023294i,-0.0042744-0.00070077i,-0.0039727+0.00086628i,-0.0022182+0.0015071i,-0.00047093+0.00036304i,0.00046715-0.0007276i,-2.5338e-06+1.7589e-05i,-0.001435+0.0010894i,-0.0020014+0.00070363i,-0.00058579+0.00025249i,4.6351e-05+0.00096158i,-0.0012751+0.00077795i,-0.0015831-6.7386e-05i,-0.00080645-0.00024504i,-0.00027651+0.00026527i,-0.00050768+0.00059834i,-0.00056208+0.00027058i,0.00040353+5.2179e-05i,0.00045087+0.00031165i,-0.00044241-0.00032295i,-0.00035017-0.0010532i
0.0025747-0.0010794i,0.0024865-0.0025151i,0.0018518-0.0029936i,0.0011249-0.0016256i,0.00035673+0.00023235i,-0.00012526+0.00068422i,0.00013277+0.00052133i,-0.00013834+0.0010204i,1.3751e-05+0.00053005i,-0.00014587-0.00065173i,-0.0002382-0.0015048i,-0.0004938-0.0016169i,-0.00054453-0.0010634i,-0.00087638-0.000965i,-0.00066774-0.00064959i,-0.00017444+0.00042653i,-0.00063387+0.0011004i,-0.001417+0.00080721i,-0.00083449+0.00016597i,0.00013895-0.0002184i,0.00028817-0.00013002i,0.00029499+2.2538e-05i,-0.00034947+0.00064392i
0.0023429+0.00032271i,0.0018051+0.0005626i,0.0023236+0.00097966i,0.0016913+0.00070958i,0.0002908-5.7353e-05i,-0.0002361+0.00015722i,-0.00041806+0.00091747i,-0.00039178+0.001173i,-0.00092951+0.00056775i,-0.00074964-0.00076788i,-0.00069294-0.0014347i,-0.0018176-0.00074978i,-0.0018229-0.00078038i,-0.00094874-0.00087946i,-0.00079937+0.00012424i,-0.00031709+0.00047275i,-4.9072e-05+0.00054933i,-0.00039351+0.00077208i,-3.3896e-05+0.00015895i,4.3223e-05-0.00047966i,-0.00038735-0.00016433i,-0.00091874+0.00028407i,-0.0013558+0.00011265i
-0.0018047+0.0021248i,-0.002063+0.00097957i,-0.0018714+0.0017689i,-0.0011182+0.002097i,7.5893e-05+0.0011735i,0.001219+7.1947e-05i,0.00092773-0.00029712i,-0.00056122-0.00019767i,-0.00095095+0.00016248i,-8.6913e-05+0.00036066i,-8.2896e-05+0.00012071i,-0.0001307-0.00094297i,-0.00055864-0.0014367i,-0.0011854-0.0010474i,-0.0008255-0.00053728i,-0.0012148-0.00067042i,-0.0015604-0.00020155i,-0.0013979+0.00049329i,-0.00092448+0.00045529i,-0.00094796+0.00094845i,-0.0006912+0.0011514i,-0.00044486+8.3774e-05i,-0.00024853-0.0002558i
-0.0012961+0.0014477i,-0.00067947+0.0015948i,0.00046493+0.0029899i,0.0015692+0.0032857i,0.0018012+0.0017576i,0.0010949+0.0011029i,0.00056682+0.00088726i,0.0002753+0.0010475i,2.9824e-05+0.00087323i,-7.0503e-06+0.00010839i,0.00040254-0.00074441i,-0.00012604-0.00087174i,-0.00051387-0.00037863i,-0.00017086+4.5886e-06i,-0.00025863+0.00019244i,-0.00039399-0.0003205i,-0.0001071-0.00044693i,-0.00010563-0.00012863i,-0.00024796-0.00036606i,-0.00011571-0.00043674i,0.00054761-0.00050482i,0.0007754+7.9563e-05i,0.00030223+0.00039489i
0.00037371-0.0028615i,-0.00039835-0.0030553i,-0.0019989-0.0033501i,-0.0022646-0.0020662i,-0.0015357-0.00019389i,-0.00086027+0.00029909i,0.00020056+0.00098537i,0.00015079+0.00068744i,-0.00077681-9.5429e-06i,-0.0013444-0.0003008i,-0.0015477-0.00011525i,-0.00071141-1.6607e-05i,0.00013705-0.0005501i,-0.00019032-0.0005125i,-0.00050903+0.00057429i,-0.00076523+0.00069175i,-0.001131-9.2069e-05i,-0.00099785+0.00018149i,-0.00028852+0.00034399i,-9.7789e-05+0.00072572i,-0.00084757+0.00066478i,-0.00026925+0.00019681i,0.00034626+0.00020415i
0.0013052-0.00068837i,0.0012305-0.0013558i,0.0013549-0.0013315i,0.0011088-0.00080802i,0.00094514-2.0674e-05i,0.00046888+0.00069035i,0.0002925+0.00083172i,-0.00014247+0.00036729i,-0.0011298+0.00018978i,-0.0022352+0.00014731i,-0.0026715+2.5474e-06i,-0.0015728-0.0008512i,-0.00078524-0.0019468i,-0.00037311-0.0019842i,-0.00028476-0.00075407i,-0.00057119+0.00043065i,-0.00070235+0.00046426i,-0.00087763+1.3525e-05i,-0.00057766+0.00048749i,0.00026536+0.00042807i,0.00073895+0.00020141i,0.00015044+0.00010153i,-4.2514e-05+0.00021164i
0.0010246-0.00054463i,0.00043322-0.00080096i,8.4236e-05-0.00030868i,0.00021239+0.0011414i,0.00037406+0.0007164i,0.00050171-0.0008582i,-0.00041221-6.8806e-05i,-0.00093995+0.00054487i,-0.00042247+0.00083136i,-0.00060208+0.00075039i,-0.0010452-0.00045606i,-0.00075504-0.0013019i,-0.00054531-0.0013743i,-0.00051139-0.0011616i,-0.00057325-0.00070913i,-0.00022882-0.00016863i,-0.00036271+0.00037966i,-0.00084529+0.00086713i,-0.00049101+0.001086i,-0.00027687+0.00053759i,-0.0002907+0.00026237i,-0.00025309+0.00064062i,-0.0005551+2.5957e-06i
0.0014536+0.0012756i,0.00059199+0.0012317i,0.00046165+0.00070658i,0.00072858+0.0010918i,0.00021763+0.0012046i,-0.00038439+0.00049759i,-0.00046556-9.459e-05i,-0.00062662+7.3877e-05i,-0.00048585-0.00016037i,-0.00016146-0.0011788i,-0.0008391-0.00083027i,-0.0010937-0.0004498i,-0.0012908-0.0010207i,-0.0012393-0.00054739i,-0.00063567+0.00061385i,-0.00072633+0.00065937i,-0.00046161+0.00065286i,2.5341e-05+0.00059356i,0.00065399+0.00020408i,0.00076793+0.00032115i,0.00031053+0.00045996i,-4.3928e-05+0.00020144i,-0.00018798+0.00047953i
-0.001409+0.00058921i,-0.0020115+0.00081449i,-0.0017287+0.0014973i,-0.00092459+0.0018314i,0.0011491+0.0021962i,0.0024332+0.0020256i,0.0016366+0.0009758i,0.00066068-0.00030631i,-7.8215e-05-0.00051537i,-0.00050721+0.000281i,9.6398e-07+0.00086903i,-0.00076633+0.00033694i,-0.00086172-0.00042589i,9.5585e-05-0.00090021i,0.00036568-0.00073593i,0.00026699-0.0002427i,-0.00083406-1.7107e-05i,-0.0011413+0.00031186i,-0.00021371+0.00042789i,0.00034609+8.6405e-05i,0.00078085-0.00030545i,0.00048145-0.00054589i,0.00012076-0.00039576i
-0.0014364+0.00045851i,-0.00055889+0.0008445i,-0.00033893+0.0020644i,0.00021231+0.002619i,0.00057906+0.0014376i,0.0011284+0.00062341i,0.0010243+0.00046581i,-0.00022199+0.00052788i,-0.0010267+0.00077425i,-0.00090472+0.00017081i,-0.00062746-0.00032859i,0.0003462-0.00034022i,0.00090267-0.00096999i,0.00039695-0.001013i,-0.00011418-0.0003436i,-0.00030666+0.00059221i,-0.00026609+0.00028945i,-0.0004186+0.00027698i,-0.00035192+0.00029409i,-0.00016935-0.0002818i,-0.00027179-0.00052269i,-0.00037422-0.00022737i,-0.00082123+0.00014373i
-0.0010522-0.0020482i,-0.0014203-0.0020868i,-0.002508-0.0014722i,-0.0030899+0.00017128i,-0.0022702+0.0011261i,-0.0014311+0.00049766i,-0.00060125+0.00017634i,-0.00026603+0.0010386i,-0.00086653+0.0010384i,-0.0012986+0.00039911i,-0.0012396+7.6725e-05i,-0.0011617-0.00036785i,-0.0010167-0.00047098i,-0.00060866-0.0006693i,-0.00051623-0.0005453i,-0.00013174+0.000343i,-0.00014594+0.0007661i,-4.4205e-05+0.00022359i,0.00013424+0.00060373i,-0.00038958+0.00060164i,-0.00057683-0.00056577i,-0.00062714-0.00085947i,-0.00050376-0.00043249i
0.0024221-0.0003517i,0.00086243-0.00012269i,0.00075298-0.00047336i,0.0015836-0.0010759i,0.00037081+4.8339e-05i,-0.00071457+0.0015983i,-0.00015357+0.0010097i,0.0004728+0.00041241i,0.0002942+0.00034491i,-0.00066566+0.00024198i,-0.0007375-8.348e-05i,-0.00023628-0.0005981i,-3.9953e-05-0.00096662i,1.4303e-05-0.0013662i,-5.1434e-05-0.00098194i,7.8118e-05+0.00010913i,4.9095e-05+0.00069935i,-0.0002673+0.00099546i,-0.00038275+0.00084682i,-0.00016917+0.00058083i,-4.901e-05+0.00070578i,6.7668e-05+0.00086402i,0.00022128+0.00084497i
0.0033169+3.8019e-05i,0.0029317-0.00031181i,0.0021396-0.0015059i,0.001479-0.00045576i,0.00085757+0.0010953i,0.00071683+0.00096266i,0.00041038+0.00058467i,8.3509e-05+0.00092468i,-8.0856e-05+0.00099837i,-0.00066599-7.9942e-05i,-0.0013542-0.00046902i,-0.00098032+0.00026644i,-0.00025528+0.00016064i,-0.0011924-0.00047955i,-0.0017646+8.1939e-05i,-0.0013383+0.00041646i,-0.001042+7.8105e-05i,-0.00047732+0.00026951i,-2.2163e-05+0.00022061i,9.921e-05+0.00021827i,0.00042668+5.9676e-05i,0.00044207+0.00026701i,-0.00012354-0.00011686i
-0.0010546+0.00042509i,-0.00068085+0.001813i,-0.0013672+0.0028986i,-0.0015753+0.0021089i,-0.00028974+0.00091372i,0.00058178+0.0013193i,0.00032801+0.0011977i,-0.00047583+4.7784e-05i,-0.0013305-0.00032988i,-0.0013583-0.0004502i,-0.00047994-0.00042994i,-4.7269e-05-0.00077968i,-9.6428e-05-0.0014247i,-0.00076654-0.001281i,-0.001516-0.00088181i,-0.00090741-0.00027564i,1.6077e-05+0.00075065i,-7.3577e-05+0.00093145i,-0.00081351+0.00018629i,-0.00010488-0.00042613i,0.0011193-0.00042091i,0.001088+0.00042879i,0.00045671+0.00073365i
-0.0017097+0.0026358i,-0.00078559+0.0022941i,0.0012126+0.0025184i,0.0028181+0.0025509i,0.0021522+0.0017836i,0.00085706+0.00082719i,0.00038879+0.00065419i,-2.6327e-05+0.00048385i,-0.00024363+0.00040349i,-9.2036e-05-8.2863e-05i,4.4389e-05-0.00048133i,-0.00024865-0.0005921i,-0.00098791-0.00096525i,-0.00094952-0.00098819i,-0.00064141-0.00050834i,-0.00094039-0.00025127i,-0.0017381-0.00025784i,-0.0013085+9.8872e-05i,4.6802e-05+0.00072449i,6.6536e-05+0.00052353i,-0.00065421-0.0001695i,-0.00064226-0.00052817i,-0.00025778-0.0003109i
-0.00052958-0.00063981i,-0.0010579-0.00039879i,-0.00021134+0.00095029i,-0.00022462+0.00062829i,-9.1006e-05+0.00089213i,3.4992e-05+0.00060408i,-1.0551e-05-0.00044654i,0.00040533-0.00019907i,0.00059401-0.00020277i,0.00056153-0.00062076i,-0.00052777-0.00048223i,-0.0015427-0.00079383i,-0.0013486-0.0018455i,-0.001005-0.001278i,-0.00073426-6.0617e-05i,-0.0004143+0.00011751i,-0.00016974+0.00061312i,-0.00018461+0.00068568i,-0.00016843-0.00022527i,-0.00027945-0.00038425i,-0.00052188-0.00029753i,-0.0004976-0.00059886i,-9.2636e-05-0.00055576i
0.00012333-0.0025789i,-0.0011006-0.002153i,-0.0038212-0.001609i,-0.0033533-1.4537e-05i,-0.0013916+0.0019079i,-0.00022955+0.0021944i,-0.00012341+0.0013524i,-0.00068708-0.00030796i,-0.00075998-0.0014222i,-0.00081565-0.0009214i,-0.0014232+0.00012288i,-0.0011837+0.00086795i,-0.0004445+0.00057137i,1.0268e-06+9.2786e-06i,0.0010575-0.00018108i,0.0015038+0.00018096i,0.0007588-2.8322e-05i,-0.00033704-0.0010267i,-0.00088525-0.00083209i,-0.00052563-0.00023865i,0.00073982+0.00011184i,0.0010671+4.0436e-05i,0.00045747-0.00041665i
0.0017366-0.00054936i,0.0018239-0.00092537i,0.0008225-0.001964i,0.00078162-0.0012369i,0.00065864+0.00063685i,0.00048329+0.0013638i,0.00073743+0.00075134i,0.00010581+0.00064897i,-0.00038586+0.00027354i,-0.00089068-0.00074177i,-0.0010745-0.00085165i,-0.0009232-2.3495e-05i,-0.00093314+0.00037038i,-0.0003484-0.00020029i,-0.00053474-0.00034242i,-0.00085223-0.00038715i,-0.0014388-4.5048e-06i,-0.0014554+1.5721e-06i,-0.0013703-0.0010122i,-0.00089464-0.0012552i,0.00019229-0.0005895i,-3.7843e-05-0.0014103i,-0.00013099-0.0016672i
