-0.0028782-0.00027875i,-0.0024014-0.0013134i,-0.0023139-0.0020922i,-0.002189-0.0020412i,-0.0018483-0.0017334i,-0.001655-0.0016923i,-0.00031383-0.0011449i,0.00098525-0.00066796i,0.0016734-0.00015386i,0.00163+0.00014734i,6.476e-05-0.00026765i,-0.00064003-0.00034298i,-0.00073537-0.00011277i,-0.00066321-8.053e-05i,-0.00033281-0.00029004i,-0.00022812-8.4969e-06i,0.0001242-4.5171e-05i,0.00034678-0.00067813i,-0.00047351-0.00090539i,-0.0011443-8.2245e-05i,-0.0006399+0.00083477i,4.577e-05+0.00028956i,0.00042334-0.00017112i
0.0023025-0.0011558i,0.0013889-0.001572i,0.0017992-0.0016462i,0.0013254-0.0014804i,-0.00024249-0.0019887i,-0.00013985-0.0022904i,0.00055833-0.0018441i,0.00018813-0.0012479i,-0.00041897-0.00039003i,-0.00042557-0.00048233i,-0.00042247-0.00037793i,-0.0001143+0.00031171i,0.0004074+5.5568e-06i,2.2726e-05-0.0004311i,-0.00062876-0.00019621i,-3.1515e-05+0.00049932i,-3.7555e-05+0.00080437i,-0.00019859+0.00069494i,-0.00012816+0.00032805i,-0.0011756-0.00038041i,-0.0011958-0.0004778i,-0.00014589-0.00045181i,0.00033129+2.5965e-05i
-0.00091406-0.0019841i,-0.0011973-0.0021513i,-0.0019612-0.001034i,-0.00302-0.00067102i,-0.0020717-7.4487e-05i,-0.00025204+0.00021027i,0.00081799-0.00036583i,0.00060203-0.001336i,-0.00049066-0.0015524i,-0.00048954-9.7789e-05i,-0.00017921+0.00071734i,-0.00023551+0.00019281i,-0.00039344-0.0004611i,-0.00012349-0.0011355i,6.4707e-05-0.0014984i,-0.00017271-0.0012056i,-0.00014919-0.00077052i,7.8593e-05-8.3487e-05i,0.0003647+0.00021083i,0.00065983+4.0563e-05i,0.00043527-3.9052e-05i,-0.00039566-0.00030396i,-0.00029906-0.00060289i
-0.00047882-3.8533e-05i,-0.00092985+0.00034327i,-0.00076744-0.00089473i,2.2564e-05-0.0015884i,0.00012453-0.0020552i,-0.00080678-0.0020352i,-0.00073661-0.0017763i,1.0094e-05-0.0015528i,-0.00032417-0.0012705i,-0.00064977-0.00097639i,-0.0002066-0.0011567i,1.9499e-05-0.0013726i,0.00049603-0.0011153i,0.00021672-0.0009321i,-0.00022802-0.00085564i,0.00012479+0.00026475i,0.00053251+0.00067332i,0.00035103+0.00030832i,-0.00017584+0.00021052i,0.00010498-9.7991e-05i,0.00055002-0.00064127i,0.00049544-0.00039031i,0.00035154+0.00052426i
-0.00082992+0.00065898i,-0.00086662+0.00053073i,-0.00072796+0.00048434i,-0.00067337-0.00037988i,-0.00078019-0.00099671i,-0.00071795-0.00022887i,-0.00027614-0.00029508i,0.00048878-0.00064099i,0.00061376-0.00046936i,0.00011969+4.0465e-05i,-0.00040722-0.0001719i,0.00016482-0.00092609i,0.00089619-0.00096857i,0.0006681-0.00091306i,-0.00033244-3.2146e-05i,1.4977e-05+0.0004043i,0.0013089-0.00020912i,0.0016324-0.00060542i,0.00061094-0.00071327i,-0.00033395-0.00074048i,0.00047413-0.00080446i,0.00083267-1.161e-05i,5.7485e-05+0.00064152i
0.0013516+0.0015558i,0.0021907+0.00048366i,0.0023275-0.00051411i,0.0017801-0.0012842i,0.00012879-0.002046i,-0.0014345-0.0023135i,-0.00062183-0.0013228i,-0.00075644-0.0004381i,-0.0013682-0.00072478i,-0.00071073-0.0012918i,-0.000612-0.00089362i,-0.0012097-0.00027246i,-0.00048553-0.00027916i,-1.0935e-05-0.00029401i,0.00028852-0.00072637i,0.00063279-0.0011561i,-2.4469e-05-0.00057078i,-0.00038487+0.00025323i,0.00017309-5.4898e-05i,0.00061132-0.00029699i,-0.00056271-0.00045028i,-0.0015509-0.00067034i,-0.00028538-0.00012991i
0.00017755-0.0018147i,0.00069137-0.002287i,0.00055966-0.0023662i,-0.00046482-0.0018909i,-0.0010458-0.0013129i,-0.00077215-0.00069896i,2.1999e-05-0.00031688i,0.00064326+6.366e-05i,0.00041619-0.00040091i,0.00036221-0.000625i,0.00021173+9.7001e-05i,6.3117e-05+0.00034412i,-0.00016882+0.00026134i,-0.00060415-0.00017799i,-0.00056075-0.00018017i,-0.00020579-0.00013657i,0.00020557-0.000303i,0.00016829-0.00029548i,0.0004966-0.00045402i,0.00023337-0.00044284i,-0.00036105+0.00012256i,0.00084202+0.00040409i,0.001205+0.00018717i
-0.0002825-0.0019849i,-0.00090003-0.0021938i,-0.0021007-0.0025707i,-0.0026816-0.0019225i,-0.0025606-0.001397i,-0.0014082-0.0013018i,-0.00056564-0.00091911i,-0.00028586-0.00032089i,-0.00043712-4.5591e-05i,-0.00077147+0.0001061i,-0.0013359+0.00060639i,-0.00037301-4.7115e-05i,0.00034179-0.00010291i,-0.00011256+0.00081445i,0.00010088+0.0009335i,0.00014727-6.809e-05i,-0.00023233-0.00053903i,-0.00038213+0.00017543i,-0.00033238+0.00016003i,-0.00035263-0.00020633i,-0.00039564-0.00017782i,-0.00023869+0.00014491i,-0.00044231+0.00013484i
-0.0022132+0.00067616i,-0.00244+0.00051728i,-0.00085292+0.00045442i,-0.00021061+6.8637e-05i,-0.00012354-0.00076754i,0.00024284-0.0014502i,1.3882e-05-0.0012827i,-0.00057068-0.0010202i,-0.00050718-0.00038233i,0.00017228+0.00039645i,-0.00016035+0.00020628i,-0.0011593+2.0453e-05i,-0.00075173-0.00022398i,-2.8667e-05-0.0010639i,-0.00016942-0.0012635i,-0.0003068-0.0009741i,0.00029163-0.00088783i,0.00023897-0.0007205i,-0.00027945-0.00038973i,0.00020611-0.00011384i,0.0003497-2.4966e-05i,5.7474e-05+0.00048187i,-9.234e-05+0.00073507i
-0.0012456-0.00041743i,0.00031722-0.00027457i,-0.00015832-0.00017399i,-0.0011636-0.00013783i,-0.00090459+7.9528e-06i,-0.0011558-0.00021468i,-0.0011145-1.817e-05i,-0.00058056+2.8692e-05i,-0.0005674-0.0002767i,2.2093e-05+5.9362e-05i,0.00029216+0.00036426i,-0.00024447+0.0001399i,-0.00046669+7.6183e-05i,-0.00028-0.00032009i,-0.00018364-0.00075864i,-0.00039605-0.00015962i,-0.00025061+0.00037358i,-0.00081671-0.00011053i,-0.00045671-0.00054708i,0.00062838-0.00032405i,0.00059695+0.00010185i,0.00039366+0.00039059i,0.00013456+0.00068697i
-0.00090433+0.0010287i,-0.00059777+0.001184i,-3.6268e-05+0.00048912i,0.0010412-0.00049501i,0.0008293-0.001027i,0.00047973-0.0018201i,0.001305-0.0019219i,0.0014597-0.00099065i,0.0003504-0.00025279i,-0.00043887+0.00013987i,-0.00028231-2.2283e-05i,0.00014797-0.00047265i,0.00030759-0.00046582i,-8.3603e-05-0.00041609i,-0.00029863-0.0001195i,-0.00034559+0.00041477i,0.00032503+0.0002235i,0.0009758-0.00025494i,0.00096613+0.0001082i,0.00043543+0.00036026i,0.00026764+0.00012527i,-0.00038566-0.00053617i,-0.00025617-0.0010631i
-0.0014319+0.00056448i,-0.00095842+0.00042446i,0.000205+0.00045534i,-2.8261e-05-0.00053117i,-0.00018413-0.0014772i,2.2208e-05-0.0018778i,0.00072405-0.001054i,1.7982e-05-0.00029182i,-0.0010056+5.0755e-05i,-0.00049891+0.00043279i,-5.2385e-05-0.00010958i,-0.00042365-0.00063776i,-0.00074776-0.00031241i,-0.00090478-0.00010414i,-0.00068474-0.00018163i,-0.0003588-0.00053139i,-0.00012786-0.00093062i,-0.00040882-4.7395e-05i,-9.9745e-05+0.00023444i,0.00042912-0.00035946i,-0.00011568+6.9003e-05i,-0.00019519+0.00017966i,0.00018519-0.00031779i
0.00018103-0.00011644i,-0.00043265-0.00091607i,-0.00089562-0.00088553i,-0.0011231-0.0011878i,-0.0015843-0.0020304i,-0.00022673-0.001834i,0.00094319-0.0014698i,0.0003319-0.00085801i,-0.00016609-7.4138e-06i,-0.00029579-9.6818e-05i,-0.00064863-0.00026497i,-0.00023873+0.00053852i,-0.00022936+0.00097008i,-0.00046293+0.000401i,-0.00058988-6.8054e-05i,-0.0012208+1.3645e-05i,-0.00071513+3.9742e-05i,-1.2742e-05-0.00052348i,-0.00070873-0.00026349i,-0.0010761+0.00027582i,-0.00068109-0.00030631i,-0.0004067-0.00082015i,0.00037647-0.00041936i
-5.4671e-06-0.0012484i,7.1905e-05-0.0016928i,-0.00029506-0.0015795i,-0.00093534-0.00078363i,-0.001939-0.00095052i,-0.0024396-0.0016963i,-0.00063975-0.0018172i,-8.8901e-05-0.0012325i,-0.0005885-0.0001257i,-0.00052359+0.00034422i,-0.00047742+3.8832e-05i,-0.00020856-0.0008356i,0.00054017-0.0010248i,-0.00016959-0.00034855i,-0.001161-7.2464e-05i,-0.00058299+0.00012506i,-0.0002612+0.00098277i,-0.00048023+0.0009834i,7.7008e-05+5.5222e-05i,0.00092791-2.4133e-05i,0.00073108+0.00022978i,0.00017758-0.00043055i,-3.3898e-05-0.00075306i
0.00063448+0.0004375i,-0.00010823+0.00029223i,0.0010145-0.00020842i,0.0025006-0.0013194i,0.0013975-0.0019965i,-0.00053056-0.0022734i,-0.0010264-0.0017913i,-0.00034472-0.001151i,5.2244e-05-0.00038534i,0.0001896+0.00058795i,-0.00043049+0.00099925i,-0.00056007+0.00028147i,0.00031848-0.00018813i,-9.6513e-05+1.2515e-05i,-0.00036253+0.00015687i,3.3071e-05+0.00027513i,0.00018675+0.00045149i,-4.2617e-06+0.0001386i,0.00042547-0.00038098i,0.00054923-0.00051378i,0.00024365-0.00031956i,8.2993e-05-0.00064266i,0.00071987-0.00048953i
0.00062774+0.00088435i,0.0010556-0.0001987i,4.0981e-05-0.00038953i,-0.0006574-0.0006105i,-0.00039601-0.00097702i,-0.000246-0.00063362i,0.00016954-0.00022276i,0.00079729-0.00041856i,0.00056969-0.00026093i,0.00088857+0.00020091i,0.00024411+0.00047383i,-0.0010636+0.00072922i,-0.00065854+0.00070921i,0.00037758+0.00083716i,0.00011696+0.00046585i,-0.00023615-7.6395e-05i,-0.00031206-0.00094771i,-0.00052683-0.0015172i,-0.0003509-0.0006831i,-0.00026085+0.00026703i,-0.00022393+0.00020879i,7.6011e-05+0.00076308i,-2.3397e-05+0.00084801i
-0.0018554+0.0002137i,-0.0016159-0.00092812i,-0.001245-0.00027766i,-0.001375-0.00057532i,-0.00166-0.001029i,-0.001626-0.0011755i,-0.00096304-0.0015288i,-7.2957e-05-0.0016992i,0.0004363-0.0019771i,0.00024243-0.0012107i,-0.0003232+2.2349e-05i,-0.00062265-0.00018075i,-0.00050322-0.0007894i,-0.00016804-0.001234i,0.00010626-0.0011378i,0.00019907-0.00053194i,0.0003478-4.0036e-05i,0.00054132-0.00024675i,0.00010706-0.00032992i,-0.00020066+7.1932e-05i,-6.9249e-05-0.00031207i,-0.00051718-0.00072106i,-0.00061402-0.00058388i
0.0001524-5.3551e-05i,0.00019691-0.0011197i,0.00048078-0.001217i,-0.00057-0.0015155i,-0.00040706-0.0023361i,0.00063012-0.0018906i,0.00067654-0.0014652i,0.00050373-0.0010594i,-0.00014006-1.1512e-06i,-0.00029895+0.00030684i,4.125e-05+0.00012909i,0.00011569+0.00016443i,0.00024833-0.00051063i,6.7066e-05-0.00055941i,-0.00091701+0.00026824i,-0.00083996+0.00059785i,-2.6196e-05+0.00072679i,0.00037159+0.00051184i,0.00054261-0.00013821i,0.00048392-0.00080366i,0.00044439-0.00070335i,0.00069898-4.6179e-05i,0.00083423+0.00015716i
0.00074009-0.00044848i,0.00021863-0.00080424i,-0.00093914-0.00065773i,-0.0014486-0.0015547i,-0.0012142-0.0019043i,-0.00074876-0.0011823i,-0.00049423-0.0009851i,7.6913e-05-0.0013404i,5.9555e-05-0.0010305i,-1.6124e-05-0.00032817i,-0.00038479-1.4483e-06i,-0.00055241-9.3802e-05i,0.00032067+0.00019212i,0.00030146+0.00049808i,-4.0084e-05+0.00035043i,-0.00011248+0.00014557i,-2.8536e-05-0.0004701i,-4.6662e-05-0.00055112i,0.0001217-0.00038605i,0.00049562-0.00089148i,0.0010804-0.0010089i,0.0012451-0.0011175i,0.00027038-0.00067778i
0.00088494-0.0013634i,0.00011528-0.00081207i,-0.0012171-0.0012535i,-0.0006826-0.0011816i,-0.00016083-0.00015343i,-5.0815e-05-0.00065183i,0.00078412-0.0012487i,0.00071677-0.00073007i,0.00040714-3.2523e-05i,0.00088633+0.00031312i,0.0010497+0.00030537i,0.00018524+0.00052626i,-0.00020002+0.00026286i,0.00010195-9.0205e-05i,-0.00016332-0.00018734i,-4.2908e-05-0.00030243i,0.00088508-5.7014e-06i,0.00056844+0.00018314i,-0.00012805+0.00021922i,-0.00016985-1.6451e-05i,3.9641e-05-0.0006686i,0.00059274-0.00067207i,0.0010093-0.00031479i
0.0020802+0.00022285i,0.0026647+0.00054324i,0.0017496-0.00066227i,-2.5435e-05-0.0020147i,-0.0013901-0.0017961i,-0.0015825-0.001355i,-0.00034457-0.00065986i,0.00059967-0.0001842i,0.00092921-0.00029843i,0.00045926-0.00021365i,0.00072519-0.00048759i,0.00072287-0.00048381i,-0.00017091+0.0001852i,-0.0004057+0.00053789i,-0.00054265+0.00014766i,-0.00030308-0.00055084i,0.00067258-0.00084536i,0.00039405-0.00069213i,-0.00028878-0.00075366i,-0.00029756-0.00090621i,-0.00068348-0.00075712i,-0.00037522+0.00017206i,0.00017705+0.0015158i
0.00028388-0.0010211i,0.00075852-0.0013982i,-0.0005701-0.0012421i,-0.0017448-0.00017921i,-0.0013425-0.00049645i,-5.2534e-05-0.00048872i,0.00054128+0.00033526i,0.00032222-0.00045338i,-0.00058416-0.0016857i,-0.00057544-0.00099053i,-0.00030373+0.00024725i,-0.00032823+0.00019366i,4.0223e-05+0.0003505i,5.1603e-05+0.00071705i,2.9528e-05+0.00019539i,-0.00019783-0.00036211i,0.00010791+1.1369e-05i,0.0005301-0.00034356i,-3.1074e-05-0.00062278i,-0.00035523-0.00032321i,-0.00012199-0.00054729i,0.00018234-0.00079235i,0.00058277-0.00053432i
-0.00041551-0.0017519i,-0.00056557-0.0014185i,-0.00092797-0.00070015i,-0.0014766+0.00020016i,-0.00073286-8.6456e-05i,5.2868e-05-0.00044401i,-5.3437e-05+1.4292e-05i,-8.9332e-05+0.00031079i,-0.00045424+0.00035508i,-0.00072963-8.2706e-06i,-0.00033779-0.00040141i,-0.00014118+0.0002543i,0.00043008+0.00027471i,0.00074603-0.00034763i,0.00013785-0.00075492i,9.0648e-05-0.00085751i,1.3409e-05+2.0655e-05i,-0.00095131+0.0007778i,-0.0014505+0.00042754i,-0.00055274-0.00010201i,0.00057726-0.00010213i,0.00044222+6.5059e-05i,-0.00020187-0.00018052i
-2.8733e-05+0.0013944i,-4.347e-05+0.00052788i,0.0015863-0.00014749i,0.0012801-0.00067583i,-0.00034411-0.0010351i,-0.00076545-0.001144i,-0.00014055-0.0010334i,0.00030269-0.00059893i,0.00036648-0.00041594i,6.5885e-05+0.00024405i,0.00037965+0.0008196i,0.00074069+0.0002508i,0.00038072+0.00011278i,-0.00020397+0.00093587i,-0.00040016+0.00043924i,2.83e-05-5.9979e-05i,3.8889e-05+0.00019316i,-0.00021966-9.7787e-05i,-0.00044444-6.0807e-05i,-0.00019526-0.00016412i,-0.00035335-0.00077384i,-0.00054169-0.00024674i,-7.9411e-05+0.00036256i
-0.0014994+0.00015894i,-0.0017145-0.00011532i,-0.0014279-0.0002903i,-0.00050789+7.8287e-05i,0.00016659-0.00090956i,0.00090131-0.0010777i,0.0011753-0.0003993i,0.00070585-0.00045203i,-0.00065556-0.0005361i,-0.00090137-0.00069876i,-0.00052612-0.00054988i,-0.00036232-0.00021682i,-0.00041786+0.00012579i,-0.00016425+0.00034072i,-1.9404e-05+0.0002667i,-0.00042027+0.0003038i,0.00025892+0.00040201i,0.00080224+0.00056179i,0.00026006-6.5388e-05i,0.00051346+3.4941e-06i,0.00041686+0.00041372i,3.7945e-05-0.00020969i,0.00039081-0.00038108i
-0.00066849-0.00019243i,-0.0001875+0.00025597i,0.00011534+0.00071468i,-0.00026653+0.00094347i,-0.00042349+0.00025309i,0.0002048-0.00092098i,0.00012205-0.0012293i,-2.6205e-05-0.00099804i,0.00043716-0.00057989i,0.00021867-0.0001287i,-0.00013492+5.906e-05i,-1.3834e-05+0.00030616i,0.0002587+0.00087052i,0.00021168+0.00053025i,-0.00079992+0.00033461i,-0.0011549+0.00076864i,-0.0006326+0.001023i,0.00021852+0.0010093i,0.00097049+0.0013228i,6.6634e-05+0.0011905i,-0.00081885+0.00032705i,-0.00088071-0.00012575i,-0.00068753+3.2585e-06i
9.1031e-05+0.0022682i,0.00036585+0.0018441i,0.0004765+0.001689i,6.2694e-06-8.754e-05i,-0.0002015-0.0023243i,-0.00043819-0.0024733i,-0.00020582-0.0012998i,6.293e-05-0.00098409i,-0.000133-0.001196i,-6.588e-06-0.00088355i,0.00044687-0.00070242i,0.00087903-0.00059269i,0.00056361-0.00027737i,-0.00046682-0.00022031i,-0.00063711-0.00095179i,0.00051755-0.00054178i,0.0014834+0.00017367i,0.0014729+0.00030431i,0.00054978+0.00051633i,-0.00040653+1.6279e-07i,-0.00032551-0.00017441i,-0.00042831-0.0002418i,-0.00059658-0.00052173i
-0.0018432-0.00043133i,-0.00073612-5.5753e-05i,-0.00042806+0.00065627i,-0.00072626+0.00050946i,-0.00068985+0.00025606i,0.00036295-0.00019427i,0.00032424-0.00045941i,-0.00033885-0.00039518i,-0.00037427-0.000217i,-6.94e-05-0.00018174i,0.00019491+0.00071299i,3.4196e-05+0.00068018i,-8.5059e-05-0.00021994i,-0.0002435+0.00045202i,-0.00026728+0.001377i,-0.00073795+0.0006677i,-0.00065981+0.00012308i,-0.00017417+0.00012973i,-0.00021436-0.00038776i,-1.1604e-05-0.00016084i,-0.00042923+0.00073554i,-0.00089139+0.00056451i,-5.6211e-05-0.00033665i
-0.00042388+0.00025553i,-0.00053955+0.00031244i,-0.00071018+0.00010021i,0.00022264+0.00037535i,0.00032231-0.00010725i,-6.3088e-05-0.00056611i,0.00021979-0.00099194i,0.00050606-0.0016156i,0.00039649-0.0015197i,0.00071634-8.4798e-05i,0.00057484+0.00088007i,-0.00017238+0.00046613i,-0.00032337+0.00047203i,-0.00049328+0.0005783i,-0.0012505+3.3394e-05i,-0.0012044-0.00017392i,-0.0006136+0.00018397i,-0.00016956+0.00063378i,-7.5188e-05+0.0010788i,0.00018993+0.00056205i,1.786e-05+6.0852e-05i,-0.00018214-0.00035278i,0.00033127-0.00028853i
0.00087222-0.00061876i,0.00069601-0.0013893i,0.0014841-0.0020753i,0.0011584-0.0028842i,-0.00056062-0.002481i,-0.00080981-0.001517i,-0.00026539-0.0013288i,-0.00030987-0.00073027i,-0.00095938-0.00018291i,-0.00042093-0.00022033i,0.0011078-0.00021526i,0.0014872-0.00037773i,0.0010901+0.00010808i,0.00037952+0.00018656i,4.4697e-05-0.00048215i,0.00055-0.00065532i,0.00070881+0.00030154i,0.00056936+0.0012262i,0.00020963+0.0012356i,-0.00040449+0.00014744i,-0.00054919-0.00068691i,0.00010887-0.00027704i,0.00082247-0.00039802i
-0.002319-0.0013498i,-0.0020084+0.00013428i,-0.0027269+0.0014229i,-0.0026389+0.0010172i,-0.0022299-0.00025015i,-0.0011824-0.00040631i,0.00057664-0.00026241i,0.0012209-0.00034388i,0.00068897-0.00015885i,7.7706e-05+0.0011818i,9.1025e-05+0.0014847i,6.198e-05-0.00050037i,0.00027593-0.0013375i,9.1103e-05-0.00071895i,-0.00058405-0.00052966i,-0.00019209-0.00062968i,3.5233e-05-0.00050108i,-4.4089e-05+0.0003258i,0.00071992+0.0007568i,0.0009573+0.00057325i,0.00034214+0.0011398i,-0.00010724+0.00065412i,0.00016765-0.00072204i
-0.0027487+9.1683e-05i,-0.0015519-0.00092842i,-0.00031564-0.00056631i,-0.00033205+0.00079963i,-0.00015088+0.00076589i,0.00064371-0.00051182i,0.00075598-0.00064959i,-0.00015315-0.00099548i,-3.4559e-05-0.00084908i,0.00068071+0.00029236i,-1.1934e-05+0.00077942i,-0.00098891+0.0005081i,-0.00070424+0.00014737i,0.00039055+0.00032319i,0.00094164+3.4238e-05i,0.00092539-0.00065297i,0.0012651-0.00011756i,0.0011679+0.00064483i,0.00057966+0.00013213i,0.00021987-0.00086944i,5.7001e-05-0.0005269i,-0.00055209+0.00010093i,-0.00056725+0.00037389i
0.00072267-8.3387e-05i,0.0003959-0.00046075i,-0.00023404-0.0010208i,-0.001219-0.0020398i,-0.0014612-0.0018314i,-0.001144-0.0017624i,-0.0012683-0.0013602i,-0.00046163-0.00018793i,0.00058313+8.1909e-05i,0.00098856-0.0011347i,0.0013232-0.0011829i,0.0012519-0.00035623i,0.00055098-0.00066646i,-4.798e-05-0.0012593i,0.00023522-0.0014103i,0.00023711-0.00072436i,0.00038738+0.00016012i,0.00066976+0.00028552i,1.1161e-05+0.0002323i,-0.00016092-0.00043969i,0.00036992-0.00062111i,3.8841e-05+0.00046071i,-0.0002897+0.00075904i
-4.7868e-05+9.8497e-05i,0.00046591-0.00026615i,0.00048366-0.001217i,0.00016485-0.0016597i,-0.00023717-0.0021632i,0.0001531-0.0026425i,0.00043049-0.0018687i,0.00088267-0.00078036i,0.0010429-0.0001565i,0.00043472+0.00056925i,-0.0002741+0.00072265i,-0.00033947-0.00011464i,0.00015257-0.00038508i,0.00081488-0.00028485i,0.00056467-0.00058414i,0.000174-0.0010369i,0.00017207-0.00093018i,-4.5989e-05-0.00023156i,-0.00018729-0.00028643i,0.00029555-0.00079559i,-5.7287e-05-0.0006503i,-0.00013817-0.0005936i,-5.6932e-05-0.00054957i
0.00017838+0.0016956i,-8.208e-05+0.0013701i,0.00035793+1.7211e-06i,-0.00049951-0.0013657i,-0.0010757-0.0029347i,-0.0012687-0.0030258i,-0.00085442-0.002157i,0.00010803-0.0011855i,-0.00022754-0.00042251i,-0.00056681-0.00038107i,0.00026475-0.000741i,0.00019532-0.00056828i,-0.00072654-0.00042347i,-0.00097607-0.00060094i,-0.00072866-0.00023438i,0.00021517-0.00073334i,0.0010912-0.00090606i,0.00034989-0.0012866i,-0.00042256-0.001298i,-6.5579e-05-0.00084991i,0.00064351-0.00059247i,0.00081734+0.00033092i,0.00056475+0.0007598i
-0.00027278+0.0015531i,0.00061048+0.0010339i,0.00072642+0.00088165i,0.00050171+0.00042136i,0.00044434-0.00029836i,5.8477e-05-0.00088698i,0.00037622-0.0011803i,0.00083843-0.00060864i,0.00050783-0.00053125i,0.00056832-0.00064551i,0.00048359-0.0001517i,4.9188e-05+4.1263e-05i,-6.2019e-05-0.00030757i,4.3571e-05-0.0007583i,-0.00087151-0.00093723i,-0.0013791-0.00099388i,-0.00073246-0.00065283i,-0.00036473-0.00019755i,-0.00029907-0.00012492i,-0.00027205-0.00026243i,-0.00047271-0.00054571i,-0.00053386-6.6773e-05i,-0.00011537+0.00056457i
0.00077166-0.000235i,0.0015334-0.0010933i,0.00065247-0.0018901i,-0.00019044-0.0020829i,-0.00088896-0.0022831i,-0.00011425-0.0016349i,0.00095999-0.00091613i,0.00060709-0.001323i,0.00044831-0.0018483i,0.00023483-0.00099898i,-0.00057906-0.00030989i,-0.0011784-0.00039135i,-0.00075181-0.00030482i,-0.00047427+8.9389e-05i,-0.00085798-0.00013765i,-0.00040061-0.00036359i,0.0004344-0.00027922i,0.00076119-1.6696e-05i,0.00074768+5.7706e-05i,0.00046558+0.00040355i,-0.00014364+0.00064085i,-0.00091236+0.00027809i,-0.0012685-0.00029326i
-0.00083524+0.0012864i,0.00035951+0.0009941i,0.00096072-8.8166e-05i,0.00043238-0.0013551i,0.00050016-0.0021083i,0.00042124-0.0021619i,0.00066868-0.0015225i,0.00083243-0.00089515i,0.00061166-0.00041728i,0.00089836+0.00011124i,0.00091124+0.00014897i,0.00050103+6.634e-05i,9.4896e-05-0.00022006i,0.0004411-0.00033254i,0.00085155+0.00027123i,0.00050752+0.00074942i,0.00040129+0.00078158i,0.0002182+0.00027936i,0.00046962-0.0001605i,0.0004584+0.00030849i,6.121e-05+0.00049369i,0.00035537-2.4184e-06i,0.00035621+0.00020129i
0.0022074-0.00097617i,0.0027158-0.00057938i,0.0014589-0.0019118i,-0.00046561-0.00257i,-0.0010493-0.0025024i,-0.0014023-0.0015708i,-0.00086431-0.0011228i,0.000298-0.0010917i,-0.00059481-0.0004709i,-0.0014464-0.00049017i,-0.0009776-0.00037809i,-0.0011823+6.4268e-05i,-0.0013455+0.00029087i,-0.00099322+2.5204e-06i,-0.00074063-0.00031124i,-0.00037984+2.6813e-05i,8.6408e-05-8.4171e-05i,0.000128-0.00073601i,0.00066582-0.00084671i,0.00080701-0.00056743i,0.00076353-0.00065576i,0.00098213-0.00055752i,0.00056327-1.0709e-05i
-0.001526+9.092e-05i,-0.001668+0.00088565i,-0.0014636+0.00066154i,-0.0013084+0.00028294i,-0.00024061-1.1426e-05i,0.0013067-0.001042i,0.0014608-0.0012939i,0.00088286-0.00071526i,0.00024584-0.000308i,-0.00027665+0.00056197i,-0.00086696+0.00034101i,-0.00068993-0.00023276i,6.9615e-05-4.4181e-05i,0.00084592-0.00068251i,0.00050784-0.00065138i,0.00029387-0.00013629i,0.00069472-0.00013224i,0.00046349-0.00016123i,0.00062103-0.00045232i,0.00042474-0.0001468i,-0.00018646+0.00023139i,0.00010677-0.00019213i,0.00021595-3.1991e-05i
-0.00036765+0.0023339i,0.0011561+0.001965i,0.0020564+0.0018578i,0.0020625+0.00079972i,0.0012941-0.00118i,0.0013606-0.0015521i,0.0014101-0.00088439i,0.00063529-0.00077832i,-0.00022253-0.00029604i,-0.0007198+0.00035364i,-0.0001583+0.00060862i,0.00027406+0.0003449i,-0.00011202-0.00037753i,-0.00025305-0.00035257i,-0.00049674+0.00042407i,-0.00029331+0.0011195i,-5.2054e-05+0.00094326i,0.00037006-5.5335e-05i,0.00083334-0.00014024i,0.00068476+0.0001956i,-0.0002174-0.00013961i,-0.00041354-0.00066778i,8.8897e-05-9.9287e-05i
-0.0012981-0.0003192i,-0.0010387+0.00028137i,-0.00072572-7.3889e-05i,-0.0006669-0.00063356i,-0.00052826-0.0010207i,0.00018916-0.00049727i,0.00054697-0.00092087i,0.00092974-0.0015736i,0.00086706-0.00073131i,0.00070409+4.3062e-05i,0.00074467+7.6913e-05i,0.00054848-0.00011616i,2.2751e-05-0.00026117i,-0.00024315-0.00079357i,-7.8289e-05-0.00058804i,-0.00042174+8.4604e-05i,-0.00085586+0.00030693i,-0.00026343+0.00028174i,0.00020871-0.00042295i,0.00017056-0.00053235i,-0.00015669-0.00026168i,-0.00077174-0.00030653i,-0.0011181+5.3391e-05i
0.00041804-0.0015392i,0.00052254-0.0016885i,4.4659e-06-0.0020865i,-0.00084843-0.0016968i,-0.00093718-0.0011115i,-0.0002097-0.0002682i,-0.00033009-0.00024166i,0.00011768-0.00085192i,0.00093521-0.00082689i,0.0013604-0.00087405i,0.0015903-0.00062042i,0.00030001-0.00015691i,-0.00078357-0.00075784i,-0.00083889-0.00086321i,-0.00042155-0.00044695i,5.2551e-05-0.00053856i,4.063e-05-0.00020971i,-0.00016042-0.00013075i,-0.00013213-0.00032279i,-0.00034237+0.00055805i,7.3055e-05+0.0012081i,0.00014277+0.00039113i,-0.00037707-0.00053216i
